#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybdM//ptsG//mdtA//nanE//
GO_0051182_6	opgG//rpsO//lldR//yrdA//ampE//
GO_0051186_4	trkG//ftsB//yfaL//umpH//rbsC//sdaB//rutC//hisA//nimT//rsfS//cobU//uvrA//pyrG//cheY//hofP//sfmC//yhjV//nadK//pldB//malK//ykfI//ddpA//rplC//uhpA//rsmH//hcaT//fdhE//napA//intF//hycB//ybiJ//aaeR//hyi//nagK//sgcA//rhlE//sdiA//uhpA//yiaO//rfbB//ydcM//cra//amyA//araA//actP//ibsD//dpiB//mlaF//wzc//moaA//kdpF//pitA//gmk//rcsC//ghxQ//ulaD//prpB//ulaG//yahF//malQ//gltI//fimC//oxc//oppC//putA//tauC//elfA//ppx//alsE//ubiF//zntA//holA//diaA//yrdA//rihB//yfiE//tcdA//yeaK//hdhA//zapD//mraY//dnaN//yccS//yggT//proA//cysB//preA//glpG//ybiX//cyoB//rsmI//glnP//mdtJ//cusA//yfeW//pal//nikA//pgsA//dcuB//fbaA//tnaC//yieF//panE//ortT//intS//ftsK//ogt//yiiM//gsiA//rhaS//yjcS//lysO//rnlA//ompT//gsiA//mscS//yqaA//cobU//tag//yhcF//gnsB//cpxA//ycfS//nhaB//pgm//metF//narV//xanQ//sdiA//waaZ//sfsB//yecS//ynfK//gshA//aroG//pyrL//zitB//caiT//yedP//sspA//ftsN//mraZ//yebZ//mraZ//yihV//ycjU//dcuA//yggE//holC//norR//ttdT//hcaF//waaA//ispF//ymgA//ymgA//nanA//sdaC//yciA//nupC//moaD//rfaQ//ygaH//malE//cueR//fumC//entH//frc//deoR//rfaG//hyfC//bfr//zntA//tauA//uhpA//insB-2//chbB//yijE//iap//yfcS//ftsB//dnaX//araE//dld//gnd//kbaZ//yihO//napA//talB//queG//cvrA//sstT//ccmC//ygiB//metR//hisA//yoaB//secB//pabB//
GO_0051187_5	serA//yhfS//iscA//ubiJ//tmk//gyrA//rplP//kduD//ldtC//ydhJ//
GO_0051188_5	nrdB//pphB//rutF//ppiD//cobU//dxr//rlmB//pgi//tolQ//waaU//yajQ//prmB//oppC//leuO//patA//waaQ//frvA//aes//grcA//rfe//deoD//yobA//yoaA//dbpA//yrfG//cusB//ybcC//ybdZ//nanR//ynfF//glnQ//tsgA//rfaH//pgl//ydhQ//yehX//ugpA//rfaH//xisE//ydjJ//lptF//mtlR//rpoS//holD//waaU//yafN//cheZ//wecA//fadI//recB//ibsC//potD//garD//htpG//mdoD//ptsN//tsx//pck//yidR//dinQ//lysR//rraA//mltB//fadE//murA//sppA//pykF//mog//sodB//melR//yihI//treB//ahpC//dsbA//yciT//ssuB//mrr//arcA//ulaD//tcdA//yiaU//atpD//yefM//ypdF//leuA//glsA1//malG//bioD//yhfS//yidH//yodD//cysZ//yehT//phoR//rimO//opgE//dsdX//leuE//mak//mnmC//hofP//menH//yaiV//yddG//yfgJ//asmA//dgcM//ssuA//zupT//nrdB//rclC//maeA//argR//yaaJ//amyA//ynbD//fetA//yqgB//ydaC//moaE//secB//sixA//ltaE//yajD//yejA//sapB//recD//yqjA//yajO//lgt//ybiX//garK//alsC//rpnB//tehB//hsrA//mltB//yehX//asd//yajR//ubiF//fadB//ybjX//yedP//ileS//ybjX//
GO_0051189_5	yhjX//yieH//setA//hybC//serS//caiB//glpG//recJ//nimT//trpC//phnC//hyaB//
GO_0051191_6	purC//
GO_0051193_6	mmuP//cysE//rdgB//
GO_0051195_7	rfbC//
GO_0051196_7	gpmM//
GO_0051205_6	gcvT//glcE//xthA//afuB//glpX//ptsI//yghU//rluF//truC//pliG//
GO_0051223_7	gmhB//ygfI//dinQ//
GO_0051224_6	atoS//
GO_0051234_3	uspF//waaF//tamA//ydjE//tdcB//rlmE//hcaE//modC//paaG//pgaA//hisI//gudP//lapB//gutM//yaiV//eptB//yijO//glcB//yqaE//fdhF//galK//nrdB//malI//add//flgF//gapC//puuC//gpmM//arcA//alkA//yjhI//ygiV//zapB//ldtC//uxuA//yhbS//murC//yiaU//clcA//yagU//rpsJ//yobA//puuC//pinR//speC//pheP//ldtE//mnmA//sspA//dnaG//hflD//qseC//yhhZ//birA//ygfI//pdhR//puuD//ybaE//rpsG//lysS//lpoA//tauC//manX//ubiE//yihL//lsrB//zntA//ykgO//aroD//amiA//yjjQ//bioB//aphA//fliZ//tmcA//yciH//gyrA//pagP//rffM//cpdB//ybdH//yjhI//putA//cspG//fetB//abgA//wzzB//trmB//hemH//kduD//hldE//dgoR//prmC//glnK//yhbQ//sfsA//rbsC//ypdB//ftsW//dtpC//yijE//minE//secE//dosP//emrE//ybcQ//zapA//mdtL//tcyP//bcsA//hsdR//nac//yadK//gntT//cydB//ybgI//yfhH//yqaA//nfuA//tatC//envZ//betA//yfbS//ygfA//citC//dgcF//ygeX//iaaA//abpB//aes//nadK//aroC//setC//atpA//nadE//malP//ynbB//gspF//glnK//ynfF//efeO//lgt//potI//ybiS//yqjI//hslR//rssA//fecB//alsK//ybhR//asnB//btuB//truC//ygeR//gadX//purB//rplC//frlR//yfdR//glgA//rlmF//thiH//tqsA//serB//barA//speD//kdsC//sanA//fliD//sufS//yiiM//artJ//fadE//mqsA//csgF//nudB//tnaC//ilvD//yfeD//mhpB//mdtO//aceB//speG//kdpE//fis//ugd//trmA//gapA//fabI//yggN//sapB//rutC//acrD//yihQ//mcrB//nei//elaA//gcvR//asd//queG//adeD//rnhB//atpE//zraS//prfB//ydaV//rho//xerC//nagK//leuO//astB//ndk//potA//glvB//eutB//ubiC//melA//rplW//ravA//dusC//nlpE//yraR//efp//csgF//ldrA//fliS//chbB//leuC//ynaE//pepB//galK//argT//lsrD//lpxT//galP//yaaY//yqiI//fecD//mzrA//bdcA//alsA//yciH//trxC//xylB//pabC//ihfA//hicB//rpoA//exbD//tolA//ulaG//vsr//aroC//codA//aphA//frdB//ybhF//sstT//mdtJ//cmk//rihC//rayT//orn//nhaA//ybcM//dcuD//ydhJ//dmsC//gltS//lapA//rbfA//smpB//hupB//rpsA//menE//yiiD//argI//rpmG//purL//serC//aroF//rng//cusR//cpoB//livJ//pyrB//mdoD//cobC//yobF//ybhA//rbn//fepE//speE//gloA//bamD//galR//map//ptsG//mipA//tehB//yraN//otsA//nfi//katG//lysC//hyfA//shoB//gmk//ygaZ//nrfC//queD//ttdR//cho//ptsP//dnaB//prfA//ftnB//yfbS//fetB//xanQ//yraI//ydaC//tolA//dusB//lacY//deoR//lsrB//lasT//dtpC//rlmN//narV//dtpC//acpT//katE//intQ//flhD//narG//dtd//serS//ybiH//ygaZ//alr//gcvR//hemG//cutA//soxR//tauC//envC//rppH//murB//recJ//ydfD//yagE//rhsD//eutK//tusD//apt//hycH//bsmA//yecS//glnS//hybG//selU//sdhB//modB//acnB//mepS//apaH//parE//trkG//ynaE//malY//ydiK//glnH//apaH//xapR//mnmA//mtfA//cyoB//ydfD//adeD//ydcI//yjhH//agaR//xanP//gdhA//casD//livF//yjhH//purU//uspC//menD//ftsB//ydjK//aslB//alsB//ldhA//gntT//waaF//yaaA//ompG//sapC//flhA//yihI//nrfD//rpsM//csdE//ftsW//gyrA//cyaA//adeQ//trpB//torC//rclC//yhbY//eptA//galS//pheA//rpsS//radA//ybiY//spy//zinT//rpsG//xthA//arnD//uidA//phr//rsuA//rssA//cydC//zupT//rhaB//mscM//phoR//treB//edd//hcp//yjiA//gshB//csgD//yiaO//ybiJ//lacZ//dppA//rlmN//wzyE//ygbI//ulaG//treF//lsrD//fdoG//gcvP//dam//dsbB//decR//glpT//panC//yebK//ubiF//mzrA//fimF//frvB//ahpC//pdeD//purR//sodA//ftnA//cdsA//ygbL//rbsA//fimG//msbA//fic//rfbB//ppiA//tauA//kefC//galU//dacD//mltD//pck//betB//yhbY//pbpG//dnaX//hslO//yadN//flgC//eutK//pyrH//trmD//mutH//dicC//alaE//hcaC//ftsX//waaO//fkpA//rarD//argO//ssuE//ydcR//yhcF//pgpA//galR//yfcA//yhiM//decR//exoX//dgoA//cobB//yhdX//kdsB//fliK//yphC//ftsN//ihfA//yraR//mdtM//purB//cobB//pntA//ymdB//tsr//pphA//yghG//coaA//msrQ//aroB//groL//ybaT//yccA//mprA//csrA//pdxH//ansB//ispB//rfaE//ibaG//fepE//eutR//ftsN//speB//rffC//fucO//yiaB//skp//dgt//rseP//adk//waaB//elfC//tgt//treA//cpdA//rbn//rimK//ybgP//kefF//hybF//gpt//trpB//aceB//fepE//ycfS//xapR//kdgT//polA//mrcA//ydeI//metC//ygaZ//xylB//dnaE//dinD//hiuH//arnA//rpiB//pdxK//ssuC//zitB//yehD//dadA//yeaK//gyrB//cysK//rplL//yjiM//dkgB//dinB//tdcG//cobC//waaJ//polA//degQ//cadA//yjhH//rutE//gatB//phoE//gadA//ftsN//rspB//yfgI//rutF//
GO_0051235_3	cyoB//pabC//hemA//
GO_0051238_4	ydiO//phoE//cysU//
GO_0051246_6	rodZ//fnr//pspC//pgaA//yrfG//rsmH//nadE//phoE//gcvH//allD//fabB//ydfH//trpD//mhpA//torS//insI3//uvrD//dapA//htrE//yjjQ//tdcF//rcnA//hisH//ampH//galU//arsB//ykfI//shoB//ompW//hypB//ftsN//insI4//ispB//ubiH//lolE//aroL//cysI//dacC//fecA//bglA//ddlA//cysD//dhaR//lpoA//yihL//gadW//argI//fes//ydbK//dctR//yihR//yfiF//torI//
GO_0051247_7	yjjX//thiL//mnmE//pntB//yjhC//glcD//opgE//trmJ//rpsQ//crl//sufA//
GO_0051248_7	yjjV//edd//nfo//purT//ppiD//deoR//aroA//hpf//hicA//dld//phnO//mutM//galM//ygeR//ycjW//ugpA//umuD//yagF//leuA//ptsH//hcp//tsaE//ybjI//flhD//tdcF//kdpC//katG//yhjX//nuoL//pspF//avtA//
GO_0051252_6	yggX//epmB//fre//ykgO//yfeW//rplK//gluQ//ppiD//glgB//intF//malS//perR//hybD//yagI//rarD//prpD//cspC//rcdA//yggF//moeA//dtd//efeO//yegS//yhjV//sgcE//cspE//ybhP//dcp//tsaC//nupX//tag//rpsQ//hrpA//rimO//pdeH//lpxD//ybiI//ygeV//gpmM//amiD//treA//ldrB//kbaY//atpC//hflK//xylA//lit//truA//emrB//nanA//kdpA//nepI//mcrB//ivy//yciV//uvrY//puuE//lolA//metB//zapC//surE//prpB//fadJ//uspC//ydiO//ycfH//dadA//fabR//yggP//ruvA//chbG//oxc//yrbG//rhlE//rpiB//yiaA//xseB//napC//ccmD//norV//ptsH//yjiY//ushA//hemF//sgcC//waaJ//moaE//topA//xanQ//yjhP//nhaR//ygfA//ttcA//yejB//ygiW//fadL//wzb//bcr//crfC//ftsX//trpD//ybaO//mrr//srlB//gntT//wza//gntK//mdtF//yfaE//ghxP//trpE//ulaG//ybeY//abgA//ydjE//arcC//prfA//ygfX//wcaJ//mlaB//potI//manX//mlaC//waaQ//yehT//tsgA//metB//yfeR//xylA//ampG//waaY//fliS//gfcE//gntR//holA//dsbC//sbcB//ubiI//bioC//yhhT//betA//sfsA//secF//waaG//rnhA//mngB//narH//nuoN//potI//priB//mrcA//rlmJ//chbC//rlpA//ygeV//relB//yjjB//rpsJ//yajQ//slmA//nfi//rcsA//cydA//ypdI//eptB//murQ//aceA//rhlE//cbl//pntB//idnT//purA//napF//ybiS//holD//lasT//yjbG//selB//phoE//entE//astB//ftsY//fadH//appY//deoC//hyaA//focB//phnG//djlC//yagF//prkB//mdtP//parC//lysR//sufC//sdhB//treC//cheB//cyoE//nrdH//acrE//gloB//dld//pgpC//pflA//gnsB//dnaQ//fliS//rluF//yidL//cheB//mdtO//sapD//asmA//codB//ygjK//tdcC//mreD//purT//pyrH//rsmG//ycjU//rayT//panC//nlpA//uup//nuoH//ygiN//pinQ//amyA//tauB//hofC//yabI//yghO//yjbE//dgkA//ynbC//ydaN//acrE//yqeA//treB//ubiF//menI//ahr//mlc//acnB//fklB//map//yhjR//recF//rlmC//rcsB//lplA//dgcE//yeaG//adiC//chbA//glgB//sdaA//prlC//ubiI//nadC//leuC//ygjH//dicB//ydaC//btuC//phnN//idi//kdsC//glcA//insH-6//rlmG//fadK//araH//ycjQ//rpe//mrcB//
GO_0051253_7	hflX//parE//hisP//gltB//yjaZ//galT//waaF//narX//kgtP//mmuP//rhtB//diaA//asnS//rutG//panB//kdsA//hscA//yfhH//ycbX//ykgF//citX//ybjD//dhaL//panF//waaP//ldtE//yadN//grpE//sfsB//metC//ibsE//gudX//ybhP//spy//folA//rhmR//lolE//nanT//panD//oppC//rsmI//allB//ycjP//panB//yiaN//dmlA//rimO//cysZ//yghG//chiP//wzc//yfjV//iclR//dkgA//cstA//folA//tsx//yigB//rnhB//ldcC//ampH//edd//flgI//hycH//secM//mgsA//ydhQ//fdnG//nikB//napB//nadD//otsA//nrfD//mngA//elfD//gspI//chbF//yhhY//opgB//infB//cobU//cysW//lysC//gloA//yadN//yqaA//ybjL//cynX//uup//accA//ridA//ssuE//mltC//mioC//yhdJ//purT//hemE//yjaZ//rbsC//
GO_0051254_7	frmB//ydiK//dgoK//cspD//galK//ykgM//moeB//dgcZ//pgl//fnr//infC//proQ//gltL//paaZ//sucC//mscK//ompN//livG//dosP//purD//adhE//mrr//flhA//clpB//nupC//fliS//hisB//ybbN//frsA//melR//fumA//emrD//sdhC//rof//osmF//alsE//kbaZ//dapA//murC//livG//lptD//acpP//dinD//dcuC//idi//ccmH//fliL//dinB//uxaB//aas//blr//manZ//rnr//lacZ//yhcN//recD//nanA//ygfZ//aqpZ//argG//arcB//yefM//entF//xylE//paaK//glmS//rrrQ//asnS//opgD//xylG//sucA//setC//katG//eco//bioB//
GO_0051258_7	hemH//
GO_0051259_6	ldtA//umpH//ydaN//insA-2//chbG//cspC//intZ//rluE//agaV//agaI//tcyL//nimT//araC//trpS//cyoD//gcd//abgB//hisA//rraB//baeS//oppD//alkB//djlC//waaY//slmA//argK//pgm//lsrA//ypdI//yfbR//modB//mdtK//mlaC//yggN//hdeD//agaA//rpsH//glnH//hflX//yqhC//hisI//recR//mutY//ddpA//ugpB//yahI//potI//lit//orn//aldA//bacA//
GO_0051260_7	yfdS//guaA//livK//norW//pepD//qseB//nudC//ygbM//xseA//msrB//frvR//prfB//glpA//nagE//yfbS//hemC//mlaD//fimA//phnM//panB//cdh//allC//yihU//folP//yciG//ssuE//miaA//ftsI//rof//dfp//yqiJ//rffG//mngA//paaH//alaS//fadR//btuE//hypT//aspA//oxc//lsrR//ribF//rnhA//dgcT//uspF//sodC//selD//
GO_0051262_7	yidL//yhjV//soxR//lplA//dppD//yciH//paaG//hybD//yggD//malQ//ybiT//yaaU//rpsP//ybiO//lysO//gltD//asmA//mltF//psuT//yccS//lnt//ebgR//ydcS//mtlA//ompN//recJ//xanP//fieF//wecE//leuS//asnB//dnaA//yagF//sspB//ygbN//rsmE//
GO_0051270_5	glpK//deoA//dmsA//mug//menB//barA//ygfI//flgM//aaeB//ybcF//yiaJ//glmU//glrR//edd//zapB//proW//
GO_0051271_6	ybaO//pckA//prkB//paaA//degQ//arfB//yhjA//hsrA//yqaB//
GO_0051273_7	wcaB//rspB//fimE//ibsD//nac//preA//yfhH//
GO_0051274_8	rluF//ybfE//yqaA//frsA//phnC//amiA//ybhD//
GO_0051276_5	alsA//gltB//ghoS//cirA//trkA//prlC//mdlA//glpC//mlc//malQ//ghxP//ybaO//glcE//tsaE//zupT//menB//rihA//wecC//csgA//rseB//mscS//ispU//dgcZ//hemH//hybC//rbsR//
GO_0051289_8	dps//mdtJ//wzzB//hycA//rhaR//oxyR//phoU//eutN//nadE//dnaE//metH//trpA//lolD//ulaC//yacG//ymgA//rimK//ybaE//yfjR//hemE//yegS//folE//metI//ftsX//ansB//gcvR//elfA//nhaR//rplC//corA//iscA//ycaN//ppiA//rplQ//fecC//ydeI//
GO_0051301_3	nanS//pheT//yobF//gsiC//pncB//artI//rfe//yehW//glpG//rplQ//ftp//tmk//ubiF//narG//bglA//hyaA//appC//gapC//secG//cysZ//potC//dsbA//yhbS//sfsA//ibpA//cusR//kbaY//clcA//atoB//cysP//mtnN//rhlB//yijE//rdgB//cpdA//udp//
GO_0051302_5	appB//secF//appA//acrF//asnA//kbaY//proC//rpsE//rpnC//ydcT//tolR//hybC//waaY//opgG//
GO_0051304_4	ompN//
GO_0051336_5	yfbS//murE//yjeI//yciH//dgcM//nagD//fecB//tisB//gfcE//xisE//puuP//aroF//yjhP//tcyJ//ydgA//hisB//yddL//hemH//ybiX//cynT//metF//ptsG//cbl//melR//acrR//
GO_0051338_5	lepA//rplL//rfe//ynhG//
GO_0051339_5	rplE//
GO_0051341_5	lipA//norW//
GO_0051345_6	mfd//rpsR//ycdX//patD//dfp//opgC//araD//putP//
GO_0051346_6	xylE//rbfA//afuC//hofC//creB//rpiR//cysZ//rhaA//mcbA//leuB//nusA//
GO_0051347_6	arfA//hpt//
GO_0051349_6	tsaC//
GO_0051353_6	rseB//citG//
GO_0051391_8	insK//
GO_0051409_4	yqjA//msrB//
GO_0051410_3	agaV//
GO_0051452_10	pdxB//
GO_0051453_9	yeaD//yggF//crp//ttdR//ybcL//qseB//aceF//mdoG//
GO_0051454_10	uidA//lgoT//mfd//skp//asnS//
GO_0051476_7	cysB//
GO_0051484_7	agaA//
GO_0051493_7	uvrA//
GO_0051495_8	yqeF//
GO_0051595_6	nagK//mipA//cysZ//epmC//fruA//
GO_0051596_6	pppA//recD//sapC//cmtB//thrA//acrR//uvrB//narV//mepH//tsaD//acnA//htrE//paaE//lsrG//intA//allS//plsB//mtgA//frwC//thiI//iaaA//ynjA//gsiA//mtn//dgoR//grpE//mrcA//narU//
GO_0051599_4	crfC//
GO_0051603_6	torZ//yidQ//yoaA//dcuA//comR//dsbG//
GO_0051604_5	plsX//rlmM//ydfD//rpnB//hypB//ybhP//ompR//cheB//helD//speE//dppC//allR//bamE//mpaA//hisQ//yeeJ//aroL//soxS//nhaA//gshB//ychO//wzyE//hofQ//nrfA//uspC//nlpI//cirA//treB//ortT//sad//bioC//yjcE//adiC//yjfP//elfG//yphC//ycjW//wecB//emrB//kefC//
GO_0051606_3	chaA//emrE//
GO_0051607_4	fucO//glnK//thiQ//kbaY//fhuC//fryA//kefG//ydiR//mepM//pdxB//
GO_0051641_3	rnpA//nemR//diaA//xanP//rarD//crl//dcuD//nikE//copA//rpoH//melR//ydhK//ygaV//btuR//norW//fabB//hscA//ycgR//cspD//yaaY//narX//pdxY//gadC//
GO_0051649_4	ycgV//glcC//bcsQ//yfcU//insI-1//mreB//sfsA//zraS//ftsN//glcF//rssB//tap//ppsA//
GO_0051651_3	ilvB//fhuC//ispU//
GO_0051668_4	frvA//
GO_0051691_5	mepS//mdtK//
GO_0051692_6	csdE//argH//
GO_0051701_4	ftsA//yjjI//mlaD//minC//fimA//pdeD//miaB//tusA//rffH//flgH//murB//yhfS//ptsP//yjeI//glsB//rseB//
GO_0051703_3	ada//emrY//rstB//bioH//pflA//yoaA//rnlB//proP//
GO_0051707_3	atpE//trmO//allC//leuB//yajR//sfmF//soxR//aroF//ydjJ//csdE//pspD//mdtN//rplC//bioF//
GO_0051715_4	higB//
GO_0051716_3	mngR//cadA//cdaR//mtlA//kbp//nuoI//araA//hyaD//zntA//mdh//mrdB//frlB//pntB//hisG//cysW//clsA//rpsA//cspA//degS//zupT//yjhH//betA//ycjD//hrsA//solA//dinG//ydgA//fklB//ykgO//ldrD//bcp//ygaV//xapA//panB//tamA//tauD//mhpD//nuoF//cynX//ybfA//ugd//nfsB//fliZ//sdhC//yggD//ihfB//mltB//pyrD//yejF//phoB//dnaX//pepQ//ftsE//fryA//ileS//glsA//ypjD//ddpA//maoP//pitA//tsr//ratA//ydhC//purF//napD//prs//yadN//gapA//dapD//mdaB//mtnN//fabD//torA//yjiX//thiD//agaW//casB//opgE//hslU//yoaA//rffT//rhtB//fumA//ychO//preT//ygbL//brnQ//gsiD//yciA//lptD//bamE//yhjB//sapD//rlmM//hdfR//sfsB//mglA//wcaJ//flhE//rraB//thiE//entA//carB//ydcZ//dgoT//ttdR//mraZ//ybfE//pal//glcB//fabI//phoB//xapB//ydfH//glcC//ilvC//ygbM//yodD//symE//cadA//psd//ulaA//ptrA//yibH//glpF//pepT//radD//sanA//bssR//aslB//aer//dinD//yrbG//hisG//ypdA//ttdR//pinE//cyoC//aceK//gldA//frdD//prlF//rffH//trmI//rpsD//caiB//pflA//yagG//moeB//hypB//tsx//rcnA//mpaA//gadA//dcd//parE//nuoM//cytR//murD//thiD//atoC//ugpA//qseC//minC//tqsA//atpE//dps//udp//ybhF//ynjD//uspG//gpmA//argB//ygcR//arnF//yaiP//yeeO//gadA//gspJ//pyrL//yijE//nanA//trg//araE//pepB//rfe//arsC//dgoK//gltK//rpnC//yneL//cnu//metH//yhbS//lplA//bioD2//nanC//ldrA//rhaR//rnd//yohD//lpxP//topA//pflA//dgcQ//betT//gcvH//narV//sohB//rpsN//yfeD//rbsK//malS//uxuR//cusA//rpsJ//rayT//gcd//ilvD//ppsA//sohB//galS//garL//acpS//etp//fdhD//hmp//fdoH//yahB//glcA//recC//mdtC//hpt//frdC//xylE//agaB//tar//mipA//ykgA//uxaC//yccA//mdtN//nrdG//yieE//dtpC//ftsP//malG//ccmC//zapC//narI//uspF//bioF//nsrR//eutK//rpsS//cpxR//yciF//rplN//alaE//osmY//pitA//chaC//nudC//rhtC//yfgI//pphA//bluF//yihP//xapA//tyrB//sbp//macA//yohC//fecB//argS//yfcS//fliK//amiA//wecE//pepA//yagI//ydiK//nikE//prpD//entC//sucB//ykfI//galK//ybiW//fimC//cdh//nagC//mdtJ//ydeP//gntR//yigL//metN//mntR//gapA//menF//ldcA//era//waaU//norV//fliK//fliT//hisH//sspA//pcm//copA//mdfA//iscX//yohC//bglH//yabI//yjgX//tatE//oxyR//dgoT//bglX//ymdB//rfbX//metF//hxpB//tmk//soxS//glcB//rbsC//elaB//nimR//yahD//ybiJ//gspF//hisI//ompT//rsmB//yohC//glsA1//frc//ycgR//ybaT//mlc//yfjR//sgbU//yahB//acrB//glyS//yqhC//rhoL//bcsQ//dgoA//dcyD//mepS//tatB//yfeW//rlmJ//yjjX//cpxP//gapC//
GO_0051726_5	speE//yehC//osmE//rhaD//abgB//
GO_0051781_6	lpcA//smpB//
GO_0051782_6	ribA//prc//narI//preA//mdtE//cas3//intQ//
GO_0051788_5	ynbB//
GO_0051790_7	ybaO//
GO_0051806_6	idnD//pinR//rpsK//rraB//casA//bamC//uidC//selA//
GO_0051817_5	fau//panZ//torS//murR//
GO_0051818_6	actP//lolD//folE//nlpD//
GO_0051828_5	evgS//sodB//fimC//rbsR//phnG//pdeD//dsdX//tyrA//
GO_0051883_4	proX//secB//yqgB//aroL//
GO_0051977_7	ydcZ//
GO_0051983_5	sgcR//
GO_0052126_4	fliA//rpsO//yciT//aroP//
GO_0052128_5	xisE//
GO_0052131_6	recF//
GO_0052192_3	lrp//sfmD//fryC//argD//
GO_0052547_6	yfcP//tyrA//ssuE//
GO_0052548_7	glsA1//katG//
GO_0052646_5	nrdE//lrhA//hsdR//fabR//cptB//
GO_0052652_8	rnhB//yfaU//
GO_0052653_5	dcyD//
GO_0052777_7	emrY//yejB//
GO_0052778_6	maoP//eptC//rlmN//
GO_0052779_5	kch//serS//arnE//
GO_0052782_6	mog//recD//
GO_0052803_5	rfaB//sfmF//rfaB//rbfA//kdsA//ppiD//putP//yfgJ//
GO_0052837_6	hslU//
GO_0052838_5	mliC//
GO_0055062_9	rplD//
GO_0055065_8	ydgA//zapC//ydcR//mmuP//osmC//fryB//pgaD//yciT//priA//recJ//fumB//yidK//paaX//bcp//yiaT//aidB//chbC//iap//ribC//argP//ugpE//ydeP//mtn//gltD//ftsN//ybfE//
GO_0055067_8	narW//elfA//csrD//cydA//elfA//oppC//qseC//arnE//nupX//ulaG//glxK//glpA//
GO_0055069_9	insE-1//
GO_0055070_10	mscM//dnaX//yobA//mrcA//yahB//amiA//
GO_0055071_10	rpsJ//
GO_0055072_10	lptF//murB//mngA//acnA//hinT//nrdI//ygaH//lpd//yhgF//cdd//frlB//feoC//clsA//dgcZ//
GO_0055073_9	cysM//
GO_0055074_9	xseA//
GO_0055075_9	rplE//
GO_0055076_9	yiaA//yfbS//ulaE//yjcE//uidR//dinJ//fabG//speC//rplI//uxuR//torZ//yafO//hxpB//ppc//xapR//tnaA//gmk//atpE//tig//ybjG//yraR//ynbB//
GO_0055078_9	yhfS//casA//aaeR//
GO_0055080_7	ydcT//macA//msrQ//potE//efp//speE//ulaB//ruvC//basR//mgtL//paaX//treB//sgbE//arnB//lolA//ogrK//cheY//lpxH//arnA//mreD//ychF//ilvI//mfd//mdtC//rhmR//ugpA//glnD//mntR//treF//cysM//yceK//higA//ycbV//osmC//ccmC//
GO_0055081_7	ycbB//
GO_0055082_4	treA//puuC//cmoA//fruB//amiB//yegT//sulA//dnaN//yefM//relB//gpp//ugpE//brnQ//rffC//rapZ//ttdR//ariR//dnaC//elaD//mdtP//torR//iscR//hprR//tsx//hyfA//yihR//yggN//yhbY//nanK//mepS//glxR//yfdR//dtd//hisS//
GO_0055083_8	ygeW//
