#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	obgE//queD//csiD//nlpE//
GO_0050790_4	cyaA//hemA//pyrE//purR//yhcD//cyoB//thiC//mhpB//ydjJ//gatY//hisD//ibsA//rsmD//tehB//bcr//rplP//ahr//artP//iscR//cheA//abgT//mdtA//mdtQ//mreD//argK//yehP//rffH//cpdA//fabD//ybcF//rtcR//cysH//bglJ//panD//xthA//yhaC//treR//dkgB//atpH//fadK//rimM//insA-2//gatY//bioH//garD//tmk//nei//oppC//yrdA//hypT//speG//moaB//psd//cbtA//pflA//frvA//hslR//rhaD//paaZ//rpiA//yieE//amtB//cysG//
GO_0050793_4	rpmC//rnc//suhB//rclA//leuA//rplW//ftsX//yjbG//menE//gnd//nirB//btuF//hypD//ascG//citX//yiaM//
GO_0050794_4	truB//yjhH//ygiS//yaiV//crl//treC//nanS//maoP//dsbD//ugpC//rph//lptE//yebC//gsiC//yhhT//rihB//lptF//ybiA//ydjK//xylR//cadB//ybhI//allD//fadH//malX//cysM//ykfM//yjfP//deoD//phr//btuR//sixA//yfdC//luxS//murQ//gpp//ubiH//mraY//tsgA//elfA//shoB//secG//xerD//envZ//ybjN//cycA//gph//gcvR//tdcF//ynhG//ydeT//tomB//nagE//yqjH//alpA//rpoD//fimZ//perR//chbA//rutE//phnH//amiB//malZ//sodC//yggN//adeQ//mhpT//mcbA//hyfA//hldE//yiaN//nupX//der//glcD//bioP//coaD//mtr//pflC//tdcA//btuB//gspF//bamC//torA//chbC//solA//clsB//waaA//fdoH//mltA//fpr//mtlD//lptD//acpP//hpt//gcvH//glnE//bcsQ//prkB//mazF//leuB//ftp//tyrR//gyrA//ppiC//fes//talB//ubiC//emrY//ubiD//cysD//ccmG//glgX//eutB//pdxH//manY//nadE//mutH//abpA//recT//kdpD//ftsZ//ybiS//mgtA//sixA//rbbA//ydcP//ebgR//paoC//thiE//waaQ//ridA//asnA//pta//mqsR//rraB//rplA//asnS//ispG//waaG//ybdG//cheR//potE//yhhY//gatC//melR//ppsA//cheW//holD//cvrA//yfcS//tesB//pyrH//avtA//gmhB//treR//pabC//mltD//preA//uspG//dmsA//rapZ//bacA//trpE//speD//htpX//yfeR//cspI//ulaD//fabG//zapE//sfmC//ybhF//rpoD//gyrA//selD//ycbX//tas//ridA//tdcB//lgoT//tsx//pnp//hprR//gltD//cpsG//zapA//gcvP//zwf//dsdC//valS//ribE//abpB//priC//bcp//dnaX//ybjX//argB//leuS//yggW//miaB//acpS//dtpD//csgD//fabI//allD//tktB//glgX//fucI//dgoT//ynfH//ymjB//ascB//gspI//yjhI//arsR//dgoD//fecA//rutG//rcnB//ftsK//tktB//cadB//mutM//nuoM//surE//argA//yadG//tdcF//sfmA//stpA//gsiC//yihX//maeA//phnO//yjjQ//sohB//suhB//rplL//chiP//radD//yjjX//hisP//ttdR//corA//ldtA//rhlE//rlmI//serS//yajR//ilvN//hyaD//yidH//eno//rpsE//yqaE//narJ//ydiB//barA//lolA//hisM//nupC//dnaX//hsrA//astB//cheR//ybgQ//matP//yejF//ppiD//flhC//ffh//ruvB//tpiA//hybB//yhjX//yraH//codB//ruvB//hofO//cydD//phnJ//dut//yfdO//ampH//potD//ccmC//lplT//fucI//yidP//gluQ//glyA//nlpD//ssuA//pabC//ulaB//ybcL//kdgR//yheT//cbrA//bamD//hxpA//potI//sanA//rhtB//potE//rpe//yjhI//ypdI//lptB//glxK//kefB//manZ//cpxP//sseA//yedA//cysQ//xerC//asmA//fepE//yneJ//dicA//ybjC//pdhR//yphD//idnO//ade//emrK//melR//rplI//yraJ//dapB//potG//sspA//flgE//cysC//acrD//thiP//opgC//purC//dacC//yehC//psuG//lon//fixA//sthA//araC//nepI//clpP//yibH//rpmE//mdfA//upp//ribD//flgF//ldtE//ccmD//lolB//yoaA//paaA//ycdX//betB//cyoB//paaX//rpnB//prpB//ymgA//sufA//moaC//osmY//queC//ycaO//ldhA//agaI//rbbA//rlmG//dedD//yadG//matP//menF//yjhB//rpmG//pepB//yabI//ratA//gsiD//skp//rspB//yedP//pmbA//yiiM//arfA//cueR//oppC//hfq//yqiG//trxA//msrP//ispG//glmS//gor//hha//hflC//gyrA//rffC//kdpF//gntT//ratA//mntR//leuO//efeO//arnE//pyrF//fumA//tilS//ybcL//frvA//yciF//cyoB//mioC//mdoG//yphF//dxs//yhaV//dhaM//ihfB//tmk//rplL//pinR//raiA//rutF//yhdH//speC//frr//mrr//lpxB//nuoI//sufS//hisQ//gpsA//yfdC//insB-4//pcm//cmtA//rbsD//malS//soxR//rpmB//yehD//pagP//abgB//rffG//nuoB//dcyD//mzrA//nuoL//rpsD//uvrA//rfbC//melR//yibT//lsrK//arnD//xerD//matP//topAI//
GO_0050801_6	aroA//yciA//lapB//yieL//yaiV//rpsE//dnaJ//glrK//ynaI//afuB//glpR//fumC//rep//lpxK//narW//yqhD//recC//sufE//recB//shiA//rna//dppF//minE//zntR//pdxJ//frmA//yfbU//lysC//guaA//mngB//rpsO//rzpD//prfB//ribC//murE//ychF//
GO_0050821_5	rluD//kdpD//ybiO//yfgJ//yeeL//
GO_0050918_5	baeS//nrfD//ygiB//sgcC//
GO_0050919_5	hlyE//
GO_0051027_8	ilvI//yagG//
GO_0051049_5	kdpE//prfA//trmD//paaG//ybcQ//arnD//epd//gltK//dicA//tyrB//yqiG//yhcD//
GO_0051050_5	ispH//hemE//pntB//
GO_0051051_5	aaeA//glcF//tnaA//
GO_0051052_6	yqaE//gmk//rplI//der//uup//rnt//yjjG//rrrD//rnlB//ydjH//tauA//tehA//efp//fliK//
GO_0051053_7	sfsA//yojI//yghW//galU//agaA//umuD//
GO_0051054_7	yajL//fadJ//
GO_0051055_7	ybcC//
GO_0051083_5	yefM//
GO_0051084_5	tnaB//agaD//yqiG//sgcC//dnaJ//mdtG//adeD//
GO_0051085_5	fabI//csdE//rnlA//allD//yraH//yahN//tusB//
GO_0051090_4	ydiQ//menE//hdeB//hyaB//menH//marR//alsK//yhjR//
GO_0051091_5	yhjD//asmA//
GO_0051098_4	hupB//flgA//
GO_0051100_5	ligA//fdoH//
GO_0051101_5	leuA//
GO_0051103_7	entA//yddA//
GO_0051128_5	yejA//nrdG//elfD//fliK//ppiD//cysS//yqjH//proQ//atoB//appY//gadB//narG//ibaG//manY//ybcF//queD//eutA//fimB//yjjG//speF//lsrR//torA//yadV//tnaC//tesB//gph//rplO//argT//hexR//mfd//pyrF//dmlR//etp//mscL//rplQ//glpK//idnK//nrdF//yehU//roxA//ais//ybiI//yraR//prpB//fliS//wzb//dnaC//cho//nfo//paoC//adeQ//lplT//prpC//rzpD//coaD//puuA//yihO//rpsN//zapB//ogt//sugE//yiaL//abgT//ynfH//zraS//htrE//hisA//umuC//glmU//frmB//pntB//yddM//ssuB//wecE//agaS//lapB//tig//
GO_0051129_6	nsrR//dnaJ//prmA//mlaC//rsmF//adhE//lysR//minD//djlC//proV//ttdA//mzrA//ygiW//yqjI//rnhA//yciF//
GO_0051130_6	ftsP//nadE//xylR//yieF//iraD//ycfJ//thrL//hisA//cheY//thiC//tilS//dsbB//manZ//yaaY//narP//cbeA//
GO_0051131_7	alr//perR//
GO_0051143_8	fhlA//
GO_0051156_5	yibH//hrsA//tusE//yidR//feoC//nudC//
GO_0051167_5	gcvA//dnaX//chbR//
GO_0051171_5	cysK//pmbA//yhgF//mntP//srkA//paaX//rpnB//mcrA//dapD//rep//pck//ytfE//recF//mntH//livJ//ygeR//ygfZ//fadK//lysO//rodZ//rluA//agaI//fdoG//mdtF//scpB//dctA//fryC//mreD//nupG//yheT//cydD//gudD//wcaB//chpS//mtfA//narZ//fbp//proP//nlpA//ydcT//roxA//astC//cdh//nirB//cyaY//entD//hisC//scpB//yhhY//cmoM//cnu//fhlA//rimL//gntT//yfcF//argF//ybiY//fhuD//ydbK//ampE//msrA//mdfA//yhcD//yehA//frlB//rsmF//ppx//yehX//nmpC//idi//hmp//fur//lepB//ydaN//nlpE//rplD//potA//yiaT//yodD//yahN//wcaC//dsbD//rlpA//potB//focB//cyoA//asmA//waaZ//acrD//narH//wrbA//ruvC//lpcA//yfcU//mtfA//purC//amiC//paaZ//yehX//tdcF//rhaD//yfbU//mnmC//manX//dld//nupG//glnS//nikA//nfuA//prpR//hflD//hisQ//acrE//yraH//tolC//leuA//tehB//cheA//ykgF//coaD//emrY//nrdH//iclR//prfC//prmB//nudB//ykgF//ygbN//msrB//smpB//gyrA//wrbA//tap//ygdG//gloB//lpxH//dgcQ//dsbA//argD//yqhC//sfmD//paaK//slyD//rimP//dnaB//yehA//chbF//iclR//murI//ulaG//gcd//yqhC//intF//dicA//dtpA//nudC//nadE//uidR//cspI//rdgB//dhaK//nagE//glmS//bcr//dxr//add//pphB//lpxC//nirC//ybjX//manX//puuC//tyrA//gpmA//ygeV//wcaJ//yajQ//nrdH//yjhC//yihR//yodD//accD//fadJ//tdh//hslR//ybiH//mntP//lamB//yejE//selA//rsmF//ybdZ//insB-4//araC//rfaQ//yiiE//yeaV//citE//rihB//matP//garP//mdtK//dsbG//ybdH//mzrA//yihT//gloA//xapB//yciK//qorA//panC//aidB//nagC//aroF//dhaL//sxy//mnmG//gmd//yiaM//essD//pdxK//tusA//ygcR//kdgR//ydjE//smrA//bglJ//viaA//ompR//rpsJ//setA//eutR//melR//pdeL//yjfF//ycjD//yehP//ompF//nusG//hsdR//rne//fucI//trmH//mrcA//lapB//ynhG//mpaA//yccS//ybfA//yfaX//metG//ribA//pabA//pppA//yihI//tdcD//cysW//proA//grcA//fic//leuA//pldB//srlB//sapB//moaE//ulaE//ygaV//fepE//leuS//rfaQ//rpnD//yebS//ygfA//iap//prpR//yiaM//gmk//mdtQ//rplB//glnH//fadE//moeB//sbp//cpsG//hsdM//rpmJ//ybhD//waaC//smrA//aspC//sgcB//serC//rcdA//fadK//recC//sgbE//cyoC//mmuP//arnE//mazG//pspC//holD//ada//mepH//cpoB//dnaX//yhbS//pspA//insA-1//yaaY//fsr//fieF//casB//opgE//iscS//priA//ybjI//ruvB//nupX//yqcC//ynhG//narJ//flgA//rcsB//gcl//mnmA//nuoB//yjcO//dgcE//cydB//mepA//insI-2//fieF//priC//tusD//menH//soxR//
GO_0051172_6	relE//glcB//lldP//garR//ascG//tcyN//yhdZ//lpxB//ydcS//mngA//rimL//ygeW//yjcO//yadC//ychO//prfB//fdnH//ydeO//exbD//hslV//ycgV//kdsC//creC//tehB//spoT//thyA//cobT//trxA//aroC//tufB//nemR//rbsB//sbcC//fucK//hprS//yhcF//yaaA//frvR//ghxP//patD//sstT//yfdC//wzzE//rpmH//hofC//ridA//casC//ccmF//aroA//mpaA//yidA//sgcX//satP//insA-1//eamB//greA//malG//hlyE//rpmA//arnD//appY//nanK//uraA//hmp//hyfC//yfgJ//groS//ppiA//napD//lptA//elfC//rmuC//cydB//yiaN//treA//argF//modB//yedL//ygfI//rtcR//yqjI//afuB//yfcQ//mcbR//cdh//pheS//prlC//hybB//mltC//argH//csgD//fabG//ppiC//dcuC//ybhA//iaaA//yhbX//malE//ydbD//dedD//dsdA//norR//lptG//xylB//ypdI//mipA//ldrD//yhgF//rhaM//fetA//mutT//yqgB//tcyJ//ligA//fliT//yiaJ//yfaL//ubiX//tar//rhaS//rpiR//yiaJ//rpsO//purA//lldR//dgcE//pabA//tehB//atpD//rffG//yeaE//ybcM//
GO_0051173_6	ilvN//rseB//paaD//yjjB//flhE//dicC//ydfD//umuD//glpT//fliS//fadA//gntK//aldB//secG//waaG//hisF//secB//yhaJ//agaS//hexR//prmA//yfbV//appY//rluF//yahO//thiQ//iscU//trpD//lpoB//dxr//melR//cobT//acrZ//kdsD//xisE//rnpA//mnmE//ybiI//fruB//tehB//tdcR//fhuF//fes//waaG//tar//blr//rsmI//ynfH//ygjK//avtA//hypE//sbp//nikE//flgF//pckA//tatE//paaF//nfsB//ftsZ//tyrB//sapC//csgE//agaB//iscU//prmA//tdk//nikB//yjbF//rluF//hinT//pfkA//ravA//mdfA//yhhT//nagD//smrA//ebgR//rlmC//leuD//ybiS//nfuA//ivbL//nrdF//intE//cbl//folX//diaA//ygiW//nrdF//
GO_0051174_6	ydaV//yggD//paaC//ynfF//fliD//hiuH//apt//glpG//dsbA//glrK//
GO_0051180_5	pheP//fre//mreB//gatB//pyrL//hofC//ahr//nirD//yhbS//afuB//rplM//oxyR//osmY//ybdG//folC//pgaA//
GO_0051181_5	csgF//higA//agaI//ydjL//fabD//rpsQ//argC//uvrD//hisF//kduI//pgpA//nemR//pgaB//insI-1//dtpA//rapA//yeaE//sodB//livK//aqpZ//aroH//csdA//gor//gcd//ygfI//srlA//xanP//malG//ydaV//yidL//ldtE//nfsB//folA//yqiI//rlmH//mhpB//yfjR//pspC//rimL//glmS//rcsF//
GO_0051182_6	arnF//nikR//radD//agaB//yidC//
GO_0051186_4	lpxD//waaO//glpB//lpxB//dnaQ//amtB//msrP//mdtP//eno//murG//nepI//nupG//eno//efeO//wecC//ygfZ//rffH//aroK//cusC//frdD//yhhY//puuR//pgpC//trmB//yccS//valS//dcuC//thiQ//dacC//pgpA//entC//yehB//arnE//apt//yjhH//rffC//rnd//ypdC//queA//dsbC//ubiI//yfbU//arsR//nanE//dsbA//rhaD//yajQ//yhjB//fliA//phoB//arnT//metC//yfiE//trmJ//bisC//yfeO//guaC//nudB//ispA//rlmJ//fabB//pstC//lptA//rihA//yegS//rffC//pck//rpsP//argF//feoC//ydfD//prlC//def//livH//thiQ//dcuB//nadA//ubiG//gnsB//panD//ygiB//paaX//atpD//cnu//citT//glgP//rihC//rlpA//ygjR//rpsI//acpH//insE-1//emrE//pykA//citG//sgcR//gatA//mdtB//hinT//ugpB//lexA//yjhH//pdeR//slyA//folX//potA//lolB//rlmC//glvB//lptA//pal//aspA//uhpC//gadC//leuS//rrrQ//hsdR//lpxH//mltA//ykfI//yjjV//fucO//dnaG//gltI//waaC//def//tar//ybgP//rraA//trmH//rpsR//rna//mtlR//pabB//ruvC//diaA//hslR//yebQ//nudG//xylH//dxr//rbsA//creC//wzzB//zntA//flgJ//mnmG//yidL//yebZ//yefM//tauA//rnr//elaB//rph//glgB//cysM//hisP//torZ//rsmA//rfbC//ydbD//puuP//tktB//erfK//slyA//cyoE//ydjJ//rcnR//ydiO//yehU//ybcQ//yfcR//pheT//ung//ulaF//yfdS//holD//ybdG//galR//yciK//mreD//betT//casD//recN//argO//acrR//kdpB//rpmA//cobC//malX//rzpR//pspC//glvB//gmhB//yjcE//rmf//bdm//rplQ//tgt//
GO_0051187_5	murC//katG//mhpT//lepA//dmsC//rssA//tdk//csdE//entS//ygjK//
GO_0051188_5	atoS//patD//idnT//lpoB//rplB//yagJ//yiiM//ykfM//ytfP//nanS//rpmJ//lpxK//thrA//truC//rplF//yfcQ//ybfE//zapB//ybdN//gudX//cas2//pgaA//yihO//yhaO//ldtB//gcd//ymjB//rbsA//fadA//ompC//mutS//ybhS//ytfP//abgR//zitB//cof//mraY//leuO//csgE//rmuC//ackA//yejF//tap//waaP//secG//eamB//mrp//cstA//yphB//lplA//gppA//livG//frvR//ulaB//aaeR//insK//phnO//pepA//ftsA//pfkB//yadI//mglB//pth//dkgB//sohB//dnaT//evgS//rimI//yiaF//ompT//glnQ//adeQ//mrcA//mutL//maeA//tap//araG//mutT//rlmN//hemH//greB//glvB//emrY//argR//nlpD//ydcM//glmS//glgC//ilvC//pyrC//nanE//ybdM//yciA//nrdR//araB//sufA//rpiR//waaB//cbl//ycfH//ychO//ynbB//ynhF//rpsB//radD//yibA//aidB//rbsK//marA//cdd//rpsP//nmpC//tadA//curA//ybdG//gcd//yciF//bcr//waaL//cobB//dcyD//yiaB//tnaC//frlR//lgoR//ibsC//yrfG//yfiR//gabT//bsmA//sxy//djlC//glnL//ribF//rhaM//tamA//ykgF//rplS//opgH//sgrT//yidD//atpG//truC//ypdB//glyA//rna//
GO_0051189_5	bglX//rhtC//prpB//hycI//hinT//rpsG//lolD//waaC//map//fliD//dnaB//yeeL//
GO_0051191_6	psd//
GO_0051193_6	gutM//ykgO//potH//
GO_0051195_7	rcnB//
GO_0051196_7	clsC//
GO_0051205_6	pepB//srmB//cynT//yhjG//csdE//fixB//orn//rhaA//atoB//mukB//
GO_0051223_7	hybB//proC//nanA//
GO_0051224_6	ykgM//
GO_0051234_3	osmY//paaZ//yiaM//ydbD//dnaJ//gsiB//malP//mlc//hrsA//chiP//dgt//malY//lpxT//dcuB//ibaG//lgoD//yneL//nudG//fucK//hcp//lipA//bamB//adeP//ccmF//leuS//citC//fis//rfe//osmF//nhaA//flgC//yedF//iraM//allC//agaB//map//yidK//ptsI//prmB//uacT//feoA//yeiG//ycjU//lon//nrfA//hslJ//fadD//argT//yidE//zwf//mdtC//yghB//fepE//gadX//yihW//ybhS//hldE//dgkA//nrfE//suhB//yfcS//fucK//hflX//yehC//pdeR//aroG//dauA//sufC//nuoL//chbA//bepA//alsB//xapA//ihfB//kduD//phnO//pstA//prpD//treR//aaeA//argA//rmf//fdhF//slmA//rlmN//cheZ//dkgB//astB//rho//pyrC//rhtC//ymfA//selU//mtnN//dhaM//opgE//rlmE//yiaF//mdtK//paaC//eutB//ugpA//rpmF//cstA//chbA//hyfC//gcl//rlmB//yehB//uspC//gltL//gspI//fdrA//ybdZ//caiF//putA//gcvT//yhjD//yihP//rng//ulaB//yjjI//hypD//blc//yhaJ//glpD//yhdZ//puuP//yihS//dacB//flhA//xisR//ulaC//minE//nepI//hprR//pepD//waaC//ghxQ//ypdB//gntR//fsr//yicJ//ompW//ppiD//recJ//tdcB//fdrA//yqaA//yccS//gabD//ftp//lpoB//cadC//ypdI//yjiM//pabA//recF//kefG//argG//eutD//paoC//kefC//rluB//dut//chpS//fabR//ygeW//sdhA//ssuA//sfmH//pgpB//dctR//yieK//npr//gcvP//nuoI//yegS//dtpB//flhE//thiD//rstB//bssS//nrdF//ymgA//hflK//uxuB//bepA//yceO//rph//ybhJ//mdtG//rffT//citE//ygbI//cyaA//eptB//ybeY//wcaJ//ecpR//aspA//yqiH//argS//elfC//lsrG//eamA//tsx//amiD//cas1//pntB//yjtD//viaA//pyrB//yedL//yjcO//argS//yidP//ybbN//mltF//exbB//orn//tdk//nirC//endA//hybO//phoE//rimJ//lepA//ybcC//gabD//rhaD//gsiC//zraR//helD//uvrD//mscL//bglF//chbG//fumC//srlA//clpB//iraM//ivbL//rpsS//abgB//ilvE//hiuH//soxR//hscB//sspB//rcnB//yajR//cynS//sanA//phnO//guaD//alaA//fliA//rlmE//glnQ//metI//nagD//yjcS//yafE//recR//rppH//opgG//rhsD//secM//tnaB//polA//chaA//thyA//tsaC//symE//parE//entA//melA//srlD//rplI//intQ//rluF//sutR//dnaT//lysA//cmk//arsR//cvpA//ynbB//tnaA//ybhP//hns//tqsA//panB//cysM//serS//csdE//lsrD//yjhP//trpC//argT//ampG//deoA//ibpB//yoeE//cysZ//speF//ytfP//oppD//pgpC//dinG//yifB//diaA//rhaS//secD//truC//rne//yhgH//udk//rffC//yfcS//ruvC//trxA//ybeQ//mioC//ldhA//miaA//ubiG//fdx//phoA//argF//yadK//skp//rzoR//csgE//epmC//bisC//cysC//moaA//mazG//rpoE//ydiZ//cadB//gloB//srlB//bamD//fdoH//ycdX//ttdA//ssuC//fimC//dut//ulaA//mog//psuT//rhaD//rutE//sgrR//asnB//yhbX//ybaL//dgoT//gpp//nuoB//yecS//envZ//rhaM//hprR//ybcM//narW//nuoE//mgrB//bcsA//sdaA//ymfA//nfuA//gadA//dmlA//glpB//gcl//yiaM//yijE//ftsK//kbaY//phoQ//rng//holA//ompT//ftsY//narY//kefB//aceK//waaL//sucB//glpA//murP//ybhA//rhoL//hldE//rspB//feaB//lptE//hisB//marA//ybeF//hisC//hypC//nanK//rne//yphF//fliK//ychH//galM//hycB//truD//rsmG//rapA//dgoD//kch//satP//caiD//yedF//yhfK//kdsC//aes//bsmA//msrQ//cdgI//ispF//patA//dinD//pstS//yihR//lsrD//elaB//dkgA//alsA//nemA//pgm//alaE//pstC//wzzE//ydeP//mliC//cysD//waaG//brnQ//folE//dadA//prs//dtpA//exoX//patD//dauA//rbn//asnA//rbbA//uvrY//dgoA//dld//mutT//purC//phnO//clsB//mpaA//ynfH//lpxK//dfp//insB-2//pta//pdxY//ycjR//ftsY//putA//aceB//yehW//frmR//malS//argE//mdtJ//sufB//proX//gluQ//gatZ//aaeR//cydA//ftsH//lpxD//pitA//yobA//ydfK//rfaH//frlC//katG//secY//yjeI//sgbE//gltP//pphB//hypB//yibH//elfC//viaA//gadX//atoS//hfq//nirC//envZ//insE-1//rihB//acrZ//hupB//uhpT//gltK//fre//queG//ydiP//dut//lysA//yehT//torD//ibsA//melR//pntA//nusA//ispF//dicA//sdhC//fetB//ybdM//fis//glpG//gnd//dinG//yqiI//yfiR//tktB//prmC//chbB//opgC//murI//dcuC//srlE//pgaA//flgI//ytfP//higB//crcB//rplS//gsiD//ssuB//cmoM//tsf//pinQ//pykA//fixA//ldtC//cbtA//ogt//cadA//bamB//pabB//fucK//entF//mdtA//yfcQ//hupB//lptF//argR//gspF//yadM//hemH//rfbX//atpA//gltK//argA//metC//nagB//metQ//endA//qorA//mrdA//flgJ//secE//yihI//ybhF//yhaV//azoR//dnaC//agaB//dapA//cysN//xapB//emrY//hrpA//lexA//aspC//frwB//rraB//artM//yggW//nhaR//dpiB//rne//rplO//bioD1//
GO_0051235_3	chpB//acnB//yddA//
GO_0051238_4	yaiW//trpA//bfr//
GO_0051246_6	glnK//pck//panZ//sodB//adeQ//frwB//bipA//mscK//yehZ//mltF//ydaC//opgG//fieF//rsmG//glsA2//flhA//panE//oppF//thrB//accD//tyrB//preA//ppc//mprA//metQ//ybdR//patZ//nrfE//putP//hyfC//fadB//abgR//narG//gntP//prfA//zapB//osmC//yiiM//acrE//yciE//cheR//narJ//fucP//mqsA//mngA//yddL//prs//gyrB//yiaF//kdsB//pspD//cheW//ytfQ//
GO_0051247_7	topA//pepD//rhtB//ftsW//dcuA//leuE//mhpA//mtgA//frlA//yqiG//sgbE//
GO_0051248_7	waaO//alaC//glpT//pitB//selA//glnL//yhdZ//pinE//tnaB//hxpB//argS//nikA//araH//hslJ//rarD//cra//yqgB//hofO//ybcQ//ppc//trmO//scpB//tynA//basS//rpiB//cbl//yccA//ycgB//nrfA//etp//yciH//
GO_0051252_6	menA//tqsA//glpD//rpmG//tatE//bdcA//basS//holC//yciA//yejA//adeD//aaeA//yiaT//mraZ//ygbM//dosP//wzzE//sgcB//frr//rclB//recO//nrfC//yqcC//kdsB//ispF//lpoA//holA//paaG//bamD//uxuR//pyrL//thiG//clpB//frmR//hisD//yijE//ycbV//rlmL//ykfI//ldrB//bioH//mnmC//mmuP//fepB//setC//tpiA//nuoL//agaS//yphF//dinB//uvrA//mdoD//gntR//npr//ihfB//rclC//nrfF//gudX//yoaA//rplM//rpoD//wzb//narI//proS//paaD//yihO//nhaB//fepD//pdxA//ligB//rplS//mtlR//aidB//yhjV//matP//wecE//yjjU//yibT//trkH//blr//pckA//recD//uidA//nuoF//dppB//eutB//rplO//yfcR//yagE//deoR//yjjQ//casD//nfsB//oppA//phnK//ftnA//ycfS//blr//slt//purA//yejE//yccS//garR//glgP//fruB//pckA//yrfG//narK//yecS//pck//rsgA//murD//tdcG//hrsA//csgG//waaY//lacZ//ydeE//mglC//fbaA//ilvC//clpX//phnO//sulA//trpC//elaB//serA//dxr//zapD//chbG//gatD//hscA//yfgJ//mprA//crr//kbaZ//fabB//nudG//nagC//hyfF//ybiJ//glyS//ymgC//sdiA//curA//sapD//insI1//kdpA//tnaB//glgX//aphA//yedX//cspC//fucA//yhbX//rfaF//tatA//gltB//secF//yidZ//adk//pabC//yaaY//abgA//lsrG//cpsG//csgB//ydfK//rpsM//yehY//rnb//yfgI//galT//actP//dpiB//adhE//frwC//gmk//yehW//pmbA//ygeR//zapC//lldR//nanE//dcyD//recJ//ydcM//upp//lacY//mdtF//hisM//yohC//hycB//yfdG//flgB//pheS//oppC//asnS//dppD//rsmC//dicB//artI//ydcI//mqsR//cspD//rpoD//mtfA//nupG//rlmI//pdeD//ygiS//tdcG//pabA//ycjU//macA//mdtE//ldtD//kduD//iraD//pdxJ//ygcO//ygiN//ldcA//gudD//ycgB//fmt//dppD//yfeW//srkA//glpT//yaiW//acrR//gsiD//ampE//gppA//waaH//yebQ//hisM//deoC//rplI//yijO//holB//mngA//alaS//macA//potE//rpsQ//ompA//arnT//nuoH//yafN//astC//hisC//menB//yihW//sucD//phnC//uspC//epmB//abpA//proX//lpxH//rbsD//nrdB//sbcB//xapB//surA//preA//hexR//basR//queD//yjbG//ghxQ//cbl//metI//dcuA//rhaM//msrQ//
GO_0051253_7	arnE//yhjC//sucC//cydB//torZ//mhpC//yneE//guaD//wecE//abgT//ynaE//tatE//ybdN//queA//ada//pdeF//prfB//nagC//sbcD//ymjB//flgI//leuO//recO//yddL//yciA//elaB//hha//msrQ//yiaM//hypD//recN//frdD//holA//srlA//clcA//focB//arcC//mutT//citG//wcaJ//cyoC//yjtD//livM//grxD//rhsD//yidE//yebZ//eco//rapA//tktB//yhjA//yegT//arnA//napB//phnI//cbrA//lolA//gspI//hinT//uxaA//ddpA//wzzE//bioD//yijO//narY//ydcP//pepT//ygaH//ydiB//mrr//mdtC//yphB//sapF//galE//essD//rbsC//btuE//metN//yraR//hemD//nanR//rcsF//yajQ//xapA//rplX//maeA//gadE//patA//mdlB//ybhF//tolQ//kdpE//kdsA//intA//lldR//rutD//pagP//galU//yiiM//
GO_0051254_7	insI-2//rutE//polA//add//fdnH//cheZ//yeeY//rpmC//ilvM//eco//cdsA//mlaF//csdE//insE-1//osmF//yaiV//glmM//cusC//fumC//casC//dicC//yeiG//thrB//pncB//ldtB//dsdX//narK//cysW//zntA//fimB//queA//alr//arnF//flgE//lolB//flhD//sutR//frsA//ogt//tsx//recR//moaE//menD//ygbI//yiaO//hns//cmk//ycbX//yoeE//metF//garK//pinQ//bamD//pitB//kdpE//sfmD//cydD//hha//ygfA//fumA//ttcA//hisH//kdsB//yciT//hofC//yhcN//fkpA//yhbS//nanS//zupT//nuoN//ygiB//ligA//yggP//trpC//
GO_0051258_7	hrsA//
GO_0051259_6	yggD//sdhD//yqgF//rmf//shoB//rpsR//tatA//elaA//fabI//trpB//yhcF//rdgC//mtgA//elaB//oxc//ydfH//nlpD//aslB//rhlE//umpG//yjeH//rsmF//ybeQ//paaH//uvrY//yifB//polB//aroP//tcyL//yehC//acs//mdlA//mreD//yoaA//chbR//prmB//dcp//paaF//adk//rplX//nhaB//yhgH//hisF//kdsA//nemA//gutM//tgt//rpsG//truD//insI4//znuB//
GO_0051260_7	map//proX//idnT//opgH//greB//lptE//rlmN//opgE//sapB//tolC//frr//pyrE//iscX//dedD//thiC//tmk//folC//ogrK//galP//yfeW//tsr//purC//ada//yibH//hycI//ndh//allS//pdeF//lacZ//alkA//purU//melR//rph//mlaE//yfaV//yieL//putP//pgrR//asnA//hisA//mioC//ygeW//narP//mcrA//allR//nagK//qorA//
GO_0051262_7	infC//araD//bluR//ybbW//purT//hypD//dppB//sbcB//mocA//dgcF//rnc//ybaL//hsdR//ldhA//fimZ//hofQ//gadA//ycjQ//vsr//kdpE//rimM//degQ//ugpC//hiuH//rpnD//yibH//flgI//cysD//yqjA//sufA//yadK//csgB//add//galS//rplI//yhjC//
GO_0051270_5	yqeA//selU//degQ//katE//mraY//asnS//alsC//nei//vsr//lptE//psuG//menD//cynT//yihS//cynX//rcnR//
GO_0051271_6	sucC//dppC//frwB//bglF//cysW//icd//artP//ygfI//torC//
