#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ndk//hipB//ybcJ//aaeR//
GO_0046484_5	yjjB//yghG//
GO_0046486_5	hyfC//rcsF//pdxK//glcD//yddM//lplA//ynhF//rsuA//rnhA//ssuA//yehP//accC//amtB//bglH//pdxA//sapB//
GO_0046487_5	srlE//sad//lamB//spoT//pdhR//queG//zupT//flgF//yadK//yibH//rnlB//
GO_0046490_6	rfbX//ubiE//atpF//ldtC//mngB//
GO_0046493_6	ypdC//lpp//rimI//slyA//mdoG//dctR//rpsA//aceA//rclR//atoC//
GO_0046496_7	osmF//mhpT//hyaD//ycdY//ycjU//hha//thiM//lpoA//ulaF//selA//cysA//arcC//yhjB//relE//ygbL//phnK//dppC//endA//dut//rpnD//yiaB//ybbY//yjaZ//insH-6//coaA//fadA//yeaE//serC//ygfX//raiA//recF//tonB//gspJ//slmA//csgE//ariR//tdcA//glnS//
GO_0046498_5	pgpA//
GO_0046500_4	yrdA//
GO_0046501_6	moaB//acrR//acnB//bamA//nagB//mug//flgD//yihS//
GO_0046502_6	chaC//
GO_0046503_6	ttcA//
GO_0046618_6	ada//iclR//dtpA//yjaA//pheS//sbmA//galE//
GO_0046653_6	tsaE//borD//dapD//metN//ansA//greA//csgB//dppA//lgt//ykfI//tdcE//ycaN//yfeW//
GO_0046654_7	nhaA//phnI//rpnC//yhaC//dhaR//insK//minE//agaV//nuoN//
GO_0046655_5	ykgA//tyrR//yagJ//hflX//insK//ykgA//menF//ygbI//deoD//
GO_0046656_6	cusF//yidE//hcaB//yebK//argR//epmC//yidK//
GO_0046657_6	gatY//fadE//
GO_0046677_4	flhE//opgH//fucK//rho//ydfH//citG//tynA//uvrY//ychF//rutC//yghO//rsmB//yfaU//ycjD//flgF//rtcR//fetB//otsA//yghB//yfaV//mnmC//lldR//nuoM//waaP//rpmA//ampD//nrfF//rfaG//rpmA//ftsL//citE//cedA//rplC//der//mgsA//ascF//lgoR//feaB//rfbD//narX//ybiW//trxA//idnO//relE//yieL//ygcO//ydfD//prfA//yeaE//emrD//rseC//lyxK//narY//zur//mpaA//cvpA//yidC//hcp//glpG//yahD//mazF//prc//orn//lgt//yobF//dacC//lsrD//rfbB//acpP//sbmC//rlmD//flgA//fadB//uspC//ykfM//narV//ydcI//pinQ//dgkA//mrp//srlD//
GO_0046678_5	yphB//srlA//
GO_0046685_4	mdtO//rapA//waaF//yaaJ//
GO_0046686_6	bdm//acnB//thiG//narL//
GO_0046688_6	ribA//dcyD//kbaY//prlF//oppA//argS//rutB//rcnB//rplN//fdoI//rplE//frdD//serS//
GO_0046689_6	rpiB//pdeH//
GO_0046690_5	eamA//ompN//
GO_0046700_5	ybdO//fis//chbG//fliG//hemA//malF//pinE//tauD//ydeM//ydgA//dacD//dfp//uxuA//kdpC//aidB//yhhZ//ftp//pepA//ydhJ//hcaR//narG//ycfS//preA//csgE//fhuD//ppiD//dinG//rsmC//fdnG//yfiR//rcsF//rhaR//purL//hscB//eamB//yiaT//codA//hscA//kdpE//hybE//brnQ//ydbK//yhcD//tusA//ftsB//narJ//hyaB//codA//ybhF//lpxM//narL//gsiB//rsfS//fliS//fepA//birA//pdhR//dhaM//motA//queG//ybgQ//epmA//xerC//arnA//ldcA//fruB//yhdH//yiaL//agaB//ftsL//ybgQ//bepA//murC//hemB//nanR//aslB//fruB//ybdR//zwf//iraD//panB//rpsO//fimA//smrA//orn//tatD//ruvC//eno//yajD//rlmN//ygbN//yqiI//rnb//pstC//rpsT//yajR//trpR//msbA//ubiC//yjiY//
GO_0046710_8	atpG//
GO_0046718_8	lit//ycfL//amiA//cueR//rpsA//nuoN//ycfL//
GO_0046777_8	pinR//tas//ydcT//leuC//ettA//puuE//acs//elfG//yhdW//tusB//pdxH//plaP//mlaC//exoX//talB//hcaD//aaeA//preA//cyoB//grpE//fimB//idnD//gltK//hiuH//tonB//recC//gltK//cysA//fadI//yidA//ilvB//bdm//
GO_0046813_6	narL//
GO_0046834_6	yeeA//
GO_0046835_5	phoP//miaB//tehB//rhtC//cheR//rhmR//gltB//tabA//yhbO//uspF//rluC//nrdD//ygbM//fecC//hicA//sfmF//trmH//nei//xapB//yfcF//trpD//cusR//uraA//cusS//
GO_0046836_7	argR//creB//tehA//
GO_0046838_5	ribB//cbtA//
GO_0046839_6	kefF//
GO_0046855_6	pyrL//pbpG//
GO_0046874_5	ariR//ptrA//
GO_0046889_7	bglH//
GO_0046890_6	rclC//torS//chbB//
GO_0046892_8	ccmH//
GO_0046900_6	hokB//
GO_0046901_7	yjiR//
GO_0046903_5	mntR//pitA//araG//rnhA//fpr//ybbY//pepQ//
GO_0046907_4	hcaC//otsA//deoD//btuE//eptB//yieL//lgoT//glgP//trpS//srlR//pbpC//
GO_0046916_8	cbeA//nanR//bglH//gcvP//ybdO//rsmG//srlD//purF//ydjJ//ygfA//galP//elfA//flgE//yohD//tsaE//bioC//rhtB//
GO_0046939_7	bglJ//gntR//cyaA//msrC//rsmG//fhuD//ynjA//yidZ//caiT//ybjC//malI//yadV//yceD//minC//nirC//yjcO//sufA//trmH//fabG//dtpC//pheM//bdcR//guaD//yneJ//
GO_0046942_7	tcdA//xylE//mtnN//rhlB//yfdC//alsA//tdcR//lpxP//nlpE//yfaE//gcvH//hyaD//rfaC//intA//yfdC//intF//kbp//nirB//nagB//bhsA//glsA1//intF//lsrB//ascG//tomB//fabI//nlpA//phnL//yfcV//gltB//gatD//pppA//atoS//dinJ//dgcF//phoR//sgbE//yejA//dcuS//clpB//codB//acs//fimZ//fepB//rplE//yfaX//mutT//glgA//pppA//rplB//aroH//hdhA//hyfA//aaeA//ypjD//dicC//coaD//lamB//rnpA//ftp//yidR//rtcR//cdaR//pgi//ligB//ybaK//tdcD//yeiG//rhaD//glrK//speE//hofC//nusG//tpx//gltD//kdpF//aroG//gltL//nupG//rnpA//bioD1//acpT//feoB//gatY//htpX//ydfH//umuC//yfiF//fucK//pspF//pflC//pspC//rspB//cmtB//dgkA//fkpB//chpB//ydhC//uxaB//glxK//murP//ispF//pykF//yiaO//galU//rffH//ilvA//asmA//cydC//argI//envZ//
GO_0046944_7	rluF//
GO_0046950_4	xylG//
GO_0046952_5	lpxL//
GO_0047484_6	ycdX//
GO_0048033_5	fepE//
GO_0048034_6	hfq//
GO_0048255_6	casE//
GO_0048473_8	hycA//yeaD//kbaY//
GO_0048518_4	dgoR//hchA//ygbM//chbR//yjhI//yghW//prc//nadK//rlmN//paaD//emrD//ttcA//araA//fliK//ptrA//appA//clsC//cydA//fepC//miaA//crr//nudC//kduD//fepD//rplF//frdD//ydcR//aroK//paaH//sdhA//eamB//citT//smrA//ydcZ//hupB//fimH//pdhR//elfG//gpsA//fecC//hycA//yfiE//speA//ldtD//dedD//narL//agaV//rfaG//nrfE//pdeH//dsdX//dicA//aceA//rffH//aroL//purC//ycjY//nrdG//iscU//pyrE//truD//folP//frvA//flhA//ygbI//mazG//gloA//abgB//rsgA//alkB//rplA//ccmE//ulaF//ftsY//selU//moaE//phnI//ynjA//cysH//cbpM//hemG//ribE//fimA//trxA//perR//bioA//aroL//ttcA//flgD//feoA//kefG//degQ//nudF//carA//opgD//yacG//rpoH//hofM//livG//mepH//yfbR//patZ//xylG//recN//murC//chbF//yfjV//tktA//mutM//waaS//dnaX//speG//
GO_0048519_4	iclR//yeaD//metN//sutR//copA//rlmE//accA//prc//yfjV//malF//thrC//mrdA//fimF//ycjQ//panB//ydiV//slyD//crfC//rstB//ilvD//mtlA//valS//panF//cbtA//yrbG//lit//cysP//gcd//gadX//scpC//bluF//chpB//rutD//waaZ//dgoR//rfaH//eamB//arnF//yggF//rpnB//fbaA//emrB//yqjA//maoP//pstB//nmpC//nrdF//dicA//rplS//glgA//ompF//ydeP//tyrA//rbbA//rpsR//cysK//nlpI//yciA//pdxK//atpE//lsrK//recA//cysP//ribB//iscA//hflD//ydcS//fmt//adhP//yhaJ//oppD//hcaC//nanC//yjtD//avtA//tdcF//dacC//yahO//uvrA//ybhJ//mipA//basR//fur//bioD1//alpA//rffG//pitB//rpoS//fadM//intA//lpxB//rplQ//feoB//rsmD//yaaA//fabB//metR//hpt//metN//insI1//gmd//rplR//phoR//mobA//iraP//btuB//kefC//yhdW//agp//paaA//mtlD//priC//pfkA//hicA//hcaR//mtlA//waaL//ilvC//ldtB//edd//plsX//bisC//astB//fimF//cysH//recC//xseA//galF//bamC//folC//ydiV//ais//hdeB//pinE//waaJ//sdhB//yghU//argK//ybiW//yjeH//artQ//rep//codA//ydcZ//recD//mdtA//malG//adiA//fumB//alaA//ansB//pheA//lplT//acrR//relE//ybaQ//cecR//yiaB//idnT//yrdA//trpD//phoE//flhE//aroF//dtd//sfmH//yfaL//yaiW//thiQ//yjgX//pnp//cheZ//norV//rcsC//fhuB//dbpA//speD//ghoT//ypjD//efeO//mrr//
GO_0048522_5	gcl//hybD//purL//leuC//aroL//csiR//yfaX//dppD//ampE//abpA//potG//fmt//rutG//kdpC//sdaB//wcaC//mazG//cvpA//nrfA//yghG//acrF//prlF//sixA//pabC//ugpC//insH-5//ybhD//treA//gshB//ispB//elbB//mnmE//hypE//mcrA//ynbB//yjhG//frlA//wecB//rpoD//chaC//ygeW//rcnR//ompA//maa//dppF//fdoG//pldB//recG//rimO//citC//tusD//mdtP//puuP//gsiC//suhB//hisG//gltX//cdh//yobF//metN//ssuC//cheR//aqpZ//ebgR//yhjD//murC//aldB//yhdJ//ybcQ//rtcB//ycfS//yegT//mtlD//dsbA//allC//ccmC//aceK//xerC//yphF//ykfM//fabZ//mcrA//tig//exuT//nei//flgG//argB//ymgF//uspE//ygeA//nirD//mepM//phoE//pntA//cmk//murF//potE//idnT//
GO_0048523_5	ybdM//fimC//yphC//yqeA//rimM//lhr//nuoB//mglC//mdtE//rpsH//trpA//ilvM//exbD//fdnH//arnA//znuB//fliK//mdtG//elfD//yiaU//ppiC//hypA//arnE//yihV//sufS//panF//gabT//appY//acnA//murP//adhP//fpr//cdh//ulaG//allD//dppC//atpF//mrdA//casA//yafO//gatY//lnt//yhhY//ygeR//yedL//nfo//yhaJ//bglB//queF//ilvB//allS//waaA//ompW//pstB//dnaJ//ldtA//ygdG//yfaU//hcp//narV//dcp//yagI//rmf//higA//insH-6//mutH//asnB//gltS//yggD//scpB//ybjL//copA//flgE//fur//galE//sspB//gyrA//dxs//galS//thiM//malF//yhdH//pdeR//rcnB//speG//agaV//aroK//lnt//rlmI//rffG//pinE//metH//modB//glpA//yggT//tus//arfA//rpsJ//rbsB//cpxR//yhaJ//flgE//clpP//ybhF//adeD//rhaD//thiG//nanE//argF//kbaZ//dtpC//argH//trkG//purL//uacT//yacG//recT//manA//ybaT//yggD//phoA//livH//amiA//bolA//manZ//mlaF//yhdH//ykfM//afuB//tolA//ybdM//gntR//ubiJ//rsmA//murP//uvrY//ade//rutB//cas1//yjiQ//holD//yciV//kbaY//hyaD//coaA//rpnB//fhuB//ftnA//yhaO//patA//lpxM//mrdA//fabH//hisG//dinQ//ansA//malY//
GO_0048583_4	dnaN//bfr//rplA//
GO_0048585_5	trmH//
GO_0048869_3	yihT//
GO_0048870_3	hisQ//glpX//bamC//hisG//msbA//tonB//ssuE//purD//panB//waaY//sdaB//aldB//msrC//secG//nuoH//rpmH//sfmA//pncB//ssb//yraK//rpoS//nikE//ubiX//rlmH//hda//ybhP//otsA//nrfE//thiQ//tomB//sbmC//nrfD//yhdJ//cbtA//lpxM//ycfJ//
GO_0048872_5	cof//ykgA//asnB//lgoR//
GO_0048874_4	yajR//rlmG//fimB//yfdK//
GO_0048878_5	hipB//apt//yigB//phoR//phr//pspG//preT//ilvE//rsmC//sdiA//yhbQ//pspA//metF//ybhS//mtlR//fruA//agaC//priC//gshA//argO//yjfF//hypD//yjbE//fur//thrL//slmA//rnhB//hisI//gshB//acrA//fimA//gcl//cobS//livK//bipA//dsdX//nagC//ccmF//frwB//gutQ//
GO_0050427_5	livF//
GO_0050657_7	hemC//zapA//
GO_0050667_6	flgK//dcuR//argF//
GO_0050779_5	yiaM//
GO_0050789_3	narU//hcaB//nrdE//xapA//mdtI//yaiP//hupB//tmk//yehB//yihQ//norW//yfeW//ansA//trpD//fklB//atpD//dcuC//yphF//ymfA//creB//nuoE//lsrR//speA//bglJ//ybhR//hslR//mdtQ//ydbK//rluC//hxpB//thiL//yihT//ymfK//melR//rlmA//narP//rluE//galU//rsmF//yggE//ybdR//hpt//satP//bglB//zitB//carB//carB//ycaN//ypdI//ybcJ//yodD//lolB//trkA//ravA//yqaE//dsdX//aceB//mltC//mdtK//nanK//ybeQ//potI//elaA//ispB//yiaM//recE//frwC//napA//fetB//kdgK//pbpC//ytfT//gmk//rhtB//dctR//rfaF//dnaJ//setB//dgoD//eptB//gpr//xapR//yhjR//fes//putP//sufB//malZ//yhaV//hypC//sgcB//idnK//cysQ//ispB//dtpA//ridA//lsrC//cadA//mepA//abgA//cbrC//kdgK//nikR//rlmH//artI//gapC//kdsB//gcl//lolC//gmd//mutT//aceF//cysD//chbC//crp//yaiV//bssS//ttdT//pinQ//rpoD//ydjL//rsmA//cobS//guaD//ynjA//mdtJ//yefM//fdrA//pepQ//rpsT//pgsA//hofN//hcaF//yfeD//rsmI//selD//glnD//yfcQ//yraR//purA//kch//yccA//narP//trg//wzb//tolA//rcsC//ybcC//sucD//ygdG//ybaK//cobC//ycjW//ychH//ibsC//ymgF//ydeP//recB//ycjY//aer//yihR//cpoB//gyrA//erpA//rhtC//ydfD//lsrG//cas1//wecC//npr//yiiD//mdtO//tilS//mtnN//sugE//pinR//bglJ//flgI//ppk//treA//torI//rnlB//eco//secY//flgA//yphF//essD//fur//sgcE//metQ//mdtL//rpoE//umpH//lasT//tusA//apaH//clcB//abgT//ccmC//gcvP//cusR//yfcR//mngB//hprS//ssuC//alsK//paaJ//xylF//atpA//basS//gspJ//miaB//eutN//yjbE//sdaB//ltaE//rlmC//yciE//sfmF//yqjH//queA//thiL//fsr//ydiZ//fdnG//oppA//sxy//ybaK//satP//dgt//yjhI//yjfF//sfmA//gltB//acrE//phr//waaP//menA//hxpB//pyrC//fdhE//hemN//rhaM//lpxT//ygbL//acnB//lptD//eutK//ydcI//rzoR//cyoB//eptA//ghxP//endA//topAI//yrbG//mrcB//leuC//rng//tar//hfq//mlaB//rmf//zipA//zapA//ais//nrfA//frwD//aaeR//rfaD//bglA//insI1//ushA//lptE//btuD//solA//lpxP//paoC//waaQ//agaB//sad//sgrR//xdhB//ddpA//yaaU//eptC//csgE//ivy//arnA//speF//mhpC//potH//thiC//wbbK//ubiC//hscB//nusA//yejF//murA//ychF//fliL//mngB//rffT//pgaA//rfbX//yeaD//lacY//ybaM//rsmF//ibsC//cutA//gstB//iscS//clpS//fmt//hda//rfbC//mfd//tesB//mdh//yehC//murG//yacG//fdoI//sufB//pntB//lipA//rfaE//gltS//ynaI//decR//sgrR//alsA//yfjR//yjhH//pflA//dedD//yieL//hha//nepI//aslB//cstA//hcp//gcl//mdtK//rlmF//pepB//paaK//cysK//recO//cysB//purD//gatC//creC//narY//csgG//narJ//chbB//rlmE//ynaI//sgbH//ahr//hdeD//waaS//mdtD//yfdK//malG//hemG//bioB//dinQ//ydaN//eutN//phoP//yedP//yagI//dmsC//yfdK//dacC//cadB//yafQ//tonB//tauD//caiB//yiaT//sgcE//wcaJ//gltB//dut//cyoD//topB//rplM//garD//sgbH//fhuC//proV//fpr//xdhB//fabA//rzoR//sapC//dcyD//cedA//ftsE//yieF//ftsZ//hisG//yebS//prpC//lolE//narU//yeeJ//ulaD//fadL//diaA//hypB//yqeF//nhaA//lsrR//rsuA//menH//ccmC//rclR//aceA//fiu//gsiB//narJ//phoR//potA//ybcQ//hldE//rluE//ribB//kdpE//rpnC//tcyJ//dbpA//sapF//mazF//gpsA//ttdR//rpsJ//cutC//folX//dctA//corA//yjbB//nuoL//xdhB//tehB//trpB//opgE//ychO//rluC//pdxH//ompL//tatE//rluE//flgJ//yidP//aceK//bamC//hdeB//rbsB//pflA//cmoM//frc//thiC//nlpI//mscL//fbp//moeA//recD//cdaR//sfmA//hybE//fur//adiY//hemL//abpB//yiaB//frwC//rfe//yecS//ugpE//yfcP//trmD//degP//bcsA//waaY//rsmA//eptA//crfC//ybiY//ccmH//cobC//gudP//ompR//leuC//yagE//fiu//ddlA//yfjV//
GO_0050790_4	modB//secG//sdhC//speG//gltD//thiP//maoP//pgaB//cysS//yjgX//lptF//rne//gabD//acrF//lsrA//glpR//codA//phoP//puuP//yahK//pitB//yjiY//ygiN//pyrG//kdsA//pabA//yfgI//holB//mog//pfkB//blc//sthA//mscM//rfaQ//cytR//acrB//dapD//menE//sodB//dacB//mntH//lpxM//insA-2//mlaD//purB//spy//torA//lit//rutE//dctR//panZ//mntH//dmlR//livF//folM//panB//glnQ//yhiM//pyrD//sodB//narK//stpA//ygeW//
GO_0050793_4	yaaA//pdxK//mrdB//crp//amiC//fryC//mug//dapB//surE//iraD//yagF//mdtO//ybcJ//pck//ibsA//rimK//
GO_0050794_4	murR//aceK//idnD//bglF//mltF//ynhG//djlC//hxpA//pheM//pheM//chbG//thrS//uvrB//yraR//barA//intE//menI//cysA//yebG//osmF//phnC//waaQ//symE//pheP//dgcQ//mhpC//yhjR//zntA//higB//dapB//agaA//rssB//fabB//narH//elfA//yagF//nadD//ftsZ//glyS//ybhD//guaC//purN//pck//chbB//atpB//murC//yehP//recR//gatB//ynfK//uhpC//waaG//dmsC//btuR//prlC//bamD//gapC//ygaZ//mukB//yobF//hisD//wecC//dnaA//lgoR//rhaR//ccmH//hokE//bcp//thiL//qseC//gph//rpsG//insI3//phoP//pflB//hofQ//waaG//gcvH//ghxP//rffH//ybiJ//yehP//treA//yggW//kdpB//trmJ//hpt//yebQ//rplL//yaaJ//csdE//glgB//glnE//psd//yqhC//yjjI//tatA//pgaB//thrL//mdtG//yecS//pheA//pncB//sbmC//priC//ptsH//yqeF//allS//bcr//gntR//fabZ//ompR//rbsC//emrD//nikA//ldrB//gmk//recC//efeO//zapB//ybbY//chaA//lysC//ybaK//yihU//waaZ//leuA//pabB//tktA//uxaA//mngA//yqiG//fdoH//rpsP//yfdR//rho//rfbD//tdcE//yadK//srlA//rluB//cspE//mscL//yigL//cbrC//hemG//tldD//glnH//glpF//trpD//garP//mscS//ftsH//eutB//nuoB//csrA//rpsA//puuE//feoA//hprS//wecE//trg//ygbL//glgX//elyC//yghU//dinG//ftsB//topB//radD//nmpC//apt//abgB//argI//murG//cheW//treA//baeS//eptC//gudP//lsrD//yjhG//artJ//fadH//moeB//zur//rnb//wza//sseA//gadX//rayT//osmY//rpoE//nudC//tktB//yhgH//yigB//bcsA//manX//btuC//lexA//wzb//dgt//htrE//secF//putA//napC//proX//ldtE//appY//degS//trmB//msbA//mutY//entD//nrfC//pspC//arsB//ybeY//mrr//rfe//frvR//clsA//yhjB//csgE//tdcC//exbD//rsmC//oppB//yiaB//hdhA//priA//treA//ybdH//purL//preT//ddpA//flgH//narU//yaaA//ghrB//prmA//decR//dut//glxR//baeS//nanS//yfiF//yadN//ydeT//chbB//arfA//yjaA//yegT//cnu//sbmC//hscB//ushA//relE//fdrA//afuB//relA//casC//yedF//nadA//hisC//dtpA//pdxB//rluD//ispG//crp//clsB//glxR//ugpA//hmp//thiI//uvrA//waaJ//torD//tsgA//rplL//lsrG//flgF//yiaJ//yhbQ//ppx//thiG//yneE//aroL//ybhS//recX//phoB//fhuB//yhgH//mdtE//abgT//lsrK//paaZ//dhaK//bioA//recT//ytfT//pepA//fcl//lhr//cydB//pyrB//pgm//fucO//nanA//focB//leuE//katE//gppA//wzzB//lldD//ybhD//cysM//norW//gltL//yieK//dam//yfcV//ruvB//moaA//glnE//pstB//lpxB//ybjI//rhlB//acrB//aspS//yhgF//waaF//rbbA//yejF//tatE//waaA//pstS//pgm//rplB//puuA//barA//waaC//ridA//nrfE//lolB//blr//psuT//yeaD//yjhG//rsmD//kdsC//aroH//ybdG//dsbG//wzyE//yqiG//gabD//lldR//fabR//selU//tsaD//glcE//purC//csgG//fadR//evgA//prlF//yehW//rpsP//yhbQ//fetB//mltD//leuO//abgT//acrD//rdgC//cdaR//manZ//plsB//rutD//guaB//prlF//hdfR//sstT//mdtG//dut//sfmH//yhaV//cdaR//proW//glrK//speD//fadR//sapD//lamB//araG//nrfF//solA//hipA//hybA//gloA//argK//wecE//blr//rihA//katE//cysQ//hdfR//ydeO//tyrB//ydjH//nagK//prfA//parC//moaB//rhaM//appC//rlmE//ydbK//cysH//atpE//nfo//rarA//cheY//puuP//ihfA//hslR//pflA//mscS//vsr//narK//dppF//mreD//rplD//ygaH//alaC//fucA//mdaB//ydgA//queF//ybbW//gpr//kduD//leuS//slt//clpX//argS//tomB//ubiH//yjjV//ltaE//acrD//ugpA//ugpA//ilvI//mgsA//bglX//nrfE//lepB//ilvB//hscA//rcdA//ung//
GO_0050801_6	hsrA//hdeA//frmB//ynhG//lepB//galR//paoC//atoB//pphB//yegD//potI//yjfF//carB//ascB//yagI//dtpA//uxaC//csgA//bioD1//ybcF//dcuA//nusA//polB//icd//yfbS//nikE//pagP//rapA//glsA//lgoD//hokB//mdtO//yfeW//narW//sapC//rhaD//
GO_0050821_5	mqsR//clpA//ompL//trpR//ribC//
GO_0050918_5	murD//lsrR//nanA//hicA//
GO_0050919_5	bcp//
GO_0051027_8	ydeT//ydeM//
GO_0051049_5	casB//thiC//xdhB//fadJ//bcp//yaaU//yihL//slyD//ligB//purC//rlmD//fruB//
GO_0051050_5	lolE//rdgB//prpR//
GO_0051051_5	yabI//hybF//fimG//
GO_0051052_6	entE//rseP//mcbA//gcd//mlaF//glnP//mazF//hybE//phoE//rfbB//codA//fliG//gshA//hrsA//
GO_0051053_7	kch//mprA//mdtN//mhpB//ykfI//hcaT//
GO_0051054_7	hicA//pgaB//
GO_0051055_7	fimH//
GO_0051083_5	ldtE//
GO_0051084_5	mnmG//tehB//tehA//ykfI//fdhF//yhjR//ynjD//
GO_0051085_5	thiC//tauB//insI-1//ldtC//tnaB//ptsP//fimC//
GO_0051090_4	casA//gutQ//ydiO//gltS//ygbL//ydfH//arnA//yojI//
GO_0051091_5	cueO//cbeA//
GO_0051098_4	kch//lysC//
GO_0051100_5	gyrB//hcaD//
GO_0051101_5	mioC//
GO_0051103_7	degS//ssuB//
GO_0051128_5	clcB//ilvI//argT//dctA//rplJ//btuB//yhiM//tufB//lgoR//mntH//gpmM//rsmD//mrcA//yccS//fbp//nrfD//ybeF//thiH//rlmF//ybcM//gpmA//frlC//cyoB//abgT//yggE//yhjA//tyrR//emrD//wcaJ//dinD//ydcM//tsf//grxD//ung//yebS//ypjD//dgcF//smpB//nrdG//dppB//hofQ//agaV//rplT//dmlR//exbD//cycA//ycbV//uspB//ygeW//yjaZ//livF//yfcA//yhjX//cas3//ynaE//garK//fabH//srmB//rpnA//prfC//treA//tyrA//ldcA//hslR//hicB//hldE//ilvH//hyfA//ibsE//ybdR//znuC//ribE//kdpB//guaB//nac//groL//serB//
GO_0051129_6	gatZ//yfcQ//cysS//hypB//pepD//rutD//era//yhaJ//dcm//melR//intS//fruA//rep//dxr//mnmC//nemR//
GO_0051130_6	ydhK//entE//rluB//ispB//panB//yojI//dusC//proV//abgT//ghoS//tatD//fhuD//rluD//adiY//fiu//gatA//
GO_0051131_7	yedA//focB//
GO_0051143_8	yhbO//
GO_0051156_5	cysZ//nikA//gntU//rpsQ//ibsC//yhfS//
GO_0051167_5	ydeM//recC//hypA//
GO_0051171_5	patZ//barA//pphA//speG//thrC//metK//ompL//ppiC//hisF//malK//tdcA//adhP//gadB//rplC//yhjX//dppB//truC//ilvI//yicJ//ubiH//hemD//ppsR//caiE//thiI//yqiJ//sgcA//nikA//hisQ//nlpD//dld//polA//yihL//rbn//ribD//yihU//envR//folE//marR//surA//uvrD//clsA//lptA//insI1//xapB//mrcA//nrfE//ftsZ//glmU//ybhA//dsdX//entS//yhbQ//menE//yehZ//sufD//miaB//pgm//pntB//nanA//glpK//pgaC//ubiA//ugpE//metC//alsC//nuoI//thiG//sdaB//yedX//wzzE//ftnA//ldtA//frlA//ldtE//ydiP//tyrR//rhaD//waaB//cecR//eutA//citE//glxK//dtpD//glrK//ygiS//leuC//nagK//uspC//waaU//deoC//rrrQ//metN//psuT//holD//acrF//cutC//gluQ//tktA//waaA//ribF//fepD//yafS//ybgQ//rplQ//yehP//dgoR//lpp//frmA//pitA//rpsI//dpiB//xapR//mhpT//sapC//mdtI//yfcU//tolB//kbaY//xylF//feoC//rbsR//yfeO//secG//argB//ccmD//plsC//ybjG//adeQ//pgaC//rtcB//fetA//manA//lpd//ogt//elfC//ftsK//yfiC//btuF//ygfA//mraZ//rplT//coaE//yeiL//acnB//gntT//rpsA//glsA2//lplA//dhaR//kefF//hrsA//yjcS//cas1//ubiB//pspC//kbaZ//ychH//rhoL//ydbD//ygcO//lacY//yojI//yijO//modC//fumB//wzzE//nudF//entB//umpH//cspB//satP//uraA//trmH//arnE//mntR//csrA//cysA//recX//gntR//clcA//menI//envZ//mutS//nrdE//yobF//hipA//emrD//leuB//rfbX//avtA//ilvA//galR//tesB//cyoE//rplR//acs//treF//lplA//carA//ompC//fabH//lgoT//baeR//ychH//fnr//gapA//asnS//fabH//pdeD//psuT//dapA//xylB//ygcR//glmU//puuB//ptsN//yegV//fabZ//pcm//lexA//xisR//yiaB//hisQ//rplT//ydcO//dnaQ//hybF//rnb//dacA//yidZ//nanK//fucP//rlmN//patZ//glnP//arcB//nuoG//aes//csgG//narU//ihfA//gatY//pyrB//rnb//pabB//rhmD//ybjL//setB//yghB//ygaH//gmd//ybeY//dppD//kdsA//alkB//pepB//ftsA//mog//elaB//sutR//uhpC//ytfE//hrsA//recN//cmtA//codB//frsA//gutQ//metB//dnaT//ilvE//csrD//nanR//trpL//gldA//scpB//narQ//ygbM//thrL//gsiC//xerD//sgbH//yaaA//holA//alaS//tabA//fruA//ldtC//dcuA//yjjW//nrfF//ilvN//cas2//yccX//decR//dnaT//crp//sufE//pheS//basS//ulaG//mtlR//rhaA//malG//aroA//tauC//ppiD//sbp//uspB//rbsC//lasT//fruA//yagG//yihS//baeS//lldD//ttdR//recE//ompG//hdfR//ampD//ubiG//pstS//tldD//dinJ//umuC//tdcB//tktA//cdd//lasT//fimZ//nanT//pgpB//ybcL//cysA//hisQ//trkH//
GO_0051172_6	fixA//fimA//metH//sapC//hyaA//rfaD//waaS//alsA//groL//ghoS//cheZ//raiA//agaW//ydjM//gutQ//galK//glcC//oppA//ydbD//aidB//truA//ycjR//yaaU//cirA//ralR//rhmR//rpsI//evgS//patA//yceK//puuB//rcsD//ydiP//decR//otsA//fdoH//sstT//clpP//lplT//yggW//sbmA//aceB//cnu//ccmE//sulA//yehZ//xerD//cynT//arfA//gudD//murA//adeP//fklB//secM//mtlD//gshA//mcrA//ppc//mutL//ygbM//cobU//dbpA//xylA//murA//nemR//dbpA//rlmE//setA//yagF//gsiA//glcC//umuD//kduD//adeP//srkA//selD//gldA//tdcB//thrS//aroH//cpoB//rimP//rpsH//rlmH//ebgA//yeiG//ygeR//hpf//glnB//yqaA//narU//lpxM//ubiI//holA//dcyD//argG//flgE//yehX//kdpE//rsmJ//rclA//bioP//rpsH//pspA//tabA//ptrA//btuD//proP//napD//prpB//aldA//parE//rimO//artQ//mdh//dgoT//proP//glnP//norW//prmA//ulaA//polA//rtcR//yibH//ybdO//tsx//carB//dusB//torR//nupX//paaH//yfiC//
