#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deoR//lgt//sgbE//nikR//
GO_0071468_6	rfaF//ggt//cusB//cysD//garD//ybaO//yehU//ybdM//phoB//hha//
GO_0071470_5	arfB//malX//rssB//modA//lolE//ribD//sodC//decR//ydjL//cysZ//
GO_0071474_6	nimR//hipB//ygeV//cra//
GO_0071478_5	rhaT//potH//lptE//
GO_0071482_6	ycgB//tdh//pstB//
GO_0071483_7	gntU//
GO_0071495_4	mukB//psuG//cysE//
GO_0071496_4	tamA//hypC//glcA//rcsD//ibsD//yqgF//glrR//xylR//rihB//pepQ//oppD//glgB//ybjL//ispU//yghU//accB//flgE//panD//cysQ//araE//yjhC//bamC//zinT//yeaE//yiaL//srkA//rhlE//leuB//yadG//atpF//gph//cysA//dusC//rfaF//pdhR//cmoM//hupA//trg//pinR//dppF//yegV//pphA//ykfI//paaA//fbp//ghoS//ydcT//citC//ydiR//thiI//tilS//cobU//yggW//
GO_0071500_5	paaE//
GO_0071502_5	elaB//
GO_0071545_6	yjiX//rplT//
GO_0071554_3	ogt//fepG//hisB//cysC//yajL//aspC//cydC//skp//gadE//yeaE//yfaE//potI//iscR//ompT//ulaE//rpmH//pgsA//gmk//yhaC//qseC//yejE//lplA//sodC//
GO_0071555_4	yqeA//speA//dinI//adiA//ghxP//rhaA//wrbA//ygiN//yggW//btuB//yacG//ygcO//yajR//
GO_0071577_9	ldtE//nagE//ompN//gstB//tar//fecC//murI//
GO_0071616_6	dhaK//bioH//
GO_0071702_5	zitB//lapB//yihR//casC//uidR//yraJ//ahpC//ycbV//uhpC//eptA//feaR//mcbA//yfbR//yeaV//wza//cdsA//fepB//elfG//cvrA//tabA//pnp//rhmD//dppA//thiG//ampE//hyaC//mlaB//metE//sdaB//phnM//bcsA//tolC//ychF//purF//viaA//ybaM//ycjU//prmA//rho//ybiH//yahI//yiaA//actP//ynbD//rsmJ//yieL//queF//ycgR//yihW//yeeL//mipA//ybiO//mlaC//guaC//rnhB//add//livM//ybhF//nupG//nagK//yejB//qseC//uxaC//fabR//cysG//yodD//ghrB//pflA//yhdX//opgG//fepE//cysB//yjjU//mipA//galF//putA//adeP//rcnA//yfdC//betB//lpcA//zwf//arnA//rhaA//uvrD//ybcJ//upp//rluC//casD//manY//recX//idi//yebG//rlmH//ypdA//def//rdgC//ftsP//rimL//murA//pgrR//gcvP//ybhP//oppD//yfcS//mliC//yaiV//yieF//hyaC//paaB//msrQ//phnJ//rhtC//atoB//ykgF//yehD//moaA//infC//dtpD//frdA//araC//lpoA//cutC//lpxH//nudF//araH//yqiG//cyaA//yebK//cpsG//dppF//artQ//basS//hldE//ydiK//hybC//kduI//yqiG//ivbL//iscS//thrC//nlpA//waaP//mepH//zinT//trpR//gntK//yahO//prpR//bamA//infB//ribC//ybjC//dctA//elaD//ushA//artQ//tdcC//fliK//hscC//pykA//gspI//lamB//yjaZ//yqjH//purF//narG//insA-1//lyxK//yigB//hchA//ibsD//rpsK//cysC//speG//yegV//mdtO//glgA//adhE//tolA//ralR//dgcN//yaiV//arcA//dmsC//aceF//mocA//bglX//fmt//ppiC//lpoB//pdxJ//ldhA//ulaE//rhlB//nrdD//ftsX//sseA//hemE//ddlA//mdtE//vsr//asr//recE//cpxP//pheS//yodD//sseA//yafN//sfmH//yfcQ//recD//gntR//sufE//treC//aroC//nagB//ulaA//ydiP//mdtC//ubiF//yqeG//mhpR//araG//phnK//mscK//dgkA//tdcG//livH//rfaC//guaD//paaF//xylG//yhjG//ybaK//cspG//yeaD//ybcL//ompN//tatB//parE//ydeM//napD//yhcD//nrfE//ariR//yfdG//yfiR//ccmF//tpiA//cyoD//ppk//recO//ycfJ//menE//hcaB//hemG//mipA//tusB//panB//kch//pheP//mnmG//pepT//ybeQ//nuoB//aroP//ftsB//entB//insH-6//bdcR//ada//mngA//dhaM//ygiN//cyaY//gpp//hofP//tolA//rffC//uvrC//fic//rpoA//endA//rnpA//kefC//rimM//crp//ftsE//yoaA//phnI//dcuS//yiaU//cueR//afuB//fdoI//msrC//ushA//trpD//glpX//dps//dgcT//lplT//nanA//dnaJ//glgX//dnaE//slyD//ybiO//hemE//yjjQ//psd//crcB//rsmF//rutE//dapD//lasT//mdtD//elaD//cycA//cysH//tehB//rdgC//ldtC//smpB//dgcJ//epd//cysQ//hyi//ubiB//iscX//hscB//glvC//ldcA//rhaA//ubiC//priA//rhsD//shoB//modB//entF//ushA//cvrA//tig//oppD//hprS//yqgF//lsrK//yddM//ttdT//ubiI//cobS//ydbK//fucK//dinQ//recC//nikD//glpK//rffH//cra//hyaB//ada//pheP//rnt//mepS//rluA//yiaA//dnaA//rsmA//yahD//fecA//cbl//rzoD//dkgA//bioA//fur//wrbA//dacB//trmH//abgA//gshA//thyA//yehA//lysO//nirD//nfi//fhuB//minD//ispA//ydhQ//
GO_0071704_3	yajO//dppA//fadM//rmf//ascB//tcyJ//dapD//oxyR//narH//astC//yadV//dnaT//bdm//yghB//cspG//hsdM//yafS//phnM//cobB//livG//mcrA//ccmH//tsgA//lit//ptsN//yfcQ//opgG//nuoL//ubiF//yphD//flgD//yibH//ybjN//emrE//rssA//ybeF//yejB//nagK//erfK//rsmB//napB//glsA2//yhbS//pppA//bcsQ//cbl//mcbA//asnC//fre//dacC//ydeM//nrfE//dnaE//lldR//cusF//yeeA//borD//msrB//rfaD//prpR//tsaE//dpiA//kch//guaA//sgcC//sfmC//ulaF//dcyD//waaP//holD//serB//ynjD//ddpA//fruK//yraR//ybgI//fdhF//artI//galP//mscL//mntP//rlmB//priC//rplT//bsmA//lpxC//fbp//wza//rplR//pntB//nikB//thrB//fecC//rutG//ygaZ//casB//lptB//gudX//hslV//paaH//ppiA//prmB//yehP//glvB//phnM//waaF//uxaC//spy//pbpC//dosP//hisB//ogrK//sapF//tufB//fimA//ygiW//purU//yebK//hisP//ldrA//pgpC//dcuR//ccmE//soxR//puuC//pdeK//appB//kch//yohC//bioP//xerC//hisG//sdaB//acpS//cutC//msbA//hicB//ldrA//argI//codB//yebG//mhpR//ydjH//trmJ//wbbK//yfdR//trkG//gudP//recJ//mtfA//asmA//greA//ybcJ//fiu//chaC//djlC//agaW//crr//ydjL//acrA//cas2//fliG//yhdW//elaD//betA//sanA//bipA//wzyE//phnL//gudX//degP//yqiJ//tsr//mraZ//glcF//araA//trpR//secD//pliG//sapD//sodC//yidA//znuA//cytR//menD//secA//rlmG//allC//dmsA//ykgA//ccmH//dcuB//potB//rffM//fixB//narJ//manY//metI//basS//fecC//aceK//ileS//pspG//pspF//metB//gapA//ftsP//pdeF//ybhF//hisA//thiP//hslR//putA//pgaB//yrbG//dacD//ymfA//pgm//gntR//hisA//dnaT//yafN//poxB//decR//polA//mdtO//flgG//tgt//ilvA//ispU//hdhA//torY//rpsD//glcF//pyrG//rpsK//ybcM//crr//moaE//gatD//thiM//nuoG//thrA//yceD//lptG//ybcJ//mhpA//bsmA//glnE//ibsA//fadM//yegV//yqhD//fdnI//adeD//dcp//torR//yqjH//rnlB//phnN//sdaC//alkB//fimA//hemA//nupC//ccmD//nanA//hyaB//yhjA//artQ//opgC//hybA//soxS//aldB//flgB//nrdD//yihI//icd//rpsQ//allS//recR//treA//kdsC//mlaD//dicC//tehA//yegV//ybcJ//ugpB//surA//pykA//proQ//dcuC//ldrD//blr//scpB//rhtB//potC//rpoS//ymfK//yegD//yhbX//rhaR//ybiS//lysU//mdtG//rfe//flgI//ygbM//eamA//flgA//prlF//pdxK//mqsR//yiaF//blc//yibA//zraR//glcA//lhr//pepA//ompC//gatY//cytR//xylE//norW//tag//holA//ftnA//tldD//creB//cusR//frlA//rlmE//cycA//uspE//nrfE//rsmG//mukB//yrbG//ugpA//rpsB//kdpE//corA//waaG//deaD//yqjA//caiT//yraR//yjjB//dcuC//ispF//fnr//tamA//kdsD//hokB//yhbO//metN//gltS//hchA//bdcR//puuD//ydaC//tusC//araF//glcB//soxS//lptG//fic//rodZ//csgG//yibA//yeeA//lplT//thiC//pmbA//hldE//paoC//ydcM//kch//dinG//cpxP//ispG//ratA//bfr//feaB//cpsB//ftsY//shiA//minC//yfaL//rffM//yiaM//arsB//csdA//astC//bhsA//gcvR//deoR//ulaG//yegT//yhcN//acrD//aldA//fliG//gnd//ptsG//comR//dsbC//nadB//dacB//narL//mdtK//xylA//fryC//hisC//yafE//dsbA//fucA//wza//sucA//alaC//trg//yegS//yqhC//trkA//appY//narU//sfsB//ypdI//tdcC//gcvP//alaA//aer//gadE//fdoI//chbB//intZ//srlB//vsr//yihP//arnE//sodB//srkA//ratA//nagK//rnr//appC//bluR//manX//gntU//xylB//yafS//pphA//recJ//holB//rayT//gutQ//rsmG//nadC//caiE//acpS//glcE//queF//lamB//mocA//yqaB//yhjC//rpe//marR//mutS//yjjX//yfeW//lpxH//ykgA//ymgC//cmoB//atpH//exuT//prmB//tolQ//ade//garK//rutE//mak//nanA//cdd//puuD//pgaB//upp//rlmF//leuB//moaC//kbp//yhfK//speA//trg//phnG//pncB//ptsH//tsaB//rcsC//yibH//ribA//truA//hisM//yjbH//sdhA//aidB//rbn//paaC//yccX//yjjQ//rutB//rfe//hsdM//gatD//leuO//sbcD//hyi//gcvP//slyA//cstA//yafO//phnN//yqjA//hofP//cysI//ccmG//bglJ//lolA//ydcI//yciE//ynhF//pppA//ygjK//exbB//cnu//agaD//yehB//ulaR//ygfX//prpR//mepM//hprR//dcuD//rpoA//ulaR//pmbA//rstB//trpL//rpoS//msrA//ccmF//glgC//dmsC//bamB//ydiF//secB//atpH//rsmB//dmlA//sdaA//yjeI//ampH//panZ//ynbD//tamB//deoC//nikD//yebS//prpD//rpsI//hslU//phnI//rcdA//aqpZ//cra//evgA//ygeX//rpsG//udp//yedA//yfdS//orn//gabT//artI//rsuA//glnH//matP//dmsA//nrdR//yejE//ybaT//betA//ybdN//btuB//malI//tusD//speC//smrA//ytfQ//trpB//ulaC//ygeX//fecA//cspC//ppiD//ftsW//pabC//rplK//casA//fliS//selD//ybfA//infC//yhgH//moaC//ispA//kdpE//thiG//glsA2//mrcA//tktB//rluF//ybeY//iscR//ytfE//xisE//rnlA//pntA//dctR//fes//rspB//umuD//mdtB//xdhB//ydeT//frwD//setA//cmoB//ecpR//cbl//yieK//yejF//malX//psd//dadA//zinT//yedP//argO//atpD//mlaB//yiaM//puuP//ygeA//pntA//rfaQ//hyfC//thiH//yebK//suhB//lexA//pdeL//melB//lptF//rplN//fabH//der//glsA//yrfG//aroA//srlR//soxS//maeA//nlpD//topA//lptB//torI//hdeB//rffH//ftsN//curA//yhhZ//sufB//intF//eutD//tktB//gatZ//katE//ispA//nlpI//secY//rffC//fdrA//yrdA//rpsL//rplP//kduD//zapB//yeeA//mnmA//lsrB//rnb//degS//coaD//pdxJ//gltP//yjaZ//cbl//yhgF//ydjM//intF//dacC//rrrD//insI-1//iap//betB//hypT//csgB//agaS//yfeW//ftsK//yaaU//gpmM//nrdF//pdeD//folC//yjbB//priC//malS//queE//yhbX//ydbD//bamB//tufA//opgE//zntA//gutM//hisD//ygjH//pspG//ygeA//ybaL//nikE//gutQ//fabR//ptrA//yeiL//ygiN//fimB//frr//yfaL//pykF//nuoN//artP//yggD//arfB//sad//arsC//yfcS//ydcM//ghrB//nfuA//recR//psuG//carA//ydiB//leuS//ibaG//afuC//exbB//patZ//dtpB//ispH//yedP//gnsB//ybiI//mdtI//ndh//fepE//gph//dauA//yadC//mhpR//cyoE//elbB//ascF//ftsY//dhaR//argP//tdcE//lasT//dgcF//setC//yieL//bdcR//gcd//lysA//pheA//rffH//mlaE//patA//tap//flgD//bcsQ//ybjC//ghoT//puuR//nrfE//suhB//dcuS//kdsA//ilvB//prc//tsgA//aas//ddlB//lepB//tisB//ykgO//dpiB//ampG//uacT//nanK//rng//ybiS//oppD//csgB//prfC//menC//cusF//thrS//citG//insI1//gspI//nadE//dsbG//sucC//recN//nrdG//ssuC//emrB//trkH//ytfP//cnu//hdhA//tcyJ//dosP//hisF//malZ//ymjB//galE//puuP//ybaE//lpxH//ndh//yfiE//hslJ//edd//aroP//mutT//rlmL//recB//rseC//ispH//cas3//pyrE//nfo//mutT//cdsA//ygiS//glpD//ung//pdeK//recF//opgH//tufB//allB//folM//dnaB//tomB//fecD//hpt//thiD//cobU//aceK//nikD//cpsB//proA//rutG//kduI//glyS//ssuE//nth//argF//yhhY//ndk//sfmF//hfq//ftsA//trmJ//cmoB//yedF//clpP//rutD//yjbG//sbmA//fryA//htpG//nusG//allD//rihA//chpB//rfaC//glgX//ycbB//argD//yjhB//dgoA//yfeO//speC//pdhR//rimJ//hisC//gcvH//ydaV//osmC//rutC//yihR//ybhI//yhgH//aroP//dcuD//ydeE//cueO//cysK//hypA//atpC//lspA//mprA//dtpC//fadK//entF//cobT//rseB//artJ//rlmJ//gcvA//menA//yjjI//tyrS//ibsA//holB//iraD//ribE//acpH//kdsD//gsiB//kdpE//hokB//flgK//lsrK//argK//dapA//tonB//dsdX//lldD//ychO//nikB//yfaX//puuC//leuO//ompA//dsdC//emrB//borD//degP//bisC//rbsR//rbfA//ycfJ//lexA//yghU//ybiI//acnB//fucO//sxy//rimI//edd//oppB//bcr//rtcB//rhlE//uvrB//tsaD//rpsH//gadW//tatE//ydcP//comR//msbA//yhhY//yjiQ//argK//cheZ//rhoL//acpS//setB//ydcP//yqeG//mtlR//rihC//tolA//ftnA//lacY//wecB//ubiJ//aroC//paaA//yggX//carA//focA//alsE//mhpA//waaA//speE//ytfR//yahD//rpsA//tqsA//ybfE//gatY//galP//gltP//yidH//hyaD//nusG//epmA//flgI//pspF//hemF//phnH//cysB//rsmA//dsbB//maoP//fabH//pgl//ubiE//fadB//yohD//aspS//panB//fepA//sugE//rlmD//gsiA//prlC//argI//gmhB//sfmF//yfbU//nrdI//gadW//bglA//ghoS//obgE//ydgA//zapD//mreD//elfC//frdC//dgcM//rhaS//yidE//sgbE//frlC//aroB//ybiW//rutD//yghW//yahI//yidQ//actP//mdtB//rcnB//fetB//hemE//modB//ridA//uhpA//ndk//yhaC//yfbU//solA//eutN//yagU//proP//vsr//opgB//arsC//nfi//lpxH//narJ//ndk//ygfZ//nrdI//rnc//menI//uxuR//cyoA//waaU//nac//waaB//ssb//gloA//mdtP//ynaI//maeA//cheB//ppiA//yafS//xylR//ispA//ompR//pepQ//yijE//hofC//ruvA//ydhK//fliK//yhaC//mdtP//fdnI//rbbA//insI1//wzzE//mrcB//kgtP//agaD//ybiX//yjiQ//tnaC//crl//lsrD//cydA//rpiA//sbmC//fadI//artI//cysW//cydC//rfbC//agaA//nanR//yieF//atoC//rnt//menC//secE//rpsJ//speB//kbaY//rpmE//pgpA//sgbE//yaaJ//agp//fimH//tufA//yjiM//ydaN//surA//phnP//aceA//dcuS//yeaE//hisB//srlA//ycjY//yhdZ//pgaB//yifB//ispG//murF//ybcJ//yrdA//fumB//sohB//uvrA//mug//glpK//ais//fucP//nanS//pgpA//pdeH//uvrB//yjjX//eamB//cysA//crfC//cho//holB//sodC//bfr//appB//yhbY//mazF//ddlB//rsmD//ldrA//feoA//clpP//elyC//argS//mscS//crfC//treF//yiaU//ecpR//ycfJ//nimT//ulaE//yhjA//trpE//ybaK//ycbB//sppA//pgaB//mscK//prfA//queD//metL//fadK//ydeE//glpC//lacY//asnB//glmM//opgC//srlR//hscA//lpxT//hxpB//yhbX//manZ//rpsK//yccX//pgaC//pitA//lolE//ubiJ//murQ//fhuC//lysP//malG//uxaB//rplD//lolE//hcaF//tyrS//kdgR//ybcL//wrbA//rbsB//csrD//hofM//gadC//gadC//malX//accA//nikR//nupC//sugE//mscS//pabB//rpiB//mmuP//ygiS//ynbD//lysP//rcnR//mnmA//nrfB//ybhR//mngA//hda//nadK//sspA//arsC//fkpB//leuS//yobF//waaJ//yehC//sulA//ytfP//pgi//moaC//yihW//tehA//xapB//sspA//fabZ//cynT//dedD//rpsH//uxuA//ispA//frvA//ushA//sdhC//ykgA//dmsA//parC//norV//yhfS//nikR//mntS//ypdI//rpsH//adiC//secD//glnH//secG//gor//tdcA//serA//lamB//talB//yciK//evgS//glnH//nadA//lsrB//dsdX//yejF//agaW//fadE//opgC//curA//nrdI//gadE//rimK//fiu//pck//yibH//fimC//dgcQ//ygjH//ndh//ybaE//fhlA//yebK//fadE//uhpT//ygeV//crp//ygcO//galR//insI1//recD//rnc//hsdR//uxuR//xylG//yebC//dgoD//mtlD//selB//ykgM//yjcE//relA//ahr//rnhA//phnI//gfcE//sodA//argH//ygfZ//feaR//yihX//hinT//arnF//hscB//fklB//hslR//waaZ//dsdC//aroA//yiaL//yeiL//moaE//mqsA//patZ//ydiB//serC//sgbU//rspB//serA//arcA//hypB//waaP//menH//amiC//fau//paoC//codA//upp//cysC//ompG//rarA//sdaB//pheP//ydiV//ybiT//coaA//treC//hdeB//lgoR//setC//ygbN//bioF//rcnB//uidA//tolB//arnD//yphD//ykfI//aidB//otsA//dgoT//pldB//cdh//nudB//yjjG//thiQ//ispG//cpsG//yhgF//gloC//dxs//flgK//torI//rrrD//pheM//phnG//rhtC//rfbB//flgB//nrdR//mtr//nudC//nagC//yahB//ada//rpmC//nfuA//yojI//csiD//lolA//lspA//pspG//yfjR//tusB//nmpC//gor//xisE//deoR//minC//tyrS//waaF//cyoC//tusE//rrrQ//cyoE//ydhC//nirB//pgi//paaZ//metG//mreD//yagU//sstT//dnaQ//chpB//aroF//dxr//yhaO//hrsA//rusA//uhpT//yahD//sfmD//deoA//ydhQ//bdm//ygiV//yefM//pdeD//hypF//radD//smpB//tdcA//cynS//rutE//lpxH//yhjG//cobT//yqeG//norR//msrP//nanR//pstC//cpxR//ytfP//yadK//ogrK//gcvT//crcB//mtlD//mntH//paaE//zapD//clsB//dinI//ypdA//ychH//tmcA//ybbY//nupG//gpmM//pck//rusA//holC//ybcM//argC//pta//yhjA//nhaA//argA//uhpA//yggP//dgoD//ftsN//phoQ//yehW//topA//sufE//rimO//pheT//hyaA//ptsN//entS//hyaA//yfcS//glnL//yhfS//yabI//ymjB//ybcQ//ygiN//evgA//pdxJ//rfaE//agp//livF//ypdA//lasT//purN//folC//pspA//rhtC//ratA//iap//ycbV//purU//yfaX//ybiS//uspF//rlmD//relA//mdlA//kup//ulaF//nrdH//cmoA//pta//yhiM//folM//cysB//yfdG//creB//hisG//cutA//kduI//ftsB//xseA//ydfD//sdhE//frvR//cheW//pstS//maeA//pabB//pagP//glcB//mdoD//elaA//rseB//yfdC//lrp//lacZ//frmB//ymjB//ompT//mdtM//orn//yhdH//cyoD//psuT//
GO_0071705_5	ybiS//ynhG//npr//fhuF//agaV//uspF//mhpC//yagG//ampD//yqiJ//rarD//cynX//bisC//tus//osmC//mocA//elaA//rplC//yceK//tauD//cheA//yidZ//yggT//ychH//yfhH//ftsX//malG//yeaE//lsrK//surA//trmI//ribB//lexA//nfi//astB//rsfS//zapE//lrhA//zapE//yedL//insK//rfbC//arcB//thiI//atoB//rlmM//fliM//yebS//mltG//yghG//ydfH//ychH//viaA//xylA//dctR//yeiL//rhtC//pabB//rpsK//dpiB//kbaY//fecD//yieF//yedL//atpE//ynjD//asnS//ydiR//trg//aaeB//insB-2//rbbA//pta//cadC//pheA//ftsN//ftsK//thiE//ygiB//argE//mraY//mngA//secE//carB//ychF//nuoH//nfo//phnC//yodD//idnK//ligA//ycjP//era//mepA//narI//nrfE//amyA//ptrA//cspG//csgB//ilvC//hdeA//efp//afuC//ltaE//adhP//betA//citX//zwf//rpsP//malZ//livG//kup//nrdF//pyrL//degP//rhoL//iraP//glpT//sanA//ubiD//livH//kbaZ//yqjI//waaB//yceK//phoP//mprA//fimF//ybgP//pckA//acrA//seqA//rimL//cysW//rpnB//rsmF//glcC//rhaR//dacA//patA//nemR//nusA//hcaB//dcuR//yigL//tatC//paaH//mscS//mhpT//abpA//yneE//ffh//csiR//ruvC//cysI//pgrR//ispB//folM//nlpE//slmA//ubiB//ybjN//trmB//yjiR//acrZ//atpC//feaR//murA//hemH//dacA//dgoD//bglF//fecA//gloB//pgaA//acrB//flhC//hxpA//lgt//iap//yadN//yedF//fryC//rhmR//yedL//artM//rlmM//maeA//elbB//rbsD//degP//dfp//wecC//pyrH//yhhY//rfaB//glnE//trpB//lpxM//ymfK//pinE//oppC//hprR//phoQ//torS//bssR//hybO//serA//rppH//atoC//uidA//pliG//radA//artJ//pgaC//fabB//deoD//aroK//malZ//gmhB//paaZ//araC//ftsH//ydjJ//narL//alaE//mrdB//bglB//rffT//feaR//rutA//acrD//zipA//dsbC//ybjD//
GO_0071709_5	syd//yhdX//agaB//manX//prfC//speD//chbA//sseA//scpC//lpxT//
GO_0071731_5	idnD//acpS//pabB//
GO_0071732_6	ybiT//
GO_0071769_5	osmF//
GO_0071804_3	ycbX//frlR//amiB//dcuS//lsrR//pta//sdaC//ldrA//aldB//speD//hemG//yjbG//hslV//vsr//cutA//
GO_0071805_4	pheS//gapA//ade//gatB//uhpC//hofM//ybeQ//yfiE//nanC//yiaT//fucA//acrB//tyrR//atpE//wzyE//
GO_0071806_6	rng//ybgI//ihfA//sdhE//cycA//otsA//lptB//erfK//cra//pyrB//insA-1//kdpF//uspE//uvrC//alsE//recX//decR//phoR//gatC//
GO_0071807_8	ynbB//
GO_0071824_5	sapA//
GO_0071826_5	adeQ//nrdI//hybB//nadK//tcdA//potC//nrdH//yciH//ybjN//ampH//rffH//acrE//ddpA//gpt//yajL//zapD//pdxH//ybaQ//dcuD//ybiA//ybeY//tusE//thiQ//secA//arcA//fadB//
GO_0071897_6	dgcF//ravA//ftnB//rfbC//cheY//sufD//gadA//ydiK//ybiI//thiL//topAI//glcE//yrbG//paaE//gcd//mioC//metE//hdeB//yphC//tolR//
GO_0071915_9	ycjR//
GO_0071932_8	menE//
GO_0071934_6	yfaU//ldtA//phnM//
GO_0071941_4	ydiR//hycI//mltC//adeD//btuE//folP//chiP//kefB//ybaK//
GO_0071945_7	hisM//
GO_0071951_8	tyrA//
GO_0071963_4	lldR//
GO_0071973_6	ushA//yafS//yadN//sdiA//arsB//cspC//casA//wcaC//recO//yhgH//secM//phnO//ubiX//mepA//fdhD//smrA//fabI//frdA//ortT//narQ//elfD//gadW//sapC//yjaA//ybiJ//pyrH//gltI//mdlA//narP//adk//dgoA//
GO_0071975_4	glpF//
GO_0071977_5	gph//
GO_0071978_7	nhaA//accD//cadB//rof//btuR//intS//nupX//fimZ//yghW//narK//araA//ygdG//cysQ//ompW//
GO_0072321_6	yhaJ//yihS//
GO_0072322_6	gcl//
GO_0072323_7	bfr//
GO_0072329_7	ybhS//zupT//truA//lpxH//modA//sspB//yfaV//ccmF//gadE//clpA//hscC//rimO//frmB//ralR//speC//insK//envZ//abpA//puuP//pspG//pgpA//dinG//glyA//ypdA//gppA//pagP//prmC//zwf//znuA//yheT//ycjQ//nrdI//dfp//mnmA//ompW//glcA//ghxQ//rcsC//selB//speE//ubiX//cmtA//rpnC//tmcA//lgoD//yceK//hscB//yegV//ppx//hybF//rseB//ubiF//trmI//holB//ssuB//ycjW//gltS//yeeJ//yfdO//arfB//nemA//ibsD//sfsB//leuB//hycH//tpiA//ebgA//tcyL//nmpC//prc//coaA//hofP//arnT//pgi//ahpC//lipA//yceO//ygfI//btuF//fdrA//rplM//
GO_0072330_7	paaX//rbbA//treR//amiD//dtd//fucI//eutN//paaE//yfcG//yiiM//uvrD//glsA2//zur//murP//yiaO//cmtB//viaA//clpP//mlaC//araF//gspJ//mlaF//yfdC//hisB//adeD//hyfR//plsB//yafO//purR//trpC//nfi//yneE//bglJ//fadJ//slt//glpD//rluB//queC//nlpD//ycfJ//cptB//pyrL//parC//xylB//cheZ//lolA//tsgA//rpmC//cbeA//torI//fimC//rpiA//uxaA//sstT//pepB//rsuA//yqiG//mobA//
GO_0072337_6	mrdA//dtpA//dcuA//sbcB//fepG//secE//ycaN//gadB//queA//oppA//fabD//gadW//glrR//folC//aphA//exuT//ybiH//napD//yciE//rlmH//caiE//lapA//uvrD//nrfC//bglA//uhpC//
GO_0072344_7	glcC//idnT//pstS//cmtB//
GO_0072348_5	glgX//dpiB//kbp//ahpC//proS//ycjU//rutC//gnsB//roxA//rlmF//degP//ydjH//wcaB//ybhI//lsrC//sugE//frsA//mutL//envZ//yafC//purT//greB//mdh//yeiL//cheY//phnI//nupX//lptA//stpA//bglJ//cyoB//bglX//panD//osmY//zur//yajO//gshA//rnpA//yfhH//ygfX//
GO_0072350_7	yneE//rpmE//yahN//accD//apaH//cyoB//creB//baeS//yhaO//pdeL//gpsA//galE//melB//aceF//fadA//yjjQ//xapR//glpD//
GO_0072488_7	thiL//ispA//npr//yfgO//pheS//mtlA//crfC//
GO_0072490_6	lpxB//torD//
GO_0072491_6	glnD//ydcT//
GO_0072501_7	yobF//
GO_0072502_7	lpd//
GO_0072503_7	rlmB//ppiD//
GO_0072505_8	iscA//
GO_0072506_8	coaD//
GO_0072507_8	yeaV//rlmL//ybdZ//
GO_0072511_7	phr//yjhP//cbeA//torD//cpxP//acpP//gntP//mnaT//cspE//guaB//sodA//rho//yoeE//rppH//manZ//gltB//hpf//
GO_0072512_7	crr//kdsA//aroF//rutF//pnuC//yfaE//dosP//grxD//csgE//cusB//fimF//ampD//
GO_0072521_5	ascF//cbrC//bcp//ycgV//rlmL//yadN//yidE//hiuH//yafO//sodC//ydfG//yidC//fur//miaA//puuP//prfB//yjbG//yihR//hyfF//ybdH//yjfF//asr//yihV//recG//purL//deoA//fepC//nth//ldtC//yojI//groL//dpiB//rimK//uhpT//ydeP//rimJ//bsmA//rffH//bcp//yhaV//allR//yaiP//cmoM//paaD//rpsB//yfcQ//flgA//ubiH//dtpD//cspB//tyrA//lptA//cyoC//kduD//aer//moaA//ychF//glxR//fimE//mlaC//xdhB//iscX//dtpC//leuD//exoX//rpmJ//ecpR//rnpA//
GO_0072522_6	yqcG//exoX//manY//gcvA//fliK//rluD//degQ//topB//mglA//thiD//pyrE//ydjH//nanE//rpoS//dkgA//recG//serC//cheY//malZ//hyfC//gloA//hyfC//dgcQ//mreB//ydfG//rmuC//proC//hscA//yfiF//folX//glpG//ybgP//yfeD//mntR//ttcA//pgk//ychF//puuA//intQ//acpT//mscK//nanR//hypC//
GO_0072523_6	aroP//gapC//helD//yaaJ//leuS//yhdW//brnQ//ulaC//ydiZ//basS//rfbD//uxaC//
GO_0072524_5	insI-2//pgaB//ispB//eptC//manY//nlpD//arfB//aroK//yajR//phoQ//mgrB//yhjV//thiE//tolR//malY//galT//perR//yihU//dnaC//kdpC//allR//tolR//asd//fryC//atoS//yiiD//ytfQ//crfC//lolA//gldA//rnc//creB//prc//bssR//yjtD//pgpB//yhhY//mepA//ttdR//yhcD//phoQ//osmC//gntR//fabA//crr//phnO//mqsA//
GO_0072525_6	ahpC//abpB//rffM//yejB//rplO//rlmJ//uof//cysB//bolA//galK//glgA//moaB//yggX//glgP//cynT//kefG//rseP//bglJ//yehU//rbn//rutG//sdhA//putP//iscR//zupT//purT//ortT//fepA//pflB//mglC//glmS//iscR//deoD//rplY//sbcB//gpt//yibA//
GO_0072526_6	xapR//mppA//
GO_0072527_5	speA//cydB//frdD//cusF//rseB//gadW//nagK//manX//cho//glnB//pgi//cysZ//fabB//acrE//yggE//panC//hscA//paoC//hyfA//rpoD//ulaD//gpr//psuG//cca//ubiD//alsB//mngB//yjjV//pgrR//yafO//nanT//trpD//sdaB//lptF//hybF//pmbA//yidC//ldcC//uhpB//lapA//ybcL//guaC//talB//cheA//xylF//yodD//ydeI//lptA//fimZ//rfbD//lpcA//hrsA//sfmF//tufA//fiu//kbaY//creC//
