#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	folD//adiA//phnC//modA//
GO_0090540_10	csgA//ldrB//viaA//
GO_0090549_5	ykgA//basR//
GO_0090605_5	rof//kefC//coaE//greA//cnu//iscA//agaA//dgoR//nrdH//
GO_0090609_6	nhaR//sbmA//hypF//exoX//nagD//pdxK//rplE//lysA//mdtM//
GO_0090662_6	insE-1//
GO_0097035_4	flgD//djlC//
GO_0097056_7	ycaO//
GO_0097164_4	yadM//ynbB//nimT//epmC//yidD//bglH//xapB//serC//yadI//yadG//trpB//msrA//ftsL//tamB//folC//ribF//gudP//pykF//garK//hofP//yebG//frc//tolR//yibH//lpp//araA//
GO_0097237_5	icd//lolC//yhdH//srlD//ybaL//livM//dppF//thiE//ubiD//lgoD//
GO_0097264_6	asnC//
GO_0097286_10	rplT//
GO_0097292_8	yhdJ//
GO_0097293_9	ybcF//
GO_0097304_7	prkB//
GO_0097305_5	tdcB//ymfK//hyaB//rplJ//cobC//wecA//
GO_0097339_7	yiiE//
GO_0097366_5	acpP//napF//mgtA//
GO_0097428_6	ompL//ydjM//hlyE//prfB//rpsG//metI//ybaE//
GO_0097435_4	yebC//bioF//
GO_0097501_4	ariR//
GO_0097502_4	tolA//
GO_0097510_7	lgoR//
GO_0097532_4	rpsS//
GO_0097533_5	yeaD//
GO_0097577_5	purT//rssB//fabR//
GO_0097588_5	essD//cspG//hipB//pldB//prlC//glgX//lsrB//hcaD//sgbE//rcsA//ygfI//phoQ//glmS//cbrA//dadA//yhaV//yagF//tauA//cusF//exbD//dadA//dcuS//gstB//flhC//ygbN//rffG//argK//rhaA//rbsK//dxr//murP//
GO_0097638_8	acpH//truC//ilvH//ugpC//
GO_0097659_7	yqcG//yjjW//rnhB//rppH//intQ//ytfP//lpoA//ada//nfo//dkgB//fadD//abgT//hisI//rpoD//mppA//mtnN//nadK//waaO//relE//gyrA//uhpT//hcaR//hcaF//gltK//potA//narX//leuE//pcnB//yjcO//deoC//bglB//melR//mnmC//cbrA//yohC//tamB//tsaE//cobB//galP//rpmB//appB//yeeJ//lon//satP//norR//rhaM//dgcQ//rstB//rpmB//sbcC//gstA//fepC//yobA//zwf//rutD//glpC//elaA//wzzB//fiu//atpH//yhjB//yejF//sdhA//rluF//ilvB//ldhA//hyaC//pstA//yfjV//aer//eptB//argD//yhhY//amyA//yehW//glpA//accB//xylG//murI//bioB//fliS//yhcD//iclR//hcp//torR//sdhA//parC//tig//paaG//yoeE//trpA//murQ//rcsF//rpsR//katG//thiE//potC//dppF//sgcC//dsbG//arnT//bamB//yqiJ//cydC//zipA//mlaF//dacD//rsmB//moeA//mog//melR//fadA//nrdA//trkH//yebK//yjiX//tadA//glpD//dinD//
GO_0098002_8	nepI//
GO_0098542_4	nusG//phnH//flhD//degP//yggT//paoC//waaB//gltB//yfaV//yhbX//
GO_0098586_5	ileS//mutL//kup//
GO_0098655_7	cysP//rlmI//pncB//idnD//ampH//cysQ//creC//zipA//tisB//moaC//lolC//mocA//rlmC//yedP//lsrR//yjiM//paaF//livF//ldrD//yjiX//trpB//lpoA//ykgM//nimT//yecS//adhP//eptB//yeeO//zntA//cycA//mscM//ompN//atpF//prfB//tynA//lpd//rayT//patD//trmD//ynfH//waaL//gltB//nuoN//glcA//fadB//fimH//yihT//tqsA//dosP//nagC//marR//napA//gloC//baeS//ybiX//uhpA//flgK//hisF//yidZ//pdeK//greB//pdxJ//raiA//trxA//yjcS//flgJ//abgB//ftsW//secF//ynhG//yiaJ//yidD//dnaK//srlB//rlpA//paaB//yjaA//nadK//fadR//yoeB//proW//rhmR//uraA//rsuA//ispA//bioD//purB//rlmF//ubiG//fliD//csiR//rimJ//rpsR//hcaE//hicA//arnA//yphC//tdcF//rbn//paaJ//ribF//lpxB//fumC//yghG//paaB//yrbG//
GO_0098656_7	yodD//insB-2//hprR//treR//dcuC//rimO//ftnB//topA//xthA//lldD//yeeA//ubiC//yqiI//gsiA//nrfA//rlmH//galM//exbB//yidZ//frwC//ompC//luxS//lrp//dgcZ//ugpB//folC//aaeA//pgrR//yihP//yfaL//mutY//dsbD//ppsA//treA//garD//kdgR//fucA//uxaC//yehZ//fliZ//aidB//oppD//galE//kdsD//malI//dacA//serB//purD//cdsA//ykgA//ribA//lipB//tolQ//lsrD//kgtP//tpiA//pyrC//psuT//tatC//msrC//rpsN//yeaV//puuC//ydcR//rplC//pgaA//rpoH//argK//uvrA//argH//yfcQ//rimJ//nemR//mlaC//cyaY//fabR//zinT//elfC//rfaF//dut//pspD//sufC//nac//ptsI//gyrA//yaaU//ydjJ//nrdA//nikC//pgl//murD//fliA//mdlA//ybiJ//sbcD//wcaC//alsE//
GO_0098657_5	pncB//umpG//lhr//ffh//ygdG//ybhG//ydfK//sapB//lsrR//rseP//ynhG//secB//rarA//rpoS//upp//cueO//metI//oppF//ynfF//csgF//
GO_0098659_8	hscA//dam//
GO_0098660_7	pnuC//cutC//yjhP//yjjX//dtpD//blr//agp//ynfH//dinG//nhaB//mgtL//speE//cspA//afuB//nrfB//lsrR//tdcE//ftsQ//intZ//fadK//yhbS//gabT//ygjK//hda//ycfH//alsA//ybeY//rstB//pyrE//setC//rsmB//waaC//ybiS//cmoB//iclR//dtpA//fis//ettA//cyoA//nrdI//fkpB//ftnB//dhaL//menD//hcaD//ygfA//entB//hemL//mreD//cdaR//betA//msrP//tpiA//emrB//mgtA//nirB//puuA//ubiF//garD//pinR//cmtB//yecS//fepA//thiM//tolR//rodZ//rutG//xylR//srlE//garP//tyrB//casE//yajR//shiA//flgJ//chaA//gmhB//
GO_0098661_8	moaC//nfuA//umpH//aceK//rsmA//rimP//cheW//ydcS//ribC//elaD//guaB//nhaA//pgrR//gadB//ydeT//yneL//xisE//ybdO//aspS//
GO_0098662_8	ydiZ//fimA//intZ//yehA//asnA//acrZ//folP//opgD//tdcF//dmlA//lpxC//yadM//fepB//ytfP//adeD//nfi//fnr//opgB//aroD//dcuA//creB//eutK//tamB//lpxT//ampD//phnK//zipA//chbA//menE//elaA//mngA//kdpF//pdxK//bioF//plsB//kdpA//clcB//chpS//ydeP//ldhA//tdcA//arsB//uvrY//hyaA//nupG//ilvB//gabT//ydiQ//nepI//hisC//oppA//queA//manZ//mdaB//xisR//gntU//fdnI//iclR//secD//ompN//proC//
GO_0098670_7	rzoD//
GO_0098704_7	ydiF//ftsP//lldD//rlmN//
GO_0098707_10	rsmI//
GO_0098708_8	trpGD//fdnH//ccmC//pheT//
GO_0098710_7	bamE//pal//
GO_0098711_9	qseB//
GO_0098713_8	glpT//wzyE//yidZ//trmA//
GO_0098719_9	ydeT//
GO_0098732_6	cynT//prlF//dgoT//tdcA//
GO_0098739_6	mltA//gstA//xthA//ptsG//tpx//ycgR//araH//nuoE//srlB//mpaA//lpxD//insB-2//ygbM//rhaA//holD//gpt//mliC//narJ//
GO_0098771_7	bcr//yefM//srlD//appC//hybE//fimC//fimA//thiH//ispA//selA//hfq//yejE//cobB//hdhA//glgS//uspC//frdD//yciG//ihfA//phoQ//ycbU//yohD//flhA//lldD//yhcF//erfK//mngR//acrE//yieF//arcA//fdhD//thiP//mrdA//tus//mscS//dtpD//
GO_0098776_7	wecE//hybC//fhuC//mreB//yhjA//
GO_0098795_9	astB//
GO_0098869_4	aspS//tdcD//lpxT//entE//etk//atpF//tesB//rpiR//csrD//xylA//tbpA//pepN//helD//trpA//iscS//dsbA//pth//yjgX//mlc//nusA//udp//hokE//
GO_0099046_5	hybA//ydbK//
GO_0099116_10	yagF//
GO_0099131_7	rclC//
GO_0099132_7	tcyN//brnQ//apaH//aroL//pyrB//uvrB//ygfX//fucK//yfdO//sppA//hypD//dsdA//tktB//sulA//umuC//bluR//napF//yieH//ybjG//yedL//folC//napB//yoeB//
GO_0099133_8	dsbC//dapD//ybjN//yjhB//degP//lpoA//hha//holA//atpD//speA//arnT//elyC//prs//cspE//rhtB//ybcM//yghG//mog//mnaT//fabA//
GO_0099587_7	glmU//hofM//
GO_0101030_8	cysA//
GO_0104004_4	fadI//ccmA//moeA//cptB//xisE//ybbN//yfbS//cyaA//proX//hisD//ycdY//alpA//fdoH//rplX//ftsE//waaS//ulaA//yeaG//tolA//pabC//rcsC//rlmJ//nikD//umpG//
GO_0110017_7	lsrB//
GO_0110095_4	glnP//asr//
GO_0140115_6	gpp//umpG//pdxJ//cheB//rffH//
GO_1900190_5	puuP//tufA//ynaE//gspI//yfhM//ftsZ//murB//kup//hisD//accB//fucO//gltK//rimK//
GO_1900191_6	dinQ//yfiE//rfaB//murC//
GO_1900192_6	add//fabA//
GO_1900231_6	leuC//maeA//phoP//tbpA//accC//
GO_1900232_7	sstT//dsdX//lrp//
GO_1900233_7	yajD//
GO_1900371_8	rluA//
GO_1900372_9	dmlA//
GO_1900376_6	hofM//ycgB//galF//
GO_1900377_7	glgP//
GO_1900378_7	tsaB//
GO_1900542_7	glnH//
GO_1900543_8	dinD//
GO_1900704_7	hisH//
GO_1900705_8	gatB//
GO_1900725_7	gpt//
GO_1900727_8	kdpE//
GO_1900749_6	dfp//
GO_1900751_9	ybaT//
GO_1900866_6	menB//
GO_1901068_8	glnE//rpmA//sugE//murF//yiiD//dcuD//rbsA//exbB//recD//ubiB//fucA//
GO_1901069_9	yehA//
GO_1901070_9	dicB//luxS//ygbN//arsB//
GO_1901071_6	pdxK//ampG//priA//yijO//hmp//
GO_1901072_7	csgF//lgoD//yfhM//nanS//
GO_1901135_4	yajQ//insE-1//yabI//yihS//mmuP//fimB//dacB//recD//elaB//mdlB//yfcG//mepS//xanP//rlmI//livM//rpsK//glpX//umuD//minC//mfd//frlB//yieE//uidA//menA//nagZ//lpxK//cra//yqaB//hofQ//moaD//mukB//yneE//fadD//hsdR//tolR//recD//rarD//pdeK//glnK//gadA//dinG//rnt//manA//pheA//ruvC//fetA//clsC//cysM//prs//arnD//hemN//gudX//qseB//sapF//fdoH//gdhA//rzoR//yqiG//menH//raiA//sufD//dinI//aspA//rplF//prs//btuB//ygfA//rfaC//rsfS//rluF//rusA//otsA//gltL//ycjW//nth//argC//nrdR//murJ//accB//yhfS//rsmF//hyfF//sugE//atpA//waaA//frdC//murA//mtn//ycdY//cpxA//yjjV//yhcD//mdtF//yjbE//torC//phoP//dicB//srmB//hsrA//fryB//ygjH//flgK//rho//sdaA//idnO//asnC//cvrA//csrD//lolE//srlD//yjjQ//rnr//cheY//hcaE//paaA//epmB//yibH//ybiY//entD//phnJ//rhtC//gabP//recF//ybbY//tktB//yfcF//yciV//prpR//yhbS//ydfG//folD//ybiV//tus//yiaO//mlaC//hdeD//hemH//yciG//pgm//sfmA//fdnG//rarD//ppsA//recT//narJ//lacI//rplT//fklB//leuB//thrA//ygcW//sfmH//hybG//ldtD//recQ//purL//fumA//yeaG//yidA//fimG//secY//pepN//atoS//dxr//ilvB//uxaB//nagC//aroF//rhaT//umpG//yqjH//ubiB//tufB//wbbK//phnG//ygfA//umpG//cca//speC//hypC//ymfA//sgcA//secA//viaA//yqeF//rnb//puuE//bcsA//lysS//ybdR//leuO//yaaU//mepH//glgA//csgG//thiI//hslO//yraJ//gmd//ulaC//ascF//btuE//pgaD//copA//gpsA//ptsI//ybiI//bcsA//intQ//yihV//yjaZ//shiA//bglX//pheA//menD//atpC//envR//nagZ//iraM//tktA//asnC//rpsE//phoP//mdtD//cspI//hisP//crr//gcvR//acnA//kbp//rseP//hypT//patZ//hemG//folM//mntS//murF//fdoI//btuD//ybaE//exoX//gppA//pepA//yccS//yfhH//arsC//edd//sbcB//ygbL//asr//yadK//yphC//pfkB//pepT//rph//ychO//sugE//lsrA//dmsB//slyD//grxD//paaZ//mmuM//barA//mrdB//rpmF//grpE//crfC//
GO_1901136_5	ugpB//luxS//znuA//yafS//hofC//yegS//bglJ//bamA//mlc//mtgA//yfcR//gor//rhaR//fhlA//ais//iclR//flgK//yciT//valS//torC//ppx//acnA//prpD//flgC//yraH//map//hycA//dgcF//fucO//pyrE//feoC//rsfS//kdpC//ilvM//acrR//holC//fdnG//mreB//katE//pstC//yfiF//bglB//rpsD//ydjE//entE//agaR//hybF//rfe//flhC//ada//fbp//mqsR//
GO_1901137_5	ybcM//dbpA//matP//gltK//tdcA//ydcZ//ddlB//xseA//elaD//rutG//yaiV//sgbU//hslU//cbeA//tsgA//mog//insB-2//hybB//xisE//ygbI//yebK//ybaK//sugE//yadG//kdpC//pgi//dfp//tdcB//fadE//ruvC//hexR//tatA//baeR//moaB//htrE//iraD//rplF//emrD//hemN//ydcI//gsiD//hemB//yidP//asmA//rho//recJ//trpC//glgC//btuR//radD//bamB//rcsC//yhbO//gnd//ydeT//blr//nagK//cirA//narQ//csgF//gmhB//dxs//priB//proB//yhcN//prpC//flgA//ybcQ//mdtB//uxuA//waaB//ycdX//yiiE//yhcH//pcnB//bioC//fieF//entC//mdtG//yqiI//zwf//kefC//garP//sohB//ybhJ//glnK//fabG//waaG//osmY//ygbN//etp//hdfR//cyaA//abgT//ydbK//tdcE//glgA//solA//lrp//torC//yfiR//ygjR//rpsA//dnaT//tus//ybiW//cysG//mcbA//tldD//rpmJ//rplJ//abpA//gspF//ldcC//feaR//recN//sgcX//dtpB//folE//rluB//hipB//agaR//dnaN//uof//radD//lldD//ecpR//alsK//dcm//ydjH//nimR//rplE//dcuD//pspF//flgC//sgrT//spoT//rpmB//ygiB//xanQ//yphC//ccmG//ribA//yafE//treC//rzoR//narQ//rplT//ligA//cpxR//murR//ycjU//ydiZ//melB//osmC//hyaB//msrP//yieK//nuoE//
GO_1901159_6	ompC//yahN//lsrG//
GO_1901160_5	paaK//mdtE//dgoK//
GO_1901161_6	sgcR//secM//alsK//
GO_1901260_9	yqaA//
GO_1901264_6	narZ//pdeF//dgoA//yjiX//cdh//hypB//metQ//tpiA//yfbV//rbsC//yiaN//btuC//citG//alkA//sapB//adeP//secB//cbtA//yeeA//ybhA//eptA//raiA//pgsA//wza//gadX//ybiA//speC//solA//yiaA//lsrC//clsC//ybbN//melR//groS//ygbN//fabA//pinR//fdrA//ghoT//cstA//acrR//yidQ//pfkA//folE//
GO_1901269_5	yrdA//flgA//hsdR//ariR//pflC//ompN//nirD//sgcB//gor//yjjB//idnT//yafO//
GO_1901271_6	elaA//ridA//torD//phnL//galT//pflA//deaD//mnmC//ygbM//exuR//yiaB//appA//
GO_1901275_3	rplI//
GO_1901281_6	cof//
GO_1901292_6	tdcE//kdpD//recO//cynX//dctA//flgA//hybC//yhcN//bioC//torI//mppA//secD//yhcN//relB//efp//nagD//ssuC//yiaL//yejA//ompW//fdnG//cobT//tatD//codA//sucD//ompA//speC//mazF//lpxL//rhaD//nrfF//dsdA//
GO_1901293_6	sodA//aceF//yhhT//trkA//murR//ydfK//allD//araG//deoD//ybdZ//appY//mutS//nirC//bioF//treR//gdhA//puuB//clsB//brnQ//yqaE//dppF//bcr//yddM//nupC//rutE//zapA//melA//fadD//ldrD//rluF//pgrR//artQ//ugpE//hokE//sapA//ymdB//ybbY//hypA//glnH//yqjA//carB//cysM//bioA//yagU//leuA//wza//trpD//yihP//argB//bacA//bcr//ubiG//hypA//hemC//ycfJ//dhaR//solA//napF//yggW//murE//proW//thrL//polA//ybeQ//torA//xapR//malZ//yoeB//rpsD//hflD//mdlA//arcB//ybfA//yafQ//nikB//
GO_1901360_4	moeA//abgR//trmD//rtcR//yraR//yneJ//rho//fadD//tusC//rpmE//metL//yafO//fucI//adhE//rpsO//ybdO//yiiM//qseB//srlD//emrY//hycA//dgoA//pstC//lplA//thrA//pinE//pinR//rplA//yihU//rfbD//glcA//yfcG//rffC//dgcJ//qseB//eptB//hemC//elaD//ackA//rodZ//hipB//lptB//intA//yhcD//dhaL//ompF//rpoD//modC//fixB//gyrA//mioC//fryB//pdxH//trmO//clsC//rhaM//yhjB//greB//sdhE//hemD//paaA//gnd//feoA//recG//dhaL//ugpC//uhpC//argR//rhoL//nirC//fliL//fliK//lpxK//paaE//hscA//dinQ//alkB//rarD//waaC//hisA//fadH//ribC//melB//kdgK//fdhF//rof//uvrA//lhr//fabD//pdxJ//torR//ygjR//ycdY//yccA//mltB//norW//wzzB//dnaE//accB//rnr//bamC//ypdC//ftsQ//ydcZ//arcA//fkpA//sucB//fimD//ynaE//phnP//rplL//lgoT//mltF//hisS//dnaE//ykfM//aaeB//wcaJ//aroG//tgt//ybdM//epd//atpE//arfB//dgoD//fdoG//syd//lapA//fhuB//frmA//melR//xdhB//chbG//blr//nlpE//secA//bcp//paaJ//tauB//rlmB//fecB//gpp//yghU//fdnH//sdhC//sgrR//minD//aaeA//araH//ldrA//hxpA//lolA//pyrE//nikR//lysC//gntP//nagC//fsr//xylH//mhpT//mngA//nsrR//parE//yjcS//zraR//setC//fiu//cfa//pstA//ycgR//yhjX//rplW//rutD//rbsB//oppF//opgH//yedX//bamB//yqaB//malK//ilvD//uspE//galT//ruvA//ygiB//rhoL//yccA//tdcA//yhjC//ampH//metB//ycjW//cusS//ygcW//yghU//tqsA//yrbG//glpT//fliL//dsbD//yahD//csgG//sfmH//surE//ybdN//rplC//glcB//paoC//clpX//yfiE//ftp//atpG//bhsA//arnE//tus//purT//araF//hiuH//fimI//rof//yabI//fadL//fre//ygaV//araB//nagE//argH//cysE//yfcG//argC//eutB//mgtL//yibT//rclA//alpA//rpsP//xerC//malY//prmC//nrdG//yajO//tabA//uacT//fepG//soxS//higB//pykF//minE//kduI//rutE//bglA//napD//accC//tolR//yfdR//ptsG//hdeA//ygbI//creB//sucB//bacA//fadB//cmtB//rcsD//lapB//dgcZ//mdtG//yibA//dsbC//moaC//yccS//exuT//mcrB//hybO//lsrD//lsrD//pheA//etk//tyrS//yceK//yciE//zitB//yiaM//tcyN//alsA//cheY//ydaC//higB//yagG//dedD//pldB//clcA//ytfP//cdd//mdtG//abgR//yohD//mscL//yihO//ompL//prpR//cycA//fumA//truA//moaA//yadN//livJ//rfaD//lsrB//ssuB//fabH//citC//yhhY//btuE//gatC//fryC//ynfE//dadA//polB//yfjR//nrdH//yedP//minE//bamC//lgoR//uxuA//yfgI//ilvI//rsmB//slmA//yjjV//ygiS//folM//hscA//rlmM//ykfI//mdoG//yjiM//yfdC//ftnB//baeS//yjiA//hxpB//rpsN//ydiV//emrY//phnN//ygcR//sufS//glnL//uvrY//frdA//setA//nagA//alaC//rihB//dacC//intF//yidH//yebC//mmuM//mipA//gsiC//perR//secF//trmO//sapF//fadM//insI4//nimR//fimI//yhdX//sfmH//prlC//ynjA//yidK//ldcC//bacA//araE//nrdD//sdaB//rpsD//grpE//ubiA//yfdC//livG//nuoF//pspA//mtgA//nfo//glpC//thiC//pabC//symE//gluQ//hemN//hinT//ybeF//prc//asmA//uvrA//rlmB//fadR//basS//ygbI//flgJ//ydjM//parE//mngB//aphA//yahK//metN//chaC//gudX//sufE//tsaC//nuoN//sdhA//sodB//gltP//fliA//hcaB//phnG//tcyP//ddlA//lysC//fadA//cysD//csgG//dcuB//yjeI//ypdF//secY//uvrY//dgcQ//garK//asd//dbpA//mltC//dmsA//msbA//srlB//fimB//yjaA//kefB//appC//pgpC//dcuR//add//entE//crfC//srlD//zapB//phnI//fimF//gcvA//ybaE//ybaE//yadG//yfhH//ybfE//iscU//fruB//rcsC//yheT//ygiV//metI//murF//rhmR//pdhR//potB//ais//gcvP//fabZ//minC//serS//nuoF//ogt//purT//clsA//gatC//ilvH//iraD//manY//dsbG//leuD//yqiJ//yibT//gltB//yiiM//pdhR//tsaE//rutR//pyrD//dkgB//cadC//csgF//ydhQ//ybhF//sdhE//dusB//sfmD//maa//dgcZ//nudG//ycbU//caiB//dedD//msrB//fimC//gph//xthA//artP//astC//rplQ//caiB//yhaV//mog//sgrR//sdaB//fruK//pliG//fcl//nikD//frwC//arnT//cadC//mcbR//mreD//plsB//gadB//argC//mtfA//puuC//gadX//ibsC//arfB//gadX//rhtC//rpsI//phnO//uhpT//tusC//ybaM//nanE//clpX//dtpB//dsbA//suhB//lolB//ompT//narK//ispU//creC//alsB//rsmE//yfcU//allS//yebK//cysP//essD//pgm//ilvM//pppA//queF//alkB//purB//rpnA//paaZ//yobA//murP//pdxH//cbpM//paaC//fimH//ppiC//bdcR//hofC//fhlA//crl//trmJ//cdh//sdhE//waaS//baeS//atpE//rutA//yceO//cbeA//rplK//hofP//pspF//yciV//modC//yajO//evgA//ldtE//yhbY//endA//sufB//otsA//trpL//cpxP//yfjV//ddpA//tsgA//plsB//queD//hybF//ibsE//tdcA//rplP//malQ//tyrS//purN//malP//tap//gshA//nuoM//marA//icd//fadA//yphC//aroP//envY//argA//yehT//nanT//ssuE//hemD//ybjL//cdaR//rplI//creB//gmk//tolA//asr//lepB//yqjA//nsrR//fliG//gltP//dps//purR//hyaD//sgcR//melR//patZ//yfbU//ygcR//ispF//napF//yhgF//codA//smpB//yiiD//yfeX//cdaR//glsA//baeR//trpL//cdgI//yciG//scpB//rffG//tauC//hexR//rnr//uxuR//wcaC//endA//ynhG//dgoR//frwD//fdx//hdfR//zwf//fruK//metQ//paaK//ydiV//clpB//pgrR//tcyN//nrfE//ihfA//yjiQ//yrbG//nrfA//yhbQ//aroP//srmB//yfdC//menC//mntP//cyoB//yiaN//nirC//yraJ//malK//sanA//ilvN//yrbG//fecD//ppc//gadW//yfiR//yhfS//msrA//trkH//yidC//rhaM//pckA//nuoE//shoB//yfbR//aroE//serC//ompL//deoR//rsmA//rpmA//mnaT//lptD//ftsY//dapD//zapC//yhgH//cdaR//dctR//lolB//hha//speD//sfmF//ymdB//ycjP//garR//lon//napD//tdk//arsR//bioH//rutD//betB//yneE//bipA//xapR//pspD//cueO//yhjV//fumB//mlaD//groS//nupG//glsB//kbp//ghoS//ybfE//yhhZ//ompA//hypA//groL//hyfF//gudD//cysC//
GO_1901361_5	ybiH//ppiA//mioC//waaF//rpoH//fepA//tqsA//tmcA//psuG//gsiA//asnS//lptE//yadK//minE//mutM//yggP//mdaB//znuB//yfbS//prlC//lolC//csgA//dcm//ybiI//cpdA//spy//yjjI//fdhE//bsmA//yfdK//bioD2//dld//hypT//yfaX//ldrD//ydeM//yceD//pdxY//sad//ycjW//greB//yajL//recG//potA//eutB//sapB//yciH//cysS//fdoI//ppx//trpA//ftsA//idi//sdhB//yfbV//zitB//rihC//erpA//cysK//ygjK//nikA//yjcS//rcnA//yghW//kdsC//udp//waaA//gcd//rclC//ykgF//potA//artQ//hprS//amyA//yqhD//tauB//yajQ//rlpA//sufD//rof//yiaN//aceF//fdnG//glnL//arnE//yieK//yehU//hofC//ccmE//hofP//yagG//dcyD//fucK//yidH//mmuP//malK//phoU//mltA//cirA//psd//yihP//yegD//frvR//ldtC//malQ//sodB//sapA//rcsD//malK//fis//dmlA//lsrR//nei//hcaE//dcuB//lpd//puuB//mscS//waaH//rplD//fhlA//uxuB//yhaV//rne//ycdX//nrdA//
GO_1901362_5	bcsA//cadA//yqiG//napB//umpH//rseP//ampG//cysD//dkgA//guaB//ung//potF//ybhD//xylA//citX//polB//yciV//lsrK//metK//cadC//nuoI//decR//holA//cbpM//casB//nhaB//tehB//lhr//fabG//apt//ghrB//dadA//rlmB//napB//nadB//ydcP//maa//yqeA//blr//yihI//leuS//yghW//frvB//rplP//ybiW//recQ//pfkB//ilvL//crr//bglH//gcl//nrdA//ackA//mhpB//sohB//ulaF//rlmH//eptA//tauB//eptA//cbtA//lolD//aceK//deaD//yfgI//yadM//lldD//nagZ//mraZ//lpxT//ydaC//ilvI//aroE//pdeR//yiaJ//pepT//tdcA//narV//tusD//csdA//argF//yagJ//nac//mtr//chbF//pspA//ybhS//rlmA//glgX//mazF//btuC//gltP//rnr//ybiW//cpoB//menA//higB//ybhG//eutK//rpsD//cysB//yraR//mioC//rhaR//cspE//yfaX//cbl//cmoA//raiA//tap//dsbA//rffM//sbp//queA//infB//mdtL//prpR//barA//hdfR//rihC//lpxT//yafC//hcaB//dosP//yiaM//ybdG//metN//ydeI//lsrA//nrfA//uvrY//ykgF//atpF//rplR//nirB//rof//fliK//basR//rbsD//serS//aceB//acpT//lrp//yqaA//aceF//ybcM//ribC//nei//sgbE//mprA//sdiA//pppA//xanQ//gntR//araH//rcsD//fixB//rmf//gntT//yjtD//alaE//yfaE//yphB//ybhF//infB//lysC//atpG//hybA//lepA//holC//tonB//nadE//malK//yfjV//cydA//ulaR//potC//amyA//uhpB//ydcO//zapD//bioP//dsbB//murC//ilvC//emrD//cheZ//eptA//basS//glnL//katE//rtcR//dfp//narH//agaI//arfA//bhsA//ydeP//ivy//dcuR//fepG//mrr//manA//sucC//yhcH//ybaK//ibsE//nlpI//rrrD//tusD//csdE//eamB//glvB//folE//nusA//yjbG//ypjD//aspS//yjjI//yhaM//amtB//hcaC//purU//ldrB//purN//ung//ydeI//flhD//hokE//rssB//yjjU//ispU//ybiT//yadV//ccmD//cydB//atpH//yqcG//cheR//rpmA//yehD//ybiS//moeA//afuC//rimP//hscB//hxpA//rnb//yegT//yihL//mdtN//murP//cpoB//macB//rzpD//ompT//ftp//queA//zinT//kdsB//mgrB//fdoG//argT//uvrB//yajQ//gnsB//rhaR//sgrR//srlD//ybhP//btuR//dacD//dppC//wzzE//cfa//fieF//rmuC//ftp//cptB//ydfG//rfaF//rdgB//pdxK//feoB//intF//recJ//ygbN//roxA//mutM//folC//sucC//yceO//gltL//bamA//hybD//plsC//glnS//zraR//glnK//zntA//kduI//cyoD//sbcC//wecA//wecC//rffH//rmf//mdh//glcF//recE//yiaB//pepB//sbcC//yagF//paaZ//edd//pnuC//holA//purN//rpsK//fimE//fabH//rbbA//fliS//insB-4//glpR//asr//ydcT//yhaV//yodD//frlA//ibsC//hrsA//fadB//pgpC//plsB//rutE//yjhB//yihS//yegT//yraK//srlB//agaD//mdtP//tynA//tgt//rlmD//ybbY//hemA//yiaL//yjfF//bamC//yeeY//cspE//glnQ//fhuF//cbeA//paaA//crr//scpB//cysU//dsbA//agaA//sgcA//asnB//tdcB//gcvH//ydfK//gstB//hslO//flgA//arnT//pgl//yebZ//wzc//yfgI//nuoM//sucB//rluF//atpB//ygcO//lolA//gpp//
GO_1901367_6	ygiW//ligA//
GO_1901401_6	gapA//
GO_1901422_5	livM//cmtB//ykfM//
GO_1901440_4	rsfS//
GO_1901441_5	epmA//
GO_1901463_7	gcd//
GO_1901530_5	flgD//nhaA//hisH//garL//
GO_1901562_5	ppsA//
