#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgbU//recF//nrdH//cvpA//
GO_0051051_5	creC//psuT//rimM//
GO_0051052_6	mepA//cydB//ybdN//plsX//yaaU//ompA//aidB//ansB//cirA//ompR//nuoH//dsbG//yqjI//yacG//
GO_0051053_7	rayT//yhjD//yiiE//yqcG//sbp//waaC//
GO_0051054_7	nlpI//minC//
GO_0051055_7	gntK//
GO_0051083_5	speA//
GO_0051084_5	ssuC//cyaA//gppA//nei//menB//waaS//murC//
GO_0051085_5	insA-1//oppA//fliZ//lptC//rep//ssb//pabA//
GO_0051090_4	kbp//ydjJ//truC//alsC//aer//higA//yieE//ruvC//
GO_0051091_5	rdgB//opgG//
GO_0051098_4	phoE//mhpT//
GO_0051100_5	lapB//cbpM//
GO_0051101_5	mtlD//
GO_0051103_7	ybiV//acpH//
GO_0051128_5	dinB//emrY//yddL//arnE//galK//kefB//sad//citX//yfdK//btuB//rihB//glpB//argH//mntS//mzrA//prmC//pgaC//recQ//modB//bioD2//ydhC//hofC//lgoT//nusA//nudB//yeaV//yiaT//pitA//ghoT//menH//trxC//abgR//npr//ycfS//rclB//mcrB//proQ//trmI//ybhR//yaiW//lysR//rlmH//prmC//glrK//feoA//rrrQ//glpB//entD//surE//ccmD//ghoT//araB//fecD//hemE//gcl//tynA//malG//yegS//cutC//gntP//ybiJ//yibH//pbpC//yehW//hns//menB//rffG//fdrA//mgtL//uxaA//cpoB//fliK//recT//frdB//abgB//yggF//fruK//
GO_0051129_6	yjaA//insI-2//glnH//tsaD//yccS//chaA//manA//tabA//ycbU//pdxB//yehW//fryA//dcd//entS//envZ//ispU//
GO_0051130_6	gloA//tisB//arcA//aspC//glsA//zwf//priB//glyS//alsK//pstB//ghoT//ykgM//tufB//mazG//hicA//ydjJ//
GO_0051131_7	gudP//fucP//
GO_0051143_8	ihfB//
GO_0051156_5	yphB//acpH//dxr//yajO//pitA//fadJ//
GO_0051167_5	glgX//galT//gatD//
GO_0051171_5	atoC//gatC//rpmH//rdgC//zapB//ghoS//purN//yqcC//lsrR//puuC//pepB//hofO//cpoB//ybhR//paaK//ssuB//rcsD//elfA//queE//paaH//groS//borD//ygcO//umuD//cysW//mutM//tap//gntU//yafN//glsA2//zntR//atoB//ydeM//ycjP//rsfS//slyA//pgk//intF//argH//artM//slt//hsrA//alaE//galM//feoA//yagU//yhiM//cdd//etp//gcvH//rapZ//tusB//yidZ//chbR//artP//mraY//talB//rnr//dhaM//glpB//gatZ//dam//prfB//yfeW//yhaM//nirC//exuT//lacY//ydaN//cyoB//araB//wcaB//rplJ//dcuA//ydcZ//gor//lpxH//pliG//fliL//trmD//ghrB//nagD//mocA//hcaD//flhC//dgoT//trpR//rtcR//fis//nanC//ivbL//rlmC//hexR//yfeX//patD//rnd//fdoI//uacT//ruvB//dppA//alaE//ygfI//cysC//mtlR//ychO//entB//acnA//pflA//ybjX//rpsA//tgt//yibT//kdsD//sseA//cspE//dinJ//tufA//truA//yfbU//livH//casB//prkB//xdhB//aslB//yieE//gltD//scpB//ykgF//glrR//cbrA//codA//mlaC//cyoD//alpA//mnmG//dmsB//bsmA//afuB//plaP//zwf//secE//ybgI//torZ//kdpB//elfG//yjjV//ptsG//ugpB//rpsD//nuoG//mhpR//rpsQ//sapC//cvrA//ydcO//atpD//rcsB//cysN//pdeD//eutB//glk//stpA//ulaD//trpR//rsmG//intS//dmlR//opgC//map//glvC//nudF//yedX//cmoA//ptsI//mnmE//skp//entC//yhiM//rcsD//bolA//gph//tauC//thiH//gltL//mioC//yadV//apt//gcvR//valS//gstA//dicB//pspC//deoR//ybcJ//aes//glcC//frr//gabP//trmL//yqiG//yqeG//yibF//cobB//pgrR//srlR//phoR//exoX//oppB//malF//rhaT//nudC//dinB//bluF//argF//ccmD//yqaA//recF//lolC//ecpR//secG//metR//casA//fryA//rplM//dppF//glpF//dam//dacC//yihW//ilvH//rlmJ//prc//arnD//dmsC//ptrA//nupX//cysB//idnT//dgcJ//gatY//yqcC//aceF//ugd//yidE//prfB//uacT//mltC//ccmA//fimA//rimM//aroB//agaB//rhaB//ybiX//iaaA//scpC//yddL//aaeR//hemN//ybaL//maoP//yddA//mlaB//yqgF//rppH//mfd//yjaA//yahK//mioC//frc//ykfI//rbsR//mtfA//dcuS//hybE//zipA//ydeE//puuB//ykfI//cvpA//ycgB//lpoB//idnT//gsiB//brnQ//dam//endA//oxyR//mog//napA//dam//xylB//moaE//rhlE//hybO//lpxD//pdeH//purB//fhuD//artJ//lasT//tcyL//slyA//rzpR//fau//nrfE//rnlB//rbbA//pinQ//rfaG//torR//artM//gcvP//sufS//slt//sthA//setB//hcp//ymfA//rutE//dgoD//fhuF//speC//rplK//yfgO//ydjM//mppA//yjbB//acs//hypF//hemE//yadC//ugpA//nanC//kefB//ccmD//truC//
GO_0051172_6	dsdX//xylE//yqhC//gudX//hdfR//ydbD//yggD//metH//rcnB//fdhE//rfaH//waaJ//asnC//npr//aaeA//hyaD//cmoM//hyaC//sbcD//ompN//astC//hfq//nanR//ddlB//tldD//caiE//ybiO//orn//secG//tusB//ymjB//rcnR//fdrA//lpd//dnaA//acs//mscK//rspB//btuF//clsB//dctA//yihX//fliK//yhaM//ybjX//menD//ydeE//ilvM//mntR//thrC//csiD//iap//osmF//yfgO//cmoM//ydbD//gudD//hscC//ggt//yciG//yaaY//manX//nadK//mlaB//leuD//rplX//yjiM//ybcM//fixB//corA//aspS//tktB//hcaD//skp//entC//yjaZ//hmp//yfeX//cecR//degS//ymdB//kdpB//ygfI//glpD//btuB//zupT//narU//cyoE//gloA//ygeX//elfG//zitB//dapA//lldR//yfdC//glmS//ybaM//gltS//yghO//gpmM//nrdE//accA//dacC//napA//appA//sgcB//ycfS//thrB//valS//nagA//ycgB//rzoR//yieH//hisH//ileS//adeD//frmR//nusA//gltP//tsf//norV//kdpE//cydB//ycbU//hyfR//leuA//sgbH//nrdE//dtpA//mdtE//yijE//clpP//
GO_0051173_6	ygbL//apt//rpsT//nupG//malP//panC//ydeT//gntU//dfp//pyrG//nrfF//ftsI//yahF//ibsE//ybeY//yebK//hisG//yeiE//thiP//aroK//ydfG//dapF//yrfG//fimF//ybaE//fruB//waaU//yjhB//comR//glvC//nrdE//dusC//shiA//gadW//dpiA//pyrE//ppx//mnmA//gcvH//csgB//csgB//ispA//ycbV//mreB//leuE//mdaB//tatC//lptG//glnP//fixC//ybcQ//mreD//pal//yidK//yieE//nsrR//zipA//bdm//bdcR//rsmD//queE//holB//sufB//narU//gadE//paaD//ybaO//ftsP//paaX//dgoD//ulaC//ghoS//eutK//serB//ydiR//rlmJ//qseB//ugpE//lpxB//yihR//cusA//livK//tauB//perR//murP//fruB//ccmE//rlmL//gntK//
GO_0051174_6	dusC//cydC//tomB//glsB//trmH//yjcO//fdx//agaW//dtpA//gsiA//
GO_0051180_5	tmcA//corA//fryC//acpP//xylF//aldB//fabH//glpK//kdsB//glgC//yedF//mtgA//tcyP//evgS//wecC//ygbN//
GO_0051181_5	agaI//pstC//napF//ycjW//fimE//frwB//tdcR//paaD//rlmD//napB//btuB//eutB//moaD//hflX//cheZ//hybG//rluD//glnD//rhaT//fliM//galE//aidB//chpS//nmpC//aroD//ttdB//rffH//chbG//yjbF//ansB//ydjK//nirC//dld//xisE//phoP//rpsS//preA//sppA//glsA//livM//pgaC//
GO_0051182_6	ftsL//focB//cpsG//napB//yiaF//
GO_0051186_4	flgC//csiR//elfD//insF-1//fliZ//cas2//proP//ugpA//yaiV//yajR//rpmA//hprR//yjhB//rbbA//ydiZ//hsdM//rpmH//gatC//frlA//rhtB//mppA//mppA//rihA//lolC//cmoA//rplR//mnmC//pspF//ydiB//thiP//katE//ybiX//fimH//nagA//ileS//yagG//ybhS//cirA//aroH//yghO//dgcM//paaK//pepD//radD//dgoR//aqpZ//uraA//yjiM//hybG//ilvA//ulaA//oxc//ibsC//rhaB//rluF//metN//cycA//fryB//adeD//nuoH//yedX//gatY//betT//paaB//ygiB//gatB//abgR//gppA//folC//mdtP//glnH//pspA//pdxB//fdhD//rplT//nlpD//manA//narZ//yojI//hisM//nfi//yahF//xerC//ibsB//panZ//frlB//ftsZ//yiaB//clcA//mdtJ//macA//cutC//phnP//argF//yddA//yphB//rnc//panZ//csgF//entH//recD//sapA//ldrD//ynbD//pgk//fabR//xylA//glpT//mnmC//acrB//ycjU//ldtD//menI//insH-5//purC//tyrR//rpsS//fes//dgcT//mlaC//ttdR//nanK//lptA//patA//slyA//fadJ//ybdZ//der//mgtA//dcuC//pstC//ygbM//ybeY//fadE//yafN//malF//paaE//ampG//prpB//cbpM//yhcH//insB-2//sufS//ahr//fryC//ycgB//appB//paaX//ygjR//intZ//thiQ//barA//ytfP//ydbK//waaQ//acnA//uidC//dcyD//yiaL//dld//frwB//ffh//rffT//queG//ddpA//sthA//pal//rplJ//iscS//yjhG//argG//trpB//mepA//pgi//sdhB//cysG//tolA//puuC//xapB//wecA//hprS//frmR//treB//gpp//flgJ//nagA//yahN//ttcA//fryC//napB//atpD//mutH//rep//ydbK//tdcA//yjcS//gadA//acnB//dppF//
GO_0051187_5	rcsB//tsaC//gadA//yggW//sgcE//grxD//tadA//mntP//pppA//insH-6//
GO_0051188_5	pdeK//pdxK//fepA//sbcC//malI//sgbE//rpiR//argB//recD//rfbD//nadA//acrR//yjhP//mtfA//lpcA//ppiD//rplF//prpD//hemL//yehX//rihC//ybiX//ybiJ//puuP//nudF//ykgM//rppH//nagA//dcuD//pyrG//cspC//xylF//hflC//cheB//pckA//uacT//recG//yhjG//araA//paaK//gabT//manX//gadE//acrE//rffC//yqcC//kefF//rhtB//gnd//ftsI//nfuA//kdgT//ftsX//tilS//rimM//thrC//xisR//groS//relE//yraI//cbrC//rutC//hupB//mdlB//lptC//aceK//mngR//fucA//fliS//hdeA//eutD//rpmJ//ycgB//acrB//atpB//agaI//gmhB//nanT//exbD//hyfA//eutA//ybgP//gsiD//tehB//kup//gltX//citE//gatY//yieK//csrD//glpT//ymgC//narX//ygiN//pfkA//ftsK//melB//ybcJ//yajR//lsrG//mglC//clpX//paaG//plsC//metI//ushA//dcuR//sufS//galE//der//glcC//rlmA//ftsY//cyoD//ygdG//argS//yhgF//fimF//yifB//fliL//rimJ//tdcB//cysB//ypdI//tpiA//rfaF//yhcD//ibsA//sufB//hisC//hcaR//ynfK//atpF//uxaA//ymdB//rplC//yegV//garK//epmB//potH//gloB//cbrA//ampD//metR//ydaC//ftsH//
GO_0051189_5	leuC//ydiP//gatB//malY//yehZ//adk//setB//pheM//obgE//evgA//ompT//lolC//
GO_0051191_6	moaC//
GO_0051193_6	mngB//ykfM//tusE//
GO_0051195_7	mscS//
GO_0051196_7	yidZ//
GO_0051205_6	sdhD//thrB//nagB//ydiB//sdhB//csiD//trmD//lapB//yraH//mcbA//
GO_0051223_7	lptG//ibpB//gntU//
GO_0051224_6	cydD//
GO_0051234_3	rplR//ynfF//tufA//ispH//purR//cpsG//yhaC//ftp//gapA//yehP//kdsC//bioH//fdhF//ykfI//ymgF//rplE//aroD//aidB//dgoK//nrfF//yiaL//pinE//wrbA//rbsD//yqgF//yqaB//mhpA//aldA//argT//ycbX//nimT//ftnA//wecC//artP//torS//yehX//yfcQ//yafE//entD//cof//glpA//fcl//prfC//ssb//fau//cbeA//phnO//serA//potC//uhpA//mngR//yqaA//ynhF//aas//araC//miaB//ygfI//mdlB//rplL//narY//galU//sxy//sucC//gloC//mog//mtfA//tolR//xerD//bisC//yebK//ycgR//yjbH//phr//malK//ridA//proP//cheA//paaA//metQ//mprA//fliM//rsmA//envR//yeaG//yfjR//yihX//malZ//nanS//tqsA//bglJ//elfA//fixC//yefM//yiiM//gshB//gatD//yfeX//sufC//vsr//pfkA//wecA//uspC//atoB//yhcN//yphC//chbC//gatC//rsmB//wcaC//flgD//dusC//wzzE//rutR//opgG//rbbA//marA//glsB//folA//ynaI//yagJ//glyA//flgG//ulaF//hycH//frvR//rlmF//rbsA//glnS//dgcN//rof//yehB//tsaC//aldB//gpsA//phoP//aes//folE//ydgA//pheP//ybiT//yhhY//yefM//tauA//yagF//hybO//ttdA//rutA//nrdD//ulaC//eco//rluB//putA//preA//miaA//ychF//folC//yeiE//relE//agp//fkpA//yehC//afuC//gutQ//yphF//mtfA//dnaG//csgB//yejA//hyaA//pstS//bipA//plsB//hemL//rhmD//ybiX//recB//menD//rcdA//yqeG//ybdM//yefM//nrfA//yjhB//yaaJ//sanA//ribA//paaH//norV//mdtA//dfp//pckA//dicB//mazF//cbl//melR//hldE//ybiX//yieH//solA//ltaE//cueO//bioD1//nrdF//rsmA//djlC//ada//wzyE//yifB//polA//yciG//yqjH//yfcA//hisQ//zinT//potC//hprR//zapA//cbrA//ldtD//ttdB//rbsB//map//xapB//argT//cysB//icd//ygfX//yhfS//shoB//rsfS//fes//tabA//mntR//paaX//prkB//rhaT//upp//gsiB//rpsN//yeeL//pykF//gnd//ltaE//bglH//ebgA//btuE//ybhR//phoA//dcp//alkA//pnp//dacA//ccmE//udp//araE//yehU//sfmH//rsmG//icd//glyS//yqjI//atpG//fruA//afuC//flgB//exbD//cobB//mdtL//yehA//caiE//hprS//rplM//mltD//yjfP//hokE//thiI//tolB//intZ//fadD//actP//bamB//sbcD//truD//arsB//ldcC//chbB//bcsA//bepA//gltX//dusB//sdaC//sfmH//degQ//insI1//putA//livG//yedA//moaC//acpH//rfaC//yhdJ//ybjI//rplW//ppsR//aceA//fucA//dcyD//yjhC//garR//hemB//dapA//dgkA//ptsH//yeeL//gor//ybdR//mlaD//appY//dgkA//phr//ybeQ//asnC//ycdY//aspA//recE//pal//potI//entF//rpmJ//ycaO//xanQ//ibsE//topA//dcuB//recA//uxaC//ygcW//ispF//ushA//ebgR//dbpA//ygdG//tusE//hemF//gpsA//ubiC//dgoD//prmB//pdxY//sgrT//clsA//yihX//yahD//glnS//phnJ//pyrC//glnH//nfo//cbrA//ada//bioF//ygfZ//ydiP//fadH//ulaG//yghU//ykgM//dgcM//nagE//accC//rseC//ccmD//hofP//ispA//dnaT//metQ//hemA//tmcA//phnL//prpD//der//ubiD//phnC//selD//livM//argC//cysH//yjaZ//uvrD//nlpD//garL//nudB//yfaV//dbpA//higB//rep//yihS//pyrE//atpF//galP//puuD//nlpA//lsrC//mlc//thiG//eutN//ompC//cysB//dcm//frwC//yqiG//tatB//lpxP//sfsB//yfcQ//ugpC//norV//nlpE//bglJ//recC//dppD//ilvE//cmoA//ybiH//fepE//cysC//clsB//tusD//zapE//yggF//rodZ//dsbD//sdiA//araD//mtlA//fepA//valS//waaJ//frlC//obgE//mdtJ//ilvD//yqgB//eptA//yjjQ//ygcW//ttdT//ddpX//dnaB//deoB//yfaV//rpnD//nuoL//ulaD//araG//iclR//higB//baeR//gatY//galM//uspF//tpiA//metC//ycdY//acpH//yjiQ//gloB//gadX//entE//pabC//envZ//luxS//yfgJ//rraB//kefB//marR//bcsQ//guaD//cusF//glnD//proV//yeeL//motA//dhaR//glsA//pspF//waaP//yfiC//yrfG//ynjA//dhaM//aaeR//hycH//wzzB//livF//ung//gyrB//cbeA//lacI//rpoH//ftnA//yjbG//cusB//flgC//chpS//thiG//prpC//ftnA//elfC//eutR//norW//crr//lptA//yjcE//epd//msbA//nrdD//cpxR//rhmR//hxpB//ydfK//sbmA//agaS//polB//lpcA//ygiS//yihR//slyD//dadA//nanC//ybiV//gatB//gshB//holC//cydC//chpB//nadD//mdtN//lsrA//degP//uspB//rhoL//csgA//dsdC//yhdX//bolA//hmp//rlmM//tyrA//ltaE//hlyE//murF//lasT//garP//ybdG//znuB//kefB//sugE//fliG//pdxY//rpsQ//leuE//bglJ//yfcR//hmp//pheS//sfmH//nadD//sbcB//metR//malZ//treC//nlpD//kgtP//truC//pgsA//napF//dcuA//mocA//fucP//etp//suhB//yihO//dicC//pheM//yhjB//ogt//bamB//ybdN//uxaA//ynfF//entB//ybdH//kbaY//yccA//idnD//phoB//yfbS//ddpA//cycA//ompL//tdk//dicB//ccmC//sucD//tpx//
GO_0051235_3	pdxA//chbF//opgG//
GO_0051238_4	idnO//ybgI//moeB//
GO_0051246_6	rpmJ//yfcV//purR//hprS//glvB//yggT//ispB//proQ//yfeW//ilvN//sthA//yoeE//atpH//mraY//tas//kdgT//wecB//hycA//mscM//cpxR//ycbU//topA//pntB//mppA//narQ//fliG//lldP//fryB//msrP//fumB//hybC//cas2//pgrR//rlmJ//malE//yhcN//katE//flhE//nlpA//bcr//sgcA//mglB//yicJ//rcsD//cas3//glrR//fklB//tnaC//nac//fmt//serA//ybfA//abgT//
GO_0051247_7	fadA//yciE//hypC//polA//rfbC//msrP//yehA//rclA//pyrB//yfbR//metC//
GO_0051248_7	yjeI//osmF//rpsQ//kdpB//tap//yfeX//yphC//rpoS//rcsF//greA//kefF//yqaE//yafC//rpsR//nemR//hisB//modB//tdcC//araB//ynaI//fdoH//nagA//rsmB//dpiB//flgH//pabA//solA//serB//yfiF//phnN//ybhG//
GO_0051252_6	fabA//casB//atpG//ligB//yjiQ//rsmG//zraR//rsmH//gor//amiC//rplP//trmD//cobC//moaB//rfbC//rpsK//pyrD//menH//topB//opgD//puuC//dkgB//rplJ//rnlB//hicB//marR//tusA//cueO//rplM//umpH//gpt//dcuR//fdnG//ybaL//glnA//rcsB//glcA//pspA//rlmM//cspG//arcC//mak//ycbU//kduI//fkpB//yfcU//opgH//rbn//symE//opgG//ispU//lsrG//gpsA//hokB//atoC//fdrA//fadE//panB//ycbX//slyD//argP//moeA//recD//wza//folP//folE//cnu//mdtD//mntS//potG//zapA//zupT//hdhA//lapA//ydcM//dcuD//tnaC//speG//zraS//rzoD//purT//glpT//ltaE//mltD//menB//ybiT//lacY//cobT//yfcS//treC//yidL//yigL//yggE//otsA//torR//dcd//pheS//sfmD//yqaB//ybgI//sixA//lgoD//wecE//metK//rpsG//pspG//gpmM//rpoS//ribA//fhuD//yegD//ybfA//rihA//aidB//exoX//rdgB//ybdG//leuS//hchA//flgA//emrY//narY//ycfL//ydcZ//feoB//folC//mdtN//gntP//rlmA//menH//sutR//pyrG//yjhI//pspD//nei//rpsH//ydeM//yhcN//otsB//raiA//napB//wza//hisS//yfcU//ykgF//rclR//yiaM//pinE//rssB//lgt//chbC//narI//yhdX//dcuB//cyoC//rnpA//pgk//yidP//ygbM//maa//lolE//fliT//bioF//amtB//yagG//smrA//ugd//acrA//yagU//purR//yehX//mtlR//agp//ybcL//mscM//hypE//infB//hxpB//ybgI//glnA//yhbQ//galE//sdaC//torD//fieF//fre//manY//frwC//yphC//osmE//ydcS//yfiC//pnuC//sfmA//znuC//fadA//secE//prpR//gadB//hokB//modB//efp//rpiR//yjbE//frdD//glsA1//mdtK//sucD//mltC//gmhB//fieF//lpxB//pspC//pck//lsrA//dgoD//yjaZ//rhlB//potH//ribA//livK//ugpB//uxaC//yfjV//sdaB//atoB//umuD//argP//narI//bssS//chpB//rluA//helD//ybcJ//yobF//mhpA//insK//cho//pdeL//lolB//cvrA//lapA//mltC//yddG//hcaD//kdgT//dld//speF//aroH//torS//ynbD//tolQ//nadE//slyD//rbsR//malY//mglB//rimK//srmB//ompN//manY//sanA//ghoS//yadV//yihW//atpF//speA//xanQ//mrcA//hxpA//kduD//tyrA//bglX//ansA//narW//lsrB//mdtN//alr//
GO_0051253_7	ghoS//eptC//hha//mprA//rplB//xanP//trkA//btuD//pmbA//rlmF//dcyD//kdsD//waaU//treR//kdgK//ykfI//menF//rsmE//gcd//phnN//narV//yaaJ//ynfL//pyrB//emrE//gadW//ftsI//clpA//pitB//cpsG//yadK//gatY//hycB//pgi//xerC//miaB//mdh//amtB//ybgQ//ompW//mutH//nrdE//dsbD//dacB//nlpD//sulA//dppF//hdfR//tauB//mliC//rpsN//ygiS//rapA//aes//ypdC//dppC//gatY//fhuD//phnH//rlmA//yiaM//elaB//ygiS//fsr//pheS//gspJ//rbsB//yceO//ycjU//rnc//miaB//ampG//mcbR//ccmC//ybcJ//cobT//lacZ//fumC//lpoA//thrB//ynbB//yfcS//frdC//rlmG//ispA//hofC//adhP//tnaB//elfG//dmsC//waaH//smrA//adhP//gadW//rluF//mutM//ppiC//frvB//rhaA//
GO_0051254_7	yjhP//yihL//mngA//yejA//acrZ//ispB//ruvB//csgE//ycfL//aroH//yphD//higB//apaH//lolE//dacD//frdD//ribE//ilvL//lptG//ibaG//yedX//hycI//pyrD//ydeT//cpxA//kdpA//glcA//pnp//tsf//rfaD//zipA//yagG//ycaO//rplL//ratA//pgpA//cheA//frdD//aspC//nupC//glgX//decR//sufS//yfeO//pflC//btuB//rssA//fabI//rapZ//cyoD//uof//upp//hda//bipA//yjiA//pinR//mrdB//mlaF//rcnR//galK//mdtA//gntK//ykgF//narI//paaC//yhbQ//ilvB//pgpA//yjaZ//dcuD//psuG//galU//pepA//aceK//rluA//
GO_0051258_7	gadC//
GO_0051259_6	ulaB//yfdO//skp//yiaF//yjeH//xisE//abgB//ispH//cdsA//rbsB//eamA//betI//mak//yjaZ//appB//chaA//slt//manZ//eptB//araA//ibsD//cobC//adhP//ybaK//epmB//fdnI//hyfF//yadC//gcd//ycdY//iaaA//metN//malP//tcdA//fliT//yhhT//hisS//uvrD//tsaE//fimB//patD//ghoT//dnaB//sdhD//yahK//cbrC//yifB//narH//trpS//pphB//ansB//
GO_0051260_7	yedP//ygiN//waaY//nuoB//avtA//fsr//yadG//proA//sdhC//ycjP//pgk//acrA//tktA//yqiJ//setA//ybgQ//lolA//mprA//bglA//yphF//ycjW//leuO//degQ//prmA//fdhF//hybC//ugd//narI//cheZ//dpiA//phoU//bamA//rplA//sdhB//acrB//yhbX//nagE//ptsH//curA//ygiV//lgoD//fetB//osmY//ybdR//alr//ubiA//glpA//
GO_0051262_7	ynfL//greA//kdpA//fucO//alpA//ndh//abpB//zraR//aroA//rppH//mmuP//ampE//yjjU//yhcF//rluD//yfdC//nanT//rfaD//bolA//zntA//gcvR//narH//ilvL//aroL//rdgC//cysU//aceF//ispB//envC//rsmE//moaA//yagI//rnt//narQ//ftsA//lgoR//
GO_0051270_5	torS//chbG//gntT//ada//yqiI//glk//pgaA//hybA//rplJ//opgB//ydjJ//galM//arnF//cysG//mpaA//bamB//
GO_0051271_6	sapA//gstB//sbcC//lnt//insH-6//cysH//lrhA//paaX//ccmA//
GO_0051273_7	rpe//arsC//glpT//araG//mdtL//nei//yehA//
GO_0051274_8	yfeD//hybB//ydiB//corA//kduI//rpiB//mdtP//
GO_0051276_5	ybiX//dicC//fumC//sdhD//intA//nhaB//fabR//feaR//menI//ybjG//rihC//ttcA//queC//gcvT//rlmB//galM//bcr//ispA//rnhA//glnK//yobF//aspS//mdtD//umpH//hemN//ptsH//
GO_0051289_8	clpA//rclC//dps//uxuB//holD//yigL//dppA//appB//artI//citC//lptE//ubiB//dctR//hypF//arsC//aroC//flgE//intF//pyrG//hycA//mrr//prpD//iscU//yciH//fadH//yhhY//sbp//corA//pepD//amiC//moeA//ybeF//eutR//rpsN//borD//rph//
GO_0051301_3	ampH//sfmC//yeiL//uxaA//bdcR//flgD//tsaB//cas2//metC//queF//pinE//fimC//fieF//yjhP//yjjV//abpA//sspA//amiC//mdtO//rffC//ypdA//rhaA//atpG//fimG//pdxA//yejE//nrfC//yeaK//cpsB//sapC//fepA//mnmG//ldtE//ynaE//srlA//yahB//
GO_0051302_5	rhaR//gfcE//hypE//waaO//paaA//ycfH//avtA//trmO//tsaB//fdx//pnp//ispG//fimH//yhhZ//
GO_0051304_4	fpr//
GO_0051336_5	rplD//secF//rraA//pepT//uspE//yfbS//recB//yihX//paaH//cspG//nrfG//yqgB//yraJ//pflB//yfdG//rutG//gpr//mcrB//adiC//purB//tusC//ybdR//mtfA//tyrB//yahI//
GO_0051338_5	ilvB//msrQ//relA//pepT//
GO_0051339_5	betA//
GO_0051341_5	cra//feaB//
GO_0051345_6	fepG//yqhD//yaaA//potC//dxs//aas//fbaA//lpxH//
GO_0051346_6	perR//grpE//yegT//dinI//hybE//eamB//waaB//gyrB//torA//alaE//sfmC//
GO_0051347_6	bfr//nikR//
GO_0051349_6	rplB//
GO_0051353_6	lpxC//dgcE//
GO_0051391_8	yqiG//
GO_0051409_4	ilvD//elfG//
GO_0051410_3	yehB//
GO_0051452_10	nrdD//
GO_0051453_9	potA//ykgA//artM//lacY//yfcR//ogrK//yifB//selD//
GO_0051454_10	guaC//valS//dgkA//yjhC//crr//
GO_0051476_7	nlpD//
GO_0051484_7	btuF//
GO_0051493_7	nuoB//
GO_0051495_8	icd//
GO_0051595_6	ygfX//mdtL//cmtA//clcA//atpH//
GO_0051596_6	ygeX//hpt//nupG//ubiG//yhjV//murA//idnO//ibpB//ybaK//cadB//pgi//yafN//napC//rplQ//plsC//rhaS//kdpF//waaO//dgkA//mdh//rplI//csgF//hisB//rlmF//yggX//nhaB//gltI//cheY//
GO_0051599_4	ubiB//
GO_0051603_6	pbpG//cydA//rnhA//bamA//deaD//tusD//
GO_0051604_5	cdaR//pheT//dinI//lapB//dppB//ynbB//yhjX//mtn//rluE//fkpA//yeaK//yqjH//higA//thiL//hipA//rhaT//accA//accB//ygcO//yihR//setC//ybhA//gcvP//rhsD//modB//rhsD//tolR//pliG//ppsA//yqjH//rhlE//ynhG//cvrA//ispF//paaJ//arnT//gppA//ushA//gatZ//cytR//
GO_0051606_3	yfeX//lnt//
GO_0051607_4	hyfC//dnaN//rplB//hdeA//mlaC//glgX//wcaB//agaI//xylF//yijO//
GO_0051641_3	scpB//zur//glpC//ascG//proW//lolD//puuP//ldtB//arcC//gatZ//hrsA//rpiB//cysQ//mdaB//yidE//tldD//casA//xylB//pyrB//lpxM//ubiX//aaeB//atoB//
GO_0051649_4	rbsR//argA//lpxC//thiM//ppc//gltD//putP//uidR//yigB//msrB//hisB//lpxC//ynaI//
GO_0051651_3	ynfE//artQ//dgoA//
GO_0051668_4	feoB//
GO_0051691_5	citE//rpmG//
GO_0051692_6	yadC//ygfX//
GO_0051701_4	ybaL//ugpB//rutR//insE-1//mscK//rbsR//yhaM//cysN//bglJ//bioD//yjhB//yiaN//sbcB//creC//rpsD//cfa//
GO_0051703_3	dmlA//treA//galM//yjfF//hisI//prpD//blc//ydjM//
GO_0051707_3	purF//dhaK//basR//lrp//adeD//tktB//creB//mscL//hsdM//yehP//thiE//rluB//glcA//phnI//
GO_0051715_4	yahN//
