#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rnt//cysZ//ariR//nrdG//
GO_0090066_4	ynaE//ygfA//aidB//udp//tktA//
GO_0090068_7	phoR//
GO_0090069_5	yeaK//frvA//metN//
GO_0090071_6	artM//yeiE//ypdB//
GO_0090087_6	yghB//leuE//avtA//
GO_0090116_7	leuA//
GO_0090143_4	rlmM//
GO_0090150_5	purN//yhjA//coaD//norR//srkA//aer//mdfA//cysA//rplY//mutM//paaD//pgpA//
GO_0090304_5	yidQ//ubiB//gor//srlR//gltB//garP//dppD//cutC//yrfG//rnd//kgtP//sgcX//lsrR//uvrA//hcaE//gapA//rpsT//ompR//yfjV//xylA//astC//yifB//puuR//orn//yieL//zntA//ghrB//wecB//ubiC//rbsD//era//adk//gspJ//pcnB//acpT//mntP//codA//idnD//rffH//mreD//murQ//folM//yehB//potE//yidH//aes//dctR//deoR//hsrA//yehW//gstB//caiE//hlyE//gntP//accA//tesB//yiaM//udk//hsrA//bamD//puuB//dnaT//ade//rpsS//ibsC//hycH//kdpE//baeS//proC//yafS//afuB//malQ//fucA//envC//atpF//kdpA//yfgI//gatB//hybO//nanT//lrhA//paaB//lldR//rrrQ//artJ//yebK//sfmD//bdm//ybeQ//potG//rdgB//modB//dcd//fepC//yceO//coaA//ynfL//uvrY//flgM//rfaH//hrpA//rutB//mglC//yhjC//ydeI//bioB//trmA//sdhC//barA//mutY//actP//yehW//mltA//lyxK//ypdC//mrdA//aaeR//ycfH//lgoD//rpmA//dppC//hyfA//dapF//coaA//creB//fruK//sdaB//atpA//nadE//narH//livF//pinE//nlpI//tamB//xanP//modB//ybdH//ndh//norW//gpmM//ygcW//uspC//recD//gmk//feaR//asnC//chbC//rppH//rlmC//bcsA//napC//uvrB//sspA//galS//phnP//rpnD//rclA//ddlA//malY//afuC//tufA//fumB//psd//caiF//hchA//ilvM//casA//ydcS//yihT//yijE//zapC//yidK//cpxP//pheM//yidE//fixC//elaA//galE//yccS//dpiA//yhjA//etk//sfmF//yhbS//ibaG//grpE//ftp//eutR//yphB//yjjW//pinQ//cmk//elyC//ykfM//ubiA//ssuA//tus//rluD//trpGD//argS//ydiR//dpiB//atpC//potC//glgA//ptsN//acrD//wzyE//dbpA//yojI//cysH//gmk//arcC//sfsB//cpoB//pdeD//flgE//cdsA//atoB//sdhC//ybdR//dgcF//otsB//ileS//slyD//lhr//rpnD//insK//yddL//ygdG//msrB//ynbB//alaC//gor//agaI//paaZ//citG//msrC//rimI//rph//rrrD//idnK//ygeR//dld//cmtB//ftsB//yihI//orn//rhaM//nhaA//dcuA//torY//cusB//dmlR//rhtC//hslR//yihU//galR//wzc//hha//rpnB//amtB//rodZ//mntH//blc//patZ//ascG//asnS//rihB//rarD//groL//pitA//tsaB//csgF//selU//sucB//nadK//yigL//entC//uvrY//garD//ytfT//rnpA//glvB//dsbG//pstS//degS//carA//tus//ftsY//hdeD//ymgA//gudD//motA//yfeX//araC//rplI//creB//cydC//yhfS//argD//mlaB//treB//manZ//ispH//pgaB//pal//gntR//yqaB//pdxH//csgE//modA//sodA//tldD//mdtF//yjtD//hrsA//ymdB//ybiJ//uhpA//crp//fes//nhaR//casA//tyrB//ulaB//hofN//frmA//nusG//miaA//dicB//ybiS//amiD//glcC//trpS//sugE//ftsN//murC//chbG//oxc//dtpA//higA//yidC//yjiA//ydcR//yjaZ//glmU//yehB//sulA//secA//mtlR//fepD//yeaG//narP//dicC//yphF//fbp//map//yggW//oxyR//tisB//metB//accC//tisB//ynfE//ompT//der//flgK//nupX//rpe//tehA//tdcD//yagG//yjbE//ydeE//acnB//dhaK//rfbX//glpG//ahr//cstA//sbmA//csgD//yfhH//fepD//yghB//pth//rfe//hisA//glk//uvrB//secF//blr//yehZ//plsC//nanK//cdd//frwD//hisA//aas//elaA//proB//yehD//yahI//yadM//sufD//ybiX//emrY//sfmA//csgG//dcp//trpC//glgP//tktA//tonB//metE//gapC//ybcL//ydjJ//hybO//cspI//hisQ//fhuD//cbtA//cvrA//iscS//yihP//cmtA//mdlA//clpB//trmA//yiaJ//queG//ybjN//pdxJ//moaE//pyrC//yjhB//rlmD//mdoD//tap//glxK//mipA//ptsH//uspF//
GO_0090305_6	yfiF//mtlR//napF//nupG//mobA//lpxP//pphA//waaU//tqsA//dsbC//fimG//proC//yhjA//flgC//nudG//ttdB//insH-6//folE//yjfP//fliM//agaS//eptC//frvR//alsK//rplB//yeeL//yeiG//gabT//pheA//tktB//yafN//phoB//crcB//tatC//agaS//bioA//wbbK//yghB//caiF//ansB//ampG//oppB//zraR//malZ//hybD//dicB//kdpF//rclC//yhgH//mipA//degQ//setC//ndk//rutC//fcl//holA//ubiF//rimK//leuA//trmI//sufD//ubiJ//ulaG//yfaE//proB//waaQ//ruvC//fimF//ydiF//ymdB//fadK//dinG//priC//fixA//ydcI//yphB//hcp//oppD//mtnN//nadD//mqsA//
GO_0090313_8	dicB//gltL//
GO_0090329_8	sutR//nudC//zwf//araG//ftsX//moaA//potI//
GO_0090347_6	ygfZ//
GO_0090352_6	yhjD//
GO_0090357_7	fdoI//ftsQ//
GO_0090358_8	yidQ//
GO_0090407_5	arcC//map//basS//waaH//intF//nuoL//dgoR//dmsB//fdhF//ygdG//norV//ridA//mhpR//lpxK//cobC//ynbB//gcvT//dgcT//lpp//frvR//higB//gatC//yjhP//narL//tisB//helD//proQ//argB//rplB//nuoE//dnaB//rdgC//rpoD//torR//yfbU//ompC//patZ//glcB//hinT//ybiV//gfcE//rusA//mutY//purC//kdpB//yiiD//infC//eptA//soxS//gabP//thiE//rrrD//yfdS//pldB//nagA//menE//argK//argP//qseC//edd//garR//aqpZ//cysS//evgA//clsA//mutM//ybhD//frmA//rpsK//phoP//malF//curA//hypC//yhjD//chbF//eco//yneJ//blr//pncB//rlmM//yjcO//glpC//pdxK//mdtM//insH-5//ompT//kdgR//yhaC//iscA//sapB//feoA//ydaV//lgt//uspG//mgtA//yahK//lpoA//yhdX//zapA//yciH//plsX//nrdE//pspG//yphF//ydgA//acpH//bolA//ybaL//wzyE//sapD//mlaB//pdeK//sodC//rplI//rimK//yagU//yggW//serC//hprR//ypdF//cnu//araF//osmC//puuP//lpxT//metK//tbpA//bglX//yfaU//tsaD//yagI//
GO_0090487_4	hisS//
GO_0090501_7	ddlA//alkB//yjcO//nagC//yjjI//stpA//endA//raiA//hldE//yhcH//ppx//yajQ//hns//yejE//nrdH//mipA//bcsA//eco//mcrB//srmB//crl//glcD//torI//cysU//tehA//yidC//dppD//ccmA//rclB//thiM//recX//puuC//
GO_0090502_8	iap//cas2//appY//pitA//cspE//rna//hemA//sbcD//ldtA//ygeA//appA//lpxK//ybbY//hyfA//insI3//pgaB//rfaD//cyoD//lapB//argA//glsB//
GO_0090503_8	rarD//glcD//ygjK//infB//mlaB//rpe//nudC//psuT//
GO_0090529_5	hyaC//dnaB//insB-2//yieF//yfcS//ydcO//
GO_0090540_10	ldtD//envZ//bipA//
GO_0090549_5	hdfR//bdcA//
GO_0090605_5	mog//insH-5//argF//proA//speB//mcbA//mmuP//edd//deoA//
GO_0090609_6	hxpA//murR//glnB//araD//comR//lasT//yqiI//ytfP//speE//
GO_0090662_6	carA//
GO_0097035_4	lptB//tauB//
GO_0097056_7	ygeX//
GO_0097164_4	yhbS//sutR//envZ//ybjX//fumC//ebgR//mtgA//sdaA//intE//cysZ//fklB//ybeY//accC//mglC//msrQ//dusB//gyrA//fliT//thrC//proB//rimO//lpxC//ptsN//sufE//dxr//yihT//
GO_0097237_5	cbrC//puuD//dtpC//rplQ//nikC//mdlB//proA//tamA//speF//rhaD//
GO_0097264_6	nuoM//
GO_0097286_10	yebG//
GO_0097292_8	dnaB//
GO_0097293_9	argR//
GO_0097304_7	kup//
GO_0097305_5	ihfA//rnb//rpmJ//cmoA//leuB//epmA//
GO_0097339_7	nrdG//
GO_0097366_5	intA//fepC//insH-5//
GO_0097428_6	rpmA//hrpA//phnM//phoQ//yhcH//gpp//wecB//
GO_0097435_4	speB//lptG//
GO_0097501_4	yqeA//
GO_0097502_4	rbsA//
GO_0097510_7	gpmA//
GO_0097532_4	chbG//
GO_0097533_5	glsA//
GO_0097577_5	yefM//ispH//hipB//
GO_0097588_5	zapA//murE//glnB//acpS//fdhD//mioC//asnA//fruK//fabH//elaA//tehA//nemA//mngR//prfA//secA//yiaL//dkgB//narK//cadC//feaR//cydB//epmB//panC//ansA//dgcE//rep//ybdG//tmcA//frlB//deaD//glcD//
GO_0097638_8	rsmG//envR//rsfS//accC//
GO_0097659_7	pgk//ttdB//umuD//rffG//patD//rplA//xdhB//cmk//maoP//ydcZ//dusC//hokE//flgJ//cmtB//amyA//rbsK//yedP//fecC//trg//argC//cspG//ybeQ//psuT//yjiY//dcd//cheZ//idnD//helD//yafS//paaZ//yghW//yafS//yhdX//yjiY//yhaV//priC//yggX//surE//fdnI//lapA//emrD//nuoI//purL//appB//tynA//ogrK//pphA//gntP//ppc//lplA//yhfK//bfr//yifB//cobT//cadB//metE//fliS//dsbD//lptG//livM//yidA//rlmJ//arnF//gabD//cbl//ompR//yhaC//accB//ribA//cadA//mtlD//pnuC//rcnA//artQ//feaB//mdoG//guaB//ascF//lsrA//murE//ybhA//fetA//cspC//carA//hybE//hisA//kduI//chpS//yjjU//ubiJ//mnmC//treC//cpdB//menD//aroH//argT//dkgB//miaA//fau//sgcC//hofC//panE//waaL//rluE//topB//nrdG//rcsD//ybjL//phnM//tdcC//ftp//rrrD//hipB//yieE//helD//ecpR//uhpC//insI1//queA//
GO_0098002_8	rhlE//
GO_0098542_4	yafC//sbmA//sgcA//galK//yafQ//valS//fadL//gudD//leuC//yghU//
GO_0098586_5	mdaB//thyA//cysQ//
GO_0098655_7	lysS//rfaQ//hisD//adeQ//nirD//iscX//rplL//lpoB//rodZ//ybjI//yfdG//yiiE//gpp//metK//panF//metI//ulaE//yobA//ydeM//tsaC//garD//wecB//tmk//rimJ//aes//acnA//thiH//dgcZ//xylF//ynfK//mdtP//tdcD//ada//rplF//ychF//baeS//yhjD//ydgA//pgaD//cho//dcuR//glcC//panF//ubiG//mntR//cyoA//pinQ//endA//glgX//ppsA//mcbR//hslR//pabA//yraK//yihX//prlF//arnE//leuC//yehZ//brnQ//ptsG//aaeA//frmB//rutA//ulaF//ybdO//thiG//allB//menE//proC//dtpD//yqiJ//mnaT//dgcQ//ycbB//fau//speE//ychH//secM//mpaA//caiT//cydD//mepH//folC//thrA//yqiG//recC//lldD//frmB//citE//ybgI//yihQ//mrdA//thiM//torY//gcvR//cas1//yjcE//amiB//yfgJ//nupG//uvrY//yfdS//lapA//roxA//hypA//
GO_0098656_7	casD//focA//nikR//ispB//tcyP//nanA//nanS//ydfG//yijO//yjhH//fdnI//miaA//kdpF//nmpC//yobA//rpiR//bcsQ//pck//rdgB//nlpA//purA//birA//gutQ//nupC//pcnB//coaA//pck//priB//idnO//ascF//dppF//insH-5//rpsQ//sapC//elaB//yeaE//btuF//hslO//yidR//gadA//sbp//msbA//yihU//ycdY//patA//rraA//hemE//cspA//allS//bsmA//recJ//glnP//lldP//fliA//cheR//apt//yebG//ibaG//ygeR//rpmA//hyaA//cfa//pldB//coaA//yjfF//yhjC//sgbU//ptsH//yahF//otsA//yhcH//ypdA//pepQ//sdiA//lldR//mioC//lplA//tdcA//slyA//sppA//zapB//cytR//yccA//chiP//murR//mprA//groL//dacB//tsaD//bdcA//trpA//rdgB//srmB//arnD//rplE//gcvH//efeO//
GO_0098657_5	lldD//prpB//lrp//ulaE//ghoT//gadC//citG//npr//ycjD//ompL//qseC//hldE//uvrB//yecS//yneL//hdhA//yjiA//glrK//eutB//pal//
GO_0098659_8	yadM//cysH//
GO_0098660_7	rhtB//adiY//glpX//proC//osmF//rsmI//ppiC//nrdH//ibsC//djlC//xseB//cobB//ffh//recO//gatY//dpiB//uidR//rep//flhD//allR//ortT//ybjC//ykgM//deaD//rpmF//csgE//csgE//lasT//mtfA//dacD//menA//narW//katG//sufC//prmA//cbl//waaS//ggt//waaB//mdtC//panE//rpmJ//mdtE//fliA//adeQ//bioC//hyfF//mioC//sgcR//nuoN//rplI//hchA//ypdI//lolB//gstB//amiD//hcaF//puuD//arsC//malE//clsC//rffM//fadK//mazF//yehB//flgM//fruA//prmB//ybeF//kbaZ//rlmH//lpxL//add//ligA//atpG//flgD//insI4//
GO_0098661_8	mepM//yhgH//phnL//ung//ulaG//glnP//rhtA//acrE//fre//proP//feaB//yedX//sfmA//glpB//trmB//sufD//ydjJ//pnp//envZ//
GO_0098662_8	ycjQ//aidB//bglX//trxA//mukB//dapA//bglA//elaB//ihfB//ydbD//casD//yceD//lsrB//gpmA//dhaK//flgE//yccS//appA//hemG//pabA//mug//nuoL//entC//kdpB//ruvA//gcvH//lpoA//lolE//gpp//fruA//cspI//dnaQ//speD//uraA//msrB//tnaA//gcvR//fepG//casD//ariR//treC//tmcA//yjhH//entF//lpxT//csiR//ybaQ//mnmG//yoeB//waaU//rzpD//ppx//citG//deoR//ybjL//pbpC//lpxM//fadM//fhuD//tilS//hslV//
GO_0098670_7	rpsK//
GO_0098704_7	aslB//yidC//thiD//ydjE//
GO_0098707_10	tatA//
GO_0098708_8	yqgB//alsA//fdoH//yiaF//
GO_0098710_7	cobC//ybaE//
GO_0098711_9	ilvM//
GO_0098713_8	thiI//ilvA//epmA//agaA//
GO_0098719_9	rrrD//
GO_0098732_6	lpxP//mnmG//ybgQ//murG//
GO_0098739_6	murR//rnlA//accD//yafE//intE//fdhF//dkgB//dinI//thrS//rffM//mltG//ilvI//yiaJ//focA//pgaD//asnB//acrF//glgB//
GO_0098771_7	malZ//aaeR//ybdH//abgT//yidP//ftsQ//yqjA//dacA//rnc//ydjK//dps//ssuC//paaJ//yabI//xisR//bcp//pntB//dpiA//waaF//rhaA//deoD//dicC//intF//cysA//kefG//acpS//dppB//rayT//yqcC//thiG//ldtA//allR//gltX//cpsG//wzc//lpxH//
GO_0098776_7	glpA//cobT//ygfI//torY//ttdR//
GO_0098795_9	hisI//
GO_0098869_4	metC//gnd//mhpD//garK//glgX//sgrT//mgrB//bioB//ybeY//pgpB//feaR//murR//grcA//nhaR//yieH//dtd//rluA//pyrE//ispB//clpP//adiY//ygfI//
GO_0099046_5	lnt//yehW//
GO_0099116_10	fimI//
GO_0099131_7	pgpA//
GO_0099132_7	entE//pth//yqaE//gadX//ybiA//feaB//oppD//nikR//hyaD//csgD//bioC//pmbA//lsrD//cdsA//ptsH//ibpA//garL//gpsA//ltaE//ybhG//yoaA//ackA//tmk//
GO_0099133_8	glvB//barA//dld//fur//yjhB//chbC//nuoI//yjcS//dnaX//lspA//lnt//dinD//trmH//mdtP//gldA//tldD//rfaF//umuC//serA//ccmD//
GO_0099587_7	ygcO//xisR//
GO_0101030_8	tmk//
GO_0104004_4	tolA//yjiA//trpB//tdcE//rluD//yjeH//fucO//sbcC//yggP//nfo//uup//bcr//fixA//bioC//ttdA//ynfK//intE//ydjL//yfjV//rplA//lipB//mioC//mlaE//ung//
GO_0110017_7	pckA//
GO_0110095_4	ulaD//dppA//
GO_0140115_6	mscM//panD//cydC//yqgB//hiuH//
GO_1900190_5	aslB//tgt//uidC//ybjX//hyfR//hipB//xisE//clsB//adeD//patD//yjjV//ydeE//yjhI//
GO_1900191_6	dcyD//cydD//cysP//tdcR//
GO_1900192_6	yidZ//cadA//
GO_1900231_6	cspC//mutT//yiaU//pbpC//yidL//
GO_1900232_7	fryB//nikA//yciT//
GO_1900233_7	paaA//
GO_1900371_8	narP//
GO_1900372_9	phnM//
GO_1900376_6	rpsB//lpxP//pyrF//
GO_1900377_7	kdsA//
GO_1900378_7	proW//
GO_1900542_7	fabG//
GO_1900543_8	tatC//
GO_1900704_7	lamB//
GO_1900705_8	dam//
GO_1900725_7	dsdC//
GO_1900727_8	gltB//
GO_1900749_6	uhpC//
GO_1900751_9	degQ//
GO_1900866_6	kdsA//
GO_1901068_8	yggN//fadE//aroC//yjiQ//yahF//sfsA//lexA//oppA//uspG//yohC//ynfF//
GO_1901069_9	nfo//
GO_1901070_9	glnD//yehW//htpG//allC//
GO_1901071_6	tatD//frmR//selB//prfA//flgH//
GO_1901072_7	yfdK//mltA//frdD//cspE//
GO_1901135_4	lysR//setA//ybiO//fumB//cbrA//speD//osmY//ydjJ//rpsQ//cysG//pnp//narX//bamC//lpxC//livG//tnaC//ghxP//ansB//ybfA//fhuD//chaA//glmU//hycB//bisC//acnA//idnD//hisH//ydiO//chbG//ileS//tatA//rutF//casE//hrsA//yfgJ//tdcG//tqsA//hxpA//pfkA//narY//dgoT//glnD//ebgA//exuT//rng//azoR//ybaL//cydC//mepA//bglA//yhbO//speD//fic//yjjX//hcaT//ompL//tufB//hyfC//prs//cmoA//treA//yhcD//tcdA//murQ//rclA//amiA//fryA//yccX//yihP//arnA//eno//rluD//yejE//dgoT//yedP//yfiC//dfp//dadA//hemF//csdE//idnK//yhdZ//tolA//folA//rmuC//tqsA//ccmG//fdrA//hcaC//rpsA//asnA//tpiA//mhpA//csgF//rdgB//yojI//yhcD//relA//prpB//hprS//gntP//blc//flgC//ydbD//yajL//sbcB//pflC//casD//fdrA//fadL//dgcM//phnH//murC//glrK//sgbH//cysG//malQ//psuG//clpB//glyA//tbpA//ulaC//aceK//rfaQ//dtd//xylE//ybcM//dicC//yjiX//kdpD//rpsD//bglH//mngA//sbcB//sdhE//glgA//yeeA//ybjN//priC//tusB//ybaQ//pcnB//frdB//rpoE//bdcR//yciG//rlmN//glnP//kduI//trpC//holB//rfaB//dfp//gltK//dmlR//hxpB//nlpI//manZ//tyrS//yadK//lhr//yqhD//pdxB//holB//rpiR//wcaB//leuE//rutF//pinR//btuE//kduD//lgt//hsdR//torD//alaC//trmB//ltaE//mglA//sfmH//mreD//dnaX//pgpB//ftsI//ynbD//pdeR//murI//ypdA//holC//caiB//nlpA//msrP//ybiX//yaaU//yfjV//coaE//evgS//adiA//sdaA//lpxB//katE//rpsI//asnS//mdtO//elfA//macB//mdoD//iscU//insK//dapD//map//narH//yciV//fecC//rpsM//cysE//uacT//torZ//scpC//sad//yeaD//dsbA//idnT//sucB//ibsC//dcuS//lysA//ruvC//evgA//pyrC//cdh//uof//sgcE//insI-2//rhoL//idnO//yobA//rfaG//ytfT//sfmH//frdB//ssuD//ppc//speC//appC//dkgB//rpmB//tolQ//sthA//cdaR//yggN//cspD//araE//rimO//ftnB//fdrA//truD//yneE//yedP//ydjJ//yfcF//norW//spoT//tdcA//pheT//mipA//cca//topB//rhsD//
GO_1901136_5	tar//pykF//potH//torY//tpiA//ydeE//mdtL//lptA//gfcE//yehZ//sapD//dicC//codB//cpoB//yafO//yeiE//rsmD//mtnN//tar//rplK//ptsH//pfkB//tqsA//lplA//malP//mtgA//mcrA//bamD//uxaA//wza//gutQ//ibsD//ymfA//ynfE//selB//rrrQ//ydjH//fre//aceK//ypdF//hycA//manX//yhhZ//yqeA//yciF//oppD//intQ//paaA//yccS//frdB//livH//ispU//
GO_1901137_5	mglB//mtnN//rsmB//menC//bglA//adeD//gcvR//otsB//sgrR//agaV//ampG//insE-1//gnd//paaD//ldhA//argC//ghoT//rnb//modC//yfeD//thiP//rfaG//gcl//cydC//mreC//frwD//ycbU//oppC//rlmH//katE//dnaG//comR//ybiA//yjaA//acrD//sugE//purL//asnB//seqA//pinQ//yjjI//deoD//yfbR//cedA//yciA//barA//mdtL//pnp//skp//yehU//mcbR//ydjK//argI//rnc//metN//intS//hemD//kdsD//ubiD//yehU//deoA//yiaA//fucO//sgcR//pal//sgbU//tbpA//asnC//yjjU//recB//secE//gpsA//deoC//cobC//ldrB//bdcR//hcaR//ybeF//mpaA//srlB//serS//amyA//yraR//pheT//pheP//prmC//rcsF//rlmC//murB//dinQ//pykF//hyaA//yagG//ygaH//ygcW//phnG//citT//fic//hyfR//ftp//ralR//dppD//alaS//ygfX//yhbO//pheT//fadD//htpG//maeA//tnaA//dbpA//dppB//fhuF//ispA//udk//yiiD//holB//ytfP//ccmC//rzoD//dedD//yphF//rppH//ghxQ//lptC//hcaR//rplT//pstA//glyA//ulaR//tdcA//yhfS//lsrB//metC//aroK//yehP//gpmA//dnaB//htpG//slmA//dxr//actP//cof//pgk//nlpE//pal//setB//rfaG//cydD//cpoB//fimH//pmbA//agaB//rpmG//frwD//ymfK//yahB//priC//fmt//
GO_1901159_6	zur//atoS//cfa//
GO_1901160_5	artI//bacA//agaD//
GO_1901161_6	xapB//rnt//flhE//
GO_1901260_9	asnC//
GO_1901264_6	yhcN//ubiC//iscA//dapA//iclR//bsmA//thrA//hipA//ubiI//yggF//lldR//yraN//argG//folE//hofO//insI1//yidZ//bglB//ttcA//rne//yciH//yjbB//argT//agaW//yqjA//dfp//casE//ldcC//argK//alsB//thrB//macB//yrbG//puuA//ykfI//chbA//trmI//waaO//adiA//ydcT//crr//ycbV//clcA//phnM//
GO_1901269_5	hofN//rpsS//lpxH//arnB//rhtC//aroC//recJ//lepB//nrdR//rnt//setB//hslO//
GO_1901271_6	rppH//yidQ//glyS//insI-2//azoR//lldD//crfC//waaU//bglB//caiF//pbpG//rffC//
GO_1901275_3	gabD//
GO_1901281_6	ompW//
GO_1901292_6	sfsA//nikR//topAI//dinG//trpL//flgJ//sodA//lamB//frsA//prlF//hyaD//rfbC//lptE//ybhI//xylF//glnB//yfcQ//arsR//rhtB//pabB//yciT//emrD//gltP//purL//ydcT//elyC//rseC//soxS//rbsD//mug//mdtA//yqjA//
GO_1901293_6	yjfP//yqjA//spoT//nlpA//cobS//ptrA//plsB//ygeW//ispH//ilvC//aqpZ//mntP//trpD//yicJ//speG//sdhD//wcaB//fimA//rutD//dpiB//yafQ//cpxR//mnmA//hycA//yedX//waaL//gatA//dtpC//rpoH//sucA//pgaA//sfsA//ahr//mtfA//xdhB//rseC//yihO//ydfH//srlR//tatD//appC//exuT//putP//lpxK//yaiW//mutM//rcsC//moaD//codB//modB//iscX//dusC//ruvB//fimF//sdaA//cbtA//chpB//torI//ubiI//cas3//fabR//yihP//ccmF//gabD//ribD//ptsI//ulaB//rcnB//yceO//nagA//mazF//ydeP//srmB//rluF//wcaC//
