#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	symE//yaiV//mlaB//potI//
GO_0071705_5	mnmC//gmhB//bioA//ftsB//yhcN//hemF//yhcD//cynX//mrp//norR//artP//rpsP//fryC//narZ//rraA//fruA//viaA//appA//lexA//ydiQ//ascG//narI//ibsA//hxpB//bcr//yhdJ//malQ//emrY//yedF//sbcD//tdcE//fkpB//dcuD//znuC//ycaO//yjhG//entS//setC//chaA//wecB//atpE//menA//clcB//ycbX//envZ//preT//hcp//aroD//ybjD//ssuE//paaH//fumA//cycA//ybhI//ddpX//yfeO//mreC//rplE//agaS//ydjK//pepB//valS//dapB//proW//waaS//fumC//proS//relE//ybhG//rnlB//glpC//ratA//gntK//ycfS//dinJ//aroC//nemA//wcaC//ytfQ//ygiS//srlE//fdoG//ycjR//dcuB//yheT//hinT//ynfF//ygfX//yobF//yahF//mazG//yhdW//arnT//yfiR//ccmE//allD//yceO//sapA//dcp//asmA//oppA//hyfA//rpsE//yfeD//entC//ugd//mreC//panZ//rsmI//sbcC//ggt//yajD//yiaT//proW//nagC//menC//preA//sgrR//rhlE//gsiA//idi//rhaM//rssB//ilvL//xanP//fabZ//yccX//kch//yhjC//wzb//ppiA//gudD//osmY//ccmG//rcsD//menF//yfeX//acrA//lpxP//cydC//bluF//arfA//hypC//ariR//guaB//yphF//yajQ//kdsA//spoT//nfsB//hprR//fhuD//yjbE//mpaA//mltG//panE//nagE//fdoI//amiA//bcr//yafS//asr//oppB//hsrA//ldcC//argA//ftnA//elfD//yceD//ghoS//aroB//yhcF//rsmA//sgcB//lpoB//insB-4//idnT//tcyL//nfo//upp//napA//caiD//ykgO//ydfK//caiD//purA//betI//insH-5//yfdK//rsmI//tadA//yhaJ//yieK//hicA//gsiC//bglJ//elfA//udk//hybG//rho//dkgB//nagE//fepG//entH//garK//ldcA//ynhF//mgtL//yqaB//rpsE//hyaB//pinE//mnmC//frwD//yjjU//upp//ccmC//rpmG//pyrH//rodZ//flgA//dgcJ//hcaE//xthA//frr//ydiB//umuD//secB//yddM//dhaK//yahF//nrdR//rluB//yhjG//folX//ybiO//
GO_0071709_5	yfcS//ybjD//secD//gltK//hdhA//proW//atpG//ydeM//trpGD//tsaC//
GO_0071731_5	rstB//gstB//dicC//
GO_0071732_6	tldD//
GO_0071769_5	glvB//
GO_0071804_3	cheB//trpGD//ubiF//lptG//dgcT//yagE//abpB//rpsL//tsaC//ftsE//udp//purC//queF//osmE//hxpA//
GO_0071805_4	fdrA//hns//insB-2//rhaR//pinR//gpr//yggW//map//rfaH//pdhR//xanQ//rpnB//insH-6//cheA//degP//
GO_0071806_6	yjbH//radD//gatZ//ygeA//chaA//yaaU//uacT//yehW//phnG//hinT//fliG//ybdH//ybdR//emrD//yiaU//nuoL//yfcG//nikC//yidD//
GO_0071807_8	araC//
GO_0071824_5	betT//
GO_0071826_5	ribF//glyA//narQ//fepA//lipA//hcaT//mscL//mlaC//nagE//emrK//udk//ydfK//fabB//cysH//tdcA//panB//yqcG//recO//fumC//yeeJ//guaC//ascF//ilvH//alr//csgA//yjiR//
GO_0071897_6	sgcR//msbA//yjjQ//hflD//fbp//orn//ymfK//yihV//mngA//lsrC//fruA//cmtB//sbcB//acrF//rfbC//entE//pck//zraS//cdd//cyoC//
GO_0071915_9	glnE//
GO_0071932_8	pstA//
GO_0071934_6	arsC//tdcD//otsB//
GO_0071941_4	menF//alsA//tadA//zapD//agaB//aqpZ//hcaR//sgcA//rpsK//
GO_0071945_7	mtr//
GO_0071951_8	yhbX//
GO_0071963_4	cysZ//
GO_0071973_6	proC//sodA//sgcR//ytfQ//yfaX//tsgA//nadD//metN//dsdX//purD//adiA//fdhF//thiM//yqaE//glcA//argB//rfaG//crl//rluD//ybhI//yfeX//flgI//frvR//kdpB//osmE//ruvA//argE//aer//rplQ//nrdA//lptG//
GO_0071975_4	yfhH//
GO_0071977_5	hemE//
GO_0071978_7	tolA//mntP//hcaR//ygcR//alaA//nirC//ycdX//lrp//yneL//dinI//rlmC//nfsB//frvA//gluQ//
GO_0072321_6	mutY//dgt//
GO_0072322_6	mrdB//
GO_0072323_7	glnP//
GO_0072329_7	soxR//ubiG//tyrB//frr//ycbU//patD//rpmF//hofN//pfkA//sxy//tsx//ybjL//yeaG//miaA//rppH//slmA//ibsC//ygeV//yciH//dnaG//zipA//yafN//allB//nuoF//speC//ptsP//cobB//kduD//oppD//wrbA//dnaB//eptC//ffh//tldD//hemE//ais//nudC//ubiC//cpsG//yohC//rfbB//betI//ybcM//lpxP//xthA//mltG//yjiY//panC//ndk//yihX//yaaA//eutA//cpxP//sulA//cca//yidR//ushA//trpL//rhsD//exuR//ubiJ//ftsQ//sdhA//lysS//ldcA//nadD//glyS//yadN//glpK//metG//dtd//bdm//bipA//endA//serA//luxS//adeQ//pntA//recE//ygiS//arnE//
GO_0072330_7	pdeD//rzoR//glnE//fimZ//yagJ//narP//ykfI//mtgA//yrfG//sanA//rseC//yebC//cbrC//mmuM//pgaC//ompA//yfdS//pgaB//ydaV//xylE//sbp//yjbF//viaA//tdcC//tus//recG//nrdA//opgE//kduI//clcA//frvR//vsr//pepD//ldcC//ppx//pdxH//roxA//ibsB//mmuM//menD//alaA//dsdA//fadK//pcnB//creB//yjbH//hprR//metR//glsA//ccmH//rmf//dtpD//trkA//yheT//ypdF//guaA//thrL//rdgB//
GO_0072337_6	zinT//araC//rffG//crcB//mdtL//hycH//yccA//tdcG//pgm//truB//hicA//yraJ//setB//galR//hyaC//moeA//manA//waaU//osmY//iclR//argT//ispU//sbp//ynbC//mdtK//def//
GO_0072344_7	cdsA//nlpI//yijO//ldtE//
GO_0072348_5	ybhR//norW//cmtB//proA//intS//nrfG//ompA//matP//abgT//cusR//ibsD//lexA//emrK//tilS//rssA//yeaE//fliL//lgoR//uspB//hyaC//arfB//dicA//barA//nfuA//insI-2//csrA//rhaS//paaG//glpG//bamA//nuoF//manY//bioH//adhE//pgl//mutH//csdE//galE//glsA1//yicJ//
GO_0072350_7	ykfI//yehC//cysQ//yeiL//atpH//eutR//ibaG//holA//ybaQ//gpmA//rpsJ//dsbA//nupC//kefF//smrA//nirC//elaA//dgoA//
GO_0072488_7	glnB//trmO//cyoE//mutM//edd//glcC//tatA//
GO_0072490_6	fnr//aroH//
GO_0072491_6	oppF//yfdO//
GO_0072501_7	mgsA//
GO_0072502_7	galS//
GO_0072503_7	trpGD//rpsT//
GO_0072505_8	rpoS//
GO_0072506_8	rssA//
GO_0072507_8	mrdB//lepA//hybC//
GO_0072511_7	trmA//pth//yjjV//yggX//elaD//emrY//manX//ydiR//yieE//waaF//sgcC//qorA//glgB//phoQ//pgpA//ltaE//pabB//
GO_0072512_7	gcl//ompA//rhoL//alr//ompF//panZ//oppF//selA//deoD//tusC//seqA//ychO//
GO_0072521_5	dcuC//yfcQ//def//dnaQ//osmC//pspG//livH//entD//mutS//citT//hofN//livH//ygfZ//pstC//caiE//puuD//adk//pspF//yfdR//ydcR//menA//yggN//chpB//yqhC//cpxP//purD//dcuA//bdcR//ygcW//ydaN//ydcS//ykgA//lpoB//lldP//evgS//rhaR//rsmB//uxuB//rplI//sucA//yhhZ//mraZ//dgcT//bioP//yiaB//mtlA//sugE//sucD//rsmB//ybcC//yehP//yqgB//frdD//phoB//yfiE//gyrA//rpsO//narP//yadI//cysK//mutY//glcC//malI//sufA//hypA//citE//ygaZ//atoC//
GO_0072522_6	rzoR//eptA//yjjG//ypdF//emrB//rclA//waaG//yfdR//fdrA//efeO//katG//fumB//mdaB//tdcA//narY//csgB//tus//arfA//fepC//malZ//dmsC//dsbA//narI//ulaD//yfcV//rseB//cyaY//feoC//marR//aroB//ppsA//nikA//hisF//bglF//kdsA//rluB//lamB//ygeW//gor//hybO//hcaR//dsbD//srmB//
GO_0072523_6	cadB//recQ//proX//ubiE//symE//cyoB//ralR//hdfR//ynjA//ffh//ykfI//malF//
GO_0072524_5	murG//rpnA//hexR//hha//fhuD//leuE//pgpA//tnaA//hemG//rlmN//pgk//greA//msrA//nuoE//agp//srlR//hisA//nac//acnB//hyfA//yjbG//msrC//katE//paaX//ygdG//rsmC//ilvL//frvB//mqsR//corA//envZ//yqhD//ybdR//yfdC//proP//abpA//yhbO//nac//mnmE//rutD//sutR//nfi//satP//priC//ogrK//aroA//holB//
GO_0072525_6	acrB//insA-2//lptA//xylG//garK//iscU//yqjA//uxaB//sad//alsB//glpD//tehA//yihP//epmB//pyrH//ligB//pyrH//grpE//psd//malG//fucI//mhpT//yjbH//umpG//rhtA//slyD//sdhD//cpdB//tsaC//ybcM//apaH//rdgB//bamD//dpiB//tsr//dnaB//yhfK//
GO_0072526_6	dgcE//glyA//
GO_0072527_5	cynX//csgE//argR//gcvT//flgD//torZ//paaB//nhaA//tsaE//glsB//dnaK//ybjL//avtA//murQ//agaB//rplF//fabG//purL//coaD//phnL//sodC//pyrL//uxaA//sbmC//hybE//pth//hyfF//dicB//iaaA//kgtP//yhaM//degS//mdtN//mgtL//pdxJ//rluA//prfA//xseA//hxpB//yiaM//priB//kdsB//aroF//yadI//mdoD//mreD//rlmA//rclA//yneJ//yiiE//cydD//cycA//mdtQ//lptC//hflC//umpH//yecS//
GO_0072528_6	ybiX//bdm//bioP//rsmA//tatB//tap//frwD//adiA//hiuH//caiE//mdtN//ihfB//galF//ydcZ//waaO//ycjQ//mtfA//ykfM//yciE//smpB//ghoS//ais//yhaC//rlmE//yidR//yfaE//yhdX//rsgA//arnF//
GO_0072529_6	amtB//fruA//uidR//fetB//aroH//epd//tusC//dmlR//yaaU//dcuB//lgoR//glnB//acpH//ihfA//yjeH//lpp//xseB//bioA//lolE//yfcU//nuoB//gloC//aroB//
GO_0072530_6	ycfL//dmsB//secB//yebS//
GO_0072531_6	pgm//pcnB//htpX//fadK//spy//truC//
GO_0072581_9	trmB//
GO_0072593_4	pykF//trmB//pyrE//sgrT//ygeA//ybiJ//gpp//tusB//yfiC//
GO_0072594_5	yihX//
GO_0072599_6	kch//
GO_0072657_6	tauC//yqjH//nanC//era//patD//arnE//yjhP//rhaD//frlR//dnaX//rimL//ydcM//ydfH//trpL//rutG//purB//yifB//
GO_0072714_5	gltD//
GO_0075713_7	tyrB//mug//argI//
GO_0080033_5	yobA//queG//
GO_0080090_5	pdeK//yedP//yejE//epd//lpoA//argO//nuoH//dnaT//rffM//xdhB//yebZ//argC//kgtP//galP//yrdA//glgC//ispB//yfbR//fis//yhaO//selB//aroC//nmpC//citT//epmA//livG//hisF//rluA//tolB//tar//msrC//rplC//pgaC//ynaE//tolB//pspA//exbB//yhcN//rhlB//tusC//mdtO//trmA//truD//rplJ//preA//zapA//deoA//kgtP//narY//tolC//rlmM//cysZ//rlmN//ybhP//rfaQ//sdaC//copA//gltB//yoeB//sgcC//wecC//adeQ//minE//yfdG//rcnB//ilvB//pgsA//rdgB//napF//glxR//cheZ//rsmG//relB//polA//yddM//hcaE//sdhD//livG//rsmC//yihO//ybhI//yhjC//rhaR//dicC//umpH//secY//cbrA//groL//tnaC//pgpC//selA//adiA//ppx//yqgB//yejB//dsdA//frdC//ynbB//ybgI//lsrA//preA//tabA//gcd//dapF//xseA//sgcC//ppiD//ubiC//iscU//cytR//uidC//araG//yiiM//mobA//gshA//trpS//nadD//chpB//yejF//tdcD//pinE//pckA//deoC//atoB//ynbC//mgtA//nth//yqiJ//yqgB//csrA//deoA//ispB//focA//yejE//mtnN//recC//ispB//yqiJ//cdd//kdpD//malY//gntK//fepC//yahD//cysW//galP//yedL//cyoB//galM//mmuP//citX//zntA//dsdX//nrdD//msrQ//phoE//zwf//yddG//srmB//metH//yeiL//degQ//yccX//clpX//yiaA//napB//yfjR//dicB//sstT//uup//rnlA//hyfA//eptA//rsmH//fucO//agaW//csgA//pbpG//elbB//ppc//gor//iap//copA//cysC//kefB//rhaB//kdpF//znuB//oxyR//asnS//glrR//purC//yhhY//yohD//accD//yajO//tmcA//ttcA//ygiN//fetA//hns//rluE//galU//cysE//rffG//glyA//yfdO//groS//trmI//yajR//mdtJ//fdoI//hflC//ydeP//araF//gadC//hdhA//queF//cdd//caiB//amiC//sodC//waaU//cbl//ais//topAI//thiE//hcaT//xerD//cbpM//insF-1//kefC//mlaE//hofP//uidC//agaS//ykgF//galP//potI//speD//mhpC//dmlR//eutB//oppF//holA//moaA//rsmB//uhpT//mngR//tolQ//tsx//hyi//mak//fetB//tauC//citG//rplQ//asr//uvrC//fucO//rph//aroK//yddM//mdtC//ybhP//tyrR//fimI//insH-6//uhpB//pgpA//sgcA//ypdI//yjgX//trg//mscS//hprS//frwD//pyrL//hflD//uhpT//prpD//bolA//argK//acrF//erfK//citG//rihB//insI4//purR//mdtM//pspC//rpsS//recF//yoaB//rnhB//ybiT//aroB//rhaA//rlmA//ung//yeeJ//yjfP//phnP//lysR//folE//rimP//cysW//lpd//atpF//yijE//era//tolQ//birA//gshB//elfD//torS//tktB//ynfL//folD//fmt//waaL//nanS//yihL//ung//surA//yajQ//hemF//rfaD//ygcW//flgE//yajO//kefC//pbpC//tqsA//rpsN//glcE//napD//ygeX//rplB//lolE//lasT//ygbM//elbB//fdhE//ubiG//
GO_0080111_4	tdcF//wzzE//
GO_0080134_5	pstC//
GO_0089705_7	cspE//amyA//
GO_0089709_7	cra//sucC//
GO_0089718_7	rssA//mltC//norR//mdoD//modB//queC//lysS//yfaV//kdpB//glpK//
GO_0090066_4	betA//fes//pheA//fdoG//mdtP//
GO_0090068_7	bcp//
GO_0090069_5	nac//dnaB//cyoE//
GO_0090071_6	mdaB//yigL//dgcN//
GO_0090087_6	diaA//iap//dppD//
GO_0090116_7	nuoH//
GO_0090143_4	pspC//
GO_0090150_5	entD//hyfR//ynbB//treA//yihW//gloB//recN//pdhR//yhaC//pbpC//mltD//rayT//
GO_0090304_5	ygaZ//rhaR//metH//gatZ//ubiE//yhcF//tmcA//fixC//cyoA//cspD//tusC//cvrA//fabA//ugpC//ulaR//lipB//hofO//hslV//exuT//allD//trpS//hypF//msrA//guaB//xerC//rimJ//yqiI//pdxY//nuoI//yehY//degP//argB//ghxP//wza//pgaD//guaD//ccmE//iscU//yjjW//umuC//wzzB//sdaC//ulaG//hyi//blc//tnaA//ftsA//aroC//nemA//trpB//pepD//surA//ykfM//rarD//rsmC//evgA//wecA//patZ//ybdG//kgtP//yjiQ//caiE//rclA//phnP//queC//hiuH//dmlA//nirD//acrE//bcsA//nagC//yeeL//ygcR//fadJ//paaE//lptB//bdm//ypdF//rclA//ilvH//gshB//dctA//hda//wcaB//rnt//ubiE//clcA//ybhS//slyD//yiiD//ynaE//maa//glcC//cbl//torC//yddA//speG//gcvR//feaB//insF-1//fdhD//sgbH//feaB//pncB//xerC//bglJ//hyaC//ygbL//yciA//nirD//sbmC//alsB//menE//fdoG//glrK//ybiH//galS//fadE//lspA//dnaJ//yebG//tig//speE//araF//insA-1//msrQ//qorA//feoB//alpA//ycaO//ybiH//fimZ//orn//pepN//moaA//yggX//narZ//melR//iaaA//gmhB//zraS//kch//trpGD//mglC//flgK//cpxR//ybdN//menC//frwC//mcrB//yadK//dacC//ybaK//lpoA//creC//frdA//gsiA//flgG//dusC//glnL//torY//yhaM//phoE//yhgH//cheB//zraS//marA//mug//yijO//yadN//nudC//prmC//mrcB//yiaU//bcp//bluR//mepM//chpS//prpC//yqaB//ygcR//pgaB//tdcR//wecA//lpxL//opgD//nhaA//potA//gatB//dnaA//ygbL//cmtA//cmk//dgoK//ybcQ//sgbH//sgcR//yajR//setA//allC//fumA//ubiF//tmk//glpG//yfdC//lacI//rplS//potE//ibpA//ybhJ//ompL//nac//nrdI//atpD//umpH//sfmF//bcsA//trpR//ugpA//ghoT//dxr//yadM//ydfD//leuO//cheA//focB//wcaJ//gadB//pinE//rplS//adeP//ompF//zwf//folX//ubiB//miaA//cptB//secY//basS//phoR//cdh//yfiC//kefB//proB//mprA//acrF//yidH//opgG//dhaK//narY//gatY//clpS//fabA//ghoT//ybcC//treA//fliM//nemA//sdaC//rhlB//betI//helD//chpS//fliD//rnhB//rarA//nagE//gstB//eamB//paaD//yraN//rfaF//dcuA//putP//elyC//yfbV//citE//fabR//bamB//ugpE//yhdW//leuS//nudB//focA//yjiX//sgcE//purU//sgcR//rssB//lplA//tnaA//iaaA//hcaD//cysI//sthA//yihV//mdtK//aldB//yijE//argS//lepB//acrE//ansA//copA//pgaD//hcaD//fliM//tauA//gabD//yaaA//yfgJ//ffh//cyoD//cecR//kbaZ//ycjR//idi//gph//dfp//prpR//yiaN//ybgP//hisB//fhuB//mdfA//queD//alpA//yggT//aroD//mnmE//mntP//rimL//ybiV//uxuR//yjiY//queC//hycI//malF//leuA//rcnA//malF//fruB//ybjC//nadC//thiQ//minC//coaD//wecA//metR//fruA//flgD//putP//malP//mog//rseB//speB//bioF//gnsB//fsr//prpR//pdeK//glnS//abpB//ybcJ//trmA//priB//rimI//gutQ//eamA//yohD//yeeO//sgcE//leuE//mepS//torZ//ypdA//rhaM//hyfA//ftsN//alkA//seqA//baeS//lldR//ydhK//ebgR//mdtC//gpmM//yqiG//yahF//deoC//thrL//glnE//aaeA//fimZ//proC//rppH//yebK//hemC//nrfA//yihO//yraR//hprS//bglJ//lgoD//ydcR//pabB//btuC//galK//mntR//rsmA//rpmJ//dgkA//ygaV//dcuS//metQ//gsiD//tag//yjbF//lspA//truC//copA//yfeR//sgcX//xseB//ivbL//dkgA//yfcG//yhbS//argC//frmA//dfp//metB//gltI//uxaC//atpD//garK//hmp//ftsX//ghxQ//ycjQ//waaY//rhaA//entC//dgcT//hcaE//
GO_0090305_6	rzpR//cspB//hdfR//yajD//nrdB//cspG//gldA//zinT//psd//yjiM//clsA//lptA//phoA//aroE//tmk//putP//ygiW//yiiE//yihQ//bioD//phnG//nikB//pck//purD//ybeF//cof//gyrA//pgaA//eutN//speD//rhlB//hxpA//perR//yggE//serA//cirA//yijE//agaB//galF//nrdD//ypjD//tatA//arnD//ycfL//yidP//nlpA//yqiI//hemC//cho//trpR//artP//efeO//sapA//rnlB//recF//mnmC//nuoF//atpE//serB//sbcD//ugd//cyaA//pgrR//araE//kdpA//yhjV//feoC//yidK//fecB//nrdB//pspA//hcp//bamD//cynT//rbsR//holD//narZ//ppiC//yahD//rutR//rutD//
GO_0090313_8	chpB//rpoD//
GO_0090329_8	pspD//arfA//ynfE//citC//ftnB//xapA//rpoE//
GO_0090347_6	flgJ//
GO_0090352_6	purB//
GO_0090357_7	xisE//metR//
GO_0090358_8	tatE//
GO_0090407_5	yoaB//betT//yaiW//mscS//cstA//rtcR//yhdW//trkG//folM//caiD//yieK//yciA//dsbG//curA//rpsP//insK//yqcC//chbC//uxaA//pphA//ybdH//entD//folX//yehZ//hybE//mtnN//metE//uhpA//asmA//rbsA//ldrD//hcaF//hisD//yhbY//ygiV//yggD//rsmE//cpsB//sixA//sapC//rcsA//abgA//ubiE//gsiB//rsmD//pphA//tcyJ//puuP//asd//clsA//ygiB//pepB//lpxP//ulaR//btuR//glk//rph//phoE//gatC//ogrK//narL//erpA//basS//torD//nrdG//aspA//norV//nupG//rhaT//lldR//rutG//rclA//insI-1//lldD//treF//pstA//yggW//rutF//zntR//macA//citT//csgA//tolC//rplA//flgE//pgsA//kduD//clpP//ebgR//lipB//slyD//holA//selB//zwf//hybO//nagC//yjhG//sfsB//maoP//appC//trpE//hprR//rpe//ileS//creC//patA//umpG//fliS//pnp//gadC//zipA//waaJ//yjbE//nemA//bcsA//mepH//rlmJ//adhP//fucP//yrdA//mtn//mglC//cstA//rph//ydcO//paaK//hemH//fabB//aldA//yafC//rpsM//
GO_0090487_4	napA//
GO_0090501_7	argB//ykgM//metE//metH//atoB//tdcE//tqsA//atpE//iscX//yfhH//priC//ampH//cdgI//clsC//fucI//tatA//sdhD//bglA//envC//csdA//yhaV//zapB//nrfE//thiH//yigL//insE-1//pheP//fliG//glk//arnE//tdcG//ftsH//
GO_0090502_8	lon//hcaC//yhcH//lptB//glgX//srlB//rfaE//elaB//ygbM//appB//uxaA//glpK//eamA//ccmH//queA//trmL//rpsB//ybhR//pdeF//rpsH//pyrB//
GO_0090503_8	casB//mdtE//yeeA//dusC//eutA//hybB//zntR//hpt//
GO_0090529_5	rho//dmsA//ycdY//ridA//mazF//waaH//
GO_0090540_10	casA//yehT//mdlB//
GO_0090549_5	asmA//dnaT//
GO_0090605_5	rusA//deoD//cysH//yahK//recJ//deaD//phnL//gmhB//yceK//
GO_0090609_6	vsr//pta//hrsA//tolB//xanP//ftsE//glmS//tatA//mgrB//
GO_0090662_6	alsC//
GO_0097035_4	narQ//aroK//
GO_0097056_7	dtpD//
GO_0097164_4	ulaE//gshB//ftsH//atpH//casB//ydbD//waaY//ugd//mcbA//relA//yhjX//ldrD//rihA//purL//nuoG//frmB//dctA//flhE//lolC//ubiD//sdhE//flhC//uraA//dcuD//pyrE//yegT//
GO_0097237_5	glsB//yajR//sapF//mscL//atpC//gpsA//allD//sfmC//yqiG//envZ//
GO_0097264_6	rplP//
GO_0097286_10	rpmB//
GO_0097292_8	mdtB//
GO_0097293_9	yafO//
GO_0097304_7	paaF//
GO_0097305_5	trxC//mntP//yraN//gabT//ybjN//yifB//
GO_0097339_7	dinI//
GO_0097366_5	rpnC//ymgC//tamB//
GO_0097428_6	hofC//ebgA//pdeH//trpC//ulaC//hemL//caiT//
GO_0097435_4	trkH//mfd//
GO_0097501_4	glnE//
GO_0097502_4	cmtA//
GO_0097510_7	acrF//
GO_0097532_4	frsA//
GO_0097533_5	tynA//
GO_0097577_5	sugE//yqiG//treA//
GO_0097588_5	glgB//yciK//clpP//yjjI//iscS//tktA//trpD//rplQ//kdpB//yfeX//ilvM//znuC//hfq//murF//potE//malI//moaD//erpA//rlmB//thiE//lplA//bisC//atpE//rpiB//pdxJ//glmM//dacA//dppC//curA//rseB//psd//
GO_0097638_8	malE//dctR//nikR//topA//
GO_0097659_7	yihS//hprR//ppx//rclB//nagE//mdlA//abpB//leuD//malK//ydiB//sspB//cdaR//cpdB//ubiC//gabT//paaE//pliG//queD//rluA//yihP//rplE//hpf//yraH//rpsN//yciT//emrY//lpxK//rof//apaH//yhbY//mlaB//ndh//recQ//phnK//entC//gpsA//dtpA//tesB//pdxH//sapC//ilvB//mtgA//zur//ttdR//yidR//fdoG//glpR//puuB//agaD//efp//dsdC//nuoG//yehY//dxr//tdcR//fryB//murE//bamB//def//yciV//yafQ//rna//yegS//vsr//alsK//rlpA//yfgO//yjjB//ppsR//ttdT//wecE//dtpD//rutD//acrE//gyrB//insA-2//bamD//yacG//flhA//tauB//murR//intE//nrdG//gltK//tufA//tsr//zapB//speA//yfgI//hypB//ortT//gntT//ruvB//hcaD//tsaD//hicA//decR//ybbY//msbA//bhsA//kilR//mlaB//sbcB//rsmA//dsdA//mdtO//hybC//helD//pepB//alsK//lptC//srlR//scpB//yceD//glpD//dicA//yjiM//ynbC//marA//
GO_0098002_8	sstT//
GO_0098542_4	cadB//cadB//glnP//raiA//rlpA//recN//fimH//araF//yraI//emrD//
GO_0098586_5	msbA//oppA//cysN//
GO_0098655_7	caiE//proA//ubiH//ybhJ//rpsG//fliA//glxR//ascB//gdhA//gadX//mtn//yahK//flhA//yhcF//dctR//iap//sdhE//malE//pyrE//solA//suhB//pepA//edd//sgcX//casB//secM//nuoF//dkgA//bioH//murR//rnc//htrE//fabH//opgD//arsR//uvrY//lptC//atpH//ddlA//yqiG//hemL//prlF//phnH//thrA//rof//cueO//kdgT//pgaD//clsA//folD//pgpC//lolC//kefC//sfmA//hisQ//rsuA//mobA//eutB//yfhM//fliZ//narY//araB//ydbK//kbaZ//melA//ppiA//nlpE//ssuB//glpB//yfcQ//nagB//relE//malI//psuG//soxS//yjiX//ymfA//iclR//thiM//tpx//yhfS//holA//thrC//ybhI//rffH//ppsA//dgcE//yadC//argC//puuD//dacB//gppA//ybfE//nikB//barA//umuD//rutA//ilvD//ydcO//djlC//ada//hflD//yobF//yfcG//yhfS//hyfA//
GO_0098656_7	rsmG//trxA//ubiB//mepH//ftsE//cvpA//pspG//hyaD//nuoH//hofP//tatE//nikC//yohC//rimO//aroG//trmJ//mntP//trkA//gstB//ndh//der//trmJ//gspE//alpA//argR//lpxC//glsB//mrcA//sodC//yhbQ//atpF//agaC//lamB//folX//ykgM//rluA//nrfG//yfiC//deoA//ubiA//argF//ygaZ//amiD//kdpE//oxc//yhhZ//lamB//yaiV//kbaZ//bamB//proX//cdgI//ybhP//clsA//dhaM//yjiX//ynbC//yraH//mutM//nadD//yedP//rclC//panB//csgF//secY//mhpT//ugpC//artQ//pstB//citE//sufS//ibsD//yggW//nuoM//lolE//hisH//dnaT//yehB//prmC//gshA//frmA//arsC//ydcM//yihU//cnu//decR//dppF//ynjD//ydeM//pldB//menF//yceK//purL//fruK//ydiR//ydaC//rclC//
GO_0098657_5	mglC//tadA//rlmE//murF//yeeO//dxr//intA//dgcE//rbsK//ulaR//alaE//menA//edd//dacA//yoaB//rsmC//yegS//arnT//gspF//ubiD//
GO_0098659_8	purT//ssb//
GO_0098660_7	galS//appA//holB//dgcZ//rplR//cysB//metE//hofO//nanA//yddG//elbB//gadA//cobU//yqjH//lolE//yihS//ariR//yagE//bioF//malP//mug//carB//intS//yqcG//ybiW//csdA//yfaE//lspA//rhaD//crl//yhhY//tdcE//rnhB//bolA//fabD//yafQ//ldrA//ygiW//paaD//envZ//holA//epd//sbmA//fadM//ftsL//mrr//yihV//paaG//panZ//raiA//uhpT//elfA//gcvA//waaB//osmF//nadC//pyrD//carA//yijO//iscR//mhpT//pgpA//dinB//cysP//pgaB//fimI//yebC//dctA//kdpF//bglJ//glpC//hypE//kdgT//ccmC//trkG//malZ//clpP//
GO_0098661_8	cysE//asnC//hyfF//lptG//gpsA//yijO//napB//ycgB//argT//ulaB//hybD//dmsA//recE//gsiC//tdh//yjcE//kdpB//menC//ampG//
GO_0098662_8	csrA//rbsA//yggT//rhaM//yeaE//araB//pspA//tusB//envR//syd//rplF//dgcJ//shiA//ggt//rhtA//livG//rplR//panD//yjcE//rhaS//bioD//rimI//hmp//minE//rpsI//yihX//acpP//ycjP//proS//sgrT//ldtA//dcuC//speG//arnB//cobU//nhaA//sspB//rng//potH//rsgA//csdE//atpD//deoA//rsmJ//tsx//ybjC//queE//rbsR//fliA//rutR//ycaO//rpsM//lptD//lplA//trpS//fadL//rplB//potI//yggF//lplA//aes//
GO_0098670_7	cirA//
GO_0098704_7	deoB//kup//fdoG//greA//
GO_0098707_10	lysA//
GO_0098708_8	gmhB//mdtJ//moaC//deoR//
GO_0098710_7	iraD//nikD//
GO_0098711_9	osmC//
GO_0098713_8	yhdX//bioH//potC//rpnC//
GO_0098719_9	katE//
GO_0098732_6	ygfI//ampH//nrdR//recO//
GO_0098739_6	casA//ttdR//yjhB//rutR//topAI//sugE//curA//znuB//abpB//norV//fucI//soxR//zur//rhtA//xseB//apt//dcm//sfmH//
GO_0098771_7	mog//yccA//yjiM//mlaD//sdhD//tamA//yehY//ftsH//waaQ//hisP//pheP//iscS//acrF//qseC//pfkA//carB//yehW//yqjA//spy//sgbE//dgcZ//ushA//udp//sdaA//yfaV//bdcA//yadI//rhtA//rna//menI//aqpZ//pspF//fau//leuE//ydeE//ruvB//
GO_0098776_7	sapA//sdaA//kefF//tnaC//yphC//
GO_0098795_9	yejA//
GO_0098869_4	ynfH//ygcW//gmhB//glsB//sufC//yfcV//folP//sdaC//epmB//panC//mreB//sgrT//ybhP//rraB//rfaD//hemL//alsE//sfsB//mlaE//nagZ//yidQ//gcvA//
GO_0099046_5	pyrC//luxS//
GO_0099116_10	dmsC//
