#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ldrA//dgoK//thiD//yjjX//
GO_0071705_5	ynbB//ratA//phnC//mnmA//glnH//cspC//hofP//rmuC//yobA//pepQ//hslR//eutR//ybgP//ompG//yahB//cmoA//amiC//yejF//yfcV//feaR//purA//gyrA//kbaY//aroA//yjeH//rhaM//dsdA//zwf//afuC//viaA//tabA//cusB//fiu//dnaN//osmY//gpmM//gltX//bglF//flhA//ftsH//apt//sanA//ypdC//yidP//ilvI//phoR//sdhC//mhpR//ybaE//yqcC//rluD//dppA//gstA//queF//sixA//hisD//moaA//rpiB//polA//ihfB//sgcE//phoA//fpr//paaA//cspC//mngB//hinT//degQ//cysD//xseB//elaD//hexR//arcB//rof//sthA//hemD//yahB//recO//phoA//fcl//fliK//srlE//fdoG//borD//paaH//asmA//rihA//mgtL//tynA//rpoE//deoD//wbbK//pspC//ynbB//alaC//pyrE//glnQ//eutK//yggW//solA//chaA//yccS//rseP//casC//sppA//kefB//tauD//pinE//gpmM//yibH//arnD//ibsD//ampD//lamB//yeeJ//pdxH//yfbV//ddlB//aas//rbsB//ptsN//fnr//ftnA//xapB//potG//cusB//yfiF//pdeR//nirD//murA//mngB//pinE//hybG//yhjV//rimO//rhtC//mnmE//yeiE//dsdX//rfaB//yfcG//lplA//opgE//rpoH//mazF//lhr//uvrC//fhuF//hiuH//ybbY//speB//bamD//cheB//recE//rpsP//qseC//insF-1//rclR//rpoH//rlpA//rpsO//hslR//folM//yaaY//ttdT//sufE//wecC//gatY//ccmE//cysD//yjaZ//ydcI//dhaK//rpmE//yrfG//yfcP//rclC//xylH//hfq//pgaC//dmlA//proV//sfsB//hemE//arnT//yejF//speC//cheY//oppA//paaB//corA//rsmJ//dppA//dusC//argO//ldtC//frvB//lsrB//ldrA//yahN//yafO//ubiB//rpsJ//dtd//cadA//dapD//paaZ//era//yfhM//lldD//arcB//garK//frmR//rlpA//gabT//fabB//lgoT//cutA//bglX//argB//yaiW//tnaA//purL//gloA//lgoR//udk//alr//clpB//ldtD//radA//sapB//dsbA//rhlE//tsgA//cspI//chbC//
GO_0071709_5	sufD//abgB//speC//yjjX//putP//agaB//topAI//ettA//adhP//yhfS//
GO_0071731_5	flgF//aldA//trkH//
GO_0071732_6	glyS//
GO_0071769_5	rtcR//
GO_0071804_3	rnr//ynaE//ftsI//ndh//adhE//degS//xylE//nudG//sgbU//mglB//ybiA//hyaC//lysA//hcaD//rihA//
GO_0071805_4	pbpC//chbC//yehC//ompW//yggN//insA-1//gcvP//lspA//hemL//lpxL//sseA//murP//purT//queG//gltK//
GO_0071806_6	kefC//miaA//ftsN//clpB//mntR//mdtM//trpE//yjbE//yhgF//ydjH//alaS//cysI//rfbD//rdgC//wrbA//insI4//ubiD//rplF//dgcQ//
GO_0071807_8	deoA//
GO_0071824_5	ilvN//
GO_0071826_5	hcaT//intA//fre//galF//yhbS//ybeY//ymjB//yqiJ//yjiM//dsdC//ybbY//patZ//yieL//ascB//rodZ//lgoD//tdcG//argT//ykgM//glgA//mdlA//fabR//sucA//roxA//cheA//livF//
GO_0071897_6	acrF//ynfL//proW//miaA//xylR//pspF//ais//flgM//nrfA//lacI//purL//csrA//prfC//rapZ//aroP//idnK//melR//xylR//arsB//sucB//
GO_0071915_9	yiaA//
GO_0071932_8	clpP//
GO_0071934_6	mtlR//yfeD//ytfT//
GO_0071941_4	sdhB//selA//mtlD//sgbE//rplF//mdtC//cyoD//ygaH//ampG//
GO_0071945_7	rffC//
GO_0071951_8	mdtE//
GO_0071963_4	gsiA//
GO_0071973_6	yehC//gutM//mhpD//fabZ//wrbA//ribF//arcC//yoaB//insH-5//mutS//yidK//nuoI//leuO//mdtP//maa//fdnH//pal//frvB//ftnB//fabR//mrdA//mtr//cfa//cynX//psd//ghoT//yfaL//dgcT//hha//degP//agaD//
GO_0071975_4	tap//
GO_0071977_5	lsrD//
GO_0071978_7	gntT//thrL//smrA//rseC//hns//rpsP//yggD//ubiF//queA//ydiF//osmF//ahr//livF//ptsH//
GO_0072321_6	malI//yhhZ//
GO_0072322_6	narL//
GO_0072323_7	emrK//
GO_0072329_7	ibpA//ybeQ//astB//sgcB//yhbX//cynT//rcdA//kgtP//mppA//ycjD//ttdT//flhA//rpoE//frr//xerD//yjhC//ccmD//yihX//yhdW//flhC//nikB//pgpA//ymgF//sbmA//ycbB//cas1//arnT//yeaD//tqsA//dnaN//osmC//agp//rodZ//lysS//yidL//yiaT//hypT//hemC//hemA//selU//ompG//recB//yegT//lgt//ybjI//narL//acrD//mnmA//leuB//atpB//dgoT//ulaG//yahO//btuC//glyS//livH//yohC//rhaM//rhmR//infC//bglA//mlaF//rplD//dppC//yghG//bhsA//rlmL//gyrA//adhP//flgB//fixB//rplC//gltB//galS//ftsH//ldtB//uvrY//aroE//frc//trmI//yaiP//
GO_0072330_7	mlc//wcaB//galU//rng//hokB//evgS//diaA//yhcD//psuG//yebC//rplC//uxuR//ftsX//fhuF//oppD//glnH//yjjG//trxC//lolD//relA//puuA//plsC//truC//fis//yfhH//treB//sfsB//waaY//hinT//astC//ralR//cydB//ubiB//lacI//allR//rhsD//chiP//lolC//ybdN//sdhB//murC//ydiV//metF//fdhF//tadA//evgS//sdhD//proS//yodD//rhlB//yhdJ//ygaH//rhtC//ldrB//hinT//sufB//gatB//potC//
GO_0072337_6	eutR//dmlA//gnd//mnaT//argT//cobB//ispH//folA//ybhR//mdaB//holA//ybgP//glgB//copA//ccmG//proQ//topB//msrP//speD//artJ//uvrC//wcaJ//yqeF//nanE//xanQ//casC//
GO_0072344_7	hdeD//phnP//pepN//selB//
GO_0072348_5	rnd//ubiH//tusB//ydcR//lgt//ecpR//tufB//ugpE//yidK//accA//fliM//mnaT//hisP//alr//yciV//intS//yddM//ybdZ//fdhD//focA//iscR//basS//rpmB//pdeD//hemN//allC//gluQ//greB//entA//cspA//gcvR//zinT//katG//ampE//kdsD//fdnH//dnaA//pgrR//yibF//phnJ//
GO_0072350_7	gutM//srlA//rcsB//yabI//priC//lrhA//cbeA//kefB//srmB//yejE//ptsG//panD//ycfL//bepA//clcB//epmC//ydcZ//pstA//
GO_0072488_7	yihO//murI//rbfA//scpC//yphD//ldtE//atpH//
GO_0072490_6	zapD//frwB//
GO_0072491_6	yceO//yihL//
GO_0072501_7	yjbG//
GO_0072502_7	fimF//
GO_0072503_7	ygiW//sufC//
GO_0072505_8	ydjE//
GO_0072506_8	hisM//
GO_0072507_8	atoS//uvrB//macB//
GO_0072511_7	rfaD//rpoD//mog//ydhK//xisR//napA//yfcQ//rfaG//exuR//yjhB//atoS//ahpC//proX//alkA//mlc//mdtQ//frvA//
GO_0072512_7	rarD//gcvR//proP//kbaZ//secM//bluF//uvrC//rsmD//yeeL//ybgP//pepD//frwB//
GO_0072521_5	paaE//ispA//cca//mlaF//trpGD//citX//insB-4//iscR//alsK//rnb//mdtM//eutK//yhaO//artP//yraH//arnD//pepA//ygcR//yhhT//yfbV//argC//mcbR//agaB//rrrD//pbpC//hflK//yhbQ//mtlA//tcdA//galU//nemR//ftp//cheR//rutG//acrZ//matP//uidC//potI//glxK//casA//nimT//hybO//yiiM//flgE//cfa//rrrD//insI-1//gabT//kdpA//maeA//rbsD//rmuC//yidD//rpsB//ilvD//ybiA//cysW//glyA//lpcA//ilvD//nanK//opgB//hscC//tdcA//sapA//ulaG//purN//sapA//
GO_0072522_6	ptsH//yehP//nrfG//ydaC//udk//yahN//casD//gspI//cydB//pstB//frwC//agaI//ynfH//insH-6//emrY//hyaC//ybhF//waaA//ydcT//glnD//cmoA//mlaF//yneJ//yadM//folD//evgS//fhuC//galE//hicB//hupB//ibsD//fnr//leuS//glpG//phnL//yfaL//yfbS//thrB//bcp//cynT//osmE//ybdZ//paaK//
GO_0072523_6	nagK//secB//glpC//cydB//yaaA//ydiF//paaC//yjhG//emrB//msrC//glcB//phnJ//
GO_0072524_5	ygdG//cdh//yihT//araE//nsrR//lpd//rhtB//rcsB//entA//yciT//ttdR//thiI//cysZ//dnaA//mltG//cstA//cirA//mukB//ldhA//yqiH//lapB//rsmE//ompW//hslJ//yjhP//gspJ//yaiW//gntR//insB-2//murC//kefF//lexA//pabA//dsbB//proA//ftp//tdcR//ydhK//yhjA//menB//alsC//pstA//dgoD//srlD//seqA//rlmM//phnP//
GO_0072525_6	cpoB//scpB//arsC//araC//dnaA//lapA//sdhB//lplT//ynhF//nfuA//ptrA//ygcO//arsC//rarA//lysA//ybjG//sgcA//ilvD//ygaV//allR//pfkB//glcE//aroA//ychO//rng//atpE//flgE//recE//ccmD//araD//accD//uacT//lplT//rlmM//hybG//galS//opgE//
GO_0072526_6	lsrD//proA//
GO_0072527_5	ldtD//yahN//yfcR//amiB//insI3//atpA//ydbD//uhpB//yieF//ynbD//fau//clsB//nimR//cysB//ppsA//rpsA//clpS//uup//ppsA//lldD//nrfA//cpdB//fadE//setB//metL//bolA//dapF//folE//wzc//ihfA//polA//fruA//yaiP//mntP//ribA//dcuA//nhaA//yjiQ//aaeR//proB//pgk//gloC//ugd//rsmC//sgbH//sufC//araD//ugpA//sfmD//srlE//nrdA//tcyL//yhdJ//ruvB//fhlA//ibsC//kefG//
GO_0072528_6	lsrG//bioF//dam//ybeY//mreD//ugd//fdhD//tufB//ybaL//mntH//tdcF//dsdC//yjfF//ilvE//kdpB//pdxH//hipA//nimT//prpC//gudX//tar//viaA//elaB//evgA//cmk//nikR//nusA//zntR//hcaR//
GO_0072529_6	scpC//aroE//patD//hupA//hyaD//perR//yqeA//cvpA//ansB//yhbO//insI-2//fimA//maoP//gcd//hybC//yqeG//waaC//ybdN//cyaA//yebS//ascF//alkA//ycbU//
GO_0072530_6	ugpB//nudB//yieL//yjhG//
GO_0072531_6	mhpD//ycjY//dnaC//casC//kdpA//dctR//
GO_0072581_9	phnI//
GO_0072593_4	paaC//opgC//wzzB//ldcC//rnr//symE//trpC//modB//ldtD//
GO_0072594_5	dnaT//
GO_0072599_6	tynA//
GO_0072657_6	ldcC//ydcT//shoB//marR//bdm//mcrB//lpxD//ftnA//rsgA//rimI//cmtA//malX//rclA//dinD//pyrE//entC//aidB//
GO_0072714_5	pnp//
GO_0075713_7	appA//alsE//zntA//
GO_0080033_5	fucI//trpB//
GO_0080090_5	yfiF//cysI//ompN//hypF//malQ//phnP//ispA//lgt//fadD//sapB//curA//hslV//ycgV//hypD//glnL//mcrB//rluC//fieF//prfB//zipA//tpiA//manY//lpxP//fadE//cstA//hemG//gspI//idi//vsr//gpp//degP//pflB//csgD//mobA//truA//metL//rimK//fdnH//potE//dcuA//ytfT//efp//purF//ade//rpsL//ubiD//deoC//cbrC//yhjB//narV//bamC//pgrR//adiY//sodC//paaK//pntB//pheP//dgoT//sthA//ybgQ//rhmR//mcbA//btuF//hisM//gph//ibpB//ftsQ//malG//glnL//rlpA//mscS//lolB//uspB//gsiC//cysW//nanC//mdfA//clcB//yedL//rnpA//fdnG//secD//yraN//pppA//napA//tdcE//yggX//emrB//fucO//hemG//iraD//yjjI//prc//uacT//ptsG//yoaA//ybhI//rppH//hyaA//moaA//degS//borD//hofN//hcaT//vsr//yghG//yiiD//grpE//betI//intF//flgI//priA//clpP//oppB//allR//thiG//clpS//ygfZ//bcr//panF//ybdG//matP//nth//ydiO//tas//kdsC//hofN//intZ//yehP//frmA//ubiB//flhE//yodD//rhsD//uacT//pflC//citG//yjjG//basS//dam//cof//zraS//gpp//nrdE//casC//cadB//ygbM//yhdZ//ybhD//cysE//ydfK//yibT//malG//ccmE//glpF//tldD//mdtC//rplS//ynjA//luxS//fnr//sgbH//cysG//cusA//rutE//fecB//rdgB//mtlA//rho//fryC//thiI//ybjL//dhaM//rfaB//oppF//eutA//zur//thiC//nfi//nrdD//gstB//uvrC//rna//leuB//ybiS//mdh//xylB//etp//waaH//lolA//tesB//bcr//ttdA//shoB//ubiB//rplR//yfaU//pepQ//treB//panE//rsmE//ydeT//prmA//ygiN//yfjR//rnb//csdE//rrrD//deoD//hemH//qseB//yhjG//narL//entS//fruB//rho//mepM//manA//speE//yhgF//yphB//cspA//yraJ//betA//pabB//dinD//yjhP//rclA//rplE//ydeE//cyoA//ygeR//rutA//menH//fnr//ydaC//dcp//hisS//lapA//mreB//sppA//manX//oppB//rimL//crr//gmd//yfcS//ghxQ//agaR//hypT//talB//dcuS//ytfT//mak//waaF//livM//dauA//lepB//ydeE//afuB//yegV//yaiP//ygcO//ydfK//emrB//prpD//mdtP//rsmA//mqsR//mdh//hslJ//aceB//ulaD//cpxP//fhuB//abgA//syd//pinR//yifB//yehZ//fdrA//dnaK//thiP//hlyE//dsdC//yddA//rplO//ompT//umuC//ybjX//cobC//allS//deaD//dgoD//dsbA//abpB//ydcO//yhgF//ulaD//recF//yihR//yggT//yhcD//gsiC//rhtA//ampH//dapF//pgaA//exbB//nrfD//dmsC//maa//ynfE//sfmA//rhaM//ada//folD//insH-5//wzb//recF//garL//ptsN//prpR//cyoB//zapA//gph//rnb//icd//thiE//asnB//scpB//nrfF//focA//ndk//intF//lolE//lacZ//srmB//intQ//recO//dcuR//ydaC//hokB//rbsB//hupA//
GO_0080111_4	yfiC//sseA//
GO_0080134_5	recB//
GO_0089705_7	xerD//xylF//
GO_0089709_7	kdsA//ybdO//
GO_0089718_7	gpr//torR//lpoA//xapA//araA//cdaR//lysA//yohD//chaC//nrfG//
GO_0090066_4	alaC//yiaB//ltaE//dam//tolQ//
GO_0090068_7	kilR//
GO_0090069_5	ugpB//yddA//ycjW//
GO_0090071_6	yigB//xylR//yccS//
GO_0090087_6	sodB//norW//mntR//
GO_0090116_7	intS//
GO_0090143_4	yjjB//
GO_0090150_5	ompT//yfbV//proV//nusA//ugpE//aroD//putA//nlpA//ttdB//apaH//degS//pyrH//
GO_0090304_5	rsmJ//nagE//yoeB//yeeO//yjeI//afuC//slmA//queG//sspA//ubiH//yqjA//napB//mqsA//paaG//allB//ygiS//nfo//rfbD//paaK//mcbR//rluB//livK//rpsA//torA//dadA//trpD//glgA//ynhG//nuoF//sdhA//fepD//nrfD//sgbH//ilvC//rbfA//rluC//mdlA//clpX//yihU//polB//ydiQ//yqgF//rnhB//glnP//dtpA//rlmL//fadK//ygeA//yeeO//yahK//thiC//hemN//flhC//wzb//ppiA//lsrR//serB//mdtK//araC//tpx//cysE//agaA//glxR//codA//ghoS//accD//sapF//ssuC//trmL//emrK//yaiW//hyaC//patA//tgt//ompF//nudG//pyrD//ulaB//yidQ//mdtL//dapF//yhjX//mgsA//cmk//dedD//uvrB//rplB//pbpG//elbB//sfsA//yafN//fruA//glnA//avtA//fliG//fepA//holA//zntR//rfbX//hrsA//frlC//uvrY//fliZ//aaeB//btuE//agaW//mhpA//narJ//radA//rnb//prlC//dctA//ubiX//torA//waaC//nanR//ileS//bolA//alsB//fdx//hisS//yieK//ymgF//sufA//evgS//trpL//bdcA//cysI//cynX//rplW//yebK//lpxP//pfkA//rpsD//argS//agaW//potE//rpsA//slt//lpp//fumB//tcyL//hscA//mepM//ssuD//zapA//emrE//epmA//yeiG//wrbA//aroA//rpe//kdsD//nrfD//pepN//yghU//betB//mnmG//ssuA//hxpA//ppsA//mtlA//ybiX//yebZ//recA//xylF//thiL//btuB//proC//ycbV//mrcB//infC//menD//arcB//rsmE//metQ//ldrA//tolA//valS//rplW//atpD//yajO//pdeR//rayT//srmB//proX//iscR//basR//ygbM//ykgF//yidE//yibF//yihW//gntT//murF//gshB//pckA//garP//ycbB//ybaE//rfbB//ychH//kbaZ//pckA//iraM//thrA//pstS//shoB//rutD//fdhD//acnB//cutA//proX//tnaB//pdxH//rppH//mtgA//rppH//menA//pabC//tag//fabZ//ydcO//fabZ//moeB//mntP//yfiR//narY//pckA//ycfH//ybcF//hipA//rrrQ//cheA//cysH//gloB//znuC//ygaH//appB//nuoF//kefC//aroF//mdtJ//rsuA//tcyP//rpnA//tolQ//marA//pykA//pphB//rplT//dmsB//entF//dapF//ypjD//rpsH//gstA//mrp//lacZ//rpsG//yjaA//yeaD//tdcB//waaC//recE//rssB//uspE//btuE//ydiQ//aroL//sfmH//rplQ//chpS//cynX//scpC//ycgR//arcA//waaQ//yeaV//ycfL//tar//valS//lacI//potA//mltD//wecE//groS//lptF//ycjU//aaeB//coaA//azoR//yqeF//fecB//ygeA//hflX//cydC//ssuC//rnlB//thiL//rsuA//flgD//epmA//rffG//putA//acrF//dnaJ//hisQ//yghU//yihO//mdtG//menH//uxaA//uvrA//lgoR//aroH//pcm//rhsD//yfcS//rcsB//ascF//lolE//glgA//recD//envC//pgaC//folA//gadC//rhsD//cspC//setA//uhpT//yiaB//yneE//phoP//ybcQ//ycbU//treF//gadA//yedL//htrE//cfa//sbcC//der//fliL//fecB//murF//lnt//fadM//yhdH//agaI//pgpA//sgbU//nikB//uof//hokE//ybeQ//tsaD//dsbB//yejF//yqcC//tusC//rfe//hycB//alaA//infB//idnD//murR//rlmF//yobF//grcA//pheA//fixB//csdA//nanR//flgJ//rrrQ//rcsD//yadN//yjhG//citE//ydgA//yagF//phnL//ygeV//dgkA//arnE//rpoD//dmlA//ileS//ompG//nudG//tehB//ydeE//acrE//sapC//phoE//plsX//ais//hprR//ybhP//fbaA//arsB//argP//bamA//ykgF//pepT//purC//treC//dtpD//paaF//gapA//ftsK//cyoB//adiA//fepA//arcA//ttdT//ycbU//hxpA//pgaD//yaaJ//mqsR//cspA//ydjK//yajD//hypB//lsrK//ppiC//lrp//dauA//purR//idnO//sthA//yidC//hscC//yggW//gltP//ybaT//rlmF//menF//recC//yahD//ybjG//zapA//
GO_0090305_6	cvpA//codA//yqiH//rfbD//uspB//csrD//radA//tolB//xylF//ompL//oppC//zntR//mscM//cmtB//ygjR//trmB//hofN//flgD//rfbB//sbp//ribA//rarA//ynfK//argS//artQ//nth//rnhB//rtcR//alsK//fre//yjjX//fecA//tgt//tas//der//yfaE//ribB//frvB//trpD//hemB//dsdX//sdaC//mnmE//mcrB//yjjG//dapB//yeeA//clsA//csrA//uhpB//glmU//priB//purF//yeeO//ydcI//arfA//recB//gpsA//torR//epmA//bssR//gltS//rpsK//fryA//nimT//rppH//ratA//topAI//yehA//dicA//hyaC//setA//icd//mdtQ//glnQ//argD//appA//ybiJ//aspS//murB//nmpC//
GO_0090313_8	mpaA//rhtB//
GO_0090329_8	sfmF//potB//cysQ//ssuA//ppsR//ttcA//rseB//
GO_0090347_6	cytR//
GO_0090352_6	malX//
GO_0090357_7	greA//gloC//
GO_0090358_8	modB//
GO_0090407_5	idnT//ydfH//nimT//insA-2//cysI//rsmA//yjeH//maoP//actP//fadM//gyrA//nrdD//csiR//eutN//dppB//phnJ//ydaV//metC//selU//udk//ybhI//ycfH//yciE//hisQ//cydC//ligA//pheP//mzrA//ybdO//aroK//eptC//btuR//mrdA//rcsC//mpaA//yfdK//paaB//rluF//yafO//ygaV//oppA//yjfF//sfsB//alsB//ynjD//cfa//murP//rusA//bcr//rhmR//ldcC//gstA//rutF//gspI//lepB//rarA//yacG//fruA//paaB//tktA//ybgQ//trpA//ydiR//pal//yqgB//ybeQ//yiaL//yjbB//tamA//fumB//mdfA//pgpB//yjbG//rfe//ttdB//mdoG//ubiF//prpD//panE//rpmB//rhlE//sfmD//thiP//zwf//tauD//metQ//rsuA//potH//galM//yiaO//mhpB//speE//zapC//xylA//rplS//rpsP//rsmE//sbcD//ccmG//nrfB//cadC//pykF//nanR//rpsK//murQ//yqaE//serC//fimA//alkB//argD//iraP//cheW//yjiM//uspC//yjiX//mltB//srmB//gldA//yieH//yjhG//lon//yphF//preT//torS//agaC//mdh//casA//phnI//mlc//cheA//ydiF//
GO_0090487_4	kilR//
GO_0090501_7	yjjQ//dsdA//dctA//ghxP//yefM//mscM//cdd//rfbB//ndk//yhjV//ymgC//paaD//flgI//artQ//yidL//proC//dmlR//yiaL//proP//metB//atoB//ybiT//ydeM//narI//rffM//metB//gatY//tsx//alkA//oppC//dsbA//dcuA//
GO_0090502_8	rhaT//fumB//infB//dapF//tusE//shiA//ydiV//yfaU//zapB//manA//nlpA//rpiA//yidK//selU//purR//chbA//pgsA//cysS//cydB//folX//mmuP//
GO_0090503_8	ptsN//yahO//artJ//glnD//rpiB//gapC//pbpC//narV//
GO_0090529_5	frwC//phnL//lpxB//xylE//mltB//livJ//
GO_0090540_10	pgaB//kdpC//gutM//
GO_0090549_5	ydeI//epd//
GO_0090605_5	phoQ//paaX//lolA//bluR//prpB//cyoC//elfG//cpxA//pppA//
GO_0090609_6	arcB//ybjX//fryB//asnS//eco//cirA//gmhB//waaO//pheT//
GO_0090662_6	ftsY//
GO_0097035_4	ushA//phoE//
GO_0097056_7	msrQ//
GO_0097164_4	ycfJ//gpsA//mdtG//wcaJ//ibpB//aroF//mscL//bisC//def//cheB//lpcA//nrdG//yidK//rnt//nuoE//wrbA//ygfX//yebQ//ppx//hemA//gdhA//uhpB//yggP//zupT//amiC//rarA//
GO_0097237_5	groS//yeiL//yebS//ycjR//pnp//fdrA//ssb//ribE//ybeF//tsaB//
GO_0097264_6	acrE//
GO_0097286_10	tufB//
GO_0097292_8	accB//
GO_0097293_9	rsmJ//
GO_0097304_7	tusE//
GO_0097305_5	speG//sbcD//yefM//yehZ//ycgR//mlaF//
GO_0097339_7	rffH//
GO_0097366_5	truB//rluC//melR//
GO_0097428_6	gcd//nanA//ybiY//glcE//aaeA//gudD//umuC//
GO_0097435_4	prfB//alkB//
GO_0097501_4	osmY//
GO_0097502_4	napF//
GO_0097510_7	lolB//
GO_0097532_4	phnI//
GO_0097533_5	bglF//
GO_0097577_5	ftsL//gatZ//arfA//
GO_0097588_5	rlmF//yjcE//fecD//glnQ//yciK//bioP//yfaU//epd//lysC//trpD//ftsB//adeQ//focA//lolA//pfkB//gltD//ybiI//yieE//prpC//sufS//rlmI//yhaM//degS//ybaO//sbcC//relE//csgG//rpsK//ydjJ//ppk//speF//
GO_0097638_8	arfA//cysC//guaC//ugpA//
GO_0097659_7	bcr//nupX//glsA//uhpT//panF//gadC//aer//yphC//rpsM//hemG//ettA//tpx//smpB//mdtE//dusB//ydeI//dsbG//yqgB//pyrH//speG//astB//yidZ//ybdR//casC//afuB//lsrR//nac//pykA//tolR//bamA//sad//epd//yihQ//frdB//yihQ//rtcR//umpG//yebQ//mdtB//yjjW//gspF//ydfH//lptE//ffh//dgcM//kduD//yhhZ//aaeA//malX//mpaA//ybiA//ansB//bglF//aaeR//rluC//yjfP//secG//yjfF//flhA//yehU//exbD//atpF//aqpZ//pntB//gatB//uxaC//yijO//cobU//pepQ//insI3//oxyR//yqiI//murC//oppC//ftsP//puuB//kdsD//yehT//ugd//arsC//mazG//gadX//tktB//intS//yafS//cysM//gadB//allS//ydiQ//ydiP//feoC//aspC//cspE//nac//fimD//matP//csgA//tilS//rhtC//sbcD//dppC//ompF//mzrA//ybbN//nikC//efp//dicA//speA//phnN//metE//melB//argK//fbaA//yebC//gatC//ttdA//tamB//puuE//essD//
GO_0098002_8	yafQ//
GO_0098542_4	rpiA//ogrK//nlpE//mppA//radA//chpS//arcB//sodC//flhD//ttdB//
GO_0098586_5	malZ//sfmH//yjiM//
GO_0098655_7	greB//yjhP//yehP//ygbN//yggX//efeO//yqiJ//selD//ycjR//tdk//dgcE//ydiO//argS//sgbE//yhdJ//yahK//actP//rhmR//opgB//yegS//rnd//rdgB//insI-1//yrfG//ldcA//gcvA//yidR//purT//waaG//mcrB//rdgB//yfcS//norV//glcF//dedD//nikC//flgG//ubiD//fbaA//gadX//trkG//hyi//folE//paoC//mutT//agaC//nfsB//ibaG//citE//gspF//hemE//pntB//rhtA//rutA//lpxP//dfp//hofC//pdeR//deaD//yecS//hisB//alkB//feoB//cdgI//yneJ//rnb//hprS//aroP//rplD//plaP//deaD//focB//btuE//mliC//higB//mrp//fdhF//gntT//torY//ortT//dppF//yraJ//agaC//bssR//osmF//ispG//tabA//malQ//hscB//chbF//ccmF//paaC//hflX//rsmE//waaP//nfi//prfC//fes//pcnB//waaC//livF//cspC//yidK//ubiJ//dnaX//pitA//
GO_0098656_7	proW//xisR//fhuF//tatA//xylB//pstA//trmD//cydA//dut//frc//rssA//rfaF//ugd//yiaT//mcbR//cheA//flgM//phnO//cyaY//glcF//phoE//ptsG//rpsB//ulaD//dinJ//yjaA//dacC//proC//alkA//sdhD//topAI//insH-5//tnaC//glcA//cbrA//moaC//ppiC//fic//insH-5//ldtA//ppc//ychF//rssA//fdx//entS//lon//dsdX//radA//rimJ//insH-5//acpH//mraZ//tolB//glnD//mdtE//fabG//speD//rnt//yidA//rsmA//fumA//prc//hha//secY//ppk//rsmG//apaH//rimP//yhhY//ycgV//map//yddG//rsmJ//uhpT//yjhC//lasT//melR//yehP//yggD//lplA//focA//yaaJ//hemA//puuD//fixA//nupC//sixA//malQ//rihA//gluQ//ftsK//frvB//fhlA//perR//scpC//fbaA//yoeB//
GO_0098657_5	yaiW//patD//mltA//nadC//rcnR//nanT//yhfK//ygbN//ssuE//fryC//xapA//mntH//ygfI//cadA//upp//mdtA//mngR//recA//aroH//gsiC//
GO_0098659_8	intQ//yahO//
GO_0098660_7	envZ//yihI//yaaU//cas2//mutS//recN//metR//gstB//cobU//cynX//rbn//dnaN//atpA//ybhJ//nimT//tauB//cynT//cra//atoB//tnaC//yihO//amiB//motA//rpsB//yqeG//menH//folE//ftsQ//ggt//hdfR//yidA//cas2//yqeG//yrfG//msrC//xdhB//paaA//rbbA//kdpE//rfaD//ligB//acpS//otsB//fixB//ycgR//napC//hycH//fau//wecC//dps//yeiE//yqeA//mngR//iraM//ynaI//bglH//intZ//eamB//intE//dnaX//mgtA//aspA//nhaA//nirD//rutC//aqpZ//yqiJ//purF//srlB//sgbE//rplF//hchA//yehP//rfaE//fixC//fnr//rplX//
GO_0098661_8	argF//nudF//yggX//yagG//elfD//yjiR//ampD//nuoM//endA//caiD//kduI//mlaC//phoR//mcrB//hemH//entE//agp//frwD//leuD//
GO_0098662_8	pspF//ridA//galF//atoS//nrfB//ulaR//sfmD//dtpA//ybjN//hyaD//fabG//hisS//hsrA//hcaD//yijE//yeiL//hofC//yebG//yagG//rsmJ//melA//adiA//opgB//cheR//gapA//cdaR//ygjK//ttdR//sapB//yihU//infB//ybaT//rfaQ//pabC//lasT//tatC//lepA//casC//holB//tdcB//nuoG//purF//rpsD//bamD//mlaD//hipA//uspG//envZ//bamC//pykA//gltI//ssuE//truC//ralR//yjiX//lolA//potF//ariR//ibpB//guaA//rutB//
GO_0098670_7	ykgF//
GO_0098704_7	gpmM//trkA//ldtE//ptsN//
GO_0098707_10	yghW//
GO_0098708_8	sohB//bioB//idi//nrfD//
GO_0098710_7	yraI//ycjW//
GO_0098711_9	malQ//
GO_0098713_8	rlmN//slmA//moaB//ftsA//
GO_0098719_9	guaC//
GO_0098732_6	cobT//parC//nanK//treR//
GO_0098739_6	fliD//polB//trkH//hofP//cho//clpB//tdcG//ytfP//lptA//deaD//bluF//opgB//rzpR//katG//nuoH//ydiF//potA//ydaN//
GO_0098771_7	efeO//ygfZ//glnQ//yhfK//tyrA//trpB//glmM//lsrC//xylG//recJ//marR//insI3//rpe//ytfR//selB//ybaM//pyrH//aroL//yehT//ydjL//diaA//waaB//livG//trg//hiuH//treB//hicB//skp//opgG//mtr//ydiF//dppD//mcrA//mdfA//efeO//qseC//
GO_0098776_7	tsgA//pitB//arcA//cysI//rpsD//
GO_0098795_9	hybD//
GO_0098869_4	ycbB//yjfP//glgX//yfcQ//glpF//yihS//lpp//blr//waaU//ubiD//rne//potG//dcp//nth//nrdE//bamC//ydiZ//hdeB//yiaF//mcbR//potC//mdaB//
