#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	pgpB//atoC//mntP//yieK//
GO_0050801_6	glk//yehZ//cmoA//yiaA//yfaV//mreB//yfgO//phoB//grxD//hdeA//ilvE//yhbY//hslV//torR//sufD//aaeA//dnaN//speA//rplC//dcm//pdxJ//ssuD//polA//lsrA//menA//priB//secA//fdhE//ydcM//kefG//hisI//yohC//folX//rhaS//ykgO//puuC//
GO_0050821_5	accC//rutG//folA//gsiB//minC//
GO_0050918_5	hcp//modC//dauA//rbsC//
GO_0050919_5	moaA//
GO_0051027_8	rpnA//cbeA//
GO_0051049_5	ygfZ//rho//hslU//slmA//ansB//ogt//hscC//yhdW//intZ//tauB//trmI//yjbG//
GO_0051050_5	ldrB//mscS//ycbV//
GO_0051051_5	rarA//arfA//nrdG//
GO_0051052_6	cysH//nirC//casE//glnQ//hda//rarD//crp//yjbH//mioC//sdhE//rfaB//bssR//zapA//rph//
GO_0051053_7	agaS//cusB//pinQ//insI1//cobC//yciH//
GO_0051054_7	eutD//aroC//
GO_0051055_7	dusC//
GO_0051083_5	gatC//
GO_0051084_5	ompF//ldcC//yhiM//ubiC//ispB//mntR//cbl//
GO_0051085_5	epmC//dpiB//hexR//metH//mnmG//rffH//lptA//
GO_0051090_4	uof//tauA//ybaT//mgtA//hemG//potE//rpnA//yijO//
GO_0051091_5	fmt//potB//
GO_0051098_4	ypdI//yahD//
GO_0051100_5	mngA//ytfR//
GO_0051101_5	insI-1//
GO_0051103_7	katE//zntR//
GO_0051128_5	pheA//pta//pfkB//wcaB//rsmB//gluQ//yjbG//glcD//intF//metF//alsK//wzc//yieL//bioC//narK//glmS//purB//gyrB//yajR//cobS//rnpA//mutM//alaC//tdcB//folM//rsmJ//speB//csgB//rhtC//lpoB//ltaE//trpE//lolA//guaA//ybjD//metC//guaD//lasT//yhcF//dnaJ//soxS//recO//eamB//nagA//murG//nlpA//fadK//fliM//casB//hypA//scpB//mocA//argC//dps//murB//pepD//dgcZ//dgoT//sapD//rsgA//wcaJ//yhaO//mglA//dicB//caiB//avtA//rplW//phoQ//rzpR//dacB//dicC//cra//uidC//ycfL//yfaX//yeiL//frlA//
GO_0051129_6	flgE//allR//abgT//mcrA//tmk//umuD//yfeW//pheM//ftnA//sufD//lnt//yajO//srlA//rplT//sbp//xanP//
GO_0051130_6	gshB//xerD//trmL//rtcR//mppA//idi//msrA//waaA//narQ//treF//tyrS//ptsG//yqcC//cyoD//tufA//nupC//
GO_0051131_7	yfaE//thrC//
GO_0051143_8	xylH//
GO_0051156_5	yahO//nhaA//hemC//sufE//yedF//qseC//
GO_0051167_5	nagD//yadM//insB-2//
GO_0051171_5	cho//opgC//sodB//dinQ//tilS//ddpX//opgH//bioD1//ykgF//hcaR//yeaG//ldtB//yjhH//amiB//ybbW//mdtG//adhE//ubiG//yjiY//sgbU//iscU//tamA//yeaD//alkA//frc//lpcA//proB//narQ//casE//gpmA//msrC//dmsA//fadD//radD//dapB//glgC//glnB//cheA//cbeA//flgC//lacY//cspI//envR//gph//betT//narY//chaA//dusC//yjhB//queA//pflA//hsdR//fadH//ompN//ymdB//oxyR//deoB//yieH//rfaC//chbB//casD//ompC//pabC//exoX//birA//sapF//curA//mraZ//tsx//ushA//yraJ//nrdB//rayT//nanR//djlC//torS//rarA//yejF//xthA//ihfB//ybaL//lamB//pgi//glnK//gltD//lplA//nikC//secA//ybiO//casA//priC//rutD//mnmC//pdeF//yjjQ//dnaA//yaiV//pnp//nanT//pspA//aroD//ansA//uidA//cecR//yehC//cueR//pabC//clcB//aslB//agaW//exuR//ybaM//rutE//ybaM//greA//acs//ybdN//basR//carA//dusB//pgpA//ydeP//dppD//wecC//rclA//artP//ilvN//pdeK//yjhG//wzc//ftsY//sufS//ubiJ//sbmC//ybeQ//eutD//tdcA//ybhI//guaA//lepA//waaA//gnsB//nrfC//cueR//yjbG//yrbG//tgt//aspC//yidR//ansB//cbtA//ybcL//yggX//rph//gpr//gcd//yafQ//ada//miaA//bioB//yaaJ//lsrB//cspC//pstS//yedF//yedL//hycA//casC//lipB//asnB//selU//ydfG//rhlE//yibT//narV//ddpX//yahF//lasT//otsB//xylE//cirA//wcaJ//yciF//napB//frvR//ispB//fabR//gntP//hinT//yhbQ//rpnC//hyfR//slmA//ydcP//suhB//rhtC//codA//gspE//tcyJ//acrE//uspE//yafN//yecS//wzzB//mak//cbpM//hycA//maeA//napC//tyrR//tauB//hycB//glgP//ascG//patD//ulaG//mltF//entE//rlmF//kefB//qseB//envZ//rplA//ubiD//glgS//sohB//frlR//fumB//srlA//entS//zntR//nadB//yibF//gltL//nrdA//nfo//rpsH//panC//yhcD//pyrE//gcvR//yeeO//uraA//cpsG//nfuA//mdtK//yddA//pgaC//yeeL//xylF//nhaB//rplP//frmR//ychO//rcsF//yqgB//mrr//ppsA//tusC//ybiV//moaE//lgoT//btuB//greB//ynhF//nagZ//fucK//ftsZ//ydhJ//yoaA//rtcB//ygbN//yhaV//ybjX//glgX//yijO//dtpB//xthA//treC//ptsI//edd//yqeG//ung//serB//hslU//bglH//guaA//uvrD//dcuA//yobA//ygdG//clpA//yqcG//fhuB//infC//paaH//gatZ//nudF//eamB//fecB//yhbX//yabI//dsbB//rlmN//malF//tauD//dgcQ//hemF//mtlR//malF//viaA//iap//yhbY//dinD//ybhP//prmB//yegV//fliA//entF//dcuS//hemA//nudF//xylE//greB//tbpA//ygbI//hmp//citT//codA//livH//hxpA//amiD//ymgA//citX//degS//manZ//zupT//
GO_0051172_6	tcyP//norV//fruB//uidA//yraI//yigB//elfC//tyrS//ppk//cytR//zapB//wcaJ//yihW//mhpB//nupG//adhE//flgE//yeeL//norV//napA//dppC//waaO//flhC//bioP//gadX//dnaT//fdrA//hycA//exuR//purN//murR//frr//tyrB//panC//glpB//tsaB//ulaA//rppH//dgcJ//ftsZ//guaD//metG//ydbD//mscK//yehD//yagF//yjbE//kilR//glnH//kdpC//lgt//yihT//dgcT//ndk//phnK//arfB//dnaA//paaK//ompA//yadN//aroD//csgD//hybG//kbp//csiR//insE-1//cyaA//mprA//nimR//dmsB//ftsY//parC//rzoD//udk//comR//rseB//tdcA//ppx//iraP//dacC//oppC//entA//thiQ//ghxP//cdaR//tatB//viaA//glsA2//nuoH//ygiN//ydcO//ygiV//grcA//acrE//pabA//araF//ghxQ//ubiA//mrcA//yeaV//ycdX//ldtD//mglA//lysO//satP//gntP//metK//hemE//preT//yeeY//gmhB//cmoA//rcsD//malI//zwf//xylF//ydeM//dctA//glnS//elfA//garP//rpnB//perR//murD//rpsI//mdh//etk//rluC//argR//yajD//afuC//menB//
GO_0051173_6	potI//yefM//mrdB//nrdD//fkpA//yafE//ssuC//yajQ//yciE//iscX//ybiT//menD//dnaG//minE//lpd//mhpD//ygfX//mdtJ//ppsR//hha//exuT//yccS//ssuB//moaE//amtB//ybjN//tsr//csgD//apt//rihC//citT//dsdX//yhgH//rnd//yejF//trpE//yhaM//maa//clpB//frvR//lasT//eutD//fdhF//trmB//spy//recD//ftsK//proC//waaU//yeaK//ulaD//cptB//thrC//csrA//argF//tdcD//ubiX//yfcA//emrY//ulaG//panF//puuC//fruK//grpE//nimT//murB//fliT//lgoT//msrQ//mdtK//bsmA//fimH//appY//yjjQ//acrF//glnA//ivbL//mpaA//yidP//csrD//eutB//trmL//uxaC//galR//hupA//btuF//rapZ//mdoD//alaC//
GO_0051174_6	eutD//trxC//ypdB//glpC//flhA//hycA//ilvA//treB//npr//glsA1//
GO_0051180_5	ydiF//tusD//orn//yhdZ//yhdH//cyoB//idnK//tbpA//rpsG//bglA//hyaD//ynbD//nagD//xapA//tldD//metE//
GO_0051181_5	adhP//rfbX//cysE//yoeB//ytfP//rutR//priC//yghG//miaB//yraN//yqjA//metF//metF//ygjR//pcnB//ybhI//tdcG//livK//dxs//fryA//xdhB//yeeY//yjiQ//ompC//grcA//bfr//yfbR//ftsK//allC//aroD//mtlR//cho//mlaF//ahr//hdeD//rssA//hflK//fumB//rutF//recE//gloB//
GO_0051182_6	hcaR//coaD//opgC//kbaZ//birA//
GO_0051186_4	intZ//yneE//btuD//yhjA//metR//roxA//purC//ynfK//lon//gldA//rsmB//bssS//acpS//cysB//bglB//garD//cysI//aslB//xseB//yehY//alsC//yeaK//yiaA//rpsQ//emrY//codB//insB-4//melR//tpiA//uhpA//tcyJ//fadI//ybcF//waaJ//sapD//sdhA//modA//yqcC//potB//uhpT//rutA//trg//mrdB//acnA//glpA//slyD//cyoB//tsx//fetA//frr//pabC//menA//ybiT//rhtB//yhbY//dcuD//mgsA//leuA//baeS//hycB//ycdX//lpcA//sfmD//opgG//clpB//fucA//aroE//livK//ydcP//mrdA//rzpD//menB//yqeA//guaB//scpC//adiA//mrr//clpP//thiP//tatD//atoC//tnaB//trpS//allD//rmuC//argD//tdcC//rpsN//phnH//csgD//yahN//hofM//mdlA//ygiN//coaE//ycdY//ygfX//guaA//arnF//minC//eutR//qseB//ribE//insI-2//allB//rihB//ilvD//ymgF//yjeI//yadV//nuoH//lptD//rutB//vsr//tyrR//pgm//rhaD//hemC//hipA//mliC//wecB//ruvA//mipA//gcvH//modB//acrE//uhpC//aaeR//hha//yfdK//ybeF//acrD//rimK//aldB//hdeB//rluC//lrhA//mscS//elfA//gppA//dhaR//yebK//thrS//yijO//dcuS//yggW//pyrC//rsmE//sfmH//yiiM//cobB//dinG//fhuB//paaJ//xdhB//rimJ//flgI//uxaA//yhcD//lpxD//ycjY//yihU//gdhA//yhaV//msrQ//narU//aaeR//yjjB//fhuC//lysU//mhpA//hemD//fadI//fumA//rbfA//parE//recE//malE//higB//katG//fliS//nirB//paaX//btuB//tatA//clpP//kch//hsrA//ssuD//dgcF//yehD//tcyJ//rihB//dapA//ycdY//blc//metR//ldhA//mtlR//
GO_0051187_5	mrdA//agaS//mukB//hicB//oppD//nanC//ftnB//lsrA//nikE//azoR//
GO_0051188_5	yihO//lldD//hisA//tqsA//malF//hemB//norW//speB//ytfE//cspI//parE//queA//hypB//mepM//tauA//ihfB//xisE//lamB//lpxC//ybcQ//nrdB//narP//htpG//entB//yphD//mdtP//yagJ//sgrR//gltD//idi//spy//bluR//dgoA//tauA//hdhA//hxpA//ppc//secD//ycfS//hyfA//arnB//rutE//rcsC//sodA//hofM//yadG//intS//mdtQ//sfsA//lysS//ygfI//aer//ispU//mtlA//rlmH//nusA//ypjD//bglH//relE//agaC//lpd//nanC//glgX//flgG//fur//nudF//rplR//folX//yghU//macB//lpxT//ackA//astC//yeaG//pdeL//argG//diaA//xylB//leuE//secD//mraY//yeaD//rbsD//ymgA//lsrA//glnP//yraR//qseC//insK//mprA//yiaB//insE-1//mglC//pgpB//panD//topB//ybhJ//polB//mscM//yhiM//yfaU//yeeA//tdcC//sapC//secG//yfeW//bdcR//fimH//hemG//ccmC//ade//dctA//guaB//rplK//pitA//ymfA//rlmC//yfjR//maa//recB//glrK//frvR//lplA//cho//ydaC//yjgX//hfq//ftsB//etk//hemG//rpsS//rlmJ//ubiE//glnS//ubiH//rpsL//kup//oppB//codB//carA//ybiH//csgE//tnaB//pgl//alsB//yfcA//
GO_0051189_5	yedL//mtlA//rfaQ//tauC//frmB//ybbW//yegV//emrK//yceD//agaS//rpsN//nrdG//
GO_0051191_6	recB//
GO_0051193_6	nrdI//flhC//exuR//
GO_0051195_7	xylB//
GO_0051196_7	ycjU//
GO_0051205_6	fucP//modC//hypD//fecC//alsE//aldB//purT//mtlR//insH-6//tsaD//
GO_0051223_7	rcnR//tnaB//hyaA//
GO_0051224_6	dapA//
GO_0051234_3	proW//cheY//alsK//tdk//yebQ//lysU//mntR//gntK//lplA//blr//fimF//nfuA//qseB//yahI//ftsI//ldtD//ydeT//acrB//pgpC//ttdA//aer//ypdC//sutR//sufA//napF//yafC//murF//rhaR//yoeB//recG//ydeP//ldtB//ybgP//frwD//gcvH//araC//nanC//queE//sbmA//yjjX//ybjD//ftsZ//aceB//mgsA//rplS//aroD//ddlA//garL//potF//ttcA//yqjH//coaA//map//yqaB//yciH//prmC//ftsE//yihO//atoS//fdhD//eutB//nfo//rlmG//narL//cspD//trpC//tsaC//feoA//bcr//lrhA//glnA//pdhR//gldA//waaY//cpdB//pspG//yjtD//gcl//glgA//yjjV//rcsA//paaA//mltA//cysI//mngB//ybdR//sspA//pnuC//plsB//gudP//rpsD//pepT//sspA//recO//rpiB//dhaL//cusA//aroE//rtcR//murF//yqeA//yjjI//ynaI//degP//pliG//fabI//hemD//glsB//yddG//tnaC//hemH//hemC//lhr//panB//gapC//mutM//kdsD//yhbX//hybD//bssS//garL//npr//lapB//folM//nrfA//rplI//artI//entE//rplB//glnK//htpG//yfaU//waaS//yciA//nagK//ydjH//menI//yebG//recO//lldP//purN//osmE//rluA//leuB//topA//tcyJ//narK//yfdS//mdtK//pyrB//yfjR//yhfS//mdtF//nfsB//gsiC//cheR//clpP//gloB//ydgA//rfbD//rlmN//apaH//napF//glcC//hcaD//rspB//lamB//mdlB//rnlA//bioD//dacB//metC//fbaA//pheP//lpp//ydhJ//selU//cysH//ydhC//mcbR//ycjP//sdhB//selB//nudG//murD//entF//ebgA//lpxT//gsiB//entA//prlF//acrB//rcnA//mdtC//qorA//yajD//alsK//yeiG//rapZ//cysC//yejB//tus//phoR//rpmC//glrK//sufE//ynaE//nlpD//arcC//trpS//yebC//gapA//dppA//pstB//glcA//valS//trpD//mdoD//rplF//yjiQ//hycH//yehP//ubiH//lpxB//panZ//glcA//gatA//queE//elyC//mrcA//yfhM//pepN//murI//dkgA//artP//pepQ//betA//ygeV//gmk//yjbF//pntA//insF-1//agaR//xylF//envY//gutQ//argR//nrdH//rsmC//rlmC//recX//waaH//cca//psd//yghG//hofP//rsmB//fliS//leuS//rbsK//dsbC//ibaG//gsiC//fimC//mrp//ygiS//pepD//znuA//ftp//nanS//ybiI//minE//yhaM//livJ//ybhI//gsiD//yciF//hybB//ftsW//glxR//patD//cysB//yiiD//rpmC//phnI//rfaH//yggP//yfeX//tdh//dcd//feoC//ygfI//yiaB//cobT//gloB//rffM//yihQ//yahO//zapA//pgpA//sdhD//gabP//bioD1//yehX//ydeO//tbpA//msrQ//rarA//arfB//ybeY//ycjU//add//flgE//tauA//nlpA//elaB//mcbA//yddM//alaE//ampH//rlmA//hslR//lptF//ubiC//cysC//sapD//yqcC//tktB//dtpC//ansB//murR//secY//asr//mdtI//envZ//mprA//yoeB//rsuA//ygiW//yhjA//tatC//mqsR//ulaA//potB//apaH//envY//ydiB//opgG//rnlB//trmL//argO//agaS//yhaJ//nimT//alaA//yefM//aceA//yajD//lplT//hyfR//yahN//nrdE//amiB//tatD//eutB//rplC//waaQ//yafC//aroP//cyoE//trmI//gltB//hscB//potD//gsiD//pal//nfuA//kefB//infB//fdhF//hemB//gabD//ybhG//gudX//rpoD//ytfQ//sdhD//yejB//purC//yedX//shoB//hyfA//mdtN//cho//yjcO//mdtD//uspB//cydA//yhcD//argE//yahK//zinT//degS//mcrB//rimI//zntA//prmB//uhpB//pspC//rfaQ//lolE//entB//ompF//phnC//rnlB//sodC//fucO//ycbV//pepT//ppiD//eutB//moaA//ccmC//betI//glpB//rhoL//ybaT//gabD//rfaE//mrcB//lacY//ghoS//proB//ppk//yehC//slyD//agaR//chbC//ghxP//yhdW//kdsB//ffh//coaA//araF//ilvC//pepA//fimH//xapA//wcaB//ycdY//grpE//truA//rlmG//csdE//gcvH//allB//acrZ//nfi//ligA//uspE//yjaA//ydeI//ilvI//caiD//yaiP//ynbD//lrp//glnL//glpD//fliD//dacA//rihC//eamA//mutT//yadI//mnmE//yddG//basR//acrF//flgC//yefM//ilvD//narG//pdxH//dgcQ//tdh//ilvL//intE//yafN//sfmC//araB//tdcD//livF//hofM//holA//ydiB//ykgA//ubiG//tpx//symE//ycdX//ygiS//melB//map//yigL//trxA//ymgA//tcyN//pyrB//degS//kdsC//yebK//sufA//selB//mazF//yidA//yqiH//sdhB//thiG//hflC//ypjD//mngR//nirC//mnmA//nrfC//rfaH//treA//rtcB//rbbA//nuoF//fhuB//ycaO//hlyE//mscM//fis//aroA//lsrC//mutM//pgk//rpsD//abgA//sppA//glnB//gltL//yjhP//tdk//upp//mdtP//argR//helD//rsmI//gmhB//umpH//tehA//pdhR//ribB//ssuA//yahD//zapD//pykA//leuD//tnaC//nlpA//ydeM//cueR//glnD//mdlA//elfG//mntP//exuT//rpmF//fdnI//citT//narK//yiaL//dppB//flgG//ulaD//gdhA//rtcB//tamB//thiC//cbrC//nhaB//ribA//clpP//wcaB//ybaE//ldcC//ilvN//rplA//aaeA//topAI//rplO//pal//purR//agaB//wecE//rlmD//moaE//aroL//rluD//ybhR//nrdF//yojI//mnmC//
GO_0051235_3	rffT//kup//fpr//
GO_0051238_4	kdgT//mug//tilS//
GO_0051246_6	marR//tusE//rayT//exuR//uhpA//tatD//puuD//rsmI//yhaM//flgK//nudB//ygeR//paaB//hpt//pepT//fabR//dhaL//tauD//yqaE//agp//araD//ydiP//lpp//lasT//aes//cvrA//cobT//ydhQ//ydiO//psuT//gutM//nrdH//mreC//ybeQ//potH//wzyE//qseB//cspD//hchA//dgcF//shoB//hyfR//nuoB//bioP//dgcN//ligA//kefC//rimP//ygeW//hxpA//rhlB//sapC//xanQ//
GO_0051247_7	panB//yheT//eno//bdcA//yihU//rpsS//dkgA//yidC//rpsE//yhdJ//dinJ//
GO_0051248_7	exoX//yebZ//yqiI//yjhP//ompW//lsrC//hyfA//murC//ybiV//hisF//mdtM//atpB//yggE//yneE//gsiB//yraH//proW//ahpC//mutY//tehA//wzc//oxc//arnF//stpA//sucD//nusA//agaR//crr//cecR//rep//ypdF//
GO_0051252_6	tig//gcd//dkgA//epmB//arcB//ybhP//rdgB//sstT//hycB//cydD//ptsN//tyrR//yjhP//rfbX//glyA//ygcR//hcaE//ybeY//xerD//alsE//lacY//insB-2//surE//acpS//hofQ//menE//hyaA//yihV//ygbI//nrdF//yidA//fabR//aas//garR//ahr//wzyE//ptsP//fcl//qseC//gadW//rpsO//fdx//yfiR//rfaD//rfaH//yddM//hicB//yadV//ybdM//yeaG//insI-2//deoB//phnM//pgaD//pstA//ybiA//yigL//dhaK//rpsR//setB//trpE//ais//pspF//hiuH//mutH//yfdS//cmoM//msrQ//uspG//rfaD//ubiB//menF//panD//glcF//ribC//yegS//modC//rseB//clpP//menB//oppC//wzc//ispG//deoR//flgI//cydA//recD//apt//sfmC//mdtI//ubiD//ygeV//sdhE//rimJ//znuB//ddpA//rspB//cpdA//atpA//araB//bipA//cyoE//dacB//yeaE//cysN//sodA//ubiI//cysU//bsmA//adiY//gapC//yhaV//rclR//dctR//hda//thiC//lgoT//dctA//yfaX//thrL//ccmA//mepH//mscK//nadK//glcE//cysE//recF//yehC//yagI//ligB//rraB//rutC//pdeH//gnsB//ftsB//mglA//yqcC//gntK//orn//zraS//ycjW//glnS//bioD//wzzB//ribA//rpsD//iscS//rplI//rpsA//malP//wzzE//hisG//narK//pyrG//prkB//secF//bluR//fucI//trmH//rof//cysH//phnH//yfcU//rffC//dcd//ftsH//fadI//wecB//sfmH//ilvL//secA//lysO//radA//yihX//ybeQ//yhjC//coaD//gloA//rspB//murQ//yadG//nrfC//cyoD//yqiG//mrcA//sgcR//yebS//rrrQ//secG//pabB//yafS//pcm//entF//ycaN//ulaC//nadD//endA//paaB//yqcC//secD//cycA//appA//essD//bcsA//treB//arnT//yqgF//acrD//yoeB//artJ//oppA//gcvT//ushA//dtd//iscS//lgoR//galK//rnlB//thiE//ydiB//truD//entS//rpsS//ybfE//prfA//csgE//waaO//eutD//uhpT//pta//dinJ//ilvB//grxD//bglH//dcyD//pstC//ygeR//ydfH//mdtB//ycjD//pgaB//yidA//ubiH//deaD//yciT//rzoD//yajO//ahpC//napF//arcB//phnM//psd//phnG//yfiR//gstA//ynfK//sucB//glpF//casD//glgA//wecA//gatY//eutD//crl//ppx//rcnA//ugpB//rlmF//tktA//ynfH//trg//rcsD//gdhA//lspA//mtfA//yibA//csgB//recX//
GO_0051253_7	yiaB//thyA//ascB//ratA//arfA//lldR//nuoN//ttcA//rluE//yfcP//rihC//hemN//glpG//sgcB//ybiX//yihL//yciK//nrdF//entF//rhaS//malY//panD//vsr//paoC//tauD//iclR//ygbL//gatZ//eptB//yqgB//hemD//mltA//yrbG//cas1//rfbD//yqiI//mazF//fucO//xylG//copA//gsiD//queC//yeaD//ccmD//glpB//tdcA//ygeX//allS//paaH//fdoH//ldhA//fucI//rplD//rsmD//tusC//argP//yfiE//mhpD//rrrD//yacG//yggW//macA//fimC//deoA//tmcA//thiH//yaiP//hypA//ynfL//aaeR//ftsP//yebS//citT//lamB//yqeA//yfgO//higA//yghO//napD//rpmH//ydeO//tsaB//metI//ydhQ//argC//tsr//eutD//yebQ//yicJ//alsK//ybhI//ilvM//tyrR//tdh//rclC//fic//ilvH//arsC//mdtK//
GO_0051254_7	hyaC//mcbA//flgE//hybD//yhcF//murC//ileS//waaY//ldtA//cfa//sucD//yidR//gnsB//wcaJ//gcvP//paaZ//murC//topB//mlaE//rplB//ais//paaJ//dmsA//cobB//pykA//truA//norV//rsmD//zapA//miaB//entC//wecB//yqcG//xylG//ymdB//tatE//xylE//treF//leuO//yiaM//dsbA//feaR//ilvL//ygbM//gatZ//rplD//rho//yfeO//mglA//nadE//kch//trg//gntK//tcyP//rlmF//yrfG//tus//ghrB//hemA//yafN//narH//lptB//pppA//rcsA//rclC//vsr//ftsQ//recQ//hisB//torC//ypdB//nadC//cecR//tldD//ligA//
GO_0051258_7	tag//
GO_0051259_6	yfcP//yciA//rplD//mtn//intF//abgB//kbp//manZ//gsiA//cmtB//pgl//ttcA//gcvR//exbB//mdtO//ftsA//clpB//umuC//sapA//fimF//rluF//pyrG//stpA//ygiN//aceF//frc//sbcC//prs//rutC//thiI//flgH//minD//truC//pntA//yqiG//marR//clsA//csiR//cdgI//fdoG//uxaA//deoD//yieF//paaB//yciF//lsrD//ftsB//pgaC//ascG//aceB//cysB//
GO_0051260_7	hemA//glsB//acpS//ybiH//yqgF//ybeY//sodC//asd//glpD//cysP//ccmE//treF//nadE//dinQ//mcbA//atpB//pyrD//ugpC//dcyD//hchA//nrdD//atpE//rpsR//alkA//adhE//rapA//trmA//pcnB//aas//yijE//thiH//mltB//yhgF//yjiR//ydeT//katE//potI//ybdM//yadN//gadW//yebQ//cedA//slt//idnO//yidD//uhpA//fadB//
GO_0051262_7	atoC//ppk//fadI//potA//pyrC//accC//flgA//cecR//narQ//uidR//rsmC//iraP//speD//csgF//recC//abgR//csiD//rpsP//pmbA//elfG//narZ//mepS//insB-4//tdcB//cysM//dxs//pykF//kdgK//hybC//tilS//degP//wza//ygfI//astB//infB//pgaC//
GO_0051270_5	sdaB//cysS//yjbG//gltI//arnB//phoP//sgcA//rplX//speF//sbcC//gspJ//msbA//intF//speE//ydiQ//gldA//
GO_0051271_6	folM//yidC//srlD//rpsN//cusA//yafS//crr//fepD//rcsB//
GO_0051273_7	yqjI//fabG//kdpE//livF//basR//ymgF//srlB//
GO_0051274_8	ybiJ//hyfF//tpx//moeB//mdtL//nuoL//alaC//
GO_0051276_5	cdsA//gadX//gcvT//rna//mepS//yhbY//allD//ftsB//rfaG//selU//coaA//entS//ycaO//rhaR//nuoL//secA//folX//fadR//rpmF//tnaC//hflC//kch//ubiX//ftsX//glgX//gltD//
GO_0051289_8	argC//gnd//purA//uspF//uvrA//afuB//rlmI//mdh//agaC//yqaB//rfaD//nanK//mutL//secB//gshB//fdoI//tcyP//qseB//panF//phr//tusE//rimP//yqaE//garR//pflB//yebK//pflB//livM//lysC//iraP//rtcB//yhjV//kilR//nirC//mgrB//yheT//
GO_0051301_3	hybA//infB//shiA//clcA//adeD//dgoR//glpD//alaS//ftsW//yceO//ydaV//secB//malZ//srlR//csrA//mmuM//hscB//pta//yeaD//aes//paaZ//pth//yiaN//rcsA//ralR//yhjB//cmoB//iaaA//ycjR//mprA//opgC//yjhH//ydfH//rihA//ydjH//lldR//
GO_0051302_5	ybaE//fdrA//acnB//hdeB//lpp//yahF//glpX//pgpC//hybO//yjcO//nuoL//asnA//ppiC//rseC//
GO_0051304_4	ydjE//
GO_0051336_5	alkA//lpp//ushA//purN//mscL//pepB//atpF//ydhJ//cysK//fliS//waaS//mrp//glgA//agaB//hemA//mdtD//amiC//flgA//pgaB//yghU//pyrE//astB//tauD//syd//rplA//
GO_0051338_5	ptsP//dcuB//mepS//cmtB//
GO_0051339_5	cysI//
GO_0051341_5	yfbU//modB//
GO_0051345_6	modC//recO//ypjD//cyaA//gloA//pmbA//mltA//dgcT//
GO_0051346_6	hda//allD//nupX//ybaE//ygjR//hisI//sspB//envY//speF//rpoE//tatC//
GO_0051347_6	hyaA//menF//
GO_0051349_6	accA//
GO_0051353_6	cytR//hslJ//
GO_0051391_8	ispU//
GO_0051409_4	cobC//hisQ//
GO_0051410_3	leuE//
GO_0051452_10	yhjV//
GO_0051453_9	fumA//cmoM//yedF//yiaU//proX//ilvL//uspC//exbB//
GO_0051454_10	recB//yqjA//yaaJ//yahO//yigL//
GO_0051476_7	murD//
GO_0051484_7	mutM//
GO_0051493_7	holA//
GO_0051495_8	rpmJ//
GO_0051595_6	yigB//bglB//waaO//ymfK//fliA//
GO_0051596_6	bioD2//uxaB//aphA//pfkB//phoP//mlaE//prpD//modC//pepN//fucO//ybcL//yjcS//ulaC//spy//tcyN//yiaL//rcnR//rhaD//yceK//aspA//dgcQ//kdpA//nupX//hemE//fadR//relE//rcsD//dicB//
GO_0051599_4	hybD//
GO_0051603_6	ybcM//ibpB//bioC//yoaB//astC//rcsC//
GO_0051604_5	fdhD//yjcS//tsaC//yehU//mngB//rpmF//emrB//cpxA//rapA//fadK//ygeA//mdh//suhB//iclR//metC//glgX//rplP//frwC//guaD//prlC//potA//yifB//rseP//ssb//yfcA//cueR//secB//copA//gatZ//yafQ//ydgA//yccS//talB//yjiX//hokB//uxaB//yjjV//rpmG//tag//glgA//
GO_0051606_3	tehA//secA//
GO_0051607_4	rhaT//garD//hchA//yqcC//cmoM//gadC//mepA//rlmI//hisF//potG//
GO_0051641_3	mepS//rplK//mhpR//barA//mngA//mhpR//cycA//mrr//bcsQ//yidH//sugE//yfbU//betI//cyoD//yciK//ybiX//ycjD//glnQ//mdtN//tusA//borD//bacA//phoU//
GO_0051649_4	mrdA//kup//gntK//hofC//sbcB//lapB//essD//yehU//speE//yiaN//phoA//uidA//yphD//
GO_0051651_3	ibsC//mliC//ygaZ//
GO_0051668_4	fepE//
GO_0051691_5	cytR//cadB//
GO_0051692_6	ubiX//ulaG//
GO_0051701_4	yfdK//flgF//thrC//potD//yggX//nagZ//cysU//fadR//nadE//paaE//hypA//yadG//tktB//dgcM//kdpB//yddM//
GO_0051703_3	cecR//paaD//ygeR//cusR//oppB//parC//smrA//yghU//
GO_0051707_3	putP//fabH//efeO//ycjW//leuS//yjbE//fliM//ychO//corA//fimA//yggD//ymfK//tcyP//glyA//
GO_0051715_4	yhfK//
