#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	moaA//glgC//uhpC//rmuC//
GO_0070627_10	asnA//
GO_0070646_6	ydiQ//
GO_0070647_7	yeaE//
GO_0070689_6	fbaA//abpB//
GO_0070716_8	thiC//
GO_0070726_5	tnaC//aphA//
GO_0070727_4	iscS//mmuM//sppA//kdsB//recB//aceA//rplO//rluD//skp//ydcT//lgoR//rhtB//aidB//crl//pitB//udp//yoaB//
GO_0070778_6	rluD//csgD//
GO_0070838_8	dinD//gadW//fhuC//hypT//yddM//dsdA//rlmN//tig//ydbK//hflX//yfgJ//prkB//yggE//csgF//pheA//
GO_0070873_7	dsbD//citG//
GO_0070874_7	lptA//
GO_0070875_7	nimR//
GO_0070887_4	nhaA//gldA//ampG//abgR//insH-6//ccmD//nirD//insA-1//bhsA//rclR//glsA1//mqsA//sgrR//gnsB//yjbE//dicA//menA//alaC//norV//fumB//pdeL//bolA//cecR//narJ//cytR//dppD//ribC//ynbB//zipA//dcuB//bioC//emrY//yijO//yciE//hchA//garD//nimT//thiI//cdgI//rsuA//mak//tusC//dicB//yieH//ygfZ//hdeB//cysD//cstA//nusG//frvR//phnM//fhuB//hypF//hslJ//kgtP//ypjD//sad//yrdA//gpr//bioD//
GO_0070894_6	cyoD//
GO_0070925_5	ykfI//ycjD//ytfQ//secM//lsrB//ykfM//ascF//waaO//cysH//bluF//
GO_0070930_7	rpnC//
GO_0070972_7	rfaG//
GO_0070981_6	yaaA//
GO_0070982_5	yafC//
GO_0070988_3	rhaB//pyrB//
GO_0070989_4	bioA//
GO_0071103_6	pphB//ybcM//trpB//sfsB//entC//amiC//cysU//cmoM//mscK//glsA//nrdB//argB//ynfE//frr//nfi//fdnI//asnB//accA//feoB//
GO_0071139_6	bamC//ybeQ//
GO_0071214_4	wzyE//sapB//ygcW//eamA//bsmA//dmlA//cdh//insA-1//clcB//waaP//bssR//glpD//arnD//fdx//cysS//patA//hslV//tcyL//xisR//cvpA//yebG//yhaV//yhjV//lnt//
GO_0071218_6	fdnH//
GO_0071229_5	nudF//glpF//rfaE//aceF//ycjR//
GO_0071230_6	rplN//
GO_0071236_5	fabH//yjiR//nuoN//glnQ//dppD//nupX//fixB//sulA//fepD//glxR//arfA//xylG//holE//paaA//pgaC//tusB//feaR//ycbU//
GO_0071237_6	yfgJ//bglJ//
GO_0071241_5	glcC//ydiK//bioD2//yegS//lasT//rplX//dsbB//ltaE//rplW//dgoD//lolE//ydaV//gmd//trmB//mzrA//thiG//trmH//
GO_0071243_5	glpR//
GO_0071248_6	livG//yhaO//lsrK//rimO//ykfI//ycfL//mrdA//glcB//eptC//fimB//pdxA//flgF//gpr//ssuD//
GO_0071249_6	idnT//ivy//
GO_0071250_6	dicC//yfdO//
GO_0071265_5	yehT//ybbY//rclR//yecS//kbaZ//
GO_0071266_6	ilvH//mreD//
GO_0071267_6	lrhA//narU//pspA//
GO_0071270_6	ynjD//cueR//
GO_0071271_7	yiaN//mglA//
GO_0071276_7	yiaA//trmH//
GO_0071280_7	ushA//melR//
GO_0071284_7	rfaF//
GO_0071286_7	sufD//hisC//
GO_0071287_7	evgA//
GO_0071288_7	sfmD//recQ//
GO_0071289_7	yfbV//
GO_0071291_6	pepT//
GO_0071292_7	nei//leuO//
GO_0071294_7	uidR//yedL//
GO_0071310_5	malF//adiC//kbp//cpoB//yedF//artP//hemG//adk//ydaN//fadD//maeA//
GO_0071417_5	thrB//ttdR//mepS//
GO_0071421_9	rnc//yehD//rpsQ//
GO_0071422_7	rpoE//eutD//xisE//
GO_0071423_8	frdC//
GO_0071453_5	ybdZ//ydjM//glnP//
GO_0071454_5	livM//putA//
GO_0071456_5	glgP//
GO_0071467_5	ydhK//polA//lasT//yejF//ccmF//fadD//yohD//znuC//msrP//rpiB//rihA//
GO_0071468_6	feoA//rutA//lspA//mreD//aroA//envY//sixA//hexR//yidD//tdcB//
GO_0071470_5	agaS//yajO//yihL//ybdZ//yihS//malF//rspB//msrP//gpmA//potH//
GO_0071474_6	oppD//clpP//fabA//bioA//
GO_0071478_5	frc//motA//yfgI//
GO_0071482_6	opgC//suhB//ybbW//
GO_0071483_7	mog//
GO_0071495_4	araH//mltF//lsrG//
GO_0071496_4	trpB//livK//rbbA//lpxT//yjbE//rplX//mppA//dnaX//ygbM//ydcI//sgbH//nanR//dtpD//trpR//gudD//cycA//hybA//lsrR//yhaJ//ygaZ//uvrC//garR//hslJ//asr//paaC//mrcB//modB//hyaA//yhdJ//yacG//mutY//frlB//ampG//yggT//dhaL//purB//tsr//appB//truA//ychO//lamB//ybeQ//intF//ytfP//crfC//fryA//btuC//artP//uhpT//hemL//puuB//rhaM//ilvA//
GO_0071500_5	codB//
GO_0071502_5	ftsZ//
GO_0071545_6	hipA//ftnA//
GO_0071554_3	ynbB//xapR//rsmG//gph//pspF//insI4//polA//rmf//appY//ynaE//epmA//cirA//ytfQ//clpP//mak//tdcG//pntB//rpnB//lsrA//roxA//bcsA//yjbG//ogt//
GO_0071555_4	csrA//ratA//yiaN//rihA//dhaK//mnmA//panF//bamD//insI-2//elaB//yqaA//feoA//csgE//
GO_0071577_9	mutT//oppB//nemA//hycA//mscL//frdC//pnuC//
GO_0071616_6	prfC//roxA//
GO_0071702_5	kdsA//vsr//waaJ//malQ//yaaY//hisD//ccmG//syd//pfkA//mazG//mgtL//aroH//fadL//hokB//ykfM//yfiR//manY//tadA//crfC//rnd//yqiJ//atpF//trpA//holE//rluB//mtlD//recE//ycjU//kdpF//yjcO//ldrA//emrY//holE//cynX//araC//ftnB//hrpA//sanA//cmoM//pyrE//trmA//hsdR//yeaG//yjgX//tsf//acrB//yjiX//radD//carB//nadB//mutT//ybiV//fdrA//kbaZ//recX//ralR//appA//elfC//dicA//epmA//higA//fetB//ybeQ//mipA//oppD//mdtF//fbp//menC//insE-1//xylG//hemE//rpnB//panZ//hypB//yqeF//brnQ//ygdG//tmk//pdeK//tsaE//murI//coaD//oppB//murC//rsmA//yhjB//cyaY//folM//acpP//mak//galS//lysS//mdtB//gor//yjaZ//arnB//yccS//galR//ulaR//yjfF//lysO//nsrR//trxC//paaX//dgoD//rluB//kduD//ybcJ//bioB//dps//dnaN//rlmN//ybdN//ymdB//yagF//queE//fixB//dnaJ//dcm//ybdM//rpsM//rbsD//uspE//pspA//nirB//rayT//ybgQ//ybgP//arfA//yafS//fcl//erpA//fucP//yihR//yjhG//elfC//ribD//kdsC//hyaD//mntS//serA//mngA//opgC//miaA//cysQ//zur//glnD//gapA//rhaR//ybhS//hsrA//lysR//dgcE//yciF//flgA//malX//ytfP//yeaV//rhtC//tyrA//insH-6//nanR//tatE//pstC//sgcE//evgA//degS//gatY//ycaO//focA//proP//ompR//ydfK//proX//uxuA//clpP//cbl//ygjK//rhaR//dcm//yhbS//fsr//nimR//flgI//garD//ppiD//agaS//hlyE//folM//orn//ydiV//yhfS//ybeQ//ygcW//paaF//dnaJ//fetA//sfmH//zraR//cusB//ompA//ribF//rhaD//crcB//yhjR//yhiM//adk//fdnG//metN//nirC//ssb//aroB//deoD//ybcM//yiiD//yobA//yigL//pgaD//rplM//accB//shiA//ompN//rpe//bdm//hofM//crfC//ftsH//proQ//sseA//flhD//yhdZ//fau//ugpB//hypE//diaA//yhcF//rcsA//dxs//yagE//uxuB//menC//ribA//putA//mtgA//hicB//nikD//insI3//fimE//arfA//dnaT//hsdM//citE//zupT//dpiA//insI1//dgoK//fabA//cas2//yadI//katE//ydcO//bepA//kdpB//putA//nagA//guaA//pgi//kch//yjjV//cspC//pheT//ygiS//paoC//puuR//hcp//glgP//frdD//yfdO//rpoD//mutH//ydeP//dgcT//yihU//cdh//waaC//yagI//dppA//sbcC//dps//insI-2//grcA//ompR//nuoN//potB//hsdM//ydjL//pykA//gntK//tpiA//fecC//yibF//ybcJ//casD//yihO//ydiB//rdgB//ttcA//accC//mdtM//yghO//fdrA//yfiE//rsmA//hemN//yciA//lepB//proA//ygbN//ldtC//ydjJ//rihC//yadM//glvC//trkG//hemE//ynfL//cbrA//xerD//cyoD//btuR//thiG//murG//yfgO//yibA//ftsL//yjeH//macB//yibF//fdoH//pdeK//agp//rplX//uidA//bioH//leuD//hlyE//hofO//mreD//tktA//cysC//hrsA//metF//tdk//napF//rclA//murC//srlA//ltaE//agaB//fetA//pfkA//gcvA//yfbV//mreC//eutN//mreD//napA//dpiB//tehA//queE//nsrR//ydjE//ydgA//era//pliG//yegT//xisE//ygeA//holC//cdgI//hisP//glcD//kbaZ//metK//sdhE//sgbH//bssR//hdhA//frlR//add//
GO_0071704_3	bssS//argK//fucA//gadE//dnaQ//hofP//manZ//thiH//glk//fimE//yfeD//yidL//yhdJ//lit//lipA//yraK//zapC//msbA//ompL//dbpA//ycgV//hypE//rlmD//greB//chbR//marR//ptsI//nagZ//ansB//aidB//yohC//iaaA//rpsK//ndk//uxuR//secM//ubiG//glyA//ldtB//ugpC//sutR//acrA//yqiG//cho//fdrA//tqsA//ydcM//ycfS//ymfK//proP//waaP//cobS//hisH//ycdY//cusB//yiaM//melB//hprS//sgbH//yaaU//sgcR//ybiJ//arcC//smpB//cysK//yahI//mutY//menI//gcvT//hemN//cspA//rsmF//rplQ//acpT//hsrA//rhtC//chaA//accB//ushA//dkgB//yhbQ//yahD//ftsK//feoC//dcuB//lexA//manZ//rsmC//frdD//rpsS//ldrD//garL//zraR//ynaI//ptrA//ydcS//pstC//ydeE//entB//ibsC//pepQ//pheS//thiM//yfdR//rplM//dut//intA//yeeA//yibH//sbmA//rhoL//maa//waaP//mdtN//pstA//agaI//ykgO//mprA//sufD//ydbD//csgE//yaaJ//hflX//rplX//tsgA//nuoB//baeR//cpsG//relE//modC//arnB//aroH//dcuS//pagP//thiQ//galP//murA//pdxJ//ydcM//efeO//yhhY//yhaC//lpxT//chaC//metH//ycgV//coaE//uof//dpiB//eutA//nuoM//glgB//fis//ycjP//rpoE//torC//acrF//glgA//ygbL//bsmA//clpA//rhlE//dgcE//hycA//glvC//evgA//gmhB//yfeX//dapB//gcvH//paaH//treA//ubiG//mdtK//gltI//dbpA//ydiO//ybgI//flgD//cbrA//emrB//arfB//melB//deoD//mngR//cedA//yeiL//cysS//gcvH//mgtL//viaA//rclB//insB-4//ompT//dapF//dosP//ubiC//uxuA//yhdH//frvR//rlmB//folM//pheM//proS//flgF//sapA//gpmM//asmA//cueO//rimP//lptB//ycjD//ydhQ//flgK//ygcW//yfeR//phoP//degP//fadR//pgrR//hyfR//ruvA//phnG//ydfG//paaA//mprA//yjiY//dppB//acs//coaE//sgcA//ibpA//hcaF//dhaK//nlpI//dfp//mgtL//tcyL//yecS//tusD//cedA//araF//cvpA//gadB//prlF//potB//frwD//aldB//yieE//sucA//nuoB//pstB//hslJ//norW//dsbG//ompL//yihR//ldrD//mltB//aroL//ybaK//frvR//hofM//yhjD//tus//trpR//rihB//deaD//ppiD//mcrA//glmM//zwf//bamA//hscC//uxuA//insF-1//entD//prmB//lepB//yjaZ//frwB//dusC//yrdA//amiD//ompT//mdlA//metL//elfD//wecB//ybeF//frr//tdcA//cysN//dsbA//lldP//essD//basS//xerC//cynT//udk//nirC//hipB//glxR//lpoB//lpxL//tdcR//raiA//acrZ//ptsG//cysH//yihR//lysO//spoT//yfbS//yhaM//rsmD//uhpA//ghoT//wzzE//yqgF//rbsR//abpA//gntU//evgA//otsA//ispH//ynjA//ldcA//ftsX//ymfA//dsbA//yfdR//ldtD//lasT//spy//fdnG//hicA//purN//yddL//nlpI//dapD//hypC//dcuR//flgE//arnA//yjiX//cheZ//astB//fimC//ycfL//hemB//yihQ//potA//cheZ//nuoG//yiaJ//tig//alsB//zapA//umuC//secG//prpB//gltX//nlpD//alsB//cobT//flgM//fhuB//ybdH//rimO//cdgI//narX//mltB//yneE//cysC//yjbH//ybaK//hycA//ygfA//aroC//xylG//yidE//dcuR//nfuA//intQ//intS//paaK//ydfG//ymgF//hemL//ydcP//yehY//dcyD//flgF//ada//maeA//rclA//cyoE//pgi//uup//nadA//curA//tpiA//cysU//yeiE//ytfP//glyS//yfaE//aroF//betT//frdA//ygeA//eutA//lhr//uxuA//roxA//argE//gapA//rhtA//allR//frlR//trxA//hybD//kdgR//yieE//ybcF//ydjH//argK//uxuB//lapA//acrZ//mdoD//nemR//potG//ydiZ//pstA//bioF//ypjD//ybgQ//gapC//yjbF//ydcI//cytR//argA//aroF//fruK//phoR//patD//cysC//yccA//ymfA//gadW//yeeY//ybcL//rlmE//phoQ//glsA2//ydaC//ybiY//pth//prfB//hmp//bdcA//ccmC//hypE//yrdA//eco//rplO//aceF//cpxA//mscM//mdfA//hcaT//gabD//ybiW//dnaC//panD//yfiF//prmC//pflB//fdrA//tatC//tolA//hisD//glnL//apt//pckA//gatB//katG//trpR//rpsD//allS//ulaG//tdh//bglB//yejE//gor//lsrK//tcyJ//cycA//rutB//citC//csdA//pinQ//viaA//bdm//cheR//sppA//dkgA//yjfP//mhpR//map//bamE//aceF//wzzB//hiuH//chaA//udp//cysE//tag//dacD//yjiX//paaX//dnaT//pinE//gloA//fdoG//lepB//pdxB//flgC//yggE//spoT//arnF//mhpB//rhaT//betA//tcdA//ypdB//fucI//recF//cpsG//rclR//mtlA//mdtN//tqsA//zipA//citC//nusA//yaiP//trpGD//sulA//ygbL//oxc//metF//potF//ecpR//yedX//dmlA//tatD//intQ//phnK//dgcT//livF//mnmA//yahF//pgk//raiA//gpr//phnC//fliM//rhaS//gatD//uvrA//ygcO//opgB//gsiD//dusC//yaaY//ydjM//rffC//mipA//ptsN//hemA//garP//selB//dppD//yabI//nadE//ansB//nuoN//fecA//rplQ//yegS//yohD//nuoI//yigB//clpA//mak//nrfC//alsK//gstB//fre//cysU//potD//mraZ//wzb//csrD//ccmE//rlmM//agp//yjbH//nikB//ahr//kdsA//mazG//pbpG//slt//ftsZ//rlmM//csgA//sdhA//xapA//rbsR//ssuB//fabR//mdtN//ydcZ//yqiH//mcbR//eutB//yjbF//ynjD//luxS//trmB//fadD//grcA//ybdN//map//kup//mtgA//amtB//hyfF//secD//sdhC//hicB//patA//secA//lspA//yehA//agaI//bssR//ugpE//yaiV//recR//djlC//fhuB//mog//yedL//ligA//queF//yciV//dsbA//yegD//rimK//hha//ruvC//osmY//cpsB//gudP//yfcQ//hslV//glmS//gph//rseC//cspB//lpp//acrF//rplB//tsgA//adiC//lptB//agaW//rhtB//sufA//waaH//bglJ//yieL//phnI//ivy//sdhB//yraI//rplK//yfbV//hha//frlA//mraY//topB//gabT//ygcR//miaB//proP//mliC//ybaM//arcC//glnB//eptC//bioH//argG//eco//fecA//gpr//yafC//ybhP//secG//sdhB//yahF//gatC//mtlR//yaaJ//ppiC//yagG//yhbO//acnB//lpxK//xdhB//ftsW//fliL//acpS//gadA//frwD//yidL//sgbU//osmE//prmA//narH//ydfD//glsB//holD//ycbB//hyaD//yehD//rph//glnB//thiQ//tolC//malI//phnC//speA//ldtC//mrcB//lrhA//mcrB//msrC//fliK//hrsA//mutH//mreC//yjhP//wecB//emrY//rtcB//opgG//nagC//fdnG//rhaD//ydhK//rfaG//gpsA//pspF//nlpE//cheB//clpA//ftsP//mdoD//argO//aidB//napA//pgrR//kdpE//ulaD//nimT//entD//gcvA//yraK//gpr//gspE//focB//glpK//yafO//dps//phr//idnO//lptG//flgE//yehY//xylA//nadK//dcyD//nemA//aaeA//kilR//setC//rclC//gstA//etp//rpmA//argB//yihR//argR//dinD//proA//nrdA//yfiE//purL//yajD//fdrA//cspD//iscR//ypdA//yrdA//folM//puuC//leuO//rpsK//msrC//atoC//map//mlaF//yfbV//rdgC//yfbV//hsdM//mlaF//lrhA//yebZ//yjcO//yaaA//gmhB//hybO//fdnI//cdh//phoP//lapA//mhpD//gshA//manX//tatC//yfiE//ruvC//mrdB//kbp//ligA//ydiZ//yagG//ccmE//ykgO//degS//pstC//yhgF//atpD//ydcR//mgtA//fabG//tabA//nuoL//mepH//yfhM//sufC//glpA//pgpC//ompR//thrS//clcA//allR//btuR//gcvP//acpT//tyrB//hypD//nhaA//cydB//rfbD//lptA//argH//cadC//metG//tatB//tar//ettA//uhpB//galE//yhhZ//bluR//lsrB//proP//truB//ibsD//thiP//aroK//lpcA//polB//nemR//glcF//holE//ribC//aas//yfcA//tdcR//lsrG//katE//queG//ygdG//murG//rna//oxc//msrC//endA//elfG//narK//lpxC//cycA//ugpE//flgJ//ebgR//ptsI//nemA//polA//pmbA//lepA//radA//yieF//yfcA//waaA//pcm//yrfG//yeaV//paaD//opgE//sfsB//iap//polA//entB//hemL//selA//pgl//pppA//rdgB//pepD//argT//yfaX//gltL//yebZ//lptG//lolA//pgm//yhbY//potF//yidR//eutK//ibsD//yqeF//ftsE//gsiB//cobT//mntH//recE//yciV//kefC//yhdW//aroK//tqsA//gsiD//yfhH//tas//gspI//insI-1//hisA//gntR//ddpX//qseC//narJ//mukB//tsx//purT//otsA//rho//yjbB//rhaM//potB//nfi//ansB//pspD//cusR//argC//rayT//rbsK//rutD//yiiM//ffh//arnD//nadA//yihL//pckA//gpr//yieE//wzb//queA//uxuR//uspB//yqeG//srlD//rsfS//galS//ymgA//rsmC//ybjI//cdh//yraR//yceK//dinB//glmM//lasT//yceK//fdrA//folA//waaG//lrp//fixC//trpR//gpmA//dgkA//dgcM//aldB//gyrA//pepB//ghrB//rffM//torZ//trpGD//yoaB//metH//paaH//hslJ//thiD//yeiL//ddpX//ccmH//lasT//gpt//ybhI//phoE//speC//minE//zapC//yfhH//pphB//gdhA//pgpB//yahK//hisI//rffM//patZ//yedP//aslB//rlmA//ruvA//holE//gutQ//ydaC//ispB//proA//tar//xseA//sbmC//ykgA//narQ//tamB//thiM//mdtI//glpR//dcuD//yagF//dinD//maeA//mngA//uxaA//yeeY//fumA//ccmF//lysA//allD//cmoM//yccA//ybaE//betI//ydjH//potH//panE//hycI//msrP//yggD//deoR//ybeY//dacC//oppD//galM//fmt//sbp//fimE//rplO//luxS//ftsX//rnlA//rpnA//idnD//bdm//iaaA//rdgB//fucO//bamB//rplL//eamA//yjjG//yjhB//yqgB//pbpG//yciT//glmM//hlyE//sspB//xylF//insA-2//rcnA//mreD//murR//birA//tmcA//cra//insA-2//setB//uxaC//cynT//rnc//matP//hha//ybaO//yggP//ygeW//fimH//bacA//envY//agaR//gntP//betT//hemN//yihP//sodB//cheY//yqeA//guaC//yeeJ//puuA//zapB//argI//ada//mdtA//gpp//yodD//rarA//yeeA//ybaT//menA//nrdA//rbsB//alaE//ybdR//kgtP//ligA//evgS//nrdI//fruB//ycaN//ygaV//bioP//napC//pflA//hisA//rpsK//glgA//iraD//lplA//umuC//tsr//hyfC//ygiS//ileS//ygcW//lyxK//fabG//dhaL//yhjV//bglJ//potA//hchA//dacC//yajD//trpR//yadN//yehC//lsrD//cbrC//atpC//yfiC//fadB//diaA//ortT//nlpI//yahK//nlpI//nadK//hofC//srlD//bdm//yciK//yihR//mnmA//wzzB//gltK//ilvH//hemL//apt//nanE//tgt//yjtD//ribC//yjcE//hisH//wzzE//casA//feoA//atoS//abpA//srlR//recE//rnlA//glnB//ileS//ygfZ//rihC//rna//gudD//yhjA//dxs//pabA//lptB//deoD//pmbA//truB//agaD//insH-6//gntR//modA//treR//mrdB//pdhR//hofQ//hypF//exbB//rseP//recJ//rhaS//fixA//pepB//yqjA//ybjX//uidA//msrB//recO//fliG//rplD//amiB//lgoD//ybjI//appA//uspE//alsC//flgM//ttdT//otsA//rplP//folP//yhbO//cdd//sfmA//amiD//wzb//paaB//hycB//mdtG//coaD//glcA//ytfE//lolA//nuoN//fmt//murQ//sgrT//ydeT//ssuD//yagF//ptsP//xanP//araD//uvrY//yoaB//nupX//dtpD//yieK//hicA//hchA//rplM//lpoA//sodA//rmf//pepA//ybjX//atoB//hemA//pgpC//lgt//pyrD//focA//yaiP//fruA//cusC//prmA//paaA//yneJ//ydiB//ybdG//glcE//arnF//bglA//manX//psd//rplA//atoB//glyS//pgpB//argR//uspB//cspD//oxyR//leuD//ygeA//lpxP//aroP//purD//rbfA//frlB//rho//yjbF//sdaC//cysW//gcvH//cdsA//yobA//cho//otsA//yfjV//ydeI//yqiI//asnS//ftsE//opgC//ydcT//dgcT//wecC//hyfF//exuT//hofP//xanP//rppH//yqiG//ldhA//torR//cspB//solA//rimJ//higB//trpL//kgtP//rnlB//mdtN//lpxC//wzb//ilvC//smpB//rcnA//yjjI//bisC//cysC//hha//phoP//bioB//ispG//ruvC//hypA//dsbD//msrA//ligA//cspA//sgcB//pphA//puuR//sodC//yneJ//tsaB//frmA//xanP//thiP//tyrR//crcB//mtn//yccA//yfjV//pykA//rzpD//pheM//roxA//rpiB//lepB//setA//nimT//mog//sbcD//hyaD//feoB//uidA//tap//trkG//queG//hprS//ybjI//insI-1//agp//hisF//yidP//narH//ygaH//yghG//ybdG//ffh//lpp//cas2//gshB//yieF//sodB//artJ//tdcD//chiP//ydeP//frmR//ybhD//pgrR//ydaC//torD//zapD//cedA//maa//accC//hsdR//hscC//ftsB//feaR//menB//manA//ppsR//gapC//uidC//serS//deoR//stpA//pstC//casC//cusS//gltP//fruA//ssb//tcyL//mdoD//glcB//hchA//fdoH//recB//pdxY//ruvA//trmH//sbmC//add//hybB//xylE//rssA//yfdR//npr//thiP//yoeB//insH-5//hupA//cmtA//hscA//mepS//focB//arnD//hscC//prpD//oppF//cmoB//fecC//degP//gatA//priA//aceA//alpA//acrD//hemH//nanR//glsA2//yrbG//xapB//pgl//yjjG//yajL//rutR//asnC//prmB//uxuR//fdoG//pstA//gadC//hyfF//srkA//ade//pcnB//ldrB//fre//nimR//rpiA//gcvR//pfkB//ybhG//metF//yohD//bcsA//shiA//yraN//agp//purN//tdcR//appY//recB//mltF//mdlB//cspA//menH//argD//rplX//patA//secA//ydfK//mliC//yggN//bisC//garL//lptC//recX//pdeL//ykfM//ldtA//opgC//folD//puuR//phnH//yjiR//araE//xdhB//cytR//tamA//ascB//ahr//hslJ//mmuM//nfi//thiM//mnmE//argF//exuR//purU//tusC//cbl//bacA//ampG//ligB//hycA//glrK//yhaM//panZ//acpP//norV//yhdW//uvrB//artP//tyrR//rhlE//ydeI//sfmC//glyS//cspD//aidB//flgG//ychH//yfiR//ariR//
GO_0071705_5	kdgT//yedA//upp//dnaK//ptsI//rcdA//bcsQ//yeeJ//fdhE//rapZ//insA-2//creB//ycjU//glgC//ydaN//ebgR//fepC//ycjD//araA//fdhE//thrS//arfA//rimM//ibpB//phnI//mgtA//frdB//allD//appC//etp//cbrC//ssuE//envY//glpX//frdC//gltK//dnaE//yhgF//eno//ulaB//serA//rutF//fliD//zraS//yciH//csgD//fdnH//eptB//sdhE//hofQ//ygeX//yafN//rpsL//rmuC//gcvP//agaV//hybB//yfeW//mhpB//rfe//lepA//uspE//tdcF//zapC//ybhG//sapA//uup//ftsE//yjjG//ycaO//nuoF//ldtB//yajQ//fucO//yfdS//pfkA//secM//cca//rplJ//rpmF//ralR//tdcB//cobT//rayT//yjfP//dapD//prmA//tyrB//frwC//leuE//ulaA//metH//uof//edd//cysK//tyrA//mreD//pfkB//hicA//lspA//gudP//rplR//paaE//cpsB//cadA//ycgB//parE//rplW//yoeB//yfaE//artI//mlaF//gntU//recG//gudD//tatA//pagP//gph//mepH//citT//recB//yhaJ//sspA//iraM//pyrC//zupT//yejE//uxaA//casA//yneJ//ldtB//gshA//polA//yobF//kefF//cspD//nusA//trpB//cusR//ompN//ibpB//speF//uof//clpB//ortT//atoS//mdaB//potA//yjtD//rep//lyxK//gspI//trmO//uidC//yaaU//ftnA//narQ//slyD//rbsA//speD//rutG//caiD//ftsQ//nikD//hyi//yjaZ//yqcG//fryC//clpP//fdoI//ibpB//slyA//ftsK//lptE//kbaZ//bioA//yehZ//hypA//ydiZ//dcuA//envC//lpxC//ulaA//dauA//rssB//prmA//lacY//ycfH//nupX//cmtA//ppsR//hpt//cadB//yqcC//uxuB//fadH//cdgI//hofP//garR//ruvA//ybiO//argP//cdsA//trmL//hyfR//pitA//rluB//yehU//gcd//pyrL//tig//yfgO//srlB//sufA//ligA//insK//wzzE//fliL//yhdH//cobS//mdtA//hslV//panE//cyoA//plsC//pheS//yoeE//yibF//tesB//rpsL//dcuC//umpG//holA//flhA//slyD//groS//
GO_0071709_5	abgR//yahF//gsiC//lptF//yhhZ//yjaZ//waaU//fdnI//ushA//crl//
GO_0071731_5	rlmL//trmL//dsdX//
GO_0071732_6	cmk//
GO_0071769_5	yihT//
GO_0071804_3	metB//prpC//appA//fliG//narK//nuoH//bglX//hslJ//emrE//nuoE//ung//yieL//pstA//preA//dusC//
GO_0071805_4	argS//dmlA//envC//recQ//rpsA//fdhD//syd//cysD//puuB//fdx//narL//araA//bioA//cysI//yihV//
GO_0071806_6	rlmJ//lptB//rho//ybhG//uacT//rihB//betA//yagF//allC//lptE//rcnB//accD//yjhC//pgi//yidZ//ftsY//malS//ibsD//kbaY//
GO_0071807_8	insI-1//
GO_0071824_5	cheB//
GO_0071826_5	ybiO//murR//ynjA//fepE//mreD//rapZ//rtcB//nrfA//kdsC//betT//acrR//pgpA//panD//yjjI//btuE//cheW//yceK//ubiC//mltD//essD//lolB//yfbS//era//arnE//ompG//znuB//
GO_0071897_6	mscS//narZ//ompL//pntB//yfbU//djlC//phnL//frr//putP//yedF//gcvP//ibsD//frmB//dsdA//dtpA//fimC//gmk//baeR//ybiH//asnS//
GO_0071915_9	nlpA//
GO_0071932_8	acpP//
GO_0071934_6	relE//qseC//glmM//
GO_0071941_4	chbF//ribC//rplT//yadK//rraB//yiaO//fecA//rsuA//phoA//
GO_0071945_7	yhiM//
GO_0071951_8	efp//
GO_0071963_4	yraH//
GO_0071973_6	yfdC//htrE//pdeD//bamA//yfbV//tsaC//rapA//gatA//rpsA//ddpA//tolA//dcm//pstA//yafE//ompF//nadD//yfeO//folA//hypA//ccmD//yfcV//ybgP//znuA//srlR//lpxM//gabT//insI1//tus//guaB//napF//osmY//
GO_0071975_4	yfcA//
GO_0071977_5	yhbQ//
GO_0071978_7	yciV//sseA//paaF//hofC//hisF//ampH//hofP//idnD//hda//yiaM//pitB//nrdD//phnN//agp//
GO_0072321_6	mnmG//leuO//
GO_0072322_6	lgt//
GO_0072323_7	narK//
GO_0072329_7	cbtA//lpxB//pflC//ligA//holB//tatA//rpsM//truD//lysU//recE//nrdH//elyC//erfK//lolD//glnP//cydD//alaA//bioD2//yheT//prmB//ftsE//fkpA//mgsA//treA//fadK//narH//zraS//fadD//yfeO//waaA//yhhT//insI1//rnr//frdD//rbn//pgrR//ibsE//higA//ycbU//mdtP//yehX//fadD//agp//galF//dhaL//frvR//aceF//betT//rsmC//argH//argG//hpt//mdtB//eco//cynT//rutG//argA//garL//agaV//yhiM//mreB//rssB//ihfA//norV//nirD//yddM//dgcF//osmE//xapB//nanR//frlC//hokB//proW//ydfD//cspG//ivy//thiH//glcB//yigL//tufA//secB//
GO_0072330_7	kdpE//ssuC//pstA//acs//ybdM//agaD//murA//dmsA//ltaE//pstS//chaA//yhjG//sbp//tnaA//rpmE//ebgA//fetB//yfcR//pth//ssuC//ebgR//hcp//menH//proA//insI1//tdcD//asd//yihV//yfhM//yqcG//paaJ//rimP//nth//cbl//gabT//elaA//srlE//ybaT//pinQ//puuC//uvrB//rlmM//ydjE//ynjA//yahO//paaZ//fepC//fre//rpsH//selA//cspE//tcyL//ibsD//yhjG//sufA//rraB//mreD//rfaB//
