#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mdtF//fkpA//hyaB//sufC//
GO_0051599_4	dppA//
GO_0051603_6	ygiV//prfA//trmL//rsmD//surA//yfcP//
GO_0051604_5	recE//maa//glnA//frdD//hisC//rplW//ppsR//tas//yieE//recE//gadE//galU//csrA//pepN//ybdR//murI//yjbG//tar//ybcM//mazF//glgB//livM//ttdA//yciA//mgsA//cmtA//waaB//idi//flgF//rpsE//yaiP//yeeO//hycB//rplX//glsA//ftsA//yedX//mtlA//yadV//ycbX//
GO_0051606_3	clpB//tyrB//
GO_0051607_4	mdtA//idnD//dmlR//glnA//tdcG//mepS//pstC//xerD//cynS//wcaC//
GO_0051641_3	rfaG//zwf//yajD//srlR//fdoH//ilvA//yjbH//yabI//fepD//lpxD//map//cytR//ispH//exoX//iscA//tap//pgpC//adiA//lolD//fdnG//yqiG//rnpA//garD//
GO_0051649_4	puuR//cyoC//ulaC//panC//hmp//nadD//lsrG//ychF//patA//iclR//nanR//soxR//yddM//
GO_0051651_3	rplR//abgB//yjbH//
GO_0051668_4	rlmM//
GO_0051691_5	ompT//feoA//
GO_0051692_6	miaB//zipA//
GO_0051701_4	sbcC//dppF//tcyP//ynbB//hipA//gpp//hemL//msrP//gadX//rlmN//ycbB//rhaA//intA//cpdB//fumB//ynbC//
GO_0051703_3	mukB//ybiA//bfr//decR//mrcA//ispG//gstA//hcaB//
GO_0051707_3	rfaG//araB//ydjE//appC//yicJ//fabB//kduD//ybaL//ybiT//gatY//thiM//yajL//nrdG//gabT//
GO_0051715_4	ycjP//
GO_0051716_3	gshB//cpdA//modA//dinD//nmpC//fhuC//purU//rpnB//gudD//menF//raiA//tyrB//eutD//cysB//ypdF//hexR//uspC//yehA//murJ//adhP//metL//era//rng//groL//bamC//hsrA//puuC//eutN//znuA//pphA//dgoD//yahO//gltL//cspD//tilS//ybjD//opgD//pnuC//ftsB//ybiW//yegV//emrB//abpA//ybaK//exuT//csgD//fimH//thrS//gapC//qorA//lasT//guaA//hybO//iaaA//opgB//ftp//pck//hycH//dtd//topB//ybiO//gsiA//galE//dcuS//fkpB//ygbI//yhaO//proW//dsbG//rnr//lsrG//kilR//atpB//purA//hdhA//sdaB//fic//pdxH//argI//rbsC//yihS//gltI//dauA//rtcB//gshB//yagG//araA//yciV//insA-2//gltI//flgF//cspB//csrD//rpmA//iaaA//uvrB//hisQ//nudF//zitB//msrQ//narJ//puuB//ynjA//gpp//priA//flgC//helD//dtpD//rstB//aroB//cspI//yqjI//prmA//mtlR//ydhQ//kdpA//potE//ygbM//dctA//flhA//yedL//yphC//pncB//rsmF//hycI//ttdT//gmk//zapB//glnS//frlA//paoC//sufB//mgsA//nhaR//kilR//motA//glcD//fadH//mlaE//yhjX//nuoB//nupG//cheA//ompA//gshB//gcvR//flgD//hscA//melR//aroP//ydiR//mmuM//aslB//lpxC//ftsP//speB//cspG//phoE//yaiW//zipA//cheW//nrfC//betB//purN//pepQ//norW//entD//essD//pstS//metE//ybcM//agaR//yhcN//waaC//ssuA//hdeA//dmlA//iscU//ghrB//tsf//mutM//speB//lsrD//atpF//hofC//diaA//purR//rhoL//yraN//dps//tpiA//waaL//ydiO//aldB//guaA//fieF//lpxM//pldB//mioC//leuB//cdgI//ftsA//narU//yjeI//sufB//ybhJ//frvR//dppC//yggN//elaB//hicB//lpxB//cysZ//cysM//araA//hyfF//yhbQ//mdlA//hxpB//yehT//plsB//ygbM//secB//rpoE//lit//yggF//kdpC//kch//rna//rpsP//yhdZ//mliC//yegD//lpxH//ppsA//tsx//ghxQ//cheB//insI-2//ivy//moaB//rclB//ttcA//lysO//mtgA//yfhH//flhD//dnaQ//tnaA//yahK//spy//ccmE//aroP//sad//glpB//dgoD//ssuC//fbp//ybcM//ykgA//rseP//accB//ydiV//yjiM//gloA//mdoD//ubiX//rnlB//mmuM//rpsN//proQ//lpxP//agp//pgl//ivbL//abgR//yfjV//cpxR//thrL//cpdB//ubiC//rluC//pflC//glmM//arcA//ilvE//yfeD//insI-1//rbsB//ychF//frmA//hofN//metB//nrdF//arnA//ralR//trpL//rnc//murP//yehZ//erpA//rpe//lpxB//acpT//mtlA//hofM//ilvH//yieK//katG//prlC//ppiA//ytfQ//mdtK//fimH//alsC//mmuP//acpS//nupX//mdtJ//clcB//nrfF//fbaA//xylF//bcp//yhhZ//mrcB//orn//ydiV//tyrS//mcbR//yhgF//adhE//hldE//puuR//topAI//deaD//yddG//ybiO//aceB//helD//zntR//metN//alaE//rbsB//dsbG//setC//folE//bioH//rfe//lpoA//talB//sgrT//oppC//rplK//yahI//menF//fimF//patD//yiiM//
GO_0051726_5	hcaR//mliC//malQ//fruB//tilS//
GO_0051781_6	nikD//mraY//
GO_0051782_6	tqsA//dnaC//sfmF//nupG//relB//cspC//qseC//
GO_0051788_5	spoT//
GO_0051790_7	gloC//
GO_0051806_6	ybaO//dnaT//xapB//yhhZ//prpC//yagG//zapE//ygaH//
GO_0051817_5	queC//waaG//prpC//mrp//
GO_0051818_6	dpiA//mazF//adiC//pflA//
GO_0051828_5	yjjB//recQ//insB-4//xylA//gapA//crcB//umpG//rpsM//
GO_0051883_4	csrA//yjjG//envC//ivy//
GO_0051977_7	yfiR//
GO_0051983_5	zapD//
GO_0052126_4	nuoH//yggP//aldB//fabA//
GO_0052128_5	csiR//
GO_0052131_6	sgrR//
GO_0052192_3	mtn//glk//yhjX//waaP//
GO_0052547_6	plsC//mepA//alaE//
GO_0052548_7	fucP//udp//
GO_0052646_5	rmf//emrK//rppH//lspA//gltI//
GO_0052652_8	tusC//nrdD//
GO_0052653_5	ynfL//
GO_0052777_7	ftsI//purC//
GO_0052778_6	rpoD//atpA//mltF//
GO_0052779_5	abpB//rlmD//trpS//
GO_0052782_6	dusC//fadK//
GO_0052803_5	fepG//slyD//rfbX//parE//rdgB//tisB//yjiY//trpA//
GO_0052837_6	selD//
GO_0052838_5	fepA//
GO_0055062_9	mraY//
GO_0055065_8	torI//pckA//yggW//leuD//fimG//hybD//livJ//prpB//nlpA//napB//glxK//lpxB//tufA//ydcT//rdgC//ttdA//rcsF//dicC//astB//hypD//appC//acrZ//folC//torD//ftsN//brnQ//
GO_0055067_8	rluB//cspI//lasT//rutD//yihV//yqaB//aaeR//hsdR//hsdR//ilvL//cobB//prlF//
GO_0055069_9	relA//
GO_0055070_10	glcD//yodD//yqaA//dppC//bamD//aidB//
GO_0055071_10	acrB//
GO_0055072_10	yfcF//rsmA//gadA//mdlA//kilR//hcp//thiM//fliK//accA//dnaX//cmoA//xylF//nac//trmA//
GO_0055073_9	ivbL//
GO_0055074_9	mqsR//
GO_0055075_9	ymfK//
GO_0055076_9	frdD//yidR//pepQ//yiaL//ybjX//yecS//xylE//yhjB//pstS//yiaF//purB//uxaA//frwD//pykF//gstB//hipA//ccmD//kdpB//lpxL//gloC//kdpF//napD//
GO_0055078_9	cmoB//pykF//sapD//
GO_0055080_7	rnb//lit//secD//queF//glrR//menB//patZ//chaA//carA//yadN//tdcD//ruvC//dinG//rpsK//mcrA//paaD//zapD//efp//frr//tatA//fiu//ybeF//emrB//atpE//kdpE//asr//glsA//rluF//atpA//cdd//nuoH//fetB//sfmD//tatD//dacD//
GO_0055081_7	rpsT//
GO_0055082_4	perR//nuoI//yobA//guaB//mdtD//aes//cof//mnaT//znuB//apaH//solA//hprR//fic//waaL//def//pflA//phoP//rapZ//rrrQ//crr//ade//rbsB//rnlB//yebK//fimD//casD//flhD//putP//znuB//ompL//gstA//yjcS//qseB//insH-5//
GO_0055083_8	cheZ//
GO_0055085_5	cspG//phnN//dps//yiaL//mdtC//eptB//rppH//yhjA//ibsB//dgoR//waaZ//trpS//tauA//tamA//yafE//betI//cysS//exuR//acrA//yqhD//ghoT//torC//yjbF//rhtA//rimL//aslB//ubiH//asr//appB//yahF//rsmG//tgt//scpC//uhpB//ycfL//araC//glcE//ybjN//yihI//nfi//fdhE//rimP//artP//tabA//mdtI//yfeO//yehZ//ybgQ//potH//osmF//holA//tbpA//hemC//leuD//agaR//ybdH//yahD//ihfB//ribA//motA//rbbA//pgpB//rcsD//rraA//kilR//nfsB//yafN//yabI//yibH//argA//metK//yebZ//napD//spy//ynbC//yciV//ortT//agp//soxR//sppA//dinQ//ilvE//eptB//scpC//hycI//surE//menH//helD//murE//uof//paaX//ispF//nadB//mhpT//mntR//rnc//cas1//bioC//rhmR//tolQ//baeS//dsbD//rluA//yfeD//ydjM//rph//alaE//minD//hyi//yihT//hslJ//fruB//leuE//nuoF//lon//recE//erpA//yhbQ//rapA//tmcA//ldtE//ynbD//rcsD//hns//rimI//cmtA//fdhE//lpoB//citX//fhlA//rhaA//recD//rhmD//rplX//glrR//yggF//ilvA//mscK//queG//dinD//tolC//rhoL//ybeF//rnt//lhr//ynbB//napC//ygiB//yigL//trmH//glpF//yfdR//mmuP//ligB//nadE//ybaM//btuB//purT//gcvT//pepD//fabA//lptC//potG//ttdT//ymgC//polB//dps//wzzB//ydjH//fliS//sdaA//moeB//argF//atpC//fliM//yadG//bglX//gcvT//rbsB//yjcS//osmC//yfcP//pcm//lldP//ynhG//yehC//mutT//pliG//hcaB//secM//yfhH//gltD//rfaB//fepA//yadN//putA//ccmC//fepC//fadD//dppA//hyaA//hdeD//rplC//nrfD//ttdR//acrZ//mltA//ada//arfA//yjtD//yfaE//yqeG//yhcF//nagZ//leuB//actP//yoeB//yafS//allS//ybaK//ydiF//matP//yadI//mntH//yehY//viaA//torY//rsmJ//rpoH//pykA//paaC//ygjR//rpmA//ykfI//rpoS//yfeR//ynaI//pgk//pinE//rpmF//secA//frlC//yhaO//sdaC//yadI//rpsP//yggP//dnaB//murE//mraY//rssB//casD//yceO//hda//alaC//ydaV//rsmC//rffH//mioC//yihR//slt//hyaB//nudF//puuB//ygbN//dnaB//galR//atpD//dinI//idi//yggF//dgcE//rsmB//yahB//cspI//wecC//btuD//waaL//yqgB//greA//ybaK//prfB//melA//exoX//bioP//fliM//mrr//phnJ//rplT//hflX//hisP//yjeH//metI//kefC//gshA//ycgR//gpmA//acpT//rnpA//yiaT//gudX//xseB//ydiB//dbpA//ydcR//yadN//yfjV//cmoA//pyrF//arnE//ribD//dacA//yfaX//yraK//lasT//iscU//hyaB//rzoD//panE//pdeH//hyfC//yaiP//zapE//rlmE//pheP//lsrK//rlmF//ubiI//hemE//fcl//trmO//xylH//ydeT//lacI//flgA//yhiM//yccS//hyaC//tdcC//kdgT//puuC//pyrG//hcaE//ssb//rhoL//intQ//rpsL//rnlB//ybaQ//mepH//uvrB//yjjX//yafN//yqiJ//mtgA//metI//argH//amiD//mdtG//opgE//yqhC//yhbY//uxuA//hprR//lacZ//ycgV//dnaE//flhA//rfbB//yeeO//mdtF//abgR//pabB//tmk//cusA//tsaD//yebZ//kdpD//murI//folM//rsfS//yphF//efeO//erfK//chbC//betA//intS//umuC//hicB//mreB//symE//yiiD//yehC//hypD//pagP//holB//yraK//ybhJ//speE//tldD//feaB//fkpA//ompG//narI//xylH//uhpA//chbA//recD//flgD//yjgX//fabH//prc//clpA//yfcS//yhcF//gsiD//ilvC//entD//uvrY//hslJ//tnaC//gor//csgE//ynfF//yhiM//cadC//nuoF//macB//ymjB//minE//umpH//pitB//
GO_0055086_4	ybdR//hycB//mhpA//zapD//yifB//sseA//ygiB//kilR//intS//ykgF//waaY//zapD//tdk//gpmM//asr//nrfE//yciH//rimO//sthA//ulaC//ada//mngR//lolD//nfsB//yjjB//ttdB//xylG//slyD//ycjY//rnlA//cyoB//tsf//cydD//cysE//menC//cspA//ykgA//nrfG//rihB//yfdO//rarA//yijO//decR//yhaC//rhaT//csgB//tus//rplO//acs//dbpA//polA//cyoE//nanA//acrB//chbC//rpnC//glsA2//ybjC//lsrK//rpnB//rluA//rhlE//sdhE//patZ//yjjB//mdtN//panD//yjbE//yidZ//fliS//yhaM//insI-1//ugpC//frvA//tolR//pncB//frmB//lapA//hisC//basS//bamD//suhB//yjiQ//speD//fadR//nsrR//yjcE//abgB//clpP//aaeB//rpiA//secF//gntT//aceK//hycA//ilvM//mdtI//glcD//yhjX//yhjA//cydC//focA//yddG//ynaE//ydcZ//panC//bioP//nagE//uvrC//sdaA//caiD//ygiV//folD//ybdR//uidA//efeO//ybiA//crp//xylE//pflC//rhaD//amiC//moaE//emrE//plaP//trmI//dgoD//rlmD//aas//ppx//hisQ//pstS//torI//copA//xdhB//ppsA//ykfM//ydhK//grcA//yidR//amiA//fepB//opgE//yfeR//betI//yqeA//hcaF//mscL//iraD//chbF//glrR//atpB//fdnI//murP//tsf//ybfA//hscC//hrpA//entS//rsmE//macB//rlmC//sgrT//kbaZ//fimE//tatE//prfA//yibH//ygiV//glrK//yfcQ//yfdC//
GO_0055114_3	focB//xapA//fur//flhA//ydeT//ebgR//yiaA//fadR//oppB//msrA//hipB//rimJ//kefC//nadA//baeR//bepA//pfkB//ilvC//syd//sufS//dgcT//deoC//yeeY//hisP//paaA//recO//narH//pal//phoP//tynA//nupC//atoB//rsmD//yedX//torA//nagB//pth//alsB//lysU//fucO//lpxP//lsrB//ycjU//fabG//pstA//ydaN//trpR//pitA//crp//ypdC//oppA//ygeA//argH//hemF//allC//thiL//birA//ygeW//ratA//hisS//rpsS//yieE//ralR//ydjH//yejE//cas2//iscU//csgE//iscU//uvrC//gmk//rlmG//radA//btuD//mlc//cysM//yagG//ompR//hchA//ushA//garD//insK//mdtA//glcE//nuoF//fepC//cpdA//mngA//osmY//cspC//abpB//ydeI//nuoL//nlpI//clpA//sixA//sixA//rfaH//yqiI//entB//oppD//waaZ//elbB//yeiG//napF//lysO//rzoR//adhP//sucC//narK//cysI//glpD//trpD//rlmA//napC//tpiA//insI3//acpP//slyD//sufD//pyrH//ynaE//pheA//wcaC//asnA//frdA//sdaA//arfA//higA//ppsR//rhaA//rluB//cadA//hyaB//mioC//acrB//blr//paoC//mdtO//entS//cysN//elfA//yieK//ydcS//yeaG//uhpB//ynjD//yqaA//gltK//xylA//fdhF//dgcN//bioA//fecC//yjgX//mntR//cusS//rmf//shiA//yhfS//mazG//atpE//abpB//ompL//rlmC//crp//preA//potI//hofC//fabD//yigB//yraJ//lpp//panD//kdpB//yhdX//lacI//hha//ygeV//menH//feoA//relE//glgA//lexA//aer//pepN//dgoA//yfaE//lptB//pgk//flhE//yceK//
GO_0055129_5	hemN//hprS//sanA//
GO_0055130_8	ybiX//ldrB//
GO_0060003_10	fetB//osmE//lapA//yqcG//
GO_0060255_5	rimL//manY//mdtK//aldA//dctA//puuD//fliL//motA//ybcJ//hisF//rbsR//entH//insI3//guaB//ygfX//rlmG//marA//mdtC//accA//proP//apt//chbR//yjjW//patA//yfcV//ydcZ//tsgA//csrD//argS//gudP//rlmE//paaC//rpsT//uspB//hlyE//nrdD//rraB//yagI//menE//asnS//purB//glvB//rplS//yihR//ftsB//betA//malS//ratA//fadJ//xylG//araE//ybiO//potG//lipB//yiiM//accB//hchA//menF//uxuB//rpnB//bioD1//ybhR//ydiQ//bglF//fliM//yraI//betI//envY//aroH//appY//ibsE//dgcM//recD//yebQ//oppF//rpnC//fadL//mutH//recO//dkgB//cdaR//waaA//rlmL//mdtM//yaaJ//mrp//murE//ybiW//uup//ydhQ//araG//yafO//dsbG//mscK//ydiZ//frmA//yihP//fabZ//opgH//hofC//xapA//glgC//yajR//ascF//yhjX//lrp//rutC//ynaE//ycjU//scpC//galE//msrQ//garP//mqsR//arsR//glcF//narU//yeeA//nmpC//rplX//ralR//hybD//yoeE//dapF//xylE//thiC//ppc//glgA//tusA//yejE//thiE//lysA//ybhA//dicC//mpaA//pstS//rseC//eutK//ggt//nlpA//pyrE//sapD//secM//mscL//hemL//hns//ccmH//murA//npr//ybhA//coaD//rpmC//feaR//hofQ//entC//ynfE//fcl//fepC//bdcR//ybcC//frvB//uxaB//eptC//rfbX//cysG//cspB//bcp//ytfR//dgcZ//yghO//hupB//sufC//rraB//ftsQ//xisR//yhjA//tdcR//rfaC//asmA//hycA//artP//asnS//potA//norW//yjjQ//yfaU//potC//wzzE//yhjC//rhaD//fdoH//hscB//nikD//aspC//lgt//wecC//sxy//glnE//ybaK//yciV//artI//cyoA//ycfS//rlmD//rpsP//marR//corA//yidE//viaA//dgoT//yeaK//yfaU//purR//rsmF//yfiR//rlmD//araE//gatC//mfd//katG//xdhB//ybdR//fliD//hsdM//fimH//baeR//yghG//rimI//fimG//yahF//mreD//ykgM//tyrS//ygfA//phnI//clsA//dicA//srkA//rpsD//yhfK//sgcX//mipA//adhE//yafQ//sdiA//ygcR//ybeQ//tesB//cysA//folD//lpxH//yjaZ//nrdF//coaE//yhaO//amiC//dnaE//tehB//gltK//malX//hns//tnaA//aroE//feoC//argI//frwB//ycfH//pinQ//mdoD//livM//bssR//ogrK//hofQ//asnA//scpB//ybjX//phnN//frwC//thiQ//ydiB//rplS//tsaC//creC//trpA//fimI//btuF//nuoE//glcB//artI//ung//frvA//hybB//tap//nmpC//fdrA//glnD//dsdC//torY//yebK//cobT//putA//bipA//adeP//glcD//malI//arnA//yfcU//yjjQ//ygiN//tusB//aldA//dsdC//insE-1//rclB//bamB//yhaM//rsmF//speE//ribE//lolD//ccmF//narZ//yahF//artP//cof//amiB//ynfK//murD//crcB//mdoD//ygiB//yeeY//arnT//citG//ubiD//focB//agaA//wcaJ//murF//yfjR//galT//tamB//yieK//rhlB//kdpF//yeiE//pitA//gor//gltS//fecB//lysO//uvrD//trkA//gyrB//
GO_0060274_5	rclB//
GO_0060326_5	acnB//
GO_0060341_5	ssuD//ibsC//
GO_0060491_5	murR//chbC//bamC//rplE//
GO_0060566_8	nlpI//
GO_0060567_8	eptB//yidC//ygiV//
GO_0060699_8	ptsI//adeQ//mdoD//yiaN//nikB//
GO_0060700_7	serB//sgcA//trpD//lsrR//ypjD//
GO_0060701_8	rzpD//kbaY//glpA//rfbD//cyoC//
GO_0060702_9	yaaU//wbbK//pdeF//rcsC//lplT//
GO_0061013_7	tauA//hybD//feaR//lptE//puuC//
GO_0061024_4	ygjH//rutG//bioD//rmf//csdE//yidD//wecA//iraP//leuS//rsfS//sgrT//galR//
GO_0061077_4	hflK//betI//rof//dinD//tehA//wcaC//dcuA//araC//yhjB//xapA//glrR//ubiC//yqgB//glcC//nemR//holC//hipB//yqhD//yjiX//rimK//mntR//ycfH//gatY//
GO_0061475_9	setC//
GO_0061504_8	gcvH//
GO_0061610_5	rhaM//
GO_0061615_7	hisS//pckA//
GO_0061687_3	hemN//ybiX//yifB//nadE//yddL//ygbM//
GO_0061720_5	tisB//erpA//tbpA//aldB//
GO_0061727_6	suhB//dkgB//pflB//pgk//yigL//nfuA//pphA//rpmG//flhE//cueO//rarD//hisM//chbB//rcsA//trg//wzzE//fruB//narH//ccmH//tyrA//rhsD//ybgQ//lpxC//degQ//
GO_0061984_6	dmlR//
GO_0061985_7	rluF//
GO_0062012_5	torZ//caiB//wecE//tcdA//melB//caiD//rapZ//pgsA//tusB//mhpA//metQ//
GO_0062013_6	tsaD//trkA//yeaG//
GO_0062014_6	entF//torA//
GO_0065002_6	glnA//yebS//aroB//tatB//truB//queD//deoA//glsA1//
GO_0065003_5	ydfD//gatD//sdhD//yiaO//cycA//pck//chpB//menI//csgA//srlD//pepN//miaA//hyfF//opgE//cysW//rplF//paaG//tpiA//wzb//ytfT//ibsE//rimO//abgB//exbD//pyrB//wecB//ompN//iraD//yiiD//ppiA//ybdZ//yggF//ygbN//rpsQ//mdtM//bsmA//gltD//chpS//rplR//yagE//insH-5//csiD//asnB//waaU//yjjB//aroB//ybgQ//nuoB//yjiY//psd//lysC//lsrR//norV//bioA//hcaD//ilvM//rhlB//hscA//pepQ//hisB//ebgA//gatZ//fdnH//fliD//tnaA//acpH//bssR//hcaR//cysC//smpB//mscS//rclA//nanS//yjhI//rpsM//tgt//dkgA//rffC//purA//menE//frlC//entA//blr//csiD//csgD//aroD//rlmG//zraR//yhjB//pabA//zapA//matP//
GO_0065004_6	atpH//
GO_0065008_3	malP//cheB//rpoD//mdtI//speG//serS//ibsB//fcl//bepA//hicB//norW//yidK//gltD//queG//ispA//yadV//dadA//ivy//sdhC//rplD//elaB//lpoB//sfsA//fliZ//cheZ//lysS//flgE//hybD//yiaU//rppH//sthA//rplD//pgi//yejA//rapA//xerC//pflB//yehY//rbsC//tap//moaA//iscR//ddpX//ytfQ//sufD//mhpC//ilvH//maeA//yqaB//pdeD//holD//uspE//qseC//folE//gntR//yieL//tsf//gpmM//nadA//yhjB//rsfS//ndk//ogt//mutT//ppsA//ybcF//uxaB//asmA//fryB//cspD//mdtE//pspC//flhD//uspG//guaC//emrY//ptsH//yejF//ybhG//panC//yiaB//yjfP//dpiB//cyoB//feaR//ycjW//yadV//ygcO//wbbK//folE//ygaZ//ibpA//ispB//ftsP//ruvA//phnI//purT//ycjR//lpxL//cysK//elaB//ycjQ//ydeT//msrC//xerC//recT//galF//yfcS//btuR//dmsA//uxuR//cobC//rfaG//gapA//ybjG//pgpB//frwB//livM//rsmE//ispB//opgH//yadM//ydfG//rplX//kup//xanP//btuE//blc//garD//tonB//rpiR//
GO_0065009_3	astC//cysG//hybF//helD//yceK//flhA//yjhP//rpnD//rpsJ//hrsA//srlD//yeaG//yigB//thiP//yaiP//hisP//yhiM//etp//gltX//pcnB//gluQ//rhsD//syd//yjjB//bamC//yeaE//ybcL//pgaC//clsB//lpxD//fabH//fabB//pykF//yghG//yciG//skp//mazG//waaA//ybhA//mdtF//yajO//smrA//insI3//frlC//ybgP//nudG//bioA//mak//ftnB//rpsN//ykgA//emrY//dcuB//glnE//ydcR//ubiF//rnpA//yfcF//rnlA//cueR//lon//pykA//soxS//hcaT//rhtA//citC//hxpA//csgD//uhpT//yhjC//puuB//hsdR//rpsK//opgC//mdtG//metG//atoB//
GO_0070084_7	ibpA//
GO_0070085_3	yjjX//ycjR//
GO_0070178_5	xapB//
GO_0070201_6	hcaF//frvB//ligB//
GO_0070206_7	cyoC//ddpA//yjbH//alsC//
GO_0070207_8	rplE//ydfH//grcA//abgT//
GO_0070297_7	glgA//
GO_0070298_8	cdgI//
GO_0070301_6	metH//gnsB//rlmH//yghU//dosP//ybfA//fis//gpt//mlaB//tus//
GO_0070329_5	hsdR//ldtB//
GO_0070413_7	dinJ//lipA//
GO_0070415_6	murJ//argK//
GO_0070417_5	rlmD//sfsB//tar//lsrA//
GO_0070453_7	kefF//
GO_0070475_7	dtpA//yihL//sdhA//yddM//yjfF//bamE//ygiS//cspA//scpC//rarA//eptC//glpR//cysG//hicA//evgA//tyrS//selD//yjiX//syd//
GO_0070476_7	ackA//ybhG//
GO_0070482_4	ssuC//maoP//tgt//ghoT//
GO_0070525_7	ldrA//ynjD//tusC//pheP//
GO_0070574_9	lysS//tktB//rnpA//gdhA//
GO_0070581_8	nrdE//
GO_0070588_9	htpX//
GO_0070589_6	dmsA//yiiD//proV//prpC//chbF//ycjD//fhuB//rplE//yahK//slt//pepB//trmH//clsC//macA//yjcO//focB//waaG//rhtC//yejB//phnM//pheT//puuP//tdcE//ygeR//map//ygcO//bacA//eamB//dcyD//yciH//yfbU//leuO//agp//rplX//hyaB//pykF//ykgM//lgoD//mutL//yidE//insI1//recC//yraR//
GO_0070627_10	ydhQ//
GO_0070646_6	zraR//
GO_0070647_7	cusA//
GO_0070689_6	rpsN//hisF//
GO_0070716_8	yjjI//
GO_0070726_5	glnA//aceF//
GO_0070727_4	mcrB//dppD//aceK//mscS//uhpB//purB//yrfG//lit//dnaE//ugd//pstB//yhgH//pliG//lacZ//lpxM//tusB//brnQ//
GO_0070778_6	creB//trmA//
GO_0070838_8	fabR//rpsP//flgE//artQ//leuE//eutR//tehA//yjcS//hyaA//wbbK//dgcT//ybjC//nemA//cdh//exbD//
GO_0070873_7	ldtC//glrK//
GO_0070874_7	gspI//
GO_0070875_7	secE//
GO_0070887_4	crfC//tynA//fbp//mscS//npr//rutR//sufB//pdhR//adhP//gdhA//yehT//pinQ//pldB//hprS//cusS//flgK//chpS//puuR//yiiM//rne//yhaC//skp//sgbU//pyrH//yahK//yfeW//tig//accA//tesB//glnE//yehD//panF//ptsG//ychF//hmp//nudC//rclA//gor//hcaC//focB//cspC//ndh//allR//slmA//mdtB//rpnD//alsK//eutN//phnM//lacI//rihA//secD//cmtA//focB//dtd//hpt//yghG//pdxA//ybeY//ydfG//
GO_0070894_6	evgS//
GO_0070925_5	yihS//malF//kdsD//ugpA//ampD//eptB//eutA//hisF//fumC//gabD//
GO_0070930_7	chbR//
GO_0070972_7	wecC//
GO_0070981_6	deoC//
GO_0070982_5	kefG//
GO_0070988_3	lysA//crl//
GO_0070989_4	argG//
GO_0071103_6	dusC//agaS//rnlA//rho//relA//htpX//paaH//ghoS//priB//yfcA//envY//mcrA//rluF//hxpA//frwD//emrE//rclA//ispU//focA//
GO_0071139_6	ccmE//nupC//
GO_0071214_4	ygeX//kbaZ//ydhK//gatA//mlaC//glk//gsiC//rffH//ftsB//ydaV//feoA//ygaH//dppD//alsC//argH//ydcZ//yehD//yibA//nfo//tsx//ptsI//yfiC//kilR//chbF//
GO_0071218_6	rna//
GO_0071229_5	tmcA//ulaG//nrfD//rplJ//torZ//
GO_0071230_6	ptrA//
GO_0071236_5	lacY//casA//atoS//ydhK//ppiC//gmk//fixB//ttdR//cysH//metC//pppA//ackA//arcC//insI4//yjjV//artM//ydcI//tauD//
GO_0071237_6	cstA//serA//
GO_0071241_5	otsA//yieF//yqeG//acrR//insH-6//efeO//malK//tmk//aldB//dcuB//tusE//rlmM//hisM//elbB//waaA//ydiQ//glcE//
GO_0071243_5	yhjG//
GO_0071248_6	ydcR//nuoM//arcC//cnu//rfe//galS//abpB//htrE//cysD//rnd//rplE//fhuC//ppiD//fklB//
GO_0071249_6	gntP//pgaC//
GO_0071250_6	mipA//nfo//
GO_0071265_5	adk//hprR//emrK//rlmD//aceF//
GO_0071266_6	lasT//fabZ//
GO_0071267_6	gsiD//iap//ldtB//
GO_0071270_6	narH//pdxH//
GO_0071271_7	umuC//metE//
GO_0071276_7	yibF//rcsA//
GO_0071280_7	cobC//ybaM//
GO_0071284_7	yieE//
GO_0071286_7	dsbD//msrQ//
GO_0071287_7	ogrK//
GO_0071288_7	cydC//yidH//
GO_0071289_7	ynfH//
GO_0071291_6	yggE//
GO_0071292_7	panC//ygeR//
GO_0071294_7	mtgA//rsmE//
GO_0071310_5	cra//ynaI//phoP//sfmH//hxpB//ttdA//yciF//yoaB//cysZ//argB//lsrA//
GO_0071417_5	yhdJ//waaJ//yeeL//
GO_0071421_9	narW//xdhB//mlc//
GO_0071422_7	aceF//ybiJ//dppB//
GO_0071423_8	recJ//
GO_0071453_5	ccmF//speF//secA//
GO_0071454_5	alkA//frsA//
GO_0071456_5	lysC//
GO_0071467_5	map//ydjE//ybcQ//ispG//yrbG//hybA//prfB//nhaR//sfmF//rsmE//leuC//
GO_0071468_6	tusA//prc//amiA//torZ//rpnB//fecA//cas3//dicC//cpxA//polB//
GO_0071470_5	ompC//murG//nadE//gstA//ygaZ//ygcW//csgB//fepA//fucO//trpA//
GO_0071474_6	sucD//pitA//yigB//fadA//
GO_0071478_5	ynfF//prfB//secG//
GO_0071482_6	fabG//glxK//yodD//
GO_0071483_7	rep//
GO_0071495_4	ulaE//ynfH//rplO//
