#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gapA//ldcA//ynfK//mnmE//
GO_0051235_3	hycH//rfaE//psuT//
GO_0051238_4	rsmA//pldB//dhaK//
GO_0051246_6	slyD//pstB//yfcQ//codA//fecA//wbbK//feoC//plsC//waaC//cedA//poxB//rpoD//hemD//trpB//sbmC//pinE//flhA//yiaL//tsaE//bolA//yfeX//hdfR//ybhA//kdpC//arnD//frlR//rclR//pncB//ppk//nhaR//dsdX//dppD//kdgR//yjjI//hipB//kdsC//yfdS//rutC//frdA//trmD//pgsA//bioC//yidK//puuE//msrP//gsiB//ykgF//nudC//nrdF//prmA//cvrA//ygeR//paaK//
GO_0051247_7	phoA//mscS//pyrG//hiuH//potD//wzb//folX//pntA//yfhH//fliL//amtB//
GO_0051248_7	epmA//yabI//gph//yneJ//topB//sufD//adiA//csdE//trpL//sgcE//dppD//panZ//fbp//yjbB//roxA//emrE//ynjA//ssuE//rpsT//garP//uspC//trmA//ynbC//rusA//sthA//etk//hypC//pstA//priB//ybcC//dkgB//
GO_0051252_6	arnT//yagG//csrA//yfbU//paaJ//npr//mdaB//pbpG//yhjC//accC//yjgX//murJ//sufC//pdeF//fadL//thiQ//insE-1//ymjB//yfaX//ilvA//xapR//relB//ybdG//mtr//hdfR//frvA//rrrD//ulaA//aroH//argB//rluB//amyA//endA//rpsM//ssuA//malY//acs//guaD//acpP//lyxK//lepA//rplM//ybiA//tdcA//lsrG//norV//fkpB//dapD//ypdC//ybjX//tmk//trmO//truD//glpR//hofM//aaeR//folA//yidA//fkpB//pta//fliD//ydaN//ydiK//hofO//nrfF//crl//wzyE//rnhB//prpB//yiaN//emrY//fadR//nirD//viaA//agaR//paaZ//araE//rcsD//araB//cmoA//ralR//rplD//oppA//fabH//sapA//yfbS//pgpC//rph//insH-5//ygeR//rpsS//dicB//potB//yjiY//trpC//prpD//metK//ybgP//mscM//ratA//ycdX//prpC//cheB//pspC//cadA//fur//fepD//yagG//yagF//selA//dgoA//rlmE//dmlR//wza//oppC//rutC//lpxM//yqiG//maa//waaU//ccmD//phoU//dmlA//prpB//rutR//yadM//nikE//speD//oppB//rplI//tusA//fimC//nikC//btuF//yojI//yhdJ//sbmA//ygdG//epmC//csgA//dpiB//lldP//yegS//hemG//rcdA//menC//dnaA//ybcL//cysB//yoeB//aer//sspA//truD//birA//glsB//cutC//rraB//ybiH//dusB//yegT//lyxK//btuR//torD//yfcQ//bcsA//yieL//recA//ydhK//waaJ//acs//recX//tag//ynfH//uidR//flhA//atpB//potF//yjcE//bisC//zraS//slyD//flhE//ybdM//rstB//yehU//yhdW//thiH//gudD//rlmI//yohC//truB//yhjV//yadN//bfr//yjaZ//lon//eutN//rihA//insF-1//nikC//atpE//phoR//ydiO//qseC//gspI//ppiA//aqpZ//rraB//ruvB//cspB//yicJ//yicJ//malS//rnc//yqhC//lacI//radD//putA//frwD//dapD//fabG//arnT//yhdX//yagG//nepI//degS//rlmE//tolC//ldtC//msrQ//pitA//uvrA//yebC//aroH//ldtE//rnhA//flgK//dppF//qorA//relE//sdhC//ccmC//chpS//purF//rcnB//waaA//glcD//yaiP//dnaJ//selU//rpnB//dacD//prpD//yrbG//yajO//rpsJ//rpsL//pdxB//feoB//xseB//lptF//menD//rutF//hofO//rlmC//livH//dut//lysU//mdtE//iraM//yciT//yiaJ//yejA//tyrR//tadA//hisI//guaD//murF//
GO_0051253_7	yhdH//rna//gloB//ddpX//ydcZ//pepQ//hisH//rseB//eno//fecC//yehD//accB//ygeR//frwB//pyrG//ygjR//emrB//kdgK//lysC//yjbB//bioF//napA//pflC//yqeF//cbrC//mdtF//manY//lptE//folE//tolQ//napD//rhtB//rluB//tolQ//pphB//cfa//leuB//tilS//kgtP//yfbV//folP//nrdH//kefC//pdxK//shiA//glcF//ydfG//fabA//yfdK//tyrB//pth//kefG//icd//ridA//bipA//fklB//dgcQ//yfiC//kefC//yoeB//mmuM//ykfM//deoR//yidD//yqiH//yehC//rlpA//hyaD//rusA//yajD//flgC//fliL//rplJ//cadA//clpX//ung//hofO//hslU//accB//lapA//glnL//zntR//tnaC//ispA//caiB//bamA//yghU//ldtA//qseC//mdoD//phoR//kdpF//purD//radD//viaA//ydiO//cbpM//frmR//waaP//
GO_0051254_7	pcnB//btuF//mdtG//accA//mdtP//cutA//cheA//speE//arsB//sufC//sodA//hypB//malK//ilvC//folE//yqcG//mmuM//lexA//rluE//icd//trkG//lrp//lptE//pyrC//sdhD//hisH//hprR//rplL//npr//cbrC//rcsD//yjhH//glpR//lhr//ybiT//gpt//mgsA//ynbD//menC//insA-1//mreD//mliC//msrA//hokB//rplM//baeR//fliS//yjbB//cpdA//dacC//mdtB//cmtB//nlpD//yhbO//rrrD//chbG//holE//gadB//sgrT//fimH//ycjW//malZ//rpmE//pdxB//rep//dppD//gppA//cynS//fdhD//recB//ftsW//mepH//hybD//hpt//rpsG//
GO_0051258_7	ftsN//
GO_0051259_6	mngR//zraS//hchA//dacB//ybjD//pabA//ybcC//tdcD//uxaA//ygcO//mngR//hflC//rpsE//nusA//eutD//bcp//hycH//yejB//pstB//mntS//rhaS//ettA//yqhC//nupG//bioP//yjjX//feoC//ascF//rtcR//ttcA//yibF//glpF//yebZ//arnE//pgpB//gutQ//sdhB//mtr//cynT//fdrA//sohB//cptB//yefM//hiuH//rpsK//pheT//wcaJ//mog//ybiX//hofN//dsbD//
GO_0051260_7	rffH//rutC//gltP//ccmG//yihU//insB-4//yqaE//garD//glcF//tdcB//acrB//emrY//pdeR//mqsR//zapC//sad//ubiX//betB//frlA//ilvB//cusS//atpD//yfdR//ruvC//ytfQ//mdtK//nupX//ghoS//idnO//qseC//yigL//narL//eptA//glsA//aaeA//sodA//patA//mntS//topB//rbsC//rpsI//ypdI//sfmC//frwC//pdeK//selA//tolC//
GO_0051262_7	narV//bioD2//sufC//metN//galU//dsdC//pgaB//lldD//thiI//dtpD//eutA//mrdA//rlmN//pfkB//fdoI//glcF//sfmH//tnaB//mngB//epd//pgpC//tehB//cdsA//yjfF//cpsG//xseA//modA//csgF//pinE//mglA//puuR//ptsN//asnC//rplY//phoR//amiC//
GO_0051270_5	pncB//phnM//cysG//tdk//cusF//flhD//aidB//alaS//yadV//mazF//dmsA//flgA//rpsR//ydgA//ybhF//uspE//
GO_0051271_6	dtpB//trpD//lysP//hldE//ybaO//ubiF//oppA//kdsD//slyD//
GO_0051273_7	flgM//rimI//soxR//miaA//ccmD//yibT//kdpD//
GO_0051274_8	ruvC//trpE//trpE//pitA//trmL//yjcE//dgkA//
GO_0051276_5	mutM//recG//crcB//lldR//rpnA//ulaC//glgB//nlpD//rhmR//potC//fepG//dcuC//yeeJ//yjjU//recF//tyrB//gntR//murR//mfd//alsB//hisI//argT//metL//fruB//gmd//ibsB//
GO_0051289_8	fliG//putP//pgk//hemG//lysR//pykA//ygeR//napA//rcsC//agaS//ldrB//fabZ//hmp//kch//rnhB//citE//ydeT//insI3//tdcB//ydiQ//maeA//cueR//nuoG//tauA//hisM//sad//dgkA//yfcR//rimO//yfiC//rsmD//fliL//fhuC//ynbD//clpB//glnD//
GO_0051301_3	acrA//trpA//galP//xisR//gadX//ais//cvpA//cas1//agaD//lpxC//yeeO//arcA//cpoB//yggX//osmC//sbcC//chpB//gspE//ftsB//mntS//mreB//folC//iap//agaW//dfp//acs//yciV//yobF//lsrR//yqiJ//tatB//ung//murA//hha//nadA//sucC//
GO_0051302_5	adeP//uvrB//ybjL//gspJ//citC//aaeA//iclR//fryC//yrfG//tnaC//ydcO//ada//mgsA//deoD//
GO_0051304_4	moaE//
GO_0051336_5	tsf//murE//mdtD//tolB//citT//hupA//sufE//cpsB//glcF//adeD//gabT//lysU//yafN//lexA//cycA//gapA//aspC//lsrR//acnB//uhpC//ftsZ//ddpA//recQ//coaA//lon//
GO_0051338_5	elaB//yihS//dgcF//dnaB//
GO_0051339_5	glrK//
GO_0051341_5	cdsA//waaY//
GO_0051345_6	infB//pnuC//yiaL//bfr//fecD//ispF//hypB//flgD//
GO_0051346_6	ascF//napF//guaB//yagJ//yjcO//dkgA//purA//glgX//pykA//pgaD//yhaM//
GO_0051347_6	ydiF//dppF//
GO_0051349_6	yciH//
GO_0051353_6	pabB//gntU//
GO_0051391_8	amiB//
GO_0051409_4	acrF//rfbD//
GO_0051410_3	cutC//
GO_0051452_10	rpsI//
GO_0051453_9	ispU//coaA//pheS//melA//rsmC//garL//ivbL//ttdT//
GO_0051454_10	ftsI//murP//valS//yphB//aidB//
GO_0051476_7	hisG//
GO_0051484_7	rraB//
GO_0051493_7	lgoT//
GO_0051495_8	cnu//
GO_0051595_6	ydeI//sufE//rfbB//fryA//frlC//
GO_0051596_6	pdxB//kefG//rsmA//glsA2//yidE//ribC//yidR//rplP//acrZ//ldtE//lldD//ileS//yehB//yhbQ//mntH//yjcE//yadK//ycbX//pstS//evgS//ilvE//pyrG//sdhB//yihO//tamB//queD//yjiX//yibH//
GO_0051599_4	sohB//
GO_0051603_6	mscM//waaB//cobU//sdhA//bioA//mdtJ//
GO_0051604_5	iscX//panD//agaD//hybE//glsA1//yfiR//dmlR//alkA//gltP//csgE//lgt//nadC//cvrA//rho//ubiB//pheA//hxpB//pppA//lpxD//tsaE//gltD//feoC//ydjJ//cusF//wza//rlmJ//macA//cobU//xerC//bioH//norV//topB//fiu//flgM//citT//sodB//msrC//tauD//kbaY//zraS//
GO_0051606_3	fadD//flhD//
GO_0051607_4	gsiA//amyA//ftsH//proA//yieH//glpG//ydhJ//hmp//gltL//hdeB//
GO_0051641_3	emrK//yebZ//roxA//yoaB//mglC//pflC//fliM//rpoE//erpA//glnS//cobS//mtlD//hofN//ydcZ//glnS//amiB//bdcR//yggW//yahK//alr//gltX//lsrA//rna//
GO_0051649_4	nrdB//pyrL//secA//pyrH//yieK//menB//ypdC//cbeA//tus//btuC//dgoT//phnP//ybaO//
GO_0051651_3	torD//soxS//cmtA//
GO_0051668_4	mgrB//
GO_0051691_5	chbR//yciT//
GO_0051692_6	osmC//yphD//
GO_0051701_4	pcnB//ygeX//arnT//rfbB//argO//pntB//speA//secG//murJ//chbB//caiF//ygiV//kdgT//infC//ycbX//yfhH//
GO_0051703_3	basS//kdsB//ynbC//ascF//hycB//yddG//nanS//murI//
GO_0051707_3	adhP//dnaK//cfa//galP//ansB//tap//frmR//glcF//def//ilvH//pckA//pyrL//mtgA//gudD//
GO_0051715_4	sucD//
GO_0051716_3	trmH//ptsG//miaB//yjcS//ulaR//cdsA//msrB//ulaD//ydeM//uxuA//yijE//metR//acrR//murE//rlmL//yciT//smpB//ydbK//ubiF//yfeW//coaD//phnN//viaA//afuC//yddG//uraA//sdaC//eco//recE//nrfD//zapD//malK//ftnA//rpsS//exbB//hycB//rcnB//araF//tnaB//ydjK//rplS//ygfX//proC//fadM//glnP//yccX//phoE//araD//accB//ribB//lpxM//pgk//hns//metI//rhaA//ubiA//rhaA//focA//uvrB//dhaK//idnK//dgkA//menB//ychO//aaeA//ybaK//mscK//aes//ghoS//hisG//bcsQ//araH//galT//higA//dmlA//arfB//mipA//sucA//add//napD//nrdE//paaH//rarA//panE//envC//bglB//recX//ppiD//wecE//thiI//sgcA//glpK//trpB//envZ//dsdC//phnC//glvC//selA//murG//torC//bglJ//sdaA//groL//ybhJ//murR//lysS//trpE//gyrA//malP//rseB//alr//fryA//nadC//mtr//yadG//tamA//xthA//gatY//nhaB//nhaR//npr//ynaI//bioD2//ygfA//recF//mipA//narP//bglH//moaD//yfiE//tatD//ibaG//bamA//nikC//nuoH//ynjD//rbfA//yhhZ//waaO//ilvB//ybcF//ascF//yehB//pspA//rcsD//truC//rrrD//fumA//ydaV//ybjC//pncB//ubiC//yjtD//frwC//fimH//yfcF//mqsR//sodA//cobB//ghxP//phnL//maa//otsB//trmB//glnQ//yqgF//dppD//dinJ//yhcN//prkB//rplD//tehB//bamB//nfuA//allC//mmuM//yadC//rzpR//crcB//trmO//holC//srlB//rbsB//dnaT//slyA//efp//narW//aslB//mntH//tnaA//cspB//ybhI//elyC//tdcA//yihO//mak//lacY//yphC//hemL//gph//btuE//ydiZ//lptG//pgpA//dmsB//mukB//rplA//prfA//ulaE//arcA//rpiR//yeaV//proV//yhhZ//basR//osmC//focA//ybhG//csiD//tusA//hlyE//sapB//purT//narG//rpsQ//mdtE//kdgK//astB//hscA//iraM//ybjG//leuE//rplL//hisG//nrdG//psuT//rcsF//menA//npr//kdpB//cydD//paaH//yebC//waaU//yidZ//yebG//yrfG//purT//ebgA//melB//bamC//ybiJ//gcvP//proV//aaeA//dcuS//pgi//dcyD//iaaA//murQ//argI//phnO//sbcB//bioH//fimF//yqgF//rbn//rihA//purL//yegT//flgE//citG//thrB//mdtL//rlmC//rodZ//eutD//yfaE//recT//fimA//rng//alaC//yhjV//rpiR//tap//yidC//ypdB//phnH//ygcW//yfeR//rapA//yhdH//zraS//hycI//mgtL//ppiA//mscK//ycbB//nrfE//rna//prfA//rsmE//yhaC//serA//yibA//ldtE//galP//zwf//nrdH//yqaE//ydhK//metL//dcuD//fucP//ydeP//btuB//mqsR//coaD//adeQ//rimP//msrP//cpdB//rzoD//yebK//mipA//thyA//wbbK//dusB//paaF//rppH//ybjD//rsmE//ycjU//modB//argK//tolR//yqeG//araG//umuC//uspB//rhlB//higB//atoS//rihC//lolC//yjhG//degP//amiB//proV//hscA//mug//bamA//secB//rplX//csrA//cheA//fucA//tyrA//pgpA//
GO_0051726_5	yafO//cho//hisP//frdA//murQ//
GO_0051781_6	pyrL//waaC//
GO_0051782_6	ybdM//cysD//rusA//cueO//gcvT//yhhZ//exuR//
GO_0051788_5	yhhZ//
GO_0051790_7	rplC//
GO_0051806_6	hscB//ada//waaL//aspS//proS//ihfB//cyoB//dgcM//
GO_0051817_5	prmA//rutG//bglB//yeaE//
GO_0051818_6	prlF//ulaC//yfaE//glsB//
GO_0051828_5	metR//yneJ//pheS//fur//ugpB//ubiF//frvA//rfbB//
GO_0051883_4	yafC//yfeO//yafQ//secD//
GO_0051977_7	mutT//
GO_0051983_5	maeA//
GO_0052126_4	gltD//leuB//cysK//araE//
GO_0052128_5	metR//
GO_0052131_6	rsuA//
GO_0052192_3	aceB//hemA//rplK//pspG//
GO_0052547_6	fepE//aroD//casE//
GO_0052548_7	modC//mutY//
GO_0052646_5	hypF//ortT//bioD2//narJ//mipA//
GO_0052652_8	trmL//aspC//
GO_0052653_5	narH//
GO_0052777_7	hisF//insI-1//
GO_0052778_6	acrB//nrfF//ffh//
GO_0052779_5	kilR//chbB//glgC//
GO_0052782_6	flgG//poxB//
GO_0052803_5	alkB//ycgB//htpX//gatZ//hybE//livK//ulaG//yihT//
GO_0052837_6	tadA//
GO_0052838_5	murD//
GO_0055062_9	trpS//
GO_0055065_8	dmlR//fetB//ygfX//yjjG//ribC//hybC//entD//gatB//srlR//rpsG//deoB//galP//ydbD//argR//ugpB//xapR//gspJ//opgD//lpxL//fliD//cstA//erpA//ivy//wecA//recG//glcD//
GO_0055067_8	dcuS//yciH//yehX//lpcA//alsA//glnK//narU//treA//leuS//ettA//norW//phnP//
GO_0055069_9	cptB//
GO_0055070_10	entF//metF//adiC//yhdZ//ftp//pykF//
GO_0055071_10	cheY//
GO_0055072_10	lepB//dcuC//hsrA//aaeA//envY//mhpD//der//allD//fucA//rrrD//mdtD//kbaZ//fkpA//pbpG//
GO_0055073_9	tig//
GO_0055074_9	katE//
GO_0055075_9	osmE//
GO_0055076_9	ynbB//tilS//plsB//malE//iap//polB//argF//ydjJ//elaB//ygbI//speA//ompW//fre//bioD2//rimI//bolA//tyrR//paaC//galT//sufE//tldD//garD//
GO_0055078_9	entD//gcd//ygaV//
GO_0055080_7	cpdA//cspG//mscL//deoD//ycbV//leuS//mazF//fiu//pabC//xylH//citC//yajQ//agaW//ribF//yhdJ//lptC//aas//fimB//tomB//ppsA//yihR//rpsM//infB//nagZ//cbtA//tatA//cbeA//otsB//gntR//bioD2//hsrA//mntS//trkA//yajD//ybcL//
GO_0055081_7	lapA//
GO_0055082_4	nuoG//ribE//blr//ycjD//srmB//rsmG//pepT//yoaA//ybhS//gntK//yhjG//kbaY//dcuA//topB//dxs//cusB//dhaM//tdcF//exuR//chbA//kdpF//bamE//hybE//cysB//tatD//gltB//uhpA//yrbG//acrE//def//speF//ydeP//ubiC//serC//
GO_0055083_8	argC//
GO_0055085_5	tsaE//yafC//yfjV//ynfL//fliZ//cpxP//grpE//lysP//mtfA//lpoB//argF//yggP//yiaM//glnQ//ettA//chbF//yieF//pdxY//pgpB//sdaB//fabZ//frvR//gpsA//dmlA//yiiD//trkG//ccmF//yjiR//dcuS//ycaN//puuR//garR//araC//glpK//aaeR//dgoR//sfsB//ugpE//fnr//preA//cspG//moaC//narJ//modA//rnpA//ydbD//ahpC//higA//ftsP//ytfQ//tsgA//pdeD//hcaB//zapD//mltC//ompW//appA//rpoD//yjjW//setA//yeeJ//dnaT//nirB//essD//rffH//lptD//narL//orn//glyS//oppF//serC//rpsD//nanC//hemF//cyoE//decR//sspA//metF//dcyD//fucA//rutD//mcrA//yjjG//fdhE//paaD//argP//uvrY//manZ//panC//menF//yaaA//recX//argB//asr//cspB//hdeB//ygcW//frdB//hyaB//emrD//ydcM//fimG//dinQ//ilvL//atpG//mlaB//dapF//ugpA//xylR//tehB//yedF//purD//mhpT//nfo//fabG//fumC//yfcF//ydfG//prpB//mtr//ribF//acpT//yfgO//adiC//sgcA//queG//metE//yiiD//lptG//guaD//dkgB//nadD//sufA//emrY//hycI//ttdB//paaE//mcrB//adiY//ydiF//cdsA//znuA//yqgF//narY//nupG//nuoL//cas1//nadK//ynfK//puuB//livH//yjbH//rbsR//recE//yhbO//rpsP//rhtB//yijO//elbB//mdoD//cheA//dhaK//yqjA//sgrT//uxuB//pdxA//thiL//cheZ//mepM//ampG//topB//frdC//insF-1//ygjR//rluB//ibsA//manZ//feaR//lpxL//ssb//queC//cas3//ygeX//fkpA//yqgF//tcyP//elaA//torR//rpmA//glk//wecA//aroE//osmY//lgoT//higB//cusF//tldD//yfaE//ilvM//yeaG//glyA//nanT//alr//yfiR//modB//leuS//yihS//sodA//gpmM//fimD//fucK//ybeY//fbp//livJ//ybjX//nrdR//hyfA//paaZ//ybaK//pth//gcl//rutF//yedP//ssuE//fepA//elfG//nudB//lldP//fadI//amiB//leuE//frwB//torD//erpA//rpoE//srlA//yqgF//mrp//ybcJ//torR//fdnI//perR//tqsA//cca//nanR//ftsN//ygeW//frlR//ybjX//idi//yfcS//polA//yccS//ttdR//secG//cusB//hcp//rimJ//yjgX//waaS//fur//dcuS//bioH//galT//maa//hupA//ralR//fepD//entE//dgt//napF//hyaD//rsmD//phnJ//phoA//holE//yjhG//hisH//cynX//glvB//nagA//araB//hscA//btuB//gntT//yneJ//yiaL//murF//entA//lipB//srkA//cof//abgR//envY//kdgR//rzoR//gcvP//btuF//rnhB//rfbB//tonB//phnI//nlpD//atpG//ycaO//lipA//mdtA//bssS//yohD//ybiV//rhaS//pyrG//moaD//cutA//azoR//pstB//rbsR//narQ//tdcG//hisA//glgS//gntK//hupA//flgG//sspA//aroL//lysA//ascF//emrK//sfmF//glmU//phnG//cspC//yehX//yidH//ydjL//ndk//ybdG//sodC//rpsK//dtpC//yfjV//rrrD//cadB//znuB//tolR//fiu//yadK//rluC//yraI//mdlB//hdfR//cspA//bacA//argK//ymgC//recJ//queF//allR//ssuC//yiiM//glcE//rfaE//envY//pyrC//dgcZ//yieK//gspF//yidD//wza//aaeR//argD//purB//rplY//treA//sufS//yiaU//gntU//rbn//frsA//ghrB//yebC//insI-2//glxK//yqgB//menB//ompF//gapC//gmhB//rplJ//yiaB//setB//trxA//kdpF//exbB//waaY//iaaA//gcvA//ddpA//garL//trmB//yfcR//idnT//sppA//metI//argK//ivy//fdoG//fadE//yhhT//zapD//yijO//fliG//ycbB//casD//yidR//metG//ycjQ//rutA//agp//gudX//cnu//thrB//ulaE//narQ//ynbB//sodA//ybdM//proP//etp//thiQ//yhdJ//
GO_0055086_4	osmY//torD//vsr//cutA//tmcA//ycbU//atpF//yjjX//yhgF//gadA//rrrQ//cueO//frvR//yoaA//bamD//bamD//murP//fadK//sdaC//glmU//nemR//rpsJ//frlC//dctA//clpB//gutQ//hicA//yciE//rclC//fucP//nrdR//xylA//yfcU//gloC//dsbG//gatZ//degS//rnc//insA-2//ddpA//rplQ//nhaR//fimC//yihL//gpt//yahF//leuO//pinR//pyrB//ymgF//slyD//ydfK//ompT//tdk//yiaB//ilvA//prlC//dgoD//cutC//lipA//sgbE//aidB//yqjI//pheS//ptsN//nikC//nanE//sapB//plaP//cusC//fumA//lspA//fimD//bioC//yegD//pinR//hisI//ldtC//phnH//cysC//cirA//gatY//yhjV//baeS//hrpA//pitB//cbrC//ubiI//cysC//rhaA//hypT//cbeA//lacY//sapD//lptD//pal//cysG//lpoA//pstB//torY//cynS//clpB//prpB//dhaL//yihI//bdcA//ccmG//nadC//ttdB//ileS//lolE//opgD//hsdR//waaU//gntK//recC//trxC//abgR//ytfR//frsA//elfC//fdnI//fliT//gfcE//fliD//nrfD//ispG//yghW//argD//dcm//dcuD//atpE//ygbN//sapD//hofC//uidA//yhcN//pal//bioH//ppx//ybdH//cas1//metE//glsA//hemA//cyaA//rpsA//flgG//phnN//cusA//mrp//lldP//moeA//btuD//yibF//ibsD//cynS//metQ//mtlA//tauB//serC//fimC//allC//pstC//gloC//menD//yjiQ//rfaH//curA//mdtD//nuoN//arnB//
GO_0055114_3	acrE//tilS//mdtN//agaR//tsf//yihL//yidP//nuoM//phnL//narX//ybaO//ydjJ//yrdA//rpsM//srkA//djlC//rcsC//bssR//mtlD//htpX//btuD//envZ//rsuA//murG//ddpA//holC//mpaA//azoR//sgrT//idi//pdxJ//sugE//selB//entE//rclB//hisB//rho//yhdH//ribF//dnaJ//ykgO//tynA//trkA//hokB//argF//ytfE//nanK//flhC//moaA//ilvE//prmB//proS//rffC//atoS//def//insH-5//rhaS//malG//frdB//ligB//rpsR//lpxL//rplR//rffH//hisS//cysB//arnF//araE//dut//elfA//queG//nfuA//rpsB//ssuB//ttcA//nudB//yjjI//mdaB//npr//gltX//opgE//ydaV//yciK//ygaZ//abpA//yjbE//etk//bioP//yahF//ffh//polA//cobC//cadC//yidP//lolD//serS//cysK//lysU//insA-2//nupC//yjiQ//tnaC//hisB//alr//ydcT//adhP//rluF//nrdB//bamE//rdgC//yqiJ//fadI//fumB//sgbH//nadE//purL//mscM//dacB//tus//yfdO//queF//yjjU//nrdI//fnr//yraJ//ycgR//dinB//prmA//ndh//fixB//pliG//gloB//yajQ//ybiY//hemG//yejF//hinT//accA//waaC//yraI//phnC//gadC//recT//rutB//rplB//yiaL//mmuP//fepB//csgD//npr//pcm//ydcP//ihfB//nimR//livM//ompW//ftsH//nlpE//flgD//tabA//yfcF//gudX//fbp//mdlA//ybeF//yedP//rplJ//fimG//yjhI//nuoG//atpF//slt//slmA//chbR//exuT//cas1//ygiV//ssuC//modC//ydiV//grxD//hcaC//allR//rpnD//ubiA//ybjG//moaD//yciG//dsbC//rutD//lpxD//fliM//
GO_0055129_5	hcp//ydaN//fimA//
GO_0055130_8	ppk//treB//
GO_0060003_10	yciG//hprR//yhfS//rhtA//
GO_0060255_5	yddM//rzpR//sdhB//hisH//yehZ//torD//eutK//essD//torS//ypdF//rssB//bamA//azoR//ygiW//uspB//rfbD//insF-1//fabH//mtgA//srlA//malQ//yiiE//purL//yehA//potA//adiY//rimO//yhbQ//uhpC//bioF//flgI//narY//pdxA//gppA//yjbE//panZ//tcyN//narY//grpE//ratA//pgrR//ydeP//hyaC//yobA//rbn//agp//gph//dusB//cbeA//murB//mmuM//uup//glnH//lolA//arfA//lptG//zwf//narV//nikD//osmY//udk//mscM//ade//ugpB//ybhD//yiaM//opgG//bioF//ycaN//dhaK//ydeE//cmtA//uvrA//tusB//mdlA//uvrY//topB//ydeT//radD//ompA//cusS//yeaK//rpsP//tyrB//glrR//yodD//yjcO//yggP//caiE//fes//tgt//fabB//flgH//nuoF//phnH//nuoF//garP//yiaL//htpX//fliD//ychH//rsgA//yqjH//elaD//ompF//zraS//sfsB//ftsX//pspD//treC//infC//trkH//yfiC//yebK//asnA//pheP//waaY//ybgP//yihI//fpr//idnT//yagI//sgbU//waaG//ygcR//ettA//fic//pntB//ybiY//pdeR//leuC//rimM//tmk//rrrD//yfaX//galK//degQ//orn//sucB//ispG//uhpT//marA//ibpB//guaA//aer//cpxA//hycB//yoeB//fepG//fabB//mngA//relB//frwD//ycjQ//nagK//ahr//rfe//mntS//maa//trpGD//yhgF//arnE//ubiI//sufB//ftsZ//livJ//pyrL//fucO//hcaB//arnA//fadH//tynA//ymfK//rcnR//galT//fdnI//aaeR//ydcP//nudB//hisS//frwC//rfbD//yjjU//narP//acrA//xapB//parC//pbpG//nuoM//ada//fruB//mfd//cobB//yceD//ppk//copA//yjhG//sgcB//yjaZ//napB//rplQ//cydC//yjbG//ydjJ//aaeR//citE//phnC//flgD//thrC//rpsR//ulaF//tisB//rplY//dgcQ//amyA//arsR//gcd//marA//aroE//yihO//torD//cheB//ydiV//ycbX//pfkB//cas2//rep//adhE//fepE//cheR//sdhA//ahr//arnD//fucP//ligA//secF//hmp//rplM//glvC//hisF//gpp//prpB//lysP//raiA//trkH//dgoD//ydhK//yjbF//manX//cysZ//uspC//norV//fhuF//pyrC//cheY//nanC//queD//pphA//fkpB//proX//emrE//ygeV//mdoG//ydeO//fepA//ssuB//narP//lit//tusB//ghxQ//paaA//hflC//yqjI//rlmI//dcuR//arfA//tcyN//adiA//moaA//zipA//hyfR//secA//nirD//yjjQ//ilvE//ypdC//nagA//focA//yqgB//pncB//ynfK//nuoI//ulaD//yfhM//hemE//mlaB//lolD//hybE//ytfP//yeaV//alr//cyoE//birA//potB//envR//rayT//glsA1//yeiG//mdtQ//ypdA//asnA//kilR//bamE//gntR//crr//umuD//msrC//fdrA//recF//betT//ybcQ//wecA//glgX//kefF//ahpC//kch//slyA//mscL//glpC//yfiF//scpC//holC//argK//fucI//cysP//fucA//yfaE//yidA//pdxY//dtpB//uhpC//yeaG//bglB//ybdZ//hflX//yiaJ//mepS//yhdH//fhuF//rhsD//gntU//argS//purB//ptsN//
GO_0060274_5	ydfG//
GO_0060326_5	yfdO//
GO_0060341_5	kgtP//ybfE//
GO_0060491_5	hisH//flgA//yfdK//yfbU//
GO_0060566_8	asd//
GO_0060567_8	hdeA//kdgR//rhaS//
GO_0060699_8	ytfE//sdhE//hybB//rfaH//epd//
GO_0060700_7	atpA//glrR//mscK//ymgF//dicC//
GO_0060701_8	sxy//gppA//kup//cysZ//dhaK//
GO_0060702_9	sfmH//nanE//rph//stpA//fimG//
GO_0061013_7	ypdC//yafC//sbcD//kilR//ychO//
GO_0061024_4	fimB//appC//nirC//ydeO//trmI//ycjD//waaJ//fdnG//sodC//roxA//kilR//hybE//
GO_0061077_4	hypA//ftsK//tdk//purL//ribA//bdcA//cdaR//cmk//dgoA//ydhC//yeiG//kbp//frmR//rpsB//yfcQ//ccmE//ynjA//frdB//norR//citC//lpxL//ybaK//hycB//
GO_0061475_9	dcd//
GO_0061504_8	dnaA//
GO_0061610_5	chbR//
GO_0061615_7	sfsB//casB//
GO_0061687_3	fau//fdoI//yddL//cusB//cdsA//tatE//
GO_0061720_5	yadC//yfhM//hslR//tsr//
GO_0061727_6	hofC//pck//ccmD//cysQ//serC//ybgP//yghW//pnuC//yiaT//glsB//ebgR//cra//hypF//yhaC//yidP//norV//curA//arnD//cheR//opgC//kefC//ortT//sseA//ispG//
