#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rsmJ//trmB//hldE//iraP//
GO_0006139_4	idnO//mtlD//araE//secA//qseB//hupB//ydeO//ytfR//ybdG//uvrY//rarA//ybdG//leuE//pck//recE//tyrB//bluR//rsmD//mreB//dsdX//eutN//rfaQ//ygeW//menI//acrZ//elbB//kdpF//rplW//rhtB//gnsB//yedA//ascF//paaG//rnlB//feoB//hmp//thiC//mtgA//yraK//uspF//citE//tolR//rodZ//glpG//ascG//lhr//mhpD//mscS//rpiA//dsdX//menC//mazF//hcaR//alkA//sodA//selA//yidZ//zinT//ybiY//ubiA//tisB//groS//pta//ltaE//mepA//sgrR//dxr//secB//yihU//waaY//yceO//pppA//rplQ//hybC//bolA//rpsI//yjhI//yhjC//rpsK//uhpA//srlE//ung//ygeX//ulaD//rpsJ//gpmA//ybdN//gppA//tehB//mutL//ycgB//araG//ilvH//prs//nemA//fdnI//glgX//yhjR//rcsD//secA//patZ//allS//yqaE//exuR//tcyN//waaF//pcm//ydiB//srlA//rhaT//recQ//yiaF//yraR//yggX//rnc//paaH//pcm//frlR//fsr//recQ//rlmA//scpC//gltL//cmoA//astC//yagG//gppA//pspF//sgbU//waaU//rpsO//yigB//ybiT//nusA//yghG//ydiR//ppiD//frmA//hinT//uxuB//narP//ykgM//ubiX//cysS//lepB//ypdB//yahB//ompG//ahpC//evgS//pgsA//nrdB//ibsC//yhhT//yobA//apt//tdk//dinD//pckA//phoE//sugE//speB//hemB//yegD//dsbB//tatC//thiL//yfdC//pepA//tyrS//ptsH//pepA//gppA//xisE//lexA//pmbA//phnM//proS//mnmG//secB//mcrB//pppA//acpH//clpS//ptsP//fabB//cobT//sulA//nikR//yfiC//ybiI//glpC//alsK//moeB//insA-2//puuA//epmB//ndk//paaE//araH//galP//proC//dcp//btuE//gatY//lsrR//yfdS//yebQ//rusA//pncB//rffC//gloB//coaA//rfaE//recB//xisE//rsmJ//mtnN//treB//nrfG//yfiE//tyrA//rsmJ//potF//lamB//rplR//garP//lsrG//fabD//nanK//csgD//basR//nagZ//ybhS//edd//betA//yhaM//ygbM//yeiL//citC//bcsA//yahF//sgcE//sapA//ydiP//ubiD//ydiQ//rpmB//ptsH//sufS//cydC//shoB//elbB//tolR//pheA//lsrD//ydeO//znuC//pspF//higB//cobS//elbB//xylB//mreB//rseC//lrp//wzzE//gntT//yodD//argR//sapB//pnuC//valS//ynjA//pinQ//cas3//kduI//sbcC//galS//lgoT//hfq//dicB//hisF//glrR//yccA//waaP//mglC//dgkA//puuP//obgE//yhjA//ydjK//chaC//bdm//yfcS//rpsD//idnD//ybaO//rodZ//hybB//rng//xerC//mdtO//yidR//cyaA//acrF//mdtE//paaJ//glcE//cueR//yaiW//ynbC//yqaE//ypdC//fdx//gcvA//yfcS//atoS//yciT//baeR//thiD//fruK//aroE//mutS//tusE//pykF//pyrG//rbsC//hsrA//pagP//patD//feoA//holC//ompT//ydjJ//copA//atpA//leuA//rlmD//tpiA//borD//dld//nadD//ycjR//lamB//crcB//glgA//yraR//ytfR//yghB//atpD//borD//nrdI//ynfL//yebK//alaS//rof//rsmI//fixC//bfr//thiM//nrfD//cyoE//ybdZ//sodC//rplJ//hcaB//truC//ulaE//dhaL//focA//nuoN//guaA//yneE//hdhA//hisS//yheT//ridA//ytfE//azoR//yfhM//dmsB//ogt//cyoC//djlC//poxB//nirC//selA//grcA//eamB//dnaG//cecR//dinI//agp//hemD//yafO//galM//dnaJ//garL//mdtQ//btuB//puuP//sdhE//zraR//rimL//fetA//priB//ypdA//aroL//clcB//setA//citG//yeaD//symE//ompC//dcyD//sdaC//ybjD//ibsE//hcaC//cmoM//yihX//holD//rpmA//yaaY//rnt//opgB//gltD//allC//csiD//gapC//csrD//ynhG//yhdW//pepQ//ibsA//cobS//lysP//rnb//rpoE//tesB//nfi//ybiV//sucD//ubiI//murE//yhaV//yjaA//oxyR//cheA//rpmH//gltX//potA//purD//ibpA//mlaE//leuA//nuoB//uidC//queA//entC//nlpD//yieH//djlC//trmL//rfaD//phoP//ftsA//agaR//ycbV//gabT//rhtA//mmuP//pbpG//coaA//acrB//gldA//atpB//yiiD//sbmC//yadI//dppB//rzpR//dgoT//ybiI//sbcC//yciG//pabC//metH//secY//ybiS//cdh//bcsA//phoE//lpoB//yagF//lipB//yiaB//oppF//ytfR//ubiC//yfgJ//patA//cdsA//eutK//pdhR//opgB//uspC//rsfS//pgpC//polB//yhaJ//panC//gpp//yabI//malF//cmoA//tdcA//lptG//tsf//adhP//rpsD//ftsZ//ybaL//arcA//purL//bepA//rep//aaeR//sbp//hcaR//lgt//agaI//mutM//bacA//ygcO//lysP//yiaT//bglF//ydcP//prpB//htpX//moeB//xdhB//hlyE//garR//hslU//hypD//dsbC//yjbE//yraK//bdcR//glcE//csiR//hslR//rpnC//glgA//xanP//rna//ispU//yghG//smrA//sohB//yiiM//fimC//lpxT//rbsA//ftsP//tisB//rhoL//icd//yhcH//pta//yihQ//nrdD//ytfQ//afuB//nrfC//nrfC//alr//hsrA//eutB//nikC//mscS//truD//murQ//ftsY//pspC//hipA//patZ//rpiR//waaP//rbsA//bioF//pgaA//xylR//yfcV//clpX//thiG//ghoS//smpB//argS//paaB//mngA//maa//znuB//ybiJ//yfgO//gltI//ulaE//rhtB//nhaB//deaD//
GO_0006140_6	yheT//fecC//
GO_0006144_6	guaB//xylA//yhgH//rpsT//lldP//ssuB//yfgJ//hscC//fucI//murG//
GO_0006145_7	cmoM//argP//fcl//nusG//
GO_0006146_8	yjaA//yihT//
GO_0006148_9	znuA//
GO_0006149_9	ycbX//
GO_0006150_9	yieL//
GO_0006152_7	alaC//ttdR//ymgF//def//rplB//ytfP//
GO_0006154_6	folC//
GO_0006161_9	asnB//
GO_0006163_6	ccmA//btuB//pflC//diaA//thiG//hcaF//fabZ//gloC//yjhG//ispG//yjcS//galF//hypC//cdd//sgbH//wzzE//ilvN//ydcT//ybiS//yafS//hyaC//nadK//yadC//mraZ//yhjB//hflX//rmf//nrdG//yhcF//ytfQ//mdtN//gltP//bluF//yiiD//ggt//cynX//csgA//glvC//proQ//kdgR//fdhE//puuC//hofP//proX//fimC//rutE//ghrB//degS//arcA//yjjX//waaB//insE-1//talB//fre//
GO_0006164_7	ychF//aaeR//rihC//dgcN//yoeE//bluR//ycjQ//lptA//lrhA//glnK//treR//yafO//talB//ftsY//proX//ybfA//araF//ynhG//mdtG//secY//glpC//gatB//menH//msrC//arcA//yqaB//gnsB//dpiA//purN//yieE//cbtA//mdtG//ycjW//gabP//sdhD//map//alaC//ddlB//dcuS//galT//
GO_0006165_7	pyrB//fimF//torR//rseC//rpsT//mdtB//rimL//yagG//bssS//ppk//narV//gph//kdpC//mltD//ilvM//tsr//mlaE//rclA//entH//
GO_0006166_6	nupX//ddlA//
GO_0006167_6	kdpF//
GO_0006168_7	ycjU//rpmJ//
GO_0006171_9	ilvL//
GO_0006172_9	trmA//
GO_0006177_9	acs//guaD//ydiO//
GO_0006178_7	rdgB//
GO_0006183_9	zinT//
GO_0006188_9	araE//rplN//ydiO//yhbX//
GO_0006189_10	livG//nrfF//
GO_0006195_7	nupC//yjhI//
GO_0006203_8	rihA//moaD//
GO_0006206_6	ydcS//galU//pheP//pabC//nrdA//napD//yieH//cysD//hisP//uspB//ygbN//mqsR//argH//cspB//radA//yajD//mdtC//gatZ//murC//yaaJ//gnsB//hyi//ynaI//iraP//yebC//cutC//
GO_0006207_8	ibsC//mprA//lgoR//frdA//ddlB//
GO_0006208_7	yfbV//chiP//fumC//sufE//rseC//ybgP//entB//elaA//aceB//yiiM//phnG//rpmH//xylB//
GO_0006209_6	mgsA//
GO_0006210_8	trpD//
GO_0006212_6	mngA//hypB//lolA//dcm//srkA//sixA//ebgA//dsbG//cyoA//flgJ//yejA//
GO_0006213_6	gldA//hemD//yqjH//holB//pstC//ymfK//nirC//murQ//ychH//pdeD//ilvD//yraI//yahK//nirC//cysU//ubiB//
GO_0006216_9	aidB//
GO_0006217_9	moaC//
GO_0006218_9	hokE//
GO_0006220_6	lpcA//yiaJ//tmcA//gfcE//ulaG//fhuC//glgA//bamE//ydiP//yadI//minC//ugpB//argO//metI//entA//btuR//guaC//sufS//gpsA//topA//
GO_0006221_7	argT//artP//frwD//ruvB//mltF//treA//zapC//scpB//ispH//yohD//ispA//rpsK//prpD//
GO_0006222_9	acs//
GO_0006225_9	queA//
GO_0006226_9	agaI//dinG//
GO_0006227_9	mngB//
GO_0006231_9	phnM//
GO_0006233_9	potF//
GO_0006235_9	rutD//
GO_0006241_9	icd//
GO_0006244_7	yccA//ppsA//ybhA//obgE//patD//flhD//ydcI//
GO_0006259_5	livM//orn//napB//rzpR//aroP//rfaG//gcvH//sdhA//arnD//treB//mltC//ebgR//sbcB//sfmD//yodD//lipA//ybhJ//exuT//leuA//lptF//entA//moeB//carA//miaA//yjbG//yobF//hcaR//mmuP//fadE//rapA//narP//nepI//phoU//yedX//glsA1//rpsD//ais//sapB//fimA//hyaD//afuB//pta//proC//eutD//tufB//codB//hcaT//yehY//basS//fadJ//rcsF//eutA//rph//rpoA//yfdK//yqiJ//fixC//ttdT//ygbM//rph//mmuP//cyoE//abgR//rcnB//qseC//mhpD//prpD//cusC//motA//dppB//metG//panE//waaF//yjbE//ade//ygaZ//cfa//thiH//flhD//groL//aroF//rarA//maoP//tus//fdhD//dcd//ynjD//fklB//lsrC//priA//yihT//lpxP//sgbU//xanQ//xseB//pgrR//ytfE//fdhD//dapB//roxA//ygcW//atoS//glnQ//trpE//yfbR//rffM//clsC//tolQ//hokE//frmR//ybdM//rlmM//rcdA//lspA//dppD//nusG//hflD//yccS//rcdA//fabI//erfK//ygeR//ogt//pheT//fruB//glcE//alsB//decR//cobT//ypdA//ilvM//yafS//kdsB//tus//elfA//mhpR//kdpE//pgaA//codB//glgP//pfkB//kdsB//ptrA//aroG//yobF//ravA//mglB//intE//
GO_0006260_6	pgm//sgcX//rlmD//yjhG//hdfR//pdxJ//murP//araD//yjiY//tilS//secA//ydhK//tsaC//ydjH//erfK//nudG//yajO//qseC//casC//nagB//dgoD//
GO_0006261_7	yfgO//holE//rhaT//uxaA//lysO//cyoD//yedX//fucP//fsr//srlA//ftsQ//napB//
GO_0006265_6	dmsA//cadA//insF-1//rpmH//rsuA//
GO_0006266_6	mocA//ortT//cobC//
GO_0006267_5	kdsC//
GO_0006268_9	rpsR//yagU//rlmA//
GO_0006269_6	rpsT//
GO_0006270_6	purT//atoC//trpC//slt//wza//gntR//
GO_0006271_7	ybaQ//fimA//hemC//
GO_0006274_6	yneE//
GO_0006275_7	elaB//oppF//hsdM//sulA//norV//hybB//cheW//yhcH//ydjE//
GO_0006276_3	wbbK//cusA//ycfH//tnaA//ftsB//galS//ybdG//serB//
GO_0006281_6	ydjM//hdeB//pbpG//waaF//oppA//nirD//recE//hcp//eptA//kdpD//recJ//gdhA//chbB//frwD//rpiA//yadM//cysM//dctA//parE//proS//emrB//artI//yjeI//glpC//pstA//symE//fepG//tdcF//ydiP//rnc//yefM//ampG//ibsD//melR//uvrY//pheS//pyrL//ybaT//nirB//fdx//tcdA//hofC//amiC//tilS//yefM//yhaO//atoB//hcaB//flgC//rpmA//cutC//xapB//ubiJ//oxc//yrdA//
GO_0006283_8	trpE//
GO_0006284_7	menC//mgtA//cmoB//serS//ygjR//dcp//
GO_0006285_6	mcbR//kdsC//zupT//nrdE//yaiW//
GO_0006288_8	nuoE//gadC//
GO_0006289_7	ybgP//aas//
GO_0006298_7	polA//nrfD//purR//ssuB//lgoR//sbp//opgD//yddL//guaA//adhE//
GO_0006301_7	ybdG//mdtF//serS//gmd//
GO_0006302_7	wcaB//ddlA//yafE//yjjB//dmsA//waaU//hslV//rsgA//torY//
GO_0006304_6	lolE//sucD//acnA//secE//fcl//gntK//iscS//yggD//cobS//
GO_0006305_7	metF//pgaD//yadI//tyrS//
GO_0006306_5	yceD//pdeL//yadV//fucO//
GO_0006307_8	cadA//wzb//yiaO//rhtA//nuoI//
GO_0006308_6	yibA//osmF//allS//lolA//phoU//phnJ//yhcD//rpsT//ybbW//gutM//narK//cheB//
GO_0006310_6	deaD//ybeQ//yqiG//umpG//yejB//fabI//intZ//macA//rpiA//exbB//pgm//rplR//tatB//rplO//lptC//phoQ//purU//gntR//rimP//csdA//glk//yjhP//lptD//deoC//ydfG//kefC//narW//panF//fecA//manY//rfbC//flhE//ppsR//tyrA//cysN//fbaA//waaO//miaB//nfuA//rplJ//paoC//citX//nirC//
GO_0006313_4	rfbB//cmoM//psuT//malX//cutC//ubiE//xylF//
GO_0006323_7	tcdA//
GO_0006325_4	ilvH//
GO_0006351_6	yhbQ//lgoD//ldtB//yqeG//fadM//yceO//aldA//ldtA//yjfF//exuT//csgF//yacG//ybjL//gabT//ydjM//mukB//lgoD//nlpA//accA//yqgB//yfiE//lit//yfhM//malY//mmuM//alaS//dnaJ//dgcN//panZ//melB//prlC//tomB//hycB//rcnA//hypC//yafN//cobS//ppc//secG//hcaC//skp//nei//lrp//mtlR//dicA//rbfA//treF//thiE//ybdH//rluC//sdhE//menD//uhpT//epmB//recE//glvC//pgpA//aceK//hybF//alaA//yecS//gor//rlmI//basS//sgcC//hscB//rsfS//potC//plsC//ulaR//dgoT//recF//nrdF//hypA//elaD//glpX//yraH//tdh//yciE//ompT//gspJ//frdD//yidC//kdgR//insI-1//mmuP//rzpD//hisI//rnb//frsA//rho//coaE//sthA//nadA//dicB//malI//yajO//adhE//asnC//tdcR//gatA//rhoL//nrfE//appA//raiA//mntH//wecE//yqaB//recX//xthA//opgH//serS//macB//mgrB//mdtQ//yjiA//mmuP//proV//malK//
GO_0006352_7	xylA//tdcB//rppH//tynA//
GO_0006353_7	clpS//mnmC//
GO_0006354_7	gabT//cusS//nagK//
GO_0006355_7	menD//fliD//ldcC//fimZ//grxD//frsA//recB//dpiA//gpr//bioA//psuG//fixC//ycaN//insA-1//mdfA//ykgA//gdhA//cspB//mngR//proB//cptB//frdD//narU//xerC//glcF//cspE//rtcB//metR//dctR//trpS//fliD//crp//yahB//nrdD//coaA//dsdA//yeeL//ibsA//iscR//lacI//insH-5//phnJ//rcdA//napA//rpsJ//yeeL//yraK//cspC//dgoR//mrcA//yadV//ynbD//ompR//ubiC//cysC//fepE//araH//uhpC//pfkA//mrp//torZ//rzpR//soxR//narY//yehP//aslB//panF//yiiD//mmuM//yciT//galR//ptsI//opgB//pstB//minC//sapD//lacZ//thiM//murD//cptB//speB//nudB//ybaQ//pflB//csgG//rluA//uspF//ilvI//efp//glcF//mngR//motA//trmI//lipB//cpsB//xerD//emrY//rlmB//citE//ggt//melB//recC//galT//lpxH//yfeX//dfp//actP//chbA//hcaR//cysE//eamB//eutN//ptsI//yraK//xylA//tyrB//ftsP//aceK//galE//argC//yjiR//yeiG//dosP//sbp//fnr//fecD//mhpD//argI//dgcE//ulaR//bfr//yajO//casE//fsr//lldD//wza//pyrL//ttcA//glnQ//yegS//cysM//gutQ//ompN//trmJ//nfuA//rfaH//ydcM//yehB//yhjA//zitB//yghO//fau//insH-5//ptsG//yhbY//bssS//garP//ssuD//dtpD//osmF//yehP//yraI//cmtA//ftsH//tsaD//cfa//leuS//lsrK//ybiO//yahK//truA//yabI//rcsD//arnF//ilvN//nanS//dicC//potB//tsaB//ydjM//lpxL//msrB//prfC//yjbB//glpA//yobF//cpxA//fabB//nlpI//yacG//dmsA//ydaV//mepM//trpA//hemL//sbp//ccmF//metQ//ugpB//yfgJ//elfG//ulaE//rfbC//sxy//fepC//ulaG//fucA//mdtF//ravA//tap//zapC//agaI//fabH//pgpC//mrdA//atpF//yhbX//asnS//gntK//trpS//dinG//hha//yegS//menF//adiA//rsmH//yebS//yhhZ//cspG//artQ//fryA//yqiH//thrC//galM//accB//ebgR//rhaS//iaaA//udk//gudX//mdtE//ytfE//yhcF//thiQ//hisA//casA//murJ//lolB//amiA//yajQ//nrfG//rbsK//yjjU//dxs//infB//amiD//ybaO//ldrD//acpH//gsiB//ycfH//
GO_0006357_8	rhoL//
GO_0006364_9	ybiH//moaC//ibpA//intA//ynfK//dacA//tdcA//cdgI//borD//dmsA//wzzE//ibsB//ydhK//yfcR//hcaR//ybgP//intZ//ydjM//ubiF//ybbY//ompN//iscR//mdtK//caiE//uspB//yafQ//wzyE//frc//nimT//rlmL//baeR//hybF//rnd//kdsC//gloC//mug//waaG//gluQ//livM//ybgQ//cobS//ccmE//fimH//
GO_0006378_8	smpB//hcaC//
GO_0006379_8	pgrR//
GO_0006382_8	uhpA//
GO_0006396_7	oppF//setB//yfgJ//lsrB//dgoA//tdcB//tsaB//iscU//mdtK//glk//yjiX//insA-1//adeQ//kdpF//malF//murD//rlmH//nrfD//mmuM//polB//eutN//ycdX//bglB//mdtJ//rfaQ//ydhC//narX//lolE//xerC//yadG//bamD//hycB//rihC//livH//csiD//srlD//mgsA//cbtA//garK//rpnC//gcvA//recF//iscA//queC//yfeX//ompA//adiY//yiaJ//cysW//hybF//ymfK//ccmE//erfK//mtgA//nrfG//epmC//kgtP//yciE//pinQ//emrE//yedA//mak//yhbQ//ftsZ//msbA//ptsG//frr//torZ//bcsQ//feoA//rplO//eutN//malK//arnE//gcvH//tcyN//aceA//xisR//ade//hicB//cysC//yhaJ//cydD//rpmG//metN//pspC//prmC//hdeB//yfeX//tqsA//hemL//cirA//yafQ//bssR//puuD//yceK//ygfZ//yhaC//priC//barA//arfA//astC//
GO_0006397_8	yohC//mrcB//ygfA//
GO_0006399_8	thyA//tsaC//sufE//rspB//ydiQ//tufB//pinQ//ygfX//yciE//xanQ//fdoH//ybdM//ybdM//ftnB//narX//yfhH//ascB//tdcG//avtA//yciK//rimK//minD//rdgC//rnlA//cdaR//dkgB//yjhG//fadB//ybhJ//yhjD//casB//codB//secB//ycjD//rihC//pyrH//leuB//mdtM//cusS//dgkA//hscA//dmlR//mreC//entC//napB//yajL//yhaV//gpr//ilvN//ynfE//ccmH//insI1//pfkA//gabT//yehW//umpG//iscR//fdhE//dgcT//proC//entB//yghG//tufB//rplW//trmA//phoP//cysI//ldrA//hslV//borD//comR//yneJ//yiaU//aceB//ilvB//trpL//panE//sbcC//xisE//uacT//yoeB//arsR//
GO_0006400_7	glnS//gatA//fepG//putP//yiaO//fepG//metH//thrL//idnO//ynhG//yciE//ydfG//frlC//lldP//dtpC//yhfK//tdcG//mug//mnaT//yehX//mtfA//intS//yoeB//mhpC//slmA//rfe//ridA//cysZ//yigL//hmp//tdcG//ftsB//wcaC//dapA//epmC//dmsB//rpoS//ycdX//ydeP//lptD//ompF//ribD//sufB//hcaD//apaH//yddG//valS//dsbA//purT//
GO_0006401_6	mtgA//lapB//brnQ//yjjX//yjhB//ribF//cysM//surE//tamA//hybC//frmA//murR//entE//fabD//aspC//yqeA//cedA//rutR//yqaB//ymjB//cyoD//dgt//
GO_0006402_7	casC//sdaB//iraM//surA//atpD//pabA//yjjB//mraZ//lgoD//yedL//yeiE//
GO_0006412_6	dgkA//leuB//yidD//zitB//gadX//ydiK//codB//gudD//secB//exbD//rbn//sixA//hybB//tdcC//yfcG//lasT//preA//rlmD//torS//bioD//yqcG//pgm//rnhA//selD//pitA//gltD//hybO//yrfG//casE//apaH//adiY//ydbD//tamA//fucK//pldB//sixA//hofM//yfgI//adiA//ung//yhbQ//uup//nudB//sgbU//ydjH//uhpC//rihB//malY//yohD//asnB//yphB//
GO_0006413_4	ybcF//fucO//tdcC//
GO_0006414_6	ypjD//rplW//trmA//sixA//mrcB//trmI//yojI//yneE//dsbC//
GO_0006415_7	lptE//treA//treB//rlmG//fbp//ydhQ//potB//
GO_0006417_7	tauD//nemA//queC//nuoH//recG//sapD//tgt//sspB//pflC//iscA//narJ//fklB//fucA//livM//thiD//glcE//yebS//ybdR//ilvC//hycB//dtpA//queG//yghB//zupT//fimE//ybdG//ada//obgE//dgcJ//nlpE//aer//gutQ//glsB//ytfQ//nadK//yqiI//xapB//yeeL//ribD//
GO_0006418_7	dgcZ//ymjB//cspD//rraA//ybdM//mlaE//rna//rluA//tabA//ybgI//yobF//ldcA//allD//patZ//sugE//ydcT//ftsN//nuoI//cas1//sfmH//parC//viaA//ibsD//mdlB//tomB//
GO_0006419_8	rhaD//
GO_0006420_8	sbp//
GO_0006421_8	mipA//
GO_0006422_8	yihU//
GO_0006423_8	prfB//
GO_0006424_8	opgB//hxpB//
GO_0006425_8	htpG//
GO_0006427_8	nrfG//
GO_0006428_8	clpA//
GO_0006429_8	plaP//
GO_0006430_8	flhC//mgtL//
GO_0006431_8	hrsA//
GO_0006432_8	sseA//amtB//
GO_0006433_8	ydcP//
GO_0006434_8	yhcH//
GO_0006435_8	glgB//
GO_0006436_8	yccX//
GO_0006437_8	cbeA//
GO_0006438_8	pliG//
GO_0006446_8	pyrF//yiaT//rplI//kdgT//xylA//dnaC//pncB//
GO_0006448_8	hcaD//ydhK//exbB//glpD//rclR//
GO_0006450_4	rng//ybgI//casC//holA//mnaT//rlmL//livM//ubiD//evgA//mcbA//
GO_0006451_7	yhcD//
GO_0006457_3	aslB//codA//dcuA//yqiG//abgR//lapA//rstB//ldhA//yaaA//sbp//flgJ//rsmC//deoR//ldrD//rhtB//hemA//yhdX//emrB//lyxK//ubiF//dgcE//dgcM//ydeM//ugpA//lysO//cyoC//yaaJ//hemD//xylE//waaH//torI//yafS//ybhR//yqcG//pspG//ulaC//yqgB//gabP//envZ//moaC//
GO_0006458_4	slt//ggt//uvrA//rpe//mdtL//tonB//pdxH//envR//
GO_0006464_6	pyrE//rplJ//hcaR//fdoG//glrK//lapA//cpxR//trmJ//chbA//fepC//nei//ptsP//ushA//feoA//wza//mntP//ygeX//topAI//yidK//ampH//bfr//ycgV//cdsA//fimB//eamA//cysS//fur//ydcR//ychH//relE//thiD//ralR//yijO//dmsA//betI//yggP//asmA//puuP//rtcR//serB//thiM//yfdK//cheY//iraP//kbp//speF//ccmF//ybdG//yiiM//gpt//hslO//srlR//yejA//rluA//ytfR//ileS//rpoS//insH-5//iscR//polB//ligB//ycbU//hemF//ymgC//ybiS//mcrB//rhoL//mrcB//kdsA//sucA//yieE//ghxQ//mreC//arnE//argT//rhlE//xanQ//mliC//astB//asnB//allC//ydfG//yjjI//nlpD//emrK//ypdF//rzpD//glvB//cadC//cpsB//maeA//yegS//nlpA//ycjU//ghrB//ygfX//csrD//ydiO//hybG//elfD//appC//ycdY//gnd//elfA//gmk//rihC//gstB//tadA//flgA//ycfS//murR//mnaT//paaJ//treC//arsC//mcbA//diaA//fryB//rplF//rlmF//yehC//aidB//gltP//yggD//lolB//hlyE//rcsB//ftsE//lolE//xylA//epmC//ydcR//npr//recN//yeeO//ptsH//adeQ//maoP//ldtD//allD//radD//iaaA//
GO_0006465_6	rplQ//ftsB//cspI//
GO_0006468_7	yhjA//sdhC//ybhI//yifB//sbcD//yjiQ//nrfF//aroK//uxuB//glxR//tdk//sgcC//narW//rhaR//fepE//ydcP//yiiM//rhoL//yceO//ppiC//srlA//hyaA//ykfM//ligA//yadV//ydiZ//rpsN//frvA//yiiE//yaiP//glnP//fabD//ulaR//yihS//priB//ydhC//hsdM//yqeA//hemH//dacB//borD//slyD//fryC//yebG//yihQ//hemB//gsiC//sfmA//ulaF//lysU//yebS//tldD//trpGD//
GO_0006470_7	bamA//ygaH//ygbL//sodC//dsdC//yjiX//nrfA//rpnA//ttdR//yibA//nhaB//ydiK//mdtI//panE//paoC//phoP//
GO_0006473_8	ybjD//ycgB//mrp//cpxR//ppsA//adeD//tag//araE//srkA//yphD//sbcB//hflX//
GO_0006474_6	opgB//dusB//mglA//ribF//pgsA//
GO_0006475_9	cdd//hisM//
GO_0006476_8	fadA//lit//citX//
GO_0006479_5	mrdB//hisI//nadA//pppA//intS//ldtA//yjjG//udk//
GO_0006480_6	fadM//
GO_0006486_5	adk//
GO_0006490_5	prfB//
GO_0006497_7	insI4//
GO_0006508_5	nanA//seqA//pgpC//cptB//lpxP//sapC//osmE//yiaT//sgbE//mprA//ulaD//zapE//ymgF//ftnA//dacD//bioD//scpC//trmH//purR//yciV//gadB//nrdD//ttcA//ispH//pta//gadX//pphA//lolC//hybG//cysH//rpiA//umuC//rnhA//osmE//parC//yjiR//rplT//leuO//queF//betI//rpoE//ydbK//trpD//lplA//prpD//elfC//eptC//yafQ//ydeO//serS//yejB//rlmG//mgsA//ttdR//wrbA//
GO_0006515_7	yehP//bcsA//tus//cecR//
GO_0006517_6	clcA//glcB//paaK//elbB//
GO_0006518_5	rsmH//tig//nfuA//dcd//fliK//rluC//luxS//argF//hyaD//nanT//bisC//lysC//nadC//narP//trxA//guaD//hcaE//kduD//pstC//wza//argK//yhaJ//ynhF//rarA//ada//ybiA//putA//ycjY//galM//ruvC//gspE//bssR//modA//ydeT//hcaE//fnr//yiiM//hyfR//caiB//chpS//coaE//ppiC//thiH//ubiB//yahN//lldP//ilvC//borD//kgtP//rpoS//glgS//mglA//dgcM//ynbC//trpB//nadK//fepB//speD//ung//mlc//gadX//yihU//dsbB//ghoS//srlA//tufA//yhgH//fis//cynX//flgC//paaX//galT//nrdB//rluD//slyD//argG//rimO//
GO_0006520_4	ghoS//priC//yiiM//rnhB//yejF//rpsO//rluD//nanA//dnaG//thiQ//mntS//yhjC//bolA//nikC//rcsB//grxD//dnaK//yidC//deoD//ycgV//tdh//trmJ//caiF//yaiP//pnuC//tatC//thiE//ybiO//idnK//adiA//setC//lipA//borD//yadC//malI//bglH//yfgJ//tldD//treC//gabD//rbsA//rluB//waaA//pliG//rraB//atpA//uvrA//cusF//kduD//glxR//narY//rluA//orn//acpP//manA//ygjH//adeD//marA//agp//menE//yiaA//adeD//hemE//gspI//lpp//cynX//hmp//yiaJ//hokE//zapA//otsA//yqaA//def//aas//alsA//lplT//nepI//gpt//sfmA//ptsI//trpL//ftsI//ygcW//caiT//dinB//ygiV//yeeY//zapB//truB//ybgI//pphA//nrfE//yhbY//hybG//sdhD//ldtA//yraJ//ghxQ//ispB//ssuC//trxC//ddpA//agaA//yagG//deoD//phnP//pgsA//btuB//pabB//uvrC//garD//yraJ//lamB//zipA//malZ//aroB//argC//adk//flhE//hisF//radD//opgH//yagG//fis//mqsA//agaS//marR//potD//dnaB//tomB//sfmA//ydaV//murR//ansA//ypdB//csgA//yqiJ//putA//gcl//adhE//pphB//yobA//gltP//ascF//rpsI//yccX//pppA//ygcR//yraJ//prc//arnD//tdcA//garK//yfhM//hrpA//malS//ypdB//ycgV//ampH//rlmF//rsmA//yphC//tpiA//yjtD//aaeA//fryA//clpP//kdgK//pphA//rlmN//groL//bglJ//ulaB//fhuC//ydcR//recN//lldP//nemR//gntR//hsdR//yfiC//cynS//yiaF//citT//malI//recR//yddA//rsgA//eptC//lit//thiP//aroB//glrK//rcnR//insE-1//msrC//fcl//fixC//pfkA//tonB//kdgT//hypD//
GO_0006521_6	fadL//ispH//yciA//
GO_0006522_7	fadB//rsmD//pdxK//yraH//dnaC//yehZ//puuE//
GO_0006523_8	glmS//ycfS//asnA//mhpR//
GO_0006524_8	torY//blc//rcsB//
GO_0006525_7	gltD//chbG//xthA//astB//epmB//bfr//tdcE//yieL//gntP//tcdA//ymgF//waaH//proX//phoE//aceK//queD//argG//secM//hinT//mdtF//gltB//
GO_0006526_8	ybiH//rseC//fdhD//puuC//bluR//ybhF//pntB//rfbX//mfd//zraR//casE//murA//malZ//
GO_0006527_8	lpxC//hybA//kefC//pncB//hipB//dnaJ//sbmC//ispH//katE//
GO_0006528_6	fumC//dmsC//ygiB//gatB//
GO_0006529_7	gltD//msbA//
GO_0006530_7	msbA//gspF//
