#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cmtB//lgoD//sucA//rluB//
GO_0051189_5	ydjH//xisE//rzoR//yjiX//lptC//trpL//etp//ribC//sspA//yeeJ//ascG//trkG//
GO_0051191_6	flhC//
GO_0051193_6	prpC//cmoB//rimP//
GO_0051195_7	bacA//
GO_0051196_7	pdxJ//
GO_0051205_6	nuoF//rnhB//yadC//waaQ//yagJ//cydA//pyrC//ribD//rffH//tdh//
GO_0051223_7	yraI//gapC//yiaT//
GO_0051224_6	ygbN//
GO_0051234_3	ydcO//asnB//ompF//yedF//ydeO//rhaB//betB//srlE//puuB//patD//yedA//ispF//msrB//ydeP//metG//gatC//bamA//epmB//bssR//guaB//mocA//ttcA//mlaB//nuoM//nagD//cas2//mutM//oppB//ygaV//ibpB//artP//fadJ//aroK//ydhK//yggX//rbsK//ihfA//zraS//ftsI//lsrK//yihV//puuR//setC//ycjR//yeeA//trmI//ibsE//mrcB//mhpT//menH//pphA//asnC//rlmL//ybjC//rlmG//pyrL//lapB//envR//rcsD//cspA//hscC//ulaC//holE//kefB//yqaE//hscB//psuT//manA//yfaE//pdxH//oppB//treF//ulaA//rbbA//ycjP//ybgQ//sthA//yeeO//csgB//erfK//rnhA//yghG//dauA//glcF//polB//uspB//dtpB//deoR//puuB//ompC//fucP//iclR//ybhR//murC//hyaC//clsA//tolA//dgoK//mutT//cspA//rtcR//pepT//ygeW//yehY//yagG//tyrB//gadW//tamB//acrR//ulaG//bglB//ibsE//fruB//livJ//frdD//lspA//glsB//plsX//rzoD//ecpR//rpsA//lptB//ycbV//ettA//ggt//pphB//mnmC//sugE//ygjK//ubiE//dppD//xylR//ynhG//flgK//secD//mepH//yahN//tatC//panZ//gltX//dnaT//sapC//dacA//panD//yehD//rfe//yggD//ybhJ//suhB//ygiS//osmC//mqsA//dkgB//yhjD//agp//aroK//hofN//rplS//zitB//napD//glnE//flgJ//nemA//efeO//yihT//rutF//mcbA//nrfD//ompL//gluQ//puuC//oppD//ycbX//cheY//fucP//malQ//phoE//fucI//yadI//rnlB//rbbA//lyxK//hflK//gadE//waaL//ompA//ygjH//rnd//casC//narP//murA//yadV//yidC//bglX//dusC//yhaM//eptB//btuF//hybB//dusC//aceK//maoP//mntP//sgrR//dpiB//bamC//casC//malP//lplA//dpiB//eptB//ygjK//tyrR//ldtD//cpxR//yahB//zapA//higB//era//epmA//yqiH//selU//pyrF//fadL//zupT//tsaC//murR//yahO//exbD//nimT//astC//cirA//yraJ//yjcS//trpC//cecR//bioD2//argE//rfaH//ompA//gsiB//mrdA//yagG//cvpA//rffM//frdC//dppB//purB//serS//ydcO//uxaC//kbaZ//glyS//iraP//atpH//melB//lpoA//exoX//murE//yggT//ldtD//xanQ//yhdZ//rdgC//cadA//yidL//osmY//bglH//yggF//cmtA//yqeF//ydaV//lexA//lpxM//rph//fimI//agaI//sbcC//mazF//setC//ppc//maa//cbpM//ssuC//pdxJ//wcaC//glsB//gmk//glpA//tdcC//patD//ygaZ//rpnD//sppA//rcnA//rpsR//menF//pflB//rraA//ortT//ycjQ//folD//yfhH//moaC//ybdO//lapB//bisC//galM//setC//gloA//kefF//lexA//ampG//entA//hypE//nrfG//yhjR//chaC//serS//lysC//yigB//argH//asr//potF//smrA//rpsJ//bioA//trmO//ccmA//cyoD//ftsI//gstA//xerC//surE//gstB//modC//zntR//uspE//fabR//leuA//mltG//rpsL//mltB//speG//mdtL//rarA//fadM//narL//tdcG//murC//lldD//pgrR//yhiM//lspA//htrE//nikB//ybbW//yegV//rlmC//glcB//rnc//recT//trmJ//rbsC//lyxK//nikD//pflC//acrE//basR//ftsY//rutD//rzpD//alaC//insH-6//yijO//xylA//tdk//kch//metN//dnaJ//tyrR//pgpB//mtn//leuB//hdhA//ychH//plaP//aldB//ybaT//hyaC//gltD//sodB//lptE//flgK//cpdB//radD//rpnB//lsrR//icd//mdtO//yhdH//etp//glpT//sstT//aaeA//cynT//hemN//aroH//rapA//yhaM//minC//zapC//paaH//fryC//ompA//aceB//fadA//ssuE//mepA//lysS//poxB//ygjK//ptsI//hypT//phnG//mdtD//hyfF//kup//paaK//yhdJ//ribC//rpsT//ynfL//fhuC//feaR//livK//yagE//ybeF//purU//proP//malQ//nadC//aaeA//nagC//eutN//xylF//tus//hyfR//yfeO//uhpT//iscS//ycbX//sspA//ndh//mgsA//yehW//add//rsmC//tolC//rpsS//fucP//agaC//nupC//ade//sdaA//grxD//yfaE//torC//raiA//nrfG//potC//oxyR//rfaB//yihS//argD//cas3//ruvA//narW//maeA//mutL//ycfL//thiM//phnM//cheZ//entH//argP//xisR//ybhF//dnaN//asnC//yieL//yhaV//evgA//ycbV//chpB//ydiR//bssS//mtfA//sbmA//thiD//dcyD//pgsA//dpiB//nimR//gmhB//viaA//ccmF//uspG//ftp//trpL//eutA//hofQ//livM//dinB//adeD//ybgQ//yagI//yrdA//rbsR//yciA//xerD//dnaX//acrB//argH//cpdB//hlyE//hybF//xylF//nadC//livH//argG//ffh//aaeB//raiA//rplD//ccmC//lspA//dbpA//eutA//glmM//ybhA//yfeW//kefB//rmf//lspA//grpE//fadK//malY//sgcX//ftsI//rutD//ybcF//mcbA//yhaV//tusA//ygiN//crp//proS//tcyP//gpsA//hfq//csdE//nrdA//fumB//npr//ygaH//ugpB//nepI//epmA//glgA//ybhS//codB//nikC//potC//ushA//yefM//psuT//yfeD//rplK//rffG//tyrB//chpS//hisA//mcbR//agaC//pykF//slmA//lhr//hlyE//ybaQ//bamE//ybdH//basS//ettA//tdh//ttdT//sdaB//poxB//dsdX//etk//cusC//plaP//tatB//hflX//nrfF//glgP//
GO_0051235_3	guaD//clsA//yfbR//
GO_0051238_4	agaC//ttdA//infC//
GO_0051246_6	envR//tamA//yobF//ravA//bamE//fadB//ebgA//creC//bamD//iaaA//efeO//glcF//cysH//ybeQ//aqpZ//amiD//essD//yhjG//mprA//hyfC//kdpA//ccmC//yqhC//hicA//csgB//argO//dapB//appB//narI//nsrR//ynaI//nfsB//ydcO//lapA//fecA//crcB//appB//queE//ycaO//cdd//yohC//yjjQ//yadN//flhE//rmuC//tnaA//tatE//osmF//hcp//folE//gluQ//thiD//hofP//
GO_0051247_7	fkpA//argK//rcsB//yehC//ppsR//rihA//uxaC//yfiF//dbpA//glrR//xylE//
GO_0051248_7	glyA//cysE//infC//yacG//guaC//ycdX//cueR//erpA//hofN//uxaC//opgB//ydiP//pgaC//rpoA//rihB//argS//trxA//ybaQ//ftp//priB//atpD//ypdB//ydbD//yidZ//ftsK//mnmC//rlmE//rsmI//ibpA//xylG//sppA//
GO_0051252_6	pepB//clsC//pyrG//yqhC//rbsA//alsC//xapR//argI//yfcU//fbaA//paaH//rutB//trpB//rfbX//mnmA//flgA//lysU//satP//rsmA//gatY//hypE//leuB//kch//yjjW//fepC//blc//phnG//hdhA//srlR//acrZ//ibpB//gcvA//yehU//aldB//rssB//symE//mdoG//ydcM//basS//glsA//chbB//atpD//plsC//glcB//glrK//dnaG//yidP//yahF//cdgI//fimD//rhaM//murB//bioD2//mtnN//insI-2//frvA//mtlD//yjiY//argB//glnD//tnaB//fhuF//yfdR//ygiW//patD//intE//manX//leuB//nuoM//yhcD//yiaL//treA//pgaB//rsgA//hybO//glnQ//yhbO//ppx//murC//casB//yadI//selD//mepS//tdk//tbpA//yqeF//manZ//yadM//srmB//xerD//fepG//holE//prfA//betA//cynX//hflK//ynaE//tdcR//rph//gshB//atpA//frlB//fhuC//helD//aroD//fdhF//frsA//entA//rffG//yojI//ydiF//fryA//sufD//lgoR//yggE//cpsG//hprR//sapB//kefG//tdcD//ykgO//queG//abgR//ychF//topA//dtd//glpX//puuP//paaD//surE//minE//cpdA//aceK//asr//araA//allB//yhaJ//nadD//fimB//aroL//luxS//sfsA//yfiR//yehA//gppA//cynT//evgA//hflC//rrrD//ariR//cspG//gyrA//yihL//malZ//fabZ//paaX//yjjV//yghU//rhoL//yadC//yehX//thiL//basR//bglB//fdhD//moaE//citG//pheM//yqhC//xseB//wzzE//shiA//bdcA//ndh//tcyL//acpP//fliD//thiL//tabA//dhaK//cas2//ibsC//glsB//nagC//ygfX//hscC//tktB//ynhF//alpA//nusA//melB//fadK//bglB//gltL//pal//prpR//bolA//csiD//kdsA//mtr//ykgM//gatY//tehA//lolE//nudF//dnaC//cra//hemG//yqhC//rfbD//gloC//glgB//ccmA//yifB//higB//exuR//yehC//ahpC//insH-5//ubiG//yhjR//mutS//lpd//tatD//phoU//rrrD//cysB//cmoA//mngR//insI1//rplI//fetB//proS//lsrG//hdeD//ybdZ//glcF//secF//tsaE//yidR//moeB//dsbA//appA//cbl//insB-4//rarD//sfmH//elaD//mepA//ahr//dsbA//rfaD//setB//yfbV//waaQ//asnB//ygbM//queG//higA//phnK//tqsA//ygfA//aqpZ//ptsH//argS//gapA//zntA//crr//malK//aer//yaaY//pyrH//fdoH//uspF//melA//puuC//yibT//hemA//
GO_0051253_7	treR//hipA//tgt//ftsP//truA//hyaA//yiaF//rplF//rplN//yiaT//glvB//prlF//mhpR//waaA//ybaK//cysE//coaA//rpsS//rcnB//sixA//acrZ//tdcE//gpr//mepS//yqeG//yddL//rapA//argO//glpG//ybdO//cdgI//nagE//rpsB//mrdB//rhaA//truA//torS//rfaE//rlmE//torA//yajL//yqaB//glgA//argG//ghoS//trpGD//gltS//kefF//ftsY//yicJ//gmk//gsiC//minC//thiL//panE//ivy//bdcR//ydeM//dgcF//ypjD//etk//ybgI//rcsC//deoB//rcnB//bioD//insE-1//wbbK//hemH//gadC//yehT//ldtC//alsB//yjjW//yciT//ydbK//ilvL//gcvA//gloC//ydaN//ybhG//fhuD//ykgM//fau//lolA//ypjD//hcp//ftsY//trmL//feoA//ycjQ//erfK//pepT//pdxB//yfcU//bioD1//hisG//allC//moaA//
GO_0051254_7	yhjX//dcp//cyaY//zapA//sseA//oppF//gsiD//atpH//ptsI//nupX//rhlB//cydC//csgA//yraK//rcnB//ydjM//ydcZ//fumA//rplB//hemF//yggE//msbA//dsbA//dicB//yahI//nuoH//fepC//yfaE//phoU//rpmJ//mglC//dppB//puuE//treC//ssb//tyrB//ilvI//dgoD//ccmD//lplA//uspC//pstB//wcaC//tdcC//nlpA//glyA//ybdR//lptD//dcyD//rpiR//gadW//upp//yhdZ//ispU//livH//sgrR//dmsA//ftsB//udk//fadJ//nrdG//lipB//tamB//kefF//agaC//glcC//sodC//glpX//ppc//yjhP//yihQ//dcuD//phnI//lysS//yqeA//
GO_0051258_7	adeD//
GO_0051259_6	pinE//yghB//ygcO//yfcG//pheM//livM//lsrG//rph//araB//mreD//ydiZ//ygiN//yoeB//perR//tatB//ftp//fabI//galF//cobC//asd//dcuC//hofM//ygeR//eutN//ydfK//fabB//hcaB//holA//trmJ//potH//rimM//fis//fepD//csrD//lpxC//ynhG//proX//pstB//yraK//sspB//hdhA//asmA//rbsR//ivy//lptC//crp//oxyR//murQ//cmoB//rplD//msrQ//
GO_0051260_7	pldB//lolA//rutF//yojI//hofC//lysC//thiE//wecE//rsmH//fkpA//yqeA//dhaR//abpB//allS//dnaK//yhbO//argF//mliC//dppD//ybdM//ybaK//rhoL//yhjX//dcuB//narX//radD//yifB//ybeF//livK//emrK//fepE//mdtM//pinE//yaiW//relB//mnmA//degP//mcrA//carA//paaE//zntA//srmB//yejF//mreC//feaB//yaiW//yhbQ//
GO_0051262_7	cpxA//lysC//cpoB//pspG//fliA//tsaE//putP//malZ//yoeE//lptG//aroG//yeiE//araA//tauA//trmI//recO//alaA//kdpE//gabP//cheY//bcr//nikB//cutA//satP//pgpB//yghW//arnF//dgcN//hybO//phr//yfaU//topB//yijE//yabI//thiH//glxR//
GO_0051270_5	pcm//yiaF//cnu//umuD//yaaA//dmlR//ampH//tauC//hyaD//yfbS//yeeL//ydiZ//adhE//dsbC//aroP//aes//
GO_0051271_6	puuE//yjiX//topB//mtlR//arnB//livG//trpC//pepN//birA//
GO_0051273_7	lsrD//phoP//mdfA//ftsQ//cobC//ycgR//gadW//
GO_0051274_8	xerC//hycI//yebZ//pyrL//argF//ycgB//rpsO//
GO_0051276_5	fepD//yhjR//rpiA//glxK//fabH//yedX//csrD//nrfF//hyfR//crcB//msrQ//yhdW//srlA//ykgA//gcvT//yjgX//sseA//rplB//uof//rzoR//cusB//ackA//xylB//fepD//dsdX//ymgF//
GO_0051289_8	bfr//uvrA//envC//hdeD//pheS//aroL//ydaV//rpoA//uvrA//fabI//ybhG//kdpF//rutB//nrfC//gstB//setC//yfhM//comR//speF//lexA//yjhP//fre//solA//gcl//proS//rapZ//mutM//ptsP//fruB//gcvA//helD//dgoA//cobS//wcaJ//mcbA//ftnB//
GO_0051301_3	gnd//ldcC//intS//thiE//ybhD//ygaV//csiD//yieF//nrfD//fruA//kduD//cdd//ftsA//dpiB//yihR//secF//dnaA//yahD//ispG//yneJ//guaD//lpxD//ycbV//lrp//ydcM//glpR//aroD//thiI//rplQ//atpA//mqsA//opgG//mutL//araD//amiC//ydiO//
GO_0051302_5	pyrF//kdgR//narW//yehT//yghB//cmk//fruA//ykfM//exuT//tdcG//tmk//degP//alsB//menH//
GO_0051304_4	rnhA//
GO_0051336_5	rplX//barA//deaD//maeA//cysI//ispG//ftsK//adeQ//ynhG//dsdA//pgsA//cysG//intE//folE//kch//hsdM//dgcN//ydfG//gadA//xapA//nrdE//serS//elfD//rimK//pdxY//
GO_0051338_5	dgt//viaA//araG//gutM//
GO_0051339_5	csdE//
GO_0051341_5	yagI//nei//
GO_0051345_6	phnI//pgk//lpxT//ccmH//mppA//murQ//greB//serA//
GO_0051346_6	metG//tbpA//glpD//eco//basS//atpA//zapC//yahN//cheR//gatZ//epmA//
GO_0051347_6	csgB//fliA//
GO_0051349_6	hyfF//
GO_0051353_6	yfaV//ymgC//
GO_0051391_8	rutE//
GO_0051409_4	ibsB//yqjH//
GO_0051410_3	betB//
GO_0051452_10	tauB//
GO_0051453_9	ydaC//yfiF//rlmC//ubiE//thiD//adiY//ypdA//tdcG//
GO_0051454_10	rlmF//artI//yqiI//rfaH//csrA//
GO_0051476_7	nadE//
GO_0051484_7	yieH//
GO_0051493_7	proP//
GO_0051495_8	putA//
GO_0051595_6	mutS//moaA//sufA//kdpB//iraD//
GO_0051596_6	ybfE//ribC//cvpA//xthA//entD//kbp//rhtA//plsC//pheT//adiA//ybiT//yraR//ilvM//folC//gcd//rplX//exbD//hda//hyaD//serC//betT//yfcR//gudP//fadB//glnB//fimE//fucO//atpF//
GO_0051599_4	insK//
GO_0051603_6	dppD//rfaE//rluB//sgrR//hisD//cysK//
GO_0051604_5	mdfA//tatB//nikB//yihV//intS//ydbK//gudX//hrpA//yfiC//rpiR//slyA//ssuE//btuB//mutT//cheZ//ftsW//ydfD//ybdO//trpB//bamE//yehD//recQ//fhuC//ygiW//ilvE//rffH//rplN//mug//hda//cbeA//yihL//hprR//lptG//yrdA//mngB//hypE//rnhB//agaB//lamB//ftp//
GO_0051606_3	flgF//srlA//
GO_0051607_4	ybbW//cho//iscX//pstC//appB//ftnB//argT//ybiT//ivy//gspE//
GO_0051641_3	yhjV//hcaF//lit//lpcA//lit//rmuC//aroP//perR//yhjB//cysP//betB//recA//ycdY//malZ//gatZ//ssuE//panF//cyaA//glvC//ridA//hcaE//ribD//ridA//
GO_0051649_4	rplC//yraK//rplB//rfbX//leuS//rbsD//gcvH//ydiP//mdlA//acrE//emrK//arcB//mhpB//
GO_0051651_3	mltG//argG//alsK//
GO_0051668_4	nlpE//
GO_0051691_5	hofQ//higB//
GO_0051692_6	cecR//rsmJ//
GO_0051701_4	aroC//ybeQ//yiiM//ybbN//sodB//fre//ilvM//yjjG//rhlB//ygeR//rhaD//infB//aslB//cpxR//rimL//yqiJ//
GO_0051703_3	rnlB//potH//livK//sgcX//puuR//fucK//ycbX//lysC//
GO_0051707_3	waaL//rmuC//nirD//ydfK//ihfA//dgoK//argH//bdm//purN//srkA//yajQ//icd//yciF//bdcA//
GO_0051715_4	ldtC//
GO_0051716_3	yedF//hybE//kdsA//ihfA//mfd//ulaA//yeaD//rlmI//yjjQ//tamB//ydbK//cstA//ppc//rhmD//adeD//acrF//rsmB//ycjU//spoT//mdtN//bcr//ydiR//torS//yihI//fepA//cycA//elbB//sdaB//murF//mak//livF//mpaA//folA//ykgM//araG//mukB//lysR//ribD//amtB//dcuS//yjeI//gspF//mscK//nupG//ykgM//astC//cpxP//lpoB//wzyE//dppF//ycfH//ogrK//viaA//ppiD//dacB//mqsA//trmL//yqjI//opgB//rspB//nudF//malI//amiA//yedF//exuR//yfeD//tatB//amiA//ymgC//rcdA//argK//glpB//citE//gutQ//hyfR//sxy//nudC//manZ//ydaV//yneL//lptE//rffG//thiI//ycgR//gabT//borD//epmC//nrdA//fruK//folA//yiaN//leuC//cspB//cmoA//rlmM//acnA//nhaB//uvrC//tdcE//dbpA//ttcA//treF//wecB//gcl//nrfG//crr//tufA//acrF//tadA//umpH//ulaE//ydjJ//metE//yiaN//livJ//tamA//hicB//fumB//rnb//alr//lolE//gor//melR//ccmC//arfB//nrdB//putA//yfdS//dsbA//rlmF//tolR//polB//caiT//atpC//htrE//adiC//yhdX//manX//ychO//rbsR//recG//rlmM//fhuF//ygiN//mnmC//panE//cheW//bioD2//pitA//lpxK//ybbY//glcF//mngB//arcC//mdtC//xapR//gmk//ydiK//raiA//hybB//bioF//miaB//relB//ykgM//ydfD//hfq//dctR//purD//opgH//nuoE//atpF//yfaU//pfkA//sucB//ydcS//glvC//pdxJ//mgtA//caiD//yfgO//flgG//waaU//fimZ//dacD//murJ//cyoC//rutE//rutF//metB//chbB//yhdZ//fabZ//ubiD//sseA//rimK//yqiG//gsiC//narI//ycfJ//lolD//polA//rbsR//glxR//mdtN//fsr//srlA//yieH//miaB//kduI//galS//ilvE//cheZ//rnhA//sgcR//kdgK//rutE//glnS//dps//ybiW//dbpA//yiiE//ldtE//tolC//ypjD//yehX//yggE//adk//pphB//cydD//hycA//lrp//cas2//lpxB//rppH//hipB//ddpX//insA-2//sfmH//phnK//yebG//lysP//xanQ//recG//waaU//hisI//mrcB//uhpB//rhtA//trmJ//fucI//aspC//nadB//cas3//rihB//kdsB//ypdB//tpiA//srmB//yciF//serC//ldcA//fur//nhaR//tyrB//xseA//cmk//uspF//bdcA//yfeO//hflD//dnaT//pspG//ptsN//entH//glsA1//msrA//lepB//nhaA//putA//yrbG//btuF//ybcM//yggN//trmH//yghU//cas2//codA//xerD//mltD//pdxH//yedA//hyi//frdD//elaD//kefC//narG//pyrH//csgE//nuoN//sbcB//lepB//fliK//eutK//yfdO//atpG//caiB//argG//aroD//rplS//yehD//hyaD//atpH//gpmA//ybdH//tas//leuB//bipA//yhhY//ccmE//hisI//gshA//mmuP//ascG//dcuB//dnaC//ccmF//fecD//yieH//hisB//glnP//nlpD//mcbR//fliT//speC//rluE//potC//ydfD//ruvB//zipA//epmC//tatE//mtnN//iscX//tauB//aroD//potB//gltP//ybaM//yieL//ravA//insE-1//ndk//ybhA//cusC//yhiM//nrdR//mdtG//yjfF//nadC//
GO_0051726_5	rbsB//gnd//paoC//emrY//rpnB//
GO_0051781_6	rsmG//udk//
GO_0051782_6	uhpA//nimT//nuoN//phnN//ydhJ//cheW//pgsA//
GO_0051788_5	mscL//
GO_0051790_7	zapC//
GO_0051806_6	yhbX//ycgR//exuT//fic//aslB//yeiL//yidQ//rpsH//
GO_0051817_5	cytR//cysQ//glnQ//rpsD//
GO_0051818_6	cobB//yhfK//yifB//ppc//
GO_0051828_5	gudX//tmcA//yagU//sspB//potD//recD//gltB//mltB//
GO_0051883_4	crp//ydeE//secD//oppF//
GO_0051977_7	adk//
GO_0051983_5	insE-1//
GO_0052126_4	aidB//ybhS//eutB//galS//
GO_0052128_5	ansA//
GO_0052131_6	lgoT//
GO_0052192_3	ompA//wcaJ//curA//yneE//
GO_0052547_6	dkgA//pyrH//yidE//
GO_0052548_7	tas//nanK//
GO_0052646_5	sodA//fadL//recE//dxs//envZ//
GO_0052652_8	uvrC//ynfK//
GO_0052653_5	yjtD//
GO_0052777_7	glpR//proQ//
GO_0052778_6	alsC//tolR//xseA//
GO_0052779_5	rzpR//hofC//atpE//
GO_0052782_6	shoB//fic//
GO_0052803_5	ycfS//rfbX//mcbA//mtr//sspA//mnaT//hisD//gltS//
GO_0052837_6	hicA//
GO_0052838_5	pnuC//
GO_0055062_9	truD//
GO_0055065_8	lldD//nadK//rutB//ymfA//yjfF//hchA//elyC//mlaF//dnaB//nagC//leuB//ygcW//alsC//nuoB//opgD//yahK//uxaB//yciE//iscU//rpsB//gltP//intF//hybD//appB//lsrG//matP//
GO_0055067_8	sdhC//gadC//ybhG//mazG//yqgF//thyA//ybhF//betI//ftsK//map//glnK//dctR//
GO_0055069_9	aldA//
GO_0055070_10	adhE//clsA//prmA//waaQ//dgcM//dnaE//
GO_0055071_10	fbaA//
GO_0055072_10	yhaM//yfcF//rbbA//rng//ltaE//endA//yciA//ybiH//uhpC//glnQ//mscM//paaK//cutC//cmtB//
GO_0055073_9	cnu//
GO_0055074_9	hcaD//
GO_0055075_9	dtpC//
GO_0055076_9	grpE//luxS//ybiJ//putP//aceK//vsr//radD//tdcD//lpxD//umpG//yjhG//mrp//guaC//rplD//rbsR//cas1//bdcA//tgt//rplP//ybjC//rpsG//rfbD//
GO_0055078_9	proV//gadW//yhbY//
GO_0055080_7	tmcA//arfA//miaA//sseA//yjiY//ygiB//chaA//moeB//kefC//intE//tolQ//patA//pgsA//uraA//nanE//yjhP//pgaC//hdeB//lacZ//rplX//umuC//lyxK//mmuP//yfcS//yifB//insI3//envR//lsrK//hslR//yfcV//aroP//uidC//upp//ybjG//ybdM//
GO_0055081_7	hrsA//
GO_0055082_4	msrA//marA//yjbE//secF//cycA//sbcB//hyaD//plsC//fimE//corA//dnaN//feoB//dxr//dpiB//hyfR//yajD//pdxJ//rsmG//uidR//parE//sgcB//mutH//manY//gcl//yqeG//azoR//alaC//yoeB//yobF//casA//rbbA//yadC//cysB//hisD//
GO_0055083_8	rpoE//
GO_0055085_5	gpp//ydhJ//yfeX//hchA//adeQ//lpcA//ybaK//ygaV//prmB//lolD//yhiM//cspB//modC//fecD//yhhY//deoA//ribA//fimD//zapB//lysC//ybiS//yqaA//sbcB//mepM//yagI//fau//soxS//cspB//hinT//ydcZ//psuT//lacI//srmB//ltaE//ychF//cobB//rsfS//rclC//sdaB//fimF//ynhF//yfbR//malY//trmO//intS//bipA//leuS//yraN//pgm//seqA//fdx//norW//malS//yjbH//pbpC//paaB//fepG//clsA//hisD//mlaE//glcD//nrfF//ybiA//hscA//asd//etp//ugd//pagP//galM//purT//slyD//araB//leuB//cynX//trpGD//yhiM//yidH//parC//ykgF//cstA//bcsA//tauC//wecE//gltP//aroK//smpB//ybdH//gltB//leuD//eutN//tatE//hisI//yagE//recB//ompA//ompL//lon//allD//zwf//recB//gutM//infB//argI//rplC//ftsL//feoB//hipA//murJ//cutA//cytR//lgoR//yciA//glgX//degP//ybcC//talB//lspA//putP//rng//sfsB//rfaF//macA//cysU//arnT//valS//ycbX//satP//yahN//hisQ//ygaV//rplY//hofC//fabR//mtlR//flhE//ydjM//yegS//gltI//xylH//topA//adk//fhuB//nepI//alkB//dmlA//stpA//rhmR//nrdH//brnQ//cysS//glnL//hslU//dicC//glnL//cyoD//plsC//pgpA//accD//gloA//nusA//yphF//yohC//rluF//ogt//pgaD//barA//prfC//yraH//upp//ytfQ//rpnD//eutB//speD//yggN//rraB//cusC//fecB//yhaJ//thiI//recO//insB-4//ybdM//ldrD//hflC//csgE//viaA//rpmH//pdeR//gspI//nuoM//entF//mtn//mak//argI//gnsB//lpxH//ugpE//yfbU//solA//ulaG//amyA//coaE//ypdC//trmL//yraJ//yehP//ldtD//atpC//bamB//glxR//aspA//rpsH//rplN//cyoB//yoeB//hscC//intF//ribA//ydaC//deoR//tdcC//psuT//bamA//yfaU//glxR//ttdR//yfiE//mak//yciF//tatB//yjiR//lacZ//xanP//syd//ydeT//argG//prs//rnhB//citX//ilvI//abgR//uspB//eutB//ybjX//rlmG//adhE//truD//nagE//frlB//yedF//nrdH//yhaJ//nirB//ybiI//yeaD//ybjD//mnmG//pyrB//lpoB//ralR//xylE//smrA//queC//rplJ//crr//gltP//amiC//kdpE//pgpC//gnsB//osmE//ydcT//nudG//umuD//yehD//ymfK//acnA//selD//guaB//hslU//bsmA//pcnB//dusB//agaV//yqjI//yibF//radD//phoR//arnF//pspC//gntR//eutA//rplF//yqhC//yagU//ddpA//glxK//bfr//zipA//flhC//ygdG//nuoF//chbR//ybhP//nikR//hprR//arcB//glgX//nikB//hemH//moeA//narH//mlaE//evgA//edd//hpf//ygeV//sufB//cysG//pdxB//glyS//vsr//oppB//dsbA//bluR//nadB//yeiL//cnu//ydjE//basS//glnB//norW//livF//nrdA//elbB//manA//manA//flhC//tus//oppB//dgoA//deaD//cbl//sucD//gph//hofN//ydiQ//rseB//yjiA//lsrK//apt//pcnB//selD//frwC//tabA//aaeA//modA//yhhY//ygjH//kefF//ypdF//menH//napA//glgA//gudD//fadM//tmk//ubiJ//dacC//tolB//sspB//torS//pstA//lipB//gapC//ygaZ//rsmE//dnaK//accA//rna//yajD//rpmA//panD//ytfQ//purT//ydfG//comR//sodC//yjhI//lexA//rclB//elbB//npr//glsA2//nrfC//nuoI//maeA//decR//fdoG//atpA//tcyN//yodD//pheS//rhaR//mltA//rsmJ//lpcA//yejF//lpxC//bssS//btuF//hofQ//yacG//tsgA//dps//nrdD//fumA//glgA//frmA//yhgF//tar//patD//rplT//mdtI//lsrD//yiaJ//aaeA//srlE//pyrH//ivbL//ycaO//xerC//
GO_0055086_4	ruvC//bioD2//rplB//pnuC//rplR//clsC//thrL//nanC//efeO//skp//uacT//sapB//ydeE//intQ//mepH//trmH//insF-1//dcuC//yfeO//rpsG//epmB//yiaN//tauB//yjbB//lexA//chbA//ygaZ//rrrQ//yhcN//aroL//yraI//norR//yqjH//rnb//eptC//yghO//nanA//preA//csgF//eco//glnH//dacB//tsaD//dcuA//nrfF//yphF//ydjJ//acrR//norW//dnaN//yjeH//accB//sapB//miaB//glpB//yjjQ//cmoM//aspC//poxB//gltP//plsB//feaB//cytR//yghU//ydcT//kdsB//rfaE//yggT//pfkB//fruA//waaU//gadC//lsrK//sodC//aceF//garD//rhtC//fadJ//ccmD//rihC//speB//sufE//cheR//nimR//lysC//hinT//ynhF//yfjV//ymfK//hycA//emrD//bcr//leuD//alaS//rfaF//rlmI//alr//asd//yagJ//hisI//lpoA//glpA//ypdA//rplS//lapB//cmoM//ybcC//uvrY//mqsR//cheB//fkpA//proB//citC//crfC//yihP//eutR//secY//yaiV//pagP//garD//kefG//yohC//iraM//pdxK//oppB//yfeW//obgE//cadB//ebgR//yqaB//pagP//yadM//qseB//ymfK//lysO//asnC//recG//pykF//dnaG//fdoG//proX//deoB//rluB//hemN//tauC//fdhD//rbsD//recR//ygeV//leuC//bglB//hybC//rraA//intE//epd//nusG//secY//sapD//hofP//yjeH//trpC//panF//hybD//pgl//menE//aceA//rpoH//idnK//yodD//secE//gyrB//rbsC//
