#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydhJ//yeiL//mug//eutD//
GO_0071705_5	uidR//glgA//polB//rpoD//wzzE//cysP//ynfF//ghoS//yfeW//gloA//waaQ//rfaB//sapF//obgE//yidE//rplJ//luxS//asmA//tusC//ybgI//ynbB//folD//yfeX//qorA//cheB//gatB//murB//ybfA//pspF//ygfZ//sixA//oxc//tdcC//tomB//wzc//yahI//ydcP//kefG//fimF//araB//ribF//uxaB//yfeD//srlE//arcA//pepQ//kgtP//ghoT//ygfA//cspE//cusF//exuT//hns//ycaO//yqcC//dcuR//rpe//gloB//fucP//pdeH//fkpA//rhaB//mhpB//yehC//pdeL//atpG//hyaD//dsdA//cdaR//mdtB//zapC//zraR//gadA//yqeG//fetA//gutM//pinE//modC//narJ//intA//trpC//gstB//menC//yhjR//dcm//idnO//rlmL//rlmL//yfgO//minD//tgt//elfD//dapF//cvrA//ligA//cvrA//modB//hsrA//atoB//htrE//potC//era//mhpB//citX//hcaR//ompL//hdfR//ccmF//trpS//fepA//basR//rpmF//yddG//yeaD//djlC//gudX//ariR//napF//cmtA//focB//secG//lysR//ybiO//ybgP//cyoD//torI//hcaR//sspA//rpsD//gsiD//sbmA//mltB//abpA//idnK//metN//shoB//agaA//xapR//yneE//cmk//dnaK//napD//epd//btuB//accD//ulaB//rclB//fdhE//yhhZ//thiI//ybiA//dusB//lptE//insI3//opgC//melR//yfgI//cyoA//sfsA//ydeT//bglH//deoA//yagF//panC//mdtB//dcuA//dgcZ//setC//livF//ygaH//aaeA//ompA//relE//hdeB//kdpE//ptrA//tmk//yggX//fliS//tag//hdeA//ygiS//rfbB//minE//msrP//lon//speC//dinG//rarD//yaiV//pflB//fecC//rpmE//cpxP//glyA//ilvH//pdeL//yebG//ygeW//sucB//fimI//clsB//pgpA//melR//holB//dgcT//yieH//lolA//folP//malK//hcaC//yphF//arnE//kduD//rhmR//priC//btuD//rplW//galE//sdaA//kduD//opgB//smrA//malK//galF//cmoB//phnK//alpA//tcyL//gspF//ttdR//mdtF//deoD//xylF//cptB//yaiW//
GO_0071709_5	fimG//yneL//sucC//ybiV//casD//sdhE//ldrB//rhtA//hdfR//tilS//
GO_0071731_5	sufB//argA//cof//
GO_0071732_6	btuC//
GO_0071769_5	gloC//
GO_0071804_3	dkgA//flhD//chbB//yhcN//kup//hisC//nuoM//hcaC//yicJ//mreC//iscX//cheY//yghB//glxR//yghG//
GO_0071805_4	clpA//cecR//tatC//ada//folE//essD//mntR//narJ//prpR//kdpA//curA//trpE//tcyN//tsr//ydhJ//
GO_0071806_6	lsrK//selA//setA//pdxJ//wcaC//cspE//yobA//arcC//dgoA//entC//cysB//paaX//ybcJ//lldR//yedX//rluE//nlpD//cysW//lrp//
GO_0071807_8	speG//
GO_0071824_5	ebgR//
GO_0071826_5	rpmE//rlmE//rutF//yieL//yggP//smrA//ampD//cyoE//guaC//ribE//ygfI//prkB//gntU//fadI//symE//comR//gstA//agaS//cpdA//ycfL//fumC//smpB//clpB//ilvB//napD//ilvM//
GO_0071897_6	ybgQ//hyfC//lapB//glcC//speB//yfhM//hflC//tnaC//wecC//fliL//dedD//yidL//fimF//rep//yiaU//yfbR//fixA//nupX//proP//nadD//
GO_0071915_9	bioP//
GO_0071932_8	dkgA//
GO_0071934_6	yqhD//rpmJ//gltX//
GO_0071941_4	hypD//intF//tyrR//mug//yidL//frlC//cpsB//ynaE//thrA//
GO_0071945_7	yjgX//
GO_0071951_8	nfuA//
GO_0071963_4	mazF//
GO_0071973_6	yaaY//modA//agaS//uspC//tar//icd//paaB//mltF//arnA//phnH//zitB//fabH//sapC//rpoA//bcsQ//smpB//orn//dapF//dcm//tyrA//ynjA//atpH//xylA//hemB//cas1//ugd//putP//bioD1//yqjI//gdhA//atpB//
GO_0071975_4	potH//
GO_0071977_5	eno//
GO_0071978_7	melB//cysQ//metH//acpP//yohD//barA//rzpR//fis//ldrA//rlmE//pnp//tdcD//ybcQ//ygdG//
GO_0072321_6	minE//ykgA//
GO_0072322_6	ydcM//
GO_0072323_7	ybiY//
GO_0072329_7	ubiH//csgD//pepT//gltX//galF//lnt//rnc//yhdH//bioB//rhlB//shoB//bamE//hyaB//cueO//fliS//exuT//suhB//yddA//sufS//ppk//sutR//hyaC//bfr//lldP//deoD//rluC//secF//grxD//crfC//argS//yihI//dsdA//pdxH//yadM//yeaE//wrbA//fbp//gsiB//rplE//metN//gluQ//ompC//uidR//yhaJ//ettA//bcp//mraZ//yajO//gatA//rpsG//zupT//gudX//hcaD//argA//yaiV//pnuC//ribC//bisC//phnM//insI4//rutG//idnK//livG//sufA//uof//decR//kefG//ansB//tldD//ygcW//kdpA//fcl//yiiD//potH//holE//thiD//hisI//ribE//nrfB//afuC//yjjI//
GO_0072330_7	pitB//mqsR//setA//rhaR//sgcE//kup//yaiW//menF//ampG//trmH//dhaM//cmtB//insA-1//cusB//entH//aaeB//mcbA//gcvT//pabA//symE//cheW//sgcX//slyA//tauA//phnI//ymgC//ndh//ccmF//ftnA//mdoG//cycA//ampD//hypA//alaA//aldB//cas2//eno//adiY//hofC//artI//rayT//tmk//prlF//ymgC//tcyN//rcsA//phoB//acrB//yjjG//purU//abgA//fryC//dacA//uvrC//clpP//ydhC//waaF//thiE//
GO_0072337_6	ybiT//mobA//aqpZ//fdhF//rplK//ymgC//insB-4//puuB//nrfB//pyrH//nikE//yneJ//gpp//fadK//ygdG//hisG//pdeK//rrrQ//sufE//glnE//cadA//mnaT//bsmA//yccX//yqjA//recB//
GO_0072344_7	rfaD//ydgA//patA//fimE//
GO_0072348_5	agaD//sfsB//acnA//bcr//argC//cas1//fdoH//wecE//yfgO//btuF//yedL//sspA//rplF//rarD//gatZ//yidD//ynaE//codB//agaB//uspF//hyaD//opgD//ydfG//yheT//napA//osmF//menD//malF//pgi//hyfC//lacZ//kdpC//rseB//yebG//nanR//entH//hscA//cbl//livH//miaB//
GO_0072350_7	glcC//endA//aroD//proS//pphA//rutB//nfuA//gadA//valS//araE//dnaJ//yegS//sucB//ybiI//frdB//galS//rbsR//nadE//
GO_0072488_7	proB//zinT//melR//lhr//entA//flgD//nrfA//
GO_0072490_6	ygaZ//yfgJ//
GO_0072491_6	cdsA//ybcJ//
GO_0072501_7	aceK//
GO_0072502_7	tufA//
GO_0072503_7	fhlA//fadA//
GO_0072505_8	gltK//
GO_0072506_8	ygjH//
GO_0072507_8	ygcR//yegT//ygcR//
GO_0072511_7	yehD//agaV//pitB//maoP//elyC//pdxJ//rlmC//fecC//sbcC//eamB//rrrD//maoP//tbpA//caiE//acpP//rplO//sgcR//
GO_0072512_7	tatB//narY//glrR//zapD//ppsA//rpmJ//arsR//pgaC//etp//tnaC//aroK//rzpD//
GO_0072521_5	rimP//slmA//mhpD//macB//tag//katG//fimI//yafC//prfB//tabA//nlpE//ompT//ampH//dgoA//ugpA//torS//clpX//yihU//cspG//gutM//pspF//fadB//mepH//yjbF//tsaC//sodA//mioC//yidE//cbrC//yjiQ//fryC//mcbR//yiaL//motA//dnaX//bssS//ssb//queG//yhaV//cobC//rhmR//ycbV//mnmA//ribE//entC//adhP//ssuE//yceK//malQ//tyrR//ygeX//minE//csgE//mlaD//hyfF//galF//intA//ftsB//pgaA//srlD//bolA//ybjC//fdnH//symE//arfA//sbmC//ppc//casB//
GO_0072522_6	yfjR//rpsA//fepB//tsaD//hdeD//solA//arsC//rsuA//yccA//cyoA//moaC//ibsC//htpX//rzoD//cpxA//perR//acpT//seqA//lolC//rlmJ//murF//iscS//chbA//yebZ//tadA//malI//mrcB//ldtB//fimC//yhhZ//metR//secF//ybhS//yebS//rclC//nrdR//yieK//rpsJ//ppk//codB//agaW//fadK//glnL//
GO_0072523_6	glnD//mntH//ycjD//glxK//ldrA//pppA//yibF//ydcO//cobC//mdtD//hycH//ydcZ//
GO_0072524_5	zapC//lgt//mcbA//rutE//msrC//slt//hofM//fabA//pppA//pth//mraY//cheW//prmB//ulaG//rfe//ydjM//rhaB//glpT//zinT//yjfP//cysH//gudD//yjaA//insH-5//yahD//hda//araD//ruvC//yidE//kdgK//yhbQ//yjbG//alsB//tamB//yddA//dgcQ//fepE//gpsA//lptB//mliC//crcB//yghW//yihS//hlyE//queE//mdtF//sufB//
GO_0072525_6	uxuR//yhdH//gdhA//symE//adeP//ynaE//hrsA//araE//flgA//yehX//clpA//rplJ//yhhT//ibpA//ybaO//ptsH//metI//hinT//folA//phnP//agaR//kdsA//yhbX//hcaR//msbA//mdoD//tsaD//yqeF//gltB//hsdM//ompG//mlaD//codB//emrY//erfK//yahO//araG//
GO_0072526_6	cstA//xseA//
GO_0072527_5	kbaY//yrdA//ppsA//ubiD//tatA//chbF//lamB//paaK//pta//lsrR//fetB//mnmE//ridA//rsuA//gntP//actP//nanS//fliZ//surE//kilR//gntK//kilR//waaC//mak//mepS//glnP//ydiK//katE//ybiI//hybE//cutA//yhbQ//holD//araA//nagE//ftsB//ygaH//ygiV//chbC//ybdM//torD//potE//livF//rlmI//ygjH//potD//lgoR//ybhP//yegD//alaS//dpiB//rihA//yiaM//msrA//appC//yqcG//dcuR//
GO_0072528_6	yfdG//yraK//yghG//sdhB//nadA//narH//mdoD//holD//htpG//sugE//yjhP//hisM//mrcA//yjjW//rnd//patD//ydfK//frlC//aslB//trkH//napF//yraN//sgbE//aldB//allD//uvrB//yggN//trpS//thyA//
GO_0072529_6	mliC//codB//smrA//ftsH//cpdA//hemG//dcuS//chbA//yggP//yjaZ//ppk//yobA//elaA//pepA//ptsP//ligA//ynfH//entD//folE//ttdB//zapD//smrA//hycI//
GO_0072530_6	tdcC//rfaE//alkB//ugpE//
GO_0072531_6	galP//emrY//ssb//deoR//nuoN//melR//
GO_0072581_9	gpmM//
GO_0072593_4	rpsK//msrA//entE//groL//talB//kdpE//tpiA//ddpX//bdcR//
GO_0072594_5	dbpA//
GO_0072599_6	asnS//
GO_0072657_6	minE//prmA//yhgH//hiuH//yrdA//yihW//ygbN//dacD//nrfF//ygcO//nirC//trxC//add//moaD//rsmH//glmS//kefB//
GO_0072714_5	dcp//
GO_0075713_7	ybcC//yadG//deoR//
GO_0080033_5	cbrC//rplP//
GO_0080090_5	idnO//pth//pinQ//plsX//wcaJ//dxs//puuD//rimK//rimL//rplT//yjjQ//yhhY//ugpC//yqjH//phnC//uxuB//ygcW//yhbS//yciE//hdeB//ydcR//dusB//serC//atoC//ftsK//hicB//pepA//artI//cheB//yagJ//mlaD//garL//galP//cysB//acpP//chbF//eutR//trg//cyoD//sfmD//murI//yehD//garK//mdtI//ybaO//grcA//cyoD//yjjI//rcsA//tabA//yiaO//lpoA//ydiP//pspC//rimK//lolC//yqeG//cas3//clcB//tauA//yqeF//dxs//trpGD//macB//nfsB//argK//ypdC//yjiM//ybbW//pdxA//dcd//pstS//glpC//zapC//rutR//dapD//hycB//hypE//rdgC//adk//rssA//nupX//tar//casC//mreC//holB//modB//ibaG//uidR//yfiC//truC//ispB//gor//frvB//treF//rraA//dcuD//yphF//holD//trmA//hcaT//alkA//ynfL//ynfK//tap//ddpX//cyoD//sgbH//truC//dsbD//yjcO//rlmJ//asnS//nuoL//cadB//mltD//hcaC//mutH//galF//ycaO//chbB//allS//glsA2//ilvA//pdeH//nanA//bioP//lolA//dcyD//basR//puuB//yggD//ychH//dhaM//flgK//bssR//pgpC//ybiW//pgaA//rtcR//mdtN//pdxA//waaS//yhbX//malQ//ydaV//glpR//recN//atpH//rpnB//alsB//yfhH//pgk//yahO//pldB//pphB//yjtD//aceF//alkB//ycjW//afuC//cfa//cytR//iclR//melR//cobB//pphA//ettA//paaH//secY//rhaD//fadM//ibsB//yfgO//yieK//xylE//ybcJ//rluA//hyfC//nanA//sufA//rluC//hybO//dgcM//purF//glmU//waaL//iscU//ssuC//talB//trxC//tsaC//yfcQ//tmk//puuA//adiC//glsB//sodC//fruB//yidL//dtpA//ybiT//gcd//orn//nagA//yfaL//rclC//btuB//mutY//gspJ//mrcB//argF//cyaA//ompR//xapB//plaP//lpxM//hdeA//phnG//rcdA//holB//ydfH//accB//fimZ//xseB//yhbS//glnS//hicB//dpiB//psd//uvrA//ybaM//murI//sdhD//yfiF//dgoA//proS//yjhH//yhbX//pepB//alkB//kdsA//ygiB//rtcB//nuoI//adeP//rsgA//yhbS//xerD//ydfH//proP//yifB//lnt//dcuB//ascG//lysS//idnK//yneJ//dcm//glgC//rspB//gatC//stpA//truB//zraR//rhaD//yjiY//yneE//yfcR//artI//proV//iaaA//xisR//hscA//tsf//csgG//lpcA//ybiA//lapA//ileS//wrbA//yedX//rpsA//kilR//torZ//yjiM//narW//ruvB//ybdH//lplT//mhpB//yiiD//flgC//uspE//yohC//cdd//ykgA//tyrA//bglH//trpC//nanR//rplA//ugpA//rplF//ydcT//lasT//alsC//speB//yrfG//melA//pyrF//flhA//prfB//pgaB//pth//yejA//obgE//kbaY//creC//glsA//rpoD//proA//yihV//gatY//focB//ptsI//priC//mdtO//chbC//trmI//fryC//glcE//tap//lldR//cysP//ybjX//lsrR//rraB//hycA//csiR//yieH//dnaG//ydaN//fimE//yjjW//
GO_0080111_4	sodA//ybfE//
GO_0080134_5	hslV//
GO_0089705_7	yhdH//treA//
GO_0089709_7	yejB//fliM//
GO_0089718_7	uvrD//ispF//potC//panD//glxK//emrD//hpt//tus//fbp//mdtG//
GO_0090066_4	trpD//feoC//yjaA//yjeI//gsiB//
GO_0090068_7	malE//
GO_0090069_5	yjhH//trpE//csgB//
GO_0090071_6	rhaB//torA//araH//
GO_0090087_6	nrfF//napA//barA//
GO_0090116_7	ybaT//
GO_0090143_4	glrK//
GO_0090150_5	hofM//bisC//azoR//def//flgK//cra//sad//ydiV//hchA//mmuM//phnP//frwB//
GO_0090304_5	ibpA//dgt//ygjK//motA//ytfP//yggX//perR//clcB//csgB//cpxA//adiC//tgt//hcaD//spy//caiE//yfcU//dxs//hcaT//kbp//rhaD//npr//ppiA//ariR//ribF//kdpE//clpS//hiuH//orn//glnP//gabP//aroA//queA//ycjW//dhaR//ftsN//yjhP//barA//ftsK//cmoM//thrA//miaA//yiiD//emrK//dadA//purU//cpdA//elfA//elaA//patZ//gltK//sucA//rnpA//uhpT//ynhG//yraN//rof//ligB//hisB//ldtD//mepM//cecR//yqaB//yihT//pspC//lplA//aroP//cpxP//garK//udp//hofM//tcyN//yqhC//slmA//sucA//ulaB//sdaB//torD//mrr//uvrA//hslU//mdtP//atoC//dctA//ycbU//mgsA//bioP//ycjP//fdnH//cecR//rhaA//ppsR//panC//trpE//cspA//paaE//miaA//alaA//hns//ldrA//cbl//yjjX//rpsG//rrrQ//ycbU//yihU//nupX//kdgK//copA//yohD//map//ydhQ//dnaN//glsB//proB//ugpA//yhjC//focA//glsB//ffh//hslV//lpxL//menB//hcaF//galR//glpT//nanS//emrE//tdcD//kdgT//mntR//yceK//ecpR//cusR//scpC//tdcF//pdxJ//gcvH//yggD//mtlR//ndh//fruK//ilvD//malS//yciT//napC//gltI//recF//yagF//mppA//flhC//cheB//allD//allS//hrsA//napC//rapZ//fliD//fhlA//fumB//yfcG//selU//argI//priC//epd//murD//yghB//panF//lpcA//mqsA//acpT//gpr//rplK//lsrG//bamC//ybhI//yqaB//ydhQ//fepA//pitA//crl//rcdA//dhaM//paaD//artJ//phnC//nrfD//ycfH//ahr//narG//phnM//yehD//stpA//exbD//recX//zntR//xanP//mutM//zntR//oppF//tatB//flhA//trpGD//dapB//cof//fimE//opgG//elfC//tusD//fryA//glpA//fiu//mreD//htpG//rof//putA//ycfJ//dapF//paoC//frsA//gph//puuA//hns//speC//mcbA//znuC//hycH//tauB//cspB//eutK//priB//yqaE//rppH//ilvA//wrbA//ribF//yneE//mscS//gltD//mntP//tatD//kdpF//hycA//yihU//rffC//tonB//nrdF//gadC//thrB//fbaA//mreB//aceB//ydfH//fur//fdrA//opgH//ybiV//yqaB//osmY//hycA//hsdM//pdxH//bdm//zapA//katE//rluE//diaA//rclB//alr//nuoG//ftsW//rhaA//hokB//sutR//yahO//flhC//msrB//lpoA//narL//nei//tyrR//kdsC//cysW//adhE//manX//citE//cspI//yceD//argR//tatD//modA//tnaC//dtpD//queC//phnL//rsgA//baeS//rlmG//glpT//yfcR//crcB//ugpC//rimM//nadK//mscK//phr//hisD//fdnI//ompL//nagC//melB//shiA//csiD//glcE//ygjH//mlc//ispB//fmt//parC//yhcH//dsbA//yafO//kup//yraR//pgl//kdpF//yjjU//pgaD//nhaB//lldP//glgB//frwD//dbpA//glnH//mhpT//pdeR//yneE//lgoD//yfaL//glnS//rluE//valS//fkpB//polB//lgoT//plsX//fumB//yggX//tldD//yohC//sodC//uspF//ymfA//crp//clsB//sutR//casA//elfA//aaeR//add//rep//rimL//rfaF//rsfS//deoR//ftsL//yiaJ//ndh//alaE//insA-1//rnhB//argT//rplM//icd//iscX//mdoD//rffH//acnA//yiaT//topAI//eamB//nadB//nrdR//ychO//tus//ppx//yggF//ybhI//ompW//thrC//cueO//speA//rpsD//glxK//ybgI//ptsI//lpp//tktB//rihC//dapB//hflD//pheA//pliG//mgtA//gpr//accC//ptsN//yfiC//argS//rfbD//bglF//yfbS//ulaF//cpxP//pykA//maa//mlaC//insI1//leuC//yhdZ//cysB//bglX//yebS//menI//yahI//opgE//lyxK//leuA//nlpA//tsgA//avtA//entD//sucA//fes//yfdO//hisC//fruK//recB//potD//ydbD//ybhD//trmH//cobB//pgaC//lasT//gnsB//
GO_0090305_6	ispU//lptA//marA//rplK//fimF//ldcA//mcrA//fliZ//mdlB//dmsA//chpB//yceO//clsB//sgcE//mdtK//yrfG//cspC//kdpC//eptB//lptA//artM//hdeA//aer//fimZ//bepA//epmC//rsmG//ompW//deoD//otsB//potD//recB//rseC//cmtA//gudD//gstB//bcsA//glnD//rhmR//amiC//nagK//ulaE//rcsA//apt//rfaE//dauA//ydeP//gltK//yhjB//amtB//ldcA//hflC//fucO//hypT//yhjD//avtA//hisC//tsgA//yraR//insI-1//nagZ//gudD//katG//mukB//zraR//yedF//insI3//oxc//tehB//nfi//paaH//rutD//gntP//ydaV//frdA//ssuD//rfaD//hicB//kduD//xanQ//cbeA//
GO_0090313_8	maa//ykfM//
GO_0090329_8	yeaD//norV//yqjA//murI//mdlA//flgJ//cfa//
GO_0090347_6	feaB//
GO_0090352_6	atpB//
GO_0090357_7	argF//abgT//
GO_0090358_8	sgcE//
GO_0090407_5	acrE//speD//ldtB//cnu//prpR//yiaL//fadB//yjjQ//ydhQ//pabA//yadG//srkA//yfiR//ynhG//chaC//ubiF//mepM//frvA//lysS//insK//bamA//deoD//fbp//eutA//ccmG//flgC//tauD//mmuP//yidL//glpX//rspB//argK//soxR//flhE//mfd//sapD//gatB//fic//yehX//pgpA//potH//flgC//speG//cbeA//pitA//yhfK//fixB//cspE//glcC//relE//tsaE//intS//fruK//ilvB//plsB//sufB//rplE//gapC//ygiS//xylR//ppx//hyfF//queC//ispF//lptF//rihA//qorA//elbB//lysR//tsaB//pitB//rhlE//yrdA//solA//putA//nuoG//sufD//mocA//metL//abgA//tsaD//ycbB//uidA//ldtC//sapB//nadE//tufA//yiaN//ribC//rpiA//ptsI//rplT//insA-1//yghB//iraP//zapB//cas2//aer//preT//yjeI//bisC//waaO//insB-2//cra//ydcP//uxuB//yqcC//yqaE//clsC//dam//gstA//gabP//zntR//mhpB//ybhP//livM//sdhE//ettA//brnQ//atpB//yiaM//atpF//yihO//ihfB//bioD1//exbD//prs//nrfG//nagK//mmuP//ytfP//
GO_0090487_4	rbsK//
GO_0090501_7	pal//mreC//yggP//glmS//hisS//aceA//nagZ//yqhD//rlmN//ykfI//potH//dnaC//mhpB//slyD//arnA//uacT//tsgA//yggP//kdgT//csiD//topAI//dgcF//ribF//mukB//lpp//yebZ//rfaQ//cysW//cbrC//gcd//kdsC//proB//
GO_0090502_8	csgE//hemD//msrB//fumB//rsmD//rutG//yaaA//ycjY//recB//solA//rhtC//dapF//dedD//opgG//hemC//kdsC//mak//rhoL//rnhB//truB//lldR//
GO_0090503_8	avtA//chbR//qseC//ynjA//ycgR//cnu//dps//fiu//
GO_0090529_5	rplR//argB//ibsC//alaC//waaP//dnaX//
GO_0090540_10	pheA//yqjA//priB//
GO_0090549_5	mliC//leuS//
GO_0090605_5	rlmB//exbD//roxA//yahI//frvR//gshA//rhsD//pinR//cho//
GO_0090609_6	corA//ygfZ//rarA//gldA//mdtB//truC//yraH//maoP//nagA//
GO_0090662_6	kdsC//
GO_0097035_4	ccmE//ribA//
GO_0097056_7	nrfC//
GO_0097164_4	tnaA//coaD//rcnA//entA//hinT//uvrY//gcd//ynaE//alaA//flgK//gcvP//galP//ygiB//ydjM//nikD//sfmF//murI//rzpD//gpsA//leuA//glnA//spy//ybaK//corA//lpxB//ccmH//
GO_0097237_5	folM//glpG//gor//sad//slyD//pncB//dinQ//lepA//bioD1//dsbC//
GO_0097264_6	bglA//
GO_0097286_10	ybhF//
GO_0097292_8	rutC//
GO_0097293_9	ybiO//
GO_0097304_7	purD//
GO_0097305_5	gatB//rpoE//hycH//bsmA//nuoG//nlpI//
GO_0097339_7	manX//
GO_0097366_5	yqaA//glpX//hycA//
GO_0097428_6	rzoD//tamB//ibaG//mrcA//rph//hypT//fruK//
GO_0097435_4	agaB//pstB//
GO_0097501_4	ilvI//
GO_0097502_4	pphB//
GO_0097510_7	treB//
GO_0097532_4	ibsB//
GO_0097533_5	aroB//
GO_0097577_5	lldR//secA//rhtB//
GO_0097588_5	ybjL//agaB//cadC//flgK//gsiD//fdhD//matP//prmC//zapE//wcaC//ypdB//pstB//fepE//potA//truC//slyA//blr//murA//citT//rhtB//pepD//argS//yrbG//lysU//narI//rfbB//rlmF//torA//yidK//pflC//atpG//
GO_0097638_8	napB//narI//yddM//aslB//
GO_0097659_7	mppA//cobT//hisP//appB//dkgA//fliM//ybaK//minD//lpp//baeS//mgtL//hipA//alkA//moaE//waaS//priA//gpmA//yfaX//gpp//ybjC//rhtA//fdoH//rplL//yebC//rnpA//yahN//yeaE//lpxB//pflC//puuA//btuF//ddpA//crr//fadM//dcuR//smrA//cusF//idnO//rplR//glnA//agaV//gph//menF//fre//araD//frdA//ugpC//mdtN//paaK//fucP//fadL//bamE//sohB//purD//lsrC//sdiA//mdtA//tig//recJ//ycaO//waaL//acpS//rlmI//rdgC//dppA//mrcB//melB//gltP//lpxL//nagE//sapC//yejB//nadE//yagJ//ybgQ//lysA//ygjK//ubiI//dtpC//chaC//kduD//wrbA//truD//gltL//gntU//phnC//csgB//frc//cfa//psd//crp//yedA//nagB//yrbG//pstA//cueR//elyC//fepD//nlpD//rpsT//tdcR//ldtE//frvR//tgt//glsA1//pphA//tktB//tauC//bacA//ribC//recF//yodD//yidL//fliT//rpnD//ubiC//fhuC//cmoM//secA//
GO_0098002_8	mutM//
GO_0098542_4	intA//recB//tcyL//sulA//bipA//hisG//fixB//fadH//arnA//ptrA//
GO_0098586_5	ftsQ//ymjB//cof//
GO_0098655_7	mdtK//yjtD//pdxA//bamC//ogt//umpG//clpP//yjiX//yqjI//entC//flgH//yraJ//yhbQ//ybfA//yegT//yciV//corA//rfbC//ibsB//aer//phnI//treB//tatD//atoC//aes//osmE//pepN//wzyE//yghO//artI//dgcN//uhpA//accD//cspE//lptG//hslR//recQ//xthA//ydiZ//nrfF//pflC//zur//pta//flgB//bglA//hflD//fepE//ygfI//yjiA//hypA//caiB//gor//btuB//psuT//rpsQ//rtcR//fliZ//ldrD//lysP//gatZ//fucP//nuoN//aaeR//holE//mltG//rseP//yqjI//flhE//apaH//treR//tsgA//ygjK//paaH//wzc//dcp//obgE//tmcA//rplT//betA//elaA//degP//fecA//ubiI//mnmE//sucB//topAI//kefB//thiM//paaF//hrsA//dsbC//ygaH//bglX//qseB//tcyJ//treB//ytfQ//atpH//polB//priB//gloC//rpsT//epd//asnC//yebG//thiC//
GO_0098656_7	ilvE//yfaX//epmC//ftsK//oppF//truD//ldhA//ybhI//yaiV//ybhI//ydfK//cmoA//nrdE//maeA//mtfA//narH//ycdY//ycgR//aceK//yjhH//ydfG//abgR//pgpB//yceO//serA//rusA//yoeB//csgB//ppiC//waaY//yjiA//napC//rfbC//ribB//polB//nrdR//yggE//mnmG//dnaX//yahN//fimZ//ydbK//rutB//cyoB//add//livJ//ybfA//dadA//gatY//chaA//ycjU//frwB//clcB//recG//miaA//cadC//yeaV//rlmF//parE//asnS//ychO//yfiE//mtgA//astB//pstB//barA//dut//murC//mdtE//ynhF//kduI//rpmF//yjaA//tap//rhaT//fimZ//rplR//valS//fepG//yjtD//yigL//yahI//xylR//ydfG//ydcZ//appY//dnaB//yddG//sgcE//folP//exuR//infB//macB//topB//yodD//yafS//yjgX//
GO_0098657_5	efeO//speA//metH//glmS//phoB//paaC//bssS//ybdG//dmlR//lptC//ppiD//yhjB//xseA//uhpB//acrA//hinT//degQ//mscS//thiG//yfcF//
GO_0098659_8	mazF//ascB//
GO_0098660_7	wzc//rclB//yhcN//yfbU//mscK//opgH//rpsS//asnC//pheS//ybiW//fetA//ygdG//gntP//yraN//dtpC//ynfE//glcA//agaR//mutM//queF//deaD//ydhJ//udp//setB//truC//dosP//flgD//fumA//mscS//thrC//endA//pdxK//hisM//yhjX//sfmC//pepD//prlF//torI//tolR//pphA//arfB//lpd//fimH//dsdA//thrS//parE//yfbS//ddlB//ttdR//cheY//fdnG//yjtD//argK//dbpA//glrR//glpD//zwf//puuE//ydeT//tdcE//eutD//arsC//acnA//fimZ//entD//ftsY//lsrR//lsrC//yhjC//sbmC//soxS//aidB//pepN//epmA//hofM//yieE//ldtB//
GO_0098661_8	smpB//hupA//ydhK//arcB//decR//hdeB//pitA//abpB//fur//fdoG//yhiM//crfC//fkpB//ybcQ//relE//tdcF//amyA//galF//yhdX//
GO_0098662_8	ycaN//nuoE//yehW//rraB//mtlD//rpoH//narJ//hisC//yraN//rlmI//ybiW//pta//yjbB//pnuC//iscX//metC//ygiV//garP//dam//ygaV//purT//erfK//pta//rbsK//cra//ebgR//rpsP//rsmE//yadI//yohC//rpsA//cheY//yigB//surE//ypdB//mhpD//yceO//flgB//atpB//casB//chbG//tas//phnO//glgC//rsmF//rhtB//gfcE//yghG//cynS//rcsF//ycjY//ypdA//bglA//ypdC//ymgF//cmk//yafS//yddG//nirC//higA//ihfA//
GO_0098670_7	dusB//
GO_0098704_7	napD//pyrD//mcrA//queE//
GO_0098707_10	lpxM//
GO_0098708_8	amiD//tmcA//lexA//ccmF//
GO_0098710_7	rplE//cysW//
GO_0098711_9	uxuA//
GO_0098713_8	clpB//thrB//aroG//sgcB//
GO_0098719_9	gabT//
GO_0098732_6	glsA2//dapD//rluC//yejA//
GO_0098739_6	adhP//ydiZ//betA//greB//hsdM//fur//rzoD//ilvC//flgB//yafE//lacY//idi//paaH//birA//wzc//mug//fdrA//yccA//
GO_0098771_7	ycjW//kefC//amyA//pgk//raiA//rdgB//zipA//soxR//osmF//hscB//yfgI//nuoH//surE//cmoA//ogt//gntU//atoB//ulaC//fliK//cysC//lolD//dtpC//cmk//rpsO//tolQ//kch//kdpB//xseB//garP//pdxK//bamC//ddpX//cdsA//dinJ//murJ//garP//
GO_0098776_7	mdlB//gluQ//hofC//ycgR//bsmA//
GO_0098795_9	ldrA//
GO_0098869_4	nrdF//malY//rpnA//acnB//rpmA//ttdT//rimJ//ychH//tas//znuB//bolA//ybiW//exbD//ydjE//rapZ//nikA//hisF//fadK//ccmD//adeP//ccmF//greB//
GO_0099046_5	murA//holB//
GO_0099116_10	yijO//
GO_0099131_7	trpD//
