#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hflD//ygiS//fepA//ravA//
GO_0051172_6	kefG//ynfH//dapB//dnaE//rssB//rihC//yddG//pflB//ydiK//sapD//yjaZ//maa//asnC//stpA//nadA//sgbH//yrdA//sdhB//yhhY//glnL//potB//ybfE//moeB//dtpB//murE//yidP//alaE//ugpC//proX//metQ//hipA//betA//mrcA//cbtA//ygfI//phnO//cdh//clpA//fliG//ybiV//cadC//lysA//hipA//yjbE//glnE//yqiJ//atoC//glgP//aidB//grcA//yahI//rcsA//yohD//fryC//rutF//ybjG//wecA//zraR//napB//fimD//waaP//allD//flgI//recT//mtnN//ydjK//xerC//tmk//mcbR//rpsQ//cydC//yiaM//gadX//ykgF//yjhH//tauB//fumC//ybjG//ribB//dgcQ//trmL//trkH//yajO//fimB//tadA//ybjX//mlc//dxs//murJ//ydiQ//gstA//pyrL//yadN//thiD//malZ//alpA//rpnC//allS//yqiJ//rimM//qseC//ygfI//hyaA//ppiD//solA//sfsB//sulA//wzc//lsrR//psd//setC//chbB//csgA//elfC//aes//xapR//ypdF//torA//surA//envR//folE//ynjD//fimI//rdgC//pgaC//fecD//yqcC//mhpR//nuoE//cdgI//hflX//actP//
GO_0051173_6	dgcE//thiE//zntR//dsbA//kdsD//manY//mdtA//yegD//fecA//ycjD//rutR//cobT//slmA//opgC//aslB//mngR//yidP//nagC//trpD//ribB//yjaZ//afuC//dut//dcuB//ynjD//mutY//ackA//mobA//yadG//rutR//frdA//ushA//ompN//ygcW//metF//mrcB//yghU//exuR//pgaD//thiE//rpsI//pinR//hscA//wecE//chaA//csgA//nrfA//pspA//moeA//sxy//metI//cmtB//gatC//gltX//ldtC//serS//iclR//murR//yahD//uxaA//fucA//pliG//nanK//mcrA//rpmC//fklB//ompN//ftsI//eptB//livM//infB//dhaL//yfcR//galE//hxpB//ubiF//chaA//yhjR//erpA//bhsA//serB//rraA//entD//dnaG//yciA//ybhI//tyrB//ubiH//galS//
GO_0051174_6	rnhB//rhmR//ptsI//mdlA//gntT//yidL//mtn//hyaC//mglB//yhaC//
GO_0051180_5	yciA//tpiA//pcnB//gltI//cyoE//tatC//bioF//yqaB//menA//wcaC//ymdB//iscS//rep//mscM//arcA//kefF//
GO_0051181_5	mdtI//mcrB//csgG//sbcD//rpmJ//uvrB//prfB//cnu//ycfS//udp//yccA//ytfP//yciK//tdcG//bioC//chiP//aroC//frmR//talB//add//epmB//clsA//mtgA//mglC//ribB//fabI//rraB//lptB//bglA//yhaC//norR//rutA//pdxA//yccS//yihQ//rpsR//yfdO//nadB//hcaF//actP//fdhF//
GO_0051182_6	sgbU//hscA//tag//dcd//galP//
GO_0051186_4	ftsA//nadD//eutN//atpD//frvR//panF//yihO//fetB//oppB//treB//ybdG//paaF//speG//entA//ompA//topB//mtfA//gadB//dcuD//yfeD//dgt//etk//guaC//ybcQ//yjjX//yehA//yafO//shoB//patA//xerC//lpxK//yfaV//envC//symE//ymjB//rraA//topAI//yceO//htpX//miaB//sufE//tauC//yejB//rpsN//fruA//hflX//leuS//prmC//yqhD//dnaQ//gnd//lgoT//cysE//cvrA//phoU//htpX//mreC//tdcC//viaA//yjjI//tcdA//rnr//mdoD//sapB//pfkA//torA//mcbR//ydjJ//znuC//panC//panF//hemD//intA//tauA//dedD//atoS//oppC//rlmC//talB//rpiR//mlc//ymdB//cheY//argR//tsx//ulaR//yhhZ//ygeX//bfr//uidA//lolA//yehU//hyi//ymgC//thrS//gloA//citC//flgK//tsx//gfcE//clsC//yggX//ybhP//oppA//ybjN//arsR//yiaJ//mdtK//cobC//cobB//gmhB//rdgB//stpA//cvrA//sfmC//yrfG//iscU//flhD//yjhP//dpiA//rspB//mscS//rnpA//galM//cptB//rsmF//yqiG//gsiB//ybeQ//rffG//metQ//agaV//rlmB//livG//arnA//yjhG//yddA//elfG//fimZ//ynhG//pgrR//rpsO//relB//galM//yjiX//idnT//dinG//prmB//yfaX//cobT//gsiC//guaD//sanA//yjbG//fhuB//ansB//sulA//argC//lolB//dauA//glcF//flhC//yhfS//mdlA//hcaF//tpiA//coaE//folM//yeaE//zapC//pppA//arnT//hdeD//ccmA//dgcF//pfkA//hdfR//def//hcaD//bioD1//intE//trmH//sufB//rnc//ydeO//nagD//rpsJ//alr//ycaN//ypdI//rpe//glyS//emrY//fepC//baeS//lptG//elfD//ydiZ//zraS//
GO_0051187_5	thrA//argF//glpR//sfmF//folM//pdhR//eptC//tas//rppH//tamA//
GO_0051188_5	lpd//rclR//hisM//ydgA//yhgH//rclC//srkA//fadR//clpA//tdcG//yibF//nemR//ybhI//rlmI//ydeM//rcdA//lptC//holA//ubiI//nagA//umuC//ycdY//moeA//yeiG//gph//csgG//moaE//rpsQ//cpxP//nuoM//sodB//glpR//insI4//rcsD//rplQ//rpsQ//mdlB//ppiA//ispA//waaJ//recG//npr//fadD//tufA//pdxK//emrD//atpB//recG//fadH//nuoB//add//dhaM//pdxA//cydD//recG//yedL//hscA//paoC//pheA//phnK//fdoG//ybjN//ileS//pgl//mutY//yohC//ydiV//ybjX//bdcA//pgaB//pinR//yabI//dsbB//argF//hisG//cheZ//ubiE//hchA//phoB//manY//yjgX//hflK//ycaN//waaS//dcuR//napF//lhr//pfkA//yiaT//bioD2//rpsD//phnL//gor//sseA//lpd//lysR//shiA//cdh//ispU//ilvI//glgX//ulaB//zraR//lptG//flgF//hlyE//nusA//sucB//yieH//mlaF//sppA//ygiV//lsrK//ispF//fabH//blc//ldtA//csiD//paaE//pspC//ridA//epmC//rffT//truB//intZ//fecA//ydeE//feoA//gfcE//ppsR//fau//ftsH//tcyP//deoC//pdhR//mnmG//fadL//glcA//bamA//yadM//hyaC//opgE//fimH//abgA//mscS//sucA//
GO_0051189_5	speC//manX//ybdH//ssuD//cyoC//yeeJ//yhdJ//cdd//aspC//truD//nudC//yjcO//
GO_0051191_6	ynbD//
GO_0051193_6	ftsE//paaC//smpB//
GO_0051195_7	yqgB//
GO_0051196_7	ubiE//
GO_0051205_6	dsbB//rplR//malI//aroE//proS//mdtN//ftsH//fruB//rho//btuR//
GO_0051223_7	mdoD//glvC//yiaB//
GO_0051224_6	galS//
GO_0051234_3	sfmH//malY//sgbE//plsB//torA//trmJ//agaS//feoA//djlC//dicA//sapC//yceD//flgH//rlpA//etk//yiiD//rbsR//minD//hcaB//rspB//talB//sgrT//ydaC//rhaT//rimP//fre//glnA//dacA//xapR//clpX//tusA//hemA//rsmG//ygcO//rffH//hisH//bfr//rhtC//scpB//agaI//pepD//folM//waaF//agaC//mutS//nuoM//djlC//pcm//leuB//cspI//dapA//uxaB//fruB//codB//rph//bglA//lysU//yqgF//rpsE//uup//mdlA//malX//ravA//ompG//kduD//yibA//yieH//ycfH//orn//gltI//ompR//paaF//ydjH//xthA//bioP//adiY//rplY//argK//recJ//livG//solA//appB//thiE//cobB//entH//rlmG//pspG//rpmA//adeP//rpmB//djlC//fadM//iscR//rarA//ygbM//etk//dnaE//eutN//sgcR//abpB//tamB//oppD//dppC//sad//mnmA//galT//pdeF//cheA//yeeJ//cptB//sgcB//ybdM//ssuD//yraR//codA//rraB//mngB//rimL//phnK//abgA//bglH//ycfH//matP//uidC//glnH//ydhJ//rfaG//lgoT//cpdA//kch//ypdF//nagE//murP//yehB//mntH//fdnH//phnN//dnaN//glgP//narG//tpiA//relA//ycjD//rplS//dnaE//mltB//yedX//lacI//intA//chaA//fkpB//ybhG//yciT//fhuD//rseC//astB//priA//fixB//csiR//lptB//glgA//wecC//cysS//zapB//ybhS//ygfI//iraM//cpxP//ydbK//rnhA//dnaB//srkA//guaB//ugpE//rplL//ykfM//fadB//chaA//acpH//nikB//rlmF//gpsA//rbsR//ymgF//yhjV//garP//livG//ycaN//asnC//fecC//gltP//ansA//recE//rsfS//ykgF//hisQ//yddL//gltK//frwD//arfA//adhP//xanQ//ubiA//rlmN//prmC//bisC//alaS//mzrA//cysU//glxK//mpaA//ftsE//narG//yjjU//hslR//bssS//gltL//rimM//sbcB//aer//cydA//flhD//hisM//acrE//xylH//tsgA//narP//mhpR//deoD//glnA//norR//phnH//alaE//yidK//waaL//rbsK//bglH//glk//araF//lptE//add//uup//cheB//argO//preT//argT//rpsD//hiuH//araD//ydjM//ydhQ//araB//mhpD//glpR//kefC//mraY//hmp//chaC//cirA//appA//melA//gapA//appB//ybfA//nirC//yeeA//rpsR//leuB//sucD//hprR//nadC//leuE//opgH//yjiA//rrrD//yhcH//otsA//sucB//hybO//fabZ//artQ//rlmJ//nrdR//priC//betA//cyoB//ccmG//yaaJ//mdtO//yggW//hyi//frlR//lnt//cmoM//hybO//cyaY//aes//melA//hcaF//yjhB//frdA//galE//entC//mqsA//etp//hdeD//phnJ//iscR//ybjI//ptsN//hybD//ilvN//brnQ//rlmM//etp//rfaE//arnE//moeA//osmE//fimF//iraP//rseB//thiE//glgS//murQ//cadA//nikC//cbtA//insI3//yhaM//narI//secD//tdcB//rplE//maoP//ghoS//yhbQ//asmA//glpC//yhjC//ygeV//hxpB//relA//bamD//ydjL//mqsR//yjaA//mhpT//rluE//argF//miaB//mrr//spoT//wrbA//glgA//ybhJ//bglA//fre//ydcT//nei//cbrA//phoP//pck//ygcW//kdsC//pheM//gph//mhpC//nanA//plsC//pdeK//yedF//ubiX//tsf//dnaA//recJ//patZ//malS//oppF//curA//dmlR//rfaG//secM//chpB//ompR//ycgV//yfeO//yajD//sspB//fdhD//argF//skp//putA//flgD//mltC//smpB//mnmG//metG//rtcR//purU//pyrB//maoP//csiR//yedA//insA-1//frwC//lpxM//glpK//aroF//mioC//purT//lldD//valS//deoR//yjhP//yciH//thrA//hofO//fadJ//pyrD//borD//rffH//pykA//sapC//syd//ubiB//nlpD//puuC//ulaR//rffT//dsdA//ydiV//yidD//cyoA//cytR//cirA//tadA//gatB//yfdG//hpt//dld//rlmM//yhaC//yhaV//mdtG//asmA//lldR//paaX//gatA//rutC//eptB//ruvC//fsr//borD//aspC//rpoS//sodA//cheZ//arnB//fruB//chbG//ilvD//pdeL//ygcW//phoP//glsA1//folD//ebgR//gatA//iscU//yfcS//aroC//sufD//glmS//speG//tesB//dmsA//fliA//rrrQ//bioP//yeaE//fdnH//sdhC//ybcQ//garD//rpoA//entA//ldcC//lipB//hypE//aaeB//lpxH//aaeR//trmO//ygjK//uvrA//prlF//yhcH//rdgC//rimM//gapC//asnS//thrC//narH//cca//waaB//otsA//rplY//srlE//fepC//rpnD//nuoG//efeO//ibpB//alsB//tolC//mpaA//ycjU//ybjL//moaE//scpB//oppD//ubiG//hsdR//dnaX//ettA//dmlA//lptG//yqgF//lptF//adiC//baeS//xylR//ebgR//nrdI//mepS//ydeE//mmuM//frwC//fdhE//ompA//yfaL//artM//ldcC//ftp//ldtD//artM//dnaE//dgcE//lon//msrA//yfeR//gor//mdtA//gltI//rimJ//insE-1//dxs//aceK//glnL//phoB//metB//priC//rluE//yebQ//rdgB//pgaB//yghU//prlF//paaG//nikA//rpmE//rcsF//gsiB//hicA//sgcR//patA//argS//ymgC//zwf//pth//gloB//pflB//pgi//yfbS//truD//malG//yehA//fadK//fumB//tatC//menA//cspD//nimR//rluD//folX//gapA//bioD1//puuA//cysI//opgC//rnb//gadE//ulaG//xylE//artP//
GO_0051235_3	paaH//ybgP//xthA//
GO_0051238_4	yhbO//yihQ//yhgH//
GO_0051246_6	seqA//yaiW//dmlA//ycbV//argI//pgaA//arnA//amiA//yegV//speC//ptrA//cusB//mog//tnaB//tomB//sucB//glsA//fabR//flhA//ydfG//ilvN//dld//hsrA//pitB//lolB//yagF//tonB//qorA//serA//yihQ//eno//flgF//elaA//rpnC//norR//ilvI//ltaE//uidC//focA//rutA//uhpA//yedL//essD//paaK//arnF//tcyP//ybcQ//alaC//ompN//mdfA//uacT//preT//yehB//
GO_0051247_7	ccmE//manY//mdfA//phnI//proB//fdnI//potF//ompL//cbpM//hypA//tsaC//
GO_0051248_7	frlR//pcm//yohD//sbcC//appA//phnC//speA//hisH//tonB//glnP//ygaH//nirB//frdA//qseB//ykgF//lpxH//rclB//rpsJ//abgB//idnD//wbbK//ogt//ybhF//hisA//mltA//accD//eptC//pepQ//sseA//aaeA//malF//
GO_0051252_6	ompN//ycaO//iraM//trkA//ybiI//sdhD//ygeX//ydaN//ubiX//yfdG//efp//lasT//allS//frr//yadV//gudX//lexA//bamE//rdgB//rutA//sppA//fadJ//yfgJ//hprS//glnP//ypdA//hemG//ldcC//pcnB//aceF//holC//yjiX//eptA//ssuE//ynbD//ghxQ//betA//glpF//frdA//modB//ybjL//glrR//dtpC//mntH//moaE//rplC//mutL//dusC//hcaC//rlmL//dppA//nupX//agp//efp//gltD//nlpE//secY//ptrA//yfdG//bioF//plsC//thiI//csgD//hrsA//erpA//rfbB//ybgI//yqgB//folE//trmH//waaS//yijO//greA//dapA//glvB//erfK//rclR//mlaD//rbsA//ybhR//chaA//ldtE//plsC//bdm//lipB//elfG//abgR//rfaG//ybdN//tatA//yhjD//argB//nadD//osmY//ycjY//leuB//nikE//tdcB//pstB//dppB//tatC//yqcG//dauA//ftsZ//phnM//sgbE//rpsM//puuB//rpmA//degS//waaG//prmA//ybhD//ghoS//sufD//ydhC//ydhC//aes//rluB//yhbO//folE//gloA//clpB//lolE//yddL//pdxK//cadB//frdD//gpp//melA//glgC//yghO//abgA//prpC//narV//yeaE//rtcR//yjcS//dgcT//pabB//zapD//tonB//gutM//glnP//hybB//trkH//phnP//opgD//aroK//ydcM//csdE//rpoA//ibsB//ampH//yccX//yejE//nikB//proA//rplT//edd//fumA//fimB//yfcU//astC//livJ//yehX//garR//eutA//frmR//yqeG//hcp//umuD//yfaU//yfgO//ribE//rffH//aspA//rlmJ//ubiB//rdgC//yqeF//ilvI//yccX//fmt//araC//ppiD//rutF//proC//cho//nikC//ratA//ydcI//dcuD//ldtC//ilvA//yeaG//ndk//rsfS//murR//yihT//yieH//ygcW//dnaB//yiaN//torS//nirB//ftsN//yqcC//yejE//dsbD//tauB//ybhJ//ackA//pitB//rseB//hycB//rfbB//artJ//treA//yjiM//ybiY//ybcF//mdaB//dicC//osmE//fadK//phnK//rpsD//elfA//rpiR//rplF//ycbU//yccA//yhjV//rhtB//birA//cueO//lysO//fepC//yciF//fcl//csrA//arfA//citE//tehB//mdfA//ldrD//agaW//fabB//rpsQ//pykA//kefB//rpmE//yhdH//insI1//entH//sanA//mcbR//yadM//slmA//rng//rutB//trpB//garR//actP//potF//kefB//yebS//fucO//sgbE//argD//rhmR//ydjE//araH//metL//lysC//mreB//rbsB//
GO_0051253_7	tisB//rutB//tufB//epmA//ssuB//yceO//ddlA//lpxH//nac//ydjJ//gsiD//cheZ//betB//phoP//dgcT//fadI//pgl//yjfP//rpmH//yjtD//cedA//gapA//intF//ftsL//aphA//holC//dcuB//tdcE//wecB//hlyE//rimK//csgD//pspG//ulaA//ddlB//nupC//ycaO//lacZ//yjjU//ffh//bamA//udp//copA//hofO//mdtA//setC//hicB//yejE//hybO//rtcB//chaA//iscU//yfbS//ppiA//pliG//rhmR//dmsA//rbfA//entA//fau//pdeL//yieE//ydcP//nudC//lysA//bluF//sufD//fabH//aldB//yehP//malY//adeP//ybiX//rlmB//pstA//atpF//araA//rarD//tatC//fadK//recO//efp//csgB//recC//rlmB//ydcR//ampH//dnaQ//lptE//cpdB//mnmC//sgcB//queE//phnH//hsdR//fliD//pdeF//gudD//chbG//
GO_0051254_7	mhpT//oppA//yfhH//fumB//accD//mhpR//ycdY//ydjK//ynbC//cpxA//rpnB//ssuB//glk//prkB//cas3//rng//lipA//dsbC//rimK//rbsD//narJ//recN//pgpC//cheR//tbpA//rpoS//ibsB//ymdB//glcB//kdpD//hybG//iscA//hofN//tomB//sdhB//recT//asnC//rcsA//fumC//frmA//bglJ//nuoL//rhmR//cynX//xanP//cyoD//ycgV//amiA//lapA//artQ//accA//yfiE//recF//hypB//murP//dusB//gloB//truD//aroC//yceD//mdtJ//rsmD//melR//bglX//aphA//lgt//gmhB//smrA//gltX//yhdX//entD//glnP//elfA//gltK//yedX//
GO_0051258_7	acnB//
GO_0051259_6	speB//nanT//sutR//elyC//galE//shiA//uvrC//paaC//chbF//ldhA//recX//garL//sdaC//nfuA//hemB//aroG//ydaN//leuS//yjaA//cpxA//csgG//otsA//aslB//xdhB//atpH//eno//rpiR//rph//tap//dacC//uvrB//trpC//chbC//rpsG//lpcA//artM//speD//tufB//yggN//accD//arnA//uxuA//mgtL//tmcA//waaZ//higA//tktA//zntR//aqpZ//araE//mukB//
GO_0051260_7	recQ//entS//yheT//ubiE//qseC//yadI//lepB//yhfK//nanA//glxK//xylB//gcvA//yfcA//hipB//atpA//cbtA//glgB//dadA//ydfD//ybcJ//mliC//gloB//fieF//efeO//dcuA//ydeP//dinJ//kbaY//proB//ydiZ//ybdO//borD//pheM//ygbM//elfA//iclR//ulaC//slyD//trmL//yccA//frmR//hexR//srmB//ypdC//yqjI//ytfR//ybaT//
GO_0051262_7	yhfK//obgE//adeP//shiA//ynfE//yebS//sapC//tolR//gadA//lysO//xerD//nuoL//yraR//cspD//tnaB//glsA1//viaA//narH//nhaR//ecpR//ftsH//qseC//tatE//blr//fadJ//cyoA//ltaE//pepT//narJ//btuB//edd//atpC//iap//creB//rplC//gshA//
GO_0051270_5	ubiA//waaC//yciK//ytfP//yjjG//phr//yqcG//secF//focB//kdpC//gadB//betB//ynjD//moaE//murR//tdcB//
GO_0051271_6	cpxA//gshB//insH-5//mrdB//ydiZ//lptD//yidQ//thrS//dadA//
GO_0051273_7	cas1//ogrK//paaZ//yqiH//alsA//frlB//citE//
GO_0051274_8	ftsK//mgsA//nagE//thiP//fimB//ybaL//rplJ//
GO_0051276_5	bhsA//fucI//pspG//eptC//tdcG//ubiF//ptrA//ibsD//csgG//yajD//yehP//trxC//ycfJ//murB//mdtG//lgoD//fepA//yfeX//ompF//yccX//dps//rutG//frmR//dkgA//rpnC//glcE//
GO_0051289_8	gcvH//ybeF//sgcE//cysZ//hisC//pdxY//maoP//acpH//holB//rhsD//hyfR//serC//rzoR//glcD//yjjX//menI//hyfC//rhmR//yhjR//entC//agaC//rpiR//hisQ//rsmJ//mscM//yciT//purD//ybdZ//kduD//uvrA//umpG//yobA//tsr//coaD//efeO//rpsJ//
GO_0051301_3	ycbB//lldD//ydcP//rfaQ//dtpD//ycjP//slmA//adiC//rcsD//yadK//prkB//pgk//gloB//paoC//potF//nrdB//azoR//nrdB//rffT//ybdO//mutS//glnH//spy//pgaB//tpx//arcB//fixC//folX//cdaR//yaiV//yehY//waaF//ybhF//arnA//yhdJ//rph//
GO_0051302_5	ybaM//yafO//pyrG//rsuA//aroD//sgbU//fabZ//trmJ//hybO//umuD//nrfC//intE//glpA//dusC//
GO_0051304_4	speG//
GO_0051336_5	pheS//dinJ//yjhI//lysC//fdhF//waaS//mscS//fpr//hisM//speC//bdcR//atpF//recT//glcF//csrD//hslO//dam//fbaA//cycA//rbbA//yfiF//mdtK//rplY//csgE//galU//
GO_0051338_5	yejF//rpnD//yiaB//purU//
GO_0051339_5	folC//
GO_0051341_5	tmk//ilvA//
GO_0051345_6	malQ//yddG//katE//adiY//emrD//lsrR//tig//yigL//
GO_0051346_6	yafO//sfsA//rsmE//clsB//glcE//gloA//purD//ynbD//lamB//dgcF//ompF//
GO_0051347_6	yhhZ//speG//
GO_0051349_6	moaB//
GO_0051353_6	manZ//flgE//
GO_0051391_8	kbp//
GO_0051409_4	srlE//nrdH//
GO_0051410_3	hcaC//
GO_0051452_10	chbB//
GO_0051453_9	nlpI//cysQ//ydcR//umpG//gntP//norV//ydjL//yadV//
GO_0051454_10	eutN//pstA//secD//lpxM//iraD//
GO_0051476_7	ariR//
GO_0051484_7	rlmE//
GO_0051493_7	yejF//
GO_0051495_8	aaeB//
GO_0051595_6	allR//tyrS//cstA//mdfA//atpA//
GO_0051596_6	tktA//rplK//rhaM//trkH//alkA//pnp//rplQ//ccmG//rutG//yjjQ//sgcA//allR//aslB//pal//hybD//pdxH//nikB//betT//glmU//aroF//motA//narZ//uhpB//ymfA//pstS//hypA//mltF//gmk//
GO_0051599_4	yqiG//
GO_0051603_6	ampG//dapA//abgB//agaA//ada//uvrY//
GO_0051604_5	ompA//dgoT//intF//yiiM//rbsA//yfgI//yagI//waaO//ldtE//spoT//hofC//spoT//arcB//decR//gltS//pspC//aceB//cutA//gntR//srkA//trmO//zupT//sfmD//kbaZ//ttdB//artM//ygiW//tolA//sufS//cycA//ynfE//rfbC//yjbH//gatC//ppiC//yfcS//bioD2//ftsE//rplP//yiiD//
GO_0051606_3	ydfG//recT//
GO_0051607_4	hyaC//nuoH//lpp//leuE//selD//narH//nuoI//flgJ//ackA//nadK//
GO_0051641_3	artJ//cspC//yjiX//yqjH//ftnA//cecR//tnaC//dmlA//sodA//tatE//yfbR//ldrD//sugE//fau//ltaE//yjjX//bcsQ//kdgR//tynA//yehP//dgoD//yidA//waaZ//
GO_0051649_4	rpsL//waaA//ybiI//tesB//fryA//baeR//aroC//yddL//motA//rfbD//dsdX//umuC//nikD//
GO_0051651_3	nrfF//rutE//waaS//
GO_0051668_4	shiA//
GO_0051691_5	gph//xerD//
GO_0051692_6	rrrQ//mzrA//
GO_0051701_4	patD//insI-1//syd//pyrB//napA//cstA//deaD//rluD//csgE//zraR//yjtD//paaD//argI//ugpE//wcaJ//hdhA//
GO_0051703_3	nadB//trpB//acrE//ypdA//pphB//rutD//znuA//hprS//
GO_0051707_3	mngB//fumC//wzc//ycjR//rnd//epd//maoP//eptB//metC//cysI//rhmD//yjiQ//livG//ybgP//
GO_0051715_4	pepQ//
GO_0051716_3	rlmJ//fes//chaA//ligB//argE//ygbN//lpxD//nuoG//yccX//nrdG//rluC//yqiH//yfcF//bluF//mdfA//eutB//rlmF//patZ//yghG//yagE//yhbQ//rbsK//fryC//hisI//gltS//sugE//yhjC//arcA//udp//kbaZ//fruA//intZ//mtr//trpGD//ttcA//potD//bglA//napF//torC//kdgT//lysA//yqhD//ybaT//rpnD//ybaQ//gnd//rcsA//plsX//ybcQ//dmsA//pheT//ppsR//tus//carB//gabD//hfq//hofC//adhP//mrcA//prfC//ybeF//ubiA//cdgI//yfbV//mdtL//phoP//yedX//barA//pflB//bioC//minE//lpxL//ribE//yphC//tolQ//hprR//yhhY//mqsR//yiaT//tcyJ//pgsA//fieF//chpS//ybhD//btuB//arfB//eptB//atpA//pdhR//crcB//rnlA//mepS//tktA//tatB//metB//yojI//guaC//xylB//puuB//rhtB//mlaD//fimH//cbrA//zapC//yggF//lepB//folD//fadE//ptsI//tauB//yfeR//rapA//treA//ftp//melB//kdgR//cpxA//sppA//fimI//hybE//ydeE//wzyE//ydfD//ybeF//umpG//adk//lsrG//murD//ydjJ//ybiS//araG//tsx//yfdR//bepA//mak//seqA//yhaJ//atoS//msrB//aspA//nadA//nth//thiL//scpB//fhuB//cydA//puuB//tktB//lgoT//ompT//lrhA//btuB//lgoD//yqhD//ygaV//arnB//aidB//emrD//sodB//fucO//rsmE//secM//fhuF//murR//ybhD//yebG//slt//flhD//lamB//ftp//nfsB//alaC//ygaZ//satP//yedP//rcnB//yahK//yacG//sfmH//rseC//dapD//holE//betB//menA//ilvM//holB//yafS//fdnG//ygeX//yehX//argD//ispA//yggT//lptA//yhbQ//mobA//ubiA//mlaC//trpL//gshA//nuoH//efp//ybjD//atpG//rsmJ//topB//ycjP//flgA//yibF//mtlR//ynfK//abpB//ycbX//yjhC//idnD//rbn//oppB//mglA//cobB//ispB//entE//yjiA//era//menF//rpsG//dctA//flgI//maeA//yqgF//dacC//ymfA//adiA//mog//trpD//elaD//opgH//osmC//bsmA//yfjR//yjiA//acrE//hemF//rpsL//ndh//tsf//livG//sapA//rlmE//murF//aceF//glpG//hipA//dmlA//frdD//murC//grxD//pmbA//ftsI//fetA//msrP//dkgB//yjeH//yghO//gltB//rppH//glgS//chaC//malK//dacB//mdtN//lipA//hypD//rbsA//ibsC//yihL//topA//yihQ//fiu//mioC//bcsA//fabG//nagC//yfeO//iscR//dosP//yfhM//rarA//yjhP//alaE//ulaG//csdE//mdoD//iscA//znuC//nfi//cbpM//wcaJ//abgT//entH//puuD//clpS//gltS//cspE//yhaO//xapA//htpG//treB//fimH//thrB//pykF//fre//fryA//ygjK//entD//zinT//livG//arsR//ydeO//groL//chaA//wbbK//narP//bioF//mlaF//rfbD//ydeM//fimZ//cysD//sdhD//zinT//insI3//yiaU//xylE//bssS//ydjM//hemG//mtnN//dnaK//dinB//acrA//nagB//fadK//agaS//yacG//ybjN//thiP//cysD//recO//truC//kdpD//rpiR//ycgV//tolC//glsB//hdeB//hemG//acrR//glsA1//chbC//
GO_0051726_5	cynS//casB//hyfC//srlD//corA//
GO_0051781_6	rfaC//yhhZ//
GO_0051782_6	fliA//yadK//aroE//ulaD//htpX//mgtL//ycaN//
GO_0051788_5	mepH//
GO_0051790_7	pyrL//
GO_0051806_6	feoC//waaO//ghxQ//mukB//nuoB//fabG//nuoE//chpS//
GO_0051817_5	rhmR//ampH//yrbG//cusA//
GO_0051818_6	pphB//yhjV//yddG//msbA//
GO_0051828_5	cynX//ydjJ//puuE//fbp//proX//endA//glsA//xisR//
GO_0051883_4	trmA//recA//dtpB//ydiK//
GO_0051977_7	adeQ//
GO_0051983_5	garR//
GO_0052126_4	ptsN//potC//nrdD//sxy//
GO_0052128_5	yjfF//
GO_0052131_6	mtlD//
GO_0052192_3	ftsI//metG//motA//phoP//
GO_0052547_6	pgk//agaD//dtpC//
GO_0052548_7	flgD//cysM//
GO_0052646_5	phnC//dxr//queG//acrB//ybdN//
GO_0052652_8	yfiF//tdcA//
GO_0052653_5	gatY//
GO_0052777_7	phoB//nhaB//
GO_0052778_6	cmoB//nrdE//yfhH//
GO_0052779_5	uvrY//rppH//selA//
GO_0052782_6	lolA//zntR//
GO_0052803_5	selD//waaG//rutC//mtr//clsA//lexA//hofM//yfcQ//
GO_0052837_6	mtfA//
GO_0052838_5	plsB//
GO_0055062_9	napD//
GO_0055065_8	proC//mhpA//livF//folM//sgcA//infB//ycjP//hisS//rbsA//agaA//yidP//surE//glpG//plsB//tatD//alpA//arnT//hisG//frmA//lysA//sdhD//nagE//yggP//ygeX//rnd//mgsA//
GO_0055067_8	hdhA//atoC//tyrR//nudC//yfcV//dmlR//puuD//mdtC//paaH//puuR//rnr//yiaM//
GO_0055069_9	cueR//
GO_0055070_10	mepA//prs//rbsC//idnK//rdgB//cyoE//
GO_0055071_10	abgT//
GO_0055072_10	mscL//pstC//mepS//hybD//csgA//cspE//yjcS//ychH//amiB//efeO//holB//lgoT//thrB//ilvA//
GO_0055073_9	hisP//
GO_0055074_9	nuoL//
GO_0055075_9	tolR//
GO_0055076_9	tldD//btuR//malQ//pdeD//focB//elfG//ybdG//ratA//ycdY//dnaN//mog//abpA//ybaK//yeaK//srmB//rayT//fryA//ydjK//dinQ//rplD//rpe//paaZ//
GO_0055078_9	fliD//hflC//artM//
GO_0055080_7	rpsP//asnS//slyD//recG//nirC//lgoR//fadK//potG//hcaR//proX//lit//lpxD//malZ//ybaT//rspB//alsB//ynaI//ttcA//yihS//metR//exuR//arsB//aroC//ygbI//aceB//yhjG//yidR//ybeQ//ahpC//mdlA//hflX//ydfH//tdcB//queF//phnJ//
GO_0055081_7	yibT//
GO_0055082_4	intZ//atpC//yfaL//ftnB//nimT//kdgK//acrR//proS//mrdB//sfmH//yiaF//panZ//secD//yqeG//ridA//panC//rplF//fimG//ycaO//gapC//sapC//folP//yghG//insE-1//yeeY//ansB//narZ//sbp//pepD//murD//thiD//nepI//btuC//metH//
