#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ibpA//rclB//yjiR//paaZ//
GO_0050427_5	xerC//
GO_0050657_7	purD//nrdD//
GO_0050667_6	ygjH//lepB//bcsQ//
GO_0050779_5	yfiR//
GO_0050789_3	degS//waaF//sodB//ytfE//xthA//rutF//bdcR//nudB//lnt//fliZ//malQ//treC//hycB//dcuB//pinR//dacB//rplT//hisB//mdoG//rfbC//yfdG//secE//grxD//idnD//mioC//arnE//marA//metL//pldB//mdlB//yceK//allB//ileS//msrC//ygeA//rlmM//purU//elyC//yohD//hisA//hexR//nanS//aroE//ldcA//fecA//mmuP//aspS//fliD//mutY//fepG//pfkA//uvrY//moaA//ybhR//abgR//setB//sodB//exuR//sulA//agaW//eutR//arcB//relB//yjcS//rclR//dkgB//yieE//eno//lsrA//moeB//moaD//trmL//metL//bioD2//psuT//gapC//mdtA//yphF//opgG//yhbS//alaE//lgoR//creC//cusB//ynfL//hchA//fimF//norW//yadM//torS//rrrD//csgB//sfsA//yaaU//asr//alsK//ulaG//insH-6//glvB//tehB//upp//ghrB//zntA//rayT//argO//rbsD//fdx//hybO//nuoE//amiB//dps//ibaG//rutF//yhbS//yfbU//ftsB//pyrE//purL//prc//ptsN//dsbG//ygcR//moaD//yahK//fmt//tomB//potA//ypdI//ibsB//nadK//hemF//evgS//aroA//tsaD//atpE//recT//panB//glsA//argS//rimP//ycfL//atpE//cydA//raiA//aqpZ//rraB//gpp//cspB//rffH//msrP//pyrL//rcnA//cnu//ldtC//tusC//glgX//nrdF//gyrB//paaA//suhB//fryA//thiM//mglA//yihU//queC//yaiP//casA//npr//lptD//pgpA//atpA//yehW//gloB//paaK//fucO//fadJ//tas//nrdA//lptC//leuC//rhmD//rapA//bcsQ//dauA//aroG//hycB//pyrC//yghB//mglA//fabI//lpp//cmoA//rhlE//cpxA//yjfF//pncB//pgpC//rbn//yahD//agaC//pstA//sfmH//gltS//dsdC//tamB//yfeX//glcC//ulaD//valS//sdhB//ygeX//uxuR//rsmE//hisG//lpxT//yraI//argT//sseA//thrL//fecD//yehD//ilvB//slmA//tdcB//rcsD//entC//raiA//rpoH//xylH//trmA//rplR//galR//yfcA//mtnN//yebZ//ompN//groL//rseP//prmB//speB//yceD//hofP//gloC//rhaT//acrF//cysN//ypdA//murD//hyfC//gcvP//pgrR//hicA//yddA//cvpA//yahO//rbsR//torZ//yehX//efeO//nuoH//matP//yagU//argD//flgE//cspD//lpoB//insK//pnuC//nrfA//appC//chaC//apt//ascB//ydeE//bcp//yggF//gnd//luxS//ibsD//yghW//fadK//sgcR//macA//panZ//rhaS//icd//rspB//etp//lacI//nudC//mtlR//insB-2//kdsA//cdd//ubiA//fliL//abpB//ibsA//eco//csgB//casB//dfp//ymgC//mltF//rhmR//wcaC//envC//rusA//norR//hyfA//bioD//alkA//gpsA//ygaV//nrdI//ybdH//ybhF//uvrY//arnB//entE//ompF//yggX//hsdM//dkgB//ygdG//ygbL//carA//mltC//yjcE//gadA//ydeT//ycgV//nrdG//ulaB//dcuC//dnaN//rpmF//mhpC//menH//eutN//murF//tehA//mhpD//rssA//fliM//fepB//pstB//malQ//nagE//holC//dinJ//thiQ//nac//yebZ//panF//nadA//rpsH//yehZ//bioC//arcA//pheS//ddlA//rlpA//ribE//murA//tomB//waaG//recD//ispG//mdtO//thyA//ykfI//setC//murQ//exuR//opgG//fnr//tktB//rapA//ssuB//nrdB//ghoS//gutM//ggt//nlpA//yphB//pgaD//hofP//ynbB//dkgB//yagJ//insI-1//ykgF//hcaC//purB//cusS//dfp//gpmM//atpE//puuB//thiQ//yefM//sdaA//eamB//narL//hisB//curA//eptB//tolA//ycgB//cnu//hyfF//essD//paaZ//ridA//ariR//glsA1//fryB//yggF//lpxK//rrrQ//hslR//rcsB//rdgB//ycjW//queE//glpC//pnp//yihQ//yiaO//rplS//ttdT//frmR//pabC//rlmN//yqjH//iaaA//mdoG//zapB//hybE//sapA//tusB//mutY//araB//trpE//efp//mntH//marA//crp//yajL//lpoA//mdtQ//bioD1//dsdX//murG//yiiE//mrp//pykA//elfD//entF//mraZ//chpB//xylF//tag//cobT//yggP//pabB//dinD//kdsD//appY//yfjV//glnA//topAI//cobU//uvrY//hdfR//yfcG//yjcS//fliK//ybeQ//aer//hyaB//bglB//xseA//allC//glpR//grxD//yraK//cysQ//casE//ychH//ygbI//yhfS//glgS//garP//oxyR//lpoB//rutD//manX//ybjC//ratA//
GO_0050790_4	sufD//idi//nrdG//bolA//cysE//ycaN//wzzB//sufA//yodD//ulaF//abpB//lacZ//ompR//ymgA//yhbY//dinD//hyaB//gppA//ydhC//phnP//hofP//deaD//plsX//murB//ndk//yifB//yegV//yqiH//rlmH//hokB//rutF//ygiN//ybiJ//lexA//proV//miaB//pth//gshB//yhdZ//murQ//nrfD//yagG//kefC//pspG//ihfA//moaD//agaS//ddlB//rhmR//rseC//ygeV//rcsD//entB//mqsA//yegV//prpC//cas1//bioD1//ycbV//dcuA//rseC//sfsB//hslV//
GO_0050793_4	dgcQ//cutA//yabI//bioD2//yfaX//umuD//ppiD//mltA//moaB//rraA//dacD//setA//ispH//yhaM//fixB//gloC//
GO_0050794_4	dicB//mazF//gcvR//pck//yhbX//rnr//glrR//yhjG//kdpC//deaD//ribE//speE//soxR//ybdO//ybfE//nuoG//gpmA//ttdT//yahB//rnlB//yahK//agaV//rrrD//ftsQ//cvpA//yiiD//yiaL//waaU//trg//sgbH//rtcB//psd//acrR//acs//napC//yacG//actP//mdtP//ydjE//yafC//rplT//sanA//waaZ//lgoT//frwD//yajL//ydjL//fryC//acrF//minD//tyrR//lamB//pfkA//yfbS//tdcR//nfuA//gudD//lnt//rsuA//fepC//betB//yadI//rzpD//prc//ssb//tatB//rlmB//paoC//cyoE//torD//frdD//dnaC//acrD//yfaU//ffh//zraS//gpp//zraS//glnS//scpB//tufA//rplP//ygeV//dtpB//ycjU//tolB//spy//ariR//apaH//relA//yehY//hisG//yjeH//tatE//cspD//yegV//exuT//bioD1//ybdG//bepA//araG//fhuB//carA//nei//crcB//yeeA//tyrR//marA//prmC//cysK//torI//gltB//hemN//xylG//cysG//trpL//dkgB//ftsN//agaW//lptG//ymdB//paaA//ycjU//nanR//asnC//ulaF//ahr//hdeB//mltD//msrP//dsbB//infB//puuB//spoT//rpsA//ibsC//tyrB//fdnG//rffC//ygfA//rnhB//rplN//sixA//speG//relA//ddlB//betB//narL//pdeF//tynA//wcaB//amtB//aroH//sohB//dgcT//fryC//argE//ftsW//ftsI//sanA//hcaR//pyrF//speD//greA//tpiA//cho//xylH//exoX//aer//gatA//yghW//araB//cspA//tsaE//ravA//mdlB//rlmC//ilvB//talB//yfhH//frvA//narL//gsiD//paoC//rlmE//cobC//yfbR//radD//tdcC//rdgC//trpC//dgt//yjeH//baeR//nac//psd//ybhA//rhaA//fadA//yjhI//allB//rbsA//phoU//tdcG//pgk//smpB//menA//alaA//dusC//ybhS//gntK//gatD//rph//sdiA//mglC//ydgA//zntR//pspD//yddA//mtlR//panD//cysI//basR//csgF//ydiO//setA//melB//glcD//intE//rcsC//pspG//grcA//yfbR//rpsK//ivy//ligA//pdxH//hns//rdgB//nfo//cbl//mppA//ynfE//aaeB//cpxP//hemE//uacT//rep//waaG//csrA//hisH//yfgI//rlmC//galF//yphF//dusB//rbsB//fre//yfhH//cyoC//pck//cusC//frr//fumB//mdtK//yijO//uvrB//iscS//mppA//rsmB//rseC//mdtC//dgoA//narU//ycjU//sgcR//hxpB//fbp//agaW//uxaC//emrY//yggX//mltC//rfaH//ldtC//holC//cysD//yhjC//hxpB//hisA//ccmF//yggE//hlyE//gntR//nikB//yeeY//lysC//intZ//lit//relA//rplL//sspB//glnQ//yfcF//fkpB//rayT//sufD//bglH//insB-4//rraB//rimP//fecB//yjiR//chpB//erpA//dhaR//pdxH//sucC//aroH//yahI//ybbW//pgpA//norW//yehX//yqgF//paaC//recC//narU//chbF//tsgA//tmk//paaK//amtB//rfe//glcF//narY//aidB//cyoC//nuoG//sodA//hybG//efeO//sxy//trxA//lnt//melB//dgoA//yfiF//yciF//yjcE//yiiM//prfC//greB//pnuC//yiaF//wza//ettA//pdxK//mtlD//parC//iap//yciA//yidZ//srlE//garR//malQ//def//gpmA//rnlB//slmA//msrQ//hyi//glnQ//ykgM//yqaA//tsaE//hsdR//znuA//agaC//thiD//speE//btuF//secB//atpF//yfcR//cysH//hexR//yhbX//garK//lipA//casA//dppB//nanS//ompF//frc//pbpG//pspD//ynbC//mlaB//ssuE//hypC//ppiD//cpxP//fetA//yehZ//ynbB//idnD//fhuC//ygiW//rpmF//dsbB//ybiW//fdoH//kdsA//gutQ//paaB//insK//abpA//ribB//sapD//kdsB//paaK//queG//rpsI//rlmE//metQ//rsmF//parC//torC//purT//hxpB//fadR//rhlB//modB//phnK//pdxY//ynfL//eamB//wzyE//yhdW//yghW//ulaE//rpsO//ybaE//yqiJ//ygiS//rpsJ//narL//dps//rplK//mhpR//tolC//rplE//potD//dtd//uacT//mdfA//rplY//yihT//sbmC//cysI//sufA//fre//hyfF//bglB//
GO_0050801_6	gyrB//atpE//infC//elaB//ybiS//ybaO//rnlA//hxpB//yadN//menF//nagC//ybhI//ygeW//rho//cheR//waaQ//ydfG//abgB//bolA//srlR//hupB//mhpB//hpf//yoaA//yfiR//ligB//yedX//opgE//waaL//minD//ssuC//paaD//ndh//fadA//rsmJ//tatE//
GO_0050821_5	malK//sgcA//paaK//apaH//yafS//
GO_0050918_5	hyaC//yghU//argG//lysO//
GO_0050919_5	rmf//
GO_0051027_8	hybO//mscM//
GO_0051049_5	rnhB//yraI//cydB//yfgJ//sspB//hdhA//tolA//dhaM//speA//entA//speE//uvrD//
GO_0051050_5	yedA//yjjW//yieE//
GO_0051051_5	rpsM//fdnG//yoaA//
GO_0051052_6	pyrF//zntR//potH//cysN//glcE//selU//nlpE//slyA//tldD//symE//glmS//nhaA//lptG//mdtP//
GO_0051053_7	wza//ygeR//zapA//ugpA//insI-1//uvrD//
GO_0051054_7	treC//chbG//
GO_0051055_7	ppsA//
GO_0051083_5	glxR//
GO_0051084_5	idnO//hofP//ybaT//nupC//ybiV//secG//ldtB//
GO_0051085_5	metF//yiaL//codB//proB//trkH//fes//spy//
GO_0051090_4	ilvI//narK//dapD//metN//pgaB//abgA//nimR//ypdB//
GO_0051091_5	azoR//pyrH//
GO_0051098_4	feaB//opgH//
GO_0051100_5	yegT//yiaT//
GO_0051101_5	rimI//
GO_0051103_7	cheR//rffT//
GO_0051128_5	rpoS//trxA//rsgA//nudF//bioP//mntS//rpoH//cvrA//napD//ybcM//eptC//rbbA//rplP//fiu//tusE//trmA//ykfM//bluR//ssuC//dsbB//puuB//rpsJ//topAI//yghG//nlpE//yjbG//gnsB//mdlA//hdfR//glmM//lptF//yiaL//rlmG//dctA//recT//ygeA//acs//lplA//potH//uhpB//mdtQ//sapD//pyrF//moaD//cobS//prkB//tamB//secY//sfmC//appY//yiaM//rcsD//yehP//sucA//yhhZ//ilvA//yhgH//yfaV//arsC//thiI//iscS//ybhF//hxpB//hinT//nupX//sodC//rclB//nfuA//csgB//feaR//purC//rsmG//tsr//wzc//amyA//nsrR//ymfA//
GO_0051129_6	hisP//gmhB//agaS//ilvA//tatA//pitB//codA//mntP//speB//sfmD//frlA//tap//mdtB//katG//nrdB//appY//
GO_0051130_6	glmU//yfaL//acnA//ruvB//yieH//lpp//nudC//lpxL//dhaM//sgcX//moaB//phnG//rnhA//rnlB//rlmB//panF//
GO_0051131_7	nagK//frmB//
GO_0051143_8	gldA//
GO_0051156_5	phoQ//upp//zapA//sufA//lit//marA//
GO_0051167_5	dppC//prfA//tesB//
GO_0051171_5	sgcE//sseA//tktA//dadA//tdh//pckA//ydaN//yfhH//fau//abpA//yahD//lamB//puuE//ubiA//tcyP//relE//sdhB//lnt//eamB//dnaG//yoeE//ybiA//mppA//qseB//pepN//fabB//ibsB//lamB//msrC//tabA//sixA//dgcT//alr//ldrB//ugpE//argB//abpA//wbbK//puuP//chbA//rimL//ygaV//entD//yjhP//psuG//queC//pinR//trkA//pstA//hyfA//sgcC//pntA//cycA//abpA//ansA//atpG//acpT//paaX//ispH//glpC//tamB//tusB//glnD//queD//glgA//cysP//ydhK//xseA//aldA//csiR//mutH//rimJ//rimL//ligA//aroH//lpxD//arsC//fkpA//paaH//allD//lysP//yidC//ldtB//fadD//yhiM//hybG//cho//fcl//dacC//yfeW//nudG//paaA//pepB//yfdR//ytfE//yrdA//hxpB//rpmE//chpB//yaaA//torS//chbF//mdtK//metN//etk//yneL//cpxR//fumA//tsaD//entS//bglJ//lepA//cmoA//lyxK//yidP//hflX//msrA//ldtB//mdtC//nupG//ybhF//deoD//rpnB//ybaT//malS//ulaG//acrD//hcaB//ybgI//amiC//pfkA//rlmH//lysC//yhiM//gdhA//yejB//hscA//yihW//frdD//intE//phnJ//eutA//mltD//tdk//frdD//alr//murE//rplK//lgoD//fmt//rarA//potH//def//citT//mdtI//nrfE//hpt//yfiR//frc//tauD//yfgI//yfdG//tauB//malZ//fadE//mscL//rseC//trmD//yphF//dmlA//glcE//cdaR//gcl//ybjN//pncB//atoB//clpS//bisC//dut//yeeA//rlmJ//moaC//pyrG//mcbA//hdeA//aes//cas2//yiiM//glyA//thiI//trmD//clpA//asnA//phoB//dps//spy//ydgA//glpB//sdhB//yfiF//dapF//yahO//zapE//hinT//ribC//sfmC//tdcG//gpmA//yagE//trkH//appA//ycjR//thrA//yqiH//uup//hemF//syd//lpcA//dgoA//tnaB//ybbW//bdcA//smrA//tap//chaC//prlF//argG//flhE//purN//intS//csrD//rbsD//cytR//rhaA//wecE//bolA//speC//osmF//oppC//yadG//yoeB//ibpA//yihW//ydiO//rplK//minC//galM//rimP//gadC//fliD//yehB//dgcF//rsmF//yghG//mreC//envC//ftsW//yiaM//katE//dgcE//yehY//aroD//dgoT//pepB//ybiJ//rfaH//recT//deoA//uspB//thiI//rsmG//nikD//narJ//aroE//arcC//ycbB//ltaE//gsiA//ampH//glgS//cynS//bamD//viaA//hda//yggE//fdnG//rnhB//katG//lptE//fryB//bipA//citC//pstS//yaaA//lapB//cobU//phoQ//ybiT//araC//rfaF//folM//pgpC//tdcA//yiaO//potB//recG//dcuC//yfaV//yrfG//ompL//yobA//agaB//secD//phnC//ttdB//yhaO//glxR//pth//rfbB//rcsF//bluR//tusA//fliK//rfe//actP//ppiA//bsmA//yadI//trmH//curA//mgrB//rihC//flgF//ulaB//fadM//phoB//ydgA//
GO_0051172_6	gshA//cedA//shiA//yfdR//glrK//yeiL//ddpX//btuE//araE//tehB//fhlA//pppA//xseB//thiI//cynS//kgtP//mhpT//gmhB//fadD//yhdW//fadI//pheA//evgS//hypB//csgD//waaH//ydcZ//sufD//gluQ//alsE//fhuF//yqaA//nadA//surE//pmbA//uacT//dnaQ//fhuF//npr//mdtA//afuB//acpP//asr//ynaE//yhjB//nikB//xisE//truA//cysB//ispH//cas3//hyfC//rapA//ygbN//infC//mocA//rpsG//mdaB//yjeH//rhaA//gsiB//phnI//yidK//nanE//recO//casE//ygaZ//glpF//dgoA//trmO//chiP//hisD//uup//dgcF//ade//codA//tatD//yihS//dnaG//groS//sspB//msrP//yphB//sodB//ade//prfB//dkgA//glnQ//rpsQ//nupX//ppiD//nhaB//asnC//yhaV//proV//lpcA//fdoH//dhaK//sapD//mzrA//mtn//paaG//eno//rlpA//dinD//katG//gltS//tdh//pflB//ybiX//uxuA//acpT//yihT//mntH//aroH//ptsH//rpoH//waaH//rpsN//cpsB//lon//gpt//skp//csiR//smpB//rpmJ//gpt//moaD//caiF//ycfJ//mutH//rcsD//
GO_0051173_6	elfG//pldB//dosP//greA//prpB//mgtA//cadC//yfhM//ispA//ybjL//ybcF//rspB//yagI//mdtG//ortT//cas2//bamB//galU//fryA//nlpI//csgD//argF//hflX//mazG//rhaB//mdfA//nrfE//mppA//dppB//flgC//oppA//dnaJ//ruvB//nudB//npr//pitB//rdgB//tus//abgT//thiQ//ldtA//bioD//bfr//ung//glxK//ldrD//lpxH//katE//rpoA//ubiI//kdpA//rfbX//gadA//ldtE//yaaU//bamC//ybiT//pldB//cadC//gltL//ybhR//arnA//ycbB//dacB//yfbR//recR//bssS//tufA//uxaB//ilvL//fdoI//yajL//pspA//baeR//nlpA//ilvC//rpmA//mdtM//kgtP//iap//yjaZ//sgcB//feaR//yggW//agaS//mgrB//flgE//azoR//casA//
GO_0051174_6	aroC//iscA//ybdN//ybaT//erpA//paaF//tusA//allD//rcsD//fadI//
GO_0051180_5	cpsB//arfA//yfdK//ygjR//gutQ//napB//ybaO//ralR//ptsI//truB//yheT//carA//caiD//btuE//rsmF//tyrA//
GO_0051181_5	menI//iscR//yqiH//malF//gmk//tdcG//eutB//rnhA//sfmC//kdsB//hsdR//cydA//mlaE//tilS//uspC//xylA//zapE//uspG//pdeD//glnB//cmk//hslJ//gadX//frlR//fepC//bioC//galP//umuC//sgbE//yjjW//yagI//putA//mngA//metR//yebK//corA//tolB//yedX//aceK//waaF//yfeX//
GO_0051182_6	hflD//cho//sgbU//tauB//erfK//
GO_0051186_4	zraS//acrR//cheY//yibF//dgcQ//sgcB//ybhG//zitB//trpB//tqsA//waaJ//bioD//ompT//fabB//fdnH//ptsI//elaD//murG//cobB//dinI//dusC//bamD//xerD//fadL//rluB//tsf//chiP//fadR//alaE//rfaH//yhjD//fabA//rimP//yjiM//deoD//djlC//thiE//fliG//cdaR//efp//nhaR//yhfS//kbaZ//abgT//malK//azoR//ldtD//truB//yfiE//hdhA//insE-1//cueR//pncB//yfgI//tusB//yicJ//treF//yfjV//ivbL//ymgA//nrdB//ribB//deoC//lsrC//amiB//ynhG//waaJ//mioC//tsaC//mglC//csdA//ldtB//nadE//glnA//cdsA//yhfK//ynbB//bioF//clpS//motA//waaA//glgP//rplO//sbmA//pbpG//gloA//tnaB//csgE//menE//mntS//idnD//murG//tar//acrD//paaF//yjjU//ybiJ//rpsR//ybhD//ycjU//msbA//cmk//ytfT//fixB//menI//elfD//parC//hybG//fre//ftsQ//yjiR//chbA//glpG//menA//rhaS//citX//clsB//narZ//hyaA//torD//feoC//fetB//adiA//arfA//ptsP//rimJ//ymgC//sgcC//uxuB//degQ//gcvR//nudF//ygiN//glgC//tktA//uspG//ffh//lptG//nanE//ybaL//ispG//mdtQ//sapC//yihU//yagF//ykfM//nfuA//fdnG//pgk//aslB//spy//uhpB//yeaV//avtA//fucK//lpoA//deoA//rsmA//yajO//gyrA//ydeP//ribE//kdpE//hypB//dgcT//malX//ybaK//focA//panZ//phnN//soxS//rseC//folA//nikD//ymfA//trmJ//ydgA//phoA//gatZ//afuB//yfeO//pcnB//yghW//cra//hxpA//radA//rlmE//rpsD//rpnD//thiH//ygeW//bioD2//gcl//fucP//rluE//ompL//dicC//napF//arcA//
GO_0051187_5	rfaB//miaB//yjeH//cysH//nupG//ccmD//nimT//ubiF//ssuA//adk//
GO_0051188_5	secG//tabA//rmf//nrfF//ftsN//pldB//ykgO//cheA//nudB//glpF//modC//envC//hslJ//torI//ftsZ//ypjD//pspG//dacC//ampD//xapA//ydjK//pinR//fdrA//kefF//rffG//xylA//ldcC//ahpC//rpsJ//codA//hypD//uof//flgG//yjhI//rimM//eutK//seqA//barA//garR//fliL//rzoR//higA//aes//zntA//clpB//rcnB//yhhZ//tolC//rpiA//ruvA//ibsE//guaB//glnQ//perR//nuoL//elbB//dsbG//fhuF//ydiQ//yigL//rsmE//zipA//hxpA//yijO//arnT//ybcF//lpoB//oxyR//ggt//ldtE//waaS//cheY//wcaC//flgG//nagE//tauD//amtB//hslR//argR//kefF//yrdA//yhbX//mtfA//pgk//gcvA//sixA//sapF//ygbM//rhmR//guaB//yehU//tnaA//aaeR//hypE//dfp//ycjP//mtgA//ydhK//hyi//lsrR//tehA//cusR//yafQ//proW//rpoH//mrr//sugE//trpD//bssR//asnA//blc//rstB//gntP//atoS//yadC//ghrB//xerC//dtpC//garL//yciE//gntP//ygjR//frlC//mdlB//emrY//sdhC//galF//mgtL//aer//hslU//ybiX//ydiZ//glmU//fecA//cydB//queA//gnd//cyaA//ygcW//tufA//macB//yidD//rluB//selD//acpP//ybhI//
GO_0051189_5	ffh//waaF//nrdI//yihR//oxyR//pdeR//basS//csgE//tonB//plsX//ydcM//fimG//
GO_0051191_6	murF//
GO_0051193_6	dcuS//torS//ydjJ//
GO_0051195_7	ydiQ//
GO_0051196_7	rhlB//
GO_0051205_6	rapZ//ydeP//dinQ//trpGD//nlpI//gmd//yiaB//murE//qseB//murA//
GO_0051223_7	recO//pcnB//chbR//
GO_0051224_6	agaV//
GO_0051234_3	rhaM//tolB//yqeF//bepA//basR//otsA//thiD//xapR//hprR//trmJ//iraP//fliL//ydiK//seqA//glpF//fucK//alsK//btuB//insA-2//iap//tdcC//yphF//iraM//citC//xthA//rph//mdlB//yebQ//cytR//rimM//tauD//ridA//lsrG//yfgJ//tdcR//elfD//caiF//ilvB//fucP//mqsA//mutL//acrD//cpdA//rtcR//waaA//tomB//trmL//ilvD//psd//rplF//uacT//argC//mtgA//fucO//secB//rfaE//putP//lepA//ydeO//recF//dppB//yagE//intF//dinI//bepA//yahK//lpcA//ispA//cmoM//iap//abgB//rzpD//dmsA//yadK//tsaB//dinJ//rsmG//ggt//yehD//yobA//fes//cof//agaS//hprS//thiM//frmA//aphA//marA//galT//rzoR//hemF//ravA//selU//hicB//ebgR//hemG//higB//ilvM//coaD//cynS//higB//rhsD//thiL//yphB//livM//prlF//mngA//cas2//gltP//fic//adiA//potG//puuC//ygjH//tyrS//dcuR//sfsB//yfeD//cysW//dfp//ansA//ycgR//ftsI//kbaY//accA//fliA//pcm//ftsY//lptD//ttcA//murQ//ycbV//nikA//rstB//yfaU//lacI//yjhI//lsrA//mltD//entA//yegV//yqeF//yhbS//flgK//alsK//sdaC//pyrG//rpsG//adhP//potE//gyrA//sdhE//ubiC//ybhS//purL//aqpZ//yeiE//holD//flgI//clpA//apt//tcyN//yjiQ//selD//uup//yfcG//yoeB//yjbH//lldP//recX//napB//pbpC//apt//rplK//ftsQ//bipA//pgi//rep//epmC//torC//nac//yjcS//ybaL//sdhA//yhaJ//lgt//yahI//aaeR//gdhA//yjhB//yadV//tomB//nadA//ompW//uxuA//pgaA//yagI//yhcN//psd//yieL//lamB//norV//yfjV//thiL//holD//trpA//yggF//entD//ygbL//sppA//csgF//srlD//qorA//ydcZ//ompG//alaA//frc//pdxB//yafO//potD//higB//dsbC//ydiV//ghxP//rluD//aroD//ispA//hiuH//yhgH//yhjB//ygaV//metK//ygfX//plsC//dapF//ydeO//entE//zraR//sixA//cysC//cysP//ompG//cpdA//yhjA//apt//ydfK//ydeM//cysC//preT//dbpA//ghoT//insI3//mtgA//dtpB//nuoL//yebQ//nuoI//dcyD//cbl//pstS//kdgK//dacB//thiG//dnaX//queA//araF//erpA//setA//prmC//selA//dkgA//marA//fimE//nfsB//uspG//topA//yghB//yhhT//rusA//gmk//ppk//menH//zapA//yceD//pdxY//ycfL//yddG//erfK//radA//ileS//ileS//mhpA//tamB//rcnA//ygiW//dhaM//yceK//aslB//bacA//prmB//fliT//artM//groL//cpxP//arnE//yjiM//dtpC//aspA//djlC//cyaA//bipA//queE//dadA//mdtD//efeO//yebZ//rpmG//xapR//yqeA//hemD//fumB//mak//yodD//ybhG//rclR//acrF//ykgF//allR//secM//yfaL//yhdW//yabI//ebgA//ykgF//mscM//ugd//rbsB//tktB//trmO//fdrA//proV//baeS//yjiM//uvrA//xisE//cyoA//abpB//priC//etp//yddA//ppc//malS//rpiR//sgbU//sucB//tyrA//glnB//bioP//crl//queE//aroH//pgm//yjjX//cysM//yfdC//efp//insB-4//cyoE//dtpA//tnaA//pbpG//arnE//pphB//ydgA//betI//lsrD//actP//chbA//eutK//mscK//ycgV//nadC//yjfF//flgF//gatC//cbpM//rplK//malS//accA//ariR//dgcN//pdeK//aroL//fadB//pspD//nikB//bepA//pdeH//tnaC//alaE//leuA//prpC//livH//ydgA//nlpA//sugE//yqaB//ppiC//phnJ//hisH//poxB//panD//cra//bioA//prmC//crl//phnL//relA//rnlB//nudC//yiiD//plsB//ptsG//setC//cysD//nimR//yihI//malY//murI//rpmB//cysN//elaB//sapF//tdcA//sodA//srlD//rbsD//eutN//degQ//msrA//rutB//tyrB//nrfC//cheY//dcuS//pncB//hyi//ycaN//dmsC//kefB//mdtK//setB//idnO//glnL//murF//hflC//yihR//yhhY//diaA//fryB//wbbK//ccmA//ycdY//cpdA//glcB//folP//dctR//bdcR//nirC//bssR//hybF//sseA//eno//glcB//rplY//yhhZ//ydeE//csrA//bfr//pyrC//proX//aroK//gsiA//ykfI//rspB//argG//metF//pgk//cbeA//phoA//rsmB//eutK//queA//cysM//puuE//mdtG//zitB//ftsX//flhD//rlmJ//yjtD//trpE//ldtB//dam//sixA//insA-2//murG//hflD//ykfI//rlmI//yiaA//ynfE//fecA//asnA//leuO//envZ//nlpA//yjbH//queD//alsA//ihfB//yceK//sodB//yehZ//yebG//ynfF//mhpB//ybiH//yfiF//lacZ//fiu//envY//yfjV//fecC//slmA//ydiF//yjjG//kdpA//hybF//lsrA//puuR//menB//mdtO//yfdK//iclR//degS//tamB//atoS//ybbW//fadA//ybeY//bolA//fliZ//rnhA//ygfI//argD//rlmF//narW//xylR//fdnH//seqA//flgD//mglA//cheR//ulaE//yhjB//ydhC//ybjG//ariR//ynbC//minE//rpsN//pyrL//xdhB//pcm//hypF//yjjG//hybG//mscS//cusR//lgt//dgcN//mtfA//gadA//msrC//ynfK//ubiX//metN//yigB//ykgA//bluF//yciH//ndh//folE//metG//uhpC//ubiG//tomB//cvpA//ldtE//ydeE//ybcQ//yceO//cbrA//truA//pgl//
GO_0051235_3	rclC//lplA//ygiV//
GO_0051238_4	yjbB//yedX//dpiA//
GO_0051246_6	grcA//rsmG//pyrE//yeeL//panC//secM//ynhF//cadC//yfdC//tauD//hyaD//appY//ybiH//glnE//ychH//sgcR//ynaE//insI1//ralR//ydeM//lsrB//rplN//pepD//tauA//ycfS//cusS//kduI//proQ//yfcG//yafE//ycgR//pgpB//adeP//yjcS//fepC//proC//yojI//xanP//dmlA//yfcA//rhsD//tolQ//ilvI//exbB//betB//sppA//udk//gldA//hflD//dnaG//alaA//intS//marR//
GO_0051247_7	tatD//mrdA//pheP//galS//frvR//waaY//yegT//csiD//cpsG//nimT//dnaB//
GO_0051248_7	nanC//curA//dnaQ//yhaM//araC//cbeA//phnK//waaF//dkgA//sutR//tolQ//ybbY//rlmB//sfmD//murF//cfa//yihL//argG//fieF//ychO//rhtB//asmA//dnaE//dsbG//rlpA//paaG//opgB//yafO//mtr//rimP//tehB//
