#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//katE//ldtC//arcC//
GO_0071705_5	uspC//ldtC//ulaC//yjbH//glnB//sfmC//fliL//phnL//raiA//asr//fabB//csgE//yphD//aceA//oppB//seqA//corA//serA//queC//rplD//shiA//torC//dmsA//ycjU//ybaM//ybgQ//yneJ//yddA//preA//gstB//ycgB//sthA//gstB//rlmG//napC//fucP//putP//hchA//bioB//hypF//fepG//galE//dmsB//purA//prfC//ugd//pheS//bluF//yoeE//yafO//hisP//hybC//raiA//ulaF//galP//hipA//mrcB//nadA//pyrL//tdcF//ycaN//lit//hcaR//ubiC//yciA//insB-4//fliT//arnD//yfgI//glsB//tehA//lysU//panF//potG//ftsW//npr//atpA//rbfA//cysW//abgA//ttdT//cobU//cpsB//rutR//yhiM//uraA//mglB//purB//ssuE//ydfK//mgtA//kdgK//clcB//hisG//infC//kefF//rpsS//dhaR//tcyN//kduD//hycI//mepS//yfbV//adeQ//gnd//cusC//rcsF//dhaK//entD//dps//cusR//def//acnB//fryB//mepH//gltP//yidP//rlmM//mhpA//ygiW//shiA//yebQ//gltP//alr//pstB//arnA//tag//prmA//cheW//dmlR//ynhF//borD//fabD//hokE//yebC//mlc//ynaE//dgcE//ybeF//ydaV//ybaT//fadJ//ais//spoT//entH//ccmC//rdgB//acrA//yfiC//yiaA//nrfB//menB//bioA//acrF//yfcA//rffC//satP//grcA//cspI//baeS//soxR//pyrL//aaeR//ecpR//ribC//yebG//ydeT//xylB//kdsB//hofP//cysK//thyA//queD//basR//oxc//ihfB//gudX//lpoA//aroL//deoC//sfsA//ygjK//chaA//ytfP//ydeT//asd//nrdG//yieH//dsbG//ybiX//dsdC//era//alaA//cdgI//ydjL//yiiE//glnD//iap//lptG//nrfB//rnlB//malY//yqiI//hofO//dkgA//nupX//hypB//gatB//yjiQ//bamE//xseA//torR//mocA//ycaO//recO//yihO//queG//yfbV//lsrR//cheY//katG//btuD//nsrR//ybiW//secY//tyrR//sufC//sbcB//cobU//cynT//ygaH//nuoL//intA//yagE//nepI//pgk//
GO_0071709_5	pgk//ftsE//uof//ulaB//pinR//gabP//yhgF//ykfM//eno//glnL//
GO_0071731_5	rlmD//ynfE//glmS//
GO_0071732_6	dxs//
GO_0071769_5	zipA//
GO_0071804_3	ygbL//alsE//yahO//rpmA//rsmJ//hofP//dsdC//hyfF//mdlB//rcsB//yeiL//atpA//sulA//dut//pabC//
GO_0071805_4	pphA//hcaD//parE//etk//fkpB//mreB//perR//nusG//yqjH//rbbA//uidC//ssuC//ycbV//mraY//secF//
GO_0071806_6	hemA//blr//fadH//argB//yneL//mrdB//uspE//clsB//rfaH//mgsA//nanE//yiaO//dnaN//idnD//tauD//casA//oppD//yehX//yehY//
GO_0071807_8	yijE//
GO_0071824_5	rbsK//
GO_0071826_5	srmB//rpsR//ruvB//afuB//sgcX//mobA//yhbX//ycgB//yfcG//crfC//fucI//rlpA//trxC//emrK//frwB//murP//seqA//hxpB//xanQ//sbmA//ydcP//pgaA//rrrQ//rpnA//sapD//marR//
GO_0071897_6	fecC//cvrA//matP//hemH//pdeL//tyrS//cusR//fimI//allC//ybjC//bioH//yeiG//narP//thiM//yqhC//bamE//rpnB//cheY//pdeR//hha//
GO_0071915_9	cynX//
GO_0071932_8	msrP//
GO_0071934_6	idi//ldcC//ybjI//
GO_0071941_4	yraI//yhcF//tatB//yhaO//alaC//dppC//folX//yibT//yfcA//
GO_0071945_7	paaF//
GO_0071951_8	hypC//
GO_0071963_4	trxC//
GO_0071973_6	gatD//menF//malI//dctA//gluQ//yhfK//slmA//pyrB//recR//moaD//galF//yoeE//fcl//rplS//zwf//rplW//yfcP//flgC//narJ//tatE//rcsF//ygeW//fimG//gatY//frsA//zntR//yghB//rclC//lsrA//agp//sapD//
GO_0071975_4	sulA//
GO_0071977_5	uspG//
GO_0071978_7	feoC//dgcE//gpp//ldtA//crfC//waaJ//speC//yciG//casD//ugpB//rpsK//nagB//tqsA//yqcG//
GO_0072321_6	glyS//yejF//
GO_0072322_6	zupT//
GO_0072323_7	exoX//
GO_0072329_7	nrfD//creC//yggD//rplM//trmI//bglJ//narG//gabP//dcm//mcrA//eutB//metI//rplK//ybdR//galF//gcl//sdaA//araB//gntU//phoU//kdsD//iscA//trpA//selU//dnaC//tufA//trpA//yihR//rne//ghrB//rsmD//yahK//dicB//dinQ//xanQ//recO//yihX//artQ//xylG//yjeH//cbtA//galM//ilvN//fau//rutE//aidB//waaJ//hemC//tdcD//fdrA//oxyR//ibsB//entS//tabA//gsiA//selU//priC//ygbM//accB//fiu//fepB//dapA//cyoA//mlaD//pflC//def//clcB//waaL//yjbE//proC//pinE//tdcG//fabB//minC//gltX//raiA//mntP//ydhQ//ldtD//rrrQ//ydeP//
GO_0072330_7	cadC//nadB//idnD//aceB//xisE//pdeR//ykgO//gltK//ompA//tyrS//hycH//metI//rpsB//fiu//intF//yhjR//umuD//cheW//yedP//frmA//hdhA//osmC//yciA//yggW//yqeA//bepA//uxaC//paaB//abgA//chbR//mdlB//bamE//ygjK//lolD//rplT//ompT//mgtL//galR//blc//cspD//dsbA//fruB//ydcT//ybcM//ahpC//gntK//garP//lon//tilS//tyrR//malP//yjgX//ribA//rpsK//fis//uxaA//thiH//ydcI//
GO_0072337_6	csrD//sugE//argK//glpG//murG//entC//cmtB//yjhC//ilvL//hyfR//atoC//lldR//fadL//ybhF//opgE//potG//dppF//hrsA//hycB//ilvM//argA//zapC//cysU//ygbL//viaA//dacC//
GO_0072344_7	ghxQ//frvR//asr//yidZ//
GO_0072348_5	rcnR//ortT//yjgX//nrdF//intA//sgbH//ydfG//prlF//fklB//rpsQ//ddpA//dgcZ//rpsG//lnt//yhjV//ygiB//gshB//groL//ompN//yhaC//yaiW//lolC//hemF//yafE//yiiE//thrC//ttdR//proQ//ibsD//bdcA//dps//lysP//phnH//ygfX//malY//rffG//ynbB//ppx//fliL//hldE//
GO_0072350_7	queD//dgcE//nemA//ybjX//dgoD//casB//pth//cydB//mqsR//uhpT//ccmC//yhjX//cpdB//hycH//cheR//tcyN//glyS//dppA//
GO_0072488_7	galK//yieE//dppF//glmM//cmk//rpiA//prpR//
GO_0072490_6	sgrR//rcsA//
GO_0072491_6	dgcJ//narX//
GO_0072501_7	pheM//
GO_0072502_7	pbpG//
GO_0072503_7	tdk//ybcJ//
GO_0072505_8	rnb//
GO_0072506_8	ispA//
GO_0072507_8	atpC//yieE//speE//
GO_0072511_7	waaP//ymdB//potC//glk//yjjQ//solA//yfcS//pta//sgbH//phnG//dinG//yqeF//gyrA//gltB//hypB//mdtA//nanC//
GO_0072512_7	accB//srlB//yqaA//yeeY//dgoD//rfbB//yjeI//yciA//hyfA//yhdW//dtd//hisM//
GO_0072521_5	kdsB//znuA//ndk//metE//nhaA//rutA//torC//ugpC//fdoH//gatZ//csgB//yhjB//btuD//baeR//hyaD//ypjD//uup//mtlR//coaA//hsrA//pphA//ldrA//ycjQ//bcsQ//mdtA//ydcZ//ybgI//pdxK//yhfS//ydeT//tynA//pgaD//rmuC//yafE//yeaE//yeiL//fadK//dxr//ulaB//rpiB//ybhJ//paaJ//rpoH//flhC//feoA//yhiM//lpxL//satP//cysS//pdxA//atpC//gshB//chaC//rihA//yqaB//yadG//sspB//dhaL//nlpI//ttdA//preA//wecE//alsB//sdhB//yjeH//purU//aaeB//queC//
GO_0072522_6	hisF//greB//pagP//rnhA//ahr//yeaG//bioD1//ppk//yeaD//mntP//ccmG//pheA//mreB//bepA//fumC//ybcJ//citX//cheB//agaV//cadB//mltF//parE//casC//rtcB//hcaE//argB//cheB//asnS//ackA//arfB//ygaZ//cheB//obgE//yhcD//cobU//yqgF//rhaB//cysN//yggF//appA//solA//sufA//mog//
GO_0072523_6	aroF//rpoD//ilvL//phnJ//pflC//purT//ygcO//rep//hipB//yfbU//fdoG//smrA//
GO_0072524_5	rpsS//trmD//rfbX//ygbL//apaH//flgB//hycH//ogrK//umpH//cyoD//ftsE//hyfA//lpxP//smpB//fau//yjjU//yafE//slyD//hypC//rpsA//mcbA//acpS//tilS//potC//araE//purA//xapB//phr//ybhD//cyoD//ydjM//rplN//icd//cbl//ynfK//recQ//ydcT//xapR//gppA//rnr//yaaY//intZ//yidH//hslV//ybgQ//phoB//zur//
GO_0072525_6	fadI//ybeQ//lolB//torA//tig//dicB//gshA//hdeB//obgE//ubiB//perR//rplE//dapD//dnaT//dcd//yajL//dmsC//trg//phoB//rsmF//sfmF//htpX//cysI//argP//tktA//caiT//ydjE//rplB//guaD//eco//waaU//fucA//yphD//fliT//serS//sxy//mdoD//
GO_0072526_6	ybhJ//moaC//
GO_0072527_5	hofP//narQ//phnC//clsB//acnA//eamB//hypE//msrQ//epmA//murJ//acs//clpA//ygcR//rplB//uhpC//acrR//opgE//msrP//dam//fruB//phnK//gntT//rsmA//lsrR//yehD//tldD//epd//dinI//adhE//ygfX//proQ//cysQ//yfeR//sodA//proC//atoS//cpsG//alaC//rpmB//ybjN//yihL//cydC//dinQ//dapA//hlyE//yebC//yidP//gspF//eutA//nuoL//fixB//hycA//mutT//nuoB//rpmA//rpnC//yjhH//
GO_0072528_6	dnaE//alaA//frmB//envZ//htpX//rraA//yeaK//prfA//putP//era//ybeY//aceA//polA//baeS//uup//pgaC//flgM//slyD//pphB//yqiG//wcaB//dnaN//uidC//yqcG//rssB//ymgC//hslV//ruvC//nfsB//
GO_0072529_6	lasT//ydiF//fliT//ribD//nuoI//frwD//gcvT//syd//murJ//dnaB//evgA//ybdO//pyrH//frwC//ybhG//yidP//fmt//cysC//rplB//trkG//spoT//metI//nrfF//
GO_0072530_6	ykgA//yajQ//erpA//fliG//
GO_0072531_6	rutE//rbsK//stpA//essD//yihU//cutA//
GO_0072581_9	topB//
GO_0072593_4	atpA//atpH//ibsA//pdeH//torR//codB//ygjR//fryB//prpR//
GO_0072594_5	cysK//
GO_0072599_6	hscB//
GO_0072657_6	ybiT//gloA//mltC//ackA//ppiC//argA//yejE//rhmR//paaX//yidC//wecC//hdeD//secE//purA//prlC//speE//dsdC//
GO_0072714_5	waaQ//
GO_0075713_7	iraP//glvC//ulaE//
GO_0080033_5	torA//insB-2//
GO_0080090_5	stpA//btuB//yccX//menF//yaiP//lacI//thiC//uspG//yfeR//puuR//cadC//fecC//gadC//sbcC//purB//yraN//galS//nemA//dpiB//pyrC//atpB//ygfX//znuB//dgoK//gatY//fimH//appB//dapA//fucK//cutA//frwB//yqgB//bluF//rpsO//pdhR//tolB//yciA//yejA//csdA//dcuS//umpG//yhaV//trg//fumC//csrA//hemF//yggW//ampD//rfaD//fdnH//yqiI//glmU//puuB//carB//lgoD//fepB//tsaC//fliK//alr//uspC//ybdO//ppx//rraB//mdtD//ftsW//sstT//tatA//serS//secB//gltB//ldtA//afuC//yihW//xapA//chbB//dgcF//rsuA//ybgQ//wza//gadC//rlmF//lolE//allD//yraI//treB//sfmH//yfeR//sucA//rutR//yihI//lpxH//pgaC//tamB//rclB//hpt//hofO//yfcR//lysA//yeeA//wrbA//astC//purR//ppk//bipA//plsX//yfgJ//yfaV//pgaC//ynfK//recR//fimD//dinB//nuoN//yhdX//bioD2//nudB//motA//hisG//agaD//cbrC//phnP//ileS//ybcJ//pheA//hyaB//fimD//yhjR//yhcN//nrdA//lysC//leuO//ydcM//yafQ//dhaR//rplO//nanA//lsrR//dgoA//aceB//xerC//flgG//ygeA//mhpC//rnt//ybeY//crp//flgK//uxuA//aroB//ychO//yjhH//purT//osmY//waaL//fixC//holD//tus//cusC//queC//proQ//yjcS//fliZ//casA//eamB//ascF//ycdX//focA//ycgR//hofO//adiY//mutT//yhjX//dnaT//kdpA//arnB//rutG//arnF//hemD//hscA//ridA//arnF//dld//ynfH//sgcC//bglJ//secY//pal//yjbE//tar//carB//atpF//nadC//lgoD//cysI//atoC//yeiG//mukB//glxK//nrfA//lgt//gpr//dxs//cysZ//lpxC//nrdH//corA//mreC//pntB//erpA//cutC//cysQ//aceK//yhdH//ydcS//trpE//zraS//yggT//rpnB//yfiE//gcvH//ymgA//tyrR//acs//mutY//creB//phoQ//yhbX//potC//gabT//yjaA//ppx//cutA//metQ//ybbW//opgH//rutD//uacT//trmB//yjjW//gltI//yedA//pitA//hemE//glsB//tsaB//shoB//arnE//gyrB//katG//paaG//srlR//agaV//fdoI//dgcF//cpxP//ygcR//codA//kdgT//dgcZ//rpsI//speB//lolC//hisP//hemL//mglC//sfsA//gldA//chiP//focB//yqhC//mutS//cdd//casE//lysO//serS//yfiF//qseB//araH//minE//ymjB//citT//pcnB//hofQ//gudD//nth//nadA//rimM//eno//etp//rpmG//motA//cspD//wbbK//ilvE//yafS//flgI//selD//focA//metC//nupX//leuO//srlA//secY//yphC//pdeR//mgtL//lysP//adiA//pspG//acrE//wza//tolA//ggt//yqcG//sad//ynaI//atpE//potC//mtlR//ygcW//livH//rbn//mdtL//atpG//yhjC//miaB//yrfG//hofO//yiaJ//garD//waaQ//asr//yahO//sufE//yhhT//ygcR//uhpT//fadK//dut//yaiW//clpB//yjbH//plsB//csrD//rtcB//
GO_0080111_4	recQ//gntK//
GO_0080134_5	tufB//
GO_0089705_7	lexA//fepA//
GO_0089709_7	flgG//msrA//
GO_0089718_7	ldhA//rpsK//acnB//yraI//gadX//hypF//yqjH//cbrA//msrC//panB//
GO_0090066_4	mtgA//intZ//yphC//yhcF//rlmA//
GO_0090068_7	prlF//
GO_0090069_5	mepA//arcA//murJ//
GO_0090071_6	potF//metG//mdaB//
GO_0090087_6	hypA//aas//pstA//
GO_0090116_7	sgcE//
GO_0090143_4	yqcC//
GO_0090150_5	panZ//gpmA//rclB//glpD//yqcG//citT//hicA//yohC//rlmG//dsbA//dnaA//eutA//
GO_0090304_5	sucB//ppiD//glsA//secB//nrfB//galK//paaA//uspB//mug//nrfA//clsB//tar//thiL//yqhD//glxR//rluB//nanR//ilvC//raiA//cspD//thiI//secA//rluD//xisR//ftsZ//intZ//yieF//ydjJ//uspG//ycjU//napF//fau//glnH//glpX//roxA//amyA//sseA//phoU//dgcJ//dmlR//acrB//cas3//yfhH//yrbG//artM//aer//fes//bdcR//ygfZ//hypC//yfbR//hyfC//xylE//plaP//yfgJ//trmA//yhcH//hdeB//moaB//hycH//cheR//gspF//tdh//dfp//dgcN//yqcC//dmsB//yohD//arsR//oxc//ftsI//sufE//ribA//dps//xerC//caiB//abpB//eamB//ribE//nth//cpdB//fetA//rlmG//zapE//sufB//ssb//sseA//paaJ//gppA//trpA//yieF//gcvR//sapB//dicC//yjhC//rrrQ//rpsJ//aaeA//ampD//recD//fmt//ymdB//rseC//intS//lplT//psuG//mgtA//eco//gabT//znuC//glxK//yqiH//nrdH//agaC//ddlB//ilvC//mukB//gadW//metB//allB//macA//ybcC//yphB//cheR//mhpB//entC//syd//gltI//yqhC//ribF//alr//ymgA//rpsT//sufA//yjhI//ycaO//cysN//rlmB//yfbV//tas//hcaB//fliL//ileS//recJ//murC//mhpT//rlmJ//eamB//mutM//mhpA//prfA//bisC//ssuD//citT//sgcE//dcuR//ynjD//oppB//yjiX//mzrA//lpoB//guaB//hybE//ilvB//lolE//ynfL//sgbU//focB//ydjH//yccS//accA//uidA//cspG//speC//yraI//rfaC//glcD//mnmA//alaE//lldR//glpG//hypT//paaH//cheA//yegS//yhjD//rapZ//proW//rluC//mglC//aspC//ydcZ//gluQ//trmH//yihU//oppC//ydiV//ibpA//garK//mdtP//ydhJ//pdxY//phnP//cyoA//yjjI//ybdO//katE//sfsB//yhbS//aspA//yqcC//dhaL//queA//mdtG//selB//ade//sucD//leuA//hcaD//livF//ybeF//murQ//ybaM//lpxP//rutR//ybiT//tdcG//shiA//yehP//tusA//kefF//yehW//rbsA//tamA//amiB//ymgC//yahD//nupC//yfjV//ybdN//yfgJ//leuS//mepS//pagP//xapB//ebgA//pgi//nagB//proB//pdhR//zraS//ygcR//nth//lon//efp//queE//gyrB//ydiO//crl//fimC//dsbA//clcA//rimL//araF//csdE//yafS//tdcD//menD//murP//lipA//fadB//yihL//degQ//cutA//arfA//dnaB//trkG//cvrA//glpT//oxc//tamA//yihI//dgcF//phr//yggT//yfiF//thrC//rcnR//minC//feoC//nirB//ortT//ubiX//waaL//rhaS//yfiC//lsrC//umuD//rplK//yjjB//dsdX//oxc//yhjD//fruB//dcyD//edd//hpt//ilvC//insB-2//hemG//tcdA//glsA2//gsiA//hslJ//ycdX//fliT//astC//pphA//lgoT//yadM//acrB//yaiW//basR//gcd//gnd//kdgK//ratA//rhlE//hemA//fhlA//yahD//mhpC//btuR//yigL//lptC//sspA//trxC//lysO//yehY//ybbW//actP//yphC//ybdZ//yidL//ftsH//cbeA//ompN//yajL//nrfB//yhhT//trmO//opgB//glpG//rffC//mcbA//tdcE//yrfG//mltF//acpT//waaQ//murC//yobF//arsB//pdeH//suhB//chiP//umuC//narL//intS//panF//dsbB//entB//ygfX//queG//yedL//serC//agaR//recT//glcD//rplQ//fimZ//nupC//aroP//rcsD//pstC//glyS//yibH//yhgF//ampD//ddlB//hscA//etk//narU//hyfF//alpA//dgt//srlA//djlC//frc//paaX//kdpA//proV//rplI//metG//xanQ//dicA//frr//mglA//modB//sapF//gshA//rnlA//eamA//hflX//yrbG//iraM//lptD//yhaC//yhaM//sugE//rfbD//caiD//yejE//roxA//kdgR//mrcB//yfcG//yafC//aroG//leuS//agaI//hyfA//sufC//torR//yciH//rpiA//paaG//ubiD//uacT//umuC//narJ//nudG//panF//hdfR//thrA//
GO_0090305_6	ybdG//recD//cbrA//fecB//frlA//yjhI//dtpC//dfp//mglC//dapB//hisG//ydeO//nrdA//guaB//mltA//yhjX//tdk//sufC//fdx//acpP//narY//ais//asmA//ybiJ//atpH//glcD//mltA//crl//yfaL//maoP//thrB//lgoR//emrY//cbpM//ogt//hdhA//focB//leuE//yeaE//pheP//sfmH//gyrA//rpsN//ispU//ccmF//amiC//mtlR//obgE//pabC//sucA//cusB//kdsA//moeA//yeeA//malI//sgbU//ssuD//codB//yhdJ//dnaK//aldA//proV//hyaD//atpD//nuoH//rpmF//tdcC//kefF//xylA//ydjM//trmL//sfmA//rmuC//alaA//wbbK//lysU//acnA//nfo//tnaC//hisB//caiB//
GO_0090313_8	yegD//fruB//
GO_0090329_8	rhaT//yjbG//napB//tehB//ddpX//fes//rhaS//
GO_0090347_6	hcaB//
GO_0090352_6	pbpG//
GO_0090357_7	narP//trpL//
GO_0090358_8	yhjX//
GO_0090407_5	ubiB//hofO//lacY//yihT//groS//yqcG//yehU//yoeE//yhjA//alaA//iraD//ligA//fecC//xylH//elfA//ackA//sgcX//adhP//uvrC//ybiA//yjjG//secY//yggT//sxy//ldrB//gcd//yrdA//insH-6//trkA//fhlA//oppF//clcA//kefB//serB//mlaE//malK//fecD//groL//fbaA//gloC//yifB//pdeF//sstT//paaJ//priB//trpA//sbp//ykfI//nanA//frwC//yiiE//mdoG//cas2//nhaB//hyaB//gcvH//dgcN//dgoA//cfa//insA-2//glpX//ybhR//phoR//prkB//creB//yihT//xthA//tnaC//yedP//tehA//fdnG//nikR//rsmH//shoB//yigB//wrbA//yfeR//alr//speG//pliG//cpsB//grcA//agaB//menI//gapC//hha//sspB//dauA//zupT//uvrC//fryA//sgcB//iscX//zapD//ybdG//gatC//ymfA//sspB//rplQ//ybjD//yedL//intS//adeQ//pgm//cusF//rapA//rihC//tmk//surA//srlD//leuO//emrE//cirA//yidE//srlD//exbD//yjhG//gspF//ldcC//acrB//rfbC//rfbB//lacY//gltL//ybhS//alsK//htpG//nemR//thiG//insH-5//minC//
GO_0090487_4	basR//
GO_0090501_7	ygjH//glpX//nuoH//bfr//ygiN//hha//aroL//pheA//hisF//ydhC//yneJ//ypdB//gabT//ybaM//intS//ribC//ribC//feoA//yggF//kbaZ//ydiV//fimF//cynX//proA//napA//paaH//rsmH//chbB//cyaA//rbsB//ydjH//menC//
GO_0090502_8	yjjI//rluA//ydbK//rnb//zupT//galT//mepH//eptA//ydiK//yfiE//ulaA//appY//ynaE//sgrT//glsA1//sapB//frvR//fepG//pepA//emrE//dcuC//
GO_0090503_8	casD//sugE//yihV//uvrC//flgD//agaR//murA//ssb//
GO_0090529_5	sspB//cirA//cspA//fadJ//glpA//ddpX//
GO_0090540_10	arnB//citX//slt//
GO_0090549_5	lysA//metN//
GO_0090605_5	yiaN//wecC//ydaV//yfdR//cysG//dadA//thiD//oppA//srlR//
GO_0090609_6	rdgB//yajR//xisE//wecE//dps//rnhA//fimF//gyrA//rraA//
GO_0090662_6	thrS//
GO_0097035_4	mpaA//nrfG//
GO_0097056_7	rpmF//
GO_0097164_4	melA//comR//ydaV//nadE//cdd//ruvA//purF//adhP//ada//modC//envR//rlmN//setB//sohB//thrB//ydjM//matP//ygeR//yijE//waaA//yfcF//katE//nrdB//hemN//yfeO//agaR//
GO_0097237_5	cdgI//rzpD//manY//yhdH//hcaF//bfr//wecB//glxR//ldtD//yfeW//
GO_0097264_6	cadB//
GO_0097286_10	rfbB//
GO_0097292_8	sdhD//
GO_0097293_9	ftsE//
GO_0097304_7	cyaA//
GO_0097305_5	minC//hflX//clsA//lolA//cfa//gspI//
GO_0097339_7	plsX//
GO_0097366_5	fadM//mipA//rne//
GO_0097428_6	mltB//sufB//nlpI//chbF//znuC//rpoE//fiu//
GO_0097435_4	argP//dgcQ//
GO_0097501_4	yfgI//
GO_0097502_4	ybjI//
GO_0097510_7	gyrA//
GO_0097532_4	hofM//
GO_0097533_5	folX//
GO_0097577_5	ydcT//ttdB//pal//
GO_0097588_5	tusC//flgA//deoC//tas//yccX//rutG//yeiE//hemC//waaU//fepG//slt//ybfE//ulaB//ydhJ//narV//asr//phoB//yphB//argS//insI1//ybiH//entA//atoB//yggE//dsbC//hsrA//dhaR//msrB//osmF//diaA//asnC//
GO_0097638_8	ulaR//astC//yfgO//macA//
GO_0097659_7	ydeP//gudX//paaX//grpE//ispB//yfeX//tehB//mdtN//gabD//cysS//mhpR//lgoT//uhpA//casC//intQ//rnhB//hemL//moaC//mlaB//yeeA//avtA//ybdM//amyA//glnA//rpsI//trmJ//bepA//rplD//lpxK//waaG//ybdZ//ivbL//tbpA//fadD//dsbG//diaA//preT//yfiC//ftsL//prkB//yfgO//sgrT//secG//rfaH//udp//trmD//ulaG//xanQ//yghG//nfi//nanC//holC//dcuA//holB//rdgC//mltC//tsaD//ybdR//ykfI//mglB//atpD//mtfA//aaeR//wzzB//melB//pheM//ssuA//cpoB//ldtA//hypD//yghU//pgrR//ybbW//pcm//setA//accD//asnB//metQ//cspD//dusC//mipA//allD//ygjH//glnL//lhr//ypjD//ppx//tcyP//narP//ribD//bipA//ydiP//nadB//psuG//amyA//zraS//deoD//mdtP//mmuP//glmU//flhD//kdgR//fepD//lolC//rseB//xseB//sixA//actP//yiaJ//dsdX//csiD//ybaQ//fhlA//fabR//fimF//lysA//holC//basS//glyS//
GO_0098002_8	frwD//
GO_0098542_4	ispH//fucP//recQ//tomB//mrcB//envY//mdtQ//sdaA//gspI//nrdG//
GO_0098586_5	cspI//rpmC//purB//
GO_0098655_7	rdgB//ulaF//secD//gntK//clpA//lpxL//dinJ//yfhH//yedA//rssA//yfaE//fadM//ascG//yegD//lrhA//hypC//hupB//xylF//yggX//ygfX//tomB//kdsD//cysC//maeA//yebS//rsmG//mtgA//hdeB//hprS//elaB//speG//yqiI//plsX//hyaD//wza//yhcH//queA//secY//yafQ//gppA//trmL//sbp//chbF//putA//smrA//tehB//yjfF//ligB//murG//uspB//gpr//dgt//mtr//rph//rhaT//glcF//aroC//frdB//rpmG//dhaR//metG//cysW//rnlB//bsmA//guaD//yecS//lsrG//puuD//lysR//potA//yeaK//yggD//envC//sdhC//ddpA//dcuA//yidL//rpsG//paaC//tsaB//cynT//uraA//ebgR//ytfT//bacA//galE//paaZ//fucK//nadB//ibpA//nuoB//ggt//prfA//tsaD//ravA//minC//guaB//cyaY//yfgO//garP//allD//higB//narQ//clpX//ruvB//evgA//
GO_0098656_7	hflC//rihA//rpsQ//secA//yqiJ//yafO//dnaE//hslO//mdtI//pyrB//napB//ycfL//pncB//umpH//btuD//rne//endA//yidA//ssuD//sfsB//mazF//hicA//mdtG//dnaJ//cysM//ppiC//fliA//yfiE//sfmA//fabD//treR//gltP//tesB//creC//trmH//metC//idnO//codB//yafO//rcsC//paaG//ybeF//rdgB//potA//lipA//ushA//arnB//sbp//cspB//zur//dmlA//tdcF//ybaQ//rpnB//ampD//trmD//acrZ//lysU//def//zapE//glmS//paaX//ydeM//gadA//rnhB//crfC//ynhF//flgI//csgG//atpC//rplQ//pgk//ssuC//agaV//napB//pinE//fadK//csrD//tdcC//atpE//araH//bisC//sapA//yoaB//abgA//ykgA//thrS//mdtF//arnE//abgT//rlmE//prmA//rpmG//ulaB//menD//lptB//insE-1//
GO_0098657_5	prlC//serA//moaD//dgkA//fre//alaE//leuB//exbD//sbcB//hypF//hmp//uacT//fadA//hdeA//dmsA//yidZ//nadA//ycaN//betA//murA//
GO_0098659_8	flhD//cheZ//
GO_0098660_7	tmcA//ybgP//hisH//phnO//ycjU//gor//metG//uup//mqsA//hybB//yphD//hofO//aer//yfaE//leuE//ibsD//ada//rhlE//folX//ptsN//actP//cmoM//baeS//frc//gldA//rpoE//rsmB//rplK//entE//csrA//prpB//zitB//aer//gadE//manA//rimK//asr//ligA//hybO//proP//yjbH//gltL//mdtG//yfeX//fucO//agaI//decR//atoC//arnF//dicB//yijO//yddM//ftp//yjfF//lpxB//dkgA//treB//aroA//sulA//exuT//lpxT//kbp//yegT//argH//yebZ//frlC//rplA//abgB//yidL//mlaC//rph//rpiA//rpsI//yraI//ydcP//prfC//yebK//
GO_0098661_8	ycjU//rnhB//dapF//glnE//degQ//prc//waaG//iraM//pyrE//prc//exuT//rlmG//fadL//asnA//hsrA//rarA//prkB//ccmH//fabD//
GO_0098662_8	yfiC//tufA//csiD//yfiR//mtn//puuR//potB//murR//rplN//bdcA//fliL//ddlA//lptG//ivy//dbpA//ybdO//arnF//mcbA//feaB//livG//tatB//ilvM//fecC//phnM//mnmA//lacZ//guaA//aroP//uidC//ogrK//dicC//trxC//galU//hemC//lexA//fimI//hemE//chbC//dsbG//dgoT//rpoA//slyA//glpB//mraZ//yhcN//nanA//yqeG//yhdX//wcaJ//yajD//parE//coaE//umuC//cheZ//crcB//sbcD//dnaT//ftsZ//mhpA//ghrB//tynA//
GO_0098670_7	syd//
GO_0098704_7	galR//ibsD//glyS//dnaB//
GO_0098707_10	fimA//
GO_0098708_8	lhr//elaB//yobA//lpxP//
GO_0098710_7	rrrQ//hdhA//
GO_0098711_9	focA//
GO_0098713_8	ndh//matP//tyrS//uxuB//
GO_0098719_9	spy//
GO_0098732_6	hpf//grcA//pdxH//narU//
GO_0098739_6	frdA//nudF//dnaJ//cspA//yddL//appA//lsrC//glmS//crl//fecA//envC//yqgF//clpP//mdlB//pyrE//rhmR//eco//agp//
GO_0098771_7	rutG//murG//gcl//hemB//fruK//menC//glxK//glxK//katG//tatE//cvrA//torI//emrK//pgm//ydaV//fimF//xapA//yraJ//yegS//sfmH//yfaE//yihW//yjjI//osmF//phnL//citG//waaF//ychO//yhaV//dbpA//ppiA//casD//ygaZ//yeeO//sodC//manZ//
GO_0098776_7	ilvE//napA//sgbU//yojI//hrsA//
GO_0098795_9	yraK//
GO_0098869_4	frdA//murJ//mdtL//lpxD//ybdN//betA//nepI//rfe//mfd//ascF//lgoT//cynT//apaH//eamA//alaE//mrdB//dctA//mcbR//guaC//cueO//phoQ//ghxQ//
GO_0099046_5	xylF//nrdD//
GO_0099116_10	lplA//
