#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rhaD//mdaB//dcuB//xerC//
GO_0050790_4	nlpD//rpsN//sodB//hscB//yceD//gnsB//mog//tcdA//thiQ//alsK//yeiG//yjaZ//rfbX//sodB//ynbB//aldA//ydfH//mlaE//ycfH//waaH//tdcC//tamA//ackA//ycjR//ycgV//zipA//yhjX//lysR//yraK//mhpR//entA//rpsG//glnA//yehU//cmk//ygdG//rpe//zipA//rplJ//mdoG//sodB//livJ//hyfF//napA//rplB//yfgO//lptA//trmB//ilvI//cysU//ompW//recF//ypdI//tar//ddlA//ypjD//waaH//metC//dsdX//fabH//mdtD//paaB//hisF//
GO_0050793_4	allD//pgl//rnlB//hldE//rffM//yciG//ybaE//mdtN//dtpC//satP//rcsF//murF//yfiF//gapA//hycA//oppF//
GO_0050794_4	wzb//prpR//bepA//zwf//dnaX//napC//oxyR//cpsG//mepH//norV//yaaA//ybhI//maeA//truA//thrB//scpB//csgA//sdhB//pldB//rsuA//kdsA//bacA//yehP//dppA//waaS//gsiC//rlmJ//degQ//nanE//miaB//srmB//entF//betT//lplT//etp//agaD//ldrB//yhjX//kup//aphA//exoX//btuE//hslO//artJ//yahD//fpr//cydD//ygbI//bdcR//galM//chbG//obgE//yhfS//msrC//murP//glgP//ygbM//yidZ//ribF//glcF//yeaG//secF//ypdB//gcvT//alsA//dcp//phnO//gph//metR//kdgR//accC//umuD//rsmG//sfmD//gltS//fabA//recQ//sdaC//xanP//yedA//melR//pbpG//eutK//emrD//queG//rhtC//hdeD//idnT//hypA//uof//ypdA//rho//cdgI//frlR//rpsR//ycdX//ubiD//fepE//ssuD//nac//yfcS//trpD//ycfL//ybaQ//fadI//chbR//lhr//rssA//pdeH//glgX//ascB//araC//pyrE//yfdS//phoQ//dcuA//cmoA//tig//yehX//ibpA//cheZ//fabH//cmk//ggt//abgB//yfbS//yciK//yeiG//trmH//rplR//higA//tilS//flgD//fabG//hisF//xerD//wcaB//elfA//ybgP//tehA//yieE//torC//yjjU//rpsG//atoC//frlC//flgB//yihS//sfmH//moaE//tyrB//hslO//fucP//ydiV//dnaT//epmB//yidQ//leuA//umuD//yjhI//csrA//hybG//yahF//lapA//gyrB//frwC//cdh//dnaA//bsmA//yfgO//nikD//yfdS//rsmG//bipA//osmF//ilvN//gloC//fieF//elfC//malS//setA//hipB//map//yhjD//ynjD//rpsS//mgtA//asnC//thrA//ydiV//tag//narL//trmO//cysU//fliM//ychO//tufA//thiQ//waaO//mlaD//moeB//mngB//rpsK//mntH//paaK//dicB//ytfE//ribD//prs//yfcR//gpmM//entB//sgrR//ybiJ//recF//ada//rnhB//metE//livH//ptsH//argS//menC//fdnG//amyA//ydiK//mdoD//zraS//pckA//aslB//rzpR//lacI//ugpA//bamC//aas//paaD//mnmG//prpD//artI//garL//pdxY//hcaT//pcm//amiC//yagI//hyfF//yedP//ymgA//lapB//dbpA//ypjD//ynfL//mrr//ftsY//ahpC//rpsR//narZ//yieK//ybhG//cecR//ynfL//speG//bglB//xanQ//waaF//xylG//galR//yqaE//pcm//ddpA//hisG//agaA//uxuR//rlmD//dnaJ//argT//epd//tktA//qorA//yggT//fruK//cvpA//ftsE//pstC//flgB//cspC//slyD//yfaV//ccmD//sapC//argA//pspA//yjaA//ruvB//yggP//amtB//macB//argA//ybhG//aroD//yihP//roxA//glnA//pstC//osmE//oppF//hemC//ilvA//tadA//entD//erfK//wzzE//hcaB//yhjB//lptC//kilR//tcyL//ynhG//chbG//melB//yfaU//metE//artM//insI-2//alkA//cpxA//dbpA//nfsB//mdtC//yibH//metN//bacA//zapE//ykfM//ynaI//mntS//hslO//cbl//purF//gltP//ilvE//dnaK//pal//yagG//mngR//csiD//sdhA//melA//napB//ygeR//yibH//murE//gcvH//azoR//trg//kdgK//rnb//potF//hpt//ldhA//yhaC//cysS//mlaE//allS//tnaA//rpsK//lpxT//rplN//fdnI//eutD//aslB//emrD//yggX//wzyE//fdhF//hslV//hisA//yqeG//yaaJ//paaA//atpF//recE//yhdZ//cho//yidR//hflX//yfdG//focB//ravA//yqiG//plsB//ydfH//wcaB//cutC//hdeD//glpG//aaeB//mglB//msrA//ompA//xapB//rluB//nadB//ispG//sgcR//zur//qorA//ftsX//frwB//nlpE//rpsS//dld//macB//cheW//yfeR//aspC//yedP//glpR//dkgA//glpB//sgcE//ubiG//iscS//lptB//yedP//add//maoP//ortT//lepA//patA//mliC//yjbF//rffM//clpB//ptsP//rstB//accD//yhgH//rffC//yjhG//rplX//ftsE//yciA//tdcE//fimG//yeiL//mltA//lpxT//phnP//rnb//sfsB//pgpA//sdaC//ada//cyoA//glgC//yiiD//chbA//moaB//rarD//ndk//adiC//yibA//xanQ//yaiW//lpxT//
GO_0050801_6	ydjH//argS//aroA//yhjG//ariR//purF//ygcR//livF//grxD//selA//msbA//cdd//cbeA//hxpA//dgoK//prmB//purA//gntK//sufS//dps//lysR//csgB//brnQ//yciG//nanR//ispA//frvB//yfdG//pckA//treB//artQ//ydeT//nimR//mhpD//yddL//yegT//
GO_0050821_5	pdeL//exoX//waaP//selB//znuA//
GO_0050918_5	hdeD//adeD//xanQ//ppsA//
GO_0050919_5	cfa//
GO_0051027_8	chpB//idnD//
GO_0051049_5	ftsI//pppA//glxR//dacB//ascF//speA//hxpB//eutD//lsrC//rpoS//ispA//hicA//
GO_0051050_5	rpoH//nlpE//ydhC//
GO_0051051_5	cra//gppA//gntK//
GO_0051052_6	ybhJ//acnB//yjbF//macA//rhlB//tmcA//cas2//rsmC//yccX//entC//ybjG//chbG//ddlA//kefG//
GO_0051053_7	rpoS//fliA//cydC//frdB//baeS//ascB//
GO_0051054_7	cynX//znuB//
GO_0051055_7	clpS//
GO_0051083_5	recX//
GO_0051084_5	gltL//cspI//yeaG//rsmG//narU//cysB//fdnI//
GO_0051085_5	deoC//mocA//yidZ//yehZ//asnC//dkgB//yehW//
GO_0051090_4	flgG//bioD2//clcA//waaZ//narX//rnpA//hyaC//rimO//
GO_0051091_5	trmO//bglA//
GO_0051098_4	ymgF//hybO//
GO_0051100_5	waaL//ygaH//
GO_0051101_5	aqpZ//
GO_0051103_7	ycbV//fau//
GO_0051128_5	garR//luxS//recR//prc//sgrT//bamB//ybhD//yiaB//rpiA//abgB//wecC//yihW//yobF//parE//aspC//fepD//ratA//hchA//phoA//ulaA//lipB//cutA//alsC//hslO//dcuB//carA//yfhM//lptD//rbn//treF//yjeH//glpF//caiE//hprR//murJ//ydiR//casE//hxpA//htpX//garD//yhcF//ygaZ//lpxK//greA//ypjD//envY//minD//yphC//rayT//rraA//metN//idnT//mepS//lsrG//yahK//etk//rne//diaA//atpD//gsiA//rpnD//pcm//folP//araF//gpmA//ecpR//ybeY//ynfE//ygaV//yiiE//entS//yegT//dmlR//mrcB//thyA//tehA//ybbY//
GO_0051129_6	mlaD//cspA//grpE//yadM//rimO//gsiA//ygcW//ravA//metG//agaD//setA//rutR//fdoH//ulaF//rclA//mhpC//
GO_0051130_6	tqsA//ydfD//nirB//yidC//nagC//hldE//gltK//murB//fepA//dinJ//preT//nikC//yqeG//alsK//pdeH//cspD//
GO_0051131_7	hcaT//gloB//
GO_0051143_8	mtr//
GO_0051156_5	ydiB//qseB//yraK//gntK//emrB//pdxY//
GO_0051167_5	metK//ghoS//sthA//
GO_0051171_5	hlyE//yhfS//zwf//tsf//rpsT//frmR//astB//ytfQ//cheR//hisQ//pepD//yhhY//fucA//yhdH//elaD//pta//ibpA//psuT//gntU//mobA//yihP//gloC//ycjY//hycH//gabP//ynbD//yciA//dgcQ//cysI//xapB//cutA//tolB//pinE//yieF//aldB//fucK//upp//nrdA//ybcL//rplI//yfdS//arcA//yoeB//gyrB//ibsE//ygaV//rseP//ddlA//znuB//ompF//rclA//ygeA//yfdO//pspD//glcA//lysP//rnc//ydcZ//cusF//yhgF//pal//yjbH//yhcH//pgl//fadI//glcE//ppsR//yfcA//tqsA//ascF//chpS//ubiX//lgoR//narQ//purL//elaB//yehP//murE//ydcI//rhtC//edd//htpG//yjbE//mhpA//fliK//hsdM//pyrG//yqgB//rsmH//fabA//melB//udk//frsA//phr//sdaC//yeaV//dgoA//cecR//citT//msrP//mscM//envZ//torD//mhpA//tyrR//basR//alaC//yjfP//cpxA//sdhA//ubiJ//garP//fadA//ymfA//aldA//rbfA//yqiH//mhpA//dsbC//chaC//higB//crfC//gadE//recA//sodC//dinB//fryC//yebS//dacB//rlmM//lyxK//gutM//dppF//treR//mdtG//abgT//kefB//rfaD//yhjD//aroA//nfo//rhaB//ycfH//blc//waaA//mltC//moeA//entD//gdhA//uvrY//yahD//tatC//thrL//modC//rhtB//clcA//mmuP//rpsR//mepS//ispH//ruvB//avtA//ypdA//waaG//fhlA//nupG//arcC//ldtE//ycjD//waaS//nfo//opgC//lsrR//gpp//mnmA//btuB//nth//rapZ//pabC//tnaC//relB//mtn//bamB//ilvC//hybA//rpiR//cspB//mglC//narW//ribA//ybiH//ibsA//mdtG//hda//puuB//ddlB//yohC//rfbC//rpsA//argK//wecA//osmC//arfB//cheZ//acpS//pyrL//rplF//yfcQ//rhaR//yebG//fdnG//yfaX//pdeR//lapB//nlpI//rnhB//casC//polA//astB//metI//mgrB//fliG//cysC//phnO//acrB//glpD//casE//fis//ydeE//cysC//zinT//ttdT//tnaC//exbD//fhuB//aceK//yjhG//frlB//mntR//yfeR//rfbC//mrcA//cusS//elfD//nrdI//yhaC//fucI//yjjG//tap//menF//raiA//casC//hpf//ycfJ//cysM//folA//ybhS//sulA//ynaI//cpsG//yhcD//ccmD//rffH//ycaO//hcaR//yfjR//pnuC//elfC//nikR//ompA//pta//mrdB//pdxA//dcuS//yggN//ccmD//yebG//birA//yehD//yqeG//rlmA//yqiG//alaS//sulA//tonB//prfA//waaZ//ycaO//acrA//hemN//hemH//lpoA//bdcA//nrdE//yjaZ//ycfH//intQ//yjjV//hprR//lplA//mdfA//mlaE//bhsA//yidR//arcB//nsrR//cobT//glnS//rfe//motA//intQ//ssuD//ydeI//msrQ//eutA//ascG//argI//xylR//pinR//rssA//speB//aceF//lptD//ubiI//rpmB//recD//pspG//rluF//glcD//kbaY//hybF//ndh//cas2//dcuA//dppB//mqsR//yihT//
GO_0051172_6	cobT//yiaF//proA//mdh//glgX//folE//dsdC//tufA//chaA//nfi//pppA//plaP//yhjG//rnt//kdpE//yefM//hemD//tsgA//plsX//purF//tdcC//sgbE//afuB//lgoR//dcm//serB//betA//lacZ//rhmD//nmpC//fiu//pabC//ebgR//maeA//yiaO//yedP//rpmH//marA//ydhJ//tdh//ybiX//ybaL//carB//ypjD//pstC//pdxB//mrcA//yheT//ptsP//mutT//yehD//treC//bisC//ypdF//priC//cspG//ydhC//dxr//gabP//hypF//rdgB//yaaY//nudB//dam//alsC//bsmA//zapA//selD//pykA//yhjG//frmR//mdtB//ygeV//ybdR//yhjR//frwD//mutM//cyoD//glpF//yebC//ais//elyC//copA//uof//ybaK//mfd//mhpC//mlaF//nikC//prpC//tauD//ycjW//wzzE//bioH//fliG//ydeI//aceA//glsA1//tcyL//rraB//leuD//eno//potH//yrfG//appC//srlA//adiY//recC//fucA//pspD//tamB//osmF//rfbB//ldcC//puuC//gabP//opgC//ppiD//mrcB//ydfD//pgpB//glrK//moaE//lpxT//htpG//ybiS//sufC//setA//leuS//cysZ//ybeF//lpxT//
GO_0051173_6	cysH//ypdB//dtpA//dapD//uvrC//purD//infB//nlpI//rpsN//eamB//ggt//moaE//osmC//cutA//brnQ//fadM//uup//yhbY//valS//yjcS//yehW//yedF//efeO//fryC//rhaD//yieH//torA//argB//nirC//ynaI//nac//pliG//yneE//msbA//cheR//purC//ybdZ//gadE//rbbA//nusA//bglB//cspC//yjiA//ddlA//gmk//waaU//ddpX//thyA//rcdA//metN//tpiA//appA//uvrY//phoR//nrdG//rsmI//ulaD//cusF//ansB//bcp//mtgA//ascF//lptF//sodB//yqjA//treR//dapA//rcsF//btuE//gcvT//yhcN//yfbS//ubiA//yajQ//ldhA//kdsB//ydeO//argG//dnaT//clpX//yqeA//purD//grcA//yohD//ygeX//rplT//aaeA//glyA//cpdB//
GO_0051174_6	queG//dam//lysA//gltI//xapB//ppiA//chaC//symE//dgoK//yidD//
GO_0051180_5	bcp//gmhB//chpS//uspF//emrD//rluE//hsdR//uvrD//tusB//leuO//kdpA//plsB//caiT//fdoH//rsmE//fadR//
GO_0051181_5	yccA//tsaD//uup//priB//qorA//yfcF//lolE//hypF//zntA//rraA//aroG//cydB//fiu//dacB//pheS//ypdC//ibsA//uhpA//narJ//yfaX//paaB//wza//rhtB//ghoT//trpS//xerD//cadA//htpX//hisA//ackA//yiaJ//folD//acpT//arnB//allR//nadE//nemA//dcyD//ascF//mlaB//ygiB//
GO_0051182_6	amiB//yfdS//hslV//nagD//rplE//
GO_0051186_4	yajQ//patZ//gyrB//erfK//ydcT//modA//ygeV//pyrL//miaA//mhpR//mreB//relB//rbsD//stpA//secY//pflC//actP//rrrD//nagZ//fetA//serB//yajR//argA//ygeA//ileS//wrbA//ybcM//srlR//frwD//mtn//kefF//gph//narX//hybG//thiC//ybaE//abgA//waaJ//rplQ//ybhI//elfA//yghU//aroF//gcvT//ilvL//yajQ//umuC//ynhG//pepD//rseC//hisM//potI//emrY//yjbH//elbB//hisI//hchA//fmt//dnaA//gloA//pgaC//rpoA//rutB//msrQ//arnD//mpaA//garL//ydfK//ygiV//gadX//ycbX//yidD//asnS//glpC//rplA//hybD//uhpA//yggW//rng//gabD//eco//hisH//iscS//macB//yfbS//trkG//tauC//fpr//wrbA//narZ//fimE//lepA//pepB//arnA//fimG//nagK//insI4//modB//cpsB//mhpR//ykgA//dapF//degQ//fhuC//rsmF//yneE//yhdZ//ymjB//xapB//glcA//pspF//yhcD//ybhF//ycfL//bioB//sapC//rho//pepN//gcvR//yhhY//fruB//hemB//accC//insB-4//mazF//treR//rhaT//arsB//ampG//ybhS//yfiC//bioF//ynjA//rcsC//ycbX//trpR//cas3//kdgT//cspE//fadI//erpA//waaZ//rzoR//hisD//rplM//trpD//modA//caiF//dgcE//ygcO//rhtC//cpsG//aroD//nupG//iap//mmuP//ygjH//asnA//rfbC//hypA//malE//kch//yehX//cysS//rhaD//kdpB//pyrD//citX//eutK//pgpA//tas//cdh//bssR//pykA//menI//xylR//setA//pnuC//rutE//waaH//mltD//crr//exuT//leuE//hisC//mntS//bcsQ//kilR//yeaG//yegD//arsC//gstA//maoP//abgT//fliZ//caiF//yadG//infB//ascG//
GO_0051187_5	djlC//artM//garL//yebZ//gnsB//rpoH//ydaN//pntB//entD//bioD2//
GO_0051188_5	yaaA//fliA//rffG//udp//arcA//hisM//cecR//opgD//yjiY//rplQ//glmM//zupT//dppB//rplI//essD//ldtA//rssA//metB//eutR//lgoR//rpmG//priA//yjjB//nimR//waaA//hcaE//hypC//potD//menA//kup//argB//fliD//frvA//betI//mlaC//phnK//flgK//trpS//ydiB//frdD//prc//iraP//yebG//hcaB//yebC//cysK//zwf//endA//glsB//entH//gntU//gmk//ompW//murA//yejF//deaD//infC//entC//moaA//atoC//rhtA//lpxH//yggD//aceB//ralR//fimH//hcaR//putP//uvrY//rpmB//fepD//mreD//fbp//umuD//puuA//treR//serB//menA//pyrF//mdtQ//ynbD//cysP//pyrH//bcr//yqaB//pagP//argF//mntS//cysK//yjbF//uidA//mntP//fhuD//rfaC//aceF//guaC//ttdB//mltD//trmB//hisI//rplY//hypF//mltG//nusA//yqiJ//mioC//secA//ampH//valS//yqaA//pinR//glpC//kdpC//sbp//yajO//pepA//arnE//torI//pphA//ypdB//ttdA//iscX//ygbI//rstB//waaY//ftp//zupT//nfi//acnA//adiA//nagC//ypdF//malZ//relA//nhaR//ydcM//pppA//metB//acpH//fecC//def//hicA//uvrD//ilvD//citX//gdhA//
GO_0051189_5	hflC//tqsA//nikC//glpA//yidA//dppB//kdsB//mdh//ftnA//lptG//rnlA//sgbH//
GO_0051191_6	ybdN//
GO_0051193_6	hisS//mlaB//polB//
GO_0051195_7	yidZ//
GO_0051196_7	ghrB//
GO_0051205_6	minD//lgt//folE//yhdX//ruvB//alsB//dcuS//dosP//uxaC//ynbD//
GO_0051223_7	cyoE//ortT//yagF//
GO_0051224_6	mhpC//
GO_0051234_3	rlmB//fliS//tolC//mtr//yhdH//wbbK//ascF//argB//gabT//yafQ//exuT//mtr//phoE//zur//srlE//cpdB//apt//frlB//yqcG//ybhS//glcB//kbaY//yafO//fetB//tamA//prpD//prmB//dsbA//evgS//iraM//yggF//paaJ//yafN//aroP//rsfS//mngA//puuP//uxuB//metE//cyoD//zipA//phoB//rsmJ//cysP//yqcC//elaA//glpG//gcd//yfbV//yfbV//melB//kefG//scpB//flgG//oppC//rpmF//nuoE//csrD//ybiS//rfbB//cobS//yqeG//hdfR//appC//nlpA//melR//setA//yciE//bisC//tufB//recR//rffG//flhE//dsbC//tus//cof//dut//atpH//rbbA//melA//hycH//acpS//tcyN//trmA//bdcA//cysP//valS//nikD//mcrB//kduD//rpsG//puuC//hsrA//rclA//tonB//dauA//recT//ade//aas//parC//hemL//exuT//gspJ//ebgR//rapZ//relB//insI-2//azoR//tgt//ftsK//chaC//yejB//bioP//metE//ettA//fucK//yqiJ//zapB//dsdA//hemF//narX//ybcJ//mnmG//ssuA//phoE//lsrR//mdoD//insI1//aroK//paoC//clsC//ligA//potA//insB-4//aroA//cra//ulaA//rplY//nikB//hyfA//mrcB//aroH//recR//rfbX//insA-1//cyaY//entB//rsmG//pnp//glpX//yaaA//katG//fecC//fimI//ydcS//gspF//sufE//glxK//dinJ//ybdN//rcnR//rdgC//groS//tag//ydiR//exuR//livK//rhmR//astC//ybdO//glcD//rnpA//kdsA//yejB//arfB//torA//epd//ygjH//sgcR//folC//essD//argC//yebZ//yfcU//ogrK//nlpD//ribD//pbpG//nuoN//lrhA//aroL//hcaT//yadV//arnD//yafC//fes//pgsA//nrdB//sdhD//bcr//fliK//yieH//opgH//aes//nudF//moeB//fabZ//yeeJ//ilvM//rfaQ//valS//yegT//ubiG//yjbF//cadA//pstC//mgtL//nagB//cusC//rfbD//yieK//feaB//torZ//yfdO//ybaO//pth//mrr//ydjH//gpmM//murP//rsmE//insH-5//rsmJ//speD//higA//yeaD//pta//ybhJ//nhaB//potE//lpxT//torA//kdpF//holC//gpp//nuoM//rcdA//yiaF//napF//rcnB//glyS//rlmM//accD//metH//umpG//ddlA//murQ//selU//uspE//ulaF//frdA//rlmM//rpsK//nhaR//rpoS//yhaV//rodZ//rimL//ybeF//csgG//sppA//gadX//atoS//glnB//ydeP//radA//sufE//insI-2//yiiM//hchA//yjfP//crr//ldrB//cobB//lapA//puuD//acnA//ttcA//leuO//hchA//cdaR//sspB//rusA//ynfH//rapZ//ycdX//cspD//argR//araA//cpoB//dppD//gcvH//sgrT//waaS//cysM//tyrA//ygfI//pflA//fruA//mhpD//gspF//ppsR//miaA//ileS//rhaS//yafC//ygjK//xanQ//rcsC//citT//argI//fbaA//ytfE//tktA//minD//xylE//ybdG//sdhC//rffG//murR//btuE//perR//insH-6//fdx//glyA//ykgM//lysP//ribF//zntA//umuD//cfa//ygcW//gloB//phnI//ynfH//crcB//ydeE//chpB//rplY//rhsD//avtA//higA//epmC//fdoH//insB-2//yneE//fdx//yjiA//yidR//frdA//mug//curA//yihO//pdeK//sucA//bcp//uraA//mlaB//paaJ//iscA//csdA//moaE//hyfF//mnmC//vsr//puuR//flgA//yihT//ycgV//yfgO//fabD//amiC//purL//ynhG//greA//bioC//actP//fabH//roxA//csgE//prc//gntP//nagK//gatZ//abgB//cmk//lsrG//opgE//garR//clsA//ybiA//sdaA//dinG//ugpE//hflX//fecD//ispH//yqjA//luxS//rnpA//pta//yehX//rbfA//ubiD//dgoT//ymgF//rplM//ynhG//yghO//rpe//glpG//treR//selA//htpG//ebgR//pdeL//bioD//perR//hupB//nfuA//otsA//yfaE//phnM//phnC//ydfG//purA//bioD//blc//lplA//ndk//cheZ//flhD//nlpI//ycjY//yfdK//coaD//mdtP//narJ//bioA//kilR//nanC//yhbO//ilvL//xanP//suhB//tig//frvA//rpsK//rfe//mepH//ymfK//flgI//glnB//yqeA//prpR//purU//hpt//slt//mioC//asr//fdoG//atpB//clsB//appC//wza//yhcH//fumC//mngA//azoR//ubiF//gsiA//trmD//hemG//glcA//ydcP//htpG//btuR//fabI//rlmM//btuC//gsiB//hemN//lysC//intA//treB//ygeW//lhr//bglA//sgcE//trpS//ypdF//yigL//nadA//yidQ//yjhG//patD//bglH//glnS//yjjI//trpB//torC//yahO//eutD//uxuR//syd//asnB//syd//iscS//afuB//cysH//csdA//gcd//yohD//cobS//idnD//yedA//paaX//yraI//dsdA//ompG//ecpR//manA//yfaX//mepS//fau//bacA//pepD//ykgA//iscS//yjiY//napF//xylB//yijO//proB//icd//ygbL//kdsD//acrA//uacT//yfdR//cusB//ybdM//nimR//alkB//rnpA//waaO//yijO//ydfG//msrP//ibsA//ybjD//yccS//exbB//hemG//rpsS//bcr//ybaO//yebC//gatZ//opgH//rpsI//mgrB//alaS//yedP//ydbD//ybcQ//ydeE//groL//rzpD//greB//rpnC//sufD//yahI//nanR//holB//paaK//argF//narH//proC//appA//ykgF//rimI//uhpC//ydjM//ygeA//ppsA//ykgM//glnP//ycdX//dppF//polA//lldP//hsdR//cobU//nth//ybhP//
GO_0051235_3	nuoM//ffh//mrdB//
GO_0051238_4	pmbA//dicA//mutT//
GO_0051246_6	mazG//hldE//fetA//gadC//frmR//hicB//pflB//flgB//rffG//rsmB//mtfA//yedA//rutF//yghB//rpnC//ugpE//ynfL//glpR//rseB//rfbC//mazG//pgaD//dkgB//aaeA//yfaL//fadA//ytfT//ygdG//gltP//deoA//dacD//tdk//pyrH//lysS//dgcQ//yhbQ//lit//aaeB//minD//mutY//hisI//ygaH//lapA//trpC//aroB//ybiS//narL//tsx//tdcC//thrA//fadM//arnB//yojI//
GO_0051247_7	yiaT//ppk//higB//citE//kdgT//ldtA//pgaB//pfkB//uidR//ghxP//tusA//
GO_0051248_7	entF//fklB//zipA//casD//yhaC//ghxQ//sbp//yjgX//ypdA//mak//opgD//hcaB//lit//pdeH//maeA//cobB//yjfF//acrF//ribF//yibT//csgB//eutD//xylB//rpsM//sapB//amiC//lysO//lptF//tus//yafE//tehB//
GO_0051252_6	ldrD//wcaC//bioP//ibsA//torS//seqA//skp//mnmG//fdnI//decR//btuR//ybiO//yagF//rsmA//sgcA//ydiR//pabA//gcvP//nadC//pdhR//ampH//envC//rssB//uvrB//etp//roxA//ydhQ//yqjI//ubiD//tyrA//gsiD//dapA//ispB//tatE//chpS//btuE//elfC//deaD//yhdH//preT//cadC//codA//iraP//sucB//sbcC//rffH//sgcC//betT//srlD//gltP//ycdY//fdoG//chbG//yoaB//yghW//ldtE//xapR//mdoD//alsE//paaA//ybiA//groL//rlmC//rplN//kilR//recG//hcaT//hcaR//yoaA//dmsB//ydeO//rplJ//rlmL//trpE//yqgB//ampG//qseB//alsA//uspG//rpoS//fdhF//ygfA//kdsB//tyrR//tusB//yadC//oppC//allC//qseC//ygaV//hybC//ubiH//tyrR//lsrR//mgrB//lon//ypdF//sspB//ftsP//hisC//recF//yjhG//torA//yghB//ilvB//panD//rpsK//yebS//eutB//acpP//rbfA//nikE//psd//sucA//dgoR//pgi//yhjV//panE//pspC//ydjM//nanA//nirB//napB//ycjD//dinD//rpoA//oppB//nadK//pgaC//sapA//trpL//aceK//ggt//ppiC//araH//bssR//dgcQ//glgA//pldB//wecC//grpE//zntR//fes//ebgR//folE//dcuD//torZ//tldD//fabH//ompN//frmR//cpxP//ydiK//selD//elfG//rph//nuoE//cpdA//ravA//glnD//metF//glyA//cyaA//ycaO//blc//plaP//btuF//prpR//galR//srlD//pepA//cusB//yobA//matP//murD//kdsD//rnc//csiR//fbaA//agaV//flgF//ampH//yhaV//rpsL//cueR//yjjB//speB//yidZ//nlpE//ccmA//ynbB//yhbY//yjfP//deoR//rpoD//mdtL//aphA//bioB//yjbE//thiH//aroL//galU//alsB//leuD//mlaE//gadC//rplT//fadM//gatY//yijO//yedP//gspI//trmH//ubiJ//pdeK//pdxA//htrE//fadJ//gltI//uxuB//hexR//trpA//wcaJ//nadA//cheB//pitA//fhuD//ftsB//recC//hypB//miaA//maeA//dapF//cyaY//menE//fklB//crr//dkgB//ydiO//waaJ//glpX//mdtQ//arfA//mlaE//bioC//rffM//murI//lpcA//relE//acs//pppA//fucI//ybiY//dhaL//sbcC//cydA//nikB//yheT//secY//garR//patA//alsC//scpB//ompC//asnS//yahB//mlaD//pdhR//dnaB//yfbV//ynfK//alsB//phnO//ispU//rbsR//alsC//ygbL//proX//
GO_0051253_7	gadX//cspB//lolA//cpsB//trmO//cheY//dcp//sucD//ydiV//dtpB//hofP//ybgQ//ridA//dcuS//yjhC//uup//rsmI//eno//ibsE//opgC//cysP//exbB//sbmA//tolQ//tehA//hipA//yidE//yqeA//mcbA//hcaB//degQ//yajD//folP//yhdH//lpoB//ldtD//malF//livH//mocA//rhaA//fimB//fiu//cpxP//frdA//dnaT//cmtB//lolB//ldcA//mltB//frdC//entF//ptsP//mlaD//cutA//acs//secE//yaiW//hisG//sdhC//hofP//rfbC//rfbX//acpP//fecA//pheS//uidA//grpE//yfcU//narG//yfcU//ybdH//waaO//dmsA//hybO//emrK//asr//tbpA//chbF//sodA//yiaO//tolA//eamA//lpxL//metN//ybiI//hicB//pdeK//yphF//yhdH//livM//livH//yagF//garK//opgH//puuP//rlmH//thiD//clpA//yfjR//
GO_0051254_7	nagK//pgi//rsmA//ahpC//tldD//helD//rhtA//nrdD//cysC//kdsA//yiaJ//tpx//idnK//yfiR//rpsM//paoC//aceF//melB//glcF//cheA//fhuC//hycB//yjtD//wbbK//gadB//glyS//galU//hofC//zntR//ybbY//alsB//thiG//hofO//hycH//yqaB//etk//ybeQ//acrD//holC//ccmA//yjjX//dgoR//csgA//yidE//yegT//ybaK//yihL//basS//paaX//potB//lon//dgcT//adiY//gcl//nuoB//rsmI//araF//ygfA//mocA//mlc//mtr//gloA//uxaB//ftsA//kdpC//sbmA//dnaC//cbeA//lysC//deaD//valS//nlpA//yhbY//phr//citT//
GO_0051258_7	yccS//
GO_0051259_6	waaC//emrY//ulaE//rihB//mhpT//fumC//manZ//kup//patD//holC//sucC//yafC//pcnB//sdaA//ogrK//ydcP//lolA//xisE//nuoM//yegD//entF//frmA//pyrG//cstA//uspC//tyrB//yihQ//yfaV//ydeI//araF//yhbQ//znuC//lpxP//melA//ascF//flgH//dinJ//yagE//yhaV//ypdA//yadM//rhaD//rpoD//pbpC//ptrA//lptG//glpB//chbR//sgbE//yehW//insI-2//
GO_0051260_7	arcC//tus//gadB//mreD//nrdA//dnaB//hdeB//gpr//lysP//ydjJ//narW//rimI//hisP//bglJ//hmp//lpxH//fepB//nadE//gntU//alaC//appC//prs//rpsH//yfcU//dgoK//umuC//tsr//stpA//araG//ycfL//ybiA//mltD//phnI//ygiN//rnb//ftsQ//nusA//argD//ispB//argF//panF//acrB//hofN//crr//folM//frwD//norV//
GO_0051262_7	flgG//hcaC//trkA//sad//glxK//yjiY//cstA//znuC//cysK//rcsA//uhpA//pgm//thrC//hipB//yehC//ybhP//yccX//cydD//sodC//ygiV//phnN//rclC//entB//cysP//ybiS//ccmF//hisA//ykgO//cydA//fbaA//dinQ//malI//pck//fsr//rpsB//yhaJ//
GO_0051270_5	exbB//miaB//waaO//queC//yfeR//pmbA//fadH//gor//ycbV//tusA//cyaA//rho//zntA//rluC//ebgA//fdhF//
