#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flhA//ppc//polA//soxS//
GO_0051301_3	nrfD//minE//pgpA//fepE//secY//ydgA//nhaA//envY//pyrG//garP//yafO//lpcA//bdcA//manX//galF//galS//rbsD//yhcH//rplP//dinJ//lipA//elfA//glnL//glcF//torD//nadA//ackA//rbsC//glmM//yihS//yfbV//entS//rlmE//yjaZ//pepN//pdxY//
GO_0051302_5	hybA//lsrA//gspI//frvR//ydfK//leuS//cspC//cspC//prpR//tomB//yedF//entB//aldA//rpoH//
GO_0051304_4	queF//
GO_0051336_5	fdoI//oxyR//yibF//arnD//ebgA//marA//gloA//waaS//purB//ompF//rpsD//pal//selD//yihO//thiG//ycjD//hprR//ftsI//lipB//astB//garP//mdtB//acrR//epmC//yeeY//
GO_0051338_5	aer//macA//ftsY//yebZ//
GO_0051339_5	mdtI//
GO_0051341_5	fdnG//ogt//
GO_0051345_6	ydiF//yqgF//cynS//dtpB//yiiM//ddpX//eutD//zntR//
GO_0051346_6	casC//glcF//rbsK//eptC//hsrA//yhdH//elfD//sixA//aspS//ptsN//dacB//
GO_0051347_6	lsrK//lpxD//
GO_0051349_6	sbcC//
GO_0051353_6	yecS//mutL//
GO_0051391_8	argK//
GO_0051409_4	cobU//tktB//
GO_0051410_3	ydjJ//
GO_0051452_10	citE//
GO_0051453_9	mtn//ybaM//panB//ascG//sucB//yihT//ghoS//greA//
GO_0051454_10	cusR//ppc//mocA//caiE//torA//
GO_0051476_7	tdk//
GO_0051484_7	yiaA//
GO_0051493_7	casD//
GO_0051495_8	malG//
GO_0051595_6	rbbA//focA//hisH//ibsB//hipB//
GO_0051596_6	waaB//ruvA//rpsN//atpG//tpiA//yagE//ycgB//hslO//dcp//sgbE//yfdK//ravA//yecS//sufC//arnF//nuoE//nrdI//paaD//deaD//thiQ//cheB//fliL//csgG//allR//ygcR//yjjB//ykgF//yfcS//
GO_0051599_4	yjfF//
GO_0051603_6	mrdB//yidP//yobF//recD//artI//purA//
GO_0051604_5	ygeX//yibH//elbB//nrdG//accB//cyoA//hofC//entS//alaS//acrA//pinR//ssb//lsrA//yeiE//galF//rsmA//xapA//hypC//flgB//casB//argG//surE//gatD//coaA//bglX//rfbD//metC//fepG//sbcB//narH//ybaO//yjhB//yqjA//yaaY//fimC//aroC//thiH//modB//napA//hisQ//
GO_0051606_3	dauA//yidE//
GO_0051607_4	yehC//mltF//glgC//dgoA//napC//chaA//prmC//ykgO//lpxK//trpR//
GO_0051641_3	fliA//yphC//bamD//glcE//yegS//map//oppC//thrS//tehA//eutR//garL//nadE//preA//cynT//ibsD//flhC//htrE//macA//aroB//insI-1//ykgO//yfcV//clsC//
GO_0051649_4	tusE//dppB//rng//ygfI//ydaN//aroB//msrP//phoP//yjjB//torC//prlF//ybaT//ybdZ//
GO_0051651_3	abgT//guaC//crp//
GO_0051668_4	essD//
GO_0051691_5	gloB//yehD//
GO_0051692_6	trpD//ycjQ//
GO_0051701_4	rpsQ//narW//ddlB//yciF//emrY//nrfB//ldcC//mak//tldD//ydfK//opgE//ftsY//rplB//glnE//ytfP//yhjG//
GO_0051703_3	msrP//ybfE//guaD//lldP//glpR//rcsF//holD//emrK//
GO_0051707_3	crp//yadC//gshA//glpT//yhbS//sodB//gpmA//sutR//ydiP//cbpM//cysG//ilvE//soxS//trpR//
GO_0051715_4	osmF//
GO_0051716_3	rplL//zinT//ccmF//pldB//yajD//lolC//cueR//nrfE//efeO//nimT//bamE//nfuA//higB//fbaA//thiL//cheZ//cbrA//dgcZ//hcaR//cvpA//nlpA//dpiB//abgR//sspA//rhtC//paaF//fdnH//truA//blc//gcvT//acrE//fhuD//trpC//cpxP//yfiR//mqsA//waaP//proB//mtfA//cyoD//insI1//dhaR//rne//dppB//hisQ//hofC//thiM//pgpA//zur//dsdA//clpX//tufB//tufB//hybF//yhdH//yggT//amiD//erfK//dacD//pdxJ//ymdB//yraH//ybhF//potE//trg//acrR//entS//argE//nuoH//araH//mdoG//pepD//adiY//ynaE//idi//pta//hcaC//purR//msrB//hiuH//msrA//nrfG//kefB//fhuB//rne//adiA//ilvD//nanK//thiC//insB-2//glnP//sthA//yeeY//evgS//tadA//yejA//fhuF//tbpA//pflC//rsmI//thiM//pheA//proB//prmC//rihB//cheY//hyfR//hemF//nanT//pphB//kbaZ//fkpB//yeeJ//tcyL//pitA//ygfI//clpA//truC//yadV//baeR//yggN//rbsR//dam//torZ//stpA//csiR//ybdH//pliG//mhpB//rpoA//cyoC//nuoE//mtfA//rutG//bioA//yidZ//rhaM//gadC//acpH//sspA//fabI//yhdJ//ftsH//cbrA//rimP//nikC//atoC//ydiK//frmA//csgG//bepA//xapR//idi//frlC//mdtE//pdeK//ynjA//cydA//citC//ydiV//paaZ//narJ//tonB//ravA//hdfR//ompG//murG//ybdR//rnlA//ptsN//hcaF//rimM//gloA//sad//paaJ//bepA//psuG//fadD//nemA//gnsB//fdnH//phnC//hemC//aaeB//holC//rhaD//aroB//fucO//ycfS//pinR//csgF//rapA//glvB//rapZ//psuT//ycaN//yedF//pfkA//ygjH//ygcO//rhaA//lpoA//npr//fadE//kdpD//rsmH//opgG//hypE//yfaX//pdeL//idnK//yedA//ycdX//wzzB//rplJ//ygcR//rpsJ//aroP//crr//abgB//atpG//pspG//amiD//mtn//apaH//dgcN//aslB//kdgR//frdD//tusA//tar//norR//lpcA//fhlA//rsmI//srmB//ydhJ//lepA//yoeE//mdtI//yhfK//mreB//rhaA//yjcO//rcnA//yiaJ//mntH//rffG//ilvD//evgS//cpsB//srlA//cdaR//gstA//yraK//bepA//hslR//oppF//dapA//rihB//puuB//baeR//waaC//gspF//gppA//grcA//umpH//hupA//eamB//rspB//sohB//nac//yphD//aldB//deaD//ycbX//yajQ//valS//dkgB//wzc//bioD2//srlD//ybjG//ompN//purL//gltK//paaK//rpsI//ompL//bioF//ubiE//ynfF//pgk//soxS//alr//glcC//narV//holB//glgX//lplT//cmoA//ftsB//cpdA//eamA//glsA//oxyR//nikR//metL//ybjC//casA//argP//rnd//ybhR//ycjP//aspS//yehT//nmpC//rarD//rsmG//mreD//tap//xylR//fadL//lptF//ccmC//pdeR//tufA//parC//purN//fhuB//acrF//mglB//hyfF//frsA//yiiD//folP//hemF//asd//tilS//rhlB//sufB//mhpR//pcnB//epmC//entF//pldB//proS//pinR//rzoD//wzyE//betB//macB//thiM//torY//tufA//cspC//hupB//ulaF//rmuC//
GO_0051726_5	argG//lspA//symE//dppB//fimE//
GO_0051781_6	dhaR//murC//
GO_0051782_6	flgI//bluR//lpoA//hchA//tolB//ykgO//yidC//
GO_0051788_5	thiP//
GO_0051790_7	trpD//
GO_0051806_6	fumA//sdhC//sstT//yhdZ//hyaD//ung//gutM//oppF//
GO_0051817_5	moaA//ptrA//xylR//murQ//
GO_0051818_6	katE//gsiC//ydiO//yddG//
GO_0051828_5	yfeW//flgG//der//rssB//sohB//intA//proQ//yhfK//
GO_0051883_4	moaC//pspC//fdnI//amiB//
GO_0051977_7	ttdA//
GO_0051983_5	sspA//
GO_0052126_4	cpsB//nhaA//glcD//nuoN//
GO_0052128_5	rlmJ//
GO_0052131_6	yeaV//
GO_0052192_3	ycgR//hycH//rhaD//tsr//
GO_0052547_6	yjhH//gsiB//ycjR//
GO_0052548_7	bsmA//dicB//
GO_0052646_5	tilS//plsB//rpmH//cheY//ppsR//
GO_0052652_8	csgB//yjgX//
GO_0052653_5	yjiM//
GO_0052777_7	csdE//dgcZ//
GO_0052778_6	malK//dppB//ascF//
GO_0052779_5	recD//mlaE//glcD//
GO_0052782_6	yoeE//ybaO//
GO_0052803_5	yidZ//cysN//mgtL//elaB//wcaJ//trmH//blc//nanR//
GO_0052837_6	ydcM//
GO_0052838_5	hdhA//
GO_0055062_9	tqsA//
GO_0055065_8	yihX//rzpD//yeeA//rpsP//proS//pepD//ycdY//preT//argS//mhpA//hypF//lptC//ydfD//ghrB//yagF//wcaJ//argS//yehW//tilS//csgE//rhtA//comR//allR//baeS//folM//mutT//
GO_0055067_8	plsC//narK//yhbS//yajR//tolR//trpB//hofM//ilvL//pgsA//hdhA//ftsK//adiY//
GO_0055069_9	wzc//
GO_0055070_10	dacA//gadX//yggW//rimJ//katE//hda//
GO_0055071_10	torI//
GO_0055072_10	aaeA//yfgJ//secB//cheW//srlB//serB//lipB//tgt//ybjD//yghB//pdxB//yoaA//yjjV//gcvR//
GO_0055073_9	fimC//
GO_0055074_9	nusA//
GO_0055075_9	rrrD//
GO_0055076_9	yhfS//ynfL//trpD//menD//serB//yddM//cspG//acpS//cstA//atoS//cas3//gntR//atpB//dacA//gltK//yhjD//metF//rcsB//insI-1//preA//glpC//metQ//
GO_0055078_9	xseB//artM//rnb//
GO_0055080_7	djlC//adeP//yebG//nhaR//yfeR//pgi//rlmJ//mdtI//fliA//csgE//sdhD//dppD//ytfP//yneJ//mraY//ybdR//ydaV//xerD//ghoS//fliA//zapC//ybhD//garK//yraK//araD//yebC//rluA//ligB//bdcR//ftnB//yidH//yeiG//yadV//pagP//aldA//
GO_0055081_7	prs//
GO_0055082_4	paaH//gsiD//dgoR//alaS//yqhD//lptE//fdnI//hybD//hofQ//yjjB//glyS//kbaY//yddM//yeaD//yqeA//pgpB//yiaU//hyaB//cas2//mmuP//kdgR//rsmH//wza//entC//priA//nsrR//yibH//napA//rcnR//paaG//luxS//lsrB//ychO//hsdM//
GO_0055083_8	atpA//
GO_0055085_5	hslU//folP//lsrD//csgD//uup//aas//higA//lpoB//bglH//dcuS//tolB//rnd//csgE//fucP//flgI//nagC//ompC//yhdJ//yfcF//tehB//rimM//ssuD//hisI//pgrR//cobS//def//ybhF//yraN//tnaC//hemL//yedF//ptsH//cueR//waaG//sstT//ybdH//cbrC//lptB//lptE//ghxP//glyS//sbmC//ilvN//hsdR//uxaB//glcE//gadA//ahr//recD//tabA//actP//prpC//rlmM//trg//ruvA//trkG//rseB//prfA//allS//smpB//mhpC//amyA//yfaL//aslB//waaZ//ubiH//yhdX//tar//hflK//nhaA//rplY//cvpA//eptB//sgcA//yiiE//ubiD//yajQ//tusE//csiD//gcd//mutT//narJ//cas1//recF//gudP//fepE//dps//folX//ftnA//roxA//gsiA//bssS//clpS//pgm//rclC//insI4//queA//rpsL//sfmC//napC//efp//yihL//bipA//srlD//sgcR//gatB//hiuH//yiiE//pinE//topB//mcbR//glcC//fes//recG//ychO//queE//csgA//dcm//rho//puuC//glmM//lptA//hemG//cpxA//gutM//acpP//dgkA//mngR//ynbD//kdpF//yidH//yahK//ridA//manZ//yehD//uup//fdrA//ytfR//dpiA//ychO//diaA//kduD//eutB//waaG//gabD//lepB//mrdB//gmhB//priC//cyoB//prkB//arnD//recA//ompR//tadA//yeaE//gshB//ftsI//gadW//cyaY//yciK//appB//wzzE//rbsK//mltC//creB//kdsB//asnS//sdhA//ftsZ//ubiB//hisM//bcsQ//prlF//hyaA//glgC//frmA//agaS//artJ//panZ//yhfK//galF//allB//hycB//hyfC//amtB//glgB//ffh//rusA//fdoI//kdsC//araG//ompG//glpD//hypA//sbmA//manY//apaH//ispU//kdpA//ycfJ//rutB//mltC//hisC//ubiB//trmO//ampE//recT//csdA//hemC//frr//rihA//yadC//pgl//tpiA//rplM//metE//pck//fdnI//aaeA//rluD//yqiI//pflB//yehD//sodC//clsB//hscA//hinT//phoB//pcnB//plsB//fumC//ulaR//curA//lepA//recT//fepG//tamA//ybiS//umuD//hofQ//ghxQ//napF//bglJ//tesB//menC//dxs//pepN//rnr//narZ//insK//dgcF//ahr//mlaC//narV//sstT//nadK//malZ//cusS//queD//yiiM//cysD//fpr//recN//ftsZ//mtgA//entH//carA//yqaB//ortT//cyoC//yciE//flgE//sufA//tsaD//yadV//uxuB//dxs//yebC//phnK//marR//yhbY//mdtF//yphD//ybgP//trmH//hisM//rpmH//yggP//yhaJ//iap//era//ssb//garP//ccmE//gatY//tqsA//paaB//proC//rplX//rhtC//treF//yfcV//ligB//fkpA//holD//rusA//hisB//glpR//slmA//idnO//ytfQ//mdtQ//ulaG//elfG//oxc//pykF//rplS//atpA//ycjD//fabB//ydcZ//kdpA//rpsK//entA//proV//osmE//rplR//hchA//secE//aspS//phoU//frlA//yegS//yebQ//iscX//narI//ydgA//fliS//metG//ygiS//cytR//cmtB//rfe//yigB//fimD//paaG//ygiN//pykA//sgcA//ybgQ//hisC//rffG//topB//yfcR//ygjK//yhbY//murC//slyD//alsK//insA-2//speC//fabD//lldD//gcvH//sapC//malE//rplC//glpX//mobA//secF//elyC//lplT//plsX//exoX//pinQ//tag//ttcA//alsA//paaJ//recN//yhbO//nemR//ilvM//lacI//hrpA//frsA//hflD//csgD//waaZ//ybcM//ribF//solA//rrrQ//ffh//ymfA//ivbL//malE//yafC//alsB//dps//nrfF//abpA//csgA//gspJ//dmsC//hipB//trmI//fumB//ccmC//bolA//crl//der//hofM//recD//fadH//paaF//fkpB//coaD//ycfJ//yjbH//opgB//umuC//rzpR//fabI//elbB//yddG//ulaC//hybA//nth//radD//rpiA//
GO_0055086_4	tusD//ycjY//fetB//bcsQ//srlR//modC//menB//cdd//ascG//yhbY//hofQ//cfa//lpxT//rutG//rzoD//diaA//entF//rppH//mtnN//idnD//tolB//yedF//insF-1//frwC//yohC//torD//selA//rtcB//dgcJ//yibA//fadR//adk//yajO//fecB//ligB//rppH//ynaI//fumA//wecA//dgcM//pdxJ//entE//msrQ//yfcR//galR//ubiF//cheZ//fadA//cdgI//yiaL//acnA//rraA//ycjP//yfjV//xseB//rhtC//feaR//murE//thiP//ftsK//ymgF//fixA//exuT//sdhC//truB//csrD//trkA//yiaN//rne//yecS//rseP//pgl//frlB//yggP//rimP//gadA//ptsN//chaA//sspA//proB//yijE//ychO//araF//pntA//rimM//ynfL//murJ//ybjG//dsbB//iraM//argR//ycaN//hcp//asnB//yiaU//osmE//aas//rutE//glnK//pgsA//fucI//fic//pinQ//bamD//manZ//kdpE//cheW//fliM//adeD//dkgB//yihL//kup//tas//fhuB//cheB//pnuC//yihI//mrcA//mltD//dicA//mhpT//pdxA//rnc//iscA//hisP//djlC//maa//purU//cra//uspB//sseA//yraK//potA//baeR//glsA//yadC//csgA//ulaF//dnaX//tpiA//tehA//hemE//atpB//lysS//pepA//rpmB//ssuB//araD//stpA//yqcC//manY//flgF//map//yaaU//ftsA//yahK//ldrD//sppA//gmd//arnF//yddL//uraA//proP//tolC//hemC//yeiG//ynfK//dsbA//arnB//panF//ybiI//sdhC//
GO_0055114_3	rspB//csiR//ade//hxpB//yjiY//alsB//hycH//epmB//rsgA//nrfE//chbF//glnQ//ydfG//apt//mglB//yhjR//roxA//sodC//gldA//cydA//ydbD//ycbV//yjjB//mrcA//dmsB//glpK//aphA//xseB//murB//ghrB//speE//narW//grcA//etp//malG//edd//rusA//yfaX//fucA//ynfF//csiR//rarD//prpD//setB//yjbH//ygbN//ttdB//aslB//birA//mqsA//recD//xisE//nagA//fsr//moeB//fdhE//menF//tcyL//araA//hisD//alsK//narP//cheZ//ydeT//pepD//ycfJ//caiD//ortT//mtlD//nhaA//csgA//yjjU//yfeO//trpGD//tnaB//phoQ//rhmD//topAI//xthA//menF//ppiD//acpT//frdC//pyrG//prmC//dinJ//hpt//tonB//hypF//dtpB//holE//ibpA//hipA//hisA//rcsB//mdlA//glmU//dapD//proW//stpA//thiC//topB//rplA//higB//fumA//prpR//hsdR//yddM//nanE//insI1//ydjK//frmB//gmd//pyrH//mglA//caiE//tolA//mprA//fepD//mukB//emrY//yibF//prpC//rusA//yedX//xylF//ivy//rpsG//idnD//garP//alaE//flgA//ycjW//wcaC//lacI//dcm//recJ//ftsQ//endA//srlD//astB//caiT//ivbL//clsB//satP//elaD//torC//dadA//hofC//mog//glgS//ybaM//ubiA//lptD//ivbL//yfaU//fiu//rpsN//nfi//cysU//abgB//ileS//yadG//plsX//hisC//ydeI//rlmM//ldtC//caiE//fadR//dusC//cpsB//mnaT//yggN//sdhC//ftsH//gpr//sucC//lpxT//metE//galF//ridA//glpD//proS//mlaB//lepB//pyrG//yfcR//thiL//agaW//dgcJ//cueO//
GO_0055129_5	rpmH//spoT//chbB//
GO_0055130_8	ydjE//yaiP//
GO_0060003_10	gpmM//borD//murE//pgaB//
GO_0060255_5	pinR//wecB//yqiH//ribB//selA//sdhE//mltF//lit//dgcM//secB//higA//potH//fes//yfaV//fklB//aldA//menE//bamC//artQ//srkA//yhhT//ynaE//mglA//sbcC//rpsE//nimT//ybcQ//rpmB//lolB//uxuA//otsB//smrA//yafC//hyfR//ycfL//napB//ycbV//atpA//lptC//lgoR//hpf//kdgT//ygbI//tdcA//acnB//acrF//yijE//pgrR//kdsA//mtlA//ypdC//pepB//wzyE//alsA//cpdA//gcvR//yfbU//yhbO//wecB//pheT//cheB//sad//argG//gadW//potD//ydcM//yggE//galT//fimG//hyfC//murI//cheR//rpoE//rplD//hipB//yfdK//dtpA//rnpA//rapA//lhr//galT//flgH//purA//hofN//paaG//potF//ilvD//rpmA//fieF//sbmC//fdhD//cpdA//wzzE//nudG//galT//eno//gadW//eptC//gcvR//yigB//rssB//rimK//ydjH//secB//mlaD//yjhB//purU//ybiX//arfB//endA//ccmD//yohC//nadE//gsiC//psuG//rhaR//alsB//dpiB//zipA//ftsN//nlpE//uhpC//ynhF//fis//livG//ybiA//ynaE//nfi//tusD//rssB//ydiV//lysA//bglB//tatB//waaZ//murR//ralR//yecS//waaH//minC//lsrK//slt//purA//gadE//entD//gshA//puuE//tdcC//proA//tusD//rhaA//ldtC//priA//hisP//yjaA//yjiY//nadC//pyrD//mntS//yahK//envY//uof//rfaB//yafE//soxR//yraH//rcsF//uspG//hisC//cho//phr//rlmN//queA//pyrF//tyrR//eptC//trkG//fliK//adk//uhpB//fumC//btuR//rraA//hslO//insI3//thiE//pdxY//argK//narW//fimE//mlaC//deoD//ycfL//trmL//ydeI//guaC//yiaB//yhbO//mdtB//orn//srlB//pepD//nagC//hokE//glcC//xapB//ynhG//yaaU//rnpA//prlF//xapA//gdhA//yidH//ydaC//nfsB//yggN//fhuD//focA//sufE//csiD//ychF//pdxJ//rplS//insI1//rnlA//glmM//ygjH//ubiF//yggT//moeA//intS//dedD//ompG//ubiA//gstA//pdxK//trkH//flgA//lsrR//lgoT//moaC//atpF//yjbB//deoR//selU//appB//rspB//ariR//kefC//elfA//aceF//trpR//bisC//nikB//apaH//yceD//ulaA//rmf//yhaM//fliL//mpaA//pgpA//proX//rpiR//ccmH//puuR//argC//dgcF//carB//pth//yhhT//menB//argC//nuoH//ydfH//fkpA//sbmA//tpx//selA//tsx//gmk//leuE//malQ//malI//ralR//rluA//hpt//cysA//yqcG//ompC//kdpF//dgoK//insI1//uvrC//tatA//sfsB//galR//priA//smpB//pgpB//gntK//rimP//recG//yphF//gspI//metE//uup//yiaJ//ybdG//nrfF//yjfF//argR//zraR//gsiD//ygeV//gcvA//focA//yehP//yfhH//bhsA//rna//era//yagG//minD//ypdF//pspD//livM//acrA//mipA//mppA//hexR//ftnB//zwf//nlpA//yqiI//gmhB//sbcD//secG//rhaD//xapR//pgaA//cof//nikA//nadK//arcB//yihV//rzoD//xapA//rpmG//fepA//rihC//yqeA//wcaC//dgoD//
GO_0060274_5	ybaO//
GO_0060326_5	lacI//
GO_0060341_5	pdxB//treB//
GO_0060491_5	asnB//folC//topAI//rdgB//
GO_0060566_8	norW//
GO_0060567_8	dcyD//yfcP//fecB//
GO_0060699_8	pheM//zntR//truD//yiaU//tolA//
GO_0060700_7	cmoA//nanA//lipA//ydaC//cysH//
GO_0060701_8	chbC//luxS//melR//hisP//ybdH//
GO_0060702_9	aas//gspF//coaE//yidR//narV//
GO_0061013_7	arsC//murD//hypF//artP//yjbE//
GO_0061024_4	nrdH//ybhA//ybhJ//yggX//hyaC//menI//era//elfD//mglB//ydiP//murF//fadR//
GO_0061077_4	hyfF//lptF//ispA//fimF//bsmA//pnp//ratA//rpiR//glcB//flhA//arcC//artP//bcsQ//torR//prfA//ydiF//metC//argP//allS//rutB//glmS//envC//csgG//
GO_0061475_9	bioP//
GO_0061504_8	cysU//
GO_0061610_5	murC//
GO_0061615_7	yddL//ydeE//
GO_0061687_3	efp//hemB//eno//pabA//hypE//ybiW//
GO_0061720_5	ygfZ//yjiM//yiaA//lhr//
GO_0061727_6	opgE//rph//greB//wecC//yfeD//preA//metG//gshA//ybeF//ackA//dps//potG//radD//sxy//ptsI//rzpD//frlR//rnd//intA//yccA//glvC//lamB//wzyE//pphB//
GO_0061984_6	argT//
GO_0061985_7	pgpB//
GO_0062012_5	hlyE//gshA//tauB//trkA//rhsD//lysR//mscK//znuB//yegD//fes//menF//
GO_0062013_6	flhD//gcl//glxK//
GO_0062014_6	ruvB//nei//
GO_0065002_6	glgA//artQ//gpmA//rfaC//hscC//dgcZ//yebZ//rpsE//
GO_0065003_5	fixA//tar//lolE//galM//xylG//gloC//ravA//frdB//nhaB//ydcP//cynX//hcaE//abgA//rbn//fur//hofC//aroA//aroB//ridA//yebC//murC//yiiE//dnaE//ydeM//uhpB//plsX//hrsA//eptB//napA//ibsD//asr//blc//hisM//zipA//motA//dppB//pgaB//rpiB//mdtE//thiL//abgR//pal//lpxK//rutA//ycbV//yfcV//gntT//clpP//ychO//nfi//pgaD//plsB//yebG//sgcA//rlmI//allC//alsB//yfcF//plsB//argG//setB//sfmH//tyrB//yjjW//fdnI//cusS//menI//rlmJ//bfr//kdgT//yccA//cueR//amiB//rfaH//rlmM//atpC//cmoM//mlc//lacZ//purN//ravA//gabD//melA//pstB//yehC//bluR//metG//barA//secM//trpC//tonB//mntP//
GO_0065004_6	tufB//
GO_0065008_3	yghU//leuD//rlmH//rplR//sthA//acrR//lptG//nrdE//sbmC//clsB//aphA//yfaX//hybO//rutB//mzrA//glnA//xapR//frlR//rpmA//ompW//idnO//hprS//fryA//tabA//rpmH//narK//rsfS//ccmF//otsA//potD//dcuD//dsbD//pgi//accD//ycjW//fabD//yiaJ//trkA//rplR//mak//pabC//lspA//glpA//abgA//nlpI//yihV//artJ//dbpA//uacT//poxB//ybhS//tamA//yhjA//dkgA//rplD//grcA//hscB//adeQ//cysI//gshA//ugpC//tatB//cspG//wzzB//ygbL//polB//lptG//argK//sseA//glnS//cpdA//mgtA//aroG//xylG//mntS//degP//cpxR//oxyR//ansB//asnS//yedF//mtr//yojI//hybA//nemA//yqaB//gltD//lasT//rfe//lysC//yghG//nfo//iscX//gsiB//rimK//idnO//tsr//yahI//rfaB//alsB//cpsB//exuR//aroL//mcbR//wcaB//yggX//zitB//yhgF//rpoE//menE//rffH//cvrA//bglF//ansA//glxK//dcuR//lldD//acrB//valS//pykF//aaeB//ccmH//acrZ//glgP//ydhQ//yfcU//cusS//ftsN//pheP//narY//envC//
GO_0065009_3	dgkA//dhaM//yjjQ//yghW//yieL//mepA//glvC//gmd//pldB//sdhC//yegV//intE//zapE//ygfA//fruB//waaG//flhC//metH//yfbR//bcr//lpxB//ydiF//macA//ygaZ//atpB//nagE//rsmF//pckA//yidK//gatC//galE//recC//pgpC//bglH//cadC//zapD//ibsD//galU//dnaA//hcaF//xseB//manX//rlmH//dacB//pepT//yhdH//mreC//cspA//nagE//copA//tauC//yhhT//ydcT//glnK//aas//rihA//idnK//rplT//rbsC//kefB//thrB//ygcR//ydeM//bglX//ompG//ygcR//mraY//dnaJ//norV//pinE//mhpD//lacZ//folA//sucB//fepD//yfgJ//hcaD//
GO_0070084_7	frdC//
GO_0070085_3	motA//fimG//
GO_0070178_5	slyD//
GO_0070201_6	frvB//arsC//guaB//
GO_0070206_7	nirC//leuO//mgtA//lldP//
GO_0070207_8	cdaR//opgB//yqjA//bssS//
GO_0070297_7	idnT//
GO_0070298_8	cadA//
GO_0070301_6	ade//nac//yqaE//dmlA//ygbM//thrB//cysD//fadM//fabZ//ybdM//
GO_0070329_5	lrhA//solA//
GO_0070413_7	galF//hrsA//
GO_0070415_6	sapF//ypdB//
GO_0070417_5	dgoD//ugpB//sapC//hisG//
GO_0070453_7	wzyE//
GO_0070475_7	rep//atoC//lpxT//garR//mtlD//ygiS//rhmD//hda//rcsC//guaA//folA//perR//sdhD//fecC//tyrS//ygaH//allS//ypjD//yiaJ//
GO_0070476_7	nusA//rseP//
GO_0070482_4	ttcA//rclR//yciK//sufC//
GO_0070525_7	alsK//astC//tabA//creB//
GO_0070574_9	livJ//acrA//dicB//ycjR//
GO_0070581_8	yneE//
GO_0070588_9	pnuC//
GO_0070589_6	yhjG//mdtA//cspI//mppA//serS//ychO//rssA//yqhD//yibA//yfbV//yajL//hrpA//rph//yidE//recX//rfaD//yidR//osmC//mlaC//ytfR//yefM//yaaA//ydjK//cdh//yfgO//thiG//xylG//ldtB//proX//yibA//aas//ldtC//ybcQ//metL//napF//fpr//ygjH//mltF//yqcC//fumB//wzb//rzpR//yjhI//
GO_0070627_10	flgB//
GO_0070646_6	yddG//
GO_0070647_7	crp//
GO_0070689_6	sbmA//rbsD//
GO_0070716_8	yedX//
GO_0070726_5	yodD//yhbS//
GO_0070727_4	tyrR//dkgB//adiA//puuE//trmJ//yfaV//macA//ybjC//yajD//ybcC//phnC//elyC//yieE//dhaR//fryA//pdeR//arcC//
GO_0070778_6	yhbY//ynfK//
GO_0070838_8	glcC//minD//sgcA//hsrA//trpA//phnH//ygfI//nfsB//sfmF//pgaC//ypdF//dgoK//ydcP//yiaF//ddpA//
GO_0070873_7	insA-1//cysH//
GO_0070874_7	cdd//
GO_0070875_7	tsx//
GO_0070887_4	ilvM//nlpD//hisS//cmtB//nupG//gmhB//gadE//pcnB//msrP//tamB//glnL//mdtB//ugpE//yraR//yjbH//dsdX//ralR//pdxY//acpH//nagB//yhbX//gsiA//nudC//gudX//dgkA//gloA//phnK//erfK//paaX//glnQ//evgS//ychH//wzzB//dgcT//ugpE//puuE//cfa//ygjK//cdaR//exuT//yneL//dicA//tisB//yeiL//zntR//xapR//zraS//rpsL//lgoT//tyrR//folC//yojI//yfbS//yadM//tar//arnD//artM//paaE//rplX//waaG//
GO_0070894_6	lpoB//
GO_0070925_5	plsC//ttdR//sgbH//msbA//yneL//csgE//yiaF//fabD//ribB//murJ//
GO_0070930_7	hybB//
GO_0070972_7	ydhK//
GO_0070981_6	ymjB//
GO_0070982_5	ftnB//
GO_0070988_3	ivbL//araG//
GO_0070989_4	rpmE//
GO_0071103_6	epmB//tatE//galU//ribF//rcnA//iscA//mdh//cobS//gltX//accA//tpx//nupG//acrD//azoR//higB//ygjR//ttdA//ycgB//recC//
GO_0071139_6	clpA//ypdC//
GO_0071214_4	rcsD//rcnB//relB//dgcZ//tsaC//secA//rseB//cysQ//nrfE//tesB//proS//mhpA//appA//pldB//nadB//nirB//fliZ//yfcV//frdD//intS//cbeA//rimO//rbsC//fabI//
GO_0071218_6	acpP//
GO_0071229_5	hyaA//rpnC//pmbA//cobB//ycbX//
GO_0071230_6	csgF//
GO_0071236_5	treF//cspD//ribC//tmk//aldB//holE//rpsJ//ybhS//tdk//tyrA//fdoI//fadJ//kduI//hcaF//ihfA//lrp//dtpB//mreB//
GO_0071237_6	tpx//aqpZ//
GO_0071241_5	adhE//nanT//mdtF//napB//yhfK//sutR//ydaV//evgA//obgE//yobA//phnL//opgC//ybcF//lptF//rmf//sthA//dgcT//
GO_0071243_5	wzyE//
GO_0071248_6	guaB//rpsQ//fmt//rimP//idnO//dppA//recG//umuD//yjjQ//minC//potE//rfbD//cadA//rplA//
GO_0071249_6	frwD//yidH//
GO_0071250_6	icd//hypD//
GO_0071265_5	cof//preA//fabB//waaL//waaG//
GO_0071266_6	rseB//ugpA//
