#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	frc//yhcH//amiB//menI//
GO_0006139_4	mutM//sthA//kefB//hda//yjiR//yaiW//sfsA//proA//yibH//cpdB//rihB//orn//frdC//yahF//rutD//argP//fhuC//xapR//mnmG//cheB//asnS//trpR//glnA//mtfA//garD//narP//phnL//cysI//insE-1//viaA//yidC//lysP//focB//argA//tatB//insB-4//carA//cvpA//ynhF//fhuF//yojI//yahF//hycI//btuC//ybjN//yjbE//yecS//proQ//opgG//nirC//gpt//clsB//cysW//nikD//puuA//alkA//ghoS//malZ//ymjB//kefB//mgrB//torY//rpsL//bfr//pitB//rseC//pgaA//uacT//upp//dctR//mqsR//panC//nagZ//coaA//nadC//glsB//rpsL//bssS//narY//nhaB//malX//zur//panE//gudD//waaS//aroF//fhuB//ascB//dnaG//ade//rnlB//srmB//ftsB//queF//arsR//potG//malF//hslO//srlE//ptsH//focB//cof//kbaY//nirD//rimL//yejF//yhfS//hslR//lacI//gpt//ybiI//fimE//bioA//yefM//hupA//htrE//pgi//mazF//rpoS//fadD//yodD//pepD//ydcR//rbsC//kilR//hemL//metK//dnaJ//sixA//yhjD//plaP//mdtN//bipA//ubiX//csiD//hypT//mdh//nlpA//mltA//pyrC//yfiR//glgP//yebG//lsrG//nanT//mglB//arsR//ibsE//bglA//lptE//ybjC//intA//ybcC//ispA//adiY//ynfH//evgA//allS//hemD//yfeW//skp//narL//yecS//xylB//cysZ//yeiG//dinB//mocA//lpxP//yagF//cyoA//hflC//yfbR//zipA//cysZ//selU//chpS//ybhI//xisE//cobB//dtpB//map//tus//nagZ//rpsB//solA//pgpC//yahF//nadE//kdpE//phr//metL//yifB//cdaR//yijE//mutM//amiC//yhjV//glxK//rsmI//yefM//yidH//recD//ybgQ//qseB//fruA//sapB//mlaF//gntK//agaC//yfeW//rpsO//glnL//lsrR//sapA//nanE//parE//queA//argB//menC//tas//mdtE//alaS//cspE//glgB//dnaE//radA//ybdN//glgA//lplA//adiY//yjbB//uvrB//galP//rhaT//nrfD//yhaJ//napF//cynX//cbpM//ppiD//eptC//cueR//insI1//selD//hprS//etk//purB//arnT//ribD//ytfE//nirC//lpcA//lacZ//pyrL//ydcO//yibH//baeR//pheT//rnpA//galE//rrrQ//ispF//aspA//fabR//flgC//idi//rssA//fabB//dnaT//rayT//ydaV//lsrD//wzzE//ybeQ//argD//gcl//yjbG//mdtG//pinE//yciK//citC//yehY//glvC//nagE//rpnB//fryB//rbsR//rdgB//folC//tatE//dinD//metE//thiG//rplA//glmS//fabZ//ulaE//bioD2//plaP//mraY//entC//rhsD//lgt//yqiH//metI//gltB//btuR//aroG//trpR//araH//csgD//speG//fhuB//dapD//hupB//ccmG//gatY//nadD//dgcF//slyA//clcA//moaC//metE//moaA//cysK//rffM//garK//mlaC//yihP//metF//cnu//yagG//fimB//nrfC//atpE//ydjE//rcsC//hemL//hyi//nrdR//uspE//cusF//tyrR//rhmD//lolE//yceD//ldtC//fabA//pitA//selB//ymfK//rzoD//rplJ//rhtC//ligB//lsrD//rapZ//mdtP//ilvA//yehP//uspF//yejF//ydbD//add//metR//rplI//comR//rsmH//csdA//lpxH//mrr//ridA//atoS//ssuA//dacC//yfbV//hisM//pdxK//yjtD//yjbF//mnmE//groS//narK//mutY//asr//ygbI//narI//mntP//fumC//yggT//yjjU//glcC//yaiV//ybaQ//rluD//ghoS//atpC//ydiP//ydaN//ppsR//znuC//mgsA//mprA//npr//lysO//ldtC//adhP//kdpC//rarD//ilvC//yjiM//cspI//yjhB//dnaN//yehY//cobC//sdhE//macB//bioB//adiA//flhD//ykgF//gabD//cysP//tsaE//lysC//glnK//puuA//zur//lpd//ubiC//yehA//hofN//eutD//alkA//yaiV//tusE//mhpC//gor//narX//mutH//gcl//proQ//glpK//holE//glcA//cusB//btuE//entA//ynhG//glpD//yieH//yhbY//glgP//lysA//ispU//rsgA//mreB//plsC//aroP//ydgA//fimG//ycbB//dnaB//yjbF//crl//mrr//dtpC//rsgA//mdtI//phr//cutA//truB//pdxB//murG//rnlB//cspC//truA//intZ//greB//topAI//yaaY//flgI//ibsA//argC//rarA//abpB//dnaG//rplS//fhuC//mscL//msrQ//bacA//seqA//mmuP//abpA//frc//mreC//hofM//yihP//nusA//hemL//ldhA//roxA//melB//arnD//glvB//murB//rph//araB//yedF//mscK//pgi//insA-1//fimA//metL//rph//panZ//mgrB//pdeH//bssS//lptB//pinE//grcA//grxD//ldtD//mtlD//bglA//eutR//yebK//mgrB//yhhY//ydiO//intA//cbl//ilvN//yhjX//gadX//glrK//mdoD//mngB//blc//yidQ//ruvC//ykgF//smrA//lacI//upp//ssuA//potA//rffG//deaD//ruvC//fliD//flhA//truB//queA//tag//clsC//ridA//tamB//nrdI//tamB//patA//baeS//artJ//ybhS//selA//gspJ//dapF//rimJ//sfsB//fdx//moeB//hyaC//torA//nfuA//yajO//btuR//ypdI//insF-1//yjhH//frmB//hofM//nemA//nrdF//yqhD//recG//ftsA//mutH//gabD//bioH//chbC//pldB//insE-1//cobB//rplF//yddA//tsx//rseC//topB//treC//dgoD//hybD//mraZ//rffH//nrdF//pheA//ygjR//ndh//nmpC//sfmA//
GO_0006140_6	yjjU//yeiL//
GO_0006144_6	fabA//yfdG//tusE//speD//ybiI//flhE//dppD//agaR//ycgV//yifB//
GO_0006145_7	pgrR//ddpA//hcaB//rutA//
GO_0006146_8	fkpB//nrfB//
GO_0006148_9	glgP//
GO_0006149_9	aceF//
GO_0006150_9	aceK//
GO_0006152_7	rpsI//cecR//ftsK//ycfJ//sdhA//cutA//
GO_0006154_6	yciG//
GO_0006161_9	yedF//
GO_0006163_6	sbcD//xisR//betB//ygcO//opgH//narJ//waaY//hyaB//yfeR//yghG//pinE//hprR//ldtA//pgm//rlmJ//ykfM//guaC//ilvM//nanS//galT//kefB//xisR//rdgB//minC//ptsH//ebgR//murJ//elaD//ygaH//yfaL//galU//fimH//cpdA//cysE//folM//dedD//kefB//phoE//preT//zntA//murB//yiaT//nemA//ackA//mazG//yhdH//pspF//fadJ//frmR//sgrT//scpB//mlaC//epmA//hycB//
GO_0006164_7	fre//adk//ybdN//glgX//hisQ//livJ//rhoL//ttdR//paaA//hrsA//tatE//lsrA//bamD//btuR//rsmJ//rplQ//yjbF//ygfZ//tig//hyaD//lepB//phnK//xerC//pabB//zapC//bamC//alr//tap//yihW//lsrC//ynfL//ydcO//folX//aas//alsC//rppH//aqpZ//yfaL//zwf//amiB//
GO_0006165_7	queF//sdhB//sapC//mlaB//rbn//rnpA//puuE//torC//lptG//yedP//chiP//nlpE//bssR//ampE//fumC//rpoH//ydiV//csdE//dauA//
GO_0006166_6	rarA//btuR//
GO_0006167_6	ygaV//
GO_0006168_7	radA//slyA//
GO_0006171_9	pgm//
GO_0006172_9	tig//
GO_0006177_9	csgF//cysB//pepA//
GO_0006178_7	ghxP//
GO_0006183_9	mepS//
GO_0006188_9	phnH//ygbM//rfaC//cysM//
GO_0006189_10	pepD//codA//
GO_0006195_7	pdeK//yhbY//
GO_0006203_8	corA//rodZ//
GO_0006206_6	appY//garP//yidL//nagZ//ynhF//hcaT//yehU//citG//galE//oppB//dicB//modA//gapC//ompA//ftsH//hypD//menD//mdtL//argC//lolE//insE-1//mepM//nrfA//mrcA//glnH//casB//
GO_0006207_8	ydiB//rffH//xseB//trmD//rpiR//
GO_0006208_7	rluE//pckA//iscU//nrdG//lrp//tynA//lacI//mcrA//pdeR//ilvB//livG//gltX//fixC//
GO_0006209_6	sgcX//
GO_0006210_8	glnQ//
GO_0006212_6	groS//hupA//pheT//yihV//nei//metL//insK//ybjX//btuR//mraZ//flgI//
GO_0006213_6	ilvA//sfmA//uraA//ybbN//mlc//dbpA//fimZ//aspA//ygdG//umuC//maeA//fixC//cvpA//luxS//atpG//hycB//
GO_0006216_9	cspB//
GO_0006217_9	xanQ//
GO_0006218_9	mscL//
GO_0006220_6	emrE//ydeM//bssS//lipA//opgG//truC//ampH//lsrC//cobT//pgaC//gloC//puuC//rplT//nuoL//lysC//mlaB//glxK//yfdO//pal//acrB//
GO_0006221_7	minC//cspA//ulaC//glxK//dnaN//ybiY//entD//zraS//symE//degQ//pdeL//yfaE//tusA//
GO_0006222_9	shoB//
GO_0006225_9	hybA//
GO_0006226_9	higB//btuR//
GO_0006227_9	csrA//
GO_0006231_9	yfcS//
GO_0006233_9	phnP//
GO_0006235_9	deoC//
GO_0006241_9	sbcD//
GO_0006244_7	rplO//trpGD//yiaT//clpB//glpX//ybcL//hybB//
GO_0006259_5	cmtA//tsaE//torZ//yhaV//ynaI//mgrB//ycfL//rfe//lpxH//proC//nfo//yahF//glpX//phnH//ubiB//dgcQ//pppA//yifB//waaY//ompN//fkpB//kdpB//ibsE//rfaF//fre//yccA//holB//sgbU//yciE//yhiM//rutG//sucD//ypdC//yggF//accC//zraS//tdk//psuT//rep//hypC//lapB//gloB//tatC//galR//nupX//prpD//rimO//yegV//srlR//hokB//srkA//yjhC//ubiX//deoD//ribB//ypdI//fimZ//seqA//grpE//yqiI//gsiC//ssuC//rffC//gadE//proQ//pabB//crfC//dbpA//manZ//nadC//bioH//iscU//menH//fdoI//tmcA//gatA//rpsO//ybjG//ubiB//dicA//sufD//gcvT//galE//eutB//yfcA//sppA//ppsA//yddA//ibaG//zapD//thiM//dnaX//gspI//ssuB//rhtB//folD//hpf//emrY//argF//trmO//rhaA//ybiW//sgrR//ybiX//wzzE//tdcD//rof//gatC//yeiG//ydeM//parC//ddlA//nikD//prmB//kdpE//gstA//glmU//uhpA//citC//nudB//nuoN//dinQ//speF//fetA//fpr//metQ//leuA//yfaX//pdxJ//yejE//ygeA//clsA//apt//mioC//ttdR//dicA//entA//eamA//emrY//aceK//plsB//frdC//gloA//dgcF//nagD//arcB//rihC//entH//
GO_0006260_6	spoT//syd//ynbD//mlc//psuT//ttdB//cvrA//nikE//recO//ppiA//hflX//yoeB//ybeY//dtpC//cmk//ykgM//melA//trg//ydiF//rlmE//zipA//
GO_0006261_7	fadJ//hicA//lysA//sspA//rlmF//fumA//sufS//nadD//dtpA//ogt//agaA//yidP//
GO_0006265_6	yfiC//nanR//ygjH//degP//pepQ//
GO_0006266_6	frmA//cutC//dapD//
GO_0006267_5	raiA//
GO_0006268_9	atpD//casA//flgC//
GO_0006269_6	hsdR//
GO_0006270_6	bluR//plsC//ybhS//nudB//ilvA//garK//
GO_0006271_7	nrdH//ftsA//flgD//
GO_0006274_6	purT//
GO_0006275_7	elfC//rssA//murD//betT//trpE//rfaQ//ompG//treB//abgA//
GO_0006276_3	pepN//kdpE//fdnG//pdxJ//ydfG//pepA//glcC//citC//
GO_0006281_6	ygiB//mgsA//ymfK//lgoD//phnL//rutR//gspJ//yadN//dam//cadC//rsuA//amyA//yehB//rplM//cysM//ugd//dld//aceB//recQ//kbaY//ybfA//glnL//cynX//npr//frdB//pdxH//purD//hdeA//yfcQ//mlaB//tisB//galF//ssuA//recQ//yhaC//idi//chbG//pstC//dicC//metC//hemD//slyD//bamD//flgB//appA//yedL//pbpG//hypF//tusB//paaD//yfdS//ybaT//gcd//cysG//yebZ//
GO_0006283_8	pykF//
GO_0006284_7	luxS//lysU//rhaD//yihQ//murA//dapF//
GO_0006285_6	bssR//fepE//ygfA//ccmE//yqaB//
GO_0006288_8	elfD//rfaD//
GO_0006289_7	glvC//rhaT//
GO_0006298_7	mreD//tolR//minC//sspB//yjiX//ybjI//rhaM//rsmA//yhjG//insI-2//
GO_0006301_7	phnI//ydeO//ypdF//ttdR//
GO_0006302_7	yihV//prpC//bluR//umpH//holA//yfaV//yghO//wbbK//icd//
GO_0006304_6	dgoK//moaD//uspG//dinI//lipA//dgt//fepD//dicA//cobT//
GO_0006305_7	arcA//thiP//folC//mdoD//
GO_0006306_5	pyrE//fre//crl//sgcB//
GO_0006307_8	cysM//rlmL//proP//sucD//aldB//
GO_0006308_6	citT//iscX//sodA//zapE//gsiA//queF//yciG//glpC//gadW//bssR//rfaQ//ycaO//
GO_0006310_6	ftsK//yeeA//yihX//tolB//mobA//ubiB//rplX//yddA//prpB//speG//paaJ//nrfF//nagD//panD//ihfB//treA//ydhQ//degS//cpsB//seqA//sfsA//rhmR//gloB//hda//mrdB//bamE//dgoR//hemH//glmS//nanC//yebQ//gltX//bacA//hdhA//yieH//rmuC//ynjA//dnaG//yceO//rpsP//tatD//ybiY//nagK//
GO_0006313_4	pspA//yciT//fixA//yfcV//ldtB//yjbG//nimT//
GO_0006323_7	cusC//
GO_0006325_4	dcyD//
GO_0006351_6	ybhI//cspA//cdh//glnA//idnD//holE//citX//alsB//atoB//ydjL//ycgV//potH//wzyE//hscC//waaC//yddG//recN//ratA//pldB//purA//dhaM//ftsA//ydaV//rclB//nrdE//tsf//btuE//hyi//melB//btuF//eptB//lpxT//lpxC//tadA//nadE//eutD//dcuC//envZ//osmC//lepA//accB//ftsZ//mdtC//arcC//fadR//plsC//ydiK//alsC//sufE//betI//xapB//ybdN//yfeX//insE-1//ariR//dsdA//yjaZ//nagZ//kdpC//lplA//yqhC//ilvD//add//eptC//yqeG//gntR//eco//rihC//cheW//proB//folM//yadG//ygaV//btuR//amiA//ispG//ybhD//sufE//pyrB//priB//adiA//uhpB//curA//uxaC//maeA//thiQ//hokE//tus//artM//asnB//marA//emrK//yagG//zntR//lpd//asnS//lgoD//ssuE//cmtA//iraM//narH//ompL//ycfJ//mlc//ycjY//hcaB//oppC//yqcC//rfaE//alkA//queF//erfK//basS//cdaR//nlpD//hcaT//mgsA//glrK//torI//
GO_0006352_7	dgoD//xapB//surE//yhbX//
GO_0006353_7	polB//cynT//
GO_0006354_7	cheR//zinT//trpD//
GO_0006355_7	paaB//ydiV//metN//viaA//xapA//glnS//ccmG//nhaB//mdtF//ynfL//chbG//argS//puuR//pdeH//hycB//arfB//aidB//cedA//yehX//putA//rarA//purF//yidR//nei//yqeG//cysK//fadH//yciV//ybaT//tauC//yfiF//ymjB//rcnB//prpD//yfcF//rhaA//efp//rutA//yagJ//fur//ynjA//brnQ//nlpE//mreD//aroE//cysP//kdgT//minD//yebS//intF//ybiJ//ulaB//dnaX//rimO//torI//yeaG//sixA//ynbD//cysS//yidL//nrdG//proB//flgC//yoeB//rsgA//shiA//elfD//fdhD//panF//dkgA//recD//lysA//araD//envZ//pfkB//sbcB//xylF//fucP//yceK//lacI//sfmA//cmk//rsmC//purC//nrfC//ydeP//narK//fruA//bisC//gntP//yjfP//insB-4//ubiE//yqhD//raiA//xylE//preA//recA//mdlB//yeeA//oppC//proB//nikB//hflX//pgm//hprS//fimA//add//sgcC//ydhJ//nanA//hrpA//lysP//yagG//mdtI//nuoH//paaB//ybjC//trmJ//hexR//yddM//rlmB//menD//pepB//miaB//puuR//thiE//yhaV//xseB//zntR//glcC//dgcT//ettA//uraA//yiaF//yagI//phnP//garK//phoP//pykF//hrsA//ddlA//mcrB//lrhA//infC//ampH//melB//ybiT//yieK//rhtB//yejA//xerC//hdeA//ybhJ//metR//mdtA//ddpA//ygcR//gsiD//ssuB//abgT//nanC//gadW//hupB//ybaK//mprA//rplB//hflX//prfB//mepS//ribE//map//ykfM//artP//rihC//yigL//ompR//polB//hyfC//csgE//waaS//hscC//dinG//ygiB//trmA//yacG//phoR//cysB//yjcO//ykgM//mdtJ//clpP//rplP//rsgA//dxs//malG//ogrK//xerC//cvpA//ybcM//mdtJ//yghW//ytfP//rlmE//sdiA//fdx//pflA//allR//perR//cysB//nikC//btuR//clsC//tilS//msrA//ugpB//pntA//sufS//hupB//rimO//zipA//hemG//dsbD//hokB//adiA//glsA//yeiG//cdsA//yfaV//emrE//folA//speG//rffH//dicA//ralR//glmS//malI//bssR//yaaJ//gor//trmB//mug//wcaB//hxpB//yeaG//mppA//uspC//yqcC//creC//hofP//xylR//hfq//clpS//hisP//menD//torI//bamC//yahD//rutE//ybjG//sdhC//
GO_0006357_8	greB//
GO_0006364_9	plsC//qseB//lapB//alsK//cpsG//yphF//caiD//rpsG//yciH//cadC//ycbU//yddG//ptsG//miaA//tdk//ycjD//rpmF//dgcJ//nuoL//recR//def//viaA//ybhD//cspC//prkB//bioH//amiA//holA//yeeA//pgaB//lapA//bglX//cyoB//hinT//ddlA//hyaB//yjhP//tolQ//decR//arsB//luxS//sufS//hcaC//
GO_0006378_8	cheA//yqjI//
GO_0006379_8	potA//
GO_0006382_8	cra//
GO_0006396_7	nadC//ygeR//maeA//thiC//ycfJ//ibsB//ycbV//pgi//fimE//gutM//yeiE//gntP//yfaV//yfhH//afuB//ydiB//yfcR//lasT//envY//opgB//abpB//insA-2//gloC//yqhC//coaD//kdpA//potD//suhB//fur//gsiC//eptA//ibsB//treR//ygbI//yafS//ybiT//sdhA//pphA//rpmE//hemB//mcbR//hda//torZ//nirB//agaI//gnd//nemR//gadB//ygcR//acrA//pcnB//yadK//citX//minC//nuoE//acrE//ssuC//yihQ//baeS//tatC//yeaG//otsB//ubiC//hofP//zur//lolB//yddG//fic//carB//ynaE//rlmN//rpsI//glnP//polA//yagJ//ybdG//adiY//glxK//fdoI//cdh//yeeO//ibsB//tolC//lrp//yqaA//hycI//yhbS//nrfF//rplM//araE//pppA//gabD//ubiG//basS//arnD//rodZ//sgcE//ghoT//yiiM//phnC//gloB//yadC//
GO_0006397_8	yidE//fecD//thiC//
GO_0006399_8	lpoA//yneL//era//lptD//afuC//yijO//ynfF//tsaC//sapD//rcsF//kdsC//flhC//arnT//frr//bioP//menF//rusA//rhaT//glnH//cmk//kdgR//metQ//yfgO//yfeO//lpoA//basR//yiiM//ydiF//mdtJ//yjbF//folP//nrdB//mutH//lpoA//sufE//yohD//creC//araE//moeA//motA//yihV//mlaF//uspF//mmuM//hisG//tas//agaV//ybaK//dsbC//yfaE//flgB//bfr//nimT//lplT//ygbL//mlaF//tldD//lsrR//gsiA//gspE//arnF//ydiQ//rusA//focA//ldtC//ais//bioB//torD//rlmC//secF//murF//argS//lrhA//ispB//folD//araB//hypD//mtlR//minE//yhfK//tyrS//udp//
GO_0006400_7	csdE//gsiB//hypE//hfq//ycjQ//yhdW//puuA//guaD//tyrA//ldcA//phoQ//dicB//yobA//cho//seqA//cysB//yhaV//rpsE//gcvA//argK//viaA//menA//prfC//ytfP//cheW//dnaQ//chbG//aceK//rna//yciT//hprR//yhjR//luxS//qseC//artQ//menD//selA//yfbV//rhtB//ygcR//holE//narQ//proW//ridA//yagG//rlmI//prpC//uidA//etp//
GO_0006401_6	lolB//nusG//yadV//ymfK//yedA//ypdA//ppk//fetB//htrE//yedL//narQ//glpA//rplC//livJ//phoB//ascB//thiL//abpA//ftnA//dkgA//surA//cnu//
GO_0006402_7	glgP//epmB//yjiA//nrdE//mmuM//ybiH//chpS//sanA//chbR//fdoI//tamA//
GO_0006412_6	arcB//aldA//zinT//fiu//relA//agp//suhB//hns//gutM//gpsA//pdxH//casA//rpsB//ybhS//truB//trpB//sucB//hemE//frwD//yhbS//elaB//ubiB//gspJ//yjbH//dapA//sugE//pth//yfeO//greB//narX//lptE//dapD//argO//pepT//adeD//hinT//ycgV//kduD//elaA//rcsC//flgH//ycaO//gph//atpG//treR//nlpA//gltK//rnlA//nadD//alsB//tadA//
GO_0006413_4	flgC//menI//ynaE//
GO_0006414_6	hcaT//rutB//mppA//thrA//lptC//gatD//sgcC//ortT//yebS//
GO_0006415_7	ppk//ispA//hscB//tomB//nrdE//mdtJ//lapA//
GO_0006417_7	murD//tgt//yadN//ygiS//dgoT//narL//yiaA//rimL//ydbD//ompN//plsB//chbG//ydiZ//ykgM//ade//rzoR//torS//recC//yghW//asnB//ygdG//tdh//bolA//yjfP//katE//galM//ampD//glvC//dgcT//sbcB//glgB//mdlB//manY//fadM//gloC//nirB//recC//glgC//bcsQ//
GO_0006418_7	tabA//yiiE//rsmF//fucO//fepC//cyoB//btuR//btuB//basR//fixC//gsiB//fumB//prfA//sfmA//fiu//sgrT//selU//ybaT//aaeA//ybjC//raiA//ypdI//yeiG//oppF//glmM//
GO_0006419_8	maoP//
GO_0006420_8	lptC//
GO_0006421_8	thiD//
GO_0006422_8	nudC//
GO_0006423_8	qseB//
GO_0006424_8	atpG//cynS//
GO_0006425_8	ybdR//
GO_0006427_8	yehZ//
GO_0006428_8	ybeY//
GO_0006429_8	modB//
GO_0006430_8	sgbU//cobB//
GO_0006431_8	baeS//
GO_0006432_8	rzoD//yejA//
GO_0006433_8	ybjN//
GO_0006434_8	murA//
GO_0006435_8	lgoD//
GO_0006436_8	hyaD//
GO_0006437_8	rclC//
GO_0006438_8	emrB//
GO_0006446_8	mlaC//mscM//ispU//insI-2//fliG//polA//cyoD//
GO_0006448_8	rplC//hdeA//ampG//mtn//malZ//
GO_0006450_4	ytfQ//slt//purT//yhbQ//orn//lysS//pdeR//mdh//cas2//lgoR//
GO_0006451_7	yggT//
GO_0006457_3	glnK//tsaB//galP//ptsN//ldcA//yjiQ//aroA//rpiB//cysQ//hybO//bcsA//artI//hdfR//rstB//yfgJ//yjjG//tqsA//mnmG//tus//livG//mnmA//yehP//mtlD//rimO//maa//ydaC//phoE//tabA//proW//rplM//accB//rraB//yeaK//chpS//paaG//lgoT//cadA//mak//ybaO//prkB//
GO_0006458_4	ydfG//hcaT//bioF//cspG//hmp//treR//pfkA//rplK//
GO_0006464_6	cheY//ybdH//holD//wzyE//hemA//cmk//gadC//acpS//atoB//pheA//ecpR//lsrC//yahD//rbsD//hofO//qseB//hycB//phnP//sucD//yqiG//ymfK//yggD//fabB//pckA//yagE//envC//ytfT//yidD//scpB//fadD//gmd//adiY//rpsS//ddlA//ushA//sgcE//rpoH//lipA//yciV//cbpM//ftsZ//dgcQ//aroK//iscS//aroB//pstA//fliD//oxyR//bglF//yjbG//yjjV//fepB//moaE//yadN//lgoT//lyxK//flgC//prmA//lysO//pta//rlmN//dhaL//ghxQ//sodA//mmuM//actP//yhcH//uhpB//mfd//alr//phoU//yihL//mdoG//bglA//fes//folX//nanC//cueO//gmd//yfeR//yidQ//mdtP//nepI//ydjJ//sodC//agaI//yggW//panE//puuE//rlmN//yfcR//hdfR//fryC//glnP//preT//nemA//tcyP//aroF//glpX//nac//rlmN//metB//ybjN//sgcC//metI//ygeR//ttdR//pyrC//ppk//malE//proQ//hofM//puuC//moaA//dcm//ygeA//eptA//dacB//cusA//pdxH//treC//evgA//fucI//pepB//ybaM//yaaU//metN//mrdB//hybO//hyfR//tmcA//yfhM//mnmC//idnT//yoeB//ldtA//accB//lapA//gudD//alsE//uspE//sgcB//
GO_0006465_6	glmM//iraM//lpxC//
GO_0006468_7	paaJ//zntA//gpp//rpmC//thiD//araG//mlc//recX//stpA//yccS//purA//pdxY//dapA//cpdA//gltL//ycbB//folP//znuC//lpcA//entD//creB//lysC//narI//ubiA//hycA//dgt//yebG//dsbA//dld//yjiA//paaZ//sdaC//ybiV//allD//nrdA//ftsY//tusC//tap//cbrC//gor//ygjH//truC//yiiE//rpmH//garP//yjtD//atpD//perR//rluC//ybdG//pdxH//puuE//yidK//
GO_0006470_7	ynfK//hyaB//miaB//xerC//wcaB//barA//pepQ//topB//frwC//bamA//pbpG//lolA//mepM//mdtC//flgM//cpdB//
GO_0006473_8	fdx//xylB//nlpE//treA//yraH//yphD//yjaZ//serB//secE//yehB//hemA//manY//
GO_0006474_6	purF//garK//xapR//lptA//rof//
GO_0006475_9	lldP//bsmA//
GO_0006476_8	ydjK//phnN//fimI//
GO_0006479_5	infB//tusC//ydhJ//ygfX//nlpD//cpsB//smpB//rplY//
GO_0006480_6	ompN//
GO_0006486_5	puuD//
GO_0006490_5	yghO//
GO_0006497_7	fryB//
GO_0006508_5	insH-6//umuC//gstA//ydeT//rodZ//yebS//cycA//yadG//atpC//yrdA//acrR//rlmH//pck//lpoA//xylA//waaO//trpGD//ydiZ//dnaQ//ftsN//gntP//lldP//wrbA//modA//nudC//ykgF//gudP//ybcJ//adeQ//pncB//dfp//nuoB//talB//bhsA//ycjQ//frsA//frlA//mepM//ebgR//ldtA//dgcT//ulaA//nrfA//adiA//manA//puuE//yghO//wbbK//yjaA//mutL//pyrG//csgA//cbtA//ygjH//dxr//
GO_0006515_7	iraP//acrR//accD//argB//
GO_0006517_6	dcuB//pheM//aroB//holA//
GO_0006518_5	ivbL//frvB//elaA//cbrA//rarD//ugpB//deaD//sufE//lptE//malP//creC//ttdT//xisR//cho//mscM//melB//phnC//yhaJ//arcB//selD//mglB//queG//cmoA//sapA//hycH//ilvE//aas//rpsR//insI-1//recO//diaA//rsmB//hdeB//cusB//paaD//purA//chbB//wzyE//agaS//tdcC//yciH//zwf//hisQ//groL//yhaJ//cobT//rtcB//hemC//zntR//ldtA//holE//yejB//dgcT//asr//mutM//ydcR//yeeA//ykfM//cobT//proX//gstA//insH-5//clcB//ycjR//cspD//ddlB//ybcL//treR//cysQ//tar//rfaD//dinD//atpG//yihQ//prmA//preT//rluD//
GO_0006520_4	aldA//mcbA//orn//fryB//ydiO//araF//mmuM//accA//rpnD//trmD//ppx//entA//mltC//treC//thrS//yjcS//ypdF//pdxY//gntK//gltB//mug//djlC//argD//dcm//rplO//phnJ//rclA//cynS//pstC//gltL//puuA//ppc//rmuC//ada//ccmD//casB//sgcE//hipB//ampH//bluF//qseB//agaC//panE//glmM//ftsX//ybdO//yegT//nuoL//aaeA//valS//ihfA//dcyD//sad//ynfF//wzb//deaD//nikC//rzpD//ulaR//gpp//arcA//rfaQ//intQ//torS//ampD//rcsF//mazG//panE//ilvI//zwf//lysU//dsdA//waaH//fdoG//hiuH//rpoH//holB//sfmF//tolB//thyA//entA//hdeD//fimZ//xseB//glpR//guaD//cyoA//lsrA//ribA//yahI//rpoS//nagA//mhpA//tolB//ulaE//yjjW//rplM//secF//cfa//entD//paaK//proB//ampD//nuoM//rihC//sulA//rhlB//dgcE//osmY//bamB//ynbC//rcsA//gatB//yhcD//cvrA//ygiS//yfeX//torS//yjcS//asnB//dsdC//rutE//rmf//yegT//gldA//nadK//folE//aer//cirA//yibT//ydhK//frlC//tonB//pfkA//ligA//hsdR//ftsK//ygcR//araE//dppD//hycH//ibsC//mdfA//pgk//phnG//gpr//cfa//ydiQ//nupC//cusA//bglB//leuC//yjiY//yfdS//yjbB//viaA//sulA//ackA//fcl//pyrE//sgcE//yebS//glpC//rraB//alkA//yegS//dinQ//yihR//gpmA//ypjD//ynfK//hisH//thrL//pgpB//gntK//yihU//gabP//yajR//dauA//ykfI//msbA//rimI//uup//yfgJ//purT//fliL//cspG//uhpT//ybiS//hemN//ridA//sad//hdeD//rlmB//menB//tsf//mgtL//entF//yagU//guaA//pstS//glpG//
GO_0006521_6	malG//xylR//rplE//
GO_0006522_7	ygaZ//arsB//trmJ//ydhJ//rpiB//ybaT//fixA//
GO_0006523_8	leuA//cyoD//cas3//galM//
GO_0006524_8	pgm//aroB//yjgX//
GO_0006525_7	rcsA//flhA//ascG//rffM//ldtD//thiI//dgcE//fryC//thiC//murG//bglJ//ascF//rihA//ybcM//cpoB//lsrK//tus//ftsB//emrD//insI-1//prfA//
GO_0006526_8	gpp//yehZ//cspA//fabA//prlC//surA//rhaB//purC//paaJ//gcvT//fre//lptC//ybiJ//
GO_0006527_8	sohB//nrfA//acrE//yphC//rhmD//rpe//rarA//atpF//tsx//
GO_0006528_6	sgcB//ybiJ//ptsH//rusA//
GO_0006529_7	oxyR//nhaR//
GO_0006530_7	phnJ//rplP//
GO_0006531_7	eutB//serA//chbR//ydeI//livJ//metR//hdeD//oppB//
GO_0006532_8	cmoA//lolA//
