#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	melR//cysU//pgpB//nuoM//
GO_0006139_4	ybfA//ivy//yggT//yijO//trxA//ldcA//cusC//ptsH//citT//yoaA//obgE//hcaT//nadB//yadK//ytfE//trpL//rpoH//fadJ//btuB//insF-1//cheW//ybiW//rluA//ytfE//frvR//glsB//nfsB//citG//mdtK//ydcP//nagE//metK//yjhP//ygbL//hprS//rutA//birA//opgG//ybaT//murP//mnaT//ycjR//csgB//alsB//rodZ//lsrR//sfsB//folA//cyaA//pheP//ghxP//ygiW//glpA//prpR//nhaA//rusA//glnD//yjhP//ade//cspD//gltI//hisH//flhC//aceF//nuoE//paaA//yafO//lptE//rzoD//purB//ybcF//baeR//patA//surE//bssS//yeeL//torZ//hofP//hycB//ygfX//dld//yqiH//yoeB//yfcA//atpB//rpoS//gpp//dhaL//bepA//chbG//trpC//uspE//bamC//hyi//dadA//hldE//tar//insB-2//intF//hflC//yhaJ//pitA//phoU//bisC//gntR//yqiI//yhdX//arnT//nadC//rpoD//yciH//yjjQ//rspB//arnE//ispB//cynT//waaQ//yfcR//yjbE//fur//tilS//prlF//ymfA//pntA//fimG//gmk//hemE//hisF//rffG//livM//znuB//lolC//modB//gpmM//adhE//yccS//bamD//ykgO//manA//rplX//secM//asnB//ibsA//solA//soxS//mepA//nirC//nadB//fecD//slyA//ribA//ftsI//mlc//dhaK//ybaQ//phoR//yfaV//panE//ackA//rfaQ//pepB//ybcQ//yfaV//asmA//codB//dosP//setC//yahD//araA//cpxA//ydgA//rhlB//hemE//iscA//yghW//cpsG//ynfK//aroD//mngR//tcdA//ravA//corA//ispB//prmB//bcsQ//mntR//garK//secF//cusB//yagE//lpp//csgB//fimA//yhbX//slmA//yaaA//yiaB//metB//ygeA//rplN//gudP//yhbX//ycdX//ddpX//yhcH//frr//afuB//pdeL//citT//flgM//casE//cmoB//arsB//hisS//yqeA//trmB//rplO//ydcO//ygiN//yeaK//intS//yfbV//rhaR//yhgF//rplJ//roxA//insI-1//phoR//rpoH//epmA//acrR//sapC//plsB//rplI//phnH//nuoF//acpS//opgC//tauD//hrpA//fabR//yehT//rpmE//flgA//insI1//alsB//pinR//yihO//btuE//nemA//mutT//ycgR//mhpR//pstB//emrE//sbcC//mcrB//miaB//bdm//uraA//abgR//fadA//chaC//gmhB//torC//ykgF//rnb//fliD//ansB//fabI//yhbX//ivy//alpA//nlpI//tnaB//ybdO//lacI//ydcS//gltI//mcrB//hipB//fcl//rna//rzoR//malE//rstB//pcm//chbR//gadX//ravA//cysH//macA//fes//hslV//alr//basR//bcr//narK//yjbB//glgP//cyoB//gsiC//msrQ//agaR//glpK//murQ//yghG//ttdT//tcdA//accA//torD//cueO//lpxD//orn//mutM//emrY//wecE//casC//pdxY//frwC//yphF//yciA//acrZ//rpiA//rarD//ycbU//frlR//menB//aqpZ//hsrA//arcC//sgcR//proB//cpxR//galT//dcuA//idi//ydcR//panE//rspB//gntU//nrdI//rlmH//srmB//mlaC//bglA//pheT//fadL//moaA//cpdA//yhbQ//oppA//yggN//ybeY//mrcA//livF//btuD//ppk//tusB//ispU//bssS//aaeR//acpH//nanS//kdpA//pagP//msrB//rplK//dgcM//hemH//yhbO//glnD//cyoC//diaA//cueO//rpsL//cho//yeaK//rcsC//trpB//ydjJ//dsbD//csgA//agaA//hisS//nrdE//yidK//trmH//ydhC//cytR//paaZ//menF//argI//abpA//phoP//rclA//mltA//rpiA//nth//pdeD//polA//mraZ//yceK//amyA//yhjV//asnB//yciG//yhbQ//tatD//ychO//clcA//lsrR//yejE//uhpB//proA//pspG//srkA//puuA//sfmA//glmM//trmB//dgcT//cspA//nikA//mdtF//ptsH//dinI//nrdH//ispH//gnd//bssS//acrA//kefB//pgm//dcm//coaD//macA//sgcR//potG//pcnB//mltD//ybdZ//icd//slyD//tusC//dnaK//phnP//dinQ//tig//fadL//fdhD//secB//lldP//cysW//ssuE//hypD//pyrH//yidZ//ygaZ//gpmM//ubiD//tcdA//nfi//ralR//sbcB//oxyR//yeiL//mrr//satP//kdsD//minC//hiuH//menC//cydD//uup//rna//acnA//hdeD//gpt//cspG//pbpG//sbmA//atpD//rpsL//rplI//lptC//dsdA//cra//ubiI//hemG//rpmA//pgpA//dpiA//wrbA//ibpA//fimA//pyrB//napD//mraZ//yjbE//cysG//ydcT//agaI//rluD//rrrD//lamB//ytfR//astB//argE//sgcA//wecE//ugpA//ilvD//cpdA//treR//cspD//dnaA//ygbI//dpiB//yjiM//rclR//yghG//lon//intS//rarA//acpP//ygeW//fre//yfbR//mioC//bolA//ygaZ//sfmH//shiA//hslU//xylF//ycgB//metB//degQ//ffh//queA//erpA//yhaO//envC//obgE//yjbB//yccA//tauD//umuD//agaI//yhbS//sbmC//lipA//recR//ahr//era//seqA//rluD//rbsK//srlE//yedF//ynjA//paaF//cdaR//pphA//rplO//insI4//ispF//yihV//torC//trmI//dicA//yphF//thiI//pdxH//rbsA//yrdA//hscA//rluF//fixA//rpsQ//ygcO//argB//tatA//aceK//efeO//argK//rsmD//frdA//cnu//fliM//dnaG//ligB//mak//udk//narW//rraA//nanT//abgR//lldR//aroL//phnN//ldtA//ydcO//yjiR//ynfH//yebG//mnmA//ycbU//minE//glgX//hsrA//htrE//
GO_0006140_6	fruB//ydjL//
GO_0006144_6	metK//deoD//rcsA//nrdF//glgS//hisP//rlmC//rbsD//insB-4//yqeF//
GO_0006145_7	rarA//cusF//yneJ//rlmE//
GO_0006146_8	sad//proC//
GO_0006148_9	hemB//
GO_0006149_9	lnt//
GO_0006150_9	idnK//
GO_0006152_7	lacY//csgF//potH//yehX//cutA//rna//
GO_0006154_6	gpt//
GO_0006161_9	yedF//
GO_0006163_6	hicA//mazF//fau//csrD//frmA//potI//artI//nirC//sutR//pcm//paaE//iscR//oxc//murC//degQ//amiC//ybbN//ompC//yqiJ//rutD//sfsB//grpE//parE//mlaC//ygcW//sodA//ulaC//nikA//emrB//ais//agaB//fecD//lnt//yebG//cmoB//ygiS//cpxA//puuB//yphF//alsE//hipB//scpB//rffC//yidA//kefC//hyaC//acs//ygaV//yehZ//abpB//lpxP//acpS//yfcF//cusA//
GO_0006164_7	dsdX//yiaA//waaU//sdhE//apaH//eamA//ddlB//sgbU//potC//bamD//yejA//fes//yqeA//wza//rpsQ//ybdH//malK//ldrD//dapF//yhdW//dnaA//gadE//marR//gpmA//dgcN//asnA//dgcN//cstA//nth//phoB//yeeJ//ybiW//ymfK//mqsA//rffG//glgC//lptE//fliM//lysC//yciG//
GO_0006165_7	yhjC//yodD//chbA//glgA//nrfE//ydeP//flgD//yahD//sufS//ybiX//sspA//yafE//kbp//yaaA//yahN//wzb//yfiC//puuR//araF//
GO_0006166_6	ccmE//asnS//
GO_0006167_6	rlmB//
GO_0006168_7	uspB//hcaD//
GO_0006171_9	narV//
GO_0006172_9	feaB//
GO_0006177_9	artM//csgA//kdsD//
GO_0006178_7	srlB//
GO_0006183_9	yeeO//
GO_0006188_9	yjbE//ilvL//metG//yhdJ//
GO_0006189_10	yfcP//ydiP//
GO_0006195_7	gabP//uxuA//
GO_0006203_8	sdhE//lptD//
GO_0006206_6	murD//yhdJ//sdhB//pnp//lpxK//tyrR//ampE//yjcS//ibpB//ygiS//arnF//hokB//fhuB//yraI//copA//sdhA//cheZ//cas2//yedF//flgD//dnaN//rpoE//yjiY//lgoR//ybiI//rsfS//
GO_0006207_8	rlmA//arnD//rihC//ygbN//yibT//
GO_0006208_7	pyrH//dcuD//mhpB//yeaE//cysM//rnd//hybB//mdlB//tdcF//allC//holB//panZ//stpA//
GO_0006209_6	dctA//
GO_0006210_8	trmJ//
GO_0006212_6	tufB//uvrB//serS//relA//ushA//potG//iap//ygdG//lpd//napD//yggN//
GO_0006213_6	yajL//hokB//tyrS//proX//zur//cysM//yraH//sdhE//recG//hiuH//acrD//uxuA//recT//rzpD//chiP//rodZ//
GO_0006216_9	rplK//
GO_0006217_9	sspA//
GO_0006218_9	phnK//
GO_0006220_6	tadA//uidR//ynjD//dctA//coaE//ybiH//csgE//dapA//livM//secM//rsmA//rpsO//suhB//abpB//ynjD//cpsB//ydfD//yjjQ//hybO//ycfS//
GO_0006221_7	ybeQ//gpmM//rsmG//cheZ//nirB//yjjG//pdxJ//alkA//ftsB//argI//cbrC//cmk//paaJ//
GO_0006222_9	yfbS//
GO_0006225_9	ybfA//
GO_0006226_9	preT//ravA//
GO_0006227_9	yijO//
GO_0006231_9	dmlA//
GO_0006233_9	gabD//
GO_0006235_9	greB//
GO_0006241_9	pnp//
GO_0006244_7	fucI//ribF//hcaT//cmk//mdtM//glmU//rnt//
GO_0006259_5	nei//yjeH//aaeR//orn//mutT//hdeD//amiB//yihV//gnd//cvpA//shiA//chpB//rutG//cbl//ynbB//idi//cspB//cas1//ulaG//ygaZ//feoC//yjiY//mdtG//ynbB//ygcR//ybaE//trpGD//hprR//basR//yedX//lplT//lgoR//yghG//tufB//mdoD//flgJ//fbp//dcuB//nikD//ydhC//yahB//ttdR//gltI//efp//evgS//zraR//yhfK//hcaD//narX//rcdA//ulaF//sspA//hyaA//ptrA//gntT//shiA//lptF//hdeB//secE//hupA//ygiB//modA//insK//mlaE//panD//uidR//ytfQ//rplQ//lpoA//cynT//gutQ//entC//purB//yihQ//cra//emrK//ibsD//nfsB//yfcV//ybiO//rnlA//iaaA//glsB//insB-4//yidK//nrfD//kilR//phnO//yajR//ssuC//sufA//clpA//ddpA//yidR//nupG//ttdT//phoU//rseP//murD//trmJ//yojI//yfaU//ugpA//dedD//yegT//cspE//hchA//atoB//dadA//intE//carA//lacY//uvrA//cas1//garR//btuB//ycfL//ivbL//hsrA//ybhI//rsmB//mutH//modB//phnM//mlc//hyaB//minD//frvR//thiG//solA//mrdA//paaX//pspC//mdtL//ydcS//yraJ//flgI//ydjK//rpsK//pstA//yphB//kdsC//paaD//rsmB//glmU//srlE//ymgC//ada//
GO_0006260_6	rpsH//ycdX//aroH//gsiD//xisE//mmuP//erpA//ycjR//yfdC//ribC//dauA//ruvA//rpoH//yfdG//fliK//selD//flgE//lsrB//clsC//cysZ//cptB//
GO_0006261_7	lptB//speB//purA//rcsD//cynT//livF//slyD//idi//vsr//guaB//hemF//trpA//
GO_0006265_6	ibsA//rpsN//arcA//yehY//era//
GO_0006266_6	dcd//bdm//nirC//
GO_0006267_5	ydeM//
GO_0006268_9	fadJ//htrE//mdtD//
GO_0006269_6	mgrB//
GO_0006270_6	yedL//atpF//murE//tsx//ssb//nudC//
GO_0006271_7	ycgV//yihO//ssuD//
GO_0006274_6	yeaG//
GO_0006275_7	yjhG//folD//nrfB//dnaN//aaeB//yahB//rnlA//ftsL//yhjD//
GO_0006276_3	sspA//amyA//holA//plsB//dkgA//yfbS//ptsH//rplL//
GO_0006281_6	glgS//fimH//nuoF//pstC//aldB//ygbL//hicB//leuB//agaW//rmf//edd//pbpG//sodB//agaA//ilvM//yhcN//ynhG//pphB//lplT//cysQ//tpx//xylH//potG//rplF//yidQ//tauB//thiI//yejA//menC//cysM//yoeE//citC//yqaE//mtlD//yhjX//yfhH//afuB//tktB//ogrK//yiiD//plaP//ubiD//dctR//rplK//tmk//cydB//rhaM//wzc//aceK//fepA//yfaX//aphA//ydhQ//hmp//csrA//
GO_0006283_8	cusA//
GO_0006284_7	ybjL//ribE//dxs//yjhC//trpB//ybjD//
GO_0006285_6	ydcP//narQ//ybeY//lpp//mutH//
GO_0006288_8	srlD//phnJ//
GO_0006289_7	lysC//kdpF//
GO_0006298_7	frwD//cytR//yahI//bamE//garK//xisR//folP//yhfK//oxc//dcuC//
GO_0006301_7	mobA//yagF//cydB//tabA//
GO_0006302_7	yqaA//hemF//metL//gmhB//ynbD//evgS//adhP//idnD//otsB//
GO_0006304_6	phoP//yjbF//rpmH//hycH//uspG//ykgO//opgB//ibaG//arcB//
GO_0006305_7	yfaV//ycdY//ygaH//alr//
GO_0006306_5	xanQ//proX//nusG//elfD//
GO_0006307_8	cysM//eno//gpp//tyrB//zitB//
GO_0006308_6	sfmF//ribD//tusD//bdcR//dnaB//sdhB//mreC//glmU//ybfA//proW//fbp//leuS//
GO_0006310_6	eco//yqjA//atpG//mltB//ynfE//rlmA//mtnN//acrB//ruvA//galF//hflC//hofN//prc//chbB//livG//hiuH//hypT//ygeR//glgB//efeO//tnaC//ulaE//accD//dnaA//lsrA//potD//prc//hyfF//tsaC//cpxP//marA//hofN//argA//dam//insK//afuB//dcd//yqcG//narV//yejB//ygfI//udp//ydiB//
GO_0006313_4	mgtA//mdtK//rpiA//ivy//trpL//fucI//abgT//
GO_0006323_7	ybcM//
GO_0006325_4	mdlA//
GO_0006351_6	deoA//zapD//envY//flgA//argK//psuT//kdpB//ompW//smpB//xylF//agaV//katE//rplB//yjbB//uvrC//ralR//lpoB//sgbH//gcd//ugpA//yiaO//ycjU//ddpA//csgD//xerD//tsf//ybdN//yajL//ackA//ybeQ//yddL//acs//mgtA//cdgI//gppA//dam//argK//glnB//trpD//hcaC//pstA//rutF//gatY//yjjI//appC//recT//adiY//aroC//insF-1//hybF//nikR//mcbR//apaH//pta//alaA//pldB//dmsA//yghB//arcB//lacY//kdsC//kdpF//yraR//yoaA//rpmH//mutH//xisE//ygbL//emrE//zapD//nhaR//ydcP//ygdG//aroE//rssB//cysP//trmJ//rplC//mhpB//rpmF//htpG//trpD//lysO//wcaJ//nanK//lptA//trpGD//rplK//seqA//lnt//msrA//prlC//fliM//garL//tmk//cheA//yheT//yraH//gshB//ybgQ//wza//sstT//dsbC//nudG//atpG//smpB//ridA//purT//yhjV//yaiW//ybaL//dtpD//mhpT//ycjW//ybjG//yciK//nmpC//recA//ydjM//
GO_0006352_7	pphA//nuoE//arcA//moeB//
GO_0006353_7	yejF//ybiA//
GO_0006354_7	wzb//yjcE//treC//
GO_0006355_7	bioH//pspD//prmC//modC//yhbO//ygcO//ftsQ//mscM//cyoC//tdh//sutR//nikC//surA//nanA//gfcE//aaeB//dgoT//fabZ//dtpA//basR//tsaB//aspC//yihO//dnaG//dgoA//waaJ//yghO//thiC//ubiF//bhsA//ymgA//fdrA//prpR//edd//speA//murF//xapB//uvrA//ygeR//yedL//hslR//tdcB//mtlR//gatB//fadD//cmtB//pbpG//ycjW//yehT//gcvR//ssuD//fdnH//mrcA//mprA//ndk//mpaA//codA//bamE//betB//insH-6//yahB//aaeR//trkG//setB//ynaI//accC//lpxK//cvpA//yejE//rclR//mlaF//pspF//gpt//coaA//ykfM//mazF//ileS//dgcM//arfB//waaC//csiR//radD//ycbU//priB//flhD//yjaZ//malI//yhcF//fkpA//adiC//bcr//abpA//rluA//yfaU//rfaF//secF//pstA//hybD//rodZ//yrbG//yqjI//recQ//btuD//rclB//rsmC//nanS//hipA//nhaA//cecR//hokE//fecB//arsB//srlD//ttdR//sapA//waaJ//narL//phnP//rpmB//gatZ//cysS//clcA//hofM//helD//thiE//dgoT//yidR//allB//recE//mdoG//recT//elaD//tsgA//patZ//minD//malF//ydaC//gcl//dtpC//ydcI//zapB//ycbV//ttdT//ribE//dgoK//tusE//ftsK//nrdB//mltG//paaF//entE//der//rpmA//fhuD//alr//cysK//ssuD//nhaR//yneJ//lpxC//cas2//sgbH//iscU//rpsB//katG//yciF//malE//livJ//yafQ//hsdR//puuP//apaH//yneJ//glgS//asnC//adhP//ycfL//fliL//mqsA//yhjC//raiA//yggN//clpB//insI4//panF//cstA//ybiA//ttdA//ybdM//uidC//mppA//bcsQ//phnG//argC//pheA//yheT//hycI//agaB//ybaL//amiB//maa//yhdJ//kdpC//ynjA//mngB//ubiC//lpxM//potC//nudF//psuG//tufA//ybdZ//apaH//mnmA//tpx//greB//yphB//codB//yfeR//speB//torD//ileS//ybcQ//dinG//mazG//carA//xapR//gadE//yebZ//gloC//hflX//maa//adeP//narG//dfp//yjhG//yggX//rhaA//nrfD//argD//ydiF//dsdA//xylA//yggD//tyrB//ygbI//frwD//glrK//xylR//frvA//cheY//ais//torD//ftsH//smpB//tas//yggW//hokB//fliZ//rplR//rhtA//
GO_0006357_8	ymgC//
GO_0006364_9	hflX//uspF//patD//mnaT//shoB//dsbA//murD//metN//yhfK//narU//tdh//radA//emrB//yjhC//npr//dcuD//potI//gudX//napF//yajD//nirD//pgaD//hyfA//sucD//sohB//csiD//iraP//perR//ydcM//ymgF//ispU//glrR//flhE//yieK//fepB//ribD//gutM//pphA//flgJ//wbbK//sapB//alkA//rpmC//
GO_0006378_8	minE//recG//
GO_0006379_8	htpG//
GO_0006382_8	trmA//
GO_0006396_7	ybhD//recB//yhjG//psuT//tynA//yciV//yhjC//yfaL//ygaV//fumA//yccX//araH//cbrC//gdhA//yidH//hemA//nadK//arcB//etk//fliL//uhpA//bglH//clcA//frlB//yeaK//ygbM//mioC//rhlE//ydhC//hrsA//livK//agaR//lsrK//truA//hmp//yadV//focA//uspB//yihO//hybC//mltD//yraR//mppA//proA//metC//rppH//emrY//dinB//frvB//rimK//dgcN//yggF//fdoI//ygeV//yrdA//fklB//cheR//recD//avtA//glpA//bipA//sufD//fabH//folA//yiaN//sseA//uxuA//narP//fis//yibH//cobC//betT//ubiH//ypdA//basS//nemA//ymgC//purA//maoP//guaC//recF//ulaC//rluC//gntR//rpe//treR//aer//bioP//dsdX//sgrR//srlD//acpP//mdtF//yaiP//recD//yeaV//gltL//hemH//gspE//livF//ldtB//hybA//
GO_0006397_8	ttcA//hscA//bcr//
GO_0006399_8	ansA//djlC//rutG//viaA//rpsB//yidR//nagA//ilvA//galK//mtlD//speA//ydjJ//dnaT//murR//topB//yciF//entD//ybjL//oppC//fabG//sad//tktB//accB//ptsN//thiI//tynA//trpB//waaA//appY//fetB//yggF//oxc//amtB//sstT//elyC//rimL//cutC//aphA//sad//intQ//tsaC//ybiI//yfbR//yhaV//yehX//ygaV//ugpC//frsA//ydeI//paaF//bolA//cysG//srlB//mdtB//intA//cheA//yjbG//glgB//rsmG//frmB//wcaJ//lptG//acrE//ybcM//yoeE//frr//yihV//fryC//hisA//kdsB//yaiV//panZ//glxK//galS//msrQ//pckA//dicA//norR//eutR//glvB//hflD//pfkB//
GO_0006400_7	hexR//pepT//yiiM//yfdC//fbaA//vsr//yidA//waaC//hscC//wecB//mglB//rfbC//pgpA//rutD//dnaJ//hybF//yjjW//yidD//cysM//sfsB//menA//dctA//pyrH//leuD//hdeB//intZ//gcvT//ydaN//ppsR//lptB//cecR//elaD//yiaJ//ynfE//bglX//ybcQ//rclB//yhjR//acpP//yhgH//elaD//yiaA//ybgI//wzb//pepB//dinI//fiu//yihL//etp//
GO_0006401_6	yfcF//mnmE//lysO//hyfF//ybiV//cspB//ybdN//cadB//fadE//yacG//ihfA//seqA//mnmG//ftsY//secG//yjbH//ydcI//tcdA//qseB//yfhH//hicA//acrR//
GO_0006402_7	clpX//mqsA//abgT//tilS//ybgP//gpmM//alaC//nikC//gcvR//adhP//sspA//
GO_0006412_6	ada//ptrA//murD//dbpA//secG//cas3//proB//gcvP//btuF//sseA//chbB//slt//nrfC//uxaC//fimI//actP//yqaE//plsX//lldP//sgrR//recB//rutE//dmsC//yodD//yfaV//mdlA//truD//yqaE//narI//slyA//ybaM//pgk//mreD//alkB//ygcO//dps//fadK//rihA//araB//recR//sapB//ybcM//yfjR//hemN//aidB//narZ//rarD//ltaE//ycbU//narG//mntR//
GO_0006413_4	recT//pgsA//elbB//
GO_0006414_6	hybA//gyrB//cas1//hisI//ygfA//hmp//mazF//trmH//phnH//
GO_0006415_7	gpt//kdpF//tauC//rimK//yohD//yedF//ubiG//
GO_0006417_7	tatD//mazF//yjfF//psd//bipA//ygcR//moaA//rssA//surA//arnD//waaS//rlmM//yjbE//rbn//ghrB//ldrD//rhtA//elfG//ubiF//ydcS//ybhS//cpsB//djlC//wbbK//dsbG//nagE//rhmR//cdsA//tusA//idi//tbpA//phnP//leuE//raiA//narJ//rfbD//ydjM//groS//glsA1//
GO_0006418_7	rmf//rsmE//yfgJ//fruA//chaC//cysB//ubiI//gspE//lgoD//insF-1//tcyN//ccmE//yggP//yqaB//kefG//secY//mraY//ssuC//rtcB//trmI//fadB//dusB//lpoA//ampG//rpmA//
GO_0006419_8	ybiW//
GO_0006420_8	mdtI//
GO_0006421_8	narG//
GO_0006422_8	gsiD//
GO_0006423_8	mlc//
GO_0006424_8	argS//paoC//
GO_0006425_8	fliM//
GO_0006427_8	ygbM//
GO_0006428_8	araD//
GO_0006429_8	garK//
GO_0006430_8	lpp//gspJ//
GO_0006431_8	gshB//
GO_0006432_8	flhE//bamC//
GO_0006433_8	accD//
GO_0006434_8	lpxK//
GO_0006435_8	frvA//
GO_0006436_8	ycfJ//
GO_0006437_8	pstB//
GO_0006438_8	pgrR//
GO_0006446_8	ghrB//etp//dcuC//osmE//dinD//mglC//proP//
GO_0006448_8	insA-2//abpB//yjhP//nsrR//rseB//
GO_0006450_4	tolQ//sfmD//hsdR//yjiY//prpB//clpP//fepG//pncB//emrB//pdxH//
GO_0006451_7	flgF//
GO_0006457_3	fadD//garL//gabT//yeeJ//dut//lysC//mlaE//coaA//aroP//galM//atpC//acpH//proS//hemH//ycfS//cysD//rimO//hisI//ansB//wzyE//rnlA//mepS//ygcO//tauA//sbcD//araH//dhaL//arfB//tamB//hsdM//hypD//rfbD//aroP//hexR//yhjG//fabH//hypD//lptB//abgT//waaP//
GO_0006458_4	yfdS//aceA//cpxP//agaD//hisC//hflX//sfsB//lsrR//
GO_0006464_6	waaQ//tdcD//narP//ygjH//ybcJ//umpG//yebZ//murR//msrQ//citC//ycdX//rseC//arnB//yfcV//phnN//ldtE//rfaF//abgB//dmsB//lapB//ybfA//dapB//leuB//tolQ//yadG//nagZ//rpmB//nrfG//bamC//rfaF//bglA//rpsB//wecE//yqaB//aroH//artI//ade//ybdR//tsgA//kdgR//yafS//yoaB//nudG//ydjE//uraA//rluE//ykgF//alr//cobC//ycfH//blr//nrfD//cysA//sufD//tsaD//chaA//envC//pgaA//insI-2//dtpA//nuoE//nemA//pyrD//aceF//ytfT//otsB//recT//rimI//codB//flgA//ydgA//hybG//ispB//uvrC//nikC//flgB//cadA//lsrD//yfgI//adiC//pdeL//cnu//yihX//mutT//malE//yfhM//araG//rpmG//gmk//yieL//yfeD//uvrC//wecE//cirA//erfK//ydiB//accB//pspA//hprS//rplY//fliK//patZ//fkpA//yhgF//yadM//sufE//pepB//yggF//thiI//mcrA//pgi//chiP//wecB//prlF//ptsI//ppsR//crr//gltD//xanQ//lsrG//cedA//dhaR//nagD//rluB//secD//phoU//citT//blr//prmC//pgaB//livK//nrdD//sad//yhbX//sthA//rpsL//caiD//opgB//guaD//glpB//appC//yddL//
GO_0006465_6	tpx//cmtA//fecD//
GO_0006468_7	fadL//leuA//rhaA//ycfL//ftsA//aroL//yebC//treC//rplC//yibT//fetB//ydeT//pepT//ivy//csdE//ettA//entS//fliM//dapF//nanS//sfmF//yaiP//ydiF//dppB//cysN//cydA//yebZ//ftsQ//sodA//rplP//hxpB//psuG//uxaC//hofO//fhlA//ycbV//rutB//dsbD//bsmA//sdaA//gyrA//glcD//chbF//mntR//nuoF//arcA//ldhA//yecS//lpd//cheB//mrcA//zinT//hypT//
GO_0006470_7	nagC//lptE//yafC//sufC//yjbF//yggN//ybbY//sodA//rhtC//yfaL//rnlA//fbp//flhE//yjgX//minE//nhaB//
GO_0006473_8	cpsB//rssA//mrdA//cutC//ygeA//mdtG//deoR//arcC//yieF//fdnH//yghO//dppA//
GO_0006474_6	iap//xapR//dcuB//mepM//sdhB//
GO_0006475_9	ghoT//pheM//
GO_0006476_8	fucI//exuR//yiaF//
GO_0006479_5	lysA//avtA//trkH//dgcF//ytfR//alpA//acpP//gadE//
GO_0006480_6	csgG//
GO_0006486_5	dedD//
GO_0006490_5	yjiX//
GO_0006497_7	rhlB//
GO_0006508_5	casB//rplL//cmtB//yigB//hemE//rcsB//clsB//ydaV//yddA//artM//cmoB//gyrB//dppC//sgbU//fepB//envY//ptrA//guaD//yjhC//tqsA//mobA//yefM//rpoD//bamA//sspA//mdtI//cydC//hpt//gntK//trxA//clpA//hscB//glcD//fkpB//trxA//hisI//rbbA//lptE//yijE//hemG//fepD//msrC//trpR//ybaO//znuC//ptrA//yiaM//nth//maeA//adk//bioP//ispH//lpxD//cusS//lpcA//
GO_0006515_7	thiL//ybfA//metR//torC//
GO_0006517_6	dusB//flgH//mtgA//psd//
GO_0006518_5	ybeF//yhjB//yehA//ptsP//bipA//menE//holC//fixA//gspF//mhpA//mdtA//cmtB//folX//pdeK//shiA//yrdA//mrcA//yqgF//allD//qseB//ybhP//uhpA//hemB//rpnD//glnH//pliG//ppx//lacZ//tsaB//sfmD//yihQ//zapD//tap//potI//rhtA//tadA//ibsA//mnmG//lspA//ppsR//fecD//torD//pgrR//garD//menE//bssR//rdgB//uup//pyrG//agaB//dgoR//mak//hslV//yhjX//ybhJ//ycdY//yddG//cadC//selD//hisP//rfaB//kbaY//recA//ybfE//eptA//bioD1//yhdH//rraB//ilvM//narQ//nhaA//alaC//hybD//hisM//nagZ//atoB//paaH//
GO_0006520_4	agaA//yahB//ubiI//yidZ//nanK//ygbL//yaaY//xdhB//xdhB//yqiG//ydcS//sgcX//cysG//cycA//yafS//galU//truA//mdtI//yajO//ihfB//pdxA//ycfS//dusB//fcl//malI//mukB//ugd//ymfK//arcB//ydiP//basS//lpxH//speA//radD//entC//galT//era//lgoD//argI//pgk//mepS//sapB//yadN//glgS//asd//hemF//opgG//yehX//araF//pgaC//lysU//nrdF//arfB//cnu//ispF//prfB//mntH//dnaK//gadE//ispF//yahO//hisM//ykfM//fliL//hscA//sodC//mdtJ//sixA//phoE//mfd//hisF//argA//dinB//hisD//yajD//puuC//menH//uidA//tusE//rne//ybeQ//mhpT//mltG//rlmF//dsdA//yfeO//hslO//cpoB//ynhF//cirA//ascF//tyrR//gutQ//pyrL//recX//torD//cusB//moeB//casE//araB//gapA//hemN//torZ//hicA//ymfA//rpsQ//puuD//leuC//ggt//gltP//exuT//sspB//nadB//casB//cof//nadD//pinQ//rhtA//rpnB//yfcG//uspC//infC//folE//asnB//nrdR//fhuD//ltaE//selB//queA//yedL//yfgO//glrK//rhaM//fieF//ygaZ//aidB//aroK//sgrR//tcyL//phoE//npr//dhaL//priC//rfe//sspB//cbpM//lgt//galM//gcvT//yefM//yggT//rfaD//macB//ubiH//mcrA//serC//degP//dgoR//bioP//yfbS//trkH//ynjA//fdx//birA//dusB//acrF//birA//fryB//mepA//plsB//rstB//hyfA//fdhE//thiH//mscM//iraP//tdcD//yegD//sgcB//yjiQ//glsA2//ascF//uxuB//araB//mlaD//rcdA//recB//ftsH//yfaV//mdtJ//nadD//yadN//dsdC//glsA2//ltaE//narY//bolA//trpR//artP//lsrC//fimZ//sgrR//
GO_0006521_6	nadE//metN//mtlA//
GO_0006522_7	nudB//glpK//phnI//glcC//yagE//ulaD//csiD//
GO_0006523_8	dnaX//ghoT//fryC//yecS//
GO_0006524_8	gcvH//pldB//macB//
GO_0006525_7	fkpB//dbpA//cpxP//ydjK//hflC//yphC//sbmC//ldtB//fadM//mdaB//tap//waaY//narV//nrdD//dmlR//ldtA//glxK//sppA//ydhQ//sgcX//murI//
GO_0006526_8	puuP//allB//fumA//cadA//valS//glnQ//gcl//mngR//dut//yeiG//btuC//yiaU//dgoD//
GO_0006527_8	ydiB//yibF//yehZ//trpGD//ygcW//hemH//cysB//ybiH//mrr//
GO_0006528_6	wcaC//entF//recD//rhlE//
GO_0006529_7	udp//malG//
GO_0006530_7	ynbB//ydaV//
