#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	wzc//intF//eutK//tamB//
GO_0090305_6	kefG//rplS//mreD//fimE//mepH//lpxH//dmsB//betT//ybcM//narZ//elfD//slyA//nhaB//yraR//bluR//ygeV//glmU//puuC//mdtN//iaaA//hybB//lolA//yqgF//rffH//preT//rfbD//nrdB//glyS//deoR//ruvA//mhpA//ampG//greB//zwf//rpmJ//mdtK//ybdN//npr//carA//djlC//yebG//speG//ydiQ//pstA//waaB//mltA//yrfG//copA//ybhG//relA//rclA//rbsC//argP//kdpD//hlyE//ydgA//fucP//rsmG//insA-2//trxC//uspB//argD//yiaJ//priB//csrD//lipA//glpT//eutA//mepM//hyaB//uspF//pepT//ygjK//nhaR//yacG//rhaS//fbp//bglF//mdlB//rhaS//yajO//
GO_0090313_8	ygcW//ssuB//
GO_0090329_8	yjbG//gadE//abpA//mlaE//agaI//nadK//frdD//
GO_0090347_6	holA//
GO_0090352_6	yqeF//
GO_0090357_7	sgcX//pykF//
GO_0090358_8	macB//
GO_0090407_5	glnP//ribB//moaE//yggW//yjfP//curA//yajD//slmA//yciG//glgP//prfB//tar//mlaE//yccX//pheT//chbF//hycH//ttdR//gspI//ypdI//dtpA//truD//sgcE//ihfA//thiM//slyD//gcvP//dnaG//frlC//tehB//gldA//mhpC//yqcC//tnaC//plaP//torD//yadN//deoA//zinT//rfaF//ilvN//ybjN//fkpB//bdm//hemF//nemR//adeD//metH//yidR//waaH//rbfA//cusC//adiC//hypD//ampE//hmp//abgT//glcA//gltS//rhaT//mdoD//ais//uup//fdnH//ydjK//aspC//sfmD//dsbA//yraK//yrbG//gloB//cnu//murP//kdsB//menE//yhaO//ygfA//map//ftsY//yeaV//tsx//ilvE//glnD//garK//yphF//ybdH//phnL//emrE//glgA//ybbN//rraA//secA//rclA//fdoG//mltC//yciE//gnd//ulaC//minC//yedF//yhjG//yiaF//maeA//sgcX//nagB//sppA//xapR//glvC//livK//zapA//mppA//fdhF//cas2//gspF//yafQ//folX//idnK//truD//dgkA//cysA//rpsA//yadN//yhaJ//cspD//yiaO//elfG//tdh//mreB//putP//plsC//xseB//
GO_0090487_4	ribE//
GO_0090501_7	gloC//hofN//hyaA//citG//yciT//yjhH//appA//dmlR//hybD//yqjH//pdxJ//ihfA//phnI//narW//appC//ugpE//epd//gabP//crfC//patA//rlmI//ompN//phoR//uvrA//mgtL//mrp//murP//leuE//dam//flgF//pdxB//mcrB//
GO_0090502_8	nrdR//mocA//uacT//flhC//uxuR//yjiQ//rtcB//yjhP//mdtO//leuS//yfhH//rpoD//yidZ//yaiW//ygjR//dgt//yfiC//tdk//gadA//yihU//wzzB//
GO_0090503_8	recX//lysA//hypB//yhjV//qseC//lacI//rarD//ymgC//
GO_0090529_5	cadC//nadE//sufD//narG//nikD//envR//
GO_0090540_10	mazG//yidD//kefC//
GO_0090549_5	yihW//hxpA//
GO_0090605_5	yiaO//mntP//mdtN//hokE//tdcA//yagF//rpsH//yjiQ//mdtK//
GO_0090609_6	gltX//metF//rcsF//phnP//mlc//ycbX//narX//prlF//yjbH//
GO_0090662_6	rsmG//
GO_0097035_4	relB//rfaG//
GO_0097056_7	ttcA//
GO_0097164_4	dgoA//rpoS//glxR//wcaB//citX//icd//trxA//proA//hypC//rhtA//intZ//nudB//grcA//ftsP//ygeR//nupG//dmlR//ydiR//paaB//hisP//ynhG//fabH//hflK//lolB//sapA//ybiY//
GO_0097237_5	yqeF//mdoG//ydcT//nsrR//rraB//rtcB//rlmM//deoR//prpR//panZ//
GO_0097264_6	yiaF//
GO_0097286_10	sodC//
GO_0097292_8	yagI//
GO_0097293_9	bcsA//
GO_0097304_7	ybjL//
GO_0097305_5	yjiA//pfkA//thiD//fkpA//potE//ydiB//
GO_0097339_7	manA//
GO_0097366_5	cobU//gloB//yfaX//
GO_0097428_6	lgoD//narU//zntA//menB//yoeE//ralR//waaJ//
GO_0097435_4	recO//dinD//
GO_0097501_4	yhhY//
GO_0097502_4	mreC//
GO_0097510_7	eutN//
GO_0097532_4	panD//
GO_0097533_5	ynjA//
GO_0097577_5	hrsA//yciG//hofQ//
GO_0097588_5	cspB//sodB//xylG//accC//hdhA//clcB//fucP//purA//recB//rpoA//fryA//glpB//ydaV//hupB//rfbC//parC//fdhE//fixC//yfgO//ydjH//nadD//ppx//gltI//mmuP//atoC//cobS//holB//frdB//aas//yihQ//waaA//
GO_0097638_8	dgoD//rlmL//srlR//trpE//
GO_0097659_7	leuS//garD//dacA//mcrA//gmd//alsB//argP//malI//amiB//rsmC//lptA//leuA//insI3//gmhB//ybaO//focA//osmC//dppF//dusC//ydbD//solA//tehB//groS//yfeX//ahr//lolE//ugpE//hflC//ydgA//yfaV//baeS//panC//yahN//sfmA//rfaD//ftsK//murJ//tufB//proX//dgcT//fdrA//yjjI//ghoT//hslO//gsiB//hexR//zapB//tesB//yhdJ//mhpB//ubiJ//alr//dinI//trpA//serS//dapA//hdeD//cvpA//intF//torD//hyfF//argB//lldP//pepD//livF//dtpA//ribC//yqjI//tsgA//ebgR//cysM//yraK//lgoD//aaeB//lsrB//nupG//yfcQ//hyaC//pmbA//rpsQ//mqsA//yihP//btuC//truC//arnB//ypdC//idnK//sspA//yhaC//nei//upp//deoR//yedP//yecS//rpmH//cdd//ydcR//hslO//opgG//waaZ//rpsD//citE//holD//cyoD//yeaK//sapF//rplQ//rpsK//aroK//yjaZ//insA-1//envY//mgsA//hybF//ubiJ//mtgA//mmuM//pheP//recX//
GO_0098002_8	lpcA//
GO_0098542_4	kefC//metR//treF//pflA//nac//flgB//yggE//ulaA//xanQ//uxaC//
GO_0098586_5	ilvN//sgrT//yeiL//
GO_0098655_7	glrR//opgC//pflB//rsmC//astB//yigL//ynbB//ytfR//aroL//dnaB//rcsB//cueR//ftsX//insB-4//gsiC//dedD//yjhB//gcvR//yebQ//yoaB//lplT//yjeH//fes//higA//ymjB//prpR//znuA//fieF//dapA//ansA//rplD//phnO//speA//emrD//yfiF//yfjR//eutD//nagC//metR//ariR//ycjY//ydbD//iscS//iscR//narH//purC//pdxK//xanP//appB//seqA//leuS//hycB//dicB//ynjA//ynfK//ydfG//phnM//rpmG//apt//recR//flgD//yigL//mscS//ahpC//hisI//yidK//glpD//rsmC//yaiW//rplY//bglF//ung//malE//asmA//nrdH//rspB//cspI//nirD//allB//cueO//ugpB//ettA//yiaB//yadV//cmk//groL//apaH//exoX//slyA//ynbD//psuT//yfcP//yjbF//gadB//bluR//cadA//gadC//edd//patZ//phnC//cytR//cdgI//yfiF//mhpC//fryC//alpA//
GO_0098656_7	setB//yidK//kdpE//sodB//ytfT//rbsB//trxA//rihC//lolB//wecC//yahI//gabP//rplY//ydiP//hcp//hisQ//glpG//ilvB//tolA//bsmA//treC//yrdA//rimM//ydfK//pcnB//nrdR//yhcH//tehB//rlmA//thrA//uspB//yegD//rpoA//yjjV//yiiD//ftp//hycB//fliM//folE//paaH//yijO//pinE//thiE//yebS//yjbF//idnD//yedA//argF//frdA//bglB//tauA//bamD//ygfI//hdhA//ravA//serC//cedA//thiG//gpmA//phoP//chpS//fabR//dsbA//ydgA//yfdK//fecA//recN//gcvH//allD//uidC//rpmH//yagJ//thrA//amiA//yccA//yahB//sgbH//nimR//tusA//maa//kup//yciG//mngR//oppD//yfdK//yghG//ydeO//prs//dapF//ybaT//dinJ//pgpB//ychH//rfaG//minD//radA//ldcC//
GO_0098657_5	nuoI//sanA//sthA//cspD//phoQ//intQ//holB//mdtO//hemE//ygdG//ptsI//manA//pppA//asmA//yihL//lsrG//yjeH//mgrB//panD//glnE//
GO_0098659_8	rpsD//rph//
GO_0098660_7	mioC//tsx//grxD//tusA//dacA//yfcA//pinR//mcrA//rcsA//adhP//qorA//yjhB//narW//cdd//yihL//yjaZ//tus//yagU//bhsA//potF//rplP//pstS//iraD//ynaI//mepM//yggX//yhjR//atpD//hybC//potI//ebgA//potH//puuC//pcm//ymgA//coaE//sppA//argT//setC//kbp//mrp//hflK//rlmG//fdoG//ypjD//ddpX//ubiG//cynT//yneJ//fucA//yfaX//cirA//rpiR//nagK//amyA//cycA//hsdR//tusB//plaP//ptsP//dgoR//kdpD//rlmE//rppH//recR//ogt//ftsI//yedF//ypjD//acpP//cynX//lasT//cmoM//metL//lpxM//rfaQ//acrF//
GO_0098661_8	nrfC//ftnA//artQ//mdtD//nlpA//hsdR//mpaA//ilvN//mreB//lysR//aroA//nimR//yceD//yiaB//selD//ddpA//rhaA//ung//arsR//
GO_0098662_8	rseC//opgH//hypD//fixB//yjjG//rdgC//hdeB//torY//hybC//yafQ//mdtE//yajD//sufS//narQ//betI//plsX//hybE//yhbY//qseB//hpf//gltI//cysQ//glpX//yedX//ugpC//fic//artM//ebgA//udk//bioD2//torS//lit//adk//tdcG//hldE//tesB//parE//cydC//hcaT//cusS//dcuC//ypjD//rpsG//tnaB//sgcB//ddpX//rffM//dgcZ//ftsP//tauD//fecA//ghxP//zapD//yeeA//frmB//zntR//rffC//ydcS//rbn//polA//yfiR//
GO_0098670_7	rcsF//
GO_0098704_7	ccmE//rlmE//ycjU//ybeQ//
GO_0098707_10	ulaB//
GO_0098708_8	epd//ltaE//rfbB//lgt//
GO_0098710_7	tcyN//ygeX//
GO_0098711_9	gntU//
GO_0098713_8	yfbU//dxs//dsdX//tus//
GO_0098719_9	lpxD//
GO_0098732_6	citE//ghrB//serB//mltB//
GO_0098739_6	yjbF//fis//yhcN//paaC//lsrC//yciT//orn//fkpB//rsmJ//cysH//yfaV//rclA//ybjD//glnB//shiA//ibsC//flgH//gsiD//
GO_0098771_7	pdxA//appY//setB//tmk//cstA//kefG//uxuA//hxpB//cycA//nanS//glnK//cpoB//katE//yebQ//mcbA//puuE//intE//yfaL//yggN//ascG//lptF//fdoH//emrD//lysP//arsC//lysR//pdeL//frmA//yfcR//sxy//ydcM//ycjD//avtA//curA//aroB//gabT//
GO_0098776_7	secG//uraA//ybjD//efp//yghU//
GO_0098795_9	lpxM//
GO_0098869_4	glnK//lexA//rrrD//nrdG//sodC//yadV//ulaB//ybjN//ariR//xerD//gadW//rfaD//yebS//recB//ynaE//grxD//cirA//ubiH//hemD//rnr//wcaC//rnlB//
GO_0099046_5	udk//insA-2//
GO_0099116_10	rutB//
GO_0099131_7	ycfJ//
GO_0099132_7	mdtE//yihU//gcvH//pspA//fruB//fabB//dgcF//ybaT//rfaG//ygcR//ygeW//ddpX//ybiX//rimI//asnC//murD//ydcZ//yebZ//mmuP//dps//cptB//rpsR//dhaM//
GO_0099133_8	yagF//mdtE//gsiD//ychF//nrdI//sfmH//rplT//manX//mtn//ulaG//dcd//rsmC//waaY//yebK//tolB//folX//yagJ//mak//ynbC//yeeY//
GO_0099587_7	rfaF//tusE//
GO_0101030_8	yafC//
GO_0104004_4	fieF//hemG//aaeB//ccmE//csgD//nadD//moaD//xapA//prmA//cusS//ygeR//mlaF//glnA//insK//appC//ydhJ//dicB//sseA//yejF//lldP//oxyR//rpmB//mppA//ivbL//
GO_0110017_7	yciE//
GO_0110095_4	lysO//murG//
GO_0140115_6	grpE//hdhA//yqaE//hsdR//rbn//
GO_1900190_5	cheR//folM//dmlA//fepD//mrp//ftsZ//pdeD//xylF//phr//dcm//kdgK//nac//bglB//
GO_1900191_6	cusA//nudG//yebZ//fadA//
GO_1900192_6	rplD//ulaE//
GO_1900231_6	nagZ//ycaO//aroG//nirB//ychO//
GO_1900232_7	fdoI//opgD//yhdH//
GO_1900233_7	yafN//
GO_1900371_8	chbB//
GO_1900372_9	kdsD//
GO_1900376_6	ubiJ//rdgC//phnK//
GO_1900377_7	slmA//
GO_1900378_7	hemG//
GO_1900542_7	yfgI//
GO_1900543_8	mrr//
GO_1900704_7	hdfR//
GO_1900705_8	essD//
GO_1900725_7	cysW//
GO_1900727_8	murG//
GO_1900749_6	moeB//
GO_1900751_9	lolC//
GO_1900866_6	ribA//
GO_1901068_8	flgI//nrfC//hemL//pldB//malZ//tolQ//udk//yhgF//sad//rlmN//yedA//
GO_1901069_9	frlR//
GO_1901070_9	nfsB//lsrK//mntH//cutA//
GO_1901071_6	scpC//frlA//erfK//treA//wcaJ//
GO_1901072_7	hdeB//poxB//yadV//ybeQ//
GO_1901135_4	kbp//elaA//ydcZ//rpsP//paaK//pckA//brnQ//hycB//motA//deoD//yggD//cpsB//rhaD//pyrC//ycfS//btuF//rzpR//rseB//ttcA//gdhA//uidA//nuoI//trpR//cca//atpD//panE//yrdA//cyoB//patD//accB//dgcN//ttdA//hemN//macA//yeiG//dgcQ//dmsC//hslJ//mltF//adeP//yigB//ldrA//mltD//rbsD//nlpA//gor//yfdC//mdtI//mdtG//yqjH//yadN//yhjX//gsiC//yfcV//leuA//dacD//yraN//nusA//mngR//yccS//ccmD//modC//sbmC//metI//rppH//hcaB//intQ//bglF//cysN//dadA//cobS//yadK//torZ//tolA//dmsB//rluE//gabP//pldB//dacB//cysP//argH//yadC//emrY//tcdA//bfr//spy//cysW//ynhF//rfe//pgk//yjiQ//dgoD//nrfG//clcA//gph//mrcB//bisC//waaH//bcsA//arcB//zapA//atpD//glcF//ydfD//eno//ogrK//ilvE//ygbI//fimC//bfr//wcaC//cysE//nanS//cusA//mukB//eutN//bioD2//leuA//codB//msrP//acrR//katE//rpoA//bglA//lyxK//yddG//tcyP//yddL//nikE//mltC//hrsA//pagP//ascF//ttdT//msrQ//rutD//mtlA//nusA//uidC//ttdT//hybO//aroC//yfcS//tdcG//slyA//tusD//hisH//fdnH//yebC//rsfS//mltF//focA//ycjR//wbbK//mglA//ascG//iap//proQ//tufA//mmuP//ydcO//thiH//lrp//yqgB//glnK//yihO//dsbC//ltaE//bglX//ypdF//intA//hslR//hflK//pnuC//ynbD//exuR//fruB//creB//wza//shiA//rpsD//alaA//ybiJ//speB//cheR//yggF//potE//mocA//holE//rnc//secA//acpS//yjjB//eutR//ydeT//fdhF//mnmG//serC//glmU//mdtP//ydjK//pheM//lplA//yiiD//uxaA//mipA//mipA//dps//lgoR//iscR//msbA//mazG//galT//entC//sdaB//pepT//bioH//ada//pepA//fabR//pncB//exoX//yggT//lpoA//znuB//fhlA//ftsH//yphB//waaP//glpB//rdgB//ygeV//ftnB//dkgB//hlyE//adhE//ygjH//fabI//rsmJ//pflB//fis//yadM//fliZ//mdtF//cysP//bioB//alsE//napF//mscK//gutQ//pinE//yfeX//cheB//puuP//rmuC//mreD//paaF//glpD//yqaE//ybcM//aaeA//tehB//atpD//mraZ//osmE//frlC//nfuA//flgG//
GO_1901136_5	yidP//lrp//insH-5//yjiA//hiuH//xseB//tsf//ygbM//lyxK//lgoR//tusE//ftsZ//hycA//yggF//yihV//alpA//nuoI//fnr//ttdB//sgbE//codA//pphB//ilvD//ybhA//yegD//slyA//rnpA//ilvA//hda//yehT//malP//mglB//rimJ//flhA//nuoM//ffh//nhaR//ilvL//eamB//glpK//glpB//waaP//spoT//yjjQ//aroB//pdeD//fieF//mdtM//phoU//ptsH//acpT//bhsA//
GO_1901137_5	tehA//cyaY//bssR//rusA//sucC//yajO//agaS//lgoT//galR//rfbX//sucA//yciK//chbB//hisQ//moaD//nrdE//ycjY//rimO//hslV//yebG//cvpA//parE//yhcF//aroK//arfA//serA//arnE//yfiR//ettA//ackA//yfaE//trpE//yihR//gpr//chbC//moaA//paaF//nrfE//tynA//yraR//borD//mlaB//zwf//yegD//rsmD//gltI//fecA//lpd//ftsQ//nupX//ugd//ybaQ//hcaC//yebC//arnA//cpxP//pheM//npr//pgpB//mtr//artJ//ansA//ygbI//yhaJ//yebG//pyrL//glnS//accD//codB//gatD//yihV//rpiR//bdm//uxuB//nrfB//xisR//bioC//mhpR//fadM//rlmB//yrdA//pabA//yeiE//folE//manY//panC//acrB//paaZ//cytR//feoB//fbaA//pepD//ssuD//flgE//ygiV//yibH//pgaA//hisF//rtcB//yjhH//tar//xapA//glcD//pstS//xseA//dmsA//rmuC//glgS//nudB//agaI//smrA//fryC//prfB//pheP//pdxA//sucC//pdxB//phoP//fruA//ldrB//yihQ//add//yciG//sdhE//sugE//tqsA//yihV//gadA//secE//ilvI//ubiB//ybgQ//yibA//ftsQ//yfaX//galP//ndk//glgS//mhpD//potH//yqaE//intF//rplO//pabA//clsA//kdpB//xisE//yqiH//fliL//yadM//fadB//cspB//phoE//queF//ftnB//hemD//bsmA//pepT//mnmE//
GO_1901159_6	phnN//glnD//casB//
GO_1901160_5	mglA//rssA//cydD//
GO_1901161_6	fadB//metH//hofC//
GO_1901260_9	cueR//
GO_1901264_6	gyrB//ibsC//mobA//psuG//rpiR//hycA//lasT//abgB//rseC//hofC//ydaN//cvpA//pncB//dps//mcbR//gpr//iraP//menF//tcyL//yhbY//glnB//ydcS//ybjX//tar//glnK//dcuC//rbsA//mdtC//rrrQ//nei//pgk//groS//gpmM//cecR//puuA//paaZ//clpP//yejA//yhcH//fdnH//bglF//mhpB//yahD//priB//
GO_1901269_5	dcuB//argK//hdfR//gudD//amiA//ytfP//yqiH//ushA//mlaF//rplN//ybjD//rsfS//
GO_1901271_6	moaE//mgtL//rzoD//dauA//yagJ//lipA//narW//carB//pck//cmtB//comR//glrR//
GO_1901275_3	rplE//
GO_1901281_6	hslO//
GO_1901292_6	cusC//lptG//rcnR//ybhR//galR//hycI//agp//entD//yeeO//mgrB//bamB//crcB//atpC//clpS//cof//accA//hokE//rplL//lpcA//sixA//flgG//yebS//idnO//fdoG//pckA//soxS//tdcC//gpr//prfA//osmC//mrcA//fimH//
GO_1901293_6	mepS//citG//ratA//aroG//secG//smrA//flgK//ilvH//phnI//dgcM//hokE//ada//murF//hcaT//zapD//csgE//kdpC//hybF//yfcQ//gspI//nlpE//cycA//entE//yfjV//hexR//actP//tamA//tauA//soxR//yihL//gadW//bsmA//hycI//gmk//mdoG//yajR//cytR//tisB//rpsL//cspA//yjbB//uraA//frwB//phnK//paaJ//agaI//lpxH//bfr//glnK//rhtB//mrp//macA//alsB//tatC//trmB//pliG//ybeQ//idnO//rfaE//artP//yjhB//tusB//yiiE//nuoH//glnP//murI//yneJ//cbtA//ascB//nusG//eamA//ligB//kefC//kefG//yneE//
GO_1901360_4	slyD//potF//mntH//rof//appB//yfhH//insA-1//ralR//nrfE//nuoF//yahF//flgM//gntR//phoA//fepB//rutF//ais//mhpB//ibsA//yagI//yegD//betB//flgM//nagC//xylE//tag//tdcD//glsA1//yqcG//nusA//recF//btuR//fabD//insH-5//essD//panC//yqhD//plsC//rssB//bioF//yecS//yfbS//yghB//ugpC//ydcZ//fepD//yaaA//dhaR//trmB//rsmA//galU//rihB//puuD//yhbQ//cmtA//stpA//rph//yejE//alsK//nagD//kduI//clpX//iclR//lptA//arcB//mnmC//csgE//murC//malQ//yqeF//purU//avtA//purN//insB-4//yjbE//cspG//cysD//dicA//mdtI//msbA//yhaC//rluD//prkB//yobF//kdgR//yqaE//nlpI//tyrA//ybiA//tsx//rpiB//sthA//yhcN//lit//tehB//selA//ulaB//csgB//wcaB//pflB//panZ//elbB//tolA//nlpE//iscU//putP//clsA//galU//ubiX//purB//yafN//malQ//gabP//argK//htpX//lacI//mdtG//metN//wecC//mdlA//glsB//relE//rbsR//higA//yahB//cydA//rlmE//thiH//yqaB//mcrA//glnD//ulaG//dmlA//crr//clpA//thiQ//frlA//fadH//hybE//srlA//kup//yoaA//stpA//lpxH//rfaQ//speF//ubiJ//mhpD//clpB//ybhP//aidB//yfeW//rutB//htpG//frvA//pspG//dppA//sdhD//basR//tisB//fdnH//bluR//gatY//ecpR//ssb//cysB//wecA//lnt//greA//zitB//rhoL//lplT//sixA//emrY//selB//norW//bssR//pphB//yebG//glcA//upp//plsC//aaeA//hisM//aaeA//yjgX//gatY//gph//sufE//rplE//ralR//fucO//garP//sgbH//matP//focA//dusB//yecS//dgcJ//mltG//tamA//ppiD//patA//pgaA//cspE//lysC//srmB//prpC//hisC//entF//thrB//surE//yddG//menD//frdC//sucB//cas2//ydiK//rpoD//torA//yjaZ//rpnA//rcdA//potE//menH//glnE//cheZ//gluQ//hisM//ugd//ydcZ//hofP//emrB//recX//emrB//yceD//tesB//yajO//ssb//psuT//uvrB//queF//rusA//menB//amyA//pheT//cysE//tabA//smrA//yehZ//rclR//yfdS//mltF//nrdH//yagF//arfA//amtB//yphB//yohC//ansB//panB//mgtA//slyA//tesB//puuR//serS//ssb//ghxQ//nagA//yqjI//der//yajO//pbpG//tyrA//csgD//clpP//thrA//nirC//metL//recG//rfbX//ftnA//clcA//potF//lacZ//patD//ibsD//rpnB//glmS//rppH//yigB//rarA//rimI//tdcD//dcuC//gspF//glmS//yqjA//znuA//umpG//tatE//fimB//nusA//ydaV//rihA//yfaU//aidB//ihfB//galS//mntH//spoT//galT//araE//borD//yhhZ//cmoA//bfr//leuA//ybiY//ibsB//rplX//bioF//yjjU//copA//hemF//yheT//guaB//rtcR//uvrA//dadA//ssuB//fdhE//narV//argI//pepA//rng//nac//suhB//nanE//hpt//ycbV//actP//gatY//cysE//osmF//zntA//appY//cdd//yiaA//ycgR//ybhI//ettA//argT//pgpA//tsgA//rmf//accD//ybjX//yjfF//yfcQ//cspC//entA//mgsA//ndh//phoQ//phnG//prlF//ribA//bhsA//ygcW//emrY//wza//ushA//ybhA//pyrF//srlR//yghB//yobA//hdhA//kdpC//fdoG//tatE//nikB//csrA//mreD//ascF//pheT//bcp//mhpA//xanQ//ynaI//dgoT//yghB//nanC//holE//yggN//ykgF//fkpB//apaH//lrp//yidP//holA//fepE//mrdB//cas3//ddlA//adk//ribD//ftsW//csgG//purD//araF//dnaC//hisI//yfaU//fimI//mqsA//pepT//allB//csrA//alaA//torR//ymgC//hemN//aaeB//yigL//galE//sulA//abgA//yhjB//yiaL//rplB//gadE//speF//flgE//mrcB//xapB//phnO//yjbB//yihI//rffT//adiC//rihA//kdsD//rclB//cyoE//ygiS//yidP//sdaB//tdcB//dcuR//msbA//aroC//mrcA//ompR//gstA//yciT//macA//casC//casA//rsmJ//waaY//phoE//ascF//opgC//uof//murP//hns//lyxK//putP//folD//dmlA//pstB//uxaB//sucC//ynfF//galR//gadE//priB//murE//fsr//yieK//ycjU//lldD//rplE//galE//srmB//sgcE//yfdG//rcsC//ybhF//blc//dinB//queA//rsmE//hyaC//arnT//hrpA//menC//frvR//aspC//focA//minD//decR//dctR//rmf//recA//lipA//trmH//mrcA//nfsB//ymjB//deoB//rho//recB//hscB//lasT//rutE//yhhY//cfa//rimJ//solA//amtB//murE//bluR//sufE//ada//glrR//lolC//pstC//tisB//ugpE//atpB//nth//ccmC//chbC//phoR//ilvL//trkH//nirC//gstB//garD//aroG//uvrA//fadA//rlmI//rutD//ybiV//narI//kdpB//yidD//nlpA//yhjA//ycbB//lpoA//cydB//secD//mltD//treF//leuB//pth//caiF//ompG//aroC//talB//kbaY//garP//agaV//yqiH//rbn//agaB//sapC//nemA//tsaD//selB//paaF//bcsA//rplL//bioD2//pinR//infC//nusG//suhB//nupG//napF//yehP//pflA//smpB//yqjA//alaE//spoT//cydA//gnd//yadG//hypA//hisF//hisD//hybB//dcuB//thrC//mmuP//malK//ldtB//wcaB//yidP//pepQ//intS//arnA//scpB//ribA//yajO//alsA//opgC//yceO//yjhC//yedA//yahF//atpH//yajR//rdgC//sfmH//cysW//pdeD//queC//rsmH//glxK//rssA//fadE//mdtI//gapA//degP//yehB//zntR//frmB//osmC//nrdF//amiB//yjhB//yhbQ//yihL//ydiP//srmB//yghO//ybaT//rpmH//mdlB//macA//csrA//yiaO//kefB//lldD//aqpZ//ilvL//ybjG//ugpE//ygiB//mglC//tktB//secD//ydjJ//fepD//yjjB//livF//frvR//uvrY//moaA//ybiY//dcuB//yfcF//btuB//moeB//yghW//yiiD//yqaE//pliG//feoC//fimI//cusB//sfmA//prfB//yhcF//aphA//tamB//insH-5//eutN//coaE//fixA//mnmE//nrfC//feoC//araG//glyA//tcyL//entE//sgbH//thrL//yfiC//rlmJ//argF//pcm//fabZ//prpD//mgsA//rhtC//mog//ydcT//ariR//xerD//pstC//nikE//yidC//hxpA//ibaG//citG//ugpA//malY//hisA//ygiB//phoP//entA//sgbU//flgM//pdeR//sdaC//rluE//ymfK//manX//garL//gstA//paaK//frmB//metR//rpoD//rapZ//yfcS//ybdR//nikA//cheW//selB//roxA//rmf//guaB//kdpA//adeQ//yahN//feaR//tdcF//yrdA//ynjD//yadI//guaD//pyrF//tcyL//pyrB//menI//malY//rdgC//exoX//glcD//argE//mgrB//putA//hflC//yhbQ//mltF//
GO_1901361_5	prpC//gutQ//iscX//hybC//speE//argO//tsgA//tnaA//rbsD//ynfE//ybhD//sstT//lrhA//pstB//yibH//napA//ligB//rhaR//moaE//yjjU//ribA//rpmC//rluD//tktA//sbcC//yidK//ispB//ykfI//yfcQ//potC//dam//insF-1//dctR//proQ//rfaE//yebC//yqiI//rplD//ptsN//nrfG//dctR//fecD//dtpD//yifB//ybhP//zupT//mutS//endA//phnN//nirD//yghO//yiaM//gpr//ibsE//murQ//yjiA//ansA//nfi//aroE//mppA//yqgB//rfbD//fadR//flgD//rsmC//yijE//rplQ//ogt//sufD//ispA//sstT//dacB//ygjR//sfsA//ydhC//alsE//fdoG//zur//luxS//rpoD//fimG//uidR//cspE//yddL//rfbD//putA//acpH//glnE//yqaB//rhaT//lgoD//pdxA//ygfX//ggt//insE-1//ybaT//pspG//nikB//yfeW//ydcP//rlmC//umuD//rhaA//ycgV//chbC//bioH//ansA//btuD//tsx//opgC//hexR//rimM//ulaE//marA//frmR//setB//moaB//yjiX//yhjC//caiD//yihL//galT//glpB//obgE//sgcX//phnC//
