#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fdoH//ispU//flgM//ibaG//
GO_0070894_6	ltaE//
GO_0070925_5	ribE//pepQ//ycdX//torY//gsiD//rsmI//mltB//ycgV//rluB//hipA//
GO_0070930_7	pcm//
GO_0070972_7	pcm//
GO_0070981_6	der//
GO_0070982_5	yeeY//
GO_0070988_3	nlpA//yhiM//
GO_0070989_4	ycbU//
GO_0071103_6	yaiV//srlB//rlmH//argT//yqjI//cysA//hisS//speD//mmuP//degP//acrD//gapC//rhaM//ymfK//yibT//clsB//trmB//fdhF//hcaT//
GO_0071139_6	dgoK//zraS//
GO_0071214_4	sufC//fabG//idnT//bioP//lacY//lsrG//yebG//lptB//ispH//yihW//ghxQ//osmY//envZ//sucC//yneL//lplT//ftsI//eutR//sspB//rnd//aceB//ycaO//ygcO//fadE//
GO_0071218_6	pflC//
GO_0071229_5	degS//hypF//yidP//hisQ//thyA//
GO_0071230_6	spoT//
GO_0071236_5	ldtB//queA//yhdJ//ldtA//iscA//cysW//yfbV//yhdZ//ybcL//nhaR//fecB//yafN//nlpI//argK//rplO//stpA//ubiH//elfC//
GO_0071237_6	yddA//sad//
GO_0071241_5	ychF//mutM//citG//aceF//ybdR//ftnB//csgF//ybhS//yohC//yiaL//sgcB//yghB//prfC//dgcQ//mhpA//yebC//galE//
GO_0071243_5	sapD//
GO_0071248_6	holD//lacI//narX//ebgR//alsC//elfA//ugpE//nrdR//holC//glmS//yhjG//yggD//yeaK//ibsB//
GO_0071249_6	deoR//tbpA//
GO_0071250_6	ybiJ//sufE//
GO_0071265_5	metI//yfcU//surE//gsiA//fkpB//
GO_0071266_6	srlD//bluR//
GO_0071267_6	menA//hemC//sdhB//
GO_0071270_6	infB//feaB//
GO_0071271_7	gsiC//cyaY//
GO_0071276_7	sfmA//arnD//
GO_0071280_7	hemG//ybaL//
GO_0071284_7	yfcR//
GO_0071286_7	frmR//dnaB//
GO_0071287_7	ackA//
GO_0071288_7	pdhR//yadK//
GO_0071289_7	entE//
GO_0071291_6	dppD//
GO_0071292_7	yaiW//arcA//
GO_0071294_7	ampG//yfdS//
GO_0071310_5	yahN//tonB//csgA//yafC//gabD//rsmE//ybhJ//yjiY//fumB//gyrA//yjhP//
GO_0071417_5	pdeR//acrA//rpsK//
GO_0071421_9	adeP//pdeF//pheM//
GO_0071422_7	hupB//menH//rseP//
GO_0071423_8	fixC//
GO_0071453_5	glpG//cheZ//kefB//
GO_0071454_5	ratA//thiL//
GO_0071456_5	ribB//
GO_0071467_5	rihC//yciE//sgbH//yfdC//yhaV//yehY//cfa//fnr//yrdA//mdaB//cas1//
GO_0071468_6	adeQ//cysE//narK//menB//melR//yigB//fecD//sbmC//yihW//hcaR//
GO_0071470_5	artI//mlaB//ycjP//yojI//yfiF//ptsH//dgoK//cspC//tusD//yagE//
GO_0071474_6	entB//pspA//gltI//mtlA//
GO_0071478_5	rplE//malG//cmtA//
GO_0071482_6	acs//setB//sbp//
GO_0071483_7	paaZ//
GO_0071495_4	napD//frwC//ebgR//
GO_0071496_4	kilR//ybaL//umuD//cdgI//insB-4//yhhT//hprR//yehX//ftsA//astC//paaA//ilvH//nrfG//metN//casC//ycgB//secA//gph//yraK//hcaF//ribF//yijO//gudP//cycA//manA//fimF//fliL//ygiN//recJ//nagA//mdtA//yihL//frmR//potG//dam//ygeW//secF//livM//puuD//marR//mntP//galK//cpxR//araC//hdfR//pyrC//ydcS//nhaA//yagE//ilvH//ydhK//degS//fliT//
GO_0071500_5	adk//
GO_0071502_5	rbbA//
GO_0071545_6	mltA//ackA//
GO_0071554_3	deoB//yiaJ//elaB//glnH//rfaC//cspC//ybiJ//prfA//pepT//lolA//aaeA//yjjV//speD//ptsG//yfcR//cbl//mazF//yedF//deoR//ebgR//tolR//preT//yadK//
GO_0071555_4	ftsI//zntR//rimK//ggt//mdtL//hha//psuG//yhbO//ubiF//sspB//hicA//flhC//efp//
GO_0071577_9	yfaL//cbrC//bluF//slt//clpP//yhjG//rarA//
GO_0071616_6	frmA//cptB//
GO_0071702_5	acpH//ratA//ade//nirC//ahr//clcA//rfbB//rfbX//pfkA//ymfK//ycbV//amiB//torS//hcaR//rlmJ//yjjI//tsaC//ybdM//casD//bioA//waaY//flgJ//rnb//ilvA//trg//hflD//deoR//pdxJ//rplS//lapA//ygeX//zapE//viaA//xapR//yggW//hsrA//pbpC//yadG//flgK//glcD//hofQ//dacA//ykgF//nadA//torD//rplN//panC//pspC//cecR//rplY//tcyP//ruvC//agaB//evgS//yfjV//ompA//yphB//ttdB//djlC//aaeR//kdpB//ygbI//ptsN//rpmB//kdgT//purA//livH//minC//gltK//mscL//ftsX//araH//gntU//tolQ//leuO//pgaC//yaaU//dnaN//yehU//ldrB//sodC//fixA//preA//iscR//fadL//mhpR//hslU//ydcI//ydhQ//ptsI//fliA//tsx//hslO//dnaK//mdoG//gph//pspD//oppA//iraD//hprS//fdrA//pstS//fetB//chpB//insH-6//ygfA//cycA//arfB//malG//nepI//apaH//mhpC//pgm//eno//yjjW//ydcI//argH//treB//alsE//parC//der//dgoT//cadB//mdtM//greA//speA//ratA//fadK//lplT//dgoR//panZ//recJ//argE//rzpR//mqsA//tldD//prmC//era//nimR//yadN//hyaC//yhaC//rplJ//clsC//yahI//deoR//casD//sdhA//lpxM//dhaK//aroH//clsA//aroL//modA//yrbG//kefC//cof//tatC//rbfA//torY//umpH//csdE//malX//ytfR//uvrB//mppA//waaO//crr//arcA//yjiA//trmB//mscL//ybdM//osmY//rep//apt//fadM//chpS//menC//yjaA//rhaM//metC//mlaE//lysS//frc//cpdA//ispG//dppA//pdeL//sgbU//emrE//glk//sbmA//rpnB//melR//yadI//yehD//srmB//syd//ispG//pgpB//fliS//fumC//mdtJ//amtB//yfeR//tolR//yddM//ygaH//yraR//yihS//kefB//mdtK//phoP//cusA//yejF//ung//comR//araE//bamE//lasT//ygeV//flhA//cdgI//rlmJ//sixA//ftp//ybiS//tdk//leuE//alkA//trpB//ydcI//asmA//rdgB//pdxJ//yddL//eamB//eutD//pepD//ytfT//mnmE//glcF//def//araD//soxR//elfA//gabD//yfcS//yqiH//ortT//hybA//rcsC//ydiZ//gudX//yejB//trg//dcuD//murP//ygdG//lptG//lpxM//sufS//chpS//eutR//hisF//ynfL//fepC//gcvR//helD//mdtE//gstB//rimI//dnaN//pagP//ydaN//pinR//gloC//dicB//ihfB//glxK//trg//ydbD//pldB//manZ//recJ//pheT//cusR//folM//kdgR//patA//fliL//yqjA//cyoC//eptB//rimI//recX//sohB//mcrA//yegV//pdeH//bcp//prfB//csdA//mnmA//mqsA//nrfB//cspA//clpA//iraP//yghW//fliT//ycgR//kefG//ydeE//hyfF//mak//alsC//mdtQ//yeaD//recR//ftsQ//rplC//ygbN//yjgX//ynbC//pyrL//kefB//melR//ydcZ//tehA//yadI//speA//yfdK//abgR//csdA//mdtC//rihC//mtlR//cusB//preA//glnL//panB//osmF//paaF//ldtB//yfbV//yggP//pdeL//ttcA//gltD//bolA//znuA//mnmC//yadN//sxy//umpH//hofC//yibA//yihP//emrK//dacD//glvB//phnC//acpH//cas3//hprR//yfjV//iscR//eptC//cpoB//yiiM//yhjC//plsX//arfA//dsbB//zipA//clpX//arnF//lepB//pepB//elyC//sapC//recB//rimJ//ccmE//rfaF//yjhB//yehA//hisQ//
GO_0071704_3	araD//thyA//araF//thrL//yoeE//sanA//mipA//yjcE//zntR//flgC//acs//tdcB//lpoA//intA//ygiB//yadI//ycgR//ybhA//sodA//lgoR//kefC//flgK//rzoD//hslU//syd//glk//elyC//cheB//pagP//artM//tqsA//pinE//nrdB//entF//lipB//yqeA//oxyR//ais//ssuA//envR//ribC//flgE//metI//aaeB//ppiA//rsfS//roxA//mnmE//ihfA//amiB//gpp//glpB//ade//mtlR//cyaY//gpmM//fecC//carA//ydcT//basS//baeR//cysM//ubiH//nemR//yjiM//patZ//hybO//rbsK//lptE//kefB//ulaR//ygbM//ynjA//ybbN//fur//feaR//yaaY//yjjQ//ubiA//ytfP//ycgV//otsA//artQ//acrD//rsuA//arcB//deoB//trpR//narL//glyS//xerD//rplX//glgX//sgrT//yqhD//ydjK//minD//dnaC//ygeA//queA//lptA//rpsJ//yebS//panF//norW//greB//frlA//ycbV//cysH//nrdD//ycjY//yqcG//tusA//pcnB//csgD//sixA//yjfP//sgrT//rluD//emrY//secE//rpmF//ycdX//idnO//uhpA//alaS//ybiV//ypdC//gadW//leuA//pstS//trpGD//ldrA//yahI//yfdC//uxaC//afuC//lldR//agp//sufS//clcB//ppiA//fkpB//pstB//fumB//puuC//lptE//norV//yiiE//prlC//mltG//mcrA//ugpC//lpp//sgbH//uspF//putA//argO//flgG//ilvH//allD//accA//rffG//rarA//yibF//ydfK//dnaA//tsaE//argA//ebgA//paaF//napB//rmuC//ydhJ//ybaO//sstT//yahO//ychO//abgA//baeS//ydcI//ahpC//ydjM//sapC//yiaF//mutH//secE//yidL//dmlR//murA//cobC//ubiX//ldtA//frc//nagC//cusA//ycbV//rzpR//sohB//rhaD//lpxM//queA//feoB//yebS//nrdG//fadI//asr//ydjK//malE//kdsA//dxs//yrfG//cydD//gspI//proB//yagU//rcsA//nepI//phoA//ratA//ubiF//ileS//cysU//yhcD//nrdD//mdtM//cheB//insH-5//ydfG//entS//tatA//glyA//hybF//rppH//fabZ//sbmC//yahF//secD//rsmG//nlpE//livK//yahK//potD//nikC//satP//mreB//nikE//prs//yrfG//adk//yjtD//yihL//emrE//rsmH//opgE//fadH//cobT//rutD//aroC//betB//aes//infC//csgE//elbB//solA//tdh//ypdA//yecS//mrcA//lptF//ogrK//sutR//pal//zapE//copA//ynfH//entA//ampG//marA//ydbK//ydjL//ddlA//dinQ//rplE//rhaT//cbrA//pal//yidC//gapC//yafN//xthA//napC//csdE//rhtB//ratA//setA//pnuC//sdaC//wzc//cysB//yraN//pyrL//nagZ//nrdA//yhcD//scpB//appY//cedA//rpsS//tpiA//ybgP//dtd//murC//prs//potC//aldA//ydcI//xylE//uacT//rplW//yaaJ//rhaA//dnaQ//yqeF//rsmE//galK//ydfG//nlpA//yihQ//arfA//smrA//rimI//rfaD//rssA//ydcP//xseA//trmB//sgrR//yhdH//dnaC//paaA//yjgX//yfiC//pepN//rnhA//cusS//edd//lsrB//napF//yhbX//dnaJ//yihL//yieK//ygfX//yicJ//apt//rfaC//yiaB//yfgO//tdh//chaA//potD//gloB//dapB//glcB//lpxP//alaA//ygjK//mcbR//glmS//tesB//yicJ//dgoT//yfdR//flgB//dfp//iraD//iscX//cspD//soxS//ubiE//trxA//moaC//cspE//murG//glcA//araH//rseP//murF//waaJ//yfiR//dgcJ//rhtA//mhpC//hdfR//napD//dinB//moaD//ogrK//aldB//folX//rlmM//phnO//dpiB//narY//ftsW//yehW//accC//agaS//era//tsaE//proS//cheY//metC//sdaA//nanC//rplN//yabI//moaC//rpmG//clsA//yiiE//tdcC//dadA//mtn//garR//metG//ndk//lptA//trmO//mdtK//adhE//nsrR//rcnA//ushA//rpsP//acpT//hemN//metG//yihU//relA//symE//ais//ypdI//mak//yhaC//rffH//setA//kdgK//mobA//waaZ//rsmG//yadM//rhsD//yieK//moeA//fixC//ypdA//yphB//marR//malQ//hybF//malX//mdtN//kdpF//pinE//sbmC//rluB//ydiP//thrA//emrD//frlR//ddpX//truA//cycA//yabI//glnQ//dkgB//pabB//mdtE//sdaC//amtB//dtpC//ygjR//csiD//nikA//minC//rhmD//upp//nfo//ssuA//epmA//pinQ//phoE//ilvL//yhaO//ttdT//mtr//rimI//fdnG//gldA//mraZ//yjiR//potI//yghB//zitB//tonB//marA//glcD//murP//fliD//yhcN//uxuB//pntA//atpB//ybcF//speB//ccmF//yijO//preT//guaA//cysI//fdhF//parE//rutR//holD//malI//alkB//ydcR//rlmF//chbC//metQ//pyrL//nagE//nuoN//rbsA//metG//dctA//yoeB//hldE//yhjX//nepI//tusE//recD//yadC//dinJ//ydhJ//nikA//aspS//eutB//ppk//rpsJ//hipA//xylE//dcp//ygbN//tatC//nmpC//yghG//ynhG//yggP//eutD//trmL//aes//holB//yidL//cbrC//uxaB//ftsX//yfbR//mlc//yejE//dcuD//dgoA//rph//cnu//ibaG//sucD//menF//pheM//agaR//nadK//tauD//trpGD//pspA//eno//yfaL//rplS//ybeY//flgA//psuT//surE//folM//ivbL//secM//yadG//menF//ftsH//rrrD//ccmG//ydjM//rhtA//lepA//uidA//sapB//ygeV//ycbU//caiD//rfaG//mtlR//rlmA//hmp//ybhF//ygiN//coaD//vsr//yahK//purB//hypF//cmoB//ygjR//tar//aroL//xylA//polB//ptsP//hyaD//yhgF//mdtD//ybiH//yohC//ada//dgcQ//cydC//pgaD//rfe//narX//trmA//nagD//phnO//ssuC//nuoN//ubiD//yijE//frvR//hicB//ydiF//rplN//ascG//hofO//cpdB//yjeH//fkpA//rhaR//puuE//rffG//cobC//nuoM//yfgJ//ydcS//ygcW//lpcA//ecpR//intQ//fadL//garL//cirA//ubiC//yidQ//hybC//zapC//gspF//bssS//uvrC//tatC//bioA//napA//rlmE//ydaV//leuC//lsrD//melB//etk//trmB//folP//emrE//yfgI//yqiJ//paaX//acrZ//bcsA//envR//wecC//hybC//dcuC//yjhB//yjhP//mrcA//glgX//mltB//araD//yjfP//plsB//osmE//ftsI//yceO//fdoH//ilvL//yqgB//epd//coaA//nirC//yijO//sppA//cecR//recC//mobA//livJ//epmC//uspE//phnK//nuoG//yebC//torY//murE//yajD//ydbK//yihO//frlC//lpxK//hicB//dacB//bssS//rplM//cbeA//sucD//qorA//mngB//mdtO//ynhF//agaW//gdhA//thyA//ptsI//greB//coaE//glnS//dhaL//mntR//frlR//ptsI//mrdA//narL//malX//setC//cutA//motA//yebC//galU//hscA//def//ycjD//uvrY//fucA//eutN//yhhY//mreB//ydfK//glgA//ybhA//dacB//ulaR//cdsA//qseB//gloA//tnaC//ssuA//secA//fadB//waaO//dgcZ//zinT//gmhB//focB//yieK//surE//ribC//uidC//ddpX//fabG//dpiA//pnuC//rihC//fliG//ubiG//talB//frr//yfcQ//paaD//wrbA//ymjB//gltS//pgm//pdxB//yagG//rpmF//opgG//rcnR//cueO//zupT//argO//rpnC//menB//ackA//efp//caiE//mlaD//feoC//dtpD//ygiB//xthA//yhfK//idnD//hicB//yedX//rph//hemC//secG//oppC//rmf//yehZ//tauD//rpmA//rplM//xapR//ybhD//hypF//ecpR//phnN//bolA//aroH//narP//ppiD//rcsC//elaB//lolB//ykgO//yebK//potA//nrdE//mglB//narV//dgoD//epmA//yahB//torS//idnK//yfgJ//ulaF//metQ//xylR//tesB//elfC//xerC//ybiJ//sdhB//bamC//ppc//pntA//syd//dnaC//kdpE//atpH//fcl//ymgF//deaD//panC//aaeB//phoE//recR//pgi//yjeI//oxyR//yhaM//tdcF//waaY//rplE//lolD//putP//paaH//deoA//bssR//cynS//yphC//glgA//hlyE//ivy//degQ//elaB//entS//fabB//sbp//lrp//rpnA//guaD//dadA//mtnN//eutK//mdtD//kduI//cheZ//mngR//csgG//waaO//gudD//yeiG//ggt//sfmF//plsB//dmlR//ssuC//xthA//rplP//prpR//dkgA//acrE//sfsA//prs//hcaB//mdtC//amtB//flgA//yajL//uxuR//araB//ligB//glpR//mpaA//narV//rlmM//atpF//cstA//cmoA//dapA//rpiA//yfdR//yjiR//rutE//lpp//fre//ydgA//yhjG//ygaH//narK//gpsA//kdgR//rcsD//lgoD//hybG//ybjC//serA//upp//ldtA//manY//adeD//rpmH//yidE//tesB//torC//feoA//prpB//frwD//chiP//dppC//yjiQ//yhfS//mnmC//fimC//prlC//thiL//gsiB//yjhH//tqsA//yciF//dacD//rihA//bdcR//dgcQ//setC//katG//yfdO//trmL//ulaD//araB//argK//cspE//fdrA//csdA//gntT//cpsG//glsB//etk//rplY//blr//yfcV//mhpA//puuC//rpnC//lysU//yccA//apaH//fepE//dcuR//ttdR//gpt//ybjL//cmtB//ccmG//hisP//rbsR//nagA//rpsM//chaA//yihT//rho//paaZ//macB//ispA//adhP//pcm//rpnB//bepA//serS//hicB//cysC//murI//allR//nlpI//kdpE//yqaB//ygiB//gspJ//rof//narH//rffC//amiC//yojI//nimT//gcd//napC//cheR//malQ//ydhK//csiR//rpmC//speF//ybbY//dmsA//kch//adhE//sufE//yjjV//tar//tufB//ubiJ//ydbD//tatC//wecB//lpxL//seqA//asnS//sdhD//rne//ghoS//ynhF//ushA//ruvA//fpr//mdtF//kdgK//slyD//zraS//rpiR//trmD//opgD//lpp//cydB//infB//yeiG//maoP//rnlB//hisB//rhoL//kdgR//nrdB//rplK//pdeK//sgcX//fimF//lpxB//mdtI//ybiS//sdhE//lepA//glyA//rpiB//dapB//asmA//uhpA//yciG//iscX//ykgO//pgsA//rplC//abgR//yfiE//yfaV//glk//tmcA//prs//yfdC//nupG//truB//wecB//yabI//mcrB//yefM//ydiF//caiB//sgcB//cpoB//nanR//idnD//ttcA//dtd//araF//allC//greB//gutM//gatY//gspJ//basR//ushA//yecS//gluQ//mrcB//thiP//yajO//bioD1//yciT//yjcO//eptB//rhlB//bamA//menH//hisF//katG//yiaT//tus//macB//macB//ygiV//zapC//mdoD//recD//ibpB//prmC//phoU//yqjA//ycbV//thiH//yieE//sapD//ftsZ//bluF//lit//rlmA//ldcC//eutR//dpiA//rnpA//sodA//dcm//rsfS//bioC//torZ//fur//ycbU//tsr//hcaR//mdtI//yciA//fklB//mdoD//slyA//mcbR//yeeY//yaaU//phnO//rusA//pepB//trmB//fabR//yfcP//mepA//agaS//recF//yhfS//ygcO//hemN//dsbD//rpmG//galE//pgi//plaP//glnP//phoQ//ydaN//tdcR//topA//recQ//hokE//ygiW//tag//dsbA//lolD//clsC//csgF//mepS//ybbW//greB//lldD//gltD//sapF//tcyP//yfbV//mngB//fdx//chpB//rbfA//proB//fmt//yedL//glnD//flgC//yhjC//dtd//cca//ompC//nemA//gcd//cyaA//bcp//yhhZ//yqhC//potA//ytfE//glnL//miaB//ptrA//sutR//mdtA//mlaF//tauB//lptB//moaD//dsbB//purU//prfC//fre//yiaB//nadB//yfeW//nuoN//rutA//tyrS//actP//malZ//topA//dsbC//clsC//ribB//gltX//yagJ//kdsA//appB//ybiO//mutL//paaD//glsA1//atoS//fdoG//galM//truB//wzzE//ygeA//dmlA//yfcP//ydfD//rpmG//nanA//recJ//yggP//sodA//ffh//aceB//essD//gltD//gudP//prc//psuG//ydaC//aroD//prfB//hemB//nanC//dhaM//yidA//hrsA//torS//mnmE//rhtC//rcsF//sseA//tdh//cobB//ligA//ulaD//nhaA//rstB//yadK//fimI//cadA//ynbB//fur//bioD//yciK//acs//rpsS//nanC//nfsB//lsrA//ybaK//emrE//rbsA//plaP//soxR//wcaC//mdtO//yihR//secG//yhdX//ydbK//aroD//dinJ//nagK//yjiY//dmsA//dtpC//yfhH//xylR//hemF//asmA//dnaK//uhpT//talB//yebK//ihfB//agaW//fadR//lpxK//ybdR//rseP//yidD//yhbX//ubiF//glsA2//tsr//greB//serS//comR//yccX//metE//envR//sbmC//pfkA//mdh//rpiB//ugpC//cynS//cpxR//srkA//eutR//argE//surE//hrpA//rlmN//hemH//hldE//ygbL//ybjN//asnS//yfgJ//alpA//lldD//ycjY//proW//rcsC//suhB//yfcR//ldrD//minE//nanT//ispU//rcnR//ddlA//cysB//aroB//ykgF//dmsC//umpH//argS//yoaB//yehT//yidQ//ynjD//tdcE//artJ//yafO//mglA//ispU//gcvH//cysE//yfiF//sgcE//ycjR//hflX//yjiQ//metN//mngB//dmsC//exuT//gltB//yraR//torS//pdeR//pdxY//ptsH//flgM//dgcJ//ilvN//murG//xylE//surA//ulaD//puuB//pepA//yiaT//fdnG//chpB//potH//nadE//yieL//potD//yijE//hscC//ydfG//ttcA//flgH//uvrB//yoaA//nagD//nuoI//osmC//fryB//galM//mnmC//paaX//ygeW//ugpB//rutG//sufB//rpoD//yraK//tnaC//mutS//rpoH//argO//hdeD//gpmM//rssB//lsrB//emrY//xylR//oxc//rsmF//rpoH//pyrH//intE//bglX//zwf//tldD//casD//ygeX//insK//asmA//kdgR//eutA//arnD//secE//yehP//pdxY//metC//glnS//ygfZ//dppA//fliK//citX//fucO//mdtD//basR//secE//aslB//ibpA//yjbH//hofC//etk//ldrD//waaB//rnlA//rapZ//yciE//ybhA//yeiE//ghoT//pphA//astC//yphC//emrK//ptrA//rsgA//ygiN//panE//acpS//yeiE//yodD//yraN//bioA//mdoG//sbmC//yibH//yhcD//btuD//sgcE//tdcE//rlmN//lacI//insH-5//raiA//nfi//ompR//cysA//tyrA//ubiE//recO//emrD//yiaF//suhB//atpA//dtpA//rpsK//chpB//amiB//secA//prpC//metR//dhaM//cycA//phnG//paaJ//fecD//mliC//amyA//hcaE//tdcG//rluB//nusA//mreB//yphC//yqiJ//sodA//rpsE//umpG//iscX//groS//abgB//waaZ//queC//ydcT//dinI//xylR//ulaE//rbn//dtpC//nudG//glpA//hyi//ulaR//yfeD//srlA//hyaA//acpS//uof//sdaA//fadR//murG//lptG//srlA//gloB//alsC//rlmE//acrZ//metN//
GO_0071705_5	udk//prpR//prmC//appA//hldE//adeD//glnH//nagE//ybjL//mngR//rutF//gmhB//gshA//tilS//mak//lsrA//appY//ybaO//gsiC//rlmB//trxC//glpT//ravA//pyrE//rplS//rlmB//feoC//rnlA//yebK//ssuD//oxc//agaV//gyrB//hinT//rplR//fadE//glyA//ralR//ilvN//ybjD//malK//lipB//rhaD//sapD//acrZ//btuF//speC//ygiN//dinB//yiaL//phnP//ydhJ//sgbU//hyaA//pdeF//pepA//bcr//ygdG//rpoS//mreD//lptC//yraN//lhr//bioC//rimI//paaK//lapA//tnaA//insA-1//spoT//dtpA//ydiF//yieK//mlaD//ghrB//rutG//melB//proP//yidK//rusA//orn//elaA//pyrG//yciH//bioP//yihO//osmC//abpA//rnlA//ubiB//ycbV//nanT//eutB//fimG//yhbY//yjbF//yfaV//adiA//ybgI//lapA//yfdS//torZ//yhjB//phoQ//prfB//bioP//nlpA//lsrG//napC//rppH//agp//lamB//sugE//sdhE//fepC//purR//narV//intS//kefF//sbp//recB//deoD//lsrB//appY//yhdZ//yiaA//cpoB//paaE//cynT//nlpA//xylF//dapF//pflC//znuB//fimG//pstS//sbcC//pdeF//phoB//lptD//tdh//dgt//cyoE//ulaE//yihO//torA//wcaC//yjfF//araE//narJ//yrbG//gpmM//nfsB//tdcB//flhE//rsuA//rbsB//yfcS//menF//aas//mntS//alaS//ybdG//mglB//ybcJ//panC//rlmC//mdtJ//tolC//dut//yhjD//insI3//narL//yahO//garR//trpGD//lpoB//intA//alsC//yfcP//fimE//hxpB//potF//pabB//pdeK//fepG//narL//yggN//hpt//ulaF//iclR//rimM//purA//gpt//glgA//thiH//acrF//mhpT//tsaE//phnH//tsf//hscC//casA//clcA//tauD//aslB//yfdK//bcsA//infB//nemA//dsbB//nhaA//pheM//ompL//setA//lrp//narQ//glnH//bcr//frr//rutB//cspD//ftnA//puuD//lspA//rffG//asd//bsmA//narW//yggW//ilvA//rluD//asr//preA//gudP//hupB//
GO_0071709_5	ecpR//hypE//fixB//ybeY//creB//yhbX//tdh//lexA//ibsD//proQ//
GO_0071731_5	yhbX//paaA//lsrB//
GO_0071732_6	emrY//
GO_0071769_5	gntK//
GO_0071804_3	thrA//fimI//dosP//tsr//mpaA//ibsC//katE//rplT//yijE//dapF//artP//yfjV//glnB//mmuM//mngB//
GO_0071805_4	rlmL//tyrS//ydeT//cra//relB//cyoE//fiu//yhbY//pfkA//opgD//fliA//yiaM//thiM//glnA//phnP//
GO_0071806_6	tusE//cyoA//lit//trpE//sucD//bhsA//kdsD//psuT//yhdJ//fepG//btuD//rppH//ygiN//ldrA//ggt//ydiQ//yheT//argG//ydhK//
GO_0071807_8	yoaA//
GO_0071824_5	yicJ//
GO_0071826_5	bcsQ//sdhD//rffC//trxC//erfK//greA//galU//trpD//chbC//ilvN//yfeR//yheT//prkB//rpsP//ybhJ//ptsH//msrQ//flgM//chbG//yjgX//cadC//rtcB//hyfF//bcsQ//sppA//aceB//
GO_0071897_6	dhaM//nrdG//ompL//opgB//proS//maa//ygaH//mocA//yehW//rsmI//cpxP//der//phoA//epmC//smpB//nanC//pdxK//focA//xerD//nagD//
GO_0071915_9	dacA//
GO_0071932_8	sfmA//
GO_0071934_6	aidB//dosP//gatC//
GO_0071941_4	ihfA//hslU//aer//mntP//hprS//ttcA//yedL//vsr//baeS//
GO_0071945_7	carA//
GO_0071951_8	cueO//
GO_0071963_4	sdaB//
GO_0071973_6	rplR//ribC//gntK//ompT//dapF//fur//ycjY//bssS//epd//yfcP//aroK//recX//fes//epd//yeiL//modB//ydeE//nfo//znuB//rclB//ribE//rhsD//yadI//yijO//fadE//atpD//pgaC//pgaD//pppA//fadI//ykgF//
GO_0071975_4	holE//
GO_0071977_5	lsrA//
GO_0071978_7	cobT//mdoG//yajO//ybhP//ubiG//rpsH//deoR//napC//folC//ushA//hslJ//thiM//rbsA//ybcQ//
GO_0072321_6	nanS//ybiT//
GO_0072322_6	ccmF//
GO_0072323_7	feoA//
GO_0072329_7	rplO//nrdI//mdaB//rclR//ykfM//galE//casB//rclR//gcvR//uvrA//ddlB//aqpZ//trmH//phnL//valS//ydiO//ycbV//arcC//cbrA//melB//yebG//panC//sixA//manY//grpE//proA//frdB//malI//zitB//xseB//torD//glpG//npr//hicA//menE//panZ//rraB//flhA//gapA//dsbD//fimI//rfaE//yfcR//rffG//pabC//argO//ymgA//yfeX//yegV//relB//puuR//insB-2//ppc//cheZ//nikR//parC//nuoH//yciK//nupX//yahI//agaS//dapF//yeiE//kduI//yciT//rbsR//rhsD//rpsD//rhaD//truC//phnI//dctA//leuB//iscX//groL//kdgT//ydfD//setB//fecC//ypjD//ldrA//
GO_0072330_7	pdxJ//nirB//mepA//sgrT//fdnG//epd//ydcO//ygeR//ydfH//thrA//amiD//caiF//speA//fucI//macB//yidC//solA//grxD//arsC//acrA//ydeT//yohC//xdhB//bluF//tbpA//ltaE//rpsG//parE//yiaT//nanC//tatE//dcuD//moaA//ycfH//casD//trmD//cirA//napA//arsC//yedA//fadL//eutB//dpiA//treB//panB//otsB//dinQ//mdtL//paaH//aphA//yiaA//bamA//pdeH//ispU//arfB//ycjP//amiA//gudX//
GO_0072337_6	cbrC//osmC//trxA//bacA//yfaL//ibsC//thrS//ileS//yebC//osmE//ydjK//yieH//rpmE//yhhZ//casC//ycjY//garK//lysR//glnS//folX//paaA//ybaT//purA//msrB//mdfA//cheA//
GO_0072344_7	yajD//glpX//ybhP//ribE//
GO_0072348_5	uvrD//carB//ravA//gmhB//pspF//norV//ftsX//hofC//xseA//mdoG//clcB//recT//frwB//rplM//aroE//aes//truB//sixA//cutC//yrfG//dctA//yehX//fliT//yhaO//yjjX//cytR//yihV//yraH//opgE//appC//flgD//waaB//fryC//pth//aceK//fabZ//cusA//nadK//dinI//bluR//
GO_0072350_7	nikA//topA//yiaF//kefF//yibF//ydfH//modA//livG//iscR//coaA//nanS//glsB//zntA//flgE//flgF//thiM//rsuA//sgrR//
GO_0072488_7	yfeD//gntT//fetA//kbaY//yqjI//lpxM//ahpC//
GO_0072490_6	cueR//sdhE//
GO_0072491_6	acrF//codA//
GO_0072501_7	ttdB//
GO_0072502_7	ytfR//
GO_0072503_7	amyA//marR//
GO_0072505_8	mdtK//
GO_0072506_8	mazF//
GO_0072507_8	gshB//yagF//pitB//
GO_0072511_7	yfaE//iraP//malY//ynaI//nfsB//flgD//otsB//treF//rcsF//pyrB//yhdW//ypdA//dcuS//cspE//fepG//abgB//yaiP//
