#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//dmsB//hyfA//fepD//
GO_0050801_6	oppD//rsmE//pspC//msrC//nikD//fimZ//sgrR//cusB//blc//gph//lapB//yjjB//glcD//ispB//cheZ//gshB//nfuA//malX//infC//upp//lsrC//yecS//yjjQ//rclR//ydiP//ibsC//pabA//arnE//secY//cspA//xseB//atpF//hupA//ispH//ycjP//ycgR//
GO_0050821_5	gntP//fdnI//xerC//bglA//narU//
GO_0050918_5	yfeR//lamB//ibsB//ghxQ//
GO_0050919_5	yjiQ//
GO_0051027_8	sgcX//gspI//
GO_0051049_5	rutB//napD//uhpT//rffC//sseA//hyaD//mepM//glnD//avtA//zraS//asr//acrD//
GO_0051050_5	relE//hpf//msbA//
GO_0051051_5	ytfE//holA//tpiA//
GO_0051052_6	rpmG//ybjN//ispA//sodB//eno//kbaY//pdeR//hdfR//chaA//sapB//rsmJ//nagA//yciG//pgaD//
GO_0051053_7	yadM//malP//agaB//prlF//soxR//opgB//
GO_0051054_7	xylA//yfgO//
GO_0051055_7	trpE//
GO_0051083_5	phoB//
GO_0051084_5	nlpE//amtB//sdaA//nrdA//uvrD//gutM//fau//
GO_0051085_5	fucO//gcvP//mnaT//mntR//tdk//dgkA//dsdC//
GO_0051090_4	trpL//cydB//yidP//yciA//nagD//frsA//znuA//pncB//
GO_0051091_5	endA//ubiI//
GO_0051098_4	bglB//btuD//
GO_0051100_5	nuoE//pcm//
GO_0051101_5	gadE//
GO_0051103_7	alpA//manA//
GO_0051128_5	cyaA//clpX//chbC//yadC//exbD//adiA//rhaS//smrA//ypdC//rhaB//cmk//katE//katE//mazF//ushA//setC//fdhE//ldcA//csiR//rplI//yiaJ//emrD//fliK//yodD//hslO//gatZ//rbsR//ybdH//ybjD//decR//ivy//gsiB//yfcR//atoC//lolD//mltD//napD//prlC//acpP//yggD//ytfQ//dcyD//maa//flgC//yhaM//mltB//chaA//mraY//metR//yneE//rnpA//nagA//rsuA//bioP//pckA//ybbY//csdE//mdoG//zipA//trpR//cycA//abgR//ychO//yqiI//nuoM//sbmC//lacZ//ygjR//ydcP//uxuB//znuC//nemR//minC//uvrB//gsiB//mutL//hofN//
GO_0051129_6	casC//nikA//argK//fadI//pliG//crl//dnaB//ycfS//dusB//hda//ttcA//kch//motA//ybaQ//gpsA//yidH//
GO_0051130_6	mngA//abpA//ftsL//trmA//uxuB//cbeA//sfsA//lepA//rplR//murF//ampD//uxuR//ftsP//mobA//htpX//flgB//
GO_0051131_7	poxB//glcC//
GO_0051143_8	rpsS//
GO_0051156_5	pheM//rcnB//osmC//ptsH//potA//yceK//
GO_0051167_5	tcyP//mlaE//mnmC//
GO_0051171_5	nmpC//malK//ydhJ//hicA//pepB//caiT//zapD//xthA//ynfE//ybjX//aroK//oxyR//rpoS//ulaR//iraP//rarD//yebZ//thiM//hypD//folA//marR//ftsY//hyaC//sspA//sohB//pncB//pstB//topAI//rffM//proC//hyaB//feaR//thrC//ybgI//carB//ulaA//dtd//hslO//moaC//sapC//lpxP//yehT//satP//mngR//csrA//rpmA//lpp//seqA//ptsG//thiI//yagG//nth//ybiS//norV//rnlB//rffC//tcyL//yfjR//smpB//cueO//rluA//rsmH//sfmH//sspA//ldtD//bdcR//psd//sdaA//feoC//mog//uraA//rplS//gmd//bcp//diaA//ldtB//murF//ydiP//gstB//ybhF//ycjD//trg//xerC//soxR//rcsC//cysH//dhaM//lptD//ftsK//pheT//mraZ//yfcG//macB//eutN//yjiQ//rne//asnB//purT//prpB//acnA//caiF//bfr//aqpZ//yraJ//dgcF//rlmH//nrfF//bisC//prfA//rpsH//chbR//ybiO//agaS//pspG//chbR//hybF//rpsE//fadD//pgpA//mlaD//rhlE//truD//dnaJ//nth//clpP//narG//ymgF//yadN//asnC//pnuC//yebK//afuB//tauB//ycaN//sufC//yfaE//iraP//adiY//puuP//soxS//gatA//rdgC//sufC//gfcE//acpS//appY//ftsX//csiD//ybiT//glgX//yeeA//adk//ycfS//iscU//uspE//fimG//proC//trxA//arnD//fcl//narI//murE//yqjH//tgt//yegT//yfdS//pgaC//sgrT//nagE//elbB//metR//uidR//ptsI//hycA//malI//yghO//ycjY//lpd//cycA//ygbI//sucC//uvrB//tpiA//yfcR//eptC//hcaC//rpmH//trpA//ilvL//feoC//tus//yciF//arsC//arcB//cmk//dinJ//fruB//groS//pliG//cmoA//hupA//flhC//yaaA//dsbC//tcyL//cysN//bdcR//aas//fucK//glpF//paaA//fklB//gltB//ybiW//thrB//ugpC//argB//yhdZ//ymgC//cysW//sucA//paaB//gsiC//cynX//intS//clsB//gcvR//djlC//metN//fruA//yibA//argT//gutQ//cysZ//pgpC//tar//yfeX//rplL//lptF//xylB//carB//emrD//nrdH//npr//agaI//pcm//cyoE//yicJ//gpp//phoA//otsA//hcaT//rpiA//dnaX//phnL//yciH//gcvH//ybiS//yjbB//rlmG//uspE//ratA//hcp//fliG//ydjM//dtpB//rsmD//chbB//murD//yraR//mtfA//sbcD//infB//agaB//sodC//sanA//wcaB//folC//tnaB//yjaZ//frlC//dpiA//hofP//prpC//paaX//yafS//atpH//bioA//fetB//gntR//afuC//ybhA//livK//ompG//paaE//livH//ftsI//pbpG//cfa//slmA//dtpA//lon//fabH//mutL//tldD//leuC//fcl//mdtG//nuoN//metH//dnaK//kdsA//hypT//kdpD//alsK//pdeL//xylE//nikB//pth//nfsB//glpB//ettA//sgcC//rimK//queC//fliM//rfaB//skp//sanA//icd//ybaE//waaJ//betI//ghrB//erpA//nhaB//ybiJ//
GO_0051172_6	sixA//mngA//rplT//purR//aroB//trxC//yahD//rna//mdtQ//ibsB//aas//csgG//hisP//frlR//trkG//yiaN//rpoA//fdoI//gatY//pagP//mdlB//ftsA//yhhT//yicJ//yecS//nuoF//argS//araG//mdtQ//speA//agaI//surE//xerC//sgbH//yhbQ//uidA//ybbW//exbD//ymfA//rsmD//pinQ//yqeF//nfo//moaB//rlmA//perR//nepI//trmH//cpxA//queD//thiG//hybB//xylE//tatA//yqaB//betT//entB//hybE//murQ//kdgK//cedA//upp//alsE//aidB//fdoI//arnE//rzoD//phnL//hda//ybdH//narK//mngB//ypdF//nth//nuoE//ispG//cpdA//coaE//sbp//nirD//lpcA//hybB//syd//btuB//ybhP//puuC//smpB//tolA//elaB//rcdA//relE//alkA//nuoG//dedD//tusD//phnL//tig//lptF//zapC//ygbI//yeaE//ygiW//alaC//yggT//yfaU//rzpR//pgaC//yadG//mdtI//narJ//metL//fhuB//nirB//gudD//csgF//dtpB//ttdB//deoD//csdA//rhaA//rplN//gpsA//pphA//flgH//hycB//corA//lgoT//ldrB//yohC//napB//rssB//ompA//
GO_0051173_6	gshB//flgF//metG//aceB//uidA//motA//ygiV//ynhF//yajQ//proC//ompF//tusA//grcA//abpA//atpG//arcC//wecA//aer//nupC//insI-1//hpf//ybbW//gntU//lptD//hokE//yjiA//rhaB//yieK//yqeF//sdaB//bioA//yghW//srmB//malQ//torZ//ygfI//ftsA//def//frc//recD//yeaE//rdgC//gatY//hokE//ynbB//menE//pabA//lsrR//hyi//thiL//ubiX//pyrL//metH//mltA//envC//mscM//ydaV//kgtP//bioH//yneJ//nagK//efp//nuoB//agaR//yfcQ//purT//accB//dapA//cueR//rpmA//fliZ//galE//bamA//clpS//moeB//purC//gcvH//wecA//ptsI//selD//ccmD//norR//tesB//yghU//xanQ//mcbA//adeD//rbsR//intA//
GO_0051174_6	yiaT//murI//dinG//tktB//insA-2//cysM//gntK//mngB//yjiR//tsgA//
GO_0051180_5	citC//rplK//trkH//lysS//yibH//eutA//glgP//znuB//pdxB//hcaT//pgrR//panZ//astC//mutS//ccmF//setB//
GO_0051181_5	dxs//hyfR//kdpC//ypjD//rapZ//leuE//dgcT//pcnB//yidH//yobF//proQ//yhfS//ompC//yahN//hda//yheT//rsmI//cytR//cof//dpiA//bhsA//minD//fixC//dsbA//yphF//waaF//manZ//thiC//kilR//ftp//srlR//miaA//ptsG//uidA//erpA//nemA//degP//yihV//rihC//prlF//nikB//
GO_0051182_6	eamA//fimH//uvrB//dadA//fimF//
GO_0051186_4	fdx//pgk//ttdA//apaH//entB//zntA//ampG//mdtE//malE//ydiF//pepN//ybiJ//phoB//lldR//rpoA//grcA//argK//rpsQ//tyrA//nanT//rffT//yfaX//mdfA//ftp//ymfK//lptG//fadD//yfaU//oppC//ybcC//bssR//rcnR//yfeX//rcnA//intZ//ygjH//kdgK//yqaE//ykgA//gdhA//recB//yraR//topAI//tufA//uxuA//mdtC//trmH//ppiD//soxR//yjiX//otsA//phnO//glxR//mglA//pitA//cpsB//rhaD//ydcS//ybdG//ccmG//mutT//otsB//ibsB//tktA//argH//mdtQ//fbaA//srlA//ddlB//mdtA//mhpR//uxuR//osmF//rsmG//map//waaL//iraD//pyrG//gcvA//lolD//appB//folC//yqjH//feoB//yeaV//mreB//rimO//uxuA//gutM//sfmC//ccmC//tyrS//bcp//hupA//hybC//hofO//putA//csiR//araF//murF//ilvM//agaR//yqjI//tamB//aroB//holB//ycgV//bioD2//mutY//bglB//glcE//btuD//yfjV//actP//ydcS//insA-2//rplN//dgcT//rna//lepA//dppF//yraK//glcC//pntA//perR//ybdZ//dinJ//lsrK//sad//ygiB//fucI//recJ//truC//yjgX//yhaV//hinT//ulaF//malE//dnaC//yajO//panF//araD//lpxH//fliL//ybfE//waaH//yidE//poxB//dnaC//pbpC//mngR//csgE//betB//dctA//cyoE//rpoD//argB//dld//rfe//livK//ppsR//nrfF//lldP//purC//araE//alkA//ampE//hokE//gudX//ynfK//ydcZ//nrfB//dmsA//ydjK//eutA//puuA//uxuB//secY//ompA//yajO//cysU//rffH//mutL//yghB//flgK//ygiV//dnaN//ytfP//lipA//ycbB//pdxK//ridA//yqgF//ulaE//yghG//luxS//garP//iraM//ybjI//
GO_0051187_5	leuE//zupT//casC//yceD//yafC//ygeV//ydfD//ypdA//bamD//glrR//
GO_0051188_5	rbsD//prpC//sodA//rcsA//symE//gpsA//aroA//rdgC//yahF//iraD//dppB//miaA//bglJ//xerC//ispB//lgoR//trxC//alpA//gatY//znuC//tadA//hyaA//zinT//yfjR//flgG//rclR//yfbU//lpp//serS//torI//dsdA//adeQ//phnC//rclA//intZ//hofP//ydaC//glcD//ynbB//rsmJ//bglF//ndk//agaS//ybcF//appB//gsiB//tatC//oxyR//zapA//atpB//fimA//pyrL//greB//ptsI//rclA//speE//dnaK//murI//tauB//clpS//modB//fimA//malX//eutR//hisA//asnC//ortT//yfeW//codB//yajL//hcaR//sstT//malZ//cadC//macA//rnc//galR//prpD//rnhB//pbpG//qseC//selD//hybG//ytfT//serS//lpxK//mdtA//waaJ//parE//iraD//yejE//rplI//ycjY//pcnB//degQ//phoQ//cnu//oxyR//fryA//yhcF//setB//rpiB//ydaV//araA//prlF//zntA//sdaA//ttdR//yrbG//gsiA//galT//glnK//ygiW//lysP//degS//dinJ//ycjY//lptG//ghrB//emrY//mrcA//gspF//zupT//rfbD//rmuC//yedA//rpoH//yjbE//selU//yqiI//ynfL//mdlB//yfaV//ftsN//rplO//evgA//bacA//hinT//pspG//tcyL//thrB//yfeX//nudB//gntU//aas//frwC//
GO_0051189_5	rlmB//yadN//mlaF//cysU//trkH//yjjU//torY//yfcP//rbsK//uspG//paaG//cbrC//
GO_0051191_6	ivbL//
GO_0051193_6	rutB//ybdR//ygjK//
GO_0051195_7	ulaE//
GO_0051196_7	yccX//
GO_0051205_6	wecE//rpsH//csgA//fadA//htrE//zapA//narL//wzzE//rpsS//rluD//
GO_0051223_7	nirC//xseB//mdaB//
GO_0051224_6	yibT//
GO_0051234_3	rpoS//ydeE//yddG//fliT//rlmL//mdaB//ebgA//ybaO//ydgA//dcuS//hchA//rhaA//narI//mnmE//ccmA//hisI//entC//yfdK//fimZ//mlaB//sulA//ybjX//rimI//yccX//galK//gppA//cspI//hybC//yeaV//gpmM//yjjX//pinE//pspA//menF//murJ//pykA//ycaO//fhuD//cas2//nuoI//acrF//hisM//ydeM//ppc//satP//adhE//thiM//ygbN//hybD//umpG//hyfA//rnr//glpB//lspA//rng//hofP//marA//atpA//sgbE//yggN//nlpE//epmA//edd//yjfP//araG//yajQ//vsr//rnb//fdnI//argP//ulaC//yhcD//atoC//rmuC//yceD//yicJ//ydcT//mepH//gloB//znuA//zapA//mglC//ompA//bamA//guaB//fabI//zapC//aspC//gabT//nadB//ydcI//bioF//comR//rraA//truD//ydeO//dnaN//hmp//phr//mnmE//menD//artM//zinT//ilvN//mtfA//clcB//mtr//nuoE//endA//lysR//glgC//yjcO//tolR//pta//cydD//sufC//thiL//ypdI//fepG//ddlB//rfaC//yraR//napB//ygbI//rplE//ymgF//secE//yccA//guaA//flgE//tqsA//degQ//xapR//ompC//sbp//yjaZ//hemG//yfhH//glpT//pdeF//hcaC//glnL//srmB//ygcW//yeaE//argB//rzpD//yqiI//ptsH//mdaB//uxuA//thiL//yihI//puuA//lolB//dauA//paaF//puuE//yafO//hcaT//udp//phoP//yhdH//manZ//asnC//ygjR//mqsA//hybD//manY//yihQ//murA//hsdM//clsC//serB//agaR//lhr//glsB//aldB//amiB//ibsE//wcaB//fsr//cbrA//rsmG//flgF//rapA//emrE//ybdH//fdrA//prpR//yeaD//ykfI//appY//hyaD//menH//asr//rplC//yebZ//glgX//metF//uhpT//glmU//dacC//fliG//rhsD//alkA//glgB//pntB//lysU//cysI//hyfR//preA//aceF//ygbM//yohC//cspG//yjjG//queG//hisH//malS//xylE//lptE//argI//dosP//ygbL//ogt//rhtC//yeiG//dnaQ//uvrA//bepA//waaO//rna//evgA//atpC//hycA//ssuA//idi//gltS//rayT//rfaQ//rzoD//rlmE//yhbO//surA//slt//fixC//ffh//yhfK//fecD//soxS//araG//cynT//secD//dppB//aroL//thiE//asmA//ghxP//hybD//cobS//uxuR//ycjP//dcp//rnd//torD//rzpD//yfaE//dppB//yihS//dinI//yjjU//murQ//rpsH//trpE//elbB//acrF//hcaE//clsC//rnc//yedA//ghxQ//hmp//iap//eutN//uspC//cpsG//ftsA//eamB//yfgO//rbsA//rzoD//nanA//hemA//ogt//cmoM//trpB//kdsD//hcaE//dppF//yhhT//hisA//rutR//lgoR//yjhH//ytfR//talB//livK//hslU//actP//aroF//uxuB//hemH//sgbH//ghoS//nudG//ynjD//apaH//phoU//atoB//dkgB//hldE//bglJ//nagE//gpt//mltB//tdh//arsR//ldrD//recR//xerD//ypdB//pepQ//tag//artQ//kbaY//topAI//trmL//acnB//yihL//pstB//hisG//sohB//frlR//yfiC//aroF//murB//sspB//yhjV//sgcX//folX//ybaL//frvA//rssA//frsA//ycfH//yhcN//ygbN//ybiW//citG//cobS//mngB//sfsB//hsrA//blc//opgH//frlR//cheY//lpd//gspE//ydbK//mdtL//ygeR//cptB//pal//dtd//norW//ygeA//exuT//ptsN//cbrC//mepH//ompW//hofC//appA//gadE//yihS//stpA//yadM//ybdZ//hflK//paaZ//hxpA//srkA//proP//yrfG//rpoS//yfcR//ybcM//yaiW//argH//ebgR//flgF//xylB//clsB//ssuA//waaY//hemA//ydcR//prmA//eutN//aceB//seqA//metN//araA//lptF//yqgF//yoeE//lpd//xerD//nikA//dicC//rhmR//gltK//pagP//yicJ//hemD//tsaB//narV//sodA//dgcM//rlmN//mqsA//katE//aes//yeaK//sad//napD//rlmB//ybiI//treF//sbcD//yieH//fpr//rpnA//rimJ//casA//nrfA//gntR//ccmF//htrE//yeiL//yigB//entS//yehT//rfaH//oxyR//glnQ//endA//prmA//fabD//ackA//paaE//truA//ybaO//yhjX//nadK//basS//pdeH//yjiR//sfsB//aaeB//ydeT//cusR//cynS//yihV//ycfL//msrC//dicC//yaiW//artP//kch//yebK//kdpF//rffT//yhgH//yihQ//yhcD//epmA//deoD//scpB//ybcL//insK//hupA//yeeA//ymdB//znuB//rutR//glnP//kdsB//hflD//tdcB//dgt//gsiC//ubiG//kdpA//atoS//purA//mdtF//ispF//yeeY//frdA//dapD//dnaB//yjjU//ung//mglC//glgC//rnc//mpaA//tatE//wzyE//yqaA//entE//lit//rsmJ//pgaC//pgpA//yihT//gspJ//tatA//ecpR//lysP//ygcR//yhbO//ldtE//opgD//gutQ//yadG//yrbG//agaB//xylH//mlc//dhaL//manZ//galK//sucA//abpA//smrA//arfB//rfbC//mnmG//cptB//yiaU//ribE//tcdA//waaF//glk//uidR//kdgT//thiP//tcyP//narP//miaB//sgcX//frvB//mppA//oppC//ccmE//phoR//rapZ//setC//yjbG//rapA//acs//ycfS//insI1//ung//alaC//holA//ydbD//ftsI//artJ//ttdR//ybiA//rna//rseP//yigL//yfaV//norV//gltI//uxaA//patD//citT//dcuC//kduD//yeaD//mdtM//metF//surA//holC//ulaB//ftsE//pgpC//ynfK//sucB//
GO_0051235_3	dmsC//dcm//araH//
GO_0051238_4	hypF//rplC//glsB//
GO_0051246_6	nlpA//sbmA//nfo//ftsL//hsdR//opgD//adiC//frvR//lplA//pdxA//gltP//fimH//psuT//rfaC//rluD//mreC//hchA//cdgI//rutB//yheT//trpA//yhcN//fes//nrdB//speB//pabC//araB//frdB//cysU//rpsS//higA//manX//copA//hcaB//tpx//ssuC//ulaG//yebS//speF//elbB//lpd//yagU//nrfG//ykgF//sbcC//rpsK//eamA//rsmH//ybjG//ssuB//glnH//ldtD//surE//
GO_0051247_7	chbF//amiD//dgoR//yacG//fadM//murI//fepG//rutE//btuD//paaD//ygiW//
GO_0051248_7	rlmL//phnO//ttdT//ghoS//csrD//hyfA//zwf//waaU//yjjG//zntA//dmsC//rdgC//menH//nrfB//frr//argS//secA//grxD//prs//citX//nrdF//rna//qorA//paaZ//hybO//mdtC//zapB//mmuM//ogrK//rssB//dctA//
GO_0051252_6	hyaD//paaA//ynbC//nadD//ydiP//rimL//gltI//galT//yqiI//hmp//osmF//entA//rbsA//napF//yjjX//cysS//yhdW//yheT//casD//selA//rsgA//ychH//ybhG//yiaJ//phnP//wza//xisE//tsaC//rclB//basR//lspA//iscS//brnQ//oppD//agaA//ydcI//hisF//yjbH//pldB//queC//paaB//oppD//yidA//xylA//rplL//manA//ldtB//ldtC//ybfA//fadH//rpiA//gltL//ispB//ahr//mltB//hlyE//rcsA//tusE//acpH//sutR//fklB//tdcA//hypA//ychO//lolE//rpsH//yaaY//rcnB//yjjB//aroE//ulaD//sfmC//flgF//ygeA//flhC//dtd//phoE//fimG//yedX//uxaC//sfmF//fpr//wcaJ//acrF//yfcS//maoP//ibsB//rpsA//hcaT//sgcC//lptF//ydfG//deoA//rpmG//ybaO//ydiB//ydbK//yhbX//csgF//fes//ycgR//ihfB//torR//ahpC//opgG//ftsK//kdgT//dctR//fepC//emrB//hcaR//ssuA//prmC//waaG//clcA//yhhT//ubiJ//trmI//alaS//ccmE//spoT//cheR//iraM//ssuC//cdaR//holB//hofN//yfiC//ccmE//dpiB//yggP//hokB//yehX//znuC//fcl//yehP//folP//puuC//leuD//nuoI//serB//ydiF//priB//yefM//clpP//flhC//slt//hlyE//modA//topAI//mglB//sufD//yqgB//rne//pitA//glpC//hypB//ybjC//arsC//thiM//yehU//btuC//rpiB//gabT//pabA//cheR//topA//mrr//ilvI//yhdW//glpF//alsC//rihC//ycaN//ada//ruvB//dmlR//rplA//panB//pfkA//ccmE//csrD//yhbY//yjiR//iscU//tusA//livM//ykgO//kdgR//rhaS//aqpZ//rbsC//cspD//ybiX//yjjV//leuC//yrbG//ascB//cpsB//pal//yfbU//rsgA//rutB//ycjP//yehP//mog//basS//ppiD//abpA//xylR//yhfK//ybbW//rpiB//yjcE//hdfR//yneJ//yahN//dsbC//dppC//yadK//rpiA//mglC//aroG//ybgP//rcdA//moaA//rpsN//trpD//ackA//ileS//chaA//sbcC//yafQ//yjgX//infC//yeaD//hybC//ruvA//ompF//ydhK//rraA//nth//yihT//nuoL//cbrA//ftsY//metC//yfbV//proX//mzrA//thiQ//yajQ//waaG//ycbU//yhjX//acrE//uvrY//mutS//kdsB//ybgQ//mdtF//ypjD//sulA//yddL//tusD//glrK//menF//rpsR//mdtC//erfK//hsrA//rplE//mntS//ycgR//idi//uidR//rlmM//minC//
GO_0051253_7	csgE//diaA//folD//gspI//efeO//pinQ//rimJ//hpt//pspG//ogt//xanQ//fadK//def//ubiA//folM//uspG//leuS//ffh//pspA//asmA//pstB//matP//phoR//rlpA//ybfE//nlpI//ndh//yafQ//gadC//clsC//flgB//marA//rpnC//hofN//mipA//ypdF//rpnD//dapB//csiR//argO//sgcA//yfdC//nuoE//rraA//dsdA//ulaC//lysA//tar//pbpC//ais//fbaA//rarD//arnB//lgt//murE//ulaA//dxs//suhB//uup//yjjX//yeaV//garD//appY//chpB//ileS//ychF//alkB//rbbA//gntU//yjhH//rlmN//glcD//tgt//frc//yobA//yggP//frdC//fdrA//rssA//yafS//menB//yihS//dtpD//glcF//dapD//rsmG//ulaA//rhmR//dedD//nuoN//yqaE//yjhH//ygbM//ispB//ybdG//ybeQ//yjiQ//adiC//ftsI//
GO_0051254_7	flhC//dauA//alkA//pspC//yajD//nrdA//ycbX//cvpA//gfcE//kgtP//clpB//baeS//sfmC//pinR//ygcO//paaX//ybeF//nikR//gpmM//pflC//ispU//upp//murR//trmO//ompL//opgH//ribD//obgE//nagZ//glyS//ftsB//hpf//tdcG//efeO//bepA//recC//yoeE//roxA//alsK//waaZ//mlaD//ygfA//mdtE//ygbI//fimZ//thiH//pepT//rrrQ//mdtJ//mpaA//fryB//baeS//topAI//ivbL//trmO//ycjD//cptB//raiA//curA//clpS//abgR//fdx//xerC//uxaC//opgB//mmuP//pepB//metR//gltL//yraH//fabG//ygaH//rbsB//csgG//sapD//
GO_0051258_7	dpiB//
GO_0051259_6	mngA//uxaB//rplR//yieK//copA//rapA//sstT//xanQ//nemR//prmB//cvrA//gntU//dapD//ygaZ//yqaB//yfcA//glxR//lptF//ppc//rplE//yjbF//lysC//dbpA//kbaY//nrdD//ortT//rpmJ//phnC//fliA//livG//ybhP//ynjA//glpB//pykF//ycjY//nrfD//speA//gpmA//yafE//dgcM//araE//ulaR//ubiF//iscA//fkpB//argP//rihB//selB//sodA//mlaD//tolC//
GO_0051260_7	kbaZ//mngR//ynfK//gcd//frlB//hcaC//hha//ychF//ydfK//dcuR//cheY//rbfA//yedA//yecS//ldrA//gapC//preT//ydcO//aspS//yieF//ymfA//hexR//mdtQ//allS//ogt//psd//yfaV//hfq//agaW//rzpR//erpA//phnG//tyrR//sdhB//efp//phoR//yhjG//yjaZ//dcuS//proS//bioP//galS//gloC//fhuB//gadA//xylB//priB//
GO_0051262_7	lldR//nuoM//argK//pspC//ilvL//ispF//sucC//dctR//yciK//rpmA//mltG//frmA//cmtA//glnQ//degQ//rutA//tbpA//tufA//gcvA//lolB//dsbD//holA//srlR//fliL//bssR//murI//fumB//trxC//fecB//dtpA//tsaC//yjbF//glcE//wzc//tktA//murP//
GO_0051270_5	mipA//chbC//yjeI//mdlB//wzzE//dinD//ycjQ//ftsP//ubiX//eutK//norW//sufE//ynfE//aslB//aceA//dld//
GO_0051271_6	thiQ//yigL//lgoR//yraK//yahF//cbpM//mdtD//actP//yobA//
GO_0051273_7	ompL//yihL//flgI//glrK//lpcA//arnT//phoE//
GO_0051274_8	tolA//yciV//deoA//nadC//ybiT//cadA//proX//
GO_0051276_5	rimO//ydcP//ugpB//sgrR//avtA//yadC//cysG//basR//pfkB//pdeH//paaA//tap//rpsA//mtr//xanQ//yfbS//mdfA//rsmJ//waaP//guaC//rzoD//glcD//mdtG//sucB//treB//mocA//
GO_0051289_8	deoB//ubiX//xthA//yhhZ//selA//sufA//bioB//mtnN//mdtK//hyfF//yiaT//argR//trxC//ispG//gltI//dps//chbR//yjbF//obgE//alsE//ybcQ//infC//yidK//xylB//fumA//avtA//ygaH//appB//proC//yjhP//yfcP//ytfQ//ortT//hflX//cobU//cusC//
GO_0051301_3	ldtE//tisB//ccmH//yiaA//rfbC//phoU//torC//mdtE//cusS//yihV//pgaD//glpC//proQ//bipA//ybbW//mnmC//yrdA//hcaF//lldR//menC//ybcF//ydfH//paaB//kbp//pinE//truA//frdC//pfkA//puuE//xylE//dbpA//cas1//tdcC//livF//uspC//araF//
GO_0051302_5	nrdI//pth//rfaC//bdcR//dgcQ//mdtM//pitB//btuE//cyaA//pcnB//secA//nirC//ribF//arfA//
GO_0051304_4	ydjH//
GO_0051336_5	torZ//secY//lplT//rep//torS//rlmF//pbpG//rffM//nrdF//gabP//ydjJ//adhE//guaB//yadI//malF//pdxY//dapF//yjiY//dusB//pitA//ybgP//rlmF//clpS//rsmH//deoC//
GO_0051338_5	queA//nagK//ycfH//araC//
GO_0051339_5	fcl//
GO_0051341_5	acpT//mlaE//
GO_0051345_6	glvB//acpT//fabZ//deoR//proW//mdtK//cedA//waaH//
GO_0051346_6	yeaD//cueO//dnaB//cobB//pyrH//obgE//yoeE//djlC//pepT//cobB//cyoB//
GO_0051347_6	yadM//fis//
GO_0051349_6	ihfB//
GO_0051353_6	yqjA//epmB//
GO_0051391_8	relA//
GO_0051409_4	pal//xthA//
GO_0051410_3	rpsI//
GO_0051452_10	ydiQ//
GO_0051453_9	ssuB//epd//galT//murC//aaeA//trpS//tdcB//ynfE//
GO_0051454_10	dinG//ynhF//fumB//yehP//hns//
GO_0051476_7	sulA//
GO_0051484_7	kdpB//
GO_0051493_7	yagG//
GO_0051495_8	accA//
GO_0051595_6	rclC//ftsY//ycjD//uhpC//acpT//
GO_0051596_6	norR//codA//ydcM//acrA//abgT//mepH//hofM//atpF//acpT//yaaA//sxy//acrE//ribD//rclA//rsmB//yqgF//ydeT//ydiO//lpxM//clsB//glgX//mdh//hslV//bioD2//rclC//hofM//eamB//uspF//
GO_0051599_4	scpC//
GO_0051603_6	guaC//mepH//rutE//xylF//mhpA//amiB//
GO_0051604_5	arsR//ssuC//fliK//yejA//lacZ//agaR//phnI//yciE//fliD//cysH//adeD//lgoR//syd//clpX//yggP//acpP//maeA//zraS//arnB//sgbH//yqeG//hpf//rnhA//phnM//uhpA//ygbI//fis//ldtC//ggt//rutR//tag//groS//gph//pck//hokB//mscK//rna//yobA//leuO//zapE//
GO_0051606_3	stpA//mutT//
GO_0051607_4	ortT//bolA//nanR//rnr//paoC//entD//dcuD//ymjB//kbaZ//kduD//
GO_0051641_3	cobB//cmtB//nupG//alaC//dgcF//pntA//intA//yidL//ygbN//nhaB//ralR//aceF//nirC//cas2//ygeV//agaC//nemA//ymgA//rmuC//malI//ftsQ//srlB//ydfK//
GO_0051649_4	yceO//iscR//ybjC//ycbB//bioP//nadK//ynfE//creC//ybcQ//mutH//glyA//ftsQ//dpiB//
GO_0051651_3	tdcA//hdeA//rhaR//
GO_0051668_4	crr//
GO_0051691_5	zinT//gcvA//
GO_0051692_6	livF//rluE//
GO_0051701_4	ppiA//moaE//ytfR//thrC//yebS//hipA//eutN//rep//ogt//relB//mdtB//ghoT//hflX//rimJ//pfkA//yraK//
GO_0051703_3	oppA//waaF//ydbK//tadA//rbsK//nusA//poxB//tnaB//
GO_0051707_3	rarA//lysR//frmB//hupB//kduD//cbl//pfkB//greA//nagK//frvR//mdtE//fcl//pyrC//yjcO//
GO_0051715_4	aceB//
