#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	msrC//potD//hyaD//truB//
GO_0046813_6	hlyE//
GO_0046834_6	opgC//
GO_0046835_5	opgH//aroP//brnQ//msrA//xylB//mdtM//mltF//plaP//ycjR//phoP//iaaA//clpB//ubiE//tig//acpS//ydcR//eutR//yjcE//tdcR//iap//rfbC//ilvI//acnA//endA//
GO_0046836_7	ydjM//malY//srlE//
GO_0046838_5	mnmG//hemH//
GO_0046839_6	cas2//
GO_0046855_6	rluA//tadA//
GO_0046874_5	ybdM//yiaO//
GO_0046889_7	guaB//
GO_0046890_6	nmpC//thiD//glyS//
GO_0046892_8	waaU//
GO_0046900_6	ndk//
GO_0046901_7	lyxK//
GO_0046903_5	trpE//yidR//tig//rpiR//elfG//yiaJ//nagZ//
GO_0046907_4	cyaA//tcyJ//cbl//bacA//ubiA//yfgI//rlmD//def//sseA//fhlA//idnT//
GO_0046916_8	chbB//fkpA//napB//rcnA//yfdG//rlmJ//yraN//uvrY//yahI//flgC//ftnA//wecC//rlmC//mutH//gntU//ydiP//rpmH//
GO_0046939_7	dcuR//potB//dps//aceA//ubiH//yjaZ//csgE//dgcT//acpT//speF//aslB//lsrR//ydcO//tusE//xapA//sfmC//prlC//waaF//waaF//narX//dxs//cbtA//yagU//artQ//
GO_0046942_7	selU//nanK//ykgO//dsbB//kup//ubiJ//yafO//ldtD//yneE//hokB//rpnA//ybhD//nlpA//ilvN//yhhZ//mocA//flhD//recX//yedP//smpB//tehB//fepD//metF//rhsD//uidR//arsR//tolB//casB//exuR//yeaV//mzrA//rplQ//yaiP//gyrB//yhjA//gsiB//pckA//raiA//insH-6//insK//gcvR//artP//elbB//hofQ//ldhA//hybC//serB//hisB//alaC//secA//yoaA//speE//aaeA//greB//agaA//rcdA//yeeA//rnb//rcnB//mepS//ccmA//ydjK//nikE//dtpB//corA//nrdF//setB//ynaI//prmB//cysU//ada//sapB//rplS//dusB//kbaY//ascF//yiaF//mcrB//bioD//ybeY//allC//pyrF//tatA//deaD//ftsP//xseA//gcvR//nuoF//umpG//ybgQ//pgsA//rsmG//hisC//kbp//pdxB//maeA//rimM//srlD//sodC//clcB//emrB//pykF//holC//plsC//ftsQ//hisI//yneL//fimD//hybB//cpoB//acrF//
GO_0046944_7	gudX//
GO_0046950_4	yfdO//
GO_0046952_5	tdcD//
GO_0047484_6	ykgM//
GO_0048033_5	evgA//
GO_0048034_6	tbpA//
GO_0048255_6	dacB//
GO_0048473_8	panC//panE//dld//
GO_0048518_4	uof//psuT//tyrR//ybcM//metF//gpt//yfjR//yfcS//aroH//trmB//emrY//caiB//nuoM//yeeL//sixA//rzoD//gabD//rpiB//pgpB//nrfG//xanP//glgB//sfsB//hldE//lysR//mepA//lpxM//rapZ//mpaA//ygbL//tmk//sfmF//surA//ftsL//yibF//uxaC//ycaN//rlmJ//yahD//ptrA//fimI//uxuB//sixA//roxA//frvA//napC//gcvT//fdoI//otsB//xylG//pspG//hisM//cutC//secA//rsuA//bioC//lysA//ybjD//narU//tynA//rnc//argI//gatB//ubiJ//nlpA//emrE//minC//preA//asnA//dnaG//glnK//ydcT//idnO//ftsH//rsmH//ynfK//sgcX//insH-5//flgH//yphF//intF//ppiA//yfeX//rcdA//pyrC//ygjH//spoT//map//nrdG//yfcP//tisB//rpmF//secY//pheM//mgrB//ycbX//glsB//ogrK//rcdA//hcaT//nuoE//ydcS//xisE//purN//dmlA//waaZ//katG//hyaB//hchA//murB//lon//tcdA//
GO_0048519_4	sgbE//dcuR//argI//tsaC//dnaA//ftsP//metR//secM//aaeB//ybiX//opgB//udk//nanR//murI//thrC//nimR//bamC//nagB//yhbX//yjiQ//hdhA//dgcM//fliD//ggt//deoB//cbeA//ptsG//yghO//pheT//clsB//rlmC//bacA//glvC//cobU//acpT//ompG//purN//selA//obgE//cueO//lpxL//flgB//fimC//qseB//gluQ//csrD//ycaO//pdeF//fes//rnb//eco//tauA//xapB//sgrT//yjbG//lplA//znuB//glpR//pyrF//appA//glpG//pagP//cysS//pgpC//asnB//yajO//nrdI//msrB//yaaU//glmU//deoA//ybiO//rhlB//yagF//fepC//cueO//dgcE//nudF//prpR//trmO//cueO//atoC//ghoT//pgpB//lptD//mrdB//yahN//rbsK//yieK//ibpB//tisB//tatA//cirA//ampH//ygbM//zapB//mazF//rssA//sfmC//nadE//waaC//fic//phoU//mdtG//smrA//dinG//rpsN//lysR//yedP//ycaN//lrhA//dmsC//ddpA//ppc//abgA//hcaR//yecS//tatA//rnb//queA//ydfK//relA//flgH//fepG//panD//xthA//fucI//metB//aslB//nudB//tamB//setC//mscM//yejB//pgl//srlB//glpG//mcbR//proW//kdsA//grcA//rimP//ppiC//ydiO//bglJ//sutR//pheT//cdsA//kdgT//ynjD//bdcR//yhbO//intA//pbpG//dnaK//dmsC//yejA//ymfK//msrP//ompG//sad//ptsG//rtcR//fecC//yjjB//aroG//glpD//clpS//fkpB//yggT//flgH//rssA//gloC//ycgR//frlB//tusD//adiA//pal//yqiH//rssB//tap//
GO_0048522_5	alsK//nrfE//mntH//yggF//ftp//fecA//sodA//lgoT//yraN//srlA//dauA//ulaG//ydjL//ruvA//yraI//ybiY//livG//ghrB//yijE//mcrA//lnt//yneE//waaY//lacY//proB//asnS//trmL//fdnG//tusE//yjjG//nirD//lptC//kdgT//yibA//fimH//livG//glpA//nuoE//yeaG//rpiB//adhP//fimD//dgcE//eutK//yadC//gcvA//epd//fdnI//dgoD//yraJ//rcsF//kefB//obgE//hicA//cycA//ycdX//zur//sbcC//fadK//pdeL//tsaC//prmB//yqjI//gatB//yegV//yahN//pdxH//dgt//kduI//tusA//recF//rsmH//yobA//nuoB//rpnD//rpsI//yfbU//sufS//yrdA//rdgB//cheW//rfaC//yebK//rhaM//yqaE//ycaO//rstB//rsgA//wzyE//arnT//nupC//rmuC//puuE//tehB//entH//viaA//zntR//gsiC//
GO_0048523_5	ymfK//acrB//ycfS//rihB//sanA//malP//fryC//rrrD//fdoG//nikD//yieL//seqA//sstT//umuD//nikC//basR//mtr//higA//pfkA//csrD//metQ//fdhF//rng//glsB//aes//pabB//mtr//tcyL//mdoD//nadC//sspB//yggF//feaR//nagZ//ispB//panZ//mtfA//higA//kdsD//viaA//sulA//yciK//insI4//dnaE//pepN//acpP//rarA//pinE//yiaO//waaY//ppiA//rpmB//yeeJ//pdeD//ycbB//nrfE//fumB//ycfS//cpxA//efp//garK//rpsR//yhfK//iscU//mscM//fdoH//tsaC//clsA//mltB//yiaF//tdcB//thrL//ribA//glnK//dgcM//yhdZ//ydeT//yjiX//rcsF//nemA//baeS//dgoK//luxS//srlR//osmF//ydjK//nagA//clcA//gadW//phnK//mntS//gltX//ahpC//pgaD//bamC//lepB//queC//mhpD//aceF//nmpC//uhpB//surE//lldD//rplR//trpB//gabP//phoU//xdhB//acpS//dcm//tsaE//hybA//rne//yodD//elaA//ung//ftsP//abgA//yaiV//rpnB//rfbD//ynfF//gapC//topA//ampH//hpf//flgB//ftsE//flgK//yedP//nrfF//casD//rplW//sapD//pheP//ybiY//murC//casD//rclB//narY//yneE//trmA//speF//phnG//cydB//idnK//epd//yjcS//recB//yjiQ//hypA//rodZ//amiB//crl//ndh//yqcG//fetB//
GO_0048583_4	udk//fadD//fcl//
GO_0048585_5	ccmH//
GO_0048869_3	yahF//
GO_0048870_3	mdaB//sapA//ilvN//yhdX//yagU//yccA//nanE//clsB//fdx//skp//ynfK//ruvB//prc//gluQ//soxR//nac//viaA//clcB//cptB//lptC//hflD//osmC//hscC//ynbC//mglB//waaJ//atoS//trmH//exuT//radA//motA//udk//yjjW//ruvA//rihC//rsmE//
GO_0048872_5	ygcW//insI4//lysR//rapZ//
GO_0048874_4	bacA//clcA//yhbX//ulaE//
GO_0048878_5	dicA//yabI//wzb//glgP//rsuA//speC//aaeA//rcnB//ydiR//btuD//fdhD//miaA//ybiW//fliT//rlmG//sdaB//ilvH//era//rpoD//mreB//paoC//yphF//ydfH//fliA//trg//lolE//leuC//rppH//ykfM//yfbU//glgB//mltD//entB//ydiQ//allS//yhjG//gabP//ydgA//opgD//phnJ//
GO_0050427_5	radA//
GO_0050657_7	ssuD//rpoD//
GO_0050667_6	sanA//gltP//alsE//
GO_0050779_5	metQ//
GO_0050789_3	murC//yahK//wcaJ//rpmA//tdcE//npr//cvrA//yfiC//modC//ycfL//sgcX//exbD//yeiG//nth//ybcL//lepB//yqaA//hofO//cpxA//sdaB//ytfE//hemA//tdh//exbB//yfcG//rplN//nuoM//rph//mltB//cysH//ymgF//dppD//trpB//yfiC//matP//clpS//hxpA//gcvR//rplC//gatC//aroA//rsmE//rimL//kdpA//ynfK//bisC//rlpA//artQ//ldtC//ftsX//lldR//focB//ydjK//lsrG//sdhE//rpsO//yjjG//nagD//yidA//nudC//solA//speG//uxaB//higB//cysP//bioH//ydiP//appC//ais//dnaQ//ftsB//rpmH//hisG//efp//ygfA//bluR//recR//sstT//tdcF//yjjW//betB//hcaE//ftsX//glsA1//nuoL//yagI//ldtE//hemG//fadA//gltL//ypdA//prmA//metH//waaU//yhdH//dicA//dnaC//fnr//nlpD//trkG//ybdH//ygjR//arnF//ccmE//rseP//fecA//dinB//mdtO//eptB//yqcG//ygeX//ynfF//glnH//yedF//glnB//bolA//rplK//appA//fhuB//yibA//pykA//tdcD//rlmG//tsr//yqaB//insI-1//nanR//dgcF//dtd//metE//pfkA//panE//waaL//hdfR//pspC//araG//yagU//araF//sdaB//ispB//cas2//maoP//prkB//manY//uxaC//aroL//csiR//priB//alkA//ssuE//menB//agaD//yebK//basS//dnaQ//yfjV//grxD//mreD//manY//yajR//rutD//ykgO//yjiY//ftsZ//thyA//prpC//rclR//ymgF//fklB//bioD//yccX//rlmF//entH//crcB//ybiH//ortT//pyrC//betB//ybiA//torS//ycjP//phr//dacC//ibsD//pdxY//ssuE//kdpC//csgB//cmoA//elfC//prmA//yoaB//atpG//tsr//mrdA//cysD//ftnB//garL//blc//xisR//uraA//diaA//yjhC//hokB//rpsL//seqA//mdlB//mutS//ybjI//ompL//ampE//rarA//ivbL//yiaT//asmA//dgkA//yfdK//ogrK//yagI//ampH//yeaE//galS//argS//cysP//solA//galE//yoeE//ybcL//ghxQ//tolR//recT//metK//chbR//prpD//gatD//ypdA//frlA//ybfE//argC//lapB//allC//glpG//pspC//ebgA//rffG//cdh//rsmA//yfcP//waaC//mutL//yhbQ//yggN//cspI//treF//ribF//eptB//pitB//yhaO//leuD//hrpA//ibsB//sdhE//poxB//acpH//lpoB//gntK//ftsH//osmE//yfdR//cptB//narZ//yqaE//sufD//sgrT//hcaT//phnG//yeiG//dapF//yagU//ybaE//topB//sohB//atpG//recR//ydbK//rpsO//ycfJ//yqcG//yqaA//mipA//trmO//dgt//dcyD//hisM//pnuC//lpxC//pgpB//gutQ//cutA//yjhG//otsB//ascF//mtlD//narJ//araH//ompC//nadK//ybjG//glgS//ybjI//pyrD//acnB//crl//ratA//hisM//fdrA//waaU//xapB//xylB//rhaS//mug//iclR//patA//gltL//yebZ//rfaD//hybO//asnA//yebQ//yceO//rhtA//paaG//ibpA//cpdB//modC//sanA//glgA//ascB//sspB//moeB//rplD//mdlA//creB//mscK//ibsE//cheB//ribF//elaB//cpoB//prmA//opgG//mrp//ybhD//motA//zapA//hscA//ugpB//hyaD//groL//mreD//yfbV//queA//ydcT//allS//nrfE//flgC//fryC//nhaR//evgS//rlmH//prfB//thrL//frc//mntP//rpmF//rep//recQ//rcnA//rplN//clsB//gntP//gcvT//lpxT//ompL//ilvD//pstS//ugpA//rlmJ//hdeD//malE//epmA//rcnR//cueO//nepI//mmuM//selB//yihS//folM//gph//gshA//paaK//fadE//era//eamB//rffG//cynX//yjiY//trmL//ybaQ//yjbB//gpr//cmtA//dsbG//glvB//cysB//xisE//yfiF//moaB//rfe//pgm//deoB//putA//astB//eco//pppA//exoX//bioD//cysA//yjiY//udk//rarD//cysC//ynfH//paoC//degQ//pykF//pspG//arfA//ldrB//waaS//ypjD//xylB//waaU//sgcB//feoB//intE//fdnI//lacY//yfdK//uspG//frvA//bglJ//uxuB//ybbY//tolC//yqjH//hisG//rplJ//glpA//yqjH//ampH//frdA//acnA//yhcF//yoeE//yraK//dicA//sbcB//araC//guaD//bcp//mcbR//caiE//pdeL//mhpD//prmA//murI//aceA//tyrA//selA//hofP//glpD//yqeA//metR//yfiE//oxyR//agp//nrdH//folD//hipB//nanK//osmF//hyi//cysE//ftsK//trmA//rapZ//nuoN//yeeJ//iraP//napC//
GO_0050790_4	acpP//glcD//ybfA//tsr//caiB//yidA//thiH//dsdX//xylH//yihP//opgE//lysU//rseC//yodD//frdD//cpdB//dapB//azoR//frc//cdd//hisQ//bluR//menE//rpsH//dmsC//hda//hemB//ebgA//ddlA//mepM//gsiC//cusA//priB//gabP//hdhA//cnu//ndh//yjeH//bamE//ptsG//tusC//ilvM//accB//deoB//ugpC//artM//cobT//ompL//bcr//hyfR//exuT//hypA//yacG//dxs//otsB//gfcE//bglF//yhbX//ybhA//accA//ygiV//sufD//yiiD//
GO_0050793_4	livJ//galT//fliM//yfdO//oppA//argI//tsr//metL//rplA//nirC//gntT//yaiW//cysG//mtn//fepC//gnsB//
GO_0050794_4	purR//gpmA//gntP//nusG//yeiG//pflA//nagE//mnmG//pck//basS//uxuA//murJ//yfiF//feoB//nemR//glgP//yhfK//phnC//flgM//yafC//dgoA//nrdA//accB//gcl//lysS//alr//atoS//yadG//rhaA//alkA//creB//yihL//tolC//melA//rbsR//pliG//betB//ydiZ//gntR//sucC//ycbX//yfiR//fadR//xylG//groL//acrB//pdeR//panF//zipA//gutM//lpxB//alaS//proA//mlaE//aphA//mdfA//waaS//cobB//ompA//coaD//infC//panZ//mzrA//gapC//exuR//gpmA//glcC//fdoG//modA//queC//araB//lrhA//hyfA//hpt//elbB//trpL//flgG//pabA//pepA//dcd//fepD//glxR//yeiE//mdoD//gyrB//ybiW//glgS//sufB//fis//xylF//entE//wzb//zupT//rutA//bcp//yieE//satP//yebK//glpB//yojI//ggt//fliL//hyaC//fliA//moaE//mdfA//prfC//queD//yjiY//kdsB//csgG//yidR//macB//yhdX//ilvC//pitB//ydhK//aas//gatB//hcp//csgB//ybiY//ydiZ//groS//ypdB//ampG//ribE//nrdE//etk//yejF//pnp//plsB//glsA1//sapA//mug//kbaY//pck//yfeR//yiaN//dinB//ghxP//phnJ//glnQ//ybdG//ycfS//rlmC//hypF//yeiG//garP//ubiI//bipA//minC//narY//blr//pdeK//nth//rclB//tatC//cobB//cdd//narU//recF//rlmH//hsdR//chbC//preA//csgB//marA//murD//der//alr//ibpA//dgt//adhE//phoE//idnD//yiiM//rutG//fur//dkgA//fryC//malI//astB//sapA//iscA//rcsD//dnaX//speG//gyrA//mioC//rfbB//yeaG//yfdG//yobA//mfd//flhC//sseA//ldcA//rcsC//ftsN//phoU//rlpA//frmB//speC//exbB//kdpE//ydcZ//waaL//argK//ygbI//hpf//atpF//ytfT//fre//fadM//ispH//fliT//lsrD//ascB//pabC//yqiI//ybjD//rplI//rffM//nuoM//ymgA//lplT//coaE//fepE//yigB//fadL//dbpA//xseA//flhE//thrC//lptF//aceK//murP//nikR//def//ygeR//priC//amyA//moaB//agaD//efeO//metE//ihfA//cpdA//rhaM//malZ//adhE//truA//tmk//uhpT//uacT//wcaJ//fliZ//ykgO//sufB//aceK//rof//pitB//tyrB//yjbF//gnd//fucI//sdhD//fhuD//pyrL//dcuD//gltP//selB//rclA//mdtE//acnB//rsuA//waaP//yobA//argG//epmC//ynfL//ybiS//yqaB//ompC//accA//cydC//cutC//abgR//ynaE//ygfA//entA//sufA//ydeT//fadK//rffM//torD//yidA//yjjI//galR//alkA//rnd//ypdI//yhhY//xylG//lptC//feaB//sapD//dnaB//thiQ//adk//yhaV//ampD//pgaC//gntK//rlmJ//ygaH//asnC//xseB//pgaD//gstB//hflX//cheY//coaA//yjiY//napA//uraA//zapC//mgtA//rimP//asnS//insI-2//ycjW//gadE//rhaD//hxpA//dsbG//wecA//fliT//cueR//yjiR//hisP//alaA//pgaD//yceK//yehC//focB//rhtB//exuT//fiu//polA//macB//ynhF//yqiJ//mgsA//ydiQ//rseP//ybaK//hicA//ydeT//cbrA//dnaT//yaaY//setC//coaA//yjiX//yeeJ//sodC//cbpM//ghoS//fucK//rclR//aidB//caiD//hcaE//fdoI//yfhH//kdgR//idnD//yhjA//zupT//ygiV//yhdH//ravA//alaC//flgG//chiP//yddL//ruvC//oppA//lacZ//fetA//yggF//rpe//murF//glgC//galF//galE//arnF//yadK//ybdM//nhaA//tgt//ibsE//nuoH//tadA//paaF//rcsD//cheA//ybhR//yceD//gppA//mzrA//sixA//gadE//tnaC//tnaA//rtcB//trxA//ybhD//marR//nagK//proV//tonB//gudP//yhaO//mrdB//yebC//yjiX//insK//mhpT//rdgC//kduD//yggW//xseB//truC//dcyD//trpE//nepI//rnpA//yeaK//rpmA//malY//mipA//exuT//arnE//mtn//ulaB//ybcJ//ykgM//dnaJ//yidH//wcaJ//trpE//cvrA//trpB//tbpA//yidP//otsB//sbcC//rpsD//tnaB//rbsK//fucP//mscL//
GO_0050801_6	fimE//yggD//sodC//ybcQ//nuoB//aceA//speC//pbpG//phoB//yjjW//tdcF//mhpB//ybjG//emrB//nrfC//elyC//rnc//clcB//gntK//ybiY//yqiH//diaA//rdgC//ybgI//rfbX//kdgT//guaD//fucP//speD//ygjK//alsE//ydbD//yjjX//cysK//rfbX//yfgO//
GO_0050821_5	aaeA//mgtA//yqaE//lipB//cydD//
GO_0050918_5	fabZ//znuA//gspI//aroK//
GO_0050919_5	rppH//
GO_0051027_8	rng//rplX//
GO_0051049_5	tolR//cmtB//afuB//nagD//intE//rng//agaC//phnO//frwD//ruvC//glsA1//fau//
GO_0051050_5	eutA//holD//etk//
GO_0051051_5	cyoA//mhpC//rcsF//
GO_0051052_6	nanK//puuB//fadL//kdsB//dapD//gatY//ycbB//rimM//entB//rpiR//cspB//zupT//yijO//malQ//
GO_0051053_7	yciA//cynS//ppx//ycgR//fimZ//xapR//
GO_0051054_7	fixA//argT//
GO_0051055_7	ybjX//
GO_0051083_5	cmtA//
GO_0051084_5	ubiH//recD//astB//gatC//panE//phoU//trpL//
GO_0051085_5	rhaR//yjbE//frwB//ygfI//fre//glsA1//nadK//
GO_0051090_4	yihR//phoQ//narZ//kdgT//lptA//yidR//ggt//yjcO//
GO_0051091_5	ssuD//srlE//
GO_0051098_4	torA//metE//
GO_0051100_5	glcF//rfaC//
GO_0051101_5	folA//
GO_0051103_7	ddlB//arfB//
GO_0051128_5	casD//ycfS//intE//ydiZ//kdgR//cusB//sufA//sgcR//yfeX//tilS//oppA//atpF//cca//alsE//pntB//yidD//ruvA//chpB//yphC//ydeM//yciF//eptB//pgpB//mglB//ccmD//torR//ybhD//hcaD//ydfD//uup//nadK//clpP//bamD//ychH//tig//yhjX//ycbX//hpt//araH//narP//hemD//udk//coaA//srlA//tqsA//yhhT//mdoD//tktB//ppsR//gsiD//cpsB//rpsE//tsaD//gmhB//metG//pdxJ//frlC//cdd//kdpC//yfeR//rutE//caiT//hicA//ulaB//cpsB//idnO//bdcR//atpD//yggX//ydfH//mdtL//ascF//ycgB//ychF//bglF//fhuB//glpF//
GO_0051129_6	yegS//hypD//trmJ//fmt//nlpE//melR//fadL//narQ//tsx//trkH//ytfP//rraB//ubiD//yghW//moeA//degS//
GO_0051130_6	erfK//ubiD//otsA//lptB//tktA//agaS//bglJ//araD//araG//lamB//fes//ymgF//gatB//ybiW//ydhK//tcyJ//
GO_0051131_7	oxyR//mog//
GO_0051143_8	fixA//
GO_0051156_5	rpsB//ypdA//rlmL//rne//rplB//ldcC//
GO_0051167_5	alpA//insI1//paaB//
GO_0051171_5	purU//yadI//mgrB//hdeA//gloA//udp//glnS//mdtQ//rrrD//topAI//chbG//acnA//rzpR//yqiJ//lptF//yhaV//cspI//folE//pal//bglF//pdxB//clcB//ybcM//sohB//rluF//sapC//rnd//dgoK//ssuA//yiaM//add//gph//rssB//mdtN//ycdY//argF//ydbD//map//trpD//asr//tdh//lit//znuB//yibA//ppsR//spoT//tdcB//melR//yoeE//yqeF//lacI//entC//leuE//yhhT//rbsA//entD//psd//elyC//nanS//flgE//araC//elaD//rpmB//entS//rhaB//ghrB//yeaG//yjeH//gntR//relB//surE//pepA//tnaB//hprS//frdC//gntK//ycfJ//lexA//rsuA//ligB//nanE//ygiN//hyaD//wzc//torS//eutK//yfdC//shiA//nanS//roxA//yagG//cysS//hemB//lgoR//lpxP//ycfS//glnH//ompF//rhaT//ibaG//flgE//nagZ//ybjX//soxR//orn//dfp//rluF//curA//glcC//ygiB//fetB//lysA//pgpC//epmC//ubiF//mhpC//cysI//yajQ//ivbL//fhuB//glsA1//yhaM//nudF//ygjH//sugE//uidR//ggt//ybjG//sseA//mngR//rfaF//atpD//hexR//dcuR//thrB//mntH//ycjU//yebK//ibsB//hofM//rpsK//gadA//ydfD//yahK//ynjA//topB//tsaB//mqsR//rplR//glgB//narY//rayT//rpsB//yhcF//arsC//mdtP//sucB//yeaK//yggN//uspF//ghoT//comR//appA//ompA//aroH//rpiA//yiaN//yohD//ddlA//helD//infB//gmk//dapB//tsaD//yiiE//accA//nadD//osmY//ilvI//bolA//mutY//bioD1//hyfR//sbp//proA//livH//yjiR//phnG//dtd//rho//dpiB//abgB//narP//yciH//lsrB//fhuD//tnaC//panB//ghxP//cysC//actP//proQ//rsmE//plsB//dgcE//ydfD//aroF//gpmA//ccmC//rpsK//rpmE//dedD//hyaD//mdtJ//aldB//lpxH//rpsH//malS//ygbN//lptD//agaS//yidQ//radA//ftsA//setB//yajL//kefF//ygiB//trmD//cpxP//adk//abgB//rfaH//rcsB//srlR//fbp//moaD//abpA//iap//gltK//adhP//btuF//menD//prmB//ygiB//dacA//rhmR//pagP//clpB//dacD//paaD//gltB//glcD//xanQ//ribA//hscC//ycjD//atpC//mcrB//uspF//yoeB//ycjR//bamB//zapD//aroK//queA//hofN//paaC//torZ//dcuA//minD//dapB//yiiD//udp//ttdT//tauA//yaiW//yjaA//ybeY//aidB//pgaD//glgS//potH//dgoR//mtn//pdeH//chaC//ybiY//cysK//fadJ//degS//ispH//rpsR//apaH//yjhG//yfcR//yafS//flhD//ghoT//dauA//ycjW//maoP//crr//sdaC//torA//tdcF//araG//ycgB//yigL//cmtA//hypE//araA//ompA//glgC//agaA//yhfS//rnhB//ulaG//hypB//mrp//mnmA//dicB//rcsB//tehA//gabP//trkH//tdcB//cmtA//fliD//bcsQ//fetA//yifB//pcnB//argG//sbcB//ycjP//ychO//
GO_0051172_6	chbF//cpxR//ppc//pdeK//rcsA//insF-1//deoR//rssB//ybjN//ttdT//fumC//tdcB//mak//waaC//luxS//birA//sodB//yadC//mgrB//rutG//ytfE//ompA//rfbD//dnaN//pbpC//prpD//dhaM//rbsK//yhhZ//ydfD//csgF//elfC//ftsA//lpxM//fsr//uvrD//yibF//mltD//rutD//hisP//ybeQ//rcdA//bepA//hinT//pyrL//recJ//fbp//hcaE//srmB//mdtB//afuB//idnT//zapB//queA//ydhK//rnb//metB//rpsK//zntA//rsmC//ilvA//ymgC//hycI//casC//gspJ//serC//bfr//rhmR//yjhP//feoB//ybcC//pflB//ompT//thiP//phnL//norW//ligA//rpmA//leuS//cusB//moaC//pflB//lpd//srlA//ybdM//nadE//yieH//dinJ//oppF//hda//gadA//sdhD//uidR//pabA//allB//nuoH//dacC//ccmD//lolA//ftsH//eutA//pepN//proX//ompW//hisS//waaZ//yidL//elyC//sfmF//yjeI//sfsB//rnb//yebQ//ampE//flgD//cpxA//mdh//yeiG//tatD//mlaB//rutE//ybhS//yraN//thiI//rhtA//yciV//msbA//rfaE//cyoB//hemB//yjjG//ydhJ//
GO_0051173_6	tufB//fabA//ynhG//scpB//ybeF//appY//thiH//kilR//ynbD//tyrA//tusE//argE//atpE//kgtP//crp//dacD//phoP//tamB//paaZ//aaeA//ftsI//kilR//sfsB//mtr//rluE//iap//mutS//recX//groS//ygeA//fadA//eutA//nrdH//acrB//ebgR//rppH//ygbN//dsbA//waaH//yhjD//yefM//bglJ//zapE//garR//rodZ//lysO//gluQ//gltD//ldtD//glpT//opgB//dtpD//nikE//carB//rbsR//lysS//ilvI//sgrT//sgcR//kdgT//gntT//lsrR//fes//intQ//nudB//speA//ygaV//mltB//rlmN//edd//sanA//nlpD//paaA//ymjB//nupX//rfaD//gluQ//pgl//tnaA//erpA//ribB//rhaB//mtr//gadB//thiP//acrA//ftsQ//ghxQ//yphF//
GO_0051174_6	dcuC//queG//rpmC//pfkB//elbB//accC//paaG//csiD//yajQ//glpR//
GO_0051180_5	intZ//yihI//ttdT//yhjX//yehY//murP//ccmE//araF//frvB//lpxH//yfjR//coaD//csgB//proC//fadH//plsB//
GO_0051181_5	narX//cheZ//phnN//eamB//puuP//msrQ//yjiR//yfeW//tdcA//yccX//fadM//tag//purF//tyrR//yeaG//acrZ//mdtG//flhD//nei//phoU//greA//fkpA//eutK//menA//yoeE//rutF//acs//yigL//yejA//plsX//ycaN//tsaC//pheA//uspC//aldA//glpF//ydiO//abgA//holD//trpR//lacI//
GO_0051182_6	ybgI//cysI//trpR//fre//dsdA//
GO_0051186_4	dinG//insH-6//wrbA//ppiC//gpsA//hsdM//csgD//trg//avtA//nadC//yheT//manA//prpD//yehC//galR//yfhH//fabA//hisD//yhdZ//cyaY//glcB//yfcR//argO//wzb//cyoA//exoX//ynfF//rplT//hexR//ygjH//fecB//ghxP//mutS//argB//yebK//qseB//ydjL//yhaJ//zapC//azoR//yejE//nusG//tomB//cpsB//cbrA//ybhG//cynS//pykF//ydeT//aaeA//ubiD//insF-1//emrK//yfeD//ydhJ//mhpC//tktB//ybdN//bssS//pdxB//dtd//rmf//rluA//yehP//rpmA//mdtQ//yqiH//yagG//fetB//wcaC//speD//rffC//rsmC//malP//mppA//hisQ//sufE//sfmA//pgaA//wcaJ//yfaV//ubiF//argH//ybdM//nuoB//yfbR//entD//insK//cheW//bioD//kduD//ettA//allB//fes//mcrA//sapF//frsA//ydhK//yciA//rpnB//mutH//hycH//yiaF//ygeR//murA//yajO//rlmE//cusR//ybaK//osmY//ybjN//dadA//dsdC//trpE//ydiF//ddpA//shiA//focA//diaA//idnT//lpxM//yiiM//deoD//potA//opgG//nagE//fliM//frlA//trpGD//rhaM//ygbI//sgcR//gpmA//ybhG//fkpA//rimM//tpx//ychH//yiiM//sgbH//mdtL//cysC//sgbU//ldrD//atpF//gspF//ssuD//hslV//chbR//fecA//yejA//ppiC//yjgX//tyrS//cspD//mdtO//galR//yjjV//prmB//yjbE//livF//acrR//trmO//yeaG//xylE//glpX//rimI//rpsT//ygfA//gcvA//glvB//dppF//ribD//ivy//nusA//rpsM//aslB//cusR//yhaC//yihL//yciA//recA//ldtC//prmC//ascF//epmB//ccmE//mzrA//chiP//eptA//pepB//maoP//cysA//prlC//hisH//yihI//codB//frdA//yjeH//
GO_0051187_5	purD//ygiV//araF//exbB//accA//frdC//mdh//hha//prmA//ftsQ//
