#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yahI//yfbU//chbA//mug//
GO_0006139_4	rhaB//pgk//zupT//glnS//nuoI//ulaA//mgsA//ahr//fliS//fimG//argD//nanA//ndk//yieH//hemA//yqjA//yhcN//casE//dgoA//tas//tilS//ykgO//pgaA//frmB//setC//gph//phnJ//dtpD//argT//manA//yajR//melR//yidZ//lpxP//nuoG//yqhD//pflC//nuoM//patA//nanC//yddM//ttdT//ygaV//aceB//thrA//galE//mhpD//sanA//rnhB//sugE//ybhG//csgE//mmuM//tap//waaA//folA//yphF//phnC//yeeL//pfkB//rplW//yagF//baeS//lyxK//aspS//coaA//znuA//yjfF//cysZ//yihU//mlc//tldD//ybdG//yidR//yafO//elfG//yibH//cusS//phoB//ycfL//priA//hrsA//dinQ//argK//nadE//sbcC//blr//hokE//yhaM//yhaJ//pflA//ydfG//yoeE//umuC//fimI//yihP//rhmD//pinR//rpnC//argO//mreD//mutY//glsA2//htpX//epmB//mdtA//dgoD//ygiB//nuoN//yiaF//ggt//sufB//ompW//mcrB//parE//patD//sbcB//cheA//pphA//ilvC//nfi//aaeB//cysU//yhdX//sfmC//entB//yibA//yafO//tyrR//putP//ypdF//kdpF//glrR//waaJ//fixC//tktB//gpmM//cueR//tdcC//yehW//bluF//ybhA//tatC//ppiD//citT//eamA//ppiA//aroB//ybiO//sufC//hokE//yhdX//rplS//pdxJ//ssuB//mtn//dadA//secF//csgF//xerD//yjcO//sulA//ubiJ//bamA//raiA//frvR//ptrA//dxr//ravA//nikD//gldA//nfsB//rtcB//metI//ynbB//tag//nrdG//glpF//kdpB//hokB//glcD//tcyP//osmE//selU//galU//allS//yebS//mukB//torZ//ybiO//ggt//gatD//mdh//narH//mntH//baeS//eptA//ycjU//ybcM//leuB//ogrK//yqiJ//ftnA//srmB//tehA//argD//ttcA//pflC//glmS//miaB//ydcO//ssb//btuD//feoA//gadB//cysC//paaJ//avtA//ygiS//yedL//sodB//gadX//zwf//recB//ubiB//sulA//lpcA//paaH//dgoK//idnO//rho//icd//opgB//artQ//ispB//borD//eptC//nanS//mutS//ybjD//narW//argK//frdD//ybfA//hofM//bcsQ//fpr//crr//pabC//yiaL//cvpA//insA-2//csdE//yrbG//etk//zipA//fucA//mlaE//yhjV//dmsB//holD//sufC//mepA//casE//thrC//frr//yqiJ//soxR//insA-1//dapA//prmA//clsB//plsC//ccmD//roxA//agaI//frdA//moaC//ftnA//yraN//topA//gntT//mdaB//gltD//yiaN//napB//metK//yagG//ribC//ltaE//gstB//degQ//dcuS//gpp//yiaJ//lpxT//garK//yhaO//creB//dgkA//asmA//cysC//argO//rhtA//recJ//mdtC//thiC//bioB//yehD//ycgB//elaD//dusB//greB//ymjB//mntS//rplR//mog//nuoG//clpX//frdD//rimJ//yjeI//ebgR//lysC//mdtG//fabZ//yraR//udk//dadA//yiiM//proP//miaA//aldA//paaB//pgi//yiaJ//sspA//infB//waaS//folX//rutG//secG//cheA//nadK//ydaN//msrC//intQ//glpA//mdlA//yqiJ//poxB//rpoH//trmI//rcsB//rpiR//mdfA//purL//ycfH//trpE//elaD//dgoK//dgcF//rfbC//yehT//barA//pntA//dcyD//tdcC//epmC//ttdT//ybiS//rhoL//glpF//ygbI//yjjI//rlmA//fepB//rtcB//phnC//atoC//yghG//yahK//trkH//recQ//rpmA//tsaC//btuD//tdcG//dgt//rcsB//serC//recO//ybhJ//gph//arfA//ghxP//yibA//fabA//flgJ//xthA//ybjI//rsmI//alpA//atpC//araG//yedL//kdpA//citT//dusC//ycjQ//selD//treA//nlpA//recN//rhoL//iaaA//pyrL//insI4//osmC//gapC//rbsK//rlmJ//mutM//cobS//pspG//ybaO//ung//alr//ybfE//selD//leuD//sbmC//sdaC//essD//atpD//torI//malZ//lhr//yafE//leuE//manY//bcp//mepS//pnuC//lapB//yqaB//arsR//mreB//envR//fabA//yjbG//kdpB//folX//tdcF//hisM//dnaN//tldD//nsrR//mdtB//nikB//mdfA//yjaA//menF//moeB//alaE//hofN//entD//djlC//oxc//grpE//lit//nemA//hyfF//ycbV//metH//ycjR//lsrD//yjhC//yjiY//fliA//fixC//frdC//sugE//paoC//alsB//yahD//yhfS//glpD//rclA//icd//aroD//ygiS//insI1//holD//cdd//allC//lptD//rplM//mdh//hypD//caiT//bioA//ydcI//yohC//sodC//rbbA//znuC//yjjQ//dacD//aaeR//hybC//sgrT//tauA//narK//yaaU//glyA//hokB//phoB//livM//kbaZ//moaD//fdnH//nlpA//uhpC//rluA//yiiD//insK//dut//lgoR//erpA//bglH//ygiB//rhaA//paoC//citX//menE//ybbY//efp//dicB//ibsC//nanR//fucI//yggX//mdtM//mzrA//sdiA//kefF//mtlA//ampD//rpmA//yfcG//dgcF//tcyJ//wecA//trmL//aspC//mppA//arnA//mdtE//yajL//rbsD//prpC//mnmE//mtn//dnaB//pdxY//gatC//rfaC//glk//sufD//emrK//pepT//sodA//glcB//fdnH//surE//yqiJ//fadI//yfdG//livH//gltP//ydjL//hisS//deoB//aqpZ//msrC//dgkA//uvrY//hrsA//dnaQ//relB//sohB//ppk//fabG//rhlB//rcnB//gspE//puuC//yhaO//ubiI//glcA//mgtA//arnT//rhaA//yajD//caiT//hprS//ompG//mdtK//fryB//paaC//mukB//folX//
GO_0006140_6	yhbX//gspE//
GO_0006144_6	yiaN//ftsN//ygaZ//pepB//envZ//rppH//ugpA//tap//mppA//cheY//
GO_0006145_7	rffH//dgt//trpE//tufB//
GO_0006146_8	fau//lsrA//
GO_0006148_9	rhmR//
GO_0006149_9	acrE//
GO_0006150_9	nagD//
GO_0006152_7	hsrA//yjiY//ygcR//yoeB//rapA//rluD//
GO_0006154_6	dcp//
GO_0006161_9	eutD//
GO_0006163_6	otsB//pspC//sapC//yefM//rtcB//ompC//ccmF//ptsP//nmpC//yfgJ//plsB//glgB//cstA//cpsG//adk//glcA//appY//cadB//arfB//hybA//tmcA//fhuB//ddpA//topB//ibsC//argD//yraJ//cadC//hyaA//rutD//waaJ//yeeJ//yieL//glsA//dacD//elaD//patD//yijE//lsrD//ygcW//yhjX//secF//secY//mglC//ptsI//sodC//cbeA//dnaN//purA//lysC//polA//queF//nadA//cydB//
GO_0006164_7	recD//rpmE//trpD//rhlE//xseB//pepA//lpxH//potC//ybdM//frmB//coaE//nusA//mqsR//rlmH//pyrB//fdoG//rsmI//ptsI//era//mobA//tcyN//sugE//nikC//yeeA//rfbD//pdxH//tisB//plsB//bcp//rcsA//livG//yiiM//rpsJ//osmC//arsB//gldA//gadW//yqaE//ygjK//sapC//
GO_0006165_7	grxD//rbsK//metN//pldB//yacG//tdcB//napB//ycfJ//nlpE//hofP//sugE//mqsA//mngA//ugpE//bglA//aroL//ygiB//narW//rffT//
GO_0006166_6	ilvL//nhaA//
GO_0006167_6	ytfT//
GO_0006168_7	glnQ//rcdA//
GO_0006171_9	srlR//
GO_0006172_9	glpX//
GO_0006177_9	ttdR//yaiW//umpG//
GO_0006178_7	uspG//
GO_0006183_9	agaD//
GO_0006188_9	nagC//degP//fucI//nac//
GO_0006189_10	malF//ychH//
GO_0006195_7	mscS//yoaA//
GO_0006203_8	cirA//yrfG//
GO_0006206_6	selD//rluF//cysZ//phoP//ttdB//guaB//bamD//xthA//idi//sspA//pyrC//ybiY//fumB//hybE//cbl//ulaA//rfaF//ygiS//yggE//parC//clpA//dxr//menA//xapB//frmR//rsmA//
GO_0006207_8	zupT//ettA//gadW//lolB//ypdF//
GO_0006208_7	nanA//bfr//yfbS//opgG//nlpA//curA//rseB//amiD//frwB//yiaA//fucA//ygeA//dld//
GO_0006209_6	ybiW//
GO_0006210_8	lptA//
GO_0006212_6	fixC//yedL//dctR//ilvI//ydjJ//ispA//proP//hcaF//hxpA//cpoB//cdaR//
GO_0006213_6	gutM//slyD//eptB//nuoI//deoB//rraA//dhaR//ycbB//arnD//mipA//ybiT//galM//dinG//pyrE//yidD//iraD//
GO_0006216_9	xisE//
GO_0006217_9	purD//
GO_0006218_9	hcaT//
GO_0006220_6	gyrB//alsB//cheY//wzyE//ybcM//cyoD//ykgA//nrdA//yfdC//hypA//ssuC//ygaV//fecA//potA//cynS//acpP//gltX//dgt//malF//araG//
GO_0006221_7	rlmH//ptsI//glgC//mug//asnA//elyC//ybdM//ybiJ//tauC//treR//alaS//btuB//der//
GO_0006222_9	flhA//
GO_0006225_9	feoA//
GO_0006226_9	yciE//ytfR//
GO_0006227_9	waaL//
GO_0006231_9	trpE//
GO_0006233_9	galR//
GO_0006235_9	groS//
GO_0006241_9	yidP//
GO_0006244_7	phoQ//psuG//rplS//ppiC//sdhC//cysP//csgG//
GO_0006259_5	moeA//msrQ//allB//dmsB//ptsH//amiA//rhaA//fhlA//etk//dmsC//pyrD//pabA//greB//ybiV//ytfT//fdhD//potD//yciG//viaA//crfC//yaiW//hybE//znuB//asnA//accC//sdhB//ftsH//ycjR//cspI//fumB//bamC//baeS//murB//clpA//appC//elaD//hupA//ompC//yjaA//ymfK//aaeB//yadG//hscC//frmB//yhhZ//ygiS//tcyJ//cadB//cyoE//manA//gsiD//elfC//nac//dps//ydcS//yfcS//mhpD//slyD//yciV//yphB//nrdB//paaC//phoU//fabD//ygbM//acrD//ftsN//cheR//yhjX//glnA//kbp//yraK//yqhD//rlpA//yggN//hyfA//yfaV//ftsW//hflX//potA//hslJ//yidE//pck//rutG//hypE//mdtN//rpsA//fdnH//dcuD//yhaV//ydjH//dut//yidK//sulA//yfcQ//ompC//tusA//arfB//rdgB//pgaA//ybaQ//dkgB//ettA//srlD//puuC//yneJ//cobS//ruvC//ggt//sfmH//ybcQ//rho//yfgJ//hcaB//kdsA//csgA//rapA//yfiC//pheM//tbpA//rcnA//parC//cvrA//hofM//yadM//rpmB//yfaL//ribD//dppF//yfaU//wzzB//hha//yafN//uspE//rpsB//btuC//ygeA//rpsO//ydfK//tolC//mliC//ybaQ//csgF//lrhA//napF//zntR//epd//pncB//
GO_0006260_6	ftsY//mdtM//cyoA//cobS//ykgM//galP//alsC//fiu//pepT//polB//rfaF//yfiE//fepE//yhdW//gpr//ybjX//cvrA//ruvC//mngR//ymgC//insH-5//
GO_0006261_7	yebZ//yohC//osmF//ycjQ//menC//rplK//tufA//gluQ//ynbD//nsrR//yihR//fieF//
GO_0006265_6	gudX//tatB//hslU//bioC//gyrB//
GO_0006266_6	malX//solA//hisS//
GO_0006267_5	pabB//
GO_0006268_9	dsbG//rutF//hexR//
GO_0006269_6	napB//
GO_0006270_6	yccS//marR//eno//ycfS//mgsA//araA//
GO_0006271_7	accC//ssuD//ccmE//
GO_0006274_6	aroC//
GO_0006275_7	mqsA//dnaN//pgaB//bglA//rsmA//citT//yebZ//mioC//hcp//
GO_0006276_3	murJ//rbsC//treF//gmd//fumA//trpS//yjbE//cydD//
GO_0006281_6	melA//rpmB//envR//clpA//phoU//melR//speB//gatC//ydcR//sohB//maeA//murJ//hisC//ygeW//tabA//frr//arnT//gshB//sthA//glnP//envY//dctA//fabH//lplA//zapC//mdtQ//frwD//thiM//cyoA//yhgH//pdxB//plsC//argG//ldtA//metF//hofP//uhpB//rclB//pgpB//ascG//arnA//yajO//umuD//leuE//hycA//sufE//cobU//ralR//ybiY//galU//fucP//gluQ//epmA//yiaU//ygfI//
GO_0006283_8	uacT//
GO_0006284_7	ygcW//murF//pmbA//ybdM//bssS//torS//
GO_0006285_6	entC//cyoB//frvA//ebgR//menI//
GO_0006288_8	hcaB//amiA//
GO_0006289_7	greB//aspC//
GO_0006298_7	tdcA//ggt//btuE//mutM//yeaG//preA//rplF//cyaY//bioD//ubiF//
GO_0006301_7	gadB//ndk//yaaJ//rclR//
GO_0006302_7	argS//ppiA//cadC//rcnR//ubiE//srlR//exbD//purT//pyrD//
GO_0006304_6	manX//yidQ//cysC//ygeW//hemA//rsmH//dctR//fimZ//btuR//
GO_0006305_7	ugpC//pgsA//seqA//dnaX//
GO_0006306_5	fumB//tauB//yiaA//prlF//
GO_0006307_8	napF//zapA//nanT//cysE//cheB//
GO_0006308_6	rsmD//plsC//feoB//nrdE//grxD//mrdA//pgm//mipA//betT//znuB//nhaA//rplO//
GO_0006310_6	pphA//trmH//oppA//uof//hxpB//hypD//ybiO//ttdB//ibsB//ttdB//mreC//yqaE//gfcE//ybcF//tynA//yghG//cspE//fdoI//ymdB//bamD//yqjH//chbG//lpd//idnK//shiA//mtfA//nuoI//wbbK//ilvE//ftsB//rutE//sucC//mnmA//yadN//ybjN//sodC//tusE//ppsA//zitB//dgcT//hypB//chaC//malK//
GO_0006313_4	purF//dtpD//trpGD//ccmD//tesB//pdxA//ycjP//
GO_0006323_7	queC//
GO_0006325_4	argO//
GO_0006351_6	ycdY//rclB//rcsF//marR//ycjD//mtgA//yahO//acs//lapA//xdhB//speE//yjjU//modB//malX//yhbX//yciF//dgoD//uxuB//dgoD//prmC//mpaA//cas2//ygeV//yaaU//acrA//mngA//cyaA//lrhA//ompL//ydjE//sgcR//gadX//eno//sapC//mngR//trmH//sfmD//erpA//prfB//dinB//pdxJ//ycfS//ulaB//waaS//roxA//ybeY//ydcO//fecB//lysO//lgoR//hyfR//yjcE//tsf//yiaM//dnaE//xanP//ypdC//fixA//ldhA//ndk//galM//yijE//ybcC//rclA//eutK//fiu//feaR//gsiC//cmtA//phoE//yibT//yadC//aldB//rpsP//aroF//hypT//flgM//tsx//yedL//ygfA//chpB//cyaY//pyrF//nfuA//argR//rihB//nfi//ychH//deaD//ycfL//hybE//yiiD//rimP//pabA//cydC//glpD//icd//yjcE//zipA//speD//prfC//cutA//pnuC//ppsA//kefF//blr//gapA//nagB//sspA//pdxK//sbcC//lysU//mglB//pyrH//fepB//gntP//accD//dcyD//gntU//
GO_0006352_7	metI//satP//dsbA//ftsX//
GO_0006353_7	gsiD//panF//
GO_0006354_7	xylA//rimO//yoeB//
GO_0006355_7	araE//sdhB//yphB//mgtA//csrD//yghU//recB//lolC//dgcE//ygjR//phr//nadE//hsdM//yfdO//prs//yfeX//ralR//torI//ygjH//ydiZ//lepB//gadX//pdeF//fabZ//pdeL//rhaR//hybF//msrQ//lpxD//gdhA//glcC//hypF//uspC//ybiX//lpd//argA//rplP//oppF//ilvD//hyi//qorA//tyrR//tnaC//ybaO//tisB//rcnB//evgS//yfhH//mreB//aidB//cysM//rplJ//asnB//phoB//accC//yhhT//greA//yghB//yjjQ//pnp//frc//bepA//cmtA//narW//cysW//yihQ//yhjV//ybiO//atpC//yqgF//yeaV//cysQ//hpf//mntP//yhcD//dgoR//ftsX//blc//bfr//trpA//ygcO//ggt//ynjD//pspG//rzpR//rimO//rfe//ssb//ydfD//folM//ompG//rrrD//allR//bipA//rplP//rfaG//gntK//bioB//mcrA//cpdA//nuoG//cheB//ypdB//xdhB//aroG//fabB//mscK//rarA//paoC//tusD//ydjE//prfC//crcB//ebgA//kdpF//xisR//crr//cycA//cheB//epd//gudD//fabA//mngA//prlC//fic//lhr//arcC//speB//dtd//flgB//ugpB//fruB//torZ//yhjV//leuB//torA//wzyE//yjjW//rnlB//hemE//yneL//kup//maa//rpsE//tatB//alaS//lplT//ascF//xylF//ybcJ//ilvI//yceK//pgpB//fliG//trmB//ftsQ//rluB//rutA//ftsH//dfp//rpsS//tsaB//lptE//ydcO//yjjI//dctR//asd//holA//pspF//rapA//uvrC//cysU//pdeD//ilvH//proC//fruB//yfbR//rpnB//deoA//yebZ//mhpT//sbcB//yihT//prpB//trmD//polB//betB//mutL//ydiO//eutD//crp//cmoA//araB//yhbQ//feaB//yacG//fliA//hofP//yfhH//sspA//lptA//fdoG//zapE//bglF//mntP//ulaD//hemG//hypF//ydeP//lacI//sufC//pdxH//ahpC//hcaE//eptA//lpxT//abpA//astB//xanP//secA//yeeL//cadC//ychO//rlmM//menB//fecD//mdtN//nikR//sad//yjcO//tsr//tdcR//pdeL//cdh//glnE//pabA//gspF//ptsP//asnC//yddM//uraA//waaZ//chaA//ychH//sufD//fliS//sdhC//treF//fliT//atpA//rpiB//dfp//hypF//ybjX//pckA//yoaB//dtpC//hsrA//dnaX//sutR//apaH//
GO_0006357_8	metQ//
GO_0006364_9	btuC//rfbB//ascB//manY//abgB//rdgC//clcB//osmE//aroK//ilvC//proA//yhaO//sufC//trmD//yihQ//copA//lapA//umpH//ybaL//ygeA//nagK//pdhR//ybfE//gadB//ybaT//ytfR//nudC//mhpD//phnG//oppC//rsmD//allD//nagK//tcyP//dnaC//hsdM//fliA//lspA//lysR//wecB//symE//hyaB//ybfA//
GO_0006378_8	rmf//yihQ//
GO_0006379_8	fixB//
GO_0006382_8	nudG//
GO_0006396_7	paaB//mepH//ileS//cyaY//prs//rffM//insF-1//astB//cra//cobS//uvrD//rpsG//tbpA//barA//metB//sbmC//agaA//nanE//mdtK//fryB//fadK//exuR//minE//yfcF//oxc//gspI//hmp//ftsW//ftsX//cyoE//tehA//oppB//ssuA//sodB//phnN//fliS//uvrC//insB-2//hpf//glrK//ccmH//dgcF//kdpE//aslB//dhaM//panC//rsmH//yagI//waaH//ydcZ//gatC//lrhA//yehP//ulaR//potC//gatC//coaD//rhtA//mgrB//tar//tmk//rlmM//modA//ecpR//ycdY//mepM//relB//cobU//uspF//uacT//fumA//abpB//cusF//menF//phoP//yjjQ//fryA//yqiJ//eamA//selU//ynfH//argT//btuR//nmpC//acrF//argG//gstA//rcnA//yjiR//kdgK//hldE//lolE//cspI//priB//holB//rluD//yeeJ//dcyD//kduD//cheY//trpB//ygiS//
GO_0006397_8	lysS//higB//pflC//
GO_0006399_8	panB//aroL//hybO//smpB//rimL//cvrA//btuD//torA//speE//nikB//purF//insI-2//dsdC//btuD//norV//sufA//yagG//ybbY//recA//lysC//yhbQ//ybcC//panE//livK//yahF//artP//cysK//fadD//katE//yahN//sdaC//mltA//selD//hda//perR//dsbA//atpB//hscC//ycjW//ilvB//tolC//cysK//spoT//yghU//rhtC//cmtA//yidR//luxS//trpD//ycfL//ycaN//ydjK//caiD//clsC//endA//truC//dsdX//ybiA//eutR//ydfD//pdeL//caiD//yqeG//ascG//atpB//lon//frlR//fepB//gyrA//yhdW//ahpC//intE//adeP//higB//chbR//minC//kdsC//waaH//ftsX//lexA//torA//dacD//
GO_0006400_7	amiD//zraR//eutK//elaA//aroH//yhjA//hha//dacD//hybD//garR//clpS//ycgB//ubiJ//mpaA//hsdR//rpiB//serC//entH//ogrK//dacD//yebC//stpA//ybiW//ompA//der//uvrB//rutB//entB//mraY//cyoC//ygaV//yghB//astC//pcm//yghW//pcnB//rimP//ftsP//nlpD//purL//arcC//cfa//xapA//fkpB//recG//rpmE//rluC//ygdG//yajL//
GO_0006401_6	araC//potI//yidZ//epmC//bolA//moeA//degQ//mdtE//nagE//acrE//rplE//mdtG//gadB//rutF//araH//tsaB//dcuA//dapA//citE//yhaJ//yebZ//tldD//
GO_0006402_7	ruvC//ybiA//ascF//folE//ftnA//ssuB//ybaM//mnaT//creB//tus//fucI//
GO_0006412_6	sstT//gltB//astC//hupA//puuC//yrdA//zapB//potD//mdoD//cmtA//yghU//fdnI//katE//mtgA//tas//bdm//phoA//ydeP//yqeF//fadH//soxR//ascG//pppA//kch//pepB//uxaC//ompC//cmk//glgP//der//sdaA//ileS//mdtK//oxc//mtr//uacT//rpsJ//yeaE//yihU//mlaD//yjfF//rutR//idnK//purN//yeaK//rpsM//nudC//ybiW//ydiK//ackA//fre//
GO_0006413_4	fadD//nuoL//rplT//
GO_0006414_6	malI//pdxJ//hisC//proX//clpX//pldB//mtfA//yfiF//lpoB//
GO_0006415_7	dppD//barA//zupT//rfaH//nrfB//pyrG//rho//
GO_0006417_7	yciV//sdaB//ygbN//yacG//livF//vsr//trkG//aspC//proX//torR//dsdX//pdxA//trpE//tig//uhpB//yaaU//mraZ//accB//rluB//cutA//yedA//sufE//hyfR//djlC//basR//livJ//yagI//yhcF//feaR//nirD//zur//fadD//panC//gabD//rffT//yeaG//nfuA//rfbD//nfi//
GO_0006418_7	hicB//hrsA//gudP//uxaB//cydA//cysM//artI//bioP//yphC//nusG//rpsE//insB-2//fdoG//setB//ynaI//uxuB//metF//ssuB//yihI//pepT//thiE//mhpD//nikE//feaB//dxs//
GO_0006419_8	kdsC//
GO_0006420_8	rhtC//
GO_0006421_8	pheT//
GO_0006422_8	mntS//
GO_0006423_8	tatC//
GO_0006424_8	lysP//yafS//
GO_0006425_8	recJ//
GO_0006427_8	yqjH//
GO_0006428_8	ycfJ//
GO_0006429_8	pflC//
GO_0006430_8	rihA//ybaE//
GO_0006431_8	cysD//
GO_0006432_8	cdsA//flhA//
GO_0006433_8	sbmC//
GO_0006434_8	ygiN//
GO_0006435_8	pliG//
GO_0006436_8	sucB//
GO_0006437_8	rutA//
GO_0006438_8	bamA//
GO_0006446_8	cspG//yqiG//frdB//pyrG//nupX//pinE//ugpE//
GO_0006448_8	lpp//eutN//hybC//bglH//xylH//
GO_0006450_4	yhfS//ulaD//hisS//guaB//allC//chbG//purC//umuD//gpsA//ftsY//
GO_0006451_7	folE//
GO_0006457_3	zntA//tmcA//epmA//fecC//gspI//yccS//glnB//dkgB//wecA//tbpA//phoA//yjiA//hybF//artP//ubiF//sfmA//tdcD//yobF//pabA//ybgQ//ynbC//rng//rlmL//paaX//ansA//cynT//xisR//fabH//citG//yeeO//phnH//oppD//ybiV//yeeA//intA//yfiF//yraH//dacD//kduD//lptA//
GO_0006458_4	moaE//glnK//yjhG//yjjB//atpC//yihO//yaiV//mltB//
GO_0006464_6	uidC//yehZ//recE//rluA//cfa//pstS//hyfF//dgcE//yeeJ//exoX//abpA//queC//iscS//yejF//fadH//upp//ybdN//tabA//rpe//ydaV//evgA//fliK//ypdI//zraR//mdtA//purT//ghoS//nrfE//ibpA//lpxK//plsB//gudX//cysS//narX//nuoL//uacT//yiaM//caiF//tktB//cycA//solA//dcyD//mreD//yieE//rbsA//lplT//yihI//rutE//ybdN//hofO//fadA//rzpD//ftsK//dppF//rutF//alkB//ydcO//grpE//hprS//ghoS//nagA//cycA//nlpD//lptG//proX//ygbN//tatA//dinQ//trmB//btuF//rzpR//birA//rpnD//mltB//lpcA//pinR//ybgP//yajD//lldP//wza//menI//atoC//glpF//gyrB//yghO//bssS//araH//xanP//plsC//hisI//speB//tynA//chbA//ldtC//cbrA//nlpA//fliD//yedP//rplR//rlpA//yaaY//yraR//yghU//lit//ycbV//ynbC//essD//zraS//rplM//fhuC//rnr//yqcG//menE//ubiI//lysR//alsA//paaD//xanQ//cutC//ulaB//cysP//fadH//glnQ//ibpA//hipB//lyxK//clpP//lptG//csgF//ghoS//phnC//kch//dgoT//sfmF//sucD//mhpC//yghB//nlpA//bdm//rpsD//lsrD//feoB//
GO_0006465_6	ydcZ//paaF//xylB//
GO_0006468_7	cadC//arcB//murP//ygeW//ibpB//yjcS//ssuB//malY//lepA//elyC//pheM//gcvA//djlC//mgtL//tesB//deaD//glnL//rplA//ydjH//ynfF//ispG//cysS//cmoA//aslB//srlB//yihQ//ppiD//bioD//ykfM//tsf//tnaC//yidZ//cbtA//rnc//cmk//rpsT//slyD//ygcR//yijE//mltC//ygbI//avtA//glpR//radD//pitB//cpxR//yoeB//ybhD//rsmC//aes//cheY//rffH//yegT//
GO_0006470_7	ygfA//ymgA//proS//intQ//uvrC//moaD//leuS//pyrE//hofN//yehW//rssA//yjfF//adiY//wcaJ//abgR//afuB//
GO_0006473_8	flgA//map//frdA//rseP//lpxT//ibsB//yggE//scpB//rcnA//kefB//rffM//rclR//
GO_0006474_6	minE//sdhA//torR//nfsB//htpG//
GO_0006475_9	rplE//chaA//
GO_0006476_8	yhgH//ilvB//ansA//
GO_0006479_5	yneJ//hscB//dcuD//purN//ytfE//ycjQ//rutC//frwD//
GO_0006480_6	yiaF//
GO_0006486_5	uspG//
GO_0006490_5	yceD//
GO_0006497_7	uhpT//
GO_0006508_5	hofQ//ypdC//nupX//fabZ//iclR//narV//ygjH//gstA//glgP//yfaX//gatB//ytfE//aroH//kdsA//yeaV//yddM//ais//mnmA//kefF//ypjD//panC//lpxC//entB//argG//nuoI//entD//fadM//glgX//queF//azoR//rhaT//galM//yfdR//yafQ//suhB//gatC//speG//hofQ//ydfD//yhhT//yihW//zntA//yidA//chbA//glpB//mgsA//mppA//eco//insK//arcA//glcA//recJ//nadE//tusD//yqjH//
GO_0006515_7	elaD//tdcE//argG//xseA//
GO_0006517_6	dsbC//cfa//xylG//ydcM//
GO_0006518_5	rpsN//nimT//flhE//hisA//lpp//yojI//hybG//rplS//yedX//yfcS//mfd//uhpC//yqjI//gsiC//entA//yeaK//pdxK//lsrG//cpxR//kdpB//dmsC//dapB//yjjV//prpR//cbl//rplI//tauA//yadM//mepS//xapA//malX//lolC//ybdZ//fucI//rseB//hyaD//frvA//rfbB//manZ//trpE//gltD//mhpC//lnt//gpp//yfbS//paaB//yodD//ydfH//psuG//dinJ//opgD//preA//fimA//garK//yiaO//napD//cmk//purL//yehZ//rpiB//nrdI//phnO//prlC//glxK//frlR//yhdZ//fimF//gstA//lptF//dicB//minC//dhaM//rsuA//galF//macB//yoeB//yjfP//
GO_0006520_4	yjeI//trmJ//yciT//mdtD//tas//ugpB//allR//ubiG//agaV//paoC//erfK//mutS//proV//frvB//ydiQ//eutN//yihV//cydA//nhaR//gabD//yghU//yjjI//phoR//flgC//yddG//ybaM//mdtO//priB//hflC//rplN//rne//sohB//satP//rpoA//ubiI//yahN//entF//rplI//argD//sufA//phnI//tesB//lsrC//tusB//relB//fhuB//skp//cysA//mdtF//gnd//marA//nusA//priC//ynjA//malQ//emrE//yrfG//aceB//alaA//rplR//rhlE//ssuC//pbpC//tatE//xylB//idnK//ompG//glsA2//betT//nrfC//hisD//rluF//mtgA//udk//tar//yggP//kup//rfbC//rhaA//ydjH//yejE//entC//opgG//tsaE//nikB//potH//lpxK//dhaL//yggX//yobA//tsf//pflC//bamB//yfdS//yadG//torY//hypC//metI//tldD//pdeL//rpsG//fabB//lit//allR//rlmD//agaC//comR//ygcW//miaA//dgoA//paaH//rbsK//leuD//insI-1//nrdG//emrK//arsB//pnp//narQ//yddG//helD//yiaT//parE//lnt//yfaE//narW//prmA//frvB//pth//yqeF//clsA//rfaB//fabI//nikD//tynA//frlC//yhjG//lptC//ydiB//ybeY//oxc//alaA//ydiR//dhaR//rnt//kdpB//ulaR//murD//ubiB//yafS//yegV//puuB//pdxB//feaB//gshA//yfaU//rutA//dgcF//alkA//murF//potD//ftsH//ygbL//hupA//hisA//hdeA//casD//ydiQ//phnN//gltD//idnD//pepD//fbaA//ttdR//pitA//yieF//yhgF//bcsA//fbaA//holC//entB//yeiG//ssuB//yiaM//ppiA//yfiF//rna//fes//iap//pyrB//topB//ycaN//glpD//exbD//rutB//nagA//malY//actP//ptsH//thrC//fadI//sbcC//
GO_0006521_6	ilvC//lrp//queA//
GO_0006522_7	nfuA//phoB//pal//murA//flgF//rsgA//bioB//
GO_0006523_8	kefB//metE//rbsB//radD//
GO_0006524_8	yoaB//leuD//rpsQ//
GO_0006525_7	dcuS//rbsA//cydA//yihR//topB//mdoG//gadW//ftsH//rimI//yiaU//ygiV//ligA//fixC//rlmF//yqaA//uhpA//yebQ//eutR//rffM//flhA//cysK//
GO_0006526_8	tsx//priA//yjjW//rhlE//hprS//waaG//ycdY//blr//rluE//mdtQ//hisD//ynhG//cueR//
GO_0006527_8	ypjD//menI//ssuE//panC//symE//yihO//treR//yifB//tcdA//
GO_0006528_6	hpf//cadA//rcsF//waaO//
GO_0006529_7	cydA//aldB//
GO_0006530_7	uxaB//ybiI//
GO_0006531_7	argR//yqeF//yoaA//cheW//yehU//ppiC//ribA//plsB//
