#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cspB//kilR//rfaQ//rplQ//
GO_0051253_7	ygbI//xseB//gltB//cytR//hypD//deoC//wcaC//iraM//idnO//ldhA//wzc//nagD//yehB//ais//oppF//prmB//ypdI//kefF//mgsA//hipA//ypdF//mutL//pgaB//prmC//rstB//potG//yobA//srkA//gntR//yfeD//fecA//napF//ribE//ghxP//pgm//dhaL//lnt//hprR//rsmE//yqiI//cydC//iraD//ade//menH//ebgA//priB//xapR//trpL//kbaY//proS//mmuM//dmlR//ybjG//bacA//fic//mobA//rmuC//adiA//deoA//trpS//pcm//elaD//trpL//atpA//dsbG//rnlB//bipA//yihV//ygjK//sstT//yaaJ//kefF//trkH//atpB//thiG//ykgF//yedF//ampD//ilvA//def//sgbE//cyoD//ybiT//sdaB//dcuB//hprR//rutF//tisB//dpiA//srlD//epd//cheW//scpC//pgl//yneJ//fic//appC//intQ//rsmB//
GO_0051254_7	metQ//rfbD//crfC//radD//yibA//ykgO//araA//tbpA//rplE//pcm//serB//gnd//ynfH//hemC//glpT//rnd//mscM//lpxP//ibsC//rusA//nupC//pdeD//ompT//yjiX//fbp//menA//yafC//yifB//yehX//alpA//ptsH//accA//btuF//fetA//cecR//aroF//ynfE//cspG//ibsA//cysG//infC//alkB//fdhD//afuC//mltA//recE//cysK//tig//hcaR//ruvA//murG//yahN//ygeR//cdaR//ybiH//nupG//rnt//agaB//grcA//lysP//yafO//hflD//sstT//fbp//ytfE//ymgA//sbmA//tcyL//copA//rplD//ggt//queF//dgcQ//yghU//fabB//
GO_0051258_7	pfkA//
GO_0051259_6	nei//mdtL//yihS//preA//rpmA//yehY//kilR//ygfX//rraB//hicA//yfeD//mqsR//diaA//arnT//feaR//arnF//hslO//paaA//hipA//hpt//livF//phoU//thiC//nikR//ushA//glcB//ycjP//hybB//hcaC//murP//rlmD//msbA//yehC//yajQ//hslJ//mglA//pyrH//rbsB//aceB//dppA//cysA//glpF//hemL//ibsB//ilvN//gltI//kdpB//erfK//proA//dicB//fdnI//
GO_0051260_7	cynS//btuD//yagI//intZ//cspA//gstB//accD//queC//yibH//pckA//bioD1//kdpD//ridA//gapC//yfeX//psd//rspB//ubiA//gltI//yejF//hdhA//creC//insH-6//yihO//panB//kefF//fimH//gcvA//yhhT//csiD//exbB//fkpB//adk//murB//yiiM//wrbA//zinT//nsrR//roxA//ascF//metQ//tmk//folE//mlaC//yihL//thiQ//hisH//
GO_0051262_7	phnN//purU//argH//yjeI//ppiC//ruvC//yagJ//edd//rlmI//phnC//deoR//ompC//cas2//fnr//csgD//uvrC//yjjG//rep//yadN//mdh//ybbN//pstA//aqpZ//ibpA//hypF//eutN//folC//macA//nrdE//groS//gstB//ykgA//cyoD//trkG//yebG//uvrB//
GO_0051270_5	pgaA//yjjG//csdA//entD//cheR//citE//gcvR//lexA//galS//ydaV//yggT//mhpT//folC//atpC//ygeR//smrA//
GO_0051271_6	lepB//proV//yiaF//fdoI//nanS//hslJ//pgpC//garR//potD//
GO_0051273_7	rnlA//nanS//rimM//yfcS//flgG//patZ//deoB//
GO_0051274_8	ybjG//hisG//rcdA//potC//agp//sapF//roxA//
GO_0051276_5	xisR//csrA//tolC//fecC//gppA//ypdA//nrdH//intA//trpS//arfB//xerC//ompR//ydeP//cvpA//ccmD//bdcR//ftsI//yidQ//paaG//yciK//ghxP//tar//lasT//dcd//uidA//tsr//
GO_0051289_8	tusA//hslO//napC//ogrK//alkA//yibT//waaJ//panB//rlmI//skp//blc//nmpC//dgoK//murG//rhtC//narH//gsiA//kbp//rlmN//cynS//insA-2//trmJ//rsuA//malI//bepA//matP//rfaQ//rhsD//yhdW//rlmH//yjcO//soxR//yjeH//menB//nrdE//rpmE//
GO_0051301_3	waaH//uof//cspB//uhpA//abpB//gspF//pgi//nikD//yagG//mtfA//secM//hprS//malP//ydjL//dusB//ykfI//atoS//qorA//xerC//paoC//gntP//ptsH//paaX//hyfR//agaB//aaeR//rpsL//nikA//gabD//zntA//hiuH//otsA//alpA//yggN//lpoA//ribD//
GO_0051302_5	puuR//tnaB//ybiH//lacZ//ygjK//yieK//opgH//yfeD//rhlE//mak//fucP//alsK//ybhP//glxK//
GO_0051304_4	asnS//
GO_0051336_5	hcp//malG//yidA//atpE//yihV//dsbB//slt//ychF//trpR//kefF//fliG//rplO//sixA//hybB//rplW//recA//yadN//nikA//aspS//deoR//ispH//pgrR//rfbX//yjbF//rcnB//
GO_0051338_5	gltB//mog//atoC//araF//
GO_0051339_5	cmk//
GO_0051341_5	mnmC//aroE//
GO_0051345_6	lexA//phr//qseB//atoB//atpD//marA//ybiX//yqaB//
GO_0051346_6	xerD//ftsZ//soxS//folX//chaA//hofO//rpsN//nei//rpnB//guaB//yjjG//
GO_0051347_6	mdtG//yeaK//
GO_0051349_6	rbsB//
GO_0051353_6	exbB//rarD//
GO_0051391_8	artI//
GO_0051409_4	gatD//yhhT//
GO_0051410_3	endA//
GO_0051452_10	dps//
GO_0051453_9	ygfI//rzoR//xanP//rcnB//rusA//casA//ubiJ//ompF//
GO_0051454_10	ddlB//ligA//nhaB//yiiM//exbD//
GO_0051476_7	chbB//
GO_0051484_7	dgcT//
GO_0051493_7	relE//
GO_0051495_8	tnaB//
GO_0051595_6	mnmG//glpC//rnhB//ydcZ//yidA//
GO_0051596_6	avtA//tig//ogrK//cadC//chpS//pepQ//pitA//rpsQ//casE//rfbC//oppB//recT//hofM//prpC//gadB//relB//thiL//ydaC//rnlA//panF//malI//hiuH//msbA//rhtA//yihQ//phoR//yehX//lipB//
GO_0051599_4	yggW//
GO_0051603_6	glrR//rpsL//kefG//garR//rsfS//mlaC//
GO_0051604_5	waaG//rclA//metF//rpsH//pinE//rrrQ//pitA//yehU//glmM//trmO//oppC//gltX//yraH//ilvN//ibsB//fryB//uidA//cdgI//tolA//rdgC//mltD//pspF//paaF//dsbC//betA//relA//ebgA//zwf//murI//yhgH//queE//pgaD//rutB//malF//yehP//yciF//sixA//glgB//coaD//rplT//
GO_0051606_3	ogrK//dapF//
GO_0051607_4	gpp//ilvI//ynaE//glpA//tusA//agaW//ftsB//bsmA//hemB//sufD//
GO_0051641_3	purF//mazG//mdfA//gabT//ygbI//sgcB//lgt//nrfE//fepB//ebgR//ttdT//dinQ//hipA//phnI//moaE//nadD//moaD//aidB//ribF//argI//cpsB//gmd//kdgR//
GO_0051649_4	treR//ycaN//purU//zapA//tdcE//nusG//wzc//mdtM//diaA//arsC//dppA//yeeJ//fsr//
GO_0051651_3	mntP//purA//nlpI//
GO_0051668_4	yghO//
GO_0051691_5	insI-2//ttcA//
GO_0051692_6	yqjA//mtgA//
GO_0051701_4	msbA//insE-1//csgE//tdh//cspE//yfcF//glgS//cysH//ytfR//ppiD//ulaD//trpC//rhaB//thiG//rbsR//yfeO//
GO_0051703_3	lptB//queC//ybbW//pdeD//cspG//relB//trmH//hyaA//
GO_0051707_3	ftsW//kdsB//znuB//frmA//bamA//gnsB//idnO//dicA//lasT//cheW//ybhF//narP//bluR//ykfM//
GO_0051715_4	ldtD//
GO_0051716_3	yqiG//putA//gsiB//ybaM//bisC//cedA//thiQ//arnD//erpA//gstB//yhdZ//pabB//pgaB//uhpB//proW//mlaD//rfaD//ubiH//ydgA//araH//maa//fimZ//cusC//ybhI//mtlR//torY//yagE//yahI//lhr//rpoA//fepC//dtd//csgE//yqiJ//ccmG//yqjH//hyaC//acpS//glgX//gloB//yjcO//sbmA//yhdJ//aphA//ugpC//iraD//gltP//yjhB//yiaL//hiuH//ydcM//elfG//cueO//araG//hyfR//gmk//ydjM//mutY//pitB//yagF//pspD//yadI//aceF//ycjY//tolQ//purB//tufB//hofP//hyaD//dam//ebgR//rodZ//murQ//fepC//sufS//rhtC//yidR//mltD//cysP//asd//aceF//cysZ//hyfR//mtr//tauA//rplT//greB//trg//clpX//metI//yebS//fabG//thyA//ybiH//zntA//nlpI//prs//dps//argS//trpA//agaV//pykF//dmsB//ykgF//fdnI//rimM//gudX//yfgJ//baeR//dsdX//kbaY//allB//mrdB//narP//bamE//feoA//nemR//gfcE//rodZ//waaF//argK//fecA//prkB//hupA//sspB//ygaV//yraJ//cspI//topB//ptsH//nupG//ampG//etp//nuoM//glgX//yqiI//clsA//queD//ltaE//msrA//rpsI//hisQ//yahK//yehD//rimK//uidA//setB//lptB//fsr//ghoS//mdtG//yeaD//pliG//cheY//ydjM//kdpA//ychF//shiA//yciH//ycbB//zapE//ssuB//astC//nrdA//ybjN//orn//waaA//dacB//mntH//iscX//creB//efp//dcuC//cysC//tsaE//znuC//syd//hemH//glnD//fbp//phoU//thiD//mdlB//glnK//cynS//ygfI//ampG//mhpB//lpxD//rplJ//waaO//yidD//rplD//yebK//ykgA//frdA//patA//recR//bglA//amiA//dtpD//cysK//ompA//cmtA//tauD//holC//sufB//cas2//pntA//caiF//rsgA//msbA//yjfF//oppC//yddG//pdeL//waaL//ybaT//selD//yjjW//frsA//yjjI//hisP//tatC//menD//rpsS//ratA//pmbA//lrhA//ppsA//menB//epmB//rng//comR//yehD//yhbS//ydhJ//gutM//narH//uhpC//arsC//relB//yjaZ//ansB//yciA//ltaE//rpnA//yhdJ//flgM//flgJ//ulaC//ybaT//hypC//emrY//cdh//dsdX//diaA//betI//ybjI//leuO//yafN//yneE//ebgA//parC//fucO//livH//tatD//tmcA//smpB//citT//thiL//gsiB//pheS//yaaY//creC//yciA//glcE//spy//yfcP//narI//frvB//ytfQ//slt//yijE//hslU//kch//emrK//frlA//pliG//coaD//seqA//secE//lpxH//rutF//ybgP//paaF//maoP//yehZ//insE-1//yihV//aspS//yjiM//aroL//ygjH//entS//rhtC//ssuA//obgE//hflD//yjiR//thiC//aldA//hybE//ynaI//argH//mak//cspI//dsbG//nfi//csdE//codB//apaH//uxuR//queG//creC//glnB//mlaF//rlmE//lepB//yqcG//betB//arsR//hokE//envR//lpxP//mdtB//hcaB//ais//cydD//dhaK//tcyP//hofN//pntA//yraK//gcvA//ibsE//apt//alaS//clcA//metN//acpT//dhaR//frdD//nrdA//ffh//nlpI//insF-1//mqsR//galR//
GO_0051726_5	cca//flgG//yadC//zapE//cadA//
GO_0051781_6	ybjD//yegV//
GO_0051782_6	fetA//ymgC//ascG//rfaD//cvrA//insA-2//frwD//
GO_0051788_5	yggW//
GO_0051790_7	rpsQ//
GO_0051806_6	pdxJ//glpG//arcC//panD//elaD//coaD//glgB//ldtD//
GO_0051817_5	murA//astB//hiuH//glpR//
GO_0051818_6	fimG//yqcG//iclR//speD//
GO_0051828_5	rlpA//yhdX//yhaV//prlC//chiP//ybaQ//alr//cusR//
GO_0051883_4	elaA//orn//fecD//tdcD//
GO_0051977_7	flgM//
GO_0051983_5	eutD//
GO_0052126_4	arnD//murP//alaE//rlmF//
GO_0052128_5	sixA//
GO_0052131_6	rluF//
GO_0052192_3	glpD//guaC//ulaD//ribA//
GO_0052547_6	hemH//argD//thiQ//
GO_0052548_7	nusG//hisF//
GO_0052646_5	glsA2//artI//evgS//rnlB//hipA//
GO_0052652_8	yddG//ybgI//
GO_0052653_5	atpH//
GO_0052777_7	ibsD//hisS//
GO_0052778_6	fecA//metQ//rplK//
GO_0052779_5	galM//mraZ//cca//
GO_0052782_6	eptB//ybbW//
GO_0052803_5	arcA//aceK//rhtC//ybhG//yghW//umuD//trpD//dppD//
GO_0052837_6	pta//
GO_0052838_5	tdcF//
GO_0055062_9	murQ//
GO_0055065_8	tolC//dinJ//ynfF//ubiE//nikE//cysI//hrsA//cdsA//eamA//pyrG//motA//flgJ//argR//nanS//lpxT//lapB//kch//purL//yfgJ//frmB//clpX//yddL//hscA//kdgT//fliG//rodZ//
GO_0055067_8	fimC//trkG//rpsG//yfgO//pheA//dgcF//xapA//ridA//intE//yggN//cusA//tatC//
GO_0055069_9	gadA//
GO_0055070_10	yjbG//ppsA//dsdC//ydeE//dnaE//agaI//
GO_0055071_10	asnB//
GO_0055072_10	kch//exoX//yfeX//clpP//aceF//idnD//aceF//ghrB//lspA//brnQ//ycjD//agaC//queF//yebQ//
GO_0055073_9	dkgB//
GO_0055074_9	tsx//
GO_0055075_9	arfB//
GO_0055076_9	zapE//rdgB//artJ//comR//ybjD//murG//dcd//trmO//deaD//phnN//ygiB//acrB//ydiR//rpmB//epd//ruvC//fkpB//codA//fadL//tdcA//talB//yjbE//
GO_0055078_9	lon//fimD//mdlA//
GO_0055080_7	ydcZ//murB//envC//bamE//cynX//dacB//cspD//hpf//mutL//fbp//treF//waaH//fimB//malX//rbbA//shiA//frlC//ypdB//csiD//lacZ//arnB//secY//yegT//adhE//rpnC//fabD//metQ//mntS//nagC//bdcR//rssA//narI//phoA//dcuD//rpsN//
GO_0055081_7	mreC//
GO_0055082_4	yciF//ddlB//ypjD//frdA//csgD//fixC//rsmF//yfbU//ybiX//ychH//rnhA//yjcS//ftsH//aspA//argA//yihW//lexA//dinD//yajQ//tolC//sufE//yaaU//sbcD//afuB//glpX//lon//ybgI//arnB//glcE//clpS//msrP//yefM//rplR//phnL//
GO_0055083_8	garK//
GO_0055085_5	xseA//yafE//rcdA//phnP//nrdD//yehB//agaD//umuD//citT//kduI//fadI//fadI//hisG//coaE//hcaB//fliA//sucD//brnQ//lacI//crfC//rutE//hsrA//ibsA//tldD//torI//glnH//sgcA//uof//napC//envR//melB//setA//minE//nanS//ispH//kduI//ydaN//mioC//atpC//nrdF//hyfF//insI4//insE-1//mhpD//uhpT//xseA//hprS//torD//kbp//ybcL//grxD//ycdX//hybE//cstA//rffT//bglH//ydiV//ccmF//cheR//thrL//ubiI//alsC//tnaB//stpA//zapB//yijE//rplQ//fadA//abpB//phoQ//fsr//fiu//dauA//waaY//yjcS//slyA//flgI//ecpR//mtlD//aroA//adk//pgi//mutH//tdcD//yneJ//rhlB//pstA//atoS//mdtC//entF//ascB//rpiB//nirB//fabI//cspI//flgB//cusF//yciT//yihW//ftsW//fucO//rlmJ//potA//waaG//ccmH//queC//pheS//recO//bdm//atpD//yohC//yjjX//tatD//erfK//recF//mngA//kdgK//yiaN//trpGD//tufB//ybaQ//ulaC//carB//folX//ahpC//mtlR//xylG//mmuP//hns//ydiR//yehC//tcyJ//hfq//hrsA//rffG//argB//ddpA//rluF//rhaA//recE//sdhB//codB//yfeD//osmE//dacC//mglC//ygaV//hiuH//ftsK//opgC//phr//mgtA//hcaT//ydjJ//iraM//glnK//yiaN//hisH//tynA//fimB//fimF//pntB//purC//nadA//narG//sbmC//hflD//mdaB//elfD//metH//aceA//cysD//ompW//gadX//rlmH//garL//alsE//oppF//glmS//accA//mdtL//ffh//pphA//ybaT//aspA//yqhC//fryC//ydiF//emrY//bioD//gpmM//argB//fucI//yjcE//pgaD//tauB//gntT//fadI//coaD//csgF//rimO//gmhB//recR//rplI//icd//rnhA//allR//wzzE//ybcJ//glnL//envR//ascF//gabD//rpiA//hipA//yjiA//waaL//mfd//wzzB//srlE//menB//rnr//glgB//garD//kdpF//ulaE//ampE//zwf//narH//cynT//hcaD//csgF//glvC//chiP//yebK//yfdG//gatA//rfaE//uspB//ihfA//ribA//rsmD//yggW//ynjD//ybcQ//tonB//dsbC//pfkA//fabG//cpdA//ansA//nuoF//sutR//lpd//yafE//ileS//mutS//hyfR//emrK//hybG//bioH//yphF//yfaL//bdm//serA//nadK//frdA//rplW//narG//ptsP//hslO//yebK//tar//mrdA//orn//ybhG//cdaR//rffG//eco//thiM//zapC//gcl//nirB//cpdA//ydeI//uxaA//fadI//chbA//ybjL//ais//ptsI//casC//yciE//mdtP//sixA//chbR//insI3//ybcM//ydiB//dapB//cobT//yidL//tesB//prpR//sfmD//fau//ompC//bepA//ynfK//insB-2//fepG//dppA//araC//rcsA//selA//dnaE//hyfA//nlpA//grpE//galF//yfeD//pyrE//clcB//elbB//ycgB//proB//yccA//mdtP//paaF//atpG//exbB//mgsA//dedD//speA//glgC//rihB//mtnN//hemN//rpmJ//purA//yddA//lolA//hyaD//yrfG//rhlB//ydcO//cmtA//xerC//rplI//aldA//gmhB//yoaA//yjjX//rplS//rhoL//lolB//secG//sapD//glvC//dcuD//flhC//fucA//fucK//flgG//actP//dppA//rlmH//agp//ldtA//galU//allS//xanP//pstB//groL//mlaD//ydiF//rcsB//miaB//nadE//lysU//yhhZ//glpD//truA//pepQ//alkA//ulaA//rarA//cvrA//fimD//puuD//potG//sulA//ypdC//yjtD//ampD//paaB//gatY//nrfE//rfbC//dfp//ascF//mglA//pgk//fruA//dgoT//folP//xerC//yhfK//dgoR//sfmD//kduD//lyxK//ccmH//priB//dcyD//lgoR//sufD//frsA//frlR//lsrR//hisC//yjiA//ubiI//dinB//frvR//bglX//setC//ycgR//ynfH//folA//rsmH//hflD//
GO_0055086_4	copA//ynbB//glnQ//pcnB//ydcS//artQ//ccmC//gutQ//wcaJ//rdgB//cusC//ydcO//frvA//yciG//pheT//yqeA//grxD//cusA//cas3//gatC//lolD//melA//yqhD//dosP//hemA//ycfH//thiH//proC//pflA//glgP//garK//yeeO//rfbB//guaD//emrE//pinQ//rfaC//rtcR//metI//yabI//scpC//adiC//ubiX//rplC//menB//yhjB//glpK//dacB//dsdA//gatY//ynfH//sucD//uspF//rpsL//nuoB//queA//yqgB//osmY//agaV//apaH//frwC//yegS//melR//yjfF//opgE//yhbS//minE//elfA//alsE//cbrC//cmoA//msrC//ybiT//mgtA//trpC//rapZ//ybgP//bioC//dapD//patD//nanE//nudF//murI//yoaA//glnA//mglB//dmsA//nirB//opgE//acnA//ssb//mdtP//rpnB//gatC//lgoD//nlpA//hsdM//nirC//caiB//yebZ//sulA//ydcT//nanK//dsbA//lysU//tomB//ftsA//ttdA//rplK//truA//plsC//efeO//fepD//tsaE//entF//hofP//phnJ//potA//clpX//uacT//plaP//csgG//yafQ//acpH//zapC//gcd//yddA//ibsD//ynaI//hisS//oxyR//fadD//aldB//rbsD//uraA//rstB//yjbH//deoB//xapB//aroB//tehA//waaQ//frwD//tktB//sgcC//hinT//mqsA//malY//pnp//gadA//rimK//malQ//rsmA//hyfC//entE//glpX//narP//ldtD//csgF//ygeX//alsC//dgt//emrK//ugd//mipA//dpiA//maa//mtr//hypD//rssA//trxA//ycbV//
GO_0055114_3	sbmC//dinI//opgH//ldtB//degP//gnsB//dcuB//uxaB//ynfF//symE//fepB//azoR//ftsK//fabG//ydgA//ydaV//trpS//cspD//potE//clsB//murF//ycjQ//narZ//appB//thiL//nikE//ttdT//sxy//rpnB//mak//rlmI//yifB//recC//sdaC//ycjW//gpmM//gyrA//nanC//sapB//crfC//fadA//gcvP//frwD//yciV//wcaC//ldtE//yqjH//dcm//fliS//trpR//solA//vsr//hofO//mutH//uspF//ptsP//flhC//hemE//yjtD//minE//zinT//norR//topAI//mnmE//mdfA//allR//envY//aspA//qorA//treA//yjiR//ihfB//nrdF//yihR//puuR//ilvI//nuoB//opgD//frmB//wzb//cmoM//hofP//dnaN//rfaF//citE//ybbN//aspC//gatC//pdeR//pgpA//speC//uidA//accC//bcr//hupA//yieL//fimB//yfcS//yjjX//rseC//gpt//dsbD//frwC//yjiM//fucA//epmB//nlpA//aaeB//moeB//rlmB//rsmG//gor//dppB//pstB//insB-2//fumA//livG//rluF//argB//yieF//cysZ//rcdA//cheZ//rplM//trxC//btuF//ccmG//yebS//mscL//nuoM//dmlR//rluF//dnaJ//yadC//eutA//sodC//garK//leuD//glsB//fetB//rhaR//yehC//yhcF//proB//narZ//ccmH//glcC//arnF//artP//map//pckA//ybjC//ibsA//recE//ydbK//entH//lptB//katE//lit//ypdA//xisE//yaaA//yhdJ//crl//sgcE//fdnH//flgF//lgoD//yfjV//yghO//araG//yfgO//hpt//ycfL//kdsC//diaA//recR//aroD//glcE//sgcX//ibsD//hemE//yibA//ycfS//sgcB//lptF//yeaV//sgcA//hxpA//guaA//yidE//caiD//
GO_0055129_5	rfaB//feoC//hslO//
GO_0055130_8	aaeB//chbR//
GO_0060003_10	dgcF//nfuA//dkgB//bdcA//
GO_0060255_5	bcp//yfcG//abpB//stpA//trpS//hypF//yfjV//rfe//efp//zntA//aceA//menC//rbsD//ydeT//emrE//fruB//tdcD//hyi//torR//ydjM//srmB//fimH//rplD//araB//lyxK//ung//msrQ//zupT//setB//atpE//murC//htrE//lysR//sfmC//cirA//cyoC//ydfK//hemF//lysC//rpsP//sucD//yiaN//elfD//ydeT//ibsE//prs//tcyP//fecD//nanA//glmU//uxuR//ybhJ//yiaO//gmd//dicC//chiP//mqsA//araC//yqiG//gntP//ulaR//bglX//ulaF//dnaB//lpxP//dnaT//yqjH//lipB//ivy//glk//yjfP//lldP//bioF//dppD//zapE//deoB//atpG//proA//thrB//paaF//trmJ//dcd//recR//btuF//ymfK//yegS//betI//cpxP//priC//purR//crr//ampD//uxaB//glcC//moaB//frc//dcuD//manZ//bglJ//topAI//ydeM//wecA//dcuD//setC//argC//yeiL//deoC//fryB//gudD//araC//gcvA//moaE//menC//ilvM//elyC//phnM//stpA//nusA//tehB//opgE//ycaN//csgG//ebgR//acnB//coaA//mtfA//speE//nikD//ybeY//yhaC//yccX//yqeG//ihfB//yahB//actP//pepB//mprA//narQ//yaiV//glpB//mdlA//yiaL//gpt//hslO//envR//iap//fepD//gntU//aspA//recT//tdcC//rutE//hdeA//mhpC//metE//dfp//ymgF//yjhI//uhpC//ldrA//ghrB//serS//glnQ//yjhH//recX//phoR//mtnN//fryC//selB//gutM//galT//nudG//gspE//dhaK//rsmC//carA//rpsR//ytfQ//rcsF//bdcR//dtpD//tomB//iap//secA//cas2//guaB//tyrA//hdeB//arsB//appA//sugE//gcl//cspB//mreC//gatD//rppH//sbcB//rmf//dgoK//dnaC//yhjC//ugd//insH-5//flgA//grcA//treF//dusB//mdtD//glpD//gph//yeiG//nikD//tolB//ispF//ptsN//ynaI//helD//nlpE//cas1//ydiP//yahD//betI//cspD//emrK//betI//yrbG//thiP//eutB//yqaA//ygfZ//yjtD//leuE//yggW//tusE//glpF//fixC//dadA//dicC//yagF//gcvR//serB//ssuE//kdgK//napC//cas1//solA//lon//rho//dmlR//sgbE//hemG//yieH//degS//ymgC//asmA//ybhD//nanC//ppx//hokB//metG//lgoT//yddG//amyA//ydcO//yhhZ//elaD//frdD//yfbS//secY//ygjK//stpA//oppF//torC//ompL//napF//hypT//mglB//waaQ//caiT//lspA//selA//mcrB//yedA//nhaB//djlC//araA//ghxQ//yihO//gspI//kdsA//sfsA//potC//yigL//hda//mcbA//uvrD//trkA//iscU//glgC//rihB//folX//hprS//yiaL//tilS//ogt//macA//ubiX//atpD//metG//mrdA//hfq//hycH//lolC//ybhA//yegV//sfmH//pspF//tnaA//nagK//phnI//groL//rpsE//yhjR//ybiT//metR//dnaE//yegT//rlpA//glgX//tsaB//intS//nadC//ppc//znuB//yebZ//galR//hslU//arsR//fucK//prpD//hscB//hyaA//ydgA//bcsQ//glmS//galP//yciF//cmk//argT//rsfS//cutA//adeQ//hyfR//menH//
GO_0060274_5	yqcG//
GO_0060326_5	ldtD//
GO_0060341_5	ydcM//nikR//
GO_0060491_5	evgA//fixA//paoC//moaC//
GO_0060566_8	proX//
GO_0060567_8	yeaV//cdsA//roxA//
GO_0060699_8	yqiH//insI-1//phnO//hybD//glmM//
GO_0060700_7	nei//hdeB//ecpR//glpC//menF//
GO_0060701_8	mfd//cas2//argA//insF-1//ygiV//
GO_0060702_9	intE//ybeY//dinB//osmF//fimZ//
GO_0061013_7	ydeT//lit//galS//ansA//ydfK//
GO_0061024_4	rdgC//mngA//truA//dhaM//ybgQ//yjeH//fecD//rnr//bipA//nagB//gntR//yhcF//
GO_0061077_4	xseA//hha//asnA//melR//yejF//torR//tusA//wcaB//mog//waaA//fhuD//yjjW//cobB//fhlA//iscR//citC//ybhP//gph//yihS//kdgT//yhjB//pepA//modC//
GO_0061475_9	yjjB//
GO_0061504_8	yjjV//
GO_0061610_5	csgG//
GO_0061615_7	gpr//emrE//
GO_0061687_3	yphC//idnO//wecA//dkgB//ybcJ//ldtE//
GO_0061720_5	nanT//hlyE//ftsK//ispH//
GO_0061727_6	tktA//garD//ilvB//yahO//deoA//yneJ//metN//sad//pyrD//yieE//leuE//hiuH//rhaS//ydjE//nemR//frvR//yadC//pinE//cas1//emrE//fimA//rpnD//ivbL//gloA//
GO_0061984_6	ttdR//
GO_0061985_7	tauA//
GO_0062012_5	yeeA//recG//yiaF//exbD//yhdJ//puuD//dcyD//xapB//yegV//hslU//mcrA//
GO_0062013_6	grpE//yggD//mhpT//
GO_0062014_6	ydcZ//gatD//
GO_0065002_6	gapC//yghG//nagD//ibpA//iscX//ybhA//gntT//sdhE//
GO_0065003_5	mazF//rpoE//rng//ydfH//gsiA//sgcE//idnO//ycgR//yibA//rne//flgI//paaA//yjcO//sbcC//dapD//entS//tynA//plsB//ribA//pntB//bglJ//pgaD//yajL//ligB//araC//yfcP//gcvA//hipA//yqjI//dnaB//casE//yggX//proW//mobA//gsiA//fhlA//gntP//moeA//kdpC//lptC//cspE//narZ//yjiQ//yiaO//ccmC//phoQ//emrK//araC//putA//sugE//uvrA//mdtB//hlyE//hsdR//tsaB//ftsQ//znuB//mltC//ymfK//fliD//lsrC//fetB//fkpA//allD//rimM//apaH//fhuF//menD//rplE//hycI//rhaR//ybhF//cspE//cheZ//ibsC//nikC//putP//nanE//hyaC//fixB//pinE//ribC//hyaC//cirA//asnC//ygeW//umuC//trmB//exoX//kgtP//bglX//fur//
GO_0065004_6	yagI//
GO_0065008_3	pepN//blr//wbbK//thiL//hldE//malS//nusG//xthA//panD//mrr//actP//mgtL//ltaE//ulaA//hemD//ybgI//ftsE//recF//xseA//gatA//fliG//xapA//dnaQ//rsmJ//yfjV//clcA//phnO//dnaT//phoU//agaB//casC//wecC//ebgA//rimM//appB//gltS//rhtB//ymgF//deoB//panC//ndh//yafE//menA//aspA//aqpZ//paaZ//sucC//exbB//rarA//rdgC//frmB//menD//rlpA//ycjY//ung//znuA//hscA//radA//ybiV//suhB//trmL//mltC//ybiY//entB//menB//ycbU//def//nimR//tolR//glnD//rluC//argK//uxaB//feaR//cutA//dnaC//cbl//ybdM//mdlB//thrL//allR//zinT//eamA//hcaD//yfbV//udk//fadR//lpxB//rapA//tesB//higB//ndk//entS//mrcA//alaC//ypjD//mscM//dapF//hupB//mdtE//glxR//recG//nfsB//cysK//marA//malK//fmt//rcnA//yqiH//seqA//ykgO//manZ//ubiI//yjbB//fabZ//add//ygjK//htpG//narG//pgpB//ybjL//bluR//lpxK//zapD//nupX//rutF//ligA//ftsP//tsf//xanQ//yddA//
GO_0065009_3	agaS//yjbH//ybcC//dcp//dam//bssS//lsrA//leuE//rplO//glsA2//pdeF//yceK//cas2//bioA//mgtA//ftsY//suhB//era//argR//arfA//rfaB//yagE//lsrK//alsB//mdtQ//lacZ//tauB//parC//garK//iraM//ygcR//pntA//hemN//diaA//clpS//yrfG//tomB//matP//evgA//rlpA//lptB//ycjP//scpC//rfaC//kbaZ//argO//mdtO//tufB//ycfS//metG//hmp//yadV//ykgM//ytfE//hicB//lrp//ssuD//pyrF//dusB//lsrR//lyxK//yfiR//yjgX//ilvL//murR//bglX//fliG//umuD//wecA//mioC//leuO//eamB//frwD//wzyE//ybiS//aroG//nirB//
GO_0070084_7	ttdB//
GO_0070085_3	hycI//yahB//
GO_0070178_5	btuF//
GO_0070201_6	phnO//dtpD//cedA//
GO_0070206_7	hfq//hypB//dsbA//yjhB//
GO_0070207_8	nusA//ydiR//yadI//rpoA//
GO_0070297_7	yacG//
GO_0070298_8	yfeO//
GO_0070301_6	mrr//fbp//qorA//cusS//ygbL//kdpF//guaA//creB//fabB//yiaA//
