#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	kdpB//fiu//narV//hmp//
GO_0048522_5	yigB//glgP//nrfC//paaC//gntU//pntB//moaB//atoC//tehB//ybeY//yafN//rpiA//queA//phoA//ypdI//yjaA//cheW//yaiW//ftsE//aqpZ//rclA//ubiI//lolA//msrB//bdm//wbbK//sppA//yrdA//ugd//rbsB//xanP//rlmI//lolB//pncB//parC//dgcT//argG//uidA//aceA//surA//pspF//lysU//yahB//glnK//yfdR//psuT//nadB//pstC//gntK//cyoC//solA//yojI//fimA//yihS//alsC//cyoC//nikR//cysP//minE//ycjD//cysD//amiC//yhdJ//zapB//cdgI//narH//solA//nuoE//ndh//yhaJ//malI//ispU//dfp//fliZ//ssuB//aceB//amiC//araG//yqhC//ssuC//znuA//phr//yidZ//birA//uvrD//ampH//csdE//guaA//yceO//gadX//kefB//yfhM//dtpA//ansB//ssuD//ybjX//lnt//lysR//
GO_0048523_5	cra//tar//amyA//alaS//thrA//dnaN//insI3//argD//cyoA//aroK//nsrR//yidL//rplD//yneE//chiP//flhC//arfA//greB//argG//rbsC//umpH//ygbL//pdeH//ubiH//orn//yaaY//nusA//emrB//yjbH//ybjD//yojI//gstB//panZ//proB//atpA//ugpA//flgG//uxaB//chbG//rpsP//pitA//kdgK//yqjA//feoA//yiaN//fnr//uraA//rffH//tauA//leuB//dppF//hokB//glnE//rimP//ribB//zur//kefG//glsA2//glrK//gudX//slmA//fsr//ubiJ//bipA//fadM//yhcF//bamB//nuoF//garK//nrdF//ybjG//yhcN//murG//kbp//nrdG//dnaK//trxA//yfdS//ybeF//exbB//lpxL//sfmC//yhhY//yfdS//rtcR//lsrD//pgsA//tatE//aceA//ybaQ//ydcS//clpA//dtpA//yeaE//dosP//ybhA//trpR//yfjV//ptsP//aceK//secD//iap//tsr//rbfA//pyrG//ygbI//aspA//ridA//trpE//srmB//dkgB//yraK//dnaT//bglX//lptA//gadA//yfdC//pntB//ycaO//djlC//ybhD//murJ//waaP//ybiW//narK//yfcA//gcvA//topB//xylF//ygbN//fadD//ssuB//dacC//araG//ygiN//xylG//dgoA//alsE//epmA//rbsR//paaC//rfaF//dbpA//rarA//ybiO//ghxP//osmC//mepH//slyA//dbpA//yggT//bsmA//gph//manA//ibpA//kdpE//wcaB//
GO_0048583_4	ribE//afuB//zipA//
GO_0048585_5	tusA//
GO_0048869_3	ilvD//
GO_0048870_3	rbbA//kdpD//paaG//dkgA//osmF//cyoC//rimO//katG//csgG//pntA//narP//ibsA//yfdG//trpS//lysS//clpA//rclC//mppA//metE//sufE//rfbD//rsmF//yigL//minE//flgM//gudP//cusC//yfiR//sfmD//pnuC//rplK//chiP//ampE//yrbG//htpX//ygjH//
GO_0048872_5	kdgK//pncB//modB//hycI//
GO_0048874_4	qorA//livM//bamC//ppc//
GO_0048878_5	dtpC//holE//araH//malZ//leuO//mglC//recT//yidA//glgS//cusR//tadA//nrdE//msrQ//yoaB//sdiA//rof//rimK//asd//yfdS//astC//nirD//ompW//nuoG//hfq//ibpB//cydB//flgB//selD//dcuB//rfaH//kgtP//ydiR//waaB//nagA//sfmC//ygjH//mdtL//hisH//lptB//cpdA//
GO_0050427_5	lamB//
GO_0050657_7	bioD//glcC//
GO_0050667_6	yddA//dnaX//yqcG//
GO_0050779_5	mscL//
GO_0050789_3	rhaM//rplX//gshB//yfeX//cmtB//ppiC//yadC//yodD//intZ//artI//yacG//nrfD//pspG//wzyE//mdaB//trmB//pstC//pbpC//eutR//nuoL//nrfG//lnt//moeA//ychH//intA//thrB//creC//ilvI//yfhM//rffT//prpR//yraH//rfaG//pdeR//yaaU//rpsK//garK//hupA//yfgO//dauA//fadH//rclC//ppx//lplA//rhtA//oxc//potG//grcA//flgE//ybiA//ymgA//yeaK//torZ//lysU//citT//arfB//appA//rph//dnaC//acrR//xapR//nadA//yijE//yhbY//ilvA//entS//glpK//yiaN//ybbW//flgI//ygaZ//waaB//yraK//sfmC//ulaG//cpxP//dosP//ulaF//rlmJ//gshB//hicA//lspA//pbpC//mutY//sspA//trkG//ecpR//ynhG//coaA//ackA//envY//citG//cbtA//mtlD//pgk//blc//zitB//yjiQ//ralR//rpsS//waaQ//proB//rnd//lolC//yhgF//lysC//pinQ//yddA//cbeA//pdeD//ybdG//rclC//mtgA//yfdC//seqA//hcaD//fliT//araG//cpdA//ydbK//dacB//pepB//dapF//oxc//glpG//rhoL//rplD//ycbV//citE//uidR//waaH//yjhI//tsaD//ugd//tcyP//purD//yeaD//glk//wzzB//alaS//gspE//gadX//rfaG//tatC//arcB//aroG//rpsO//yciV//borD//yfhH//relA//arcC//uidA//yeeJ//nimT//yijE//bssR//sbmA//phr//ybbN//uxuR//yfgJ//pheA//tusC//ybjG//tynA//tatC//cyoB//ynbB//ybcM//panD//yqgB//yghU//rhaR//trmH//manZ//yqgB//ushA//ycdY//coaD//mhpD//emrE//yhjR//infB//dsbD//citE//panZ//tmk//hslO//fhlA//mzrA//apaH//msrC//thiG//yhdW//ybjG//cas1//nimR//motA//yphD//aroG//lpxB//glxK//dnaC//ybaE//csiD//ydeT//insI1//ybjC//betA//ahpC//ycjU//cyoA//hokB//rcnB//pspD//smpB//insI3//yfaU//hchA//pheT//ubiE//marR//rlpA//entE//lysR//dgcN//yjhG//ygiW//hycA//rimO//agaW//rayT//csiR//sucC//hycI//waaC//gppA//cbrA//treF//gapA//aidB//mdtF//nuoI//ycjU//mliC//apt//ydfK//kdpD//pstA//etk//nanS//yeeL//hybE//araG//dppD//glk//ycjY//ybfE//hypT//pflB//elbB//arfA//hycI//ynaE//ybiA//glyA//feaR//yahB//yjcS//rpsQ//murQ//rffM//hsrA//barA//yijO//murD//rng//slmA//sapD//pcnB//trmJ//potF//nfi//yccX//pgaB//grcA//yagE//ydhJ//rbsK//arfB//gcvP//yobF//wrbA//lgoD//yqjA//fabZ//pdxB//uup//potF//bioA//rbbA//clpA//yghB//cheA//bisC//rplQ//ydiQ//galS//yahK//rcnB//lolC//insI1//yahD//bdcR//dacA//patA//asr//mutL//ileS//pdeL//idi//ivbL//etp//rplF//gntK//ypdF//yheT//opgG//maoP//afuB//lptF//ccmC//sppA//yfdC//arcC//argA//yohD//ttdB//ogt//ddlB//lacZ//osmY//proQ//citX//lysC//lpxH//hyfC//paaC//prfC//sdaB//nth//recG//speG//dsbA//guaD//tauA//ebgR//ybdH//pinR//pagP//rne//yggE//ygiN//yrdA//ftsH//fimI//caiB//yhaO//csgF//yehU//wecB//gpr//ygfI//prfA//murD//sgbU//mqsA//trmD//aroH//acrE//pbpC//ybcQ//sodB//dcuA//cynS//dtd//tyrS//csrD//yeaE//ykgO//tusB//dnaT//rna//rbsA//yjgX//yneJ//rodZ//gcvP//yjcS//azoR//fliD//sppA//yfbS//rlmD//accC//prkB//ispF//yiiE//hypT//nikA//nemR//thiI//tusB//rimM//pflA//yccX//glnQ//yccA//aes//hscB//dmsC//yhcF//mcrA//kdgK//moeA//ycjD//cspG//cyaY//cvpA//dpiB//rihC//malS//cobS//kdgK//insH-5//add//pflC//pnuC//ftsZ//acpT//dinD//tus//dinI//codB//manA//rbn//treB//nudG//prpC//hyaC//ratA//yejE//pstA//mtgA//putA//yghO//tolC//dgt//dhaK//ytfT//ychF//rbsC//yhcH//frmA//speE//cydC//malZ//potF//fhuF//lpxL//lapA//yjjB//rplI//xylB//ydcZ//rplQ//ydiV//tnaB//mutH//radD//yehD//ligB//ycdY//nikR//ybiO//guaA//ubiE//nrdH//murJ//yagJ//narH//arcB//yeeJ//ftsZ//exoX//tag//hupB//potH//pdeD//ybiO//
GO_0050790_4	rcnA//bepA//rplK//rpmC//rplA//csdA//cydD//dsbB//ompW//iaaA//mtgA//rpmB//ygdG//ydjM//ybgQ//waaO//recJ//rlmH//pflB//norV//ybjX//opgE//kdsC//hscA//ppiA//cbtA//gatA//rspB//secA//lsrG//ecpR//tdcD//ynaI//tdcD//dinD//fliT//ydaV//murF//hflK//cysE//serC//eptC//ybbN//secM//yrdA//deoB//casE//dppC//glgB//sspB//nhaB//yigL//mutY//rnlB//metK//ybhG//bioA//clpS//xylB//cyoE//nuoH//ada//yqeA//
GO_0050793_4	yebC//thrS//mgtL//argO//kdpD//nei//sapA//ligA//yphD//ccmH//iraP//phoR//rusA//yedL//rhmD//yehY//
GO_0050794_4	yafQ//murD//dgoT//wzyE//lysU//hscB//araE//bamE//citT//pgaA//argO//nrdR//waaO//nrfB//rng//ompA//hxpA//tusD//crr//dgoD//yjbB//melR//waaF//recC//ftsE//fabD//hofO//mzrA//rseP//nhaR//flgI//epmB//rplN//xerC//dppF//rpsJ//metL//dinQ//frlB//rluF//yagG//nagA//rpnC//nuoH//xylH//ndh//treF//gntU//yggF//dhaR//yneE//hofP//norR//yaiP//yfaE//tcdA//hipA//ampD//ypdC//yigB//pyrL//ybaE//yjeH//ybiV//yobA//purR//fpr//aslB//hcp//ubiH//napA//hscB//ilvC//tsaE//hfq//nrdA//insA-2//aroB//cptB//pncB//betA//trpE//paaG//secA//tsf//bcsA//valS//moaA//xylG//manZ//narQ//rseP//yiaB//bioP//trxA//selA//dsbG//sucC//hisP//elyC//sufD//yehU//gudD//narX//rcsF//argC//rpsG//cyoD//uspB//lpxD//yqhC//fkpA//rhaM//yhaM//spoT//uvrB//lsrR//nrdF//cdd//dhaR//ygiB//yfjV//ibsE//agaI//talB//gspJ//bioB//yejE//abgT//ndk//dnaX//rhmR//menF//dnaE//rpiB//minC//rlmM//pntB//cedA//fetB//pdeK//puuD//menC//rpoH//btuR//yqeG//yfjR//purU//yafE//pal//ytfP//csgE//pspC//pgaA//ilvE//yihT//prlC//galR//proP//fsr//ampD//ybdG//pflA//ydfG//hpt//groL//recN//rhaR//rpsH//cof//ydfD//citG//fhuC//rsmF//nuoG//hpt//yiiM//yhjC//arsC//rffC//paaK//sbcC//ypdC//secD//aceA//metG//ytfP//cdaR//ssuB//ynhF//ascF//yfdG//pgpB//ratA//yeaD//hisA//sfsB//yjjG//insB-4//yggT//sdaC//ybeQ//potI//ygjH//rfbB//ldcA//ycjY//ulaB//lhr//chpS//tufB//yjiX//fadI//tyrR//yfiR//ydiV//sdhE//ybgP//ybhP//rffT//tpiA//higB//ypdC//csiR//yqjA//ybhF//tcyJ//yjhP//fau//priC//fimZ//pstA//ygiN//agaW//ade//yfaE//agaI//uof//dcuA//yidC//gatA//hcp//pheT//tomB//yciV//ttdA//ascG//rpnC//fdhE//nuoM//ftsE//hofQ//yrbG//flhC//araC//menH//trxC//yiaJ//sthA//garP//paaH//dcuC//gspJ//galE//alsE//fdoH//yjaA//hybB//pdeK//rsmA//mutH//ccmE//rhaB//yidH//yfcV//chbR//paaX//glpG//btuF//argS//slmA//ydjK//agaW//hemG//aaeR//tolC//yedF//kilR//ynaE//selD//yjfP//yafO//apaH//secM//ppiA//xylB//hisA//yaiP//atpA//tatB//pdeK//sufA//aroF//mrp//oxyR//ugpB//cydA//msrQ//fliD//ybhS//thiG//fliZ//ibaG//qorA//nfo//ccmD//yraH//ybeQ//hybG//gcvP//sbmA//iscR//suhB//mdtC//hypA//rzoR//ribA//mhpB//pfkB//rzpD//oppB//rpnA//torC//chaC//bepA//malS//chpB//bioP//glnS//umuD//feoA//rpsG//leuC//napC//panD//dadA//nagK//thiG//tsf//cdgI//waaB//torY//cysZ//yjhP//pspD//mdtC//glgC//flgG//yejF//waaJ//diaA//thrA//ascF//ghxQ//mqsR//fryB//arnT//hycH//agaI//gstB//map//pitB//dcuS//fruB//gntK//ftsP//basS//uxuR//tbpA//ydiR//cecR//narQ//dapF//casD//tus//atpE//mutT//rrrD//galF//yfcU//yidC//ykgM//yjaA//gpmA//alpA//hslU//thiM//ddpA//pntA//tdcD//nlpE//yehD//clpS//yihT//cusR//lpxT//otsB//thyA//mutM//hicA//dnaE//yneE//chbB//chbF//hemE//wzc//pcm//opgE//radA//yjjQ//rbsD//phoB//grcA//ycjQ//fixC//pagP//hofQ//paaC//mog//cspE//dmsB//artI//rffH//fadA//polA//nrdH//agaI//rfbB//agp//yicJ//dinD//lnt//mazF//allB//cca//bglF//nhaR//glgA//malP//lsrB//actP//trpE//ddpX//der//phnL//ymjB//kdsB//ispA//dinD//yphD//casB//xanP//hofP//patZ//plsB//
GO_0050801_6	wrbA//iscX//glsB//rzpR//rcsB//mfd//rep//yadG//potD//rutA//dacB//cyoD//ydjM//sdhB//mscM//tamA//epmC//focB//waaJ//nlpD//talB//kdpE//murD//nlpD//ptsI//panF//nlpE//hmp//fbaA//dcuS//smrA//hcaC//acrE//yfiC//flhC//hchA//
GO_0050821_5	sgcC//pgaA//dps//tus//waaC//
GO_0050918_5	chbC//bglJ//topA//yegV//
GO_0050919_5	rbsK//
GO_0051027_8	recJ//dgt//
GO_0051049_5	flgK//bioP//dapD//gcl//tcyJ//xisE//arfA//flgJ//motA//aroL//menI//yceO//
GO_0051050_5	rlmL//mdtB//katG//
GO_0051051_5	nrdB//dgcQ//nuoF//
GO_0051052_6	prmC//tdcB//nmpC//speF//hicB//atoC//essD//gntT//umpG//hrsA//yghG//thiH//folE//idnO//
GO_0051053_7	tolA//yoeB//aceB//moaE//birA//ivy//
GO_0051054_7	rnlB//rpiB//
GO_0051055_7	yfbU//
GO_0051083_5	yqhC//
GO_0051084_5	atpF//recA//yjhH//helD//fadD//yieH//thiD//
GO_0051085_5	lpcA//agaA//yadK//phnJ//purD//yfbV//hyaA//
GO_0051090_4	gppA//galR//flgI//iscX//frlR//afuB//pyrL//frvR//
GO_0051091_5	yfiF//yehY//
GO_0051098_4	mog//dtd//
GO_0051100_5	dnaK//yeaE//
GO_0051101_5	yibT//
GO_0051103_7	lptD//ssuA//
GO_0051128_5	soxS//satP//rpmC//ytfR//yohD//ydjM//aidB//ilvB//rutB//ridA//nanA//malE//trpR//zinT//yebZ//yiiM//pliG//trmD//sutR//hemC//ybdZ//ldrA//yebC//yhjA//eutB//yqaA//holD//cra//ybgI//hycA//dhaL//gpp//actP//yiaM//kdpD//yphB//adiY//ydiZ//rpoS//mdtN//frlB//qseC//yefM//yhfS//cedA//yjcS//nupX//cueO//rpiB//mlc//aspA//ghxQ//ybaK//yajD//nrdI//yjjI//lacI//rnhB//fimD//ygcW//argD//pdeR//frlA//amiC//ftsE//yahD//focA//creC//ftnA//recE//apt//proA//yjhH//rutB//panZ//ytfR//sufB//
GO_0051129_6	pgaD//recT//ydhQ//pabB//mutS//tsaD//yhjA//alsA//gsiD//nagB//moaA//rhsD//ihfA//hslU//yaiV//iscR//
GO_0051130_6	vsr//eptC//fabG//tpiA//sbcB//trkA//caiE//murC//sbcC//nfuA//fabI//sucB//malX//bcsQ//leuS//dinJ//
GO_0051131_7	eptB//leuE//
GO_0051143_8	envZ//
GO_0051156_5	nanT//aroP//rplC//gltS//yfcF//xseA//
GO_0051167_5	mutL//dgoA//sutR//
GO_0051171_5	ypdC//yaaY//hcaC//yddA//yjjB//umpH//waaO//fdoI//chpB//zraS//menF//yohC//nrdA//frmA//btuC//hpt//feoC//nrdI//bamE//fhuB//cmoB//yjgX//mepM//atpC//pinQ//hscB//rfaD//uof//sdhB//astB//torZ//ftsX//dsdA//mrcB//glpB//sspA//ydcT//mliC//dgcT//arnB//nth//kch//ldcA//djlC//ycfJ//nagC//ubiJ//torI//trkH//pppA//torS//cstA//emrD//btuC//ilvI//rpiR//gmd//entB//rclA//gatA//ompN//manX//pepD//lasT//chbR//pagP//etp//artP//ibsD//blc//gloA//pphB//rcsC//oxyR//fdhD//napA//insB-4//selA//yhhY//truD//acrB//xylH//ychH//nsrR//insA-1//gadB//xylA//ompT//mdtI//yajL//ydiR//artJ//yjeI//yqiG//epmB//yjjX//uxuB//ybaT//metG//mtgA//rffH//malX//purT//ispF//pdhR//rplL//greA//hscB//iscA//rsuA//panZ//cdd//aceB//bhsA//dacC//dkgB//yieF//ada//metB//gcvR//aldA//rne//rclR//cspG//epmC//ilvN//sutR//talB//rutG//pheA//yheT//dcuC//pepA//yafS//ompN//nanK//ycjP//yjhC//rcsF//flgK//solA//malG//moaE//yjiY//acrA//arcC//argR//galU//cpsB//ubiF//malY//tyrA//recA//tdcB//nemA//rlmH//chpS//pdxB//rpnA//argH//mog//pdeF//ydiF//ydhC//nemA//frlA//yiiM//dgt//mrdA//truD//frvB//pbpG//nuoL//ptsG//idi//wzyE//yqiG//bglA//mnaT//mqsA//pckA//selA//argS//grxD//phoE//ppx//yohC//nirB//yiaB//cyoD//yjhG//lptB//uxaB//feoB//emrY//dgcM//nudC//nanC//fucK//rpsQ//dfp//hemG//nadC//ygaZ//rbsB//ivbL//ygfI//prpR//nadB//nanT//dapD//yegT//ileS//insI1//appC//dcuB//erfK//btuD//hscB//rhaD//pgk//mepM//ypdC//oxc//xylA//pspG//lacI//yafO//gspF//insF-1//poxB//nikB//yejE//phnK//dsbC//pmbA//rpsB//ybjI//murQ//nusG//lpxH//opgC//lolA//cpxA//yjcO//proC//pdeD//sgcX//ygeR//sgbE//srlB//intS//zinT//mhpT//panF//pbpC//cysG//iscS//gstA//zwf//rhaB//nuoM//rbsD//glpF//yggW//efeO//mioC//sgbH//mqsA//mhpB//ydfK//speG//hisI//glyA//sanA//cydA//acpS//insA-1//rpiB//bluF//leuO//prs//accC//dicC//ulaD//csgB//gadA//cyaA//relA//ygaV//agaI//csgF//glyA//ttdB//ggt//narV//pabC//srlB//metB//gatY//ygiV//hypA//ispH//radA//ftsY//rplE//macA//rfaF//ugpB//epmC//yhiM//yfdS//wecA//yadC//moeB//thiC//ubiC//sbmA//glgC//alr//oppC//mhpD//feoB//deaD//arsC//ompT//malX//gdhA//nth//yejA//aas//mlaF//rnt//betI//btuR//nanS//kdgT//
GO_0051172_6	cspA//lysP//ecpR//dkgA//aceF//appB//crl//slmA//pstC//mtr//ortT//ldcA//mreD//cpxA//tomB//yjjU//mazG//yoaB//rnlA//greA//bcsA//lptG//pbpC//zapB//yiaO//yieL//clpA//prkB//pdeR//rdgC//yejA//dsdX//appY//yahF//murR//ybgQ//nrfB//paaK//glpA//yjiM//fryA//menA//malY//napF//dsdC//cysW//ycgB//yebC//cysU//fimB//holB//caiD//xylR//gatA//ilvC//dapF//pfkB//tcyL//accB//yqaA//rffH//frr//yadG//feoC//ltaE//arfB//sulA//lrp//casE//ypjD//pyrE//fcl//eptA//lgoT//ydcO//rffM//bioC//proX//insF-1//znuA//parC//rplO//mltC//elyC//hofQ//lgoD//glpT//mobA//setA//yjeH//hlyE//mak//tcyN//cynS//fabA//ycaO//znuC//cspA//dauA//casA//ubiE//metL//ykgM//udp//paaJ//entD//dcuR//acs//basS//leuE//pntA//bglJ//csdA//rcsD//rbsR//rsmJ//yhjX//comR//kch//ompL//rpsJ//cpxP//fruB//hdeA//cas2//ltaE//rseB//glnP//pgrR//wzc//nanS//ilvA//
GO_0051173_6	ychO//ptsG//btuR//fadH//ompR//lepB//uvrD//hyaC//umuD//idi//yaaY//phnJ//yddL//rhaB//glpX//intQ//yeaE//gcvA//ydjE//menA//nadD//yghB//glvB//dnaN//ligB//kdgK//dcd//cycA//rseC//fadH//glnB//gyrA//xanP//fklB//mdoG//agaA//rihA//rffC//fliA//narU//ynfK//feoC//yjjB//pbpG//lysC//ybiO//elaB//fliL//lipA//speD//nadC//rhtA//fucK//ygbM//hupB//sppA//copA//rimJ//dmsA//fdhE//bsmA//fucA//moaD//rclR//miaA//kdpC//xylF//chbF//glmU//yebC//basR//cpsG//tdcE//dsbD//atoS//argF//glnK//accA//yghO//sbcB//argG//creC//hflD//yfiR//mutS//sucA//atpF//galT//ais//
GO_0051174_6	rpsQ//hsrA//araH//srkA//cspB//fecB//uspG//sdaC//kdgK//glcC//
GO_0051180_5	yhaC//yqaA//hsdR//clsA//yhdJ//aroF//fimF//yifB//ybdN//eutD//spoT//mlc//yegV//yrbG//fecB//lptA//
GO_0051181_5	intF//ynjD//abpB//bioC//kdpB//rzoR//fadL//kdpA//hybB//recO//scpB//lsrA//rsmA//ldrD//ascF//gatC//ugpB//cadB//dtpA//deoR//rutA//aroF//rlmN//slmA//glrK//ssuE//gpmA//sdaC//ddpX//yhcN//tauB//mepA//thyA//artI//gph//yidA//yihS//garL//pliG//potG//yfiC//
GO_0051182_6	rcsD//arcB//marA//bepA//arcB//
GO_0051186_4	cysK//yfcP//yhjA//paaC//dpiA//plsC//dacD//ynfE//aaeA//yihP//rpoS//pth//glgC//barA//nrdE//yeaV//mepM//pcnB//evgS//ldtE//map//metC//wecA//queD//appB//yjtD//atpD//hsrA//uraA//rcnB//malI//valS//dld//hofP//yicJ//uxaC//proP//yajR//araD//amtB//serS//yegV//avtA//asmA//gltD//fes//torI//yhcH//glnA//gatD//galU//acnB//ybhI//rpsP//cysU//nemA//yjiA//rffH//rimL//rbsC//ydiP//tmk//tolB//coaE//parE//ybhG//yadV//ubiX//iclR//yjcE//nuoM//yodD//glpG//ftsX//ycjY//rplY//pth//plsC//sugE//fliK//idi//mhpT//yjfP//pykA//dpiA//pepT//hlyE//yjjQ//flgD//holE//roxA//adeQ//clcB//lpoB//sbp//ygdG//ppsA//yohD//decR//sdaC//yfdK//infC//gspJ//rluD//hypC//yiaF//dppF//lgoD//hxpB//ftsW//ydjL//puuB//ribF//tauA//znuC//glgS//cysS//cof//yfiF//garK//alsA//ampH//otsB//metR//norV//nagD//dkgB//mgsA//xapA//phoQ//syd//yeaD//hxpA//nadE//aroB//yohD//mtlR//sufA//torD//prfC//ynhG//ymfK//yggD//glsA2//metH//ychH//yhcN//aroK//nrdD//galE//ubiB//gntR//ygeA//hcaF//cysB//ybaL//folM//rfaQ//thrB//xanQ//ppiD//sfmA//dppC//gnsB//menI//serC//bamD//yaiV//ybbY//tatA//iraM//paaK//dnaN//ybhG//narU//yegS//btuD//yejF//rpsE//ompR//ibsA//cysE//sufA//sfmF//glpK//araD//frdA//cobS//bdcA//treF//ghxP//ybaQ//nuoE//entE//pcm//argB//tus//fumB//moeA//
GO_0051187_5	wecE//yphD//yfgJ//pinQ//sgbE//der//rmuC//prpB//ynfK//purU//
GO_0051188_5	greA//yjbB//hslV//panZ//ybeY//gudX//aceB//hupA//rpsA//potD//dpiA//yeeY//proA//amiC//eutN//cmtA//zur//envC//fhuB//gabD//zur//patD//yihU//mraZ//narV//zapB//rsmJ//nimT//serS//corA//mrr//fecB//yojI//gsiB//glnA//uacT//iscS//rcsF//livM//galF//yggP//waaZ//rhlE//gapC//bioP//gstB//mhpA//manZ//gluQ//bolA//flgD//yibH//rlmJ//yrbG//ydhQ//aer//era//insA-1//nuoI//rlmG//creC//mepS//bamB//yieH//pinR//proV//frlR//phnC//proB//nfuA//ftsE//coaA//fimA//phr//rpmE//recE//gdhA//phnJ//pcnB//metR//bamE//yjfP//lpxH//glnQ//yieE//hha//rluC//tolR//atpA//sgcC//plsB//bioC//sdaA//hpf//sufD//ftsA//iscR//mazG//sppA//yidZ//hypF//cadB//ykfM//hisH//fkpB//mltF//mdlB//rlmB//lsrK//tpiA//rnlB//glnH//csgE//yibF//mrcB//luxS//codB//ogrK//entH//ompG//livF//frdB//mazG//pth//uxuR//glrK//yjhC//osmY//erfK//aroG//dcuD//rpoD//tisB//hypT//uidC//moeB//yicJ//gspI//rseP//nepI//rimK//ymdB//xylR//malI//citT//malK//
GO_0051189_5	yciE//rpsG//yraJ//wecB//gltX//fau//ompC//modB//hyaB//coaD//mdaB//dacD//
GO_0051191_6	rfaE//
GO_0051193_6	fryA//ygbM//gapC//
GO_0051195_7	rhmD//
GO_0051196_7	feaR//
GO_0051205_6	yhfS//roxA//pgm//sgcE//yceK//yihL//fabD//gltX//phoQ//yidK//
GO_0051223_7	pgm//ahr//yabI//
GO_0051224_6	cobU//
