#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	murR//ulaD//fumA//hemN//
GO_0051301_3	ydhK//tisB//nrdE//ygjK//sufS//cysH//yhjA//hybG//pykF//ybhR//ilvH//rssB//hupA//cytR//idnO//pgsA//pgaB//mipA//yehP//speG//ygaV//sdaB//insI-2//cheA//caiT//tauC//tdcC//ydfH//pppA//aroH//torY//bipA//phnK//flgC//flgK//norW//
GO_0051302_5	ynhG//dkgA//yhcF//topB//yjjQ//gatZ//fimZ//nadA//nusA//bamC//yjjX//yfdG//fieF//ybiV//
GO_0051304_4	dam//
GO_0051336_5	dcuD//epmA//insI-1//yihT//rpiR//cdgI//fbp//dctA//araF//kdpA//fadM//hisI//aes//yejF//yjjI//ibaG//kbaZ//recB//barA//yhjV//agaA//uxuA//pstS//ydaV//narK//
GO_0051338_5	sufA//atpC//dacD//rplF//
GO_0051339_5	iraD//
GO_0051341_5	galK//oppD//
GO_0051345_6	narG//araG//ydjL//dnaJ//yejB//hemN//aroC//ybhF//
GO_0051346_6	hybA//mnaT//frlB//clsB//fdhF//fpr//sdhB//zipA//pdxB//truD//yihS//
GO_0051347_6	ypdI//yadM//
GO_0051349_6	pgaC//
GO_0051353_6	pdeL//mrcA//
GO_0051391_8	torC//
GO_0051409_4	menB//pgaA//
GO_0051410_3	yeaK//
GO_0051452_10	gyrB//
GO_0051453_9	yfbR//paaX//pgaA//tehB//yeeO//tsaC//livH//bioA//
GO_0051454_10	elaA//speF//ssuD//nuoI//tabA//
GO_0051476_7	acrF//
GO_0051484_7	yjeI//
GO_0051493_7	fecB//
GO_0051495_8	selD//
GO_0051595_6	ftsW//ubiA//glgX//flgF//lacY//
GO_0051596_6	exoX//msrB//rluB//ycjU//yghU//mdoD//frmR//hsdR//satP//recD//ybaK//sad//ytfP//sapB//eptA//eno//msbA//ykgM//cyoC//yehU//fliK//mioC//gmhB//narY//yibA//waaJ//envR//rnpA//
GO_0051599_4	ldhA//
GO_0051603_6	bepA//mdlB//yihL//talB//ppsR//glxK//
GO_0051604_5	selA//ispU//deoR//ruvA//tatB//yajD//cutC//sufS//cvrA//cusF//hemE//rplO//cas1//ade//nikD//nhaR//clsB//mdfA//sgcA//yecS//mglC//ppx//yegS//ychF//hcaR//ybjI//ybhI//ruvB//msrQ//sufD//ilvC//gspF//hpf//garR//livJ//fepE//nhaB//ybhS//aspA//nikB//
GO_0051606_3	fabB//symE//
GO_0051607_4	chbC//fiu//surE//tolR//ffh//selA//eutD//pinQ//rpmF//nanC//
GO_0051641_3	mutL//csgE//gldA//cysU//ypdF//uvrC//nudB//soxR//eamA//ssuC//mfd//rpmH//puuB//queG//rfbX//yhgH//rrrQ//yhaM//galE//cheW//hypA//tdcA//gloA//
GO_0051649_4	surE//ribE//ascF//maeA//exbB//cysN//mltG//ptsP//rsfS//nrfD//gsiC//yqaA//yidL//
GO_0051651_3	yhbX//add//pnp//
GO_0051668_4	nuoB//
GO_0051691_5	ycfS//ulaF//
GO_0051692_6	acrA//ybgQ//
GO_0051701_4	sdhA//kdpB//phoP//phnL//yfaV//poxB//ycaN//yihO//ubiI//hisC//ybhG//hcaB//puuP//cspC//uxaA//ibsC//
GO_0051703_3	yqiH//abpA//ortT//ptsN//ldcA//mscS//ribF//hybC//
GO_0051707_3	csgA//yaaU//gltP//yghW//xthA//gutQ//gshA//yhbO//frwB//cueO//dcuB//gapC//gatD//mngB//
GO_0051715_4	groL//
GO_0051716_3	agaA//lolB//rplT//iap//cysZ//mlaE//trkG//fimI//dnaC//ribE//yiiD//gcvH//ibsD//yfbU//recJ//tbpA//alkA//potH//recB//uhpA//trpE//glrK//mltB//nadE//rlmM//glcC//nrdA//glnK//elfA//btuE//ftsA//fimD//sgcR//yadK//cysB//ppsA//serC//recD//clpX//lysU//bacA//rsmE//yfbV//lptF//rcsB//paaX//phoE//betA//dcm//ycdY//ycfS//trmB//rpmJ//nanT//hicB//modA//accD//erfK//sspB//yiaT//epd//wzb//ydjM//modB//btuB//lolD//hemD//selA//orn//casD//ldtC//tusB//sbp//murC//yddL//yggN//yfeD//btuF//ibsC//rpsK//ybfE//lpxK//cysI//rsmG//apt//dinJ//yhjD//mdlB//prpB//mukB//purA//argH//pgsA//uvrB//ybhS//lsrR//yraN//narG//kdsB//yjhH//ruvC//lpxL//macA//gloA//bglJ//cysU//mntP//yehW//skp//ptsP//yjaA//yccS//ftsB//hyfF//miaA//gntU//glpD//argS//fbp//hybB//bglH//malG//mreB//hcaC//dgoD//arfB//pgsA//yfeD//hisP//fimH//uxuB//ispA//exuT//ugpE//cho//hupB//cbeA//rpsS//menD//epmC//metL//dacD//epmA//lysC//minC//tehB//gutM//mutL//cspB//trkG//acrZ//gcvR//rsmE//deoB//sppA//proS//yihO//dapA//wzb//cheA//gspI//nfsB//tsf//mcrB//alsE//secB//satP//psd//gspJ//cdh//cedA//treC//yghG//ynfE//sodC//thrA//crcB//uvrB//cheR//rarD//ymgC//ulaF//yoaB//coaD//gspI//casD//bssR//araD//rlmG//hybF//mliC//pheS//elfC//ligA//gadE//abgB//amiB//alsA//queA//yfdS//rpoE//parC//nikE//ldtD//hha//phoQ//tdcC//yadK//serB//ssuA//proV//yqiH//higA//queA//pspF//prpB//kdgR//artI//eutR//pgk//trpL//dgoR//yefM//rlmN//lgoD//fetB//speB//trpC//speG//mdoG//dppB//ulaF//agaR//ybcJ//yfiF//rnlA//dgoK//malP//yjjB//pgaA//ygeV//nuoH//fliM//serB//eutN//gatC//cusB//glgP//ycjY//yrdA//yobF//ynaI//mngB//fic//acpH//msrA//caiD//glpA//trpL//hyfF//rihA//yqhD//ilvL//fadJ//yagF//yoeB//ynbD//ydcO//tolR//emrE//glnH//rpsK//atpE//ubiF//osmY//prpR//ppiD//yihQ//glmU//psd//panE//cysQ//rmuC//ycjP//yfdG//ravA//pntA//ynfH//trpE//ydcT//recR//ulaE//elbB//yibA//gloB//gntP//ugpE//rsmF//azoR//iaaA//rzoR//yohC//sanA//rpmB//malS//yadG//mtlD//lpxP//idnD//ynfH//hokE//cbl//aaeR//torR//mreC//sbcB//panZ//lapA//mcbA//acrR//ycbV//yfiE//yafO//yjjI//fucA//soxS//dgoA//leuA//fdnG//nfuA//yahI//ettA//gatB//tolQ//rssA//menA//rpsL//rplE//speF//yibA//mhpR//dgcT//chbG//nuoH//melA//srlA//pcm//higA//bcp//brnQ//tpx//hemN//srlR//ycjP//betB//rplC//pspG//aidB//pepD//
GO_0051726_5	queC//ibpB//aceA//ppc//ibsB//
GO_0051781_6	mliC//secF//
GO_0051782_6	lsrK//gudX//narK//yidQ//kdgK//ynaI//accC//
GO_0051788_5	yihP//
GO_0051790_7	yebZ//
GO_0051806_6	aes//pyrE//yhbS//glpR//pntA//yidC//yahD//nanC//
GO_0051817_5	emrE//arnD//cdgI//rbsA//
GO_0051818_6	mutM//galF//dppA//recQ//
GO_0051828_5	mscL//acrZ//csrD//hicB//solA//psuG//gsiA//ycbU//
GO_0051883_4	yciH//ubiD//galM//pdeF//
GO_0051977_7	amyA//
GO_0051983_5	ptsI//
GO_0052126_4	gmd//frlC//seqA//adhP//
GO_0052128_5	feoC//
GO_0052131_6	glpG//
GO_0052192_3	recX//manZ//tolR//sbcD//
GO_0052547_6	ribC//tnaC//rpe//
GO_0052548_7	waaY//nupX//
GO_0052646_5	cra//pdxB//fucP//gcl//diaA//
GO_0052652_8	amiD//ydiB//
GO_0052653_5	pbpG//
GO_0052777_7	intS//fepB//
GO_0052778_6	sad//ybeQ//panC//
GO_0052779_5	ddpA//arnA//epmA//
GO_0052782_6	mdh//rpsI//
GO_0052803_5	ddpA//lldP//sfsB//evgS//mepH//murB//dtpA//zupT//
GO_0052837_6	yjjV//
GO_0052838_5	sapC//
GO_0055062_9	rbfA//
GO_0055065_8	sucC//hyfA//glnK//rhaR//fabG//cyaA//sgbH//relA//arcA//nrdI//ytfR//ssb//gpsA//slyD//hicA//puuC//ftsI//pyrE//yibH//lgoR//cho//raiA//fryC//dppA//fruA//rnt//
GO_0055067_8	rep//fdnG//pfkB//yfiE//alkB//kilR//kdsC//panC//appB//rzpD//panZ//tolB//
GO_0055069_9	yggT//
GO_0055070_10	gyrB//aaeA//rlmM//queF//gstB//pspA//
GO_0055071_10	mdtN//
GO_0055072_10	tatE//gspI//rpsK//bglA//mntP//yfgJ//rfe//hslU//yiiD//xapA//puuB//mtnN//csrA//maoP//
GO_0055073_9	helD//
GO_0055074_9	astB//
GO_0055075_9	dsdA//
GO_0055076_9	uhpA//ypjD//frmR//thyA//parC//sucC//nrdA//tbpA//ldtA//nirC//hipB//tcyP//glpA//yhbO//torZ//rng//mppA//waaQ//kefB//ybfA//cynT//ilvD//
GO_0055078_9	mltB//hfq//rpsH//
GO_0055080_7	ydeP//bioF//yedX//trpE//hisD//glmM//yjhC//ubiD//rimK//zur//asd//tktB//rfbC//garD//intF//mdtO//trmJ//hybG//hexR//malE//fdhF//pcnB//ydjH//betI//ttdA//cysI//ydiB//lldR//lapB//kdpB//pitB//ygeV//paoC//mlaB//rayT//
GO_0055081_7	mioC//
GO_0055082_4	yajL//hdhA//gltB//ybaQ//ybcC//xanQ//acnB//pfkA//dgcJ//rimJ//aspS//dsbG//lepA//cheB//hyaB//lrp//pdeH//sucA//ygdG//yecS//yfjR//yjjG//lrhA//csrA//ydiO//rpmC//btuF//yggE//dgkA//tpx//hcp//hipB//wzb//yddM//
GO_0055083_8	yrfG//
GO_0055085_5	uvrA//cynT//yebG//ynjD//norV//setC//yqjA//rzpR//accA//ybiI//fadB//ampH//msrQ//ymfA//yiaU//htpG//nhaB//srlE//yfcP//miaA//torY//ybjI//nrdG//artI//lptG//elyC//yefM//arnA//mmuM//dauA//mdtB//soxR//dcuC//prfA//cutA//purN//yhcN//argR//ptsG//nagZ//rbsR//exuR//scpB//rfbC//minD//waaP//cyoD//ispG//rpnC//uhpC//rpmG//nagZ//rng//ybhR//leuA//yagI//ibsD//idnK//ldrD//gmk//yceO//envZ//cycA//sfmC//oppD//hybE//potD//yfcA//aroG//ldtA//stpA//roxA//nrdA//murD//yadI//recG//purL//baeR//cdgI//mdtN//yghB//osmF//napD//paaX//hisQ//yoaB//azoR//ydcP//htpX//waaZ//lysC//rodZ//araF//cheB//soxS//lplA//ivbL//hiuH//bcsA//mnmG//fecA//atpE//yaiV//sdhA//yadC//rlmA//speA//erpA//coaA//blc//csgE//kbaY//tktB//insA-1//ydhC//betT//thrL//cusC//metN//entF//cydD//artI//nlpE//fabD//cheB//ybdR//livM//yfdK//murD//murI//arfB//hcaB//galR//yjhI//yhdW//yohC//rfaB//mhpB//def//hrpA//lysS//ycjP//plaP//ulaF//cdh//marR//chbR//yacG//ycjR//aes//rutE//yebG//gsiD//nrfC//rpmH//ytfP//yhdJ//wzc//ycgV//yjfF//aroH//agp//lon//appY//truD//narX//yeaG//ybeF//dcm//dctR//kdgT//gpsA//htpG//nrdD//ybhS//lgt//higA//cof//yiaN//ycjW//yagF//arfB//yihU//ytfE//higB//agaD//fucI//ycdY//rluA//scpC//nlpI//nlpD//frvB//yqeF//tusD//sdaB//frvB//crr//kdpF//ptsG//yaiP//prc//cadB//ascG//yeaD//murG//yphD//rbfA//sbcB//tamB//coaA//gfcE//waaB//rclC//rffH//rhtC//dinG//bolA//pspD//ytfE//rlmG//ileS//rep//kgtP//pyrG//arfA//ndk//mmuM//fimE//potI//topA//tsaB//tas//allC//cpxR//cmoM//nagE//rplK//atpG//yhaV//yqeF//dnaN//srmB//perR//tisB//potH//ybcJ//fabR//dtpD//ycgV//ubiG//arnA//csrA//trmA//ilvM//nuoF//rfbB//napC//trg//nudC//acpH//yaaU//recA//lptF//ppsA//nagK//yaaA//tamB//fucI//rseC//mhpC//spy//arnT//frdA//dppF//ybcM//moaC//lgoT//rcdA//ttdA//yqiH//sanA//tdcD//uvrC//acpT//hdfR//rpiB//cyoD//dgcQ//yfaU//sdaB//guaB//frc//uhpT//waaL//rcnA//narX//ileS//zitB//rplJ//wcaC//fecD//ettA//purC//rdgC//eutD//oppB//uhpC//rnb//dcd//cbtA//ygjH//waaF//dicC//yciA//rimM//yiaL//arsB//nadK//mrdB//pdeK//accB//fic//nadE//ibpA//yhfK//fimB//modA//mltA//lpxD//cusF//yhaJ//yeeL//bepA//glnD//yibF//pyrC//cspE//opgC//syd//mfd//fadA//yegD//rlmA//gnd//arfA//fimA//pdeK//glnE//nanA//wcaB//rcnB//umuD//yfcP//rppH//frdB//hemG//ykgA//dicA//frlB//mngR//narP//pabB//insH-6//cysN//sspA//kdsC//hupB//dicC//cptB//glgC//soxS//tdcC//lapA//bglX//ycgR//metI//nrdG//aldB//uvrY//purT//cutA//queC//yggN//ulaE//hofC//yihR//waaG//sixA//chiP//fur//degQ//pdxJ//fhuD//sulA//gldA//lpxD//prfC//menE//trkH//cobT//sugE//iaaA//codB//ihfA//rpsE//pgrR//ynfE//argE//phnL//mepM//purA//tnaA//gudD//waaZ//ompT//gstB//yjgX//yjbB//yfiR//ompL//yhbS//ghoT//frvR//glpG//agaD//hflK//mtgA//ilvD//pepN//lpxB//mdtK//
GO_0055086_4	nrfE//flgE//agaC//aroH//ydeE//glk//purB//yjbE//bamA//lptA//csiR//mutL//exoX//yciT//ycbB//agaB//zapB//lacY//sfsB//rbsR//glvC//iscA//gyrA//glcE//lptD//rutF//pyrH//holD//csdA//rimI//lolE//mdtL//sdhA//mngA//yggD//spy//bioA//ytfT//fadE//csiD//ygiW//araE//gapC//nusA//atoC//rplF//mhpR//hemC//ubiD//clsA//kbp//paaK//yqhC//bglA//metH//lptF//glrK//frc//narL//galM//plaP//trkG//yqiI//ffh//add//fepA//era//arcB//gcvP//prmA//exbB//atoS//hypC//sdaB//ompW//mscM//rdgC//marA//lpxC//zapD//rhaA//purB//folD//ydcM//trpC//dacD//trpGD//copA//iaaA//tynA//gspI//insI3//ftnB//lipA//waaF//yojI//ppx//flgC//nuoN//yegD//yfcG//yieH//grxD//yeiL//hflC//mdtC//ydiQ//efp//dppC//frdB//adk//dedD//hslU//acrR//atpG//uxaA//recF//tatC//lsrG//ybhG//ravA//yraR//rspB//ompA//osmF//lysA//mlaC//alaC//pepB//feaR//ldtA//ymdB//wcaB//rbsB//ynjD//yegS//ycjR//nrdE//yjjU//oppF//ampG//potA//ruvC//rpsK//hcaC//slt//nupX//ybbY//nusA//entS//hipB//rpiB//dtpB//dsdA//atpD//rhmR//ftsN//hns//malG//yegV//truB//pnp//guaA//ettA//purC//secF//cbtA//rnb//fabB//sanA//nupC//ymgC//
GO_0055114_3	trpA//fixB//hemH//cvpA//rlmL//csiD//yghO//rrrQ//thrL//argD//tpx//dacD//nsrR//dmsA//barA//xseA//rnb//elfD//csgG//nmpC//yieL//iclR//hipB//yhdX//mdlA//serS//nagA//yeeO//mug//ydiF//cysQ//iraP//bacA//yfaX//kdgT//sufC//rpoA//acrE//rarA//ftsX//ydeO//aaeR//hybC//serB//tsgA//yiaL//glxK//nikA//cas1//frr//yciA//xthA//narQ//yfcQ//cobB//obgE//lolC//ilvB//rfaC//ynaI//insB-2//pabA//glpR//norV//metN//lspA//wcaB//cyaY//yiaF//dosP//glnE//yjhB//tdcD//mepS//ravA//sohB//ytfE//rplC//lldR//sbp//soxR//yohD//rof//ygeA//yhaM//fixC//ykfM//ybdM//putP//ynbD//ghxQ//fic//fhuB//ydaN//rfbB//mmuM//minC//dgcM//aidB//higB//hybC//mnaT//ftsH//proP//rarA//add//ybaM//fadK//rng//rsmH//wecC//trpE//tdcC//ligA//proC//ygbI//yfdC//xisR//aslB//garL//dcuA//nudG//nhaA//narY//ydaN//diaA//ykfI//cusR//pheA//yagU//agaV//dnaN//osmC//rlpA//ldcC//ydeO//mgtL//serC//narV//ybcM//cysD//fabA//rpmB//ydcO//rimP//potB//phoP//lysO//yhcH//ariR//ldcC//deoR//msrQ//intE//yehC//casE//idnD//livM//yfgJ//feoB//gpsA//higA//cca//ykgA//ubiI//ulaB//creB//thiC//hicB//dgcM//yhcN//ygeW//ftsL//uup//ypjD//prpD//argI//dnaT//rcsB//dgcF//chpS//codB//secY//hexR//maoP//cptB//edd//puuD//hofN//cydB//recT//obgE//
GO_0055129_5	ygeW//mreB//sad//
GO_0055130_8	ydeI//yidC//
GO_0060003_10	nikE//fhuF//narQ//dtd//
GO_0060255_5	nanE//ghxQ//trmH//dedD//hyfF//mdtP//mdtF//yqaA//yebS//agaA//gdhA//pgk//lysA//lysU//malQ//rapZ//dnaX//ribF//ybiA//clsB//tusD//adiC//flgA//elyC//moaC//fabB//pbpG//preA//hflC//recQ//tisB//ubiA//lexA//mltG//livJ//yeaG//glxR//lsrK//hycA//rplT//xapR//nrdF//nhaR//pdxJ//murE//caiB//cyoE//pbpG//yeaV//mutY//lipB//waaF//yhcD//truA//cheY//gor//btuE//bamD//matP//rusA//waaS//fepC//proS//fliA//rfaD//gcvP//yceO//lapB//nimT//astB//cysW//yadM//kdpA//yceO//atoS//cobB//ybiS//ydeI//eutD//mraY//ycjU//tauB//ydiO//upp//msrP//rhaT//moeA//mdtQ//preA//gshA//idnO//ilvC//flgJ//ybiO//hchA//pinE//sufB//recG//aceK//umuD//waaS//yfaE//fetB//queA//potG//elaA//mgsA//narX//ubiH//yqeG//modA//betI//cpdA//tabA//ybcL//csdE//cysG//rhmD//gmd//scpC//rffT//torC//secE//yafO//dnaQ//caiD//mdtP//ydcS//umuD//yhaJ//lolE//sapC//gluQ//clpB//zinT//menF//gadW//rlmB//nrdE//lplT//soxS//topAI//rssA//iscA//adhP//rpiA//pdeD//mglB//yfdR//ilvN//sgcR//tatA//rlpA//ompW//ykgA//mepA//yahI//umpG//rlmJ//yfeO//lipB//ttcA//yibF//shoB//nimR//gph//yhhT//epmC//yggE//rna//recT//slyA//cynS//mgtA//lgoR//rclA//yfiF//fimD//yqgF//nagE//dtpC//kefC//ulaR//rlmN//minC//mscM//cobS//yidL//purT//rmf//panD//hsdR//ygjR//paaF//rutR//yeaG//xapB//glnA//ygaV//wcaJ//dxr//thiC//panB//hxpA//clcA//lldR//malY//cysG//argG//insF-1//pheA//rpsQ//yahI//nrfC//amiD//torR//hyi//murI//rpsK//surA//livM//kdgT//nemA//ariR//nanR//glpB//rlmL//artM//btuD//idnD//uhpT//yaiP//amiB//ndh//mtnN//fliZ//ybjN//prpC//yehP//yihL//pspF//pflA//tatD//sanA//mrp//rhaR//yghO//arnT//puuE//zitB//rplY//trkH//alaC//btuD//kdgK//yhdX//waaO//fruA//ratA//rnd//cysQ//clpP//uxaC//hxpB//hycI//yhcF//mog//lpxT//acrE//pgk//hda//acrR//ribF//rplI//rplO//eptC//pntB//pdhR//phoA//lspA//ssuB//tadA//hcaF//bluF//dacC//frwB//rffG//nikE//glnS//glnQ//yqiG//grcA//ybdZ//yqgF//metL//ydhQ//yhhY//wzzB//ebgR//murQ//tas//serS//fliZ//ymgF//hcaF//kefB//hisM//fabB//yejA//glpX//cspD//malY//emrB//ampG//fabD//mutY//ldrD//bipA//speA//citC//potC//mltB//agaS//csiR//ftsQ//nrfF//degQ//glpC//yejE//glnB//frsA//kduD//yaiV//prfC//proA//ybiJ//pflC//gldA//cpxP//yefM//yehC//trmO//rtcB//mngB//uxuA//alsE//topB//ilvH//shiA//otsA//psd//iscX//yaaJ//tdcG//
GO_0060274_5	alaA//
GO_0060326_5	yqjA//
GO_0060341_5	glrK//fabG//
GO_0060491_5	nimR//hemG//frc//xapB//
GO_0060566_8	speC//
GO_0060567_8	nfsB//cpxA//melA//
GO_0060699_8	rimK//kch//uspF//hcaD//insB-4//
GO_0060700_7	yfaE//hdeB//bglJ//ompR//sufA//
GO_0060701_8	pdxJ//tbpA//arfB//rppH//ibaG//
GO_0060702_9	zapA//uidR//cytR//osmF//hyaB//
GO_0061013_7	yibF//ydfD//allR//murE//eamA//
GO_0061024_4	nagB//hybE//tsaB//tisB//mlaC//cysI//yafS//argF//glxK//evgS//yieF//chpS//
GO_0061077_4	gluQ//yggT//phnP//rhaS//betT//adiC//yohD//yajQ//rof//stpA//hypA//ykgM//ymjB//ybgP//recR//yqhD//rlmL//dpiA//rplD//ybdM//tmk//hybG//feaR//
GO_0061475_9	paaH//
GO_0061504_8	feoB//
GO_0061610_5	citC//
GO_0061615_7	hinT//entA//
GO_0061687_3	ybcC//rfaB//ymfA//mog//yfcQ//mcbA//
GO_0061720_5	tmk//dtpD//arnB//rfaE//
GO_0061727_6	mrcA//rpmB//rluA//prs//cheW//rnd//mtgA//gatD//sapF//dppF//xylE//yadV//accC//napA//yaaA//malG//mhpB//rimO//mdtM//trpC//ycbX//lolB//dgkA//leuD//
GO_0061984_6	cysK//
GO_0061985_7	rsmE//
GO_0062012_5	patZ//yfdR//iaaA//znuA//uvrY//tatA//yhjX//yciF//ytfE//galU//hofM//
GO_0062013_6	dinJ//yedX//yqjH//
GO_0062014_6	cysS//narX//
GO_0065002_6	gabP//ispF//nei//ycaO//glxK//mglA//uxuR//ydeE//
GO_0065003_5	wecB//mprA//nupG//phnG//pepT//yedX//kdgR//uvrB//dctA//bsmA//yehW//artI//fabI//acpT//ynjD//yabI//rimJ//fimC//rhlB//hisI//ybfE//fetB//alsB//clpP//purC//yihP//csiD//wzzE//malF//lacI//ubiD//adiY//lacZ//kefC//clsC//srlA//wecC//agaW//fadK//cusS//flgF//frdA//patA//degP//ribD//mrcA//pspA//dctA//ppiC//hprS//rppH//rbsA//fumC//topB//rfaB//orn//paaJ//mrr//trkH//oxyR//dsdA//tilS//panZ//pfkA//lpcA//nanR//tpx//metR//yhdJ//glpA//cpoB//ldcC//exoX//yjaZ//hslO//mltA//rsmE//ynhG//ompN//sufS//murD//pspC//wza//asmA//proB//rsgA//amiA//alaC//ubiF//flgA//adiY//ldrB//
GO_0065004_6	serC//
GO_0065008_3	scpB//polB//sgcX//mog//yfgJ//yegS//torS//narL//folA//fimF//hybB//yobF//tmk//sapB//gpmA//trxC//fecB//yggE//uup//marR//mepM//waaQ//galE//yqcC//fabG//yjcS//frlR//rcsC//yaiW//ygiN//pdeK//yobA//glcA//holA//tgt//yaaA//frlA//fdoH//arcC//speD//ybhS//bioD//lptE//aroP//ycjP//ybaL//psd//dbpA//nlpI//nrdD//ybjI//fruA//ubiX//cysW//xylA//potE//dcuB//sfmC//flgJ//viaA//hemC//narK//rph//ftsA//glpC//argG//ydjH//hypF//ldrA//parC//hscC//yiaU//ynjA//glnD//rsuA//nagE//torS//ybdN//flgB//yqeF//rluA//cas3//ybiH//yfeO//rsmD//tilS//add//msrQ//narI//ldtB//cmk//metN//gudX//sbcD//yihT//ydeE//thyA//nirC//lipA//argD//eamA//narW//casC//ybjD//ihfA//entE//dgcJ//ldrA//trg//nuoG//dcuS//dtpC//menD//phoQ//ygeA//lysC//nuoI//nrfD//yahD//hsdR//dsbA//yedA//rffC//rfbX//ygiW//iscA//hycA//ilvN//pyrL//glvB//baeS//
GO_0065009_3	yjaA//mntR//nadA//birA//ycgB//dctR//yneE//sdaB//agaW//narP//rcsB//proS//yfeW//nrfF//dusB//nadC//yaiP//yafN//ynbC//btuD//yajQ//aceK//menH//arnB//rpsT//phoE//casE//nanC//hrsA//puuA//lldP//aroB//carA//yfdS//focB//atoB//abgB//cysP//yfdO//rbn//curA//cmoA//mutM//ttcA//ubiA//waaQ//yhiM//glxK//entS//ispA//yhaO//ygiB//rplE//decR//blr//sdiA//ppx//fryA//rpmA//fdhF//chbC//miaA//torZ//hchA//ybiA//ahpC//ybdM//pyrG//ynbD//wcaJ//lepB//lpxH//dcuS//rpmJ//ulaR//dps//rnhB//
GO_0070084_7	csgA//
GO_0070085_3	menA//lpxH//
GO_0070178_5	tag//
GO_0070201_6	mdtP//motA//hlyE//
GO_0070206_7	sdiA//glvB//yidD//groS//
GO_0070207_8	lpoA//yibF//fimG//fucO//
GO_0070297_7	speD//
GO_0070298_8	ydjM//
GO_0070301_6	ispB//elaA//ygaH//cusC//tas//citG//ldtC//hybB//ddpX//ompT//
GO_0070329_5	yadK//yggE//
GO_0070413_7	tqsA//murB//
GO_0070415_6	glpG//ynbB//
GO_0070417_5	entF//tdcA//ugd//yibA//
GO_0070453_7	ghoT//
GO_0070475_7	hycA//feoA//hisA//pinR//rluD//yeeA//gldA//mdtP//gloB//casE//zwf//fdrA//manA//yjeI//mdtL//xseA//acnA//prfB//ugpC//
GO_0070476_7	hexR//fimH//
GO_0070482_4	recN//pepB//ygcW//frwD//
GO_0070525_7	tqsA//pspD//yqgB//trkA//
GO_0070574_9	nemA//pstB//sanA//parE//
GO_0070581_8	maeA//
GO_0070588_9	kdpB//
GO_0070589_6	caiT//xylE//paaB//cytR//cpxP//folP//mzrA//zur//hybC//fic//ldrD//yjjV//lrhA//rclC//ygeV//sapA//rzpD//ppc//yjfF//ldtE//uhpB//ypdB//tabA//nikC//rffT//hdhA//pmbA//ulaF//entH//insB-4//chbR//tig//obgE//ynjA//yhdH//yibA//nusG//pmbA//kdpF//gldA//slt//tus//sdhB//
GO_0070627_10	rfaH//
GO_0070646_6	mrr//
GO_0070647_7	solA//
GO_0070689_6	roxA//asnS//
GO_0070716_8	uvrY//
GO_0070726_5	paaX//rplK//
GO_0070727_4	hscC//rutA//hrsA//hscA//sfmD//sodA//yiiM//rplB//prlC//ssuE//rpsG//cpdB//argR//yajL//trmO//rep//ybbW//
GO_0070778_6	narK//ftsY//
GO_0070838_8	ghxQ//mmuM//mdoD//envR//trkA//btuR//mgtL//mazG//fadD//pth//fhuF//ydfH//eno//yihI//ppiA//
GO_0070873_7	waaJ//dsdX//
GO_0070874_7	ybfA//
GO_0070875_7	bcsA//
GO_0070887_4	glnH//lyxK//agaA//ispA//hflX//hpt//dinQ//pepA//panC//arnT//cadA//ycjR//yddM//leuD//glpA//thrS//dps//purF//metQ//yahK//hldE//dctA//gcvR//erpA//queG//cyaA//gadB//psd//ynjD//hyaB//gntK//gstA//cysI//cyoE//pstC//rplT//yehP//rzpD//rfbX//trmD//ldcA//rseB//mltC//purD//deoD//srlD//yajR//alsK//rpsD//frlR//pfkA//kdpE//ptrA//lolB//mdaB//frvB//ssuD//dpiB//ycbV//csgE//
GO_0070894_6	lolC//
GO_0070925_5	cdh//acnA//torY//hflK//hupB//ybjI//ykfM//nanA//zinT//rmuC//
GO_0070930_7	ftsB//
GO_0070972_7	trpS//
GO_0070981_6	ldtE//
GO_0070982_5	cpsG//
GO_0070988_3	treR//atpE//
GO_0070989_4	narP//
GO_0071103_6	flhA//nhaB//pdxY//ydcT//yfcR//ubiD//yfdC//rsmH//iscA//cheB//atpF//fecA//rhlE//uvrD//trg//gmk//glcC//ygfA//ynjA//
GO_0071139_6	acnA//aspA//
GO_0071214_4	tqsA//accB//yadV//norV//fadB//exbD//rlmI//frvR//yggW//yqhD//tsaE//fucK//lspA//acpP//sgrR//cysD//prkB//nikA//patZ//pgl//glvB//wcaC//recG//marR//
GO_0071218_6	pinE//
GO_0071229_5	emrB//dkgA//ybeF//ydhJ//rpsB//
GO_0071230_6	ydeP//
GO_0071236_5	nsrR//uof//ygfI//radA//crcB//ssuB//yrdA//entE//flhE//prlF//cycA//lpoB//melA//htrE//hslU//gmk//yeeY//lptC//
GO_0071237_6	cas2//cyoB//
GO_0071241_5	rpmJ//rfaG//flhC//yfgJ//waaB//bglF//spoT//livJ//frc//ydfK//tdcA//dhaM//hsrA//kdpB//lon//lldD//tolB//
GO_0071243_5	fucO//
GO_0071248_6	ldtA//mtlD//ybdG//dgoR//narV//fepE//ytfE//mdtE//ompA//yfcF//flgF//amiB//rph//rluB//
GO_0071249_6	holB//ydfK//
