#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aroK//tusE//hybF//yebQ//
GO_0050801_6	yggX//envZ//pdeH//cfa//plsC//ptsN//sfsA//yifB//casE//envC//ldrB//hinT//ydfH//garL//puuP//mntP//glcD//pyrE//hisG//hyaC//zapA//opgE//gltD//mglB//rayT//yhbO//asr//rstB//hflX//flhD//hemD//hybA//yebS//yfdG//iscU//araD//
GO_0050821_5	ubiD//waaO//ybgQ//agaI//rluD//
GO_0050918_5	yfdS//fadE//azoR//cydA//
GO_0050919_5	ibpB//
GO_0051027_8	glgB//perR//
GO_0051049_5	ulaG//abpB//narY//yfcP//selD//fixB//bluF//bioD1//adeD//yedX//secF//cysZ//
GO_0051050_5	blr//hofQ//rhaM//
GO_0051051_5	elyC//yfdS//gcvR//
GO_0051052_6	galU//fecA//sdaC//eptC//asnC//dedD//uspC//erfK//moaE//fadH//gabT//rpmE//glnH//fimF//
GO_0051053_7	ubiD//uvrC//ampE//zraR//ybgQ//etp//
GO_0051054_7	hyfF//xapB//
GO_0051055_7	modC//
GO_0051083_5	yidL//
GO_0051084_5	ygeR//rzpR//uvrC//fbp//phnO//menI//rnb//
GO_0051085_5	frlC//phnN//bsmA//ybcJ//caiB//gabD//dctA//
GO_0051090_4	rffC//yhcF//pgpA//glnD//yehB//ibpA//glnE//rluE//
GO_0051091_5	umuD//lon//
GO_0051098_4	pabB//cyoA//
GO_0051100_5	nhaR//cas2//
GO_0051101_5	cmoA//
GO_0051103_7	rppH//hsdR//
GO_0051128_5	pabA//ygeV//purR//waaP//yfiR//fabD//lipA//eutN//flgB//cyoE//yihV//tauD//chpS//yjeH//intF//dgoT//cueR//caiF//hslV//ompR//rutA//tktA//dmlA//soxS//rssB//ybhA//rssB//rbn//bdcA//fis//cmtA//btuD//phnI//acs//radD//napC//purN//sulA//rpiA//yhjC//hisH//iraP//glgS//sstT//glpA//fmt//sseA//glyS//ung//rhtC//murF//fucA//dtpB//ygeX//csgG//ccmH//fklB//rluD//mntS//yfcA//moeB//parC//purL//mobA//rlmJ//metR//lrhA//rhtA//sbcC//holA//pgi//phnO//rlmM//pyrH//yhcF//fsr//oxc//
GO_0051129_6	exuT//thiG//yhaV//yedA//yjaZ//entE//panB//gluQ//nudC//poxB//tdcA//yihS//potB//torZ//yqiG//mhpR//
GO_0051130_6	rplI//dusB//rpmB//cheW//ybhI//rlpA//groS//ppk//yqiH//ynjD//agaA//ypdA//uidR//purT//yjcE//pdeD//
GO_0051131_7	ycgV//araA//
GO_0051143_8	narW//
GO_0051156_5	mqsA//ymfK//psuT//cnu//kdpD//recE//
GO_0051167_5	hemN//pth//waaQ//
GO_0051171_5	metC//perR//chaA//mmuP//artP//nusA//gadB//yehP//exbB//yehB//chaA//ogt//trmA//ftsB//ybbW//cedA//hiuH//carB//adiC//deoA//glsA2//dcyD//ygbN//arcA//ybhP//yhbY//rhaS//ybiY//hupA//wzzB//gyrB//dgt//pdxH//chbA//rarA//glnA//ydcZ//pgl//pdxA//metI//sgbU//paaG//phoE//cycA//phnC//yahO//rutE//dacC//ortT//ibsD//mtn//fumB//phnM//queD//rpmB//ybiW//gdhA//yobA//yjaZ//sfmD//acpS//yqgF//nanE//gntU//ldtE//nikE//clpP//mdtA//lpd//acrF//fdhD//pyrL//aroL//narI//pppA//dnaG//exuT//yceD//curA//glmU//mrdB//yagJ//fryB//tatD//infC//garL//ytfT//hdeB//gabP//cysD//eutB//ybhA//crl//ybbN//dsdC//mscK//yejE//yiaB//potH//hfq//hslU//hisI//yjhP//casB//flgA//rbsA//ygiV//phnM//sapF//sad//yedL//aldB//ydiZ//pyrF//rffG//asr//ygbM//ydcO//waaL//rbfA//fabG//nfuA//ribA//hisF//pdxH//yjbE//chpB//gntU//lhr//ilvI//ygeR//mcrA//aroF//rbsB//ackA//sapF//recD//def//rfaE//rcnA//alaE//fabD//yjaZ//nrdA//potI//recR//hexR//erfK//ydeO//alaA//hemL//ycfJ//yfgI//hypF//fdhE//pgk//degQ//hexR//hns//purF//abgT//thiH//alkB//murC//clpS//fepB//dtpD//yidZ//proP//recD//lpxT//rsmI//recN//rplF//atoC//hcaC//dnaA//sgbH//narI//yneE//spy//bglB//cheW//dcuA//kefG//alaE//afuC//cpxR//solA//gadC//acpP//fimI//maa//recC//nagZ//lepB//tatE//rph//dacA//nadD//paaE//phnM//mnmC//fruA//proA//flgK//ribE//yagU//ldtD//lrhA//dtpD//mntH//pepA//araE//rlmM//ibsB//yiaN//ilvH//gltI//yidL//waaG//rpsJ//dgoA//folD//purL//tdcG//envC//phoQ//cobS//rhoL//ygfI//glnH//sapA//acpS//lptF//sbmC//sugE//yehX//afuC//rffM//fimF//aceF//guaB//argB//metR//mdaB//rplA//tufA//nanS//glpX//fepC//ygfA//mdtC//frsA//gstB//yhgH//rnc//ispG//serS//dapD//grpE//pfkA//purR//ynfK//dhaR//csdE//ppk//chaA//sulA//mscL//focA//yjhG//ybjD//rarA//yggW//panF//lolE//flhA//corA//yciG//rffC//emrD//hisG//kdsD//acpT//fruK//minC//sucA//ahpC//xseA//rpsR//mppA//ydeI//ldcA//yqhD//entF//wecB//pgk//elaA//yigB//ynaI//murC//envZ//yciH//hcaC//araF//alaS//waaP//dtpA//sdhB//dcuC//glcC//glgS//yneJ//aspS//rraA//glnL//ribD//greA//ptrA//hofM//rbsD//gltK//glsA//yqgB//pldB//menH//fliT//ycgV//yfcQ//dnaX//sapB//pck//rplJ//rzoR//hisC//yegT//
GO_0051172_6	fliL//sdhD//ygeW//rsmA//menB//ybjX//nadC//melA//acrR//mazG//glsA2//araC//lysP//waaO//ubiA//gfcE//yjbG//rzpR//sapC//essD//tsr//yqiI//nuoN//yegV//spy//yehW//pspD//sgcR//glpG//ydcR//hemN//speF//recQ//nhaR//rpsA//ahr//mlaC//ybaL//rnr//tbpA//ibsC//ycbV//mdtQ//citC//yiiE//yebK//hyfA//codB//glxK//osmF//lasT//glk//sbp//paaG//uidR//ykfI//dctR//ybjG//trpC//serB//rlmF//ilvA//murR//hofM//prc//yiaO//moaB//arsC//yraK//yjiY//mlaF//narX//prc//yddA//manX//arfA//lepA//otsA//glgS//bdcR//fimB//yddA//purL//yjfP//nrdD//ynhG//ftsL//yqeF//gudX//rhmD//glgP//hslU//entE//ydfD//dnaJ//yjaA//lldD//lsrR//lgoR//pepT//rutE//chiP//yghO//ascF//zapC//ileS//slt//agaV//eptC//nagC//lpxL//waaF//relA//xisE//nrdB//decR//ydiB//livF//flhE//mscS//edd//obgE//flgC//rpoS//pncB//yihT//yebQ//rimM//hycI//glvC//araD//ycbV//
GO_0051173_6	flgE//accC//pepD//tar//wecC//nagE//tcyJ//yadC//yidA//yqaB//rsmD//folP//metF//hyfC//thiQ//thrS//sfmA//tsr//yibT//pdxH//yciG//rfaD//gloC//zitB//cheA//lon//mobA//ydfG//narY//fimA//yaiP//garD//ftsA//icd//fdoI//potE//mdtI//rnlB//mtn//guaB//frmB//cydB//patZ//pepQ//exuT//yeeA//mraZ//creB//glcC//thiC//mazG//rbfA//flgC//tolR//parE//btuE//argO//pflB//uspE//hns//uidR//mrdA//ynaI//ygfX//tolQ//xylF//mfd//glrR//atpC//ydiF//glcD//rbsK//rhaD//ybdZ//alsC//yihT//rplK//gatB//metG//dgcF//baeR//tehA//xylA//gcd//trpR//arcA//mglA//elfC//yhjV//
GO_0051174_6	ftsY//ygeA//sdiA//tatC//sufS//fucA//xisR//cusB//hybB//lpxB//
GO_0051180_5	yeaD//lptG//malI//ydbK//oppA//modC//ubiJ//evgA//yeaV//rutB//sdhA//talB//oppF//carB//rffT//adeP//
GO_0051181_5	rph//gltB//mak//ftsX//dsbB//cyoB//yjhI//rcdA//agaR//rplF//fepC//malS//znuC//ybjC//ccmA//csdA//yhdJ//rhaB//nrfA//nagD//yihX//paaA//znuC//ygiS//clcB//gntU//gabT//lpxK//yjbE//yieL//glnH//rraA//ybaQ//dkgB//rpsM//leuO//btuF//torC//murR//dsdX//mltD//
GO_0051182_6	dhaL//rimL//yqjH//yobA//yjeI//
GO_0051186_4	trmB//arsR//acrE//rodZ//paaK//add//ilvI//yiaO//hda//rsmH//mtgA//btuB//rseP//adhE//fliD//truA//yfgJ//rlmC//arsR//rnhB//mdtF//artM//zraR//rfbD//edd//glvB//ydiB//phoQ//zntR//yehD//yihR//ydaN//nikB//fhuB//rplC//msrQ//torA//fimD//dmlR//rarA//elaB//glpC//purL//rfbD//accA//thiD//kefB//rcsC//dacB//cspI//gcvP//hisC//yehW//tdcB//menF//oxyR//gatD//trmH//yjjU//rhsD//yfhH//eutB//pspG//pepT//dcuA//phnO//argE//nei//bepA//prmC//ybjN//rlpA//dppC//rng//minC//hsrA//rlmA//matP//gadW//galR//yghW//yeaD//rpiB//mdtC//uhpB//fucA//yfeO//ibsC//luxS//metG//yefM//yhfS//tdk//zupT//yihL//rplA//argD//yeaD//deoA//hpt//mdtB//parC//nanT//lptA//fimG//cdaR//bioD//yihW//trmO//sgbE//iraD//rutE//rpsI//torI//uhpB//btuF//rcsA//rpsJ//ibsB//mqsA//iscA//ydjE//rimL//rnb//trkA//yghB//nrdI//hemE//iaaA//rpmA//mcbR//alsC//mlaB//yeaV//yidA//cysB//yahK//fadD//mdlA//hcp//pabA//fadR//elbB//paaZ//yihO//gshB//srlB//yidL//sfmH//ybhF//nfi//guaD//hcp//insE-1//ccmC//narJ//blr//mdfA//cmtA//ppsA//mlaB//mcrA//yajD//csdA//moeB//yajL//fumB//fimD//leuE//yadK//pagP//frvA//seqA//fabI//recC//yijE//cof//yebG//yaiV//polB//ogrK//higA//yqhD//lptE//galU//eutB//iaaA//kdpD//chaA//mtnN//lipB//murA//gfcE//adhP//ldcC//sxy//ycjP//endA//eutA//
GO_0051187_5	yaaJ//fimG//aslB//slyA//agaR//cbtA//nudB//mdtK//nrfB//yedX//
GO_0051188_5	mqsR//alr//rffC//fnr//ccmG//ybbY//glcA//def//bhsA//glnP//fepG//sapC//pspG//rplQ//waaC//deoC//treR//bglA//thiP//rnlA//ydaC//atpA//phoE//lgoT//nuoF//yfaE//mcrA//lacY//accD//pyrE//aroD//dnaB//puuD//yhcD//potC//ssuA//rhmR//narX//leuB//thiP//yibH//yafS//napA//yddA//manZ//pspG//zitB//lpxT//nimT//solA//gltK//hcaR//actP//malE//pckA//kdpE//eptA//dsdC//dnaA//amyA//ilvL//deoC//ligB//mtnN//ygfI//dgt//yeeO//yhhZ//lipA//bepA//pckA//fdnH//rpsA//bcsA//yqeF//rssB//yaaY//insI3//dhaR//panD//ugpB//btuB//cysU//fnr//yajQ//map//narK//fryC//fklB//gltP//purB//rluA//zraS//sutR//sbmC//lolE//rep//mlaE//pdeL//nac//ubiC//kdsD//nrfD//acnB//yijO//paaF//focA//rpsO//yfcP//slt//speD//ssuE//potH//rfbD//frlB//kdpB//tmcA//lptD//rzoR//rplW//mdlB//atpF//radD//dicB//ilvM//deoD//waaC//nikR//ydiP//cynS//yjbH//gcvR//lptD//ydjJ//msbA//csdA//yhjG//dicB//fryB//katG//mnmC//yeiG//ydiP//fucO//queG//yebK//
GO_0051189_5	casC//gloB//zapC//nagD//kdpA//rfaE//yjcS//baeS//dmlR//ftsI//dauA//pspC//
GO_0051191_6	osmE//
GO_0051193_6	lyxK//rutF//setA//
GO_0051195_7	gloB//
GO_0051196_7	lpoB//
GO_0051205_6	trpL//ydjH//murC//yeiG//bluF//lolB//guaC//hypD//hycB//ybfE//
GO_0051223_7	ytfP//wzzE//dmlR//
GO_0051224_6	truA//
GO_0051234_3	dcuR//aphA//ccmD//lpxC//yneL//metN//udp//suhB//rlmI//glvC//brnQ//ptsG//glrR//rna//mltB//recB//dut//fecB//panE//yegD//insE-1//arsC//ygfZ//rnr//rpiB//yieH//ydcP//cmoM//csgB//ibpB//folP//fau//dedD//ssuC//insI-2//appY//cusF//uxaB//aroE//yebG//pstS//abpB//ycjW//mdoD//lepA//lsrD//bepA//metR//ubiA//cdh//fliA//bamD//murD//flgA//ydcO//radA//arnE//csgB//iraP//tnaA//sgcR//pdxH//narP//barA//umpH//rzoR//secM//yqgF//selB//kdsC//ompL//ydhQ//pta//guaB//flgF//galM//yhhT//gpmA//rffT//codB//mug//ggt//ydeI//glgA//rplM//atoC//araB//gadE//frdA//csgB//rplW//holE//accA//djlC//yaaU//fadB//yiiM//pcnB//secF//mutT//ygfX//yfeW//argF//intE//lldD//yagJ//pdhR//dnaC//truC//hscC//proA//ybaK//glyA//cedA//udp//rfaF//mug//hyaA//mmuM//phoA//proA//iap//rho//codB//pyrB//appB//nikC//mcrB//uhpC//ykfM//nhaR//viaA//maeA//treA//abpB//glxR//mnmA//rapZ//radD//pstC//cysS//chbG//clcB//yceO//secA//yciG//cra//yidA//aroB//tatD//kefF//pyrE//murR//nrdD//recD//yidK//purA//rcsF//hslO//garL//nikE//cfa//malP//rpmC//yjjI//tolA//dhaK//yhjX//pdeH//atoB//ymgA//gspE//nuoE//exbB//cynX//lsrC//cysZ//lipB//cynT//yqaE//yeiL//hemE//def//tktB//emrB//proA//rbfA//csrA//cysI//rhlE//guaA//rhsD//iaaA//rpsR//rna//sgcB//arnD//intE//gltP//nagC//tsx//chbA//erpA//msrA//bssS//sfmH//fimE//cadB//pgsA//hyfR//yhjX//sufE//lolD//rpnC//fucI//trkG//rlmI//mngR//frmA//wecA//rimM//ldtD//trmO//dacB//bioA//mepH//acs//hyaB//erfK//yjjB//btuC//ssuC//ygiB//moaC//eutB//panE//yhjX//cfa//prfC//ykgA//ompA//ybiW//gudX//ydiQ//ybdM//priB//mraY//gcvR//dosP//yhhZ//uxuB//cysN//lsrG//yohD//ihfB//bamB//tpx//yhhY//narZ//slyD//yedP//glsB//ccmH//ilvH//hexR//atpH//copA//ffh//flgA//yedP//ampE//ogrK//ddlB//hokE//mntS//pspF//aroG//ymdB//zur//mgtA//queE//btuC//tsx//ruvC//ftsL//yehA//ybgP//phnL//moaB//tomB//queC//hsdR//aspA//ydjL//dnaA//rluB//yqiI//crp//hslV//lpoB//menC//hemL//nhaB//ulaR//insI-1//rhaD//yihQ//waaP//ybcQ//lrp//argC//ptsN//hyfR//ptsG//sufC//nadD//dcuR//fmt//ydcI//mrdA//tyrR//rplY//yhjD//yeaK//aer//lgoD//ycjU//mdtG//gabP//amiB//ypjD//rplS//sxy//rplR//torC//hypF//icd//hrpA//cyoE//aes//nemA//prmC//gcvH//truC//ydbD//adeD//appY//fadI//ibsB//hybA//yhaV//acpP//mepM//glvC//lspA//mepH//kbaZ//erpA//ompW//yjhI//waaC//ubiI//nrfE//cdgI//topB//casC//ralR//entH//elaA//rodZ//sdaB//ychO//rpsQ//cysE//dhaR//dmsA//hemG//ftsL//cbtA//cptB//rcnR//mrr//ybaK//hofP//dnaX//nanK//abgB//pyrC//mepS//dcp//ytfQ//yafE//cpdA//murF//sfmA//fepB//yefM//fliM//lpxM//fucK//leuD//ompN//sapD//cas3//ubiC//insA-2//pgaC//flhD//xanQ//lsrR//alr//moeB//hemF//folE//psd//pheM//msrQ//prmB//nagA//otsB//rzoR//acpS//dtpD//yhjR//appY//flgA//sxy//metB//mdtG//frdC//dusC//mrcA//rtcB//idnO//btuD//glpF//sapD//trpGD//rna//mraY//ybiS//aroD//sucC//yihR//sucA//yahB//cpxP//cysU//suhB//ynbC//cysP//leuC//ppiC//wbbK//mltA//tatA//sgcB//kdsC//ymfA//selD//maoP//fryB//mscM//yeiL//rhaA//yhjD//purN//ubiG//ispF//nuoI//gdhA//gapC//glcC//ynbB//dmlR//sodA//lgoD//rpoS//yqiI//sufD//lptF//rhmD//hybD//yhcD//ftnB//pgaA//coaD//mdtN//narP//menF//htpX//serS//dppC//cas1//ychH//rplE//mrp//glpB//adhP//ynaE//tatC//mscL//pdxK//fadD//yahD//mltF//araG//intQ//accD//rpmB//der//dsbB//yddA//ydaV//ugpE//hybE//ypdF//phr//dnaA//frdA//tap//crr//bglF//hxpA//rcsC//yeaV//sbmC//cysU//cysM//pitB//tpiA//ccmA//tpiA//manX//dhaR//pdxJ//ybaM//speE//cynX//narV//clcB//gpmM//lrp//betB//ydfD//pstB//mhpT//dgcJ//gstA//ycbU//paaZ//gyrB//nfsB//yeiG//cyaY//ydhJ//ubiE//ade//lacI//araE//uxaC//mdtA//guaC//rsfS//ycjR//rph//nusA//cysH//amyA//ycdY//sgrT//mdlB//argC//fabR//yfbS//pheA//folD//lepA//yjgX//fliD//fklB//hisF//yjjG//yajQ//csiD//nfuA//asnC//torZ//yhiM//aroA//ascB//ubiI//yoeB//grpE//pgsA//rsfS//ilvH//flhE//dsbG//fryB//chbF//pspC//treR//clsC//fadE//gltL//
GO_0051235_3	nimT//lysO//uof//
GO_0051238_4	mazF//eamB//mgrB//
GO_0051246_6	mhpA//tas//endA//uup//ribD//yidA//waaU//flgC//pyrD//flgG//wzb//mglA//hflC//yedL//nrdR//kdpB//panZ//ptsP//rlpA//fcl//tyrB//fimI//ispH//hybD//kbp//sodC//ptsH//uxuA//lacI//mgtL//hcaC//pdxK//hyfC//ptsI//yqiJ//rne//yadG//ccmC//putA//yjcO//nikD//rspB//nikB//kgtP//menC//gppA//ompR//xylF//tehB//adk//fliA//yiaM//ygiN//
GO_0051247_7	frc//entS//tatA//artQ//cysU//idi//yqhC//yfeX//uvrY//moeA//rbsC//
GO_0051248_7	lipB//fepD//ybbY//curA//cadC//frlR//yghW//argS//pitB//rlpA//pepA//hemL//gadW//nrdA//feoB//selA//yjjI//livJ//degP//caiE//waaY//cysH//wza//rplT//murG//elfD//rplF//mepH//ruvC//xerD//panF//
GO_0051252_6	yfcQ//hemE//kdpF//gntP//mlaF//rfbX//marR//leuS//narZ//pgi//yfcS//narP//rimM//fimC//narP//mgtA//rssB//lamB//ydeM//proS//selA//elfG//iscX//xapB//rplS//pheM//fimD//yddM//ftsW//lolB//dppB//lpxP//ybjN//ybhR//cysG//gcvR//bdm//rusA//acrD//zinT//btuF//araE//selU//cysZ//xylH//mlaF//yfcV//ygeA//ppk//ybdM//fepD//ibsD//insF-1//ltaE//csiR//betA//holA//rplW//mngA//narL//wecB//fryB//yaaU//yeeA//tpiA//rplL//elaD//bioA//yggW//hcp//lipB//coaA//ivbL//fixB//yqiH//mltF//gldA//ulaB//rimK//elfG//rplN//cspE//flhA//rpsB//yibT//yjcE//murE//ddlA//alsA//dam//groS//ydeT//glpT//torZ//nagD//nrdA//ynjA//cpoB//ccmA//rcdA//preA//citX//yifB//ampE//map//relB//rna//osmY//atpF//yddA//patA//sodC//narH//ascG//ygbL//ybbW//ispB//folE//gadB//frmR//frmA//iaaA//atpC//corA//ftsW//adhE//glpX//tnaB//manZ//agaS//preT//secF//yajO//cdaR//fic//rcsA//yedP//rffM//frc//ruvB//tag//hflX//prs//yghU//glnB//yeeA//lgoT//mcbA//wzzE//gshA//mepH//yaaJ//hprS//yafO//nimR//waaO//artI//dtpC//waaA//lysA//guaD//lasT//flhE//csgG//yraI//dppD//pdxK//norV//insA-1//lexA//alsA//phnO//ydcO//gabP//lepB//ldcA//ydjM//glnL//mog//dgoK//nrfF//rpnA//csgA//emrY//ddlB//proQ//tatB//glmU//ygaV//nupX//yjjV//ssuC//ttdT//yifB//nikA//ymjB//hdhA//yihO//mcrB//ybiT//zraS//hybO//chaC//yigB//menD//hinT//hycB//ravA//hiuH//lsrD//hldE//nupC//lolA//yqeA//ushA//trpD//wzb//fliD//miaA//lpcA//casA//ubiB//fhuF//ttdA//hns//ycgR//rimJ//rho//galM//cvpA//rplT//tar//gltI//sixA//aroD//rep//radD//yfdO//hybB//orn//yneJ//dgt//ftsK//cydC//dmlA//cas1//yfjR//astC//ompT//insI-2//gatZ//rna//srlA//sdhB//hha//frmA//pabA//trxA//proC//recF//hda//rhlB//yagE//araA//yihR//guaC//epd//nirB//trmL//nikC//ibaG//rutC//sdaC//gsiD//sdaA//ybiX//ibsD//rnhA//
GO_0051253_7	sufS//sdhD//ribC//osmE//ispA//fadE//rutA//thiC//ompG//pykF//tolQ//fadM//queA//yoaA//mdh//rutR//yadM//stpA//dgcQ//lptA//mltA//ybaT//btuE//rplK//rimM//bioD2//yfiR//oppD//mngR//lpxL//sfmF//decR//fes//crcB//aaeA//rpsK//dusC//malF//fau//frlR//mtlD//yneL//nfo//ybjG//metB//tpx//yidC//ldrA//ghxP//chiP//talB//pepQ//gyrB//narW//putP//dapA//rhaT//pth//argC//gudD//gcvT//nsrR//nadK//rnb//entE//rplK//nlpE//tnaC//opgC//potG//prmA//tcyL//ompC//msrP//ygiB//uspC//dgcQ//rlmJ//mutH//thiI//yjjU//ftsQ//nmpC//plsB//kbp//chaC//srlE//arsC//hns//mdtE//ybbY//rpoS//chbF//tcyN//rplX//ccmA//mraY//cydB//csgG//
GO_0051254_7	mdtO//acrB//yegT//pyrF//tqsA//lpxL//fliD//yjfP//aaeB//nanK//sodB//uvrA//tqsA//mipA//thiD//fdrA//ppiC//murQ//rpoD//agaI//flhC//yqiH//bglX//ccmD//agaW//vsr//yihW//barA//entS//araB//ugpB//yafQ//aldA//yjeH//oppA//potB//tcyN//lpoB//cynS//bcp//mhpA//dgoK//hlyE//aceB//rcsA//leuC//rfaB//gcvT//dgkA//cmtA//wcaB//yciA//edd//chbC//yqiG//yfeO//speD//ydcS//prlF//fpr//nadD//gutM//pepA//yadC//glsA1//groL//ssb//agaR//yfdO//cheW//waaO//ymjB//pdxK//pdeD//folM//
GO_0051258_7	ispU//
GO_0051259_6	lptA//yidR//asmA//ybeQ//zapE//kdsC//argT//ralR//ybiV//cysU//clsB//ygiB//casD//malX//ydaV//idnD//garD//cpxR//garR//pbpG//hyfR//argT//purB//ydhK//yqgF//gcvP//cca//cusA//rplL//paoC//hisP//yidZ//trmD//bioP//yghB//chbR//narY//potE//mioC//ecpR//truC//trpGD//yijO//soxR//yahI//yhaV//tdcD//rne//yeaD//rlmI//prlF//
GO_0051260_7	nusA//cmtA//kdgR//ascF//yhjX//atpC//deoB//gcvR//cmtB//cutA//glsA//mngB//rsmH//acrZ//fmt//cbeA//mdlB//dppC//yehZ//msrA//ppk//mdtL//waaS//rhaA//kup//tatB//flgB//yggX//queD//yihP//rpsB//cho//hscA//betT//panZ//yijE//cysG//rpmG//priA//hycH//citG//yjiR//yadI//pstC//mdtP//hofO//ydaN//
GO_0051262_7	tsaB//dpiB//cadA//hypD//yfeR//ascF//soxR//glnD//fumB//puuB//cyoD//epmC//moaA//yhiM//yhcF//diaA//adk//ivy//torS//eutN//fadA//nuoN//ynbC//ruvB//frwD//yiaA//nupC//yidZ//frvR//lipB//nupG//ulaD//acpP//yheT//ydcS//ogrK//
GO_0051270_5	viaA//rzpR//talB//holE//flgG//dedD//lepB//ygeW//fecD//aaeA//plsC//rsmI//fryB//ydiR//dctA//cspC//
GO_0051271_6	uxaB//ribB//clpX//setA//degP//bioD1//prlF//sdaA//pflB//
GO_0051273_7	alr//cbtA//exoX//rpsI//flgK//nei//fabH//
GO_0051274_8	trkG//ygcR//rpmG//lolE//paaA//dhaL//suhB//
GO_0051276_5	moaC//treC//hypB//adiC//yfbR//bioA//wzzB//gloC//entB//nagC//yqcG//rzoD//mltD//dsdA//yqiI//yifB//rcnR//grpE//rpsK//pfkA//rpsM//torA//yjtD//tehB//mlaF//ahr//
GO_0051289_8	yibT//rpiA//ftsH//glxR//citT//guaA//tmcA//fliL//hypC//tolB//entF//lptE//xylR//hupA//mliC//mdlB//tdcE//yegD//yhfK//yqjA//preT//codB//ftsK//deoR//gmk//yicJ//folM//cbrA//fadL//fadL//hupA//rplN//cpxA//ymfA//gltB//dsdX//
GO_0051301_3	murC//wecA//trmD//folP//xylA//moaE//sodA//yhcF//tamA//wzc//ttdT//ligA//gsiC//rnt//hiuH//secM//setC//sfsB//bepA//accC//sapD//csgB//zwf//rpiA//purB//hycA//ibsA//yraN//yihQ//yehW//ydeE//mhpC//betT//thiE//uhpB//hisS//
GO_0051302_5	trkA//dtpB//lysU//folX//yqaB//ybaM//ttdT//lsrD//idnT//lipA//yicJ//ydcR//alsK//rsmF//
GO_0051304_4	edd//
GO_0051336_5	tag//cyoC//ppx//patD//yihO//sgcE//yiaA//ribB//mdtA//fdrA//dcp//exuT//argS//cydC//iaaA//yoeB//yihT//holD//mtlR//sucA//yebG//hmp//sbcC//tsaC//ecpR//
GO_0051338_5	leuO//cca//lptC//yehW//
GO_0051339_5	hisB//
GO_0051341_5	argT//ilvA//
GO_0051345_6	mltB//pinR//rpmG//yojI//ruvA//dsbA//hyfC//maoP//
GO_0051346_6	fdhF//rhmR//phoP//glgA//phoE//lptA//sgbU//ygiN//moeB//ybhA//hofQ//
GO_0051347_6	nuoN//intF//
GO_0051349_6	nrdA//
GO_0051353_6	insH-6//mdtD//
GO_0051391_8	recB//
GO_0051409_4	frdC//fes//
GO_0051410_3	malE//
GO_0051452_10	ydeM//
GO_0051453_9	tilS//lgt//dnaX//araG//dgcN//ydhQ//sgcE//ogrK//
GO_0051454_10	fdoG//rhmR//tktA//glcE//proP//
GO_0051476_7	yraI//
GO_0051484_7	hcaC//
GO_0051493_7	ydcZ//
GO_0051495_8	thyA//
GO_0051595_6	amtB//hxpB//yahK//eutB//hofP//
GO_0051596_6	gshA//argB//yeeJ//hyi//rpiR//fimB//leuA//rssA//manY//rimM//hyaA//uvrY//cnu//rnhA//truB//cadB//ypjD//clpP//arnB//xanQ//rclB//rayT//rpmE//lplA//ydhC//hisI//mdtK//zinT//
GO_0051599_4	narG//
GO_0051603_6	fimZ//hxpA//amiB//gppA//aroL//ydcM//
GO_0051604_5	mntP//xseA//epmB//higA//yrdA//ascB//tpiA//xerD//yfiE//torI//narJ//menI//rplQ//yidR//tisB//ydaV//artJ//dgoA//yagJ//yebZ//sapC//yegD//hisM//paaB//mukB//murA//uhpT//ldcC//appY//cspB//deoB//deoC//hldE//def//uspE//dcuR//mtlA//ppsR//glsA1//symE//
GO_0051606_3	iraD//ecpR//
GO_0051607_4	tcyN//tusD//gcl//diaA//cysC//sufC//pfkA//rpmB//cadC//nuoM//
GO_0051641_3	agaB//treC//pbpC//xapB//yjbF//yhfS//preT//rfbC//ynhF//dinQ//iscA//fucP//ycdX//ybdN//ahpC//intF//waaF//yfbR//casD//paoC//sdhB//tap//dnaA//
GO_0051649_4	arcC//waaC//bluF//rpiR//puuP//gadC//ilvM//tcyL//lpp//betA//allB//treR//nudB//
GO_0051651_3	yphF//dtd//ybjX//
GO_0051668_4	rayT//
GO_0051691_5	rppH//hcp//
GO_0051692_6	pgsA//phnO//
GO_0051701_4	gnsB//ribD//opgD//gcvP//bioA//proX//ugpC//yjcS//treF//ftsB//clcA//sdhD//trpR//yggD//ybiH//argS//
GO_0051703_3	tas//tdk//yheT//ybjI//hypE//cmoB//frdD//frlB//
GO_0051707_3	cmoB//atpA//kbp//hemF//yhaJ//arnD//fklB//gltL//fbp//gnd//osmY//atoS//treB//patZ//
GO_0051715_4	setA//
