#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lolD//fumB//chbC//sgcX//
GO_0071705_5	fixA//insI4//thiE//murB//iraP//ypdI//tktA//glnL//ybaE//tsf//menA//rtcB//mhpB//yqaE//lptD//fucA//galU//aer//asmA//parE//aaeA//malG//mglA//yehA//yhcF//ptsH//opgD//argK//gspE//tas//ygjH//menI//yebS//ribE//zupT//menC//hslR//rluA//nikA//ade//cpdA//eutK//holB//lpxL//frvR//thiG//ahr//sdaA//fadA//dnaQ//yciH//rimJ//treF//artJ//yihV//rpiR//ycdX//rapZ//ynjD//yiaN//rpnB//yceD//dapA//aroH//csrA//hcaR//ytfR//dnaK//ddpA//yiaM//sfsB//mnmE//lplA//fadR//aer//syd//yciV//bluF//ompF//hexR//caiF//fepE//lptD//ybiY//ybhJ//hisD//wzc//caiF//focB//rplF//frwB//ybeF//gnsB//cusF//lolD//yihL//pfkB//ycfH//rhtC//hxpA//rplM//fruK//rfaH//citG//tmk//yiiD//rffM//yghU//ogrK//ibaG//psd//gntR//yehY//hicA//glsB//adeQ//marA//yhdZ//dosP//ftsA//hslV//thiI//ycdY//mtlA//fkpA//fruA//holE//prpR//cysE//csgF//mgsA//uxuB//frlC//nadB//zapB//ydiK//phoR//yidP//menD//hypD//cheY//mobA//frlB//csiD//tisB//motA//yjjI//sdhC//gstA//ydhK//bioH//metC//alsK//hokE//kefB//gshA//osmC//acrA//cysU//bglX//ligA//nikR//hisA//proC//lpxL//fimG//tauC//ppx//lpoA//ydhJ//yidC//asr//yraH//gcvH//envZ//kbp//insI-2//yefM//nudF//nuoF//xerD//iscX//slyA//nuoM//mdtO//topB//mak//pgpC//glmM//blr//ptsP//yieL//nudC//ybcL//yahO//mepH//arcB//ftnA//gloA//rbsR//iscX//mfd//mazG//tabA//tsaE//frmA//ftsW//yjhC//fis//hybF//prfC//uxuA//ycbB//aspC//pdxJ//secY//ccmH//ispG//fhuC//rffT//tehA//potD//rimP//umuD//zapC//pstB//ftnA//trpGD//ybaE//yafS//nepI//dicC//ptsP//aroC//hisI//sgbU//
GO_0071709_5	ycjQ//queA//metN//cysP//hinT//kch//wzyE//yjcO//dbpA//cbrC//
GO_0071731_5	ccmE//potG//mnmG//
GO_0071732_6	rsfS//
GO_0071769_5	recD//
GO_0071804_3	rnpA//dtpC//yraJ//aslB//prfA//rho//potH//zapA//araC//ilvI//glyS//aaeB//livJ//tolA//rplO//
GO_0071805_4	yrbG//livK//fadE//yddA//murQ//mog//cas2//gntT//paaZ//emrY//chbC//cnu//yfeX//thiM//ravA//
GO_0071806_6	araE//deoD//yccS//mmuM//fimA//tdcC//glgB//mscK//tehA//aaeR//ratA//agaI//murA//rnr//yehU//gltD//cyoA//sbcC//sfmH//
GO_0071807_8	mnaT//
GO_0071824_5	rpiB//
GO_0071826_5	yigB//hycI//nadA//tbpA//lptF//rlmB//dgcT//ubiH//iscR//yfcF//yccA//mgtA//ulaC//yggX//rhtB//dbpA//amiA//xerC//rlmJ//sgbU//hcaR//tolR//hisG//arsR//recX//ydfH//
GO_0071897_6	ssb//lamB//csgE//arnA//cusS//gstB//waaH//eutR//envY//cynT//mcrA//maeA//rnd//hybB//cspE//cpxP//pckA//sodA//fadI//casB//
GO_0071915_9	mhpR//
GO_0071932_8	tsf//
GO_0071934_6	zur//torS//ybiY//
GO_0071941_4	fliG//lpxP//pbpC//rbn//yqeG//ldtD//rclA//tgt//rpnB//
GO_0071945_7	entC//
GO_0071951_8	mdtC//
GO_0071963_4	hycH//
GO_0071973_6	yihT//serC//nuoH//nlpI//bcr//trpE//infC//alsA//ygdG//tig//nudF//yqiJ//ynbD//uspC//frc//argA//lspA//puuA//cbl//rsgA//waaO//fixA//panF//livJ//frdC//ansB//ybaE//ansA//dtpB//gatZ//yijE//
GO_0071975_4	yciF//
GO_0071977_5	mhpC//
GO_0071978_7	yfgO//ymjB//yjbG//yiaU//ybhP//hypD//yhdJ//waaY//glsA//kefF//dgcZ//baeS//pcm//flgF//
GO_0072321_6	rfbC//cheW//
GO_0072322_6	uidR//
GO_0072323_7	radD//
GO_0072329_7	yjhP//bioD2//fixA//ilvI//yadM//emrY//lptF//ydiV//yhaO//osmE//chpB//ycdX//feoC//fumA//accD//clcA//lnt//leuO//ybcC//sfsA//nadC//bioB//hyfR//ubiD//tufA//sapD//arnA//cmk//minD//potA//hchA//nuoE//ybhS//rplC//lgt//htpX//leuC//secY//yafE//plaP//dnaN//sbcC//rpe//metK//phnI//yidZ//truC//guaA//iscU//mngR//mutS//yihP//pcm//ygdG//amiB//sdhC//miaB//agaB//oppB//rpiR//waaJ//solA//degS//hyaB//thrB//basR//ycjY//napC//dgcF//nanE//hemC//rseC//mraY//nanE//coaA//ykgA//sbp//frlA//galS//gntR//yodD//
GO_0072330_7	cca//cysN//torD//flgE//yadM//artQ//dsdX//bfr//mdtM//ybiO//rcsA//gcvA//rutG//ydcS//chaA//lipA//dtd//rng//dinQ//arnA//hxpB//hybE//nrfE//mltD//hflC//agp//ybhD//ttdT//yhbQ//metE//yebZ//rsgA//srlE//mdtD//yfdS//rof//ldtC//rnpA//rpsI//artJ//yehW//ygfA//pcm//ypdA//ibsE//modA//yhjC//bluR//argT//csgF//uxuA//tcyP//rsmI//rutR//lipA//btuD//yiaJ//pmbA//
GO_0072337_6	rimM//fecA//sapD//yfaE//exbB//ydcR//mdtG//orn//tnaC//yihS//hflX//pheA//artI//yacG//hycA//tdk//flgI//aroK//gapA//idnK//gltK//hrpA//yidR//yiaT//yidD//nmpC//
GO_0072344_7	aaeR//yggT//exbD//sppA//
GO_0072348_5	yifB//sfmA//fixA//nrdB//narH//uxuB//hemD//cyoD//cysU//accA//fmt//yjjV//mdtE//thiL//artI//ftsQ//yahF//fadH//speD//argP//yhaO//yfgI//ybaE//pinE//torI//ycjQ//insF-1//nrdG//ftsB//gabP//yedA//atoS//proC//yqeA//fucI//yedF//bamC//lamB//sbmA//livF//
GO_0072350_7	yiaT//speG//yjfP//carB//rbbA//iscR//dcuS//envR//ymjB//glgC//tauA//ybjX//mtnN//yjeH//moeA//gatB//iaaA//etk//
GO_0072488_7	ygjH//sdaC//tdcG//macB//psuT//dgcM//tsaB//
GO_0072490_6	erpA//mcbA//
GO_0072491_6	yafQ//ycdY//
GO_0072501_7	tktA//
GO_0072502_7	ddlB//
GO_0072503_7	glxK//alsA//
GO_0072505_8	yiaB//
GO_0072506_8	gor//
GO_0072507_8	rlmH//yggT//tyrB//
GO_0072511_7	hypA//nrfC//betB//sdaC//yqcG//mlaD//dcuA//cysK//secM//gppA//leuS//cyaY//tig//paaC//tufB//caiD//yceD//
GO_0072512_7	pdeL//rpsH//zapA//ggt//rluD//lysR//ibsB//feoB//nhaR//metL//lacI//selD//
GO_0072521_5	pspF//yeiG//flhC//proS//yhbQ//rarA//cutC//hslO//rpiA//ybgQ//yqiJ//ybdZ//diaA//yohC//era//malI//adiC//hypT//macA//ogrK//lon//rnlA//citX//srkA//eutA//allD//sstT//dhaM//gyrB//rzoD//zipA//nlpE//yehD//yfdK//feoA//rimO//ypdC//maoP//malI//yihI//fdnG//truA//pgk//rhaT//tusC//hybB//yehD//rssA//amiB//ralR//gsiC//rpnA//gatC//tolQ//amyA//clcB//guaB//yibF//zapB//ais//ynjD//clsC//malP//treF//xylE//ydeE//fadB//ftsZ//
GO_0072522_6	rnlB//btuD//mhpB//insA-2//hypC//ybdN//slmA//nhaB//oppC//mltF//cedA//yieK//rbn//sufE//menC//aidB//maa//cysA//yfeR//xdhB//ygcW//ycaO//cheY//dppB//hybA//fucA//ccmA//livM//fdhD//rffH//spoT//nirB//gshA//yjjQ//rfaC//ubiH//rdgC//tmcA//moaB//pphA//argG//pheP//dppF//
GO_0072523_6	dxr//pflA//marA//hycA//ccmC//paaJ//ddlA//potB//ftsE//folX//mtlR//ttdT//
GO_0072524_5	puuP//ydbK//yjjI//argP//rpmF//gsiB//fetA//dapF//cyaA//yciG//hofP//gcvA//kdgT//gatY//yfiE//sfsB//argI//pstA//fadB//lrp//dsbC//bsmA//abgB//slyD//ydgA//hemL//fadR//qseB//yciG//rlmC//trmD//yciF//hokE//ftsB//xylB//bioC//pdeD//abgR//bioB//lpxP//tauC//eutA//bamA//yidD//xylF//birA//atoC//
GO_0072525_6	fimA//phoQ//nrdG//lysU//yihO//livF//ibaG//lgoT//yeaD//lpxK//rbn//folX//yehU//rimJ//cyoC//tehA//dauA//ybaL//uidC//ycjQ//glgA//diaA//patA//recD//edd//ytfE//ydaC//rplJ//purB//cysQ//slyA//garD//yghB//glrK//nagA//edd//artQ//
GO_0072526_6	spy//idnO//
GO_0072527_5	mdtK//grcA//bioP//bcsQ//ybhR//ebgR//metB//kdpD//citT//cheA//mutS//ycgR//betA//nagK//ampG//yqaE//secF//arnE//ilvA//ybiO//ygeA//htpG//wecA//gnd//gntU//sfmD//ybiV//yfcP//trg//yehZ//apaH//proC//cusB//yhjR//glpD//mdtB//rho//fliK//yqjA//copA//ais//cyaY//mtn//yhdW//pdeH//ptsP//eutR//rpsT//ybfA//mntP//flgG//arcB//yhhZ//pgi//srlA//pgpC//hsrA//
GO_0072528_6	trmB//tmcA//prlC//rpmH//mcbA//paaB//ushA//dtpA//cof//sbmA//ybcF//cbpM//ybjD//torR//serC//pyrF//ypdB//proS//msrC//ynjA//atpC//fdhD//yraI//recE//pflA//atpG//ybbW//yraK//bdm//
GO_0072529_6	ftsW//pagP//cmk//cytR//elfC//ilvN//preA//ynfE//emrY//malK//yhaV//rpmE//dadA//yihI//agaI//bdcR//tsaD//ybgP//lptE//lgoT//nagZ//ulaE//metG//
GO_0072530_6	thiP//sulA//fur//yafO//
GO_0072531_6	sppA//cmoM//yfiC//roxA//pbpG//purF//
GO_0072581_9	efp//
GO_0072593_4	insB-4//clpS//yihL//phoA//dinD//xanQ//rfaQ//yddG//yobF//
GO_0072594_5	rfaE//
GO_0072599_6	csgE//
GO_0072657_6	paaZ//fklB//psd//era//ydiP//rfaQ//focB//panB//icd//ilvH//hdfR//ybaQ//glgA//clcA//tufB//yhbY//ftsI//
GO_0072714_5	ynbD//
GO_0075713_7	wzb//rplS//purC//
GO_0080033_5	frlA//mipA//
GO_0080090_5	rpsP//envY//lpxH//rlmG//rluD//rsmD//adiA//yajQ//rnhB//skp//mgrB//rfaE//cyoD//selB//bioH//radA//rsmI//casE//ftnA//yjjB//infC//gmhB//yjbB//accA//fbaA//rlmA//yfaE//sfmC//hemN//ldtA//zinT//yjiX//rluE//modB//yeaD//zapD//gpr//cydD//nikR//glxK//ftsX//iscS//hcaD//gabD//hdhA//araH//nanT//pepT//nlpE//chbG//ulaD//pinQ//deoC//ompW//fbaA//gltK//pncB//ettA//yqhD//caiD//gfcE//yadM//ldtC//recQ//mobA//corA//yjeH//asnC//rnhA//adiC//cobC//bioB//rhtC//gutM//rpoH//proC//cyoB//waaL//yhaV//trpD//sgcA//speD//narP//waaC//argB//rtcB//aceK//ydeP//aroA//creB//cysM//hslV//hycH//greA//ibsA//fdrA//ubiC//xerC//yqiG//xdhB//trkA//yadK//ptsN//gshB//abgR//hcaC//rplJ//ycbU//ppiD//trkG//wzb//yjhI//elaB//baeR//tilS//yciV//hypF//ynaE//cdsA//uhpC//lon//ynfE//sfmA//yieF//gsiB//ttcA//minC//dsdX//corA//surA//fecB//nrfA//ydcI//yjhG//pck//uxuB//clpA//rfaD//mscL//uhpC//mdtL//flgE//malF//ilvE//nudF//lptB//tyrS//fadH//add//uvrC//htpX//cadB//bdcA//rbsR//sgbH//nuoN//degP//baeR//lnt//ybjG//kdpE//ompC//trpC//ygaV//hyfR//bcsA//cvpA//hisB//yfbV//bcp//kdpE//yhdH//yidA//hsrA//ydfG//ygeX//rutC//sgcA//yabI//appY//nrfA//ilvI//plsB//yeaG//rhaR//hdhA//yfjR//abgA//glcB//yoaB//glnK//rppH//feaB//zipA//ligA//ebgR//secD//comR//sdhB//rfe//glpK//nuoG//puuP//dcuS//adiC//sseA//parE//dam//hofO//dfp//queG//rfbD//rpoA//cusC//pflB//amiA//cadC//thiP//murI//entH//dhaK//yjgX//acpH//xylA//potI//rlmN//zupT//hisC//csgA//ydcZ//dapB//glsA//essD//sseA//dnaG//rplJ//rplT//ychH//rpsD//ssb//folM//hofO//idnK//prmA//panC//ortT//casB//purF//ybgP//lasT//tdcF//yciK//marR//serS//baeS//azoR//tdcR//basR//thrC//leuS//exoX//ompF//menB//flgI//fimB//glgX//fadH//mutS//nuoN//rlmI//nlpE//alaC//glsA2//yobA//yacG//pheM//bglF//recR//cysU//lrp//ibpA//ynhG//tynA//gltB//ldrA//envR//pinE//ybiX//ybhR//eptB//galE//ybjD//nrdH//mreC//rlmJ//cysM//viaA//cpdA//agaW//phnL//rplB//ygcR//yidP//ybeY//atoC//yihO//groL//mhpB//pdxA//nikD//rtcB//fadR//nikC//fepA//flhA//mdtE//avtA//ttdB//gltS//recG//rpsO//gudD//ulaC//hxpB//dld//fdoH//tamB//yehT//yciF//yjiA//amiD//hokE//rluB//satP//glnK//ompT//yedA//sbcD//ybhD//fecD//yjhB//ycbX//yfdK//frc//minC//
GO_0080111_4	sbcB//yhdX//
GO_0080134_5	asnA//
GO_0089705_7	tsaC//cca//
GO_0089709_7	ynjD//gcvR//
GO_0089718_7	macA//rnt//yhiM//opgD//yihR//tonB//yjfF//uacT//mutH//srlE//
GO_0090066_4	nadD//yeiE//yadI//sgrR//arsB//
GO_0090068_7	manA//
GO_0090069_5	sucA//guaC//fliA//
GO_0090071_6	yfgJ//ynaE//ldtE//
GO_0090087_6	ftsW//cycA//ybgQ//
GO_0090116_7	cysI//
GO_0090143_4	mngB//
GO_0090150_5	fecD//rcnR//ompN//alkA//ydhJ//hscC//rsmE//afuC//yggF//gadX//yfcR//glxK//
GO_0090304_5	flgB//rlmA//yejF//phnJ//yphB//acnA//ompA//lpxM//dsbC//lnt//opgB//ftsK//wzyE//glpG//codA//dhaR//pdxK//ychO//elfC//prpC//nemR//yijE//ulaF//glnL//mtgA//pdxK//rplJ//rlmF//manZ//narX//dusC//msrQ//yjaA//pdxY//ypjD//eptA//aspS//wrbA//cysM//ilvA//murB//elfC//opgG//cof//betA//prmC//hemB//rplC//entC//ymdB//cysU//mcbA//mngR//rpoH//atpB//fepB//uhpT//xanP//rsmH//alaC//poxB//baeS//gntP//yggD//cyoB//phnG//ais//gpp//yiaJ//lsrC//aaeA//cpxP//slyD//mutL//serS//epd//hisF//lexA//phnO//ssuD//yadV//moaD//helD//ubiF//selD//tadA//abgA//ycfL//acpT//nanS//prc//ybaO//nuoM//gloA//yfaX//xapB//yajD//yrfG//yihP//fhuB//yhaC//cusB//ftsN//sfmD//hcp//sdaB//cbl//yedL//cas3//dadA//glpR//lpcA//rplW//tktB//ldtC//glvC//proS//cusC//sgcA//yhgH//hns//gppA//ydiQ//slt//argC//yagU//yihV//mdtA//puuC//dut//artQ//sapC//amiD//argR//yfcF//maeA//ascB//gcl//menF//thiL//elbB//dppA//katE//flgM//borD//folC//rluA//trpL//alkA//opgE//ybcQ//ybgQ//intA//yfgI//rpsL//fes//rcnA//mreB//melR//exuR//pbpC//sdaA//rutR//cmoM//garP//rcdA//glcB//ypdI//rpsN//glnQ//aroL//hcaB//ftsW//yidH//lit//rplB//phnI//ugd//arfA//ydjL//frlC//ebgR//rbn//sppA//fixC//nlpA//gltK//hybC//eptA//pnuC//aceK//ybgQ//tyrB//kdgT//dbpA//cysE//tsx//gltP//rrrQ//cysK//yoaA//ydeE//yccS//asr//pgpA//flgM//smrA//potF//yafQ//trpB//moaD//bcsQ//phoB//nanA//pyrB//ybjD//rnb//sucB//modB//djlC//ygcO//tsaE//uacT//manZ//ppx//gltL//tsaD//wzzE//garR//nlpE//flgK//speG//proV//abgT//ydcZ//grpE//recB//yhjD//deoD//sgcX//essD//rhoL//glpB//paaE//wecE//ygiW//caiD//mhpB//fkpB//diaA//argK//prpR//ygbN//malK//ybcF//sufC//yehD//frr//znuA//fruA//murP//murC//hemH//ydjM//viaA//ebgR//hyfA//gadC//envZ//folA//sspA//sgrR//lrp//mltC//nrfE//mgtL//arnB//gltL//cutC//tolQ//rcnA//bipA//yehA//sdhC//uspG//bioC//yhjV//narW//pdeD//aqpZ//essD//putP//recC//yfaE//eno//mtlR//pspD//yhhT//yjfF//mrdB//bglB//glxK//flgM//bglX//rluB//envC//treF//ade//smrA//caiD//eutD//afuB//yehA//pnp//sbcD//cadC//ybcQ//yghW//suhB//cysN//nuoM//agp//abpA//gcl//casC//pinR//ubiB//ubiC//tamA//moaD//murC//hypB//queE//yiaF//aroC//yiaJ//nadB//artI//menA//tonB//betB//metG//etp//yahN//cyaY//galP//rplC//ivbL//glnQ//ydfG//ydbK//yfbV//ulaE//hicA//betA//yjiR//amtB//patD//pspA//rpsG//pgaD//csiR//gltD//gltK//marR//torY//ribA//ykgA//yefM//hscC//murA//rplE//psuG//glpK//pstA//wzyE//ttdB//leuA//insF-1//torD//truA//pabA//hybG//zraR//hupB//elyC//lspA//preA//pstA//sixA//sxy//ecpR//sbmC//ymgF//lgoD//yraR//pfkA//hyi//paaF//yedX//ydjH//yfdR//bamB//sdiA//yajL//kdsA//malI//hisC//rbsK//ghxP//yjfP//rplM//eptB//tatD//yehZ//yfgO//sxy//lldR//fepB//yagE//mcrA//btuR//tehA//frdC//dinI//gstA//rpsT//yjjB//idnD//pepT//rimK//dnaJ//ghxQ//arnE//proQ//dinG//fecA//fdoI//ppiA//hprS//yjeH//gapC//yjhP//hcaE//lpoA//
GO_0090305_6	psuG//ydjK//narU//ynfF//frlC//alaE//mliC//mdfA//yqaB//cyoA//abgA//ibpA//sucA//narW//sixA//gatZ//sutR//ugpA//narL//amiD//guaA//yeeO//tatE//fimE//rbsB//agaI//stpA//mntS//rsgA//npr//yceO//ycfJ//gadC//recE//rplF//glnD//yadI//tatB//yabI//ygjK//rpsT//gcvR//ygfX//ldtC//insH-6//glvC//srlE//insB-2//deoB//osmF//yqcC//rcnA//proP//dppD//pppA//mprA//glpG//corA//ynjD//fadH//dfp//nanR//nagA//yhiM//rcsC//dcd//sfmH//yedP//ubiE//dcm//ascB//yheT//frmR//rcsB//nhaB//speD//ycgR//yidQ//katG//rzpD//rhtC//
GO_0090313_8	araE//aroE//
GO_0090329_8	znuB//lptG//aaeR//arfB//ygeR//leuS//caiE//
GO_0090347_6	intE//
GO_0090352_6	asnS//
GO_0090357_7	hdeB//mnmC//
GO_0090358_8	agaC//
GO_0090407_5	dapF//pphA//ydeP//cof//zipA//nrdD//ompL//tolQ//tonB//crr//hemF//xseA//rpsB//rnhA//csgB//rsmH//ydjK//rpe//btuR//yafC//ppk//relB//plsX//paaA//frc//rclA//plsX//ribD//ynjD//ycaN//mcrB//rpmG//ytfT//nrdD//intZ//livM//yidR//yaaU//phoA//nagB//caiB//pgaB//malY//recO//cpxA//ilvD//mltC//yafC//dnaT//flgI//cra//argF//rpmJ//ilvC//eptA//srlE//argT//aroP//entA//pinE//ampG//etp//paoC//fepD//hldE//cas3//ynfF//araA//yjjQ//yhgH//cpxA//hemF//mazG//gntU//yfeR//dnaN//pfkA//fliT//metF//yojI//ybhJ//fimA//hybC//yeeY//hycB//secG//metL//pckA//ybbW//ydcM//agaB//yfeR//mnmC//ttdT//nikC//recG//galP//hipB//srlR//ygeV//rplS//yhdJ//hscC//ydbD//ybaQ//panZ//grcA//paoC//tpx//atpB//pflC//ivbL//yciH//serC//ydjL//rplW//sgrT//yphF//rpsQ//hlyE//opgE//gspE//folE//rplN//ydjM//flgC//yfgO//leuA//iraD//alsC//csgE//
GO_0090487_4	nikD//
GO_0090501_7	frwB//ilvN//speE//fliK//yiiE//ycjW//dpiA//paaG//hchA//greA//ascB//yibF//hslR//rzoR//deoA//trmI//alaS//hisQ//wecA//gabD//eamB//cmoA//nei//bamD//yjjG//exuR//dkgA//pcm//rpsD//ygiW//nrfD//gmd//
GO_0090502_8	argE//cmtB//intA//opgH//ydcP//rffM//birA//lpxH//ariR//waaP//ompL//fliG//hpt//talB//pstB//yggP//dgt//ycbV//ydeP//aslB//add//
GO_0090503_8	hisA//waaA//pyrD//hiuH//ygeX//ahpC//yghB//hrsA//
GO_0090529_5	rpiA//fruK//insB-2//spoT//cynT//tsf//
GO_0090540_10	ruvB//hdhA//yihL//
GO_0090549_5	yicJ//tamB//
GO_0090605_5	radA//smpB//eptB//mfd//hemH//yfbV//ygaV//mdtK//ugd//
GO_0090609_6	ydeT//ubiC//fnr//argR//ygeA//betI//dbpA//glnH//ygeA//
GO_0090662_6	fhuB//
GO_0097035_4	greA//mltG//
GO_0097056_7	pabA//
GO_0097164_4	plsB//phr//stpA//ruvA//zraS//elaD//mutS//bssS//rplA//purT//glk//sgbH//tdcD//torD//ydcM//yjjQ//dpiB//tatD//xylE//avtA//ribE//nrfG//aroF//sucA//rcsF//nhaB//
GO_0097237_5	ykgO//holE//ligA//ydcZ//nadK//recA//rplS//gcvA//rutF//dsdX//
GO_0097264_6	fur//
GO_0097286_10	gsiA//
GO_0097292_8	sppA//
GO_0097293_9	pagP//
GO_0097304_7	yggW//
GO_0097305_5	dusB//ldrB//arsB//frwC//hisD//iap//
GO_0097339_7	putA//
GO_0097366_5	ybiY//rihA//ydfG//
GO_0097428_6	adiC//udp//ibpB//hemB//hcaD//pflA//crfC//
GO_0097435_4	flgI//fliG//
GO_0097501_4	yfeW//
GO_0097502_4	yijO//
GO_0097510_7	ymgA//
GO_0097532_4	htpG//
GO_0097533_5	marA//
GO_0097577_5	nirC//uof//xanQ//
GO_0097588_5	yadI//rsmC//pdeK//fhuD//ybiX//ykgA//aqpZ//yphB//insE-1//sbcC//mhpD//rbsR//phnH//yiaL//frlC//pspF//metK//ascF//hemG//yedF//ydiK//zipA//yiaL//rfaE//eptA//pncB//hsdM//yqaE//gltS//iraM//rpsR//
GO_0097638_8	talB//nimT//ybcM//glmU//
GO_0097659_7	ygcR//psd//paaZ//hexR//yidR//glnL//araF//solA//yhcN//mlc//bamA//chbB//insI1//rimP//ompF//mliC//lspA//rppH//ybiV//sanA//potC//msrC//yghW//ghxQ//ldtE//hypE//allR//araD//lsrD//hybO//pspA//aroP//ydfH//intS//thrA//ydgA//trpD//bamB//yrbG//dmsB//puuD//ybeQ//yehU//sfmC//acrF//ugd//mqsA//hsdM//casD//ybhG//argI//tus//ruvC//aroL//clpB//hxpA//rfaB//dinD//murC//pnp//epmC//iclR//hflX//mltA//rimL//fliT//sfmC//yfdK//acs//ltaE//kgtP//mlaB//metC//tdcB//tatB//lsrG//flhA//lldD//rlmD//symE//fliT//mhpR//thyA//cpoB//kefF//ychH//yegT//gatY//tag//lptF//guaD//cysB//srkA//yjaZ//hycB//zraR//rpmE//sixA//endA//dgoD//fadJ//napF//amyA//thrS//sdhA//narK//cyoA//creB//chpB//rutG//flgM//yibA//borD//yadG//ibpA//rcsF//fucK//patZ//rutB//
GO_0098002_8	glgS//
GO_0098542_4	hemD//hcaF//basR//sdaB//nadK//tusB//proQ//dcuA//yrdA//yccA//
GO_0098586_5	hisF//rpmJ//narZ//
GO_0098655_7	yjgX//ybcF//rlmG//parE//rnpA//intF//frc//ompA//nudC//cadB//cheA//yfcS//adhP//acrR//rpmC//aaeR//uxuR//potF//umuC//arnT//potB//rhoL//udk//setB//nadD//preA//yhaC//ugpE//rutA//galU//yadC//rffT//cdgI//yjcO//bioP//yobF//yihV//folP//ccmC//ltaE//yadK//alsA//murG//ybjG//prkB//cas3//cheR//dgcE//proW//lrp//tsf//zapC//yehU//argA//ykgF//rtcB//frlA//pdxA//rep//appB//rcnR//yfcS//luxS//add//aspS//mppA//gapC//fieF//mdtF//wzyE//hcaE//ppiC//mdtM//aroF//glmS//speD//dinI//insA-1//yqeF//cfa//sgcC//ybeF//ydeP//metC//yfcQ//cbtA//yagU//glsA//hemG//crl//csiD//carB//hdeA//ilvM//fimE//ytfE//truC//yieH//tatE//yfbV//rusA//frvB//tsr//macA//asmA//insB-2//
GO_0098656_7	rplD//sgcC//citX//yhcD//ydiK//fdx//ubiH//ghxP//ompA//hokE//araF//clcA//bcsA//yqgB//moaA//trmL//glxK//nadE//uvrB//yeiG//prpD//uvrY//rlmN//leuE//dppC//lpxC//fiu//xisR//sfmH//thiQ//kdpC//yieH//rplE//rzoD//prfA//yjiA//nrdF//ldtD//yegS//tamB//mug//pspA//lsrB//hybE//gatC//rfbB//gsiC//rpsE//xisE//nfi//mppA//abgA//murD//kbaY//mntS//purL//nlpE//acrF//dld//rne//rluE//livK//trpE//bluF//arnB//rpmH//tyrA//rluE//araB//rppH//cdsA//ubiX//yfgJ//bsmA//waaF//ptrA//hemC//yfgI//tsr//csiD//rpmJ//tsaD//rfaH//grpE//dgcN//mukB//eutK//glgB//ycgV//ftsQ//dapB//gadX//ycfH//sapD//ldtB//mscS//dmlR//
GO_0098657_5	sbcB//ydiK//tatE//yeiL//paaH//idi//ilvA//sgcE//murF//msrC//yeiG//nac//ampG//livK//hycI//uup//hypB//murJ//tauC//lptG//
GO_0098659_8	hcaF//ansB//
GO_0098660_7	iclR//fimI//ybdR//ghxQ//mdaB//fumC//torD//pflC//guaA//crp//ushA//bolA//fau//pcm//ynfF//eptA//nadC//araG//narQ//yieK//ppsR//nth//sgcA//bsmA//prpB//purB//hybB//yeeA//yjiX//rplR//menH//yafS//higB//agaS//pgl//melA//yhcF//rpsL//relA//cbtA//prmC//htrE//rpsM//srlD//ldrA//pgpB//lldD//arsR//casC//chaA//xylA//syd//rpsQ//rhaS//rpoE//ulaR//ybdM//recR//yfbU//rpsK//rbn//nadA//pspG//yfeX//yedP//yigB//birA//flhA//srlR//ycbV//ubiI//yjbF//melA//tnaB//hslU//serA//rlpA//
GO_0098661_8	clpA//ihfB//ibsE//lpxK//flgJ//aceA//rcsF//yciT//greA//dnaJ//yhdX//ycgV//pheM//gcd//uxaB//sugE//yeaK//trpC//rpsB//
GO_0098662_8	aas//ygaH//pdhR//birA//mcbR//rhaR//ldcC//cpoB//prpD//ybiW//lpcA//sdaC//lpoB//insI-2//yehU//caiD//secB//cusS//mog//yeeL//ybdG//tcyN//narQ//hfq//ptrA//mtlD//tgt//yqcC//ldtA//acrA//kdgR//ghrB//tynA//mdtK//yfjV//yghO//gmhB//yceD//csgA//murQ//amiA//ccmD//alaE//gyrA//yehX//lysP//glnQ//gltI//tqsA//narX//rpiR//phnG//hpf//hyfR//glgB//nikE//narW//nuoM//livM//sucC//ldcA//
GO_0098670_7	sufA//
GO_0098704_7	ybhI//mqsR//bioB//yfcU//
GO_0098707_10	acrB//
GO_0098708_8	flhC//glpK//potH//setB//
GO_0098710_7	yrdA//soxS//
GO_0098711_9	ybgQ//
GO_0098713_8	phnK//yehC//ybiA//yeiE//
GO_0098719_9	lepB//
GO_0098732_6	solA//ybjN//ychH//cheR//
GO_0098739_6	efp//essD//hemG//tolR//malP//yciA//map//rclB//mppA//hrsA//perR//yjjU//sdhB//tmk//tdcB//uvrC//ybcQ//sfmF//
GO_0098771_7	elfG//thiH//rplN//rffM//manA//rihC//ybaO//flhE//murG//glvC//puuP//rcsD//clpA//chpB//pabB//fecD//solA//metN//srlB//fadM//cysW//fadE//rpnC//fbaA//tldD//yhdX//mltF//nagZ//feoB//yegS//ydiO//marR//insA-1//thrA//sgcE//agp//
GO_0098776_7	cbrA//hisS//rusA//hcaB//lsrC//
GO_0098795_9	dtpD//
