#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tesB//yoaA//iscA//mgrB//
GO_0071705_5	gpt//btuE//mdaB//ypjD//cyaY//ydcI//lyxK//cnu//rbbA//argR//dusC//putP//mtr//allB//entE//rne//cysI//hinT//yeeA//greB//tonB//gmhB//hcp//ygeV//hemE//sbp//oppF//ftsP//rcnA//yhdZ//casA//yfcA//yojI//rfaB//ivy//thiD//rseC//xylR//flhD//ispH//fdnH//yahN//sdhD//fumC//yihW//aaeR//bglB//nanC//lpxL//qseC//mcrB//ykgF//narJ//rhtC//mnmG//clpS//malX//potI//rzoR//ybiX//kdsD//ulaG//ybaT//prpR//rraA//yggE//trpR//fis//garL//fbaA//yojI//nanK//envC//tsaB//hemA//envY//pdeL//ccmD//ycbU//hofP//ybhA//tdcR//xylG//fpr//tamA//ulaG//speG//mukB//dinG//rimK//ubiA//rpmG//cheY//fetB//rsmC//kdsD//yehY//metK//yadV//focB//norR//basR//mtnN//ppk//uxaA//selA//tatB//wrbA//feoC//diaA//tolQ//yehU//entH//hdeB//nlpD//yeaE//blr//rzpR//yadI//yraR//aidB//folC//mlaF//gntK//nlpE//dnaN//csrA//macA//nrdF//yfaE//yafC//pdeL//yhiM//fabH//htrE//purR//narP//pykF//sgbE//tcyP//ydeO//bdm//puuE//pstS//cspA//btuR//aceF//sbcB//sgcX//ynhF//rplO//ssuE//cobB//gmd//hpf//gudD//ydiO//hycI//yihP//crcB//eutK//dnaN//yhfS//ydfK//gcvP//yggP//yoeB//frvR//tatB//rffG//alr//cysG//miaA//manA//rlmA//ynfH//bioA//narZ//bamB//rzoD//yjjV//mngR//ibsB//fliD//pgm//narW//yihS//mliC//yaaA//pmbA//pyrH//nirD//dsdA//ogrK//rhoL//glrK//ydeM//cspE//kdgK//ldrB//aaeB//ribE//murB//caiD//atpH//ydjH//obgE//htrE//nadA//potC//hdeA//ydiQ//hcaC//secG//ybhS//bglH//yjbB//avtA//yjjB//tsaC//birA//agp//fdnH//afuC//nrdI//lptD//tisB//ldtA//yjaZ//fimG//mcrB//ruvB//mlaC//fepB//gyrB//mutL//
GO_0071709_5	cyoE//icd//fimI//ffh//ygbM//mltA//tbpA//fadM//nuoN//rpnA//
GO_0071731_5	dgcT//cas2//hcaB//
GO_0071732_6	nanR//
GO_0071769_5	ggt//
GO_0071804_3	patZ//ddpA//hybO//mprA//gntR//ybbY//dcuC//ygaZ//yqjH//metR//mltG//ldtA//mtlD//mcbR//rpiA//
GO_0071805_4	prmC//hflD//sxy//comR//minE//pfkA//cobT//fumB//erfK//cutA//torZ//nuoE//ygdG//hypA//fumC//
GO_0071806_6	manA//hemC//secD//frvB//recR//pyrH//rhtA//gntP//dapB//rplN//gapA//garK//yagE//ompF//mhpR//yjfP//agaR//nadC//gntT//
GO_0071807_8	flgC//
GO_0071824_5	zapD//
GO_0071826_5	tufB//znuA//hisF//degQ//vsr//yihQ//cueO//flgB//gfcE//ubiH//dgkA//lolB//waaC//mdtM//rsmD//emrK//dgoR//ansA//fadI//csgF//hypB//mdoG//yieL//soxS//insA-1//waaZ//
GO_0071897_6	glsB//rpsN//torR//talB//ykgM//yadN//rdgB//ygfA//ygeW//lpxH//insI4//ybaT//cdh//pspF//dmsB//ldrB//yodD//hxpA//btuF//fdnH//
GO_0071915_9	nuoB//
GO_0071932_8	rnr//
GO_0071934_6	gltS//ppsA//trkA//
GO_0071941_4	opgG//arnB//dcuS//phoE//eptA//fumB//btuR//ycgV//gspJ//
GO_0071945_7	ldtE//
GO_0071951_8	lsrR//
GO_0071963_4	proC//
GO_0071973_6	epd//rfbX//hslU//rplB//cysS//mgtL//atpC//rfbB//edd//yidZ//trmL//fepC//bioH//fdhD//tcdA//yfhH//yjeH//nagC//ybjL//ruvC//dinB//dnaK//yehC//mepH//purF//ybbW//livH//gsiA//yagF//mreC//fabI//
GO_0071975_4	pepQ//
GO_0071977_5	fumB//
GO_0071978_7	proX//mltA//yqjH//yneE//rpmA//rutA//fruB//truB//gabP//nikE//decR//wza//queE//cmk//
GO_0072321_6	fhlA//rarD//
GO_0072322_6	agaA//
GO_0072323_7	intZ//
GO_0072329_7	sufE//allR//ldrA//ydiP//lysR//fabB//ldtD//yjcS//msrQ//ghxQ//yhjD//iaaA//asnC//yhdW//fabI//ridA//ybbY//yjbE//bglA//mdtD//yjhP//yphF//nrfB//narH//bioA//ldrD//yafS//yjcS//ampD//ebgR//gldA//rluB//pspG//mdtL//glmU//caiF//rpmG//cydD//bioH//glpK//moaD//dmsA//ynaI//avtA//nanC//yqjI//aceA//btuC//rffT//glgS//hyaD//ulaA//gntK//yihQ//rutE//kilR//pliG//trmD//kdpF//ascF//araA//hinT//yieF//ybjI//wecE//yhjX//yiaM//yibT//selB//mscK//yebZ//frdA//sapB//waaU//phoU//lptE//borD//lysS//nadE//motA//rraA//
GO_0072330_7	rnd//phnL//purN//efp//ybeF//wzyE//mdtO//yjeH//fimZ//ydeO//insI1//queG//menC//tsr//priC//viaA//mukB//fadD//bioB//ychO//phnO//menH//lysA//cheY//pyrE//norW//cheR//glcA//aroG//pyrL//sbcB//pyrE//focB//uvrB//adiA//yejE//sspA//norV//alsB//elaD//ruvB//lgoR//frmB//ybjC//lptF//yieE//tnaB//panC//kdgT//grxD//yqaB//ydgA//cbpM//tcdA//ttdT//garD//ydiF//appA//
GO_0072337_6	mcbA//ilvI//yfeD//modB//rpmA//cas2//frdB//ybaM//argI//prfC//gltK//ygiN//yehT//marA//yjjB//ldtC//hemB//ydeE//yhjR//psd//aroC//rsmF//yfhM//rihA//ptrA//hybC//
GO_0072344_7	gpsA//amiB//oppF//ypdI//
GO_0072348_5	mcrA//bdm//radA//cmoB//asnC//paaC//yhgF//lrp//insB-4//rnd//hemE//lysA//ynfF//ispH//ydiZ//arnF//rplP//msbA//suhB//yhhY//dgoK//pspC//holE//mprA//yiaT//rplW//cobB//dinD//ybgP//sfmF//metH//aspC//ribA//tsaC//higB//ecpR//fepG//nadE//serS//ydeI//
GO_0072350_7	mntH//mscS//uhpB//cheY//cysB//yehC//caiD//yjcS//insB-4//dsdC//blr//fepA//udp//mngB//umuC//yraN//hokE//wzzE//
GO_0072488_7	ecpR//maa//yehA//cpdA//uhpA//frvB//rhlB//
GO_0072490_6	yheT//fmt//
GO_0072491_6	frc//atpG//
GO_0072501_7	yhcF//
GO_0072502_7	ldhA//
GO_0072503_7	ndh//hmp//
GO_0072505_8	sufD//
GO_0072506_8	aroF//
GO_0072507_8	ftsQ//ygbI//glgX//
GO_0072511_7	pflB//csdE//tsaE//moeB//acpT//rarD//flhE//ttdT//rhaM//flgA//acpP//sdhC//yfhM//rzoD//rhoL//srlD//glnE//
GO_0072512_7	sfsB//gltL//groS//eptB//mlc//nhaA//cobU//thrB//ghxP//dapA//yfcF//dcuA//
GO_0072521_5	lptE//pbpG//ettA//metI//hybD//rbbA//rlmL//plsC//barA//rnd//dinB//ung//glnS//cspD//gatZ//rarA//csrD//ribF//yjbF//edd//htpX//fhuF//lipA//lacZ//dmsC//gpmA//yfcG//torZ//rapZ//prfB//mtgA//yneE//gspJ//hemC//envR//udk//eamB//srlD//pta//mntR//dppB//yfcP//frlC//allD//yhbO//dcuR//flgJ//slt//fabZ//yfbV//rplF//lplA//xerC//rcdA//ptsI//ybaT//bioB//glpC//ivy//paaE//ycaO//tomB//ssuE//aroP//cirA//iap//tdcD//cysS//
GO_0072522_6	yejE//folP//cfa//puuR//murR//gsiD//napB//tas//uxuR//soxS//phnH//lolB//rsmB//mdh//csiR//rplM//arnT//adiA//tauC//obgE//dcuS//pepA//menF//tusB//thrA//acpS//ccmA//garK//osmY//dacC//fliT//amtB//sutR//pstA//glpB//nrfE//hpt//glxK//fre//ydcP//hofP//argC//priA//
GO_0072523_6	uup//epmB//grxD//rsuA//dgcE//epmC//ldcA//gpt//yqaE//yiaB//ymgA//tcyL//
GO_0072524_5	skp//rplK//hscB//ygbM//ribD//gstA//nuoN//yajO//asnA//fecB//skp//cysN//maoP//torA//hycA//bioP//ftsL//menB//htpG//lnt//glnH//yfdO//secG//recB//gltD//rplI//csgE//sbp//rihA//cheR//uxuR//ftnA//cytR//uhpA//maeA//ghxQ//patA//mukB//frmR//asnS//rarD//argI//gatB//metE//pstS//rpnD//waaL//
GO_0072525_6	rpiR//panC//galP//yeaG//pfkA//aqpZ//dhaK//menA//ybaL//rhlE//ptsH//secA//tauA//ydjJ//rsgA//phnC//pgi//fdoG//yhhZ//ybdR//gshA//phoQ//gmk//ycfJ//yghW//yigB//phoU//aspC//yqiG//pdxB//rnlB//cnu//nupC//ruvB//ndh//yqaB//mraZ//
GO_0072526_6	lpxC//slt//
GO_0072527_5	psuG//msrB//narZ//rbfA//cmtA//tesB//yhgF//deoC//nlpI//rsfS//rhtC//feaR//carB//yejA//yddG//pyrB//yafO//grxD//atpF//waaC//pepB//asr//exbB//csrD//scpC//fruK//mhpB//ralR//rcsB//yafC//purL//araF//ynhG//tauC//maeA//abgR//htrE//frvR//hisD//parE//phnJ//ubiB//cysU//baeS//hisM//gshB//menA//glcD//galP//nadC//sgrT//ais//cusB//folA//ybjI//nagZ//rplA//
GO_0072528_6	lpxM//ybdR//yoeB//alkA//ytfE//cobS//iraM//pal//gspI//pdxK//yiiD//ydhJ//fliS//tktA//moaA//psd//lsrR//ttcA//ygiB//frc//trpR//nrdI//betA//secY//sapF//xylE//exuT//phoE//caiF//
GO_0072529_6	uhpA//yigB//hflC//nth//frdB//topAI//rfaC//glmU//aqpZ//hcaC//rplC//narK//araA//ldrA//ogt//sapC//ascB//priA//artI//ahr//rpsQ//rimK//yidD//
GO_0072530_6	hxpA//entA//alsE//dsdA//
GO_0072531_6	ydiP//glgX//ybiH//bssR//clsC//hyaD//
GO_0072581_9	fdhD//
GO_0072593_4	dacA//rpnC//purU//cspI//pflA//yfaX//bamB//dmlR//dsdA//
GO_0072594_5	cmoM//
GO_0072599_6	fadA//
GO_0072657_6	cdaR//yjiM//pgaB//sbcB//kdgT//tktB//murC//cstA//ybjC//yjhB//yjhI//xerC//dgt//ydjJ//hypB//xerC//fecD//
GO_0072714_5	rpmJ//
GO_0075713_7	yedX//yjhG//hlyE//
GO_0080033_5	pta//sanA//
GO_0080090_5	dgt//paaX//ygcW//yajQ//ybbW//afuC//ynfK//rbn//ldtB//menA//yehB//paoC//adeP//exuT//lplA//yhjA//yidL//yijE//ybgQ//paaC//yjjX//ispB//cmoA//pheM//pyrD//yjbF//ibsD//bioF//cspG//rplM//tolC//yfaX//yfhM//dfp//hda//ybjG//yciG//wzzE//treC//fryC//rpsN//lplT//rihA//rnpA//exbB//ydiB//murG//fdhE//dld//glsA2//atpB//ldtB//gph//agaI//pta//hicA//fdnG//gpmA//cyoB//ykgO//tilS//fimH//focA//ybiI//agaS//agaD//paaA//cheR//djlC//xapR//rraB//yihV//recQ//ldcA//ispG//eptC//nuoB//mutS//rdgB//yebZ//yebC//ascG//csdA//argG//ais//gsiB//murI//sdaC//flgC//hisB//waaC//arfA//qseB//eutA//rapA//rnhB//ynfH//cbeA//ptrA//araE//rsmF//yiaN//wzyE//xylB//holA//pnp//yqcG//ispG//emrY//rfaH//hdeD//rfaF//hcaC//hypT//gstA//tdk//slyA//motA//dgoR//nuoM//flgI//yraJ//rpmH//yiiD//purN//borD//rfaQ//cysK//mntS//wzc//lptF//lptB//yagJ//rep//wzc//bcsQ//ymjB//panF//ycjU//yaiP//ykfI//pdxJ//amyA//dtpA//argC//fliT//ynfL//efp//tdcF//yaiV//gapC//chiP//chpB//yobA//allD//grcA//purT//pcm//mrdA//tdcG//ftsK//menD//hdhA//norR//ugpE//dnaA//nuoG//rpsR//yrfG//bioB//ubiB//setB//bioA//cyoB//alsE//rutF//rimO//hycI//glmM//glnH//ileS//yiaU//umuD//ulaG//ftsB//prkB//tamA//yihS//rlmJ//insI4//ybeQ//hslU//pyrL//waaG//mntR//yiaM//ynbC//yigB//hinT//hybA//cynT//rpsQ//mngR//pcnB//mdtB//sapD//smpB//cysP//cra//hypB//ttdT//rluB//nrfC//ubiA//mnmA//rsgA//nadC//dcuS//hslJ//pgpC//rpmJ//sbcD//cysZ//yqiG//yadC//yeiL//ompW//ybgP//leuB//rpmE//creB//yqcC//hofM//ydcT//ftsE//hiuH//add//abgB//ybdM//nadA//envY//fsr//maoP//amtB//puuA//waaB//cirA//yfaU//sbcB//cbtA//spy//flgJ//yjiR//dadA//nuoG//mntS//hflD//mcrB//gshB//wza//cbl//nhaR//lplA//acrR//ydiP//hslJ//gltB//nimT//glnK//rarD//nikR//yccS//ytfR//sucA//mutM//ptsH//glnB//plsB//alpA//kbaZ//gatD//rclR//aroF//uvrD//prfB//yfeO//ulaG//ydiO//cobC//yqeG//dmsA//intA//mtlR//dedD//hslV//ynfH//cheZ//deoR//lptG//yjjG//gudX//oxyR//yifB//eutR//yebG//yddA//manY//pdeK//exuT//infB//sthA//aroF//alsA//lolB//ddlB//bamB//rutB//kdsC//mlaC//setC//aroG//aphA//hscB//yigL//nuoH//tdcC//nepI//rpsQ//mntR//glnL//ravA//frsA//ybhP//gatY//tsaD//gltS//rplM//ddlA//cfa//hypA//metQ//hslV//yfeR//ybaE//narU//
GO_0080111_4	ubiB//ascB//
GO_0080134_5	ybdO//
GO_0089705_7	frlB//ttdR//
GO_0089709_7	nei//htrE//
GO_0089718_7	galT//ydcS//ybiT//uxaC//mtfA//fklB//gyrA//afuC//ycjU//pgsA//
GO_0090066_4	chbC//waaC//aaeA//argR//yjiM//
GO_0090068_7	minE//
GO_0090069_5	gpr//uvrC//scpB//
GO_0090071_6	galM//argO//tas//
GO_0090087_6	ssb//ypdB//rplM//
GO_0090116_7	cysN//
GO_0090143_4	dicC//
GO_0090150_5	hypT//mdlA//prpC//ldtA//hyi//gcvR//recJ//rarA//ydhJ//zntR//uxaA//agaB//
GO_0090304_5	mreD//cpoB//mnaT//thrA//bglF//nlpE//agaA//yghU//dgoD//umpH//fur//opgE//dgcE//tsgA//araE//lnt//nuoN//yphD//rffH//mreC//tcyN//fdoH//sppA//mtlA//nikB//araF//galK//fadE//adhP//ybiT//nagC//purR//bglJ//ushA//nrdA//mdh//ydfG//amyA//pdhR//yhhZ//yqeF//allR//sbmC//rhaS//wza//phoP//rplA//ttdR//mgrB//rof//murQ//dmlA//rlmA//murR//rplY//ptsN//sgrT//ruvB//recF//nsrR//ybhI//cyoC//bdm//sppA//rhmR//selB//ygfX//tsf//kefC//metG//abpA//ftsA//yiaU//tsx//fdoH//yaaY//cydD//yehZ//nanR//metK//cof//fimH//gcvR//pdeH//ushA//yahF//blc//phoQ//rplM//hisI//ileS//evgS//ycgB//ygeV//sfsB//sfsB//yqiJ//ldtE//lldR//bioB//fieF//hflX//yibT//fcl//sapC//menB//rffC//gatA//yagG//lapB//purT//dapA//ymdB//intZ//rnlB//ibsA//exuT//nac//ytfQ//metH//hycA//yafN//norW//fdoH//rpsP//fdnH//yeaG//truC//rlmH//leuC//hybD//trxA//yhaJ//nikA//ybjG//hcaD//alsC//fepA//glxR//phr//ygjR//yedA//hyaC//bamC//ppiD//yphD//abpB//csgA//potE//yhgH//dacD//endA//pckA//moaE//ispU//nrdD//sad//hfq//ybcM//ybhF//hybB//rimL//envR//yqiH//ubiD//crl//pstS//rpsS//hemL//insI1//ldrD//agaR//gmk//rlmL//yghW//ycdX//yghG//cpoB//fimE//sufE//kefB//ibsA//mraZ//pfkA//lptF//yahN//yfdK//rbn//msrP//aroH//idi//rutE//yfcG//tcyL//rimP//insI4//rplY//hdeD//zntR//yhjX//sdhC//ymgA//araD//trpC//puuB//sbcD//rhaA//glnS//hycB//sdaA//fadJ//tpiA//chaA//pspA//alsE//bglX//bcr//hyi//rlmJ//rhaR//glgC//ade//yjjI//ygcW//frdC//ydcP//cmtB//trpL//yqiI//phoP//yggD//miaA//speC//murI//yidL//ldcC//rfaB//dps//yieF//hscB//entC//ygaZ//rnlA//yaaU//uof//fimC//ppc//yahD//rpsO//deoR//ybjX//yejF//putP//yihP//mmuM//nrdI//ftsW//rplJ//malI//frdC//sdaB//cedA//ddlB//proA//rhmR//hrsA//fixA//uraA//parE//ydbK//pyrG//phnN//aas//sapC//phnJ//cutC//phr//speC//rbn//selA//aspC//pdxH//sbcC//ybgP//sucA//satP//atpH//tpx//macB//fimE//cspC//marR//rpoD//ilvB//uvrB//yebZ//rbsC//tnaA//greB//pykF//pgpA//mntR//narP//yiaJ//sapA//arcA//glpD//yjjX//hycA//ftsH//rpoE//hypT//elaD//insI3//hisI//hemB//bluR//secY//ftsA//yhfK//dgcZ//glpK//mdtF//mltD//ratA//cdd//pyrC//nfsB//stpA//casB//polA//eutB//sucC//yihR//flgJ//ygiS//sodB//mppA//alsA//leuS//ompW//yfaL//rna//ypdA//cynS//rplN//ubiB//glnP//accB//ftp//ydcM//ttcA//csgE//rfaC//ydeT//prc//mntS//malY//arnD//sxy//ynjD//ulaC//phoU//yagI//yegT//pgaD//ssuC//treA//ycjY//creB//ynfH//fimF//relA//mak//arnA//lsrK//yneJ//gadX//puuP//galF//pitB//yfeW//cas3//purN//bamC//ilvC//yfcS//acrA//trmD//mepM//ftsQ//gltL//pdeR//pckA//holB//tsgA//ubiI//insA-2//appC//kefB//tauB//hcaF//xanP//tdcE//fis//yegV//umpG//malQ//casA//dnaA//deoB//sanA//yhdZ//cysH//mug//yneE//glcD//rhtC//yiaF//talB//trpR//sbcC//ftsK//kdgT//bisC//mdtC//secE//fadH//yjcO//fepB//gadE//entD//ykgM//rimK//yiaF//yeeA//arnA//recE//serS//ygfZ//ftnA//dgt//yjfF//appB//argF//
GO_0090305_6	yebC//kch//cysC//frdD//trpR//menB//zapA//ligB//csgF//fecB//pckA//argT//relB//nth//ulaB//fumC//ynfL//entH//livG//glnA//ilvD//rpsJ//ptsH//menF//der//pabC//malK//ydiK//crp//gstA//torZ//yeaG//sstT//iscU//lapB//metI//iaaA//dnaE//fhuC//satP//yidP//fhuC//dnaG//cmoM//ftnA//pfkA//ygfX//speB//bdcA//rpsB//sxy//fryC//moeA//glsA1//ycgR//cvpA//rimP//sfmC//fdx//iap//tadA//radD//erfK//ydiB//erpA//pepD//secA//mdtL//ybhF//dcuD//creB//ybbN//tdcD//codA//rpsT//glgA//phoP//ycaO//hslO//slyA//yddA//
GO_0090313_8	cobS//mtn//
GO_0090329_8	fepA//fau//ycdY//lpxD//entE//metK//alkB//
GO_0090347_6	fixC//
GO_0090352_6	murC//
GO_0090357_7	yeeA//ilvN//
GO_0090358_8	tolR//
GO_0090407_5	fliS//msrQ//tauC//malK//cas1//paaE//arsC//mdtP//ogrK//prlF//atpE//argI//ybhA//lapB//csgG//yjeI//ribE//gloB//hinT//sgcR//dgcT//tamA//proA//phnH//garD//yihO//scpB//opgC//cydB//proV//rutA//napD//ydiP//aroH//cysM//yhcN//mppA//hisA//mazG//topAI//lyxK//kdpC//asnS//ampH//chpB//mhpC//dadA//ycaN//ymgF//ispH//appB//msrC//citG//lptD//yjfF//yadC//araE//idnO//cmoM//pgl//sgcC//ybbN//recC//fimE//fnr//lptF//yfiE//tisB//gsiC//yihP//ygbN//rimL//lacY//ratA//rayT//sstT//galF//pflA//yfaE//rraA//yqcC//cydB//cydD//rffH//yjbE//gsiB//pta//mlc//yadK//mocA//ftnA//casB//pyrB//mpaA//yeeL//tas//ptsN//ygjK//ssuB//rppH//ybbW//phnL//yehY//rihA//entC//csgG//hisI//yadG//dctR//hdfR//hscB//metG//srlD//rnd//paoC//pdxY//ortT//yjfP//uhpA//higB//rutB//gltX//araF//pspF//matP//brnQ//elbB//hslU//seqA//pgaD//ibpB//
GO_0090487_4	lldD//
GO_0090501_7	fixB//fcl//yqeF//ybbW//yfdS//corA//leuS//fliL//tdcG//pflC//secY//codB//rzoD//fabG//sdaC//fabB//yqgF//acpT//caiB//aceF//yjhH//glpR//fdrA//csrD//cdh//yciK//coaA//ymgA//yfdK//ydaC//alaC//rnhB//
GO_0090502_8	yjeH//yidC//panE//dxr//betB//araF//kgtP//rsmE//accC//efeO//atoC//aceF//alaE//argT//rpsD//yeaD//copA//ispA//katG//rlmA//pphB//
GO_0090503_8	srlD//hcaD//rlmA//arnB//ompW//ydaN//ascG//frlB//
GO_0090529_5	mqsA//eutD//yphC//ybfA//mog//ssuD//
GO_0090540_10	glpR//ndh//polB//
GO_0090549_5	puuP//csgD//
GO_0090605_5	ydeI//nuoG//galE//cysD//chbG//yceO//mdfA//prpR//waaH//
GO_0090609_6	tatC//csgA//casB//fur//tomB//yjiM//ycgR//rlmN//cvpA//
GO_0090662_6	lrhA//
GO_0097035_4	yeiG//yefM//
GO_0097056_7	argA//
GO_0097164_4	kdsB//dgoR//menI//sucC//yegV//plsC//mtr//aidB//ccmF//fdnH//ydaV//ydcI//ldcC//nuoH//araB//frvA//atpE//betI//waaB//hybD//dcuR//ybdG//fimE//yebZ//rpnB//sucD//
GO_0097237_5	gshB//ybaE//yfaV//truA//uxuB//ridA//gadB//ymgC//emrD//frwC//
GO_0097264_6	arfA//
GO_0097286_10	adiY//
GO_0097292_8	uraA//
GO_0097293_9	ybhA//
GO_0097304_7	bssR//
GO_0097305_5	melR//ravA//kdpB//dmlA//gshA//fliM//
GO_0097339_7	mlaD//
GO_0097366_5	exbB//yajL//narY//
GO_0097428_6	rlmG//yccA//acnA//fadH//uxuB//rbfA//tgt//
GO_0097435_4	cpdB//rlmH//
GO_0097501_4	aceK//
GO_0097502_4	fliA//
GO_0097510_7	sucA//
GO_0097532_4	hpt//
GO_0097533_5	holB//
GO_0097577_5	sfmD//cyoB//rng//
GO_0097588_5	leuE//cysS//dgcT//yjbB//fimA//yraH//wcaJ//yecS//grpE//argR//ssb//yafQ//sgbU//degS//prkB//ydbD//fdoH//nrdE//manZ//glvB//rimK//yeiL//rluC//hipA//lpxD//uvrA//agaW//mltG//insK//hofO//ybbY//
GO_0097638_8	aroH//pphA//dgcZ//ldhA//
GO_0097659_7	ybjI//alaE//greB//ribB//alaS//ymfA//cysC//gltK//hha//parC//yihS//gapA//yhbO//ulaR//lysU//tauA//mobA//degQ//yraH//gpp//dnaT//aidB//nagK//rpsM//dctR//treA//ydeP//deoC//malQ//shoB//yihT//ssuA//tatE//ghxQ//gudD//ftsB//lgt//pitA//hlyE//folD//ribE//dnaA//appY//exbB//alkA//yphB//ccmC//amiD//phnO//basR//flhC//gyrA//norR//nrfF//bamB//modA//dcuR//tsf//yafN//garL//casB//hslU//paaH//hofQ//cheY//rutE//ycgV//ispG//accC//degS//yeaV//rplN//yfiE//ansA//ybiO//ycjD//rapA//tcyP//mutL//cysZ//gph//mnmG//yghO//narX//glmS//djlC//rffT//dhaM//parC//modB//murE//ppsA//tolA//yqiH//fbaA//yjeI//yqaA//frmB//sgcC//ghrB//araC//soxR//cysB//mdtI//dinJ//citG//rplQ//alaE//tonB//hyaD//mtfA//prs//clsC//phnP//secE//htrE//thrL//ulaF//exbD//
GO_0098002_8	holA//
GO_0098542_4	ptsN//phoP//tyrS//garD//rnd//gabT//gstA//ygiV//nei//fdnI//
GO_0098586_5	gspF//acs//ydiB//
GO_0098655_7	hflK//wzyE//ttdB//ppiC//kdgT//hprR//thrA//surA//pdxB//yciT//higB//rpsG//brnQ//ycgR//yajD//rutC//yieF//parE//lpd//lrp//tdcR//yqiH//degP//gmd//mtlD//glnE//lamB//ligB//gltI//yaiV//proA//uvrC//dicB//gntK//yeiE//qseB//gltD//fes//tatB//flgE//cadA//ygiB//pyrC//crp//yehB//queE//fetB//cyaA//tufB//dgcQ//hscC//aas//aroH//holD//emrD//gadB//yhbY//tgt//speC//fau//dcuC//proW//gatY//yhhT//ascG//rutF//add//rpmC//dhaL//ybcL//tynA//rutB//pphB//atoS//obgE//yebK//gdhA//recD//ydjL//mraZ//yceK//infB//ycjU//oppF//adiY//rsmI//livF//ccmD//dut//mutH//fadK//panB//livH//yfeO//glvC//sdhB//torR//fliD//pspA//yadI//ptsH//yadV//rpoD//argI//speC//focB//
GO_0098656_7	gloB//glnD//fcl//yqgF//pepT//thiH//pliG//gatB//ubiE//pppA//ratA//ybbN//ulaB//rlmM//lpxK//dtpC//pyrD//zipA//lspA//pflA//ppc//lpxP//mutM//dsbG//xisE//aspC//galM//flgC//elaA//cutA//rplM//moaB//alsA//yoaB//yobA//yfbR//pitA//gor//fruK//yajL//ppiA//ymgF//dacB//afuB//yahK//evgA//fimG//bglX//surE//yiaA//eptA//citT//mraZ//gatZ//panC//parE//dgcN//pykA//rplF//priB//ubiA//ppx//cysN//frdB//dfp//nuoG//mlaC//dctA//trmI//flgJ//pbpC//ybbY//glpG//ydeP//msrB//ybiI//arcA//tynA//panF//rtcR//rpmE//rpsH//pdxY//hslU//yhgF//ybfA//bioA//waaG//fdhD//rffH//ybiA//cysB//xanP//torC//cpdB//tsaE//hemG//
GO_0098657_5	cca//yraR//chbF//yehY//suhB//uraA//hyfA//hypB//parE//yjiA//sufD//ispU//deoC//ppiC//metK//ssb//ftnA//ybhA//fimB//rutR//
GO_0098659_8	pyrL//glyS//
GO_0098660_7	kdsA//folX//npr//rspB//dsdC//asnA//nusA//ychF//argC//astC//cedA//recQ//rdgC//yhjR//ycjD//hicA//lacY//selB//ftsH//recB//narX//hypF//rpnB//mdtI//cbtA//mmuP//bisC//mdtF//yiaU//basR//glnE//flgI//yihP//adhE//rplA//kduI//pflB//glrK//ampG//sufA//stpA//ratA//yqjH//leuE//dnaB//rhtC//arnF//bamC//srlE//ynfL//ybjG//rsmI//glnS//gcvR//eamA//speE//fumB//glnS//argF//adiY//yaiW//fdhD//secA//nrdR//nanK//kduI//csdE//ycdY//topA//ttdB//lpxH//yihI//pspG//ruvB//sucD//cbeA//roxA//
GO_0098661_8	lgoR//pbpC//proP//tyrB//pyrB//alpA//fumC//dnaT//mdtG//yfdR//ybcM//curA//zitB//kdpB//xisR//rdgC//murE//galS//ackA//
GO_0098662_8	lpd//uxuA//murA//mgtL//trpGD//ihfA//shoB//prmA//minE//cvpA//rnc//panB//folM//ygcO//purR//ilvN//trpL//pdxY//malS//yfbS//truB//rbsR//infB//waaH//ftsX//glnA//cdh//ybhD//tsaE//phnI//bioD1//sufD//surE//uspE//ykfM//ydbD//fadI//ydjL//gabD//evgS//acnA//btuD//flgF//cyoD//xylH//yghO//secA//aspA//trpC//kduI//rimJ//hsrA//cheB//ubiA//araH//glnB//livJ//mhpC//narG//hemE//smpB//
GO_0098670_7	amiC//
GO_0098704_7	torZ//fic//nuoH//appY//
GO_0098707_10	hybE//
GO_0098708_8	purT//ilvD//mreC//lpxH//
GO_0098710_7	pyrE//opgE//
GO_0098711_9	tolQ//
GO_0098713_8	yfdS//mntS//yqjI//rbsR//
GO_0098719_9	raiA//
GO_0098732_6	ykgA//iclR//yheT//araB//
GO_0098739_6	ybgI//rfbC//ompL//tdcG//ubiJ//ydjL//pdxY//yfeR//phoE//insI3//yfaE//holD//atpB//nikR//ftsP//mepH//fhuF//csgE//
GO_0098771_7	fimZ//era//cpoB//rzpR//caiB//yiaA//agaR//yqjI//yeiG//dnaG//yahI//sufB//yiaU//yagU//pspF//dppF//acpH//ihfA//tcyL//yfgJ//fis//dicA//erpA//mnmC//yjeI//intS//tmk//recO//rpmJ//modA//yidH//ykfM//rplR//ansA//glgX//cmoM//
GO_0098776_7	rfbC//hemL//insH-6//dinI//kbaY//
GO_0098795_9	dsdA//
GO_0098869_4	malQ//gabP//viaA//mprA//mioC//chaA//grcA//acrR//chbB//casC//mepA//osmE//lysP//truA//truB//cdsA//cysM//dmsC//lrp//yiaF//holB//yjjB//
