#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tusA//rsmJ//fixC//lptE//
GO_0051172_6	alaS//qseC//ybhI//yigB//csiD//rplW//ybiJ//ddlB//rarD//nuoB//wrbA//cysE//mgrB//hybB//zitB//exuR//proP//pdeF//ecpR//ycaN//srlE//tatD//udk//pntA//ldrB//metG//ybjL//thiQ//yoaB//hisS//nimT//casB//carB//ychF//leuE//treC//kdpD//yadV//ybaO//mltF//cysD//chpS//clpX//atoS//cheR//rsuA//waaZ//xisE//mutS//rayT//yggW//dcp//csgD//ruvA//sbmA//ugpB//ypdB//ilvE//rpsL//hemC//srlB//ftnB//tcyN//yggW//btuD//flhA//aer//trmA//purU//zapC//zwf//yciG//bglJ//holC//pth//ghxP//yddG//waaZ//nirD//mlaE//gloC//purR//flgB//pstB//yjjI//puuD//lpxM//dosP//dmlA//rfbD//mhpB//ybhI//iscX//yajD//arnT//hypB//allR//dacD//ykgA//mgsA//zwf//flgK//tatE//gadE//ftsQ//gabD//trmI//pckA//insB-2//ftnB//suhB//fixB//malZ//gyrB//gmhB//glcB//mltC//rfaE//ribE//opgG//ftsN//xapR//pdeF//dapF//yehB//narU//phnO//asd//cysS//mdaB//potI//trkG//
GO_0051173_6	hemA//ralR//ybfE//gpr//nagC//yfhH//glmU//csgG//rlmI//ggt//yhaM//kbp//ppiA//rcsD//dacA//tyrR//pdeD//ivy//gntK//hyaB//yhgF//yadM//ygeW//rplO//tynA//agp//ybeQ//sspB//secM//ppsR//argD//hisC//skp//iscS//ptsP//exuR//frdD//ybiH//cheB//ypdC//dcp//pcm//murP//yjhC//rlmH//malY//nrdR//treR//cydA//rho//bioD//msrP//kbaZ//bolA//araB//iclR//coaE//pnp//bglJ//cysU//fadR//hemN//yneE//yfiE//accC//yibF//rcsC//elaB//nikE//livM//phnL//bglH//yhfS//rffG//eutR//phnN//frdD//hchA//xisE//gcvH//ybeF//yfcP//ynhG//trg//pck//speG//rcsF//der//fucO//
GO_0051174_6	lysS//yaaA//tag//arnA//yfbS//yqeG//fetA//yfbS//ascG//hisS//
GO_0051180_5	tonB//iraM//yfeW//pepB//entE//fruB//pntA//galR//ynbB//hofM//emrE//yfeD//pyrC//ltaE//yjtD//ppk//
GO_0051181_5	hisG//citX//hscA//ycjQ//bepA//kefF//dosP//yphD//btuC//yjfF//abgB//dnaA//aroG//yhjR//sgcE//glpF//rlmL//rhtB//pflA//ldrB//hcaC//purU//ydeO//fdnG//ydjK//hemD//dps//fimB//uhpC//mgtA//rcsD//narZ//ndh//rlmM//ihfA//puuA//frwC//gapA//csgG//rlpA//ydcR//
GO_0051182_6	sapA//pal//nupX//deoC//dacB//
GO_0051186_4	ghxQ//yefM//treB//rpoS//dapA//arnA//yfhM//yibT//rssA//ymjB//speG//gudP//chiP//gltX//kgtP//pppA//prpC//dcuA//nanK//narX//prlC//mdoD//yibT//mdtF//rep//nfo//yneE//ypdI//kdsD//ccmG//elaB//tdcC//yefM//iraM//tdcR//norW//mcbA//galR//bamD//pal//tktB//parC//lysC//pal//hycI//ygiS//agp//msrB//truB//gntU//ydcP//cysN//yahB//yggP//yagI//crp//ygeV//sgcC//lpp//torZ//rhaA//cpxA//rlmM//rfe//trxC//tisB//sapC//ytfR//yecS//hypA//gpmM//nadE//bglA//mutT//modA//yhgH//trpE//fucA//ppiA//ansA//rutE//alaC//yjfP//puuD//ibaG//ptrA//speE//kefG//rihB//stpA//phoU//yciE//tsx//plsX//pal//amiA//aroK//argR//hypA//csgG//ansB//ybcF//yggX//astB//bamA//cydB//luxS//fbp//waaZ//cysH//arfB//uvrY//yciA//rtcR//ldcA//prpC//dinQ//nirD//tehA//dinQ//ykgM//fucK//sthA//ubiE//gltL//ykgO//elaD//yehA//msrP//ampH//fruB//tas//qseC//lpp//cedA//cspI//iscS//ybaT//yjjG//yfbU//yjcS//tpx//glpF//fumA//uidR//ynfK//fruA//pdxH//prmA//lpxB//mazG//marR//bacA//entB//yjbB//crcB//lplT//galS//abgB//yieE//rmuC//ynhG//elbB//dicB//ybfA//dgoD//nrdD//fryB//nfi//mhpA//gshB//lysO//yhdJ//mglB//elfA//cysM//kefC//waaY//hslR//hslO//rnlB//ompR//pflC//glyS//ybjG//thiP//yciG//sbcD//srkA//ttdR//paaD//pdxY//sgbE//plsC//ygeA//fhlA//gnsB//folX//flhC//
GO_0051187_5	mdtI//pgk//nadE//cspD//yfiR//rplI//gpsA//ispG//ptsI//etk//
GO_0051188_5	ftsW//purC//dinG//hemN//fecA//ycfS//chpS//leuC//insI3//dsdA//mrdA//erfK//iscA//zipA//xylA//znuA//fadH//miaA//ygeX//sfmH//murG//yhjR//frwD//tadA//mukB//fadL//narP//nrfF//rutE//yihS//dinI//psuT//yjhC//pyrL//ldrB//rpsO//mlaD//yhhZ//tolB//arnB//acs//rnhB//glpC//yciE//phnP//hxpA//pepA//menF//lpoB//cirA//yaiP//ribD//rsmF//ygaV//tomB//idnO//frdB//sfmA//acpT//tolR//pgaC//ymfK//nei//npr//erpA//lptF//yafS//ibpA//hcaD//pdeL//moeB//putP//hemN//intE//ddpX//yehZ//tig//yraN//ygeV//yejF//yjiM//yebQ//hofC//mreD//tsaB//panC//hupB//yehW//yfeD//phnG//ycjY//pgpC//yjiY//rnb//yqjA//cusC//kdpA//rutG//cdaR//rplK//cysM//insI1//dhaL//lgt//mrr//shoB//ribF//argR//gcl//ygiN//glnE//sodB//ydiV//pstS//lysR//elaB//ltaE//cca//der//gltP//ldrD//ompN//parE//hybA//srlR//yihX//rpsT//rfaB//kduD//elfG//rsmD//sufD//ilvL//amiA//grpE//yjhG//gppA//yhjV//cbrA//fhuC//zapE//xapB//truC//bhsA//lepA//tdk//
GO_0051189_5	rlmN//gshB//pepB//cyoB//plsX//oppB//rluB//yjjU//moaE//cof//pfkB//yigL//
GO_0051191_6	rpsB//
GO_0051193_6	cheA//ydcM//ycfH//
GO_0051195_7	cynT//
GO_0051196_7	dosP//
GO_0051205_6	ymfA//yneJ//ogt//yqiG//yhdW//mnmE//flgA//yhdJ//gspJ//chiP//
GO_0051223_7	ogrK//rpmG//ddlA//
GO_0051224_6	prpB//
GO_0051234_3	mtnN//gltX//rfaE//yjiR//umpH//yceD//katG//aceA//bdm//btuF//cspG//yciF//rpiA//dppA//dgcQ//phnM//endA//appC//ynjD//yfdC//ydiQ//opgH//yoaA//tonB//lysU//potC//etk//yihT//fabI//nanR//thiM//rcsA//cheW//murP//wcaJ//glgB//topB//udp//bluR//mreC//yjhH//hflK//yhjA//aroE//cedA//lsrB//pabB//flhE//sucB//nuoH//ispG//ompW//yahI//rzpR//pdxH//fdhF//wecA//dgoK//cutA//csdA//slyD//dnaQ//crr//oppC//yaaU//glrK//ybgI//fliS//yfdG//dfp//pdxB//allR//prfA//dacA//sucD//lpxB//dacA//pntB//cyaY//ubiC//lipA//intZ//paaK//paaE//ypjD//yqiH//rdgC//eutN//tatA//coaD//comR//ypdA//stpA//clcA//malZ//mdoD//hisC//nusA//nirC//yphF//dgcJ//etk//tdcF//bssS//pheM//yijO//sspB//paaE//tynA//rspB//dosP//cydD//thrB//tatC//glsA1//yehA//atpC//gspF//kdsB//dnaK//rplT//yrbG//gnsB//yihT//flhD//adhP//casD//allB//cynS//osmY//proS//secD//cho//lpxB//aspS//mrp//murG//wecB//dnaA//sufB//paaF//fumA//yeaE//mog//phnM//acrA//tufB//sbcC//kbaY//argE//rhtC//waaJ//gmk//sspA//torI//rbn//adeP//yihV//yjjW//mdtP//tus//ydfH//ssuD//exoX//araA//btuE//uspG//tcdA//nusG//srmB//ytfT//dmlA//alsB//sgcR//frmA//rhaT//ldtA//sutR//gnd//sfmA//ydeM//ftsI//yddA//hisF//speF//rluC//chbA//trkH//tolC//tnaA//yagE//tsaE//rcnR//yhgH//rsmA//sgcR//acrE//ghrB//betT//iscX//ccmA//yraK//pliG//sbcC//ybcQ//fliL//nadA//dsdC//pliG//mlc//ftsW//mdoD//allD//lolB//yiaN//ybhG//sapA//cspG//tamA//hha//ibpA//uspG//dgkA//ascF//lsrA//fliS//yidR//nrdA//pyrB//mrdA//yfdG//rhaS//epmC//glnD//hchA//exuR//ymjB//ghoT//mgtA//yejA//ybiJ//cobC//nanT//zur//feoB//sufC//ydiK//cheY//mtlA//pepA//ftsY//rnlB//tamB//hisD//rcsD//fimB//slmA//atpB//leuE//tehA//hcaC//rclR//nemA//nhaA//codA//artI//acrE//aroH//yfdR//hcp//purB//uidR//ppiD//glxR//arnE//asnC//ampE//exuT//cysG//opgB//bamC//rimK//murQ//uidC//deaD//ugpE//napB//araG//insA-1//ycbB//rpoE//rluF//plsC//yiaU//rimK//ilvH//yfbU//ygeA//mreB//agaD//fadB//bioF//waaO//sbcC//tauD//gnsB//yohD//tcyL//napA//cyaA//macA//aspC//pdeF//glgB//clpP//amiA//mepS//yhgF//insB-2//parC//hipA//ydiZ//maeA//ykgF//kbp//gloC//ybiV//ssuB//ppiA//fabG//hemF//rppH//rplE//osmY//fiu//betA//pnp//rlmM//ygjH//mukB//mdlA//yjhP//rutR//dcp//wecE//potG//ampD//folP//parC//tusE//mhpA//hcaT//dgcT//rpmJ//opgD//pitB//yfbS//lldD//bglF//purN//yjaZ//gltD//idnK//emrY//ygeX//ydeI//cyoE//yagE//hisG//fdoH//pmbA//minD//hlyE//tamA//lsrG//hflK//hofQ//recT//leuA//lldR//exoX//narP//wzzB//purN//oxyR//hcaF//gutQ//cmtA//hybE//xseA//eco//insE-1//leuO//infC//envZ//tusC//wbbK//truB//mcrB//mepH//yeiG//efp//pinE//pykF//basR//motA//pgpA//melR//ribA//fadI//ycdX//nrdF//fpr//btuE//ptsH//dapF//flgB//fhuF//elfD//pntA//panE//dinQ//chaA//ycdX//insB-2//serA//rarD//scpC//dcm//phnL//dcuR//ecpR//hybB//asd//arsB//ydjM//prmC//glmM//aer//secF//yjjI//pheM//hycB//hinT//ssuC//yjjQ//hybB//nrdF//bcr//ulaE//yibF//cpxA//xseB//purN//gstA//cspD//exuT//phnC//deaD//ybhS//waaF//shoB//yahN//shiA//crcB//hycH//agaR//moeB//fumA//yqiH//mgtA//sufE//iclR//yadN//yhaV//flgM//dsbC//mutH//yggX//mrp//agaW//frdD//cadB//nanS//mrr//hemG//ompL//mmuP//fecD//pstA//ndk//bdcA//idnO//deaD//yobF//hyfF//cof//nuoE//tcdA//mntR//murR//rcnB//fis//ydaN//nrdD//yebG//rpsG//gatZ//modC//dut//ycjQ//mdtN//cysS//insB-4//dcp//yahB//agaA//pdeH//glrR//bglH//tatD//ydiZ//rsmB//osmC//allS//menA//znuA//srlD//ftsI//yneE//yfiE//nanE//ribE//hinT//kbaZ//rsmB//tatA//ribF//hdhA//rpsB//arcB//aslB//glgA//rmuC//pgm//tusC//tamA//mgrB//ybiS//umuD//entD//pyrG//mltF//cho//mlc//rluC//yieH//elaD//melR//chbG//trkH//iscS//proB//nac//agaI//nagB//sapA//poxB//xseB//yfgI//recQ//rimO//galR//groL//kefB//pgm//hflD//dcuC//csiD//yaaY//nrdB//cadB//yfcF//chbF//ycfL//ccmD//nadA//wecE//rimK//srmB//kdpC//mazF//mrdA//pdxJ//ispH//pth//plsX//sugE//potH//trpS//kdgK//phoP//rcsD//ybdZ//yegD//lolB//
GO_0051235_3	waaH//tsgA//acrD//
GO_0051238_4	yqhD//norV//mnaT//
GO_0051246_6	flgM//ilvE//rnlB//lsrK//hslJ//yraN//yafC//trpGD//rcnB//scpC//ygfA//mnmE//pykA//yiaB//atpH//narL//aroE//radA//frlB//cyoE//glgB//chbA//dnaB//argR//nuoF//ispH//gabT//mutL//fkpB//prpB//aphA//dnaJ//dhaK//ibsA//ldrA//prpD//fbp//rseB//malZ//acpP//sdhB//ybjN//insB-4//ybaK//gntU//dgcZ//yghU//purL//nrdH//ribD//trpB//ydbD//chpB//
GO_0051247_7	mukB//yciK//def//mntH//caiF//rimO//dnaT//uxuR//lptG//alsC//gpmA//
GO_0051248_7	insA-1//gdhA//livK//malI//gmhB//tdh//xerC//secG//yciT//ypdA//ompL//decR//phoB//xylH//entA//yafS//yjjW//bioF//lpxT//cbl//yhjX//alkB//xerC//fmt//argS//fdhF//thrA//intE//metR//sdhB//narZ//
GO_0051252_6	yciF//agaW//hpt//hycA//mntP//hypC//lasT//fepA//cmtA//paaB//lpxK//umpG//ydjK//rnhB//dinI//mhpT//galR//aroB//ykfI//cspG//waaC//mltA//yegS//ubiG//tap//dacC//ilvI//prpC//tsr//ybjI//pmbA//yedL//yojI//mhpD//eutB//waaP//hisC//rlmM//rzoD//slyA//idnO//pdeL//tyrR//fucO//casD//cirA//prc//ycaO//eutD//ybcJ//tmk//ydjK//rbsA//yagI//opgG//yejF//lepB//moaD//clpP//ftsW//gcvR//yegD//yidD//fadH//arfA//cspC//cobB//recN//osmY//sugE//wecA//phnP//yjhH//basS//allR//ybeY//fdrA//yeeL//waaB//dpiA//mcbA//tdcE//gsiA//cydB//srmB//glpK//nhaA//hfq//birA//diaA//ydiR//murP//ybhP//accC//dtpC//mgtL//panE//minD//btuB//rph//slyD//insE-1//rseB//ydjL//maoP//treC//nuoF//yfbS//ygaZ//uspG//fadJ//matP//yhaM//alsA//hslO//brnQ//ccmC//mtgA//cpxA//yggX//tpx//rpnA//dmsB//yoaA//aroH//appB//malF//ahpC//arnA//wzyE//tdcA//appC//yhbX//ygiS//ybeY//frlR//fliG//pta//ydiK//ygiV//hchA//prfB//betB//rcnR//rlmC//rayT//ybiA//yjjW//ybjN//yabI//rcsD//yhjG//preT//infB//lolA//glpF//ypdI//lsrG//ugpA//abgB//kdpB//mglB//rimO//proC//gltD//ycbU//rpsH//rdgC//rhaD//chbB//yidA//etk//accB//proC//eutK//rseB//abgT//thiI//pcnB//ushA//ykgM//alaA//serS//ypdC//lplT//yahN//mreD//artQ//rclB//nikB//rfbC//dkgA//cysH//hemN//atoB//rluD//queG//gcvP//rseP//aslB//rnlB//fetB//yhjG//dkgB//potH//topB//yqeF//fliT//fdhF//glsA//ruvC//yieF//yfbV//fepA//dsbD//fre//nanR//hcaC//bluF//lpxT//idnK//ygiV//argG//rseB//edd//oppA//nlpE//cpxA//rppH//flgB//fabH//mglA//rpmE//fryA//dgcM//fiu//cas1//nfsB//hisD//yqjH//dcuD//prkB//cysU//gyrB//trpC//elyC//caiF//rna//lldR//glpK//mgtA//tbpA//prpD//asmA//ampE//radD//rluA//coaE//atpG//cbl//xapR//elfA//pldB//yagU//pspG//hscB//pdeK//ydcM//sspB//rhsD//tdcG//rusA//astC//yjjV//yghO//proB//ygcW//rpsN//
GO_0051253_7	aqpZ//menA//rffH//ddpX//psuT//cueR//bioD1//greA//mreC//ybaQ//aaeR//mglA//rplB//yagJ//ybeQ//ptsI//torY//accC//fabD//mscL//sufC//envR//copA//sapF//putA//rpsM//pflC//rfaF//uspG//metG//mhpA//rpsN//corA//nrfD//yafC//ilvA//yfaE//qseB//murP//grxD//aroF//yneL//mglA//ccmH//ybiX//fimA//ligB//ycaO//ompW//scpB//ydjL//yqiH//cysK//glpG//maa//fepC//kefC//emrB//sdaC//hdeB//rsmJ//amiD//entD//dinG//dpiA//kefC//ydfH//dsdC//yojI//rbbA//arnF//rpsR//glnP//nusG//csrA//gsiB//torC//aphA//cutC//paaZ//ydcM//prfA//glmM//pspA//yhgH//yajD//sufS//mazG//pflB//ebgR//amiC//yhfK//yfcR//ycjY//setA//rcsF//yeiE//ilvD//frdB//
GO_0051254_7	argE//priA//deoR//glgX//fhlA//yebZ//sfmF//mgtA//cheR//ascB//ftsL//ansB//hxpB//pck//fis//rffH//ybaO//rhmD//gstB//rluD//yegT//murF//cbrA//phnM//gspF//phnH//pdxA//hipA//smpB//ribC//lplT//cueR//ftsI//hdeD//nfi//yfdG//recC//panB//dppF//alsK//clpX//hdeA//clpB//ygbM//yciH//znuA//maoP//folP//yobF//rtcB//cysB//yccA//rplB//thiH//nuoH//artI//yadV//rng//ftsH//asr//insA-2//yrdA//malS//mqsA//dgcF//rplJ//norV//yehA//tusA//azoR//hupA//lamB//hscC//ihfA//yghB//
GO_0051258_7	malS//
GO_0051259_6	ssb//higB//yieL//rbsR//rfaG//iscR//ychO//rpiR//dhaK//mcrB//rnlA//hyfC//fabI//paaD//pgpB//zupT//gatD//bglJ//yiaL//paaE//ybiH//uspE//nrfD//ompW//insI1//citG//yafQ//msbA//malX//xylH//uhpA//lptE//intA//arcC//cpxP//manZ//aspS//rlpA//aqpZ//rna//fadH//marR//sapD//qorA//gmhB//ibsE//csgE//rcsA//baeS//adeD//insI-2//
GO_0051260_7	srlR//eutR//tsaB//rapA//ariR//lolC//rimO//kdpB//rplL//yphF//ygbN//glnK//acrR//rhaA//mutS//sgbH//groL//sanA//insI4//cbeA//sixA//acpT//dsbG//yjiR//yciF//pflC//znuA//ltaE//ycgV//kgtP//narQ//glnK//katE//cmoB//cmoA//ymfK//gatC//ispA//sdhE//rsgA//yafO//ansA//casE//rutD//hslU//zraR//yafO//
GO_0051262_7	tcyN//aes//rmuC//lsrR//ptsI//yggW//norW//dsbG//yjhC//mcrA//ftsY//mazF//ydiZ//rimK//mtnN//menA//fdx//ppx//mcrB//prfB//nhaA//ykfI//hisI//elaB//recD//cpxR//prmB//nagD//ykgM//argG//rutF//ompG//hinT//xdhB//ykgM//argC//
GO_0051270_5	plsC//rne//purL//cmtA//cueO//secY//nuoI//tsaB//ppiC//chpB//hybF//potB//sgbH//argE//plsX//mazG//
GO_0051271_6	yjiM//trxA//frlB//ompW//ybiO//nanS//yidP//tap//ubiJ//
GO_0051273_7	phoQ//uspE//rsmD//waaJ//yeaK//xanQ//nrfA//
GO_0051274_8	chbR//pepT//ybhS//puuE//yehD//yhcH//ydjH//
GO_0051276_5	yqjA//mreD//rnpA//solA//yihS//rrrQ//ycaO//trpR//mscS//insH-6//allC//elbB//lptC//mioC//fabR//glrR//yihU//pbpG//yhaC//uidC//bioF//murP//exuR//mobA//puuC//mrr//
GO_0051289_8	iraP//roxA//hofM//glsA//yphC//yqeA//gntR//yhjG//gstA//acpH//nirD//citX//ykgO//moaA//lpxP//frwD//tilS//yidD//opgD//rraA//nhaB//tamB//csgG//phoE//nhaR//ypdC//yjjI//ssuA//umpH//tolB//ybhD//cbpM//dsbA//gadW//nlpA//dgcQ//
GO_0051301_3	yegT//narY//xapR//ygcR//cyaY//frmA//pgaD//rph//casB//paaH//mltB//sutR//allC//yjgX//ddlB//glnS//acpH//ybhF//rimI//frvA//sodA//dxs//yeiL//queD//mdfA//leuB//gcl//tabA//gadX//gltK//ppsA//yhjR//narZ//yjbE//tmk//guaC//
GO_0051302_5	aldA//rpnC//surE//xdhB//basR//ispA//fetA//raiA//pnp//queA//psd//chpB//selB//ispU//
GO_0051304_4	eutB//
GO_0051336_5	gadC//intA//hscC//nuoH//ynfE//cysK//insE-1//ghxQ//bssS//adk//matP//aspS//eptC//tmk//hcaD//greA//yagU//rluD//hflC//malE//ygaV//scpC//ppk//recO//dtpC//
GO_0051338_5	entS//yebG//mltC//gadB//
GO_0051339_5	fecB//
GO_0051341_5	clpP//ynaE//
GO_0051345_6	rfe//rcsA//aroH//ghoS//exbB//yiaF//rpmC//glpB//
GO_0051346_6	dinI//yfjR//ccmE//hrsA//lpxB//rplW//glcF//holE//yiaO//dgcJ//sbmC//
GO_0051347_6	prlC//kdsC//
GO_0051349_6	abgB//
GO_0051353_6	rfaE//envR//
GO_0051391_8	mprA//
GO_0051409_4	gspE//arfA//
GO_0051410_3	uraA//
GO_0051452_10	mliC//
GO_0051453_9	rbfA//eno//gatY//nudC//arfA//borD//uspF//rodZ//
GO_0051454_10	fimE//nrdE//cmtB//gsiA//kefC//
GO_0051476_7	pflB//
GO_0051484_7	rlmM//
GO_0051493_7	yagJ//
GO_0051495_8	nrfC//
GO_0051595_6	pspG//alaS//rmf//ldtD//mug//
GO_0051596_6	flgD//mltB//murB//ydiO//aroB//asnA//ymfA//yjbB//waaO//putA//flgM//hslO//psd//rho//cusS//mhpB//yihR//fiu//puuA//grcA//glcF//bolA//fis//gspJ//tolA//nrfC//pinQ//rpmG//
GO_0051599_4	btuF//
GO_0051603_6	appB//rhaM//treB//glsA1//plsC//nudG//
GO_0051604_5	cheZ//zntR//paaC//betI//mcrA//sdhC//acrF//srkA//kdpC//fbp//gloB//yceO//yhhY//feoA//ybhG//artP//lacY//yfaX//lysR//nudG//waaS//curA//yjjX//ftsP//bglF//abpA//ybiO//arfA//nadE//mscS//gcvH//yehU//ndk//mdh//pliG//yehX//adhP//citG//amiB//rarD//
GO_0051606_3	yciA//argS//
GO_0051607_4	malI//ygiW//mprA//rspB//bamD//uvrA//ynfF//lolA//yhbO//treA//
GO_0051641_3	cydB//metB//rplQ//mdtI//dapF//nikB//ybhP//ebgR//yeaV//thyA//yhaO//yqeA//rlmM//wcaJ//rho//rsmI//lipB//yfaU//dnaQ//rpsI//pagP//atoC//hicA//
GO_0051649_4	atpB//flgE//symE//tbpA//baeS//rutE//srlE//wza//ynaE//dsbD//ppx//ggt//flgM//
GO_0051651_3	acnB//yqjA//narY//
GO_0051668_4	yagG//
GO_0051691_5	rbsB//secE//
GO_0051692_6	pepN//rpsA//
GO_0051701_4	pgi//dapF//cysE//ulaR//arnE//dinJ//dapA//mrdA//yfcG//creB//yphC//bglB//leuD//ibsD//rihB//polB//
GO_0051703_3	gatC//dbpA//chbB//skp//recD//yieK//proB//yajQ//
GO_0051707_3	caiF//glpT//lsrD//relE//lsrD//leuO//mhpA//allD//rsmI//recQ//pgsA//gntU//ygbN//artQ//
GO_0051715_4	frdD//
GO_0051716_3	yihW//nudG//puuR//arfB//yifB//bcsQ//yqaA//casA//mepM//yhgH//pflA//rapZ//entF//hxpA//pyrC//yfgI//iscU//dhaK//gabD//sgrR//panD//glpD//bglH//glgB//tabA//treA//uidC//rpsS//alsE//marR//bglJ//ubiC//csiD//sxy//hflX//fkpA//patZ//kbp//ispA//paaF//malP//chiP//cspE//nudF//minE//cnu//icd//efp//rne//cydD//narP//cysU//yhbQ//rihB//adiA//amtB//trmL//nemA//flgD//rhlB//yebZ//yedL//rluA//glgP//lolC//frdA//fabG//ydbK//upp//rlmA//yceD//lpxH//etk//zur//asnC//ompT//hybF//thiM//mdtB//nrdB//dnaK//clcB//nadB//shoB//gfcE//yoeB//dnaQ//rhoL//zur//ypdF//sapA//rlmL//topA//holC//ykgO//nemR//puuP//galR//slt//alkB//syd//clpS//aceF//cmtA//dxs//pheT//trpE//baeR//fliA//agaV//mdaB//glnE//tcyN//lpxM//hupB//yfbU//dinJ//rph//cobB//cspA//sdhC//trmJ//ubiX//serB//npr//ccmD//argR//narW//pitA//ghrB//ralR//lysR//sbmC//ftsX//eco//sodA//dppB//dcuB//treB//rbsK//hyfC//recO//tqsA//trpS//yccX//rodZ//prlC//ybhD//cyoA//cydB//xapB//ghxP//frlR//pspG//ulaG//torC//sgbU//ybcQ//yqgF//nagC//accA//upp//bisC//cmoB//ftsA//ybdR//malF//yahN//ydgA//rpsE//rffH//dppF//mltB//trkH//frdB//fucK//malG//fdnG//leuO//epmB//ydiQ//mrcB//yaaY//recT//opgE//proP//yaaA//deoC//ygfA//ubiJ//yfeO//acpH//yrdA//dinD//frmR//pck//dinD//kdsB//oppB//ynfH//waaJ//idnT//yfcF//glmU//ydcT//yagU//uraA//yigL//glpK//ykgA//ridA//mscL//sodB//rpsG//flgI//livK//atpG//entS//gsiB//phnM//abgB//gadE//gltB//pldB//hybA//ydiF//raiA//cdh//asnC//hisQ//arnF//glyS//kdgK//rdgC//moeB//lhr//fixA//amtB//cusR//ssuA//groL//yfhH//ssuA//yaaY//rlmN//rpoD//xapR//yafO//ychF//yahF//potG//rplN//hyaD//otsA//ubiI//yeaD//yqiJ//yeiG//ligB//tatC//holB//yagG//rusA//ebgA//ygiS//atpE//rhsD//adeD//dcm//zntA//cobU//ldrB//sgcC//lsrB//narG//ycgV//yiaN//nrdD//rpmA//ompW//yggF//insI-1//tar//ilvI//cyoA//elaB//tauD//trpGD//rpsR//ycgV//ydjH//yfcF//fepA//mipA//modC//ftsX//rimL//abgA//yihV//fadB//ratA//otsA//ubiI//metG//ssuC//uvrD//kdsB//ssuA//kbaY//gnsB//rimO//uidR//nfo//yehC//insE-1//hisS//atpH//ulaB//pinR//putP//acs//ymgC//ymdB//zraR//rsmG//cyoE//trpR//dtpC//bioD//murE//csrA//rsmA//dacC//rimM//gph//soxR//nagB//btuB//aaeR//casB//hyfF//gcvR//rof//ygiS//cnu//dsdA//gloC//ruvB//ydjL//kgtP//queE//secG//mdtQ//malZ//panC//yhhZ//phnN//hdhA//ettA//
GO_0051726_5	rimI//ddlB//purB//dsbC//yccA//
GO_0051781_6	yfdO//thyA//
GO_0051782_6	fdnG//cdh//coaA//yodD//fadH//zraR//zraR//
GO_0051788_5	ydcT//
GO_0051790_7	uvrY//
GO_0051806_6	yghW//yaaA//phnO//hybB//btuF//lgoR//livF//hslR//
GO_0051817_5	garP//hslR//pepD//elbB//
GO_0051818_6	ubiE//glpT//eutB//clcA//
GO_0051828_5	thiM//mraY//tsaC//prmB//cspB//ycdX//hybA//frlB//
GO_0051883_4	ybjX//yqiG//narK//ilvE//
GO_0051977_7	prmA//
GO_0051983_5	lldD//
GO_0052126_4	trpD//borD//yehZ//pncB//
GO_0052128_5	rpsI//
GO_0052131_6	dcuS//
GO_0052192_3	yihQ//truD//cadC//sdhA//
GO_0052547_6	mdtJ//sbcC//yhcN//
GO_0052548_7	envY//aes//
GO_0052646_5	fixC//mntR//eutB//lepB//lhr//
GO_0052652_8	flgF//ribE//
GO_0052653_5	msrA//
GO_0052777_7	glnQ//ffh//
GO_0052778_6	lpxL//cysA//thrB//
GO_0052779_5	dgoD//hdeB//yjjI//
GO_0052782_6	caiB//insB-2//
GO_0052803_5	ahpC//ackA//yhcH//srlD//mlaB//malK//mdtM//cysK//
GO_0052837_6	trpS//
GO_0052838_5	gatC//
GO_0055062_9	yidK//
GO_0055065_8	lpxD//adeD//aqpZ//nfo//dapB//aspC//yhcH//yhjB//decR//ackA//ycaO//yiiM//allC//pgpB//gabP//malQ//hemL//cdh//ndk//fis//atoC//nudG//tmcA//phr//trg//lysA//
GO_0055067_8	ydhC//potE//murB//lacZ//lasT//mngA//ypdF//malS//pspG//ilvC//preT//atpE//
GO_0055069_9	deaD//
GO_0055070_10	hdfR//tehA//recQ//tauC//hofQ//qorA//
GO_0055071_10	argA//
GO_0055072_10	eptC//pspF//yihQ//tabA//pyrG//yfaE//rsmI//narZ//ygaH//fabH//ybeF//rfaC//ptsP//mrdA//
GO_0055073_9	yfcF//
GO_0055074_9	pldB//
GO_0055075_9	cecR//
GO_0055076_9	glnK//ybjI//yraH//yjaZ//tmcA//asnC//kefF//yqiG//yqaA//dppF//yidZ//agaW//eutN//rzoR//ydiK//ycjY//gfcE//ydfG//rlmE//menC//rcnR//ulaC//
GO_0055078_9	codA//kdpD//ydeP//
GO_0055080_7	ychO//zraS//mtfA//lpcA//ytfQ//ccmG//fabH//kduD//glpF//dgoT//gabP//allD//insE-1//ppiD//nusA//ariR//rzoR//tap//mioC//yedF//thiC//speA//dfp//fdrA//mngA//rpmA//yggF//pyrL//yraR//ybjC//sbmA//yqjI//yjhB//yadI//rpnC//
GO_0055081_7	birA//
