#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lpxL//coaA//bioD1//fdnG//
GO_0065009_3	adiA//nagE//ulaF//ydbK//otsB//fau//katG//ubiD//casB//barA//rlmD//coaA//murD//pcnB//sdiA//ubiI//malP//yjhI//intS//moaA//prfC//nuoB//dppD//sulA//rbsR//fumA//frwD//purC//metL//csgG//citG//secY//pdxK//tktA//sufD//guaC//dcd//mltF//ycjQ//aroD//lptG//yehZ//tufA//ompN//ydjH//ligB//tolA//uhpA//yedA//tauD//fliS//yjbF//ybcL//yfaX//hflX//vsr//pspD//cysH//yraR//ytfE//leuA//asd//murG//thrL//fkpB//sapB//ppsR//hemC//kduD//yhaV//pliG//acrE//spy//aroA//yoeE//carA//narL//
GO_0070084_7	yefM//
GO_0070085_3	efeO//csrA//
GO_0070178_5	lptF//
GO_0070201_6	ydaV//ribA//mukB//
GO_0070206_7	puuA//ldtE//fepG//efp//
GO_0070207_8	frc//yjiM//hslU//fdoI//
GO_0070297_7	bcsA//
GO_0070298_8	gutQ//
GO_0070301_6	ubiF//napA//hsdM//ghrB//gloB//ychH//dmsA//yhdZ//serA//emrB//
GO_0070329_5	garL//tqsA//
GO_0070413_7	zwf//viaA//
GO_0070415_6	ygjK//alaE//
GO_0070417_5	waaC//malS//dsdX//yeaV//
GO_0070453_7	lapA//
GO_0070475_7	hslV//uxuB//phnH//wbbK//ybiW//ygaZ//shoB//murA//galR//cspB//sufC//mltD//ulaF//setA//rhtC//sdaC//hemN//rihC//ttdB//
GO_0070476_7	sgcB//menD//
GO_0070482_4	ydiB//yjjG//hcaC//hisA//
GO_0070525_7	paaD//gabP//arcA//atpC//
GO_0070574_9	nagA//rplF//ghoT//grpE//
GO_0070581_8	tktA//
GO_0070588_9	flgB//
GO_0070589_6	tdcC//rutB//tonB//livJ//yadI//puuP//yfdG//nadE//cpxR//ihfB//waaZ//ybhF//nuoE//crcB//dgt//ykgM//abgA//epmA//yfiE//yehC//corA//ligA//ribA//pyrL//gcvA//sutR//rimO//aer//dcuB//mutY//hisI//trmB//prlC//fadR//waaZ//betA//rplP//ppiC//cysG//aroH//aroE//arfA//fucP//
GO_0070627_10	gnd//
GO_0070646_6	modB//
GO_0070647_7	pgaB//
GO_0070689_6	cydB//bamB//
GO_0070716_8	rsgA//
GO_0070726_5	narQ//trpE//
GO_0070727_4	yghO//ilvL//ushA//ribB//tatC//cusA//yqeA//paaB//modC//insK//pspG//rfaD//thrL//glpB//yqiJ//yfgO//sdaC//
GO_0070778_6	ilvB//deoC//
GO_0070838_8	ybjI//ybgI//serA//pncB//yifB//yedP//ydeT//raiA//gltP//ydjE//ynbC//glgX//leuE//treA//yjjQ//
GO_0070873_7	hemF//cycA//
GO_0070874_7	hmp//
GO_0070875_7	accC//
GO_0070887_4	nrdD//frvR//fadJ//srlB//rsmB//dkgB//lysA//yhbS//dhaK//sulA//qseC//fdnH//ascB//narI//rutA//rarA//gph//eutN//ispF//xisR//mhpR//ybjG//ilvD//rclA//puuP//yajQ//clpB//agaB//secE//nrdI//kduD//ychO//ftsZ//dppA//dauA//grxD//etk//tag//lsrR//trmH//cas1//dcm//rpoA//coaD//dam//fadR//lptC//vsr//epmC//cdh//malQ//hpt//hybD//pgaA//flgI//pyrB//ubiC//ribF//yhdX//baeS//
GO_0070894_6	hofO//
GO_0070925_5	mrdA//idnD//msrC//iscU//pykA//yfcG//argR//ssuE//ilvB//abpA//
GO_0070930_7	insK//
GO_0070972_7	entC//
GO_0070981_6	murD//
GO_0070982_5	ybcJ//
GO_0070988_3	gph//rsmF//
GO_0070989_4	mgtA//
GO_0071103_6	truA//ssuE//ydcZ//trkH//clpX//galP//ynbC//puuB//glpC//ldtD//glcC//mpaA//xerC//ompF//exoX//potF//yiaJ//yfhM//rcsA//
GO_0071139_6	dhaK//ldtD//
GO_0071214_4	gltS//nlpI//rpmC//argE//nrdG//yraJ//tyrR//ubiC//yihP//xerC//narW//fruA//erpA//ynhF//trpE//wcaC//rpsK//mtnN//eutA//ybdG//tcyP//tar//lexA//panB//
GO_0071218_6	sufB//
GO_0071229_5	hcaB//narL//nudC//arcC//cpdB//
GO_0071230_6	mtgA//
GO_0071236_5	hofC//rsmA//mrcA//sodB//waaL//garP//kefF//trxA//rplN//zapE//bamE//yaaY//xylE//kdpA//waaY//lsrD//csiR//lpxB//
GO_0071237_6	ruvA//rpsT//
GO_0071241_5	fepD//yddG//cbeA//pabA//purC//tdcC//ibsE//pspG//lacZ//abgB//pal//dgoT//phnO//glgS//djlC//murP//nusA//
GO_0071243_5	hdeA//
GO_0071248_6	mcbA//dbpA//ybhI//phoE//bamD//uxuB//rbsD//hcaF//tsgA//mlaE//frlB//yeeO//hiuH//intA//
GO_0071249_6	preA//nagB//
GO_0071250_6	lon//yhjX//
GO_0071265_5	mutY//tynA//hycI//arnD//dtpA//
GO_0071266_6	potB//cydA//
GO_0071267_6	ratA//rplK//aceF//
GO_0071270_6	yeaD//iscA//
GO_0071271_7	ynfF//rpmC//
GO_0071276_7	cueO//hdeB//
GO_0071280_7	nikB//gmk//
GO_0071284_7	ecpR//
GO_0071286_7	lpxP//rbfA//
GO_0071287_7	ybhJ//
GO_0071288_7	gadE//ltaE//
GO_0071289_7	pgl//
GO_0071291_6	ymgC//
GO_0071292_7	rraA//lplT//
GO_0071294_7	alkB//menC//
GO_0071310_5	btuR//galE//yadG//gcvH//sapD//dld//deoC//nac//rspB//yedL//yehW//
GO_0071417_5	hisF//dapD//gloC//
GO_0071421_9	ygcW//yihS//cbl//
GO_0071422_7	yibH//metL//hldE//
GO_0071423_8	alaS//
GO_0071453_5	ttdR//hybA//sodA//
GO_0071454_5	bamD//kdsD//
GO_0071456_5	ccmA//
GO_0071467_5	dcd//ychH//nrfB//ptsI//higA//cspD//yjhI//symE//proB//sbp//artM//
GO_0071468_6	trpE//arcC//patD//endA//galR//apt//rimO//gpr//cpxA//eptB//
GO_0071470_5	metC//zapC//prpC//aceK//dnaT//rpoH//recF//lrhA//zitB//ttdT//
GO_0071474_6	cydC//yidZ//ldrA//yohD//
GO_0071478_5	mpaA//flgB//rpsA//
GO_0071482_6	radD//entA//yegS//
GO_0071483_7	htpX//
GO_0071495_4	zraS//yobF//npr//
GO_0071496_4	potD//malK//etk//rhlE//bamA//rutA//bhsA//glpF//rbsK//proA//gcvP//srlR//yagU//mdtQ//cysM//ycjD//insI-1//ldtC//rhsD//tcyJ//qorA//gpmA//fdoH//yihX//yagJ//xylA//bglX//rfbB//hisF//rffC//rhtC//ycfH//gabD//mtn//fadH//ibsD//adiC//bipA//mhpT//rseB//ydbD//xapA//rfaG//yaaY//bioD1//rlmA//manX//rlmE//pyrH//trpS//tomB//rluD//ybiH//
GO_0071500_5	fadE//
GO_0071502_5	ybjG//
GO_0071545_6	deoB//gudP//
GO_0071554_3	ugpC//galF//yhbY//acrD//waaO//gpt//ybfE//ydhQ//yieF//ldrD//ldcC//slmA//rmf//ypdI//mglB//adiY//sgcA//prpD//znuB//hflD//yhjR//sufE//yajQ//
GO_0071555_4	plsC//cysC//ynhG//yqeF//malK//sdhA//yaiV//dsdC//phnC//rluA//intQ//yrbG//rhaA//
GO_0071577_9	glpX//garK//rapA//pagP//dut//yfdS//speB//
GO_0071616_6	rssA//helD//
GO_0071702_5	cspD//pabA//lit//rlmF//argK//kbaY//frlA//nuoE//bamE//nagC//pyrE//fecB//yegT//htpX//pepQ//yqeG//uidA//glpA//glk//flgC//livM//bluR//iscX//lrhA//amyA//uspB//rplL//rseC//nuoL//ybeY//yddA//clpP//mak//cysP//glpF//rsuA//mltF//yqjA//lptA//treB//corA//mdtO//rhmR//ptrA//hisP//menH//hfq//waaA//ybhP//pdeR//yrfG//nepI//lsrA//gabD//ybiT//gloB//caiD//nirD//kilR//nanA//panE//ampE//pyrH//manA//ynfK//relA//ftsL//kdpE//gldA//artJ//livM//sgcR//fadH//waaQ//tnaB//uxaC//pepQ//cmk//slyD//envZ//eco//ung//crfC//arfA//gppA//yejA//mlaD//glcF//arnT//pnp//yahO//waaQ//thrC//ybiY//creC//ung//yhjC//sodC//gpr//rplA//gutM//ybiH//bisC//adeP//atpF//yieL//araF//kgtP//fadJ//prpB//yfeX//metQ//iap//adiC//yijO//waaC//nanT//xseA//fbp//atpB//yfjR//citE//acnB//nth//nrfD//tufA//glcF//fdhF//suhB//cvpA//lpxL//hisQ//waaQ//yggE//wzzB//ghrB//rhaR//mmuP//ycfH//proB//proP//mzrA//ychH//gor//nrfD//yeaE//mglC//ortT//fhuF//tadA//rfbX//fimG//cas1//yigB//srlD//deoD//recA//ybjI//dapD//cysN//mepH//glnP//fadJ//ydcT//lyxK//bglJ//hypF//ugpB//insB-2//phoR//hxpA//yjcO//dhaR//ydcI//fbp//nhaB//mocA//pabC//cdh//frdA//gadA//sbcC//dxs//flgJ//rraA//thiQ//yhjX//gcvT//yidQ//ampG//lgt//trpC//arcA//pdhR//dmsB//nrfC//mdaB//nanC//rpmG//codB//pldB//nagA//rimL//yccX//deoB//yqaB//rsuA//cspG//argF//mutY//lacI//mepS//deoD//yaiV//tatC//dam//yahB//deoB//msrB//accA//gltX//pdeH//asr//ykfI//gluQ//yidC//cysK//nimR//selD//yccA//sohB//msrQ//fhuC//ulaA//lacI//nuoL//rplA//rplK//serC//sodC//nuoN//preA//rnpA//mipA//ycdX//phnI//pepN//clsB//xylE//yjfP//mak//acpP//sad//hypE//lplT//ibsB//yhjB//yhdW//potH//glnD//fhuB//hdeB//nusA//cynS//csgF//guaB//nirC//yqiI//tnaB//nac//fucK//mdtL//bglJ//yhcH//serB//kdpA//ddpX//norW//xthA//yqgB//hipB//rpsR//moaC//dcuS//uxuA//tsx//thyA//pykA//alsK//intS//fliS//chbR//lysA//cheY//yhjG//ilvA//wecC//sfsA//agp//yajO//aphA//puuE//rhmD//rimO//yqcG//yihR//fdhD//pinQ//flgK//yhdW//adk//rpsK//fdoI//fadH//ebgR//holB//yjaA//pflA//yceK//cvpA//lpxH//pyrF//ibpA//qseC//glpC//mioC//nfuA//ydiV//hofO//phoE//creB//rnd//murG//rstB//wzzE//malS//hicA//mdtO//dmlA//ddlA//glcB//mqsR//melB//prfB//kdgR//ycgR//otsB//srmB//pstC//arnT//rfaB//dsbA//ydiZ//recO//ydaC//dinD//yfhH//rlmM//ybiW//ydiR//bolA//nuoE//cas2//asnB//yqaA//djlC//pth//guaA//ydjH//pstS//cysM//phoA//gmd//adk//trmB//wrbA//rcsD//bioB//glmS//dcyD//rpsD//ghrB//lacI//kdsB//ftp//arnT//prlC//rcnR//yhjR//cysI//
GO_0071704_3	garD//hypF//ftsQ//puuR//dgt//galP//thyA//yojI//ydhJ//ecpR//arsR//fecC//yjjB//cdd//fepB//mmuP//ugpE//yqjI//alpA//artI//nrdA//murB//wza//ydiQ//nimT//fetA//gloC//gadB//casE//recD//eutD//yhjX//ppc//cusR//yfhM//copA//parC//afuC//patD//mdtK//emrB//insI3//xapA//tldD//kbaY//pdxJ//umpH//ybgP//mtgA//yihV//ybfE//yefM//fadD//cheA//frvB//ytfT//ftsY//yeaK//edd//yhcD//kdsB//ydiF//fepA//uvrD//tsf//sgrT//yjbF//nupX//tdk//gph//yoaA//bfr//argA//mdtP//bamE//dsbA//cyoB//ykgA//clpP//kduD//codA//mnmC//yfcQ//bolA//gutQ//cysB//chpS//pgaA//uvrD//hflX//gnsB//msrA//yghW//iscA//ydbD//thiC//fdnH//nagZ//metF//glrK//ubiI//rpsM//ynfE//tdcD//yicJ//argF//yiaF//rbsD//tag//katG//pdxA//ilvL//mngA//mlaE//wzc//ulaC//acrR//metG//lptA//uhpA//rplW//rutD//murR//emrE//rlmH//pspF//ybcL//cyoC//tmcA//tolA//betI//folA//rcdA//menE//fcl//pcnB//ftsI//rssA//ribE//rplA//yqjH//flgB//frlB//yqiH//polB//dld//dcuD//abgT//yjaZ//galF//ettA//tolQ//aroP//kefG//kdpC//efp//gadX//mpaA//ycdX//ycgB//ydiF//ftsY//epmA//mepM//araG//yahK//glgS//nfuA//agaA//sdhE//recC//mltD//metB//fruA//rsmD//araH//gltI//chbC//gapA//prmA//cobU//katE//cpdB//yqgB//yraK//yqgF//rutG//rplS//uraA//feoC//ptsN//glnB//aroC//cyoA//eno//dsdC//phnC//yieF//pta//gshB//yeaE//glmU//mrcA//citX//ydbK//yddG//torA//hrsA//dsdX//chaA//pncB//artM//chaA//agaR//metN//yrdA//bssR//aphA//ibsD//glvB//mrcB//ribD//exoX//pdhR//xylG//afuB//tatA//rsmA//pcm//hemH//adiC//menI//hupB//pgpC//znuC//ogt//yhjR//csdA//pphA//guaB//fecD//prc//xylF//nrdE//ibpA//gluQ//yjjV//yggN//purR//ycbV//btuE//ypjD//torY//hflX//ynfF//lptF//yodD//ilvN//ppk//fimI//pck//yihS//lysR//galK//appC//msrP//yehC//nirC//fumA//fumA//dsbB//folD//alsC//rimK//hyaB//puuP//hslV//sufD//gph//truA//trpGD//secA//satP//hisB//priA//mlaE//rpsE//sodB//radD//yehT//yhdH//srlE//asr//ubiH//serB//yidK//napF//ascG//fre//pcm//hiuH//frdD//deaD//alsE//nrdR//frmR//katE//rclA//yjhG//ycbU//yqaA//ftsL//fadD//yagI//bcp//yidC//galS//zraS//feoB//aes//dnaA//rpsT//rffT//hexR//rmf//yhjR//insA-1//pspG//rhaT//yciT//menF//hdfR//gstA//ybiA//bamB//tatC//recC//gntK//sgbH//thrA//epmC//dgoR//dauA//nei//sdaC//ispF//nac//insE-1//narY//nagE//ldhA//cpxP//fdnH//ygfZ//ydcT//ushA//rcsC//lysS//srlE//yefM//insH-5//lpoB//lplT//argR//moaA//glxK//frmR//thiP//yfbV//pldB//cspE//ansA//envZ//dcuB//lhr//selU//qseB//yfcQ//flgD//fabA//mrcA//preA//solA//intQ//mdtC//hflX//rapA//rpsK//yahD//hipA//argS//yidC//agaA//nuoN//gcvT//ybfE//fhuD//rhmR//qseC//cpxA//adiY//ybjN//hypE//matP//yjcS//gcvR//ydaV//ypdA//prpB//opgG//ybdR//alsC//dicA//tatC//ydbD//csrA//yjaZ//sbcB//yrdA//mlaF//ulaR//mltB//yhjD//insF-1//ybhG//dsdX//pgaD//rluA//lipA//rpsA//crp//cysP//rplR//fabH//mntR//cyoE//crl//yafS//ycbV//ydcS//frlR//ydeE//gadC//rstB//sgcE//rzpR//yadV//gltS//gntK//envR//cysB//asd//yidA//dxs//preT//yhaV//secA//yaiW//phnL//adiA//hdhA//hrpA//ispA//dcd//hyaA//ubiD//higB//rzpD//ycjU//yiiE//ettA//pmbA//ycgV//yidC//yfeD//ribF//nuoF//dam//rna//sapD//yidP//ycjR//yjhH//glgA//srmB//lrhA//ygcR//ghrB//purD//nrfA//gadX//bipA//cynX//rfbX//ykgO//rcnB//tcdA//ttcA//fixC//atoB//hslJ//gadC//ecpR//plsC//leuB//rsuA//baeR//pspD//araC//gatA//tolA//mtlR//uhpA//trpD//ybiY//carA//pgpB//pdeH//ndh//rraA//yihP//dinB//accA//nupX//yfbV//elyC//fbp//ydiB//tolQ//acnB//birA//ydeP//alaS//prlC//ycjP//evgA//sfsB//dxr//dkgA//ymfK//insB-2//mltF//rhaS//wzc//trxC//hybO//pgpA//prc//pdxA//kdsD//yphD//mdtE//phoA//apt//rpmA//mazF//ulaB//cmtB//yhjA//htrE//hypE//rplW//sapA//dctA//yodD//holD//murQ//trpL//yadG//rpsS//cyoD//ssuD//yedF//nagZ//lldP//frdC//fliG//tusA//aroA//plsB//mdtI//yehC//pitA//comR//yeeO//yhdZ//poxB//dgoT//ascF//argO//dsbD//arsR//der//frr//mepS//rpsM//pdxY//lrp//hflK//yceO//rihA//kup//gpt//yfaX//lpxB//hcaR//torI//lptD//serA//frvB//ppk//ddpA//rof//rlmJ//djlC//malE//gcl//sgcB//maa//sgbU//waaZ//hscA//pepD//tufB//insI4//fdx//ldcC//tamA//iap//ttcA//fecB//rhaD//mngB//allD//pfkA//galM//rna//cbpM//mscS//recR//ygfA//sucB//casA//nupC//ygeR//rluA//rhsD//htrE//panE//nuoF//xthA//paaJ//sbp//allB//aspC//vsr//yjbF//ydeM//menC//gnd//dhaM//argO//glnD//yfgJ//lyxK//kduI//malE//msrP//grxD//edd//rpsP//malX//nupG//proW//cra//purA//citX//pyrL//rbn//patZ//glnP//rimP//rsmH//asmA//gshB//ydcS//ybdN//eutR//yqhD//ibpA//yieK//rpsT//dnaE//psuT//gmhB//umuD//thiG//ftsP//phoE//hslJ//upp//yggT//emrB//mhpA//xylE//bcp//argB//hofC//parE//yedX//rutA//ybhI//glnL//ibsE//ynbB//xapA//uxuR//fdrA//proB//speA//ilvA//hemH//dnaX//grcA//torA//uup//mcbR//ldcC//allR//nusG//fliD//afuB//hslV//rplI//insI-2//lsrG//yhhY//panZ//degQ//adeD//ftsY//sgrT//trkH//tdcA//rluD//xisE//yggT//yaaY//ibsA//nirD//rpsH//allR//ybdO//wbbK//dxs//insE-1//seqA//waaP//ybcQ//flgJ//uxuB//hofO//uvrB//rbsA//dfp//znuA//udp//yqiJ//dppF//elfA//yiaO//insI-1//fdnG//holC//putP//dut//ybfA//ddpX//mreC//dsbD//acs//dsbG//artJ//ansA//cbrA//hha//rimM//deoR//yodD//yjbG//rimI//ilvE//def//gloC//aroK//intQ//ahpC//mcbA//uidR//bepA//lpxC//adeP//opgB//xanQ//pgi//yceO//yfgO//vsr//ttdA//fliL//yijO//ychF//glpA//metQ//fimA//yjcE//treB//ybhI//kup//pabA//insB-2//gcvR//ydfG//rpoE//coaE//appY//truB//asnB//gfcE//yqcC//hycB//cpsG//dgkA//trpB//flhE//rpsK//hokB//oxyR//qseB//pyrD//cpdB//ais//ssuE//nagD//nrdB//gatZ//dkgB//folP//nadB//dinD//ebgA//yjiM//rcsB//codB//ydcT//mrcA//rfaQ//ssuB//atoC//ccmH//cysS//hisD//rplY//tldD//yjiM//ygjK//leuS//eamA//rnb//menH//ynhF//mglB//kdpC//pinE//hofN//ruvC//pyrE//lipA//narQ//speE//narK//groS//setA//norW//mlaB//nirD//glxR//fliA//cdgI//mreD//dnaJ//btuF//phnC//gshB//yhdX//rpmG//coaE//pepD//rep//pyrC//ykgA//sodA//bepA//rfaF//znuB//fliL//sapD//zapD//selA//rihA//ypdI//hisB//accB//polB//nrfE//rsmB//ybfA//flgI//hicA//fabZ//pgm//narX//radA//cycA//yghG//alsC//yajO//ihfA//yjeI//sufB//tolR//yfcP//fecA//mepA//cusF//dacA//trpR//recN//nusG//ydiK//ilvC//wecE//tsaD//arnT//aroG//ygbI//ftsL//rsgA//cysH//orn//adiY//yqaE//rsmH//fdnI//malY//ybhG//mmuM//bdcA//fhuD//hemA//hflD//tdcB//nrdF//rplN//lpxT//galS//argH//yhhZ//osmY//ygeW//rfe//idnT//yieF//glvC//artM//tag//yhhZ//yfiF//phoP//gshB//murG//pmbA//hisB//dnaQ//poxB//iscU//ridA//yiaA//tgt//yajL//htpX//kgtP//ygcW//yafN//ispG//sapC//eamB//hdeD//paaZ//cra//acrE//yjfP//eamB//fadB//artI//pagP//insI4//glpK//pdxY//ftsX//zraS//rhtA//sfmA//hypC//ugpB//cpxP//erfK//yhhZ//ihfB//ydiB//ttdA//mrdA//ynbB//lpxP//avtA//potB//tolR//dacD//tdcD//ykgA//nadD//phr//yheT//nhaB//afuC//fliT//eutA//allB//ftnA//nlpI//bcsA//frsA//hcaE//clsC//intE//queF//ppiD//elyC//murG//paaH//waaF//frvB//bamC//thiD//rmuC//rcnB//trpR//ubiH//sgcC//yehP//gatC//pgpA//fhuD//frvR//ydeP//hcaF//erfK//yfcF//asmA//argH//hyaD//gcvP//fecC//livK//yidE//grcA//treA//mepS//dld//yoeE//xisR//proW//znuB//yidC//purA//rcsD//pfkA//ycfS//zapE//poxB//feaB//hybF//alsA//mazF//oppF//aroA//wzzE//dpiA//arsC//dsbB//ulaD//rpsL//maoP//rof//malP//acnA//ldtC//argF//yddA//norV//glsA2//argB//fpr//idnT//uxaC//aceA//rhmD//lpoA//rbsC//tatD//yfbS//mutT//yhaV//casB//ybiY//narQ//rhsD//rhaA//rlpA//rlmB//ascB//ydbD//adeD//rbsC//fes//trpE//cydA//ybaO//argG//dinQ//agp//rpnA//bipA//csgA//nusG//ybhI//ompN//mdtL//fdhF//ygaV//yfhH//pflA//gadX//bisC//deoB//ribA//kdgR//gloA//ispU//avtA//yiaL//dtpB//secE//nuoF//hxpB//prs//phnJ//emrE//cof//rssA//fre//sixA//murQ//nadB//mhpR//gfcE//argE//ycbX//yhaC//cynS//tmcA//queD//dmlA//bssS//yfiR//purC//ilvN//gatC//aphA//speA//zraS//chiP//pmbA//dnaC//nrfC//rzoD//hprR//potB//tdh//dinG//recJ//sxy//helD//rsmI//yneJ//xylB//dacA//nanR//yjhC//nth//nrdG//eamB//pflB//fixA//rcnA//nikE//menB//ortT//dkgA//feaR//lon//lyxK//dcyD//dapA//phnK//rayT//yjbE//msrQ//xylH//sufB//cyoA//trmL//infC//potF//dctR//sixA//rpsN//oxc//ivbL//bdcA//queD//ilvM//mukB//crr//ygjR//nfo//flhC//intF//uspE//bipA//rfaD//trg//ileS//mdtC//glnH//trpGD//elyC//frr//yhbS//yciV//yhdZ//yafE//crcB//intE//pfkA//yahK//yeeL//dcd//dsbC//ogt//atpE//fumA//ycaN//chbC//tauB//parC//acpH//ydaN//melB//envC//wecA//ydhK//focB//yahD//rluD//rsmE//yejF//ydiK//lnt//ynbB//mlaC//ratA//dcyD//psd//potF//gnsB//dsdA//truD//yiaB//cysN//yfbV//yjiX//puuB//yoaA//yjeI//gspJ//phnM//agaB//ilvN//epmA//aceF//dnaA//dnaA//metQ//yebC//alr//wecE//ispH//pdxJ//rdgC//tabA//ilvI//ansA//rhaS//yadM//nupG//ybcF//ydiF//frlR//rssA//casA//mdtN//ftsE//phnP//nagK//surE//rlmH//recC//hprS//metI//pgaC//yajL//phnI//cdaR//ydjK//nimT//ogrK//marR//aaeA//sgrR//entD//ycjQ//gloA//nirC//asr//dhaR//mgrB//btuC//mglC//pyrE//melA//dam//pgaB//hrsA//mlaB//ydeO//ydgA//cysZ//dgcE//minE//surA//mdtO//yieF//araF//ymjB//nrdH//ykfI//yccS//hokE//phnH//kup//maa//pcnB//nemA//gltX//rsmI//yaiV//lysU//yqhD//hslV//pepT//acrD//rfbD//ygfX//uvrY//glmU//wzb//bglA//phnH//ybhI//waaY//atpC//tisB//nac//hyfF//ldcC//ycaO//uhpB//ccmG//cycA//lysR//coaD//arsC//xapR//argD//yfdC//ybhR//pyrF//mscL//csrD//lapA//cobS//fliD//yhcH//dcuB//mdfA//opgG//fimF//mdtE//frvR//valS//ompA//rplY//yihS//ilvB//mgtL//rffG//ybhP//rimO//prpR//sgcX//rlmL//prmA//bcsQ//sgcB//ydiZ//speD//yjhG//sspB//hrsA//phnO//cydD//ligB//yehZ//hslV//coaD//ratA//nagE//iclR//dgoA//recB//cysI//rsmG//queD//rihC//purF//pldB//afuC//cirA//yqiG//yagJ//cedA//dsdC//menE//cysA//trpS//selB//dhaL//mrp//dcm//yobA//marA//idnO//panE//fdrA//recO//ugpC//waaP//dppF//sgcR//ydeI//tolR//mioC//trmI//yjgX//greA//lldP//metF//lolE//napA//ynhF//ynjA//bcp//fklB//ppx//yhjC//rna//nth//lepB//ftsH//fnr//rpmF//yajL//mdtQ//rnb//rbbA//mdtA//katE//yjjW//nadC//ymjB//murR//ftsH//gudP//trpL//nuoI//betB//fecA//patA//ibpB//aas//cheW//deoC//afuC//ygaV//yaiW//cysA//prmB//tnaA//djlC//dusB//grcA//mdaB//tsr//otsB//fliS//pyrL//erpA//pfkB//yihS//sbmA//rplY//yaaU//fabG//luxS//degP//pbpC//cysM//sanA//hcaE//rsmH//yraH//ligA//fucO//yfiF//ykfM//uspB//yjjG//rbsD//pgaB//ydeI//cbtA//ahpC//yraJ//fkpB//sapA//mtr//blr//btuR//entS//dnaA//gltK//pstA//gltB//hscC//rnc//ygbI//phoQ//hiuH//rcsB//ybjX//bioD//nrfB//ykgM//hyfF//ynaI//yfiF//agaA//kup//seqA//nuoE//agaV//dnaA//ispA//atpG//aceK//ydhJ//greA//ddpX//fabZ//ptsH//mlaE//lldR//tcyJ//crp//yjjU//sdiA//amiA//alsE//gntK//fimD//uraA//argH//
GO_0071705_5	dmlR//fmt//ynbD//higB//mngR//insA-2//hybA//ugpC//mscS//mrp//yciG//recR//amiD//sufD//cobC//alaS//glgX//hns//cobS//gnsB//intS//secM//gutQ//torZ//rimP//yfbU//cfa//preT//hslR//ymdB//tyrB//yehD//fdnI//intE//ivy//lptD//pinQ//livK//arsR//yphB//pgi//parE//abgR//bglX//ftnA//viaA//cmtA//nanT//hemL//dbpA//ybbY//tonB//metH//gltL//dctA//ychO//kdpE//argK//ydcO//accD//gyrA//glpC//sdaA//pinE//cpxR//yaaU//fimB//rcnA//mgtA//yeaV//gsiC//nanR//lptE//osmY//hsdR//hybE//xylA//casD//gpp//tynA//frdC//sohB//holC//yajQ//surE//etp//hupA//mnmC//ycjU//hyaD//nanK//murJ//yjbF//adhE//putP//lipB//waaP//yneL//yhcD//secF//pspF//rapZ//sucD//scpC//rpnC//lspA//lit//cadB//trmI//raiA//nuoH//aphA//ttdB//tsaC//cusB//yghB//yceO//guaA//yciE//glgA//phnH//ulaD//yfaV//hypD//rlmL//adhE//ydiK//arsB//murQ//lptE//ymfK//ilvE//fimB//melB//pyrF//mtr//dapF//bfr//phoQ//hypE//yqeA//sfmH//fimG//ybcM//glnL//yraH//nimT//sgcE//agaV//arsC//ycdY//yrbG//pcnB//sdaA//ldtE//cbeA//yfhH//uvrA//bioD2//ftsK//fruB//rhaD//ibsD//queF//ppiC//tig//galT//alaE//uvrY//fmt//argB//bioA//map//eutK//ilvE//efp//caiF//ymfK//ybiA//sufA//yidL//fepB//tmk//rhaR//gnd//waaC//greA//rpsE//ldrA//speC//epmC//cbrA//slyD//rnd//guaA//cydA//mntP//ccmC//yqgF//paaG//rutR//mrcA//adeD//pepN//rstB//emrK//ccmH//azoR//fecC//dgcN//nuoM//fliK//dppC//ypdB//nanE//ushA//dusB//rimO//cedA//fadH//ptsN//fabG//yehX//clpS//ppc//glvC//dgcT//thyA//ydjK//ansB//ansA//recD//yafS//truB//yeiG//nemA//
GO_0071709_5	ribD//rarA//csgB//uvrC//ybdM//rsmH//orn//fryA//cysN//crl//
GO_0071731_5	yqaA//gyrA//dcuC//
GO_0071732_6	mdtK//
GO_0071769_5	yfeX//
GO_0071804_3	panD//ybbW//rpoS//ascB//ogt//rfaQ//rpsP//sbmA//nagB//pyrB//ftnA//sdhB//dnaX//dsbG//truD//
GO_0071805_4	pppA//yjiM//htrE//yqiH//queE//hybA//nusA//gpmA//hemB//gcvA//dnaB//yajL//umuD//yjfP//kdpF//
GO_0071806_6	yhhT//trmO//fumC//sutR//ybcQ//amyA//mdtL//yjjQ//ybjD//ygiS//kdpC//yfcQ//elaA//mgtA//ftsX//gsiC//mug//garD//gcl//
GO_0071807_8	nuoM//
GO_0071824_5	argT//
GO_0071826_5	narL//glnL//fhuC//clsC//phnK//ompT//hofN//araH//iraP//yacG//dnaJ//aroD//dkgB//yggW//dnaG//abpB//sstT//smpB//agaA//dsbC//yghU//yjbF//fruK//mdlB//glpG//idnK//
GO_0071897_6	yaiP//ychH//yadV//abpA//satP//ykgF//map//dbpA//xdhB//ttdB//purB//fumC//cas3//ynbD//glvB//alsC//tap//cynX//decR//lsrG//
GO_0071915_9	tsf//
GO_0071932_8	lhr//
GO_0071934_6	cspD//trpA//yfeW//
