#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aldB//asnA//glpA//lacY//
GO_0051172_6	murF//fadR//yeeO//ybbY//ulaC//recT//srlA//ykgM//ybjX//smpB//bioD2//holE//gldA//ompW//ytfT//insH-6//amyA//secA//yehW//ybhR//cho//kbaY//dacA//ybiS//pabA//kdpC//hmp//nuoH//tesB//narI//tdh//rlmM//ftsY//yadM//moaC//rfbD//zinT//dhaR//trmD//mntR//yaaJ//tmcA//srlR//glgP//pdeK//proS//yeiL//ddpX//gntR//intZ//nuoN//mdtC//feaB//yifB//yhbQ//yihR//yciE//yddM//ttdR//mnmA//hcaR//trmJ//rpmH//dgoD//htpX//asd//btuB//ndh//atpG//selD//yidD//cfa//eutB//nikR//fis//casD//kbaZ//aaeR//yieK//ybcC//ygiN//glpK//casC//entE//secB//ffh//mglA//yafQ//glyA//rseB//ulaD//tig//dgcT//yfaL//uspC//lgoT//tomB//ydcZ//nrdI//pepQ//cadC//rplD//nrdI//dinJ//yehW//pntA//bamA//ypdF//sufA//ompF//fixA//btuD//lsrK//fliZ//cas2//pagP//ychO//lpxL//ydeM//pdeD//ppc//pstA//sfsB//rpsJ//ibsD//ettA//rluD//rpmB//secG//rsmG//serS//mhpT//
GO_0051173_6	rpsG//sfmF//fcl//fryA//gloB//rtcB//ffh//mmuP//purB//uof//smpB//paaA//nrfA//waaO//rpsN//prfA//truD//katG//kdgR//nagE//ychH//gpsA//bacA//ndh//nadE//yheT//aceB//exoX//intE//lpxL//yihS//arnA//tatA//gpr//frlR//gatY//ushA//ansB//tolA//ydcM//csrA//cho//uhpC//yidE//ynfH//panD//treA//hybE//rfaH//narY//rhmR//adhE//murJ//pykF//fcl//rimK//hisF//galS//dut//nlpA//ycjQ//nudG//rpsP//hpt//ypdB//accB//ccmH//opgE//ybeQ//ebgR//yfgJ//solA//selA//ampE//cysD//rpsO//yfeO//osmC//speE//hflD//trpGD//uidC//hsdM//cheB//ibsB//hemD//bglH//yjjB//fabG//
GO_0051174_6	yhfS//frvR//pncB//gntT//fimH//hycB//sdhA//uxuB//glpK//prpD//
GO_0051180_5	yraR//frlR//cdd//osmY//recN//coaD//proQ//lapA//nfo//rplM//yneJ//coaE//ttdA//phnH//lpxC//pflA//
GO_0051181_5	entA//queE//lpoB//grxD//hcaC//ynbC//mhpD//ybdN//yihU//thiC//ldrA//atpG//ybhA//nrdH//nadE//gyrA//ubiC//mrr//hyaB//argS//opgG//ytfR//rsmA//hyi//folX//deoA//rbfA//ghrB//topAI//wcaB//ruvB//ddlA//yajD//pdxH//insK//amtB//ispG//gmk//mdtA//csiD//yejB//
GO_0051182_6	trmA//dctA//tsaE//yhfS//pfkB//
GO_0051186_4	yfdO//pgi//motA//yebC//malI//frlR//dsbD//rhaR//iscA//ihfA//ugpE//phnK//ybhP//dmsC//thiG//malZ//trpGD//kdsB//rcsA//mcbR//pyrG//flgE//fumC//argG//lsrC//yjiM//hemC//rplX//ydcS//glrK//znuC//plsB//yaaU//rpnC//ada//ybdH//dhaL//miaA//ygcR//nrfB//thrL//yphC//efp//sspA//nuoF//hdeD//eutD//yaiW//ycjW//chbB//opgC//thiG//flgC//mazF//dusC//cbeA//cusA//fepC//gudX//yaiW//ydhJ//kdsC//narY//ydeI//ubiG//yggT//relA//sgbH//alkA//zupT//dacC//ribF//tdcD//purC//htrE//nrdB//tolQ//aes//avtA//ypdI//hofO//hslV//fabA//mcrB//alr//trmL//frdD//rplF//parC//gadA//folM//tusA//entB//gadA//rsmF//flhA//pepB//fabB//yrfG//ilvL//ydiO//tyrB//napF//nudG//feaB//nrdA//dmsB//hupA//tomB//yjbE//zraS//groL//entB//lpxD//ybfE//aspS//gpmM//aidB//mgsA//bssR//dinJ//ompC//waaZ//yfbU//rpsH//ffh//menD//rimL//glpD//yagF//yieE//fadK//dinG//ybiY//yjfF//yhgH//mrcA//lsrR//cas1//glxK//ycjP//brnQ//bioC//ybaK//clpS//glgP//ftnA//adeQ//ppx//ydcS//hipB//yobA//yhhZ//proW//yhdH//iscU//yihL//yhjX//mrcB//phnO//rpsB//yfiE//hemG//zntA//evgS//arfA//fucA//ynaI//lrhA//cpxA//frlA//dgcN//ycjD//hexR//ssuB//fur//speD//ddlB//lsrK//cysI//rluD//dgoR//yehC//fimH//lpd//dbpA//hcaD//intE//nsrR//oppD//tabA//ade//ftsH//phoB//hyfF//yciV//suhB//argD//wzc//
GO_0051187_5	hybC//gloB//metG//ldtE//yqiJ//sgbU//yfdR//proX//parC//lolE//
GO_0051188_5	yjaZ//fabA//cydB//hcaR//rzpD//proP//yihL//mlaD//ogt//hypA//nrdF//plsX//obgE//cspD//opgE//rbfA//ybhS//lpoA//yacG//fadJ//proQ//tsaB//rffG//ymdB//rnhB//tehB//mdh//tsx//yqcC//entH//kup//rhaT//opgD//zipA//treC//cyoA//gltP//rlmN//deaD//kbp//afuC//dgoA//rihB//ybhA//speE//ade//cas2//mazF//rpsL//pck//ypdA//matP//yggX//yqiG//secB//ygcR//csgF//accD//tatD//nhaA//norR//nudG//torI//glpK//cdd//uhpB//rpnD//flgD//arsR//fucP//proV//yfcV//avtA//osmE//lsrA//rpsO//dut//glcC//ycfL//argD//shiA//yieF//mog//lgoT//gspJ//frmB//rfaB//yhdH//agaB//gudP//motA//mgsA//yjbG//pstA//mrcA//yigL//aes//recG//clpP//bamE//mdoG//cas1//pspF//torD//entA//hofO//alsB//fhuC//ygfA//rffT//hisG//tcyP//fkpB//yddA//proV//gspI//dtpC//yhhZ//amiA//glxR//yghG//mqsA//citC//hemH//lpxC//waaZ//barA//galT//rhoL//yciH//rplF//rlpA//eptC//insE-1//bioC//ivbL//yiaF//mocA//rsfS//yjbF//ynfH//mhpT//cheY//bamB//ulaA//agaB//
GO_0051189_5	rluA//hslR//glpD//map//dgcT//rpoD//treB//cobB//rlmF//ypdI//cyoB//dinJ//
GO_0051191_6	mlaD//
GO_0051193_6	rpiR//dcp//pspF//
GO_0051195_7	nlpE//
GO_0051196_7	yhdZ//
GO_0051205_6	ppsA//apt//secE//rhlB//yfhH//bcsA//cobT//ydaV//hypA//melR//
GO_0051223_7	deoR//ygfA//panB//
GO_0051224_6	folC//
GO_0051234_3	proV//waaL//wzb//cysP//yhjV//hsrA//ptsI//rhaS//rodZ//nrdG//udp//thrC//cof//rplK//yfcV//sdaC//ssuC//ftsL//infC//yidH//hemD//atpG//speF//tgt//betB//pckA//rfaE//zur//dam//ddlA//flgD//cspE//ybgI//zwf//eutR//glsA//mdlB//yahD//yciG//ompL//glnL//rplO//fis//mntP//waaL//panZ//rpsO//mdtC//melA//dgt//ftsW//narZ//ileS//bsmA//yiiM//hprS//phnN//aroH//purT//bamB//uxaC//yfaE//dusB//ribD//btuC//carB//rspB//btuF//gpp//chbG//yggE//yfiC//ptrA//proS//uxaB//bluR//hcaB//fliM//yehD//rlmM//ymdB//coaA//chiP//nikB//arsC//nuoF//nikD//proS//creC//mioC//sfsB//patA//ibaG//puuE//focA//ygcO//btuE//nusA//sfmH//rpmE//ccmH//aes//arnB//ypdA//roxA//barA//dcuR//murJ//ligA//bisC//yjbG//adhP//bamA//ydcP//nrdG//insI3//entS//glcB//hcaD//hycB//frr//intE//chbF//psd//menF//phnG//aroG//dacC//agaC//rbfA//uidA//pagP//prpD//rplJ//allD//yghW//codA//cobC//yiaL//mglA//selD//rplQ//arnB//yfaX//recB//elyC//speG//hisG//glvB//secM//fadD//pdeL//yadG//nth//rbsC//yhaV//paaB//gadE//tdh//yajD//fucO//hokE//mrdB//ivy//lepA//aroA//casD//rhaT//hprR//dusB//purD//citT//trpR//mepS//rmuC//modB//rplW//prfB//gspE//rayT//yehC//yfhM//ubiI//ycaO//pepB//ubiE//yohC//sdaB//kdsA//mlc//ycfH//afuC//recD//ygaZ//kdsD//amtB//cyaY//moeA//yhhZ//glpD//envC//mutY//tatC//pnp//yhbY//proV//nrfA//glsA//cmoA//dgcT//csiR//ybbY//yfgO//mak//murI//ecpR//gapA//yfiC//mppA//lolA//ribD//hypE//minD//yodD//tdcA//glyS//yciA//ydcS//rplQ//allS//yqiJ//aspA//malK//ibsB//xanQ//envR//dppF//guaC//rplK//narQ//rplS//trmH//rhoL//ybeY//tamB//aqpZ//grcA//yajO//yfhH//yjiA//otsA//rclC//rnlB//lpxT//ykfI//citC//yeeL//rnhA//yccS//elyC//ppiD//ttcA//pdeK//rimI//ybaT//entD//yhbY//ulaD//mhpB//ybiW//arsC//mtr//ldtB//fucP//ompR//ydeE//dtpB//murJ//sgrT//acpT//puuE//livM//ybgP//lgoT//cspE//lpd//osmC//yihP//pdxB//gcvR//aas//gpmM//sdhA//yodD//flhC//rplX//uspF//pphB//opgE//perR//hemL//gltI//hscC//rhaS//npr//nupX//radA//ycfL//gnd//yaaU//flgD//rhaS//fadJ//yahN//ybdO//araH//mnmA//livH//mlc//eutA//cbtA//yqiI//prfB//yphD//bdm//ydcT//tyrA//proB//yghO//recQ//dgcN//radD//hflX//mglC//manX//mrcA//pgpB//waaS//fimC//mdtD//nusA//yddA//yhjR//sdiA//gcl//cspB//dnaA//nrdI//yigL//emrE//ygcW//mdlA//oppB//mqsA//nadD//sbmA//bsmA//baeS//manY//murA//rcnB//citG//murR//narI//speE//bdcR//mmuP//menI//nhaA//yraN//yddL//yhfK//prfB//yciV//ybiV//ybaK//aaeB//glvC//panE//arnT//ycdY//lysA//pdxY//gppA//rpsS//ftsB//tcdA//thrS//rhaD//fabH//entF//mnmC//cobU//hisP//viaA//yqeA//sdhE//ascG//fre//hslO//hyfC//atpC//ycgR//speF//waaS//iap//yfcF//rpsA//mobA//galF//lacZ//kdpD//hpt//fixA//guaD//tdk//ykgO//ilvD//elaD//clsB//nuoF//mnaT//yagG//pgaC//xylA//feoC//glnK//iaaA//mlaC//paaD//rhtC//ibsB//lhr//yijE//yfgI//parC//yhjB//acnB//bglJ//rutE//fkpA//pheM//yajD//yjiQ//yhbO//mhpB//rbsC//dadA//nth//pinQ//xylG//rzpR//fepA//lolB//yadV//aspC//rfaD//tnaB//ynaE//cpdA//sufC//asnS//mdfA//fryB//tnaC//ampH//tolQ//sucC//kdpC//scpC//ytfE//ybgI//cobS//sdaB//crr//rsmE//phoE//ytfR//intS//gatA//ibsE//wcaC//rrrD//hdfR//wrbA//tus//yghG//yidK//clsA//corA//nikD//yddM//htpG//yfdR//sgbH//ftsZ//xdhB//srmB//gstA//murA//qseB//thiG//entE//leuE//rfaC//cspA//msrQ//rluF//ybiI//sufA//rffH//ynfF//tehB//nrdE//hxpB//narH//uspB//mppA//yjhH//ribE//yehW//yedL//trmJ//napC//rtcB//napC//rraB//ttdT//cysB//ghoS//elaA//nuoH//entD//phoB//clpA//ribA//fhuD//nuoF//rluA//lolE//setB//rimK//ccmA//rplT//glsB//baeR//hslR//frr//sufD//caiF//rapZ//sgcR//mnaT//ydeI//ccmA//cadB//aroL//malY//acpH//envZ//hipA//metR//cyoD//allS//atoS//serS//cusC//tolA//csdA//dhaR//nanR//flgD//norR//crr//narL//thiQ//entH//ispB//dtpC//glcA//mlaE//atpC//fliA//mug//umpG//araE//rplQ//mdtF//tatE//ygiW//ypdI//aldA//astC//yiiM//sufS//afuC//sodB//pdeL//glyA//bglJ//parE//ogt//nrfG//dhaR//glmU//uidC//
GO_0051235_3	frmB//ftsH//hdeD//
GO_0051238_4	frlA//kdpF//gsiD//
GO_0051246_6	waaP//yiiE//serC//rhlE//ssuC//gltS//rhmD//rtcR//uhpT//groL//yieL//rcsF//ffh//entB//glvC//ybdH//insA-2//soxS//nlpE//xdhB//nuoH//mug//rseB//fabG//mazG//rpnA//pstC//dinI//nagA//yiaA//csgE//ubiI//cbrC//sgcR//pyrG//oppF//yggD//chaA//purB//rclA//znuB//paaG//malY//rbsC//wecC//nfo//cpxR//ydiK//bglH//rep//aroK//fliA//hipA//
GO_0051247_7	ybhF//yjiM//lolD//rsmF//ybdZ//rapZ//fetB//rnlA//trkA//queD//alpA//
GO_0051248_7	uspG//fumA//frwD//pcnB//murJ//idi//yejA//dacB//prfA//yadC//tdcG//ebgR//fadJ//tdcR//holD//dhaK//norV//ilvC//hyfA//ygbN//insI1//ydaV//solA//yfdR//yggP//waaA//fadD//ykfI//araE//miaB//ydcM//
GO_0051252_6	hscC//deoC//nikD//ilvD//pspC//xerC//hlyE//crp//proA//ykfI//frmB//fecD//proQ//tatA//cmoM//mepA//aslB//yfcA//gadE//bamD//gadC//sstT//arfA//rsmC//minD//lpxK//wbbK//pck//rmf//murD//yiaL//elfA//malX//mreB//kilR//ccmF//udk//atpH//fepB//ybaL//fepG//ansA//rmuC//yebG//flgD//tufB//rpe//insK//ycgV//psuT//dmlA//pckA//betA//suhB//fis//sapD//yehP//arfB//der//dhaM//leuD//yjhH//rutC//yqjH//ygjR//erpA//ydjJ//bcp//tdcR//sfsB//nimT//rffM//ghxQ//yjjW//menB//blr//mdtM//acpT//lysA//csiR//mtlA//ispA//umpH//rsmB//dtpA//efp//purB//rluD//sdaA//lptE//cysG//srlE//rpsT//mltD//fadM//ibsC//mtlR//yafE//leuD//blr//yqcG//cas1//fliG//sufB//appA//hokE//metK//dedD//norV//fliT//acrZ//frr//cusS//glcA//ftsN//yibT//fes//hflC//ftsH//menE//potE//entD//nagE//rpmG//rna//rpmJ//galF//insB-4//pmbA//tar//yeiE//nadC//rseB//rnd//tamB//melB//hda//yqjI//btuC//ydcO//pykA//yadV//pgpC//nrdB//tap//nemA//sfmC//tldD//abgB//rplI//mscL//fetA//gspF//ibsE//gyrA//rplP//emrB//alsC//ftsX//ccmF//dhaK//metF//ulaR//bglB//malX//xylG//srlR//shiA//dnaX//xapR//frlB//groL//holB//uup//csgD//nfi//ybdH//perR//miaB//mntP//prmB//clpX//hisS//cysB//murI//osmY//crl//marA//malK//hemD//alsK//bioF//dapD//ldtE//obgE//tufB//ftsB//bglF//solA//ydeP//galU//yddM//fieF//fumB//ygbM//eutD//basS//chpS//metR//pinQ//yagG//ftsE//feoA//fixB//matP//acrE//fucO//ptrA//panD//uspE//nlpE//ralR//rnhA//hypE//chbR//tig//gudD//rutC//hflC//shiA//dmsC//sulA//eamA//ttdR//nimR//thiG//pykA//rsmF//lplA//mobA//nuoN//ybbW//yhhY//flhE//tnaA//rluC//potH//pgaD//dut//ybfA//etp//ulaG//clpA//cysP//livJ//basS//hprS//rspB//cheB//wrbA//maa//rpnB//garP//tktA//rimP//rna//dapA//ybeY//rlmG//thrL//yddG//rpnC//galT//narQ//yoaA//oppA//hyaB//cmoM//
GO_0051253_7	hofM//mdh//purR//selU//slyD//hipB//trmD//mdtL//ygjR//narL//xanP//slt//rhoL//mlaC//argO//cysQ//pntA//gsiB//norV//csdE//glpC//trpA//ycgB//epmB//prs//dusC//ybjI//ybdN//wcaB//fumB//ydhC//zapB//yhjG//ybgP//ulaG//prlC//tabA//rsmD//hflK//cas3//yiaB//prpR//cyaA//cysW//norW//tomB//gntP//uspF//amyA//dinB//ompC//phnJ//phnN//ldtD//cra//sodC//mdtF//xylH//fadA//yjbB//yfdS//gsiA//ybdN//argH//mdtK//fruB//sspA//envZ//tauA//nanK//sufD//kbp//rcsD//aroA//ybiA//ilvL//folA//hrsA//yqgB//kdgT//csrD//yecS//suhB//yiaJ//trmD//dgcZ//ogt//nikD//eutA//yfjR//mltC//ygiN//proV//lipA//lon//rhtB//treR//lgoR//tsaB//
GO_0051254_7	rcsC//fes//yfdR//xdhB//fabZ//ybaQ//fliM//hlyE//mhpD//cbpM//ampE//glnB//ydiQ//patD//mlaD//insB-2//yfdG//tehB//ygaH//bioC//cysC//ycaN//tktB//fcl//rraB//galP//purA//ubiX//nac//hyfA//pdeF//uhpT//bglH//pdxB//acs//dcuA//lrp//ghxQ//ruvA//ygiN//rsfS//yajD//mraY//argH//sgcR//yahD//modC//tag//rfaF//yqiH//rnd//dmsC//sapD//casB//ynaE//dps//kbp//mioC//tsx//yhfK//ubiI//yfeX//trmA//trxA//uvrA//kdpB//rplM//hfq//mdtI//frlB//ileS//ydiV//yebK//emrK//cueO//
GO_0051258_7	metC//
GO_0051259_6	frwC//yfiR//gntR//macA//cadC//fhuC//dppA//rusA//aroB//yceO//mngB//ushA//argR//rhaD//yhbX//ada//malS//sad//fimG//ypjD//ybjI//osmY//narU//mak//dgcN//casE//rsfS//mlaD//yjfP//rpiR//hyaC//zwf//ynaE//sbmA//nikB//rplX//bglF//cho//yjhH//pyrE//iscR//ccmF//csdE//rpsA//groL//fdoG//ribE//aroE//uof//yajL//yidZ//
GO_0051260_7	dicB//nfsB//ybaQ//menF//hemH//ytfE//dsbG//pdxH//ibsA//solA//gatA//ybjX//paaC//gmhB//recC//ykgF//efp//truA//paoC//mcrA//fumA//sufB//nimT//lacI//arsR//yeaD//hyaD//wbbK//nemA//gmk//kduD//nikB//ybhP//yebS//ftp//rplC//aceK//yphD//torZ//yfcR//hflX//ccmA//speF//appA//yqeG//glcB//alsE//
GO_0051262_7	rluF//yojI//hisS//zitB//ldcA//xanP//chaA//rfaB//mdtM//talB//yccA//sapA//exbB//napC//oppC//ygcW//infB//prpC//tisB//yqhD//ydhK//nikR//pagP//yciE//yhgF//mdtK//mipA//pspA//ybcF//gcvT//lsrK//kdpF//ftsA//yiiD//rplO//cdd//
GO_0051270_5	ybdR//yajL//nlpD//mfd//hrpA//flgJ//thrS//bsmA//mrcB//bglX//yjcS//sdhD//phnP//yggE//wcaC//tus//
GO_0051271_6	fucP//insI1//treC//yjiY//bglB//dtd//ydeO//serS//pspF//
GO_0051273_7	ygaZ//adhE//recQ//rfbX//murG//ivbL//ibsA//
GO_0051274_8	livG//yfbS//pheP//hemB//fimH//livM//arsC//
GO_0051276_5	macB//glmS//mreB//pgpB//yghW//livG//trmH//xapB//mtgA//tdcC//srmB//paaK//nudC//moaC//lhr//essD//folM//ytfQ//waaA//yidK//yhjG//mdtD//alsC//hlyE//pheA//serS//
GO_0051289_8	yebS//thyA//ubiI//ydeM//yehX//yiiM//emrE//sodC//yibF//eutA//rfaG//blc//upp//yagI//ydaC//phnI//mcbR//preA//mraY//sgrT//yejE//gltL//waaA//frmR//pepT//hemB//tyrA//rzoD//cmoM//fhuF//pheS//rseC//lpxM//nuoG//yfbR//mqsR//
GO_0051301_3	codB//yfdC//sdhA//yggP//rplD//dgcF//ascB//ompN//fklB//nikC//dxs//mtr//pgk//csdA//secY//alaS//yidH//murQ//yeaD//phoR//rpoH//sufD//paaB//dauA//pmbA//lepA//nrdI//msrQ//gph//sgcX//yhdJ//gsiA//metN//ilvM//dgcQ//wzc//
GO_0051302_5	ampG//ycdY//htrE//def//cynX//symE//ubiD//ivy//ompW//hemD//hiuH//yieE//shiA//yciK//
GO_0051304_4	ybaE//
GO_0051336_5	rsmB//sufE//pdxJ//purR//fimI//fimC//ugpA//speG//yajL//leuA//narP//glrK//ebgR//csgG//csiD//afuB//iscU//gluQ//yfeR//moaA//fsr//prs//ampD//dcd//envZ//
GO_0051338_5	allR//aceK//yrdA//ybhS//
GO_0051339_5	mreD//
GO_0051341_5	tnaB//ttdT//
GO_0051345_6	livH//hslO//galM//ushA//ansB//allD//umpG//selA//
GO_0051346_6	puuR//sfmC//proW//paoC//trmO//folM//tpiA//ccmE//oxc//yiaA//rseB//
GO_0051347_6	sgbU//hisC//
GO_0051349_6	sfmF//
GO_0051353_6	ybgP//yagU//
GO_0051391_8	glrK//
GO_0051409_4	rseB//bamA//
GO_0051410_3	yagJ//
GO_0051452_10	oppF//
GO_0051453_9	msrB//znuC//fucP//nfi//bamB//rzpR//dmsA//lacI//
GO_0051454_10	ttcA//fliS//paaJ//hisF//citX//
GO_0051476_7	idnD//
GO_0051484_7	yibF//
GO_0051493_7	yibF//
GO_0051495_8	metH//
GO_0051595_6	yraJ//sgcC//mlaC//dsbG//minC//
GO_0051596_6	hofO//envC//dctA//accB//tap//basS//pykF//cysQ//mltA//galU//yhjC//sbmA//elfG//ybaE//sapA//frlB//kdsA//mgtL//fecD//frwC//clsA//sufD//tqsA//chbB//hisC//rfaQ//tufB//rhtC//
GO_0051599_4	yiaT//
GO_0051603_6	insI-2//rof//metG//nrdF//ispB//degP//
GO_0051604_5	yehC//fruB//bioA//dmlR//pdxK//abgB//fabA//bacA//kup//fliL//yeiG//pyrL//yadI//dgoT//norW//yaiP//ycfL//yrfG//folP//yjhP//gmhB//gadC//ycjQ//sdhE//pgl//iap//glnS//metH//ygbI//tsaE//ulaD//hcaC//ygiS//rpsM//alpA//gsiD//fepA//csrA//malP//murB//
GO_0051606_3	rplR//sixA//
GO_0051607_4	glcF//preA//ytfE//dgcE//pheM//pheP//hns//ptsN//lolE//nupX//
GO_0051641_3	tisB//aroF//ybfE//exbB//ydeI//ydeP//gntP//appB//csdE//topAI//ssuC//hslR//serC//secM//rsmH//nmpC//cysQ//clsC//vsr//higA//glgB//mtn//mrdB//
GO_0051649_4	potD//argR//ubiA//rlmG//dkgA//ygeR//coaE//minC//yddG//ygiS//nrdR//cysE//rzpR//
GO_0051651_3	nadC//cvrA//ligA//
GO_0051668_4	kch//
GO_0051691_5	arnE//yhaC//
GO_0051692_6	recA//betT//
GO_0051701_4	pncB//yceO//gph//sodA//yidH//uxaC//galS//yjiM//potI//miaB//rsgA//hycH//fimA//trmB//yiaJ//tolC//
GO_0051703_3	rhaB//glvC//nadE//hofM//arsR//narY//wecB//dinI//
GO_0051707_3	lptG//lacY//efeO//nudG//cirA//rpe//uidA//ydaC//accD//cpxA//yjfF//dinG//ymfA//ttdR//
GO_0051715_4	yjcE//
GO_0051716_3	atpC//uidA//psuG//lnt//polA//rutB//rng//trmD//yedL//nuoI//lpxT//wbbK//citT//birA//yfdG//malQ//leuD//yfaL//galT//abgA//mak//psuG//yiaU//pinR//arnB//dcuB//proW//uxuR//mhpT//sgbH//ccmG//tmcA//hyaA//lysO//lpxM//ugpA//bamA//ykgO//lgoD//lldP//phoU//lsrD//fhuB//wecA//lexA//kduI//lldD//sbcB//araC//ubiC//truD//sdhD//yefM//tufA//focA//fabR//sfmA//paaC//fliZ//ilvC//gapA//basS//yjjW//ydfK//insI-1//yqjA//mmuP//acnB//rutC//uvrC//amiD//yihT//yceK//ynbD//glcD//zapC//dctA//nanS//mqsA//ydiK//bluR//napF//ydbD//rcnR//slt//dgcQ//ybhD//trkH//yfgI//actP//essD//murE//crcB//ydiV//glnQ//hyfC//pgpA//hisI//yadC//rpsR//moeB//mhpA//sfsB//yfbU//sgrT//pbpC//yqiJ//ppx//entA//purD//lhr//entS//mltA//ibpA//ubiA//argT//cyaY//fliM//mog//ybiX//miaA//yphF//fucP//valS//prfA//cysN//yegV//tehB//insI1//ubiI//pheP//frlR//mscM//panZ//pgi//yeaV//yjhG//lgoR//hflX//fruA//napF//dadA//uof//rpsD//tdcR//yeaV//cpdB//trmJ//yieF//nfsB//truC//upp//fecC//bglA//arcC//araF//fixC//rplK//sgcB//yfiR//yagG//hofM//fsr//intE//cydA//cas1//yjbF//psd//rlmD//eptC//narG//waaJ//rclR//yebQ//fryA//yoaA//pinE//ybhP//yajL//murC//murG//msbA//hemD//waaB//narY//ycdX//ygiW//fliK//ygfZ//npr//puuR//ilvA//nhaB//infB//glmU//dinB//napA//opgD//pdxK//waaS//livG//manY//zapC//rspB//fes//rffC//atpD//ydaC//modC//tatB//lysP//hpf//mgtA//nagE//frwC//rpsB//mntR//cheY//dppA//mntH//frdB//yfbR//glyA//fepC//exbB//narP//yiaN//tsf//rnb//mtlA//guaC//nei//yccA//yfcG//chaC//rpsI//ybjD//sdaB//yibF//rpnB//wzzE//yohD//dhaL//torD//marA//hslO//yjjG//lasT//bioA//ssuC//tusE//gntP//ydhQ//melR//nusA//tdcC//ppk//chbG//acrZ//rna//uxaB//yigB//rpsN//ygiW//argI//mprA//yneE//arsR//yehT//pyrF//ydcZ//ybiX//pepD//yfgO//ldcA//ascB//fkpB//rihB//cecR//zapC//hslV//rimL//fau//ybhR//rbfA//hokB//ydiR//hslO//ampG//cheY//yghG//relA//pabC//lolC//ulaE//nmpC//zntR//lpxK//yiaT//yggX//speC//bamC//yebS//atoB//nuoL//tdcD//pal//ilvM//osmF//bamD//hyaB//tusA//rstB//recE//fabI//motA//ybiH//ygeX//cycA//codA//pyrH//tatC//yajD//dgoK//wecB//sthA//ratA//ddlB//yfcG//ygjR//fadD//bglB//htpG//chbC//rfbX//pal//yjiM//ampH//atpB//mmuM//cspI//sdiA//yehC//helD//sspB//asnB//cmtB//ygdG//lacZ//fliT//dmsC//sufB//paoC//feoC//frlR//fimH//rpsG//gapA//glpX//
GO_0051726_5	mreC//cysE//fklB//nagD//galF//
GO_0051781_6	atoC//rplM//
GO_0051782_6	intF//yphD//cysG//wecE//greB//degP//zapD//
GO_0051788_5	uxaC//
GO_0051790_7	sdhB//
GO_0051806_6	amiA//csdE//cmtB//clcB//ettA//kefC//yhhZ//dxr//
GO_0051817_5	gudD//nagZ//gcvH//ytfE//
GO_0051818_6	tnaC//coaE//kduI//fdnH//
GO_0051828_5	mraY//prmB//fur//dcd//accD//ynfE//rep//ydiK//
GO_0051883_4	def//ssuC//hybD//yphF//
GO_0051977_7	sfmC//
GO_0051983_5	lspA//
GO_0052126_4	crcB//yfiE//gabT//yjjW//
GO_0052128_5	afuC//
GO_0052131_6	yejA//
GO_0052192_3	ybdR//ybiX//rlmL//acrZ//
GO_0052547_6	pbpG//xylF//potG//
GO_0052548_7	frdA//ghoT//
GO_0052646_5	mrcB//iaaA//ybbN//insI3//galU//
GO_0052652_8	higB//ptsI//
GO_0052653_5	potG//
GO_0052777_7	frvR//zntA//
GO_0052778_6	araB//ymjB//bglJ//
GO_0052779_5	dgt//yhjV//insI4//
GO_0052782_6	ynfH//dnaX//
GO_0052803_5	otsB//mog//rplR//agaC//livJ//hiuH//menI//moeA//
GO_0052837_6	hflD//
GO_0052838_5	dkgB//
GO_0055062_9	tcyL//
GO_0055065_8	icd//dauA//yghW//kdpB//emrE//yibT//arsC//arcA//pgaA//mltC//aroF//pspF//clpS//rhmR//livH//hcp//btuC//ykgM//bioF//yebK//cspB//msrA//yehP//yciV//panE//ompA//
GO_0055067_8	ydcM//basS//pliG//chaA//xylF//ycjQ//hypD//napD//nusA//paaF//acpP//yhfK//
GO_0055069_9	cpdB//
GO_0055070_10	tusA//lapB//rplL//flgJ//ftnA//epmB//
GO_0055071_10	atpH//
GO_0055072_10	mltG//elfD//yfgJ//cmtA//csgD//cysK//betI//yihI//pliG//paaA//guaD//ycjD//cmtB//pnuC//
GO_0055073_9	ydhK//
GO_0055074_9	ycfL//
GO_0055075_9	cof//
GO_0055076_9	nagB//ydcI//ppiC//rimI//yegV//bdm//gltI//ssuB//rbsD//tolB//rpnB//ygjR//cspA//ytfR//ykfI//glgX//hyaD//fadD//yciG//ybhG//der//ydhK//
GO_0055078_9	recA//yqeF//pepN//
GO_0055080_7	dcuS//mngB//rbsB//msrQ//yfaL//afuB//mdtN//ascG//ybiH//nikA//acrF//ldtA//cysK//argA//cutC//ynfK//glnL//yceK//clsA//uhpA//cutA//potC//rhoL//yfaU//treF//ydfH//tauC//ahr//malX//bamD//efeO//ybhP//yraH//sufB//ytfR//
GO_0055081_7	cyaY//
GO_0055082_4	tnaB//rfaQ//dgoD//pheM//mdtL//prmA//hcaE//ybjD//yebS//ravA//nemR//secG//tktA//yaiW//rsmF//aroL//ptsI//crp//yjhI//yjiX//yjtD//rpmF//malY//marA//yajQ//ycjQ//msrC//hldE//zipA//mlaD//znuC//lapB//groL//yfgJ//
GO_0055083_8	dinJ//
