#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ftsK//napA//nfsB//nrfF//
GO_0051235_3	casD//tyrA//ppx//
GO_0051238_4	ftsW//ddlA//frdB//
GO_0051246_6	rffM//purL//appC//hyaB//frvB//dsbG//rpsR//scpC//hemD//qorA//aroB//glcC//feaR//tqsA//dacD//cspA//qorA//idnO//rihC//pfkB//ribA//pdeH//mqsA//yciK//fimD//yjeI//trmA//yfcU//nrfE//yfgI//ydhK//torC//rplD//fecA//ubiF//cysG//baeR//ppiD//pphB//ridA//mscS//ydfK//mdh//cof//cbrA//mraZ//lolA//acnB//deaD//pdxK//yfcG//mdtD//rmf//
GO_0051247_7	lsrG//astB//asnB//uspE//rihC//oxyR//mnaT//ybhS//rpmE//ccmG//yjjG//
GO_0051248_7	bssS//ccmE//nrdF//secB//yeaD//uhpT//dgkA//allB//nudG//feoC//kch//mtlA//yjhB//ygcW//yjjW//frlC//mazG//yciH//sapC//sucA//insB-4//tatE//iscA//ykgF//ihfB//ansA//yidD//treR//ttdA//gstB//tas//
GO_0051252_6	yjbH//envC//ahr//lpoB//aes//pgpC//amiD//narV//dgoR//lysO//pagP//elfC//rlpA//sgcE//arfB//mprA//ssuD//cspB//tdcG//yfbV//recC//ribE//uhpT//mppA//yjaA//yjjW//rpsH//trpA//edd//gapA//topA//yddM//phnN//puuR//lpxL//aroC//map//rimL//elfD//lpxP//gsiC//yjhB//yeeA//zapA//ftsK//purL//lysA//ribE//asmA//agp//yhgH//ldcC//rimK//ecpR//cusC//pepN//fixC//fryB//pfkB//fdhE//lysU//qseB//apaH//trmH//hyaA//rffM//symE//gntR//yjcO//rfe//zapB//ruvB//upp//yraN//frvR//accC//fimC//ileS//galR//fliL//lacZ//rpsH//rpsL//sucD//pdeH//cvpA//metC//psuT//yohD//infC//rspB//nagZ//waaC//bisC//cysP//dicA//idnD//hisG//rsmA//hofO//mdoG//yqcG//fdoI//ydeO//dcm//etk//bioH//sbcC//crfC//menB//rpsA//cpxA//exuR//edd//mrdA//dmlR//phr//yphF//yjaA//pdhR//pncB//ybcL//rpsH//polB//yphB//hisS//casE//yfjV//nirD//yghW//mazF//topB//cheB//sad//ccmA//wza//malE//yehD//ahpC//glgB//pgpC//hofM//rsmF//mfd//frdA//flhE//cas1//xerD//kdgR//nadE//fepD//bluR//entE//norV//yodD//mepA//folA//cbrC//fimZ//murJ//dnaE//hicA//secD//rplW//msrQ//nupX//rpsE//csrD//cvrA//rstB//zwf//prmC//potH//yhgH//yiaA//avtA//yiiE//nanT//dapB//sgrT//aslB//bioP//ycgV//cmoM//ltaE//sfsA//fimD//menB//ais//dusC//napC//fdnH//tauC//crfC//yfcQ//dpiB//tusD//ampH//uvrD//sucC//ycbB//ptrA//yehD//ydcZ//uspF//narU//guaC//dtpD//pyrE//rlmD//ygfI//narZ//argD//sgcC//pdeD//intF//murR//cysA//gyrA//infC//ytfQ//creC//yidP//rihA//tcyJ//aldA//patA//ptsI//ycaO//nanA//lldP//glpC//pdxY//wbbK//cydB//folP//ymgC//kch//menA//sodB//fdnH//cbrC//yhaV//paaC//tdcD//paaH//fucK//menH//dnaN//yneL//aas//clsC//cheW//potH//abpB//ycfL//ppsR//ydhK//yjhC//cbeA//trmD//bipA//cydB//ybbN//flgB//wzyE//nadC//yjjX//garR//tolR//yjcS//frvB//uspC//mdtK//cydC//yahK//lapA//yihR//
GO_0051253_7	yadI//tdcB//ppsA//gppA//clpS//fkpA//ibsC//proX//uhpB//yiaA//yieL//sufC//ycbU//cspD//gshB//yfbS//rarA//csgD//ldtA//sgcC//rffG//sgbE//gpp//lamB//ligA//rlmL//yiaB//artM//elaD//narK//helD//yafO//proS//ubiC//rsfS//smrA//ilvN//cobS//hofM//allS//ydiK//zupT//envC//ulaG//ibsB//frsA//efp//ynfE//rfe//aroK//betI//tar//tauB//thyA//bhsA//gnd//cmoM//gloC//cspB//yfeX//mlaF//artJ//ybhG//yrfG//ytfR//yfdS//ushA//sgcE//folD//yccA//yqgF//nanC//ygfI//ybaQ//poxB//hybF//menD//dedD//sxy//bacA//flgH//ydiR//potI//yieK//borD//ygcR//aroA//srlB//ybiH//ybjI//oppF//ycfL//abgB//rclR//queF//yfbV//dtd//lsrC//hicA//
GO_0051254_7	ralR//rutF//yjiR//lpxT//metG//kup//treF//yobA//gyrA//mdtM//treC//htrE//dnaJ//bglB//elyC//yacG//yojI//rsmH//dtpD//envZ//chaA//gltD//sufD//intZ//feoC//ycdX//argC//rffT//plsB//ydeM//rbfA//nikE//ppiC//mntS//ybhG//fau//yhaJ//crfC//ybaO//tdcC//leuO//ghrB//tdcA//alsA//cmoA//pgaD//lacZ//pphA//tig//ygfZ//ettA//proC//glpA//hofN//bglJ//ycgV//holA//bfr//aceA//accB//rimO//gfcE//fimD//bioD1//cyoB//fixB//ybeQ//wcaB//ydcS//glxR//yfbS//mhpD//dapF//ykgM//rfaB//
GO_0051258_7	caiT//
GO_0051259_6	ulaF//brnQ//rlmF//gutM//rssB//ynhG//rnt//erpA//ssuD//thrA//ydfG//panD//nikA//secA//copA//greA//fkpA//baeS//atpF//crfC//cusF//ybaE//frdA//epmA//abgR//msrP//murR//cysC//chbG//coaE//tdcA//hdfR//ftnB//rluE//speE//araA//rhlB//yddA//chiP//frlC//sgcB//mepA//ydiF//fabB//modC//yraR//miaA//glnH//ydhC//priB//intQ//
GO_0051260_7	glvB//artQ//dcyD//ynbB//tesB//yhdH//iraD//yebC//nimR//mhpC//argC//sucA//fabZ//manZ//sdhD//sdhC//grpE//ispF//asr//argK//narH//hxpA//cspI//gmd//tcyP//ftsQ//holA//btuF//hybF//patA//sfmA//rsmD//aas//clsA//yjbG//intF//yjeH//suhB//nagE//yraN//yhfK//topB//kdgR//livM//mepH//phnJ//yaiV//
GO_0051262_7	glsA1//trg//ybaE//symE//pdeL//ansA//agaD//mreD//baeS//rarA//thiM//nusG//mntS//glvC//garL//mscL//yjeI//glcA//cho//ybfE//norW//acpP//gsiA//rplT//rutG//livH//ygiV//lpxH//arcB//agaC//gyrA//lepB//focA//nupC//uxuR//ssuC//
GO_0051270_5	nadC//rpsM//ubiI//ydbK//patZ//aaeR//pyrG//tadA//feaB//rfbX//pth//raiA//cysG//nupX//priC//acpT//
GO_0051271_6	narQ//ribD//pyrC//rfaD//umpH//ubiA//ribA//yibH//ftsK//
GO_0051273_7	menB//yhaC//rspB//yadI//torA//ybjN//rnc//
GO_0051274_8	dtpC//dsdA//atpG//truC//sppA//yfcR//ung//
GO_0051276_5	yjbE//rplO//cpxA//bioD1//ycbX//crcB//nagE//entS//dacB//atpG//tbpA//yjjQ//mobA//dsbD//paaD//csrA//hisA//hrsA//hisG//ybdR//yohC//dpiB//citE//rfbD//tmk//cusA//
GO_0051289_8	rplF//pflB//ampE//envY//sdhA//tehA//bamE//lasT//flhE//trpC//murJ//zraS//cecR//ybjL//mhpT//endA//mglA//hyaA//yggX//glpX//panZ//ffh//rpsS//clcB//alsK//rdgC//ydiP//yhjD//treB//rpsE//scpB//nuoI//glpT//clpB//exbB//ada//
GO_0051301_3	pabA//gapA//mdtJ//mrp//kdgR//arsC//mppA//nikC//tusA//pgpC//rihB//sspB//ldtA//yebQ//phoA//accC//lolB//insI3//pbpG//fdnI//sdhD//tufB//zapD//treC//yjiX//uof//nlpA//dppF//ygjK//nudB//glcA//aroD//mdtO//yqhD//bhsA//gldA//
GO_0051302_5	malF//dinJ//nrdR//fdnH//pliG//speB//cysM//cytR//aroF//lsrR//yqaE//gudD//pal//acrD//
GO_0051304_4	mnaT//
GO_0051336_5	paaZ//hisC//glnS//matP//yedP//hinT//ybhF//basS//yoaA//thrL//ugpA//yfcQ//rfbX//preT//bioD2//focA//yhdJ//metQ//rhaR//trmA//mdlB//hisF//crr//ulaB//uidC//
GO_0051338_5	ilvN//bcsQ//rplA//nusG//
GO_0051339_5	murJ//
GO_0051341_5	napC//dppD//
GO_0051345_6	abgR//gntK//kduI//yqeG//holA//hns//fdoI//murB//
GO_0051346_6	carA//rusA//rfaD//fixC//degQ//pflA//glnQ//frlR//ybiJ//hybA//argB//
GO_0051347_6	umuD//wbbK//
GO_0051349_6	lpxH//
GO_0051353_6	rlmA//ydeM//
GO_0051391_8	yfcQ//
GO_0051409_4	ompW//fixB//
GO_0051410_3	nemA//
GO_0051452_10	rbfA//
GO_0051453_9	pheM//ilvD//kilR//mgtA//bcsA//kduI//mhpA//guaB//
GO_0051454_10	dsbB//betB//ydcI//pfkA//paaB//
GO_0051476_7	dfp//
GO_0051484_7	dacB//
GO_0051493_7	yhbX//
GO_0051495_8	flgC//
GO_0051595_6	mukB//cpxA//qseC//fumA//pdeF//
GO_0051596_6	yfbV//ymfA//pspC//yaiP//metR//perR//yjiR//yehX//tas//araC//waaF//ccmC//lysP//fadL//tktB//glsB//yebQ//yjjW//uidC//lpxH//ykfM//ampD//dcuC//nagA//scpB//sgcA//rpmJ//bipA//
GO_0051599_4	dgcZ//
GO_0051603_6	metL//glnD//menE//pncB//dgoD//ycgV//
GO_0051604_5	galR//flgF//nuoE//ynfF//erpA//mraZ//codB//tus//flgE//ppc//dppA//yaaA//manA//narK//sppA//pheM//tyrS//ptsN//mtn//yidZ//rclC//radA//ymgA//ykgF//pdxK//pphB//ibpA//aceK//ptsP//nfo//yeiL//ulaA//zapD//tcdA//dauA//srlE//glcB//uidA//ybhG//evgS//
GO_0051606_3	bsmA//fimE//
GO_0051607_4	tsf//rfaH//dcuA//exoX//adeD//yejF//yadC//mrcA//tdcE//rpnC//
GO_0051641_3	pepA//uraA//torC//betT//leuE//mrdA//cheR//ybcC//hyaB//yejA//yjgX//uidA//evgA//uspF//aroB//yhiM//hprS//pinR//yadC//idnD//degS//atpD//recT//
GO_0051649_4	yfcF//dapB//uvrC//narU//dicB//kgtP//yraN//truD//entS//kdpB//lolE//ahr//pspC//
GO_0051651_3	flgJ//hexR//rfe//
GO_0051668_4	yieH//
GO_0051691_5	recA//cobC//
GO_0051692_6	nikR//glnQ//
GO_0051701_4	ptsH//rhtA//tdcA//focA//clpX//tnaA//glpB//envZ//hisP//wzzE//arcB//opgD//rhaB//appA//malF//sfmA//
GO_0051703_3	yfcF//dpiB//copA//nagD//gpr//nepI//dxr//aldB//
GO_0051707_3	ltaE//mak//xylF//btuE//insA-1//fdx//yiaB//pgpB//groS//hyfA//zapC//iraP//ybiO//yajR//
GO_0051715_4	btuB//
GO_0051716_3	wzc//nadA//ynfL//arcA//sgbU//srlA//erpA//aroC//yfbR//gadC//dtpA//gntP//tdcF//dapA//basS//yhbX//slyD//yraJ//yafC//ypjD//cvpA//yhbY//alsE//yggE//fliL//hxpB//tatB//yjcS//tktB//nrfE//csgE//nrdF//mutH//purL//ybhS//cydA//mipA//lipA//mrcA//ldtE//glxK//acrA//ftsN//zapD//ydeM//ptsP//ompC//ytfT//thiP//glcB//arcB//fdhF//ydbD//rcnB//yahI//mgsA//frc//yghO//ydgA//hsdM//garP//dmsC//rho//rutR//allD//yhbO//rffG//galM//sbcB//fkpA//rimM//crr//borD//gsiB//sanA//der//fumC//ubiF//potH//yagG//atoC//cmtA//emrK//hlyE//waaG//fimF//exbD//uxuB//tolB//rpsQ//yqjH//pnp//nrfE//sdhB//lgoR//glrR//lptC//mnmE//argB//tdh//ybjI//manZ//dsdA//yidA//ghoT//ddpX//higB//yeeL//pcm//grxD//lptC//entS//ribD//queC//rfaC//pnuC//uxaB//acpT//cmoB//hycH//lacY//entD//fimB//mntS//livK//narJ//waaP//dgoD//osmY//pdxA//melA//tadA//mdtF//argR//paoC//yahB//fliD//narX//galP//aroK//gdhA//ydfG//adk//mltA//fecD//znuC//ydfD//dicC//yhcN//ydiV//exuR//entA//adeP//aphA//abpB//prfB//livM//gcvH//idnD//yihS//accD//ybcF//recJ//glrK//ompL//kdsA//hycH//nanE//mltA//yrdA//atpC//tig//glnB//kch//yebZ//ldcA//dcp//ydiK//yihW//patZ//trpL//ppiD//rpsP//ndk//hslJ//rho//ymjB//gstB//yjiX//mcrA//ycjR//rffG//pdxB//xanP//add//ydiZ//rbsC//pgaA//brnQ//prmA//deaD//ymgF//katG//cmoB//alsK//rpnB//yejA//hyfA//emrY//sfmD//pgpB//gcvT//rtcB//cpsG//cutC//xseA//sfmD//amyA//flgG//prmB//raiA//glnL//pyrF//hiuH//dgcE//mlc//yggD//yidR//avtA//ptsP//aaeB//map//yfbU//yfaL//ompT//rplF//mak//rlmL//kbaY//rplL//entH//ybjD//nei//rusA//yihU//lpp//ribC//yhaM//narY//citG//helD//phnO//nikR//yeaV//codB//ygeR//ftsP//ycfL//purL//ais//tesB//gshA//lysS//ppiA//luxS//ycjR//oxyR//ptsN//tyrB//yfiE//zwf//acpS//sucC//yihU//rhlE//pldB//phnG//yadM//lpxM//rutA//fabR//apaH//nanS//uspB//rfaF//mglA//agaD//xylB//rutB//yafE//lldD//hisP//yciK//ilvB//dcuB//ygiV//bioA//fiu//mutH//glpR//caiE//torZ//yjhB//ybaM//glrR//rpsM//glgC//frlA//lapB//topA//rlmM//cmk//edd//kdgK//rihA//tehA//ushA//cmtA//recT//lldP//dtpB//galK//ybgP//dnaB//glpF//fryA//uidR//opgE//lexA//sgrR//fdnG//yhhZ//yiaO//puuP//skp//frmA//yhbX//prpC//tusA//cptB//thiD//bsmA//rluE//bglH//tusD//yfcU//priC//dcp//garK//radD//yjcE//btuC//mglB//hybG//ihfA//ldtE//paaJ//recX//yadK//
GO_0051726_5	napB//rfbC//yjhG//pdeL//waaH//
GO_0051781_6	umpH//baeR//
GO_0051782_6	phoB//pykF//ypdF//srlR//mzrA//relB//rhlE//
GO_0051788_5	rcdA//
GO_0051790_7	ydcS//
GO_0051806_6	phnC//mdtQ//mtfA//ycfH//ybdZ//cpxR//wzc//lrp//
GO_0051817_5	nhaA//yfiR//waaP//ftsK//
GO_0051818_6	nagK//gltK//arsC//yiiD//
GO_0051828_5	cbrA//minD//insI4//gapC//malK//pepA//lipA//bioD//
GO_0051883_4	murE//yihP//ileS//yidP//
GO_0051977_7	rfaG//
GO_0051983_5	menF//
GO_0052126_4	chiP//pgk//scpB//rzpD//
GO_0052128_5	apt//
GO_0052131_6	gsiD//
GO_0052192_3	trpD//rayT//flhA//fabA//
GO_0052547_6	flgB//aas//sapB//
GO_0052548_7	dacD//bcsA//
GO_0052646_5	nrdE//ais//sbcB//hisG//bamD//
GO_0052652_8	dsbB//cobU//
GO_0052653_5	insH-5//
GO_0052777_7	hns//seqA//
GO_0052778_6	queD//yhbY//mqsR//
GO_0052779_5	dacD//proW//insI4//
GO_0052782_6	rsmF//dam//
GO_0052803_5	galT//glnE//ygiN//insI4//pyrC//yohC//eptA//ftsE//
GO_0052837_6	secB//
GO_0052838_5	gltL//
GO_0055062_9	trmH//
GO_0055065_8	ydhC//yhcF//mrcA//hslU//prc//ytfR//hflK//mrr//nupX//rplI//nfsB//kdsD//mtnN//sufE//gsiB//ynbC//ssuC//ggt//xylR//rsmH//mhpT//potI//ytfR//yegV//tynA//garD//
GO_0055067_8	rimJ//manA//cfa//atoC//mqsR//fryB//sdaB//ribB//sdhC//trmD//ydaC//rcsD//
GO_0055069_9	surE//
GO_0055070_10	prmC//ampE//ykfI//gntT//yhjB//rplY//
GO_0055071_10	ydcO//
GO_0055072_10	prmB//ispA//rplC//yieE//proX//nemA//gpt//nuoN//nrfA//rusA//argE//phoP//rnc//ulaR//
GO_0055073_9	rhaD//
GO_0055074_9	ldtE//
GO_0055075_9	yafE//
GO_0055076_9	glgB//folA//eptC//yafE//pntA//yihR//tdcG//tag//ttdA//puuR//iscR//agaI//alaS//glcE//gsiD//sdhC//ydcO//argG//fepB//yagG//cusA//glpR//
GO_0055078_9	ibsA//ybdR//rlmI//
GO_0055080_7	sbp//mutM//yhjB//ybiX//phoP//yieL//feoA//tdcA//hycH//rluC//bolA//nrdB//rffG//rimI//frsA//citG//arnD//yajO//amiB//recC//tcyP//trkA//ygiN//mdoD//dacC//napF//nrfF//gadW//yjjI//fixA//cysD//proX//cysC//aroF//malE//
GO_0055081_7	torY//
GO_0055082_4	puuP//ratA//uof//ychO//purR//cynT//dcm//yaiW//ogrK//ihfA//yoaA//erfK//uxuA//argK//yibT//lsrB//ansA//mlaB//metR//dut//ynjA//ydiR//yjjB//thiL//gntK//add//mgtL//nemA//abpA//pspF//ybhS//nrfB//hofM//ybhJ//
GO_0055083_8	hokE//
GO_0055085_5	manX//yjiA//recX//yjfP//cydD//pcnB//sdhE//dppC//mntP//yqjI//ubiI//malP//fetA//mlaD//fixC//metL//adeQ//ldtD//yihL//arsC//dmlA//baeS//dadA//proP//fliT//ubiE//hpf//arnB//ygfA//waaA//mdtN//dtpC//yhjX//lptC//aspS//xapB//btuE//nfsB//ansA//phoB//preA//rsgA//mdtJ//uvrY//lptF//ykgA//yehY//hdeD//rpmG//dnaA//chaA//fpr//yhaV//glyS//mtlD//mhpD//smrA//yddG//dcd//rplQ//shoB//udk//nemA//yadK//epmC//glgC//pspA//pepT//dapD//rzpD//yjhG//uxaB//glmM//shiA//glsA//creC//fadM//malZ//pgpC//mlaE//phoU//mlc//yfiF//tolR//rcsD//suhB//degS//mdtB//yqaB//ydiV//galF//lolA//elaB//ccmG//nanR//pckA//map//htpX//orn//yidE//pntA//yibH//udp//yadK//topAI//ybiA//torS//abgA//lsrC//acrR//macA//gspE//nagC//rhoL//arcA//rcnB//rpsI//sgcC//cysS//yfeO//pbpC//dinJ//cysC//nanA//yneE//ydiK//frlA//tar//ybaO//pck//gpt//rmuC//ybgP//serA//garL//tabA//waaF//msbA//kbaY//rpsH//mlaB//tnaB//cas2//yggP//mltB//malE//yiaM//ydcO//alsK//opgB//tyrB//cpxA//hisP//pcnB//fnr//hprR//ygaH//dacA//aroD//modC//yccA//agaS//sbcB//perR//mlaE//menA//yebC//bglH//copA//malF//yiaA//potC//bioA//lpxB//fbp//cysE//nanA//frvB//yjfF//kdgT//thiE//entC//rpsM//topAI//glpT//asnB//ddlA//abgT//ldtE//gutM//raiA//fixB//mltF//oppA//rpsA//amyA//cueR//rnd//rlmG//ybdN//hofP//cas3//yraR//lpxP//ybiH//ompR//pgaD//tolA//ygjK//wecC//tatB//cdh//arsB//cpxP//abpA//hybE//katG//hyi//rpsL//crcB//chbR//ydiP//rmuC//yicJ//rplC//pgaA//truB//erfK//flgC//ydiF//focA//nrdH//hinT//lysU//ansA//pheP//yafQ//msrB//yiiM//entH//serS//zntA//yhcN//arcC//rfaE//tabA//pyrF//rpsG//hslV//tar//rph//fkpA//yghW//hiuH//cdgI//tap//ygcR//ygaH//ybhD//hypC//alr//sad//melB//iscU//thrL//insH-5//yagJ//eptC//nimR//parE//yjhC//ybhI//lpxH//yehY//lasT//flgF//csrA//aldB//mraZ//xseA//tatC//tqsA//aidB//yiaN//ymfK//lptG//ydiZ//ruvC//proP//umpH//dcuA//gstA//yddM//suhB//rfaC//entB//mraY//ftsQ//hemH//fabR//agaV//casE//bipA//leuB//envC//clpP//lolE//symE//paaB//malG//tnaA//ldrB//yiiM//iscS//yfaV//glrK//ydfD//cbrA//fnr//leuA//putP//preA//codA//treA//idnK//pepN//ydjH//rffM//nudG//rutD//mog//tsgA//narY//yidH//purN//hxpB//baeR//murG//ydcR//kgtP//mdaB//ldrB//yggT//rfaH//lptA//yeaV//yfcP//adeQ//nadB//rimL//ftsX//yneE//fhuB//aroA//leuD//trmJ//cysP//dusC//rpsD//xanQ//ldtB//cpoB//queF//murE//cysB//gltP//ddpX//xylE//cadC//sapF//lapA//nrdA//fliS//yfjR//wecE//nupG//nikE//ybaT//agaS//iraP//yfdK//rdgC//ihfA//mutH//ribD//hisQ//minE//crcB//yebG//tktA//iscU//minC//rnt//ldtB//motA//ulaB//allD//nanT//nrfC//mscS//pgaD//leuB//accA//kdpD//ssuE//ompA//hycH//emrB//hofQ//lsrR//pitB//cysE//frvB//fadA//amtB//yoaB//pflA//lgoT//mmuP//asnC//waaS//bluF//argD//fepB//uxuR//dbpA//opgE//proB//allC//hiuH//ydiK//ybaQ//
GO_0055086_4	casE//betB//idi//hisS//mgrB//elbB//pstS//umpG//nuoB//yagU//nikD//panF//gntT//hscB//yidA//araG//ada//pgpA//yfcP//ldtC//ispF//glpA//frc//gltK//uacT//creB//lptC//aidB//trpD//tsaB//guaB//hycI//ydcR//dgoK//yaaJ//lptB//bioB//yahD//fieF//mutT//ttcA//sucA//mtnN//ydiZ//hemN//lptG//zinT//yiaN//yhhY//cbrA//ackA//mqsR//qseC//fimH//rlmJ//rplQ//yfdG//frdB//phr//thiC//clpA//cas3//atpC//yadK//tehB//purA//holE//tar//ygfI//yahO//cspC//ascF//pnp//waaF//sfsB//ftsH//insF-1//yjhG//dsbC//cobS//sucC//hpt//rlmF//hexR//rplY//yeiG//rcnR//bamA//frdB//waaY//fimB//xylH//cspE//mnmG//fur//uspE//purF//mepM//hdhA//coaA//gutQ//ubiE//gltS//hxpA//rplO//cysD//ybaQ//sapB//sfmF//chbG//fepB//potB//mazG//rpmC//putA//fdoG//menB//nrdA//dtpC//gatY//ilvB//tusD//ynjA//rfbC//narX//napF//thiL//galS//nfi//melR//rph//cheZ//yjjI//idnD//rimM//lsrK//astC//gltL//hlyE//gadB//nudF//gpp//rnhA//hemG//ybjN//bacA//sstT//borD//fimD//rhaS//arcB//ldtA//pdxJ//yjhI//pflA//ybgP//slyA//fklB//rcsA//yehD//baeS//ygjR//adk//yadC//ldtD//macB//uspF//mcbR//ybfE//pntB//gloB//yiiD//
GO_0055114_3	pdxA//phnH//ydiP//narI//galK//uxaB//astB//gabP//mntR//holB//yehP//priA//sgcR//ilvC//flgF//ubiB//thrS//cheY//rpsJ//yabI//csgF//pntB//rffG//yghG//osmF//acrE//mlaF//macA//cueO//ldrA//yjhP//mnmC//lptB//rcnA//gudD//hofN//insE-1//lpxH//melB//yhjX//acrF//rimM//fliK//dpiA//mhpC//rplR//focB//yjgX//hyaD//hemL//cutC//ghxP//purC//rbsD//envR//flgF//ygfZ//ynaE//mtn//mprA//arsB//ybaK//rnc//potF//yqeF//flgA//msrA//recJ//nirC//secD//bglB//hcaC//narW//hflD//phnG//lacY//mnmG//agaB//rlmJ//rplA//mnmG//thiG//mdtN//queA//pyrD//ispH//secA//trkA//phoR//tatC//tatB//tdcR//lexA//ttdA//wzyE//yggE//gabT//yjcE//polB//yihT//baeS//ulaE//napC//ulaE//ubiA//cfa//clpB//rnd//pgk//ybfA//rsmA//dnaE//ybiH//ruvB//dbpA//feoA//yihQ//frlR//dsbD//nsrR//csgB//wecB//rfaG//yciE//nlpI//ebgR//cysN//nrfG//sbmC//rpoS//nfuA//sapD//recJ//pflC//idnD//asnS//mrp//proB//fecD//rpsI//fabI//garR//cycA//casA//mtn//pepD//sspB//kefB//lolA//cydC//serB//ddlA//araG//phnJ//fieF//kdsA//dnaJ//fabR//oppF//ascB//mdtE//adeP//napA//cysS//rpnC//hxpB//rutR//hha//gltL//torI//ydeP//dinJ//sfmF//pspF//mntH//purC//ruvC//lsrG//narH//rnd//yddL//gpsA//yegD//flgC//ycfS//fimF//ligB//aceF//btuD//pyrH//grxD//fabH//
GO_0055129_5	mdtA//uvrB//kbaY//
GO_0055130_8	mrdB//glnE//
GO_0060003_10	hofN//hypB//sdhE//gmk//
GO_0060255_5	yddL//aaeA//dgoK//glpD//bamD//secA//gltS//srlB//nagD//srlE//ymgC//ydgA//tsaE//eutN//yjjQ//mscK//srlR//tusA//yiaT//yajO//yoeE//murI//yjiX//araA//nanS//yeiL//purN//ibsA//glk//uhpT//ldtB//idnD//tus//tauD//rlmN//glgS//nuoM//purF//ppiA//fixA//ygfZ//mcrB//ybhJ//cysE//yghG//djlC//csgD//nudB//ytfE//yjjG//rclA//cheZ//suhB//mutM//clpX//iraM//uvrC//ubiC//ychO//basS//yajD//yjjQ//ykgF//pspG//ratA//ribE//cynT//uhpA//yqgF//diaA//aroP//kdpA//sbmC//thrB//yeeO//hemB//bioC//mdtA//rbsD//feaB//pyrL//degS//treR//rutF//yebG//frwD//xanQ//gatD//yehZ//mepH//glmU//mntH//yjjQ//yqaB//idi//idnD//ibsA//gspE//garL//manZ//yaaJ//hdeA//yigL//yjaZ//apaH//yadK//symE//sseA//tsr//fdrA//nac//murQ//torA//narV//bssR//yehA//ygjR//adeQ//pyrD//ygbI//hemA//bioH//rlmC//yfaV//zur//yjhC//lysU//wecA//ruvC//greA//napB//lepA//carA//pstB//rplK//hldE//yegV//ychF//cyaY//gshB//yfbV//mdtM//serC//rzpR//ybhJ//kdpF//glnH//rlmN//cmoA//rclB//hemF//betT//dtpB//intQ//ybhF//ygiS//pyrB//fhuC//zapA//tusC//queG//pdeD//coaD//cusC//modA//yibH//casE//dsbA//paaK//sdhE//rutA//argG//ycjQ//fliM//yihS//ychF//gpmM//fic//cobT//arfB//mpaA//rplC//fabR//higA//ftsQ//hyaB//dicC//rutB//mlaE//yhhT//aidB//tnaB//codB//ascF//mgtA//ybfA//bioF//glpB//sdhE//insI3//pgaA//yfdG//hyaB//yaiP//yeaG//tmcA//afuC//murI//rsmF//ynbD//ulaC//rluB//ybhF//rutC//fepG//fimI//xylH//rpiR//nagE//tauC//argF//pckA//yiaA//yedP//livK//yebQ//mltF//yfhH//gabD//ykgM//ybaO//tdh//arcA//ypdB//sfsB//nanT//epmB//dedD//yeaE//waaH//rpiA//bamA//yfbS//yfjR//yhhZ//pepB//purR//acnA//edd//yeaE//fucA//lptA//slmA//yiaN//aroK//emrD//insF-1//valS//rpsJ//sdaB//ygeW//ychF//map//cyaA//yihW//cusA//folA//rnlB//appB//coaE//prmC//hlyE//frdA//mdtN//plaP//yhjB//metK//torA//ynaI//metI//ydcM//ccmH//ychH//chbF//insI-1//rsmB//tldD//pal//mdlA//ybhR//rpmF//sdhC//rnt//selD//ybhJ//fliZ//frc//fdhF//fabB//pspC//caiD//panF//yhfS//mdtC//trpE//ddpX//dcuA//abgA//ycbU//yfgJ//nei//waaB//adiY//tdcE//bglH//yafQ//ptsH//fruB//rpsO//aphA//entS//lipB//cca//dinQ//stpA//nanT//cusA//pyrL//ampG//ompA//fadI//ydcS//ydbD//hdeB//rpsH//hcaR//cof//ibsC//ydbD//matP//bcp//sdiA//gyrB//minD//cspA//rsfS//truB//decR//xanQ//pykF//livK//hybC//sufC//hyfR//
GO_0060274_5	rplL//
GO_0060326_5	gatC//
GO_0060341_5	yggD//yajR//
GO_0060491_5	tdcC//yedP//yadM//trpC//
GO_0060566_8	glnP//
GO_0060567_8	ulaG//ybiJ//actP//
GO_0060699_8	sanA//nanA//nhaA//dmsC//dxs//
GO_0060700_7	speB//rbsC//dpiA//hlyE//hemC//
GO_0060701_8	tsf//yedL//narH//fabG//rplM//
GO_0060702_9	pgk//pheP//ybjI//rutD//rsmC//
GO_0061013_7	zapE//mpaA//yfcF//lacY//tehB//
GO_0061024_4	prpC//recB//add//rseC//clpS//csiD//ldrA//blr//selD//yfcA//mglA//aceA//
GO_0061077_4	flgA//rpe//hrsA//thiI//pbpG//hprS//mqsA//hchA//rapA//groL//mreB//yihV//cysU//dtd//kdgT//hemB//yqcG//exoX//gutQ//yehZ//rimP//uxaB//araG//
GO_0061475_9	nrdH//
GO_0061504_8	yihW//
GO_0061610_5	lplA//
GO_0061615_7	glpD//dsbD//
GO_0061687_3	hipA//yjhG//ptsH//lpcA//ssuE//cysD//
GO_0061720_5	arcA//pinR//feaR//cheZ//
