#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpsH//ynfH//yfaV//dnaC//
GO_0006139_4	pgpB//nirB//srlA//recD//sbmA//acpH//sdhD//hsdR//pgm//ilvC//dmsB//yfiC//sanA//hcaF//yeeL//grcA//trkH//malZ//serC//fliK//ribD//hyfA//ybjI//pspF//yqaB//fhuB//tufA//ybdO//ftsL//rbn//dsdX//cysZ//trg//yqeG//ptsH//fdhD//yaiW//ppc//yahN//galU//matP//menI//sbmC//pyrE//era//chaC//yidP//aslB//uvrB//motA//rlmN//cmoB//ftsW//poxB//nanA//mnmA//yoaB//frlA//puuA//mngB//argG//pgl//aer//upp//acrZ//agaR//katG//lpxC//rpnA//gnsB//yebZ//yahO//ygbM//fabG//yjiX//sppA//pagP//ilvA//yhhY//wcaB//nei//nadC//pyrB//infC//rfaF//infC//hypE//zntA//pphB//lipA//bioA//infC//sad//yfdR//lyxK//glsB//endA//shoB//adk//truC//metN//patZ//proQ//araD//cydA//lptG//gltS//pgaA//nrfC//sufA//pdeL//narW//xylG//shiA//torS//folA//cedA//dctA//ushA//ycjP//arnD//ytfE//trkA//rfaD//pyrL//acnA//iraD//manA//ghrB//lptA//thrA//rfaG//livM//yfbR//rpsE//yqgB//trpGD//iraD//rlmL//recG//eutN//nuoE//yfgI//rzoD//cysZ//thrL//tnaC//casD//ibsB//ycjY//rdgB//dapA//proC//uidC//waaL//clpS//bglJ//otsB//ccmF//rpnA//puuR//gfcE//entE//thiG//rcnB//eutA//trkA//alkA//uhpB//yiaL//xapB//ytfR//flgG//opgC//caiT//fadA//hxpB//gapC//cusC//fur//eno//azoR//waaJ//alkB//emrB//nth//fadB//chiP//yfiF//fryB//waaU//recX//metL//yeaD//elbB//psuG//dapD//nsrR//zntA//gloC//cheY//rfaG//nuoN//yiaJ//ygbL//cmoA//fecA//frdC//flgG//ydfD//mcbA//glvC//yggE//aceK//zitB//sutR//livJ//yebK//potA//hslR//yebG//umuC//ldrD//dnaE//serB//fimH//cptB//paaA//yagG//leuA//glcF//ybcJ//rep//mhpB//phoU//dkgB//ibsE//kbp//yjiR//mdtF//aldB//tolB//cadA//glpC//phnG//rrrD//lpxK//gstA//nfuA//aqpZ//fdhF//hisG//cysD//sbmA//appA//dsdA//proW//ubiX//mltC//dacC//creC//sucD//hisS//argA//ilvI//yqiH//uacT//speA//nadK//argH//hha//yfhH//lldD//mdtF//fhuC//yhjD//fimI//lacI//lldR//ppiC//nrfE//infB//chbF//cheY//trkG//hns//gabP//mltD//yjbB//yigB//mntS//dusC//garP//mdtL//yoeE//asd//thiL//atpB//mdtD//yqhD//mutH//ydcT//yjhH//nhaA//appB//ynhG//mog//lgoR//dgoD//cutA//hipB//fimH//ebgA//uspB//rapA//rpsN//pykA//napD//tnaB//glcB//prfA//maa//cmtA//yneL//ymgA//ldtC//hcaR//qseC//rfaH//selB//dtpB//ydbD//soxR//torY//dgcJ//epd//tusB//rpnB//mlaD//rhtB//treC//phnJ//ybiT//dam//speG//prpR//elyC//ppsA//entE//yjhG//ygeV//malE//ynbD//rseC//cspE//garK//rssA//atpE//fetB//yiaJ//lgoT//atpB//thrS//hicB//glpK//ybdR//nuoG//zntA//groL//bssS//rcnB//fdoH//casD//citX//mak//ybjL//argS//bglX//narW//ybiA//betI//rssB//hisD//zapA//gltD//pdeR//yefM//asnC//waaL//yafS//dgt//ftnB//polA//gspJ//etk//insI1//yehW//ynhG//xylR//alr//yahN//rplE//panC//shoB//nikA//cysW//hyfC//yfdG//insI-1//rbn//lacI//caiB//pgaC//putP//ydiQ//bfr//yfeW//hypD//yqgF//arfB//dpiA//sutR//rpmF//tag//tcdA//truA//bolA//dcyD//ydgA//map//fumA//cysN//yddM//rhaM//yjjB//lolA//treA//rng//pfkA//bssS//tdcA//glrR//arsR//essD//gcl//fucA//waaQ//ycfL//glcF//yfdS//yjjQ//marA//csdA//nlpE//thiC//nhaA//prmC//uraA//dcuD//aaeA//rpmF//zapC//treC//nrfB//yjeI//yjaA//rutF//nikA//erpA//cbrC//recB//lptA//yidC//deoA//ypdI//yieH//bioA//fdhF//accD//mrdB//scpB//fimD//mnaT//trkG//pgk//yggP//pgsA//rfaB//kduI//patZ//bcr//crcB//ribE//wzb//agaC//citC//rpmH//yghW//fur//ygjH//dmsB//nrfC//dnaB//yiiE//mdtN//rusA//ybjI//yhfK//yjcE//zinT//rihA//sgcX//yhgH//mreC//pgrR//cobT//ynfF//yaiV//yeiE//dnaN//rspB//manY//nadC//trmH//dcuC//alaA//queG//folM//ttcA//atoB//rlmB//fecA//sfmD//recX//yebS//amiC//pinE//ilvC//mlc//yaaU//ychO//yjbG//malX//sdaB//secG//ecpR//rluC//emrY//nrdF//hxpB//sucA//agp//symE//osmF//nlpI//kdgR//gadW//ftp//mltA//accD//yaiP//ydgA//csdE//lsrD//nuoG//yieF//caiE//yiaJ//rplK//cysB//tpx//allR//yhaJ//alaC//tldD//mppA//yhiM//frwD//folC//yneL//rplR//malP//cusC//yahK//tufB//nudC//cysM//pyrH//ydcM//menA//ydcP//arsC//tolR//fadL//miaB//yedF//ubiG//ridA//ycbX//ydiQ//blr//yhjG//yebS//ribB//hycA//xseB//yfeD//alkA//dauA//pinR//nemR//tauB//mnmC//
GO_0006140_6	cmtB//menF//
GO_0006144_6	fhuC//tadA//basR//relB//ynfL//zitB//yieF//ldtB//mtr//npr//
GO_0006145_7	xthA//phnI//secM//tsf//
GO_0006146_8	agaC//nanT//
GO_0006148_9	sxy//
GO_0006149_9	yobA//
GO_0006150_9	lysO//
GO_0006152_7	ulaG//mlc//insK//bglA//fcl//dinB//
GO_0006154_6	fhuB//
GO_0006161_9	rssB//
GO_0006163_6	lsrK//asnA//ccmH//ygdG//pdeH//yeaE//flgB//ilvH//sufD//potI//galE//arsR//yfdR//aer//fimZ//pspG//aidB//ldcC//rluF//ftsW//argA//gor//pdxA//viaA//grxD//yceK//ampE//ydhJ//dnaQ//flgI//astC//smpB//rplN//rne//speB//lptE//bglB//yhaM//yehZ//rluE//ypdI//yghB//ytfQ//cysI//oppF//yajO//hscA//emrY//serS//pykF//yejF//yraI//cmtA//sgbE//
GO_0006164_7	zitB//hslJ//yagF//kbaZ//ynfE//rihA//agaR//ivbL//queC//pbpC//yraH//yebK//yneE//lysU//ispU//yidC//nac//argS//dut//zipA//queD//insA-2//yqaE//mqsA//ftp//pdxY//nagC//hofO//yigB//uxuA//phnH//artP//epd//nrdF//phoP//nagC//nimT//yqiI//ybjI//rpsT//
GO_0006165_7	yebG//alsB//lpcA//intS//hdeD//malG//moaD//glnA//endA//tap//elfD//xylA//eamB//nanR//pdeH//ompC//yohD//arcB//yihU//
GO_0006166_6	bipA//atpB//
GO_0006167_6	bglH//
GO_0006168_7	ygaV//trmA//
GO_0006171_9	ushA//
GO_0006172_9	chaA//
GO_0006177_9	sad//lldP//ugpB//
GO_0006178_7	yeeJ//
GO_0006183_9	recC//
GO_0006188_9	tdcC//hflC//mscS//rluF//
GO_0006189_10	glnA//acrE//
GO_0006195_7	nusG//pstA//
GO_0006203_8	ybhJ//ydcO//
GO_0006206_6	yfcS//yieE//frlB//sucB//chaA//insI1//caiF//gudD//yjcS//murC//fimE//bdm//dxs//grxD//nfi//gstB//rlmL//hypD//lpxP//cueR//dnaJ//potC//ulaR//araD//arcB//yehT//
GO_0006207_8	tdk//uspB//arnE//fdnH//wrbA//
GO_0006208_7	ydeM//rsfS//fkpB//ibpA//dusB//yhcF//queD//betA//yahD//yqeA//ygbN//tcyJ//galK//
GO_0006209_6	proP//
GO_0006210_8	fabA//
GO_0006212_6	ssuB//ais//nikE//yjhP//nrdG//yifB//panB//serB//rbn//hofO//mdtO//
GO_0006213_6	glcE//carA//yigL//ydeI//yrbG//ascF//yfeX//trmO//yahB//fepD//dut//ppsA//ybjL//kdpA//sapB//glnS//
GO_0006216_9	argE//
GO_0006217_9	cpsB//
GO_0006218_9	ibpA//
GO_0006220_6	ydcR//map//yoeB//kdpF//pncB//thiD//mreB//ybiW//yhaV//gltB//mhpD//ybfE//bglX//nrdR//rpsS//opgE//hisH//ybeF//glpK//holC//
GO_0006221_7	fsr//waaO//hisB//nirD//ydfH//uxuA//sgcA//yfaE//ybhS//yidK//hemG//bioD2//iscS//
GO_0006222_9	recT//
GO_0006225_9	ybhD//
GO_0006226_9	cusC//rffC//
GO_0006227_9	yfdS//
GO_0006231_9	tamA//
GO_0006233_9	flhC//
GO_0006235_9	rhaR//
GO_0006241_9	hslR//
GO_0006244_7	rpsD//dppA//cysU//yqiJ//yrfG//yaiW//glcD//
GO_0006259_5	slt//yadM//ydjH//yieH//cheR//dsdA//cusC//fre//rpsJ//acrA//thiE//folM//ppsA//aroC//sdaA//agaV//ulaG//nrdI//gyrB//cysD//mutY//bamE//rnpA//rpsO//fadK//yjiY//fryA//avtA//rclR//cyoB//citX//mmuP//spoT//malY//plaP//menI//puuD//pyrD//yhhT//fdoG//metK//galF//torY//yibF//selB//modB//ycgB//frvA//lysP//opgC//yihS//pdxH//glnB//narG//nmpC//mepS//rplC//mutH//sucC//dppF//mscS//ybhS//hslO//napB//mipA//iscX//dtpD//rpiB//ygaH//sdiA//yfdS//moeA//yebQ//mtgA//yahN//yfaU//chbR//elaD//metN//otsA//fixA//hsdM//feoC//waaB//pheT//yafS//fepG//waaB//gadA//rpsT//proQ//pdhR//tyrB//kdpD//entS//fimI//flgJ//dgcF//copA//melA//rclC//ftnB//yhhT//raiA//cysM//kbaY//cptB//hicB//tdh//mdtD//nuoH//ompR//lptA//sgcX//galT//asnA//yciG//clcA//decR//cutA//prpC//wzb//rlmG//hycA//pppA//envR//kgtP//cof//gyrA//yeeL//leuO//nei//hyi//yfiE//nikC//focA//mepH//lipB//cas3//nadK//flgD//nrdA//mhpD//cyoE//yihO//mraZ//hcp//cspA//
GO_0006260_6	ubiG//pcnB//waaF//mdoG//acrB//srlR//ynaI//frdB//ldrA//gntK//cobT//yfdG//yqhD//hypC//hmp//rlpA//phnP//ompG//flhA//ubiG//mepA//
GO_0006261_7	ycfJ//ldhA//yiaF//scpC//rhaA//hxpA//elaB//lpcA//pyrC//dmsA//ghoS//mreC//
GO_0006265_6	glrR//hflD//mdoG//fumC//clpS//
GO_0006266_6	mntH//metB//yfcS//
GO_0006267_5	lsrA//
GO_0006268_9	cstA//mnmA//queG//
GO_0006269_6	rcsC//
GO_0006270_6	mqsR//lolC//ygjR//narP//envR//skp//
GO_0006271_7	lpxL//ftsX//dcuB//
GO_0006274_6	prmA//
GO_0006275_7	plsX//rluD//hisH//yfjV//argH//nudF//aroD//alsK//yfaX//
GO_0006276_3	yjjQ//yjjB//rpoS//cpsG//cysN//fadA//glpR//alkA//
GO_0006281_6	ygeR//ydcM//zwf//hofP//hmp//ytfP//hybO//yehX//dnaJ//cpdB//fbaA//preA//cspC//mlc//mppA//secE//nupG//fdnH//recN//degQ//malG//bioD//allD//ygjK//epmB//thiH//nrdH//ogt//murP//agaC//ldcC//gltK//symE//mlc//alpA//rpoH//ldtE//baeR//kilR//purL//ynfK//yhhT//prlF//narY//mhpR//entB//rplR//speC//rsmA//dnaQ//ompL//pheM//mltA//sucC//mrr//
GO_0006283_8	mpaA//
GO_0006284_7	xylE//yhaC//bdm//setA//ldcC//putP//
GO_0006285_6	cbrA//mnmG//ydcI//csgD//pbpC//
GO_0006288_8	wzzE//fliM//
GO_0006289_7	uvrC//ispH//
GO_0006298_7	xanQ//lysA//yraK//cynS//gudD//gpr//argO//rpnA//cysH//metE//
GO_0006301_7	ybhD//rnhB//dsdA//ddpA//
GO_0006302_7	napA//yadI//ynfH//perR//mcbR//eutD//btuE//gcvT//abpB//
GO_0006304_6	gcvH//ldrA//sapF//cmtA//dtpA//lpp//gpsA//ygfX//gutQ//
GO_0006305_7	potI//rsmJ//phnG//srlE//
GO_0006306_5	nrdI//rpsH//glpF//gltX//
GO_0006307_8	purR//gapA//bamA//glnB//pgaB//
GO_0006308_6	frwD//yiaL//emrD//xapR//yrdA//dsdX//flhE//glnA//nrfC//araD//thrL//alsK//
GO_0006310_6	clsB//yejA//infB//hisF//rlmI//ftsL//thrC//dtpA//pyrE//sufS//rlmA//opgE//ampE//gstB//yehU//cho//modB//pgl//glcF//fliT//speE//gatA//priA//aceK//yfcF//acpP//narJ//eutK//ulaR//ruvB//tsaC//mscS//murQ//ffh//cysA//yjbG//menE//yagI//chiP//secE//melR//ybiA//ispF//
GO_0006313_4	pheP//yjeH//rcnB//ilvL//sfmF//ydfK//alsE//
GO_0006323_7	galT//
GO_0006325_4	nuoB//
GO_0006351_6	yahI//nikA//tmk//glsA1//yfcF//fbaA//insI3//soxS//lspA//folX//epd//wzzB//zntA//yahO//surA//ilvM//rutD//pldB//csdA//dosP//ccmA//mscL//ybiW//plsC//parC//ybeQ//yigB//eutK//ileS//nfuA//feoB//tsgA//rpoH//yfdG//cmoA//yjhG//amiD//lsrC//ilvC//mgtL//ascB//paaD//yeeJ//idnK//rlmL//ydhQ//dtpC//greA//ycdY//aldA//tcdA//fetA//recN//corA//rcnA//mcrA//yccA//yjaA//bamE//pldB//dctR//sgcA//pstB//ybjD//rluE//ygcO//mntH//rutA//lsrD//tatB//mreD//leuB//eutA//emrE//paaJ//sulA//fadA//kilR//pinQ//ydcS//galS//lpoB//dtpD//glcC//tatD//ppx//rplR//rutR//acrB//hypT//dgoK//dfp//yeeL//hcaB//ybiY//fucI//ycdY//yidE//lldD//srlR//iap//dacD//secF//ybdO//lsrD//mdtA//folD//soxR//cadB//yecS//hipA//mglA//dauA//gpmA//menF//yedX//gppA//leuO//ppiC//
GO_0006352_7	paoC//cueO//rpsE//cyaY//
GO_0006353_7	rhlB//mlaC//
GO_0006354_7	thiM//mngR//gabP//
GO_0006355_7	rhmD//csgB//tabA//yheT//yjbF//hyaC//gstA//dgcJ//ybjC//yidD//obgE//rimI//panD//zupT//rnc//rplW//lnt//atpH//nuoN//cysG//yhaC//aroD//yfaE//chbB//fliK//citE//yggE//dsdC//rcsA//argH//wzzE//umuC//csgD//mhpA//mltF//iap//arnD//rtcB//lpxC//tdcD//uhpB//yadM//trmL//waaA//lsrB//purC//ynfE//selD//crp//potF//nikC//cynX//mglA//frsA//hyaD//csgE//pepA//fkpA//nikE//yebQ//dgcJ//gyrB//cbl//hdfR//ftsX//fadD//argE//ynjA//clsA//fimB//ychF//mtnN//aaeA//glnD//srlD//yhbS//nagZ//xylH//yjaA//hisF//yhhT//cysE//dut//gpsA//ydeO//tauA//ykgA//ssuA//yhiM//prpR//comR//yrfG//bcr//lpxL//cysE//rnb//zapA//dcuB//mdlB//clsC//uxaA//ptrA//pmbA//yidH//yhbO//rpmE//ydgA//dfp//trpB//fdnG//gyrB//yfdS//rsmG//ynbD//psuG//radD//frmR//glpK//perR//hprS//pstS//yhbO//crp//yhhT//kdgT//nrdG//radA//ugpC//ynfH//mgtA//ygcR//fkpB//phnP//mepA//leuB//fucO//tolC//moaA//ydcZ//yidK//pyrG//pflA//glcB//yhiM//phnG//mlaB//orn//rplF//rsmG//kdpB//recX//frdA//btuD//thiC//ampD//cyoD//mdtJ//rpsK//ynbB//ftsB//nadB//bioP//lolD//hslJ//ydhJ//holC//hemL//yhjA//yibT//nanK//actP//ychO//frsA//rlmE//arsR//ybdM//yccS//cbeA//gor//insF-1//fhuB//yahI//lysO//rplQ//norR//dpiA//adeP//caiE//cbpM//kdpD//lyxK//aas//ugpA//kdpD//sstT//eptB//dam//katE//hflK//cobS//metR//ybeF//ftsL//ydjK//chiP//malI//mdtB//epmC//nfi//mscM//hdeA//yrdA//ompG//ydjK//amiB//yafN//malZ//yfbV//rtcR//rsmE//hyi//yehD//mdtQ//ftnB//osmF//yiaO//yccA//fiu//hfq//ldrA//yhcD//ybdN//yfeD//yeaG//yeeL//fhlA//secE//yfdR//rbn//caiF//yhhY//eno//rcdA//ribE//phoE//msrC//yafO//groL//thrL//rfbX//entH//ybaT//dacC//aidB//rcsB//paaE//htrE//prpR//ygjK//rhsD//yfaL//
GO_0006357_8	ydeP//
GO_0006364_9	acpP//dgcF//mzrA//ghxP//psuG//hypB//asnS//ygiW//ybhR//pheT//uhpT//xylF//trpR//lysR//rnd//sfsB//dhaK//ycjR//ydaV//hemL//thiG//mdtC//sgcX//ybeQ//ivy//mutH//pdxY//ilvD//galP//flhE//sucB//yqgF//dgcJ//fetB//ebgR//ybeQ//lpxT//amiD//hupB//treA//lplA//speE//secF//
GO_0006378_8	glpB//rutR//
GO_0006379_8	menD//
GO_0006382_8	ydhK//
GO_0006396_7	carB//uvrC//ilvI//srlR//rpoD//relE//yehP//gatB//bepA//napC//dnaA//lldD//caiB//folE//moaB//rseB//srmB//elfG//kdpE//nrdH//pstC//hemD//ssuB//yihO//yhfS//dadA//yddG//cmoM//ybiJ//mepS//yagI//tdh//yhhY//aceA//xdhB//fabA//mcbR//hemA//purN//ycaO//pdxH//setC//ydiP//rfaG//rbsK//intE//caiT//alsK//pyrB//pntA//phoU//yjhG//uidR//hyaD//nadE//yciT//caiF//murJ//btuD//rsmJ//ushA//waaP//kdpF//nrdH//waaB//dicB//lapA//sufC//dnaG//ascB//wcaC//murF//bioC//cheZ//plaP//yagF//phnH//paaG//wcaB//thiI//mtlA//cobC//fadK//mak//truB//hicB//ycjR//ychF//satP//gapA//cycA//agaD//fixC//rcsF//cadA//mnmA//yidK//murB//rhlB//hisH//pabB//elfD//
GO_0006397_8	ydgA//rbn//kduD//
GO_0006399_8	yejA//btuE//phoE//waaF//nrfF//nikB//cheZ//oppC//pgaA//sbcB//cdaR//glpR//ycbV//rhoL//glk//rfaG//essD//dcyD//cyoA//ribA//yadM//tyrB//rsfS//ilvD//erfK//atpD//ybjI//phoQ//glcF//yieL//waaS//mdtD//narL//yfeW//iscU//tdcR//kdsA//frr//feoC//eco//hda//ybiV//alkB//sspA//crcB//cysU//recD//ykfI//nemR//casA//yacG//ygcR//clsA//tag//sdhA//sufD//sgcC//dtd//hemE//fryB//ccmE//yebG//clpA//feaB//rraA//nupG//frdB//motA//ldtC//hns//modC//ldcA//proW//alaC//dgoD//amyA//sxy//gsiA//mppA//argR//mlaC//fliT//
GO_0006400_7	insB-2//galE//mhpA//rsmI//hofO//rffH//potI//galS//rnlB//prfB//ibpA//chpB//yjhP//galE//mhpC//mutH//pfkA//xseB//basR//argO//lsrK//fre//ygdG//ygcR//fpr//tusB//ftsE//ycdY//rplT//mdtD//yafS//macA//ybaE//insB-2//mrr//yggW//gyrB//ybdR//hemC//caiB//comR//acs//icd//argF//yjiX//crfC//dcuR//cheW//yeeA//
GO_0006401_6	secE//yfaL//nuoL//argK//prmA//pitA//mhpA//acrA//marR//kbaZ//ung//ccmC//rsmC//ygfZ//ydfH//bamE//ralR//tauC//appY//hflD//lsrD//mdtG//
GO_0006402_7	yggT//feoB//rplR//nuoM//adeP//envR//ygjR//ebgA//feoC//flgE//ybcQ//
GO_0006412_6	fau//kdsD//hsdR//cpdB//adeD//ibsB//lpxP//mcrA//yaaA//lptD//betA//tdcF//rpiB//xylH//lptC//rbsC//yjjG//ppiC//ydeI//rnd//zraR//ycjP//eptA//cyoB//rutA//pcm//fliK//insI1//kgtP//glvB//rhaB//metC//lsrC//lpxD//mgtA//ycjD//nrdD//envR//sodA//frwC//rbsR//lacZ//hisI//recO//tdcA//dcuA//narL//sapF//nuoM//recR//argO//
GO_0006413_4	rpoS//fnr//yfeW//
GO_0006414_6	mrdB//appY//ydiR//malI//uspE//uxaB//amiA//bamC//ftnA//
GO_0006415_7	ybaO//yfcF//uspF//sgbU//mtr//fepB//rpiA//
GO_0006417_7	ycdY//murA//pyrD//lpd//hofC//hyi//leuC//gnsB//yggX//dhaM//hemE//ubiA//uhpT//yjhH//mrdA//frlR//dsbG//ccmD//yfeR//gcvH//yfiE//yjiX//cynX//gldA//yigL//yieH//ubiJ//arnE//ydaV//rayT//mdlA//rpsJ//codA//pflA//cobU//rhsD//paaJ//dcuB//rzoR//
GO_0006418_7	ygfX//baeR//xylB//yfbV//ilvC//bcsQ//galU//thrC//ssuB//hofN//ispG//yfgO//phnM//patA//glmU//mhpR//ppiA//arnF//slmA//uup//mliC//ilvH//ynjA//ybhG//gpmA//
GO_0006419_8	yicJ//
GO_0006420_8	yeeA//
GO_0006421_8	dtpA//
GO_0006422_8	fabG//
GO_0006423_8	lpxP//
GO_0006424_8	thrL//csdA//
GO_0006425_8	mppA//
GO_0006427_8	sbmC//
GO_0006428_8	sspB//
GO_0006429_8	ampG//
GO_0006430_8	guaC//gatB//
GO_0006431_8	rbsC//
GO_0006432_8	gsiD//flgD//
GO_0006433_8	ftsZ//
GO_0006434_8	nuoM//
GO_0006435_8	rsmH//
GO_0006436_8	tnaC//
GO_0006437_8	treC//
GO_0006438_8	slyA//
GO_0006446_8	sspB//ade//argP//rhaT//btuB//phoQ//yhcF//
GO_0006448_8	nlpI//bssS//roxA//rihA//btuB//
GO_0006450_4	rhtC//ycbU//waaQ//tdcE//secB//trpS//ybcC//chpB//gor//trmH//
GO_0006451_7	higA//
GO_0006457_3	glnA//fimA//arnA//pgaC//acrE//pepT//rimK//wecB//yghU//dnaX//kdsD//ivy//yjiQ//mntS//mtfA//lptC//ynbD//mnmE//mobA//treC//yfdK//mglC//erfK//mprA//cysG//setC//solA//hsdM//ydiV//hemA//phnH//thiG//dgoA//hyaA//gabD//rpsK//potC//ycjD//argH//mutT//
GO_0006458_4	frlA//speC//iscR//arcA//kup//rfaF//potE//prpR//
GO_0006464_6	bipA//pstA//thrC//ygeV//rplR//pnp//recD//ibaG//yobA//gpp//ulaB//hcaD//gltS//rfaG//rseB//entA//pgrR//agp//pyrE//ydcS//recE//poxB//dgcT//narU//ilvA//insE-1//abpB//lysU//argR//pstA//phoB//murI//lapA//fsr//yibT//tnaB//nth//gnsB//ubiC//tdcC//pbpC//rhaS//queA//miaA//dnaT//yceD//osmF//cusC//hemC//astC//waaS//rsmB//feoB//ampH//motA//recF//lapB//acrB//accA//nrdE//yqgB//glnP//cas1//nuoF//ung//yjiQ//dsbB//slmA//yhdZ//chpB//gcvT//flgC//mntP//fdoH//lpxC//atoS//gyrB//yibT//rhtA//rpnD//queG//wecE//tdcC//ybaO//flgC//pgaD//rluD//napF//yfeD//ydhQ//rpiR//rffG//iraD//yheT//ydjJ//ompA//rhaS//chpB//gsiA//gfcE//dgcE//modB//treC//pdeL//yccX//narL//hslJ//yjbG//pyrB//srlB//insI-2//plsC//cdd//kdsB//cusB//argC//agaC//rpsB//caiE//tilS//aroC//dacB//glmU//cdsA//alaC//yraK//yaiP//lplT//hicA//yiiE//fliG//zupT//ydeM//dgoK//murR//ybfA//feaB//qseB//cysC//solA//stpA//ygiS//
GO_0006465_6	ggt//ygbN//lpp//
GO_0006468_7	holC//eutB//btuF//holA//ccmE//satP//yjbE//barA//hypF//pinE//yphB//sufC//ybiX//lgt//yjbG//luxS//yibT//der//ddlB//ykgM//tmcA//rimO//dppD//pmbA//pstA//yhjX//pcm//xseA//btuF//gltI//yfbU//ulaC//btuR//ldtB//msbA//rhmR//ybgP//thrA//rbsR//arnE//wecC//panF//vsr//ygcW//ydaV//tatC//yjiR//mepH//trmD//hybF//proS//yeiL//yjjU//
GO_0006470_7	deoD//kilR//purB//uup//pspC//sthA//cysW//argC//btuD//rimP//psuT//accA//gudX//fdx//mepS//agaA//
GO_0006473_8	glxR//manY//intE//oppB//cysE//araD//diaA//acrF//ydhJ//sucD//araE//rbsB//
GO_0006474_6	ihfB//garP//dcd//gloC//garL//
GO_0006475_9	ybcC//yiaN//
GO_0006476_8	mgsA//mdoG//tauD//
GO_0006479_5	tnaB//yidZ//asnB//yeeJ//tusC//ydiF//epmC//yijO//
GO_0006480_6	rluA//
GO_0006486_5	yfcA//
GO_0006490_5	hslV//
GO_0006497_7	psuT//
GO_0006508_5	ulaG//zraR//cusF//fruA//mdtJ//putP//pyrF//insI4//nrfC//degS//plsC//viaA//yafN//dppB//ribE//zitB//acnA//mepH//ampG//artM//ynaE//ygeA//tap//fau//xylB//msrC//rutA//phnK//plsC//qseB//yodD//intZ//copA//mak//secG//rnd//lolC//sgrR//hipB//rhlB//phoP//hisM//puuA//yfcF//folP//wzyE//rseC//envR//hha//yhhZ//pspD//kdpC//yfdO//arnT//arsB//
GO_0006515_7	prmC//yagF//leuD//tusA//
GO_0006517_6	radD//sfmF//ldcC//waaF//
GO_0006518_5	ftsA//mdlB//alpA//pepA//tig//panC//yjcS//rpsG//ybiJ//rfaD//fnr//sspA//idnO//mtn//mdaB//gpr//opgB//clcA//yhgH//prfC//dgt//thiQ//proP//rfaQ//grxD//rpmB//glnB//yghO//mazG//adiY//flgF//yphB//ydiQ//rlmA//ghoT//yrfG//ldcA//rutD//cydA//kbp//yhbQ//aroF//torC//ansB//yajO//dapF//npr//glxK//uspG//folC//minD//livH//proS//fhuC//caiB//fruK//sbcB//fbp//artQ//rihB//rplL//aroG//eptC//yciG//clsA//rpsL//ldtB//aaeR//yhaO//astB//slt//leuE//ybjG//yneJ//betI//ptrA//appA//
GO_0006520_4	chpB//ccmH//yahB//appY//flgE//alaE//arnD//nanA//yiiD//ascF//yihR//ibpB//dgcQ//etp//nuoG//fabZ//fecA//yjhG//dinQ//yafE//nrdA//flhA//iscR//dnaE//hxpB//guaA//rpmA//flgB//talB//yehZ//gltB//sbmC//purF//entB//rhaD//idnD//rbsB//nadB//eco//yhgH//thiM//nlpD//astB//proW//adiA//ftsE//tdcR//adk//pdxY//yqiI//eno//tauB//rplM//cspD//yidL//narL//treB//efp//hdeD//gadC//yidK//rnt//rraB//mcbA//scpC//rrrQ//ompG//hicB//thiE//nuoL//galU//ykgF//napB//rnhB//mdaB//gudX//cydA//yagJ//cnu//mscM//dhaK//psuG//yheT//rclC//cysQ//entC//pyrF//yfjV//flgH//yjhH//yibA//modB//actP//pppA//mhpB//nikA//rssB//pbpG//bioH//fdoG//maeA//tpiA//citT//ilvA//yghG//pbpC//lldR//tsf//cas1//fadB//ghrB//rnpA//nrdI//ybjG//ettA//xylF//intE//yjbE//hinT//yciG//ynaE//iscS//thiE//hisC//rfaH//rplJ//mdtO//ddpX//cdsA//sufD//ada//hybB//rbsR//argH//guaB//osmY//surA//yhaV//tauC//csgA//galP//scpB//eno//pstS//mlaB//arsC//mgtA//ydeT//rbfA//pstB//kdpF//ptrA//yiaA//mglC//napC//dsbC//caiF//potH//amiC//creB//ulaG//rfaF//yfcF//radD//arcC//rpsO//glcD//upp//mlaB//glsA2//ybhJ//adeQ//ada//argR//rlmM//rhtC//trmH//yciK//hflC//preT//yehW//fadB//agaB//cca//yjjV//dinG//dusC//nirC//crl//fepB//mpaA//ulaG//nanS//ydeP//mutS//fecC//hinT//pncB//yraJ//ybaK//yeeL//dsbB//
GO_0006521_6	yqiI//arfA//curA//
GO_0006522_7	surE//mrdB//argS//gcvA//ltaE//yfcQ//fecB//
GO_0006523_8	pphA//sdaB//mak//accA//
GO_0006524_8	aslB//eutN//yafQ//
GO_0006525_7	yhhZ//cadA//cpdA//ynfE//glsA2//yhdW//bsmA//frwC//lsrA//grxD//setB//fadA//tatC//dpiB//yojI//msrP//waaJ//yqjH//ycbB//waaP//lspA//
GO_0006526_8	chbG//glvC//gatA//pepD//ykfI//raiA//yhcH//basS//wbbK//sgcX//frdC//wecB//ybdR//
GO_0006527_8	pliG//malE//yfcR//pflC//otsB//rlmA//cynS//yfiR//yicJ//
GO_0006528_6	xseB//pyrH//ybhG//mltF//
GO_0006529_7	lpxK//hisH//
GO_0006530_7	mltF//glcC//
