#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xapA//yjcE//insF-1//ytfQ//
GO_0070415_6	metF//ycjY//
GO_0070417_5	rpsD//menC//putA//hisQ//
GO_0070453_7	mlaB//
GO_0070475_7	yegT//gloA//cysA//gatC//narP//kefF//mlaD//sucA//chbA//ygbM//tnaA//allS//ybjN//menC//topB//dapD//pnp//ghoS//pdeL//
GO_0070476_7	nei//sapC//
GO_0070482_4	uidA//ykfI//ybiH//hisG//
GO_0070525_7	uspE//waaL//yqiH//psuG//
GO_0070574_9	yafQ//yieL//epmC//frwC//
GO_0070581_8	lptF//
GO_0070588_9	narJ//
GO_0070589_6	yghG//hybC//yciA//rpsB//nei//waaP//carB//yijE//tsgA//paaK//glxR//udk//ynfF//aldA//potB//scpB//cadB//mngB//cirA//cyoB//melR//asnC//ytfR//mobA//sgbH//ghoT//pdeL//cysI//phoU//cysB//gspE//sodC//hdeD//dapF//tufB//hinT//yccA//potA//tonB//elaD//rpoA//ariR//xylF//
GO_0070627_10	lpxB//
GO_0070646_6	dcuC//
GO_0070647_7	intQ//
GO_0070689_6	clpS//tufA//
GO_0070716_8	cyaA//
GO_0070726_5	folM//cutC//
GO_0070727_4	trmA//yjjX//smrA//yebK//mutM//pitA//moaA//csdE//rmuC//uxuB//acrE//ynaI//yieK//yohD//ydcS//mhpT//fadH//
GO_0070778_6	mlaC//aroP//
GO_0070838_8	mog//cra//pdxJ//lsrB//mnmG//amiC//yciK//etp//yccX//dadA//ccmG//ybcJ//gdhA//yneJ//hupA//
GO_0070873_7	ycjY//tatD//
GO_0070874_7	dut//
GO_0070875_7	mipA//
GO_0070887_4	rfbX//frvB//dcd//dmsC//trg//borD//bcp//yobA//pgrR//aidB//ydjE//chpS//dnaG//yaiW//holD//osmC//dnaT//recN//queG//tusA//yciA//paaK//hyaD//leuD//tatE//lpxB//fimH//kefF//surE//panE//ycfJ//fimC//frc//ybbN//mcbR//pagP//pitA//cysC//carB//yfdO//ubiB//hofC//ychH//hofN//nupG//pppA//clpA//ibsB//dgoK//phoB//fumA//insA-2//ilvB//fepA//tamA//gadX//ftsN//aroD//epd//csgA//
GO_0070894_6	dinJ//
GO_0070925_5	sfmD//ybhP//ynfL//ccmF//pykF//uxuA//helD//thiM//fepA//fliT//
GO_0070930_7	kilR//
GO_0070972_7	fabH//
GO_0070981_6	dnaC//
GO_0070982_5	basR//
GO_0070988_3	glnE//upp//
GO_0070989_4	rplS//
GO_0071103_6	mlaB//nlpE//idnO//yedA//rcsD//aas//iclR//exuT//yfaU//ruvC//rpsG//fimZ//rlmG//yefM//yfcG//ychH//nagC//fucI//citG//
GO_0071139_6	nikE//yihS//
GO_0071214_4	clsC//fadK//narX//narV//qseC//yjbB//galS//murG//rnhA//dgcZ//hemN//relE//asnC//manA//ompA//spy//fumC//yghB//glpD//ampH//ubiJ//csiD//pphA//hslR//
GO_0071218_6	yjfF//
GO_0071229_5	uacT//dgcF//waaJ//tisB//treC//
GO_0071230_6	artQ//
GO_0071236_5	ptsG//ldrB//nagK//setC//acrF//uspF//deoR//pncB//wzzE//yjjX//rsmA//chbF//umuD//purF//yjjV//mhpC//ubiD//pgaB//
GO_0071237_6	purU//fdrA//
GO_0071241_5	tyrA//flgJ//hldE//hyfA//zapC//ppc//mscK//yidH//ibsC//ltaE//ykfM//ldrA//ybhD//entA//ydeE//iraP//asnS//
GO_0071243_5	comR//
GO_0071248_6	wza//tauD//asd//tsgA//queF//fur//rbsC//torA//lysO//ydeP//ydaN//hslU//gpr//mtgA//
GO_0071249_6	nrfD//lipB//
GO_0071250_6	ymjB//mocA//
GO_0071265_5	moaE//ttdB//ygjH//basS//qseC//
GO_0071266_6	setB//ibsD//
GO_0071267_6	surA//nanE//rpsP//
GO_0071270_6	gshB//carA//
GO_0071271_7	dkgA//nuoF//
GO_0071276_7	dacB//tatE//
GO_0071280_7	dusB//wzzB//
GO_0071284_7	poxB//
GO_0071286_7	tusE//ftsX//
GO_0071287_7	hycB//
GO_0071288_7	basS//wzc//
GO_0071289_7	bglF//
GO_0071291_6	mtn//
GO_0071292_7	nuoB//arcB//
GO_0071294_7	ssuB//dsdA//
GO_0071310_5	rarD//fes//acrA//pgsA//puuD//pflA//yidE//gltS//tar//kdpE//garL//
GO_0071417_5	lysA//rlmA//ytfE//
GO_0071421_9	tdcF//gadA//lgoR//
GO_0071422_7	sgcR//yeeY//dgcN//
GO_0071423_8	pphA//
GO_0071453_5	insB-4//sufA//trxC//
GO_0071454_5	pflB//hypA//
GO_0071456_5	xanP//
GO_0071467_5	mdoG//srlA//mdfA//waaQ//purB//yhhT//mdtC//entA//yagF//yghW//betB//
GO_0071468_6	zipA//pfkB//rnlB//waaZ//mutM//focB//ygiN//yjbG//torC//dtpA//
GO_0071470_5	aqpZ//recG//cyoD//fucI//mscL//pinE//rpiB//cusB//yahD//moaB//
GO_0071474_6	yfeD//clsB//nepI//ftsW//
GO_0071478_5	waaS//yehZ//syd//
GO_0071482_6	phoP//yfdO//gspI//
GO_0071483_7	frmA//
GO_0071495_4	nfsB//ribC//ugpC//
GO_0071496_4	cysI//cpsB//dapA//yehW//insI3//sucC//bglH//ycfS//treC//yqeF//aspC//yqcC//rpsR//yneL//trmI//amtB//dppC//yddM//treR//hypE//patZ//hslU//dgoK//agaB//tdcB//ybiW//caiT//tdcD//wecC//sdhB//btuC//galF//edd//puuA//yadN//insA-1//gloC//thiC//trpB//mqsA//ybdZ//rimP//tdk//ftsX//gatB//holE//tig//atpD//gpt//waaY//osmY//mdtC//rpmF//
GO_0071500_5	glsB//
GO_0071502_5	selU//
GO_0071545_6	nanS//uvrD//
GO_0071554_3	rhtC//mngR//cmtB//phnC//yjjB//metC//rsmJ//livF//envZ//ilvL//phnM//lepA//nrdG//carA//cysM//ridA//agaV//dtpD//pepQ//thrA//livF//pdeH//setC//
GO_0071555_4	ybiJ//tmcA//nrfE//ycfJ//pstC//sodA//fimC//aroL//hisQ//hslO//cbpM//minD//murR//
GO_0071577_9	ycjY//hsdM//rimJ//pphB//yjcO//aceF//blc//
GO_0071616_6	bglF//rlmN//
GO_0071702_5	afuC//yabI//amiC//tnaC//rppH//yhaM//casC//alkB//rnlB//znuB//thiI//ybdR//pth//mhpC//feoA//rclA//mppA//abgT//murG//pphB//gnd//nudG//gapA//tcyJ//pyrH//cysH//flgC//yeaG//insI-2//borD//araC//pheT//rpsD//glcE//hybA//ribA//holA//srlB//gor//phnC//aroB//argS//rbfA//pepQ//nlpA//fadB//tsf//uof//yijO//sgcR//nrdB//znuB//uhpB//lapA//ebgA//ybdN//torC//lldR//clsC//hns//mepS//cpxA//ydiF//pyrL//rpsM//hcaD//hcaE//menF//rnpA//sapF//cbrA//ada//torY//rpsL//gudP//dmsB//hyaA//atpD//hprR//ubiE//sgrR//yraI//yhbY//menA//ybbN//sfmA//rtcR//waaU//caiD//yfgI//nimT//yhjR//dacD//rutB//deoA//baeS//galE//caiD//trkA//rffT//yibF//ddpX//lpoB//glpR//casB//yijE//ynfE//dsbB//hmp//amiB//hipB//dgcN//nirD//asnS//clcA//asnC//purC//pyrH//yghW//thiP//yedP//xylH//ompT//eptA//fruB//allC//yqjI//shoB//ppiA//ftsE//hyfC//rpnC//thrB//ubiC//flgG//ompL//narU//wcaC//wecB//lysS//tatD//tpx//ykfM//dinQ//thiE//deoD//yidQ//glgB//maa//eutK//ascB//murI//shiA//pykF//eamA//clcA//livG//csgD//ispU//alpA//uraA//treR//yrbG//ppiA//pcm//proP//mobA//sucB//ilvE//syd//nupX//modC//dld//yadK//thrC//lpxC//dcuR//csgA//mdtF//ypdB//yeeA//garR//hscB//nagE//hicA//yeeJ//ygiS//insI4//yehP//glnH//ybiJ//dinQ//motA//ugpA//yhhZ//iscU//nfsB//malG//abgR//yqcG//dpiB//ddpX//argE//torY//glsA1//ybbW//uxaA//rpsQ//iclR//menH//ygfA//fadB//dsbC//yjjV//nimR//mdtL//nrdA//yehY//flgJ//fucK//hrsA//aaeA//uhpB//marR//ispH//ssuD//yidL//elbB//yphC//gadA//paaE//glsA1//rbsC//nudF//gatD//glgA//fetA//lysA//fieF//yejF//relA//hslO//hisB//fnr//malX//xisE//yqcC//mdlA//mdtF//sapC//adhP//glrK//napF//hybC//umuC//tdcA//ftsX//ompW//plsB//yphB//yjiX//mnmE//gcvH//prlF//mdtE//essD//yihO//ygiV//cmk//minD//yfcG//topA//gstB//aroE//yiaA//clsA//apt//hycB//casA//frdB//sdhA//aceA//ansA//lolC//yieL//frwD//mliC//insF-1//sgrT//rhaR//plsX//yhaC//ygiS//yfcA//pdxJ//ybhD//lasT//mnmG//yaiW//yjbH//dkgB//kdpA//kdsD//basR//tabA//yddA//rplB//prpR//hisA//hofP//insI-1//lepA//idnD//leuE//ppc//yhbQ//ettA//ftnA//hybB//amiD//accD//focB//adiC//rpsR//lptA//bluR//gcvR//nadD//mltD//glpA//ydaV//ymdB//abpA//hybF//purN//glgX//rimK//sxy//pldB//syd//cmtB//hycI//maa//ykfI//kdpD//ftsL//rpmG//kdsA//fliM//idi//phnJ//gcl//argK//yjiQ//puuD//ribC//yajL//prfB//mnmA//yqcC//tauB//rhmR//yagE//rnhB//sgrR//aroP//ygiV//pncB//cheR//ilvN//proQ//polB//allR//yghW//mrcB//yafN//agaW//nrfD//eptB//entA//ybhP//yieK//yggN//yejE//citG//lsrB//lsrR//yaaY//xdhB//nrdE//
GO_0071704_3	rfaQ//sufB//ybhI//hyaA//glsA2//rfbX//ydjL//mhpA//ogrK//mak//opgH//cbrC//iraD//rnhB//speE//nhaR//yhjR//cbrC//bamC//plsX//rsuA//mlaC//malY//waaZ//ftsB//tyrR//agaI//tdcG//yibH//leuD//fruB//nagC//gpt//yihS//clpS//yedF//pepB//proX//gsiC//fimE//nrdE//yeaD//nsrR//fabD//ykgA//yfcA//hinT//lysS//topAI//secD//malK//hyaA//iaaA//adiC//nadK//preT//ung//polA//proW//mutS//codA//yfcF//mglA//proQ//narI//dppA//potC//mdaB//pagP//murD//yfeD//yqaB//ynfE//yfcS//asnC//yggX//dps//hscB//umuC//acnB//ygaH//yhbY//yfcQ//yadG//ynaE//dpiB//envC//yqjI//ribA//nirB//dinQ//kgtP//galS//elaD//iscA//nrfF//cheY//fdhF//dmsA//yjfP//cydC//cysN//pgpC//dmsB//cmtB//nupX//yibH//garK//yqcC//baeR//rseP//nuoH//emrB//cirA//endA//galF//gapC//focA//allB//yciV//chbG//malE//ypdB//rhtC//csrD//yehA//gspF//yhbS//panF//csgD//thiE//umuC//fliL//cheZ//frlB//fabB//mrcB//nuoI//hmp//intA//ydhK//rplM//frwC//puuP//hrsA//folE//ydiK//pdxK//waaP//yaiV//asr//birA//rapA//rimK//ccmF//ldcC//deoB//ispB//marA//yafN//hyaC//uxaB//sufC//mdtK//hisI//yraI//hda//glnA//ybiY//ydbD//hdeA//queD//sdaC//ynbB//xylB//glnQ//chaC//potC//metF//yjjV//uspC//tdh//trpD//ydhC//tsr//pgaA//casD//pdxJ//glcF//rutC//acrE//dgcZ//asmA//proQ//mdtK//aroC//cmoB//bglH//rcsC//yqhC//csgB//clsB//lpoA//cmtA//rhlB//dtd//ypjD//bioH//yibT//frmR//hemF//asnC//rimM//uacT//macB//spoT//agp//hisM//plsB//argI//insH-5//cbl//yaaA//menF//setA//leuD//mglC//feoA//intE//frlA//rpsP//araE//tabA//flgI//rlmH//ldtB//dinI//nupX//dapB//opgE//yadC//rng//eptC//ykfM//casA//mgtA//narH//hyaC//lamB//rfbC//pck//yicJ//betB//mnmG//yihT//malE//yaaA//fliM//rlpA//evgS//hpt//glgP//argC//znuC//fhuB//sgbU//gnsB//rpsR//rhlE//rph//rdgB//potA//yefM//thiC//cusC//citE//qseB//ugpB//ubiX//ulaC//moaD//setA//yfaU//yihU//rpmG//potA//htrE//nagA//waaY//hsdM//fmt//fetB//glvB//pldB//yqeF//fdoI//dapA//thiQ//glgB//fepE//dinJ//abpB//rlmB//csiR//rpmC//gnd//betA//rplW//rutR//rplI//dgcM//cspA//thyA//sgrR//thiC//secB//ybaM//cbpM//metG//hcaE//dgcE//bluR//ydiK//dsdX//ybgQ//rsgA//rbsR//iraM//patZ//thiQ//yccX//yfgJ//nlpE//priB//rzpD//orn//fau//tdcD//ung//rpmA//dmsA//acpH//fimH//yeeA//rpnA//pck//glcB//hisG//thrB//hscA//yadK//minD//yggN//ccmG//cadC//polA//nadC//iclR//gntK//flgA//mfd//yebG//ppiC//kdsA//rpmG//thiQ//nudG//yhjR//insF-1//adeD//focA//potG//ygdG//ymgC//rihC//elaA//dinD//argO//ispH//insI4//aceB//acrZ//cpdB//nfuA//citX//acrA//rclR//vsr//yehD//tmk//cpoB//mdtP//wcaB//djlC//yjiY//clcB//frmB//dhaK//adiY//cadA//pntA//yieE//ypdA//casB//roxA//pphB//arcC//pdhR//hokE//ompA//norV//ftsL//tesB//ydiZ//ycgV//yadM//rpsJ//pfkB//ybjN//ydjE//tcyJ//oppD//hyfR//alr//agaV//dacC//pyrF//fadM//yaaY//hemB//agaW//hemE//fucK//fadE//hisF//csgF//wcaC//ribF//rpe//nagD//rfaQ//dacB//ushA//rzoD//proQ//yohC//purR//frc//abpA//hchA//lacZ//agp//dinD//ulaD//glvC//argE//phoR//pinQ//yjjW//ybdO//ydcS//exbD//hybC//mdtN//yhjB//wcaB//mdfA//nrfA//cbl//gloC//rplR//cho//pyrE//lapB//ilvL//eamA//apaH//fdhE//rbsR//zapC//yfeR//ygeV//lpxM//miaA//tldD//asnS//dinD//tyrA//katE//ybiY//emrK//cbrC//nrfA//ftsW//zwf//queD//acnB//casC//adk//corA//ykgF//glnS//glrK//tehA//afuB//glgP//arnT//nadD//ldtD//yidZ//pheS//ycfL//grcA//ruvC//yafO//yhgH//ulaE//kdsB//pgm//clcB//rlmB//dnaB//argF//basR//mak//ibpB//polA//pgaC//nhaR//nagB//dps//aspA//mppA//rhtA//folP//narI//yhcN//yhdZ//mlaE//yahI//bglA//xylB//yhcN//yfbU//rlmB//nikR//ftnB//ttdT//metQ//ycgV//mreD//chaA//mdaB//phnH//trg//hcaC//pmbA//ydiV//xerD//argG//btuR//sdhB//phoE//cstA//yfeO//topB//glpX//rppH//hcaB//nanC//serS//cutC//nuoG//oxyR//msbA//yqaE//yddA//lysO//narW//rlmA//ulaR//lysU//speA//entH//psuT//sgbH//nadA//ydjE//ugpC//insB-2//lsrR//proB//citE//fhlA//ulaC//ribC//oppC//csdA//gapC//radD//clcB//sodA//dgkA//rrrD//yfdS//grxD//prpR//gltB//fhuB//rzpD//potF//higA//ftsN//hycH//entE//nimR//ulaC//hxpB//ldtC//uup//sufE//mgtL//ybdN//amiD//lpxP//ydfH//fliD//gutM//marR//yjcO//umpH//rnlA//manA//sucA//ilvM//gadC//lsrG//cyoA//panZ//msrB//mreD//norW//yciK//sfsB//fryB//ydiO//ybaQ//rsuA//yjaZ//nuoE//priC//yjbG//cbpM//nmpC//mngB//yidD//yodD//glgC//decR//sgcC//yoeE//lptC//plaP//endA//dhaR//maeA//csiR//pspD//trg//fhuF//prfA//paaX//panB//pitB//ulaR//insE-1//greB//csgF//napA//mppA//yhbO//nirD//malK//murP//yehX//yajL//torD//kup//uvrY//aroK//kch//yjtD//mdtN//rplN//ybdG//hisH//lpxC//yoeE//map//proS//argB//yhhT//uhpC//rnc//ldtE//gltD//glnS//deoB//yceO//cdsA//cysP//yceO//dnaK//ada//hemN//frvR//ymgF//ampH//kilR//dpiA//speA//ansB//pgaC//gatA//ygjH//cysQ//iscX//glrR//ybiJ//cysC//bdcR//ptsI//lldD//ydcI//treF//fkpB//frdD//asnA//wecE//dnaN//ispU//ybjL//gudP//htpG//rplL//rpsG//ackA//tcyP//ybdR//cysZ//rpsQ//sdhC//cvpA//ftsZ//mgtL//yqaA//dacB//yhjX//ftsL//atoB//pckA//waaF//mdtO//fabD//fdhF//htpG//potH//dcuS//atpC//umuC//hyaA//rhaR//rfaC//cmk//yhaV//lpxL//rutF//narI//clcB//rluE//metR//slyA//phr//rrrD//dgcJ//ycdY//metG//yafC//ibpB//hpt//yidK//yfiR//ftnA//speF//fadL//uraA//metH//ybcQ//fumC//ydfD//tmk//paaF//hinT//acrZ//fabI//yhjA//murC//yahN//mtlA//ampE//hchA//rapA//ompR//rsuA//baeR//fdrA//yfiC//ybaM//acrF//yfbR//dcuB//mepS//yiiD//rzoD//rpsR//rclB//atpB//sfmF//gloC//perR//greA//mdoG//rppH//galF//cyaA//dsbB//aroG//tolB//frwC//rplL//fepC//uspF//ybjN//yfjV//tyrA//lgoD//pbpC//fimI//lpxD//glsA1//rimI//glnL//sufE//yahN//ade//yqjA//uspC//yqcC//paoC//garL//elfC//yihQ//yafN//xylA//flgA//prpD//yhbS//artJ//bepA//ptsP//ppiC//ttdB//gpmM//caiF//mltF//frr//ppiC//ptsG//rho//nrfA//tdcD//mug//argT//ydeE//panZ//mdtG//acpT//dgcM//menF//yigB//ychH//frlB//dld//ribC//add//patD//rof//yhjB//dnaC//yqiH//gltS//trpGD//phnK//tsaD//yedF//yeaE//motA//lldP//psuG//yehT//ubiC//cyoD//frlC//patZ//prmA//bipA//mrcB//uvrC//lptB//frlA//mhpD//caiT//aroP//rhaR//murC//waaL//ispB//phoB//hfq//rsfS//yfcP//modC//pstS//ymgA//dtpB//epmA//tdcF//proW//lptE//metF//rplI//uvrD//nfuA//fsr//yihL//slmA//ibsE//sapA//ibpB//purT//kup//sgbH//emrD//kefG//dcuB//znuB//sdaB//moaB//yfcA//hha//dcuS//purF//bfr//opgE//tauD//ldrD//rutD//ptsN//kduD//dtd//ytfT//insI-1//thiH//mltD//hcaR//yphD//slt//caiD//garP//ybgQ//thiH//cueO//ttdB//malF//lolD//mlc//pnp//glnQ//gutM//mltB//abgA//gltL//lgoR//bolA//purF//galM//yciT//tcdA//lplA//phnM//gpp//phoE//paaG//gdhA//alsK//aldB//patZ//bssS//narI//yfiF//manA//yeaK//intS//mltD//rbfA//mltG//scpC//hxpB//argS//ptsI//yraR//mscL//entD//rfaB//yqeG//glxK//ydiF//tauC//erpA//zapE//speD//hisM//ymgF//atpF//fpr//livG//alkB//lplT//iraP//argG//sspA//rsuA//manZ//mepH//uacT//nadE//nadE//thiI//dnaQ//fabH//rmf//secB//glpD//menI//ruvB//dgoT//entA//ydcO//bglA//yciV//ydhK//flgE//secE//rplT//rpsG//yejB//msrA//lipB//rfaH//gor//rplC//ydhQ//rhaD//insI-1//orn//rfbX//fimD//higA//yeeA//nuoM//pflA//ybiY//recN//fucK//soxR//manY//nagC//cdgI//yebK//aspA//nfsB//yahB//dhaM//ghoT//rhtA//ydeE//rcnB//rfbX//xapR//rpsS//uup//recG//yidP//gcvA//grcA//dppB//aaeR//slyD//artM//ccmD//bglJ//ansA//umpG//aaeA//lysC//yhjC//iclR//dppA//rimP//yhaV//yjjQ//nrdB//nimR//galM//yigL//ymgC//dmlR//aldA//codA//alaE//purR//fliZ//dppB//yjiY//sugE//phnO//fucP//bamC//fabH//yhfS//accA//aroC//gsiC//tyrR//cyaY//adhE//lysA//csrA//nhaA//rhaT//kdsB//galT//yfhH//ade//miaB//sodA//garR//mglA//ispG//aroD//ybiV//cadA//dxr//rluB//trmD//frlC//clpS//rzpR//hyi//nrfC//gltB//cpdA//mepH//yafC//garR//msrQ//tnaC//ycbB//ligB//cdd//abpA//solA//sdhE//ldrA//ymgF//rlpA//tatD//ybdN//wzb//mntP//efeO//mug//sufA//idnO//trmB//rluB//ecpR//modA//sdaB//hisH//coaD//ybjG//clsB//cpdB//galU//ptsI//fecB//rpsT//ybiJ//dcuA//nlpE//dapD//rspB//dppA//allC//ydbK//fdhF//ompR//lptE//fimI//ypjD//ghoT//mtlA//panF//ndh//hypB//queG//mscS//rplI//tisB//ybgP//rcsB//btuF//clsB//yedL//waaH//fdnH//iscX//hfq//rrrQ//lgoD//leuC//ydhJ//prfB//ybaK//fliA//yeaE//napB//hyfC//narI//tolR//ydcR//murP//ubiI//sbmA//ygeR//tauC//yiaM//treA//gmk//yiaJ//glyS//tadA//emrK//evgA//sixA//tdh//ydhC//yejE//solA//fkpA//etp//xylF//lptG//seqA//hcaC//yidC//ybjI//waaG//mazG//npr//rhmR//bsmA//guaB//crfC//ccmA//ruvC//ompG//artI//hpt//gudX//mog//fryB//nuoE//afuB//ykgA//dacA//secY//ribF//sapA//ddlA//prpD//ybaL//mltB//dhaR//yqcG//yahF//chbR//aas//sapB//pgi//hybB//fabB//yiaF//ybiY//fdoH//tpx//clpB//argS//phoQ//malY//ydaC//glyS//azoR//alaS//srlB//dcp//ybaT//purT//dgcN//pcnB//pbpC//adiY//mtr//ampH//pflB//csdE//yafQ//rbn//yajD//groL//pgpA//tsaC//hybD//fhuB//pgaC//tauD//mreD//lptC//potI//yneJ//srlD//dxs//araC//yjtD//ydcM//fadK//flgH//yaaA//ycfL//glyA//exoX//frmB//nimT//rihC//yjiQ//bssR//ariR//acpS//nrdG//yfeO//waaY//polA//rph//ypjD//cyoE//ybcL//ydjK//yacG//eno//proW//kch//chaC//arnT//ptsP//msbA//alkB//ltaE//xylB//sapD//yehW//lysO//acrF//folP//garR//yfiF//murB//rluF//xapR//pgi//zwf//tsaB//nrdE//caiD//recT//rlmJ//eutA//appA//lhr//mepM//rfaH//pyrB//cspD//fadM//yhjA//cedA//rmuC//yijO//caiF//yajR//hybG//mltC//rplW//dhaK//mgsA//adiY//dxs//dxr//nirD//truD//yafO//cyaY//prpD//ampG//ilvD//arnB//intQ//ftsN//manX//yfeR//phnH//yciF//sufB//nadD//ghoT//sixA//dgoD//cnu//prfC//rpmE//exuR//blr//yjtD//yraJ//erfK//tisB//ssuE//fliS//nanE//yebK//selB//selA//pdhR//yfdR//torC//plsX//ypdA//hsdM//preT//frvB//gspE//tatD//ybeF//yidL//cusS//sbmA//ghrB//cysG//lptB//bamC//pepD//entS//ybfA//essD//tolQ//groS//rplT//potG//rutF//yqaA//yfgJ//chbA//waaA//efp//ampD//ddpA//ynhG//nadC//recF//sdaB//ascG//paaX//hcaD//uspC//mntS//nanR//mngR//araE//sppA//argG//rbn//yfbU//torS//rlmL//smrA//recX//trkA//sbmC//nrdH//gsiA//argS//sgbE//dinI//ybdN//ybaT//rhtB//mrcA//ygcR//pgpA//cas2//ydcO//rutF//cca//aphA//elfC//hcaC//bssS//puuC//lolD//fabR//fhuD//adeD//yiiD//ydjL//yegS//garK//nrdD//ybaL//gcvP//ybiW//rbsK//ptsH//yjjB//yhjD//ytfT//prpC//narG//tatB//tcdA//envR//rpnA//hipA//hsdM//talB//hdhA//dhaM//gudD//thrL//alkA//ubiD//ilvM//ridA//ydhJ//seqA//tusA//citG//dcuB//galU//envR//yoaA//rimK//yiaJ//maa//perR//motA//fmt//pspC//cspD//rimL//tehB//pck//rimJ//amiA//nac//ycdX//ycjP//mnmG//rlmE//mdlA//bamB//clpS//appB//valS//torZ//ymjB//rrrD//yceO//hypT//mug//dapD//mdtQ//gph//hdeB//yfcU//ftsH//yfcA//aspA//relB//cdd//mlc//yafN//ftsN//rclB//
GO_0071705_5	sbcB//focA//yjfF//ilvH//sseA//fdhD//nudB//sdiA//rpsI//gstA//treF//adiA//argP//nagB//ybfA//gcvP//lsrD//hns//ldcA//ubiC//tonB//rbfA//bioH//yciK//dtd//btuE//waaG//bioH//ygfI//frwC//ftsZ//dcuB//tsaC//folC//kch//cysZ//arcA//sdaA//obgE//dgoK//pepT//cnu//dtd//hsrA//ecpR//mrr//sucA//hldE//valS//ybjC//plsC//gltI//secG//frwB//cobS//insB-2//fdhE//kilR//fdoG//wrbA//arnE//atoB//rluD//tmk//katE//gltB//evgA//citC//narZ//fliD//yjcE//gsiC//ung//lipA//cpdA//clpX//allC//yiaF//scpB//nadC//fliK//hemG//gutM//ygdG//hemE//trpR//macB//pgi//tdcC//kduD//acrA//ilvB//nrdH//feoC//rsuA//metQ//gyrA//cutA//lon//ybaQ//bsmA//ykfI//tnaC//zntA//msrA//fimG//htrE//cmtA//trg//rpoE//cynT//rbsB//rtcB//rihB//ycjD//ypdB//pck//aroF//lexA//ycjY//citX//exbD//ygfI//aas//aidB//tpiA//ynfL//nrfB//xapB//era//bioD2//yiaL//mcrA//tdcA//nrdI//panC//ldrD//aaeA//lhr//yihU//fucO//aceK//borD//dinJ//crp//hcaF//rhaR//yebQ//appA//def//yejF//nadE//moaA//puuC//thiC//mhpD//yiaO//yaiV//bdcR//argE//ais//yadM//thiH//ybiA//gltD//speD//ydiF//yahO//nhaA//adeD//waaG//rffG//sfsA//ptsP//etk//rluE//yjeH//rffM//oppD//rffC//yaaA//aldB//garD//nanT//lpxT//cyoC//ftsL//ybiX//phnH//ubiC//nadE//ubiD//ugpE//citE//sucA//yibF//glnB//wcaJ//yafS//livF//yijE//atpG//bsmA//ackA//yacG//betT//hybA//ygfZ//norV//ogt//clpP//trmO//sbmA//ubiG//ybiT//epd//ygiV//ribC//hscA//secY//zapE//rimI//mmuP//etp//pyrC//hycH//hscA//fpr//paaA//panF//hofN//nrfA//yggX//csgB//mngR//yidK//
GO_0071709_5	ydbK//yagI//ugpE//ahr//adeQ//kdpE//metB//wecB//glsA//yjcE//
GO_0071731_5	ubiG//rsmJ//bioB//
GO_0071732_6	yhjD//
GO_0071769_5	dfp//
GO_0071804_3	ulaG//nrdA//ydcT//dppD//yiiM//mgtL//bssR//eamA//narI//glpK//aroB//sgcC//cstA//dnaB//ybcF//
GO_0071805_4	rhaM//kdsA//phnJ//alsC//frmB//yggE//ymjB//mtlA//nfi//aldB//epmA//rffT//alsA//prpR//clsA//
GO_0071806_6	cysQ//cynS//cdgI//rfbC//otsA//yebS//moeB//ubiA//mcrA//rffG//pck//exbD//puuD//aldA//dhaK//ydhJ//osmC//ydjM//rlmN//
GO_0071807_8	hprR//
GO_0071824_5	ldtA//
GO_0071826_5	aaeA//yjhH//ydeE//yfbS//murB//cysU//insI-2//rayT//hemG//menF//yjjI//dppA//prmC//pepT//fepB//argD//ybgI//proA//ycjY//mgtL//dapB//yhfS//ypdI//suhB//rnt//ubiX//
GO_0071897_6	rplD//wcaB//cbrA//yhaM//rutC//hslU//kdgK//cdsA//mdaB//yfeX//rimP//mzrA//yabI//scpB//sufB//nrdA//fimG//yiaB//thiG//rnpA//
GO_0071915_9	yfcS//
GO_0071932_8	argI//
GO_0071934_6	prc//cysE//selD//
GO_0071941_4	mliC//araC//fruB//pdxB//ppsR//rnt//hypC//purA//hypC//
GO_0071945_7	pspC//
GO_0071951_8	ycjY//
GO_0071963_4	kduD//
GO_0071973_6	cvpA//hybB//citC//murQ//hypC//radD//deoB//bglB//asnC//yfcG//yqeG//aspA//galS//arcA//rpsD//yhhY//entF//ftsZ//crl//aroD//speF//motA//fmt//kup//aceF//ybaK//yfgJ//glgC//infC//yfbU//lptA//
GO_0071975_4	yhaJ//
GO_0071977_5	tyrB//
GO_0071978_7	qseC//chpS//wrbA//ybcL//hslU//gltB//sdiA//torS//iraM//hisB//rpmF//frlR//ykgF//ybaE//
GO_0072321_6	entH//insI3//
GO_0072322_6	dgoR//
GO_0072323_7	zitB//
