#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	focB//tsgA//agaD//ybdM//
GO_0051707_3	mcrB//hofM//gpmA//ompC//mscS//yfdG//fdhD//fpr//rpsO//yhjV//prmC//hypD//etk//frmR//
GO_0051715_4	uspF//
GO_0051716_3	xthA//nmpC//uxaB//hslJ//ppsR//ymgA//dld//rpsT//mraZ//ralR//nuoM//mutM//fepE//yjhC//tdcG//nanK//oxc//yadI//rluA//yaaY//purL//paaZ//ompA//mug//glpB//ynjA//dosP//mdtN//yjjG//hemB//fhuF//accC//sufB//citT//uvrC//ybbN//clpB//ycgV//srlB//matP//sdaC//dsbA//rhaB//deoC//tsx//lipB//dctA//ribA//ydhJ//rihA//allR//lysA//gntP//prc//dnaA//yejF//ydfG//rpnD//clpP//ahpC//mmuP//fumB//priA//rlmC//glnP//lolC//yehD//dmlR//ybiY//astC//ydfD//intA//pdeR//cbeA//atpH//melB//tcyP//mutM//ulaD//nadK//ompL//hchA//yagI//waaF//lgt//xapR//metK//thiI//iscA//dapF//lpxL//leuD//ybaL//feoA//ugpC//glpA//mnmE//pdeH//hemG//araD//yidQ//rpsD//ybaT//norW//hisH//rpoE//ygbM//yeaG//tnaA//acrE//rutD//sdaB//ypdF//ftnB//cas3//rplQ//tsx//ydjE//mppA//cho//garK//djlC//hsdM//glcD//atpB//ubiB//zapA//nrdF//emrB//eptC//hokE//xylB//yfaL//flhD//yjaZ//cbrA//allR//bfr//ibsA//ydeE//bioH//atpB//yihW//srlB//rplN//yehC//priC//nth//yciK//dacC//rpoS//mnaT//kbaZ//pstS//mak//norW//mdlB//hcaR//ygeV//thiE//yfcG//flhD//aspS//vsr//ssuC//nfuA//ugpA//araF//ymfA//argT//rzoD//gpmM//otsB//nikD//relB//ychH//livG//hemH//glpK//yghB//tusE//bssR//pyrF//citX//gph//rclC//nanR//rihB//ttdB//nrfC//pyrH//yphF//nanA//cspD//sugE//arnD//puuB//yidE//sfmA//yfeO//hprR//yjjI//putA//dnaX//rhtC//insA-1//waaB//yciA//nagD//ybiY//yjhP//btuD//cpdB//rplE//casB//sulA//dpiA//yaiP//xerC//rffH//yejE//yejF//fabG//aaeB//livM//prmB//yraJ//cynT//glpD//baeR//xylH//ftsZ//yibH//mrdB//sdhD//fdhF//epmB//nagB//ydeO//gppA//scpC//rpsM//rbsD//mhpC//ygbN//yfgJ//fklB//lpxH//umuD//pyrC//fimF//hisH//tktB//menE//cfa//glk//gfcE//dapD//uhpT//speF//opgH//nimR//plsB//arnT//uspB//mutH//btuR//ygjK//ygbN//bipA//yjhB//ubiE//yaaA//frwD//caiD//hcaF//soxR//ttdB//malY//gloC//udp//ravA//yajD//tauD//ackA//tas//yaiV//mliC//rpsA//cpoB//yfaV//modB//idnT//rimK//pdhR//trpS//ilvC//ybdO//fryB//xanQ//yqgF//fryB//yahN//ldtA//modC//stpA//patD//dhaM//modC//malK//cadB//gspE//glmM//ymgA//tauA//rluA//ompC//ydcP//yhaJ//hyfF//fucI//plaP//bioF//htpG//rpsA//lpxH//sgcR//fur//uspB//prpR//chaC//xisR//rnhB//hemB//lysR//nagK//acnB//ygfA//ynfL//lspA//rzpD//pth//patZ//nac//hcaB//lexA//nlpI//pbpG//sbcB//uvrC//nemR//diaA//intA//atpG//crfC//yhhY//yhjB//gpmM//hokE//
GO_0051726_5	lamB//prfC//rplF//cyoE//ygjH//
GO_0051781_6	fhuB//thiD//
GO_0051782_6	amyA//ftsX//yggP//thiD//glgX//sstT//yfeX//
GO_0051788_5	dnaB//
GO_0051790_7	yeeJ//
GO_0051806_6	murF//yjbE//insI-1//rsmC//yahN//nudF//pspF//tauC//
GO_0051817_5	truC//gluQ//rfaB//dapF//
GO_0051818_6	curA//fimI//ybiW//efp//
GO_0051828_5	mak//yfdC//mcrA//suhB//clpP//rof//mntS//yahI//
GO_0051883_4	livJ//panZ//trpE//rlmH//
GO_0051977_7	lrhA//
GO_0051983_5	glgX//
GO_0052126_4	yagI//galU//zraS//smrA//
GO_0052128_5	yeeA//
GO_0052131_6	parE//
GO_0052192_3	hdhA//alkA//kduI//spy//
GO_0052547_6	rnd//ycaO//tdh//
GO_0052548_7	gcvR//dicA//
GO_0052646_5	ppx//shoB//appY//yraJ//nagA//
GO_0052652_8	ygbL//dgoA//
GO_0052653_5	pgaA//
GO_0052777_7	tdcF//sfmH//
GO_0052778_6	yphF//malX//ndk//
GO_0052779_5	hupB//cmtA//citT//
GO_0052782_6	guaD//argP//
GO_0052803_5	hybO//thrL//thrS//shoB//malS//entC//relE//oppC//
GO_0052837_6	lysR//
GO_0052838_5	comR//
GO_0055062_9	moaD//
GO_0055065_8	topA//bluR//thiH//dapD//ftsP//rpiR//folA//bhsA//sfmH//yhjB//hcaF//fucK//srkA//elbB//queF//ycjY//trmI//atpE//fbp//fklB//lysU//cheA//obgE//rppH//secF//rnlB//
GO_0055067_8	hisC//nfi//yeiE//metH//tdcG//argA//pntA//cutC//bolA//uxaA//ahr//yeiL//
GO_0055069_9	nudB//
GO_0055070_10	ybjD//yfaL//fadE//tnaC//rplN//yahN//
GO_0055071_10	citC//
GO_0055072_10	entH//lpxM//uspB//yjjU//flhD//yjaZ//opgD//pabC//sbcC//hscB//ghoS//deaD//panC//tyrS//
GO_0055073_9	dctA//
GO_0055074_9	proQ//
GO_0055075_9	fpr//
GO_0055076_9	cysG//ybiT//cpxR//rpsN//potB//fdhD//gatD//rtcB//rcnA//leuO//znuB//lhr//pal//rlmG//secF//wecE//yodD//intE//yihQ//nanS//btuR//ldtE//
GO_0055078_9	cyoC//argI//rsmB//
GO_0055080_7	yibA//proS//mtn//ghxQ//yehW//borD//matP//agaV//yhiM//ldtD//rlmE//blc//yedP//yihI//yafS//hldE//serB//dctR//yiaJ//moeB//mhpC//pagP//fliT//yiiM//yjhI//fepB//yebK//insI3//rffH//nupC//purF//ygfI//yhaC//phnC//rpmJ//
GO_0055081_7	rcnR//
GO_0055082_4	rpsK//yeeL//fecA//flgJ//iaaA//napA//caiF//hypF//yadV//acrZ//ybdH//yicJ//yiaM//rpsP//gsiD//kdgT//yaiV//rutA//dtpB//gsiC//azoR//yqiH//malQ//ccmG//ydcS//gspE//tsgA//yneJ//yqjA//yhjR//asnC//eutD//thrC//trpR//
GO_0055083_8	clpS//
GO_0055085_5	yibA//yibH//gmhB//hxpA//oxc//hxpA//rpoH//fhlA//nudB//ubiH//gpmM//htrE//acrD//hda//uxaC//yigB//fadJ//rpsT//ygbL//ilvL//mazG//melR//minE//tauB//mraY//matP//nirC//mhpB//gatY//ynfH//gpsA//grcA//kdsD//murI//idnO//coaE//rlmD//uxuR//aldB//gntR//uraA//spy//yibT//frr//tauD//gltD//ybeQ//pheT//rcnB//mepH//pheM//pdxB//aroG//ftsQ//mntR//fimZ//rsfS//waaU//napB//ygbI//xerD//uvrC//sufD//tusA//fhuC//hofP//ispH//maoP//hypB//kilR//galM//pgrR//yjbG//rplD//dapB//ykgA//yidR//murA//ftsZ//mdaB//dgoA//ydjM//bamC//paaF//dnaG//tsaC//ilvI//yfeO//trmA//metH//hybF//trg//arcC//dpiB//yiiD//ompT//cusF//treR//cysZ//ahr//yhhY//aceB//malF//xapR//dsdA//ydhQ//yhdW//yciF//pepB//tdcE//garD//purB//rplB//zur//rep//cysE//hldE//infB//uxaB//nrfF//yihQ//fumB//malZ//yjgX//yacG//gppA//cspE//ygfZ//nhaB//bcp//sapC//zipA//alsB//dinB//cusC//yjiA//hcaR//hslO//emrE//pgpB//aroG//glnQ//phnO//argB//udp//ulaB//mepM//wrbA//apt//yeaK//araC//metG//ubiJ//pgm//ccmC//arnB//ilvC//sbmC//rppH//yaiW//napA//hisF//tufB//elfD//yfeR//btuC//yccS//sufB//ypdI//yfiF//sbmC//glnD//ydfK//ccmC//yiaT//lpcA//fimG//nemR//cbtA//dtd//ytfT//ulaF//dctR//yieK//hypA//yneL//infB//narL//ygeX//yqeF//dinG//glnB//rlmM//ilvC//dtpD//mdtG//ybiO//abgA//aroF//lit//yjfP//plsX//ptrA//yiaB//dppD//thrB//ychF//epmB//nei//potD//ftsY//dxs//yjgX//hyfF//atoS//ypdB//iscU//hemB//birA//ynhF//eutA//nuoN//ycgV//tpiA//hcaD//grcA//yneE//aqpZ//proV//torC//gcd//ispG//yhdJ//hns//ubiJ//pflA//fumC//yafN//narU//cheR//exoX//btuC//lysR//citE//ogt//gabP//ldtB//yedX//holA//mutH//iscS//apt//prfC//rlmD//livK//guaA//hiuH//thiC//cynX//ompN//rutE//pabB//leuC//fis//sapF//pdeL//aaeB//galK//recD//nadE//dut//yggW//queC//ypdA//phnK//yijO//sfmA//lolB//rzoD//gsiA//deoB//kdpE//nupX//pfkA//ggt//yegS//acrD//bglB//recQ//yhcD//raiA//frvA//gatB//ldcC//aroH//comR//msrA//yfeD//rhlB//ydhQ//rplF//ybiT//tyrB//gadX//acrB//maeA//kbp//yqcG//cspG//ugd//ybhA//atpB//prlC//emrD//narU//poxB//ppsA//asr//rlpA//ribD//yciA//dppC//kbp//hdhA//secE//nanK//torI//fabZ//evgS//gor//umpG//accA//cbpM//mak//emrY//ybeF//yehZ//ompF//lacI//dmlR//gfcE//iscR//rbfA//yigL//nadB//ycbU//yjhB//ybhF//gmhB//mrcA//psuG//bluF//envR//rfaF//glk//ybaK//yfiR//aaeB//menA//agaC//cusR//rpmJ//yghW//mpaA//nuoL//galT//treA//tolC//insI-2//yjhB//cysH//rhoL//tcyP//mlaD//puuD//frwC//mnaT//rfbD//argA//accA//yhjV//ynfF//cysS//narZ//cytR//fepC//rlmF//ecpR//trpR//argA//phnL//tcyP//pyrH//hscC//flhE//nanR//murG//ubiH//nikC//cyaA//rplJ//bioF//gnd//selB//hcaF//ycbB//gcvA//trpL//rclA//sfmA//rimL//flgD//lpxH//radD//curA//ykgA//lpd//cadA//pykA//lolC//mngR//yjjW//dgcT//mraY//rpsO//rsgA//lysO//deoB//purU//exoX//crr//hcaE//
GO_0055086_4	dam//flhA//fixA//relB//hflC//ybgQ//cysH//mppA//uacT//fixA//fliA//ycjD//secE//glmU//flhE//abgB//creC//pdhR//ubiF//mdtI//aroK//mdtG//ttdA//glcE//ftsB//cdd//yphD//rarA//mltG//cspA//ynbB//glcF//ldtB//gntK//arsB//ebgA//nagA//fimH//trpC//dcp//pflC//cpxP//rplM//blc//ftsH//speD//lpxD//rlmJ//amiB//lpxK//tcyJ//iscX//tus//glpT//mtlA//ygbI//fbp//fucO//yibA//lyxK//paaJ//hemH//qseC//pstA//rsmB//yqeF//oppD//yneJ//yadK//pliG//fimE//uvrC//yoaB//ubiE//mcrA//srlE//adk//dcm//ybhJ//sgcA//pitB//atpB//rlmN//rhaM//nth//dnaJ//sfsB//cusR//fhlA//rplO//patD//pflA//ariR//rutD//garD//hupB//evgS//wecE//ampH//ygaV//uup//fliD//waaL//ybaE//lsrD//yoeE//ydjK//waaB//ais//slt//rlmC//yneL//hisG//tsgA//flgK//atpF//cedA//ftsN//aceK//rsmG//dctA//mazF//murB//ybjL//napB//purN//ptsN//glvC//pykA//ispG//ccmD//cycA//paaK//pdxH//rayT//fumA//melR//proS//rnhA//aaeA//dnaN//srlD//mngB//proA//pitA//yhdX//sapA//agp//yfcV//panZ//rihB//fabD//sbcD//rimM//yqcG//adhP//gsiC//ynfL//cusS//proX//cbl//yiiD//mhpA//crfC//murF//yaiV//rpiA//purA//nuoL//ompT//rhmR//yajD//
GO_0055114_3	gapA//psd//codB//ynjD//xthA//parC//ilvL//zraS//dgt//cdh//gcvT//tomB//rfe//secF//ycjU//yoeE//crl//betT//preT//lpxM//yoaA//oxyR//yhjA//speF//csrA//yhbO//proQ//ppk//yeiL//malZ//pncB//xanQ//hflC//ybiT//yidP//sodA//recT//agaD//pfkA//aspC//rarA//galR//clsA//nrdH//ldtB//proP//paaJ//ygfA//frlC//ompT//ghxP//yiaF//tolC//cptB//mdtF//yhfK//sgrR//cpxR//rrrQ//uacT//acnB//psd//trpB//ycaN//crr//pdxB//proW//cmtA//ycdX//potC//menE//asnC//ubiI//waaP//hcaR//rplR//yhaV//chpS//citC//moaB//waaQ//fimA//galM//ybhG//wcaJ//serA//xerD//lldR//fieF//cptB//yceD//malZ//yidL//ribA//talB//pinE//xseA//nuoB//torY//lysU//mutL//ppiD//allB//trkH//sufE//mobA//afuC//gcvR//dnaC//mltG//xseA//ulaG//hofO//ttdA//pinE//recR//tamB//ccmG//rpmB//fdnG//hisB//dld//insK//dcuR//hemH//hns//torD//slt//rnd//asnC//galU//fadA//yjbF//ygeR//pdxH//xylG//lit//eco//dppD//pykA//lysU//ssuC//elaA//rihA//ybdG//emrD//glsA//rmf//yjbB//dppC//rpnC//alsA//puuD//zapE//blc//hybC//waaY//hisI//rlpA//dauA//yecS//ulaG//fhuF//yajQ//rof//ldcA//sapB//fecC//waaC//yeaE//der//lpxB//citC//xylH//ycdX//hyaB//rnr//ygeV//ybdH//slt//yacG//ydcP//nrdF//cysW//moaC//yiaN//ymfK//rnd//appA//mazG//trmA//cheR//
GO_0055129_5	hybB//betA//uxuR//
GO_0055130_8	yhhT//uvrA//
GO_0060003_10	agaC//iraP//htpX//mhpT//
GO_0060255_5	xylF//uvrY//zapA//yeeY//yraH//nrfC//ygjK//lasT//artP//dinD//ccmH//rayT//ydjM//ushA//srlB//gudP//alkA//sseA//sxy//bdcA//hyaB//rcnB//mak//gltK//xylG//yecS//relE//holC//pitB//insE-1//ychF//gsiC//yjjX//hybO//gudP//ydfG//yihX//prc//narX//ymjB//lnt//clsB//cobT//mlaE//ubiH//ldtA//hisP//lgt//uvrB//cysZ//oppF//gmk//allS//fieF//tufA//pcm//csrA//clsC//abpB//pliG//otsA//speG//srlB//trg//mtnN//aqpZ//fkpA//yfeR//puuR//kbp//ybhI//rlmH//rpe//trpS//panD//yafE//acpS//murE//fixA//rssA//cheW//yehY//purU//secY//epmB//dgoT//sfmA//araA//fepB//rbfA//dauA//metL//nrdH//pitB//ybhD//csiR//accD//nrfG//wcaC//pgpA//mutL//secA//appC//mutT//lsrA//rtcR//yqiI//metQ//ydeM//yqcG//ebgR//nimT//ybhI//nuoH//aqpZ//dsdC//ssuA//lacZ//tldD//rfbX//sapA//hypE//arcA//puuC//moeA//glyS//insI-2//hha//gcvT//wzb//treF//rclB//ilvL//hypT//nikC//emrD//yhbX//serS//waaY//ebgA//potD//pcm//yjaZ//tyrR//hypA//gsiC//topA//gapA//kduD//setA//oppB//hemG//yfaL//mrdA//ttcA//ptsI//yjjI//serB//agaW//dnaE//frc//fadH//polA//fucI//rnhA//yagG//fimZ//tehA//manY//fhlA//clpP//arfB//rpmC//luxS//ycgB//gdhA//fmt//rbsK//zinT//rlmM//hchA//cysB//ddlA//kdpA//ytfT//leuA//cheA//nmpC//ldcC//tag//pgaB//ydfK//yeaE//puuR//zapA//rlmG//ilvA//lplA//chpS//pck//glpA//yjjB//pheS//hfq//sucC//barA//mglC//yqaB//maa//sgcC//yjjX//ycbV//acs//arfB//yejE//ycaO//ytfE//yhjA//atpC//gapA//lgoT//prkB//degP//frr//queC//frvR//panC//glnA//ydiQ//wcaB//pntA//ppx//fepD//thiQ//ycbB//pfkB//ydhK//yihV//hybB//mmuP//fabD//trpGD//msrP//elaA//focA//ygeW//ybcF//ugd//mntP//putA//alsE//insH-6//appB//rplL//nrdG//evgA//mscM//rfaB//cutC//rplW//ynjA//speD//btuE//nadC//dusC//prpD//rbsA//fliK//tesB//metG//gppA//speG//adiA//phoP//yibH//lrp//treC//pinE//metF//yadN//nrdI//yfgI//metR//uidC//xseB//yieK//tolA//exuT//intS//ydiK//frc//folX//yqgF//ydjH//tdcD//ybjC//idi//ttdT//mepH//norW//nrfD//ccmA//epmB//oppB//argP//lacY//recE//hiuH//fabG//hypE//talB//murQ//ygbN//yihW//pnuC//insI1//yagU//malK//proV//dxs//recX//yieL//moeB//acrA//cdsA//csdA//ansA//nudG//ydhQ//cmoA//glsB//tcyL//napA//elfG//entA//rpmB//hisB//solA//argH//rnlA//yjiR//smrA//glcA//yaaY//ldrB//eco//comR//trpA//ybcL//trpE//tsx//pgm//srmB//ybbN//
GO_0060274_5	valS//
GO_0060326_5	frc//
GO_0060341_5	msrC//yhdH//
GO_0060491_5	cheA//envY//yadI//osmF//
GO_0060566_8	ubiA//
GO_0060567_8	bcr//ygfZ//mdlB//
GO_0060699_8	ubiX//yeeA//fur//tonB//pspA//
GO_0060700_7	nhaR//rppH//yciH//kdpC//waaH//
GO_0060701_8	yddG//yjcS//ribC//trpR//tcyP//
GO_0060702_9	frmB//yqiI//mnmG//tbpA//purT//
GO_0061013_7	brnQ//hisQ//puuB//ndh//murR//
GO_0061024_4	cspI//yjjG//cbeA//csgE//sucB//feoB//mlaC//lysS//hofO//queA//caiB//lptB//
GO_0061077_4	napA//agaI//hypT//fimB//birA//rutA//ribD//yagJ//rlmI//mazF//zapD//astC//ycbV//citC//panB//ybgQ//idi//paaK//birA//cvrA//ulaC//prpB//exbD//
GO_0061475_9	pspG//
GO_0061504_8	yfaX//
GO_0061610_5	bluR//
GO_0061615_7	rluD//alsB//
GO_0061687_3	yiaF//hyi//xthA//sgcX//lplA//kbp//
GO_0061720_5	treA//citX//yciV//garK//
GO_0061727_6	cfa//mipA//dnaN//hybE//ygiV//fliA//cpsB//trpB//murJ//gcl//ansA//pykA//aceB//thrB//glcA//ccmA//abgR//pgpB//phnC//hipA//metE//ygcW//cyoD//holA//
GO_0061984_6	nagA//
GO_0061985_7	diaA//
GO_0062012_5	mrcB//ybjX//agaV//dxs//tdh//grpE//ftsY//prpB//tdcG//queC//yehY//
GO_0062013_6	gltB//ccmF//yahB//
GO_0062014_6	elyC//lpxM//
GO_0065002_6	tbpA//dgcQ//yhdW//yhdX//cmtB//cobU//rdgB//rlmA//
GO_0065003_5	fliZ//bsmA//hcaC//yneL//yajL//rclB//nanA//ycfL//trkG//hiuH//glk//feaR//ppiD//lpd//mrcB//acrD//gntP//lpoB//yoeE//clpA//nrdI//cutC//efeO//bipA//yajD//rhlB//dacB//potC//nikR//dnaK//ybaQ//panF//narZ//glyA//sad//arnT//ydjL//ygaZ//infB//yeeY//gluQ//ynbB//narZ//cadA//ybhP//ugpB//borD//pdhR//ydiK//glcB//yehP//lpxP//ggt//tdcG//recG//fabG//caiB//endA//codB//glsA1//mtlR//bglH//csdE//yieF//gadC//betT//glk//sdaC//folA//sapC//yaiP//yneJ//rlmG//nlpI//aroD//mcrA//hisB//treC//dtpC//ybhR//feoB//yfdR//dcuS//ldhA//rluC//fepD//nadD//yfcU//gloB//lpd//hybC//glpC//
GO_0065004_6	yjhI//
GO_0065008_3	argA//fdnI//lptA//lptE//sstT//gadC//tgt//pdhR//malK//rapZ//intF//yeeL//lacZ//ligB//fpr//rimI//potI//murR//hemB//yehT//lplA//yijE//ribF//rhaA//carB//clcB//cheY//arfB//gapC//rimI//frc//yceD//rpmA//bamC//djlC//nuoM//blr//ilvN//wcaJ//purN//sgbE//pflC//elyC//ftsQ//rpoA//wecB//wcaB//citG//rzoD//mipA//waaF//appA//dacD//sucB//srlA//eptC//nikE//insI3//sbcB//fimI//yddA//mrp//bepA//hdeB//cheB//trpA//iscS//borD//malK//metN//pgl//yfaL//nikE//pphA//tsf//alr//ldtE//lapA//rfaB//chpB//agaA//nadE//cysB//dnaE//cheY//flgD//rbsC//wzb//ybbW//chbR//moaB//cheB//grcA//nanA//purC//ugd//hflX//yfeD//yagI//rpsJ//adiA//fabH//endA//clcB//murA//ycgR//topAI//trpL//glcD//dsdX//hprS//pheS//guaA//cysE//sdhC//acrR//cpsG//rfaF//ogrK//ygbI//rhtA//rhaA//thiP//moaD//rhmR//hypE//lolC//bioA//yodD//rpmA//panB//
GO_0065009_3	ybgP//fepG//malZ//pbpC//lysA//xerC//deoC//pspA//rpsA//slt//ybjX//yaiP//yihV//ddpX//emrK//rplP//sgrR//recB//csgF//kdsB//nanC//glxR//rbn//dcuS//glsA2//ispU//ttdB//tcyP//relA//oppC//potH//uxuA//yhaC//moeB//lldR//ibsE//yphC//yfeX//rutF//glpA//yidE//wecE//phnN//fdoG//phnN//csgA//pbpG//mglC//intA//yiaO//nimR//amiC//mntH//yhjV//degS//moeB//curA//mltB//psd//hybB//feoA//lpoA//cynX//hisF//mcbR//dppB//nanA//btuB//degS//yfjR//rutR//ychO//torD//tar//frlA//rodZ//yccA//
GO_0070084_7	carA//
GO_0070085_3	rpmG//pgaA//
GO_0070178_5	mgrB//
GO_0070201_6	ybiI//ydcT//yciK//
GO_0070206_7	ycjQ//waaZ//nadD//yeaD//
GO_0070207_8	gadC//ydiO//speA//menB//
GO_0070297_7	fes//
GO_0070298_8	mdtQ//
GO_0070301_6	hemG//ygaZ//mnmG//cheR//casB//hrsA//ftsA//frvB//sucC//radA//
GO_0070329_5	osmC//hscA//
GO_0070413_7	yfbV//yhcH//
GO_0070415_6	ampH//minD//
GO_0070417_5	metF//mnaT//yibF//hisM//
GO_0070453_7	cutA//
GO_0070475_7	queG//ftsK//ravA//rna//ivy//ynhG//yhcF//gstB//mlaE//ortT//nudC//fecB//sgcR//lysP//lpoA//insA-1//tcdA//yfbV//ubiB//
GO_0070476_7	proQ//nadE//
GO_0070482_4	glvC//pgpA//rsmH//feaR//
GO_0070525_7	mlaB//murQ//yihX//rpoS//
GO_0070574_9	symE//yjiA//pcm//yhhY//
GO_0070581_8	mdtO//
GO_0070588_9	znuC//
GO_0070589_6	rclC//ybiV//ytfE//truD//tcdA//argB//sufA//ompT//mrcA//alsE//sdhC//ypdA//nuoH//emrY//livJ//yecS//idnD//cas3//dedD//uxaB//talB//yibA//lacZ//fabB//folC//pgm//uvrB//tesB//gpsA//ymfK//kbp//wecE//cpxR//rusA//yjjU//metC//ydcZ//torY//eutK//rpsN//hisG//bioD1//rutC//
GO_0070627_10	paaA//
GO_0070646_6	lsrA//
GO_0070647_7	lsrC//
GO_0070689_6	rhtB//ubiE//
GO_0070716_8	lpxB//
GO_0070726_5	yijE//pepD//
GO_0070727_4	phnH//pgaB//cheB//agaB//narK//rlmD//tatD//fliM//grpE//tar//dinG//sodB//artI//waaG//tyrA//degQ//ygeW//
GO_0070778_6	hldE//paaD//
GO_0070838_8	pspG//srmB//rdgC//bhsA//ribA//mepA//gltL//argI//uacT//sfmH//etp//glsA//nirB//yfgO//fabZ//
GO_0070873_7	flhE//rnlB//
GO_0070874_7	pdeD//
GO_0070875_7	rpoD//
GO_0070887_4	azoR//glmM//holD//ortT//manX//puuC//ydeP//purD//yciT//folX//polA//ddlA//abgB//ynaE//ybdZ//yjhH//ybiV//ybdG//tolB//hipA//abpA//rimK//waaQ//clcA//mdlA//ybiI//pdeR//arcA//kefF//paaK//aroE//rclC//actP//tsgA//ppiC//pheT//gcvA//hdhA//ompA//mreC//yrfG//cusC//dnaC//kdpD//ibsD//eutD//pinR//ispH//prmA//gltL//allD//galS//cusB//ompN//hscA//cysP//dauA//hemN//ilvI//lsrC//
GO_0070894_6	rdgC//
GO_0070925_5	galM//arfA//cptB//glcA//ibsA//rng//puuE//dcuA//rho//sgbE//
GO_0070930_7	agaB//
GO_0070972_7	fimG//
GO_0070981_6	wzzE//
GO_0070982_5	nimR//
GO_0070988_3	queF//pnuC//
GO_0070989_4	mtn//
GO_0071103_6	dnaT//rplE//pheT//gmk//aqpZ//ygjH//nlpD//cadA//yjiR//relA//lamB//hupB//moaA//zipA//chbR//yieK//aroC//fhlA//recQ//
GO_0071139_6	hdhA//potF//
GO_0071214_4	dcd//erpA//fieF//yedL//fadH//mioC//mepM//moeA//dinD//rplI//metF//crcB//rdgB//yehX//gdhA//frwD//fadJ//iscA//dacC//elfA//bcr//yggD//gspE//rbn//
GO_0071218_6	agaR//
GO_0071229_5	mhpA//wzyE//queF//frmB//kefF//
GO_0071230_6	truB//
GO_0071236_5	sthA//ytfE//scpB//dacC//yfeX//ydjL//pepA//mntP//cheR//mtn//nrdI//xylB//tktA//bamC//yjhC//yhhY//rsmI//abgT//
GO_0071237_6	allD//feaB//
GO_0071241_5	maoP//yjgX//rutA//secF//rraB//ravA//nikR//lapA//ecpR//gatD//lexA//corA//oxyR//yjeI//puuE//mdfA//nudB//
GO_0071243_5	pspA//
GO_0071248_6	dcuA//rcnB//gshA//nupG//shoB//astC//hisP//arsB//rplN//yqeG//aroP//marR//trkG//fadD//
GO_0071249_6	rodZ//garR//
GO_0071250_6	yehW//fimA//
GO_0071265_5	gltL//yiaT//tdcR//ygeR//rbsA//
GO_0071266_6	dnaB//mhpB//
GO_0071267_6	trpC//yraI//paaD//
GO_0071270_6	zraR//arcA//
GO_0071271_7	ispF//dcd//
GO_0071276_7	pgk//cbpM//
GO_0071280_7	rplQ//setA//
GO_0071284_7	iscU//
GO_0071286_7	rplO//lsrR//
GO_0071287_7	ruvB//
GO_0071288_7	ubiC//yjbB//
GO_0071289_7	rcdA//
GO_0071291_6	sapB//
GO_0071292_7	bglH//ffh//
GO_0071294_7	yadC//rusA//
GO_0071310_5	glnK//ybaM//xapR//rplS//kdsC//srlR//leuE//dtpB//araF//melA//cydD//
GO_0071417_5	tyrB//potC//yehP//
GO_0071421_9	pphB//pstA//glmU//
GO_0071422_7	treR//dnaN//yjcE//
GO_0071423_8	osmY//
GO_0071453_5	agaB//mobA//hycI//
GO_0071454_5	kdsC//dkgB//
GO_0071456_5	queA//
GO_0071467_5	glvB//queF//ybbW//phoQ//xylF//citE//ydfH//hyaC//ynbB//fliK//tolB//
GO_0071468_6	rnhA//yfiR//clpX//sdhA//elaD//rpsN//cysD//ykgO//argA//mgsA//
GO_0071470_5	ydjH//rbn//arnE//ycjP//hpt//xylH//chbF//yaiV//hemC//ydcO//
GO_0071474_6	frmA//ridA//zinT//rihB//
GO_0071478_5	ycjQ//ftsE//umuC//
GO_0071482_6	sodB//gshA//hscC//
GO_0071483_7	rhtC//
GO_0071495_4	cas2//yjfP//cof//
GO_0071496_4	yciT//rpsD//ibsE//pabA//atoC//napB//yfaE//eutN//yohD//uxuB//sufE//cyaY//yadN//zupT//aes//pykF//hycH//ygiB//hyaB//qorA//araF//rseC//kgtP//ybbY//asnC//rarA//malZ//cynS//bioP//feaB//insI-1//glnD//dsdC//dcyD//yagJ//nrdI//rtcR//agaC//sodA//mepS//mtlD//pheT//phnM//dinQ//chbR//ybgI//fadE//sucB//lepA//ygaV//yebZ//ydhJ//phnN//
GO_0071500_5	kduI//
GO_0071502_5	nemR//
GO_0071545_6	rutR//oppB//
GO_0071554_3	ttdR//rplX//allC//wzzE//mtlR//rcnB//ydcI//kup//casE//def//yejA//msrA//cirA//rplR//ybdN//yejF//deaD//mutT//nirC//ygfZ//ftsZ//yegV//mhpT//
GO_0071555_4	rpsL//sgrR//trmL//argP//hexR//arnA//valS//ileS//xanQ//leuE//cyoD//xerD//panC//
GO_0071577_9	uxaC//argP//holB//torI//queA//yihS//ftsY//
GO_0071616_6	phr//dnaA//
