#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fecD//bhsA//ycdX//zapC//
GO_0071705_5	trmB//osmE//leuE//tktB//gltI//flgG//lhr//nuoH//nepI//pflC//lacZ//ychH//yneL//degS//ymdB//malS//zntR//araF//ypdF//flgF//fabZ//dcuS//mocA//ycgR//rhaA//kdgT//hisS//frwD//cadC//holB//queC//alpA//lrp//sbcB//artQ//prpR//yccA//rne//galR//fadL//mltF//proW//glcA//murE//elaD//rpmH//dgoT//hflD//recC//dgt//lpoA//yehB//setA//ftsK//nadB//ypdB//ade//cyoC//fabD//rplP//phr//ydjJ//abpB//mcrB//bioD2//cspD//ascG//skp//hemF//fucI//miaB//hsdM//gspE//trg//ybfA//insE-1//cysN//rpsM//dppB//cytR//trpGD//uacT//cysA//rplO//miaB//cynS//paaA//pepN//tcyJ//pncB//aaeA//rpmJ//dinB//ampE//slyD//plsX//mgrB//guaC//torZ//lipB//fadB//tusE//kbaY//rssB//fucI//cpsB//nrfA//aspA//metH//bcp//srlA//msrC//xanP//panC//yahB//ugpA//prlC//tsr//eno//leuA//mazF//kup//yjhC//nikC//trpGD//infC//nudB//appB//mdtQ//phnM//rzoD//thiQ//gpmM//dgt//cyoD//cycA//ffh//glpX//alsE//mdtC//mntP//lsrB//chaA//insI-1//insI1//yddG//hypD//ubiD//hsrA//rlmH//cydA//cysS//focA//ampE//ribC//xdhB//ispF//potG//rclB//insF-1//yibA//rpsM//rpmG//clpS//yfcQ//ulaR//abpA//yibH//ibsA//dtpC//epmC//kdpD//rraA//mscM//ycbU//rzoR//rsmE//sgrR//nagA//nirD//ccmA//secA//phnL//murC//lit//fhuC//secE//mepA//cbrC//prlF//ygeA//sdhE//fepD//hyfF//potA//yibF//yggW//mscS//yggD//ybdG//hcaF//yaaA//gltP//ydbD//purN//cusC//ydjJ//lacZ//mnmE//casC//hisH//rpnD//yciF//phnC//pstA//pcm//phoR//fdhE//mtlR//iscR//mngA//pldB//ettA//ftnA//casE//yejF//nudC//rfbC//rlmM//rcsB//zntA//proV//rlmL//gcvH//crp//rpnB//
GO_0071709_5	glcB//recT//ssuD//rpsQ//mreB//rsgA//oppD//ygiS//nlpD//galS//
GO_0071731_5	ribF//dgoT//ybiA//
GO_0071732_6	pyrH//
GO_0071769_5	cstA//
GO_0071804_3	fadM//acrR//insA-2//wzzB//waaJ//rffG//corA//ygbM//yehT//frdA//norR//putP//rpmC//pgaA//gloB//
GO_0071805_4	phnO//wcaJ//folX//frmR//mltD//fhuD//mzrA//nemR//dicC//clcB//nuoB//hrpA//ycjU//metK//mdtB//
GO_0071806_6	rfaD//marR//manA//fetB//glnA//ydcP//yjcE//queF//mrcB//dcp//mutY//rdgB//yehC//tolR//yjaA//cpsG//arnF//cyaY//elaD//
GO_0071807_8	murG//
GO_0071824_5	sufA//
GO_0071826_5	hcaT//gshA//rbfA//ybhG//ynbD//cyoD//yihS//glsA1//yoeE//rpoD//dctR//hyaD//cpoB//lolB//ygfA//sapA//cusR//yiaB//yegT//carB//birA//pyrB//opgD//mraZ//metH//lnt//
GO_0071897_6	cdgI//appB//acpP//bglB//yegT//cspA//ldrA//ldtC//abgB//kdsC//fadR//iscR//ihfB//endA//ccmC//hipA//hcp//relE//hslU//carA//
GO_0071915_9	rplA//
GO_0071932_8	acrR//
GO_0071934_6	hipA//prmC//insE-1//
GO_0071941_4	lepA//rpsR//cysI//rplK//ppk//metN//ybaM//murP//mug//
GO_0071945_7	tldD//
GO_0071951_8	yhjB//
GO_0071963_4	lit//
GO_0071973_6	rplQ//rpmA//ycgR//insH-6//tatD//yjjU//rluA//hypT//ompW//lipA//cheW//znuB//ampG//frc//uvrC//pgpA//yphB//mug//rhaD//mlaE//yfeO//smpB//agp//csgG//idnT//gadX//puuC//folD//dgcM//pstC//ybhR//
GO_0071975_4	rfaF//
GO_0071977_5	marR//
GO_0071978_7	rmuC//yibA//accD//cmoA//pta//pgaC//iraM//ybhR//nimR//rihC//thiH//aphA//mscK//amiC//
GO_0072321_6	mlaD//yhgF//
GO_0072322_6	yafE//
GO_0072323_7	ccmF//
GO_0072329_7	cusR//folD//guaB//mnmC//ybdH//oppC//glgC//bfr//yedX//ybiO//tdcE//baeS//ibaG//sbp//cheY//selA//sufA//rlmE//grxD//ybbW//secE//atoB//iraD//argK//fklB//pgpC//araG//torC//ihfA//epmA//rimO//mscS//phnC//deoD//ptsP//cspI//paaH//rnd//trg//oppC//ugpA//nupG//bamE//arnB//yjcS//rmuC//cheW//selA//lepB//yfiE//yihR//nmpC//casD//argG//acrA//ndh//aspS//potA//recX//glvC//ydcZ//ravA//manY//phoQ//raiA//psuT//appA//gpmM//kbaY//yedP//cspD//elfG//evgS//yrfG//dacB//ggt//yieL//sapC//araG//yafQ//bhsA//
GO_0072330_7	dcuC//gpr//polA//cspE//tauC//yfeO//lptC//puuB//clsA//dnaQ//fadJ//leuD//ddlA//rclR//cheZ//yqcC//dppA//waaY//entE//ptrA//wecE//panF//essD//mlaC//udk//rusA//fdhF//dsdA//wbbK//ttdA//nirD//epmB//yqiH//frmR//pepB//tusE//prmA//yqcC//yiaB//speA//psd//mtlR//malP//narU//serS//yhcF//intA//aroC//fabZ//csgA//yaiW//dinD//ldrA//trpGD//yhbS//malQ//rluE//srlD//
GO_0072337_6	rimP//yfcS//cpxA//cysH//mdtG//gnd//eutB//rof//prpC//hemB//galM//rpiA//zitB//nagC//puuB//yjjQ//ibsE//rplI//torZ//iaaA//cysW//secG//tsaB//ygaV//recR//rutF//
GO_0072344_7	mlc//baeR//bioD//bipA//
GO_0072348_5	srlD//gabT//yhjG//rpsH//nrdG//sbcB//gntU//insH-6//amiA//pepD//gppA//thiE//ftsW//menI//msbA//bglA//baeR//dnaE//zraR//fabR//fur//nanR//norW//mltG//yebS//ydeE//dgcM//hofO//glnP//ftsY//luxS//pnp//asnS//gph//hemH//sutR//hxpA//atoB//narG//flhE//
GO_0072350_7	aspS//yafQ//ssuE//casD//insI-1//yhfS//sbmC//ftsI//ubiC//aroH//rpoD//eamA//cpxP//basR//guaB//rpsJ//alkB//groS//
GO_0072488_7	rbsR//nrdF//puuE//dnaT//feaR//edd//mhpR//
GO_0072490_6	aer//glk//
GO_0072491_6	cyoC//insE-1//
GO_0072501_7	aaeA//
GO_0072502_7	pldB//
GO_0072503_7	rimJ//cas3//
GO_0072505_8	garP//
GO_0072506_8	sbcD//
GO_0072507_8	lsrR//pgl//rayT//
GO_0072511_7	selB//yahK//hyfC//asnS//yihW//mepA//phoB//yddL//yjfF//alsK//adeD//sanA//mhpA//hcaD//dgcJ//elaB//wzc//
GO_0072512_7	nadC//fliD//mgtA//sbcD//sufE//flgA//lexA//rclR//fdhE//mtn//pyrL//pyrE//
GO_0072521_5	fecA//soxS//rhaS//ubiF//dinJ//kdgT//murF//dgoT//srlA//ubiA//tilS//ssuA//fre//moaB//ispU//ygdG//pntA//trpE//rpnB//waaY//dsbC//yeiE//hemN//chbC//groL//argH//alkB//ycdY//pntB//hprS//artM//amiA//cobS//yggT//pheA//rssB//radD//ymgF//adk//deoC//exoX//umpG//rplI//rsmE//ccmH//proX//sstT//yefM//cobS//proX//ascF//rpsJ//dinB//melA//yidL//ilvL//ydfH//yehP//yafO//casB//ahr//amiA//hemA//atoB//cyoB//rsgA//ycfL//ydcP//
GO_0072522_6	envZ//gltL//puuP//ftnB//yafQ//galF//mntH//nadE//yeeY//efeO//hemE//deoB//acrE//yjiR//surE//pspA//napD//ldtD//hemH//rssB//bglF//dnaN//putP//srkA//feaR//uidA//tolB//tdcG//rng//fecC//yqiH//fdnG//fau//phnJ//rfbD//entH//aspS//rplF//mdtK//trmD//osmF//accC//aldB//
GO_0072523_6	narI//elbB//rlmM//hisQ//purF//rpsQ//ihfA//pnp//cobS//entH//yigB//uhpA//
GO_0072524_5	pphA//xylR//recN//glgA//glpT//rcnB//ybiI//ybdZ//truD//yehU//srlR//mioC//mnmG//opgG//cpsG//bcsQ//entD//ybdG//fhuB//hybA//cueO//relE//vsr//mdtP//trg//hypE//csiD//kdgR//ydjE//garL//folA//nanA//uidR//cutC//yggW//dsbB//setB//rzpR//paaX//gadA//ybhS//crcB//pabC//ymfK//fkpB//sulA//rng//
GO_0072525_6	tyrA//cyoE//zitB//fre//phoR//setB//gutQ//mtgA//menI//ybbN//eno//tmk//argT//yqaB//yajL//thiM//deoA//mzrA//ilvC//ampE//yfgO//uraA//bssR//ansA//deaD//mdtB//surE//yfdK//nikC//mtlD//fimF//gor//ppiA//cobT//yajL//htpX//cyoD//
GO_0072526_6	mltA//queE//
GO_0072527_5	yidC//mutL//ftsL//glsA//dcuR//glsA2//glpG//fabI//cysG//rhaS//ushA//parE//amiB//rfbC//ruvB//ykgM//fimZ//ygcO//dtpD//map//bglX//lipB//yegD//acpH//yahB//speD//crcB//sulA//queA//yiaT//ydjK//mraY//rnhB//gabP//murP//moaC//dnaK//amiC//recR//atpF//yeiL//clsC//arsC//ypjD//tsaB//iap//xylF//upp//cusS//yajQ//ndh//nuoG//fimE//pgk//ynhF//yjcE//cadA//
GO_0072528_6	waaQ//secD//surE//rcsC//pitB//metR//zapC//rlmM//trmA//gsiA//fixC//higA//dut//yagI//rfaF//pheM//yqcC//ycfH//mdaB//pbpG//lpp//yfcU//nfi//galU//pyrE//dsdC//hcaD//ydiP//murC//
GO_0072529_6	yihQ//intZ//astB//ynaI//ygfX//yhdZ//hdeA//ddlA//rluD//tusE//yehU//pdxJ//rplL//corA//yihT//alkA//phoA//yehA//queE//lpxT//aes//yhbS//ftsL//
GO_0072530_6	speB//ibaG//folE//basR//
GO_0072531_6	ispA//insH-6//yfaE//hofO//mngR//higA//
GO_0072581_9	ydeM//
GO_0072593_4	dtpD//epmC//yieH//ynfL//ybiH//oppC//yiaN//pepB//phnI//
GO_0072594_5	priC//
GO_0072599_6	deoB//
GO_0072657_6	ychF//edd//proA//ygiN//paaH//ghoT//lasT//fieF//ygfA//sfmC//motA//ihfA//yqiH//hofP//rpoA//rhlE//tusA//
GO_0072714_5	lolA//
GO_0075713_7	paaF//ydcR//hemH//
GO_0080033_5	entD//metC//
GO_0080090_5	qorA//yhjB//yneJ//rlmM//malZ//cdgI//gntT//tldD//uidC//yehD//gadW//sbmC//dtpA//insB-4//dauA//xapA//yghU//hybB//proQ//lamB//yjhG//nagD//narZ//arnD//torY//ydcO//osmE//ushA//garK//nrfF//csiD//gadE//cbl//ykgM//rnhA//glcF//eco//rrrD//cobT//eutN//dcuB//yhbQ//dsbA//elaA//sseA//ybhD//frdC//trmO//csiR//leuD//lgoD//dgcZ//fiu//yihS//eno//elfG//fumA//fkpA//livG//tmk//rnlA//ascG//yajL//curA//yghW//selU//yciT//yfeO//bioF//ddlB//elaB//yfhM//cspG//yjjB//gfcE//ybhR//eutN//hemN//add//radA//wecA//xseA//ybdM//ompN//malK//menE//prfC//ftsW//rluE//xisR//tisB//nuoF//deoR//bepA//rpnA//hsdM//folM//ftsH//cbrC//alsE//gloA//hipB//yidR//ppsA//yadI//tdcR//fecB//ldtE//lon//trmL//allB//yahK//rhlB//abpA//hslR//ybiW//intA//ynbC//pgaB//yehD//gutM//yfeD//lspA//copA//bamE//ftnA//blr//nrdI//fimB//pepT//pdeF//yeaD//mug//yiaM//nanA//putA//galK//fieF//diaA//fepE//cedA//torZ//gatA//ytfT//yicJ//envR//recT//mtfA//nanK//tomB//ydiB//yfcA//xylF//ydfD//ugd//sbcC//uvrD//agp//preT//csrA//tdk//yhjC//nirC//pabB//ybbW//selU//srlA//fixB//ampG//amiC//lplT//yagF//rutB//rpsP//ddlB//aroL//rutG//fhuC//pdeL//uidA//ompW//hofO//relE//prlF//yijE//thiC//tomB//rffT//waaP//oxc//rclC//nadA//zraS//rhmD//pitA//alaC//rluA//mutM//yqiG//gpt//puuB//glmM//pliG//rtcR//ldtC//ulaA//nadD//umpH//mocA//accA//wzyE//aroK//yeeO//degS//lsrC//iraM//ompL//gapA//murA//uxaC//yafS//narW//pyrD//hmp//hypA//ftnA//pbpG//ycjY//cysN//phnN//mdoD//yecS//dmlR//csrD//leuA//speA//grpE//cstA//yjcS//uidA//yhbX//fliD//aroP//nrdR//lldR//fcl//narZ//yijE//asd//folA//hyaB//rffM//holE//kdpF//cueO//hyfC//lpxC//trmA//araE//tilS//hsdR//psuG//yegD//mnmE//dusB//zraR//yhbY//crr//gpr//rng//dnaT//ychH//rpsR//rplQ//fimF//tesB//rbbA//ygaZ//hisG//rpoH//hpt//ribC//rffH//rclR//rpsN//rzoR//xapR//bglB//hcaR//serS//tnaC//rutE//pfkA//metG//phnP//hdeB//mngR//betB//gabP//allS//mipA//rrrQ//nhaB//fepD//kdpB//ydbK//yqgF//slyD//rimK//dusB//gsiA//metI//marR//clpX//chbA//ubiG//kdgT//ybjD//dinJ//nusA//phoP//galP//mdtJ//yejB//ileS//xdhB//ccmH//dld//narV//emrD//btuE//clsB//yphD//rraA//ptrA//cysE//mrp//cbeA//wzzB//tamB//fucK//gstB//yahN//yafC//rpmB//
GO_0080111_4	agaC//intA//
GO_0080134_5	perR//
GO_0089705_7	dmlR//alsK//
GO_0089709_7	ppiD//malY//
GO_0089718_7	hisQ//obgE//yacG//matP//hslV//parE//metN//lrp//yebG//cedA//
GO_0090066_4	yjfP//dicB//rrrD//cutA//tusD//
GO_0090068_7	ilvL//
GO_0090069_5	mutT//yciT//yaaA//
GO_0090071_6	rplN//yneE//yagF//
GO_0090087_6	shiA//pncB//rapA//
GO_0090116_7	yajR//
GO_0090143_4	ycjW//
GO_0090150_5	yhgF//ynaI//mlaF//fabB//nadA//ydhJ//sthA//pbpC//gabP//yidP//mrr//hha//
GO_0090304_5	mug//ettA//hrsA//yihP//fliK//cmoA//lyxK//fecA//mdoD//tsaC//fimI//ratA//mscK//elfA//lsrD//wecE//nupX//ybaK//nuoM//fabZ//gsiB//yhiM//aroL//mscS//rutF//mscS//exbD//pykA//yjiM//rbn//ytfR//mobA//rhaR//fimZ//murQ//kgtP//prpD//caiT//rlmA//sanA//rplO//narP//dnaG//garD//tdcG//ldrA//ebgA//ydiB//narK//ygcW//fumB//cheW//gadC//speD//yjfP//xylE//dcuS//minD//yedA//rutR//sgcR//gapA//tehB//frvR//bdcA//ilvH//emrY//eptA//ansB//ttcA//mak//oxc//relA//caiT//treR//shiA//rhaB//ydcP//betB//rpsN//rppH//cynS//livH//rpsS//recX//gnd//ubiC//nrdD//ybiO//hybG//metB//yjiA//sfmC//glk//xapR//yidP//ydcP//frmA//phr//rffT//ybhD//napD//zur//dinI//arnE//narQ//tehA//htpG//uvrC//qseB//tolB//rhlE//moaC//hyfC//fadH//gatB//argF//panC//arfB//ampH//speA//pdeR//araC//ybiY//pgpC//frwD//arcA//yjiY//asmA//paaA//betT//bioF//ynbB//rsmD//nanE//rfaH//entA//nlpI//topB//ynhG//mlaB//murD//ybhA//rssA//yafO//sfmA//yfeX//mhpD//rssB//glpR//fabB//pstS//pal//fadA//ugpB//tar//phoB//waaH//codB//pgaB//yihW//ompF//ynjD//alsC//rbbA//yacG//nrdF//rnlB//nemA//glnP//murB//arcA//panD//yciH//dgoT//mtnN//dctA//fdrA//arsB//gabP//rpe//potF//gpmM//secE//hisB//melR//yebG//paaE//flgK//sohB//tolQ//oxyR//fklB//ybjI//asr//yhdW//rhtC//hybC//tauB//ppiD//rhaS//pabB//trpL//hyaB//etp//raiA//ybdO//ydcO//insE-1//glgP//rhaR//iraM//murD//adeQ//murI//fadJ//mipA//yjjQ//clpS//phnG//folM//yihQ//atpG//yajD//tyrS//cecR//glnL//frwD//leuS//panD//gcvH//nanK//ydiF//waaA//gmhB//asmA//nfuA//spy//pgrR//degP//trpD//gadX//pspC//yiaB//frmB//galP//lysR//menE//uhpA//potD//ftnA//lpxL//queE//tbpA//plsB//moaE//waaQ//pflA//cutA//thiM//ybhS//pdeL//srkA//nhaR//sucB//yabI//treA//mdoG//aroE//sucC//fliZ//ihfA//yjhP//tcyN//uacT//rzoD//yceO//rplE//efp//lpxP//xylA//ldrD//eco//nikA//dppC//thiL//rutE//insI1//fecD//yddL//hyfR//fixB//mhpT//fimB//paaE//hypT//argP//yadN//rfaH//yfbR//yadK//cspD//afuB//menA//elaD//fadD//spy//ampG//rplC//thrA//glpC//fimD//thrL//ccmC//rrrD//sohB//atoC//recD//dauA//suhB//ydjM//ypdF//yqhC//fkpB//crr//menH//xylG//uvrY//sdhB//ycjU//nimR//hisA//btuD//ubiJ//hns//yjhG//amyA//dcuR//hupA//fucI//evgS//metC//lpoB//yhgF//hlyE//ulaE//mlaD//yhdX//yqcC//rbsK//ydiZ//aroB//aidB//ybdG//kdpA//yfhH//prpB//uhpA//sdhA//surE//intS//phnG//ygbM//yciG//ybhJ//alsC//yaaJ//fepC//ydfG//uof//yedP//purF//tbpA//pgaD//yraN//yfdS//ymjB//ompF//eamB//rseC//hprR//elaB//dcyD//yjjW//yhaV//ygbN//ycjR//pdhR//appB//ispB//djlC//ygcW//rnb//pstS//uvrY//rpsT//glcA//yfcS//aaeB//iscR//chbR//mscM//mutY//marA//thyA//yhjR//cueO//hprR//glnE//galT//purR//hemC//mrcB//creB//rdgC//ybeY//lsrG//truD//xylB//nmpC//dgcT//ugpB//kdgK//argR//folM//uxuB//msrB//yajL//nuoF//artJ//yibF//murI//gmhB//rpoD//bioD2//lptF//hda//lyxK//envY//yhjR//ruvB//bglB//lit//mepM//hyaD//
GO_0090305_6	caiE//nuoH//bglA//marA//acpS//uacT//gcvR//dcuD//hisI//nfo//acrZ//cysA//crfC//nrdR//hdeB//norV//znuB//bcsQ//xanP//ortT//garP//gcvR//mmuP//ybcQ//infB//tdk//cobB//ridA//bepA//tdcD//srlR//deaD//pinR//uhpA//cof//trpB//higA//wcaB//lon//dcd//rpsM//cusF//clpP//pyrD//tktB//ushA//yqcG//rpoE//glnQ//nudF//pstC//yehT//ygeW//gcd//thiC//cpxA//ybaK//dctA//dps//fryC//rpsS//metH//pppA//copA//alkA//gadB//mraY//ymgA//tsaC//glpC//tatB//wzc//yagI//yhdX//yadN//ggt//mcrA//frvR//entE//rfbX//elfC//
GO_0090313_8	xdhB//srkA//
GO_0090329_8	proV//ftsH//chbG//mscM//mdtB//exbB//rlmJ//
GO_0090347_6	panZ//
GO_0090352_6	ydhC//
GO_0090357_7	waaA//nagE//
GO_0090358_8	lpxM//
GO_0090407_5	dgoT//glsA1//yiaJ//gpsA//waaS//mdtI//pgk//mcrA//folA//fryC//fau//yieK//bglB//xerC//cycA//greB//cspA//glvB//rbsR//putA//kdsA//ptsH//murP//ralR//nrdB//frwC//ribC//oppF//erpA//udp//ydhC//ygeR//glxR//ycjQ//nirC//yhjR//epmA//yihL//yceO//yqiH//yqaE//mntP//fadH//tcdA//insI-1//cspA//hemG//trpC//holD//btuE//lpoB//norR//yihV//ydiQ//ddpA//paaK//grpE//tsgA//ydiF//fpr//rsmG//yhfS//iscS//sutR//pmbA//dmlR//minC//ndk//yjiM//sanA//mipA//potF//cyaY//gadE//rpsN//uspE//trpD//alkB//pdeD//kdsB//yggT//mltB//sodB//galF//pheA//rpsN//mazG//ravA//gshA//ygeW//lpoA//lplA//ydaV//yfdS//ybcL//fadH//sppA//csgA//rutD//amiD//fabH//tldD//yciT//rho//fimH//ubiB//dnaC//ydfD//livG//rhaS//gadA//tdcD//torA//dusB//grcA//yceD//cysW//sutR//sufA//cspA//gadB//exuT//alr//rutF//cmoA//rpsN//aroK//argD//gppA//aqpZ//ybaT//
GO_0090487_4	hprS//
GO_0090501_7	chaC//fadB//yadG//bamE//mltF//nrdI//yjeH//poxB//sdhC//nupX//iscR//shoB//etk//tag//rimO//idnD//sapA//nikB//pdeK//thiI//zraR//yafC//garK//csgF//pykF//tomB//gntR//ftsX//ybbW//dmlA//galR//kdsB//
GO_0090502_8	dxs//proQ//pspC//tnaA//flgD//mdfA//uxuB//cadB//mug//eutK//nikC//yghG//pntB//gadX//rraB//secA//xylB//pheP//sgcB//kdsC//iclR//
GO_0090503_8	aspS//yajQ//metQ//ynfE//yneL//greA//ytfR//insH-6//
GO_0090529_5	lolC//sufA//dpiA//citT//acnA//etk//
GO_0090540_10	ytfR//ybcF//yedP//
GO_0090549_5	hofN//puuE//
GO_0090605_5	mglC//ygiS//sspA//sufB//aceF//mhpC//nagB//rpsI//ybdN//
GO_0090609_6	yiaN//yiaJ//citE//bamC//puuR//manZ//yjjQ//kdsB//rplA//
GO_0090662_6	tamB//
GO_0097035_4	trmH//fepG//
GO_0097056_7	hisG//
GO_0097164_4	acrR//moaB//hemC//ftnB//nanR//cedA//gmk//sgbE//shiA//aas//proQ//yphF//entS//cadA//potG//pinQ//fruB//ppk//fre//lpd//etp//truC//yidH//phoE//rfbD//livJ//
GO_0097237_5	cysQ//adiC//purN//cyaY//hha//apt//adhP//cycA//trpD//napA//
GO_0097264_6	ibsA//
GO_0097286_10	maeA//
GO_0097292_8	fryB//
GO_0097293_9	adhP//
GO_0097304_7	glcA//
GO_0097305_5	ydcM//hokE//sgcA//mlaB//mhpB//ompA//
GO_0097339_7	bioD2//
GO_0097366_5	slmA//chpS//asnC//
GO_0097428_6	ymgF//cmoB//hybB//lacY//folM//livJ//ppx//
GO_0097435_4	wcaC//potB//
GO_0097501_4	ybcM//
GO_0097502_4	lldR//
GO_0097510_7	opgE//
GO_0097532_4	yiiD//
GO_0097533_5	insA-2//
GO_0097577_5	tdcE//lipA//lpxH//
GO_0097588_5	aceA//nanS//sgcC//sfmA//exbD//gshA//rssA//rna//bamB//nrdR//sgcC//proX//sgrT//alsC//rstB//feaR//bcp//yciT//fimI//ybfE//lolB//malP//csgB//pgm//endA//ldhA//narI//tmk//greB//smpB//fimG//
GO_0097638_8	aroB//yghU//gsiC//yjgX//
GO_0097659_7	sohB//cycA//ubiJ//kefC//ynaE//gabT//cstA//priA//rssA//gspJ//yidC//ptsP//yihW//epmB//recF//lldR//dcuC//phnO//sseA//murC//slmA//mgsA//ygcO//thyA//paaB//yidE//fdx//truD//rlmA//ppiC//fre//phnJ//zntA//kdsD//yqgF//yqaB//yraI//dkgB//tktB//truA//sfmA//casA//rdgB//yqcC//ybiI//tgt//hcp//ldtD//wecB//tcyN//kbaY//rclC//xanQ//lrp//intF//thiM//greB//dcuB//ybjI//artM//plsC//yciH//tynA//rcnA//fryA//flgA//dctR//lldP//purB//yibF//era//glnD//nanC//pflB//ybjG//fepC//asmA//alsA//yhaO//ypdA//yhhT//mdoG//dsbG//ilvN//bcsQ//abgR//glmU//wcaC//yggN//yceD//recO//thiE//yjhI//mlaF//fliK//deoA//ybiW//plaP//uraA//nrfG//nuoL//csgA//dusC//treA//gltP//cysH//rcsD//recB//cnu//tolQ//osmC//ugd//yqiJ//sapA//fruA//nanT//bglB//cueO//hisI//
GO_0098002_8	yeaD//
GO_0098542_4	thiG//alaC//sucB//fimG//ybaL//psd//rbsD//ybdZ//frsA//satP//
GO_0098586_5	dcd//ytfQ//yiaF//
GO_0098655_7	waaP//ccmH//yeeL//serA//nanC//sxy//ruvB//umuC//rhaT//dnaX//yciH//ftsB//dinI//yqaB//otsA//phr//matP//hybA//bcp//nanE//mlaB//trpB//yfeR//yfcF//yafN//fadR//ogt//glcC//rfaG//ftsH//cyaY//sfmH//mglB//recF//secD//acpS//chpB//talB//trg//dinJ//waaC//holB//prpC//metR//tqsA//adiY//yagU//trxA//slt//dcuR//etp//dnaK//bacA//ybgP//cca//mutL//fdoI//csdA//lpxH//flhD//phnM//ftsE//cyoB//pdeD//uhpT//ilvB//dhaK//ynhF//secE//guaA//cas2//rffG//ygiN//ybdM//paaZ//yajD//yraN//rlmB//mtlA//lrp//ytfE//cobC//ytfR//mdoD//dusC//minC//higB//thiE//clsC//argK//ubiD//ribD//arsR//tsaC//yjhC//mcbA//ttdB//acrF//zraS//ycaO//hdhA//rhaB//hinT//entB//aaeR//ascF//
GO_0098656_7	ampE//ppsA//rtcR//fadH//dnaT//napC//ycgB//gmk//frc//yjaZ//pphA//dxs//cynT//yidQ//bssR//slyD//rfaE//diaA//nfo//yneL//tamB//cspI//yihQ//ytfR//mngB//yfcQ//uxaA//raiA//cfa//atpH//sapD//uof//dsdC//lptF//fhuD//prmB//yadI//zitB//yeeA//yhaM//ycjY//yphB//cyoD//potF//bdm//ulaG//waaS//nuoE//artI//lldP//lit//bhsA//wzb//ppiA//glyS//clsC//bdcA//tcyJ//torZ//flgC//pstB//yfgO//pgk//priB//cysS//kdpD//zntA//nikR//slmA//yahK//focB//dhaL//dgoK//sucB//higA//rbsB//cueR//ssuA//rnhA//rpsA//yqeA//ubiX//tauD//tdh//gpr//yhaC//fdoI//arnB//yhjG//hemN//metH//nuoF//mgtL//paaJ//cspE//appC//ugpC//
GO_0098657_5	gudD//nikB//yeiG//rihC//gntU//ubiB//sgbE//cysK//zapD//rpiB//deoC//yhjR//ybhI//trmA//pphA//ssuD//metK//envC//nusG//betB//
GO_0098659_8	gntK//bamA//
GO_0098660_7	xisE//cirA//araE//sufS//uidR//moaE//rcnB//sapB//pstC//cobT//ydiK//ibaG//bioP//birA//yafC//ynfF//hycB//galU//sbcC//fcl//narY//citT//rpnD//dnaT//uspE//hupB//mutM//lnt//surA//ascB//rfaQ//ulaR//opgG//ydiQ//dsdC//alpA//talB//yqiJ//rluD//aroD//ydbK//phoP//yhdJ//wzc//pyrL//yqaA//fhuF//etk//apaH//ynbD//gcvA//pnuC//prmC//ycjP//casA//nrdB//yhhZ//rzpD//focB//aldB//truB//fimI//mdtN//glcC//envR//ybgI//bcr//frvA//opgH//fadM//prlF//yedL//yidQ//nsrR//arfB//yebG//ibpA//
GO_0098661_8	dppF//ldcC//xapR//gmhB//yidE//eptB//nanS//yahK//ftp//yihI//cysE//ralR//agaS//iap//ybjL//ycfH//yebQ//tolR//pspD//
GO_0098662_8	pgaB//dtpD//bdcA//paaE//ackA//chiP//topA//uspB//ymgA//moaD//ydeT//yfcQ//malX//metH//fruK//ftsL//cirA//napF//ftsZ//adiA//narU//ybcC//yacG//hisP//fimC//tehB//cusS//gabP//guaD//alaC//kduD//yccS//katG//glpC//gspJ//sufE//yajO//ebgR//thiP//ygjK//glnQ//cspD//puuR//fhuB//rnt//xylG//yjhC//recN//fdoI//fliA//lldP//ytfQ//phoA//pspF//amiC//gstA//add//argG//manZ//rnhB//motA//
GO_0098670_7	yiaM//
GO_0098704_7	ubiE//cpsG//asmA//yebZ//
GO_0098707_10	yiaJ//
GO_0098708_8	arnD//fryC//dacB//cydA//
GO_0098710_7	mutT//cptB//
GO_0098711_9	rlmF//
GO_0098713_8	yajD//lpxC//pspD//sixA//
GO_0098719_9	ybhD//
GO_0098732_6	csgA//ruvB//yiaU//fliM//
GO_0098739_6	nanE//glpT//lpxC//ychF//proC//yfcA//insI3//nirB//rnhB//fabR//recA//hicB//der//yfiR//cof//asd//otsA//trpC//
GO_0098771_7	tsaD//ypdI//cspE//prlF//ybbY//ymgF//potE//kefC//tusB//intF//blc//ubiX//aroG//alkA//rnd//yccS//yifB//rusA//eutN//nikC//lpoB//etk//ampE//sufC//cadA//suhB//fdnI//yjiY//ibsA//maoP//adiY//cca//clsB//ppx//dinB//csgD//
GO_0098776_7	galK//argO//htpG//yaiW//yfcF//
GO_0098795_9	fabZ//
GO_0098869_4	sufE//crl//pbpC//rraB//adiA//cysI//murD//yhbY//ppx//cueO//nlpA//nanS//mutM//yehD//dinB//dinB//panB//ascB//phoA//phoR//treB//yabI//
GO_0099046_5	livF//leuA//
GO_0099116_10	csiR//
GO_0099131_7	yfaL//
