#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpmB//ypdA//xylR//gltD//
GO_0065008_3	rsuA//cho//yggD//gltX//aidB//radD//amtB//rpmJ//rimL//eutR//eptA//secD//secF//rffH//yjjG//higA//macB//ulaR//pgpB//rpmG//fdrA//yahD//lolC//fabR//umpH//tktB//sapD//rbfA//dhaM//yeaK//mdtG//rmf//flgJ//glmU//prfB//edd//gpp//holE//tsx//elyC//fadM//lgoD//uxaA//yeeO//rssB//ansA//livF//minE//mdlA//lysP//yraR//patA//dcd//tolC//tar//ubiH//clsC//yjhB//tdk//rclR//poxB//proA//paaF//lolD//ydiK//bcsQ//acrZ//fumC//cysS//cydA//amiB//rcdA//topA//pheT//ubiC//ompT//ybcQ//cutC//yfdR//agaR//gntT//rffM//agaW//zraS//glnP//rpsN//tauD//rfbD//frlA//dmsC//rmuC//copA//sbcD//phnC//nrdF//dnaK//umpH//ybaT//proV//ssuC//thiC//phnO//ymgA//srlD//bioH//rpe//yghG//gnd//yohD//cpsG//yccS//yciG//gstB//fadM//sodB//tpx//rbn//iaaA//yeeJ//fadR//ycjR//argH//sbp//bglA//yjjW//pdeR//mug//ftsZ//rzoR//rpmG//mntS//
GO_0065009_3	fepB//fepC//crp//chbG//pck//slyD//ttdT//mltB//cvrA//avtA//hcaF//rimO//murQ//yfcS//atoC//ftsK//mcbA//trpGD//qorA//fau//argO//codA//dgkA//rsgA//clsC//feoB//opgD//yddG//ilvM//ompA//ulaB//yfeW//trxC//gstB//yghG//ssuD//rfaB//asmA//slyA//pflB//yqcC//pepB//alsC//fhuD//hybC//aroD//lrp//btuE//plsC//tamA//rpsI//rpmC//dkgA//mdfA//mak//rluA//yciT//epmA//agaA//tldD//citX//ttdR//pdeK//yciA//nhaA//fliL//tsaC//acrR//yedF//yebC//acpS//tyrR//yjbG//ribE//trmA//ycfS//mraZ//
GO_0070084_7	yqjI//
GO_0070085_3	yeaV//lptE//
GO_0070178_5	rpoH//
GO_0070201_6	epmB//guaB//rzoR//
GO_0070206_7	yidP//gltK//guaD//ykgM//
GO_0070207_8	dut//tamB//tehA//flgA//
GO_0070297_7	dsbD//
GO_0070298_8	osmE//
GO_0070301_6	bglJ//cysQ//uxuR//accD//flgG//panC//gpt//pppA//pgpC//yggW//
GO_0070329_5	flgA//allD//
GO_0070413_7	ldrA//yihR//
GO_0070415_6	lgoT//hisH//
GO_0070417_5	yhbS//rfbD//ompR//wrbA//
GO_0070453_7	dinQ//
GO_0070475_7	yjcE//afuC//perR//ssuE//dacB//ivy//ytfT//yeaK//ycfS//phoP//ansB//nusG//greB//yhjD//acrE//opgB//ymgC//yfaU//prc//
GO_0070476_7	mrcA//phnL//
GO_0070482_4	eutN//yihR//ulaB//wcaC//
GO_0070525_7	gcvH//nei//glnK//garL//
GO_0070574_9	folE//avtA//truA//rsmG//
GO_0070581_8	fhuC//
GO_0070588_9	gshB//
GO_0070589_6	kefC//ulaA//mdtK//yqcC//fadR//yiaJ//yggW//nanC//ahpC//flhA//hemL//marA//iap//hisS//fimF//fecA//alaC//cbtA//hflX//gudD//yahB//nepI//flhE//intA//fepB//cysN//perR//trmB//yjtD//fdhE//nemR//lsrB//yggT//elfC//upp//infB//xthA//uvrD//bglA//wzc//ompW//gltB//arnA//
GO_0070627_10	trmB//
GO_0070646_6	puuR//
GO_0070647_7	trpL//
GO_0070689_6	ilvH//yidD//
GO_0070716_8	cfa//
GO_0070726_5	dgcZ//idi//
GO_0070727_4	purC//napF//mutH//fimD//rayT//gmhB//xisE//mprA//yjjI//clpX//cydA//tamA//mioC//yegD//dcuR//cynS//srlR//
GO_0070778_6	mmuM//yehX//
GO_0070838_8	ftsH//narQ//lpxH//deoA//rpmB//pntA//mcbR//fimA//holE//rsmG//nuoN//ompR//ompC//dtd//yhjX//
GO_0070873_7	fadM//envZ//
GO_0070874_7	iscR//
GO_0070875_7	yjhC//
GO_0070887_4	ycfS//tsf//ymfK//artI//agp//murG//frr//hchA//aroG//cutC//uacT//dxr//rpmC//cobC//bcr//rpsP//mdtL//ppiD//lpxD//amtB//yieE//agaA//dps//rdgB//cmk//nuoF//yfcR//yraK//caiB//cobU//insA-1//gntT//rna//pgpA//borD//zur//rbsB//cho//baeS//hprS//acrD//uxuR//hupA//msrA//ompG//yjbE//mcbR//dgcE//lit//yahI//garK//yhaC//treB//coaA//selB//yiaL//abpA//fepB//osmY//arfA//
GO_0070894_6	abgR//
GO_0070925_5	lgoT//yfaL//cynX//glcD//pdxH//yfeD//chpB//mug//waaL//yagG//
GO_0070930_7	argF//
GO_0070972_7	nei//
GO_0070981_6	rpmF//
GO_0070982_5	ybeQ//
GO_0070988_3	gadA//lpxK//
GO_0070989_4	yfaX//
GO_0071103_6	envZ//ygiB//rarA//elfG//hyfF//cmtB//ygbL//gltP//ccmF//decR//phoQ//rimP//narZ//yadI//sapD//dfp//argT//grcA//lolD//
GO_0071139_6	rssA//ygeA//
GO_0071214_4	lpxP//ubiA//smpB//mrdA//gltX//sugE//hyaB//yadM//frvB//mtr//nfi//hisH//hda//norW//nuoF//ansB//sgbU//fadM//mlaD//rpmC//rpsG//frmA//arnA//ftsP//
GO_0071218_6	selD//
GO_0071229_5	tnaB//uidA//yiaB//nrfG//ybhD//
GO_0071230_6	kch//
GO_0071236_5	tatA//minC//rplQ//fruA//galR//gsiD//hicB//rarD//tdcE//mtlD//proP//rplL//viaA//barA//ccmE//yfdC//gutQ//prs//
GO_0071237_6	cdd//ftsQ//
GO_0071241_5	dbpA//frr//mrr//selD//paaB//lolD//tig//wcaJ//waaZ//fdhE//ybbW//ldtC//rtcR//ascB//relE//iscU//tdh//
GO_0071243_5	aidB//
GO_0071248_6	lacY//trpE//recJ//mdfA//alaC//yegV//frmR//fabR//ansA//ttcA//yfbS//pyrC//ydjK//hcaF//
GO_0071249_6	nhaR//rbsA//
GO_0071250_6	hha//hupA//
GO_0071265_5	yafS//ompF//ydiF//rfbC//menF//
GO_0071266_6	gspE//tnaA//
GO_0071267_6	tsr//rsmH//rpnB//
GO_0071270_6	tyrS//hdeA//
GO_0071271_7	yiaN//ulaC//
GO_0071276_7	glpX//wcaJ//
GO_0071280_7	dctR//rof//
GO_0071284_7	envZ//
GO_0071286_7	csrA//ulaC//
GO_0071287_7	aspC//
GO_0071288_7	aslB//xylR//
GO_0071289_7	rne//
GO_0071291_6	cutA//
GO_0071292_7	yehZ//rfaF//
GO_0071294_7	rhaT//truA//
GO_0071310_5	trmB//allB//menE//cysU//moeA//dicC//ebgR//hisI//rplQ//hyaA//yieE//
GO_0071417_5	slmA//qorA//xerC//
GO_0071421_9	rluC//rbn//agaD//
GO_0071422_7	ybaT//tolB//kefB//
GO_0071423_8	mtr//
GO_0071453_5	melA//pdeL//selB//
GO_0071454_5	ykfM//treB//
GO_0071456_5	nuoM//
GO_0071467_5	hybG//prpB//eptA//yafC//ppk//rfbC//rodZ//pyrG//waaH//glpA//wzb//
GO_0071468_6	xylG//hybC//lsrA//chbB//rsmC//pheM//recC//secB//wcaB//ilvC//
GO_0071470_5	speB//msrC//yfaL//hyfA//citT//ribC//pyrL//tsaE//yagE//creC//
GO_0071474_6	fepD//rluF//ampG//aspS//
GO_0071478_5	pnp//relB//metQ//
GO_0071482_6	yphD//cmoB//mglA//
GO_0071483_7	mraZ//
GO_0071495_4	galM//phnO//lsrB//
GO_0071496_4	yjcS//ispH//pstC//lysR//ihfB//fabH//yacG//yedA//hdfR//trmL//garL//arnA//frc//hcaC//rcnA//fumB//mdlB//ypdB//syd//ariR//pntA//dgcT//yihO//orn//orn//cmoB//fliZ//argK//lsrC//fliT//relB//yghW//slyD//fadI//pta//atpB//rpsK//ppiA//gadA//hdeD//pyrF//rpoH//stpA//yfaU//yehZ//dmsC//fadJ//holE//intQ//yobF//ycjD//mfd//sapD//
GO_0071500_5	lptE//
GO_0071502_5	yjbG//
GO_0071545_6	perR//cusS//
GO_0071554_3	yhdH//iraM//ymgA//gsiC//fur//murE//uof//yqiJ//iaaA//rimM//phoU//proV//wecB//rplW//ybaE//mzrA//yihI//efeO//borD//lpcA//hda//hisM//yeeL//
GO_0071555_4	aaeB//dusC//ygeR//wzyE//dsdX//hisG//uhpA//nagD//rsmI//nhaR//ydiB//tsaE//prpR//
GO_0071577_9	lgoD//gloC//ykgF//ulaC//dpiA//chbF//nuoG//
GO_0071616_6	trmA//glpD//
GO_0071702_5	tig//nanR//fadK//hemN//rimO//ccmC//arfB//yajQ//hcaB//chbF//yahB//rseC//oppF//serC//priC//pdxY//ypdA//thiC//yibF//pabA//yaaJ//oppC//insI3//tamA//glnS//fliM//gcvP//ftsN//atoB//ymdB//adhP//recA//frwD//yqjI//torI//cobC//lolE//rbsK//panC//alsC//rzoD//ftsQ//xanQ//yieF//trpB//sfmC//fadA//hipA//ydfD//zapA//pepA//narY//yedA//cptB//yajO//hsdR//yjhC//emrY//ampD//mrdA//rsmE//lapA//phnP//nagD//rzpR//yheT//rhaM//ydfD//hyfA//ybgP//ribB//yjjX//paoC//ycfL//dacD//nagC//allD//rpe//pykA//yjiQ//tnaA//ilvM//pdxB//narV//menD//ypjD//pykA//accA//tsx//deaD//ispH//murQ//entD//yhbO//ldrB//yebZ//nrdF//kefF//ddpX//rutE//yhfK//ubiF//torC//narU//lacI//phoR//yraK//yadC//aer//hcaC//yaiP//cstA//tamB//nrfF//nrfG//ytfE//hyi//aidB//dsbD//yagJ//elfD//ecpR//patZ//trpA//yidQ//gmhB//ldtC//rpsP//yigL//yaaJ//yebK//bcp//avtA//yqiJ//ycfL//glnB//guaC//nadD//yobF//gcvA//ypdB//flgK//hcaB//gspJ//srlD//thiC//aceA//tyrR//ydcP//rrrD//glcA//rluB//yjjU//lptC//kdpA//gluQ//pdhR//ispB//sufC//rpmC//greA//rplW//mtlA//yehC//cspD//ygiS//serA//sdaA//crfC//yfgJ//hisC//kdsC//flgF//pheA//prfB//ybaQ//eutR//glpK//rne//carB//fetB//relB//aroH//ogt//trg//tap//elbB//pheM//yidL//nuoE//trxC//ygaH//wzyE//puuB//baeR//fsr//nikD//cdaR//dadA//tcdA//kbaZ//ydiZ//chbA//xerD//yihO//rffG//mepA//ynfE//dgcZ//dnaQ//frlB//paaB//yihO//yfhH//fixA//feoB//fmt//puuC//rclR//yqhC//mhpT//trkG//erpA//pyrB//ydfH//pepQ//otsB//cmoM//feaB//rof//wzzB//mdtJ//csgB//hlyE//zapD//tusC//lrhA//mqsA//prmB//fadH//pinQ//cysH//cpoB//mscM//yeaE//nrfC//yiaJ//ruvB//yccA//fliA//gcvH//cusA//tcyL//glcD//argB//ychF//yfbS//pstC//atoB//yiaO//tgt//caiB//mlaB//mnmA//yadK//glpT//lsrB//der//eamA//ispA//ycjW//rpsS//intA//adiA//yjaZ//hemF//insE-1//ssuE//gloB//talB//fdoH//hyaA//pstA//ybjL//yfgI//cysA//mdtJ//aaeB//tonB//fabG//gabT//pykA//pppA//pheA//yjjW//thrB//bhsA//flhD//sdhC//yjaA//yjbB//hemL//ymdB//uidR//kdpB//purC//tatC//relE//mhpC//dtpD//fumA//topB//iscR//gfcE//hemN//ymfA//secG//metK//maeA//yebK//rcsC//hybE//focB//ydcR//ibsE//rpiR//ppiA//uhpB//yjcS//intS//rplR//rpmB//glgA//allR//queD//ppiD//yfcV//murC//cbpM//hemF//glrK//fdnG//hyfA//ccmA//puuA//wzyE//crcB//yadI//ybaQ//trmB//ydiQ//rpmH//polB//zur//cyoC//yajR//bglB//srlA//paaA//lrp//fdx//livJ//kdpF//acs//glpD//nupC//eutB//narG//fimE//groS//pck//recC//mntP//lepA//dtpD//btuF//glnK//cysI//abpA//cptB//entD//patD//thiM//mnmE//yhdX//garR//cysB//kefG//pstS//osmY//
GO_0071704_3	hisG//parC//ruvC//dppD//ftsY//ivbL//queA//pepA//metE//rlmF//csgB//treF//pgk//lldR//yidQ//ytfP//fimC//rsmG//yidP//potA//phnJ//pspC//melA//metH//ubiD//rutB//mliC//argR//def//yciK//ligA//mlaE//dsbG//treA//arnF//dkgA//adiY//crp//yfdO//yfbU//glgS//yidA//lysU//nudC//rlmG//narG//preT//smpB//ompT//folA//yegV//ulaA//sapC//yegT//yeeL//secF//msrC//torD//rlmD//nhaB//yiaL//arsC//nemR//ydhC//rof//pntA//ynfL//nusA//argA//yjeH//minE//rutR//fdoG//ygbN//aer//ftsH//tyrA//nuoI//ydiV//citC//greB//dinI//manY//sohB//rna//ycjU//murD//hrpA//garR//gltK//mtnN//tauD//rplO//yihW//nuoL//rhtA//abgT//alsC//xdhB//glnQ//mraZ//xylA//yadN//mdtN//sgbE//adhE//phoQ//nfo//tsgA//fliA//ispH//mrdA//yibH//hiuH//kdsB//entB//ibsE//pgrR//dnaJ//ccmF//prlF//hypT//mdtB//rutB//pyrH//ybdN//mdtK//gatY//folE//tusE//frvB//cusF//tmcA//srlR//hcp//casA//intA//ybaT//groS//ytfR//hda//xerC//dnaB//emrY//yidE//yeeA//wcaB//yidL//narH//pck//dgoK//sgcE//bepA//nupX//birA//hemF//rbfA//trmL//abpA//rsmA//proB//yqgF//rplF//ygdG//lacI//ldrB//relA//lptA//rcsA//fadK//gyrA//deoA//aroB//ygdG//ydaC//hofC//ydcT//secE//emrD//ydeM//ygeA//agaB//bioD2//queE//yccA//hisH//pdxA//secE//dcm//folP//fadD//ubiX//cheR//alsA//lysO//ydcR//zntR//accB//dsbA//rfaQ//codB//pheP//ihfA//hslV//ynbD//fetA//rluB//oppC//yfaX//exbD//trmB//rspB//yohD//yhgF//hofO//pgm//tmcA//rpsG//murD//gstA//mtr//ygfI//fur//tisB//ulaA//nrfB//pck//recJ//uhpC//glpC//radD//fruK//lpxC//ttdA//ttcA//ulaR//proW//phnP//rpmJ//pgk//insK//idnK//fdx//yeaD//yfbU//trmH//frsA//guaD//mpaA//lpoB//cheB//ygaH//mngR//pntA//kgtP//menF//pykA//flhD//yccX//mltD//nuoN//narG//glxK//lysA//uxuB//rbsC//yciA//hisM//pstC//ycgR//pagP//queA//yraR//pyrL//murP//dhaM//fieF//luxS//tsr//yeeO//ftsQ//ybhA//mnaT//idnK//yohD//tusD//trmL//ssuE//yqjI//mutS//ymjB//insE-1//bhsA//envY//arsC//pykA//hcaF//aslB//dld//rlmA//sgcC//yghU//pepT//panC//cadA//rplS//rcdA//prfB//dcuS//torD//gpmM//dsdX//allB//ycaN//glpT//ygaH//artJ//rlmF//fnr//cheZ//fadL//pdhR//ibpA//yciV//fcl//ybaO//proC//tig//ybaL//malI//rplW//cpsB//cynS//trkH//kdgR//mglC//rlmL//lipB//nuoM//potG//acrB//nhaB//bcr//coaA//yhjB//epd//infB//dosP//rpiR//yqiH//purB//galT//yjbH//bioF//insI1//umpG//intE//fucI//recE//phnJ//ydcT//flgI//acpT//glvB//essD//rodZ//higB//gadX//nadC//manA//ycbV//mntH//gltI//trmH//ydiB//nirB//prlF//lplT//yeeJ//ygbM//nudC//lysU//dsbA//wbbK//dsbA//bamC//bglF//yciT//arnF//yghB//rpe//ycfS//fkpB//fepA//trmL//flgF//entH//carA//dusC//rpoD//gadW//lgt//kefB//rsmF//nanS//prfC//cobT//ybaO//ydeT//psuG//agaR//bcp//ibsE//rtcR//nadD//umuD//tehB//ybdH//rutB//ftsZ//ychH//yjeH//amiB//agaV//ilvC//dxs//dapB//essD//yggT//hflD//yjbE//fixB//adhE//sbcD//blc//alsC//gapA//frlB//dgoA//hybG//ilvD//pphA//entE//mutL//emrK//rseP//yhcN//setC//kdgK//rplX//trpGD//ybiV//bcp//ybgQ//ybiT//ycgV//tgt//mtfA//ibsB//efeO//flgK//frdB//cbtA//lysP//hcaB//yibH//truC//yqjI//mrr//rfbC//sseA//yfcG//sfsA//lyxK//fabH//glxK//seqA//mltA//pfkB//rzpR//zntA//potB//ybaT//argC//rihB//ybdM//ubiX//ybaM//rfbX//umpH//cdaR//yqiH//mngA//yehD//gadA//yfcQ//srlR//ampG//hybB//glnP//ulaC//mdtM//mscK//livG//ldtC//paaC//opgG//suhB//mutL//rsfS//gmd//groS//tsf//alaS//folA//thiC//rapA//miaB//ynaI//yejE//ybdR//aroH//entA//ftsX//yjbG//gloC//yagI//yahF//yfdK//yjjX//gltL//ampG//rfaD//yhdX//mdtB//fhuF//zapA//glsA//ydcP//greB//ivbL//topB//fepG//mgtA//yidL//yfhM//rcsB//yqiG//pepB//aroG//hisC//fepB//epd//nfi//serB//queC//rzpR//gstB//casD//zapD//alsB//ampD//ygiB//crl//dcuA//ettA//yidQ//fumA//npr//yeeY//setA//sgcC//paoC//mrcA//bioD2//tusB//cysE//rluD//dtpD//lptB//cusS//btuE//argT//tolA//rpmJ//puuD//hemE//yagE//ybhF//cmk//ybdH//ppx//mazF//pspG//clpP//ilvH//torS//dfp//sugE//decR//yhhY//narV//lhr//ghxQ//chbF//dppF//treR//ompC//yfbS//nuoB//folM//lolE//nsrR//pspC//def//tsaD//rspB//ogrK//murA//nrdD//ydiK//holA//lsrC//yedP//relA//serA//mdtA//sucA//ybiJ//ptsP//mdoG//degS//actP//ybcQ//ttdT//casD//ykgF//ccmA//bamA//metH//galM//acnA//wzzB//livK//glnB//sseA//dcuD//cusB//yphC//sapF//degS//rpmF//ilvH//dcm//ppiC//feoB//waaB//accD//waaC//ybiX//rcnR//fsr//artP//yjiY//yihX//rbbA//gabD//envR//rplD//panB//zraS//nagK//cysE//ilvL//ompC//fliA//holB//atpF//fucK//hypE//chiP//ydcM//gspJ//hflK//maa//ddpX//gatA//mreC//sdhA//wcaB//manA//prmA//sohB//pyrF//oxc//pyrD//msbA//cmoA//glpK//gcvP//cdd//lldR//phoE//rhtB//rrrD//modC//ytfT//rcsC//dmsA//phnP//fau//hypT//gltD//cpxR//asnS//fimA//rluA//ycjD//ydjH//chbB//rpsD//waaG//nlpA//cheZ//pitB//cyoD//hsrA//iscR//lpd//sodA//galM//ibsB//sdhD//yihX//rssA//yidZ//rhtB//tehB//cbrA//lptE//ahpC//prc//rpiA//dcp//garP//cvrA//glxR//fbp//lplA//eamB//nimR//oppB//kefG//hyaB//glnP//actP//alsE//ydaV//gcl//gadC//rplW//pgrR//skp//manZ//nanC//sohB//pdeL//kbp//gspE//lacZ//clcB//pheT//surA//gatB//yajR//uvrY//napA//murD//avtA//caiT//rspB//slyD//waaA//emrY//yjiY//ubiI//ghxQ//glpD//murA//citT//rhtA//pinR//fecD//glxK//pepQ//dosP//yfdC//zwf//norV//mntR//prpR//waaC//recN//rutA//dgoT//sgbE//xdhB//pta//yfgO//bdcR//rpsD//sbcC//cysA//yneL//cpxP//pstS//argC//yhjB//sxy//murF//hybC//pspG//xanP//prpD//nusA//yfiC//rplR//suhB//rhtB//gcd//yedL//rplR//gmhB//yigL//trpE//nikD//fucI//glsA2//oppB//yhgF//adeQ//murI//dinJ//asd//preT//yegV//tsgA//yihL//nrfA//bglX//frwC//gsiD//waaA//sbcD//yggT//tcyN//nagK//ygaV//aldB//chbB//psuG//ybhP//pagP//erfK//fryB//yhbY//rdgC//fklB//ynhG//fadE//gcvP//yecS//yqiG//nfi//melR//prfB//yehU//dppC//bluF//eutK//ssb//rcsB//flhE//ebgA//pitB//pdxH//fixA//wecE//cadC//ynjA//ygeV//yegS//dacB//yghB//creB//hisA//yajD//hdeA//gyrB//rfaC//dauA//mrcA//rsgA//lgoD//atpA//rsuA//fadR//oppF//dmsA//moeB//murD//mdtA//nrfE//clcB//dmsB//mfd//hicB//opgE//glgC//pykA//bglJ//pykA//speC//ybiV//tatE//gudD//yaiW//leuA//recN//uspF//gatZ//mdtB//fklB//sbp//chbB//sapA//codA//ldtA//entA//yidC//entH//nrfA//ybjI//ybjL//tsaE//hslV//puuC//oxyR//nac//rmf//ybjC//gltS//yieF//lysR//bolA//tolA//frmA//yccS//rplT//msrP//mngR//rplD//lpxD//rbfA//potB//srmB//araA//phoR//yfaU//mliC//rplT//glsA2//tusE//rimM//tilS//yojI//ghxQ//potH//yjjV//aceB//polB//gstA//sbmA//gudP//zur//xylF//ygfZ//dmlR//rutE//ybdM//zraS//pmbA//dinG//osmE//ycgB//cpdB//livJ//acrA//abgT//yfhM//fecD//chbB//maeA//araH//pitB//yfcV//clpP//ugpC//garR//cdsA//xthA//gstB//hisS//gltK//xylH//tisB//priB//mocA//agaD//menE//araE//evgA//nudB//ybcF//adiC//rplB//ydhQ//hlyE//maa//uidR//tufA//uacT//mraY//proA//ppsA//mhpC//elfD//ybhG//yhjC//leuA//ilvN//rpmC//nrfG//crfC//groL//gabD//torS//fimF//yfaE//artP//bfr//ptsP//mfd//yejE//srlA//mhpT//yceO//gatB//xseB//ydaC//tas//dgcE//mdtQ//uup//leuB//araA//cysB//csdA//abgB//yfdK//sdhD//thiG//waaU//tgt//waaP//afuB//dinI//ygfI//nimT//puuD//yagU//tsx//holE//flgB//fecB//fucO//argD//baeS//rcnB//yebK//yagF//cdsA//nrdH//sodA//ftnA//galK//orn//ydgA//ispB//pckA//waaB//mhpR//deoA//ompC//malS//xapA//ycfL//fetB//yidA//astB//pyrF//ydhQ//dkgA//narY//aceK//mlaD//ibpB//hisH//yjaZ//msrA//ubiG//rplB//ccmD//mqsR//sfmC//waaP//ydfH//pdeR//rluC//copA//proB//uhpA//tsx//thrA//yhbS//yihL//malG//rsmG//mdtL//cysN//pepA//fadH//rplK//ycaO//ulaD//tdh//ycbV//rbfA//ybjD//yfeX//paaB//lyxK//crl//erfK//rpsB//dnaJ//serA//sucB//glpK//cadB//ydhQ//preA//ascG//dbpA//ygiW//yceO//mepA//glpX//bioD2//flgA//mrp//potG//rraA//cydC//ralR//trpS//atpH//pdxA//edd//flgC//ykfM//cpxR//galM//der//rpsL//cmtB//clpX//argB//mlaB//yaaY//higA//nrdB//frdC//iaaA//hemC//ruvC//polA//menC//tdcB//dut//panC//slyA//pgsA//zur//ybjG//acrF//truB//yrbG//corA//copA//phnK//yadC//ycjP//rhtA//syd//cdd//pepT//murJ//slt//insI-1//mglB//nanE//rfbC//dicA//yafO//deoR//iraD//yjaA//pykA//fumC//tsr//rsmA//accD//ymfA//rnpA//fadH//ptsN//dnaK//yqiI//cbl//cyoD//rplQ//nikA//narJ//dnaA//btuD//yqgB//yihT//tolB//gloA//yeaK//tsx//ligA//ulaD//speF//sucC//fabB//mdtD//sdiA//ybhF//maeA//tktB//fepC//oppB//rnc//sapA//malG//yabI//cysQ//cydD//yejF//lysC//agaC//pphB//plsX//garP//lspA//ycfL//pdeF//ydfD//ung//ygiS//afuC//gcvP//casE//sdhE//aqpZ//intS//pntB//nirC//mmuM//dcd//yidQ//ybhF//rpsT//dsbD//sgrT//wecC//fliA//yidR//agaI//mhpA//aroE//tdcF//dhaM//uhpA//rhsD//rmf//rapA//thiD//paaK//cusA//rclB//ispB//ygjR//yfcG//livJ//artQ//yojI//ykgO//yebG//araF//ychO//hycA//bglB//ogt//yebS//yacG//rbsR//rclA//fdnG//cbtA//pphB//glpG//yfaX//minC//lptD//secE//gadW//phoR//bamE//dedD//yjjI//purN//pabC//cbrA//yccA//torR//def//ygaZ//nikB//rffH//cheW//clsC//hcaE//citT//mlaC//idi//rzoR//agaC//hxpB//sapD//rhaR//yjiQ//dgcE//tcyJ//rpsN//hycH//gltS//serB//preT//ybhD//nfo//narH//ulaD//btuE//lnt//lsrD//plsX//yggN//cyaA//nusG//bioD1//cpxA//ymfA//hslV//alkB//mdtC//yjeH//serA//glgP//rihC//nagC//ydjH//cadC//metR//fliK//rlmJ//hisM//ppiD//paaK//arnA//wecA//argT//narJ//ubiE//fadA//hypF//tusC//ygdG//lipB//sbmA//sdaA//cfa//hycI//mltC//evgA//yhjA//galP//narY//stpA//thiG//polA//yqeA//soxR//alkB//aceK//ydeM//yrfG//msrB//scpB//wecB//lsrC//panD//ppsA//ygiB//thrS//cdd//rbsC//hxpA//gph//cheZ//purN//dgoT//mhpD//fadH//ccmG//cobT//mtlR//psuG//guaD//helD//maoP//elfC//gudP//eutK//mqsA//nikD//ssuC//hcaF//queG//secF//tynA//mcrB//fdnI//narL//hcp//yhcN//accA//ompA//nikB//appB//cspG//hypB//lpd//ybjD//queF//panF//rcnA//yraK//aroA//fis//ykgM//ygaV//trmD//ispF//uspC//ade//cobC//hslV//tufB//galF//yqaE//zapE//zur//atpA//opgB//pdxA//ibpB//frwB//arnT//cysB//lolB//gatY//fabG//caiE//hisG//rpiA//hypB//tdcR//topAI//rcdA//ftsQ//oppC//frdB//qseC//yeeO//yfdC//elaD//srkA//coaD//csiD//iscS//mdtD//waaY//exbD//prfC//rlmH//bdm//agaB//murR//yihT//ytfR//deoA//hpf//panB//yhaJ//yadK//queG//fabB//yejE//rsmH//coaA//viaA//ynaE//yoaA//rimI//rffG//efp//ompT//citG//artJ//nanT//fucO//nhaR//nanE//torZ//queC//ompG//ycaN//yqgF//pntB//rnr//tynA//sgbE//kilR//yfiE//rffT//cdh//pflB//menC//bipA//yidZ//ydaN//rpe//sufC//dppF//malE//hyaB//sgcC//cysP//fadI//rfaE//ridA//basR//yjgX//yadV//kgtP//chbB//kdsC//fpr//yegS//waaP//glxK//ytfP//zapB//gatY//leuO//yehB//asnB//yihR//oxyR//ydfH//yebC//panZ//fadR//mdtM//kdsC//citG//lpoB//symE//hrpA//yajD//menF//btuR//rapZ//feoB//pgpC//aspC//grcA//waaO//pykF//ydeT//
GO_0071705_5	allS//rplF//hiuH//nirB//mglB//proB//yjhC//glpX//srlE//yejB//pepB//ygiW//nudB//hrsA//rzoR//yihQ//tcdA//araF//tusE//feaR//ompL//ribA//ynaE//ghxP//mtn//potG//rpsJ//yijO//btuR//mutS//greB//yeeJ//gshA//mioC//purN//gntK//rnlB//selA//lspA//mreD//rutC//cecR//bglJ//sfmC//rlmH//yidE//mrp//mtgA//ynjA//arcB//elyC//hemE//aceA//pabC//flhD//fic//proP//recQ//gapC//pheA//mppA//rpsD//plsC//ccmG//cnu//zwf//mcrA//paaD//casD//yfdC//xseA//thrC//rpoA//ispF//otsA//napA//priB//yedL//citG//edd//rplB//yagG//baeR//ubiB//cvpA//yggX//umpG//yadI//kdpC//phnJ//ribF//betA//pheP//dgcJ//yhgH//sspB//smrA//ygfI//argK//yhcD//yfcP//potC//asnS//bioA//rep//dgoT//ydiO//ycjU//argB//glxR//rutA//nemR//proP//idnO//prmB//infC//pheP//ivbL//hslJ//waaU//msrP//yeeL//ydcT//prlF//asnB//ytfQ//bglB//btuD//argE//pcm//mdtJ//tolC//narY//tisB//ptrA//gapA//frwD//lsrA//preA//aqpZ//alaC//trpB//cho//ydcO//cobC//ralR//ydfG//rplL//iscX//glpR//acnA//ilvD//trmA//preT//fucI//cusC//yfgO//ybiX//arfB//rhmR//nuoM//insF-1//frdB//yjaZ//tig//garR//yaaU//miaA//tauB//yqaA//dgcJ//cheA//ybjL//accC//aphA//livG//pppA//rmuC//bssR//phnM//waaH//nrfB//abpB//glxR//marR//cdd//tcdA//dsdX//modA//plsX//hxpA//murR//fabB//frwB//caiD//frwC//ugd//rhtB//moaB//mltC//yneE//tcyN//cmtB//rpoS//yagI//glvC//dtpC//ihfA//metH//yejA//uspG//ratA//pdeR//fruB//proQ//hslR//maeA//rlmJ//uxuA//folM//gstB//nadD//aes//yjaA//rsgA//recR//sdaA//ascB//paaG//csiD//chbG//sulA//trmL//rplR//yfjR//fbp//
GO_0071709_5	rcnA//accC//flhD//nupX//murE//gppA//lpoB//ppc//idnK//ynjD//
GO_0071731_5	elaD//yjtD//intZ//
GO_0071732_6	purT//
GO_0071769_5	ulaE//
