#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sdaB//cpoB//srlR//xylF//
GO_0051258_7	ybdZ//
GO_0051259_6	caiD//rsmH//wzyE//nirC//yccX//rlmM//dapD//sapA//purT//cueR//mukB//bioD//prpD//yebK//rrrQ//glpT//garL//xerD//yaaA//nepI//cstA//ydhJ//fixC//coaD//sbcC//dnaB//proX//hrpA//tilS//iscR//rfaH//ybaQ//efp//recC//ddlA//dinQ//yeaV//kbp//eco//sodB//tsgA//yjjG//yhfK//yraN//ompN//znuA//aroE//deoD//ygbM//ygeX//ybiH//
GO_0051260_7	btuF//ybdG//pfkB//ygiB//treF//rbsD//miaB//soxS//caiD//mrdB//htpX//citG//lptC//mdaB//nhaA//ybhR//ldtE//glpX//leuD//eutR//yejE//crfC//fetB//queD//ansB//chpS//entH//ccmF//ynaE//mppA//ispF//pspF//narZ//ynjD//nanK//rarD//gloC//alaS//uidR//afuB//emrK//era//hyaC//tldD//hdeD//afuC//prmC//
GO_0051262_7	sbcB//lpxH//cspB//fic//ampE//clpA//tusC//rpoS//thyA//insA-1//garK//qseB//aspA//yibT//yfdC//ffh//add//modC//hcaB//hokE//dadA//lysO//sgcR//epmC//yodD//pphA//yjjV//ampD//rplR//flgG//yphB//gpmM//leuE//bhsA//ubiX//bglA//
GO_0051270_5	cysK//yfdG//moeB//yhfK//abgB//entH//ilvN//mmuP//kdsB//yafE//yqeA//atpC//pldB//ptsH//yidE//fdoH//
GO_0051271_6	lysU//yhbX//gntT//galR//yqjH//gabT//yacG//rfbX//asnB//
GO_0051273_7	agaS//ariR//yafE//uvrA//caiE//flgK//pgk//
GO_0051274_8	yhjA//helD//eptA//psuT//aceA//zapC//ydcZ//
GO_0051276_5	hisH//yeeY//rpmG//yciT//gcd//yfdO//wza//panZ//clpS//trmO//yadN//ilvC//yehC//btuB//acrA//rfaE//raiA//puuC//iscS//yraI//cof//cpsB//arfA//gudX//yijE//bluR//
GO_0051289_8	yceO//rluE//wecA//ycfL//lptA//ybaM//ybiT//rraA//nrdR//recT//ldrD//hyaC//oppC//adeQ//mrdA//chpB//yahB//lhr//yciH//dsbD//artP//deoA//glyA//ftnB//cheZ//frwC//ycaO//insH-5//ycjQ//ynhF//kdsB//aphA//cysA//pfkB//argD//tamB//
GO_0051301_3	psd//cusS//ppiA//dsbC//cysG//msrC//ynhF//plaP//dmsB//mfd//nfo//fabI//rplF//sdhB//sfmD//nrfB//ycjQ//yjjQ//puuP//nagD//yafS//fic//puuE//purF//fecB//bdcA//gpr//ihfB//ulaR//sxy//truA//hscB//ykfM//yagU//fruA//pth//
GO_0051302_5	yafQ//trmL//cobC//bioP//wecA//yibT//rcnA//cutC//argO//entH//pdeK//ispF//hsdM//intF//
GO_0051304_4	eno//
GO_0051336_5	yfdK//ttdT//ymgC//ybiH//mdtG//ptrA//lpxB//ydiP//yjbF//rsfS//mrdB//ribC//fimZ//ydbD//acnB//yigL//ybjG//moaC//ybiV//malI//yojI//livJ//argR//rutD//sgrR//
GO_0051338_5	rffH//prpD//mdtI//lysR//
GO_0051339_5	yraI//
GO_0051341_5	mmuP//bamB//
GO_0051345_6	hslR//glpC//torY//yihP//rclB//ssuE//glk//potD//
GO_0051346_6	icd//wcaJ//adiY//yiiE//nudG//rpiA//rluE//ynfF//ribD//prc//glrR//
GO_0051347_6	glyA//fabI//
GO_0051349_6	rbsR//
GO_0051353_6	pdxJ//ugpC//
GO_0051391_8	xseB//
GO_0051409_4	pepA//ubiE//
GO_0051410_3	dinJ//
GO_0051452_10	oppF//
GO_0051453_9	yfdC//hsdR//queC//ybjD//yohD//tusD//yciV//glnE//
GO_0051454_10	csdE//treC//fadE//chpS//rcsD//
GO_0051476_7	lasT//
GO_0051484_7	nemA//
GO_0051493_7	cysZ//
GO_0051495_8	aroH//
GO_0051595_6	srlB//matP//wzzB//mtn//pyrF//
GO_0051596_6	matP//hybE//rplC//gspI//brnQ//yphB//tabA//focB//lsrR//prc//cysM//dctR//nrdF//puuC//lptB//ppsR//menF//yhbQ//yhjB//fimE//ybiI//ihfA//ybaL//epmB//sucD//tolB//roxA//tolC//
GO_0051599_4	rimO//
GO_0051603_6	flgB//nirD//yjgX//ydfD//smpB//manZ//
GO_0051604_5	nfuA//frlB//bglA//mgrB//agaD//lysR//yciH//cysS//kefB//pal//baeS//narW//fre//rseC//cedA//abgR//poxB//yqhD//ygiB//cedA//ydbD//rpsK//lsrC//cusB//gatY//psuT//atpB//gluQ//potD//ribA//afuC//ogrK//cheB//trkG//argK//cas1//flgI//yjhP//queC//idi//
GO_0051606_3	eutR//ratA//
GO_0051607_4	napD//hiuH//ydhQ//fabD//ais//hemH//yjcS//ttdR//dgcF//ibsA//
GO_0051641_3	allS//fdoG//zitB//modC//uxuB//ybeQ//fklB//dgoA//rnr//yfeX//mrr//dapB//ypjD//yiaM//serS//serA//yegD//mscS//mntP//spy//sufD//bsmA//entH//
GO_0051649_4	nudF//hyfR//acrF//yfcV//degP//sspB//rarA//uhpB//malS//folP//rlmN//sapD//lsrA//
GO_0051651_3	hha//sthA//hybD//
GO_0051668_4	iaaA//
GO_0051691_5	mhpR//chbC//
GO_0051692_6	yahO//manZ//
GO_0051701_4	yjgX//murC//ybcQ//gutM//oppD//paaX//nemA//ptsP//thiE//yebS//panC//yedA//baeR//intF//rnt//prc//
GO_0051703_3	trpD//pppA//argG//selU//yidL//ymfA//recA//yphC//
GO_0051707_3	purF//fliM//mipA//pepN//yahB//ybjX//nanR//otsA//acnA//rplP//rsmG//speC//hcaD//mngB//
GO_0051715_4	talB//
GO_0051716_3	yeaK//oxyR//frwC//ynfE//mak//oppB//ybiA//kgtP//rph//paaX//araD//rcsF//lipA//adk//yhcN//cspA//hypE//nanK//metK//recD//glcA//sapF//bcr//bioC//fimG//adiY//dicC//mreD//yiiM//yiaL//rpnA//hdeB//ybbY//fepA//bamD//ubiC//rph//fimE//narU//fetA//fdnG//frvA//abgA//sixA//holE//rluF//sbmC//nupX//prfA//iraM//hslO//yfaL//fdx//alpA//ytfP//sapF//yhjA//rclA//fabZ//fucO//fabG//galP//prlC//atpF//elaA//cusB//rsmF//zupT//fucA//mdtO//xapB//yiaU//ssuB//hemE//kdgR//rusA//mrdB//cmoB//mtlD//ybbW//ybjD//rep//guaC//gluQ//rlpA//entE//rutD//macB//crcB//acpT//cdgI//cmk//nadE//tsaC//nanS//hldE//thrS//purU//phnJ//tdcA//mdlB//osmF//csgE//mglC//ygfI//mutM//pepN//cheB//yciE//ydiF//flgH//bipA//fadB//tdk//thrA//ychF//dosP//yhjD//gsiC//tyrB//umuC//intE//ridA//emrE//murA//yqaE//msrA//ynhF//rpmH//ygfX//cmoB//creC//betT//efeO//yoeB//rbfA//bisC//metN//hlyE//caiD//ymgF//serC//pepA//elfC//dbpA//pdxH//uidR//csgG//lysO//yiaF//ydjH//ydiQ//phr//dsdC//rpoD//coaA//lrhA//asr//clpB//abpA//rbsA//eamA//pepA//cnu//bioB//yidP//argA//ybiS//ibsD//fecD//ravA//tamB//yojI//paaG//yrdA//yhcD//apt//rimL//metH//rpsO//nagK//phnG//sad//scpC//gspF//glcC//rpsE//def//dcuR//ybiX//lldP//rhaT//ccmF//ybaL//ynhF//dppF//ydeE//nanT//sstT//glnB//lpcA//intS//lsrB//fdnG//dnaA//ghoS//insB-2//rarA//dnaA//yohD//otsB//fdhE//hofO//cutA//modB//aidB//cysH//rdgB//amyA//hisS//cusC//yaaJ//ung//kilR//torR//xanP//ispU//yfiC//asmA//rimM//nrdA//hflX//dxr//exuT//lysR//arfB//rplK//plaP//def//deaD//uxaB//cspI//rsmF//moaA//csdE//livJ//menI//yjgX//rimM//ydcP//trpC//abgT//msrC//perR//sapC//tdcA//cysW//mdtN//fepG//ubiG//ugd//secE//yeaV//btuF//thiH//rlmG//cycA//pdxB//bluR//rpnA//slyA//aroF//yfbU//acrZ//tufB//ubiG//eamB//hokB//dtpD//ghxQ//katG//mocA//galR//phoA//fadR//ybhD//amiB//panC//thrS//ycbU//rtcR//ychO//yhhT//dnaK//grcA//torA//sdhE//lptF//elfG//yhdH//rfaG//yodD//cmoA//hcaF//cnu//phoE//ldtD//idnD//feoB//cspB//rnlB//yfjR//mepA//yggD//elaB//hemA//murC//greB//pabA//yddA//epmA//csrA//flhA//plaP//nanK//rcnB//yfcV//treA//mutY//dicA//cobT//yfaX//fklB//torI//cyoE//gltX//citT//hybC//fieF//argI//yheT//ydiR//yraR//cynX//yjaA//secE//yahI//ynbB//perR//flgK//slyA//umpH//lpoB//mdtM//alsK//bioD1//glgB//ralR//vsr//
GO_0051726_5	cmtB//ubiH//glsA//hypE//ygiN//
GO_0051781_6	elfC//yhaC//
GO_0051782_6	dhaM//ilvM//mrp//ldcC//yeeY//yqgF//ybjC//
GO_0051788_5	fdoG//
GO_0051790_7	ybiX//
GO_0051806_6	yehW//tilS//ybaQ//galF//lipA//yidE//hisA//ybdM//
GO_0051817_5	yahO//ybdG//ghxP//folE//
GO_0051818_6	yhjD//phoA//idnK//smrA//
GO_0051828_5	crp//ycgV//frvR//ybcC//cheW//yeaK//fepB//btuC//
GO_0051883_4	torD//bcr//rffT//ftsQ//
GO_0051977_7	carB//
GO_0051983_5	ybdH//
GO_0052126_4	ubiD//pta//lsrG//cysP//
GO_0052128_5	rsmF//
GO_0052131_6	ispU//
GO_0052192_3	cbpM//cbrC//fabD//yjjV//
GO_0052547_6	exuR//yidQ//envY//
GO_0052548_7	ftsL//napF//
GO_0052646_5	cmk//yqiH//mutM//sohB//fau//
GO_0052652_8	argE//fumC//
GO_0052653_5	yhcN//
GO_0052777_7	patA//acrB//
GO_0052778_6	ygcW//dcm//alsC//
GO_0052779_5	yeiL//dpiA//pldB//
GO_0052782_6	chbB//gudP//
GO_0052803_5	xseB//hyaB//ycbX//agaD//ulaA//znuC//purR//zapE//
GO_0052837_6	cysC//
GO_0052838_5	aspC//
GO_0055062_9	rpoA//
GO_0055065_8	fucK//nmpC//tsx//gloB//thiD//ileS//ynhF//ddlB//bluF//cof//exuR//casB//idnO//pgi//ansA//hisS//hycA//exbD//metQ//allC//pyrE//uraA//wrbA//appA//nikR//mazG//
GO_0055067_8	preT//glpF//rplP//bglH//rlmL//fimZ//htpX//evgA//aaeA//tcdA//yghO//tcyP//
GO_0055069_9	chpB//
GO_0055070_10	ilvI//higA//rutF//yihI//srlA//deoD//
GO_0055071_10	mltC//
GO_0055072_10	panZ//secB//lapB//lptC//ftsN//rnt//phoB//hdeB//rffC//rbfA//ulaD//sutR//ddpX//ybaL//
GO_0055073_9	hemF//
GO_0055074_9	hcaT//
GO_0055075_9	ptsN//
GO_0055076_9	idi//cdd//lapB//paaA//grcA//nagB//sfmA//rraA//cdd//ybdR//yfdS//eutR//wza//gntU//trkG//mdaB//mppA//ddpA//eptB//ftsQ//rffM//oxyR//
GO_0055078_9	yadI//yneE//modB//
GO_0055080_7	frmA//rpnA//hcp//hybA//fabH//ydbK//pagP//tatC//yhcD//surA//queC//prfA//prlF//ycjY//sufB//glmU//cysM//metK//fdoG//yjiM//dtd//xanQ//codA//mlaF//kch//ydjJ//caiF//sdhE//lpxD//kbaZ//degS//opgG//hisM//phnK//mutS//
GO_0055081_7	ibpB//
GO_0055082_4	rluD//ivbL//dgcQ//yaiP//tolR//yhdW//ynhF//yibF//yhjD//hcaD//rfbB//yeiL//ttcA//murB//pdeH//guaB//gppA//proS//cysG//ybjL//flgD//ugd//pppA//hyfA//tmk//rnpA//aroA//gatY//moaD//opgE//bamD//preA//dtpD//yigB//
GO_0055083_8	yfgI//
GO_0055085_5	cysP//yiaO//mlaE//dgoD//ftsZ//dnaG//hypD//moaE//mlaC//iscX//rimM//idnO//yagG//pgaA//yqaA//yieF//cof//aroP//hyi//cbeA//artP//upp//tsgA//dxr//tcyN//alaC//casC//hdeD//malG//yfiF//ybhG//ycfL//blr//fepC//soxR//gpmM//yeeY//mak//ynfE//rpsG//dsbD//zapE//btuF//frr//araD//trpA//prkB//ftp//cstA//hcaF//mhpA//gcd//lldP//yjbH//ybiJ//rzoD//rnpA//mqsR//pgk//murD//aroA//bipA//nfo//ibsA//tag//fhlA//ydhJ//lipB//ptsN//dedD//nanA//hisD//yjjU//ycjD//pdeR//abpB//pyrD//yfcQ//hcaC//bioD1//zapC//yhbX//fryB//chbF//yhdW//sbmA//dtd//puuC//grpE//pgpB//cca//ahr//cheZ//csgE//ompG//btuD//yghW//yidC//nusG//mog//rapZ//rlmI//tonB//rsmI//patD//yccA//rpiR//pspG//wzc//yabI//lgt//ygjH//torR//sutR//acrZ//mdtP//narU//gltS//hdeD//glpX//aldA//zraR//satP//rtcR//pta//yoeB//fryA//nfo//pstC//bioD//yggN//artP//rcsA//narI//lysR//nagK//mppA//yafC//mlaF//ccmA//folM//secB//pabC//glgC//panZ//rlmF//groL//ymgA//yidK//mgtL//hokE//glcF//selU//ampG//accC//sbp//der//mazG//frdB//dauA//potA//tsaE//btuD//intF//lsrK//bglB//rpoD//nagD//narX//focA//comR//dcuC//citT//ldtE//clpA//leuB//nrdD//xerD//spy//panF//rplL//ogt//sapA//frdA//yehZ//yadN//yiaB//acrR//ldrB//ldcC//lpp//hisM//insH-6//sapD//nadC//rpsO//radD//trmA//hlyE//mgsA//lyxK//abgT//ygcW//rutG//atpC//aroE//csiR//pstC//lexA//fadJ//secM//ghxQ//fdx//fiu//rlmI//yiaF//bssS//napD//dgoD//aaeR//prpD//dppB//nadK//spy//abpB//rdgC//ykgA//glrR//nrfF//cusC//arfA//hha//rplB//secB//mnaT//thrB//chbG//bamA//curA//ytfP//ydjK//yghW//blr//hiuH//queC//pgm//trpA//ycjW//dcuA//hycB//scpB//argK//pbpG//cheR//dtpC//acrE//cas1//thiD//livM//fabZ//argR//rpsQ//agaA//nrdG//ugpA//lpxT//fimG//basS//ynbC//frmB//yqhD//cydC//yhjG//paaZ//yraJ//ynfH//ppsA//nanS//dgoR//tyrR//wecB//lyxK//ygjH//hisG//gmd//fpr//mtfA//gdhA//bioD2//ppsA//yiaB//hcaT//yfdG//rplA//rusA//mgtL//kefC//carB//gsiB//thiG//ompL//paaA//ffh//yfdK//wzzB//ygcR//accB//tdcR//fic//ytfT//mdoD//argF//fes//fliK//yaiW//katG//aceA//nuoF//etp//panB//ddlB//ogt//lptA//ykgA//yhjR//emrD//proA//hcaD//fdhF//nimT//aaeR//lpxH//yqaA//waaJ//tolR//ydcM//argE//dmlR//tolA//brnQ//rhsD//rimP//yeeO//dinI//gadX//manZ//bamB//hyfA//fadM//agp//phr//wza//yeaV//yahI//yebK//galM//gpt//ftsE//rnlA//ynbC//nanS//dinI//uxuR//allD//ycgB//maoP//tusD//rlmL//fecC//ygeR//udp//yidZ//yhfS//mdtF//ilvN//artJ//bioB//waaY//tcyJ//rplL//rpiB//ibpA//menF//tyrA//sodC//ilvL//fliT//torI//tatB//yebG//leuB//glyA//rplM//ycbV//yhjA//alaE//lpcA//nrfG//gatC//yjjB//hdeA//mlaF//mgtA//metH//fimD//nadA//ddlB//yiaU//rhaA//rep//arsB//rplI//sufD//rcdA//pgl//intZ//rpsQ//hflC//elfD//ydhQ//znuA//ynhG//adeD//ygaZ//rbfA//fdhF//yidQ//livJ//bamE//pspA//secA//mhpR//
GO_0055086_4	amiA//narW//rnc//era//waaA//cdsA//seqA//cysM//lpxC//dmlR//sufS//caiD//cmk//galM//tsaC//argD//yahD//argA//mdtJ//sdhB//clcB//hcaR//yihX//relE//cobT//flgG//mscS//creB//ychO//serS//yhgH//ftsX//rpsI//rraA//srmB//pdxK//yfcR//selD//fimG//rng//yfaV//glcC//tdh//aer//nudC//nupX//ydeT//yihT//pyrL//ugpB//folX//rhlB//fadK//prpD//ydeT//lepB//cysW//higA//hcaE//uxaA//hemC//asd//bglB//nfi//fruK//waaZ//bssR//yqhC//fhuF//ibsB//yjiR//yhbS//trmJ//yebZ//yfdG//gmd//bioP//ndh//ydgA//rnlA//lsrC//yfiR//opgD//speC//leuO//rbfA//ftnA//macB//yohC//nudG//uidC//yeaD//menF//acpT//cydB//rplA//dhaK//adhE//nepI//cynX//tag//kdgR//mepA//dcd//add//eutN//tqsA//dinG//ilvE//cbpM//msrP//queD//yeeA//wecC//nfo//tqsA//pepA//yciV//ugpA//manY//yadM//ssb//murB//ycjU//agaB//rpnB//yebZ//higB//elfA//modA//eptC//nrfD//hipA//uspF//fadE//rfaC//nadB//yhdH//yehW//alaA//cas3//adhP//yrfG//prpD//malP//agaI//insI1//tnaC//comR//ulaF//galR//hexR//uidR//fdx//hokE//fabA//lyxK//cas1//orn//lpxP//yfeX//dacA//cpxR//sgrT//ispU//rne//murI//erpA//cspB//zitB//hscC//aroK//
GO_0055114_3	recE//uvrD//bglB//hscB//rpsJ//bioP//asnB//arnE//cobT//yfaX//queE//cueR//bolA//phoA//rlmD//pykF//dnaB//sgcC//ydeO//pyrE//thiP//nupG//casB//aroG//ygeA//hscC//mnmG//eutB//malI//ralR//tdcD//sgrR//rhmR//fhuB//narK//insH-5//lepB//chaA//hokE//yadK//ybbN//fepG//dapD//torZ//dinG//qseC//pitB//waaQ//mscM//yjhP//recQ//dnaG//gadW//ykgA//hscB//iaaA//rpoH//nrfB//gsiD//dgoK//msrB//idi//ftnB//katG//dtpD//cobT//yihI//garL//speA//ftp//hofN//ynfL//insE-1//speC//queD//yaaY//ispA//sdhA//rzpR//yohD//sapC//nrdE//rapA//srlA//cadA//atpD//purR//gnd//barA//yggD//artJ//radD//yedX//iraM//rzoD//nirC//fhlA//yciA//menI//tpx//cydB//aer//waaH//ubiI//araD//torD//pdeF//gyrA//hdeA//cynX//priA//bamE//dld//yciF//pheM//tdcB//sspB//ribE//rplY//yhcF//phnG//ydeM//trmO//gltL//insE-1//ybhP//queA//nusG//glgC//sgcE//pldB//metG//yiiM//ftsZ//tar//ettA//nemR//rcnB//dicC//pal//apt//rhaD//lnt//citG//feaB//paaH//kup//rpsJ//thiC//tsgA//pgpC//yfjR//thiI//hiuH//dmsA//glnE//prmB//gutQ//lolC//thiD//fabA//yfbR//yedP//csgE//rnt//ykgM//yciV//casD//iap//pldB//livF//dnaG//frdC//hxpB//gyrA//yciT//yfjR//yjhH//phoQ//ybdG//gdhA//metB//ynbD//rplM//nepI//glgP//yjcO//yhhT//uidC//patA//ugpC//pinE//
GO_0055129_5	pyrL//sbmC//rpsR//
GO_0055130_8	sufD//ccmC//
GO_0060003_10	ftsP//cydD//hslU//tap//
GO_0060255_5	aqpZ//serA//otsA//cynT//ilvE//trxA//lptG//mdtK//yadV//slyA//hldE//grxD//mscK//uidA//cmoM//rlmB//nhaB//yafS//rho//yhdX//kdpD//panZ//purU//ssuD//napA//yobF//intF//fixA//ypdI//gcvR//secB//rlmA//rfaH//evgS//mipA//panD//ykgM//rplL//entD//lacI//agaB//metC//erfK//hchA//hsdM//fucO//glgA//puuD//ygeR//csgD//hns//yiaJ//ldcC//proX//narW//nimR//nemA//rbsR//yjbF//slyD//yfdC//ccmG//yjjQ//ynfK//purB//phoB//chbB//insF-1//livF//tag//truA//ykgO//tdk//arcC//ydjJ//nanC//csgB//gadB//insA-2//prlF//speG//lpxC//galM//chbC//clcA//iap//ydgA//ftsH//livG//afuB//ccmH//thiI//proS//elaB//lpxM//csrD//msrP//mliC//yneE//yedL//aroA//lldR//paaJ//tdk//yggP//ilvB//recC//mntH//malI//ulaC//panF//tyrA//ybaM//narJ//ydaV//sgcR//insA-2//phnG//msrB//tig//ldcA//yghO//livJ//ruvC//insH-5//plsC//rfbX//rpsJ//sbp//aroG//zipA//rfaH//dtd//xerC//mazG//dnaB//setB//uvrC//galE//yhjV//trmB//puuA//crl//mscM//tolC//ydbK//hisM//hdfR//glsA1//aroA//degQ//hofM//ribB//cmtB//tdk//napF//nuoB//truB//rpmA//cobT//xylR//ubiJ//erpA//hypE//ydfD//fdhD//menE//cobU//kdsC//grpE//hslR//ubiH//asr//malK//ilvN//aroG//lpxL//yfhM//idnT//frdC//hipB//ydiK//maeA//mdtG//zwf//mglC//accC//gadE//sapA//insH-6//frsA//rpsD//rihB//fruB//aqpZ//cbl//panB//cyoA//uxuR//rclA//iraM//tpiA//dcuR//sgbE//setA//rclA//sthA//sthA//malS//yeiE//yraK//bamB//pykF//ubiB//pdeR//cobU//yahK//lgoT//rpsG//waaA//potB//yhjG//frvA//ptsH//crcB//gltD//symE//hemC//ptsN//hybC//ptsG//prmB//rimI//rlpA//znuB//truA//rpnC//yacG//nagB//tpx//ivbL//sdaC//kduD//rplP//nadD//uidA//yhaC//dcd//uspB//gadC//tgt//uvrC//ubiB//btuD//ubiH//alaC//pheS//ndk//ymfK//paaJ//ompN//fruB//yfeR//rnhB//bssS//mukB//dcuB//ychO//nfi//yfhM//tomB//zapB//phnL//mgrB//mltC//topAI//yjaA//narZ//holA//fimI//cvrA//hemB//cmoB//yphD//csrD//aroH//lsrB//nagE//ibpB//rspB//uspG//phnN//paaG//murB//nsrR//fdhD//yeaK//ybaE//nrfG//pflA//flgE//dsbB//zur//dnaQ//ibsB//gsiB//rhaR//eutK//nupG//argI//ydeE//ydbK//fimI//mtlD//pgaA//rimP//icd//ulaR//agaV//cysH//zntA//sapA//dgcF//mocA//gabD//sgcE//ybjI//rlmC//pykF//feoA//katE//adk//ade//ycbX//csrA//ettA//malQ//pyrH//mdlB//yqiJ//infC//rstB//def//mdtD//dgt//yddG//ydcP//fliL//luxS//metK//dgt//ygeV//udk//livH//
GO_0060274_5	ttcA//
GO_0060326_5	gltK//
GO_0060341_5	der//ibsD//
GO_0060491_5	arcB//ygdG//tdcR//cobT//
GO_0060566_8	yeeJ//
GO_0060567_8	insH-5//ynbB//yccA//
GO_0060699_8	aceA//rclR//yciF//rpsM//nuoL//
GO_0060700_7	paaB//afuC//narL//aer//insH-6//
GO_0060701_8	entA//napB//mtlD//guaB//cusA//
GO_0060702_9	pinR//xylF//gapA//rluF//pabB//
GO_0061013_7	frdA//abgR//yhdX//nanR//yraI//
GO_0061024_4	uidR//ompF//yojI//mmuM//rseP//mntH//yehC//pdeF//zipA//ybaL//nhaR//rluA//
GO_0061077_4	pstC//mtnN//flgB//lpxH//gapC//rarD//preA//flhD//yphF//nudG//tdcG//tgt//asnC//napC//wzb//entA//cmtA//yeeL//lpd//cusR//hemE//yihU//sdhA//
GO_0061475_9	nirB//
GO_0061504_8	slt//
GO_0061610_5	leuB//
GO_0061615_7	phnP//ilvE//
GO_0061687_3	atoS//mltD//feaR//trkG//frwC//hycA//
GO_0061720_5	rpsJ//rtcR//lpoB//ydeM//
GO_0061727_6	astB//serB//holE//frsA//selA//yfbV//pdeF//paaH//satP//bdcA//efeO//guaD//rnr//thrL//adeP//rpsL//paaK//dld//nikA//yebC//gcvT//narL//yoaB//rlmE//
GO_0061984_6	xerD//
GO_0061985_7	alaE//
GO_0062012_5	fadE//nuoF//yjcE//yhjV//mnmA//mcbA//csrD//paaH//yiiE//paaK//rfe//
GO_0062013_6	yjhI//sfmD//rnhB//
GO_0062014_6	pmbA//cobS//
GO_0065002_6	recR//arnT//eutK//fkpB//mreB//zntA//guaC//paaG//
GO_0065003_5	glgX//ydcR//glxK//fic//cydD//ompC//narJ//waaB//ydjH//recO//csrA//wzzE//scpC//rraB//ybhP//yqiI//ycjD//ycaO//aer//wzb//bisC//mglB//mntH//intZ//yihP//ftsL//tisB//cmoM//amiB//glgP//rpmE//rpe//waaC//guaD//hypA//hlyE//secB//glrR//bioD2//rplD//fucO//nrfE//pabA//topA//cpsB//yegD//ccmE//ybcL//menI//rfaD//rpsL//ompA//acpS//sgbU//nrdA//fdrA//ivy//ghrB//yccA//agaC//acrB//ycfJ//ygeX//evgS//xylA//hemL//ugd//mutM//hypD//cdgI//mcbR//waaU//mgtA//sfsB//prmC//rpsM//ribD//clcB//tatA//evgA//lsrR//holC//pdhR//glnB//malY//emrY//yafQ//murB//birA//dhaM//metI//rpsM//
GO_0065004_6	ydfH//
GO_0065008_3	paaD//rapA//gltS//puuC//srlR//recF//mltC//fepD//bamD//ilvE//allB//manZ//rpsE//mdtP//pyrD//rhtB//pinE//artQ//nupX//puuP//exbD//cusB//tktA//yqhC//zapA//dps//trpA//psd//abgA//yedL//talB//nirB//nlpA//paaC//ynfH//modC//rclB//uxaA//degQ//narX//mppA//dppB//malE//ompN//gspF//mraY//ftsZ//gadX//rlmL//fabG//htpG//pgpC//pykF//pyrH//soxS//nuoI//tmcA//copA//sodA//yafS//csrD//folM//ybiO//rfaD//curA//bglJ//ggt//plaP//chpB//selD//folX//dps//mglB//yegS//mgrB//proA//ybiY//rpsR//hldE//mzrA//treF//pepN//ampD//rbbA//yqiH//cysN//intQ//tsgA//xapB//tdcG//uxuA//dnaK//tsf//treF//mdtF//dusB//gadA//ibsC//nagC//tusB//yajQ//rpsK//fimB//citT//uspB//casC//cyaY//cas3//gpp//chaA//ghoS//rfaC//mqsR//mdtM//suhB//gyrA//rffT//nudC//eptC//prmB//mzrA//yciV//alkA//rpsQ//intE//pspG//satP//gmhB//yheT//hisC//yihW//
GO_0065009_3	ycfS//stpA//ampG//hiuH//rluE//kdsD//hyaB//asnB//aldA//yciE//carA//trmH//glpG//entC//cirA//dgcM//hisQ//dnaE//allD//rnr//yfcS//aroD//agp//prs//pspC//efp//fixB//ada//ybcQ//lipA//hisB//ykfI//zur//secB//xylB//rimI//fumA//ispH//tynA//nrfD//cysZ//apaH//hpf//cdgI//sapC//ruvA//rbsK//folX//feoA//srlA//ybbY//msrQ//waaJ//bcp//nagA//yacG//citT//cydB//mipA//gpt//sdhA//lsrC//rpnA//rutE//arcA//ynhG//fliD//nagC//dosP//uvrC//pspA//rhtB//malY//wza//radD//metL//nusG//
GO_0070084_7	tisB//
GO_0070085_3	ydjM//kdpE//
GO_0070178_5	ybcL//
GO_0070201_6	spy//mdaB//secM//
GO_0070206_7	dhaM//yejA//xylH//yibH//
GO_0070207_8	paaB//yfjV//alsB//pck//
GO_0070297_7	csgF//
GO_0070298_8	yijO//
GO_0070301_6	nuoL//yefM//fruB//gutM//bamE//iap//grpE//feoA//tamB//tonB//
GO_0070329_5	ycgR//ygiW//
GO_0070413_7	glpK//insF-1//
GO_0070415_6	rplB//dnaB//
GO_0070417_5	hchA//sufA//pepA//yfiE//
GO_0070453_7	yfdC//
GO_0070475_7	plaP//hisD//cynX//ypdF//ftsL//glmM//yhcD//appB//garR//ygcR//appA//glnB//corA//higB//allC//lrhA//ybbY//hxpA//mltB//
GO_0070476_7	ydgA//atpH//
GO_0070482_4	tyrR//allR//sulA//allC//
GO_0070525_7	galM//yegV//recJ//opgC//
GO_0070574_9	uxaC//rplA//nadC//evgA//
GO_0070581_8	ybhR//
GO_0070588_9	qseC//
GO_0070589_6	gudP//aer//sufS//purA//acrR//pntB//atpA//flgF//hsrA//hofO//cobU//waaL//amiA//ykgM//ibpB//mutH//fhuD//emrY//ynaE//ybjL//ygbI//yfcR//rlmG//fimF//galP//ydbK//yidQ//htrE//degP//glgP//ddpA//ykfI//gutQ//ttdT//glgA//yqiG//clsC//rplO//amiA//prlC//ynfK//cpxA//murI//
GO_0070627_10	yaaY//
GO_0070646_6	yhcH//
GO_0070647_7	purL//
GO_0070689_6	nlpE//iscU//
GO_0070716_8	waaQ//
GO_0070726_5	soxR//cfa//
GO_0070727_4	rplX//ybiV//kefG//slyA//ratA//malI//sgcE//ychH//pykA//cmoM//acpS//insH-6//nagZ//mdtK//tatE//znuC//rsmJ//
GO_0070778_6	shiA//deoA//
