#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yqgB//csiR//trmL//sohB//
GO_0071705_5	argK//yeaK//yjcE//menH//hyaC//adeD//speE//yqaA//pheP//yfgJ//qseB//prfB//patA//nuoI//ndh//pncB//bglJ//aqpZ//oppC//yfhM//lsrG//orn//nsrR//fbaA//pyrF//fimA//ulaE//cpxP//allB//fadJ//elaD//apt//ldtE//rzpR//rutE//lolB//lplA//gdhA//der//cysQ//yfaV//abgB//hcaR//rplK//agaC//ycfJ//cspG//atpD//ygiS//hcaR//hscB//glrR//mnmA//yifB//yghU//rfaD//ybdR//fadE//fruK//gsiD//rseC//tsgA//tamA//tbpA//yejB//rzoR//ogrK//mdlB//yihX//ybcF//kdsB//rpsR//rluE//gnsB//gcvP//yrfG//relA//pdxA//xisE//ftsW//yafS//paaE//ycgR//mug//bolA//nepI//decR//dkgA//hemC//fadA//cheY//secY//casC//macB//lsrB//lsrC//nhaA//etp//tsx//lpxK//napB//dacA//prfB//rzoD//mdaB//pphA//yqcC//malZ//galF//argP//poxB//fimE//yhfK//glnP//tsr//lpxH//yghW//sgbE//nuoE//metR//acrE//codA//amiB//hrpA//ydjM//sulA//yghU//rnb//aaeB//mutS//rfaC//wzzB//yfiC//hdeD//lsrA//hybD//yfdR//ccmC//rne//kch//ptsP//pepB//wrbA//fucI//rtcB//elfA//gltD//trpC//fbaA//arfB//pgaA//clpA//yhbQ//ydeO//mfd//bacA//rcdA//tqsA//deoR//yggT//dacA//tatA//mhpT//ydfG//elbB//tauB//rnb//hflK//gcvH//ruvC//dhaR//cyaA//sgrR//gltS//ydjE//yifB//sodA//hda//ilvM//ydjM//bdm//envC//gcvA//yjjB//betB//ygeV//glcB//mdtQ//hyfA//uhpB//acpP//priC//rimP//yjiA//yhjX//cadC//iscU//gdhA//intQ//nhaB//uraA//ldrA//ansA//nrfC//dcp//slyA//cmtA//waaC//yihU//bamB//srlB//minC//argB//pdxH//intF//phoA//yhdJ//gppA//cpdA//opgC//rppH//barA//yeaD//ruvA//atpG//gntK//gntU//dapD//ygfI//pabB//ahpC//ycaN//ydhK//gutQ//sufS//yehP//
GO_0071709_5	yjbE//mog//psd//tsr//ccmD//rbsA//rapZ//pepN//mdtQ//ascG//
GO_0071731_5	mnmG//rimO//ydiB//
GO_0071732_6	dgoR//
GO_0071769_5	tar//
GO_0071804_3	pstA//purC//napF//waaA//mpaA//phnG//ydiP//aroE//hrpA//lexA//envZ//rlmA//rimL//yciF//fiu//
GO_0071805_4	rfe//csgE//ybiW//dinQ//pgpC//citG//yaaU//eutB//csgB//recC//setA//mpaA//waaU//pflB//glpF//
GO_0071806_6	livJ//paaG//selU//yqjH//nagE//mrcB//yhaV//puuC//idi//araH//rnpA//fmt//pdeH//tyrS//ygcO//srlD//bolA//mdlB//ssuB//
GO_0071807_8	puuB//
GO_0071824_5	pheM//
GO_0071826_5	yfdO//argD//eutN//yagI//mdtE//tatC//folD//nupC//phnM//mocA//envZ//polA//gatD//yhjA//torS//relA//gpmM//yaaA//ldcC//potF//preT//murF//ycjU//argP//yebG//dgoD//
GO_0071897_6	sad//ydiR//rcnR//elyC//insB-4//dinJ//rapZ//ogt//ycjW//gpt//thyA//ttdA//nudC//wcaC//hemC//thrL//nuoM//menH//yehB//uof//
GO_0071915_9	ydcO//
GO_0071932_8	hofQ//
GO_0071934_6	rsmB//mdfA//fabH//
GO_0071941_4	suhB//hipA//dctA//sfmD//torR//ydiR//pinE//gpt//topB//
GO_0071945_7	rhaM//
GO_0071951_8	sseA//
GO_0071963_4	lpxC//
GO_0071973_6	yfeO//mlaC//ppx//hprS//yjiQ//epd//srlD//holE//ribA//rpnB//casA//bioF//bioD//paaD//ydiO//tpx//ilvI//essD//chbG//frmB//yjiQ//sufD//lpxK//yggW//glnB//ynaI//ampG//asmA//bipA//pgaC//cspE//
GO_0071975_4	napB//
GO_0071977_5	rpsB//
GO_0071978_7	dmlR//ariR//ybaO//fieF//csiR//galP//yagF//ogt//puuP//tmcA//rpsD//ubiG//gadC//dacA//
GO_0072321_6	ybdR//hyi//
GO_0072322_6	csdE//
GO_0072323_7	gudX//
GO_0072329_7	hycA//dcuS//yoeE//moaB//thiC//cmoB//dapD//gadB//emrD//patA//ebgA//yejA//ybbN//mprA//cheZ//entE//mglB//yphD//tktB//pntB//smrA//ubiB//gatY//oppF//glpK//nuoM//gldA//rfbB//accA//nikE//caiF//flhD//yfaV//acpT//hcaT//glmU//dmsC//dppF//yajL//rodZ//diaA//ftsQ//thiE//nanS//idnO//flgM//yfcS//dgcZ//csiR//yfeX//corA//csgA//cysH//fucO//amiC//ftsY//malF//aroL//hcaR//rfaD//ynaI//ubiH//glsB//tolA//tdcF//cspE//ydeP//ygiS//aroH//amyA//hypA//cspC//yfbU//ybhJ//folD//mntR//lipA//tpiA//dcp//pdeR//yfcU//
GO_0072330_7	tig//tsaE//lepA//waaH//ybhI//metQ//opgH//symE//marR//diaA//ybiT//epmC//yegD//glcB//fixC//uhpB//ydcS//uhpT//secY//hypB//yeaG//gyrA//zwf//phnC//rpiR//parC//tpx//barA//ulaF//ydbK//rplP//yfdS//yieH//ddpA//flhC//yggW//rlmE//malI//poxB//rsmD//ridA//dgoR//glsA2//garL//sfsA//yheT//glpF//preA//ydiB//cutA//mak//yceD//bamE//hcp//yifB//flgD//fucI//nupG//
GO_0072337_6	dhaM//uvrB//thiL//abpB//arnE//rluE//ybdZ//yhfK//fimH//mntR//idnD//mug//ygjR//yfiF//allS//tcdA//plsC//hmp//ydiP//uxuB//hemF//yigL//lexA//elaB//chbB//gntP//
GO_0072344_7	dcuC//pyrE//ycbU//holA//
GO_0072348_5	cydD//ssuA//pphA//rsmI//ybhF//glk//cydD//fetA//pdeH//mnmA//glpC//blc//dsbC//lolE//hybC//rhmR//lpd//trmJ//blc//wecC//rpsJ//elfA//rpsI//paoC//ydaV//mntR//ybiY//ynfH//aceB//ldrB//yciE//sseA//ghoS//pinR//lamB//agaS//afuC//dld//gpmA//yddA//
GO_0072350_7	dnaN//baeR//xanQ//tatB//phnO//rfe//speA//arnA//ynjA//gudP//mglC//degQ//flgJ//gppA//lolB//hrsA//yqiG//hfq//
GO_0072488_7	yhdJ//pyrE//truD//rpoD//ldcC//ulaA//hypA//
GO_0072490_6	phoA//hcaT//
GO_0072491_6	fimA//ada//
GO_0072501_7	cysS//
GO_0072502_7	pdxA//
GO_0072503_7	rsgA//dgcN//
GO_0072505_8	dppF//
GO_0072506_8	ribF//
GO_0072507_8	uspB//nrdI//radA//
GO_0072511_7	adiA//ydcM//dtpC//znuB//murP//kduI//yhbY//gspF//gmhB//yeaE//mltF//hypB//cysP//trmL//ydiF//hiuH//yigL//
GO_0072512_7	hsdR//yeaG//yfhH//decR//yhaO//narQ//ttdR//trpGD//rclC//pepA//cysA//ytfP//
GO_0072521_5	wecE//mltB//rfbB//selU//waaP//wzzE//glpT//glcB//dsbD//yfaL//ulaD//priA//thiI//yihR//rssA//yedA//dicC//kch//rplM//kup//lacI//ybeF//dppA//potD//tolA//trg//era//cueR//lptF//ydcS//mtgA//yggW//gadX//ycaN//yahF//adeQ//yfaE//znuC//ynhF//nhaB//tnaB//flgC//cheZ//nrfB//rpmG//rarD//metQ//wzzB//gcl//degQ//cysD//dppB//carB//fmt//polB//nepI//tcyJ//ulaB//agp//rlmN//cysA//priA//insI3//gltX//potI//yqgF//fhuC//psuT//
GO_0072522_6	ulaG//ddlA//ycdY//cysM//yhdX//acnB//ftnB//gudP//ilvD//rffG//yjjW//hcaD//envZ//rutF//tktA//hycI//yjaZ//mdtC//tusD//yihO//pgk//sad//rfbC//yjjX//napB//katG//tktB//menA//ydiK//mzrA//bamE//yaaA//yjjV//rluD//znuA//hyaA//ribA//yegD//dcuD//yiaJ//cspE//seqA//frvB//
GO_0072523_6	yjiR//allC//malS//rpiB//aroH//thiI//yjhB//fruK//wcaB//pnp//yoaA//queE//
GO_0072524_5	yfgO//sapD//exuR//murG//ybbW//purC//yphF//flgA//acrR//ubiC//narL//yahB//rplC//xylR//galS//glnK//fabH//tolR//rpoE//rodZ//groL//tusB//frmA//yodD//lpxD//araE//ygfA//tyrS//gapC//ugd//yggN//yoeE//cadA//sgcE//yifB//bacA//lipA//yccA//murR//nikA//dgcZ//ydgA//yrfG//araA//lpxH//pgl//trxC//
GO_0072525_6	mobA//ais//cvpA//rusA//bfr//asmA//ltaE//ytfE//ybdZ//ispF//narH//frvB//lpxL//ruvC//trkH//ftp//acs//aaeB//tdcG//ldcC//chaA//dnaC//ygjK//glgB//yegT//wbbK//narK//cdsA//tdcA//cysQ//betT//mcrA//yjbB//purU//entH//evgA//napF//
GO_0072526_6	codA//galK//
GO_0072527_5	atpD//ybcQ//ybhD//bcr//surA//accD//casD//ppsA//yfbR//ppsR//ppiA//ybhF//mepH//ptsP//yihV//azoR//tdcF//mutS//prmC//ygiN//glvB//tqsA//nimR//mtn//mdtK//tamA//rhtA//yidH//mdtM//yfdK//nadC//agp//gloA//dtpD//cysH//rpsD//dpiA//acpH//yfcQ//gloC//sfmC//dctA//lptA//dcp//yahB//lptD//flgA//fnr//copA//fhuC//murD//napB//dmsA//rplF//kdpB//fabB//malP//
GO_0072528_6	yciT//yafS//pdxY//fadH//adeQ//erpA//accA//waaL//yaaY//lipB//fucA//ubiA//mfd//mutY//menD//hemL//aqpZ//lptC//waaB//glmM//pbpG//alkB//tldD//afuC//bcp//paaG//rpsE//rluA//pppA//
GO_0072529_6	yqaA//yhdW//cyoD//pdxA//zitB//yieL//ydbD//cysU//yehW//mdtG//queE//gpt//katE//ttdT//pgaB//sufS//fryB//secF//aroH//ccmH//pcm//fdnH//phnN//
GO_0072530_6	cspE//hchA//pgaC//pheT//
GO_0072531_6	insH-6//araG//ydcT//xylR//rne//ycjU//
GO_0072581_9	blc//
GO_0072593_4	fliZ//ygfX//carB//moaC//fbaA//yneE//glnP//btuF//trmB//
GO_0072594_5	ymgA//
GO_0072599_6	malI//
GO_0072657_6	xerD//metE//ycbX//talB//ybhD//ygiS//rhaB//rpsT//fadK//ybhF//sucD//waaZ//rsmG//panF//hexR//ccmH//queE//
GO_0072714_5	fabI//
GO_0075713_7	wza//grxD//gudP//
GO_0080033_5	exuR//ynfH//
GO_0080090_5	araG//fadJ//ycfS//tdcR//chaC//fimF//osmE//tolQ//mltF//yqiH//lpp//yhjB//ubiA//evgS//alaE//yihU//lldD//yraI//amyA//tnaA//comR//arnD//rpsT//sulA//yehW//yfbR//fdx//glnH//pntA//mhpR//ilvL//lysO//cpxR//arnF//fliS//setA//fur//pepB//ydjL//bdm//yagI//kdpF//rfbD//yafC//betI//gspF//yidE//yfjV//fadA//gspE//bamC//clsB//cysP//cbeA//rnr//minE//wzzE//yieE//sfsB//livJ//mraZ//argI//yihU//yfiF//yhaM//fbp//cusF//nanS//cadA//thyA//paaE//speD//ftsK//holA//yehX//ulaG//phoA//rzoD//lpxM//ubiB//yghW//nagA//iraD//citE//cysK//cyoD//dedD//cpxA//sgbH//trpS//yqeF//rluB//xylR//aldB//cnu//abpB//clpX//atpH//rutB//ldrA//tusE//yeiG//rplJ//yjbF//focA//ompC//macB//clsA//torS//allS//mutY//elaB//nlpA//metN//hypE//proV//astB//hflC//paaF//tatE//xseB//lipA//xdhB//yciA//yahB//asr//nusA//mdtG//entB//ugpA//aroF//frmR//insK//xisR//lhr//yhhZ//sfmA//yciK//ygfI//yobA//recT//acrZ//mdlB//argT//xanQ//ompA//pabC//entF//metF//caiE//sdhB//pyrL//hsrA//ftsW//aer//gapC//fnr//fiu//rplQ//sufB//mhpB//xseA//mntS//zapE//argF//aqpZ//acpT//rclB//cynS//frlC//mtgA//msrC//aas//acrE//rcnA//fabA//ybbY//mntS//rpmB//lasT//queE//ompL//ulaC//ltaE//abgR//yhbS//paaC//mcrA//lpxD//hypF//waaF//osmE//arsR//phnI//ybgP//dcyD//mhpR//lysA//spy//sfmC//ptsI//lipB//ccmG//ydhJ//helD//insB-4//luxS//xseA//sdhE//rcdA//dfp//tdcC//mdtI//rpnD//wzc//yjhG//secF//rppH//ulaB//trpE//lldD//slyA//greA//ypdC//yqaB//bdcA//cdgI//yoeB//mhpR//malP//pcm//nfo//csgD//hycH//ydcP//csiD//uvrA//spoT//ubiE//fabD//csdE//hsrA//zitB//aer//nrdF//ytfP//hemD//rfaF//tsf//phnN//hybE//dmlA//ulaC//yibH//entE//pnp//abgT//mntH//ccmH//fdnH//ung//rpsT//frwD//idi//ycjQ//elbB//frc//adeD//gabD//yaiW//ynfE//glgA//fcl//ybeF//galE//yfgO//ygeX//nlpE//potB//gatA//pyrD//rpnD//cpdB//lplT//gspE//lldP//slyA//thiL//trmI//dnaJ//ddlA//hycA//lspA//casB//galP//mdlB//ydiO//chiP//ligB//etp//zapE//argK//casE//rplY//hipB//psuG//insK//bamA//ugpE//yehC//hypT//dinB//dadA//ygiB//ibsA//yfeO//fruA//flgH//ygaZ//pheP//garK//yjhB//cheA//hemG//ycgR//pdeF//polA//putA//caiT//tynA//secD//yqgF//sucA//ghxP//ydcS//thiE//cyoA//dedD//ligB//gsiB//hybB//hisI//mhpD//panE//ybbY//
GO_0080111_4	rutF//ttdR//
GO_0080134_5	torZ//
GO_0089705_7	yadC//secM//
GO_0089709_7	hofP//phoR//
GO_0089718_7	fur//rlmH//clsB//gmhB//mazG//mntR//sdiA//waaG//narW//hybG//
GO_0090066_4	lysC//rlmG//ybjG//pyrG//uvrY//
GO_0090068_7	gabT//
GO_0090069_5	ampH//yejF//trmD//
GO_0090071_6	mhpR//rbsK//tyrS//
GO_0090087_6	arcA//gudD//cysN//
GO_0090116_7	uspB//
GO_0090143_4	nrfC//
GO_0090150_5	ydjE//dtpC//cyoA//yadG//tsx//mazF//torS//yafE//satP//fepD//rseB//mdtJ//
GO_0090304_5	mobA//gpmM//fur//fumA//hrsA//ppk//dld//yjcS//rng//wbbK//fdnI//hcaD//edd//prpD//nusA//folA//yagU//dcuA//yraJ//psuT//rutE//ttcA//gppA//minD//yadK//yhfS//ibpA//rlmI//dsbD//rluB//yidK//yadN//rcdA//yghU//yrfG//alsB//yggD//zraR//ybcJ//gcvA//tatD//iscA//asr//murJ//cytR//ybjL//mdtA//exbD//ompC//gspF//dppF//lptA//chpB//htrE//ubiB//gudX//metF//rayT//preA//basS//ymfA//yiiD//cmtB//lsrG//ampH//menA//murB//yahN//tsaE//ymfA//rsmH//frdA//rcsB//yhjV//narU//mppA//ynfF//cpdB//tar//dgoT//entD//cydC//tktA//kdpF//ubiI//lsrB//ybeF//galF//yqeA//torZ//rhaB//mtfA//sxy//ndh//trpD//yaaJ//yidP//yfjR//rpoA//aroH//pdeF//preT//crl//uup//guaC//ushA//frr//puuE//appB//wcaB//ibsB//decR//emrE//fliL//epd//queA//mntP//rsmI//rplB//nadE//rihA//sugE//rhaA//mprA//panD//mdlA//wecA//frmB//zwf//ghoS//cyoB//trxA//htrE//yqjA//trpC//hisH//elaA//bipA//cdh//adiA//rhmR//paaA//priB//ribF//xisR//ykgF//idnT//yidR//ilvD//yhjB//pdeR//wcaB//yqeG//sufB//fau//pstS//rimM//recB//cho//rdgC//ftsE//lexA//rimK//yqeG//cmtB//barA//gloB//mipA//kdgR//yebS//yibF//wza//parC//argC//yhdW//lplT//trpL//uidC//nudB//erfK//bepA//rbsC//yfdK//ftsA//mepM//mntP//hofP//alsK//cusB//sgbU//araG//ydfD//glsB//puuP//yhgF//gatZ//rraB//cnu//rhaS//yciV//nagK//serA//rluD//mliC//ycbV//xylG//basS//fadE//gsiB//narU//ghxP//yhbS//mepS//yihT//leuE//norR//purU//yiaU//cyaA//glgC//ydiP//yhdX//yeeY//symE//dbpA//rpmF//waaZ//fieF//ldtA//tolA//hlyE//malZ//serS//ynhF//cysD//speC//ribB//pspF//plaP//mdlA//mnaT//yejA//yfjV//sufD//hybE//lamB//ldhA//dgcJ//nrdA//flhE//bioD1//yejA//napA//metR//rihA//ttcA//ligA//acs//ubiX//rimP//araD//lsrR//ykgF//gcvR//wcaJ//wcaJ//ydhJ//narJ//fruK//yijE//sspB//truD//yoaB//flhC//rpsN//gpp//ompA//queE//potF//chpB//glnA//aroC//ybhI//cspC//uspG//recX//ribE//rutE//ycaN//murQ//appC//yiaF//cobU//mnmG//diaA//dbpA//dfp//phnK//bepA//setB//yjjG//rpsD//dhaR//elaA//uidA//atpA//ompT//cecR//osmF//nuoN//ahpC//yhhY//yjiX//modC//dgoK//sdhB//mepS//ptsI//hipB//frwB//dppA//trkA//rcdA//moeA//mltF//rfaC//yggD//aceF//yhhY//gltP//birA//ybcL//nikA//sdhA//lysS//rpoA//norV//rffC//dapB//ycbU//hsrA//cca//bioC//zipA//rpnD//narG//lysC//hflC//yhfS//rlmC//yhcF//dsdA//ydeE//galE//mpaA//leuA//hcaD//argE//fhlA//bluF//yihR//bssR//lgoD//sfmD//ebgR//ldtB//entE//glmS//gdhA//murR//cmk//yhjD//glnA//tabA//sfmH//lysS//arnB//yhgF//yjeI//gcl//btuD//yghW//mrdA//fadB//nikB//nikB//minE//yijO//oppB//elaD//atoB//mutT//zitB//prmA//rstB//prmA//ycbU//opgG//folC//gatZ//ispB//tusC//xisE//tdcF//insI4//hisP//dmsA//gabT//aidB//crcB//uidR//gpr//yobA//rluF//ugpE//ldcC//artM//glrR//fliS//fieF//recF//lon//pdxH//prlC//ydcI//vsr//artQ//blc//rlmC//sfmH//argE//pgrR//dnaA//sbcB//rarD//bcsA//pntB//ykgO//yhiM//insB-4//phnC//yehW//menI//hscA//adiC//
GO_0090305_6	rpmG//speC//yehC//uup//cusC//queG//yihW//puuA//umpH//mutL//murA//malK//dhaR//essD//cpxR//cspG//ykgM//yjbH//citC//trkG//yidR//vsr//yaiV//hsdM//coaE//nikC//fau//efp//ydiR//leuO//yiaU//tesB//ltaE//msrB//wecB//manA//yhjV//flgF//sapA//nuoL//lptD//yajQ//yfeW//ubiX//tcyP//purF//rfaD//cpdA//gatY//gntU//ydjE//yddL//cysS//lysA//rzoD//radA//iscA//fklB//hyaD//kbp//radA//yjeI//yhjR//yghO//entD//dicA//acrR//pyrC//pfkB//ccmA//yihT//yeeL//mltC//pmbA//psuT//rutG//yqcC//mcbA//phr//shoB//nsrR//
GO_0090313_8	ebgA//abgT//
GO_0090329_8	pnp//dsdX//tamA//idnD//dppC//cyaA//lysU//
GO_0090347_6	rmf//
GO_0090352_6	oppC//
GO_0090357_7	pheT//pstB//
GO_0090358_8	gsiD//
GO_0090407_5	yghB//lptD//cheB//yehW//syd//msrA//dam//psd//ydcM//rodZ//fabB//yhbQ//aceF//deoB//astB//yaiV//queE//purC//pstB//hslU//yiaN//fimG//pgpB//dnaE//idnD//edd//yqcG//exbD//rdgB//fabR//trg//ibsC//arcA//oppC//htpG//relB//yggW//rfaC//rpmF//arcC//mdaB//glnA//murJ//higB//oxyR//priB//rplK//alpA//wcaB//bioA//ddlA//ibsE//hypC//rarD//fhuF//dhaL//yjjW//sgcB//ybjN//exoX//ydiZ//nanS//fbp//rpoH//aldB//hofC//rep//yeeJ//kdpE//fucI//nudC//wecE//carB//dadA//dppF//nirC//rpmC//pspC//fdnH//rhsD//phnM//xylH//arnD//dmlR//agaB//nlpD//skp//znuC//prkB//glpG//mdtA//ispF//sad//ycgV//queA//nadC//fliD//nuoI//ugd//sufD//gpmA//paoC//tusD//xdhB//glpX//etk//cysH//waaL//glgC//bhsA//yejE//rluB//gudD//elaD//dctR//marA//dtpC//dnaE//mdtD//rdgB//hofC//hisF//prfC//ynbB//mltD//nsrR//tktB//mdtL//mnaT//ydjJ//secA//
GO_0090487_4	narJ//
GO_0090501_7	glk//fumB//torS//pbpC//rraB//yceO//trpA//rpsR//pheT//flgC//yejF//lsrK//gntP//pdxJ//ydeI//dedD//miaB//ybdZ//bioB//dedD//iscX//gpsA//pcnB//mutS//sstT//dfp//yfeR//ybdG//oppB//uvrB//yggT//yibA//
GO_0090502_8	ydeT//puuP//yeaE//lptA//recR//hofP//purC//frmR//yjhB//clpA//lysA//ygbM//rfaE//rffM//dgt//tufB//fdhD//rffT//rpsO//xapA//elaD//
GO_0090503_8	rutF//ldrD//oxyR//rpmJ//copA//dcuD//ibsD//rpnB//
GO_0090529_5	panB//insF-1//lpp//dtd//rplQ//ulaG//
GO_0090540_10	galR//gapA//ccmA//
GO_0090549_5	frvB//rsmG//
GO_0090605_5	gcl//dapB//srlB//nupX//yhaJ//recA//ftsA//rsuA//mraZ//
GO_0090609_6	yfcV//puuB//ubiC//tomB//ptsP//thyA//cspC//opgH//tktB//
GO_0090662_6	mgrB//
GO_0097035_4	yphC//cyoD//
GO_0097056_7	mltD//
GO_0097164_4	mdtC//fucP//yccX//fucK//sad//nadC//nmpC//rapA//fliK//zwf//flgE//torR//uidA//yrbG//aspA//ybhF//tnaC//fruA//dnaC//yiaM//mtgA//ybcL//mlc//nupC//mglB//aroG//
GO_0097237_5	avtA//yceO//cyaA//dppB//aphA//treC//yedF//yefM//aceB//yahK//
GO_0097264_6	rzoD//
GO_0097286_10	iraM//
GO_0097292_8	yjbB//
GO_0097293_9	rarD//
GO_0097304_7	glrK//
GO_0097305_5	mdlA//cydC//cra//rhmR//umuC//mog//
GO_0097339_7	secB//
GO_0097366_5	mnmG//nanT//pspC//
GO_0097428_6	rbsR//allB//spoT//dadA//dgcJ//gapC//ycfH//
GO_0097435_4	ascF//idnD//
GO_0097501_4	ybhA//
GO_0097502_4	plsB//
GO_0097510_7	osmE//
GO_0097532_4	gltD//
GO_0097533_5	glgX//
GO_0097577_5	lpxC//ygiS//xseB//
GO_0097588_5	fdhF//yfdS//hda//cheZ//nlpA//rtcB//focA//clpP//fetB//tatD//sugE//zapD//hdeB//glgC//rpsO//yohD//rbsA//pheS//trmD//suhB//cadA//tilS//nirC//aes//yfjR//insE-1//iraP//yedP//recT//dtd//glrR//
GO_0097638_8	ygfX//srmB//tdcC//napC//
GO_0097659_7	ybiO//ldtE//nanA//zapC//yobA//fabB//potI//insB-2//cusF//rplS//fadR//gcvR//rdgC//atpE//evgA//arnE//ycgV//nadB//lolD//gltX//pheM//fdhE//yfiR//hldE//xanP//mutL//gatC//ybcQ//trmJ//acrA//dgkA//yggN//yjbB//hybG//yahK//lhr//puuD//katG//waaY//brnQ//elaB//baeS//yicJ//sapC//sfmH//hisB//cas3//narK//sugE//pyrG//wza//casB//rsmC//sppA//minC//argS//uspF//talB//pth//cbrA//rsmI//yfaX//sxy//agaI//cheZ//feaB//nrfC//rplM//idnD//rffH//iscR//dtpD//rnc//gadW//potE//oppD//menB//tehA//malY//cnu//narK//ydiZ//ascF//hisB//thrS//mdtJ//kduI//dhaK//pdxB//rffM//phnN//ariR//speG//fbaA//menD//crfC//ftsA//yebG//yehU//ugpC//prlF//ybdH//pflC//serB//glgC//exuT//asmA//oppC//dppA//rfaF//lipB//ybjD//waaF//sapB//yggW//insI1//paaA//allS//mutL//
GO_0098002_8	prpD//
GO_0098542_4	nlpA//rsmC//mlaB//yfdC//sfmC//rplL//ogrK//flhE//argO//bioA//
GO_0098586_5	rfaH//iraM//yqjH//
GO_0098655_7	tesB//gnd//cytR//yebK//greA//ppsA//cysA//efeO//hycB//ddpX//hybC//rapA//zapD//folC//xdhB//ybeY//creC//def//mtgA//ybgP//ihfA//glsA//tsaE//oppC//moaA//sapA//mqsA//mscS//lgt//frmB//syd//rzpD//fliM//gloB//lgt//agaC//yoaA//relA//dpiA//lgoR//waaL//dusC//hflK//fimI//cheA//hda//coaA//arnD//ycbU//otsB//hrpA//araE//ybhA//yjcO//rodZ//dtpD//queE//atpH//rutF//metI//tyrA//narV//paaG//yedX//intE//rluB//mrr//hyaA//secF//aer//cysN//tap//torS//iclR//sxy//dkgA//sdaA//norV//sdaC//tatE//ydcS//yeeY//torY//araE//exuT//cptB//sspB//prlC//fadD//insI-2//yrbG//napA//crl//hyfA//galT//rpoA//hrpA//glpD//sbp//flhC//dinQ//menC//waaJ//yfdK//lapA//ssb//
GO_0098656_7	bcsA//cysI//dnaX//glmS//rsmB//hycA//yafC//recA//dtpA//gpp//rpsG//rluC//yfdR//kbaY//acrR//hybA//mdlA//dgkA//livG//tehB//yahB//dnaQ//yodD//nikR//nfuA//ghxQ//recF//ascB//bssS//rplD//fecD//bacA//yafS//kefC//sufA//dmlA//fabG//creB//galT//fepG//yafO//xanQ//tamB//rimO//fruK//rplE//clsB//xthA//acrB//lldD//ilvH//oppC//phr//paaJ//fdx//sucC//ygcR//chbC//yqaB//mrcA//narK//hisA//narW//shoB//dnaC//oppC//torS//nadE//gpmM//preT//ybaO//ssuA//mfd//kefC//rimO//xapA//mqsR//fdnI//yihI//yjjU//panC//atpE//xisE//thiD//nadA//thrL//mtn//cmoM//metH//hemG//tolQ//tufB//dnaK//narZ//rseC//gltL//pspA//
GO_0098657_5	glnA//argH//rmuC//zwf//dgoD//murA//proS//nusG//bipA//murQ//chaC//yoeE//yidA//iraM//mscS//fucO//yeaV//hdeA//potD//allS//
GO_0098659_8	hypE//csgE//
GO_0098660_7	ispB//glpB//glcA//ybdG//sfmD//nanC//dgkA//secF//mog//yihX//pstC//fryC//deoC//nuoB//ybiT//tusD//udp//mntR//pdeF//srlE//eptA//eptC//gntP//yadK//glcE//insI1//gltL//nrdE//aphA//tcyN//sfsB//ygiW//yfaX//pagP//cydD//panD//dnaQ//tus//pykF//nusG//yiaA//metE//xylF//secF//glpX//pgsA//nikC//gspI//yiaU//yhgH//pyrD//yidE//rpsM//dnaA//xthA//yjjG//ygfZ//queE//pgaA//ilvB//ydiO//yiaU//tdcD//hemE//csiD//fabA//yhaC//yhaJ//aer//fliK//yidP//nupG//ycfL//mhpA//sgbU//ada//nudB//
GO_0098661_8	yfgO//mipA//yfgJ//yfcU//alaC//ariR//yehA//ymfK//cirA//trkA//hdeA//thiM//nimT//flgB//arnF//aaeA//menH//vsr//nuoI//
GO_0098662_8	rnc//leuA//rph//gpt//agaD//nadD//rluF//ydiF//nrdG//hflK//mgrB//minE//yfdK//allD//mltC//rfaB//sapA//oxc//ampE//trpGD//yadC//ydcS//accB//recX//argG//aer//asd//yhbX//nikE//coaD//yebQ//zntR//fecB//iscU//glgP//ybjN//ymgC//frvB//yiaO//lplA//murA//folE//frvA//atoC//yciG//fdhF//ykgM//apt//actP//rhtC//rfbB//yigL//fucP//infB//glsA1//ybcJ//nrfF//cvpA//bamC//murQ//nrfG//
GO_0098670_7	leuB//
GO_0098704_7	yeaD//hscA//crcB//wcaJ//
GO_0098707_10	tdcB//
GO_0098708_8	narZ//hofP//treA//pdeL//
GO_0098710_7	yiaM//ahr//
GO_0098711_9	ycjR//
GO_0098713_8	elfG//gspF//yraJ//yhhT//
GO_0098719_9	yhjD//
GO_0098732_6	satP//cmtB//csdE//fliG//
GO_0098739_6	cusR//hemA//ubiB//puuD//relB//ybaQ//aidB//yqhC//deoA//pflA//ldcC//atoB//hisQ//wzb//glgA//pflB//ytfE//puuR//
GO_0098771_7	pstS//mnmA//manX//nuoG//ilvE//hybO//yoeB//ygbI//tolR//cadB//cspE//waaS//wzzE//flgC//metN//cysS//rfbX//envY//bfr//lon//hemH//paaK//rlmN//fadH//intS//rnhA//yihQ//dcuR//ycjD//livK//arnF//nudG//dtpC//tdcR//rnt//waaB//
GO_0098776_7	aroF//erfK//hyi//ascG//eamA//
GO_0098795_9	glsA2//
GO_0098869_4	hslU//yciA//atpE//yjaA//hypD//ilvM//sad//codA//yfhM//proX//glcF//yqiG//gadE//ptsP//hemF//yhjA//glgA//phnP//rplS//yfgJ//envY//pyrL//
