#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	feoB//hybA//dtpC//ubiB//
GO_0090347_6	phoB//
GO_0090352_6	kdpD//
GO_0090357_7	fimZ//glgA//
GO_0090358_8	lolC//
GO_0090407_5	hprR//mipA//yjhB//nanT//murR//sspA//ligB//yneL//malZ//ettA//cspE//kch//lpcA//creC//rbsC//ygbM//yfeX//ibpB//rpmB//phnK//ygeW//rplN//yfcP//insI-2//bioH//hypC//pyrD//nth//pgk//ppx//hycA//cadA//fepC//envR//ydiK//cysE//rihC//bcp//gsiB//mepA//hofO//sugE//glrK//speA//nhaR//xseA//eco//yeeA//ppiD//rfe//tdh//wza//bamE//yghG//mscM//ppk//selD//mgtA//ushA//tehA//ybdR//rimK//glmU//cpsG//folP//ybbN//radA//ybhS//yehY//yjjI//plsX//mmuP//ydjM//yadV//gutM//glnB//accB//ahpC//rfbC//glgC//purL//ymgC//paaX//malP//frlC//envY//tdcC//msrA//livH//yraI//ugpA//aceA//cynT//ydiO//ttdB//rcnR//tcyL//nrdE//araA//rbsB//nmpC//ahpC//uxaB//eutD//fabA//ileS//chbF//ulaE//aroF//aaeR//metK//ytfT//metQ//fdoI//baeS//udp//fabI//hypB//bolA//ynbB//holB//lgoR//tmcA//uxaA//proP//hycI//elfD//phnL//ybhS//phnO//hdfR//
GO_0090487_4	ycbV//
GO_0090501_7	polA//tynA//ydeP//rutR//phnK//bglX//lptF//pstS//lexA//sfsA//kup//mhpD//arsB//pabC//rhlE//yqeA//yfaX//envR//flhE//dmsB//gcvT//potH//ssb//dcuC//pppA//polB//rho//rclR//hxpA//ribF//paaE//rssA//
GO_0090502_8	bipA//gatC//mreB//mreC//atpB//rayT//ydeM//priC//copA//asr//aas//aes//zapA//hcaT//cobT//mglC//marR//baeS//yiaM//hscB//hipB//
GO_0090503_8	puuE//yahB//ssuA//emrK//pspF//yraH//yfcU//alaA//
GO_0090529_5	satP//trkH//hisI//moaE//gcl//srlE//
GO_0090540_10	torY//yfgJ//rnb//
GO_0090549_5	phoQ//fau//
GO_0090605_5	rutB//orn//rsgA//gadC//ampE//araD//frdC//csiD//rtcR//
GO_0090609_6	mglC//rraA//rhlB//sppA//yjiR//osmF//lsrG//dctA//ydeI//
GO_0090662_6	fucO//
GO_0097035_4	gadW//sdhC//
GO_0097056_7	rpsK//
GO_0097164_4	speF//maeA//ybbN//lyxK//mlc//yqaA//insI4//rluE//sufS//ybiA//bglB//yieF//leuE//rzpD//rstB//yagJ//elfA//fixC//bhsA//yihP//rffM//waaO//dgoR//frc//pabC//lpoB//
GO_0097237_5	guaB//prlC//yiaO//torR//nagK//pyrG//fepC//rplM//purA//hslR//
GO_0097264_6	nanR//
GO_0097286_10	moaD//
GO_0097292_8	rapA//
GO_0097293_9	flgF//
GO_0097304_7	yieF//
GO_0097305_5	ivy//ccmA//lpxH//glpA//serB//thrC//
GO_0097339_7	uidR//
GO_0097366_5	yhjB//hyaD//menE//
GO_0097428_6	dacD//yhaM//ulaB//yciG//cspC//hofP//atoS//
GO_0097435_4	yrdA//hokB//
GO_0097501_4	pstS//
GO_0097502_4	yegD//
GO_0097510_7	yidP//
GO_0097532_4	asnC//
GO_0097533_5	dmlR//
GO_0097577_5	entS//lolB//rpsL//
GO_0097588_5	ybhP//tar//ivy//ycjW//yjjQ//priB//ydfK//tus//accC//envY//cmoB//rplQ//bioD//paaK//gudX//malS//narW//zraR//dgcF//ddlA//ldtB//minD//zraS//dsbD//yadG//yoaB//paaX//xseA//priA//tyrS//pflB//
GO_0097638_8	trpGD//putP//nupG//mioC//
GO_0097659_7	glnE//fur//rpoS//amiB//insI4//nanC//hicB//mtlR//rplD//insA-2//mgtA//cobT//pgaA//acrA//yieK//sapD//lysU//clcA//sucC//dgcN//ugpC//gltK//opgE//cysD//pgpC//fnr//dcuD//yjjB//dnaE//rusA//essD//lysA//ydeO//ibpB//qseC//ydfG//uxuB//rpsB//minC//flgJ//yajQ//ydcM//rplM//sgbH//dauA//lpd//clcA//ydjL//mrcA//yidP//secE//yehU//ycfL//def//znuC//ybhD//ydbD//folP//appB//bglF//yehB//yehT//lptB//puuC//rhlE//rhtC//yahI//gsiD//queD//crl//yadV//gsiD//mdtG//argD//mdtA//groS//ugpC//dsbG//tsr//fimH//ykgF//pagP//yciA//mntR//yhbY//yjeI//mrcB//mtn//uspC//lepB//patA//norW//cho//rluD//serA//ygeW//lysU//fkpB//fecB//cysM//ybaQ//caiD//xylB//yhaM//dhaK//nagC//fdhD//yfbS//rsmG//hlyE//aroD//proW//waaL//aspS//glxK//mepH//viaA//fdhD//hslR//
GO_0098002_8	mutM//
GO_0098542_4	cysP//serA//nfsB//ydgA//murA//ubiX//miaA//rpmH//dosP//insI4//
GO_0098586_5	phnK//ibsA//rpsE//
GO_0098655_7	birA//gutQ//sufS//rlmH//betI//atpG//priA//ydeE//acrE//gyrA//yddG//lysC//pnuC//galK//nepI//cobB//yjbG//speF//gshA//bolA//gntP//ydeE//fliS//frmA//tdcF//hisS//iscX//mprA//nusG//amiB//cmoB//elfD//opgD//yneL//mutT//prfC//casD//dinJ//ydcM//gluQ//lldP//bioD1//ulaE//fimZ//ligB//pepB//mdtJ//yggT//spoT//insH-6//recQ//sapF//sfmA//queD//pheP//glxK//yjiM//ilvM//ykgA//asnB//hyi//fimB//fucI//yedL//rplP//pspG//greA//ydgA//prpC//manX//btuD//gltS//epmA//ubiF//ldrA//kdpC//leuD//fimF//ibsB//yiaL//lpd//lpxD//insI-1//fliM//potE//coaE//orn//caiE//guaD//yoeB//yciG//rcsB//uacT//phoR//elbB//ahpC//dtd//metE//dhaL//lpxL//uxuR//yebS//envZ//yfgI//lipB//leuE//
GO_0098656_7	rpoS//elfD//yqeG//fabB//ebgA//holC//dinG//arfA//crp//ghrB//allS//ilvN//yphC//sbcB//yafS//yfcU//nfo//cusR//yjhG//recQ//bipA//phoQ//rcnA//dppA//dgcQ//wza//rhoL//borD//arsB//zntA//acrA//yqiG//speD//proQ//kup//marR//argG//sapC//yfaE//ydiR//acnB//casA//nanE//nusG//rimP//cmtB//ydeO//fabA//gdhA//hemE//nrdG//nrfA//pspD//rplF//fabB//modB//hflK//pdeD//hipB//yiaO//ybeQ//nudF//yfbS//ompW//recX//rdgB//flgE//guaD//tusB//fecA//mlaD//yfbV//araB//mltC//sgcC//yjiY//pgsA//srlR//fdhD//carB//lhr//ftsW//ccmH//ftsL//mdtO//frr//nrfD//tdk//ycfH//uspC//pyrG//uidC//slyD//pepN//rffT//yihQ//mpaA//
GO_0098657_5	dnaC//bhsA//yjbF//ddpX//tyrA//metH//zraS//grxD//thyA//melR//lacZ//yhhZ//rbfA//gadW//fdhE//insH-6//argP//casA//ssuA//ravA//
GO_0098659_8	folX//hinT//
GO_0098660_7	htpX//ttcA//pepT//rplK//speE//erfK//tus//uraA//fetA//viaA//higA//udk//yebK//cpsB//qorA//tauB//cheZ//ytfE//dtd//ibsD//ttdA//tolQ//mcbR//yieL//glcB//ftp//rpoE//uxuB//putP//tcyJ//btuD//yjhG//hyaD//rhaM//hofM//rplW//ogt//oppC//ynjD//eno//ynfK//fkpB//nikD//paaB//ycjD//hisC//bsmA//rsgA//mdtP//rtcB//yraH//rcnR//rpoE//sdiA//glpA//ygbI//qseB//ebgA//creB//ychH//lgoR//potH//rhaT//csgE//msrA//hyaD//ycaN//acnB//rnhB//ecpR//elbB//murQ//paaH//narP//uvrA//rplW//crfC//
GO_0098661_8	ompF//gsiB//hisM//flgK//malX//yagJ//lnt//gspE//cheW//ygfI//crp//gatC//lpxL//afuB//pgpA//nrdE//tynA//frwB//malI//
GO_0098662_8	acrR//cynS//nupG//yjeI//hicA//frlA//speA//yijE//hypT//fabZ//nrdB//psd//rplI//rfaE//rfaE//cptB//tldD//ubiF//cysU//dacD//dtpC//fucK//satP//agaA//xylF//cysW//prfC//sgbH//cusR//yraN//ygjH//apt//ompG//gloB//ydiP//ung//mgtL//hybA//fdnG//rbn//kgtP//hupB//dgcN//topA//caiF//argE//hipB//cyoC//alsK//hlyE//eutK//asnB//gspE//ydjH//rplP//ligB//rimK//puuB//asr//argP//yadM//
GO_0098670_7	pck//
GO_0098704_7	pgaB//iraP//fucO//hpt//
GO_0098707_10	ytfP//
GO_0098708_8	tar//yahB//udp//glpK//
GO_0098710_7	fimF//cysP//
GO_0098711_9	speC//
GO_0098713_8	caiT//rhtB//yfaL//rplA//
GO_0098719_9	uvrB//
GO_0098732_6	potD//psuT//ralR//guaA//
GO_0098739_6	lysR//potD//dusC//trpD//dppB//asmA//yfeD//paaE//bioF//ortT//pyrG//tcyP//thiL//yjhB//yhjG//glgX//pgaD//casB//
GO_0098771_7	sbcC//coaD//kbaZ//srmB//speA//pstS//tatE//dppD//clsA//sapD//cysM//rpnB//mocA//rplC//nth//nagB//bioD1//ldtD//fucK//elfC//yneE//hflD//glgX//argT//garD//fadD//appB//yjjX//glk//allR//tusB//lolB//katG//adk//solA//dmsC//
GO_0098776_7	radD//yfhM//maoP//aaeB//ompN//
GO_0098795_9	rzoR//
GO_0098869_4	polB//fklB//ptsI//rseB//rplR//plsB//tpx//yqaE//dacA//potD//gfcE//mlaF//trxA//artM//fabZ//gcvA//dnaA//hslU//hofN//uhpB//phoU//lpp//
GO_0099046_5	ybdM//mltG//
GO_0099116_10	fepA//
GO_0099131_7	yfdR//
GO_0099132_7	yfdC//dpiB//lolB//mdtJ//pepD//pstC//chbG//yfdO//ygjR//mhpC//ftsP//basS//kbp//csiD//syd//idnD//queC//gntP//malS//yddL//malF//baeR//dacD//
GO_0099133_8	ffh//ubiA//nrfB//narU//rnhA//mtlR//pnuC//dppC//mutS//manA//ghoT//ydiB//crl//glcF//ugd//yjhI//rfaC//folP//thrA//ygcO//
GO_0099587_7	yeeL//dapB//
GO_0101030_8	obgE//
GO_0104004_4	sspA//fabH//add//plsC//gyrB//abgA//rpoS//pykA//hycB//ydgA//mtlR//yraN//rpmE//marA//ubiH//cas3//bioB//wcaC//cedA//bioF//uspE//rplA//mdfA//pcnB//
GO_0110017_7	lnt//
GO_0110095_4	acpH//rlmG//
GO_0140115_6	cyaA//ptsG//yraH//der//ptrA//
GO_1900190_5	gltL//pldB//dgcT//ampE//yhdW//mnaT//ydiP//msrP//osmE//hemA//rlmI//ycgR//rspB//
GO_1900191_6	nagE//kefC//dnaG//hsdR//
GO_1900192_6	dnaG//gpp//
GO_1900231_6	nagD//hofO//kbaZ//ribC//gabT//
GO_1900232_7	oppF//yejF//asnB//
GO_1900233_7	yajO//
GO_1900371_8	trxA//
GO_1900372_9	yihV//
GO_1900376_6	glpT//mltC//lpp//
GO_1900377_7	accB//
GO_1900378_7	map//
GO_1900542_7	priC//
GO_1900543_8	yhjA//
GO_1900704_7	nrfF//
GO_1900705_8	wbbK//
GO_1900725_7	ypdC//
GO_1900727_8	wbbK//
GO_1900749_6	dmsA//
GO_1900751_9	ugd//
GO_1900866_6	gudD//
GO_1901068_8	ruvA//cas3//fklB//bioF//yraI//cas1//parC//ycgR//ybaM//proC//caiD//
GO_1901069_9	ydfD//
GO_1901070_9	yebZ//barA//mcbA//yfaE//
GO_1901071_6	yfdK//elaD//tig//yhaJ//mnmE//
GO_1901072_7	argA//fryC//rho//yajL//
GO_1901135_4	fixC//uidR//flgC//ynfL//cysS//codA//hslU//dicC//panF//norV//nfo//casE//gabT//murF//ppx//phoA//pal//yiiE//yafS//cysC//minD//lptA//ghoT//prs//ilvB//pfkB//csgA//hyaD//bcr//dgoA//tsr//ppk//gspF//viaA//cysN//ycaN//metK//ompT//tolC//malK//gltK//waaL//hisS//astB//wrbA//umpG//atpF//galK//trpS//tauA//recJ//betI//agaR//gldA//dxr//pgaC//waaY//sapF//clpX//lysS//manA//cpsB//mrcA//yqjI//iaaA//yfdO//pbpG//cysN//cutC//dnaC//aaeA//ltaE//mgrB//pheP//scpC//dppD//yeeA//lpxM//gdhA//sucC//rhaA//opgD//ybhF//fixC//hofO//nadC//arnF//curA//exbB//barA//atpG//yigL//pflB//fieF//yjiA//argE//recD//yrfG//arsR//tufB//suhB//ybjX//yhcN//lldD//rpmH//ymdB//yegS//ptsH//dcuC//betA//yhjB//pspF//rpsM//flhA//rmuC//iraM//pstA//cspD//yehX//metL//essD//rplL//dcd//ynbB//fimC//emrE//elfD//rfaD//ynjD//mrp//fes//map//fmt//rplC//ulaD//yraR//yqaB//sodA//ybbW//ybfE//ubiF//yccS//rnhB//ompL//phnC//ybhG//eamB//rplT//fkpB//rimK//rppH//truB//cirA//soxR//ttdB//galE//rng//ogt//araC//yigL//hycH//galK//ccmE//yceK//fadA//cheZ//yciT//nirC//pdxK//patA//csdA//thiG//acs//ykfI//csdE//ycbU//rpsS//fabI//xanQ//nrdG//gltL//treA//yajD//ybhF//ycfJ//lldR//envZ//malS//ulaR//rcnA//uacT//kdgR//pabB//setB//pgi//rhsD//arcB//tar//tap//gatZ//ybjG//adk//dcuA//rlmN//adiY//csgF//recG//frmB//sgcR//arfB//arsB//entE//agaI//tatA//livM//yneL//rph//obgE//ynfF//gstA//torA//exbD//yagF//ybeF//glvB//deoB//proC//yqjA//rfbC//yidL//cirA//yibF//fimB//dacC//rplB//manZ//selU//nanR//rimP//phnG//ogrK//intF//mocA//yicJ//fkpB//prmC//yacG//ymgA//bcr//dnaQ//nmpC//aes//paaE//yiiD//yoaB//purT//sohB//yoaA//rfaC//yijE//astC//aspS//cysI//rfaF//yebC//rhaD//truC//hofC//
GO_1901136_5	etk//ygcR//adeP//leuO//hofO//fimB//ygfZ//uraA//yjjB//frvB//yjhP//tap//holB//rhaS//radA//cynS//fdhF//insA-2//mazF//narQ//fetB//narV//ogrK//fieF//pdxA//hmp//dld//yidL//norV//rodZ//metC//cysE//ubiF//ispF//ibpA//dgkA//ycbU//rtcB//yhjR//galT//recO//fimG//yddA//nrdB//nudG//hha//ybiY//hinT//clsC//ykgF//mioC//rffH//
GO_1901137_5	mgrB//mntP//hcaT//nimT//prpR//cpdA//recF//waaF//udk//gcvP//rplE//der//lsrA//abgT//yoeB//slmA//mnaT//hflK//murC//ybhD//frc//xseB//ulaB//valS//dicA//adhP//waaB//yfjV//hexR//tdcC//ydcZ//fetB//tdcA//srlA//eptA//tyrA//prpR//yifB//adiY//elaD//miaA//pabC//yebS//dsbA//hrsA//focA//trkA//gfcE//yhfK//lpxM//yieF//fucI//sppA//hisI//pepN//gntU//mrcA//dnaT//rplM//relA//nrfA//sfmH//pdxY//secF//livM//dgcM//purB//tehA//yfbU//exbD//ypdB//mlaE//ycjU//yphD//alaC//ytfT//gutQ//ycgV//tus//thrB//mltF//mltA//ccmE//glxR//dgoD//eutA//yjcE//trkA//fadH//hemF//panF//hisQ//ldcA//gadX//intA//pyrD//yihT//narJ//btuF//ttdR//cusB//ynaI//gsiC//ndh//acrF//baeS//mgtA//degQ//frmR//yccX//psuG//yneE//yddG//fhlA//yqcC//dcuC//maa//ssuB//holC//lysP//hdhA//yqcG//narX//pyrB//tnaA//fes//ispG//rplN//yjeI//dppA//lpxD//potC//surE//slmA//hemH//ibsD//yadI//hyfC//mcrB//cysI//modC//hchA//frlB//hisP//cheZ//livF//cysC//ivy//pldB//ubiX//ycbB//gatA//tyrR//rlmA//gadW//hfq//gyrA//amiB//sdaB//
GO_1901159_6	tynA//rluD//hyfC//
GO_1901160_5	speD//glpK//torC//
GO_1901161_6	potH//ccmH//yjjB//
GO_1901260_9	elfD//
GO_1901264_6	ybdN//nadE//ldtD//gudD//hypA//appY//motA//hupA//csgE//xapB//yehU//recF//ulaE//leuA//hslR//rrrQ//yahD//mgtA//wecA//dtd//emrK//uhpT//sgrT//mntR//entC//tufA//pcnB//ais//kefG//nudC//apaH//rplL//hofN//thyA//ubiB//clpP//mdtN//cysM//trpE//cadB//pstB//ptsH//uidA//glnL//
GO_1901269_5	ppiC//glnK//deoC//bolA//tisB//fecD//yfhM//rsgA//lhr//yeeA//yhhZ//thiP//
GO_1901271_6	hisS//ibaG//flgB//dtpA//mepA//infB//mcrB//yfjR//prpD//pgpB//acrR//rpnC//
GO_1901275_3	kdgK//
GO_1901281_6	parC//
GO_1901292_6	ycfL//idnK//nuoM//yoaB//yeeA//ytfP//pdeK//mntH//glpK//dnaQ//ravA//glpK//tsr//lysO//mnmE//asnS//yegT//truB//yagF//guaC//pckA//yhdJ//hdfR//sgcR//symE//yrbG//sulA//ibsE//gutM//ycaN//yagG//mglC//
GO_1901293_6	cadC//gmk//btuC//flgJ//mreC//insH-6//glmU//rpmJ//yihS//holC//srkA//yqeA//fhuF//appB//yiaJ//cyoB//rplF//sdhE//ugpA//fryC//gspE//phr//lgt//htpG//ampH//fabR//treR//sapC//rimJ//prmB//yibT//trpA//prpC//cvpA//rnt//exuT//ftsX//bioF//ndh//cysB//queG//xseB//kilR//cmtB//ssuA//yqeF//arsR//dcuR//spoT//hcaT//sthA//hcaT//speC//cynS//frdB//sstT//sspB//gpp//aceA//cspA//nlpI//cysI//insB-4//msrA//ndh//hisD//cysE//asnS//ftsP//nadK//proV//dnaQ//adeD//potI//metN//
GO_1901360_4	lrp//creB//matP//tamA//ygeR//pspD//yraK//queA//elfD//fixA//trkG//pgpA//phnL//yfiE//fdnH//yibH//ymdB//fsr//hns//rcdA//folD//cysP//fdnI//moeA//tatD//xseB//mltC//ygbI//napC//matP//hflK//phnJ//glnL//gatB//mnmE//yneE//phnN//ptsP//yrbG//tcyJ//glmS//adiY//ulaG//yihW//flgB//exuT//rpoD//trmL//ihfB//hemC//gadC//yjfP//seqA//srmB//fliT//mdh//rpoA//ybaK//ybiO//mltG//roxA//cadB//yjiX//rpsG//gsiC//bioP//erfK//ortT//aphA//rpmH//infB//dgcT//exbD//glpC//flgB//ybiH//ilvM//pyrC//yibA//yqaA//yegT//yfjR//ldhA//ybhI//lptC//gadB//araB//umuC//nanT//aldB//rbsC//yqgB//yaaJ//mtgA//hemH//melA//thrL//lysP//msrP//yiiE//uxaB//pphB//rpoH//metF//ybaE//gldA//ygeX//rcnB//idnD//nrfC//pppA//rutE//rpsO//yqaA//paoC//mdlB//dgcF//leuS//tdcA//torY//ldrB//hemG//btuR//gmd//yceK//envR//argF//gshA//phoB//fur//rpsQ//pdhR//alkB//ssb//prfB//rnhA//gor//hcaB//bamA//ynhF//mepA//kbaZ//insI-2//yigL//yabI//allR//glvB//narI//hdeA//lipB//msrQ//betA//csgD//elfA//ydhC//map//fimG//cmk//pgpA//acrB//sdhD//fdoI//waaJ//tomB//truA//ygjR//fetB//treC//gspF//rplJ//nlpE//csgF//maa//tcyL//yiaL//acrZ//etk//mrr//holB//nrdR//folD//hexR//citG//argI//dcp//baeR//btuE//lysU//cysE//ccmD//yajR//rhsD//ribD//rbsB//metI//nemR//basS//gfcE//nrdI//acnA//frwD//intS//clsA//cmoA//agaB//yggT//gppA//cysI//dmsC//rpoD//uvrD//uvrY//pcm//speD//ybbN//idnD//yebZ//lapA//garK//nrdR//fryB//cpsB//sfmH//rpsT//uup//ytfT//cstA//glsA2//gshA//ybiJ//btuR//trkG//yjhP//ycbB//bepA//galP//sbcB//trpA//aspS//crcB//hybB//rnlB//kbaY//rhaR//yiaA//purB//astC//hybF//ybdH//intE//ubiX//hyfC//gudD//ybdN//mntR//yraH//ycgR//parE//ridA//fdx//rep//lasT//ymgC//prpB//tbpA//kefC//ydiR//rzpD//ytfP//livF//gcvA//alpA//yedF//opgB//cspC//yjjV//cspA//citC//hycA//sucC//ynjA//dgcF//asr//mdtP//yidK//zinT//pepA//pdxJ//oppA//bioC//ppsA//rffC//rplQ//galK//acnB//azoR//livM//trpS//pflA//hypD//yhcF//cheB//yieE//ypdF//ilvA//ubiA//thiE//sgcX//yeiL//polB//aroK//prc//pfkA//zwf//hyi//basS//appC//nth//ecpR//sppA//puuA//psuT//yraJ//topA//rplA//nuoB//trpR//sgbH//nusA//fepC//yhjC//hdeD//dinB//aroP//eutK//ygaH//ychO//greA//ptrA//cyoD//ibsE//mraY//yafS//cydD//rfaB//yebK//argC//bepA//puuD//gcd//ubiH//glmS//udk//yeiG//rfbX//ibsA//nuoG//gltK//basS//bamB//yciH//livM//cynS//flgG//amiC//rlmH//cdgI//preA//yggW//yqjH//evgA//parC//yeeO//gudP//rplB//thrL//crp//rhaM//mglA//tdcR//yehU//dadA//msbA//yehU//hokB//elbB//oppA//corA//murF//betI//ydeM//znuA//preA//menF//ybaT//malI//pdeH//malZ//xisR//gadC//intA//rfbD//rluE//gcvH//yhbO//paaZ//cas1//sbcB//sapA//lgt//recR//ubiG//ybeY//mreC//gudX//wzzE//gstB//tonB//nepI//cdaR//abpB//ygbI//rlmM//cmk//yfgI//cutA//exuT//ychO//hicA//groL//tolA//lldR//proX//zapA//yqeG//uxaA//nrdD//tnaB//ispH//speE//yidK//rlmB//rho//codA//sstT//tag//lysR//miaA//mdtP//yceO//ykgO//hybB//aroE//rcnR//exuR//yjiM//dgt//cadB//yqiG//mog//paaB//uhpT//cyoA//pyrL//rhsD//aroP//yggX//ratA//rssB//ydfH//fimB//pntA//rnlB//clpP//hypE//glxR//eutN//nfi//recR//yhcF//ypdB//ymgA//ahr//syd//cheW//elfC//mmuM//ybcJ//cho//glgB//hxpA//aspA//yoeB//chpB//cysB//aroD//uhpC//gspI//ydiQ//yraI//ycaN//pdxJ//ydjH//ybiO//hicA//ltaE//arnB//ymjB//pyrE//ymfA//cstA//cusA//glnP//nirD//ytfP//entE//shoB//hdhA//ptsG//dgcQ//dmlA//cusS//cyaY//grpE//fetA//tsaE//yqgB//nfsB//rimI//hinT//hokB//lolC//phnN//xylR//yiiM//phnG//pflB//yagI//sfmA//tmk//yagI//menF//nfuA//rnhA//fryC//ygfZ//pdeF//yieE//ftsX//ybgQ//groS//ddpA//yhbS//iap//ydaN//metQ//hybD//rsmJ//garL//rplN//ilvM//rrrD//cpsB//sufE//thiH//hemB//ytfR//gph//yraJ//deoD//sucC//yihR//sdaB//ftsW//ybdM//uhpB//kdpC//dnaA//gapA//mngB//fimD//eamB//yihV//yafO//kdgK//yehT//diaA//gntR//skp//folC//idnT//dusB//rpmC//slyA//zapB//fdnI//yraN//ppc//rnt//intZ//sfmD//purF//yneE//paaX//sgcR//tolC//fliT//ybcQ//yfaV//selD//codA//dmsC//alaE//hcaR//ynaI//argO//bsmA//yacG//yeaK//parE//narZ//exoX//asr//dsdX//yqaA//fecC//menI//mdtF//pabA//rplO//dnaN//yjhI//yhbX//ubiC//xerC//yphC//envR//yihO//chbF//ybjG//frlA//frsA//stpA//lptA//hda//glnL//hypE//hyfR//ygiV//setB//feoA//ybaT//treB//pbpC//hybE//cdgI//pdxA//nirD//viaA//tktA//hmp//sapB//rraB//deoD//thrB//mdh//narP//gntU//nagA//yehZ//flhD//ydeO//tar//nagK//glxR//mntS//thiG//livM//dsbA//yiaF//paaB//treC//blr//lpxD//mdtF//lolB//mug//rpnC//rhlE//alaE//nirB//prpD//arfB//proX//ydbK//groL//tauA//proW//yqaA//napA//ykgM//yfdO//trmB//pepQ//yfgJ//elfA//thiQ//yebC//scpB//ccmG//lgoR//holE//yhdW//parE//etk//livG//paaH//fryC//fliS//ccmA//nadK//nlpA//ybhR//nepI//rclR//mdtL//tdcG//yceK//yhiM//yjhI//hycI//rph//purB//ubiB//aroD//rpnD//ybgI//frlR//shoB//yjhH//recF//glcF//dnaQ//gsiA//djlC//pdxH//betI//yfaV//ivbL//rcsC//osmF//yqiH//ydcM//yedP//bioD1//nrfB//arnA//proV//lldP//fliL//ibpB//rsmH//secB//bcsA//opgD//
GO_1901361_5	ubiB//yicJ//etp//dadA//ompF//decR//yfjV//frwD//yaaA//cheB//dppB//sbcC//argC//nagD//cas2//sgcX//tatB//casA//ppiD//htpX//hicA//ompT//glsA1//btuB//gapA//aer//yibT//paaA//yggF//panF//deoA//rlmE//trxA//narX//entS//ralR//flgF//adk//grpE//pdxA//ynaE//ybhG//dmlR//mhpT//eutR//flhE//pbpG//glgA//accC//eamA//yjhP//yejF//xerC//miaA//yraR//rtcB//pyrB//sapB//hscB//acpT//fdhD//mgtL//rusA//yhaV//thiD//radA//yecS//mcbA//cutC//hmp//fepD//fdhE//ygcR//galU//garK//gshA//pdxJ//yoeE//tktB//tdk//yieH//nrdI//glyA//srmB//sppA//tsr//hipA//hha//ihfB//umuD//ssuA//rimJ//fryB//yegT//feoC//kefG//xylA//tdcB//ulaF//glpK//gsiA//oppF//dcuB//ilvA//idnK//gabP//pth//mdtJ//yejA//osmF//yhbS//fhuD//narI//cvpA//cyoE//tufA//rcdA//tdcF//yehB//cheA//rapA//uxaA//ompT//add//fhlA//pgaD//
