#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hxpA//rzpR//cysS//recR//
GO_0071897_6	yehY//moeA//rlpA//cmtA//paaE//lolD//yeeA//osmF//hemN//mnmE//insA-1//murP//cysC//sulA//otsA//yhbX//acpH//rsmH//ampH//kefG//
GO_0071915_9	nadD//
GO_0071932_8	pinE//
GO_0071934_6	carA//fucO//fimI//
GO_0071941_4	livK//metH//flgB//ydcZ//ybhS//dtpD//nusG//cspD//glyA//
GO_0071945_7	ldtA//
GO_0071951_8	proQ//
GO_0071963_4	metH//
GO_0071973_6	tnaC//hcaR//rpsH//mdoD//hflX//ybjN//panD//focA//hybA//proW//insF-1//yegT//murP//nagE//lysA//hcaC//fabG//kbp//fixA//pgsA//metF//rstB//moaB//trmB//ddpX//yeaV//ygcO//hcaT//glpB//yehT//ftnA//
GO_0071975_4	phoA//
GO_0071977_5	ompN//
GO_0071978_7	nuoF//wrbA//lldD//acnA//bioP//metN//yfcG//ruvA//trkH//allD//aceK//ygiB//glnK//creB//
GO_0072321_6	adk//mdtP//
GO_0072322_6	yghW//
GO_0072323_7	eutN//
GO_0072329_7	appY//nadB//ariR//eutK//paaG//endA//yicJ//dnaB//ydeM//insB-2//argI//frvB//nrdA//chaC//mepA//torI//fimG//menB//lacI//rcnB//rpnB//rraB//livH//rna//lpxB//ampH//ymfK//arfA//eptA//nagZ//eptA//dgoR//yjhI//trmJ//mlaD//pepT//ydjH//cedA//araH//rzoD//bamA//murQ//mdtJ//dsbA//maoP//hycI//hsrA//insI-2//srmB//speE//thiP//livF//fadH//rlmM//tauC//yhhY//mug//ssuD//evgS//ynfH//bipA//mltD//glpA//lpp//essD//rtcB//kdgR//ydcT//betB//manY//aspS//recO//sohB//dctR//ychO//ade//ytfR//mtlR//feoB//gltB//flgJ//
GO_0072330_7	acnB//smpB//rpmA//yacG//mdtQ//opgG//ybgP//hpt//yejA//pyrH//ygbL//rlmH//mdtC//yhhY//artP//yedF//dacD//ybiY//secD//prfA//kdgK//dhaK//aceF//sanA//rhtC//bcr//dpiA//trmJ//cysN//csrD//rpnD//entC//pspA//yhbY//argG//afuB//garD//mreC//glsA//ftsX//ybgI//fucI//kgtP//yfaL//gudD//rlmN//waaP//gatD//ybeY//asmA//miaA//ynfE//casD//rssA//malG//ydaV//gcvR//mdtO//
GO_0072337_6	cdsA//araB//rpmJ//pheP//ribA//yedL//ssuD//hdhA//bioH//argC//hupB//pdxK//rsuA//ybbW//gapA//ttdA//treA//htpX//hflX//rplI//tsaB//yfhH//solA//yejF//ilvA//clpS//
GO_0072344_7	ppc//rbsD//rpmF//fur//
GO_0072348_5	rzpD//yhbQ//eamB//hcaE//preA//frvB//ycdY//blc//intQ//yidE//hyaA//yraJ//lexA//pdeD//rplI//queE//agaS//waaH//rimO//kdpD//cpoB//yihT//asr//fliG//cynX//fis//sgbU//treR//rpsA//flgD//rlmE//rutE//tdcR//mnmC//recX//pabC//tap//paaF//pinR//murQ//
GO_0072350_7	hyi//dhaR//rpsP//yidR//nrdG//ompL//alkA//yebK//rpe//fimF//rluB//tisB//yeeL//rimL//araF//ackA//dtpA//rluA//
GO_0072488_7	rclA//rpsQ//intA//ydcP//narG//ratA//fadA//
GO_0072490_6	flgG//ung//
GO_0072491_6	lptA//cmk//
GO_0072501_7	ldrB//
GO_0072502_7	macA//
GO_0072503_7	nrfC//cas2//
GO_0072505_8	torI//
GO_0072506_8	nanE//
GO_0072507_8	tufA//ybfA//wbbK//
GO_0072511_7	rseP//paaC//luxS//frlA//yggT//dtpB//fimG//mioC//rpsE//glnE//rsmF//cspD//ilvE//thiM//iraD//ptsI//alaE//
GO_0072512_7	gatY//asmA//recQ//kefG//putA//acrB//ubiJ//arsC//yggE//cmoA//secG//gnd//
GO_0072521_5	mltC//hypF//mdtO//dnaK//ygjH//sgrT//arnB//frvA//pfkA//nac//hycI//sdhA//yciT//preA//torI//ldtD//fmt//yidE//ubiD//ilvM//clpS//pgpA//xapA//yieH//proV//recE//glk//speA//mraZ//bisC//skp//ybiJ//dusC//yjaA//valS//crr//rsmD//yfbR//csgD//mngA//trpGD//hscB//yajL//dcuC//ompW//yhjB//ftsN//tehA//ppc//araC//yahD//melB//hemG//prkB//rcsA//rfaH//yodD//sulA//ykgM//yneE//nikR//ytfQ//blr//gspJ//ydjK//ibsD//glnK//gcvA//
GO_0072522_6	lldR//hdfR//mepS//pliG//hslV//wcaB//uidC//phoR//recT//iaaA//kdgK//xylF//ygfI//hemE//lepA//ebgA//rplO//yiaF//bglB//fadL//gph//mnmE//dtd//patD//nimT//narV//dinD//gabP//yhbO//puuA//ydeO//rspB//ycjU//pphA//csgF//tldD//ffh//kgtP//yccX//cpoB//ybdO//yggT//dicC//
GO_0072523_6	nfuA//yjeH//hcaC//hflX//bepA//nagA//ldhA//hslV//uvrD//fmt//yidQ//deoB//
GO_0072524_5	rfaF//ubiE//purA//asr//ndh//aidB//pagP//yafQ//narU//lapB//yiaB//wzc//waaG//gpmA//narW//sspB//slmA//holC//yahI//dgt//glnD//speF//cptB//galR//bcp//frmR//yehW//ralR//cpsB//lolD//narH//gltL//ung//clpA//eutA//ddpX//hisB//arnB//malP//mrp//bioH//acrB//gsiD//bioD1//recC//hybE//ldtD//
GO_0072525_6	yfjV//folM//glgX//ynbB//tyrB//nrfE//rpoH//frc//lacZ//rfaG//rsgA//metB//pppA//lolE//msrC//cpxP//yeeO//topA//ispB//rimO//pflA//cpdB//purL//ebgR//tsaC//mpaA//opgD//betB//glsA1//appA//mngA//tsr//tsaB//pabB//ebgR//hypA//rfaB//
GO_0072526_6	murR//pdeR//
GO_0072527_5	phnI//entS//ilvD//yggP//ybcC//rplL//ispB//dfp//spoT//yehZ//ydgA//menF//malK//dppF//ispG//adhE//yehT//pdxH//ynjA//aidB//ygjH//yhfK//gspF//envZ//yjiR//mmuP//mngB//ydiB//pntB//nuoE//waaA//pdeD//sulA//ygfI//bipA//mdtE//srlE//leuE//sutR//folA//rutB//rssB//envY//putP//ldtE//mscM//sbcB//yadK//nagA//glgX//metK//pspF//amtB//deaD//ymjB//rpoA//flgD//
GO_0072528_6	modB//suhB//malZ//bioA//treC//msbA//gfcE//yafQ//yfhM//yfbR//ymfK//msbA//gabD//rhlE//pinQ//amtB//mqsR//metH//ypjD//der//trmO//norR//glnQ//fdhD//bhsA//aroB//gatZ//frlR//glyA//
GO_0072529_6	rfaG//bglA//ydcT//yfbU//sgcX//ugpE//rrrD//lon//relA//yhbS//glcA//fumA//dnaX//yciV//tcyN//dnaC//aaeB//ilvI//sanA//paaZ//ydcM//rhtB//symE//
GO_0072530_6	ahr//truA//flgG//ybdH//
GO_0072531_6	sxy//aas//nanA//ybdO//yihW//proW//
GO_0072581_9	rcnR//
GO_0072593_4	nikB//yjbH//ivy//fur//fpr//cdh//casA//bacA//nikB//
GO_0072594_5	uvrD//
GO_0072599_6	ycfJ//
GO_0072657_6	rraB//gloA//paaH//ydfG//aspS//mrcA//rfaD//rluE//mug//uxaA//tesB//glnE//ygeW//hisI//ruvA//ycdY//rdgC//
GO_0072714_5	holD//
GO_0075713_7	cmtB//livG//greA//
GO_0080033_5	dhaM//mdtD//
GO_0080090_5	idnD//rlmN//hrsA//ybdR//npr//waaJ//glmU//degQ//rfaB//topB//malP//cadA//mdh//tcyP//ilvE//prfB//ydjL//yahD//narW//yphF//tktB//ccmF//lasT//sufE//rutD//rfe//tauC//bioF//pdxJ//rnc//gltI//fdoI//yjaA//lipA//yadK//nagA//ycgR//pspF//pckA//tyrS//selD//csgG//fklB//yraI//glsA2//mepS//rpmJ//hypF//hypD//elaB//xanQ//caiB//hemB//ychO//waaJ//folP//ftp//ygeR//ydhQ//mepM//tamB//sgbE//yahF//yghB//mltG//sfmA//ftsX//yqiH//ytfP//envY//lptB//yjiX//rlmF//gsiA//araC//cnu//cvpA//shiA//asd//rpsL//gstB//yhjA//alsB//yafC//sgbE//yccA//solA//ydaC//ymgA//narW//gatC//rnd//trpD//ulaB//bglH//rpoA//yjfP//rusA//mdtK//glnS//infC//fecD//btuR//emrD//atoB//uspE//aaeR//rplA//dnaQ//argR//gapA//hxpB//gcvR//yjbG//arnT//pbpC//aspS//paoC//hexR//yfbU//tktA//yhaJ//elfA//pgl//yeeO//raiA//mprA//ycjQ//trkA//cas1//betA//yeiL//fimA//tauB//mqsA//tdk//cynX//ghrB//hofO//pheS//yhbY//emrY//preA//gltP//ispF//crp//phnO//queG//ldcA//ydfD//murE//rlmC//guaA//speE//lptB//flgB//rpoA//uxuR//nrdR//tdh//speC//cdd//thiM//surA//dusC//yggW//gmk//scpC//fepB//rlmB//rluA//proA//ypjD//lnt//ampG//ydbK//trxA//yeiG//rhaD//cysP//btuR//oppB//fadE//envR//narI//murC//alsC//yfaE//nmpC//lpxK//lsrG//narQ//bioD2//yidE//rfaC//hofQ//prc//dacB//hybB//fdx//atpB//insF-1//yfdC//ygdG//ydiZ//lacZ//glmM//rpmH//xanP//rclR//alaE//tatD//cyaA//cpoB//queD//dapB//yehT//gcvA//ybhJ//ydaV//suhB//ygfI//rfaH//shoB//ghrB//dpiB//rpsD//feaR//deoR//tyrS//gpp//nrfE//ycjR//pdeH//paaJ//yfgO//ygjR//hisQ//phoP//aroP//mltA//nadE//mhpD//ccmH//rssA//prpC//prmA//pepT//yhcD//cusB//yodD//ycfH//ssuC//bacA//pyrD//ycjY//fadM//fruB//ccmF//idnK//kdpF//insI3//tsgA//rdgB//mtr//rseP//ycjQ//fixA//ddlA//zipA//yfaL//yihQ//rpnB//yejB//yjaA//pyrD//gabP//lsrG//citE//yhaO//srlA//gltB//yceO//ydiK//ygbM//recA//frmB//hscA//napF//pdeH//yefM//envZ//rplW//lpxH//ilvL//yieH//higB//bhsA//ybgQ//otsB//dusB//sgcX//tldD//uspG//hisP//kdsA//panB//yciH//proP//cyaY//tatB//yhcH//melR//yihX//acrD//tsaE//ybaE//glpF//ldrD//hexR//potB//potD//yhgF//cmtA//gpsA//rpoA//xerC//pdeL//ubiE//ydhJ//arnA//argT//yjfP//metF//pnuC//cra//tauA//kdpB//fhuC//lpxH//cdgI//fabZ//ycjD//cspA//borD//
GO_0080111_4	yqgF//livM//
GO_0080134_5	recX//
GO_0089705_7	pheS//yqiJ//
GO_0089709_7	bglA//atoB//
GO_0089718_7	fadI//argT//ssb//yhaO//yidD//flhD//ppiD//nuoB//yhaM//rpnB//
GO_0090066_4	pyrE//menB//yihT//mdtK//ybhS//
GO_0090068_7	sspB//
GO_0090069_5	rhtC//rnhB//bcsQ//
GO_0090071_6	adk//ilvM//yqjH//
GO_0090087_6	leuS//lapB//fiu//
GO_0090116_7	yahK//
GO_0090143_4	dmsB//
GO_0090150_5	ybjL//degP//hemC//tauA//ycjU//grpE//ompT//yjbE//ileS//ynhG//purC//gapC//
GO_0090304_5	aqpZ//rhaS//araB//yegV//astB//yfeX//insA-2//ygaZ//frdA//nemR//yidA//sdhD//yohC//ulaF//yfeX//sgbE//cpxP//ilvE//cysM//agaV//yiaF//queE//hscB//priA//maoP//ftnA//hemB//mrdA//rzpR//nsrR//flgG//rspB//ybdN//lolC//murE//lpxD//phnJ//tag//abgT//pyrL//acrE//cspE//surE//chbA//modC//yehA//fur//cspB//evgS//cpxR//raiA//yghO//prlC//arsR//fimG//kdpE//purC//lyxK//yphB//hyfR//phnJ//yiaO//ddlB//hdhA//yihT//rph//purL//cof//yadI//bacA//nrdD//argA//gatD//nrfC//syd//folP//oxc//ydiQ//atpF//ebgA//mutH//livJ//ldcA//fdnH//yghW//luxS//perR//trpGD//scpB//rspB//aroC//eco//yhcH//insH-6//mdtA//ralR//trpC//tomB//mdtN//serS//argC//argI//mrp//msrP//entD//ravA//fimD//narQ//yqeA//sbmA//insI1//panC//rplY//hycA//borD//yraH//oxc//gutQ//fhuC//osmY//ghrB//asnS//rsmJ//fadB//atpH//wecB//caiE//mrp//cedA//waaO//gnd//mdtC//hokB//yfhH//feoA//surA//eutR//yhdW//yjcE//nemR//pgpA//mscM//stpA//citC//mtlR//tmcA//lldP//frmB//ybaM//iraM//gcvR//nrdI//exbB//yeiE//ynfH//narL//lpd//phnO//rplR//argK//preT//argF//patD//feoB//hchA//clsC//argI//purU//hiuH//ybdR//decR//gadC//nanT//hupA//yehP//rlmG//cptB//stpA//phoA//arnF//elfD//pspF//modA//maa//hisA//mdh//waaB//cho//cydC//mtnN//mnaT//yahD//uvrA//cysA//hemN//mtgA//yjiM//secY//pfkA//rrrD//zntA//uhpA//aroK//orn//rpsJ//ldrA//rsmC//essD//yafQ//wecE//yhcD//rplX//mipA//trpA//cdsA//wecC//bamA//yihX//rlpA//scpC//gudD//serS//rsmG//agaV//ybjD//mdtM//baeS//melB//prmC//mlaE//modA//yciG//bssR//pdhR//kdpE//phr//gloC//hyfC//wbbK//rpmH//pflC//sdaC//cycA//cnu//rclB//elfA//bioF//yfeX//ynjA//nrfC//mrcA//pykA//fes//yfeW//pyrL//rluB//sseA//bioD1//yahD//hypD//ybaQ//ykgO//xanQ//arnE//gudX//hypF//dgcQ//pckA//ibpA//ldrA//guaA//torD//hxpA//lgoT//gabT//rlmC//mnmA//afuB//napF//cra//yceD//pncB//cobC//bglF//lsrC//rseB//ybjC//mmuM//hybD//nuoE//gcvR//fdoI//ygbM//intS//lsrK//ykgM//gadC//dgcN//yhfS//yfhH//iscU//grxD//rlmC//gloC//curA//sapF//hcaC//aroP//ybaM//ybeQ//nuoL//chbC//narK//gstA//mgrB//hinT//yjcO//hrpA//torD//dgt//topB//slmA//afuB//shiA//ppc//rlmG//ygjR//ulaE//ydhQ//agaD//rpoS//trmB//ulaE//allD//rplA//rzpR//hrpA//rfbC//ompW//rpsL//exbB//yjjU//yjtD//insI3//fucP//ynbD//phnO//dapA//glsB//ybiS//argI//cynS//tmcA//yfdC//nrdG//pspD//gadX//ptsI//ldtB//cycA//glnK//rffT//torD//mocA//fliM//tomB//norW//slt//scpB//elfG//rffH//alsA//minD//pspG//ynhG//yfcR//yphB//nadA//tehB//arcC//wecC//csgD//nanR//qorA//mdlB//corA//mnaT//ybhI//ftsH//yidK//yafS//yodD//soxR//kdpC//yoeE//clsB//tatB//gntP//secY//tdcF//sspA//yeiG//allD//folX//frwC//phnG//allR//dnaE//yafS//rhtA//gatC//waaB//malX//ycjQ//yjbH//yeeJ//folP//prlC//potA//rplM//ftsN//ybaK//rmf//mfd//mrdB//pntA//trpC//wzyE//bdm//oppB//caiD//nuoF//proQ//phoU//minD//arcC//dbpA//corA//lsrG//bipA//yahI//acpT//hcaT//cspE//tpiA//
GO_0090305_6	ydjK//pspC//acnA//rpoH//yebZ//yidK//fieF//yjjW//pnuC//cysU//napC//ssuB//mgtA//frwD//insK//oppB//aroC//waaS//thrS//waaP//fimH//rcsB//ydaC//insE-1//hinT//pdhR//pflB//holB//thiH//iap//trkA//entB//thrC//gutM//gatY//dnaX//rph//yfgJ//vsr//syd//cycA//hfq//mhpB//clpA//ubiJ//csgF//ldrA//gntK//yhiM//nrdD//murJ//murD//rtcR//murC//tadA//yebS//elfC//puuC//elyC//erpA//citX//narL//nei//rlmJ//insI-1//cadA//iscX//tolA//yehP//ulaB//aroH//sodA//phoU//fimC//eutA//mrdA//rfaQ//tdcC//yafE//yraH//thiP//
GO_0090313_8	dmlA//yhhZ//
GO_0090329_8	tadA//gltX//yjhB//glnQ//ptsP//priB//sodC//
GO_0090347_6	uxaC//
GO_0090352_6	hofP//
GO_0090357_7	glgA//tdcA//
GO_0090358_8	ybiH//
GO_0090407_5	srlR//fes//yneE//torC//greA//argI//ybjI//potH//yfbU//intQ//fadR//fucI//entA//tsaD//rpsL//rluA//narJ//gatD//bamD//moaC//stpA//sodC//metB//elaD//prlC//selD//arnA//galR//hiuH//narV//fimG//lolE//yicJ//ridA//acrB//ompL//yihR//hybO//recR//slmA//hisD//dcuD//cadC//yjiY//torR//rplF//frsA//narV//yiaM//yfiE//fixA//crr//rnpA//cheZ//cydC//ygiB//bioA//lysO//yegD//ariR//relB//sfmD//fkpB//uhpB//insH-5//trxA//yhcF//ydhK//nhaA//umpG//cpxR//osmY//yehW//acpH//yhjD//pdeD//ybcC//tcyN//rlmM//parE//nupX//yahD//yhcD//hemG//guaC//ndk//betB//galT//holC//fliM//dppA//greA//mnmG//malZ//malS//idnT//dacD//ybhR//ydfD//nhaB//ygbL//ptsI//ybiY//tufB//cpdB//cho//fmt//cho//galU//fic//ulaB//cysS//cysB//lldP//hipB//yehP//rlmE//gyrA//kefG//emrE//gltB//fliZ//elfC//hemH//pabC//dcd//prpB//syd//cusB//minD//ybiH//
GO_0090487_4	ybaO//
GO_0090501_7	menI//rnt//sucD//treC//xylA//glpC//nagB//mdtN//yfbV//hcaE//srkA//hupA//yeaK//sfmF//arsR//polB//malG//puuB//yiaL//tar//sapC//xylE//deaD//phnO//recG//sdhE//lptG//tisB//ung//rpiA//agaS//dctR//
GO_0090502_8	rplJ//pyrD//idnT//cdgI//glyS//yehZ//yjhH//entF//tufB//cstA//rimM//ilvI//speD//tyrR//yjcE//yjjB//degS//yfdK//pnuC//msrA//feaB//
GO_0090503_8	dinQ//dacC//cueR//cyaA//trxA//sapF//secB//katG//
GO_0090529_5	yhhZ//chbA//sapB//sgcB//rplS//rsmA//
GO_0090540_10	ybdH//adeP//mscM//
GO_0090549_5	frdC//gadX//
GO_0090605_5	panD//recD//ygbI//ftsE//lysC//pstB//rfaQ//ydeO//yijO//
GO_0090609_6	uidA//hipB//fimG//rpmA//bamE//dbpA//minE//glcA//rhtA//
GO_0090662_6	arfB//
GO_0097035_4	hcaC//cvpA//
GO_0097056_7	asd//
GO_0097164_4	galM//yfcF//yceK//fabH//yhbO//ssb//cyoD//gatC//glpR//moaD//dnaJ//rtcR//dcd//sucA//ychO//yjcS//cecR//xseA//btuR//lptE//mngA//mutY//nei//bioF//fucP//ydiZ//
GO_0097237_5	insA-2//yihQ//fepD//narW//rcsD//casE//amiB//waaG//ldrD//glsA//
GO_0097264_6	mcrB//
GO_0097286_10	folC//
GO_0097292_8	viaA//
GO_0097293_9	rutA//
GO_0097304_7	mcbA//
GO_0097305_5	ompW//bssS//fimC//rpsR//gstB//yjcO//
GO_0097339_7	pth//
GO_0097366_5	ygfI//ybjG//dicC//
GO_0097428_6	tauC//aes//sucB//rsmG//thiM//yhdZ//torS//
GO_0097435_4	arnT//glcF//
GO_0097501_4	htpX//
GO_0097502_4	yjaA//
GO_0097510_7	yqhD//
GO_0097532_4	ung//
GO_0097533_5	yjcE//
GO_0097577_5	murE//tcyL//purL//
GO_0097588_5	gltK//dnaA//chbF//dmsA//eptC//elaB//selB//trpE//qseC//sspB//bioF//rarD//thiG//rnr//pyrH//exoX//yjaZ//argT//ddlB//yjjX//allD//mdfA//icd//flgI//mltA//mdtN//cpdB//galR//allD//mdlB//kduI//
GO_0097638_8	xisR//aspA//kdpA//rdgB//
GO_0097659_7	rcnB//eco//yfbV//ftsI//fimB//fliA//yjbB//edd//mglB//radD//pheS//ybcJ//frmR//parC//ypdI//pepD//holB//amiD//rluD//dgcE//preA//yqiI//tpx//narJ//wzyE//aroF//pppA//dppC//sdhE//dcm//nanE//nrfF//yadG//yphC//ibaG//patA//ivbL//pliG//pyrG//pitB//ygiN//tsgA//gcvA//cptB//tauB//guaD//uxaA//yjhH//yeeJ//sapA//cspB//yjaZ//proQ//ftsZ//yagG//recC//iaaA//entH//metF//cynX//hybO//pal//oppC//yfjR//mrcB//appC//pdeH//zraR//citG//glvC//prpB//cytR//rnpA//amiA//mreD//radA//aspC//htpG//queD//cadC//yqgF//yhjC//yebG//grxD//tdcE//ssuE//yjjB//ubiX//betI//narI//yegS//malF//tdcA//gatC//sapD//mreB//yihS//rfaB//pepQ//agaD//sppA//ynbD//dgcT//narG//hprS//brnQ//gspJ//recC//lptA//umuD//yjhC//fimD//araA//fumC//rimM//ompC//csiD//potH//dicC//
GO_0098002_8	ppiC//
GO_0098542_4	recB//yhgF//fruA//yfdC//yfaL//nhaB//bcr//rihC//asd//nrfC//
GO_0098586_5	cedA//ribD//rplC//
GO_0098655_7	tnaC//gnd//mmuM//narI//lolB//nrfG//xthA//bfr//htpG//acpS//yhhT//fieF//pyrF//ttdA//yojI//glcC//fdoG//hycH//ymdB//yaiP//clsC//fliK//yieE//gspI//hybC//citC//mreD//malI//ydcP//rpmB//mpaA//ydiO//aspS//ppx//ssuE//ydaV//yjaZ//fdnH//speB//amiC//astC//dcm//dsdC//dacC//nudC//dnaQ//zur//mrr//oppC//ompR//zapA//yiiE//ynfE//ypdA//yibH//aroG//fucK//glvC//mglB//opgG//recX//thiH//osmE//bioB//lldD//ptsN//tdh//eno//frmR//insA-1//cedA//sgcA//rmf//gntR//cspA//mazG//cspA//mhpT//lldR//nrdH//ttdB//gadW//glgP//kdpB//ydhQ//prmC//waaB//cydB//alsK//nadD//atpC//ynfH//hisM//rbbA//ftsE//chbA//stpA//uxaB//mepS//folA//menE//alsA//idnD//rpmH//fcl//rlmL//
GO_0098656_7	rcsB//ulaG//phoU//yqiG//yqiG//thrS//rfbD//aroL//cutA//pgaC//yrdA//insI-1//yfaE//fdnI//ynbC//phnM//kch//yfcQ//opgE//mdtA//araD//mqsA//htrE//idnT//yigL//dcyD//dsdA//greA//adiC//fliS//metI//yihV//rhaS//phoB//btuC//pepB//amtB//sapD//wecB//gutM//waaU//ydiQ//yehA//mltD//ung//glnS//amiD//flgD//frlC//cheZ//nikR//yadC//yidA//speA//cusA//ompA//dapB//mscM//appC//trpA//hemE//kgtP//focA//dctR//hslJ//zapA//ybdR//tilS//spy//malP//mdh//yfgI//mdoG//phnH//umuD//ydgA//phoA//trpL//intE//wcaB//pntB//wcaC//yraJ//dgcN//paaZ//hemA//adeQ//purA//tamB//ydiR//dinG//lacI//ampH//ygeX//ftsH//csgB//aroC//
GO_0098657_5	sufC//mdtL//mdoD//cutC//yehW//bioD1//surA//insB-2//sfmH//topAI//yfcP//ebgR//envR//ydeT//ebgA//cadA//dhaR//rutG//yigB//nudF//
GO_0098659_8	crfC//pdeK//
GO_0098660_7	yebG//nlpE//mutH//bioD1//rtcB//yegS//pdxJ//paaH//pal//oppA//casA//eutA//satP//ssuD//rffC//ybiW//hypT//dnaX//ftsY//hemE//rffC//lpxL//adeP//cusB//glgB//sufE//uvrA//sugE//hybD//dcuR//dgcE//afuB//leuD//lsrB//cheA//yciE//nuoN//plsC//rna//etp//uxaA//pepD//glgP//dppD//ykgA//ycaN//gatC//insF-1//allC//ydfH//casB//mscK//nrdI//rpmH//holE//yfcP//dmlR//frlA//erfK//serS//ihfA//hisA//lipA//moaB//thiH//rpnC//agaC//bluR//ugpB//torZ//roxA//recO//gpt//gntP//narJ//yihI//yggE//
GO_0098661_8	rluD//avtA//fruB//thrC//hypD//intQ//nadK//yqaB//rpmE//paaC//yraR//gntT//tsf//radA//bcp//rfaE//rsmA//rpsS//cysU//
GO_0098662_8	glcE//phoU//gmd//lepB//ssb//yihT//tusB//nupX//msrA//nmpC//yegT//yqiH//pgk//macB//phnG//ompW//torS//mdaB//waaA//ydbK//yceK//cmk//tadA//hisM//puuA//fecB//spoT//ybhG//rcnA//dgcE//hycB//hisI//dauA//yjiX//ebgA//ydcP//fadJ//tyrB//mepH//puuB//sfmH//cpdB//mhpA//tnaB//rpsR//ydcR//rlmF//phnO//preT//lpxT//plsX//tolA//mipA//yfaL//ycjU//yciK//htpG//mngB//mdtJ//eutR//yhjV//
GO_0098670_7	ompC//
GO_0098704_7	chbB//mglB//dcyD//rhtB//
GO_0098707_10	xerC//
GO_0098708_8	flgI//treA//yqjA//ebgA//
GO_0098710_7	yhcH//yhfS//
GO_0098711_9	tsaD//
GO_0098713_8	cvpA//acpH//ibsB//cadC//
GO_0098719_9	fdoG//
GO_0098732_6	holA//yciH//ispB//prpD//
GO_0098739_6	priC//rclC//entH//setB//rplR//yhfS//uvrD//livK//argE//fieF//hha//ygeW//katE//yjjU//ttdR//psuT//yahO//abgR//
GO_0098771_7	pspF//ubiI//yciK//zinT//rlmM//lon//tdcA//lit//yjhH//idnT//ynaE//sufA//yedL//waaL//grcA//cdaR//mscK//glnD//lpxB//rpsI//abgA//hda//yieE//ybgI//tqsA//groS//yjjX//rffC//mltA//osmY//waaC//gatA//ibsE//cmtB//narY//malQ//
GO_0098776_7	clpS//rplL//tsr//bssS//rfaF//
GO_0098795_9	pinE//
GO_0098869_4	yrdA//dnaN//paaH//priC//nrdD//frsA//diaA//tatB//ptsN//kdgK//phoU//yaaJ//dacD//syd//azoR//ybiA//gpp//malF//clcA//rbsR//ybjL//ypdF//
GO_0099046_5	tdcE//nrdG//
GO_0099116_10	yjbH//
GO_0099131_7	mazG//
GO_0099132_7	dbpA//uvrB//fadE//yabI//ygeA//mdtL//rutA//fbaA//ydaC//gltD//rfaB//ydcI//cca//ldcC//cheR//elaB//cusB//yafC//sfsA//helD//tcyP//paaA//yddL//
GO_0099133_8	otsA//eptC//lpxD//elaB//cysN//ssuE//putP//ycfS//ldcC//lgoD//dps//insA-1//ghxP//nrfA//yiaL//ubiB//zapC//ykgO//hflX//proB//
GO_0099587_7	avtA//amiC//
GO_0101030_8	hslJ//
GO_0104004_4	rpiR//metC//thiM//phnL//hypD//mscS//bioD1//dut//prfC//ravA//mazG//ascF//ydhJ//ycjR//cmtB//greA//mscL//rbsC//yfbV//afuC//thyA//yjeI//kdpA//luxS//
GO_0110017_7	cspA//
GO_0110095_4	ytfT//paaJ//
GO_0140115_6	yqhD//xseB//lysS//gatC//artM//
GO_1900190_5	rng//mdh//mutT//potF//nimR//yieL//caiD//yjjW//pal//sulA//hsdM//chbF//pgm//
GO_1900191_6	rrrD//gadA//yegT//hisS//
GO_1900192_6	gpsA//narK//
GO_1900231_6	narG//crp//pdxY//yajR//lipA//
GO_1900232_7	pnuC//lrp//rcdA//
GO_1900233_7	yddG//
GO_1900371_8	rpsO//
GO_1900372_9	narY//
GO_1900376_6	pdeL//rho//arcB//
GO_1900377_7	ibsC//
GO_1900378_7	glnB//
GO_1900542_7	parC//
GO_1900543_8	clpB//
GO_1900704_7	fdhE//
GO_1900705_8	dinB//
GO_1900725_7	argG//
GO_1900727_8	rpsP//
GO_1900749_6	dgcM//
GO_1900751_9	efp//
GO_1900866_6	folD//
GO_1901068_8	waaC//folX//udp//miaA//yidP//bluF//phoP//cpsG//hscC//ldtC//roxA//
GO_1901069_9	ugpB//
GO_1901070_9	waaH//cmoB//rfaQ//dctR//
GO_1901071_6	yigL//alsC//trpR//fliG//rplX//
GO_1901072_7	alpA//rlmD//rimL//nrfA//
