#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	arfA//lsrK//deoC//pepA//
GO_0046710_8	rsmJ//
GO_0046718_8	bglH//rpsS//malK//dxr//argK//argH//ispU//
GO_0046777_8	cyoA//gldA//sspA//opgB//cirA//lapB//appA//grxD//yihT//yceO//ispH//yajL//frlA//yfcV//ydcT//ssuB//rplL//ffh//zraS//yihX//yafN//aroH//speA//fmt//ratA//ygiV//rlmJ//gabD//asmA//ldrD//pdeF//yehU//
GO_0046813_6	ddlB//
GO_0046834_6	ybhI//
GO_0046835_5	ybiS//marR//lnt//pflA//ligB//tolR//yihX//exuT//asd//cspG//abpB//xanQ//pgrR//putA//ompN//aaeA//preA//gltB//srlB//xylR//ybiH//rfe//gapC//rclC//
GO_0046836_7	lamB//pmbA//yahK//
GO_0046838_5	yehT//prpR//
GO_0046839_6	lolA//
GO_0046855_6	bioB//cho//
GO_0046874_5	lexA//pbpG//
GO_0046889_7	yhjG//
GO_0046890_6	glsA2//selD//trkG//
GO_0046892_8	dpiB//
GO_0046900_6	yfiE//
GO_0046901_7	glsB//
GO_0046903_5	hdeB//ydaV//ispH//kdpF//rhmR//cspA//nadK//
GO_0046907_4	ybcC//nrfE//queE//rpmA//tap//rpsN//truA//iscU//ybgQ//sufC//tehB//
GO_0046916_8	murQ//sufE//thyA//ybhG//csiD//flgE//ybdM//yajL//uxaC//cadA//yeaG//gspI//rhtC//proV//aroC//ynjD//gltB//
GO_0046939_7	manZ//lpxH//bglB//rpsJ//slmA//ridA//tap//glnD//yebG//gspF//rppH//ribA//torC//ybjC//cyaY//sgbU//dnaQ//erfK//mdtG//secB//insI-2//phnC//trmD//yceK//
GO_0046942_7	acrB//hflD//dcuR//uof//trmO//pgk//rplF//yiaA//evgS//yehD//yeiE//ygeV//curA//rfbC//rnr//eco//bioB//pppA//osmF//sdaB//gyrB//frdD//ycfH//abgB//ushA//sbmC//rfaD//rppH//rcdA//mhpB//yfeX//msrC//eptB//suhB//queE//nac//rpsN//casC//rplD//ybaM//perR//dedD//sfmD//dkgB//sgrT//barA//dacA//aqpZ//ynfF//relB//gcvP//ydjL//hemD//kbaY//fadA//bioF//pyrC//puuP//melB//menE//potD//cpdB//ybcF//ydcS//ligA//ytfT//dsdA//tsr//dppB//arnF//yafE//phnC//citC//ybjL//flgG//ilvD//melA//eutR//ybjX//cyoC//cbrA//pheM//ghoT//rlmN//sfmA//hyfC//ydiV//psuG//uspE//sgbE//prlF//uidC//cptB//pgsA//srlR//rnb//hscB//cyoD//rhlE//waaC//phoQ//ygfI//yijE//yiaU//pbpG//menD//hyi//potD//modB//ribE//agaS//
GO_0046944_7	galK//
GO_0046950_4	panF//
GO_0046952_5	waaP//
GO_0047484_6	potC//
GO_0048033_5	agaC//
GO_0048034_6	ghrB//
GO_0048255_6	glnH//
GO_0048473_8	ydhC//murI//holA//
GO_0048518_4	ftsH//ybjN//dsbC//tsr//dppC//fic//ybhS//zapB//yajO//menC//yehX//nfsB//puuP//dgoD//flgA//cas1//sgcE//dppC//ybgQ//sdaA//thrA//lpxK//trxC//rpnD//guaC//mutM//htpX//yccS//ypjD//yhbY//glnL//yggP//elbB//nlpA//fadH//ampD//dinQ//ydiR//araD//tynA//asnS//cheB//lgoD//ybhD//elbB//cusC//pgpC//pckA//dinD//ynaE//dapF//wcaJ//lpxL//talB//rcsA//rhsD//hpt//ycfS//hyaD//ynbC//ydcP//fabI//yfeX//yjhC//hipB//speC//yfcU//bamC//hemC//frwC//rpmC//frdB//dgcZ//nuoN//relB//yiiD//spy//acrA//acpH//insI-2//ygiV//mrdB//pcnB//moaD//glcD//yjbF//glnL//puuB//rffH//purA//ppk//ybdZ//thiC//adeD//eutN//torS//dcuS//holC//cysA//phoU//zapB//ade//rplX//btuB//adiC//frwB//phoB//rsmE//lon//fabD//yjhP//waaH//
GO_0048519_4	yfgO//rlmH//hemF//lasT//yjjX//sohB//rplB//hisQ//prmB//rpmJ//mtgA//yihT//pstS//napC//hybC//aroK//kbaZ//pykF//yidQ//tus//ytfQ//ascB//casD//panZ//mtlD//nrdR//gcd//lsrB//murB//mdtO//leuO//nupX//lgoR//yhaJ//rsmC//yihQ//scpC//yihI//hofQ//argC//sapD//puuC//ypdC//galT//serC//panZ//glvB//nupX//sgcC//yddL//mgrB//acnA//zapA//metF//iraD//fadA//nikE//ynfH//lsrR//dinQ//pliG//hchA//mazG//sgcB//frmA//sgbE//ttdT//bacA//caiD//prmA//recD//emrB//tolR//menE//tar//yadG//mrcB//ybcQ//fetB//nadC//ibsC//torZ//yfdG//flgF//citX//btuC//mdtD//rffM//agaS//nagD//tyrR//cusF//mtgA//hyfR//rsmC//ynjA//trkA//speE//ldrB//acrZ//yjbB//cas2//nudC//ybjL//gudX//yajL//yjcS//hisA//sgcX//pgk//lyxK//serB//agaA//mqsR//dcuA//malK//insK//aroA//coaA//ygbI//aceF//ibaG//rpnB//mdtQ//rpiB//yejA//yqaE//artP//pyrL//fecC//rzpD//otsA//hexR//allC//lolB//hdfR//fliT//napA//yihU//nupG//fepC//trpL//tusE//cmoM//pspD//yadM//uidC//dsbG//yceK//cysM//hsdM//galF//npr//fdhE//narW//ldcA//fadM//gntR//nrfE//yodD//accB//dusC//yafE//yhgF//nhaB//insK//bamB//clcA//puuC//sfmD//hipA//araC//apt//pinE//zntR//ibsA//maoP//znuB//narX//rodZ//pth//
GO_0048522_5	cysW//cdsA//potH//bdm//blc//gdhA//mtgA//ydaC//rnlA//yidD//nepI//ybcM//potA//lpxD//hprS//cydB//arfA//rplM//sufB//sodA//degP//sbcC//uhpA//yieL//hypB//ftsP//abgB//elbB//glgA//murF//cheR//prpR//xerC//ygeW//argF//recQ//gcvP//paaJ//fryB//yhjB//argG//rstB//epd//uvrD//treF//opgG//glnD//fliZ//rpsT//ruvA//yhgH//uspC//rfaG//edd//napC//atpC//ptsI//ytfE//guaA//fdnG//folM//rplP//yqeA//ybiS//xapR//cspB//katE//yjcS//cyoE//ygiW//cspD//tamA//dapB//bcp//rutC//agaC//rhmD//hypF//fliD//fabZ//tgt//fliD//dctA//cecR//rpsD//thiI//dcm//yfdG//ssuA//aaeB//allC//mngR//pmbA//yehD//pgaC//ftsB//hdfR//nagZ//
GO_0048523_5	adhP//sgcC//adeP//uidA//hyfF//holB//yfgI//tusD//flgK//sufS//pdxA//yjaA//rnpA//lacZ//basR//panD//ydjL//abgA//yagI//ygeW//dut//zapD//yihV//yjjQ//tisB//mdoG//yccS//nadK//ddlA//nrfA//gudP//dhaL//rcnB//rplP//ralR//glpT//minC//trpA//glk//frc//paaD//yraH//araG//ftsL//cobS//napA//dgcT//hybF//yggD//yqiJ//exbB//ltaE//yohD//leuA//slt//yhfS//narH//metN//lpxL//pflB//dppB//gltB//argH//fixB//cptB//hemE//dapD//alr//rluF//yjjX//waaL//cspI//ribB//ivy//ydeT//yiiM//arnE//puuR//uspE//fabG//arsR//bdcA//rihC//thrB//prlF//ogt//proB//wecA//baeR//csgG//tcyN//glnD//ypdF//cysE//hofO//ycfL//lon//nuoL//nrdA//rfe//nadA//ytfE//idi//livH//katE//hybD//fepC//mipA//ycfH//osmE//dcyD//cobT//opgD//srmB//rfaH//rplD//leuS//yjfF//purD//gatC//rnpA//srlR//cyoD//gntU//glcB//trmO//melB//rimJ//ompF//yoeE//cbl//efeO//hldE//proA//dhaR//waaO//dam//ddlB//thrS//spoT//priA//ygfX//pinR//ybhP//fhuF//fliA//gabP//aroA//rpsA//oppC//ygcO//ytfQ//tatD//insI-2//yobF//hrpA//recX//
GO_0048583_4	ybcF//roxA//pgm//
GO_0048585_5	uidC//
GO_0048869_3	zapE//
GO_0048870_3	opgD//yadV//lplT//yghU//rpmE//pntA//arnD//bolA//ykfI//yidZ//flgI//livJ//ubiE//yneJ//rcsD//sdhE//yehB//ymgA//dps//fliL//gstA//ccmG//pdeH//phoR//holE//rutC//tmcA//spy//truA//argD//rspB//ydjL//leuE//lpxD//tamA//pgm//
GO_0048872_5	wbbK//gadE//fryB//dsdX//
GO_0048874_4	rtcR//yfdR//hmp//yjbE//
GO_0048878_5	diaA//ompG//dtpC//mnmC//yhcD//fimZ//rhaS//selU//citC//aas//yphC//upp//pntA//galE//ygcO//ygfZ//rcsC//phnI//glnH//kdpE//rfbB//adeP//insH-6//frvR//gstB//msbA//yahF//wbbK//btuB//acpT//topAI//tatC//intA//frvA//yjiR//ycbX//aroF//ybiS//ycjQ//rimO//
GO_0050427_5	elfA//
GO_0050657_7	hisA//yhcN//
GO_0050667_6	cheY//yhcD//entA//
GO_0050779_5	mntH//
GO_0050789_3	cytR//borD//dmlR//wcaJ//sbmA//ileS//smrA//iscX//higB//rseP//seqA//yoeE//speE//ydiP//acrB//mltG//lepA//ydeM//rbsK//casC//gspE//uvrB//fecB//sucA//ssuA//ynfL//dapF//hypD//chbR//yjaA//nadE//lapA//zapA//rph//galM//ligB//yohD//yjjB//cheA//galU//ushA//hprR//cadB//ypjD//yjbF//mhpB//lpxP//atoC//napC//uacT//secE//entF//rapZ//barA//tusD//mltF//paaZ//yoaA//fepD//bglA//ygiB//bluR//ompT//setB//fhuF//frvA//epd//fbp//hokB//secE//iap//hcaT//glrK//kefF//arnT//aphA//glnP//nrfE//rrrQ//ycdX//pflB//ddpX//yahK//ampG//ygaZ//bamB//tauC//nfi//actP//acrD//djlC//wzc//nrdH//truC//yddL//gdhA//tufB//cpoB//frc//yhfS//rplX//gltX//bfr//gadE//yahK//yraH//ybjG//cydA//slyD//treA//fpr//nudB//dgcE//fecB//thiL//iscS//yciK//insE-1//ansB//nirD//pcnB//tatB//deoR//kefF//tauC//uup//cobT//yeeL//yigB//yeaE//hisI//fucA//rhoL//sbp//ybiH//sbmA//cusF//holB//acpP//hexR//degP//trmB//dgoA//kup//qseB//yehY//caiF//mnaT//gadW//sfsA//bioC//topB//wecC//glgA//waaB//queA//thrL//sfmD//cutA//ssuE//ratA//ddlB//yhdJ//glgS//ybgP//tig//yibH//znuB//puuR//rlmG//ymgC//ahpC//patA//csgF//dicB//caiD//speC//qseB//deoA//nadA//tcyJ//lasT//rnpA//uacT//rplA//mnmC//ygeR//cspC//mog//hicA//icd//nrdD//greA//frmA//dgcZ//trpD//dgoR//cobC//tusE//yqgB//zitB//essD//yhgF//yahD//rpsM//yaaJ//rrrQ//nadB//mgrB//nupC//glsA2//proW//yhaC//acnB//ybgI//hcaT//tpiA//phoA//yebZ//pflB//cbrC//yiiE//ligB//fadE//mdtL//yqiJ//ydcR//nadA//rnb//oppA//ydiB//sdhB//rraA//ugpB//hldE//ppk//waaC//aroF//pgpC//leuE//rffT//argI//yqiG//fucI//allB//kefF//essD//yraH//pphB//radA//dgcF//cysD//ghoT//hsdR//aroC//mscK//ytfQ//mlaF//bdcR//tnaB//nuoL//ycfS//napC//tolA//elfC//nagD//dmsB//yjjV//rpe//blc//dosP//yhjA//ymgC//carB//hycB//shoB//metH//mrp//pdxJ//marR//cyoD//oxc//malS//pepQ//pykF//yqiH//yqhD//dgcN//ppk//abgA//frwC//ycjY//gluQ//ybjD//folD//narQ//cpxR//feoC//mhpC//garL//tynA//priC//mdtP//hcaE//thiL//narQ//sxy//trpGD//acrD//yigB//yaiV//era//cysE//tdcF//ugpB//ftsY//betB//mdlB//holB//infC//atpE//surE//pbpC//mprA//rplN//fixC//nagE//prfC//cheZ//metH//pgaA//yebZ//yqeG//hyaD//ftsE//glcE//galE//phoU//ascF//fdx//rpmG//apt//gstA//bcsQ//tdcC//tatA//rfaB//metK//dam//lepA//yfgJ//fimF//orn//zraS//yhjA//cynT//menC//mreC//sbmA//ydcO//cpoB//yedA//yfdG//narZ//thiP//trmH//rlmI//yfbV//ung//argI//csgB//tar//rzoR//lgoT//yhbX//ung//fadK//hexR//ridA//ydgA//pflC//citT//fhuD//bioP//rraA//gabP//basR//agaI//yciE//talB//aceK//pspD//mrcB//rclA//fadH//yadC//mdtJ//yaaJ//adk//ubiX//acrZ//zipA//lpoA//nhaA//dhaL//csgA//yciK//lexA//mntS//fumC//dcuC//ytfE//cysP//hrsA//ilvC//dsdC//gatZ//sbmC//bioF//mazF//cyoB//zur//yfdC//yjhP//ftsX//cas2//crfC//hflD//ccmG//trpC//sdhB//citE//yagE//ihfB//tqsA//artP//djlC//ygiB//nimR//rfaD//xylB//polA//fadK//ygiS//tatD//fliL//tehA//ompT//yejE//amtB//hisA//mdtN//aroL//bglH//ascB//elfC//fdoH//pflB//ada//cyaA//ydhQ//ybiO//glnH//lsrK//ghxQ//panE//fepG//dicA//tnaB//tdcC//polB//betB//livG//lit//narU//rpmG//atoS//acpP//chpB//rlmC//ygeW//betB//ybhI//csgF//plsX//potI//cynS//oppD//dacD//gapC//queA//argH//ybfA//rplO//lysU//mrdB//yfdO//nlpI//grxD//cysP//bioH//
GO_0050790_4	gatY//glcD//pmbA//lasT//holB//lpxB//patA//potE//tamA//ldhA//hyfR//dcuR//ftsP//lyxK//ykgO//rph//mrdA//arsR//essD//rsmG//yghB//ldtA//rhmD//bamC//fnr//lacY//phr//cpdB//frdC//rpsM//pepA//rpsA//mepA//fpr//kdpA//ynbD//tauB//rlmD//fadE//nlpI//pppA//aldA//rhaA//fhuF//patZ//yjhP//phnI//ddlA//fau//nadA//nrdG//mrr//cspI//baeR//lysR//pabA//luxS//mhpR//uvrB//emrD//cysS//pal//relA//
GO_0050793_4	nudG//efp//uvrA//ileS//kdpD//pabC//shiA//ybiO//yfcV//lptG//cmoM//queD//adeQ//ydiV//rimJ//gyrA//
GO_0050794_4	msrA//yebG//yfdC//secB//oxyR//hexR//yehW//flhD//ybcM//dnaJ//tyrR//yedA//ssuA//oppF//tufA//trpL//dtpC//napA//rimI//hofP//rpoE//rsmC//gutM//sgcA//rpsR//glnA//hisA//cyoB//rpsJ//dnaE//ydbK//lgoD//yfaX//dgkA//grxD//bglA//rpsG//caiD//flhD//zinT//tusA//rplJ//ldrD//codB//cmtA//ybiH//ybdO//frdB//yfjV//yibT//nuoM//yegV//rffT//mntH//rplN//murD//glpF//mscL//ydiR//ilvA//mhpD//rfbB//xisE//ubiE//mgrB//secD//mliC//pdxA//flgH//waaB//menF//zapD//flgF//narW//rluE//nfo//arnB//bipA//phnI//mzrA//paaF//phnO//hyi//lgoT//nmpC//cbrC//yihR//ugd//appY//tusA//pnuC//trpB//rsgA//frmR//hisS//fucA//yhhT//metL//napA//gph//frmR//gadC//glcD//envR//dcuR//rfaE//ynfH//mog//eno//polB//uspC//murB//bioB//ccmC//hslR//nfsB//ybcC//rpsO//osmY//nuoB//yggP//pstC//frlA//eptB//pgk//ftp//lsrC//queD//ydiQ//aas//rfaQ//cbtA//hflD//hofP//cutC//hslO//ubiG//araF//yfcU//kdsB//yadN//prkB//potH//yehX//ispF//pinE//hisD//casA//rpsM//btuB//yihV//gmd//rclR//flgE//pspG//argK//tig//yqhD//dppD//murF//zur//intE//yfbU//accB//xylG//sucB//yihQ//ettA//phnG//malK//yiaL//ppiA//rplC//codA//flgI//yciV//nrdR//bamB//dauA//mmuP//metG//eutN//mlaD//mltD//murG//degP//yhdX//gcvT//secM//fiu//erfK//cra//speB//ccmG//yejF//mug//cdh//rpsG//hypE//lsrD//bglJ//matP//zupT//trpS//dppB//ebgA//blr//dsbD//allB//epmC//idnD//secF//ravA//oppC//ftsB//gpsA//relB//iscA//fepG//pstB//glxK//rhaB//wza//mprA//allB//nupX//yggW//maoP//azoR//rpsI//cadB//ogrK//malK//adiA//chaA//entD//murB//yhjG//ttdB//nrdI//ldtE//tomB//rpnB//rseB//dmlR//dut//yadG//ftsA//ydeO//yhhY//yhaM//rpsI//flhA//livH//rzoD//oxc//macA//yidH//viaA//pspF//ispU//tauA//insI3//entD//frmB//msrB//asnC//mglB//araB//potI//alsE//speG//deoC//sufC//nrdD//ilvM//caiD//ypdA//yjeH//rpsP//bglX//secE//fdx//yddG//cspG//torI//efp//yadG//aceA//cvpA//rutE//ssuD//dgcT//rpmJ//yidC//hdeA//fucP//mrcB//glmM//focB//entE//erpA//brnQ//yecS//livK//pheM//waaJ//yebQ//phnJ//rlmN//cusR//rsmD//rcnB//tas//fes//hcp//cyaY//pgrR//fabI//cheA//sufS//rimI//sgcA//melR//psd//mpaA//cirA//ybhD//gcvR//ppiC//rph//recQ//pflB//yfiE//lasT//rph//puuE//chbG//livK//kefC//xapR//skp//uxuA//fbaA//yajR//aroK//yciT//accC//ybaO//chaC//ygcO//hdeD//waaZ//glgS//ascB//hxpB//appY//secD//ptsH//hemH//fucI//wzyE//treC//erpA//casE//pstS//ybhS//fhuF//rpnA//frdD//rlmJ//secY//holA//hxpA//argG//yihU//yciV//murJ//trmI//narZ//yafO//sdhB//dppC//ybdG//agaB//hexR//sucC//serC//waaA//add//ymgF//cptB//lsrC//sbmC//znuB//ulaB//cbtA//yqgB//cysA//tamB//sthA//rimO//astC//yraR//yqaA//ogt//cmk//yjhI//phnG//ydiB//tsx//fucO//norW//yibH//ptsH//glnA//thiI//fadK//entF//rnpA//acrZ//pckA//selB//cysZ//trkA//rna//kdpF//mutM//rbsD//yhhT//hyaA//yiaO//rluA//hisQ//basS//hofP//grcA//argC//rpoH//yghW//tyrA//yibT//fucA//cysP//iscU//hemF//casD//torC//fabB//ybaQ//yeeA//yeiL//yjbG//pdxY//cynX//rrrQ//galM//hypD//nimT//lplT//hipB//rfaF//rlmJ//holC//wrbA//
GO_0050801_6	waaO//adiC//ydcR//wzc//miaB//tusE//osmE//mscS//murD//fabG//flgD//hypA//secD//rlpA//maa//malF//yqjH//rcnB//iaaA//rcnB//hofM//tatE//rffM//waaO//hflK//tusE//mmuM//ybaL//tktA//cusA//frdC//ynjD//ydaC//ascB//ynfH//gfcE//
GO_0050821_5	mglA//minE//argB//rssB//uhpB//
GO_0050918_5	recB//vsr//rnpA//sapB//
GO_0050919_5	rlmL//
GO_0051027_8	hiuH//yqaB//
GO_0051049_5	folM//ibpB//ubiF//lpxD//folM//gcl//umuC//rseP//cnu//yihV//mreB//flgD//
GO_0051050_5	mrp//lplA//kdpC//
GO_0051051_5	ygbI//clsB//nikD//
GO_0051052_6	yfdS//mtlA//ligA//murQ//cynT//ruvA//ubiC//smpB//uhpB//shoB//ybiJ//napA//ybiI//lysU//
GO_0051053_7	envZ//yagI//yjjB//rpsT//ldrB//nrdA//
GO_0051054_7	rhtA//lldR//
GO_0051055_7	yijE//
GO_0051083_5	ybfE//
GO_0051084_5	livJ//clpP//oppD//gcvH//oppC//ypdC//pdhR//
GO_0051085_5	hdeA//cysZ//apaH//dxr//ilvC//mdtJ//pheS//
GO_0051090_4	relB//aspA//tag//ybbY//ykgA//ssuA//puuC//xylH//
GO_0051091_5	cytR//csrD//
GO_0051098_4	ydeT//glyA//
GO_0051100_5	sstT//cdaR//
GO_0051101_5	uraA//
GO_0051103_7	insF-1//torA//
GO_0051128_5	yaaY//yeeO//wcaJ//uvrB//glnA//glmM//rhtA//mreB//yigB//galR//ccmD//gadB//pheT//narG//pnp//hokE//rapA//dinG//rluB//fetB//yafN//pnuC//hycA//lplA//cusS//ybiH//yhcD//vsr//yciK//hyfC//yihP//zupT//cysK//gadX//lpp//uxuR//hscA//ppc//dnaX//yeeJ//nrfD//dps//moaE//zapE//mazF//ydiF//glcA//gstA//ptsG//ileS//satP//tesB//sbcB//mglB//sdaB//proX//apaH//fucO//tdcF//kdpF//nanC//phoU//glmS//yjiX//nuoM//ispH//elaB//yphC//proW//rplL//moaD//ydeE//ydiF//yddM//ahr//recD//yijO//
GO_0051129_6	bdm//yddM//phoE//kdpF//mocA//hrpA//dcuA//ybgP//yqaA//cysU//lpoA//eutN//cysZ//prpC//maoP//casB//
GO_0051130_6	pgpA//caiD//cstA//ogt//sspA//ybaM//cptB//dcuA//topA//ubiD//ccmF//murQ//rnpA//galR//yiaN//fepE//
GO_0051131_7	fliL//nikR//
GO_0051143_8	tsaE//
GO_0051156_5	hyfC//bglA//appY//menE//gfcE//nuoB//
GO_0051167_5	hybF//dfp//ratA//
GO_0051171_5	artM//ydiF//dcuA//cmtB//fdnH//sdhA//lolE//thrB//btuE//rarD//hipA//dnaE//ssuD//sbp//rluD//ibsE//yjjI//paaH//rlmM//yihI//aspA//yidA//artI//yjjX//moaB//ftsX//aroA//ygiW//ygfA//lipA//yiaA//ispA//paaC//allS//mmuP//tauC//ubiA//cspA//zinT//tatD//rpsK//ykgF//ampH//nirD//yjcS//caiE//clpX//pepD//pfkA//gltI//ybdG//cobU//proX//mscK//acpH//yieK//rpoH//lhr//rpmA//yggX//nrfC//ycfH//panE//nagD//flgI//feoB//ilvE//ybaE//yacG//rraA//rffH//metH//yjiR//lolD//rhaT//mtgA//cas1//ybhF//erfK//ybeY//rpsL//setC//yqgF//osmY//tnaA//pinR//frdC//adiA//hcaT//ldhA//yhaJ//hemH//sgcE//ccmD//dfp//ydfG//kdsA//tatE//phoB//ldcC//malF//dhaL//bluR//ydeE//phoR//amiC//gfcE//gmd//menF//lacZ//maoP//ttcA//mntR//potH//bolA//murI//tcyN//hexR//sseA//holD//mepH//osmE//hofM//dcuA//hyi//dinI//murE//arnB//amiC//mngA//fliK//rssB//lasT//yggD//hslU//envY//flgD//alaC//rdgC//xapR//dgcT//elfA//recN//mppA//ydcT//hyaB//dacD//betA//frdC//metE//rapZ//flgM//fepC//deoA//fecB//dppF//gsiD//yjhG//lptF//rpoE//rrrD//ydcT//ftsA//aroF//hfq//dctA//hflC//lldR//pspC//yciT//ynaE//rplJ//aroC//sfmC//guaB//acrE//trxA//selU//lpxC//rpsS//truC//trpB//basS//mnaT//rhmD//nikB//asnC//btuF//artJ//rclB//pdxK//glnS//accC//cysW//yjiR//yqcC//eutD//trmD//ybiW//entB//bolA//rpsS//yjbE//wzb//paaA//yfiR//fecD//ymjB//skp//ydgA//spy//pheT//pgsA//ygeX//pppA//ppx//dnaA//yiaA//opgC//rplX//yihW//menF//cyoD//glpD//srlR//holC//uidC//wcaB//wecB//narH//ibsC//ybgQ//fdnI//thrC//degP//proX//rbsC//dld//umpG//cbeA//psuT//yrfG//opgB//rna//arfB//zntR//nhaA//rutG//ilvI//yajQ//rcnR//hemB//ribC//poxB//orn//yihL//glcA//yoaA//artI//arcC//rraA//tldD//minD//yddG//afuB//sutR//menH//dnaC//aspS//rpmG//rlmI//rsmF//symE//nhaR//ampH//yiiM//nanS//pykF//yidZ//ydfK//entH//dtpB//exuT//rph//epmC//lacZ//nagB//truA//clcA//fimB//gatA//hflK//rplA//allS//hipA//rpe//degP//glsA//djlC//ycbU//argR//pdeD//slyD//glsA//uhpT//livG//nuoI//panZ//hipA//phr//tdcB//glpG//pfkB//sfmD//ypdA//insH-6//mipA//fnr//yciE//yehD//pheA//galM//ydcP//lon//ftsB//patZ//rng//ynhG//yaaY//pliG//cspG//hsrA//ygiS//acrZ//btuB//erpA//ppiC//
GO_0051172_6	citX//aroP//rplI//aldB//yeaK//rarD//ydiP//rdgC//ugpE//hslR//murE//yohC//phnH//ispF//dusB//pyrD//rutA//decR//yqaB//yjeH//secD//wza//ldrD//plsB//agaV//selB//sgcA//iscR//gntT//rplQ//rspB//mglB//elfG//trpE//mdaB//agaC//ompC//pstB//ispU//cysU//yphB//prfA//rfaB//bioD1//ybjG//rpmG//mscL//parC//gpsA//bioD//ydeO//ispG//fabB//grpE//yehT//ghxP//tdcR//murR//frmB//nagZ//elaB//mutS//purD//insI4//deoB//abgT//kbaY//casB//ascF//fixC//rhaM//cysH//rlmC//ymdB//grcA//cspI//rutB//sbcD//ttdT//plsC//truA//coaA//murG//appY//lpxK//der//pinQ//insI-1//agaW//frc//tusD//bacA//lgoD//cmoA//cysZ//pcnB//hyaA//kdpF//ilvC//ulaA//cbtA//pepB//surE//umpG//purC//narV//kbaY//tcyJ//rnr//osmY//sgcB//rpsP//asnC//trpR//yegV//ygaH//pyrL//setB//lpxC//gmk//rodZ//yadK//cmtA//potD//ybaO//ydcP//rbsD//pinE//ynfF//menI//dkgA//yjbH//
GO_0051173_6	prpB//rssB//plsC//paaC//pcnB//rlmL//rdgB//sdaA//folD//ribF//plsX//pinQ//nanE//rplN//rfaH//yfbV//dppB//dsbA//yefM//ggt//yadG//smpB//cdgI//yceO//leuE//ftsE//ycbV//fepC//araD//nrdG//nrdE//yhbS//exoX//sapA//dmlR//ispF//waaB//csgG//tdcF//rplF//copA//cynS//ybbW//dppB//arsC//uxuR//shiA//tdcG//flhD//rutR//yhjA//appY//gltP//fdrA//nagZ//sfmH//mnmC//gapC//opgD//mngB//recD//ycfJ//cspD//yehX//hyfC//selB//rplY//perR//lpoA//ppsA//appB//mdtJ//yehW//yqaE//acrZ//yihU//ileS//hcaD//tsf//pliG//nadA//csdA//glpC//cdaR//ychO//atpD//moaE//mscL//deoC//
GO_0051174_6	yobA//ubiX//yicJ//sbmC//pabA//lnt//nikC//ycgV//sppA//glpC//
GO_0051180_5	glcC//relE//ilvC//tdk//cysM//nagB//betB//yidH//mnaT//cyoE//znuC//yehW//speF//yohC//alsA//cptB//
GO_0051181_5	yedX//rhmD//bluR//pspG//ttdA//rraB//cusS//gadB//sucD//yidD//fetA//glsA//kbp//hypD//trkA//parE//thiC//zntA//trxC//relB//thiD//uvrC//lldP//amyA//ygaZ//fbaA//ldtE//ydbK//serS//tdcB//lysS//yghB//dnaQ//yqiG//fepA//cobS//cvrA//kdsD//crl//fhuD//yjcO//
GO_0051182_6	araE//lysS//queG//crcB//recO//
GO_0051186_4	ygcW//serS//hslV//yjjX//hdeA//ygiS//eptC//miaB//yejB//tgt//rutD//tsr//diaA//pepN//glyA//uspG//envR//puuP//mdtE//agaW//pal//cpdB//ibsA//nfsB//queA//wzb//glnP//crp//ackA//pdxA//dacA//wecC//creC//ppiC//accA//uspB//atoS//gltD//clcB//atpE//rhtA//fimD//cpxA//dppB//rhlE//zraS//nlpD//fdhE//hofN//cynX//sfmF//ampG//trpD//ugd//rlmN//gpsA//trmH//lpxK//lptC//caiE//cobS//manX//intZ//cyoB//mrcB//efp//glmM//murE//ybeQ//fecB//kduD//mdtI//ydaN//yggD//modA//rnhB//fdnG//thiH//ydjM//phnH//pphB//pagP//fimA//wcaC//trmL//deaD//flgJ//surE//sucD//uacT//ydbK//clcB//zupT//skp//araF//blr//guaB//ruvC//rimL//ygiS//ycjY//ssuC//nanA//tap//ychF//yjbB//ydjE//sgbU//secB//mntR//cynS//casE//metK//rnpA//ydfD//argO//hofM//sdaC//dauA//mscS//arsB//phnC//murE//aqpZ//rlmD//ybfE//frvR//bamD//ytfP//recT//yfaE//yahB//ycbU//ebgR//moaE//mreB//yaaU//ibsA//ytfP//soxR//focA//uup//smrA//mhpR//yqgF//moaD//elyC//yehT//arnT//pbpG//yihW//yibH//lsrC//yhaV//curA//bioD2//bsmA//deoA//thrL//gcd//nlpD//yqaB//hscA//pheP//pspD//ybiO//cydC//adeD//mdh//rpnD//rplC//yebG//yaiP//yadN//ravA//ddlB//melR//wbbK//ybhP//glcE//mntS//ydjH//dam//vsr//gadX//sbcD//rzpD//frvB//ogrK//trpB//yjiX//gshB//argS//yhdX//qorA//pth//matP//aroC//tisB//
GO_0051187_5	yehD//speA//pflC//yoeB//potA//atpA//zraR//hscC//tldD//ftsB//
