#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sad//sixA//tolQ//ydeT//
GO_0006139_4	acpP//rpmG//torZ//ychH//ldtA//insI4//mlaF//ygbM//manZ//gldA//nuoG//umpG//fliA//ghxP//elaD//hyfC//gsiA//yqjA//patA//yfaU//rplL//ribC//hlyE//ulaF//mutT//sapA//ascB//cmoB//rpsA//rplF//ypdC//ydiQ//dnaA//hisA//rimJ//tehB//chbA//nei//perR//ycgR//yahI//viaA//dpiB//waaA//rcsC//lpoA//ychH//epmA//yedX//rne//dapF//tsf//yhaV//wza//insH-6//pspF//yhjR//ybjC//insI3//wecA//gluQ//waaJ//zitB//fbaA//fadH//ybeQ//ybhD//betB//yjbG//adiY//paaD//lolC//dmsB//shoB//tisB//ycgB//yhjD//hofC//yidZ//htpG//pdxB//cecR//treR//msrC//garD//metN//srlB//ygjR//mlaB//yadV//selU//folM//yjjU//insB-2//clpS//xanP//cusC//yfcR//era//prpD//mgtA//yhdX//crl//fliA//fliK//uidC//ygfZ//fecA//alsC//ulaA//flgD//ybhJ//ydiQ//galP//surE//dgcJ//accA//dnaA//hybE//moeA//recF//ycfS//cbpM//dmlR//emrB//glpK//hemF//dmlA//fryB//alkB//rcdA//clcB//dsbG//yqgB//abgT//rpsO//trkG//ssuD//yhdH//lpxD//yidC//metE//elaB//nuoI//yhhZ//prmA//atoS//nupX//ybeY//nusA//hiuH//cynX//psd//rhaA//argD//paaH//yjjQ//wecE//yghG//ydjH//yjjB//ydgA//cysD//barA//mdlB//ycbB//ydeI//dicC//ybiO//yfdO//crp//zapC//yfeX//hdfR//fabG//pdeD//manY//fucO//yciT//hicB//garR//norR//yggT//eutA//rlmH//hsdR//tnaA//trkG//rsmA//aas//pgi//mhpC//dhaR//glnL//yciV//galF//ssuC//emrE//nuoB//rng//dnaT//yciH//rzoR//trkA//dfp//sucA//mnmG//potC//ybjL//sapC//yjcS//setC//yhjX//yiaL//ycjP//cyoD//marR//rimI//dsdX//ansA//yhdZ//nrfF//yqeG//csdE//clpS//hflX//amyA//rplK//trmL//cyoA//paaH//rnpA//atpA//yiaB//ttdR//rpnA//hns//hemE//caiT//yggF//cspD//glpK//rhtA//sbcC//treB//rcsD//yagI//tcdA//nrdH//tnaA//yciH//ftsQ//ulaR//codA//ftsI//narY//yoaB//moaB//rpmJ//cheA//yqjH//yaiW//yfeO//uhpC//cpsB//umpH//ybdR//bioD1//yejA//ompT//yraR//serA//prc//gntR//rimM//hmp//deoR//ychO//pck//insF-1//rsmE//edd//rpsD//coaA//ppiA//glnE//agaI//gatY//yeeY//rutB//fhuD//arcB//ugpB//cyoB//yhcH//purR//metB//nemA//cmtA//ynbD//kdpA//ydjL//kdpD//metR//ybcL//aphA//uhpB//gltL//ilvH//fdhF//holE//lolB//yaiP//sppA//envZ//pyrH//ubiG//mdtC//hofC//frr//ygbN//ygcW//tldD//yhbY//zitB//nagE//ung//ydbD//aspA//galT//nagK//hupA//yfhM//dkgB//ftsK//ulaE//yidQ//ldrA//bisC//tolQ//fepB//acrF//secE//panZ//folP//hypB//pheT//rcdA//gcvA//ilvC//torY//yebC//pyrL//eutB//arcC//ruvC//thiD//acrF//aroA//oppF//ybdH//gspE//puuE//viaA//yqhD//deoD//mscL//thiE//fadH//rfbC//ynbB//ypdC//zupT//yfiE//qorA//arnE//insF-1//ais//yieE//chaA//yadM//astB//pyrF//sseA//cspE//ydiR//speB//dicA//yjjG//hisQ//tmcA//efp//lhr//gapC//glgB//ackA//hisB//patD//mdoD//hemC//yhcN//insI-1//puuD//psd//kdsA//glmS//pflC//aroA//fdhF//ybaE//ortT//fpr//rluE//ychF//ydiB//agaD//fhlA//hdfR//gsiC//thiE//cobU//tyrS//tolA//modA//btuD//ygeA//yejE//yibA//rbsK//ccmA//tolA//rimM//pgpC//glpX//atoC//yggE//yfgJ//lasT//yegT//ebgA//yehT//murP//dicA//pstB//speA//hisS//flgK//glnS//sstT//mprA//tsf//sixA//yehY//atpA//yraJ//ypdC//rlmD//ynfH//gcvA//hipB//murR//yifB//hisM//rpsK//serC//yphF//rutA//ymjB//pgpA//allS//yahB//tolR//ybaT//yghW//phnC//rpsT//tsr//ompF//ibsB//selU//tap//soxS//yhhY//phoR//lpd//gutQ//nlpD//era//ynfH//hokE//pepT//rhaT//pstA//yeeY//setB//nagB//adeQ//gltD//glgB//mdtF//atpD//ygbM//psd//hns//tolA//mreD//fimG//rep//yfeW//tilS//mnmC//ushA//garP//cydB//pdxH//gapC//fdhE//clsA//hemA//rimL//yeaK//setB//torA//ftsZ//gadA//rplB//gsiA//ppsR//ygeX//rlmH//dsbC//glxK//argB//yqiI//pspG//wzc//mtlR//rraA//emrD//lspA//ybaO//pflA//frvB//ydiK//cyoA//fabI//flgF//recT//phnM//parE//yidE//folA//lptG//iclR//bhsA//rpnC//rdgB//mltG//ribC//ftsW//aroG//nrfF//tktB//yoeE//tyrS//ptsI//argK//zipA//wbbK//galK//ybeF//gcl//lpxM//ybhA//gsiA//dsbC//basS//ompF//folE//yfdS//kdpC//rclC//rlmG//phnC//aceA//ybiI//rpnB//rayT//glnQ//apaH//yoaB//yeaG//aceB//fimC//nanS//yqgB//rpsS//nrdG//hemF//relA//aqpZ//mppA//nei//citG//yehP//panD//entC//acrZ//msrA//scpB//yggD//flgM//sfmF//
GO_0006140_6	adhP//rutG//
GO_0006144_6	yggW//ycjD//hemA//yibA//astC//patD//prs//glpT//opgG//ompW//
GO_0006145_7	ybjN//clcB//coaA//ydjE//
GO_0006146_8	talB//gadA//
GO_0006148_9	rplE//
GO_0006149_9	dinJ//
GO_0006150_9	yciV//
GO_0006152_7	dhaR//ygiB//ligB//ybcL//ygeX//barA//
GO_0006154_6	dppA//
GO_0006161_9	ydiB//
GO_0006163_6	tisB//mdtL//ptsG//dtpC//hprR//rpsJ//preA//yqiH//xylH//tonB//trmA//guaB//rimJ//tmk//patD//flgK//yhgH//rnd//ycjY//mhpT//mdoD//preT//hipB//psd//yhaO//insB-2//lptC//gmd//pncB//lyxK//kduD//ccmA//malI//ampE//xylH//upp//ypdA//csgG//argS//paoC//yqhC//deoD//puuD//pgl//ilvA//rnhA//ldtA//adiC//araF//hinT//nuoM//yfaL//evgA//hisP//
GO_0006164_7	fabG//ldcA//rpmH//yidL//avtA//yjjU//deoC//yhjR//cyoB//ydcO//panE//trg//gabD//mdtP//pinR//mntR//rsmE//radD//evgS//psuG//dmsB//paoC//frdD//yaaJ//ompA//tufB//mltF//yebG//pheM//garK//lolD//tdcG//yahB//nirC//chbA//ftsX//rclB//mrdA//ilvN//baeS//
GO_0006165_7	mqsA//rpiA//sbp//rimO//epd//groS//yjiY//mutM//ddlA//yagE//amiD//hisB//ubiA//yahF//intQ//yebS//ybcC//flgG//recN//
GO_0006166_6	rtcR//garL//
GO_0006167_6	ydiV//
GO_0006168_7	gyrB//cspB//
GO_0006171_9	tcyN//
GO_0006172_9	sbcC//
GO_0006177_9	yfgO//cynX//araE//
GO_0006178_7	yhaJ//
GO_0006183_9	aceK//
GO_0006188_9	glgS//uxaB//ilvN//yqhD//
GO_0006189_10	murA//ampD//
GO_0006195_7	pnp//scpB//
GO_0006203_8	agp//clsB//
GO_0006206_6	yobA//leuB//cysN//nusG//caiF//ibpB//agaB//crp//bluF//glnD//flhE//hisI//nikB//puuP//tesB//rpiB//ftsW//galM//dgcQ//thiQ//yidR//cynT//yobF//rnhA//sapD//ybiT//
GO_0006207_8	yfiE//dhaL//rzpD//torY//ygdG//
GO_0006208_7	uhpT//ydeT//erpA//ybaK//mog//ydiR//tonB//yehY//gloA//cspG//arcB//gsiD//rclR//
GO_0006209_6	opgH//
GO_0006210_8	ygbI//
GO_0006212_6	folD//ygiS//pdhR//yjaA//ompA//adiY//fabI//tdcC//iscX//yedF//nth//
GO_0006213_6	roxA//yjhB//ychH//phnI//yfdS//eptC//yejA//feoC//narY//citE//modA//dld//yihW//mlaB//yodD//yahK//
GO_0006216_9	pheA//
GO_0006217_9	yqhD//
GO_0006218_9	xdhB//
GO_0006220_6	hiuH//ybiH//qorA//chpS//speE//yeiL//potI//rpnC//ydaV//pck//tdcE//potC//yjgX//idnT//ydgA//hypE//cspE//aroD//fliD//higB//
GO_0006221_7	pgl//purD//mraY//fadA//ydcS//ybhS//cirA//dcm//cysD//pgaA//hlyE//aroD//wbbK//
GO_0006222_9	yidD//
GO_0006225_9	acpS//
GO_0006226_9	ccmA//ygcW//
GO_0006227_9	xanP//
GO_0006231_9	mdtJ//
GO_0006233_9	lrhA//
GO_0006235_9	dnaQ//
GO_0006241_9	pyrH//
GO_0006244_7	ttdR//ybeF//cysS//yphF//mltD//dnaB//yejB//
GO_0006259_5	nupX//phoU//surA//rpmJ//yjbF//metN//mnmC//lptB//aidB//thrL//yojI//yehA//uhpB//adk//nei//rpmB//efeO//cydD//glvB//rcsC//ftsY//yggD//rhtC//yhgH//csgA//metC//ybgQ//ahpC//nupG//pstB//hicB//ybgQ//puuC//cmoA//panZ//ybgP//yqiI//rseC//aroC//folD//ycjY//ymfA//ansA//sfmA//rppH//yraJ//ybiJ//tolB//ygbN//gpsA//yhgH//relE//ygeR//yebK//cysA//mdlB//borD//intA//ldrB//cutA//appY//iscR//nei//gstA//abgA//chpS//feaR//hprR//yfgO//rnc//prs//frmR//yhhT//ycjY//cysC//metG//rpsL//ompW//mtlD//eco//ispF//rnhA//nagD//ubiX//ybiW//sgbH//fadM//ilvE//wecA//fsr//clsC//rlmC//alaC//flgM//ccmE//thiI//tamA//proQ//rpmJ//mltF//purU//sapF//cadB//cdgI//dmsB//sapC//aidB//mraY//waaG//frdB//hcaD//proV//uof//ftnA//waaL//xapB//srlE//lptA//rrrQ//dnaT//ydiP//ybiY//chbC//iclR//rpsK//uspB//mqsA//yfeX//ykgA//adk//rlmG//rlmN//rplC//tktB//bioC//dkgB//der//lrp//lptF//pgpC//yiiM//bglX//metB//metI//cpxA//dhaK//fis//ybdR//
GO_0006260_6	ycfH//yhbY//rplI//cueR//nemR//hprR//glpA//srmB//appC//bioA//hslO//yibF//sbmC//sapA//yiaA//clpP//bcsA//uup//glmM//pdxA//insA-2//
GO_0006261_7	pheP//dtpD//malI//ygeR//yphB//rnpA//groS//mdtG//yceO//yghW//mlaF//yiaT//
GO_0006265_6	yjcE//gdhA//yfbV//yhjD//tdcF//
GO_0006266_6	dapD//chbB//mdtF//
GO_0006267_5	hxpB//
GO_0006268_9	secF//idnT//hslV//
GO_0006269_6	rpsH//
GO_0006270_6	fadA//hofP//yddM//prs//ytfE//alaA//
GO_0006271_7	fabH//fliZ//cynS//
GO_0006274_6	mlaC//
GO_0006275_7	yfiC//sdiA//yagJ//fliM//hybE//tyrB//narQ//arsC//sppA//
GO_0006276_3	gatA//agaB//yjjB//yeiG//sufE//ydcZ//guaC//abgT//
GO_0006281_6	asr//ydeI//hycB//mscK//ddlB//hemH//waaP//bglX//narY//frdA//bioH//mioC//waaP//bamB//adiY//secF//lptD//gph//erpA//gutM//psuG//frlB//rpmH//nusA//tomB//ftsX//trmJ//dppD//iscU//treC//mraZ//ydbD//rutD//hprS//lpxT//cydC//tolB//ybiV//xylH//mgsA//gadX//fadL//sgcE//mglB//trmB//ygeV//ribD//blr//aroP//btuB//yahI//ydiZ//nupC//ampH//xerC//
GO_0006283_8	bglX//
GO_0006284_7	dcuS//xapR//hemH//yeeY//allC//grxD//
GO_0006285_6	murF//cecR//csgB//nemR//dsbD//
GO_0006288_8	rimP//insI4//
GO_0006289_7	nikC//fes//
GO_0006298_7	dnaA//ruvB//ybaK//ydcP//acrA//yeaE//deoA//ynaI//pgk//mcrB//
GO_0006301_7	yqeF//bcr//entC//recR//
GO_0006302_7	paaB//pdxK//galT//frdC//yebG//yfcS//csgF//crcB//glgA//
GO_0006304_6	paaX//yfiC//hdeA//ydfD//htpG//trkG//hslJ//kdpB//sufB//
GO_0006305_7	flgH//rarA//rplA//ycfS//
GO_0006306_5	fhuF//fimD//serB//yfeO//
GO_0006307_8	bipA//ybcL//bioA//oppF//hcaE//
GO_0006308_6	csdA//kefB//nudB//ldrB//gcl//mhpB//ghrB//murA//pnp//mdtB//nuoB//paaB//
GO_0006310_6	ptsH//kbaY//gadA//dmlA//flgA//yfbV//clpS//pflA//clsB//idnO//lsrC//dppD//yeaK//rlmD//intE//hisD//tap//nrdD//cdh//ddlB//dinJ//argD//yhhT//ftsN//elfC//glnL//aspC//appB//yhgH//priC//blr//aas//proX//clsA//livJ//argS//iraD//rplR//murF//tdcE//ynjA//ascG//codA//
GO_0006313_4	hisP//uidA//yehW//nuoB//thiL//cstA//gmk//
GO_0006323_7	puuE//
GO_0006325_4	moaD//
GO_0006351_6	clcA//rseC//hflK//agaW//infB//tktA//bipA//yfhH//iscU//hyfF//modB//ppk//hflD//hha//lrhA//entE//plsC//ypdF//lapB//insI4//mntP//otsA//ftp//sdhE//uxaC//napD//fdhF//tauC//rimP//ccmG//crp//udk//hslO//ampG//ymdB//asnB//tmcA//hybB//fimZ//fryB//ybfA//rplK//osmC//opgE//ybiA//eco//dinJ//malP//fdnG//nsrR//yjjG//rpsP//rpsG//yfdK//priB//iap//rpiB//mgtA//mtlD//yihO//ulaB//hemL//sbp//sgcR//trmJ//zapD//yciK//manA//csgG//ybeF//yfbU//hyfA//phoA//dtpD//yeiE//mliC//dfp//gdhA//ompT//qseB//cmoB//dgoR//umpG//rfaF//yiaL//rbsA//bcp//gshA//brnQ//iap//yfdR//ssuC//rnc//rep//ais//srlD//yhjC//sxy//yaiP//citE//lsrG//umuC//hsrA//tdcB//pyrC//acrB//mlaB//srlR//rsmI//yejB//ldtA//moaA//rsmA//mltD//soxR//cysI//yfbR//cedA//rfbD//
GO_0006352_7	rbsA//intQ//ynjD//ldtA//
GO_0006353_7	glrK//glcD//
GO_0006354_7	rhaM//agaV//recJ//
GO_0006355_7	ygiS//srlE//trpE//ybiY//hicA//ccmH//trpR//yedA//rpsO//arcC//uof//bamA//ynfK//yraH//csgA//cynX//ptsG//kefG//bcsQ//rnc//afuC//chbG//gadE//kdpB//degQ//ybaT//torC//yebS//lhr//lspA//paaH//acrF//yggF//yadK//lipB//ygbL//napB//aaeR//glnB//xylR//bamA//yehP//ampG//yegT//puuE//hisP//hmp//glnP//fixA//pgl//ssuD//iclR//prkB//gutQ//hcp//yhcF//glcB//rluE//cptB//ycfH//menE//ybiY//sgcA//kbaZ//prpD//seqA//pnuC//ilvA//ptsG//ycgR//osmC//ypjD//cdgI//adeP//rmf//mhpT//pgrR//ybeF//argK//kduI//bcsQ//mdaB//allR//cydD//yehC//folD//rhmD//aldB//galF//ccmC//rclC//fepG//oppD//hdeD//hdeA//rimI//yjjB//asd//dctR//alaE//ygbM//dtpC//mdoD//secB//sucB//ykfM//yrbG//lsrG//psuT//rfbX//zipA//rarA//ydcI//ydcZ//rlpA//yfeO//hyaC//fumC//aidB//yoaB//mutL//trpGD//ptsP//setB//flhD//cedA//rplX//agaI//erfK//ytfE//tusB//cpxR//yggN//yphB//garD//bipA//ycjP//ybiW//ampH//elfG//afuC//rpmA//fsr//setB//guaC//yfdC//mhpR//tdcA//thiE//purL//citE//hldE//lasT//tehA//dinJ//yagJ//dnaA//ushA//phnO//pepA//higB//pflB//galS//murQ//yiiE//pdeL//ydiP//hcaR//htpX//pyrB//araG//paaZ//gltD//uxuB//lepB//dtd//hxpB//mdtK//yeeO//uxaC//ugpA//ahpC//polB//skp//tauA//torD//rnhB//phnJ//insB-2//ydfH//dps//ugpC//cysK//mltA//lsrD//gloA//sbmA//glnQ//fryC//htrE//yhjV//rpmG//malG//aer//deoA//ftsN//malQ//malZ//torD//rtcR//ftsZ//glyA//fucO//phnG//pepD//ftsY//dgcQ//gadX//deoA//hcaT//astC//tsaC//ribC//bioP//sbcD//mhpC//ybaE//caiF//yjaA//rhaB//cheW//nrfD//ynaI//lpoB//elbB//mltD//rep//bioB//rstB//uup//yegS//clpB//arnF//mcbA//appA//holB//clpS//rlmD//insI4//malX//ygfA//hisF//ychH//holD//rpsS//bioB//mdtE//aroE//bipA//artQ//wrbA//
GO_0006357_8	epmB//
GO_0006364_9	lsrB//erpA//dgcN//lgoD//yeaD//ydgA//hprR//yijO//tcyJ//iscX//sppA//csgA//thiL//speA//sbcC//ydiZ//cyaY//dgcF//uvrD//epd//cdgI//arcC//rsmA//pnuC//rlmL//yraH//pyrG//nuoE//rhaA//cpxP//yciK//sapC//fepC//oppD//proS//amiA//yjbF//hemH//prfB//ligA//bioD1//ampD//rseC//
GO_0006378_8	adeD//ydfD//
GO_0006379_8	ilvL//
GO_0006382_8	yafO//
GO_0006396_7	hemC//nhaB//putA//nrdB//nrfD//flgA//dgoR//fimF//chiP//sdaA//hisC//ileS//crp//nanA//yhcH//yphB//ugpE//yfaU//cheA//putP//dtd//cysD//ung//ygfI//murB//leuD//hupB//cdd//aroF//yraR//fliG//dgcN//argA//elbB//casA//topA//argG//yhcF//ispB//rpsR//yieL//ybhP//emrK//rutA//dcyD//insI1//emrE//dinQ//solA//arnB//yebS//crp//napB//bssS//sbcD//gfcE//sufC//cydB//rimP//pyrB//recF//ygfX//gloC//lpcA//yiaA//rpmC//udp//rof//rnd//ispA//tufB//flgG//ydhQ//glsA2//dgoR//ribD//atpB//feaR//yhgH//rpnB//rlmI//aceF//crfC//ydaN//flgH//gatC//xylE//purD//pykF//yfbU//thrL//ribB//tamA//panZ//bglJ//ybhP//mqsA//amiA//frwB//envR//yadV//yrbG//
GO_0006397_8	insB-2//glsB//yddG//
GO_0006399_8	rimK//insI-2//ygeV//rnd//yfcG//accB//hemL//paaX//eutB//yibH//rpnC//lldR//rpe//rsmJ//narY//menC//mfd//sbcB//rluF//yccX//fkpA//ybhS//recE//soxR//citT//htpG//potF//glmU//ivbL//yhjV//lpoA//flhA//fucK//yihI//lpxK//treC//yrdA//pyrL//yojI//fes//mdtJ//hybG//ydjH//waaA//nadB//fepC//gstB//ypdF//flhE//sutR//hyfR//ygdG//arsR//sucD//ibpA//pal//pgk//creB//sdaC//glmS//rlmG//uxaC//ruvC//dsdA//acnB//yebK//hflK//araC//yqeA//pyrE//atpC//entS//murC//dppC//moeB//kbaY//frc//clpA//arnD//yiiD//ftsB//glgA//
GO_0006400_7	elyC//csdA//dinD//hyaA//helD//alkA//hrsA//nuoL//astB//gatB//rfaC//glnP//rpsI//manZ//cysC//cas3//ldrD//caiF//lpoA//proS//iraM//pdeL//yiaN//yfcA//nanT//dcuS//yciE//yggF//puuD//sthA//fimG//hns//rhtB//gluQ//ccmE//cydC//der//xapB//insB-4//ymgF//pspA//rhlE//rplO//rplF//feaB//gmhB//acrZ//yohD//betA//
GO_0006401_6	atpB//treF//asr//prlC//pta//dmsB//nadD//hemA//ybaK//fimI//umpH//ompG//narV//tamB//dkgB//dcm//artI//puuB//rplM//pgaB//rfbB//hflC//
GO_0006402_7	acrF//mog//yqjH//flgF//perR//kdgT//pgaC//cysW//flgC//nrdF//accB//
GO_0006412_6	torY//cyoE//astC//tpx//ychF//dpiA//ssuD//ubiH//rplO//eamA//hypC//nikA//ansA//aspS//ynbD//yadM//argH//panC//mtlD//dgcM//sppA//map//lrhA//sgbH//ydjL//kefB//rpsQ//hisS//nudF//codA//alpA//ppiD//zwf//deoR//intZ//insF-1//recJ//prlC//yjhP//torC//dnaQ//nuoL//dut//nfsB//hybC//fimF//secA//fucK//hemG//fabH//fliM//
GO_0006413_4	elfD//yijE//cpdA//
GO_0006414_6	patD//malK//glpF//malK//dnaE//waaU//rcsB//gapC//thiL//
GO_0006415_7	tabA//gadE//amiD//perR//aceK//citC//pinE//
GO_0006417_7	ymjB//ymfK//csgB//murC//adiY//fsr//ynfH//paaB//opgG//pspC//xisE//fimH//cspG//mrr//csiR//yjbF//caiD//phnL//fkpA//skp//aceK//wcaJ//ybiO//tufB//hisM//yfaL//caiF//hicB//rseB//ldcC//mtlD//aldB//trpR//lptG//yahB//murG//ascG//xylR//folM//
GO_0006418_7	livG//rsmA//pphB//csdA//fliA//ygiW//hupA//rfaE//arsB//cmoB//glcE//galU//csgD//rsuA//ulaR//rpmE//flgA//yedX//yegT//hflK//deoA//ycjY//ybiO//nrdI//paaF//
GO_0006419_8	xapR//
GO_0006420_8	yjhH//
GO_0006421_8	ydeI//
GO_0006422_8	fis//
GO_0006423_8	ybiW//
GO_0006424_8	dgcQ//cpsG//
GO_0006425_8	alpA//
GO_0006427_8	menI//
GO_0006428_8	flgK//
GO_0006429_8	dam//
GO_0006430_8	uacT//ybdZ//
GO_0006431_8	narY//
GO_0006432_8	dfp//cobT//
GO_0006433_8	tolQ//
GO_0006434_8	mukB//
GO_0006435_8	yagJ//
GO_0006436_8	yqiJ//
GO_0006437_8	yjeI//
GO_0006438_8	glxR//
GO_0006446_8	yihR//uidC//ftsN//hemD//slt//rne//alr//
GO_0006448_8	envY//sdaC//nirB//lpd//mmuM//
GO_0006450_4	csdE//ppiD//yadI//rpoD//hcaF//elbB//rph//fis//rlmN//hybE//
GO_0006451_7	cspB//
GO_0006457_3	dinI//sodC//tolQ//guaC//cbpM//ykgF//ilvD//dam//mdtL//ygbI//acpS//yqiH//moaC//truB//gnsB//rzpD//lptD//yafC//mcbA//sgcE//insH-5//insF-1//etp//syd//nadA//hofO//ompL//yieK//yieE//hupB//thiH//mak//iaaA//rapZ//hipA//rsmG//rcdA//aroP//kdpD//yabI//
GO_0006458_4	mdtC//frmR//yegS//clcA//hyaD//ybaL//yqiG//ftsQ//
GO_0006464_6	mprA//mioC//ykgM//csgD//wzzB//yaaU//rpsP//sspA//sxy//purA//phoQ//yebQ//nanS//rarD//pheP//allC//glyA//hsdR//gsiD//yajR//ygiB//ybjC//ilvN//yhhY//argB//yceK//iscS//fdoH//panF//ymgA//ampE//appY//ansA//rhaA//arcC//yibT//potE//prlF//norR//cynS//tonB//lpxB//nrdF//afuB//mgtL//yfiF//sfmD//rhmR//ybaM//sstT//yjhI//cusC//yajR//smrA//ydcI//lrp//gdhA//ybjD//pgk//uvrB//ascB//nuoG//tig//ybaO//yjgX//pldB//purB//gcvP//cdh//miaA//hisB//gadC//mgsA//prkB//tus//murJ//kefB//cmoM//rcsC//clsC//alsK//actP//rimJ//atpB//sucC//ccmD//fimC//cysM//ydiK//dinG//fabD//dgcT//plsC//metH//ykfM//asmA//paaD//fhuF//ftsH//ilvN//erpA//ybiJ//csdE//nrdA//rclA//aqpZ//ydiK//ygeA//yedF//cynX//talB//fdhE//chbB//holA//ynfF//melA//hycB//yfbU//ispG//kbp//mntH//topB//intE//pgi//asnA//csgA//ybiY//pyrB//ilvE//uspF//pepD//ilvL//bglH//fucP//fadL//umpG//rplO//yjfP//dgt//rnlB//aaeR//mutY//
GO_0006465_6	ycjR//cvrA//yqiJ//
GO_0006468_7	dgoT//sspB//rlmF//yiiM//glnS//sapC//ybaM//araC//obgE//fruA//yihT//torZ//selB//bcp//apt//macA//ydjK//ydbK//fimZ//hybF//purN//rng//kbp//dtpC//yrfG//mrcB//yehZ//pgpB//lysR//queE//xseB//fadL//hemA//hybA//chbC//dsdA//rnb//mdtK//ydiZ//yiaU//yhgH//cas2//iraM//yahN//argC//yciG//ydcI//pdeR//yeaG//qseC//norV//setC//cyoD//
GO_0006470_7	cobC//leuE//hchA//rhmR//phnL//clcB//csgF//opgD//murI//glgP//ligB//yccS//paaF//yiaL//mdtI//cecR//
GO_0006473_8	amyA//dnaA//guaD//yihR//fepG//nuoH//tar//rfaC//sbmC//vsr//ydiF//dnaB//
GO_0006474_6	yfeO//ompL//yjiX//ydcO//xylH//
GO_0006475_9	uspG//waaC//
GO_0006476_8	ymfA//yicJ//glnD//
GO_0006479_5	btuE//yfaE//otsB//cpoB//kbaZ//hemB//erpA//nudC//
GO_0006480_6	tatE//
GO_0006486_5	slmA//
GO_0006490_5	ghxQ//
GO_0006497_7	pyrE//
GO_0006508_5	codB//setA//aidB//torY//dnaK//mqsA//nfsB//livF//yhaO//bioD//moaC//yadI//ftsB//fetA//menI//yeaG//yciE//chaC//thiD//gapC//murC//thiE//rplD//znuB//otsB//cadB//evgS//btuC//galS//entS//dnaA//hfq//insI-1//aaeR//ltaE//bssS//sucC//gadC//xisR//gsiC//solA//ybiT//atoC//fruK//hycA//nuoB//fumC//fliA//ygeR//panB//gfcE//pheM//gppA//ydhQ//fdx//
GO_0006515_7	hscA//gcl//malE//mrp//
GO_0006517_6	uxaC//yidK//decR//tyrA//
GO_0006518_5	satP//melA//proA//murR//zupT//cheA//rihC//acnA//yehW//ydbK//ung//hemH//trpD//clpP//decR//yehP//tus//ydaC//agaW//tar//relB//alsA//rsmJ//hypF//yedP//lptC//yiaL//yhfS//ydfK//fadD//coaE//iraM//ubiF//rhtA//ccmF//ygiW//pgpC//aspS//mrp//mraY//ftsA//cmtB//nrfA//ypjD//hlyE//yfeR//yfgI//matP//dcuS//ybhP//recO//sucC//fabB//yiiM//yiaM//gpsA//cvrA//rbsC//cyoB//bisC//acpS//tpiA//yehU//phnG//fimF//lysO//ybbY//paaE//yecS//glnH//yqaA//yafC//yeaE//lpcA//citX//yiaM//caiF//
GO_0006520_4	cysW//cysE//kbp//atpF//ppiC//yfeD//rffM//lpxP//purR//mutM//gabP//recQ//livF//uvrB//dnaE//thiC//msrA//araA//dgoD//bsmA//ydcO//yjeI//rclR//truA//aroF//cysQ//yciF//nlpE//gudD//xylR//pfkA//yaaJ//lysU//iscA//uvrC//ybiX//ypjD//alsC//prmA//zapA//creB//paaX//ycfL//gpmM//cynS//gsiD//malF//sdhD//ygeW//recB//exuR//yccA//torR//guaC//rplK//ypdC//lgoR//mngB//kdpE//sgbU//tcyP//caiB//relA//cpoB//nrfA//ycdY//lptA//pldB//paaD//fetA//alsA//uacT//groL//iraP//ycgR//yihQ//norV//nrdI//ycbU//aroG//ghrB//bacA//cpsB//ybgQ//prmB//pdeH//ymfK//ratA//moaC//ubiJ//speE//hflX//mutH//chbA//gudD//yadG//pck//modB//xylB//ydeM//sgcR//speB//cspA//hsrA//recG//ypdC//mscL//ulaE//lpoB//yfcR//ybjG//feoA//bamE//hybC//kdpA//uxuR//nrdR//mngB//yhiM//mcbA//sspA//ybfE//ispF//yaaA//lpxB//rfaB//viaA//xisE//argK//yheT//surE//ytfR//ilvM//hcaE//metK//fliL//yadG//hsdM//wzzE//ybiA//ghxQ//ftsX//pdeK//ansA//ycjQ//efp//aes//cvrA//rplC//dbpA//yahI//yieE//yjbF//radA//alaA//narH//mreD//ymfK//waaJ//rluD//nudG//rlmJ//ybaT//uxaB//rhaB//bisC//yahI//cspD//yibT//rpiA//yhbY//ymgF//mcbA//fumA//chbC//rnpA//argP//ybhJ//betT//yhgF//ycfL//yadM//rplX//nikR//yjbF//cysE//purN//dapA//rplC//gph//gudD//rfaG//ftsL//marA//idnK//rimI//mglB//lldD//glrR//tdcB//dsbB//ynfK//
GO_0006521_6	mepA//putA//gloC//
GO_0006522_7	murG//scpB//fimB//gudP//dapA//rplB//ubiF//
GO_0006523_8	ydcP//nupC//rbn//evgS//
GO_0006524_8	ybgI//mutH//crr//
GO_0006525_7	paaC//clsB//tusC//ynhF//lit//paaA//rssA//nusG//mlaD//pgl//lptG//gcvP//cysP//hybC//trpS//dmsA//yheT//dapA//panF//dgcZ//fimG//
GO_0006526_8	tonB//fabZ//ydiZ//greA//yjbG//yceD//yojI//yhdZ//ssuB//trxA//yahF//dicC//yehT//
GO_0006527_8	waaG//amyA//ygaH//puuP//menH//dapD//ubiF//cheY//ycbB//
GO_0006528_6	ypjD//tamA//dmsB//plsC//
GO_0006529_7	rrrQ//yghW//
