#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deaD//waaL//hslO//fadJ//
GO_0050919_5	ychH//
GO_0051027_8	hemF//rplN//
GO_0051049_5	ydjE//dusC//mltF//livJ//nei//araF//insI4//malZ//modB//arnD//ybaL//kbaZ//
GO_0051050_5	ispH//zraS//yphD//
GO_0051051_5	rpmC//prmA//glnL//
GO_0051052_6	emrB//glxR//iap//lpxP//yraH//corA//yijO//rpiA//fepD//gabD//dnaT//rsmC//artM//nimT//
GO_0051053_7	srkA//atoS//flgM//glnE//hpf//azoR//
GO_0051054_7	proC//entC//
GO_0051055_7	yfeD//
GO_0051083_5	lysS//
GO_0051084_5	leuC//yjjG//ybcQ//cycA//yeaG//ydjK//mglC//
GO_0051085_5	ybiV//agaD//yedX//rpsK//ynbD//yjjV//lyxK//
GO_0051090_4	uidR//yiaA//bioP//tauA//leuD//tadA//ycbB//dnaC//
GO_0051091_5	apt//ybjC//
GO_0051098_4	phnK//ygfI//
GO_0051100_5	ybbN//dacA//
GO_0051101_5	yneJ//
GO_0051103_7	dnaK//hybA//
GO_0051128_5	mfd//ydiV//puuD//lsrB//xylH//ybhR//hyfR//ppiD//mdtK//rimL//fumB//aroK//ycbU//yaiW//pheA//tolQ//mepS//fliT//yrfG//aroP//glnE//yfaV//rcsF//yibH//erpA//rplI//rplC//adiY//ubiH//fimB//pykF//rhmD//yeiL//hybB//ygeX//nrdE//ydcT//dtpA//pta//cyoB//dam//trmI//uvrB//rbsC//ldcA//frdC//dacB//insI-2//secD//ybiX//dcyD//rplX//gsiD//codA//rplA//cmoB//ampG//gatB//sanA//zapD//hdhA//crcB//ilvH//rimL//hupB//ybaL//yqjI//mipA//ygiV//pepN//opgH//fepC//dcuR//csdA//dbpA//cobS//ppiA//
GO_0051129_6	ilvM//thiC//cysC//waaY//ampG//rplX//citT//phnG//sfmA//yohC//pfkA//argE//lsrC//mdh//feoC//udp//
GO_0051130_6	bioD2//menE//ydiV//frlC//gor//aceA//rcsF//soxR//yfdG//cpdB//degQ//alsB//adhP//fadJ//yhbQ//yfdR//
GO_0051131_7	rdgB//srmB//
GO_0051143_8	insI-1//
GO_0051156_5	glxK//ogt//tilS//ydbK//thiH//gatA//
GO_0051167_5	pyrL//sucA//fdhF//
GO_0051171_5	cbpM//ispH//narP//hflD//slt//yfiC//metQ//metL//ychO//ispB//alaC//tktB//kdgT//pgaB//entA//feaR//hmp//cbrA//lit//yhbX//ebgR//hycB//sufB//groS//fur//pnuC//hisA//sthA//pheS//tadA//cpsG//rnpA//trpB//ssuA//ykfI//hemH//yggX//yajR//sfmF//atpA//uvrY//nikB//cdd//nhaR//yibH//cnu//cnu//nikB//gltD//ssb//dacB//ilvE//macB//yfjV//ldhA//rpsM//arcC//yfhH//ynfF//sspB//uvrC//pnp//cbtA//xylA//ygjK//narX//lysA//psuG//cheA//menC//rpnB//fimD//casD//ugd//mlc//allR//sdaC//rnhB//wecB//rlmD//frsA//dgcM//pgi//rpnB//fabA//glpK//cbrA//iscX//yafS//yggP//erpA//rclA//nanK//mqsR//metG//rof//rplT//yafS//efeO//chbC//iscU//sgcC//ubiJ//yhbX//xerC//secD//ompL//wcaJ//tdcA//yccX//flgB//rof//parE//ydeM//shoB//surE//prlF//ahpC//bioD//yciG//ackA//ptsG//pepT//sufA//yojI//yejF//yhjR//prmC//ssuE//murI//rclR//murE//dmsC//metF//elfD//yihT//xapR//ldtD//sfmD//yebC//relB//bglJ//trmL//aceF//gltB//sfmF//kdpB//nrfG//nac//glcB//tdh//nupX//nfi//thyA//gpmA//ftnB//yqeA//atpF//yibT//nagB//dnaN//xylG//proP//wecA//yfcP//gatD//rhaT//tauD//fbp//moaC//hofM//pgaC//baeR//thiP//yehT//proP//metI//uvrC//fdhF//topA//yhdZ//nadK//speB//yajO//rpmB//cobS//abgA//rpsA//puuC//narJ//opgG//yidC//srlR//flhE//wecA//yidE//frsA//btuR//frc//atpF//ampH//era//cbl//rhtC//mtnN//ravA//mdtI//sfmA//ypdA//bluR//cytR//rhtA//mobA//mipA//hiuH//fecD//pheA//pgsA//mlaB//dnaG//yidL//ypdA//glsA//mlc//gntT//srlB//rmuC//dgcJ//treR//dppB//cynX//rimJ//rffT//ycbX//xylA//nrfD//ugd//queC//yfbR//menF//hslR//macA//nuoI//rplD//yadK//dicA//rnc//rtcB//citC//yebZ//uup//folE//ydiK//srlB//aroP//ygbN//lgoT//pldB//murA//yqaA//nirC//barA//bsmA//tktB//gabD//pheT//blc//ftsE//yfcQ//glnA//ddpA//gltX//hokE//yfgI//yfdK//ddlA//murD//potD//pdxB//rpsI//ygaZ//rbn//fabB//alsK//mntS//aslB//cmoA//trpC//metI//yrbG//yiaN//yjiA//trpGD//ihfA//gadA//emrY//tdk//ptsN//pepN//glrK//kefG//ygfX//dmlA//argH//fimI//glpF//mcrB//yciA//nagA//ilvA//yehP//yfbV//ybdH//nrfB//ynaI//ybiH//sgcC//yejB//argS//agaI//trmA//ynfL//thrB//yqiH//surE//napA//topB//gudP//speG//waaH//yjjG//tdcD//arnT//bioD//fepE//ampG//hyfR//
GO_0051172_6	bamC//gudD//yjfP//rpsH//rcnA//frmA//exbD//ibaG//fliS//ttdR//ulaD//ycgV//ilvM//dnaB//nupC//allR//pgm//ratA//araD//clcB//glnS//gpmM//ghxP//mhpC//rfaE//grcA//selA//narH//yahF//kilR//ubiE//astB//sufC//dxs//nrdA//dsbC//hlyE//motA//ybgQ//yihP//yfeD//mdtD//yahN//ymfK//maoP//yjiX//yidP//yqjI//eamB//cobB//opgD//yifB//tyrR//osmC//caiF//evgA//nuoE//waaQ//mdtG//casE//feaB//lpoA//yadI//acs//sufC//yeeY//ftsN//aqpZ//frr//rlmG//hscB//guaA//gcl//hisB//pheM//dkgA//astB//thiM//gadA//ydiP//selD//nagK//speC//yqhD//pheP//tktB//gspF//yihR//alr//alaE//qseC//ydfK//rpsP//trmA//adk//cysK//fliZ//hns//yhjB//hemB//rlmJ//secF//nusA//cirA//nrdH//ftnB//nudG//glnH//sstT//yobF//waaO//pfkB//dsdC//frvR//adeD//yqcG//yjjQ//gpmA//nimR//aaeR//narW//lsrG//hyfF//ebgR//hisP//znuA//uidC//prmB//tomB//yehX//ptsN//sucC//
GO_0051173_6	bepA//caiE//dppC//dkgA//dnaX//nanR//lacZ//dps//ykgM//yhdH//cyoB//mnaT//envC//nsrR//ampD//entE//trkH//guaA//glnA//fabD//ulaB//yfcU//fecC//malI//fucK//opgD//opgB//fabZ//hyfA//lolA//tnaA//minC//tnaC//rng//cbeA//ompF//pflB//nrfA//cpxR//dgcM//waaO//rluC//murR//lrhA//birA//fhuB//osmF//menI//rbfA//hrsA//ileS//mfd//raiA//ssuE//infB//panZ//yfiE//ygiV//polB//yihR//torC//gntT//rnlB//dmlA//alaS//tbpA//uacT//glpA//kdsB//yjeI//ybbY//nfsB//mtlA//tnaA//ydcP//tonB//tehA//rplY//fadJ//intS//ftsI//dapB//prfA//rimP//adeD//ydbD//yggE//frvR//kch//
GO_0051174_6	frdA//pitA//gph//rzpR//arnA//cas3//zapC//ugpE//yhdX//tusB//
GO_0051180_5	osmY//mdlA//ldtD//pinE//cbeA//cpdB//chpS//rclA//tdh//ybiW//mdtJ//yhhY//yiiE//opgG//yfcG//bdcR//
GO_0051181_5	nrfC//yagU//udk//smrA//perR//rseB//phnK//iap//dld//mraY//yfbR//nlpA//tdcR//ilvL//potC//zntA//cas2//fdnH//rfaD//hisG//cmtA//ilvN//prlF//hisF//ispB//cyoE//oxc//panC//surA//allS//thiM//mcbR//rlmA//bcsQ//cysG//gcvT//glnQ//hypA//ttdB//yidK//ilvM//
GO_0051182_6	nagE//aceB//ccmE//trmI//fsr//
GO_0051186_4	dcuS//pheT//cobS//thiI//hisM//ssuD//mrr//puuE//alaA//ynfK//elfD//hemL//yfcR//hpf//secE//yefM//cydC//tehB//kdsD//mutY//yiaA//ydcS//arnE//eptB//yidZ//znuB//cca//ydeT//murG//glsA1//yraK//yicJ//radA//cpoB//proB//hpt//ybdZ//alaE//bluF//dhaK//fadI//rutR//yjeI//waaG//rfbB//ygaZ//yddL//pepQ//fdhF//metI//hisA//dppD//ssuD//clsA//ldcA//dnaN//tolR//speF//arfA//ddlB//wcaJ//uhpC//frmB//vsr//mdtP//yraN//ydjH//yojI//insE-1//frvB//gluQ//ybgI//ybeF//agaC//ybaE//dhaK//ybiJ//ubiF//yifB//ydhK//rstB//hisP//yiiD//yhjA//nagB//dacA//preT//ydjH//mcrB//torZ//mak//ulaC//rluE//hcaE//tehB//aroG//ribA//mdtQ//fkpB//agaI//hupB//yfbS//lldP//wcaC//nepI//rffT//dmsC//hofO//sgcA//prfC//fucK//serB//wecA//rna//lysO//rfaC//trmJ//rhmD//rarA//aroA//marR//nupX//yhhY//mscS//bioD2//yabI//rplI//hscA//gatC//perR//pspG//pntB//rclR//dam//ydeE//rplK//rplF//rtcB//brnQ//yfcR//hprS//pcnB//tolA//hfq//frvR//hisQ//yjiR//dmsB//stpA//sbcC//hcaC//lpxL//udk//gntR//rzoD//paaG//ygcR//qseB//coaD//hlyE//flhC//yjiA//atpD//yjeH//yphF//ftsN//gmd//yfaE//rbfA//yihT//dnaQ//lysS//waaY//cheZ//nirD//dgkA//eamA//cheR//ychO//nrdG//cyaA//manX//msrB//yfdS//rplK//kdpA//ubiB//ybbW//alr//pstS//glnP//mdtP//araB//ldtB//gcvP//yfeD//rlmJ//ygbL//arnE//
GO_0051187_5	wza//suhB//mnmA//proA//yqhD//coaD//pspA//rcdA//hscB//mdtF//
GO_0051188_5	prmB//yfcQ//ttdB//rbn//fabR//tsx//glcC//agaW//rph//fadB//yphF//yciA//hyfR//murF//fadM//trpC//hfq//flgE//ybdZ//ycfJ//cvrA//rluD//dgoK//guaD//rluB//fucI//pcnB//pdeK//sufB//ubiJ//citE//potF//mcbA//hisI//epmB//adeP//yfeX//pinQ//rhaA//yegT//pepN//gcd//wzzB//atpB//ybjN//argR//yqgB//rluB//tdh//gcvH//mrcB//gapC//ybcC//yjjQ//glcD//nusA//ydhC//btuE//pdeD//nikB//pitB//hrpA//panC//xisE//potB//lolD//norR//hcaD//cyoB//yebZ//moaE//ddpX//qorA//fbp//ydcO//fecB//yfcA//yjiY//yqjH//tyrB//ybiH//sstT//fumB//dxs//ulaA//rpsE//cof//yraR//psd//rnpA//mmuM//deoA//aas//ymdB//pspG//lptD//lpxK//yeiG//uvrY//trg//surA//nupC//cspC//entS//rarA//sfmD//sgrT//fabG//yhfS//nadD//ldcC//yddA//ydcT//uhpA//rmuC//creC//zapE//yraJ//emrD//gloB//ulaE//idnT//csgD//satP//yagF//cedA//csdA//etp//dppD//crcB//iscS//treB//ybaT//dcuA//clsC//rfbB//sdhB//ybdZ//csgG//ytfT//oppD//yehX//truA//ccmF//ansB//xylH//
GO_0051189_5	envC//puuB//fhlA//rhoL//ilvE//xapR//rfbX//higA//pnuC//tsaD//mreD//cyoD//
GO_0051191_6	hyaB//
GO_0051193_6	mdlB//ddlA//pinE//
GO_0051195_7	zapA//
GO_0051196_7	nimT//
GO_0051205_6	lptC//hcaE//insI3//fabH//bioA//fixB//dhaL//apaH//ydcT//melA//
GO_0051223_7	focB//chaC//cusC//
GO_0051224_6	gppA//
GO_0051234_3	arnA//rpnD//nupC//tatD//yohC//ykgM//nac//yohD//ldtD//aspC//ycjY//entD//fepB//rlmI//hcaC//frdD//ribB//cstA//minC//rhtB//rpsM//uacT//nikC//cpxR//prmA//fimB//barA//comR//rpsA//nrdR//gadE//rcnA//yhaJ//rspB//fimH//paaK//sufC//waaF//ubiA//mdtK//ybhJ//hybC//trmB//nuoM//pgrR//livG//rutB//acs//glgS//ghoS//mazF//gntU//cbpM//rutC//ydiO//argS//metB//ispB//rpsK//ubiH//nhaB//ygcR//smrA//moaB//cheW//csgE//malI//rpiB//yjfF//ribC//sdhD//gldA//kefF//rfaG//manZ//dcyD//fepD//pflC//hisB//etp//hxpB//yfcA//sgcA//kdsD//phnG//ulaA//yqiJ//glk//mog//agaD//cynT//yhcF//hypC//tcyL//glpT//rbbA//casE//dgcM//uspE//flgA//rzpD//gntK//malK//glcD//frmR//ygbI//fruB//kbaY//pphA//purU//prkB//artJ//prmC//etk//mdlA//glyS//ccmH//basS//rlmM//hslJ//fucP//gabD//hypE//rzoD//trpB//yieK//yqcG//queD//yeaE//mmuM//xerC//yidD//ulaA//mrcA//hyaB//rplQ//ydcR//rnd//znuC//ibaG//cusB//ppsR//zraR//hslU//arcC//aidB//frdA//narI//rpnD//rapA//ybiH//fes//sucC//yfaV//barA//nuoG//envR//ybcL//uspB//rhmD//yahD//csgF//dgoK//norW//yjjB//ilvH//yqiI//gabT//fecB//trxA//cysC//cmoM//torA//ychH//motA//rnlB//ghoS//rlmG//rpsL//bolA//artJ//rpmB//yidZ//cadC//fdoH//cca//mlaC//moaB//lolE//cysH//hcaR//trkA//ygbN//rtcB//allS//gltX//torZ//slt//sgcB//dgkA//msrB//ldrB//fimB//yihU//csrD//murJ//rnlA//zraR//ilvI//cyoC//ptsH//caiT//yibT//gatY//gsiB//udp//torZ//tdcE//rplI//stpA//mmuP//dicA//cspC//prlC//kdpB//cysZ//hslR//xapR//ravA//moaC//tusC//hemH//waaA//oxyR//def//sapA//ppsR//eco//diaA//zitB//ydiR//gspE//ybcL//miaA//mdtM//ghoS//torY//wcaC//cytR//eutD//yfbV//thiC//yeiE//nhaA//ybjD//zapA//rluD//rcdA//pgm//ispU//cycA//pmbA//dcuR//yjiM//flhD//flhE//rcnA//rimI//dicC//uhpA//rnlA//norV//pgrR//yedA//opgG//fliA//yghB//ssuA//ydeI//sdaC//yfdK//fadJ//pepA//insE-1//betA//abgR//yegD//ubiH//rna//grcA//yfcV//ariR//holC//xseB//gltS//yfcR//cspI//gltK//galR//ldtA//yfeX//malZ//dpiB//glrR//coaE//plsB//yedX//mtnN//gltB//rluC//gltB//cheA//gmhB//glmU//yggE//dinB//dgoD//mdaB//yjjG//dauA//rfaQ//nikC//rplJ//ghrB//mmuP//murB//pgsA//waaQ//astC//ymgA//aldA//umuC//galS//hemA//aroC//mdtG//yhhY//kbaY//aroK//prpC//cutA//rpoH//yiaO//fecD//speG//rpsH//modA//waaU//ydcR//rclA//rusA//ndk//fetB//mlaF//intE//atpB//rsmH//dtpB//aceB//lamB//aphA//frdA//metB//yaiP//betT//dcm//acrB//ispU//coaA//plsX//opgD//rfaD//yihP//yedP//fadA//cheB//chbC//hisC//epmA//yidE//yhgH//yqeA//yfhH//hslU//yedF//mpaA//puuP//rimO//selB//hdfR//yiaN//gsiC//amiB//speE//putA//yihI//gnsB//murQ//thiG//cbeA//pdxB//barA//wzzE//msrP//nrfC//cho//napB//argE//gpr//pdxK//rpsN//norW//torC//rfaD//ytfP//fabR//yhcD//mhpB//dnaG//malP//dinQ//malQ//citT//pgaD//dsdA//bcp//ftsI//hokB//zntA//proA//fdnG//nac//dinJ//holD//ytfE//yciG//evgA//mliC//rfaC//ydhK//agaA//argA//serB//oppF//folD//rlmB//leuO//hflX//yciG//fetA//dnaN//iscR//glk//yhgF//nrdH//sufD//yihI//dacD//sthA//ydiF//dgcQ//ibsA//psuG//fimD//dapB//fhuF//moaA//aroB//pgrR//yojI//fumB//rutE//zapB//yebS//rhlE//opgB//bfr//insK//bioP//amiA//ompC//yghW//galF//lysO//csiD//cysB//tolC//ybcL//gshB//yidQ//hupB//sdhD//efeO//yfdO//argG//hipB//copA//msrA//lpxL//fadE//ygbI//fhuF//sdhC//hiuH//cpxA//mhpT//purF//nuoI//ydaC//kdsA//ldrD//pgi//yijE//fepA//tatE//yeaE//gatA//cysU//ybcC//aspC//menF//ybcQ//dppB//yidE//uxaB//serS//yjgX//bglB//rfaF//yphD//panC//artJ//ptsI//moaD//yjcS//zraS//dacC//rlmD//oppA//wcaC//ccmD//hypF//fdrA//alsC//yihP//rarD//ung//grxD//yhaV//gnsB//nikD//xdhB//pcm//nfuA//glmS//wecB//lipA//hupB//ihfA//citT//menE//fliG//znuA//era//mdlA//nrdF//selU//wza//gpsA//rplN//yfiR//yjgX//rsmD//sucD//mdoD//hisD//gstA//mdtI//ybhG//pagP//yfhH//ybeQ//glcA//yigB//mnaT//ftsQ//thrC//puuE//napB//rbsA//btuC//fpr//dhaL//parE//uvrY//mutH//yagG//secA//dcp//flhE//deoB//yibF//yidK//cdh//glnL//ydbK//
GO_0051235_3	mug//glpB//puuA//
GO_0051238_4	aes//rfbC//gntR//
GO_0051246_6	ssuA//rppH//araD//yjeI//nrdB//asd//ynfK//arfB//lolC//queE//nagD//feaB//yggP//yhhY//bolA//msrP//ccmA//recE//yajO//tmcA//ycjD//ilvE//phnL//psuT//sfmF//trmD//yjhI//fliM//mltF//tdcA//amtB//tadA//thrS//hupB//arcB//bamB//nuoB//glsA2//rfaE//emrD//secY//sgcC//ftsP//serS//polA//dam//mdlB//xanQ//rtcR//folC//mdtC//ygfI//yfeW//
GO_0051247_7	clpX//hslO//nadK//chbC//gstA//rnr//selU//pyrF//tyrB//mgtL//fimI//
GO_0051248_7	aaeA//metN//sufE//torR//nlpA//ptsI//rseC//ulaF//dsbA//kch//nagK//murB//xapB//tamA//ortT//fimD//creC//purN//aceK//ygdG//msrA//yfcG//gadW//fdnH//yqjI//frwD//cydA//priB//narU//waaP//cyoC//
GO_0051252_6	moaD//ispA//deoB//ynhF//rtcR//insI3//betI//amiA//mtlD//rstB//ydeT//dam//syd//atoB//ydjJ//zapD//phr//ldrA//ytfP//glgB//fdx//yfgI//iclR//yddA//fixC//poxB//hcaC//sucB//rarA//garP//manZ//pmbA//agaR//uidC//ilvC//rplM//setB//ybgP//putA//rimM//miaA//nrdB//ygdG//folP//sdaA//ddpA//frmA//ccmC//rimJ//yjhP//glyA//ldrB//oxyR//codA//waaL//orn//agaB//rsmH//zwf//selA//thyA//tsgA//dmlR//glcA//lptD//aer//phnC//narY//rsfS//cdd//asd//atpE//yahD//dhaL//hisM//norW//glcA//yagE//malX//rpoE//ftsI//yccS//udp//frdD//mnmE//ybdH//fryA//hypT//ddlB//secG//ptsI//eco//hcp//hha//rutG//mprA//nagD//basS//fis//uhpT//sgcC//insB-2//yjcS//hslV//glrK//yqhC//lolB//glsA1//nirC//ynhF//yraN//ynaE//mreB//ldrA//aaeA//srlR//ykfI//ubiF//dinI//rnpA//trmL//mqsA//hscA//caiD//aceB//rbsA//yphD//hycA//dmsB//metR//pabC//ybdM//tatD//ansB//fucI//cecR//livG//gldA//mscS//frlA//flgC//ybhF//adhP//dhaK//torY//cusC//rpsN//dsbB//rluC//purT//ybiT//yaaU//mltA//tufA//rpsG//yfeD//rlmE//sixA//map//elbB//araA//sapD//parE//fecC//fhuF//cspE//dcd//flgF//htpX//clpX//sspB//nrdF//rlmM//umpH//dgoR//ccmC//yiaA//gadE//yehA//hrsA//cydA//agp//bcsA//nudG//ydfK//dnaB//pheS//murC//ytfQ//thiC//moaB//yhjB//grpE//dppA//entD//yciE//accD//fumB//cyoE//nrfA//lsrK//nemA//insA-2//eutK//ompL//corA//trpGD//dsbA//rmuC//cmoB//yqjI//bsmA//rnlB//flgF//ybcQ//recG//rcdA//dsdC//wcaJ//bluF//epmB//kefG//secG//ynhG//lsrR//cdsA//cpdA//tdcB//ybaE//dcuS//trmH//uidA//yciA//thrC//ybbN//epd//amiC//lpcA//rapZ//ndk//tauA//speB//atpG//thiI//comR//paaJ//rhmR//glnK//htrE//norR//pabB//gpr//nuoH//hcaR//gatY//fumC//mzrA//yfdC//hybG//dapF//argO//nusA//yahF//mrcA//yehC//menB//serA//selU//murA//rna//yehA//hybA//infC//yefM//azoR//nhaA//hpf//rsmB//
GO_0051253_7	ygbN//rmf//ybaM//mreB//rcsD//mcbR//pyrE//mhpC//syd//udk//dnaA//nepI//def//ydeI//lptD//psd//asr//glk//sgcR//radA//panC//yfaL//eco//hyaD//yehC//malF//napF//dppD//bfr//rffC//afuC//thiM//nhaA//ydjL//ydbK//insA-2//rnlA//fucO//mhpR//ycjP//fklB//yfhH//moaE//ilvH//ilvD//sdaA//ybcF//rsmJ//bglX//hscA//yrfG//napC//dacA//yhdZ//yehT//srlA//trpB//sdiA//fryB//dgcM//acrA//ccmH//ghoT//znuA//rlmF//arnE//clpS//dtpC//kdpD//yfcF//yeaK//tatD//paaF//hyfR//leuA//cbpM//guaC//proB//ybbY//shiA//sfmD//phoU//cysQ//menF//nsrR//lspA//nuoG//folD//tamB//yfjV//sbmA//nagC//adiY//mhpA//hupB//iscR//sfsB//frwB//ribA//
GO_0051254_7	prmB//gntK//fadA//hycA//nagB//mreD//tsaD//yjbF//hrpA//insA-1//yhjG//nlpD//tauB//rpsK//glpK//topAI//ybiY//wecC//ddpX//ygfA//mdtE//lysO//amtB//ftsP//parE//intZ//ybdR//aroG//sugE//trpL//queD//rpnC//dgcM//insE-1//ibsA//ccmG//secD//yeeL//pgaC//gutQ//lapA//chbR//ilvE//argK//rutD//yebK//yhdW//kduD//yhdJ//rpsM//yciF//kefC//topB//galK//gadB//trpB//yibA//rraA//exbD//erpA//ygdG//ariR//ftsN//mnmA//rimL//fumC//mmuM//metE//hns//setA//ftsH//rnr//proB//yhjC//ydbK//
GO_0051258_7	yfeO//
GO_0051259_6	hypE//glcA//pyrG//frvA//ychH//dapA//sulA//frvB//queA//ybeF//araC//arfA//hsrA//yafC//opgB//folD//yagE//ubiI//eamA//mntR//pncB//fdoI//thrS//yebC//frmA//betA//zntA//patZ//dgkA//napA//etk//yadI//zinT//argO//pdeL//brnQ//aceA//ybdM//frdB//srlB//hmp//csgF//lsrR//dsbB//iscR//metK//degP//rpsA//ftsQ//ompR//aroG//
GO_0051260_7	kefC//yadG//clsA//dld//rutF//hypD//macA//ydeO//kdpB//relA//malF//lrp//aaeA//rimK//ygeV//flhA//gabT//ynfK//srlB//napB//pliG//rluF//idi//smrA//ugpC//kbaZ//mdoG//yceK//abpA//nudB//gltI//proW//glvB//rluF//ychF//moaA//fabR//ymjB//yfaX//ydfD//ygjR//ydeM//fimA//trpE//yjhP//cheA//nlpI//
GO_0051262_7	rtcR//thiQ//ilvA//dnaA//exbD//glpX//rfbC//suhB//yibA//rnc//crl//slt//gudD//mntP//yeeY//yigB//dcuB//ybjX//yeaE//zinT//hybO//tdcR//rsmE//cirA//rluF//nuoM//lspA//yqiH//udp//chbR//bisC//fdoI//torY//yrfG//galT//lgoD//
GO_0051270_5	yadI//dinJ//fliS//basS//gntU//hofP//ygiV//ydgA//rhaS//glpB//xylF//rdgC//intQ//yidK//infB//upp//
GO_0051271_6	crl//lpoB//hemC//elaD//dinI//dsdA//yhjD//csgF//otsB//
GO_0051273_7	livK//nhaR//queA//yjaZ//maeA//galR//phnL//
GO_0051274_8	clpB//ubiF//yqeF//cheA//fau//manA//yhgH//
GO_0051276_5	yeiG//ykfI//pgi//yehD//torC//rraB//putP//yihI//iraM//lysA//mreB//patA//ugd//ykfM//sdhA//tcyN//proX//rpnB//yggW//truC//cusR//yibF//barA//uspF//fiu//frwD//
GO_0051289_8	folM//fbaA//symE//glpA//nuoN//maa//ydcO//hyfC//prkB//dsdX//rpsO//nirB//rlmF//elfD//rlmG//cmk//frwC//ybcJ//lnt//yqiG//hmp//tyrS//lapB//hcaT//gsiC//queD//bglF//yfcA//fecA//potD//dtd//mhpD//bioD2//tusE//acpH//tusE//
GO_0051301_3	livM//mdtL//intA//fimG//glnP//otsA//sdhD//nirC//yihS//ssuD//fdx//nhaA//yciG//hypF//nfo//ftsL//ugpC//ykgA//nagK//gor//ydjE//rhsD//acrD//efeO//yhaO//asnA//lasT//dbpA//yphB//yegS//sxy//gudX//mdtD//acnA//flgH//greB//
GO_0051302_5	afuC//idnD//pliG//rpoD//yibA//yhbQ//kdpD//cra//allD//mcrB//menH//yjiM//yedL//nagZ//
GO_0051304_4	dinG//
GO_0051336_5	fur//yggP//guaD//dnaB//dinB//potC//fucO//trkH//ampH//ulaB//degP//yaiV//pgi//cobT//feoA//csgE//mgtL//ruvC//yehU//ygfA//hisA//yjhI//queA//ycdX//rplR//
GO_0051338_5	hybF//dppA//bioD1//yebQ//
GO_0051339_5	mnmA//
GO_0051341_5	yahI//ydcI//
GO_0051345_6	cadA//ycgB//tsf//hcaE//ycbV//cnu//gutM//folM//
GO_0051346_6	bacA//hemL//uxuB//bglX//ftnB//melA//ansB//atoB//trxA//yfcR//proC//
GO_0051347_6	insB-4//lgoT//
GO_0051349_6	rluC//
GO_0051353_6	lacI//metC//
GO_0051391_8	eutD//
GO_0051409_4	sapF//casB//
GO_0051410_3	hfq//
GO_0051452_10	tnaB//
GO_0051453_9	pitA//ilvA//torZ//sstT//murI//ygcR//dgcM//satP//
GO_0051454_10	galM//xylF//dinB//pstS//murI//
GO_0051476_7	mdtP//
GO_0051484_7	umpG//
GO_0051493_7	fadM//
GO_0051495_8	alaE//
GO_0051595_6	rplD//pinE//mtgA//ftnB//dmlR//
GO_0051596_6	afuB//cas1//leuO//sgcC//mlaD//yhjC//wzb//rlmD//dmsC//pstA//guaD//dkgB//fadR//cpdA//ihfB//ydcR//ada//suhB//sgrR//envC//rlmI//gstA//zapA//roxA//setB//yidE//shiA//erfK//
GO_0051599_4	flgB//
GO_0051603_6	psuG//ralR//murR//cvpA//yheT//bioB//
GO_0051604_5	truB//rsmC//lpoA//narX//eutD//truD//flgG//yejE//ispF//yfgJ//nepI//ycfS//fnr//rhaM//sucD//umpG//mlaB//pgaA//hofO//priC//yjcE//yjhG//sfsB//hybF//corA//pbpC//thiG//ugd//metE//ansB//ppiA//yhjD//tnaB//yagJ//yccX//yiaU//sspA//glnS//yigL//gadX//
GO_0051606_3	rpnB//dsbA//
GO_0051607_4	ftsX//sbmC//rusA//focA//arcA//rdgB//malK//ybiO//narQ//puuA//
GO_0051641_3	norV//selA//ygjK//sthA//wecA//malF//cbpM//ydjK//xylE//ubiF//yieL//aspA//dgkA//oppB//yiaJ//lpp//metF//setA//malE//rfaH//dgcT//aspS//yhhZ//
GO_0051649_4	hemH//ygfZ//bdcR//waaA//rhoL//rbsD//csgB//plaP//lptG//fis//appC//nikD//gadC//
GO_0051651_3	mog//accA//yadG//
GO_0051668_4	uxuA//
GO_0051691_5	xisR//acpH//
GO_0051692_6	ycbB//hybD//
GO_0051701_4	agaS//ypjD//ybiH//rbfA//dkgB//gsiB//ftsQ//ykgO//yafQ//csgB//qseB//nuoF//malE//secA//ybeY//phnG//
GO_0051703_3	ggt//deoD//uxaB//waaQ//yaaU//oxyR//yjbH//mfd//
GO_0051707_3	trpS//nudF//ahr//rimK//queC//dnaE//pgpA//thrB//glnL//mdtG//oxyR//bglJ//deoB//deoA//
GO_0051715_4	paaE//
