#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dpiB//rcsF//yagF//fucI//
GO_0090487_4	yrbG//
GO_0090501_7	azoR//nadA//yedX//rsmB//yeeA//bioD2//wza//rplS//acrA//dsbC//artJ//yhdZ//dcd//uof//folD//birA//tdcR//pth//kduD//ilvH//yjjB//mltC//abgA//bsmA//pflA//lgoD//pcm//yiaO//cadC//tcdA//mltG//soxS//
GO_0090502_8	nupX//insF-1//potE//agaI//relE//nupG//mfd//rsmC//kdsA//cpxR//uidR//pgaB//rsmG//suhB//betB//pspF//pyrG//gltB//mdtG//pspG//ttdT//
GO_0090503_8	treR//ilvA//pitB//ilvL//ulaB//cobU//sspB//tauD//
GO_0090529_5	nagB//yihI//glpB//eutN//glgP//ytfP//
GO_0090540_10	rpmE//dgoK//ynaI//
GO_0090549_5	yqjA//nfuA//
GO_0090605_5	rsfS//hemH//narW//sgrR//ibpA//ycdX//acrF//rsmJ//uxuR//
GO_0090609_6	ybiH//yiiM//prkB//yihP//hcp//ffh//potF//btuR//wzb//
GO_0090662_6	eptB//
GO_0097035_4	rffG//msrP//
GO_0097056_7	ribF//
GO_0097164_4	deoC//hycH//yhaJ//dgcN//rfbC//lpxH//rsfS//coaA//holD//mdoG//nth//tag//ymgF//ccmH//proW//ybhA//ispF//rpnD//yidR//yggF//pykA//gspE//uacT//truC//rcsC//sapC//
GO_0097237_5	hofQ//mdtI//katG//idnO//ibpA//cydB//gnsB//ccmG//skp//elfC//
GO_0097264_6	dacB//
GO_0097286_10	yidC//
GO_0097292_8	waaO//
GO_0097293_9	ispG//
GO_0097304_7	mltG//
GO_0097305_5	yehU//mcbR//nuoL//dkgB//fryA//nsrR//
GO_0097339_7	exbD//
GO_0097366_5	ybdR//sfsB//epd//
GO_0097428_6	dacC//yefM//glnP//hsdR//appA//pdxA//umuC//
GO_0097435_4	trmO//rpe//
GO_0097501_4	phnN//
GO_0097502_4	gatY//
GO_0097510_7	paaH//
GO_0097532_4	alsE//
GO_0097533_5	phnP//
GO_0097577_5	sufB//rlmD//ybdZ//
GO_0097588_5	lptF//yhiM//fabR//ygiB//glgC//yfeX//galP//proX//acpP//mntS//yhcN//higB//yggP//mcrA//lldP//tolR//msrA//dmlA//symE//nirB//dcuA//yphB//pabB//aaeA//shiA//yqhC//ileS//rpsH//ynjD//fkpA//secB//
GO_0097638_8	fdoH//chpB//cbeA//ftsB//
GO_0097659_7	malI//ybjC//btuF//tufB//ybhF//phnI//ftnA//mlc//ptsG//arnF//grxD//pheP//torD//hemL//degQ//potH//phnN//mreC//rpoS//sbcD//glpT//trmO//ybgQ//comR//yraI//nlpD//mngA//phoR//yecS//epmC//yhdZ//yjbE//lysS//holE//rluD//yjcE//ariR//paaX//cfa//ybhP//torD//prlF//qseC//amtB//acrF//mqsR//alaA//efeO//rplP//trmH//hemL//yifB//dgcT//shiA//tatC//rplP//trkA//yjiR//ypdI//mmuP//tsgA//treR//purD//ftsY//cdaR//trmB//fepG//hemL//ttcA//yedX//yhfS//frwC//nsrR//lasT//arnE//rbsR//htrE//tsr//rlmD//cvrA//gdhA//oppC//rutE//frvR//ihfA//exbD//ttdT//puuR//topB//elaD//yfeX//yefM//flgK//rseB//ybaT//yihT//mglC//yjbG//fabD//ybbW//nudC//recB//rlmL//chpS//pyrB//atpG//yjjU//yidQ//dnaT//rpsN//kbaY//acpP//fryB//rpmC//gnsB//csiR//yceD//yeaK//mscS//
GO_0098002_8	tnaB//
GO_0098542_4	atpH//macB//intQ//hisA//hsdM//rsmG//alkA//yiaJ//hcaF//yhbQ//
GO_0098586_5	entS//rsmE//yciK//
GO_0098655_7	fepD//ftsN//xthA//citC//potB//emrD//gpsA//metL//wcaB//frlC//coaA//aroP//accC//gshB//yddM//aqpZ//casA//yjhG//dcuB//ldrB//narW//seqA//deoB//yccX//fau//yhhZ//yaiV//galF//cspG//rne//fumC//kefC//cueO//fimD//wecA//fimC//yhbX//btuC//aphA//yafS//ybiH//ydjM//ybgP//maa//ydcO//recO//dut//intZ//bacA//yihL//truD//ygcO//ubiD//speG//era//yehD//dnaJ//ydeP//lolC//adeD//zapB//yhdH//rclA//proS//tktB//tar//waaO//tusB//tar//waaG//dinD//grcA//mlaF//pyrH//tyrS//ydbK//qseC//rspB//uhpT//yqhC//glyA//ibsE//lldP//prmA//rpmB//yiaT//yegD//pgpA//pyrF//ydcR//ssuD//thrS//argH//ytfE//rfe//agaD//nuoF//ldhA//malZ//hofC//ybdN//xerD//potC//ldtC//otsA//ibpA//
GO_0098656_7	rlmH//sdiA//clsA//leuS//rpnB//serS//queF//yagG//phnL//yafN//hyfR//hisB//cusR//afuC//map//dps//leuS//map//uxaC//xerC//dgcF//cyoE//yadC//narH//ftnB//rlpA//nikR//ribB//arsR//dicA//hycB//grxD//maeA//yjeI//nusG//aldB//rhaD//rhaR//kdgK//flgE//ybbY//bcp//lspA//rnpA//dgoT//hypT//elaB//gnd//panB//insI3//hcaF//rpsE//mltD//lldR//hicA//maeA//dicB//cyoE//yihL//rdgC//recE//yedF//lpxM//uhpB//afuB//hslR//carB//flhD//pstA//thiC//pgl//ais//yoaA//yraH//tabA//sapD//insI-2//ypdC//osmY//uxuA//rpoA//rrrQ//pppA//ytfP//arsR//casD//dmlR//tldD//yceO//rzoR//malZ//yggD//wzc//rhaT//dhaR//sdhB//ygfA//
GO_0098657_5	ilvC//hicA//cpxR//alkB//xylR//osmE//yjhC//lpxP//hslR//cysE//curA//hflK//fliT//uvrD//nuoI//hofM//frvA//ybcM//glnL//brnQ//
GO_0098659_8	livG//yehP//
GO_0098660_7	fic//rfaF//dsdA//yfeO//ahr//nuoI//rlmL//lrp//glpX//rplI//phnG//ydiP//rarD//insH-5//fepA//sanA//prc//acrB//hcaR//dmlA//bioD2//folC//yehY//dcuS//nikA//purR//cmtA//nanT//waaC//topA//dps//phr//hemN//bamD//gadA//mhpB//ung//rfaB//nuoL//soxR//crr//hokB//adeP//rplP//ribB//ogt//hybF//clpA//yobA//folX//mtgA//prfA//yejA//sufC//dsdX//yjbH//gltP//yeiG//xseA//yedA//gppA//srlB//ygaH//araC//flhE//sfmH//rof//minC//yfcG//clpB//yefM//yehU//yahI//acnA//yadV//ariR//entH//
GO_0098661_8	glcD//mazF//gsiD//maa//ycjD//msrC//crl//tig//nudC//pdeL//fruA//yajQ//mdtL//rplE//ycbX//pyrB//pck//aspS//htpG//
GO_0098662_8	adeD//queC//ascG//manX//mdtB//nusG//ybeY//intA//truD//yghG//yehD//rihB//agaR//aroH//gudX//upp//yiaJ//rsmA//glmU//srkA//frwB//yadG//manX//melB//lspA//ispB//tsx//mepA//hrsA//uspE//gcvP//erfK//gfcE//yaaJ//yqhD//proA//ydcO//allC//wecB//epmA//dhaM//ydjJ//xanP//cdh//hisP//glpK//hyfR//pinQ//nrfD//parC//ompC//ycjW//glvC//glgA//fbaA//ompL//udp//srkA//yieL//iscR//waaU//
GO_0098670_7	ydaN//
GO_0098704_7	mepH//glpK//gldA//dosP//
GO_0098707_10	fadA//
GO_0098708_8	rpnA//uhpT//lepB//fliL//
GO_0098710_7	rplP//pabB//
GO_0098711_9	rluA//
GO_0098713_8	infC//preA//mtfA//uspB//
GO_0098719_9	envC//
GO_0098732_6	aceB//fiu//ybiS//lysO//
GO_0098739_6	yiaF//higB//rutR//trpS//paaC//gyrA//waaH//rluD//abpA//uvrB//glpT//tauC//srlE//ruvC//envR//dsdA//xylB//zntR//
GO_0098771_7	aroK//menB//nuoI//pgpB//fre//agaV//gadE//cmtA//garR//yqaE//appY//gabP//sulA//mipA//yggD//yafE//purF//dinG//tpiA//caiB//ynbB//puuD//tnaA//glgA//yibT//phoU//yafQ//ycjP//tbpA//gsiC//trpGD//holB//apt//trmA//tufB//mlaD//
GO_0098776_7	dosP//yebZ//exuT//waaF//emrD//
GO_0098795_9	trxC//
GO_0098869_4	fucI//htrE//yneE//envZ//ypjD//pepT//grcA//rcsD//roxA//tolC//entF//efeO//umpH//dmlA//sugE//ruvB//relE//pgaD//hemC//hslV//ybdM//mcbR//
GO_0099046_5	bglX//hisD//
GO_0099116_10	sgbU//
GO_0099131_7	epmB//
GO_0099132_7	yecS//grxD//ilvI//prc//xerC//ppx//ygaV//tsgA//hicB//nfsB//trpS//pgpC//torI//yghU//ytfP//proB//fadK//agaI//modA//epmC//kdpB//ftsX//ydjL//
GO_0099133_8	ycfJ//rpsL//sufB//rluA//iraM//uidC//agaC//tusA//motA//mntP//hokB//cheB//lolA//yjhP//kefC//yhgF//bglH//ptrA//hcaR//miaB//
GO_0099587_7	hisQ//lsrR//
GO_0101030_8	frvA//
GO_0104004_4	ydaC//yfeO//paaH//prfB//frwC//tatD//yjhG//rpsA//mglB//yhjX//ybhD//yahN//yhcN//narP//rpoA//purN//recA//sutR//rzoD//yiiD//rplR//glyS//rpsO//rcnA//
GO_0110017_7	argR//
GO_0110095_4	smpB//ygiB//
GO_0140115_6	yphC//stpA//csiR//ygeX//ldtE//
GO_1900190_5	hyfA//asd//gatZ//yqeA//nagC//ralR//rbsD//nimT//livM//hslU//carA//chpS//aslB//
GO_1900191_6	ldtE//acrF//hofP//yegT//
GO_1900192_6	fetA//decR//
GO_1900231_6	murQ//elaD//trpL//ubiH//yeaG//
GO_1900232_7	galT//dam//ftnA//
GO_1900233_7	rluF//
GO_1900371_8	sdhD//
GO_1900372_9	frlB//
GO_1900376_6	trmD//atoB//dld//
GO_1900377_7	yagE//
GO_1900378_7	nudB//
GO_1900542_7	yiaO//
GO_1900543_8	deoA//
GO_1900704_7	fimA//
GO_1900705_8	yidC//
GO_1900725_7	chbF//
GO_1900727_8	mrp//
GO_1900749_6	yihW//
GO_1900751_9	pgaC//
GO_1900866_6	rplR//
GO_1901068_8	yobF//ycdX//flhD//cirA//rnhA//trmI//yceD//potC//yejA//gpsA//rsmG//
GO_1901069_9	yajO//
GO_1901070_9	dppD//ycdY//tehA//cpdB//
GO_1901071_6	idi//tatA//purF//norV//ribA//
GO_1901072_7	flhC//hemA//bglF//glnH//
GO_1901135_4	pdhR//recF//puuA//waaZ//rplQ//lpoA//lsrK//uhpB//mlaC//leuE//rarA//kdpB//ybcF//umuC//eutK//rihA//rpoD//rhaM//fadB//ulaB//hycB//flgC//ugpA//coaD//sfsA//araB//nagK//bacA//mscL//yajL//mntR//cvpA//potC//lspA//csgB//rsmC//dicB//trpGD//hycI//ibsC//yddL//lysA//ugd//menF//yejE//ubiF//ydcP//idnD//gloB//tqsA//fepE//rfaG//sgbE//galT//metB//yibH//fhuC//coaE//napA//pliG//frvA//phoR//rimJ//yjfF//mlaE//ykfI//thrL//lsrA//motA//fliK//mppA//cadC//cytR//hofP//narX//yjhG//malG//rplJ//fabI//mntS//hyfR//fadE//modB//phnH//queA//srlE//rlmC//csrD//fsr//rluA//glgX//yfeX//ttdR//atoB//rutA//ahpC//waaF//acrF//yjjX//ddpX//yraK//yhbO//yfiR//nikB//glnL//pstA//sspA//gltK//hrpA//treA//wecE//ppsA//uvrD//rpmE//nagB//crr//waaL//ycbU//cyaY//ugd//rpsN//erfK//preA//nagE//trpA//lacZ//xisR//basR//alr//mngR//aroC//hyfC//murE//nth//amiA//hyaD//agaC//wzzB//lpp//slt//mfd//yebQ//glsA2//narG//atpC//shiA//tdk//ugpE//yehB//yfeD//mdtL//ebgR//ycbB//tolA//rutE//xseA//yhdZ//yjjV//cca//bepA//nanK//opgH//djlC//hldE//ilvN//fumB//mqsR//trmJ//srmB//paaJ//truD//fhuD//thyA//folC//ribE//sgrT//rhmD//mcbA//otsB//yidE//citG//ldcA//folX//rfbC//murQ//truD//hofO//xanP//sapF//dnaA//rraB//dnaN//hcp//bioA//yehX//hxpB//ypdC//rutC//selD//ibpB//ubiC//dgoR//rpsK//rhaD//aidB//uof//dhaR//mntP//rhaS//yjhC//feoA//ccmG//lepB//dsbC//mnmA//ybcF//deoA//pgl//rzpR//trxC//dcuC//arcB//insH-5//aaeB//lapA//dinD//bioD2//speG//hypD//lsrA//exoX//maoP//tonB//gltK//hybE//xapB//pgpB//yhjA//dusB//srlR//aroE//yhdZ//yhaM//xylB//glpK//ygjR//mraZ//lptC//cas2//metE//allB//elfA//macA//yjbH//ydeO//dinG//mqsR//etp//hiuH//rbfA//bglA//fadI//npr//lpp//prpD//ybjL//frmA//efeO//
GO_1901136_5	yodD//rarD//murI//ilvA//torA//recX//chbG//yedF//argF//miaB//tqsA//ubiH//degS//hybO//bamA//prpD//tktB//deaD//dsdX//rne//ydiF//btuE//prmC//dtpB//yibF//ivy//bamB//yebQ//mug//chiP//rsgA//rnpA//mgsA//opgH//yggE//secY//ptsN//tsf//yqcC//rbsA//ftsQ//narK//alsK//tyrR//yfhM//recB//narG//glsA1//mepA//pagP//nfsB//rlpA//
GO_1901137_5	clsB//rlmA//dgkA//panE//moaC//yafO//dmsB//cmtB//agaW//dgoK//ilvH//lolD//kefB//serC//lptB//yggD//rlmE//ispA//ddlB//rimL//pabA//yjbE//cdh//tdcG//glmU//yaiP//rlpA//sgbH//degQ//arcC//lrp//rfaB//chbB//infB//tatD//ugpE//chpS//hcaB//metQ//ygbN//dacB//bglH//ileS//atoS//lit//ydiZ//codB//hisC//argA//hcaB//tolB//rsuA//ydjH//sufD//gspE//solA//cmoM//malI//yphC//dhaL//gudX//dmlR//ycjP//pabA//potI//hisG//yihW//rlmM//sufB//btuB//plsX//mutH//yqjA//hofP//pdeR//ybiJ//rpnC//oppD//proX//dut//htrE//nrdA//glpC//ygcR//mutS//aroF//fabZ//ibpA//modC//pdeL//ibsB//ssuC//oppB//coaD//atpF//ybdG//ynfE//ebgR//torC//fdrA//perR//waaH//arfA//yeeL//zitB//gltP//cyoA//livF//aspA//kdsB//pykF//lysS//ghoS//eutA//yihX//spoT//scpC//clsB//aceB//tdcG//appC//yaaJ//rpsI//glgP//idnT//rmuC//rpsR//rsmA//mtfA//ybdM//trkG//dgt//araH//fhuF//sanA//dadA//bglB//phnO//yggX//fliS//arnF//cobT//atoC//ilvA//hsdR//phoR//osmE//moaA//asmA//phnC//eutK//dedD//abgR//wzzE//pgaC//dhaM//yihT//dgoR//rlmH//
GO_1901159_6	feaB//wcaJ//narG//
GO_1901160_5	chbR//narW//ttdB//
GO_1901161_6	arsB//pagP//ridA//
GO_1901260_9	hisB//
GO_1901264_6	rplY//hemG//murA//mnmC//plsX//araF//slyD//ghxP//nuoE//gpp//gcd//ybhJ//hisA//mdtL//flhC//fhlA//cpdB//glpK//degS//lrp//cca//lptG//ypdF//dld//ptsG//ycgV//rfbC//ibsC//hokE//yhjD//yihX//ggt//sxy//sapA//nagZ//lpcA//trmI//napF//murC//ybhR//prlC//dhaL//pgaA//yaaA//
GO_1901269_5	srkA//kduI//ytfP//idnO//tktB//priB//ycjP//lolB//waaC//uidR//secF//rpnA//
GO_1901271_6	glpT//nirD//ybiA//exuT//rhtA//ompR//fre//fabB//wzzB//ydiZ//cusF//yraK//
GO_1901275_3	groL//
GO_1901281_6	yjiX//
GO_1901292_6	yedX//caiD//rsmD//alkA//rutG//dadA//cobS//ydhQ//zapB//argK//yehB//rluC//dicB//phoQ//cyoD//dctR//parE//yadI//aroG//hrpA//murF//rplF//yjgX//yfhH//ilvC//gntR//ttdB//rluD//mngB//trpR//cheA//coaD//
GO_1901293_6	hrpA//yigL//fadA//narI//yojI//pnp//emrB//cyoB//yieL//nimR//menB//sthA//patZ//dgcZ//bioH//djlC//htpG//acpT//yciE//caiE//pal//glpC//agaW//hcaT//hycH//lacY//mlc//rplM//nanE//flgB//tamB//panZ//hisD//mepA//yjfP//aidB//mreD//amiC//bipA//ccmF//mgrB//recF//tyrR//dnaG//norW//ribC//sgbH//lpxH//hokE//sbmC//ycjY//marA//sufB//rpoD//mngB//kup//insI-2//thiP//gabT//ypdA//agaB//ldrA//trpS//csdE//ppsR//dnaQ//rpnA//rfaC//rne//mrdA//cysK//pgpA//yagJ//etp//tsgA//
GO_1901360_4	cynX//slyA//rfaF//yihO//iraD//nuoB//norV//rhaM//ycjD//guaC//rluA//frwC//sgrT//ftsL//alaA//cobU//panC//fre//mdtQ//sufA//baeS//vsr//cutA//lldP//rlmG//ompG//opgC//mocA//ecpR//edd//menC//bepA//phoA//scpB//gloC//thiL//dcuD//araD//ybbN//gspE//thiP//clsB//tcyP//yedF//murG//yejB//betT//alsA//abgA//yjiY//cheZ//fliA//sucA//tktB//xylB//gpmA//napB//xisR//cydD//proV//ybiW//lacI//yifB//ilvB//mrcB//uvrY//rimL//hchA//sodB//agp//yjjI//sugE//kefG//yegV//ychO//rhaB//rhtB//yddM//gltI//hsdR//idi//rlmC//nanE//rutF//lldD//rssA//cydA//xylA//fdrA//rhlE//zapD//fklB//rna//yhbX//dps//nlpD//yafN//tsaE//glgC//potG//nirB//yfjR//zwf//dapD//tdcD//clsA//gdhA//lsrB//trpL//dinG//bepA//dnaT//mdtM//cstA//elaA//malS//cynS//mhpT//yceK//ybaE//rcsD//creB//gloA//dmlA//dnaK//galP//ubiC//sgbU//rplR//mdtF//mmuM//fumA//rarA//uhpA//leuD//sstT//ribC//ihfA//clpB//rhlB//pinQ//yjbH//zntA//menH//gapC//ubiI//rpsM//hypC//proS//rstB//gatY//fis//decR//narZ//tatB//bipA//yqgF//manA//yhcH//ybiY//epmB//lrp//wcaC//ftsK//mntR//kdpF//minC//yhbQ//yhbX//narW//rpoD//ybaE//cfa//htpX//araA//ypdI//malY//hokE//idnT//rimO//suhB//gpsA//otsA//nrfB//abpA//dmlR//ampD//waaS//mtlD//garL//argI//yhgF//glmS//phoR//frmR//cutC//malZ//cysG//fetA//yfjV//rseC//pfkB//pcm//ugpE//frmR//mug//cydD//nhaA//rimI//panE//grpE//yehC//fdnI//zupT//murQ//ampH//mutT//yieK//treR//sspA//iclR//secY//rep//ihfB//pagP//rpsI//ypdI//rsmD//galP//cysG//yjjU//nadD//ybcM//moaB//suhB//trpR//argS//patA//mdoG//mdtD//yibT//plaP//fadI//rclR//yfiF//aslB//fimG//xylA//glgS//degQ//yqgF//hybB//nlpE//cspC//rutF//gadX//fadD//trmA//yjaZ//puuR//prfC//fepA//cysH//wecA//cysZ//ybdN//lpxB//sgcC//prmC//ytfT//pdeR//topB//yrdA//xthA//tadA//acrD//bioB//fdhF//narQ//aspA//mrcA//bacA//dcyD//yjtD//insI3//yhhT//glnH//yahB//fsr//dppC//trpGD//gmk//phoP//xanQ//ybjC//degS//fadA//slyA//yciG//sgbH//yieH//upp//atpG//rhaA//abgA//sxy//lacZ//chpS//cheB//prfC//hemD//cysS//ydcS//rfe//acrZ//hisD//prpD//exuT//kefC//ygaH//crfC//chbR//tdcA//gph//nrdE//ompR//cdd//srlR//mtlA//ytfT//pyrG//glsA1//kduD//yfeW//dsbA//opgB//brnQ//uxaB//rfaD//yfdG//idnO//rnc//insB-4//ybcL//rpsB//yqjH//srmB//intS//era//glxR//frdB//sapA//lsrG//ydbD//yfgJ//flgJ//rlmD//glgA//greA//tbpA//pgpC//yacG//flgM//aroP//yohD//garD//hdfR//ybiW//pdxK//wecC//hofO//phnO//mdtM//def//alaE//selA//idnT//yoaA//yghW//bssS//hcaE//ybcM//yjbH//dgcQ//yddM//umpH//ibpB//nadK//pheA//ygbM//ydiZ//yggF//tyrR//ilvA//ypdI//ccmF//dpiB//erfK//creC//cusR//alaA//ruvC//yggX//lexA//hybB//evgA//crcB//ivy//galT//sthA//gstB//yjjB//hybE//yciG//gapC//yfcG//ydcO//fepA//ansA//yihQ//yceO//yddA//sad//clcA//cobU//acpH//nikB//citX//ubiD//sufA//rlmF//panD//yiaU//yfcS//agp//murB//nrdA//fliK//rhmR//yajD//baeS//dhaR//sthA//flgD//hisF//rhaS//mutT//ydiO//abpB//ynfL//lysA//epmA//evgA//trmA//yciA//rhaT//dmsA//yggF//trpS//minD//serA//tag//wzzB//pgm//fadB//ompG//acpP//ftsY//cbpM//trpR//insA-2//fimF//narL//nadC//phnC//ltaE//glmU//nrfF//citE//pflA//osmC//araH//rcdA//insI-1//priB//nirD//avtA//glpR//relB//rhoL//rcsC//dnaN//lsrK//opgE//narI//hybD//nirB//serS//metF//dps//waaH//viaA//cyoD//hybF//cydD//glmU//ybdR//gutQ//srkA//alaC//grcA//crl//ptrA//yaaA//blr//panC//bcsQ//waaU//tatB//torZ//accB//recT//ibsB//glnL//yieK//ykgM//metF//rutE//bglB//hcaR//glnP//cysA//manA//bioD2//ynbB//umpH//feoA//pspA//xanP//murJ//rhaM//yihT//thyA//prfA//mutL//ribB//aidB//leuS//tktB//ecpR//ybcJ//murP//ubiC//arnE//gmd//ulaD//yfdK//rcsB//lolB//scpC//yrdA//lsrG//gmhB//zapA//ruvA//map//cspA//yafS//ibsC//yjcO//ydeE//ybcQ//gudP//ampE//yjaZ//ydgA//rpmF//insF-1//rsmD//relB//yagI//hypB//pphB//proW//citX//hinT//ycgB//chbR//glgS//hofO//phnH//dauA//ppc//ygfX//pgpC//yhjX//xerD//hrpA//yagJ//truD//bhsA//nfo//ilvA//gutQ//cydA//ycjY//ubiJ//dtpB//yihL//glrR//rpiR//rutC//glnS//yedA//ompC//narJ//ygfI//etk//yadV//yhcN//oppB//pncB//umpH//yphB//mhpD//mdtB//ynbB//argO//appC//cdh//yfeW//rihA//yahB//panB//ybfA//trxA//dinB//ycbV//yceD//moaE//kefG//narL//yebK//yhjC//dppA//yggX//lpoB//yahK//hflC//pitB//pdeR//yohD//tgt//paaC//nepI//rseB//ushA//osmF//lpoA//mltF//wecB//ppiD//maeA//dpiB//ftsN//acrE//paaB//fkpA//ibsE//hycH//rpnC//rpmC//sstT//ddlB//uvrA//ppsR//ycdX//uxuB//yqjH//yieH//rho//yghO//fdhE//sfsB//yaaA//trxC//eno//glvC//eno//gapC//phnG//rpsI//eamB//gpr//bioD1//betB//rcnA//ygaV//tehB//yidC//yccA//aroD//uraA//rrrD//mscL//azoR//ihfA//mtfA//appY//chbB//rpnC//uxaA//speB//rfaB//nac//atoS//mazF//argC//waaF//idnO//ais//yobF//yghW//yqgF//moeB//flgD//yahN//cho//waaZ//pyrG//yiaO//recR//argC//lsrR//marR//malQ//yedX//lon//ispG//gstA//queF//gadB//ecpR//uvrD//argE//dgcF//frdB//kdpE//ibsA//rsgA//pinQ//cbtA//dgcQ//aes//ybhF//cpoB//garK//mreD//fbaA//napC//hypE//puuA//glpX//cca//pgrR//
GO_1901361_5	rffG//cusC//dhaL//alsA//sugE//yhjR//ariR//ybiY//yddL//sgcC//lolB//rffT//add//atpC//hslR//hokB//ribD//cca//slyD//narK//crcB//hscA//yjiR//rluA//lapB//pdxA//rarD//wbbK//intZ//murB//umuD//sgbH//rlmC//frvB//mcrB//nikA//ruvA//tehA//agaD//tsaE//kup//mdtA//pal//cobB//trpE//purR//gcd//gltI//atpF//bioH//ybiT//arnB//kdpE//ccmA//bioB//pncB//xylA//yibA//fadE//gcl//yceK//prpB//kefB//trxA//nupX//rssB//pbpG//rpoE//tig//miaA//csiR//ubiF//yaiW//hyaB//torI//yphD//artQ//dppB//yahN//yadM//mdtJ//tdk//fabH//cmtB//xylR//tpiA//lepA//ravA//lysC//dnaA//higB//maoP//srlR//ybiV//pdxH//yphB//dmlR//dgoK//kup//rutR//dnaG//efeO//pta//metR//yhgF//yihO//sucB//rusA//yehA//pyrH//yehU//cbrC//rnlB//yjeH//mrdB//acrF//bcsA//dtd//prpB//ulaB//waaF//yajR//ymgF//dsbG//pgi//sfmA//
GO_1901362_5	waaQ//gatZ//dnaG//rplJ//mdtA//yfdG//nrdG//wcaJ//kilR//eutB//nrfF//ybiA//cpxR//ccmA//yjgX//cysH//mscM//valS//pth//mdtJ//rbsR//tauC//yibF//sugE//dicA//thrC//pldB//nirD//galP//cspC//ssuE//puuE//clpB//cbtA//rhmD//dmsA//kdpC//mocA//napC//hicB//iscX//yjaZ//moaA//bdcA//yidQ//trxC//rhaT//recN//phnO//xseB//narJ//torD//hycH//pdxH//sgcA//radD//lepA//rffM//xylR//yafN//ulaD//yeaD//yjjI//cydB//nanT//ykgA//fbaA//topB//deaD//add//pgpA//cpxA//rclR//scpB//cas3//rutC//insI4//cusB//ygbN//ymfA//cbtA//araC//nhaA//torA//gcvH//yiaT//nanA//ybbY//wecB//rhaT//udp//hofQ//rho//yidP//patD//msrP//yaaJ//iscR//purR//trpL//nfuA//allD//rhmD//mlaB//hypB//relE//zntR//abgB//rpoH//hyi//sspB//arcB//tdcA//flgH//dauA//proX//glsB//ribE//pabB//hemC//speG//bamD//hyfC//ilvN//yjjV//yodD//fucI//yghW//bioD//rutG//pgaC//ubiJ//garR//yehX//paaB//rpe//glrR//flhE//paaB//hisI//glsA1//mmuM//ybeF//sfmC//hypT//ydiV//alsB//minC//nirD//pyrE//metQ//pstC//menA//xerC//ttdA//hybO//atoC//rho//ralR//ppk//rraB//betB//tgt//dcuB//fdnG//eco//sufS//fruK//rsmD//phnJ//sucA//nrfA//yghB//nagK//yjaZ//flgK//murE//leuO//yafN//hisM//abgB//rpoE//ykfI//basR//rspB//dicC//iscR//yjaZ//hemN//gatC//maa//hcaF//ulaD//kbaZ//alkB//yieE//cyaY//trpC//ydcO//hybO//pgaD//nirC//kdpA//hemE//malK//yceK//ycdY//yhaC//rfaQ//adeP//intS//aroK//rimL//aroL//thrL//fumA//allD//rnlB//abpB//blr//yiaM//ptsP//prmA//queA//mmuM//uspB//mtfA//ycbX//agp//nagE//fcl//exuR//hisQ//rnhA//melR//emrB//entE//upp//cdh//ascF//deoR//citG//yidK//zraS//rpoS//mdtJ//narV//ycfL//dapB//hofO//zapC//tyrB//tar//ridA//dinI//dkgB//dapB//ybjD//djlC//hflC//yhaM//uvrA//ydiB//thiD//pgpC//gor//umuC//phnG//yjjU//acrA//xapB//kdsA//fabG//yfcF//eutA//yieE//uspF//uspE//kdpA//secB//arnB//mukB//prfB//tdcC//flgE//mlaE//phnK//rutE//prpB//nimT//ygiW//yciE//rplB//phnL//scpB//cedA//ivbL//gph//napC//prfC//rbsA//rplQ//rng//yqcG//acnB//gpmA//mmuM//mdtQ//trmB//ubiD//appB//yqiH//chbF//cusC//paaC//yhjB//rffG//elaB//bioB//yeiL//rbsB//pykF//eno//rspB//thiQ//mraZ//prpC//yaaJ//argD//yebQ//nuoM//glxK//qseC//paaZ//envZ//ymgC//tolR//hemF//rluF//polB//casC//fhuC//mhpT//elaB//appY//folD//pepA//ybaQ//yfgO//narG//tnaC//nfsB//ykgF//citX//leuS//prkB//yigL//yhdW//yeiG//pitA//ychO//yejE//recF//frlR//artI//fmt//motA//dsdX//melA//yejF//grcA//hypB//bamB//hfq//arnF//mdtP//rapZ//uraA//mepA//ycjY//nadK//tsaE//rplW//
GO_1901367_6	phnC//ycbV//
GO_1901401_6	bioH//
GO_1901422_5	ccmE//gutM//nagB//
GO_1901440_4	ulaG//
GO_1901441_5	intE//
GO_1901463_7	ansB//
GO_1901530_5	secY//abgA//ynfL//gltK//
GO_1901562_5	lsrK//
