#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yjiA//fre//ydjL//fabZ//
GO_0055073_9	yccX//
GO_0055074_9	melR//
GO_0055075_9	sucA//
GO_0055076_9	nudG//folX//yihP//murF//yiaT//frlA//prfC//ydbD//rlmD//acnA//ulaC//aroP//alsK//ascB//mntR//ftsA//cytR//cdgI//araG//macA//acrA//cmoA//
GO_0055078_9	ubiF//rpmG//ygcW//
GO_0055080_7	syd//hdeA//paaB//aspS//yaaU//galE//nuoL//sodB//galP//ompR//ybdZ//pth//csdE//ftsH//ykgM//tyrA//dhaK//zapC//bssR//narQ//feaB//hxpB//rssB//rplC//btuB//elfG//tcyJ//yqaE//ilvC//thiI//ptsN//pliG//paaF//dgcZ//mlaD//
GO_0055081_7	tbpA//
GO_0055082_4	phnC//osmF//wecA//ybeF//ycbX//hybF//efeO//sppA//mgtA//barA//lysP//malY//cbl//hofO//dgcN//tolR//sbcB//mmuM//cspA//lhr//yraK//mreB//cmtB//acnB//yibT//menD//ygjH//gltI//ispU//treB//wecB//yjaA//ydjM//ycjW//
GO_0055083_8	bglB//
GO_0055085_5	hokB//tap//btuR//yjjW//ltaE//ftsA//frmA//ynhF//ybaM//astB//pfkA//opgG//purC//yihP//rhlE//yqeF//thrS//yadC//sspA//ydiZ//ybiS//yghB//recG//chbF//rpsK//wcaC//cusA//folC//nanS//hflC//mlaE//mdtL//hdfR//hfq//ais//rtcB//rpmB//paaG//ydbK//patZ//lamB//oxyR//lpxB//folP//ynfL//adeP//srkA//cusF//gltI//roxA//yfaE//glgX//ygjR//ypdA//lspA//pstC//nrdA//hybE//nagB//trmA//curA//msrC//pal//xisR//casB//ulaR//yijO//cstA//upp//nikD//hslU//rbsA//oppB//sucD//ymgA//yqjA//guaA//cusF//mntS//ibpA//ydbD//gloA//pheS//uhpA//citT//gntU//secB//mltA//pphA//ytfE//ubiG//rlmA//garD//sufD//araE//selB//aldB//aqpZ//xseB//efp//scpC//yohC//nudC//ybcL//citX//rplT//thiI//ampH//fliM//fabB//flhE//metC//yphF//puuB//ldrA//gpt//trpA//fetA//hypB//rfaH//yeeO//yeeY//ssuD//rplQ//ydeO//eno//hsdM//ydeP//sapD//umuC//tnaB//rimM//agaD//ddlB//tolQ//gatZ//yehT//hisB//melA//msrC//ybiH//ycgV//ybhF//lpp//slyD//mtgA//caiE//feoC//mepS//viaA//eptC//nuoH//mepM//yggX//cpxP//ydcI//blr//prfA//tusC//aphA//ydfD//galK//ispH//cobT//gloA//mepM//hupA//malS//fecA//bioD//ycgV//yfhM//yehX//yeeA//bhsA//yabI//sfmH//ycbB//waaO//sufE//rnhA//rlmH//ompA//phoP//dps//infB//artP//yagI//trmI//ghrB//manA//macB//ftsP//trmB//mutL//pyrF//elfA//ykgO//wbbK//entS//yraH//narX//ygjH//moaE//frvR//nagZ//srlD//sbp//abpB//mreC//nanT//nuoM//yihO//ydiF//betT//iaaA//dgcF//cmoB//fadB//rpoH//trpS//tdcG//aceB//pstA//yphD//feoB//ytfP//ccmA//nlpE//ydiB//ykgM//hsdR//ydeE//atpH//ompC//rbfA//livK//rpsH//garR//cas1//znuC//dinQ//mraZ//tonB//ldtD//kdpC//hofN//truD//rsmE//tcdA//afuC//secA//frwC//pnuC//lysC//wrbA//arsC//yadM//rffH//atoB//arsR//yciK//ahr//phnM//ybeF//eutR//lpd//hcaT//hupB//sfmA//thrS//fepE//mdtB//cbpM//yafE//yheT//livK//ydaC//recN//topA//fumC//modC//ppk//brnQ//cutA//adiY//glcE//envR//glpX//phnP//nrdF//tcyN//ytfE//glk//yiaT//allB//opgG//srkA//topB//menF//dgcT//glpC//caiE//ybgQ//mltA//secA//rssB//livF//uvrY//xylG//surA//tyrB//agaC//ybbN//aidB//tadA//ymgC//pykF//ychF//ykgA//adk//hyaB//ibsC//focA//ulaC//intA//tsaD//hrsA//cysU//groL//yebC//yajL//holD//nanS//fecB//tatA//torS//yiiD//yheT//fimF//nrdR//cmoB//fepE//topA//lrp//nadB//csgD//ampH//yidD//cheA//frlA//ssuC//appY//recE//rsmI//chiP//yiaO//yphC//dicA//zraS//cho//fdnG//nagA//yjbH//mdh//flgF//tdk//mtlA//lpxB//ybaQ//rhtA//murR//yefM//hinT//purR//tehA//yibF//lasT//menC//fliL//ybhR//marA//rplC//cspG//bglF//purU//flgA//lpxD//norR//yhcH//narX//ispA//ascG//fdhF//yajR//rihC//lpoA//bfr//ascB//nagC//kdpC//entA//ftsA//yidA//queF//ychO//fdoG//epmA//aphA//nrfE//mazG//pyrD//pdxB//yrfG//nrdB//nrdE//ygaV//bioP//intQ//ogrK//poxB//ycjD//ydcZ//rplT//tauB//ytfR//ulaR//yhjB//rlmM//proP//queC//yjjI//
GO_0055086_4	selB//greB//afuB//ynaE//rseC//efp//torD//mdtL//ydeO//ispG//soxS//thrA//eutD//yhaO//cvpA//tisB//qseC//yehD//rcnR//uspE//lpxC//ydiB//livK//rffG//psuT//deoR//xylG//rpsN//rpsE//cheB//manX//ybdR//prpC//sdaB//rpsP//yqhD//dkgB//rpoH//ynbD//bacA//dauA//ybcQ//ascG//tolR//nikE//sbmA//xapB//bglX//hisD//ybjI//malP//dcuC//rlmA//mglB//phoQ//yeaE//yfbU//mdh//ybcC//nfsB//recA//mdtK//zntR//aes//ycdY//pflC//gdhA//atpH//iscR//ascB//alsC//ralR//tolQ//treA//dppC//hofM//mnaT//yfcS//yajD//dgcT//dsbA//insI-2//flgF//yfcV//lyxK//wzc//rna//narY//adeQ//fdnI//lexA//yfaU//ydeO//puuB//oxc//pspD//shiA//viaA//recJ//opgB//yqaB//mreB//gadX//pyrC//ygfI//potD//msbA//glpC//evgS//tmcA//sugE//mliC//codA//sbcC//rhlB//yiaF//metG//aqpZ//mdtI//yibA//yeiL//ydcO//waaG//acpH//fumC//ftsP//zupT//rsmC//skp//bluR//narJ//fdrA//xylA//yfdR//ycjR//bioF//ybiX//secB//metB//fadB//frsA//dnaT//yehD//yodD//yehT//narQ//amyA//pflB//cheB//fadA//potD//eutD//cpxR//yfcA//ydeI//nikR//serA//ibpA//hxpA//yneE//selD//asmA//yahI//frwB//dsdA//pal//rihA//ghxP//yacG//lolB//ugpE//pdeH//
GO_0055114_3	rluF//yhhT//aceF//ftsZ//mtlA//creC//ybeY//rpoA//yqeF//ftsP//fepG//ibpB//dppF//yfbV//puuB//adk//yjhC//fabB//ybdO//allB//xisE//hscA//ribE//acpP//metI//ivy//dmlA//blr//ybeQ//prfC//barA//ynaI//sfmH//narG//thiG//ybdZ//hprR//yfeD//gltD//ycdX//metE//hslJ//betB//fixB//dfp//lptA//mltB//ssuE//ybaT//cca//tdcC//cas2//sseA//yhdJ//emrE//holC//miaB//yiaA//fadM//yjcE//dut//ymgF//ttdT//ynjA//mlaE//xylG//kdsB//atoS//copA//gpmM//yegT//insA-2//flgI//yehD//rutB//osmY//ubiB//glpT//murP//insI-1//yhjV//glnE//ybdH//yebZ//yfeX//ydcZ//fabR//lldR//srlR//intF//dppC//ttcA//insB-2//yieE//ftsW//queE//obgE//pstS//dgoK//speG//yceD//hrsA//nagK//htpX//gor//pal//basR//zinT//lysO//cpdA//ompW//gfcE//aroA//nikD//dnaQ//ahr//fdnI//astB//mnmE//rihC//ubiD//yggE//folA//umpH//gpmA//kdsD//thrS//yfbU//nhaB//helD//aroK//panZ//narV//sulA//cyoD//fcl//recN//rraA//yaaA//hofN//btuB//ruvA//alpA//dnaE//trg//ybfA//ptsH//kdsC//rpsL//nlpD//pspA//osmC//prpR//yhbS//gatB//hyaB//lamB//lpoB//adeQ//dppF//yfaE//pgi//yfdG//lpoB//torD//plaP//treB//dinD//feaB//argS//mdtF//gltK//tus//cytR//eutB//creB//msbA//gstA//wecB//yjjW//ygdG//rlmG//tatE//yeaE//chpB//fic//aroL//udk//nrdB//ftsY//bdcR//yfaX//
GO_0055129_5	hha//ilvA//kdpE//
GO_0055130_8	glpA//lolD//
GO_0060003_10	mdtG//folC//rluB//cysZ//
GO_0060255_5	rpsH//tktA//infB//nikD//flhE//hemN//lpd//iscU//mltB//ldtA//glpC//yidC//waaO//artQ//mtr//rseB//pphB//pinQ//narG//aaeB//eutK//yehP//comR//atpA//yfdC//trmH//setC//frmA//holD//selA//trpS//yidA//ypdI//livG//btuC//cmoB//cyoA//ydcT//nanT//iscU//nrdE//rpsR//trpR//rayT//tmcA//trpE//wza//dicC//fepG//ettA//yjjB//glpK//fdnH//yjaA//tyrB//tufA//idnD//crr//yciT//yhjA//lpxK//yfcU//rhaR//exbD//ubiX//gnsB//tdk//waaL//mtn//dsdX//gabD//yadK//xylG//nanS//argP//rplC//yhjR//ynfK//rsmH//hypF//artP//chpS//yidR//gldA//ygbN//yddL//yqeA//ybgQ//dnaK//yijO//yggW//rbbA//sixA//rluD//folE//frwD//btuR//alsK//def//scpB//ymfK//xapA//deoA//tatE//ribE//phnC//xapA//rfaE//bepA//yihQ//casA//yidZ//hpt//trmA//gloC//spy//lysO//nagK//glgX//prfC//paaG//nlpI//ibpB//betA//yjtD//uxuB//fdnI//chiP//yedP//fbp//nfo//nrfA//pgaB//trpD//ompW//pabA//hemN//queC//yijE//rlmI//proS//pstB//gstB//dgcT//cmoA//nanT//yeaD//alsK//deaD//yidE//melB//yhbO//mog//corA//aroL//yjbF//yehX//mntP//glyS//eptC//aceF//yidE//cytR//deaD//aroH//ftsH//ttdR//dhaL//gyrA//yhfK//hemB//hycA//dadA//mltD//paaZ//pliG//chpB//yhcH//yddA//rhtB//dppD//cysQ//fimC//rlmC//ravA//kdsD//aaeR//intS//npr//rcsD//garD//ykgA//yfgJ//mhpC//cpxR//plsB//bioD2//yfiC//wzb//cysZ//bssR//queA//glcE//hypD//sdaA//dctR//pgaC//rfaQ//waaZ//yddM//eptA//gabP//xylB//trpGD//yfdR//uhpT//bdm//guaD//cytR//fdoG//yhdJ//fumC//exbB//idnT//nemA//valS//menC//sfmC//srlA//rplP//ubiH//yegD//yaaJ//cycA//tauC//rlmM//cueO//tamA//ydfD//cusF//yhhY//rhaA//mnaT//prkB//ansA//nrfF//ompN//fecD//vsr//bioB//uvrA//mukB//cmtA//rarD//yehZ//frwC//hofO//dkgB//kdgT//yojI//syd//hyfA//aer//dnaT//nhaB//fdhF//polA//carA//ampE//abgB//sucB//yahF//ssuA//ytfP//eptB//pmbA//ydcP//fimI//yqaE//yidK//malG//melR//yfdK//lpxC//deaD//sodB//dsbA//yciG//lrp//ydjK//kefC//mutL//dgoR//hupA//hupB//waaZ//sugE//infB//sspA//yedL//cmtB//rffH//fhuF//citE//acrA//dicB//lon//mrcA//aes//thiD//ftsY//garP//recN//csgD//rdgB//aceB//bcsQ//pepQ//yhbY//waaG//ybcJ//rbsR//yciG//srlR//topAI//yhcF//scpC//sspB//waaG//csgB//kbaY//ydiP//frvB//torD//abpA//ynfK//yagF//tatD//mdtN//yhbX//panE//cusS//rhaM//rluD//hokB//selU//dsbD//umpH//rpsD//ydcZ//gloA//hypE//cas1//trxC//
GO_0060274_5	dtpB//
GO_0060326_5	glcD//
GO_0060341_5	nrdH//ilvE//
GO_0060491_5	yggD//rdgC//ssuB//degP//
GO_0060566_8	csdE//
GO_0060567_8	yghB//ffh//hemF//
GO_0060699_8	mdtA//sucC//mdtI//ydcR//phnH//
GO_0060700_7	phoB//bdm//nuoL//dnaK//eutR//
GO_0060701_8	xisR//mreD//fimF//hipB//ybaL//
GO_0060702_9	dpiA//hslJ//dacB//yajD//mscK//
GO_0061013_7	srlD//yedL//hypF//ttcA//tusC//
GO_0061024_4	acnB//acrE//tnaA//ung//moeB//kup//potA//xylH//ulaB//yhcD//focA//chaC//
GO_0061077_4	glvB//uvrC//mdtG//pdeL//nanE//ybaQ//flgJ//yfcA//yqiI//ybgP//paaJ//yabI//psuG//paaB//hldE//caiE//add//yihW//narP//waaQ//ghoT//ftsL//tusE//
GO_0061475_9	mdtD//
GO_0061504_8	katG//
GO_0061610_5	lplA//
GO_0061615_7	dppB//rplQ//
GO_0061687_3	malX//patA//phnK//ybiH//yccX//aroH//
GO_0061720_5	tcdA//yobA//pepB//ygfI//
GO_0061727_6	rplQ//rimP//uup//srlB//efp//secF//osmY//mnmE//speE//dgcM//rsmC//degP//agaV//agaC//araE//mobA//dosP//comR//yhfK//radD//yfeR//fecB//ybbW//abpB//
GO_0061984_6	gatY//
GO_0061985_7	pdeL//
GO_0062012_5	gadW//lolA//fliD//adhE//ldrB//ynjA//ygbM//rplE//ydeE//nanS//ydhC//
GO_0062013_6	yafC//truD//dinJ//
GO_0062014_6	yaiV//moeA//
GO_0065002_6	yjbB//nanT//phnH//ftsA//eco//arcA//ampH//cdsA//
GO_0065003_5	yeaV//mdtD//yfgJ//potB//hemG//pppA//rrrD//yehU//atpB//yjbF//mglB//ecpR//tsgA//gcvH//fumB//argD//rpiA//tehA//yeeO//chaA//htpG//gntK//sufS//ycjD//mgtA//frlC//pdeH//prmA//proP//yfcA//hisQ//cynS//emrD//hyaA//appC//opgH//hcaC//avtA//elbB//ymgC//ldcA//hyaD//ybgP//bcsQ//cspG//tusB//yijE//ubiF//comR//lysC//ravA//ykgO//caiT//lgoR//rho//amiC//yadC//cusC//ebgR//mlaD//atpG//kilR//xylH//mrdA//ycjQ//bioF//glnK//yfgJ//mutY//hybF//sbcD//rho//slmA//yieH//sodC//mltC//accA//fkpA//rpmB//birA//kefG//argT//mdtO//rplX//amiA//casC//aroF//yjbH//uxuA//ascF//cdsA//spy//
GO_0065004_6	rhmR//
GO_0065008_3	trkA//phnJ//yabI//uvrC//tag//cfa//yidL//tktB//emrE//trmH//purL//slmA//pstA//pphA//dppD//truB//hda//emrK//atoS//ravA//ihfB//wecE//yagI//proP//grxD//ydeM//dapB//bdcR//potF//yfdS//rfbC//csdE//lolD//ydcO//oppA//yneE//coaE//csdE//clsA//parC//menF//gyrB//ycfH//cycA//abgA//elbB//rpsH//tas//gnsB//trkH//hemF//yddM//glnK//yfcU//entC//yihT//hemN//narH//basR//ibpA//pnuC//gadE//argD//hisB//glnQ//fdhD//pyrF//yihQ//dinI//sutR//hcaD//lpxT//dcuC//ynhG//ridA//ldrD//yjiQ//fadJ//yehZ//rluD//glcC//fadB//speD//rbn//ynaI//phoE//rsmI//preA//yeeA//glpC//pdxA//apt//allC//tauD//mnaT//nmpC//tbpA//sbp//cheA//yfcU//cobB//ydjE//rhlE//uspG//intF//alsE//bcsA//edd//yhcN//rdgB//yjjV//tap//waaY//melA//yajQ//ydbD//grxD//murA//dinI//afuC//tatD//ybgQ//fadK//tusC//hcaE//ypjD//yciE//bdcR//hpf//comR//clcB//
GO_0065009_3	accC//yhcF//trmJ//secF//fumC//lptF//evgA//trpR//hycH//yodD//flgF//rbsK//trmA//purT//sthA//mdtP//aldA//sfmD//rbsR//hybC//yjaA//hybA//entA//pldB//agaI//mglB//codB//xylR//creB//selB//frdA//avtA//hypD//arsC//fliD//yiaF//holC//ydfG//btuB//ygiV//ibsB//apaH//glnL//fur//nlpE//astC//nikE//csiR//dcd//clpB//cydD//kdpF//cyoD//mcbR//lgt//yghG//cpdA//yhjR//lgt//topB//nagB//yqcC//hyfR//metF//nrdR//hflD//crcB//yieH//trxC//uxuB//nusA//focB//hisQ//yceD//ydcI//ybiT//sapB//
GO_0070084_7	queC//
GO_0070085_3	narI//fepE//
GO_0070178_5	tufA//
GO_0070201_6	yebK//rfaC//tynA//
GO_0070206_7	dnaK//gltK//lysA//ribF//
GO_0070207_8	prpR//eutK//fabZ//hda//
GO_0070297_7	infC//
GO_0070298_8	ygeV//
GO_0070301_6	cusA//ybiX//znuC//xisE//alaE//rffH//rhaM//arfB//lgoT//atpC//
GO_0070329_5	nikE//rplN//
GO_0070413_7	metG//narY//
GO_0070415_6	cof//deaD//
GO_0070417_5	btuE//cspI//kdgR//yjjQ//
GO_0070453_7	nuoG//
GO_0070475_7	yhcH//murR//ydiZ//infC//ravA//glxK//yjcE//ghoT//aroA//yihW//allD//trpB//iscU//dnaQ//fdnH//yfcQ//frlA//cmoB//yraJ//
GO_0070476_7	gcd//ydcZ//
GO_0070482_4	atoC//fruA//tdcR//ppc//
GO_0070525_7	speE//recN//araD//rpmE//
GO_0070574_9	glnD//mreC//phnP//ybiW//
GO_0070581_8	pdeH//
GO_0070588_9	ruvB//
GO_0070589_6	yfaE//ychH//lyxK//fadB//napA//rhoL//minC//rfaE//nemR//nudF//cysI//alr//ychO//lapB//aaeR//ubiC//malY//ykfM//rplS//ygiN//glsA1//bamD//ibpB//coaE//yceO//gfcE//ulaF//clsA//rfaB//ribF//thrC//hypA//pyrC//tsaB//ptsP//rbbA//soxS//arcC//abgA//casA//fliM//yfbS//yggW//
GO_0070627_10	ybbN//
GO_0070646_6	lysA//
GO_0070647_7	btuE//
GO_0070689_6	holE//lepB//
GO_0070716_8	map//
GO_0070726_5	yfcQ//lpxK//
GO_0070727_4	ydhQ//fis//cynS//tag//phnL//rplK//entS//recX//ynfE//marA//ydjE//panB//lolC//yhaO//recT//corA//srkA//
GO_0070778_6	rpsD//gshB//
GO_0070838_8	yaaA//wrbA//hscC//rplP//ybbW//emrE//ygaV//intS//lysO//yfeX//paaJ//curA//arsC//gltS//ompF//
GO_0070873_7	cadC//aas//
GO_0070874_7	scpC//
GO_0070875_7	ygdG//
GO_0070887_4	dsbD//rutA//yqaA//fkpB//dpiA//pstA//csgB//glnS//agaI//nhaR//ybgQ//fixA//cspI//livG//yecS//accA//ftsN//ulaA//tolB//frmA//fadL//murB//frlC//phoB//envC//rlmN//copA//btuF//xylE//pheT//ydjL//tyrR//intF//glcD//kdpD//holE//trxC//yjeH//mipA//priC//pspD//waaB//lpxD//ydeT//dsdA//basR//ptsI//dgt//trmD//yafQ//yieK//cspA//xapR//nagC//ypdB//chpB//yphB//yfgO//gshA//gntU//
GO_0070894_6	citG//
GO_0070925_5	mglB//atoS//frmR//wrbA//kefB//ymfA//rnpA//dcuD//sad//yidK//
GO_0070930_7	mhpD//
GO_0070972_7	acrF//
GO_0070981_6	gsiA//
GO_0070982_5	nagZ//
GO_0070988_3	nuoN//mltD//
GO_0070989_4	wecB//
GO_0071103_6	uxaA//tusB//dgcQ//ydjK//ldtB//fryB//acrZ//cpxR//cecR//ssuB//slyD//xapR//mgsA//pgrR//ftnA//yaaU//nagD//garR//xylF//
GO_0071139_6	thiI//fabZ//
GO_0071214_4	tatB//rcsB//xerD//hisA//cobT//mlaE//yhdX//gyrA//malG//fimC//rsuA//ynfH//pitA//yejF//rhtA//gor//folD//feaB//hycA//cdgI//rplA//rpsG//ybiT//rplL//
GO_0071218_6	eamB//
GO_0071229_5	rhtC//mcrA//paaZ//feaR//mioC//
GO_0071230_6	leuA//
GO_0071236_5	lldR//afuC//gstB//moaC//shiA//xylB//yahD//glpB//torI//nrdA//yjcO//dapA//sdaA//casE//ycjW//pabC//bioA//lysP//
GO_0071237_6	iscU//cspB//
GO_0071241_5	cdh//gadX//exuR//tatD//acpH//epmB//yfdG//tktB//mntS//gstB//rpsA//recR//alr//mdlB//nfsB//lysC//treB//
GO_0071243_5	clsC//
GO_0071248_6	recQ//waaJ//ilvD//tsf//hypC//moeA//rplS//modC//lptD//hybD//ypdI//sgcB//yjjU//csrD//
GO_0071249_6	flgB//otsB//
GO_0071250_6	nuoB//aroC//
GO_0071265_5	napD//uspF//yccX//rpsJ//yabI//
GO_0071266_6	rhlE//intQ//
GO_0071267_6	yajQ//dnaX//rpsT//
GO_0071270_6	priA//yqeA//
GO_0071271_7	ytfT//rihC//
GO_0071276_7	ybjC//caiE//
GO_0071280_7	ybiO//sodC//
GO_0071284_7	ldtE//
GO_0071286_7	hypF//dcuS//
GO_0071287_7	yhcD//
GO_0071288_7	dppF//paaX//
GO_0071289_7	flgC//
GO_0071291_6	citC//
GO_0071292_7	secA//nrfA//
GO_0071294_7	lsrB//zapC//
GO_0071310_5	yeiG//dinB//allD//allB//fimF//rhaD//dcuD//ulaB//leuC//nfsB//fryA//
GO_0071417_5	ybeF//fliM//phnG//
GO_0071421_9	dcp//hisA//brnQ//
GO_0071422_7	nrdE//chbR//eptB//
GO_0071423_8	ruvB//
GO_0071453_5	phnK//cysP//ppiD//
GO_0071454_5	thiQ//mhpC//
GO_0071456_5	fryC//
GO_0071467_5	trpGD//lit//prc//ftsN//trmJ//yjhI//rpsR//cas2//trmB//tdcA//ubiI//
GO_0071468_6	dinQ//ndh//trpR//nanK//nsrR//glsA//yafC//tufA//gpsA//torS//
GO_0071470_5	folX//hupB//insA-2//hcaT//zntR//gspJ//gdhA//ugd//mdtD//chbR//
GO_0071474_6	cydD//ybjG//yieH//dbpA//
GO_0071478_5	yfaE//fhlA//potG//
GO_0071482_6	hyaA//fadH//fepC//
GO_0071483_7	gdhA//
GO_0071495_4	csgB//gpr//sucA//
GO_0071496_4	fruA//yiiM//clpX//envC//rihA//ycdY//psuG//exoX//sapC//insH-6//ybhR//bamA//rsuA//mhpA//yqcG//sgcA//rffT//poxB//pal//yehA//yceO//fumC//ebgR//ydgA//entB//yghW//trkG//gutQ//mazG//csgA//malZ//puuB//sufE//mnmG//yqiH//lysC//insK//cycA//sgbU//mtr//feaR//pyrE//yqjH//yjiA//ccmE//udk//rpsT//dppA//cysH//menF//napD//ybeY//treB//
GO_0071500_5	yfhH//
GO_0071502_5	ppk//
GO_0071545_6	ybjD//rlmN//
GO_0071554_3	tsr//glvC//yhdH//agp//ansA//nagD//hslO//ybgP//yjhP//oppA//adiA//nhaB//hemE//ygjR//dgcT//artJ//ybdM//ybbW//cutA//ykgF//cytR//bhsA//gloA//
GO_0071555_4	rapA//trmO//sgcB//acpP//artI//atoC//ygfI//yjiR//yrdA//flhD//xerD//insH-6//lipB//
GO_0071577_9	rnhB//rplC//rutA//malI//yoaB//yehC//sufC//
GO_0071616_6	yqgF//lpp//
GO_0071702_5	hupA//paaC//btuR//ibsC//dmsC//mreD//dsbC//bamD//malQ//ybhF//ynbC//yhaO//ssuE//yphC//dfp//betB//bcp//rlmA//lamB//rpiR//bglB//glpA//cbpM//mdlB//rraA//spy//waaL//hipB//pntB//fabG//kbp//malF//yccS//murF//yahI//dcp//yjcE//menE//kbaZ//clcA//guaB//yebS//emrD//frvB//ybjI//xerC//sbcC//ybbY//fabG//entB//nanC//proS//kefF//artI//dadA//cspA//gabD//cas1//dinG//zapB//cnu//orn//pntA//ygcO//rpmE//ykgM//yiaO//queG//rzpR//cdh//uof//patZ//yjjV//mlaB//ilvN//lpcA//ygjH//xylF//hybF//purR//pgm//ffh//rlmN//matP//eutB//lptG//recJ//hisH//cbpM//cysE//hcaB//hpt//codB//tcyJ//yphB//ygbN//dinQ//srlA//ansA//sdaB//kduI//fepG//fecD//gstB//frsA//erpA//hsdM//fhlA//aroC//yggW//galT//yihU//araF//mltD//appY//rclB//nuoL//aroK//hisP//nlpA//queD//entA//nrdH//appB//abgA//waaS//yqcG//umuC//cof//citX//crp//yifB//yeiL//dinI//sfsB//fabZ//gutM//ypdI//araC//ycdY//yehY//nudB//nrdF//artP//ygjK//ugpE//iraP//dld//bioC//tamB//nikR//mngR//greA//ccmA//yehC//pykF//lptB//feaB//rplC//narW//chpS//ygiV//yqhC//fepA//mdtO//mdlB//ttdB//bipA//sohB//rof//araA//yhiM//paaK//lptA//ygfX//hemF//mlaD//ydhJ//mreC//yecS//obgE//groL//nagB//mrdA//add//ychO//mlaE//waaP//acrE//znuC//ftsZ//yeaD//ydhC//dmsB//slmA//chpS//pgi//ghoS//amyA//sdiA//ydjL//aes//zitB//ubiF//galK//serC//yfeW//aldB//fadA//mntS//rsuA//spoT//ratA//nirD//dsbD//fabR//mutL//arsR//yhcN//shoB//ubiF//ytfP//cpdA//pgsA//dsbA//yegV//uvrB//yadM//pcm//soxS//yjfP//mqsR//rcsD//motA//dauA//rseP//polB//flgD//ygcW//der//hyi//fadB//rlmI//cysS//azoR//yebS//patD//ruvB//yidC//iscA//ycjU//ynaI//yiaO//bepA//fecD//yqcG//bolA//aes//fimB//entH//rsmD//rmuC//maeA//rnhB//nupC//ssuB//torS//yjhB//bioB//fic//rna//ynfL//znuA//adhP//ssuC//opgB//insI-2//yfdO//ynhG//sdaB//yiaN//yejF//atpC//ldrA//yiaM//sgcR//btuB//dapA//yiaB//ribD//comR//icd//zntA//mcrB//tqsA//tusE//ybjD//hcaC//gadA//kefB//kduD//hybC//lplA//deoB//yihV//pfkA//nirD//asd//moaB//truB//pepT//galS//glpT//ygbN//yjjW//yohD//yihR//purN//cysW//yfhH//phoB//pliG//ydeM//yeaE//mrp//rhaB//ybdO//ytfE//yceK//tauB//umpH//plsC//malZ//deoB//cydA//mutS//dnaA//yeeL//ccmF//yecS//yebS//rhtB//yehW//citX//endA//tcyJ//tdcA//tamB//fadA//trkA//proW//frwC//dgcZ//dinD//crl//yegS//mobA//deoC//potG//relE//solA//htpG//fumB//rnpA//ycjY//acpH//cadA//hcaF//tadA//aceA//yejB//yjbE//tauD//zraR//oxyR//abgT//xanQ//yghB//obgE//ddlA//dppC//rnhA//malK//trmH//bioC//yceO//yafO//mutM//srlD//hflD//
