#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ubiB//sfmH//etk//trmB//
GO_0055086_4	pflB//fliD//prmC//caiB//rimK//fhuF//mreC//speE//dgoK//ubiJ//ygcO//nrfG//ulaD//argT//fdnH//ybfA//ybdR//lpxH//ybjG//glyA//recO//tnaA//fepC//glsA1//glgX//ibpB//pyrG//rhtC//yihR//mog//yghO//rpsN//rcsF//yddM//sugE//mltD//yagF//cobB//ybhI//tsaB//potG//yicJ//hisM//napB//dld//tas//thrA//ymgF//cmoA//argH//aceB//lptF//def//lepA//rodZ//waaH//folM//ygiS//hiuH//rplB//clsA//rssA//yiaF//rfbB//fecA//btuF//paaD//yiaM//arsB//treC//actP//clcA//yfgI//cpsB//cvrA//lolE//yagU//flhC//fhuB//waaY//obgE//envR//clsB//thrC//yfdG//fepG//dcm//gatC//glcB//yjcE//ygiS//fabA//cysM//iscR//cobC//ybjG//rpmB//yeiE//ygaH//pdxY//ade//ftsX//phnN//phnH//ihfB//thiG//galP//dnaQ//ebgR//uidA//entD//lsrK//dacD//fur//rbsK//kduI//ygaH//moaE//thrL//zinT//ybiY//hycA//ydeT//clcB//dut//pcnB//hyfF//nmpC//sdhC//mazF//cirA//hemG//hdeD//aceF//tdcG//yqaB//lpxM//tusA//yqiH//ydaN//pspG//treR//gltB//sbmA//cspA//tsaE//yggE//dcuA//gspE//yobA//yidQ//gsiB//yqcC//paaD//cusS//nikB//lysU//sdaB//asnS//prlC//satP//amiB//cysG//ytfT//waaU//ppiC//bcsQ//mtlR//ymgC//lysU//tadA//yjhB//
GO_0055114_3	aqpZ//chbC//tdcE//norW//rpsH//mlaC//ptsI//fecD//abgA//yegS//recQ//lsrG//erfK//acrB//alsA//acrA//tabA//yidQ//ibsB//kdsB//relB//lipA//ldcC//nrfD//fkpB//dgcF//fis//rsmD//yhaJ//yqgF//slmA//proX//ycjY//sfmA//speB//tatC//yidR//rpoH//insI-1//hrpA//norV//hda//chbR//glnH//kdsA//hisC//wzyE//mltD//eamA//puuP//cheY//manX//artI//rsmI//rplP//mraY//yibT//yafO//recX//cspD//fadH//atpH//ybiY//fimD//yfcV//hupB//putP//ubiG//rclB//ptsP//fimG//uspF//rbbA//flgA//ilvC//cca//ulaE//rpmA//hsdM//sbp//thrB//clpS//leuD//yqeA//sspB//gcvP//rbn//zwf//ampG//bdcR//ftsP//maa//acrZ//rfbD//rarD//fic//emrK//gntU//curA//icd//ydiQ//lptF//yijE//bdcA//mutT//yhbO//cysN//rihA//ydiK//nrdG//coaE//ldrA//glxR//ubiI//yciG//ubiH//yafC//ilvC//pabA//lysS//fimZ//tsr//qseC//ibsE//eutN//lldD//mnmA//mak//proP//comR//zinT//tolC//intA//murA//ycaO//yfcQ//mltA//carB//waaA//btuB//yhhY//rutC//rpoA//ycjD//ulaE//gltK//ptsP//bamA//nikC//fes//rlmA//uxuR//xylG//mdtN//glnS//agaS//folD//betT//hchA//baeR//pyrL//satP//ilvN//zapC//wzc//pnp//rhoL//oxyR//nrdB//dgcM//ilvE//srlR//paaF//gadE//deoC//intS//thiM//hemE//rpmC//poxB//lolB//acrF//oppD//mioC//cspA//nfuA//gloC//nikE//ssuE//gltB//psuT//glsA1//
GO_0055129_5	dsdC//alaA//ymfK//
GO_0055130_8	fadK//gntU//
GO_0060003_10	araH//mltD//nupC//nrfC//
GO_0060255_5	prmA//ppsA//tqsA//yohC//rluB//fes//mog//glnS//hipB//hybA//rsmH//ubiF//ssuC//yfbV//hflX//rfbX//galR//rraA//macA//uof//rfe//nepI//cof//fliA//ytfE//nirC//insA-1//ydiV//rplC//insF-1//murB//mscM//flhE//uhpT//coaD//nrdG//metB//glsA1//galS//hdhA//yjjI//ybaQ//pcnB//ampD//yrdA//nrfD//elfD//slmA//mocA//pgl//arfB//ybbW//prlF//dadA//dsdA//ybhF//pepB//rplX//radA//bsmA//lepA//srlB//rlpA//fdhF//gcd//frdB//pgaB//idnT//rutB//rraA//nagZ//hsdM//feoB//pepD//gfcE//mdtK//fdoG//yqjA//lldR//udk//nagZ//prpR//uvrC//yjtD//gcvT//rnb//phnJ//insB-4//selA//mdlA//araE//nrdG//narH//surA//aceB//rbsC//pal//bdcR//rpnB//tolC//clsA//lolD//gppA//rpoS//lpcA//fimG//yeeJ//rhmD//yfbR//xdhB//insF-1//purB//ldhA//yfbS//cdgI//elbB//glpA//ttdA//asnS//ybiH//exbB//rhmR//yihR//cdaR//manZ//rcnR//trmL//cytR//ampD//fau//mepH//lpp//mdoG//yfhH//yhjA//treF//btuC//tusE//nanE//rsmH//yidH//acrA//aaeR//nadA//cysN//entF//btuD//cheB//hdeB//pdeH//yahF//ygaV//feaR//ydfK//guaC//katG//sucC//yeaV//yihO//paaB//ymdB//spy//ogt//glcD//murR//proS//glcC//caiB//ppsR//ribA//lpxK//yqiG//basR//yadK//dinQ//yiaT//cyoC//yhfK//yahK//yphB//ompR//rstB//add//prpD//yfdC//actP//afuC//rpnD//rlmD//glcB//dppA//cbrA//leuD//ycbB//yphD//yoaA//ebgA//yfbS//waaJ//cusC//thiM//treA//pstA//dadA//creC//ompC//def//uidC//tauA//flgH//yoeB//yihT//fabZ//oppD//ansB//yieF//uof//tsf//prlF//yfeO//ugpC//modB//ubiX//srlR//mrdB//lysA//htrE//evgS//prs//ttdA//trpS//nanS//frc//pdeK//paaF//bcr//lhr//tcyJ//hpf//lolD//ruvB//yfiE//nanA//yhjA//insH-6//gltD//hdeD//ycbB//ubiF//trmJ//pbpC//nuoB//yciV//ssuE//argD//yjiY//ykfM//degS//pgaC//yohC//astB//ydfK//yddL//aroE//frdB//clpS//napA//rarA//gldA//aldB//argC//yciA//setC//atpE//dadA//amiA//hdfR//ilvE//nagB//mdtE//oxyR//tamB//acrD//cysD//prfA//lysS//accB//wzzB//sufC//lacY//yjjI//frlB//ycgB//yfcQ//tyrB//insB-2//fau//ykgM//eamA//yidR//adeP//pheP//htpX//pflA//yphD//bcsQ//yihL//fau//uhpC//ydfD//hicB//asd//gor//cfa//cysM//pflB//yhcH//yfaX//tyrB//sodA//sohB//rpsT//serS//yibT//yqjA//mglB//treB//ppiA//yajD//rfaH//tar//ptsN//bioH//uvrA//epd//rutD//yobA//ndh//rplN//btuF//hcaR//yfaL//yohC//feoB//asd//clpA//yedA//zitB//ulaD//dnaT//hxpA//yfbV//coaA//ymjB//
GO_0060274_5	sseA//
GO_0060326_5	hybA//
GO_0060341_5	glpK//epd//
GO_0060491_5	hupA//yjbH//gshB//selD//
GO_0060566_8	sgcR//
GO_0060567_8	rcsD//brnQ//metF//
GO_0060699_8	aes//yeiG//yebZ//nadD//entH//
GO_0060700_7	zur//speG//fadM//thiC//codB//
GO_0060701_8	pepA//lpp//ruvC//tufA//ydhK//
GO_0060702_9	hfq//ybhJ//hsrA//sfmF//purA//
GO_0061013_7	rpsS//mtr//srlA//dcuR//pyrC//
GO_0061024_4	glxR//lptB//djlC//alsE//yehC//cstA//emrB//glpB//nikR//ykgO//lasT//rhlE//
GO_0061077_4	grpE//sgbH//greA//actP//pdeK//tauB//rpsL//nuoM//paaB//feoA//ybiS//thyA//ynfE//rpmF//patZ//sodC//uxaA//recX//rhaT//dsdC//clcA//eutA//pabB//
GO_0061475_9	katG//
GO_0061504_8	rfbX//
GO_0061610_5	rpsL//
GO_0061615_7	ybhS//seqA//
GO_0061687_3	nhaR//pspG//pth//hycB//dmlR//paaC//
GO_0061720_5	ymgF//glpG//wzyE//ygbI//
GO_0061727_6	phoQ//mdaB//cas1//pgsA//betA//rfaF//cas1//fadA//rimJ//hisS//argG//murQ//rluE//nadB//yfhH//yghG//waaP//ydiR//cmtB//yejB//sucD//artP//moaC//dsbC//
GO_0061984_6	yeaD//
GO_0061985_7	srlE//
GO_0062012_5	rpsM//eutA//murI//baeS//ybcM//cysD//degQ//caiD//ybiT//tar//potB//
GO_0062013_6	wecE//recC//zwf//
GO_0062014_6	yeaK//potI//
GO_0065002_6	rpsJ//nrfF//mutT//trpR//ltaE//yijO//rimI//ibsB//
GO_0065003_5	tgt//cspE//ftsZ//fimH//lrhA//infC//nusG//dinJ//ivy//rplO//mtlA//hcaR//araC//pck//mdtL//cadA//ssb//qseC//rna//waaC//yfdS//ydeP//cydC//fadA//thrS//hyfF//iscU//amtB//dgoR//ybbY//sixA//bioA//cysM//lptA//lpxT//yidQ//lysO//yadC//fdoH//yehY//mgrB//atpB//frsA//pgpC//kdpC//osmF//rhlB//alsC//agaV//ygaV//abgB//pagP//yijO//adhP//cheA//yqeA//panD//phoE//prmB//nrdG//tadA//potE//dsdC//mreC//katG//proA//ynjA//ypdA//yqcG//cysM//gltI//cysN//exoX//caiF//hicA//yqeA//nuoF//argG//acrR//rlmD//fruK//iap//yihR//fdoI//yddM//feoC//fecA//nudG//mglA//nuoL//rpnB//adiY//
GO_0065004_6	ibsB//
GO_0065008_3	uvrA//lit//ulaF//xseB//hemB//ygeV//glk//rapA//pdxA//dicA//dcyD//gcl//metB//argS//malS//xylR//yhaV//tauD//mgtA//ygiS//sdhC//rlmN//mnaT//shiA//mutT//fabR//cynT//phoP//lysU//xanQ//ghxQ//tpx//cynS//yphF//yggD//sfmA//xylB//phnJ//hupB//ynaI//gpmA//secM//hokB//yajL//pmbA//phnO//mdlA//truA//modC//cutA//kdpC//yddA//pdeD//hexR//ynfE//clsC//idnO//phnO//sgbH//gsiC//hypB//hflD//glcF//katE//dnaJ//tolA//lamB//ppsR//yedP//elaA//uidR//asnC//tdcE//panD//recT//gltP//yaiP//hemC//yaiW//yoeB//scpC//cyoE//mraZ//ttcA//pstC//ybiS//slyD//rlmM//ykfI//yadI//mdtP//torA//fruK//mlaB//gltS//yeaE//ssuB//kdsB//cheA//pstS//lsrC//yibT//allR//hcp//glpA//comR//eno//glcB//argI//ilvD//leuE//yhiM//cobS//napD//era//oxc//alkB//phnL//kilR//arnB//ybhP//yibF//lysO//rpnA//yahK//ompW//aer//mdtM//rhaS//edd//yhaO//
GO_0065009_3	alkB//greB//rplE//bamA//cyoB//intZ//tynA//rapA//ydhJ//nmpC//ycdX//moaA//rtcR//wzzE//rfaF//glpX//prfB//rpsJ//arnT//adiY//dmlR//xthA//iscS//cyaY//mtfA//nfi//zntA//flgE//ynbB//gatZ//ybeQ//acrA//yadG//dapD//sgbH//hprR//csgE//hiuH//mrcB//mgsA//yccA//fdnG//lpxM//phnJ//bglB//selD//gspI//wecC//yjhH//fepD//murC//dacC//menF//yejA//fadA//ydjL//ychF//carB//ridA//hypF//hisC//exuR//yfcV//accB//dicA//osmY//alsB//vsr//ycjR//pepT//clpP//kdpD//nuoL//kdsD//ppiD//proC//hscC//
GO_0070084_7	mobA//
GO_0070085_3	yohC//yhcF//
GO_0070178_5	rpsI//
GO_0070201_6	tusC//yqgF//moaA//
GO_0070206_7	opgG//rluA//cobU//argE//
GO_0070207_8	dfp//dcp//ubiF//dgcT//
GO_0070297_7	pgrR//
GO_0070298_8	waaF//
GO_0070301_6	bluF//emrE//lptC//yfiR//purF//trmJ//kefG//rnpA//waaB//ydiB//
GO_0070329_5	moaA//ycgR//
GO_0070413_7	queD//hemE//
GO_0070415_6	atpC//rclR//
GO_0070417_5	elfC//pspD//tufA//bioP//
GO_0070453_7	menH//
GO_0070475_7	proW//hisB//hemF//rpnD//hypD//djlC//kdpF//paoC//idnO//gppA//rph//amiA//purC//dgoA//sufD//ibsE//thiC//thiE//ybiV//
GO_0070476_7	thiL//clpS//
GO_0070482_4	yfiR//lptG//hypF//panZ//
GO_0070525_7	hemC//hybC//etk//hofO//
GO_0070574_9	relB//fliZ//lysC//sbmC//
GO_0070581_8	lsrC//
GO_0070588_9	sfmC//
GO_0070589_6	secM//fsr//waaS//phnJ//rodZ//yaiV//ptsG//paaZ//trmH//mntH//rbsB//fadE//dppC//bioD//dgcN//rlmM//bioD2//fruA//uspE//afuC//ygaH//glrK//clsC//atpD//arcB//kdgK//chpB//murF//fadL//cysK//rfbC//sseA//prmC//intZ//flgH//lit//hflX//ptsN//trpL//yihP//ansB//torC//syd//
GO_0070627_10	tktA//
GO_0070646_6	cecR//
GO_0070647_7	wcaJ//
GO_0070689_6	rcnA//malQ//
GO_0070716_8	tdcF//
GO_0070726_5	rpsM//rutC//
GO_0070727_4	patD//guaA//iraM//rutD//yeaK//yieH//sseA//dppD//dcuD//codA//feaB//rpnC//ykgM//msrC//apaH//ubiX//glcC//
GO_0070778_6	acpH//ompR//
GO_0070838_8	csgF//yieK//aroA//flgB//rplL//dgoD//cvrA//pstB//dsdX//maa//nagA//soxS//yahO//bioF//map//
GO_0070873_7	yggN//pppA//
GO_0070874_7	thiC//
GO_0070875_7	csiR//
GO_0070887_4	greA//etp//malX//alaC//livK//ydfK//ptsI//mmuP//eutD//ibaG//pyrH//yeaG//znuB//araH//pinE//livK//mug//rpnC//yejE//gdhA//ompF//gspE//cynX//dfp//artQ//entH//malQ//mntS//ydiF//ychF//rnd//hsrA//trxC//nudC//rpsG//mqsA//lgt//tilS//fdoG//phnG//allD//yfdR//bioB//priC//arnD//argA//creB//frdA//ygeV//ygcO//coaD//recX//chbF//yjgX//smpB//yqaB//xseA//degQ//nuoI//rlmE//
GO_0070894_6	bamD//
GO_0070925_5	yjiA//helD//menI//fimA//dbpA//metF//lrhA//malX//lpxK//umpG//
GO_0070930_7	paaZ//
GO_0070972_7	narK//
GO_0070981_6	malP//
GO_0070982_5	tdcA//
GO_0070988_3	mltC//gapA//
GO_0070989_4	rhtB//
GO_0071103_6	rtcR//rayT//zapD//gadX//ibaG//speC//yafC//sapC//ybaE//birA//cspE//fruK//mdlA//motA//ulaA//tauA//gdhA//crcB//fetB//
GO_0071139_6	mdtN//accC//
GO_0071214_4	ldtB//ftsA//fabG//yphB//citE//ygiV//hemD//yqcG//ftsE//rfe//torR//menC//moaA//fbp//wecB//mdoG//murC//clsA//panD//galR//alsA//ybbN//ndh//frmB//
GO_0071218_6	hns//
GO_0071229_5	metR//tusC//yahN//insI1//cdh//
GO_0071230_6	yqeG//
GO_0071236_5	exuR//tsaE//tdh//yjhG//fadD//yehW//fadM//yidC//ahr//nlpD//yhcH//pepT//recD//osmF//yebZ//opgB//leuA//fliT//
GO_0071237_6	yfcS//leuS//
GO_0071241_5	ileS//mhpA//tig//amyA//rlmA//elfG//mhpR//murF//cydC//yjbH//malI//iraP//argA//zntA//pheP//arfA//mltD//
GO_0071243_5	copA//
GO_0071248_6	potB//rnpA//mutS//ydeT//ydaV//thiH//nadK//moaD//ycbU//rssA//eptB//envY//lgoR//acpT//
GO_0071249_6	rng//mreD//
GO_0071250_6	queF//dgcT//
GO_0071265_5	nudC//lpoB//fhuC//ycjP//moaE//
GO_0071266_6	mscM//yejF//
GO_0071267_6	ruvB//pykF//panE//
GO_0071270_6	cueO//moaC//
GO_0071271_7	rnpA//tyrR//
GO_0071276_7	yigL//csdE//
GO_0071280_7	truD//clsC//
GO_0071284_7	hflK//
GO_0071286_7	hemH//tdcD//
GO_0071287_7	uhpA//
GO_0071288_7	rna//insA-2//
GO_0071289_7	menD//
GO_0071291_6	kdsC//
GO_0071292_7	malE//bioD1//
GO_0071294_7	ygaV//dgcE//
GO_0071310_5	tap//murF//rfaD//glnB//narW//aroF//tnaC//mdlA//lnt//ybiA//cspE//
GO_0071417_5	tdcF//frvR//treF//
GO_0071421_9	ypdF//ggt//yhhZ//
GO_0071422_7	xanP//thrA//ghxQ//
GO_0071423_8	nupG//
GO_0071453_5	ascB//spoT//intE//
GO_0071454_5	rbsK//murB//
GO_0071456_5	poxB//
GO_0071467_5	yfdG//recC//minC//dpiB//dnaA//nuoF//puuR//phoU//caiB//deoC//fimC//
GO_0071468_6	rcnB//nadE//yggX//ugd//thrC//seqA//evgA//mqsA//dppF//holA//
GO_0071470_5	glyA//recA//yqcG//norW//panC//perR//rpmJ//phoP//iaaA//wecB//
GO_0071474_6	yedL//lsrD//rlmC//chpS//
GO_0071478_5	lyxK//yjbF//opgC//
GO_0071482_6	xylB//elaD//ygbI//
GO_0071483_7	ynaI//
GO_0071495_4	ispF//lyxK//cspD//
GO_0071496_4	hyfF//macA//basR//yegD//yccS//opgD//malP//mmuP//rseC//cbrC//yeeJ//hofP//yfeD//cycA//yaiV//hcp//shiA//rplF//ldcC//pspA//rsmC//pheA//rutG//sufB//gpt//secB//ytfR//ccmG//glmS//map//mdtB//lyxK//miaA//epmA//ydeI//yadK//ghrB//epd//trpE//elfD//ribC//waaU//yjhG//aroH//mfd//rbsK//rmuC//exbD//eutD//gpsA//rcdA//roxA//ydhC//
GO_0071500_5	moaA//
GO_0071502_5	allC//
GO_0071545_6	pyrD//hycH//
GO_0071554_3	frmB//mrdB//dacB//aceF//nrdI//ymgA//fabB//tktA//dnaB//rihA//galM//rsfS//cheY//ydcR//intE//yggF//baeR//pabA//tsx//metN//astB//pdxB//agaI//
GO_0071555_4	ssuB//alpA//rpmE//rpnD//hisG//ydeO//dsbC//nanK//lipB//yidC//betA//fnr//yjjI//
GO_0071577_9	sgcX//hcaE//epmC//tatD//pdeD//iraD//frdB//
GO_0071616_6	gstA//rutC//
GO_0071702_5	sodC//hyfA//nmpC//alsB//sodC//uxuA//gltB//caiD//yidD//murR//fimZ//yfbS//pabC//envZ//fiu//gltL//mdtE//galK//pgi//hicA//nmpC//selB//glcE//rpsP//yqaB//hyfF//lolA//hisF//ynhG//accB//motA//rplP//ybdH//cysB//yfcA//fadR//ycfL//hflC//hxpA//ytfT//tynA//chbG//lpxL//cbl//dkgB//gatC//ybeF//insI-1//cynX//dacA//fadL//adiA//rpsP//rplD//cmoM//fadL//trpS//secF//waaJ//gabD//rluE//ybgQ//uvrC//yjbE//iscU//phnO//yaiW//hybD//bisC//fadB//ampD//ybaT//qseC//prpB//ygfZ//fecA//ttcA//rplM//hrpA//glcF//nudF//clcA//arnE//envZ//obgE//yhdZ//glmU//pal//nadA//cyoD//rplD//glpA//ihfA//cpxR//yccA//mhpC//rpoS//hisH//priA//tufB//infB//frlB//secF//yfeX//rusA//mazG//kdpE//tamA//ldtA//waaS//ahr//pepA//flgE//tynA//malG//zraR//rfaG//fes//pyrB//yfhH//yciT//astB//yihI//shiA//yggE//hyi//mdtE//ubiJ//rtcB//thiQ//sfsB//rna//malS//map//iraM//hycB//glpA//ileS//guaB//cpxR//ahr//yjbH//cho//mtnN//ppiA//tufB//rdgB//ygeW//ilvH//cspE//mppA//livK//pagP//hofO//yiiM//dtpA//panZ//bolA//pdxB//atoS//exbD//cpsB//nsrR//fixC//hisQ//rplP//hprS//xanQ//tqsA//ybaK//uspB//galS//adiY//ycdY//acrB//yqaA//caiB//yjjX//sdaA//betB//pfkA//insF-1//hsdR//hyfF//uxuB//cobT//glnQ//leuO//agaW//yehD//frmA//murP//sbcD//lptA//rffG//rpsA//amtB//chpS//fabG//yhjD//tsr//flgD//fliL//caiT//yhaV//soxS//ycgB//rtcR//nrdF//aqpZ//phoR//narH//envC//fdoI//kgtP//araD//fhuF//kdpC//hda//yfcS//flgI//yehC//gntK//ibpB//ybgI//nadE//ttdT//yifB//yjiQ//pgm//bioC//yeaE//fucO//metE//ftsK//yhcF//yeaG//mgtL//dtpB//opgG//insK//phnC//rrrD//hyaB//emrD//hyaD//metG//tdcE//hxpB//codB//tolB//bioD1//ccmE//dxs//mdlA//yjeI//insA-1//soxR//ttcA//tdcA//csgE//yicJ//bdm//yijE//mdh//yehB//yagU//rpsG//xseB//rmuC//recG//grcA//ydfG//cysZ//yfiF//yqjH//bdm//tcdA//rfe//kdsA//glpK//metN//eutR//prpB//insE-1//mltA//copA//gspE//ydjJ//cbeA//yehU//feoC//nfo//tatA//ilvD//murI//hcaC//bdcA//yoaA//clpP//nirD//fdhD//lexA//essD//panD//yqcC//cutA//leuO//hyfR//sdhA//yjcO//ydeE//dmlA//ubiA//murJ//rpsM//ybjI//yciF//ibsB//waaF//dnaQ//rimL//relE//lpxP//rplI//mreB//ygeR//era//fbaA//ybhA//clpA//garL//yfcG//tqsA//entB//ybaM//talB//ldcC//gpr//xapA//xthA//ytfP//adiY//hypB//ygbI//casB//fimD//creB//gsiB//mscM//yphF//yraN//mltA//lpp//fadJ//pgk//ybdG//minC//tcdA//asnS//tmcA//dinB//mioC//moeA//ispG//cho//chbC//cobB//emrY//pstB//yggN//paaH//lipA//aroA//rluF//htpG//lptD//tsaC//mazF//ccmG//yhcD//recE//pabC//eutN//ftsQ//ftsZ//mglA//ydfG//yhjV//yfiF//
