#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mutL//appY//ybcL//katE//
GO_0080111_4	crp//sucC//
GO_0080134_5	symE//
GO_0089705_7	csiD//argR//
GO_0089709_7	ydfH//ftsK//
GO_0089718_7	plsB//fecC//dsbB//bacA//hcaD//yehC//cheY//aroE//aqpZ//hflX//
GO_0090066_4	stpA//rihB//mdtD//rpnC//mhpD//
GO_0090068_7	ypjD//
GO_0090069_5	thiQ//waaS//ampH//
GO_0090071_6	speG//arnT//ghxQ//
GO_0090087_6	rdgB//ssb//chaC//
GO_0090116_7	sodC//
GO_0090143_4	tap//
GO_0090150_5	folD//pdxA//yqcG//sucD//rhoL//ompA//malG//ubiF//puuA//yidK//lldD//csdA//
GO_0090304_5	galE//recJ//ebgA//asnC//holB//recE//ybhJ//selB//yfbU//comR//arcA//wzc//yadI//yjjX//adhP//relE//fucO//yjhH//yqgF//fryB//alaA//rlmA//rplQ//rlmB//fecB//grpE//cysG//accA//kilR//ribA//proB//mtfA//fimG//rfbB//yhcN//motA//lnt//sufE//rcsA//acpP//nuoE//yjeI//glnH//mntS//ortT//nikC//zinT//hipB//arcC//yjjQ//potE//mqsA//sdaA//ygeA//hcaB//mepA//kdpA//frdA//thrA//pinR//gfcE//ccmF//hokB//modA//cycA//rhtC//yfbR//ompA//acpH//setB//rfbC//cadC//ybiW//sutR//ais//yrfG//kefG//ygeA//gcvR//nanC//ygfA//gyrA//dnaG//clcA//waaQ//yjcO//serS//galS//bisC//ccmH//yjeH//yqjH//tsaC//tdcA//ulaR//sufE//gapC//yhgF//dgcT//ypdB//casB//cmoA//puuD//cspE//atpA//ydjJ//sfsA//yneJ//intA//edd//cmoA//hycA//dld//nadB//mrr//tufB//tcyP//udk//aslB//ppsR//bdcA//bssS//menB//scpB//potC//dgcQ//ydhJ//cusS//malS//cmtB//rhtC//msrQ//katG//mntR//nagA//ycjD//yiaA//arsR//norR//yejF//yedA//zapD//ulaF//pncB//rcnA//sodB//ubiG//yjjX//yheT//glpT//queC//phr//yjhH//gltD//yhjA//dhaM//nemR//ychF//agp//sbcC//hrsA//yraJ//yfeX//pal//ytfT//rpmE//mdtF//yphB//tsaB//yggF//ubiE//narX//cca//ttdB//yidH//cspC//menB//surA//gluQ//glyS//ybhS//ydjE//rseB//uxaB//thiG//yhcD//cusS//malP//phnN//grxD//nusA//poxB//fetB//frdC//mlc//yfcS//rcnA//tusC//kefC//argA//def//rplD//yedA//rlmA//ybhA//tufA//ldtA//rplC//cbrA//tnaB//tqsA//ugpA//ygdG//cspA//glpF//ascB//creC//alaE//fdoI//ccmC//rzoD//waaH//alpA//thrB//murQ//mobA//zapB//gluQ//mdtP//rnlB//cbrC//dsbC//ymgF//rplY//galS//yfdO//psuT//arsR//aceB//ybjI//yihV//dnaJ//fadA//rsmE//yagE//dacD//elaA//pitA//rpnB//pepQ//frdB//yceK//epd//leuE//ispU//puuB//mdh//ydcS//ygjK//yihI//ldtE//yidR//sad//moaA//feoC//nadB//pbpG//csdE//pncB//pitB//guaC//potI//ybhI//yojI//arnT//fdoG//ydbK//brnQ//uhpC//gmd//lysA//cyoA//frlB//mrcB//agaW//purA//dhaR//epd//rplP//yhjG//rclR//rpoS//frwC//torZ//potI//kdpA//patA//amiC//gabT//cutA//lldP//secF//pheT//thiG//nuoI//yneL//dmsA//xapA//rpsO//rpoS//psd//ygeV//ppiA//ascG//fixC//pgi//mutM//cmoA//gatC//prlF//pfkA//nagA//folX//bcsA//ugd//sapD//ftsK//perR//rfe//hypC//livM//mrdB//uhpB//ybjD//mepS//ycjR//dsdX//ung//ybjL//rpoE//ycbV//plsX//nirC//narQ//gshA//scpC//yfeX//yciV//ydjK//yneJ//ydeP//lysA//mltF//syd//frr//lpoA//hofP//galR//abgT//prlF//kgtP//coaD//cpsB//ravA//eco//lpxC//gltI//fepC//uxuR//yidK//hiuH//nrfD//uvrY//gspJ//fixB//rclB//frc//ftnA//rclR//rimP//yhaO//creB//yihR//yadK//recN//ygeV//dppA//uxaC//feoA//yajR//phoU//mcbA//sufC//yidK//ygjR//lepB//cyoA//yohD//nuoH//hscA//yhbX//yjhI//wecC//argB//gspI//yfdO//sapF//aes//nsrR//fhlA//narV//potD//lpd//thiE//trpGD//argG//mobA//ydcI//yciV//csgD//lspA//ybiT//ydfK//panE//trmH//yfdR//galE//glnL//dinD//yfcF//yfeX//ftsK//dedD//appB//cadB//ascG//trmA//ghrB//bioA//gsiA//yfaL//yfjV//yciV//glk//zapB//
GO_0090305_6	hpf//dppF//cysD//hemF//nfuA//acpS//sthA//glnE//htrE//ldcC//hexR//ldcC//uidC//rstB//motA//yqeG//guaC//speA//uvrB//hemA//ypdB//gpt//tatA//yjfF//tdcB//tatB//hflX//efp//cusR//ftsW//exuR//marA//puuD//menD//lrp//ghoT//asr//rclB//ravA//ldtD//fdnH//yhaC//trpC//plsB//tolA//lpxT//eamA//exoX//ttdB//kdgT//rhsD//proS//yegT//alkA//glxR//rfbX//yejB//rssB//rcnR//ybcL//rtcR//intQ//cysD//lon//glvC//pitA//dacB//uidC//sbcD//yedA//mglB//tdcC//clpS//crr//cbeA//rstB//tnaB//yqcG//ftnB//yddG//setC//
GO_0090313_8	tdh//panF//
GO_0090329_8	yijE//nuoM//bcp//yjgX//cmoA//ykgA//tnaA//
GO_0090347_6	wcaC//
GO_0090352_6	acpP//
GO_0090357_7	yidA//cspI//
GO_0090358_8	fecD//
GO_0090407_5	ribF//alaA//cycA//oxyR//recN//mlaD//ibaG//ydcT//pyrC//mqsA//iap//ypjD//lptA//betA//ftsY//dnaJ//coaA//csiD//fliA//metI//insH-5//pgaD//bioD//ldtB//agaW//yfgJ//nuoG//cadC//ibsA//ycgV//moaD//napB//flgC//sodA//ftsE//wzc//fimB//rsmJ//ybjI//yggE//moaE//hycA//hisS//ydjH//yeiL//elbB//guaC//ilvB//argC//dfp//sapC//iclR//dtpC//bamA//waaG//norR//mntH//cvpA//gnd//yjcS//tomB//ydeT//sbmC//fimB//epmA//aspA//mdtN//yajD//aspS//ribB//mtnN//rlmM//trmD//mepS//ubiG//dadA//yidA//cmk//pnp//caiE//ompA//glnL//yfiF//waaF//mdoG//yjhH//glpG//kbaY//gsiB//galK//dmsA//flgH//yfeW//yobF//skp//ilvB//nagK//secA//rtcR//glpD//ansB//kbp//nikC//yjhG//nanK//sgcX//cysD//sxy//cynX//hybC//bdcR//yciH//trmO//mnmG//surE//sthA//dmsB//agp//deoD//guaC//thiH//yadN//cyoC//kefF//degQ//mglA//ushA//flgM//gudX//uxaC//yicJ//
GO_0090487_4	surA//
GO_0090501_7	ygfZ//metH//ppc//lysC//miaB//trpA//yjbB//yjhC//fiu//yahK//rsmC//ftsQ//pgpC//yhfK//apt//ybaO//ydiO//dmlR//fadE//cobB//nac//ppiD//murB//cbrA//gadA//aceB//iap//pdxH//pntB//aroC//umpH//hemH//
GO_0090502_8	hybB//hisM//yebS//cydA//ynhG//metB//radA//msrB//ubiA//eutA//atpF//uxaB//proW//rffH//yhaJ//yagU//rcsB//norW//ybcF//tdcF//slyD//
GO_0090503_8	surE//cmtB//gpmM//radA//ulaC//hupB//dtpA//ybgQ//
GO_0090529_5	yibA//hyi//dhaR//ycbU//yehB//ymgA//
GO_0090540_10	rimO//galR//guaB//
GO_0090549_5	pykF//rplE//
GO_0090605_5	envZ//oxc//chaC//tatE//leuB//nupG//menI//ldtA//melA//
GO_0090609_6	ppsA//yceO//folD//ygbN//aspC//tdcF//uvrA//argK//rluE//
GO_0090662_6	dnaA//
GO_0097035_4	ymfK//murJ//
GO_0097056_7	cobS//
GO_0097164_4	gntP//phnI//frsA//rpsB//casB//ybhJ//actP//galK//araD//ulaR//sodC//rsmE//clcB//hycA//dppC//yjjI//fliT//pcm//hypE//bcr//mtr//wecB//dusC//napA//ppsR//nfsB//
GO_0097237_5	acrE//ycfH//nanA//insI3//queG//ygbN//yojI//aroF//exoX//cvpA//
GO_0097264_6	fliG//
GO_0097286_10	tsaE//
GO_0097292_8	hprR//
GO_0097293_9	carA//
GO_0097304_7	acs//
GO_0097305_5	topA//fdoH//dppB//ybiH//hprR//yoeB//
GO_0097339_7	pagP//
GO_0097366_5	guaC//gcvP//ssb//
GO_0097428_6	yidH//yhgH//nagD//yceD//ldcC//recX//yjfF//
GO_0097435_4	fabD//emrB//
GO_0097501_4	fdhD//
GO_0097502_4	nrdG//
GO_0097510_7	glcD//
GO_0097532_4	pyrH//
GO_0097533_5	yfdK//
GO_0097577_5	dapA//tsf//envR//
GO_0097588_5	lgoD//adiA//sfmD//rcsD//emrD//yciV//mdtJ//bepA//ampH//ydiQ//iscR//kdsC//cbrC//fdx//gloC//aspA//ydiO//fucI//ampH//ulaD//hyaC//yfgI//barA//livM//znuC//fucI//hflC//cof//sspB//pgrR//yieH//
GO_0097638_8	manY//fkpB//elfC//polA//
GO_0097659_7	ybdN//ygfI//truC//yibA//gldA//ais//gutQ//ldhA//glnP//acrZ//secM//gltB//pyrC//yfiE//rclB//ttdR//scpB//kup//ybcC//bioC//plsC//yiaB//smrA//yahF//pgpA//ldhA//thiH//priB//yidK//elbB//kbaY//tnaB//essD//cobU//arfB//ynfK//recT//lgoD//pstB//map//puuB//cyaY//fimF//narK//infC//ybdR//mlaB//apt//sdhB//rpsS//mngR//pgpC//clpS//narG//cpoB//yfiF//topA//rssA//creC//sixA//tpx//glpT//yjiQ//csgD//yahD//pspA//yehY//ytfQ//ypdF//fbp//ssuA//yhdX//napB//infC//recC//lnt//aaeR//ettA//yibF//narI//napA//pyrG//viaA//glk//fimB//rpnA//ynbC//ppsA//dppF//tdcA//fruK//menI//fimD//xylR//mgrB//yajQ//holA//osmC//rluA//crcB//lplT//yggE//elyC//rsmF//fes//map//hofC//minD//proW//sufB//lolE//bamA//carB//fimD//ybcQ//gluQ//selU//nadC//lipA//
GO_0098002_8	birA//
GO_0098542_4	ycjU//exuT//nhaR//yjbB//thiP//flgA//rarD//potB//rpoE//ynbC//
GO_0098586_5	dld//potI//fdhE//
GO_0098655_7	yihU//waaS//flhC//ptsP//ghxP//ypdA//ynfL//pdxY//mutT//lyxK//fnr//ilvH//rzoR//paaD//sstT//shiA//panD//wzzB//iraM//mrcA//ybaL//bcr//nusA//cyaA//xisR//dmlR//leuD//rsmH//yhjB//insK//flgK//codA//cydD//pitB//ybbY//endA//bcsA//rsmE//ynbD//udp//hprR//argE//tsf//preA//agaC//asnS//ybdZ//trpC//glmS//mdlB//ycjR//yjiQ//pal//entS//tnaB//guaC//ybjN//purC//bglF//bcp//adeP//ivy//ssb//rutE//rpsK//yejF//adeD//hypA//mdh//ydiF//hprR//ygiB//ibaG//higA//gsiB//ftsZ//yeaK//wcaJ//rhtB//borD//ugpC//lrhA//chbB//dhaR//ydeP//zraR//pphB//emrB//puuA//ccmA//evgS//rluA//hrpA//bioD1//ais//mrdB//mrp//pgk//slyA//hsrA//malG//gdhA//csgB//uidR//pgsA//cas1//
GO_0098656_7	curA//marA//gpmM//blc//sdaC//lysA//panE//mzrA//ycbV//insI1//clpA//dcd//hyfA//fpr//opgB//yqcC//dacA//emrB//ubiE//agaD//soxR//actP//lysS//yiaU//tdcC//xerD//fic//pdeR//osmY//ygaH//ybiW//ydjM//malY//thrC//gph//rhaB//rpsS//casA//yggD//cynS//purA//abgA//ftsW//yedA//yiiM//rsmI//mhpR//atpH//ruvB//argR//fliS//ynbD//yfaX//fmt//ubiF//sixA//dnaK//hdeD//fucA//yejF//recB//treB//frvR//queF//trmO//priC//yafO//proW//yfbR//kbaZ//yedF//mepM//priB//mngR//yggT//yeeA//yhdW//rarD//lolE//mlaD//yjbB//dosP//queD//ybbW//lipA//dppF//recF//spy//dhaK//yifB//paaD//hemN//dsbD//pflB//moeB//ygiW//zur//
GO_0098657_5	rpmG//yihL//fadR//lptA//galU//rnr//arfA//fliL//mrdB//ackA//helD//uvrD//menI//leuO//pliG//ispF//ybbN//hdeB//yahB//treB//
GO_0098659_8	galS//glgA//
GO_0098660_7	mntH//coaE//purU//intS//moaE//treR//yiaU//ycfL//rpmE//sgcX//kdsB//clpP//ldtD//purB//exuT//agaA//acrR//ldtA//lolE//tyrA//patD//ytfT//pheM//ldrD//rffH//nrdD//prpC//ydaV//gntR//yfdS//grxD//ppc//clpS//yceD//ttcA//bamD//yhjC//yafE//ompN//ddlA//mutM//preA//mazF//rnlB//gudP//trg//ydcI//gyrB//ribD//stpA//ybcQ//atpC//uxuR//hns//alaE//tatE//rihB//glpG//nrdE//yicJ//yneE//yeaE//fieF//ynbC//ygbI//mdtI//hofM//narZ//artQ//dcyD//purF//nikC//malY//yeeA//yggP//flhD//cydB//
GO_0098661_8	ygiW//kch//gsiD//glcA//zapA//dbpA//fre//prlC//rpnD//cusA//dhaL//xisE//gltD//ycbX//cueO//fumB//dinB//fic//glmU//
GO_0098662_8	glxR//nuoE//purU//cobC//thiM//lysS//nikD//yrfG//yjiR//abpB//rpe//nrdG//ygiB//paoC//fau//pheS//yhfS//focA//fau//ykgO//cysB//rpsJ//priC//murQ//mcbA//ravA//insI1//rzoD//nfo//aceK//argC//dcuB//narY//asd//fumA//nrdG//lon//surA//tusC//dcyD//manY//raiA//yehU//yafO//dppC//yqiH//mnmE//cfa//ychF//caiB//sucB//narK//rbsB//cho//tcyJ//rplQ//pdxA//glpG//rseC//yahF//ribB//
GO_0098670_7	tdcE//
GO_0098704_7	aroA//setA//dfp//malS//
GO_0098707_10	cho//
GO_0098708_8	yddL//hyfA//hyaC//ibaG//
GO_0098710_7	dgcQ//relB//
GO_0098711_9	ynjD//
GO_0098713_8	intE//cysA//yqgB//ybcQ//
GO_0098719_9	sfmD//
GO_0098732_6	csgE//yegD//bamE//ydjH//
GO_0098739_6	mcbR//cysH//treF//rpsI//tamB//rpnA//gshB//etk//ftsW//marA//yidZ//patZ//nuoE//mcrB//ycbB//lpoA//lrp//ade//
GO_0098771_7	pyrE//yahN//mukB//sfsA//kdpB//syd//oppA//nirC//ibsA//setA//adiA//frwC//gatY//gpp//rpsT//lpxB//fryA//mreC//yagF//mdtM//fimZ//acrF//pdeH//trpE//bluF//gadC//ydeP//menI//yggW//pdeL//puuR//hflK//pstS//rssA//nrdB//cueR//
GO_0098776_7	rclC//spoT//rayT//arcA//metE//
GO_0098795_9	dnaJ//
GO_0098869_4	ogrK//hcaF//osmC//proS//xapB//dbpA//tatE//accA//sfmA//phnO//gcvP//tsr//etk//cysP//mtgA//xanQ//lysU//ydjH//ccmH//idnT//infB//kdsB//
GO_0099046_5	glmM//ydiZ//
GO_0099116_10	ribE//
GO_0099131_7	ybdM//
GO_0099132_7	cca//ftnB//ilvL//mepH//yedF//yobF//flgJ//gabT//ynjD//cspG//cas3//pckA//mltC//frlB//rimL//accA//treB//suhB//purR//ccmH//ydcS//marR//glgA//
GO_0099133_8	bamA//gabD//preA//yhcH//atoS//abgT//envY//glpK//metE//sugE//yejE//cutC//ycbV//ybiT//frwD//ybcL//pgl//endA//rnb//rpsI//
GO_0099587_7	pdhR//insE-1//
GO_0101030_8	nrfA//
GO_0104004_4	codA//dinQ//rpnD//nsrR//fhlA//nrfC//katG//ssuE//qseB//cvpA//crp//paoC//yghW//rfaB//epmB//ygfI//umuD//yehC//insH-5//tsf//gph//rne//fdhE//gutM//
GO_0110017_7	tcyJ//
GO_0110095_4	mscK//idi//
GO_0140115_6	fucA//wcaJ//bioC//asnA//cptB//
GO_1900190_5	yigB//iscU//acrE//rimM//hypT//ydiK//fepC//ddlA//alkA//rnhA//syd//astB//ycjQ//
GO_1900191_6	rimK//gapA//flhA//yciK//
GO_1900192_6	csgB//yaaU//
GO_1900231_6	ybhJ//rluE//pdeH//pheP//rpoA//
GO_1900232_7	trpE//ilvI//ariR//
GO_1900233_7	nrfA//
GO_1900371_8	ftnB//
GO_1900372_9	aaeR//
GO_1900376_6	asr//rffG//asnS//
GO_1900377_7	mepS//
GO_1900378_7	pphB//
GO_1900542_7	amtB//
GO_1900543_8	rffM//
GO_1900704_7	rnr//
GO_1900705_8	putP//
GO_1900725_7	yieE//
GO_1900727_8	yggN//
GO_1900749_6	recG//
GO_1900751_9	plsB//
GO_1900866_6	ilvD//
GO_1901068_8	entS//ulaC//cynS//pfkB//zraR//uvrA//yraI//yeaE//yddG//ung//rtcB//
GO_1901069_9	appC//
GO_1901070_9	pheT//gcvA//hxpA//sbp//
GO_1901071_6	frdD//rsmI//aspA//greB//tdcR//
GO_1901072_7	gspJ//hisF//cysZ//insF-1//
GO_1901135_4	yodD//hofM//rpsT//paaG//xylG//recE//hcaC//marA//asnS//xylB//rfaQ//flgE//valS//sspB//fimE//hcaE//yeeA//serC//mmuM//yjbG//ycgR//rpsH//murD//cysI//xylH//greB//gluQ//ykgA//groS//glcD//nrdH//yfcA//dppD//ubiH//yieH//aas//modB//surE//ghoT//zapC//cvrA//thiH//cyoC//glgB//glpB//nudF//yjeI//pspF//dauA//gloC//ynbC//yihW//glgP//acnB//hsdR//intA//rmf//fixC//lpxH//fliL//uxaB//allS//adhE//ygcO//topB//comR//idnO//yadK//emrD//malE//sutR//sppA//deoC//araG//ridA//abpA//luxS//yjaA//pheM//exbB//dnaT//waaC//cueR//rutD//hns//uspC//rplX//ygcR//nusA//ftnA//cdh//pabA//yiaA//sbcC//yhdX//yqiI//atpE//fdoH//rcsD//yciF//gadB//ruvB//sodC//rtcR//yafC//ybcM//idi//gspE//cspI//bssS//proC//mlaF//lldR//ddlB//nirD//yfaX//infB//yhaJ//ybdO//ugpC//gnd//fadD//mqsR//topA//caiE//ttcA//yihL//mhpD//cysG//glsA2//sutR//marR//yraI//glsA2//cmoA//ppk//tynA//hofP//pepN//speG//pphB//sdaC//clpX//argF//dcuS//sgcX//cca//fsr//cdaR//gppA//gpmM//insH-5//cadA//ftsW//macB//ygbL//ynaI//tnaA//lptC//dsbB//miaB//crfC//mipA//cydA//ttdB//pdxA//iraP//setB//lgt//rbfA//pyrH//ppsA//agaC//rlmF//cydB//crl//ydeE//phnI//rusA//rrrD//cspI//cusF//malS//higB//menE//yedF//melR//hokE//gpt//atoS//ybaK//pyrD//tdcR//perR//betT//fkpA//citG//fadK//sgbE//setC//pyrB//amtB//ttdT//avtA//lpxT//lysA//lipB//rutF//rhaB//ansB//asd//yeiE//uxaA//tus//waaQ//dhaL//rcsF//aaeR//gutM//pbpC//ybhF//rnlB//lysS//fliG//glvC//pspG//flhD//yoaA//galS//acpP//actP//yccA//adeQ//cobC//ycdY//aroF//pheP//ydhK//ydjK//acrZ//rihB//ygdG//rplR//murF//ycjD//rspB//glnP//yafN//rplI//ycfS//rbsD//rluC//mrdA//ycfS//lpoA//plsC//fixC//rrrQ//ulaC//argH//dgkA//yihQ//fetA//yfcA//mngB//hybD//cpoB//pyrB//
GO_1901136_5	dcm//ykgO//ymfA//dauA//ubiF//otsB//yfaX//ydfH//gltX//yjgX//minE//tatE//yrdA//pgaB//suhB//mtgA//insB-4//glpX//uup//wzzB//chbR//hchA//higB//ygbL//pbpG//aceK//fsr//mliC//gutQ//lgoD//nanK//paaK//rarD//hsdR//dctR//rhmR//barA//wbbK//hicB//tamB//nikB//mgtA//tnaC//pdxY//ynbD//fadE//gloC//yfbV//torI//yieH//rpsE//selA//
GO_1901137_5	nusG//ybjC//aldA//tsaB//tnaC//ycbB//yfbR//obgE//eamB//map//nepI//curA//yjiX//cadC//yadK//gltD//hflX//ygbL//lolE//pflB//artM//mscS//sgcE//rimL//betI//gloA//cusS//tsf//yedF//thiI//ybbY//ynhG//prfB//hprR//ssuE//dusB//soxS//hypB//dapB//serS//symE//mnmA//ycaN//dppD//rpe//lsrK//uvrC//rhtB//eptB//tpiA//pepD//elaB//shoB//tdcF//dgoA//waaG//nimR//ugpA//pphA//speD//msrC//shiA//nlpA//ybfA//norV//tgt//dusB//fsr//sdaB//tpx//sbcC//ldcC//frwC//bdcA//tap//yhhY//yibT//phnK//sstT//patZ//topAI//kdgK//tas//mntH//truA//ydcZ//atpC//yaaU//yfdR//frvB//cobC//flhD//murG//yneL//metR//speB//npr//flgC//gutQ//rfaB//nimR//lldR//glgX//argR//dsdX//galF//arnE//cas1//rpiA//hycA//mmuP//amiB//rclC//rbsB//uspE//tpx//abgA//sdaB//ung//yjfP//iscR//secY//fdhE//lpxB//barA//atpB//yciH//pitA//rph//ihfB//ygdG//hokB//pntB//cynS//sfmD//ykgF//phnJ//yfbR//crp//garD//nsrR//yafN//yieF//slyA//aroE//xisE//yfdG//rutG//yhcF//mocA//glpR//elaD//fiu//opgB//intQ//yhcN//uxaB//adiY//yggX//
GO_1901159_6	yagG//norR//hdeA//
GO_1901160_5	rpsH//baeR//pepA//
GO_1901161_6	rspB//yeeY//ybjX//
GO_1901260_9	yfaU//
GO_1901264_6	avtA//yehW//yfcR//nadE//cdd//nrdD//sspB//nagK//dedD//ydcR//flhA//caiE//yceK//modA//pykA//ybeY//yhbQ//yfdG//prmB//dnaE//flgC//hdeB//dcm//ykgO//ais//malX//ibaG//wzc//clpX//yihT//bcp//xthA//menB//aaeA//cydD//xapA//satP//potB//surA//rihC//rpsG//rpmB//mdfA//ihfB//
GO_1901269_5	cheW//lsrA//ttdR//rsmF//nfuA//cutC//intE//trmD//sfsA//cobB//ygjH//yieH//
GO_1901271_6	malF//allS//ftsW//macB//bacA//soxS//ybeF//fieF//ycbU//ydiP//selU//lyxK//
GO_1901275_3	prmB//
GO_1901281_6	fadL//
GO_1901292_6	ulaD//cheB//gntU//waaA//entH//yhdJ//pdxH//ybdO//clcA//nanT//cydC//rnlA//cobS//thrC//agaS//fryA//pspF//glgB//gltK//aspA//pabB//mepS//asnS//yihS//katG//rnc//csgF//lplT//glpB//yehW//cysI//hpf//
GO_1901293_6	rplT//gluQ//yadI//zraS//yohD//mepS//ybiV//pnp//ulaF//ribF//ypdC//nimT//folX//yfcA//tyrR//arnB//moeB//feoA//lptA//fdhD//rfaD//yraK//yfcR//yddG//mnaT//epmA//yoeE//ymfA//ssuC//bssS//priC//ftsB//fadE//pyrD//rplO//thiG//dsbB//tdcF//ddpX//kdsD//yggX//yheT//bglJ//emrY//cvpA//murG//yjhG//yqeG//ybjC//ccmD//glmM//leuO//yggP//ygfI//secY//dapA//mtgA//flgM//yiaL//atpC//uxaA//tsaE//ycdX//dkgA//ccmA//intA//nusG//yhhT//kbp//tnaC//ulaR//sgbH//rhaB//gfcE//aroC//
