#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	helD//dcd//cheW//gltP//
GO_0055086_4	dicA//ppiA//rhaD//spoT//menE//dkgA//yccA//nuoE//rpsP//dsbD//panC//cysM//xylF//galR//ydiF//murP//ybjI//flhE//glsA2//bfr//miaA//hcaC//fepE//sucC//mmuM//kdpD//rcsD//hiuH//metI//sufS//rnd//carB//metC//ccmH//yibA//feaR//norW//ettA//wzc//dmsB//yidD//tatE//lpxT//hscB//glnH//ppx//feoA//hicB//ftsE//tcyN//flgK//yafQ//iaaA//etk//gabP//gluQ//gcvA//fhuD//sfmF//sapA//hybB//yjjV//tusB//ldtA//kdgK//gcvR//mutM//ycbB//hypC//cmoA//dacA//zntR//flhC//araA//ybiI//galF//selU//clpA//wbbK//gadC//eutD//yaaJ//iclR//hyaC//yeeY//rhaD//rpsH//radD//ilvD//rhaS//cadB//yihP//rpsA//sulA//gltL//nmpC//yjbF//narL//tatC//bioB//tatC//rluB//emrB//napC//scpC//btuE//ybcQ//yagU//epmB//zraS//bcsA//nhaR//hns//flgE//pstS//leuO//emrD//gcl//csiD//aceF//cydD//ahpC//galP//thiP//rcsA//ruvC//kdgR//ubiF//allC//dam//tolC//waaS//gpp//fryC//uspG//galM//epmA//ridA//ruvB//alkA//ycbV//upp//rseP//lptA//glpB//holA//yibF//pgm//cutA//clpP//pnp//lpxM//fdx//kdgT//xylA//bdcR//glvC//galR//higA//wcaB//ecpR//waaB//bglF//hdeD//fucA//tomB//purL//hcaC//ykgO//ycgV//mmuP//rph//
GO_0055114_3	hdeB//tgt//frc//yjiA//tusD//ftsZ//acpT//rapZ//zipA//yiiE//trxC//cas3//fdnG//hyaA//ydjL//tabA//parE//dnaC//pdxH//folM//sgcA//ybdG//secG//bluR//yphB//gapA//ybgP//atpB//ydfK//hldE//yjfF//murF//rfaG//agaA//abgB//blc//tpiA//sgrT//tdk//thiD//bssS//zapD//purF//dnaK//glnB//map//zraS//rhaR//dauA//betT//ychF//ldrA//alpA//pepT//cynT//pitA//clsC//ydfH//mtlA//pabC//nrfG//yibH//dsbB//yciK//mtn//folD//yfcS//idnK//nadA//proP//maoP//araH//gcvA//pdhR//yjcO//nirB//purA//dcuC//holE//sbmA//abgB//casB//rpsM//ybdG//iscS//yebQ//purN//alpA//bcr//oppC//selD//pgsA//ribC//secE//gstB//tadA//preT//yfgJ//ypdB//acrF//yobF//glxR//tdcG//torZ//yajL//yidR//potD//ydaC//citE//chbA//rpiB//bioH//pdeK//menB//rpmJ//ybhD//serS//entC//dppA//yggW//glsA//yqiJ//rutR//rho//ygjR//yggX//zraR//cvrA//lysS//ynbB//yicJ//nagD//sthA//gsiB//citC//rnlA//ydeP//cpsG//flhA//yebG//bcsA//ftsL//metG//lolA//glpR//ratA//yihQ//rsmG//putP//mntP//patA//erfK//ybiJ//ndh//yojI//alsB//ascB//yiaT//yfeR//focB//era//tisB//frdB//thrB//artQ//rbbA//ybgP//znuA//lptF//mdtM//adeD//yegS//ybbW//speG//gldA//ybiW//yjbE//rfaF//pabC//ytfQ//mdtG//mdtN//uspF//fimA//ccmF//narX//metK//cheY//baeS//ybjC//sgcA//ygcO//
GO_0055129_5	nadE//yfaL//rlmB//
GO_0055130_8	yhjX//metC//
GO_0060003_10	yafQ//mlc//cpxA//nimT//
GO_0060255_5	ydhK//glgA//ftsW//patD//yggE//rfaQ//yfaU//yhaV//ihfB//intA//yfgI//decR//fimC//ycjW//sppA//yidZ//tolB//yfgO//clsA//ycgR//ibpB//pldB//nrfB//yhjV//yieE//mrcA//uvrD//rsmJ//patD//yjhH//nirD//yidQ//ibsE//fliS//yfgI//xylE//fruB//tsf//sdaA//mlaB//tmcA//ptsH//yijO//ecpR//yidR//narX//iscS//mlc//def//dnaT//fis//ftsX//ybiY//yehY//crp//xylH//rpiR//trkA//yajR//dacC//yehB//ygeV//prpB//nirD//rimO//pgaD//asnB//ygjK//diaA//dppB//kbaY//rhsD//hcaR//yegS//yjiX//ldrB//galF//waaG//prkB//rhsD//ybiT//arcC//ptsH//cpxA//yjhI//yfdO//nadA//nusA//tdcF//ansB//feoC//glcE//yccX//maoP//paaZ//yjhG//rpmB//elfD//cysH//rfaB//fcl//uxuR//csgF//dnaX//rdgC//pyrD//ompL//sdhE//nepI//tap//ade//chaC//ychH//yehC//yeiE//nikE//chbB//gcvT//ymfA//lsrA//rhaB//rhtC//torS//emrK//paaC//rluA//yidH//fucA//glnA//tag//xerC//pgl//tauB//yihL//frlA//ihfA//sppA//glyA//uraA//ompW//ynhG//gcvH//pgrR//crp//yccX//sdhE//yadI//yhdX//lpxC//bacA//glnB//mltB//mqsA//sapB//purL//galP//eutA//ygfX//ttdB//argB//fabI//agaB//htpX//trmJ//envR//rimK//recC//ebgA//yfdG//fecB//nuoI//tatB//abgT//trpGD//glnD//lacZ//serS//emrK//rpsH//gmk//yqcG//rlmL//opgG//rpsD//hdeD//plaP//galP//mukB//mtgA//potD//ydfD//clsB//ghoS//leuD//fepA//stpA//fadL//feoA//proP//yghW//actP//lpxP//rhmR//ynjD//recC//gntK//idnT//uidA//nanT//valS//ydiF//dicB//ygcW//plsC//yehZ//asr//tamB//araA//ptsP//minD//ybgI//mak//yfeD//yhjG//mrcB//coaD//ppsR//murI//leuA//yjjG//srlR//yjhP//mdlA//adk//yedP//yceD//rpsJ//yjbB//rlmH//cbtA//folP//mlaE//ttdT//recE//mipA//pyrH//rrrQ//uidA//envZ//fepE//yhjC//dtpC//lexA//gatC//bssS//rhmR//nemR//moaB//rnlB//cusR//barA//yhbO//yigL//ssuE//tdcB//chaA//gshA//focA//yqjA//gloB//gatA//priC//tcyL//yfhH//dtpD//ynfK//tilS//talB//erfK//hscA//mdtP//ybaO//yagG//dgcJ//rsmJ//hofQ//psuG//emrD//pabC//phoU//lpxP//phnO//cvpA//yciT//thiD//dnaJ//rpsK//dhaR//cysM//gntU//sbcD//xylG//paaX//prfC//yjjX//yieF//bglJ//rimP//tyrS//ychH//ygeA//ldrD//lsrA//crl//ackA//kduI//yhiM//phnI//galU//grpE//casC//lplA//oppD//iraD//yadV//amyA//sfmA//dsbA//paaK//sdaA//caiF//fryB//ynhF//sucC//bglA//yiaJ//cpsB//narP//secB//nrdG//rffG//phnL//holC//yjjI//lamB//bioF//folD//argO//ppiA//tdcD//glgS//trpGD//cyoB//mdtC//
GO_0060274_5	aceF//
GO_0060326_5	dsdA//
GO_0060341_5	rbsD//glgS//
GO_0060491_5	fepE//malY//rne//ydiP//
GO_0060566_8	hcaF//
GO_0060567_8	rpmC//yiaM//fadR//
GO_0060699_8	tusA//cpsB//cedA//yphD//oppF//
GO_0060700_7	allS//sgrR//cspG//cnu//uhpT//
GO_0060701_8	yggF//yfjR//yeeY//zntA//hpt//
GO_0060702_9	entF//rseC//cynT//treB//yiaN//
GO_0061013_7	cysS//phnJ//tadA//paaC//rplN//
GO_0061024_4	purB//caiT//rffT//yhbQ//yjbF//ydjJ//tolR//cheB//citX//holA//htpX//rutE//
GO_0061077_4	barA//dnaJ//frdA//yieK//ogrK//nlpD//znuA//modB//ycfS//murD//hpf//creC//yhfK//flgH//bglH//nhaR//menE//trmL//ybhA//ptsI//yfcU//mioC//sucA//
GO_0061475_9	yhdZ//
GO_0061504_8	pgpB//
GO_0061610_5	mukB//
GO_0061615_7	alsA//rbsD//
GO_0061687_3	cas1//hupA//yhhT//nhaR//lit//dtd//
GO_0061720_5	tdcG//yceO//yehU//yahN//
GO_0061727_6	phnL//mdoG//araG//betT//cheR//yjjW//kch//ynfE//trkA//mfd//gltS//mdtJ//endA//menI//atpF//mdtM//ribC//ftsA//surA//slyA//casD//gudP//rcnR//ybeF//
GO_0061984_6	sapF//
GO_0061985_7	betT//
GO_0062012_5	wbbK//rplO//csgD//uvrC//menD//degQ//yraI//nrfE//puuA//rplN//metC//
GO_0062013_6	mnmE//dtpC//ychF//
GO_0062014_6	garL//yacG//
GO_0065002_6	ubiC//eco//yhbY//gstA//tpiA//yihV//potE//oppA//
GO_0065003_5	malP//truA//cysB//yihX//ubiX//purN//yqjH//csdE//yajL//ybdZ//mrr//paaZ//rfbB//casC//bglA//ybdN//pspC//yadI//ais//gcvR//recT//idi//ulaE//ttcA//proB//rlmE//ycaO//hemH//rna//rutR//katE//pdeL//ebgA//dpiA//arsC//rpmJ//lpxK//cysK//gltL//acpT//caiD//metE//secA//rseP//pal//yrfG//yciK//yejB//sgbE//ybbY//xseA//relE//feoC//torS//ugpA//yfeO//flgM//ubiA//sgcE//fimD//efeO//sgcA//tamA//ddlB//lptF//mdtI//rcsA//argE//torR//yghW//msrA//cpdA//yejE//malI//torI//glyS//sugE//rpnB//rssA//ybiO//caiD//speB//ruvB//yobA//pepA//glxK//ggt//ugd//kbaZ//yfgJ//lnt//pgsA//
GO_0065004_6	kdsC//
GO_0065008_3	secB//ycdY//ltaE//malS//uidA//grcA//nemA//hslR//cbrA//gatB//hypE//potH//cmoA//ybcJ//mrdA//rhmR//plsX//pyrL//puuR//yfdC//treF//psuT//talB//nikR//arfA//mepS//yadI//yehZ//cspA//ung//ycdY//cadB//rutA//ybhS//mioC//ybiO//tktA//dapD//pbpG//cpsB//ccmE//ascF//rzoD//valS//nagB//yehY//torA//accD//tabA//gltD//yjtD//lptA//yciG//flhD//ettA//paaA//norV//ftp//plaP//uraA//csiD//cedA//bioH//tsaE//mhpB//waaC//pgpC//luxS//torS//exbD//panC//thrS//pdeD//yfcS//dcuC//htpG//ibpA//livH//cas2//insI3//bluF//ilvH//hfq//pmbA//bglF//entB//waaH//dmlA//rlmE//bamD//garR//ynfL//rlmI//kdsB//murR//secB//mutS//exbB//ariR//rcdA//insK//ubiX//bsmA//satP//csrA//cvrA//aroC//yihT//soxR//ypdI//folD//macB//srlA//moeB//ybjC//yddG//hybO//ugpA//ybjD//cnu//mepH//nlpD//rffH//phnN//pepA//insE-1//ddlB//lolC//zupT//kdgR//sucC//
GO_0065009_3	ldcA//manA//insE-1//pdxB//ubiA//sufE//yidE//gltP//matP//yjcS//pgaB//cusC//sstT//ybgP//ampH//yjtD//yqhD//yehA//chpS//ompR//pstC//yadM//citC//uhpB//dnaE//lacZ//glmS//nlpD//agp//mdtL//cysP//napF//yciA//pgaB//tdcG//tldD//rfaH//dmlR//hmp//gatY//ppk//pagP//ihfB//dapB//sdaB//cbrA//evgA//ftp//tqsA//rcdA//kdpB//mutL//gcl//fdx//gnsB//sixA//frlB//tatB//yejB//focB//cdaR//chbR//dinG//rbsR//yphF//ftsN//mliC//gnd//mgsA//rutR//phnI//fadH//pheT//arnF//nimT//csgB//cpxP//
GO_0070084_7	phnG//
GO_0070085_3	glgB//ccmD//
GO_0070178_5	aceA//
GO_0070201_6	ssuB//yaiV//yfeD//
GO_0070206_7	nrdE//yhfK//qseB//glnD//
GO_0070207_8	menD//clpB//ybiS//cpsB//
GO_0070297_7	fliD//
GO_0070298_8	kdsB//
GO_0070301_6	rcnR//hybF//rplW//gsiD//trkA//ydfK//nudF//selD//arnT//flhC//
GO_0070329_5	rluF//hslO//
GO_0070413_7	frwD//fhuB//
GO_0070415_6	folD//minC//
GO_0070417_5	tcyL//ilvM//yhjR//cpdB//
GO_0070453_7	rhlB//
GO_0070475_7	trpA//gcvT//grpE//ttcA//trpL//yhbY//yahF//glnD//nudB//ycfL//fiu//mazG//stpA//rplF//purN//fdhD//manA//dgoA//ybgP//
GO_0070476_7	kdsB//thyA//
GO_0070482_4	rpiR//sutR//ydeP//yehY//
GO_0070525_7	chbA//gstB//ppsR//pspG//
GO_0070574_9	btuD//trxC//pdeL//ycjR//
GO_0070581_8	treA//
GO_0070588_9	uxaB//
GO_0070589_6	ybcF//metH//xylR//gspJ//ade//nrdI//yghG//rhtC//ydjJ//cytR//waaO//idnD//arnT//sgcX//sucC//dedD//tcyL//bipA//fruB//dacC//queD//thrA//ypjD//rplF//malY//symE//opgC//gstB//rlpA//dosP//ccmD//yhjC//ybaL//yohD//ddlB//rsmE//gcvR//yqiG//livF//glsA2//yfdG//tusA//ddlB//
GO_0070627_10	dnaC//
GO_0070646_6	malS//
GO_0070647_7	patZ//
GO_0070689_6	yidQ//bamB//
GO_0070716_8	dusB//
GO_0070726_5	rsuA//rfaG//
GO_0070727_4	ybiA//pdeF//amiA//ynbD//bluR//fhuD//rutR//yceK//fabR//pta//paaC//dnaG//ygiW//fdrA//gor//pfkB//fdoI//
GO_0070778_6	mraY//gltP//
GO_0070838_8	dkgA//yhjV//rffH//pepA//pitB//dapF//htrE//hflK//gspJ//sbmA//yfiR//tgt//etp//greB//recX//
GO_0070873_7	insI4//ygaV//
GO_0070874_7	kup//
GO_0070875_7	ibsD//
GO_0070887_4	moeB//arnB//rpmB//nagK//alsC//proP//tnaB//rcnR//ompR//rcsC//rpoD//tdcB//rlmE//arnD//rihA//frvA//yiiM//abpA//clpS//tonB//proX//hycH//mgtL//ygcW//fsr//mraZ//parC//aldA//coaD//yqcC//sapF//secB//rclA//kduI//potB//ubiG//cydA//fliZ//wbbK//yeiE//gudD//hfq//tyrA//abgA//yddL//yeaD//cysH//rpnB//yjjU//mltF//gspE//yfgJ//wzb//ttdB//casB//nrdD//yhdW//trmL//yebS//envR//
GO_0070894_6	lptG//
GO_0070925_5	mlc//hsdR//yqeF//ybjG//rhsD//gnsB//cusR//yhfS//ycjY//cpdA//
GO_0070930_7	rseC//
GO_0070972_7	bcr//
GO_0070981_6	argI//
GO_0070982_5	fabH//
GO_0070988_3	yahN//holC//
GO_0070989_4	matP//
GO_0071103_6	yfaU//recO//sfmD//yagJ//guaA//yjeH//gfcE//yaaU//queD//atpH//dicA//purA//rcsB//gmd//menD//fieF//sfmD//hflD//ptsP//
GO_0071139_6	lipA//yebS//
GO_0071214_4	dcp//chbB//yqeF//yjcS//mdtJ//stpA//clsB//pdxJ//pck//yehW//yadI//yidD//rhaD//ldhA//wecC//phnN//fhuF//arcC//lyxK//hyfF//ribB//cdgI//prfC//garR//
GO_0071218_6	yihW//
GO_0071229_5	ycbU//ybhI//ccmH//purB//aidB//
GO_0071230_6	hybA//
GO_0071236_5	yqiH//ybdG//cmoM//mscK//yidZ//hokE//dgcF//mntP//rcnR//mprA//hyaC//glxR//mtlR//ptrA//mdtB//katG//nimT//vsr//
GO_0071237_6	phnJ//tqsA//
GO_0071241_5	yehY//msrQ//bioD1//tcyP//cobC//ptsP//mdaB//nupX//dinG//hisH//gnd//ydcR//dgoK//dapF//mdtC//yjjW//rplK//
GO_0071243_5	mglB//
GO_0071248_6	radD//msrQ//yfcG//napD//mazG//katE//caiF//zinT//ytfE//mraY//katG//ihfB//wcaC//menB//
GO_0071249_6	yhfS//metE//
GO_0071250_6	nirC//yfaU//
GO_0071265_5	mdoG//narW//rffM//ytfP//ampG//
GO_0071266_6	rbsA//arnA//
GO_0071267_6	yqiH//rpsG//ibsB//
GO_0071270_6	yidH//yjiY//
GO_0071271_7	ybcF//yggD//
GO_0071276_7	ycbX//grpE//
GO_0071280_7	patD//hsdR//
GO_0071284_7	ybeF//
GO_0071286_7	glpT//groS//
GO_0071287_7	ybgQ//
GO_0071288_7	csgB//yqhC//
GO_0071289_7	argE//
GO_0071291_6	yehZ//
GO_0071292_7	ndh//ybeF//
GO_0071294_7	mltC//gatD//
GO_0071310_5	pppA//yfjV//chbB//uxaB//phnJ//rpsM//yhgF//phnJ//cycA//potF//rpsA//
GO_0071417_5	ldtE//yeeO//ftsA//
GO_0071421_9	suhB//tgt//insF-1//
GO_0071422_7	add//uidR//xylA//
GO_0071423_8	rusA//
GO_0071453_5	phoB//glsA2//hns//
GO_0071454_5	atoB//lepB//
GO_0071456_5	decR//
GO_0071467_5	ubiD//mreC//yibA//rplW//flhC//ivy//yjhP//yqhC//aqpZ//garD//mutY//
GO_0071468_6	yciE//lysA//atpF//mtr//hscB//garP//nhaB//metG//fryC//metB//
GO_0071470_5	ompW//brnQ//viaA//dmsA//agaD//gntT//glnB//yjiX//csdE//nusA//
GO_0071474_6	edd//purL//malZ//yeaE//
GO_0071478_5	kgtP//truD//frvR//
GO_0071482_6	msrA//fadM//gatD//
GO_0071483_7	yicJ//
GO_0071495_4	rep//fabG//ydiR//
GO_0071496_4	xisE//yhjC//pabC//pliG//chaA//lasT//ykgF//tatB//insF-1//ybhD//tktA//nimR//era//gfcE//glpD//rplK//ftsB//insE-1//galF//hisI//cusF//pgaB//gcvA//speF//frwB//yahN//trpA//lnt//mrcA//sugE//panB//ycjU//sufC//rodZ//ssuD//hslU//tehA//gcvP//trmD//hybG//yigB//grcA//yafO//lpoB//hemA//lpxB//gadB//yobA//lacI//bdm//essD//yhdX//kdsC//
GO_0071500_5	sgcE//
GO_0071502_5	cutA//
GO_0071545_6	marA//uxaA//
GO_0071554_3	yafE//yhdH//sgrR//mglA//bamB//exuT//yobF//dppF//bioC//cyoB//asd//ydjK//hicA//galT//napB//rhtB//rfaF//ygeR//lysP//ygeW//hsrA//gpmA//chpB//
GO_0071555_4	allR//wzzE//csdE//carB//uvrA//katG//cysP//agp//ygeA//rutD//yehC//hscB//hisM//
GO_0071577_9	msrB//cbtA//purB//potH//ypdF//manY//wzzE//
GO_0071616_6	decR//tehA//
GO_0071702_5	glpX//hypA//znuA//metI//purU//yajO//menA//emrK//ygeW//ubiH//lsrD//yehP//prmB//lsrC//uxaC//yihI//abpB//yaiV//melR//ycjR//rimP//ybdZ//eamB//rcnR//melR//secD//ydiZ//yqiG//hxpA//grcA//sstT//rapA//arsC//lpxM//flgM//cysI//dkgA//ygeW//tesB//tufB//epmB//nagZ//rcnB//pepA//prpC//bacA//araG//cdgI//ymfK//argH//melB//hofQ//panF//fumA//proS//efp//ydaC//glpK//hdhA//fkpB//yceK//fimE//ynhF//polB//waaU//fdoI//mug//ybdZ//rutE//xylA//fdoG//manA//yfdK//yadK//potH//argF//yedL//alsK//ung//recC//iaaA//phoU//insB-4//yafN//flgM//sapD//paaH//gcd//murI//dgoT//menE//murR//mrp//hofM//gcvR//fadR//pgrR//gshB//yehT//elaD//nuoB//yahF//ycdX//rspB//prfB//malI//trpA//treF//yhjA//malF//hcaF//tnaC//queF//barA//gltS//plaP//yqhC//yhbO//ddlB//pgaC//ulaA//pepQ//parE//deoR//sdaA//znuB//kdpE//tnaA//ydaC//fimC//cusR//tsaE//kefF//ybfA//yehC//yphD//nikE//yaiW//torS//lolD//srlD//cysD//fmt//garR//tatC//yibH//alpA//dps//rcsA//bolA//artP//yhfS//nrdE//ybiJ//bglJ//queC//ytfP//hyfF//glpF//xseB//clcA//ybiY//bcsA//ssuB//cmoM//zapB//ddpA//rsmG//sucC//tamA//alkA//ihfA//yeiL//ychH//tusA//yaaU//mlc//thrB//rpoA//nfuA//ypdB//dusC//lipB//ispH//rpnD//yihS//rcsA//rcsB//mepA//csgG//dmsA//rppH//csiD//ompL//frvA//fre//gppA//mmuP//bipA//rlpA//nikE//cysU//soxS//fimG//accC//rpoS//thyA//pdxA//mocA//lsrA//tdk//yfjV//rimJ//rzpR//flhD//roxA//dbpA//moeA//sstT//dusC//nimT//hycB//pyrC//arcA//ftsW//tatD//yjtD//yciH//ymfA//rmuC//guaA//yjcS//livF//nikA//frmA//tatA//avtA//lsrC//tyrR//ttcA//radA//murI//mscL//yihR//frwC//dinJ//puuC//nuoB//ssuE//patA//fecB//fdx//ilvM//acrE//yddA//yciV//lepA//fsr//ydjK//yaaJ//pgi//csiR//ybiV//pbpC//prpB//rnd//dcd//ptsI//fimE//ompN//narJ//garL//proS//yehB//yecS//rnhA//tcdA//ychO//yafE//fklB//ybcC//norR//efeO//aqpZ//rpsN//pdeF//yibT//lolE//panF//yedA//insK//yiaB//ibsB//yebQ//paaF//lolA//glnD//gloC//yiaF//amyA//abpB//patD//patZ//eno//maa//waaZ//secY//ubiC//feoC//cdaR//ribF//fhuF//ssuB//glmM//potD//arfB//cvrA//yjjG//sufS//hda//brnQ//ribB//gcvP//acnB//rpsT//ygeA//insI-1//ispF//fimH//ffh//rplP//yeaV//sdaC//msbA//cedA//cusF//pgrR//yihS//eamA//maeA//yeaV//hsdM//epmB//wcaJ//cysN//yijO//pliG//yqeF//nuoL//kdsB//yaiW//pfkB//pflC//mnmG//thiL//gltD//bipA//argR//minC//sodA//rihA//yehX//alaE//ybiA//ghoS//skp//ycgR//xseB//nlpI//potA//rhaB//nuoM//lit//rsmF//yjhB//mukB//malS//uraA//dnaE//mcbR//narK//rarD//ybaL//ghoS//fruA//argK//arnT//cof//uspE//gntP//
