#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rraB//ybeY//ynfH//ybhS//
GO_0060326_5	yedX//
GO_0060341_5	rutG//nirD//
GO_0060491_5	mgtA//rpmA//gcvT//fruA//
GO_0060566_8	yhdJ//
GO_0060567_8	cycA//dgoK//ftsI//
GO_0060699_8	folE//bioC//rmf//pyrF//yaiP//
GO_0060700_7	bglH//rplK//cysB//potC//atpD//
GO_0060701_8	deoD//hycA//hybC//wzb//rlmH//
GO_0060702_9	yegS//bglB//lgoT//hypT//csgA//
GO_0061013_7	rffG//yjjG//arcB//argK//xanQ//
GO_0061024_4	yfcG//potE//potB//yjjQ//dgoD//uspE//ybjC//ybdZ//cheA//aaeR//nrdI//ppc//
GO_0061077_4	sxy//mtlA//ydjL//add//ybaL//tsaE//mngA//aroH//rpsG//insI-2//sufB//cyaA//prpB//mhpC//pgm//ptsP//atpF//acrE//potH//insF-1//ppiC//ydhK//lldD//
GO_0061475_9	macB//
GO_0061504_8	yfeX//
GO_0061610_5	frwC//
GO_0061615_7	ebgA//yhdJ//
GO_0061687_3	araG//yahF//ycfS//hisB//ygbI//rusA//
GO_0061720_5	entD//lon//frlB//galP//
GO_0061727_6	amiA//srlR//cysP//pitA//hrsA//asnB//hicA//ydiB//pntB//rhoL//prmB//napB//ppx//fre//iaaA//purD//cas3//mltC//iap//rlmI//agaS//ulaF//envR//essD//
GO_0061984_6	arcC//
GO_0061985_7	lipA//
GO_0062012_5	sxy//ygbI//ygaV//wecB//marR//ygbL//glnK//crr//acnA//holA//ygiW//
GO_0062013_6	prpB//cadB//folE//
GO_0062014_6	yobF//abpA//
GO_0065002_6	iap//ruvA//shoB//sdhB//lolE//envC//ldrA//yadG//
GO_0065003_5	truB//bcr//rpsQ//ugpA//mnaT//tolQ//lptE//ybaE//aroH//glpR//waaL//clpA//tnaB//coaA//alr//tcyJ//folP//galR//oppA//tgt//elaB//pspF//lysP//murC//fecD//fliT//hdfR//gadX//rfaQ//mdh//norW//yaiW//alsK//dhaM//yeaG//ybaM//gntU//raiA//betT//grxD//dgcT//etk//yeeA//truD//pyrH//ynfL//phoA//fucA//cpdB//clpP//cydD//flgB//umpH//nanC//alpA//dicB//dgoD//arfB//zapD//fadK//pdxJ//uhpA//rluF//purC//flgI//purT//ahr//gltX//yjhC//ldtC//entS//hxpA//lit//folP//modC//hybD//hlyE//tktB//ftsE//yiaA//rffT//motA//pgaA//cdd//dppD//bioF//dut//dsbA//ybcL//ackA//lplA//uxaC//
GO_0065004_6	dhaL//
GO_0065008_3	mdtO//narV//ribD//hyaC//yjiQ//ghxP//rpmA//folC//entH//ybaL//iraM//ansB//csgG//topAI//ynfL//chpS//nikB//fdnH//dppB//insK//yqeA//thrA//mhpA//flgI//malE//lrhA//fadI//acnA//fimC//rcnR//groL//lysA//flgK//glvB//dgoR//mnaT//galS//yegD//yfeD//yggE//kefF//yhjV//caiE//ibsA//napD//yecS//sdhB//tabA//dmlA//pta//cobC//focB//cedA//pdxH//pckA//cobC//leuD//rutG//dmsB//chpS//fimB//kdpA//yraI//livM//ycdX//perR//ilvA//hdeD//ilvI//folX//rplT//ptsN//rbfA//dnaT//feaR//narW//uspB//gltD//rfaH//gmd//cheR//lpxL//exuT//acpH//glxK//rsmC//pagP//gltP//torZ//gshA//wecB//cra//mdtE//tamB//gltI//insE-1//ppiD//ulaG//lptC//ychO//hyfF//lasT//soxS//nrfB//yjaA//aslB//selA//dacC//ulaC//dppA//malG//gcvA//yphF//bluR//rhaT//yddM//mtlA//trpC//glxK//ibpB//tmcA//clcA//yihO//chbB//ilvL//alkB//nadD//araB//kilR//yihX//groS//
GO_0065009_3	fadM//frdA//yfcR//ugpC//argK//nagK//flgA//yjiX//glpA//yeaV//ydiK//dtd//dcyD//kdsC//glrK//dsbG//gntU//bioB//coaE//ydiO//ruvC//xdhB//csiR//matP//rne//mdtI//ssuB//yciT//era//tqsA//motA//dgcQ//ygiN//ybiA//malE//mtlA//yggP//cheY//cobT//lpxB//fadH//yadG//uspE//rarD//yebK//asd//ssuC//guaC//fliA//hha//yfiE//htpG//rfaH//ompG//blr//mtn//rmuC//hokB//yfdO//insH-5//araA//purC//bioD//pyrF//ralR//ygbN//lapB//ttdA//yjhG//norW//cadB//ycjR//abgR//bisC//yedA//phoA//nikA//
GO_0070084_7	yiaB//
GO_0070085_3	yebS//ybaK//
GO_0070178_5	ssuB//
GO_0070201_6	recA//yehB//yccA//
GO_0070206_7	ispG//alpA//secE//malE//
GO_0070207_8	atpE//potE//nusG//dedD//
GO_0070297_7	cdgI//
GO_0070298_8	frsA//
GO_0070301_6	fadE//hycB//zntA//xanP//secY//maeA//rhaD//dcuA//evgA//rihA//
GO_0070329_5	acrR//puuD//
GO_0070413_7	pinR//relB//
GO_0070415_6	mhpR//umpG//
GO_0070417_5	cadA//rbsK//ccmC//frlA//
GO_0070453_7	ugpC//
GO_0070475_7	lpoA//gabT//fadJ//xylB//evgA//yiaF//rpmF//napF//speE//fimC//waaJ//ligB//yfdC//rpmB//znuC//def//yhcD//yjaA//ftp//
GO_0070476_7	uvrD//chpS//
GO_0070482_4	rlmI//eptC//aqpZ//ruvA//
GO_0070525_7	proV//lhr//yfcA//ssb//
GO_0070574_9	yeeJ//lolE//ybhJ//insI4//
GO_0070581_8	pgpB//
GO_0070588_9	asnB//
GO_0070589_6	flgD//sufD//narJ//gabD//ubiE//xisR//dnaA//cspC//pfkA//ugpA//yggE//dkgA//ybjD//ndk//relE//yjbF//glcB//clpP//frmA//ubiB//uvrB//fliK//aaeB//prfC//puuA//rsmA//ygjK//abpA//deaD//yihR//gspJ//ttdR//pgpB//norR//galS//arnE//yajQ//yadV//frvR//uhpT//ulaG//tpiA//rpnB//
GO_0070627_10	rpiR//
GO_0070646_6	bglA//
GO_0070647_7	cdd//
GO_0070689_6	hypT//yjfP//
GO_0070716_8	ccmD//
GO_0070726_5	arsB//rhtB//
GO_0070727_4	pgaD//lacI//ibsE//abgB//dinB//yddA//moaB//adeD//arnD//mscK//grpE//yidQ//kdpF//gpt//tsx//setB//napD//
GO_0070778_6	idnO//aqpZ//
GO_0070838_8	ybcM//yfcG//cspB//frlA//mhpB//ychH//rluF//yahF//guaB//rapA//yecS//surA//emrK//gspE//fpr//
GO_0070873_7	ydiP//rbsB//
GO_0070874_7	glcC//
GO_0070875_7	glmS//
GO_0070887_4	bioD1//minC//mlc//eutR//nrfD//rsmB//narH//glnB//exoX//lgt//yhgF//speE//bioA//relB//lapB//hchA//pbpG//ybjX//panD//kbp//fliM//nrfF//rfaF//arsC//hipB//sutR//borD//yfcS//fryC//pnuC//adhP//gsiC//bglF//fdhD//hybC//lit//pgi//fecD//xseA//ddpA//ybdG//bioP//tomB//rlmH//udk//fis//hrpA//wza//mreD//mutY//ftsI//pgm//opgH//uxuR//rnt//napF//rdgB//yjiM//hybC//iscA//
GO_0070894_6	yjcE//
GO_0070925_5	ptsN//tsr//yjiA//paaH//yidZ//degQ//fkpA//ftsA//mngA//rng//
GO_0070930_7	metC//
GO_0070972_7	lpxP//
GO_0070981_6	osmE//
GO_0070982_5	arfB//
GO_0070988_3	ileS//rfaH//
GO_0070989_4	pdxJ//
GO_0071103_6	ssb//lptA//yfeO//ynfE//tktB//maeA//gadB//ompG//ybhI//tdh//ydcZ//bcsQ//ccmA//cueO//garP//rnlA//cstA//galT//yeaK//
GO_0071139_6	recB//folD//
GO_0071214_4	iscS//yahD//cheB//cytR//wecE//rcsA//rfbC//ynfK//flgD//trpL//rhaT//cca//katG//yehP//proC//menH//glvB//waaA//secD//yebC//yejB//dgoA//focB//zraS//
GO_0071218_6	ynfH//
GO_0071229_5	cbl//mtfA//crp//ulaD//secF//
GO_0071230_6	bglJ//
GO_0071236_5	aphA//dsbG//yfdK//ycjR//ydaV//srlE//ypdB//ybaE//deoD//ompR//msrQ//yiaB//mtgA//yeaV//pstC//pdxJ//hemF//yibH//
GO_0071237_6	oppD//yidD//
GO_0071241_5	opgH//bfr//moeA//puuA//ynhG//miaA//mliC//frlA//citE//mpaA//yfbS//dtpB//radA//yjbE//lpp//pykF//yfjV//
GO_0071243_5	ydfG//
GO_0071248_6	prkB//lsrB//plaP//glpC//fadD//ubiG//ppiC//pcm//gadB//nrfA//sbmC//murJ//lpxM//yccX//
GO_0071249_6	envZ//bamB//
GO_0071250_6	tcyN//rfaB//
GO_0071265_5	asnB//dppC//dicC//yegS//dcuS//
GO_0071266_6	citG//birA//
GO_0071267_6	narQ//argA//ibpA//
GO_0071270_6	rayT//osmY//
GO_0071271_7	caiF//yieL//
GO_0071276_7	ssuD//rnhB//
GO_0071280_7	rodZ//acpT//
GO_0071284_7	fur//
GO_0071286_7	fdrA//rutA//
GO_0071287_7	aspS//
GO_0071288_7	recF//iclR//
GO_0071289_7	cysG//
GO_0071291_6	adiY//
GO_0071292_7	ynbB//metF//
GO_0071294_7	yqcC//melR//
GO_0071310_5	nfuA//cueO//mdtF//artM//argG//rssB//nrdH//dnaB//msrP//yfiE//yigL//
GO_0071417_5	lysR//yidA//ybcL//
GO_0071421_9	ppiC//recN//elbB//
GO_0071422_7	rhaT//epd//yciF//
GO_0071423_8	feaR//
GO_0071453_5	flgF//yhcF//garL//
GO_0071454_5	trmA//menH//
GO_0071456_5	queE//
GO_0071467_5	clpP//ybcJ//rbfA//kup//insA-2//xylR//napF//btuC//yihW//yeaV//chbA//
GO_0071468_6	pdeR//glxK//gntP//paaE//patA//acpH//thiH//elaA//degS//ompL//
GO_0071470_5	yihX//hypT//ulaA//treB//leuD//ugpB//purT//mdtQ//glgB//tdcF//
GO_0071474_6	sthA//hcaR//ybiX//ygiW//
GO_0071478_5	yjjV//mdtE//lplT//
GO_0071482_6	rna//lplT//ybeQ//
GO_0071483_7	rayT//
GO_0071495_4	ftnA//waaC//rpmB//
GO_0071496_4	pitA//ftsQ//dicC//acnB//ynbD//rbsC//smrA//ghxP//scpB//nuoH//shoB//fabB//entS//fpr//ygeX//degS//entD//dosP//yahI//folE//yiaM//mhpR//fimZ//zntA//ghrB//entC//cecR//dnaN//rplE//fadJ//csiR//hcaB//pagP//gph//rplO//waaO//cspI//rspB//sgbU//rarD//nadC//yqiH//insK//yfcV//uxaA//rusA//yehW//focA//ilvN//fryC//kdgK//rpoE//yebQ//
GO_0071500_5	yaaU//
GO_0071502_5	insE-1//
GO_0071545_6	yifB//yiaO//
GO_0071554_3	yadG//dsbC//appY//nagC//uhpT//hmp//relA//yedP//lpxB//btuB//mtnN//cpxR//dnaQ//nagD//pstS//lhr//ung//pbpC//rpmB//rpmC//bioF//thiQ//glgC//
GO_0071555_4	artI//fliT//lysR//rpmF//tcyL//eutB//aqpZ//rplI//zraS//adk//ldcA//gnsB//gspE//
GO_0071577_9	emrE//ykfI//murR//yebS//yciT//ytfQ//der//
GO_0071616_6	panD//sgbU//
GO_0071702_5	rpe//hofC//ypdI//hsdR//recF//nikA//uspE//yihV//clsB//lpxL//fucO//yggE//yggN//folE//fryB//pepB//caiB//yehT//sufS//rplY//elyC//frdD//tsx//gcvP//gudD//ddlB//cptB//yhdX//ulaA//sufS//tdcB//tadA//lolE//yqaB//phoE//ydiQ//ydaN//yfdC//fabB//csdE//frr//yhfS//fadI//ribA//tolR//rhtB//tmk//tusE//csgE//bioC//elbB//glpA//waaP//gapC//panC//arcC//paoC//fdnI//cytR//eptA//rffH//frdD//etp//mltB//alkB//mdtO//yjjU//pldB//thiL//bglX//suhB//bfr//gstA//nemA//manZ//csdE//oppD//fliT//nlpD//hyfA//xylF//frdC//ugpB//phnG//yieH//tpx//ybgP//yhaJ//cspD//waaJ//ydaV//yagF//gltX//lptE//trpA//ypdI//prpC//potD//pheM//fdnH//rnlB//mcrA//rpsM//rpnB//queC//rluF//rmuC//hemF//tdcA//yghG//eamB//ychH//relE//frwB//cydC//argD//ybdR//ynfE//ahr//rcsC//phnI//rimO//sxy//mscL//rplM//ydeO//frvA//truD//pdxB//macB//ybaT//ibaG//napD//kdpF//mlaF//frr//rpsB//yedL//rplJ//cysK//ydcP//hybF//trkA//purU//pdeF//yfiE//macA//hprR//gntK//cra//rmf//csdA//ispF//adeQ//gshB//rplC//recR//idi//dapF//ynjD//aceK//yidL//gmd//dnaQ//cysZ//xdhB//pyrD//araH//mutT//ispG//fliT//gabT//rutC//rcsD//nth//smpB//hicA//ribD//prpC//rnt//fecC//atpE//fur//sgbH//yqhD//ogt//puuR//adeQ//mdtL//rpiR//ydeM//ymjB//ralR//slmA//menI//yebQ//ydiO//ada//yhaV//hupA//narU//rcsF//rlmN//metH//oxyR//mlc//emrY//yebC//alaC//cysD//rplI//yhbX//alsE//cusB//lpd//sgbU//gabP//artQ//yiiD//yeeY//pagP//ddpA//nagC//ggt//yagI//surE//yqjA//glpX//rffC//gntK//ybiH//rlmE//cysS//dps//grcA//ilvL//rne//sbcC//yraH//cydA//opgH//ygiW//pdxK//ybiJ//gph//rsmC//bipA//yafO//yaiP//araD//yahN//nanT//ybhD//accD//iraD//cdaR//yjaZ//secB//katE//uspF//ynjD//cusF//fryB//yhjV//sspA//rbsA//fetA//dnaJ//nadE//gcvH//yphF//phoU//csrA//hisI//syd//frmA//basS//yjhP//yhcF//lysS//uxuA//fcl//ibsA//sspB//nadC//hyfC//glsA1//pyrH//tatD//zraS//aas//menA//ompF//cynT//mrr//ybjX//trpS//serB//xapR//argF//uspC//frlA//phnH//nadC//rpsN//deaD//coaD//rplI//amiA//btuB//trpB//fbaA//guaA//rutC//yadC//fhuB//dcd//fimG//dctR//wcaJ//sbcC//cobT//fruK//proC//ykgA//rlmB//crr//cmtA//mepS//phnH//tabA//gcl//uxuR//nemR//lgoR//mcrB//ygfI//yebC//hybC//yhjV//macA//glsA1//tdcF//purU//yjaA//fucI//dpiA//potA//hprS//cobT//oxc//yeiE//trpC//groS//ydhK//tdcF//iscU//fliL//rplX//gloB//lptG//yegD//relB//lacY//uxaB//ybiS//ydiZ//ffh//betI//ybiH//rbsD//waaG//glnS//clpP//yehY//allS//yjaA//ldtE//mutS//gsiA//ymgC//yfiC//clpX//prmC//pspG//yrdA//melB//iclR//yfaE//codA//
