#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgcA//yjtD//frsA//pcm//
GO_0051235_3	atpG//deoA//yjjG//
GO_0051238_4	fucO//ybgQ//rseP//
GO_0051246_6	ydeT//pitA//umuD//pitB//bluF//narK//erpA//pflB//rhtC//ynfK//yebZ//yraK//ahpC//narW//rarD//metG//ybjG//mzrA//hybO//envR//fdoG//yfiR//yafO//ybhS//cspD//murQ//eamA//mlaC//ldrB//ynfL//purT//mglB//rne//csdA//sseA//yhdH//yneE//dtpC//yjbH//purF//yjtD//yedP//mhpA//insI-1//argP//yejF//aas//slmA//patD//nudB//yghO//napD//hcaD//
GO_0051247_7	gppA//eutR//sucD//cpoB//rcnB//basR//casC//gutM//dcp//frsA//ffh//
GO_0051248_7	yciG//yggE//ycaO//melA//yejB//yajR//flgM//rhaA//mdtI//tehB//rutR//acrD//pdxH//mazG//dsbB//gatZ//fabH//proC//potD//ybbN//panB//tyrR//dgoR//yfeO//fes//rhtB//ygcW//ydhQ//rimJ//yfaV//nadB//
GO_0051252_6	modC//rluF//potD//yfeW//argO//yagJ//aqpZ//menD//cysN//mlaB//rpsS//ygjH//uvrA//nrdA//tcyN//trxA//dnaJ//pheM//dtpB//narW//exuT//ubiB//nrfC//pspG//intA//casD//topB//fis//ttdB//pdeF//phoU//cas1//opgC//rutA//hybB//nirC//leuD//ydgA//yjcS//tatC//rfaH//aceA//fruA//cbpM//argE//hdeB//fumC//galR//cusF//nupG//yfcU//ompL//sbcD//rplX//mrcA//nuoE//yagJ//ycgB//ymjB//elfA//idi//topA//dnaB//eutK//pliG//caiF//moaE//kbaZ//hisS//argP//yfeX//dgcM//gph//ilvA//rayT//yaiP//tsaE//sbmC//yphF//ypjD//oppD//dedD//rlmH//agaI//truB//ybcQ//lgt//hemE//rsmB//fadM//ompF//yqiH//recT//rhlB//ssuA//dacD//yegD//dapF//blr//rpsI//fimB//yiaO//galM//frvA//mltC//yphF//ugpC//cysQ//yhhZ//abgB//agaW//lpxC//ydcO//gpt//moeB//hisD//menB//rsmI//tus//codB//yccX//cpxP//glyA//fkpB//cra//pal//rcsC//yneL//dgcJ//tap//flgI//rpoD//tolB//phoE//yggF//ygfA//ynbB//nanS//ygcW//aroL//yggT//metI//gutQ//rpsB//rclC//hexR//yoeB//metB//otsB//pyrE//nuoM//sgcC//arsC//hofQ//cadA//glgX//yhhZ//ydfD//tsaC//yjiM//mltC//dusC//cysE//iraM//acnA//nlpI//thyA//yihP//cyoB//adiC//yhjA//exuT//cspI//thiL//dinG//zitB//cyoB//elfC//hyi//ydeO//nrdE//rrrQ//mdtF//rsmA//tehA//sucC//ydaV//fucA//glcE//yehP//rhaA//napD//deaD//sulA//ssuA//pflB//rnlB//phnJ//uspF//cobB//tynA//rplA//fecC//map//orn//lolC//sfmC//slt//truB//speB//glsB//glnB//napD//rpiB//yjiA//clpS//tdcA//yaaU//metG//pgk//nuoE//opgG//yrfG//rpsA//galS//xylR//ompC//cadB//oxc//rpsT//mlaC//yqhC//ldtB//cytR//yadG//livK//afuC//rplL//pykF//lysO//ubiJ//coaE//sapF//thyA//yqjI//rpnC//xylG//pck//fepD//alkB//ybiT//yadC//purR//rssA//ade//tisB//purU//alpA//betA//pncB//aroB//mtgA//yghU//aslB//yqjH//fimC//kdpD//ftsY//ulaB//dapD//dcuB//uvrY//soxS//fieF//fryC//xylR//evgS//frmA//
GO_0051253_7	ldcC//aspS//hcaD//leuB//pabC//degS//yafO//mutH//sapC//cmtA//arcA//selB//hdeB//yraK//symE//murJ//ugpE//dcuB//tsr//pspG//csgB//dinI//melR//acrB//agaC//torR//dppB//ydcO//ndh//ilvN//nadC//yjhC//lpxP//potB//dicC//clpS//ybgI//arnT//yneL//rpsJ//ubiF//ymjB//trpGD//cadC//mnmG//artQ//thrL//mnmC//ydcZ//frdA//exbB//rimM//ispH//frsA//btuC//cysM//gatY//yddG//tamA//clpA//ulaF//frwB//fdhD//ycdX//edd//yhbX//uraA//fecB//mmuM//afuC//tolB//rcsF//ydjH//argB//caiF//rplM//yhjX//glnA//tcdA//rtcR//nac//ybgI//bamE//pgsA//ybeF//pck//rfbD//pdxK//stpA//pgrR//ribD//rbsC//ygiN//dgcQ//yjeH//yggW//ybaL//insB-2//cmk//
GO_0051254_7	wcaC//hprS//speB//lysS//epmB//mqsA//glpB//mprA//ybiH//fecA//mdoG//pspC//dinD//rihC//comR//zitB//shoB//lplT//ybjX//groS//puuP//yqiJ//aspS//queD//waaJ//hemH//atoC//focB//mazF//mutT//yhjV//tdcG//fumA//yiiD//citC//recB//arnT//pcnB//mdlA//rpsI//yhaJ//yigL//gpmA//nth//afuB//rhaD//ccmF//rsuA//sfsA//yphC//sbcC//rlmG//metH//yjbF//gltI//hycB//dcm//mdtQ//psuG//moaE//selD//priC//nusG//rnhB//nrdH//rlpA//rpsP//dinD//recJ//ynjD//valS//yjbF//rplP//cysH//pphB//
GO_0051258_7	ccmG//
GO_0051259_6	yehX//cpxP//napB//fdnI//rplD//yciF//hisP//adeD//mog//rffC//yfcU//ynjA//bfr//cytR//ybhA//metI//rnb//yhcH//rlmI//hofC//recJ//nimR//rodZ//aqpZ//dtpD//rplE//trmB//prfC//slt//menD//murR//elbB//intF//rcnR//mcbA//fumB//glvC//rplI//ttcA//rcsA//feoA//gabT//lsrR//nhaA//amiB//paaF//yhjR//menE//yjhP//fumA//vsr//
GO_0051260_7	npr//lolD//ygeX//ydjL//leuD//kdsB//ldrD//yggT//diaA//paaC//ydeP//nadC//dacB//tyrR//tatE//nrfD//mzrA//bamA//aphA//lasT//lysS//casB//rfaG//rimL//srmB//ebgR//galR//acrF//rffH//roxA//tatB//aer//ompG//mglC//mglC//ddpX//gloA//hemE//uvrB//hisM//msrC//mak//lit//dgcJ//rpoE//ampD//aqpZ//
GO_0051262_7	manA//scpB//queF//chbA//mrcB//holE//sdiA//ybcL//uvrA//acrZ//potB//fimH//bolA//waaB//rpmF//bssR//ilvE//agaS//potD//setA//argG//rfbC//potE//waaP//yidQ//malF//lptC//msbA//yijE//lhr//queC//ldtC//rplS//purC//hslO//atpB//
GO_0051270_5	lpxC//rnhA//dmsC//astB//lyxK//eptC//agaA//yjbE//dsbA//dinI//ynaE//bglH//malX//clpX//fimZ//cadA//
GO_0051271_6	sufD//sapB//araE//thrS//acpT//pdxY//ydeO//yeeJ//ratA//
GO_0051273_7	sdhB//gpp//ahpC//maoP//btuR//leuB//acrA//
GO_0051274_8	gltL//livM//fadB//ybhA//gadE//rluB//nrfF//
GO_0051276_5	pgaB//frvA//sfmF//ftsL//fadH//chpS//tusE//yjcE//plsB//secY//waaF//napF//fdoH//yraI//arsB//ydbD//insA-1//mglA//malE//rpnC//dnaX//lyxK//pykF//yrdA//yfcR//oppC//
GO_0051289_8	xylF//hcaB//tdcC//narW//mcrB//zapE//srlD//rutA//glpA//znuC//rpsD//mrcA//ugd//atpG//ttcA//gatY//narZ//yehD//malS//prlF//bcsA//iscA//trmL//rpmB//pykA//mtn//rbsR//flgI//rcsB//lolC//katE//yhaM//proS//arnD//ppiC//lrp//
GO_0051301_3	essD//rlmD//rpsI//fic//fis//znuC//tabA//gspI//ddlB//nagB//argP//guaC//rpsP//fecD//rpsG//rusA//dauA//rutF//wza//yehU//proW//mscK//yfdG//frmA//phnH//btuB//ymfK//patZ//yciT//astC//rstB//csgD//dcd//yhgF//yidZ//dapA//
GO_0051302_5	sutR//sbcB//dusB//bglF//ycdX//yehC//trpE//xthA//iscU//sufE//aidB//ykgF//tap//tag//
GO_0051304_4	narI//
GO_0051336_5	aceA//hipA//nfi//gltB//rbfA//nudG//yggD//mltF//rimM//betI//rfbB//yfeR//frlC//fadI//aaeB//recC//yciH//alr//flgB//pdeF//agaS//yraJ//ridA//glnS//upp//
GO_0051338_5	eutD//nudC//mobA//wcaJ//
GO_0051339_5	bdcR//
GO_0051341_5	hda//glxK//
GO_0051345_6	uof//dsbD//hflK//bfr//chaC//purU//cusF//ydiK//
GO_0051346_6	nuoG//treR//fruK//pgaA//ydjH//lgoR//dgoT//frdA//yjjB//rclC//mdlB//
GO_0051347_6	yoeE//pgi//
GO_0051349_6	ygaV//
GO_0051353_6	uxuA//rpsT//
GO_0051391_8	yfgO//
GO_0051409_4	zitB//lpxB//
GO_0051410_3	asr//
GO_0051452_10	yacG//
GO_0051453_9	insA-2//rplS//nanA//rihB//lpxP//mntP//yejE//yeeY//
GO_0051454_10	tyrB//yfiF//insA-1//cydB//yjiA//
GO_0051476_7	mtn//
GO_0051484_7	nadA//
GO_0051493_7	prpD//
GO_0051495_8	livG//
GO_0051595_6	serA//cdd//hsrA//roxA//mak//
GO_0051596_6	sufS//citX//eamA//mntH//gshB//tufA//malI//rlmL//pgpB//yajR//yhcH//napB//folE//yghU//mlaC//ynbB//mtlA//yafE//entA//mltF//pdeL//tatC//pdxA//mdlB//dsbG//rpsO//cspE//tynA//
GO_0051599_4	frlC//
GO_0051603_6	rlmJ//maoP//rhaM//rluB//baeS//higB//
GO_0051604_5	gstA//yhdJ//entD//yegS//ybeF//ygaH//tyrB//hofM//malK//ccmG//cbpM//osmY//yafE//mdtE//fryA//yqhD//rluB//gspE//ygcR//nimT//thiH//phnC//hemL//intZ//panD//entE//pspG//smpB//cmoB//pflC//recN//ibsE//sfmA//yafQ//osmF//decR//ydbK//rhsD//mukB//mcbR//
GO_0051606_3	rluB//ibsC//
GO_0051607_4	mcbA//nrdI//fur//dapB//fadR//rpmH//ygeV//htpG//yfeO//setC//
GO_0051641_3	yfiC//ybaL//yidP//cspB//melB//cdh//pdxK//mdh//recR//rhtA//cysI//ybcL//rpsE//mnmC//ubiX//srlR//gspF//nuoH//bcsQ//arnB//rpsI//gapC//ybfA//
GO_0051649_4	rclC//livM//pdxH//pdxK//acpS//maeA//gsiC//eutD//bglB//tsaD//chaC//puuB//ulaR//
GO_0051651_3	ydcT//rnb//lptF//
GO_0051668_4	selU//
GO_0051691_5	bamC//rbsD//
GO_0051692_6	sstT//tdcB//
GO_0051701_4	yidA//mdoD//glk//iraP//hicB//yhcN//ampD//dacC//rlmN//rpnA//groS//tsaC//metB//sbcD//mcbR//wcaJ//
GO_0051703_3	udp//rstB//yfiC//cynT//rpsA//ptsP//rho//yghO//
GO_0051707_3	lptA//nudG//puuC//mdfA//glcA//nrdE//yojI//ydfK//yedA//nth//lexA//frmA//queG//intA//
GO_0051715_4	hda//
GO_0051716_3	rssA//wza//lgt//ompW//yciK//rffG//ynhF//yghG//ydjH//fliL//glnH//rpsG//ibsB//alkA//napC//topA//xylG//acpT//pgpC//nirC//ubiJ//vsr//yjeH//ybdG//tdk//accD//nagA//rihC//cca//yrbG//yadI//cydD//xapA//lplA//fixB//rnt//acrB//gltK//yjiY//yihO//acrF//appA//rpnC//argD//nikR//ispB//cycA//rbsR//tldD//pstA//metF//purC//ydhQ//holC//yqeA//proQ//yjaA//gspE//yieL//ptsI//csgG//bfr//mnmC//hcaT//ttdT//tus//hisH//yhjB//gabP//dicA//chbG//curA//ybcL//fimD//gpsA//ybiY//zapB//yegD//pheS//allD//abgR//pyrD//ydbD//ubiX//dedD//sgcX//cydA//rplY//rplO//tolC//dnaG//lldR//ybeQ//trpB//cas3//yajD//sgcC//hlyE//codA//ybdH//pspA//ydbK//rutR//lsrK//glpF//aceA//ybiV//yfdR//rnb//emrB//metH//helD//ispH//yjcO//rtcR//pgpA//rplF//dld//hdeA//ydhC//acpS//sapC//prfB//ydjJ//rbsK//nikC//putP//yjbE//yiaM//mqsR//ybhS//lpoB//mraZ//thiI//rclR//treR//asnC//rffC//nimT//cysB//fliZ//elyC//rplJ//pyrF//mug//pspF//sgbU//marA//betT//rcsF//afuB//osmC//pagP//treC//ytfP//ymdB//nirC//paaZ//rraA//glmM//ftsW//manY//hflC//speC//pstA//appB//yahI//osmF//acrE//recB//waaF//rsfS//gph//ygbM//borD//sbcB//cysK//yidK//rzpR//rpsL//artM//folX//gmhB//fecB//yeaD//exoX//ybjC//narV//ansA//plaP//pgsA//coaD//ymgA//yiaJ//frr//gsiC//lpxP//prmC//trkH//mepA//dppD//yijE//yjaZ//rzpR//nagC//melB//epmB//caiD//pdeL//ydeE//rutG//thrA//ydfH//amiA//guaB//clsC//dhaK//tisB//wzc//nadE//murE//hpf//bioC//yneE//bglA//fecB//rlmB//degP//tyrA//hofQ//rhaR//purN//cysM//lptC//tktB//yajR//ygiS//malS//dhaM//ade//sstT//ldtB//waaL//pdeK//rpsG//eutB//yfaX//fadI//cedA//yjhG//ydjJ//yghB//paaE//narG//sulA//yagU//lpxC//recB//dmlR//coaA//ligA//glyS//ymfK//era//paoC//prlC//waaF//rhaS//rcsC//ybiV//aroH//bhsA//waaQ//araD//bglB//nanA//waaO//tusE//cysE//iraP//insI-2//ftsN//nudG//yfdS//thiD//mdtA//katG//yhcD//yeeJ//dusC//lepA//fumB//wcaB//hyaB//caiE//dhaL//topAI//wrbA//nrdD//rbfA//fliA//ptsP//fumA//tolB//bsmA//iraP//trmH//rlmM//dcuR//paaE//ispF//mnaT//lpxL//ybiA//yehW//ybdH//hslU//pflB//rbsC//ydeI//cpxR//yadM//intA//cobS//sapA//menI//ygeX//sgcE//rpmH//fdhD//nadB//glpX//fabA//trkH//yeeJ//garR//symE//yehD//infC//pgpA//bglX//cheW//cyaY//trkH//yebC//ynjD//rbn//speE//ompW//arnD//holA//ycaO//emrB//csdA//uvrC//ybcL//rhmD//tolQ//mngA//
GO_0051726_5	yheT//slt//relB//kduI//cvrA//
GO_0051781_6	bioA//iraD//
GO_0051782_6	recD//fabH//pfkB//dcm//uidR//ybeQ//cmtA//
GO_0051788_5	aceF//
GO_0051790_7	rimI//
GO_0051806_6	surE//iaaA//cpoB//clcB//rpnB//yfiE//cysH//ydiV//
GO_0051817_5	cusA//apaH//ykgA//ycjW//
GO_0051818_6	gpmM//deoC//ygeW//oppF//
GO_0051828_5	pgpB//blr//nmpC//kbp//napC//yeeA//flgH//gatB//
GO_0051883_4	gntU//dinB//tqsA//emrB//
GO_0051977_7	glcF//
GO_0051983_5	minC//
GO_0052126_4	adeQ//rzoD//rbn//hybF//
GO_0052128_5	gcl//
GO_0052131_6	ebgA//
GO_0052192_3	rlmI//ppsR//mutH//purC//
GO_0052547_6	glgA//dgcJ//ybiA//
GO_0052548_7	rnhA//glpK//
GO_0052646_5	napB//rfaG//ybaK//plsC//yddL//
GO_0052652_8	ribF//cpsB//
GO_0052653_5	rfbX//
GO_0052777_7	ycjP//dpiB//
GO_0052778_6	xapR//ymgF//dppC//
GO_0052779_5	purT//narY//dmsA//
GO_0052782_6	gyrA//nudF//
GO_0052803_5	nanA//rsmI//nagA//bisC//rsgA//gsiB//pbpC//argR//
GO_0052837_6	oppB//
GO_0052838_5	waaU//
GO_0055062_9	yfjV//
GO_0055065_8	mdtI//mhpD//accB//thiH//puuE//rpsN//ompN//rarA//ypdB//glxK//gloB//holB//mocA//ymfA//hcaC//ascF//thiL//syd//ppiC//btuR//pphA//yhcF//glcC//surE//pstB//thrB//
GO_0055067_8	folA//bssR//arnA//panD//arnD//lldD//ydjM//cbrC//yebG//pgk//gsiC//ybjX//
GO_0055069_9	wcaB//
GO_0055070_10	yeiE//csgG//yadM//gyrB//aceB//ybgP//
GO_0055071_10	rplI//
GO_0055072_10	degS//yqhC//ggt//nhaA//lplA//ulaF//lapA//rclR//ydiQ//yidL//rcnR//truC//hypF//yobA//
GO_0055073_9	frlB//
GO_0055074_9	hofM//
GO_0055075_9	ynaE//
GO_0055076_9	pspD//glnK//glpR//chpB//gatA//ybfA//tnaA//nei//dnaT//yeaK//ileS//msrP//macA//miaB//ydbD//rzoD//mlaD//yqaA//trpC//uvrY//yraH//rpsD//
GO_0055078_9	purU//topA//eutK//
GO_0055080_7	mutL//yhaV//acpS//exuT//flgJ//rihA//frvB//frvR//xisR//yibA//relA//phnJ//hdhA//tmk//rutE//ynhG//pth//pspG//yfdK//gloB//rcsC//mak//cspB//dppD//guaB//uof//elbB//metN//chaA//argP//evgA//yfdC//dam//fmt//scpB//
GO_0055081_7	casA//
GO_0055082_4	fdnI//rseP//codB//yidE//ypdC//emrK//secD//hflK//fucO//emrD//hdhA//bglH//bglH//dps//metC//pyrB//tar//dinG//accA//rpsH//hcaD//ssuD//rsfS//norW//ynfH//queG//ycfJ//yahI//hofO//bdcR//mtn//ftnB//nikB//ulaE//
GO_0055083_8	citC//
GO_0055085_5	appC//bipA//hisS//mdlB//cspB//ychO//insH-6//insI-1//tpiA//clpP//tolB//yfaL//dicC//dinI//cobS//pinE//rutD//queA//pepB//yieE//lit//yrdA//gcvA//agaI//essD//ynfK//gpp//baeS//truD//insB-2//nrfF//clsA//yidA//cheZ//wcaJ//yghG//gatY//yqjH//mdtM//fhuD//ycaO//ydbD//alaA//tauD//yfeO//yddA//menD//tufA//dosP//ynbB//pgsA//cirA//sbcD//parC//ldtD//csgB//ynhG//hemG//speF//dnaE//yoeE//rbsR//ynfH//yjfP//fpr//ybfE//norV//bisC//ybiI//nikE//secE//pphB//sohB//bacA//cpxP//fdoG//rlmE//fliD//holC//gatC//aer//sfmF//mocA//hcp//yeeO//lsrA//otsA//yggW//mrp//tgt//mukB//wecB//fimD//ivbL//alsB//pabB//yebC//sgcX//rhsD//rpoS//ypdB//nusG//gcvH//uvrY//metG//ydcZ//lexA//mhpB//yfdO//cdsA//yigL//hldE//ybiT//hemF//def//uidC//kdgR//tadA//cpsG//malE//mntR//ompA//prmB//napB//xisR//waaJ//secA//cysG//pppA//hcaT//gpmM//malG//xisE//rpe//yneL//yghO//ribB//dhaR//yfeX//soxR//mdtI//ygbN//infC//rpmB//macB//fes//arcA//secB//lptD//nadK//clpP//lplA//arfA//fdoG//yphB//agaC//zraS//slmA//pdeH//htpG//thiE//gadE//uxaB//alaC//ybhP//accB//ybhP//gloB//ybgP//tauC//dnaE//sgrR//ppiA//ralR//chbG//casC//sufE//yadC//osmE//hemG//pgpC//yhbY//btuD//elfA//betI//thiH//puuB//lptA//uspC//frdD//accA//arnT//pgaB//frlA//fryA//panE//hscB//pcnB//fadM//yihX//ydeP//potE//ivbL//yeaE//rpsE//rluE//tsaC//ydeP//pgpC//prpC//sgcR//yddA//ygfI//ddlA//dinJ//pdxA//rarA//decR//rpiR//rsgA//torR//apt//arnF//phnM//yhcF//nhaB//yahB//glsA2//fnr//ybdN//yiiM//fic//menB//gnd//cysQ//rplX//paaH//mlaC//rpnA//yciG//cheB//rfaD//evgA//lapA//asnB//yciA//ybdZ//caiF//prpR//ydhQ//ybbN//cyoD//yejA//yceO//tusE//yidP//ymjB//cydC//yfjV//nlpA//treF//menI//ssb//yjiQ//purN//yjhH//proC//degP//kduI//speC//araC//kdgT//tcyP//kduD//aroB//zupT//baeS//rfbD//garD//rpmE//umpH//yagE//tauD//yiaN//arcA//ybgI//tldD//blr//dpiA//bolA//yiiD//lysS//yiaA//ftsY//paaH//rplL//chbB//malK//abgR//fliZ//rpsB//ynaE//ulaC//xapB//priC//thrC//ybhI//dsdC//lsrG//xylH//yhbQ//clsA//sdaC//ihfA//lolA//mdtI//dacC//ydjL//ygiB//gluQ//ydfK//plsB//xisR//ybdG//fadE//msrC//agaI//rusA//fimE//menC//frlA//etk//glmM//hyfR//nrdG//argD//symE//tauA//setB//recC//ykgF//cheZ//alsK//minE//rplQ//rpmA//yfeR//dgkA//wzzB//rpoA//hypD//glcC//dsbD//mipA//insB-4//hrsA//pcnB//mdtM//torC//flgA//proW//mreB//leuB//ybiT//hslV//feoA//rlmD//clcB//sgbU//oppB//cptB//agaA//zitB//yijO//ygfX//hofN//ldtB//pflA//yhcD//scpC//pgm//puuB//paoC//idnO//ulaC//nfi//ybeQ//fdhF//dgcN//iscX//ugpB//ybiO//rnb//kefB//yqiH//rplK//cusR//hcaT//insI3//yajQ//ytfP//lpxM//citX//dinG//ynhG//livJ//sppA//fcl//srmB//uxuA//gcvT//rplQ//uvrA//rpmA//phnP//yhaO//umpG//yfdC//idnO//yggF//elaB//queF//suhB//rihC//cytR//uidR//mglA//adeD//pitB//galR//ycfJ//yfdO//
GO_0055086_4	adiA//truC//ortT//mepH//kgtP//dmlA//yggT//yjjG//yggF//gldA//yigB//mdtG//uhpT//iclR//thiE//nhaA//kbp//aphA//sapD//ytfE//glcD//xdhB//mdtC//yciA//birA//frlR//dppF//mnmA//cho//agaW//aes//ribB//dctA//cobC//sufE//fliK//pheM//sdiA//csrA//wza//selU//pgpB//prmA//uvrB//waaJ//uspE//gatZ//fepA//dgoD//rpsT//recN//clpB//viaA//rffG//rbsA//ydcM//rutC//waaC//recO//sfmF//fepE//dhaM//yfgI//cpsG//dbpA//rlmG//ydgA//hupB//iraP//yjhB//mtlR//eco//clcA//zipA//thiC//mlaC//lpcA//rpmE//upp//acpS//dnaE//yqaB//acpP//psd//yeaE//asnB//pspF//cheB//mdlA//speA//gph//insH-6//rraB//thiL//malS//csgA//xisR//adhE//nrdI//yddG//gltP//groL//fimA//yjbG//gltL//rlmF//wcaJ//sbp//tdcD//rayT//flhC//elfG//yigB//ypdA//rplE//ybiA//eptA//opgH//aroA//elbB//fhlA//rpsJ//nrdB//ycjU//mcbA//fic//blc//purF//ypdA//aceK//hypC//agaS//fnr//hemF//bacA//sutR//rnc//tolR//tolB//hexR//curA//ilvC//ldrD//macA//nusG//mhpB//ispA//pabB//hybA//glpB//nlpE//nusG//cmtB//tdk//proQ//chiP//xapB//metF//mltB//grpE//ldtC//ftsB//gpt//trxC//yraJ//frdC//fdoI//cysU//ccmC//mdtP//glgS//ybhJ//
GO_0055114_3	ascB//yggX//gpsA//btuF//clpX//sufB//ugpC//srlD//aroP//folD//dhaM//nanE//argK//yebG//aldB//nusA//dapA//pdeL//yjcS//zinT//casE//speD//pncB//ldtC//sppA//tusD//entF//argO//yfbU//yiaA//rfbB//thrA//rihB//ppx//secE//mepS//mntS//ybiT//fadJ//nsrR//narP//mlaB//pdeR//setC//rpnB//trxC//nuoL//ygbM//exuT//modB//ycjY//yajR//hfq//dmsA//ubiI//gor//torS//yphB//ygfI//rimI//glcE//ycjD//exbB//gsiC//ycjY//rsmF//purD//cydD//menI//cusC//fdx//yhjG//lgt//hyi//ampD//fliM//fliK//galK//tatE//moaE//tyrS//yjaZ//pitB//moaB//yaaJ//ccmG//atoS//adeP//yfaV//ybdR//fliZ//adeP//rhaD//uidR//mcrB//yihX//msrB//lolC//cysU//clsB//cdgI//cho//mgrB//ligA//stpA//eco//chbF//ybhP//rluE//yebC//yfdC//pabA//flhC//srlD//hisB//lpxB//recD//yciH//ybcF//marA//ilvC//ybjL//ydiB//rhaA//tufB//ugd//ydcM//mliC//purN//modB//chiP//ushA//poxB//fepD//agaI//aer//adhE//melB//yegS//waaS//ubiG//xseA//hofP//abpB//yebC//nuoM//cstA//agaS//flgG//frwB//cydB//ybiW//lasT//dapD//yhfS//cpdA//pbpG//lepA//clsC//pflA//glyS//patA//argG//fliD//idi//acrR//fadR//yjbE//prkB//mrr//araD//paaD//emrE//acrF//wzzB//ybaM//ydcM//deoR//ydiP//fetA//pepA//waaU//yebS//ortT//ansA//ubiB//yhgH//aceB//rutA//nrdD//yfcQ//rrrD//
GO_0055129_5	cobB//thiM//cca//
GO_0055130_8	waaS//queA//
GO_0060003_10	xerC//yaiV//yafQ//yfcA//
GO_0060255_5	rlmE//holD//ilvI//orn//yeeL//mlaE//cheW//ybhF//hybF//ydhJ//yhjR//qseB//ompW//ilvA//paaK//mrcA//nikB//borD//dctR//fbp//glxK//yiaM//btuD//yjhC//deoA//dusB//lhr//mglB//moaD//ybhG//gpt//yhjA//avtA//hcaF//rlmE//uspC//yahB//panF//intF//mdtQ//cysD//yqaB//dhaL//ycbB//yieL//cbpM//flgM//adeP//viaA//fabZ//entE//dnaK//nrdB//treC//sufA//proW//fliS//cydB//gpt//curA//phnH//mltD//flhA//rlmL//yafO//yihV//thiQ//mppA//yhjC//lrhA//azoR//thiE//moaE//hlyE//mhpA//asnC//intZ//pepA//yfcS//glgS//yehW//ptsH//degQ//rlmE//trpL//yaiW//nikR//focB//yraH//wecC//leuC//ssuC//malS//atpC//argI//yfdC//ynbB//lipA//ugpC//sbp//ygiS//hybD//frc//yiaU//tdcC//oppB//rcdA//ada//hisF//nadC//bisC//cutA//ppiC//bolA//gadE//ydjK//mutS//galR//yegT//rlmE//uhpB//hprR//valS//epd//purF//yhdX//malS//cspE//yfbR//gntR//yibA//glrR//frlB//nrfC//dxs//yadK//trpE//yafN//ypdF//rho//rcnB//yoeE//tsaB//yibF//clsC//cytR//ddlA//minE//yghU//ftsI//tap//ybcC//ygiN//ybcQ//higB//fhuB//dppA//fes//srmB//acrB//nadD//nrdD//fixA//yfaU//mnmG//gph//ortT//livF//torD//malE//mglC//hldE//ugpA//mdtL//mrr//frlA//agaI//glpF//potF//uidA//speF//frvB//ydcM//tag//clcB//araD//gpr//ydhC//yjiR//fepE//wzzE//patA//sufD//hsdR//yjhH//dtpD//katG//chbC//ccmC//hdeD//hemA//aer//glmU//yegD//ydgA//nanC//pgaB//ygfZ//yjbH//ydcS//fliD//narI//hybO//ygcR//uspE//rpsE//mlc//potA//yidP//hflX//rpiA//cpxP//rpoH//chbA//abgR//tolA//topA//topAI//elbB//yjhG//puuP//sfsA//hinT//chbR//cysH//sixA//zwf//yfdK//hdeB//patZ//ridA//epmA//artP//gsiD//mltF//prfC//yibF//rlmE//chpB//ilvC//nhaA//pitA//insF-1//mlaB//msrA//znuB//asnA//ccmD//phoR//aroG//nuoL//yagE//cobT//cvpA//aqpZ//waaG//hisA//borD//rclR//ydiB//eutK//mazF//pdxH//sfmF//rpmG//metR//nuoL//flgI//mepH//yehC//ygbM//atpC//dpiA//yhbQ//cra//fhuD//rhaS//era//tmk//cbrC//gapA//ygiV//srmB//rpsP//gnd//appB//murR//yiaA//asd//alsB//xylF//nagE//ribF//paaZ//ybdN//yfiC//serA//epmB//yadC//dinD//sbp//sodC//speB//flgM//tilS//pgaD//casD//rhtC//nlpE//prmA//mltF//topAI//mlaB//yciE//tcyP//nrdH//asr//yfaX//mliC//entS//eptB//ybhJ//xylG//yciE//bioC//ynbB//gstA//arnB//evgA//yihL//metB//insI3//aroG//feoA//yegT//gltI//ptsG//cas1//ygbM//yagF//ridA//gppA//uhpC//cysK//
GO_0060274_5	ygjH//
GO_0060326_5	pdeK//
GO_0060341_5	adiY//ycgB//
GO_0060491_5	der//ygbI//rclC//ulaC//
GO_0060566_8	mreC//
GO_0060567_8	ibpA//maeA//uidR//
GO_0060699_8	nfo//fabZ//malP//proC//pinQ//
GO_0060700_7	crp//yhfS//yidQ//trmA//nrdD//
GO_0060701_8	deoA//nrdI//dacB//eamA//yidL//
GO_0060702_9	surE//yhaC//nrdE//srlD//ycdX//
GO_0061013_7	tusA//bamE//ecpR//gabT//hybC//
GO_0061024_4	yeaG//uvrY//rclA//argD//argA//ompA//higB//bioP//hisC//yidR//fepA//ydhJ//
GO_0061077_4	phnL//wzzB//torS//fumC//yjbB//trmJ//pckA//ghxP//yhjX//panE//pflC//kduI//clsA//narJ//pgpB//lpoB//hyaA//carA//lrhA//gsiD//glcA//rnt//cmoB//
GO_0061475_9	dicA//
GO_0061504_8	secM//
GO_0061610_5	iscR//
GO_0061615_7	ybeQ//trmB//
GO_0061687_3	waaH//mtlD//cpdB//yfiR//eptC//setC//
GO_0061720_5	mepM//paaF//yehZ//rhaD//
