#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcnB//feoC//nrfG//yfdG//
GO_0046710_8	prfC//
GO_0046718_8	yagE//tar//arnF//accD//modA//yfjV//tolR//
GO_0046777_8	tatE//mntR//fbp//yebC//yjhI//sfmA//mdtF//lptF//mntR//yfeD//rbsA//fliD//ribC//rlmA//cca//ldtE//dacB//pyrB//yrdA//fdrA//purN//ybhA//napA//ybiA//napC//yfiF//ytfE//acnB//bipA//rspB//rplS//rcnB//
GO_0046813_6	potG//
GO_0046834_6	dinD//
GO_0046835_5	rlmL//menE//sufS//sspB//dgoA//ygeV//appC//recO//dpiB//mdlB//pfkB//yneL//cfa//bioP//ftsB//dapB//livJ//nhaR//yghO//msrP//rpsB//zur//ubiX//pgaB//
GO_0046836_7	umuC//yicJ//bsmA//
GO_0046838_5	galP//malF//
GO_0046839_6	gpsA//
GO_0046855_6	sgcC//fiu//
GO_0046874_5	glrR//sufS//
GO_0046889_7	waaJ//
GO_0046890_6	eamA//ruvB//yhaO//
GO_0046892_8	thrB//
GO_0046900_6	hslV//
GO_0046901_7	prs//
GO_0046903_5	pinE//ypjD//entC//hypT//ilvC//dgoR//srlD//
GO_0046907_4	aaeR//fdhE//murE//yehW//ydiB//wrbA//yciF//xapA//oxyR//yceK//ykfM//
GO_0046916_8	alsA//glpC//hcaD//dcd//gntK//galF//yhcD//aroA//ygbL//rpsI//yebG//nrfB//yfcU//yegS//dsdC//holC//yhgF//
GO_0046939_7	tdh//map//cysP//flgG//fumA//ascB//ndk//ychO//xylE//tdcB//yhfK//dacB//ubiF//rseC//hprS//nfo//gadX//minD//rhmD//tatB//pgaD//pdxJ//ridA//fecB//
GO_0046942_7	lptD//cysA//dcuA//fdhE//fadR//atpE//adiY//cpxA//fimC//xanQ//aas//abgA//yqcG//fmt//ftsL//fdoG//evgA//panE//hypB//ptsN//araA//citC//sgrT//truB//sbcC//ortT//kch//rpsB//casA//lpoB//hybD//cysE//pinE//dnaG//ycbU//cysB//yidQ//nikA//pgi//lldD//sgcR//kefB//pstA//mntR//nei//cirA//hdeB//mqsR//mdtI//acpT//secA//fepG//mntS//murQ//hemH//glrR//yebG//elfG//glnP//yidD//arnE//agaB//malS//fklB//gltB//lplT//lexA//cysI//rlpA//yqhD//yijO//opgH//rstB//tmk//nrfC//pdeL//pgaC//rlmH//acrE//nfi//cysA//corA//idnK//gntU//mug//ykgM//xseA//clsA//paaA//glvC//fucK//feaB//cyoC//msrP//yfaU//bglX//hdhA//phoU//yehB//ynhF//kgtP//yidH//fetA//paaK//gstA//fdnI//uspE//sdaB//puuA//rluE//uvrY//
GO_0046944_7	panD//
GO_0046950_4	phnK//
GO_0046952_5	yhjX//
GO_0047484_6	menF//
GO_0048033_5	sbmA//
GO_0048034_6	nfuA//
GO_0048255_6	fadE//
GO_0048473_8	ampG//insH-5//yebZ//
GO_0048518_4	shoB//glpK//yciV//idnT//glnP//dpiB//fabD//narJ//ybaT//frlB//hisP//hflD//rnd//ynjD//yjjI//kefB//pliG//nikB//yidP//recD//zapC//crl//hsrA//dinB//xylE//yfiF//tcdA//gsiD//recJ//cyoD//chpS//yjhI//paaH//fepC//cheW//cytR//zapA//aphA//ilvM//napC//ftsI//kdpB//rhaM//btuB//sad//glpA//ruvC//secA//rhsD//pdeH//ybbY//rlmA//aroL//dut//sapA//agaV//metL//nuoB//rsgA//yihS//pheT//rssA//xylE//dgoA//cpdA//ftnB//kbaY//dnaQ//nrfC//gsiA//folP//sbp//ldtE//rhaT//yjhG//waaJ//lysS//xylA//kefF//fimH//kefB//ibsB//glnE//mlaE//baeR//menC//cbrA//lhr//cecR//ybcF//yihO//yieK//norW//dpiA//waaY//secB//ssuA//skp//ygjR//ompT//yghB//ybhD//dacB//idnO//ftsA//fpr//deoA//kefG//pnuC//allC//hofM//mdaB//
GO_0048519_4	dgoR//sgcB//gatZ//yfjV//ykfM//pdxA//flhE//fbaA//phr//waaC//cheA//hiuH//nlpI//tynA//tsaD//ybiI//sdhD//yehU//hupA//yeeY//purD//yneL//opgG//csiR//tatC//sbmA//carA//fryC//ypdI//pspG//kilR//ymfA//yciF//nupX//lplT//fadM//tauB//ygdG//pphA//amiA//torR//tyrA//ubiD//frvA//lysP//ulaR//tcdA//lptA//ptsI//ssb//feoC//elfD//ygaZ//torC//rplN//lptF//cutC//rarA//puuA//dhaM//murQ//der//rplE//ybaM//gltX//mepS//ygaZ//folA//phnM//atpE//msbA//frlB//pabC//yphB//hpf//truA//gpmA//pinR//lysA//pdeH//gntT//higB//sfmF//nuoN//yfbU//fdnG//bdcA//gntR//fumB//dsbB//trxC//ygeA//puuA//feoC//rhaD//hha//iraP//fruA//ycjY//ymdB//folD//frmB//folP//fdnH//nuoN//insI3//nagE//apt//gshA//qorA//arsR//gltK//udk//metQ//gsiC//hyfA//yfdG//gspI//deaD//rlmB//hemA//sgrT//argO//rseP//pepD//gadX//yddM//yhdH//yqiI//ydcS//dicB//hofC//pcnB//opgD//tabA//hscA//bfr//dnaK//dtpB//hyfF//ybcM//pykF//atpE//purU//torS//phnH//acnB//araD//pitB//intA//cra//pfkA//glcF//yjaZ//agaV//kdsD//lptC//pdxB//hcp//ygjK//uidA//glnL//ybeF//ybbY//znuC//setA//ubiD//wecE//proB//casB//ycjU//rplN//poxB//ais//msrQ//tyrB//abpA//cobB//ldrD//csgE//actP//
GO_0048522_5	mcrA//ftsQ//dgoT//mdtF//acpT//ftsQ//ibsD//pgl//yihP//ppsR//ycfL//galU//tehB//rsfS//insI3//sulA//ldcC//purC//yfcF//yjfP//rplJ//tsaC//argB//yiaU//bsmA//dinQ//sdhA//rplY//yhjR//mobA//proW//livK//sufS//pheA//yidC//tynA//tcyN//ldtB//ydgA//hupB//icd//dgoD//yibA//fixA//dgoK//rluB//ghoT//mliC//smpB//iraM//ygeX//ydcZ//yhjB//grpE//oppC//rpsS//rpsL//xylG//ghrB//motA//rbfA//nadD//nrdI//nrfF//mdtB//flhE//dinI//fimI//rsgA//rep//torD//oxc//mocA//hslR//glnE//pdxH//yeaD//rpsN//manY//tusA//acpH//crfC//sucD//btuB//yfiF//yehC//der//thiI//hyaA//frdA//rluA//sdaC//nrdB//rnd//rutR//xerC//tusE//oppA//
GO_0048523_5	cueO//aslB//gatD//acnB//tatE//moaA//folD//deoR//cheB//yegV//fimB//waaA//hdfR//mdoG//ygiB//ycbB//ftsH//ydaC//yfaV//frvA//nusA//mntR//aspS//osmC//fabD//pbpC//citX//bcr//mdh//hemF//ubiF//mepM//gloC//mtlD//mutY//yjbH//casE//mngA//nrfF//dld//mntH//kup//yjaZ//eutN//mreC//gpt//idnD//napC//yfcQ//gabP//hflK//ydjE//rplF//ppsA//yhhZ//gpsA//ybdH//napC//phoQ//kgtP//yagE//lacZ//ygeA//znuA//chiP//manX//moeA//arnD//waaH//pspF//mtr//cysQ//nsrR//uspF//ppiA//yjiQ//ftsA//nanR//paaK//hisF//fadA//ftsB//pflB//murQ//focB//rdgC//ccmA//emrE//fhuC//znuA//zraR//cmtB//mglB//hxpB//uacT//rfaE//lpxK//serB//proC//ddpA//csiR//insI3//yfgJ//hisD//yggD//hybC//mdfA//yrdA//yqaE//cpoB//ispU//yfcU//yhaO//oppB//pgi//waaQ//murD//aldB//yfeO//fliZ//flgD//speG//eco//gudD//plaP//yddL//yjiY//fhuB//fabG//birA//hpf//rlmE//parC//rusA//slmA//yiaM//yiaF//tbpA//aspC//insI1//essD//galE//nrfG//yraN//glnA//paaK//topB//tdcE//ldtC//ghoT//ghoT//ybaE//sstT//yibH//pepA//dgcM//fliS//
GO_0048583_4	katE//tdk//ydcS//
GO_0048585_5	luxS//
GO_0048869_3	bioD1//
GO_0048870_3	sgrR//ubiH//casE//lpxC//lamB//ydiP//truA//fimA//clpS//truD//arcA//yehD//pncB//sgbE//ulaB//dnaA//treF//ychO//pheA//prpR//psd//appC//pdxH//fdhF//intF//cysK//yafN//emrB//yneL//dam//sapF//treR//yidQ//tsf//yfgO//clcB//
GO_0048872_5	ebgR//bamB//holC//hokB//
GO_0048874_4	fabI//ilvH//yiaT//fmt//
GO_0048878_5	argI//gnsB//yfcR//csiD//acrF//aes//zapD//fimD//sspB//ybaT//pdeR//garP//yegV//cho//garD//htpX//dppA//ubiH//ynfH//hscA//fpr//cadB//rpsJ//gabD//bdcR//lsrA//glnK//tktB//tatB//osmE//xisE//patZ//pabB//ybhJ//rhoL//ybiI//arnF//ugpE//rhaR//dauA//
GO_0050427_5	yhcD//
GO_0050657_7	intZ//uxuB//
GO_0050667_6	yfiE//gsiD//ydeI//
GO_0050779_5	sapB//
GO_0050789_3	mazF//xylE//mpaA//yegV//nikE//ymdB//rfaE//cutA//araA//torC//argD//fecD//ispA//pepA//avtA//yijO//arnE//patZ//bioD//ssuA//opgG//yfiC//gadE//potB//sad//rlmH//mscL//pstC//yqjI//dpiB//evgA//paaX//lpxD//yfdR//xerC//dsbG//recD//uof//gcvR//intQ//rclC//deoC//yafS//feaR//ubiH//era//yfbU//mntS//yqeG//atpG//yggP//galR//wecC//rpmJ//hyfR//insI4//skp//narZ//yehD//yijO//ompC//rlmC//argB//rsmB//ung//yghG//glpA//holB//rpiA//lysU//ppiC//ilvA//prpD//dgcE//gatC//mltF//bamE//tdk//hyfR//msrC//prpC//hybG//yidQ//ubiE//rbn//artJ//araH//phnJ//dmsC//ftsN//phnI//zntA//ftsZ//phoE//opgD//yejB//rhaM//emrY//chbB//parC//yedX//uacT//gatC//ydiV//rpsH//der//waaG//yciH//yggP//yidQ//accD//yfeW//aroF//yqiG//gspJ//ebgA//frmR//arnA//hflD//elaB//marA//cnu//yjfF//yfdC//fadI//yiiD//cpxA//frvR//potH//intS//panB//pta//opgH//ybcM//rimP//fucK//tufA//yibH//rplE//mngA//rho//fadA//allR//cutA//dnaQ//tmk//gluQ//hofQ//ribB//ybiS//waaL//tcyN//betB//mhpA//solA//mdtK//yqgB//hybE//dsbA//sbp//casC//rlmG//feoA//hisF//nac//ybdR//rstB//dtpB//moaC//rpsI//rclR//glnS//sdhE//uvrD//galE//setB//paaD//ynbD//yihU//ybeF//appA//waaP//yidR//elaA//csgA//rfaG//proX//ihfB//kdsC//dgcZ//evgA//moaC//ydaV//hypT//intF//lamB//yqeA//uraA//serB//tsaB//mdtJ//dppB//degS//mocA//pdhR//minE//mutL//zapE//mdfA//rihC//sdhC//slmA//ycfH//uvrA//ybjX//ghxP//yidC//ndh//aroL//lipB//ilvI//glcF//hycI//torD//fimI//narQ//yfdG//yccS//frc//yqeA//dcuR//xanP//rbsB//tufB//yceK//eutK//ftp//narW//cpxA//rpoS//caiF//yphB//tktA//pphB//hisF//wecB//serS//dgcN//cueO//yebK//mtlD//phoQ//pspD//rsmE//gcvH//trg//hha//appB//fadB//zntR//cysU//elfG//fabG//artM//rhsD//mdaB//rhoL//gatZ//rstB//clpA//menA//uidC//leuS//insB-4//ycjD//yggT//mgsA//yqhC//yhjC//garD//yebK//rplW//creC//dxs//ebgR//grpE//lptE//bdcA//dctR//yhaM//sanA//rzoR//uidR//yigB//rplC//ynaE//kdgR//relB//ybjL//yjeH//sspB//fsr//frsA//napA//ridA//mqsR//iscA//yijE//bcsQ//fimA//truB//rpmF//cyoD//oppD//fadB//lapB//ynfE//aceB//dxr//aroG//hpf//ybjG//alaA//rpsA//glpA//ribE//modC//rlmC//tolA//ralR//rhaS//yahF//yddL//hybC//hdfR//hscA//csgE//lsrB//gspF//narV//coaE//menH//umpG//cecR//gnsB//paaA//napB//nirB//rlmG//kdsC//nrfE//metC//yieK//yraN//mngR//yehZ//yghO//xylA//ulaF//fepA//clpS//uxuA//speC//flgE//priC//rtcB//frsA//manA//mutH//cytR//rpiA//yqeA//phoP//zapC//der//dacD//ybbN//wzyE//yegS//hcaE//sdhE//pnp//argT//uxaC//kdgK//kbaY//dxr//yagG//wecC//dxr//ypdB//baeR//potE//clcB//ttdR//trpE//yghG//yfcV//yieK//yjcO//rpsN//rpsE//macA//ypdC//sutR//leuA//yqcG//trmH//ilvD//nirD//uvrC//hybO//hrsA//kdsB//allB//ybdR//alkB//frsA//mreD//parC//yeiL//mppA//hypB//narY//glyS//clsA//pdeF//ybgP//nrfE//fau//cpsB//speE//hda//rpsS//ydcI//ratA//sbmC//psd//tcyN//cpxR//ispG//yhjR//prmA//rpnA//dtpB//yhjD//prmC//kdgR//csiR//melR//cyoD//tsaC//lpxH//purN//acrA//iraP//fixB//rihA//ygiN//tusD//tatA//satP//phnM//ihfB//acpS//potB//gmk//csgD//hcp//fliD//ytfQ//nudB//ecpR//ldtB//sapD//yhjD//macB//hisH//lptD//paaG//yfaE//cpsB//ftsL//feoA//idnD//glcD//cpsB//deoC//glnD//panE//glmS//dgcQ//yagF//leuE//uspG//glvB//ogrK//yjfF//sbcD//yibA//hisH//
GO_0050790_4	mreC//mcbR//hisB//gluQ//flgD//paaH//murA//nimT//dicB//dppB//entD//nagE//rbn//gltK//purC//mtn//ydeO//treA//pepA//tufB//bcsQ//polB//hdeD//slyA//kilR//yqeG//deoA//opgD//hprR//frsA//nemA//fhuB//prpD//amtB//ydhK//frdA//rpoE//cysW//fecB//accC//pphA//cysM//frsA//arcC//hyaC//rnlA//menF//tusA//ascF//yqiI//xapB//prpB//tgt//glcD//epmC//clsB//uhpB//hcaF//serC//bglF//prlF//epmC//amiA//
GO_0050793_4	agaV//glnQ//exoX//hisC//yidP//yebS//sgcE//arcB//essD//cbrC//flgJ//mcrA//mobA//fdrA//oxc//rutF//
GO_0050794_4	map//ydiK//dgcN//rimI//fsr//puuB//pdxB//rpmF//rpmC//tnaC//nemA//nemR//sad//xthA//rseP//ebgR//yrfG//rpsG//bsmA//rcsB//cbl//rsmH//lrp//fsr//rlmI//rlmN//lptC//yqgF//yggD//sucB//slyA//ynaI//sppA//pdxA//yfgO//soxS//ligA//glgS//ydiV//orn//torC//yadK//nuoB//dcuR//galR//ybhA//ubiX//entS//yijE//higB//radD//yhhY//dapB//creB//zntA//fucP//lysC//yqaA//pepA//trxC//crr//cdd//rbsB//csrD//cas1//rsuA//yjhG//sufE//uhpT//dmlR//trmL//gntU//ugpB//nagC//torY//ymgF//tdh//cdh//xisR//eptB//miaB//narP//opgD//yciK//ttdB//exbD//rplS//yjhC//torZ//ydcI//yagG//ydeO//asnA//murE//gatZ//cycA//nuoE//lsrD//hinT//htpX//ymjB//ypdB//yibT//trpA//nagA//malS//tauD//torD//tusD//yiaN//recE//holE//dnaJ//fliT//alsK//prlF//potB//yehT//ghoT//rlmI//kbaY//murE//fliG//narI//ttdR//gapC//fetB//yjiY//argP//rluB//ydjJ//ddlB//chbB//uvrB//frlB//malK//atpB//crl//phnP//cbtA//kdsD//yeeJ//lgoR//dgoA//cysW//cobS//ynfH//metL//blc//dcuC//ydeI//def//dppF//ruvB//dhaR//bcsQ//agaC//tauD//manZ//ulaG//yhaC//mcbA//hflD//purC//bioH//pyrF//ydfG//plsB//cysK//lptG//lepA//trpS//slt//ydaV//fimB//rsmI//yceK//srlD//hflD//rimK//puuA//dmlA//rnlB//dgcQ//ytfP//alsE//uidA//yqaA//ydhC//hypA//ygfA//fumB//baeR//sulA//ydbD//dgoT//yibA//sgcC//cbtA//fabH//clpS//dgcN//galU//cyoC//intE//nusA//iscA//gyrA//nadE//glsA1//sxy//gltX//ttcA//mrdB//yihO//yiaB//iscU//yadC//nagA//queE//rapA//queA//rfe//glpG//ybiV//ibsB//eptB//puuR//sgbU//rsmF//mhpR//agaB//prfA//murF//fixC//rutR//ychO//rpnD//katE//recB//katE//glgB//yccX//waaC//fkpB//yneE//hprS//mdoG//idnT//hxpA//tdk//sgrR//ynbB//purT//ubiE//gutM//corA//ypjD//yfeW//pepT//flgD//manA//hisP//pgaB//sppA//rluC//parE//cnu//trxA//rpsG//hybG//metB//glcC//dtpD//yabI//spy//trpD//emrB//dsbD//yiaL//ybjC//hyaD//sbcC//sugE//rcsD//rplQ//hisP//yhaM//cbpM//dkgB//yehX//yfdS//corA//yfcU//prmA//frlA//prpR//dkgB//yggE//clcB//uvrA//aas//pgpB//dnaT//adeQ//roxA//ydjH//ubiE//yehA//puuP//mgtL//yphB//dkgA//modC//patZ//asnA//frsA//acrZ//napB//flhD//yrbG//htrE//artJ//rpsO//dnaG//ycjD//menI//mglC//argE//rplC//fabI//hybB//rutF//rfaB//tesB//ybhJ//rplR//rhtC//creB//plsX//cyoA//pldB//yicJ//ybjG//rplQ//sgbH//uxuA//chiP//proX//argR//rpsG//rpsH//glnB//nadB//ihfA//tpx//glnA//yggN//dnaC//yiiE//allC//mepM//ygiV//osmY//slyA//zapE//fdoI//adhP//ydcO//yajQ//entF//sapC//pdeL//nikC//dgcZ//yqaE//ybiV//grpE//yihT//sxy//miaA//ugd//yaiV//flgE//yieH//xthA//dgcZ//nrdE//ybdG//mhpD//rapA//gabT//ppiC//scpB//yfcG//nrdG//yneJ//argP//kdgK//uspF//glpR//hflX//ydcP//fes//mngB//yqaB//glcD//wcaJ//cptB//mutT//yieK//ybgP//lptE//yhcF//rcdA//basR//ydiF//mhpB//hisA//lysC//rsmD//mreC//metL//frwB//sspB//ecpR//cheW//dcyD//mnmE//fryB//glvC//hemG//ftsL//metC//frmA//feoC//rpiB//narV//fumC//kdsA//ygjH//trmA//msrB//mltD//nudF//hslV//lepB//yjeI//yjhH//nanE//insF-1//hcaT//gspJ//serC//gabT//trpC//yajD//yefM//slmA//mraY//hemH//nirB//ddpX//uxuR//yqhD//
GO_0050801_6	rlmD//panB//murR//rpnA//gspF//ibsE//rplS//tusB//metC//sbcB//secD//mreD//yidQ//phoB//glnA//putA//glpG//insB-4//relA//lsrB//ubiI//rutR//thrC//mlaD//otsA//mlaC//hslR//hflX//uvrB//pykF//ycdY//araH//ydhK//yibT//entA//ihfB//
GO_0050821_5	fau//nfuA//lldP//alkA//rmuC//
GO_0050918_5	cho//oppC//umuC//uhpT//
GO_0050919_5	rcsB//
GO_0051027_8	pstA//paaG//
GO_0051049_5	rnb//wcaC//norV//xseA//ilvB//corA//wecA//rrrD//prfC//bssR//nuoF//flhD//
GO_0051050_5	yhbS//ruvC//rnlA//
GO_0051051_5	yhgF//minC//trpB//
GO_0051052_6	phoQ//yadN//ycjQ//menA//rfaB//ydjL//parC//gor//yiiD//creC//kdgK//kdgT//aaeA//ascB//
GO_0051053_7	yjhB//ydjE//bhsA//coaD//rraB//scpC//
GO_0051054_7	rluD//leuS//
GO_0051055_7	kdpA//
GO_0051083_5	ybiJ//
GO_0051084_5	potA//mrp//narZ//polA//hflX//ynaE//srlD//
GO_0051085_5	malX//rsfS//nimR//phnN//hslJ//dnaN//rcdA//
GO_0051090_4	glk//sufB//aspA//ldcC//ais//alsK//gntK//gluQ//
GO_0051091_5	hpf//ybjG//
GO_0051098_4	yfeX//thrA//
GO_0051100_5	yehC//rep//
GO_0051101_5	mngR//
GO_0051103_7	queF//gspI//
GO_0051128_5	pitA//dinB//rph//ybhJ//yhfK//uxuA//intF//cutA//nirD//katE//paaB//yejE//cmtB//rhaT//amyA//cobC//ubiD//folA//gudD//yhaJ//coaE//yibA//nimT//zitB//torS//erfK//murE//mcrB//pepB//yhcD//hycA//pepA//nac//proW//ispU//yfdS//yefM//prpD//bglX//hslO//icd//rpe//xisR//hisC//fdhE//cheW//polB//adeP//ycjP//rclB//rlmB//cof//uidC//narQ//hypA//ccmA//leuB//ruvB//rspB//nth//uacT//yjbF//fabZ//rsmF//nemR//yjbG//ygjR//envR//pntA//nrfD//deoC//lolA//hslU//opgE//ssuD//nei//nrdR//
GO_0051129_6	fpr//pykA//secF//ykgF//yhjX//nac//dsdX//fadL//yciH//yneL//bioD//lptC//modB//sufB//glcC//rpmG//
GO_0051130_6	rsmG//bioB//yajR//glyA//glgB//uspE//mhpT//hrpA//rsgA//mprA//cstA//yagE//gstA//evgA//uxaA//marR//
GO_0051131_7	sdaC//uof//
GO_0051143_8	cysN//
GO_0051156_5	rpnB//yfcP//idnT//arsB//fetB//tcdA//
GO_0051167_5	wzzE//atpF//erpA//
GO_0051171_5	opgH//chaA//menC//yjfF//tolQ//ybaO//ybeY//glvC//gshA//ygeW//barA//hupB//gluQ//yiaT//cysK//deoC//blr//ggt//spy//pta//chbC//gabT//yfiE//yciK//rpsA//ynjA//yjbE//fadK//nth//dgcE//lysC//yqeG//rrrQ//bisC//oppC//dnaB//hcaB//paaC//pagP//tdcD//thiP//mtlR//yedA//yqjA//fcl//tusC//mdtO//eamB//paaE//yggD//zitB//poxB//xapA//pdeF//tynA//ptsP//ibpB//yjcO//bioB//ais//moeB//hchA//glpT//hslJ//aroH//cpdA//pgpA//prc//yoeB//nanE//allB//hyfF//rraB//ybjN//dinB//degQ//rplP//iscX//msbA//mutY//gsiB//yafQ//yghW//evgA//xylR//yhbS//glnK//gshA//dgoD//yeaK//glyA//cbtA//exoX//coaE//gpmM//rutC//rraA//yphC//rpmB//rhaT//dgcQ//cadA//cueO//lldP//pspF//fau//acrZ//ygaH//sspB//ettA//udk//recG//clpB//entH//pgpA//rpoE//uxaC//nrfA//atoS//pntA//mliC//nadA//argD//murG//dtpA//clpS//aaeA//prmC//yqhD//agaR//orn//yhcF//ghrB//insI1//eutA//ung//guaC//insI-1//fdrA//rplO//lnt//pyrF//hda//fadB//zraR//dsdA//yeeO//malF//rpnB//napB//glk//yciG//dapD//fdnI//speG//yedP//eno//ygfI//dicA//epmB//minD//casC//fhuF//hinT//hisD//adeQ//yjiR//trmH//yqjI//bamD//waaU//msrP//lpxH//lolD//pdeF//bamE//dpiA//cpoB//yqjA//atoB//yhhY//ybeQ//rfbB//ariR//menB//uxuR//yhcD//clsA//yjiX//lpoA//garL//mutH//htpG//mlaC//lsrG//rbbA//fadM//fbaA//yfgJ//ampG//ribF//iraP//nadK//aspC//ung//rpmB//argO//lolA//mqsA//yqcG//rmuC//rlmG//ydaC//rbbA//livF//yeiG//msrQ//nupX//yjjV//rpmJ//rho//yaiV//yfeX//thiE//tus//ybiY//nuoB//malY//atpC//rbsB//ydeM//waaY//pykF//yacG//actP//yidA//rlmL//fdhE//gcd//ftsI//livK//thrA//mreC//atpE//hemD//sfmC//fruK//idnK//alaC//crfC//bluF//ogrK//ibpA//yejB//ybaO//ftsK//hipB//eutD//yieE//lexA//yjbH//aldB//yqiJ//abpA//yfbR//fruK//tauA//ubiB//hns//nudF//spoT//kdsA//ygeV//ygeX//phnN//setC//ybcC//mraY//frmB//folC//insA-2//ycjY//dctR//eutA//mgtL//gph//lpxT//prpC//lamB//pepN//rutA//yghB//speF//glsA//thiI//glnA//glrR//rpsB//tadA//treB//talB//sapD//ybjI//yciG//brnQ//hicA//yghB//asnS//gltD//aroF//pheS//dhaR//aaeR//rbsB//proS//yiaA//frdD//rplB//yaiW//mpaA//yebK//glnK//cyoC//yafO//ccmC//moaA//orn//secG//dppD//fliZ//pntA//uvrC//purU//ycfJ//mreC//alaE//dinJ//
GO_0051172_6	degQ//dosP//puuP//era//trmI//recF//lptB//ruvB//moaC//yjaZ//nikB//accD//yjfF//parE//macA//emrY//glnE//sutR//ilvI//csrD//kbp//xseB//guaA//trpGD//ribE//dinD//yibF//topB//potF//proP//acpH//xseB//fdnG//narG//cbrC//ybiI//hofO//yggF//nanR//pdeL//bioB//envR//aqpZ//ybeF//ftsH//rfaH//metN//pckA//pbpG//yqgB//mtn//flgF//dnaE//rzoR//ycfH//hisH//dacA//marR//ygcO//nudB//sdaC//rplE//emrD//rhmR//ettA//amtB//hypC//hofO//iscX//lpxD//bssS//hscC//elfG//rlmL//wzb//yebS//csgE//nagA//glsA2//cueO//chaA//uidA//srmB//plaP//sucC//znuC//ppx//atpA//glnK//gltB//glpB//torA//hypD//tcyL//fliK//tdcC//ribF//satP//asnA//sixA//ygeV//allS//tcyJ//tpiA//yhjA//ccmG//kdpD//rplT//glcC//xerC//cysW//mog//dsdC//yahO//asnS//mlaD//pyrB//bhsA//thiH//fadI//cbeA//aceK//dmsB//fhuB//sufA//potH//ompC//rclR//nhaR//birA//appC//dacC//
GO_0051173_6	rplA//murQ//hisP//mntH//shoB//cusB//bioC//gpp//ccmC//truA//pyrL//mdtQ//uidC//yagU//tolC//atpF//btuC//ldcA//cbrA//rpsR//frvA//cytR//yehC//insI4//cspB//fucA//ypdB//ybiV//rpoE//atpG//guaD//ogt//tesB//yfaV//fis//holD//dtpC//adeP//fumB//gatB//araF//yhdX//frvR//yhcH//rplI//hflX//bioD2//nlpI//pepQ//ariR//ydhK//yjjU//csgB//dppC//atpC//glrR//mliC//hemB//valS//nudF//fetA//rhmR//xylF//gltS//exbD//tusA//fimB//ybeF//aroK//sdhB//menF//srlA//clsB//nagB//ribC//phoA//xanQ//cpoB//adk//mliC//ybiT//secG//dsdC//rplF//yfdG//recJ//argS//comR//uxaA//
GO_0051174_6	fimD//ogrK//amtB//mltA//ydhQ//rnr//rutB//hinT//yraN//hyi//
GO_0051180_5	feoA//tsgA//yraH//rffC//yjcS//uvrA//eptB//nudC//slyD//lpxP//trmD//purR//kdpF//queD//treF//trmL//
GO_0051181_5	nadK//sufE//bcp//modB//tynA//ygcW//hemL//ycbU//narL//ftsA//fadL//ubiA//accB//higB//moaD//rhaR//uidC//yeeJ//clcB//ybjG//chpB//eutB//prc//ileS//fadA//nikE//slmA//glsB//menD//ftsA//intA//ppsR//glpK//mdtJ//aas//codA//rof//feoB//flgF//eamA//erpA//
GO_0051182_6	proP//lysA//rfbC//mscK//dcp//
GO_0051186_4	ybaE//bdcR//menA//lpxT//bipA//gntT//degQ//yqjH//nimT//insK//narV//cobC//fliK//gntU//pdeL//atoS//lsrB//plsB//yihQ//zur//ubiD//mnaT//rnpA//leuC//evgS//mdh//rluE//mreC//nlpE//yjgX//yiaA//rfaQ//ascF//recX//baeS//aroH//pldB//ptrA//rpmJ//arcA//flgK//hchA//mobA//yobA//ycjP//thiD//fecC//yiaF//rlmH//gloB//ybiW//malX//glyA//pabC//ykfM//ynfL//yjeH//fepA//xylG//recR//rcsB//yqgB//gltK//sgrR//rpnB//hyfC//cusA//iraD//yfjR//dgcE//tus//pnuC//cheB//hemG//yedF//ravA//ynbB//rbbA//truC//greB//ybjD//ycjU//mraY//cobT//aroK//yhgF//tdh//dapF//opgD//minC//dcuS//yghG//gloA//fimC//yadV//livH//topB//uspF//cbeA//secD//rnlB//fryC//motA//deoC//aspC//cusS//pyrG//mutS//yibF//hicA//pnuC//glmS//hscC//ibpA//hyaD//waaS//metL//hcp//trpS//thiM//pgaD//ddpX//arcA//tcyP//rbfA//waaG//speG//tdcB//mdtQ//lsrC//proQ//lgt//ygiB//dnaT//dusC//ykfI//rpoH//efp//rpmH//prkB//nrdA//ascF//sufA//gluQ//sstT//ulaA//priB//yfgI//metN//lpxK//yihQ//cysC//sgcX//hpf//yjjQ//nei//yjiR//hisP//nikR//barA//murD//dadA//ykgA//osmE//yggF//gabP//dgoR//speF//yadV//ssuC//yfdR//glrR//efp//mltA//uvrB//htrE//waaA//nikB//plaP//tdcB//zraS//hflD//ybaE//hdhA//ilvB//aas//yeaD//ubiI//zraR//rimL//serA//yicJ//chbB//rplM//ynaE//ubiG//purU//narH//polA//
GO_0051187_5	secG//cspD//rbn//yejA//pspF//lhr//yeaD//mrdB//yaiP//lsrR//
