#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zapA//yggT//narK//murR//
GO_0006139_4	rluD//mltA//fimC//baeS//abpB//galE//ybhG//tdcD//focB//mmuP//pyrL//yqaB//yidC//dacB//nhaA//alsC//rsmF//pflC//torY//rpsT//yqgB//yhhY//leuO//yejB//yccX//maoP//uspG//acnB//deoC//narJ//hiuH//waaQ//fimA//yadM//ydgA//yqhD//rfaG//slmA//fhlA//ypdF//roxA//decR//yibH//trpGD//rcsB//cadB//hipA//insH-6//hdfR//glyS//yggX//ybjG//lyxK//rlmG//panE//aroG//mhpA//atpH//paaC//aroE//ybhA//rzoD//citE//pabB//sseA//rffT//manY//lsrG//yhjG//ybiW//ypdF//pyrB//gltS//yhcH//srlR//ttdR//ycdX//uspC//dacD//atpC//seqA//rsmB//yggT//kefG//dmlR//nudG//sohB//yqiH//hprR//mtgA//trpGD//yeiL//uvrY//ugpC//efeO//cpsG//nei//xapR//mug//fhuB//argK//flgC//deoC//ubiG//abpB//alsC//fumA//glgA//waaG//ybgP//ydeO//rpmF//lasT//rnhB//yghW//norV//uspF//pgpB//pinE//rbsD//ftsK//intE//ispG//yjcO//argO//hybO//moaE//cyoE//yhaM//setB//yfcS//narG//cbeA//yeaG//murQ//hisQ//lrp//kdsA//intE//glpC//aroE//fepE//ymfK//pheT//ssb//mntS//mhpA//hypT//suhB//rne//moeB//trkA//cas3//crp//focA//glsA//gadA//marA//adeQ//feoA//hypT//yedX//ygfI//yhfS//kbaZ//ssuE//fimD//queF//yggW//nrdD//dctR//infB//exuT//torR//yedF//znuB//der//xanP//pntB//csgF//aceF//fecB//ispB//arnF//glsA//secA//dtpB//nanE//ytfR//apt//lptF//rpoH//yeaV//fdnG//rng//ruvB//hofN//rsmH//galM//mppA//rimO//ispU//ybiS//ygiS//zraR//rfbD//fruK//ybiO//nlpI//yieK//nanE//purL//hslU//ybcF//yfjR//yfdC//sbcD//lysA//lysC//gloB//dgcJ//cysU//gntR//marR//gmhB//dsbC//cysU//proS//secD//trmB//fhlA//ung//dsbC//znuC//frvB//putP//cstA//hisB//aaeA//garK//secD//nrdD//lysU//potH//mdtF//prpB//xylR//yceK//yebK//bioD1//prfC//ghoS//rpsB//kup//ltaE//uvrB//zur//yhcH//infC//elyC//yeaG//rffM//umuD//nanR//narQ//purD//minC//recA//fabA//leuE//der//shoB//lldP//rplO//hxpB//zntA//lnt//msbA//gsiA//amiC//appA//alaS//spoT//pspG//nagZ//aldB//ygaV//argD//yqjI//moaD//hslV//tnaB//hofQ//yfcV//kdsB//elfD//glyA//entC//pepA//murR//ugpA//trmL//glnD//hypC//gldA//ycaN//pheP//queE//xanQ//ansB//rsmA//potG//rbsK//yghU//yehX//dnaK//sppA//uhpT//udk//msrQ//glnA//ykfI//rep//tolR//aaeB//proQ//glrR//rnlB//tabA//exbB//nupG//oppF//speB//rlmN//yjhI//crr//aroB//yegV//glsA2//preA//cas1//rhtA//yafC//asr//hyaC//ybaE//thiI//fabZ//yigL//mdlA//rsmD//lon//flhA//hcaB//uxaA//agp//mdtP//narK//rpmJ//moeB//wbbK//dosP//rdgB//sspB//yiaM//yhgH//glrR//recX//hcaT//fruK//aspS//cspA//bluF//rdgC//yjjU//aspS//mdtA//rsmC//fre//yciK//cfa//maa//rbsR//bioB//ansB//ydcS//sdaB//yfiF//ygfZ//glmS//wcaC//ydjK//gstA//sfmH//dctA//fes//topB//feaR//glxR//bamA//sufS//rsmI//potH//ogt//glgB//metQ//zapD//paaE//dsbB//yaaU//cmtA//rlmC//treR//ygeX//fadR//yafE//kgtP//malG//dgcT//fau//udp//fcl//alsC//tas//yafE//entA//mdfA//mrp//yobA//seqA//ycfH//potG//pckA//cmoB//fimC//paoC//cspA//hisH//lpxH//livJ//frdA//rsmF//secE//emrD//metG//prfB//priA//clpB//trmB//adiA//metN//hprR//fepD//uxaB//frdB//cysK//glgP//tdcE//gpmM//rhaA//clsA//metH//fliK//fur//tolR//folE//ypjD//tehA//araH//tyrS//shiA//dgcE//tynA//zur//trmA//proS//rbn//holC//zwf//nagZ//lsrK//glgX//yefM//rrrQ//glpC//trpL//yajL//pnuC//dhaL//ddpX//rraB//mgsA//btuE//glpR//infB//ppiA//suhB//bglB//gluQ//folC//yedF//rzpD//nuoM//emrE//rsmB//purN//mocA//yidC//sufE//ibpB//mntP//rpsK//yqhC//ribC//arcC//clpA//mgrB//trmA//yabI//dppF//nadB//frwD//pgrR//yfcR//msrC//rdgB//rep//purR//viaA//garL//yegT//yghB//ettA//thiC//malE//gdhA//yedL//yiaM//tpiA//hemN//rpsG//dhaR//rbsC//tusA//higA//xapB//smpB//pyrF//tauA//ydeP//cirA//torA//lit//coaD//tcyN//tabA//pgaB//uxuA//trkA//ynjD//frvR//fryB//ubiJ//nrdG//pflC//bglA//sugE//lpp//glpD//proV//phoE//ybbW//flhC//prfA//rseP//ybhI//hipB//bfr//rihC//fliT//yiaL//wrbA//purR//dcyD//entE//trpD//lamB//hns//rplP//panE//yggX//rhtB//mrdB//cpsB//sucC//ybcM//ydjJ//dtpB//djlC//yjhG//uraA//opgG//glvC//abpB//glcB//zapA//ampD//yhcF//sapD//tus//uspC//dcuS//betT//
GO_0006140_6	ebgR//yieL//
GO_0006144_6	glnQ//napC//prpD//hemD//glnB//amtB//cspI//aslB//yfcF//nhaR//
GO_0006145_7	argI//curA//mog//tsaD//
GO_0006146_8	narP//hinT//
GO_0006148_9	mutS//
GO_0006149_9	tolB//
GO_0006150_9	tauB//
GO_0006152_7	livF//cyoE//cobU//recE//ydeM//paaF//
GO_0006154_6	accB//
GO_0006161_9	cynS//
GO_0006163_6	yehT//dmsC//purB//treR//csdA//nadA//mscM//hypC//pcnB//yiaM//ydhC//envY//yphC//ykfM//yphD//intF//fdoG//agaW//tusA//afuB//ahr//kbaZ//ypdB//proW//holB//eno//mdfA//mfd//glcB//yhjC//rffG//btuC//sgcB//yieL//mmuM//erfK//cysH//xylE//qseB//yeaK//hprR//ptsN//bdm//rssB//yahK//yraH//mutH//iscR//rihB//arcB//rlmF//hofM//mepH//rhaB//
GO_0006164_7	tsaB//glcC//atpH//bolA//znuA//aas//mrdB//tus//yghG//pncB//kdsC//yhdX//rplB//clsC//nudG//rplS//csgG//rpsJ//wzzB//holC//yciE//fabZ//pabC//ycjP//rsuA//acrR//cheR//gadC//mocA//pheP//ybbW//yegT//ycjU//pheT//ppk//blc//ssb//mdaB//sgrR//rhlB//
GO_0006165_7	ulaE//mltC//trpD//fliZ//rstB//insE-1//arnD//fepB//potD//rpsG//crr//menF//uof//iap//fadA//sdhB//ompL//bioA//ghoS//
GO_0006166_6	leuE//mutM//
GO_0006167_6	gatB//
GO_0006168_7	wcaB//cheR//
GO_0006171_9	yeeA//
GO_0006172_9	deoB//
GO_0006177_9	cysU//tomB//arcC//
GO_0006178_7	recB//
GO_0006183_9	nudC//
GO_0006188_9	arsR//lsrC//nagD//ppx//
GO_0006189_10	pth//napA//
GO_0006195_7	hemF//hxpA//
GO_0006203_8	bioH//yfiC//
GO_0006206_6	yjjU//hipA//yihU//nadK//trg//elaA//fixC//paaD//sbmC//ybcC//ppiD//galT//msrC//argB//gcvH//qseC//flhA//tktA//mukB//yhgH//trpC//ydcI//gpt//nagC//dnaT//kilR//
GO_0006207_8	frlA//xerC//fadA//adhE//dnaG//
GO_0006208_7	yahO//mdoD//sfmC//flhD//gpmA//chpS//csgE//entS//cysI//rsmF//hdhA//crl//cysI//
GO_0006209_6	ribC//
GO_0006210_8	argF//
GO_0006212_6	rclA//yrfG//endA//yhbY//ompG//ulaR//dicB//yehC//cheW//cas2//paaD//
GO_0006213_6	hxpA//glcE//gntR//ydaV//dinB//metL//folE//mug//etk//xerC//arnA//argE//dgcE//yraK//puuE//iscA//
GO_0006216_9	yhbY//
GO_0006217_9	ycaO//
GO_0006218_9	dicA//
GO_0006220_6	paaJ//yrbG//cyoE//mgsA//proX//hofM//ybiW//yjhH//argI//waaL//livG//yjtD//rseC//modB//uspF//mntH//fre//pgaC//ypdA//folM//
GO_0006221_7	tehB//mhpA//feaB//ydhJ//waaH//shoB//yfiF//hlyE//tsx//pdxY//focA//lpxK//modB//
GO_0006222_9	nanA//
GO_0006225_9	purA//
GO_0006226_9	yafQ//ydiO//
GO_0006227_9	malP//
GO_0006231_9	ubiF//
GO_0006233_9	hipA//
GO_0006235_9	yfaX//
GO_0006241_9	thiD//
GO_0006244_7	nei//betI//fryA//citX//gstB//ttdT//yqjA//
GO_0006259_5	manZ//xanQ//xapR//rcsA//casE//rplB//nsrR//mdoG//yjiX//yjiR//xylF//efp//rplO//ykgO//bioA//malG//grcA//lasT//sseA//trmJ//gpmA//yfdC//yiaT//ghoT//ygeW//rhoL//ddpA//pitA//betI//asmA//sdhA//btuD//gshB//shoB//greA//tcdA//surA//hicB//ariR//recQ//pdeH//cnu//torS//mliC//dmsB//gsiB//priC//ldcC//rpnC//metC//yijE//ccmC//pgrR//ccmE//ahr//ompL//fimH//sdaB//ubiX//nrdA//pliG//osmY//rsmI//fimF//pitA//ulaE//wzzE//nepI//msrB//ycgV//leuC//narL//gloC//amtB//agaW//comR//pspC//hsdM//agaI//ftsP//yijO//patA//trxA//hofO//pheS//dnaQ//yddA//blc//lplA//carB//yhjC//glnE//ydjL//argP//argE//bioF//pckA//ybdZ//emrK//yihT//nagZ//mtgA//waaA//tdcF//artQ//gcvP//pabA//psd//glgS//msrP//gadW//csgF//rpsI//pdxK//mltA//pspF//paaG//ybcL//tyrR//yecS//ybhJ//yqjA//ygcO//ptrA//iscX//coaA//yjiX//cadB//yggE//yggP//yjaA//mdtF//hisG//rarD//ttdR//rutB//holE//nadK//pspD//flhD//rplX//ydfK//pth//artI//moeA//malF//fecB//prfC//
GO_0006260_6	gor//pinE//yhjV//sfmC//sucA//creB//intF//mtnN//trmA//yebZ//kilR//glcE//yejA//fadD//fimC//gsiC//gcvT//yfeW//sucC//fmt//poxB//
GO_0006261_7	appY//uxaB//sapC//fkpB//basS//yfiC//xylH//putP//dnaJ//yddG//ybcJ//cdaR//
GO_0006265_6	hldE//hypA//queF//sseA//qseC//
GO_0006266_6	lpxP//rihB//cysA//
GO_0006267_5	hokB//
GO_0006268_9	fabG//waaF//eamA//
GO_0006269_6	ispH//
GO_0006270_6	pyrF//plsB//narX//waaS//kbaZ//aceF//
GO_0006271_7	yhcF//tyrS//hyfF//
GO_0006274_6	bioP//
GO_0006275_7	pfkA//yfdC//gspE//lptC//thrB//rpsA//lepA//ubiJ//pyrD//
GO_0006276_3	lamB//fbaA//bioP//pstC//rpsB//rayT//yihW//mzrA//
GO_0006281_6	cpsG//rpsN//nirC//hemC//nanE//waaY//ilvH//glpA//rdgC//yahN//rhlE//nuoF//bluR//trpL//ydbK//yiiE//treC//rhoL//hisM//rnr//pitB//bisC//eutR//ybiS//uvrY//feoC//ppk//waaZ//menD//yidL//hofN//metH//kdgT//rmf//hyfR//yccS//yceK//yhbQ//fimD//napC//mreD//rbbA//zapD//yqiI//garK//yedL//yjbH//frdA//fimA//fepE//manX//yciA//ppiA//metB//ldtD//
GO_0006283_8	mutS//
GO_0006284_7	yqeA//yfbU//mcrB//insH-5//dctA//gfcE//
GO_0006285_6	ndk//hcaC//yiiD//gfcE//prlF//
GO_0006288_8	ccmD//hicA//
GO_0006289_7	msbA//deoA//
GO_0006298_7	adiA//waaU//lpoA//lpxH//hyaC//lpxL//rnb//hcaE//ybaK//pstC//
GO_0006301_7	waaQ//yfcQ//sapB//yajQ//
GO_0006302_7	acpH//eco//narZ//ymgF//waaS//ptsH//pgaD//rutR//malS//
GO_0006304_6	dnaJ//hycH//kdpA//ydhC//ppsR//rpmJ//galR//ymgC//mscS//
GO_0006305_7	bamB//rrrQ//elyC//yigL//
GO_0006306_5	dppC//frmR//bioF//alkB//
GO_0006307_8	xdhB//trpC//atpH//acnA//cydD//
GO_0006308_6	argH//trpB//rph//metE//iclR//cstA//casE//gadW//endA//proQ//lpxT//plaP//
GO_0006310_6	flgH//csdA//ybcM//acrB//sodA//ygbL//ldtE//insI-2//hpf//ratA//fabA//rrrQ//frr//potD//sufE//trmL//eptC//yhiM//bioB//tnaB//yacG//feoB//atpG//psd//msrP//rnt//mrcA//uvrC//ybdN//rsuA//gabD//ybiA//flgH//rssA//priC//gmk//livF//modC//rtcR//dacB//xisR//frdB//yggP//
GO_0006313_4	hycH//alaS//tag//ltaE//zupT//clsB//garP//
GO_0006323_7	ycfH//
GO_0006325_4	pinE//
GO_0006351_6	sufB//manA//rbn//slyD//tus//cmoM//cca//tcyJ//yieE//yfcQ//waaB//panC//mzrA//zraS//syd//citE//era//yhjG//malY//lpxT//yceD//nrfF//nupG//hscB//fliG//pyrL//hicA//lsrB//yidL//thiH//coaA//ydfH//ybdH//def//lsrC//ldtC//waaY//ymdB//cpxA//pdxJ//rluE//pyrD//fklB//elaD//rffG//intE//mdtM//yhdW//dhaR//gapC//asnC//dapD//nanA//waaA//rluF//ubiD//envR//yahF//ydiR//insI3//mdtJ//fhuB//ycbU//ddlB//ihfB//paaJ//fimZ//wrbA//mocA//acpP//ygiV//eutB//opgB//bcr//mtlA//yggF//serS//yacG//fhuD//ubiI//metE//yghW//envZ//yqaE//msrP//purD//tdcF//insA-2//ulaR//mtlR//der//afuC//fadJ//citC//ygaV//fdoG//ghrB//aspC//mug//rzoR//bolA//lysU//lsrB//zapB//yfcR//endA//casC//yghG//glpG//dgoT//cas3//yihX//prfB//ribF//yhjD//glsA1//sgcX//dctR//dcyD//
GO_0006352_7	rarA//yraH//hprS//yfjV//
GO_0006353_7	entC//rhtC//
GO_0006354_7	yqeA//tar//dtpB//
GO_0006355_7	nagE//entA//paoC//oppA//ftp//chaC//opgD//yegV//yjaZ//ligB//dcm//opgH//yggE//ydhC//nfi//zraS//yfjR//yjcO//ampD//cptB//gmhB//idnO//udp//puuD//torI//yjcO//mreB//frc//nemR//ftsA//argA//trpC//recC//fadK//fadE//cysM//yadN//ivbL//aas//chbB//feoA//emrD//ygbM//atoS//rtcB//rfaB//rhaS//basR//livF//agaB//hypF//nanT//yajO//prpD//tas//cbeA//iscA//speD//feoC//yceK//ftsB//cas2//kch//waaF//yjhI//alsB//yedF//hflC//trpD//panF//aroK//glvB//rclB//yghW//glcB//mepM//eamA//glnK//srlR//purU//zapD//pspA//wza//lptD//tamB//yfeR//ptrA//cutA//nepI//abpB//mltD//potI//ssuC//tamA//gcvT//alsK//hyfR//glrR//tdh//fumA//htpG//cueO//rlmG//lptC//tmcA//ptsI//yihX//yiaJ//argR//insH-5//ynhG//mdtK//lyxK//ariR//mdtP//pdxY//menC//ynfK//yibF//ralR//dcuS//ppiC//emrK//cdaR//yijE//argR//rfaF//cmoB//oppC//nanT//ftsY//nrdH//puuE//sbmC//ppiA//narL//proQ//trkH//mlaB//hypA//fhuB//udk//lyxK//putP//iraP//creB//ttdT//rpsB//clpA//ascB//cobB//citX//nikC//rapZ//fdhD//pphA//baeS//rimP//dgoD//rapA//xisR//hypT//ycjR//ybbY//arsC//narX//intS//cytR//sgbE//arfA//hcp//selA//kefF//ispH//folM//trpS//tdcR//bluR//feaR//cysS//tusE//acpS//topA//aroP//malK//rimO//nanT//adiY//sbcD//umuC//nrdG//waaA//oppA//puuC//rplD//mraY//tdcG//fadH//nanR//elaB//dgoA//hypC//yciH//ynbD//tcyL//xisR//xylA//aroG//rhlE//rsmD//maeA//frmB//hinT//yajO//tsaB//glmM//pepN//dppB//miaB//glpT//ubiB//dgkA//mltA//azoR//hscB//alsA//valS//ghrB//murG//gltI//lacZ//lysU//envR//ydaV//yadV//yeaD//cheZ//ralR//rtcB//artM//acpS//mzrA//ydcP//yfeW//tar//acnB//glxR//pnuC//hyfR//mcbR//envZ//rcnA//mgtA//fmt//yhbO//thiQ//yjjG//waaB//rppH//tsaD//rho//
GO_0006357_8	dmsB//
GO_0006364_9	hemC//cmoM//yegS//clpB//ligB//clpP//rrrQ//btuE//tauA//insH-6//feaB//ygaV//nrfB//ilvN//garD//adeQ//yqiH//prpD//pdeR//garR//entF//hisC//shoB//nadE//araF//ybjX//trkH//lptG//pal//yqeA//cpxP//ymfA//mtlR//dsdA//fabR//hyfR//yraI//rfaC//bioH//csgE//malE//ldrA//araF//
GO_0006378_8	lptD//dcuR//
GO_0006379_8	metE//
GO_0006382_8	rstB//
GO_0006396_7	yiaB//fdnG//pyrC//elfC//sbmC//ybiO//oxyR//gntU//nemA//preT//dhaK//rbfA//patD//nanA//ybdN//ispB//torD//pspC//frmA//metK//rplQ//rpsA//glnL//lolD//yneE//trmL//gmk//citX//rhaA//rplO//waaZ//katE//gltS//fkpB//rapA//yraJ//dsbB//rpoA//hflC//acrZ//yqgB//gcvH//ydhK//yabI//yjjX//ftsI//ais//fdx//recO//ftsI//ispF//dtd//proC//cmoA//yehD//rpnC//moaE//dctR//fepD//yiaF//ychH//crr//yaaA//greB//phnN//fliA//soxS//tatE//dhaK//waaG//yciK//ynfH//entS//crl//yihR//cyaA//hexR//yjhH//entA//glnD//pdxK//cobT//ycaO//yebZ//mdtB//adhE//yeeO//paaK//pdxH//ykgF//phoE//yddL//ygaH//exoX//casB//yhjC//parE//hlyE//ompC//lgt//thrL//ugpE//
GO_0006397_8	bamE//chbB//pdxY//
GO_0006399_8	mepA//deaD//lasT//tyrA//mlaC//kdsB//trkH//ccmF//ybcL//rpmB//aes//eamA//ulaE//bioC//rhsD//bacA//sdaB//ybcQ//yedF//yahI//alaE//ung//pdhR//phnK//rpsH//panE//acrR//yadI//flhE//pdeF//narV//idnO//iscU//ybiT//dgcE//entS//mraY//leuB//solA//fadJ//glmM//fimA//glgB//lspA//plsB//yraR//yihV//recB//fadB//wecB//chbR//dgcZ//asmA//rhlB//epd//waaQ//xisR//fliS//ssuD//fcl//ytfT//argP//ycjP//yahI//narJ//fepC//yeaD//epmA//exbB//glnH//elyC//ybhI//amtB//cyaY//rpsQ//hipB//waaO//mhpA//tag//ubiF//glmS//ubiC//
GO_0006400_7	ydeO//sdiA//moaC//ydhC//mdtK//ybaM//dld//atpG//narJ//allD//yfbU//yodD//mdtQ//uraA//ybdM//ortT//lolC//btuE//oppF//potF//zapC//adiA//iraD//rffC//rraB//entA//cmtB//rsmA//yihI//ispB//yfiR//osmF//ulaD//proX//rhaS//wecA//gmd//yegV//fabD//acrD//metB//kdpC//thiD//gfcE//uraA//flgB//recX//tatE//sbcC//
GO_0006401_6	yadN//cynT//narY//pheP//purL//ydhK//rlmC//fdnH//nusG//tgt//hiuH//ycjU//araH//rstB//putA//ypdA//bioB//ydcS//mutT//hslO//panE//ddpX//
GO_0006402_7	paaK//adiA//frc//cmtB//matP//dctR//ycfH//uxaC//metN//yghB//metE//
GO_0006412_6	rpsB//yafQ//entS//gpsA//fic//treB//yeiL//ycbX//iclR//ygjH//codA//dps//oppC//gntT//arcA//mrp//yjhG//hprR//glpK//dinD//solA//mdoD//yhjB//smrA//speG//ygaV//rplT//ldtA//tolA//tdcG//ybcL//amiA//thrB//artQ//atpD//mepA//rof//ftsY//argO//rpe//argB//nikR//agaA//pabA//aaeB//ruvA//sdaC//aaeB//dacD//feoC//lit//
GO_0006413_4	tusA//narQ//ptsH//
GO_0006414_6	gshB//panD//napF//dcp//leuA//ynfK//scpB//rnd//iraD//
GO_0006415_7	mscK//torS//srlR//ftsZ//rpoS//ygiS//fadM//
GO_0006417_7	ydhC//paaJ//ldcC//cheA//ybbW//ubiB//acrR//glcB//torI//ulaG//fixB//gspI//ybgI//cspG//alsB//aslB//fixA//alsK//yggE//rlmI//deaD//yebK//yhbY//fadB//yceO//insI4//rsmJ//ghrB//casD//ydiR//trg//preT//dcm//scpC//hicB//lptD//rplA//hyfR//dinI//
GO_0006418_7	yidZ//mdtC//ygiW//ppc//deoB//dinG//ahr//cfa//kefB//rpsQ//ycbX//yehP//narX//ybaM//dnaQ//acnB//torC//lolE//murQ//nagK//rlmL//dcuR//pheS//yghG//creB//
GO_0006419_8	malE//
GO_0006420_8	ycjP//
GO_0006421_8	satP//
GO_0006422_8	lolD//
GO_0006423_8	nagZ//
GO_0006424_8	ftsE//ychF//
GO_0006425_8	prfA//
GO_0006427_8	fecA//
GO_0006428_8	nimT//
GO_0006429_8	waaQ//
GO_0006430_8	rnhA//patZ//
GO_0006431_8	atoS//
GO_0006432_8	rpsR//ydcR//
GO_0006433_8	ridA//
GO_0006434_8	menI//
GO_0006435_8	ycjD//
GO_0006436_8	etp//
GO_0006437_8	hyfF//
GO_0006438_8	epmB//
GO_0006446_8	recO//dinI//rutR//manX//rna//ftsK//mrdB//
GO_0006448_8	deoB//zitB//fryC//tamA//tdcF//
GO_0006450_4	cnu//menF//fruB//slt//wecC//yahD//ycbU//sgcC//waaY//betA//
GO_0006451_7	tdk//
GO_0006457_3	yegV//bioB//hisP//rpiA//kch//rimJ//flhD//ldcC//fimZ//ybaK//fabI//ffh//gsiB//tag//argH//exoX//rzpD//yhbO//icd//ddlA//ybhR//pbpG//ygiV//crp//exbD//ompW//atoC//ydeE//fimB//elfC//dadA//wzzB//dinQ//rsmG//alaS//frmA//fliM//fryB//pabC//ydiZ//
GO_0006458_4	clcB//tdcD//rplA//uhpA//recQ//idnD//rraB//nrfG//
GO_0006464_6	dacB//fimA//ftsZ//ydcI//asnS//rutG//alr//mrdA//ilvM//serA//ybdR//fepC//cadB//bcr//phnG//pdeD//yafN//yagE//pepN//yihI//ftsH//rph//groL//yfaL//glcB//yebZ//rclA//ydiB//atpF//pyrE//greB//narK//yedA//tpiA//waaG//pyrB//lsrR//nhaR//map//kdsD//sodA//lpp//prpC//trpA//amiD//mscM//ygfZ//hemH//btuB//aceB//dld//ribA//mntS//minE//yfhM//rrrQ//lplA//fliM//mppA//hicA//etk//mtnN//fadK//glnS//pdhR//yejF//glmS//ygfZ//rsfS//kefF//guaA//rutB//feoC//ybiX//uup//ndk//nlpI//sgcB//mlaB//ynbC//tbpA//lptC//cmtA//yhgH//nlpI//yiaA//efp//ycjW//dcp//epmC//tatA//yagE//yebK//yedX//ssuA//ratA//sad//frmR//zntR//yajR//ygbI//rmuC//radA//yihL//alkB//ybdH//yqaB//kefC//menB//yddG//cspD//rpiA//yihV//ulaA//wbbK//yjiQ//sohB//ydeO//hcaC//sufD//arcC//recA//uvrD//yhdX//yfbU//dusB//nhaB//sthA//dgcJ//hrpA//essD//aaeR//yihT//insH-6//deoC//ulaC//opgE//cysW//mug//iraP//dgoK//secG//
GO_0006465_6	radD//ydiP//yfiR//
GO_0006468_7	gsiC//bipA//ybcQ//mglA//nanK//trmH//mngR//yjiQ//ybjX//ldtB//asr//ibpB//nrdA//hypB//ulaF//nemR//pyrH//ibsD//truC//artI//gltI//tag//nac//gadE//ytfP//rimK//rplJ//potG//grxD//glgX//mobA//efeO//waaG//glnH//cdgI//gntR//rplL//yfcQ//sbcC//waaS//dgcQ//aroH//wecE//ulaB//pdeH//rlmI//fdnH//pmbA//oxc//yraR//araD//sxy//rpmJ//
GO_0006470_7	ldtC//trmI//malP//melA//waaG//dpiB//napD//tatC//uspE//csgE//ansA//map//narG//accB//ompN//bglA//
GO_0006473_8	ubiF//ispH//yjhP//prfA//hybD//queF//hslR//waaS//ariR//yehP//elaA//yafC//
GO_0006474_6	ubiX//yfjR//mdtI//nrdI//yejF//
GO_0006475_9	chbC//crp//
GO_0006476_8	kdpB//tusC//fur//
GO_0006479_5	ydiR//oppC//aroH//alsA//aroD//yadN//hpt//thiL//
GO_0006480_6	sfsA//
GO_0006486_5	ppsA//
GO_0006490_5	nadD//
GO_0006497_7	mdtD//
GO_0006508_5	truB//mltG//phoU//ygaV//ybgI//hokE//insA-1//yebC//recC//wecE//selD//hicB//cydD//hofP//ibsD//recF//ppc//zntA//mdaB//potD//bisC//azoR//yahB//yeiE//fhuC//yggX//thiE//gshA//pheT//csdE//fkpB//yegS//yihS//elfD//gspI//ilvM//tolR//intA//metF//idnK//insI3//xapA//uspC//dgcF//glpB//pfkA//talB//murQ//djlC//fic//yidR//lpxM//basS//cmoA//glvB//
GO_0006515_7	tyrS//ytfQ//prmC//yeeO//
GO_0006517_6	elfG//ftsZ//ccmH//ascF//
GO_0006518_5	ispH//nanR//rutC//dusB//nhaA//insK//cdsA//ftsP//paaA//chbC//ycfL//pyrD//ydaV//narP//iscS//guaB//hybB//waaU//acrF//xapA//ycfJ//araE//astC//ldrD//thiH//rfbD//valS//gadE//ygiS//oppF//yebQ//sufB//flgI//yggW//argO//ralR//agaA//putA//ybiJ//modB//rhtB//yjfP//ycaN//degP//ispG//kduD//chbA//melA//lsrG//fabA//cydC//yjiX//yfaE//rpsG//cysG//yjhP//etp//rlmC//ydcT//csgE//flhD//chiP//gudP//proC//fiu//yggP//puuR//hisB//ruvC//mutL//nrdB//astB//yeeO//srlR//gatY//caiT//rcsA//
GO_0006520_4	yihR//ycgB//wcaJ//cdd//rsmF//mdtQ//mtr//aspS//xerD//yfaL//recN//treA//gspJ//opgG//macB//uhpC//oppF//dgcT//argH//nrdI//pinQ//dtpC//ibsC//mtlA//rsuA//yfhH//mdtQ//intS//scpC//asd//gshB//plsB//cpoB//yebZ//agaB//pncB//appB//pyrE//ybhA//cusC//hns//gluQ//hicB//glxK//gatY//pykA//gntU//murR//zinT//wcaB//pgpA//yaiW//yehA//recR//mnmA//relB//yoaB//dinD//mltG//nhaA//rzpR//lptF//trmA//ileS//marA//gfcE//yagG//ghoT//rarA//hpt//yidH//csgD//ycfJ//maa//ygfX//argA//dtd//yibA//dusB//cydC//rpiA//mraY//tus//rsmE//ytfE//satP//waaO//kbaY//chbR//aaeA//yfbV//sdhD//cmk//gltK//yfcA//dxs//oppD//pfkB//moaD//uxuA//elfD//potH//mtnN//nudF//flgB//envR//fau//rplM//frr//hflX//yihT//lpxC//yihP//ydcS//opgH//ampE//ybiA//nadK//bamC//cstA//pta//actP//higB//fdnI//ackA//raiA//rlmD//rpmB//potB//proX//bluR//rcdA//thiI//ymjB//mdtF//udp//sdhD//ydhK//cheR//ybiO//mtfA//pdeK//brnQ//sgrT//fdnI//yidA//tdcB//ltaE//iscA//rlmH//efeO//rpsH//cynT//lepB//argH//yhjX//aaeA//trpA//argO//aceA//erfK//galP//rlmG//icd//rpsA//asnS//pitA//osmC//gapC//guaC//prc//thiQ//syd//yihU//speA//pgpB//ybcF//ynhG//decR//ligA//dapB//secE//potG//tyrS//flgB//galE//ytfQ//frvA//murA//metG//phoU//cysG//msrA//yjhP//yhcH//ynhF//ruvA//caiF//ppiD//casB//mntH//livK//
GO_0006521_6	aceF//tabA//nagB//
GO_0006522_7	yehD//arcC//rzoR//gltK//hprR//guaD//rplN//
GO_0006523_8	rffM//yafO//treC//mmuM//
GO_0006524_8	puuB//yihP//yeeA//
GO_0006525_7	nagB//selU//yieL//yaaA//dhaL//fryC//gnsB//oxc//leuE//glgX//rplI//pdxB//prfB//clpA//uspG//shiA//gloC//yihT//glnP//ndh//yfcU//
GO_0006526_8	nuoI//menI//yhjG//yfdC//nirD//hscC//gspE//pgk//xerD//cobB//ynjD//ndh//hipA//
GO_0006527_8	yajD//evgA//rrrD//rcsC//ycjU//yccX//nuoB//betI//lolB//
GO_0006528_6	rfaQ//yiaA//nanT//yihW//
GO_0006529_7	pdxJ//fryA//
GO_0006530_7	appA//rbsB//
GO_0006531_7	iap//flgB//prpD//ilvB//allS//tap//pgm//yjcS//
GO_0006532_8	sucD//sgbE//
GO_0006534_6	opgE//secD//pdeD//srlE//fis//ettA//alsB//yiaU//pyrB//atpC//arsR//gabP//lpoA//
