#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	scpC//rutF//narQ//ygiV//
GO_0055073_9	mutY//
GO_0055074_9	ebgA//
GO_0055075_9	endA//
GO_0055076_9	yjjU//mcbR//mtlA//fryC//caiD//serB//narJ//lysU//tcyP//metK//yihW//arsR//gcd//yrbG//yjeI//uvrD//xylG//alkB//pgm//sdaB//tolC//hisH//
GO_0055078_9	ugpA//rof//thrA//
GO_0055080_7	glpA//ychO//rpsS//hisH//rhaT//recO//rlmB//ilvE//narG//ldtC//mipA//ompL//narY//pncB//relE//rlmM//bioA//yehB//rseC//murQ//gatD//garR//ycbB//cusA//insB-4//lepB//ydgA//sucC//gpsA//hdeB//srlB//emrY//dnaG//glxR//cheW//
GO_0055081_7	ribF//
GO_0055082_4	tamB//lpxK//ftsQ//yjjX//cytR//iaaA//hybG//soxR//yghW//yggW//thiQ//yidA//mlaE//lhr//gspF//hprS//clpB//cmtB//cysW//sucD//zapD//lpxD//kbaY//yieE//ftsN//kdgR//ppsR//mliC//cyoE//kduD//tsaB//moeB//dhaL//glpG//
GO_0055083_8	yhaO//
GO_0055085_5	nmpC//coaE//waaC//chpS//appY//gsiA//lsrR//lptC//gph//fsr//yddA//gadW//yidP//kdsD//envC//opgE//hemN//ymfK//pck//mlc//ispA//ydiZ//sodB//hypB//tldD//yeeO//yehZ//eutB//cpdA//fecC//pfkA//yedL//pdeR//guaA//pepQ//cysS//proS//bcp//rffC//gsiC//rluD//argP//mngR//glcF//ybhG//upp//sapD//surA//hsrA//ybeF//basS//pbpC//ynbD//fhuD//dtpD//yoeE//pgrR//acs//malS//fimD//tdcE//pinQ//csgA//gsiC//menF//rpiR//znuB//uhpB//yabI//acrR//uxuR//phnP//kch//fimE//ampD//ydeI//yfhM//ydiK//frvR//cysU//narG//upp//rpsL//ubiG//torC//ffh//rnhA//arnB//pyrG//prpR//xapA//dinI//nrfC//fdoI//minC//hlyE//pppA//pepQ//ygfZ//pyrE//pheP//fadD//mmuM//frdB//glpR//leuE//ccmC//yfjV//mrcA//frdA//ybiH//ruvC//rffT//relB//mdlB//polA//helD//rnd//yqcC//chbG//manX//abpA//dtd//pdeL//aroP//add//mdtD//dgkA//rplQ//waaC//tufA//phnK//folC//fecA//hdfR//ligA//dcuS//yqaA//secB//tynA//hyfF//pgsA//fklB//nhaR//ybbW//hyfF//grxD//secE//yfgO//mdtP//proW//ybcC//yihI//tyrB//ydcT//rffH//nrdF//mscK//dnaN//murQ//rutE//yihP//murR//ddpA//rstB//tatE//yhfS//nagB//dmlR//hicB//yfcA//gadW//yedA//tpx//cynX//frdB//narW//pgpC//fabB//ygeR//gntU//rep//yhjA//mqsA//galK//entH//mpaA//ycjQ//astB//dppD//uidA//lptG//nrdE//gntU//tdh//ilvH//hcaE//ydjJ//queD//hpt//yggT//arcA//yaaY//asnC//tsaC//secY//ortT//rpmG//cpxR//tsgA//cobT//argA//cusF//pabA//speG//narP//yajO//frlA//ygeR//lpxC//hinT//bioB//deaD//betA//dpiB//hybC//ychO//garR//gntT//rluF//bamD//pdxK//mltD//ftnA//ydhJ//hemD//rusA//sgbE//gloC//yhdZ//cyoB//ybaQ//yjtD//gcvA//yihV//rlmA//lplA//hisI//fepA//selU//phoR//rdgB//mdfA//argI//tgt//yddL//aroC//rpoD//lpp//selA//insB-4//xylA//zapA//citE//pgi//yadI//pspF//ybaT//leuB//uraA//rihC//dmlA//ttdA//rhtC//murQ//atpG//recJ//tabA//agaA//ycjD//fliK//orn//ygjK//ypjD//rstB//epd//ushA//nrdH//bamD//frdB//nupC//yagU//tatD//hypA//hypC//atpC//rssA//metK//ybiA//tusA//yihT//eutA//nrfA//surA//malS//glpC//hslU//mscM//rbsR//nac//napD//rssA//msrA//yeaE//mdtI//iap//ybjN//ibaG//xylR//frdD//lepB//yebC//emrB//dsbC//ydbD//dkgB//dnaN//yadK//yidR//uvrC//insI-2//nfi//wecB//yfaL//poxB//adiC//ileS//alsK//livK//proS//hyfA//pdxB//mlaB//rhaD//dld//ybhF//pckA//trkA//cheR//ycdY//ybaQ//ytfP//dsdA//ydjL//hypD//yqiI//ilvI//dnaG//puuR//hisA//alaE//dacD//rcsB//sspB//hmp//lsrG//rimP//upp//rhtB//bioC//fimG//ibsB//mdtF//dsdA//rpmH//fimE//livH//accB//yiaA//chbR//uhpT//cysD//secF//ydaN//clcA//gabP//rtcR//phnJ//sbmC//elbB//ydhQ//yiaB//purC//rppH//hypC//luxS//lacI//waaL//rpmE//nanS//fadA//waaC//pnp//dgoR//waaH//dacB//yeaD//aroH//cydC//rnhB//prmC//ykfI//dppD//yciG//amyA//arnB//tauA//lspA//plsB//yohD//amiC//map//envC//arsB//cysI//yihT//rpiR//adiY//crr//rlmF//entS//yhbY//
GO_0055086_4	ybiY//hpf//hypT//rpsH//tauC//gpsA//kefB//ompT//uvrC//yjaA//rplX//yqcC//phnP//hyfA//rpoA//glpR//gstB//dxr//greA//sucB//rbsB//preA//tktA//tilS//asnB//hdeB//rhtA//proC//mlaE//fadJ//purB//dnaG//folX//degP//hycI//cydB//fiu//cas1//envY//add//manA//livG//lysA//dicB//ytfR//paaK//yagJ//yqjI//ghoS//yahI//phoB//pgaA//msrB//hflX//mdtM//glnP//yebC//mrcA//upp//ribC//cdh//acnB//tcyP//ybhA//pepQ//ybiV//napD//ybdO//ydiR//araD//nudB//rbsA//sfmH//ftsQ//rpsD//elbB//pgi//nikB//metC//opgH//ycfS//frlB//sbmA//malX//rplW//tsaD//rplK//fimI//pdeL//yjeH//phoR//dtpA//acpH//yceK//hlyE//fabH//yqcG//zraR//yhdJ//yebK//yiaU//nimR//htrE//speC//essD//rutC//yajL//yjbG//sucA//ompG//fixA//pdxJ//ygcR//mdtA//actP//yggX//tolA//recN//ygjK//folD//yahD//hyaB//nrfA//cmtA//holB//torR//dfp//gspI//ygjH//glxK//secM//xisR//pheS//pdxH//btuE//gfcE//allR//zipA//ssuC//gutM//nsrR//plsC//emrY//nagA//cdd//fur//rplF//sufC//umuD//galR//ratA//ydjJ//pppA//mdfA//uhpT//yidK//dtpD//rrrQ//potD//ftsH//araF//curA//livF//xylA//nsrR//ompF//agaW//yfiF//intS//fecA//yfhM//dnaA//
GO_0055114_3	pgaA//citT//gltI//topAI//baeS//ygaZ//surE//mug//fumB//yeaG//glpF//iaaA//curA//mqsR//acrF//msrA//cynX//lit//insI-2//folX//ydeM//glmS//proB//mliC//ychF//trpD//mntR//tyrR//ybgQ//yiaN//fabD//yhdW//ybaO//hisH//rpnB//ettA//dcuR//xseB//glrR//hycH//rutG//tyrA//yggF//cmoA//ydfH//araE//gatB//ada//rutB//yijE//mepM//gltP//yjiX//waaP//hslU//yfcS//btuB//prlF//ratA//yehB//arnT//aas//ymgC//opgE//pdxA//hdhA//fadK//pepD//dhaK//ychH//gloA//yihT//eco//ackA//emrE//umuC//mdoG//ydaN//eptB//phoB//yfdR//yjhH//cof//yfbV//purA//glpR//ghoT//hofN//moaE//gutM//fecC//eco//tpx//uidR//dnaT//acrE//sucA//nemR//mnmG//yggW//hflC//mobA//waaQ//ftsI//trkA//ftsI//wecA//lpcA//proC//citT//lpoA//tig//yidH//rhaT//thiE//atoS//yeiE//bolA//ynfF//groS//sspA//rpmE//ybdN//gltB//gluQ//bioA//iscA//glmM//citG//cdgI//gadA//gltB//bcsA//insA-2//yeiL//yceO//yehT//yagG//ibsA//mtr//casD//rrrQ//nhaR//surA//rfbD//ftsX//ubiF//paaH//tcyJ//mdfA//flgD//aceF//hybB//gntT//dppD//phnM//yahB//hupB//dkgB//ccmA//mprA//udk//fimC//ebgA//tig//mscS//lpxC//btuC//ygjR//yeaG//yjcO//mraZ//yghU//yeiG//yggE//fkpA//murA//ansA//lpcA//ycjP//gsiB//manZ//ygiV//napC//rutD//sgrR//uidA//trpC//gspF//cstA//mltF//mepH//
GO_0055129_5	yfcA//tktB//yeiG//
GO_0055130_8	fhlA//sdiA//
GO_0060003_10	ppx//nemA//bcr//ynjD//
GO_0060255_5	pflC//rclA//dsbB//folA//fsr//hisD//pstS//rluE//phr//amiC//ilvH//artJ//mltB//rfbD//ftsX//hybG//rlmI//wzb//hicA//yfdK//napF//potB//speF//asnS//yfdO//truB//paaC//yciV//artQ//pheS//bluR//fruK//ruvC//tdcF//aroG//tap//sgcA//sdhC//fimA//zraS//bioC//tolB//yjiA//fumB//idi//lpd//yjcS//insI-1//flgB//yfeD//ilvB//alpA//rhsD//borD//rutG//crr//insE-1//prs//betT//cspA//cspE//yidL//dctA//pepB//yfbR//rnpA//bamB//purR//ybiW//aaeB//marR//csgE//ispU//speB//fcl//pepA//ypdB//rnt//ttdA//fabR//rimJ//fliS//poxB//ulaC//sgbH//tufB//xisR//yqhC//cvrA//galR//groL//nanE//asnC//ilvM//galF//dacB//prlF//yiaU//clpB//ghxP//napA//ddpA//dmlR//rssA//yjhI//ibpA//ftsI//lpxT//secA//mntP//psd//hflC//lamB//yehZ//xisE//flgK//ruvB//hisA//ilvI//idnK//rzoD//frmB//polA//cirA//gloC//yfcU//ansA//wrbA//yheT//ybiH//yeaK//perR//argG//mdtJ//yfeO//idnO//prs//phnL//dpiB//oxc//msrC//crl//nanS//prlC//yhaV//ypdC//recT//iscA//mgtA//elaA//mnmE//shiA//ubiH//adhE//yjfP//ldrD//nhaR//cpsB//dicC//hyaA//tdcR//nanT//nadD//ndh//kdgK//poxB//bamA//mnmG//hokB//rutR//ftsB//malG//rnt//flhA//nudB//clcA//yohC//rpmB//xanP//ydcO//moaD//prfC//glrK//fdx//ycgB//cynT//panE//rimM//guaD//mnmA//xylF//rpmE//ydcI//rpsD//envY//rplE//guaA//hpt//hflX//hemN//ampE//ddpA//aaeR//yohC//yihS//malZ//uhpT//insI1//wzzE//cysH//pgaD//idnT//kefF//rplF//ogt//araE//cas2//queC//emrK//rcsB//ubiG//leuB//tbpA//hyaD//cysH//ubiE//tsr//wecE//ybdR//frvB//yhaC//phnK//dgcQ//lgoD//hisB//yjiR//frlB//smrA//insI4//dinJ//malQ//nfuA//xylB//nrdD//fryC//queF//ttdB//glrK//mliC//bsmA//rbsB//ydaV//flgK//glxK//ytfE//dpiA//srkA//nth//hybE//murD//holC//dgt//ycaO//agaA//mdtD//lptE//citC//cobT//glpG//prpD//waaF//kdsB//aroA//ppx//rsmI//elfA//dnaN//eutD//yidD//degS//rpmE//glpX//osmY//asnB//mppA//ssuD//dnaJ//alaS//abgR//uidR//yhjG//ycgR//flgM//rcsA//yjeI//yidD//yfeO//trpD//kduD//lpxB//fau//fkpB//xylH//zapB//sutR//oppB//cpsG//yidC//ydjE//ghoT//yeaG//aspA//sucC//hisM//ydeP//lptB//cheA//ybhS//cusS//menF//cof//rzpR//yahB//yobA//metK//ydfD//tolA//sodA//yhaM//artP//rluD//holA//ribC//araC//nupX//speC//dicB//tus//ycbB//argT//sbcC//tpiA//tdcE//insI-1//hofQ//rpsK//hypD//epd//dacD//degQ//ynhG//ccmH//rnt//pdeD//
GO_0060274_5	gadE//
GO_0060326_5	arcC//
GO_0060341_5	insH-5//caiE//
GO_0060491_5	rusA//citT//ibsD//yfiF//
GO_0060566_8	glmM//
GO_0060567_8	hypA//sucB//cueO//
GO_0060699_8	ldtC//yhdJ//ttdR//sufE//feaB//
GO_0060700_7	sgbH//casC//pepT//csiR//thiE//
GO_0060701_8	nadK//ybjD//trpC//rimL//puuC//
GO_0060702_9	ykfI//obgE//mcrA//ompA//yciK//
GO_0061013_7	mngB//rlmJ//trpA//hofC//iaaA//
GO_0061024_4	feoA//cyoE//wecA//ybdZ//ibsD//fucI//pstA//moeA//rhaS//oxyR//ispH//ydjK//
GO_0061077_4	map//ilvC//yjjQ//rtcB//yccX//fdoH//gcl//aphA//arcA//cvpA//metG//yjgX//nemA//fetB//ybjD//gadC//alsC//aceA//rffH//rpmF//flgB//frlR//rutB//
GO_0061475_9	tcyJ//
GO_0061504_8	actP//
GO_0061610_5	mepM//
GO_0061615_7	fucA//insA-1//
GO_0061687_3	nrdR//rfaE//yraI//yegT//yhjA//yieE//
GO_0061720_5	ttdA//truC//nlpE//marR//
GO_0061727_6	yhbY//opgC//tyrS//lacY//holE//potH//nrdH//alsB//phnN//mobA//ybbY//xylE//tauA//sgcE//rhaR//yafQ//paaF//gudD//grcA//bamC//ynfE//accD//prpB//xisE//
GO_0061984_6	yegS//
GO_0061985_7	rfaB//
GO_0062012_5	nagB//yciG//dinG//ompL//dppA//nrfF//yieK//ydcI//fliM//sspB//hcaR//
GO_0062013_6	crfC//fdoI//hipA//
GO_0062014_6	pldB//lyxK//
GO_0065002_6	patA//hpt//frvB//dhaM//hsrA//yneJ//infC//lspA//
GO_0065003_5	yehP//ymjB//rplL//argF//tufB//fruB//metG//ynjD//cynS//ptsG//lldR//rfaF//yehT//hchA//paaF//bglH//rplQ//flgB//ygaV//icd//glpF//ulaB//mngB//clpP//btuC//rimJ//cysN//yciV//dsdA//lepB//fabD//nrdA//elfG//torR//ykfM//rpsJ//ydcT//selD//tsf//bamA//feoB//pdeH//yahN//atpA//secD//ulaE//trkH//bioD1//nac//plaP//znuC//cdh//ydjJ//leuO//mrr//xylH//ftsZ//preT//cspE//cueO//marA//cytR//ydjJ//metL//oxyR//aroD//glyS//mmuP//miaB//wrbA//ihfA//frdD//hcaD//fliD//gltK//nikA//lipB//cpxR//rplI//gatC//yhcD//sucA//ptrA//gpsA//thiI//lsrK//lgoD//rng//degQ//rdgC//ydbD//rsmJ//
GO_0065004_6	ftsX//
GO_0065008_3	fliA//allB//narZ//yehP//dnaX//glpT//csiD//narQ//smrA//ada//aslB//ldtE//panF//zapE//yihS//purR//yibT//pdeF//ygdG//ispH//insK//gcvT//gshB//yaaU//entE//ygfX//nadE//dsbC//ydjE//thrB//yehC//alkB//glnS//speB//ompA//rlmI//lgoT//mdtC//sppA//fhlA//yjcO//chbA//rpsT//phnK//rpoA//truA//yhaC//yjfF//dhaR//btuR//tufB//acrB//der//moaD//ybiT//nlpE//fliD//menE//recJ//dgoR//marR//creC//appA//cobU//rsmA//rimM//iraM//pheS//rhoL//ilvM//polA//gph//cpxR//yidC//aroA//ulaD//yfcR//rnd//mrp//mltA//hicA//nfuA//higA//yohC//ruvA//smrA//bglJ//hxpB//mngR//ybfA//oppD//pepQ//yjcE//epd//bcsQ//appY//yfdC//yghB//rnt//glsB//dicC//zipA//yrfG//nusA//rfaG//lysP//ybiV//cysA//torC//ycfL//hisB//arnE//ynjA//nanR//arnT//moaD//osmY//cra//envZ//apt//recF//yjbE//hldE//folE//yddL//thiP//gltS//malK//hipA//cysU//dpiB//
GO_0065009_3	yjjW//nanA//xthA//gyrB//hybA//yghB//rlmJ//waaY//betA//adiY//ompG//yedP//trpR//pdhR//fecD//rodZ//essD//metQ//yphD//bglX//iscS//yfaU//mdtQ//rutF//ycfH//nhaA//yidE//lysS//thiE//bioD1//yjjX//qseB//smpB//trkA//sfmC//yhcD//mipA//rhlB//yjhB//lplA//ynjA//talB//rzoD//ybiO//ldcA//waaH//cof//dcuS//psd//recR//yhbS//ygiV//narZ//yidD//yghU//manY//clpX//tisB//narL//cbpM//proW//eptA//erpA//mdtF//cas1//hipA//tap//ahr//gsiC//rsmI//yehX//gyrA//narP//gsiD//nrdB//hypC//rhtA//
GO_0070084_7	rhaA//
GO_0070085_3	copA//torD//
GO_0070178_5	ssb//
GO_0070201_6	ghoS//rraB//exbB//
GO_0070206_7	kdpE//tdcC//ybcM//mprA//
GO_0070207_8	rraB//rhtB//atoS//uspF//
GO_0070297_7	hemG//
GO_0070298_8	nuoI//
GO_0070301_6	intS//hemD//glcB//ybjL//emrB//ycjP//yaaU//panF//rpsT//yfeD//
GO_0070329_5	yhhT//ppx//
GO_0070413_7	dgoK//ynhG//
GO_0070415_6	cysN//yraK//
GO_0070417_5	ymfA//rpsK//hcaR//fecD//
GO_0070453_7	xseB//
GO_0070475_7	cydD//trpA//nuoF//dnaB//talB//cynX//thrB//glvC//fliZ//yafS//qseB//recQ//rsmA//yiaO//yihX//mltF//frsA//dld//pbpG//
GO_0070476_7	lysR//modA//
GO_0070482_4	flgC//metI//yfbV//cyoD//
GO_0070525_7	pabC//ubiJ//mutT//hcaE//
GO_0070574_9	gatA//dnaJ//fepC//caiF//
GO_0070581_8	eutN//
GO_0070588_9	ybiJ//
GO_0070589_6	murE//patA//erfK//ratA//hdfR//ybaO//adiA//ykgO//idnD//lpoA//phr//arsR//yiaB//clpX//yeaE//asnA//fepD//flgJ//intZ//ydbD//acs//pepT//gltS//diaA//yebG//yraJ//glcF//hemF//sdhE//metQ//yehW//hcaF//nusG//ytfP//coaD//gutM//dnaJ//hsdR//murG//elyC//potH//yddG//rluA//
GO_0070627_10	uspB//
GO_0070646_6	truC//
GO_0070647_7	mog//
GO_0070689_6	tag//metR//
GO_0070716_8	melR//
GO_0070726_5	yggW//holC//
GO_0070727_4	fadB//era//yneJ//aldA//yciK//yihV//nikD//gspI//allB//puuD//rpoH//rhaB//ycbB//phnG//rssB//mdlB//malE//
GO_0070778_6	dtpA//setB//
GO_0070838_8	ygaV//fadI//ygfX//metQ//ymgA//ybaE//melR//waaH//trmL//gpmM//rtcR//flgC//yfcP//secB//pepA//
GO_0070873_7	phnC//argB//
GO_0070874_7	phoB//
GO_0070875_7	frdA//
GO_0070887_4	fur//ydcO//tdcE//yigB//zraS//cysZ//glrK//yqiG//narW//zur//gsiD//qseC//fiu//mdtO//murR//fdnH//secY//dcuS//hyaD//mutH//livF//glrK//oppB//thiM//wecE//ytfQ//dnaQ//mlaF//pnp//yjjI//yihR//ydjH//ribD//holA//yodD//fabI//gatB//cheA//ymfK//pepT//dnaT//speE//rpsN//glk//yhiM//yejA//pspD//thiH//pdeF//kduI//nanR//ybhR//erfK//treR//kduD//ridA//csgF//btuR//frvA//arnF//
GO_0070894_6	amiD//
GO_0070925_5	yjbE//deoC//norV//glnP//mltG//oxc//rlmM//ycgV//arsC//mraY//
GO_0070930_7	bioF//
GO_0070972_7	gltD//
GO_0070981_6	ibsC//
GO_0070982_5	solA//
GO_0070988_3	arcC//ubiG//
GO_0070989_4	pgaB//
GO_0071103_6	allR//bdcR//yihI//ykgO//topAI//yhjC//hisP//scpB//waaY//ypdA//zapE//cobU//trkH//mreD//cheA//sulA//abgB//glpG//panD//
GO_0071139_6	ascG//puuP//
GO_0071214_4	xdhB//rnhB//ivbL//yihR//rplR//treF//putA//barA//metG//rzoR//hofN//frlC//narW//alsE//yhhT//atpE//puuD//hypB//mhpR//pgaD//dcyD//trmB//thrC//tynA//
GO_0071218_6	fimE//
GO_0071229_5	amtB//fieF//kdsB//malE//hslU//
GO_0071230_6	slt//
GO_0071236_5	soxR//ulaA//dmsA//hxpB//cueO//gcvH//fadK//yhjX//tyrS//etp//basR//uvrC//basS//frwB//ybdR//eno//ccmH//dnaA//
GO_0071237_6	glnE//msrC//
GO_0071241_5	dnaC//rpnA//feoC//tnaC//bioD2//rzpR//yjtD//ygiB//gpmA//nimT//dinI//glcA//rna//rlmL//ldrD//sgrR//ybhJ//
GO_0071243_5	cbtA//
GO_0071248_6	comR//lpp//fepG//nadE//bipA//ydcS//ltaE//hybO//tdcR//sspA//fadA//yjjQ//nth//gltL//
GO_0071249_6	rraB//flgC//
GO_0071250_6	ftsL//ykfI//
GO_0071265_5	gcvA//hyfA//lptC//rplP//lysR//
GO_0071266_6	atpH//fliA//
GO_0071267_6	yfaV//yfiE//agp//
GO_0071270_6	metF//cpdA//
GO_0071271_7	speE//osmE//
GO_0071276_7	ydjH//frr//
GO_0071280_7	pyrH//btuC//
GO_0071284_7	yobF//
GO_0071286_7	rnlB//murE//
GO_0071287_7	artJ//
GO_0071288_7	ydjH//nemR//
GO_0071289_7	rbsK//
GO_0071291_6	galK//
GO_0071292_7	ade//gppA//
GO_0071294_7	glmS//nudC//
GO_0071310_5	argP//hflD//atoS//trmA//zapE//csgF//infC//rhmD//hyaA//napB//yadI//
GO_0071417_5	narP//lon//rpsI//
GO_0071421_9	proS//rplE//phnO//
GO_0071422_7	argH//groL//yggN//
GO_0071423_8	arfA//
GO_0071453_5	sgbE//cysS//aidB//
GO_0071454_5	frr//sutR//
GO_0071456_5	nikE//
GO_0071467_5	mog//ygbM//rsmI//corA//kdpD//dpiB//rbsB//atoC//minD//hybO//dppB//
GO_0071468_6	ycfH//yjhP//metC//yebK//ldrA//btuR//gcvH//sdhC//sucA//ccmD//
GO_0071470_5	dgkA//yidZ//kdpF//hycI//iaaA//mreC//gyrA//patA//coaE//thiP//
GO_0071474_6	tadA//rpoE//allC//kduI//
GO_0071478_5	alkA//msbA//clcA//
GO_0071482_6	aphA//bsmA//gudD//
GO_0071483_7	yjjW//
GO_0071495_4	ybhI//osmF//pdeF//
GO_0071496_4	thrA//ybjN//rseB//glmM//yfcA//epmA//ugpA//srlD//ycbX//mreC//manZ//tauC//phr//hslO//xseA//bioA//sthA//pldB//osmE//flgC//secA//secG//hisA//entA//hypE//btuC//zinT//yjgX//yhhZ//wecB//yhdH//flhE//appY//waaQ//ybbW//edd//folC//trpD//dgoT//moaB//pgpC//lrhA//acrB//yjjU//pyrC//dcp//higA//yddM//cueO//rclB//mltB//menC//flgB//
GO_0071500_5	ubiA//
GO_0071502_5	folX//
GO_0071545_6	rapA//arnA//
GO_0071554_3	yafQ//matP//ulaA//allR//miaA//ppiD//yhdJ//intS//ptsI//gapC//yjhG//agaS//yhgH//dgkA//cof//dgoA//modC//dapD//tcyL//eno//tar//ybhF//yjcE//
GO_0071555_4	pmbA//pgi//galU//rlmC//thiL//wza//ftsP//murD//livH//ung//pepA//tehB//ftsE//
GO_0071577_9	prmB//ybjI//envR//ptsG//yhhZ//hupB//panE//
GO_0071616_6	hybB//nupC//
GO_0071702_5	glnA//arsC//nmpC//hupB//cas3//hrpA//malG//modA//ppsR//hisA//mprA//iraP//ybbN//cca//dgcM//gnd//focA//arsC//yfcF//yjtD//cpxP//galM//yraK//dnaK//ccmC//endA//ydaC//prfB//ompC//metC//yjhG//hprS//sgcA//efp//mtn//mltF//pheA//arfB//hyfR//ygcR//tamB//pheP//setA//rclR//yqiH//nlpD//xseB//arnA//selU//rhtA//blr//gpr//plsX//rimM//moaD//lldR//aqpZ//sgrR//fabD//flhA//cpoB//glpC//ydaV//yhaM//hemC//xseB//ridA//ybdZ//nrfC//lolA//epmB//ygcR//nrfB//yebQ//fimB//dgcF//rsmB//hemA//yfbV//qseC//narG//menF//coaA//menB//ybhG//manZ//rraB//araC//insE-1//yohD//ampG//entH//rph//hflC//dinG//nlpI//ibpA//yebZ//cecR//shiA//fixA//hicA//ung//yfcA//epmB//tyrB//glnS//umuD//caiB//aroA//seqA//kduD//mngB//puuB//insE-1//araG//abgB//cbl//ariR//lgoD//yceK//topB//pgm//recC//gor//yjeH//accB//moaB//fabI//accA//livK//rfaB//bfr//gntT//dusC//tsaE//hyaC//yjhI//hdeA//trmL//ydcT//bluF//secG//hemL//lptD//cas1//msrP//ydgA//potE//ybbY//yjiA//garR//rspB//kbaY//ivy//treA//melB//epmA//trpD//aidB//mrcB//panZ//gpmM//lgoR//uspF//speC//ldrD//argC//gatZ//yebQ//kdgT//acnA//etk//mzrA//zwf//pyrH//nrdR//umpG//aroD//ybiH//yhjA//yfhM//truA//umpH//yijE//glmM//xanP//hsrA//yiiE//menC//btuR//srlD//ghrB//accC//nagE//iscU//cpxR//rpoH//afuB//cho//hsdR//fucK//psd//yiaL//yeiL//mocA//tomB//cobC//ydcS//ulaF//rnd//lsrA//cpsG//dgkA//ydjL//aroB//fecD//ccmE//rstB//manX//yhgH//hypA//recC//yraR//trmD//ndh//yaiV//trmD//tatA//rsmJ//yahF//ygfX//sugE//rsmC//trpL//ypdC//mraZ//glmS//purR//nhaA//uacT//moaB//xylA//bioP//ghoS//yhjX//fdhF//nusA//agaA//asr//trg//pabC//aaeA//rpmH//mutT//scpC//cutA//lpxK//argK//ampD//fdhF//caiB//glgA//nfuA//gph//lon//leuD//yhdX//cdgI//ydjH//rdgB//yiaA//gltX//tesB//def//ytfT//rluC//argT//ygfX//marA//ygeA//nikC//uidC//galR//degP//ybcC//rffH//yphD//ybaM//mlc//ascB//recR//obgE//idnT//gntK//aroE//fucK//tisB//eutB//ahpC//dgt//sucD//yebQ//menD//speG//rlmE//ldtD//essD//yfgJ//cdd//asd//ycdX//panZ//ycjP//pyrD//hcp//cpxA//fau//secG//glpX//yciE//waaO//nadE//cydB//ydhC//gntR//fadA//fimA//kdsB//lysP//cas2//appA//feaB//artI//adhE//ulaE//adeP//dnaK//groL//rpmA//luxS//yhjA//hiuH//tmcA//yaiV//eutB//yeaE//ydjL//yohC//rpsQ//dgcF//thrB//mgtA//hybO//yiaT//gspF//selD//galK//ydbK//fdhF//lpxD//nrdD//rpsB//holC//gmhB//ydcR//gadB//iscX//ydfH//rnb//zapE//mngB//ulaB//yihO//dgoT//yehW//queF//rffT//tusB//cspG//cobU//ybdH//modC//yidQ//rplI//mazG//hda//tyrB//eutN//fadM//
