#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcsC//ftsN//idi//rpoH//
GO_0050801_6	polB//rlmG//clpP//galE//crcB//trpL//talB//sucC//ybiX//dusC//marA//thiM//glgX//lptB//ycfL//ispB//yidQ//hslR//ytfE//pgk//sbp//rmf//skp//sufB//tap//fis//rsmI//opgD//hycH//yajQ//tolB//rplW//phnG//yjjQ//ubiJ//yoaA//
GO_0050821_5	fdx//pheA//lsrG//dppD//fic//
GO_0050918_5	ttdT//guaB//ygeX//abgT//
GO_0050919_5	bioC//
GO_0051027_8	uxuR//cydB//
GO_0051049_5	melR//pyrE//hflD//fruK//phoA//arnD//trpL//ybfA//pyrG//rfbB//trkA//nuoL//
GO_0051050_5	tamB//pepT//rutB//
GO_0051051_5	ompC//argK//hicA//
GO_0051052_6	cspB//sapA//leuS//lpxD//pyrD//yeaK//ftsX//pcnB//argG//dapF//fecA//yefM//fumB//cutA//
GO_0051053_7	wecB//ybiT//rmf//rplX//pheA//pdxJ//
GO_0051054_7	tmk//pgm//
GO_0051055_7	ybiO//
GO_0051083_5	yjgX//
GO_0051084_5	ygaV//tnaB//gadB//ydeI//folA//degS//tnaB//
GO_0051085_5	narU//frdC//yhdJ//yqaA//flgI//gloB//endA//
GO_0051090_4	ldtD//rplI//iclR//ygiV//argF//dapB//uacT//ydhQ//
GO_0051091_5	hofQ//potB//
GO_0051098_4	bepA//clcB//
GO_0051100_5	lapB//purC//
GO_0051101_5	tabA//
GO_0051103_7	setB//livF//
GO_0051128_5	hmp//nemA//efeO//metN//patZ//yfiR//mdtQ//pspD//proW//bdm//ldhA//rusA//narV//zntR//valS//ldrA//ispG//yidH//ybhP//pabB//ogrK//gcvR//hycA//cnu//ypdF//dusC//pdhR//cyoD//chbG//melR//ytfE//mltC//bcr//trmD//rplD//yieF//atpH//yjgX//exbB//csgB//allS//gdhA//pheP//ybiA//ygjH//yadN//ralR//yiiM//envC//yfeW//sgcR//fimD//ldcC//puuP//recO//hipB//mdtP//murJ//sapC//rssA//yddA//pgpB//ccmF//arsB//murA//citX//yhjA//sfmH//sspA//chbB//pflB//hyaB//waaY//dinG//hns//ftsZ//cysE//
GO_0051129_6	garD//napA//rpsO//bioH//fepA//insI4//yibF//ubiE//melA//cysP//fdhE//csgE//ascB//rplY//etk//ldrD//
GO_0051130_6	flgD//ynbC//rhlB//yoaB//fadR//ybjN//lolD//wcaJ//umuC//cydC//paaD//flgC//yicJ//fumB//bssR//oppB//
GO_0051131_7	yafN//pitB//
GO_0051143_8	pykF//
GO_0051156_5	rof//yieE//sucC//pldB//yehT//yjbF//
GO_0051167_5	asr//treC//cspB//
GO_0051171_5	purF//mdaB//rpnD//csgF//ppiD//yraR//ycfJ//tcdA//rbbA//gstB//mgtA//cyoB//gltX//insH-5//flgE//uxaA//ldtA//feoB//fixB//hslR//sucC//viaA//ynfF//dinQ//bglF//ygjR//hdeB//arnF//mdtN//murC//oppA//barA//shiA//treF//glnP//soxR//nrfC//chbC//umuC//sad//pepN//tktA//rbn//yhfS//manZ//gatD//rlmE//lysC//degQ//yagG//ahpC//yecS//lplA//hyaB//cra//mdtF//yghB//chpB//mepS//yqgB//pth//tcdA//fkpA//kdpA//radD//acrE//mliC//yehY//uxaA//prfA//frlC//hyaA//gldA//ybcC//nagA//ispH//xylH//yjeI//ygaH//ycaO//ybaK//kduD//yhbY//ygbM//focA//rhmR//tsaB//elyC//ybhS//agaA//dppD//mdtM//tdcA//ychF//pflA//etk//arnE//yqcC//pyrF//yihR//oppB//gabT//mmuP//yhdX//hybF//yfaE//ptsP//znuA//wcaJ//tdcR//yiaJ//rfbX//kefG//sixA//xylR//lplT//yjhC//gsiA//mlaB//chiP//hyfC//pdeD//gcvA//idi//dgoR//metI//insH-6//nusA//cadB//relE//bamD//fbp//ydhQ//yqjH//cpsB//rimK//agaV//ftsL//potF//ansA//mdtF//hybO//yibF//cheA//ibpB//ldrD//trmD//folE//blr//hemE//rpmE//queC//yiiD//agaC//rlmB//ynaI//yjjI//hdeD//hemC//ralR//yahD//yadI//yadI//mnaT//nrdE//kch//yihL//ibsD//ubiJ//wzzB//ftsI//edd//fadJ//mlaB//ydhK//kdpC//mntH//coaD//livF//yhaJ//pinR//mprA//sapF//arsC//prpC//yraH//mreD//yraI//yhiM//rpsD//moeA//frwC//yagG//dacC//nuoL//mug//mngR//yjbE//tsaB//mhpT//thyA//yhbQ//gshB//opgE//yhgH//ldtA//yobA//tpx//tdcA//arnF//proV//lhr//uraA//mazF//rpmJ//iap//rhlB//mdtO//cysK//cysE//fucK//yebS//htpX//iscA//ppiD//yahN//aaeA//tolB//hchA//mdlA//fhlA//slyA//bsmA//yadC//lolB//ydaV//msbA//alaC//trxA//ynbD//yadM//ybjN//surE//yiaL//setB//rffM//rplI//nanE//fryB//panE//bcr//pgrR//ulaA//cmtB//panF//frlA//dacD//lpxL//uvrB//polB//menF//yfgJ//polB//ybiH//ycfS//ybaQ//wzyE//asnS//coaA//yfhM//hslJ//ycfH//flgK//frlB//hcaR//cysZ//ynhF//glsA2//hyaA//rimJ//baeR//opgB//mntH//mgtA//cbeA//folM//yjjW//wcaC//mngB//mdaB//secM//cysP//nikC//mutH//cpdB//pgl//argA//dut//sdhA//purB//yjeH//rmf//yaaY//frsA//fecD//hemA//exoX//insE-1//cas3//pabB//fecD//ycjY//yagF//sufC//hofO//holB//relB//ubiX//rng//guaC//rluC//ibsC//yegS//lpxP//mrcA//atpF//bssS//pbpC//serA//mtnN//mdtI//pinQ//cadA//idnK//nikC//cdh//cca//
GO_0051172_6	nepI//lsrB//yoaA//yadN//pabB//hisB//pldB//puuA//phr//metQ//frwC//yidR//fabG//rof//manZ//recC//argA//potF//sstT//accC//purT//yhjR//fre//rsmG//entH//amiD//ubiX//yfeR//malF//yiaB//nanT//ampH//murG//abpB//feoB//fruA//recC//fixB//aroF//eno//gutM//nhaR//plsC//aroD//speF//nikE//metL//hicB//glgS//wzzE//pbpC//msrQ//argH//arcA//ynfH//cvpA//lpcA//grxD//galR//proV//appB//yejA//gldA//dgcN//yeiL//iscU//uxaB//tag//ubiE//tpx//phnP//fur//nfo//modC//gdhA//mlaB//macA//ytfT//mtlA//ygiS//dnaC//yeeJ//recG//yafO//lrhA//yihW//rpmG//nlpA//dapA//priA//glvC//wzc//crp//proA//yihP//yeeY//rfbB//yehC//citE//yibF//treC//gatA//leuB//wbbK//tsaC//lldP//ibaG//sxy//higB//ftnB//arsR//yiiE//mdtG//rpsH//mrcA//yqeA//aspA//prs//nanK//pinE//gudD//exuT//ycgB//mlaE//gapA//yidR//ilvL//yebQ//hyfF//gabP//sufE//scpB//
GO_0051173_6	araD//pepT//fabR//ybeY//hpt//yhjD//rpsG//holC//ccmH//malI//yphB//mlaC//sdhB//mscM//mepA//nfuA//rbn//glsA//yehC//miaB//elyC//prmA//garL//trmD//rraB//nikR//glyS//lepB//treR//fau//nhaB//tas//pgl//tomB//dppC//thrB//ydeP//yegV//yfcP//cheB//cheB//bipA//pnp//yciH//yghO//panB//ydaC//yfiE//lsrC//kbaZ//insA-2//hofN//hslR//dnaQ//hisF//aroF//fpr//hemF//yggD//yagE//hyaD//tisB//ydjH//gpr//xerC//rraA//waaH//dadA//dcd//yhhZ//malG//tmk//moeB//pflC//trmB//rfbX//casD//ulaB//argK//acpS//gltD//dkgA//hxpB//pitB//rplS//nei//tcyP//dnaC//eutB//
GO_0051174_6	glcC//dgcT//ygiS//cheA//hisB//pcnB//symE//atpD//lspA//cspE//
GO_0051180_5	purT//csdE//hmp//cusF//gltX//cysB//abgR//ttdR//ytfQ//fhlA//ibsE//leuS//flgC//glk//hdeB//livJ//
GO_0051181_5	dapF//cysA//emrD//yjjW//yceD//yjaZ//lpxH//hupA//bdm//gadA//rffC//yfiC//leuD//cyoE//recR//arnE//aroK//alkA//modA//ymdB//yneE//hslO//spy//crcB//uvrY//cysC//amiB//envC//pyrC//ybhS//arnA//fadJ//agaS//lptF//gadB//astB//cyoC//hns//minE//hslR//focA//
GO_0051182_6	dbpA//arcB//clsA//aqpZ//araB//
GO_0051186_4	hcaC//ychF//mutH//araD//argC//rnlB//fliS//hokE//ynfL//yhdZ//flhD//bssR//dnaT//serS//pcnB//mnmE//waaH//prlF//hprR//gcvP//metC//rnt//syd//envR//rbbA//prc//yneJ//yigB//yaaY//yjbE//yjbG//nanS//ldcC//uspB//wbbK//rbsB//clpB//dicC//allS//yjhB//appB//artQ//ghxP//abgA//ribA//citC//arsB//hlyE//ilvL//crp//cobS//rtcR//trmH//galU//ulaR//yiaF//murJ//ribD//ybaO//murI//serB//chbG//xerD//acpP//bglA//pgl//ybhG//yphB//rpmE//tnaB//tatE//gatB//sbp//aceK//mazF//frmR//mutM//arsB//fadH//argF//xseB//prs//argC//yddA//mutL//lhr//cynX//uhpT//msrC//dcyD//gntT//arnD//ubiB//hypA//yccA//gatC//rpsG//alaA//eco//cynX//nagD//arnF//yqiG//speA//kdpB//gpmM//truA//frdD//narU//lpxD//ydiF//ptsI//hypA//epmA//tolC//melR//hisC//hns//ydbK//srlD//ycaN//ihfB//nanC//hsdM//lamB//puuR//secG//ybcC//dapA//ygfA//ydcO//narW//artJ//rbbA//yqeF//phnJ//eptA//mreB//yhhY//dicB//tldD//ppx//rpsQ//hybC//hybE//prfA//yehU//crp//mak//proA//ribD//flgK//ygbL//baeS//yibT//hexR//galR//napB//mltG//nrdH//wcaC//ugpE//uxuA//fumC//alaS//proS//argS//glcC//mngB//lacI//hdeB//yhiM//gstB//gcl//rpnC//fhuC//cheA//yqhD//gpt//ygiW//rutB//tdcA//ispH//fabZ//hycI//glcD//murR//secE//lnt//sufS//hofC//aer//chpS//yfaL//hdeA//fliS//epmC//yciA//barA//
GO_0051187_5	rpsR//ygcO//yggN//mdtB//prfC//gfcE//rimI//rpmA//gspI//nuoH//
GO_0051188_5	msrA//lapA//fliK//nuoL//polB//dgkA//oppB//ytfE//manA//ypdF//tpiA//cysU//menA//ispG//trmO//nanE//leuO//mug//sufS//nupC//glnH//nadC//rsmF//nsrR//ansB//tauA//yfhH//tyrR//lsrG//wzzB//lysO//pcnB//murP//ygiV//lolC//erpA//iap//xapR//rsmB//ridA//rimO//livJ//uxaC//atoC//sfmD//thiC//ydjH//rutG//sgcC//ybhI//rpoA//eamA//dcuB//efeO//dapA//tolC//tolC//cysS//potF//yodD//rbn//rfaB//ygiW//tsaC//cydB//deaD//asnA//nlpE//waaJ//livM//gudP//recG//btuF//pyrD//ydiP//cusA//zapB//ydbK//ygiN//lacZ//ytfQ//patA//rlmJ//intF//yjjI//cytR//ygeA//tatE//ycjD//menH//sodB//glvC//epd//corA//rimI//srmB//cpdB//bssR//rpsG//csdA//torY//aroD//frwB//hofC//cadB//yjbG//rpsB//ybiT//thiQ//clpX//fic//gltX//acpH//pyrB//ulaR//xanP//ybdM//thiE//ycjY//ftsX//dsbA//nirD//pspF//murA//phoP//dcm//cvrA//lit//narU//hns//sdaC//ydeI//ynjA//rpiR//yafO//thyA//yjhI//gadW//hisF//epmA//frc//rhtC//kdgR//pyrL//rppH//insK//
GO_0051189_5	phnO//soxS//tcyL//wzc//ydjH//panE//umpH//yggW//trg//feoB//yfcA//yedL//
GO_0051191_6	rhmR//
GO_0051193_6	caiF//acrR//pykA//
GO_0051195_7	lexA//
GO_0051196_7	acs//
GO_0051205_6	ghoS//rnhB//dhaR//menC//ibsD//yhbY//serC//pgaA//yfbS//cobC//
GO_0051223_7	sgcB//ubiE//ais//
GO_0051224_6	mnmG//
GO_0051234_3	ydcR//ybiT//hdfR//trpB//ibsE//rplB//ftsA//yddL//rcsA//glgB//acpH//gfcE//rnt//sdhE//rnhA//ais//bisC//bioD//narL//msrP//glnK//ileS//cspI//cysW//nikE//fepB//hisP//thiH//artI//hprS//hycH//tusA//lspA//dcuS//pyrL//frr//gshA//ynfE//ygiV//paoC//yahK//mhpB//adeP//entC//ycbB//tig//tynA//rutR//ivbL//livH//yidK//fliG//mltB//pgm//cspI//argR//etp//yneJ//sspB//malG//glgC//tusB//glgA//thrL//ftsY//rzpD//clpB//lsrD//dmsC//yjcS//wbbK//pstB//fabI//ompA//tatD//ycbX//pstC//gnsB//rmf//xylG//murD//agaB//hisS//ydcM//lptG//ftsZ//pdhR//gadE//ybaL//phnL//ygiN//waaY//elaD//acpP//dacB//degQ//yhdX//mfd//yebC//exuR//yggF//lpxL//mdtF//clsB//hyaD//kefB//gatB//eptC//dcuD//prpD//tsaB//lplA//lptB//satP//rpnB//tusE//pntA//fruB//cueO//accB//ahr//secB//mmuP//hofC//hisB//mltD//rffG//creB//ivbL//atpG//lit//clpX//yqiI//rlmH//trpGD//hyaB//mngR//hscB//ydcR//ybhP//ogrK//ybbW//yejE//yhdJ//uxuB//mdtJ//mutH//aidB//proS//ais//msrP//rbsB//mukB//kup//tsx//ampH//insK//holD//mrcB//rcdA//mdtO//aaeB//pyrL//rph//recO//hslR//mdtP//gspI//ilvC//bdcR//seqA//yfcV//rlmI//ybhD//rlmM//dgcT//yciF//sapF//polB//tsr//appY//cobU//pflB//mnaT//ppsA//uxuA//pspG//yegV//trg//mobA//fdhF//lgoR//srlD//uraA//rraA//waaA//rnd//sbcC//clsC//ubiD//betA//cdh//degP//caiF//potF//tcyN//ispH//speD//entA//ydjH//purC//appB//atoS//ispH//add//ribA//ompN//mdtN//mngB//folA//elaA//mltD//entF//cpdA//tolR//tdcD//eamA//cysK//mcbA//yiaA//ynjD//yjtD//trkG//lplT//yebS//tdcR//glpG//gfcE//brnQ//yqjA//rne//fadM//zraR//alaE//hyaC//creB//ybeQ//uacT//treF//epmA//lrp//fecA//gloA//aroB//hyfF//mntP//rusA//wcaB//mppA//basS//ahpC//araA//ccmC//waaB//yadM//entB//yoeE//torY//ldrB//ybiI//macA//yjhB//rplD//fepD//nusG//otsA//pliG//rpiB//tufB//leuS//cpxP//tcyP//gcvH//ypdC//yjjB//pabB//yegT//sgcE//rfaE//menC//katE//mntH//cmoB//mliC//dmsC//sapA//chaC//rtcR//mdoD//dtpD//pcnB//fdx//bssS//cysW//garR//chaA//sgbE//codB//hchA//yjbB//ttdR//guaC//allS//yggE//tktB//ratA//ycbV//fepD//astB//ompA//gltK//edd//crl//yjhC//acrB//degP//lpd//etp//artM//ftsZ//putA//gutQ//pepT//rfaQ//tabA//yegD//ribE//napB//iscA//opgE//adeP//fis//hofP//rpoS//proS//birA//yfdO//putA//yahK//sapC//mglB//phnG//tonB//elfG//yqgF//nuoL//nirD//gyrA//metC//mlc//zinT//hscB//entS//csgG//nudC//cmtB//ghxQ//rlmE//ftsB//tadA//phnG//cysP//yigL//ldtD//yadV//dmsB//ygaZ//lrhA//yjiM//setA//queF//yhaO//iraM//pdeK//napB//yhbX//frdC//fryB//minC//cysK//oppD//xapA//ccmE//metI//wzc//leuA//moaB//cpxR//mug//napB//lysO//ung//priC//atpG//fliZ//potE//cysU//gntR//yiaF//fadH//dicA//ydfD//glcE//nikC//yhgH//hflC//rplD//hypE//ogrK//tktB//ydfK//mntP//marR//nrdI//ldrB//gpp//hyi//frlB//tcyP//dcuD//guaA//yhbQ//der//clsC//flgH//norV//yqiG//yahD//mscS//ycjP//ldtD//mug//ybiV//pepT//minE//truD//ompG//rcsC//accA//secA//yiaN//secY//glxR//ftsZ//hofM//dgoA//nanT//yihV//argP//yceO//cpsB//casA//yraH//yedP//ubiH//zinT//galT//cysZ//rof//kup//elfG//gntP//hypD//hflK//dppC//putP//lysU//proC//recJ//pgl//sufD//yaiP//rluF//yhjC//casA//aroK//pgl//hybD//mug//nanC//lptF//agaD//ribD//cysG//syd//yfcS//mltC//yedL//ybjN//parE//nrfC//ansA//fruA//galP//hycB//pabC//yheT//yoaB//rplI//yggW//yfcP//dnaX//chpB//asr//dicC//nudC//yagJ//cynT//ftsB//ydeT//nlpA//rfbC//mdtA//trmI//yfbR//dpiB//tgt//waaY//dpiA//yejF//folM//cmtB//tonB//ybaE//cca//mdoD//ompL//ydjK//yigB//slmA//curA//malZ//glgA//sapF//mgtL//ycjR//yobA//yhbY//ldrA//fdhE//prkB//bglH//atpG//yciG//hokE//yidK//pepB//tmcA//cmoM//moeB//btuE//kdgT//ebgR//udp//mraY//yafS//ispU//patD//mngR//hycB//coaD//potI//gapC//cnu//trmO//metQ//ycgV//pspC//qorA//lysP//tig//hyaA//bepA//etk//asd//yibT//folA//fes//degS//rpoD//agaC//agaR//sdaC//insH-5//kdsA//yagJ//yhfS//ymgA//higA//asnS//tolQ//mglC//deoA//xapB//birA//yejB//
GO_0051235_3	treB//shiA//qorA//
GO_0051238_4	icd//nikD//hypB//
GO_0051246_6	ftnA//fadB//ybfA//frmA//pppA//fadA//argS//pstC//yhbY//amyA//gpmA//amiD//rutB//narK//adiC//mrcA//btuB//glpD//cpdA//mdoD//fabI//fiu//higB//ygaZ//caiB//pckA//erpA//panE//atpG//cysG//thyA//appC//yagJ//xylH//araF//wcaC//hscB//holD//zntA//nikE//kdsB//yieL//pepN//glnS//ygeW//chpB//hmp//rlmG//yfeD//ldcC//btuD//evgS//gph//
GO_0051247_7	kduD//hsrA//cueR//fic//dusB//gcvT//cyoD//bacA//pspC//rcnR//ispA//
GO_0051248_7	nadK//bolA//rlmH//paaZ//rnhA//hyaD//dnaT//slyA//mglB//ribD//ubiA//glpR//srkA//parE//gloA//psuT//gudX//ydeE//ydjH//fepB//xylF//yphB//thiL//atoC//gatD//rlmL//phnM//fdrA//rpsL//gudX//fucA//
GO_0051252_6	lsrG//speG//ppiC//tamB//thiD//ygaV//rpsA//wcaJ//tyrA//cmoB//yfcQ//yraH//yhhZ//aidB//lysA//iclR//yhgF//lpxC//eutA//pflA//yobA//malY//yahO//yiaB//yecS//nhaB//pepT//fepA//gspE//melR//nikD//ispG//yciK//fliK//mepH//nrdI//metQ//paoC//fsr//hemB//holB//fucK//hycA//ascG//sgcA//yieH//gshB//uidC//upp//appA//leuC//mdtI//argK//uspF//yajO//ydeT//gnsB//aas//waaP//gph//yqeF//malI//rpsP//menA//oppF//guaB//cheY//ydcS//mrdB//rhtC//metQ//fepB//yhaO//speD//torI//idnK//ftsW//rpsG//rhtB//ygbI//xylA//pdeL//uxaB//ecpR//iraM//ytfQ//caiT//yehB//ybdO//recN//focA//cheZ//ybjL//yfaV//fdrA//galS//prpR//trxC//patD//flgM//artI//ihfB//uhpT//chbG//nlpD//dicC//uxaA//gstA//yqiG//yhjV//rimJ//chiP//fryA//asnC//thiD//selD//qseC//yciK//glmM//ybiV//gntU//proA//uspC//galK//ftsE//dcd//yddA//cyoE//astB//fieF//gutM//maeA//sdhD//yggD//metQ//uspE//pabA//rhaR//ycfL//rssB//rplR//appC//acpT//entE//yhjB//cynS//nfsB//hybF//nlpA//hexR//yjaA//deaD//insA-1//tufA//ybbY//mog//glgB//yehU//rimI//torR//pth//tusC//ypdC//rbsB//yiaF//holB//btuF//proW//rfe//lit//ygfZ//mdtM//pckA//metG//serB//gshB//glmS//srlR//citE//deaD//asmA//aceK//minE//cbrC//osmE//yraR//rclB//narK//yidA//ghoS//yehC//frmB//xisR//rplL//ybaO//envZ//gutQ//sseA//yhbO//tdcF//nagE//tsaC//narH//dgkA//ydiK//higB//bacA//rplM//cusC//nudC//atpB//yfdO//nuoB//yjiA//rplS//gyrB//yihX//roxA//yiaM//mntS//tdcG//cheW//pheA//wcaC//oppC//idnT//manZ//hemC//ubiI//cas3//yiiD//intZ//hofP//yrdA//mngA//hcaR//hycB//yjiA//ydeE//idnT//pheA//uspG//recT//ghoS//ribE//lexA//yfeX//yqiJ//insE-1//gutQ//kdpE//ybaK//pdhR//ttdT//fepG//mdtM//slt//hcp//yaaJ//iscX//mreB//clpP//thiL//gntT//pdeH//ycgB//ybcC//miaB//xthA//bglF//ybcF//fdx//ycjQ//bdcR//waaP//hscC//trg//lysO//
GO_0051253_7	ybeF//gspI//yoaA//waaO//rpmB//kup//lacI//ybeF//dgcN//gltI//rimM//radD//glrK//rcsD//alr//cysI//yjiQ//tdcG//efp//dosP//sufB//acnA//nadD//tsaC//glcD//fucA//mdlB//sfmF//aspS//acs//cfa//cptB//sgrR//sucD//leuB//holD//yraI//ilvH//bioF//pldB//cpoB//bluR//tusA//rsfS//glcA//xapA//cobT//fruB//ugpA//ugpC//nsrR//rutG//cbrC//bcsA//opgH//mhpT//rffT//mlaC//crr//asnB//nrdF//lexA//gabP//dsdX//rsmI//rfaQ//cof//ulaG//ileS//mug//borD//fieF//hdeD//mdlA//gpsA//iscA//insE-1//yadI//cspC//htpX//panD//rhlB//bamA//ydcM//abpB//gntU//iscU//msrB//wzb//hsdM//agaS//argS//lldD//zapC//cusB//lolC//edd//clpB//mscS//
GO_0051254_7	murJ//oppA//ybbN//ytfR//yhbS//tsx//map//scpC//adiA//yibA//cysP//yieL//yodD//sad//uacT//pepN//gpmA//ybhJ//malG//argS//zraR//ygaH//ybdR//phnH//ymdB//clpP//dppD//intA//glnL//dgoT//ycbB//yagE//minC//lptE//avtA//yidD//proQ//kdsC//allB//pgpA//argS//rihA//fecA//torS//yjiY//tolR//cstA//argI//yaiV//hflC//bdcR//bdm//chbR//ycbB//proQ//narP//nlpA//gltK//galU//yidQ//pyrL//bisC//accC//opgG//yhaM//csgB//feoA//lpxT//ytfR//ftsW//paaA//pppA//ybiO//grxD//rhlB//
GO_0051258_7	diaA//
GO_0051259_6	ssuB//gpsA//ompW//xerD//rpsG//intA//yjhC//opgH//hflC//glpX//yjbH//ybaQ//sfsB//ptsH//rpiR//chpS//shoB//ubiG//tesB//ibaG//gntR//yqjA//yccX//nirC//mnmC//ompA//ccmG//umuC//gatA//tpx//murI//erfK//ybaK//pepD//thiG//metF//map//yhdH//pdxY//yjbG//moaC//sapF//fliS//fdoH//thrA//prlC//ghxP//oppF//fhlA//mppA//yadI//
GO_0051260_7	dmlA//deoR//mntP//fnr//cvrA//argP//ahr//ycjQ//greB//mdtM//mazF//rhmD//yhjX//cstA//yjgX//cysI//ybjN//ppiA//flhC//citG//pheA//trpR//ykgF//secF//ispH//bioD1//zntR//trpC//pyrH//nikR//yhjB//fliK//lsrR//hokE//ycfS//erfK//cpsG//ghrB//hemD//nanS//bcr//ldrB//hemA//yadK//fcl//betB//trmD//
GO_0051262_7	fucA//thiL//atoB//dmsB//dapF//fadJ//cyoA//gshB//yeiG//mscK//hypC//yjcS//tamB//yfcS//insI-1//ydeT//fadB//hslR//glpK//treA//pdxA//guaA//yaaU//ebgR//nadA//nfi//hprS//nfi//folX//rcsC//mtlD//hldE//msrA//aroP//tehB//trpL//
GO_0051270_5	rlmB//mdh//bssS//waaJ//norR//ribC//edd//lgoD//leuD//yagE//ykfM//araF//selU//yaiW//ompF//ytfR//
GO_0051271_6	hflX//hemD//ulaG//ssuA//yfaV//ugpE//ccmH//atpC//tqsA//
GO_0051273_7	topA//dgt//aes//ogt//entB//btuB//glgS//
GO_0051274_8	mtr//ytfP//fryB//rhaS//ibpB//alr//fic//
GO_0051276_5	tig//tauB//aspS//trmL//lpp//csgB//ribD//yfeR//hchA//sdhA//rpsI//umuC//mgtL//pitB//tag//glyA//ccmF//selU//dacD//sufC//kdpE//sdhC//cpsB//yfbU//ade//tdcC//
GO_0051289_8	prfB//glgS//ddlB//ppc//purU//pdxB//mrr//waaP//rplX//ybdZ//cheA//envY//dtd//mrcB//yaiV//fabG//lapA//yeiL//dnaG//cusR//atpB//tolB//yjiM//wrbA//actP//macA//fhuD//ligB//fdhF//pal//hflD//menE//yghU//ugpE//elfG//rhmR//
GO_0051301_3	macB//yhcH//hycI//frmA//ycdX//ykgO//csgD//rpsJ//ybjC//agaW//ssb//dnaC//rna//mrdA//aroL//yajD//glsB//frwC//ybdM//narW//xisE//parC//yeiE//ribF//ynhG//yoaB//ibsB//fepG//carB//pheA//rplK//rplL//uvrC//ascB//scpB//dhaR//
GO_0051302_5	mhpT//pdxH//rlmN//malS//tnaA//ttdR//ftsY//tesB//nuoH//yjbF//glgX//macB//rimP//gsiA//
GO_0051304_4	nhaR//
GO_0051336_5	tauD//tsf//dgoT//atpD//yghU//clpP//rpoA//rpmJ//citT//aspC//glxK//yhjC//hns//sufC//yggD//fepD//lsrA//hisM//hslJ//argA//pflA//ubiX//yihL//bcsQ//nrdR//
GO_0051338_5	rpsM//pykA//casB//gloC//
GO_0051339_5	waaP//
GO_0051341_5	rhaR//asd//
GO_0051345_6	phr//iap//rbsR//lptC//blc//xylF//ghoS//glrR//
GO_0051346_6	yjjG//feaB//envR//rpsH//oppB//ybeY//ldrB//fdhF//hha//rplB//bdm//
GO_0051347_6	iscX//rnlB//
GO_0051349_6	phnI//
GO_0051353_6	fetA//malX//
GO_0051391_8	hrsA//
GO_0051409_4	purD//ydhK//
GO_0051410_3	eutN//
GO_0051452_10	ubiF//
GO_0051453_9	fcl//fepB//mhpA//ltaE//bepA//kdgT//fucK//fdnG//
GO_0051454_10	yjhB//fruA//bglA//rplW//yadI//
GO_0051476_7	puuE//
GO_0051484_7	exuR//
GO_0051493_7	ptrA//
GO_0051495_8	yoaA//
GO_0051595_6	ygfZ//trxA//intZ//insK//ibsB//
GO_0051596_6	yehD//tyrB//rcsB//tcyN//yeeJ//trmA//ybeF//fucA//rihA//rplX//yehY//ybeY//flhC//tsx//bcsA//tap//holC//kefF//ivbL//hybB//potF//ltaE//mltG//tadA//ibsC//flgG//kefB//tufB//
GO_0051599_4	hyfC//
GO_0051603_6	glpK//glxR//ispB//alaE//rplS//dgcT//
GO_0051604_5	insE-1//viaA//avtA//ugpB//recQ//chaA//trmI//fic//lsrB//cpsG//mdtK//focA//ogrK//ispF//efeO//tufB//glpT//yaaA//ydeI//xapB//yoeB//cspG//agaC//satP//bolA//yifB//coaA//sohB//ubiB//ybhS//phnH//cecR//ybiW//ydeT//ilvM//waaS//lsrA//mscS//dgcM//cspA//
GO_0051606_3	ompW//yihU//
GO_0051607_4	ccmA//uup//patZ//yhaO//fimG//fhuB//yfiC//nikR//pyrD//tusA//
GO_0051641_3	hcaF//yciA//cirA//xapB//ybjX//glk//insH-6//nikE//crr//fabR//mqsR//deoB//torY//hybD//trmD//ymgF//pstS//parC//frvB//glcF//gcvP//idi//rpsD//
GO_0051649_4	gpmA//truA//fpr//garK//nagC//ybdG//zntA//yhhZ//argS//perR//mdtE//ssuE//nagE//
GO_0051651_3	rutB//mngR//kgtP//
GO_0051668_4	cdsA//
GO_0051691_5	bepA//yjtD//
GO_0051692_6	shoB//sbmC//
GO_0051701_4	rpnD//yjbF//yjbH//hycB//yejF//ibaG//ybbN//dinB//higB//umuC//yagF//mltF//mdtG//epmB//dsdA//panZ//
GO_0051703_3	fumA//yidD//wzb//yjcO//rhaR//uxuB//mnmA//mgrB//
GO_0051707_3	maeA//cydB//asnC//ubiB//cyaY//yifB//yihU//serB//leuA//yadM//fabB//yeiE//hupB//ruvB//
GO_0051715_4	sgcX//
