#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hldE//gntU//arnF//menH//
GO_0046678_5	mntS//yjbE//
GO_0046685_4	hofN//intZ//abgB//hybF//
GO_0046686_6	yddM//ygfA//aslB//yhiM//
GO_0046688_6	uspB//grxD//nuoG//thiC//bepA//recD//ybcJ//rplP//sapB//galF//adiC//fimD//lhr//
GO_0046689_6	ttdR//cusC//
GO_0046690_5	ddpX//mdtB//
GO_0046700_5	cycA//dnaX//lpxL//glnS//vsr//pstA//osmC//ynaI//rsmJ//yjjI//cobT//hisQ//rihA//cdsA//caiT//mrcA//rraA//cyoA//pyrL//gcd//rsuA//intS//ttcA//ddlB//pyrD//paaB//yneL//tgt//nhaB//feoC//murR//alkB//mgtA//arfA//tilS//ratA//rpsI//ibsB//ptsN//mutM//ykgA//degQ//asr//rzoD//yajQ//opgB//dppC//ubiX//argK//insI1//yiaF//crcB//dxs//osmF//ypdF//lacZ//ybiI//asnC//norW//yfbS//fabD//patA//dgt//bioC//kduD//dnaE//betA//ybiO//yegS//hscA//hemG//kefG//livM//rfbD//nupG//mazG//ygaZ//uhpC//acrR//hipB//gltX//ftsY//hemD//yqgF//pstS//proP//kdgR//kgtP//yghB//rcdA//yqjA//rlmM//rhlB//glsA1//yadN//efp//yraN//fabB//waaZ//glk//
GO_0046710_8	dosP//
GO_0046718_8	mnaT//rssB//ttdA//uhpT//nrdG//hemD//atpC//
GO_0046777_8	pdxK//yfeX//acrD//dgt//secM//tdcE//hycB//eutA//aaeB//mreC//glxR//iscS//pepT//ycbV//phnP//dsbB//azoR//trg//ydeE//sgcX//idnD//mdoG//sfmD//ybhF//valS//serB//insI4//tauD//wecA//hexR//narX//holA//
GO_0046813_6	endA//
GO_0046834_6	hpf//
GO_0046835_5	rlmM//bcsA//recR//yheT//rhaT//abgR//ygjK//yebG//kdgT//cyoD//ygjH//uxuB//moaB//mraZ//aas//tyrS//rsfS//potE//oppD//yghU//entA//nlpA//pnuC//phnM//
GO_0046836_7	waaZ//agaI//ffh//
GO_0046838_5	recE//ansB//
GO_0046839_6	fadB//
GO_0046855_6	ypdF//mglB//
GO_0046874_5	lysC//pepA//
GO_0046889_7	mrp//
GO_0046890_6	phnJ//bisC//proS//
GO_0046892_8	yahD//
GO_0046900_6	phoP//
GO_0046901_7	artJ//
GO_0046903_5	adk//ycdY//zupT//cspB//ydjE//tsaC//ydeI//
GO_0046907_4	flhE//yjbH//uxaA//crr//feoB//tdh//yhaV//ybhP//adeQ//pinQ//dnaN//
GO_0046916_8	recT//holC//nuoB//sufB//tusD//rluB//yfcG//trkA//pyrL//zntR//ybhF//sufC//yciE//epmB//ccmD//cra//dnaG//
GO_0046939_7	puuC//ascB//uidA//folA//yciK//infC//sppA//cmoA//allS//dpiA//tdcF//gadE//glpX//ihfB//livH//mntP//sdiA//dicB//yidR//cheW//putA//yggD//rlmG//asnS//
GO_0046942_7	cyoA//nadD//queE//nusA//proV//ypdI//zupT//sodC//yraR//lacY//ubiB//alsA//fabA//rplB//sulA//mmuM//yjiM//rpsD//phnJ//nudF//lsrC//dinB//waaL//mdlA//rluE//mtfA//yfiE//malP//pepN//gloB//hslU//cspB//fiu//tas//yjcE//metL//infB//ugpC//elyC//fhuC//yhdZ//sugE//yjiR//ybaT//yjjG//yfgO//glpG//speC//mdtE//rzoR//nrfA//mog//minD//nagD//gltL//entC//afuB//rffM//serS//yfiF//dgcQ//chbR//cysK//arnD//ddlB//flhA//metB//yphF//ygaV//ygbN//lsrR//yggP//mrp//ybeY//epmA//pspF//lysS//insI1//yjiM//ygcR//yjjB//pgaD//waaF//potI//ydiF//dicC//ygeA//malS//cspI//ascG//proS//alr//rlmG//ydiV//tsr//rimI//fecB//gudX//hcaE//glpA//fliS//treF//hmp//kdpE//hypB//smpB//ftnB//iscR//cysN//ldtC//glnK//
GO_0046944_7	recO//
GO_0046950_4	tcyP//
GO_0046952_5	relE//
GO_0047484_6	yidR//
GO_0048033_5	tbpA//
GO_0048034_6	yjiQ//
GO_0048255_6	yehX//
GO_0048473_8	cdh//alkB//garD//
GO_0048518_4	sad//yjbB//zwf//gstB//sufD//rbbA//livJ//mhpT//def//ybgI//thrB//fadM//bglX//cecR//argI//argI//mscK//nikE//ybdH//slyA//ybiH//acrD//mdtN//sucA//ydeP//trmL//ilvN//ygbI//zinT//hipA//rclA//ydeM//sucD//rhtA//cas1//cynS//uvrY//sucA//manY//cusC//insI4//nuoI//uspC//hexR//yraR//glnL//nrdH//recT//pgsA//yagF//prc//bssR//adeD//trmO//gph//yejE//tolR//fmt//yjcE//fabD//mcrA//sgrT//zapA//erfK//mnaT//putA//sbmA//trmB//hcaC//glcC//decR//lrp//ybbW//nikC//yidH//rimL//lrhA//hyaC//cmtB//uspE//fepB//cbrA//ubiG//mntP//mocA//argS//ampD//surA//bglF//yggW//sufB//nadC//sbmC//hcaD//trmO//ydfD//yidA//tbpA//yhbY//yiaF//folE//yfdS//yhhZ//mutT//ubiC//efeO//radA//glgP//yaiW//queF//xapB//hemL//
GO_0048519_4	nlpI//waaF//ldrA//fucK//selU//fabD//ybiS//ssuC//fcl//kup//napC//puuA//thrB//hemN//mscM//mscM//bioB//ptsI//xseA//bioB//yeaV//cvrA//ilvA//paaZ//ptsP//bioD1//mltD//yhjV//sfsA//cysD//elbB//envY//sppA//emrB//rpsT//ompT//sgrR//tsf//tsf//phoE//rnr//yejB//rnhA//ribE//cmoA//umpG//abgB//rpsB//cydB//hda//cysA//ygiN//waaO//hybA//manX//sbp//cysA//kefF//hupB//tus//pth//iclR//deoA//argP//otsA//rodZ//nikD//bisC//cytR//ybiX//mhpT//asnB//artJ//btuC//srlD//ldhA//rpsL//abgT//chpB//hcaF//napF//dctA//bamC//ydiO//aslB//rseP//rssB//mdtD//frdC//aroP//ydjE//fadA//tatB//holD//waaJ//gudP//ebgR//ebgA//fimA//rimM//yfgI//ydiK//yrdA//rbsD//mtfA//ybiJ//basS//glgX//yhjX//phoP//yaaY//rlmD//glnA//mnmE//glgX//lsrK//cspB//poxB//oppB//insH-6//agaV//rihB//exoX//aceB//nsrR//waaQ//tbpA//arnD//fdhF//sufC//rluD//lacI//narL//cyoD//tonB//arfA//gloA//otsB//malZ//napA//kgtP//nikD//yfaV//rng//mgtL//secA//dnaT//gsiB//kgtP//spoT//paaZ//rclR//cmoB//ispB//cobS//higA//xylA//mliC//ompT//yadM//ada//melR//pdeK//rnhB//fdhE//xanP//trpC//zwf//htrE//gyrB//ulaC//elaA//sucC//waaY//leuC//mlaC//ybjL//fimB//ptsI//ispG//ubiC//
GO_0048522_5	apt//sufS//hda//yidZ//clpP//opgE//eptA//nuoI//ydiV//sfsB//csdE//ydiB//ompF//gshA//pspF//iscU//cca//waaA//flgA//ygcO//xisR//umuC//gadB//ampH//rfaD//yahI//livF//treB//metL//potE//rutB//flhC//ynaE//yedA//obgE//epmA//miaB//nirB//hflC//clcA//xylB//gpmA//yejA//yhjR//napC//yiaO//xylE//bcr//yeaD//csiD//ycaN//dbpA//cedA//tmcA//rssA//ssuB//ydaC//asd//kdsA//mdtE//yfjR//glsB//eco//uxaB//torY//yciH//speD//yebZ//yihQ//serC//ydcP//lolC//sapF//ssb//yeeY//glgA//kdsB//mutS//cysP//narG//nupC//mppA//wcaB//fic//kefC//yihQ//hypB//glvB//yciA//cysE//entE//yhjD//yccA//ribE//nagA//ykgO//yhjB//upp//
GO_0048523_5	slt//cysG//arsR//tyrS//panB//ydcO//lsrR//ydaC//basR//pbpG//uxaA//zntR//lldP//mlaD//kdgK//selD//rraB//hflK//mcbA//dnaT//clsA//hlyE//leuD//purL//ybdR//hypT//serA//rbsR//yjbE//yhaC//hybG//rfbB//rplS//recG//panF//otsA//ygeA//yafS//modA//adiA//fsr//ada//kup//argR//kbp//yagJ//gspE//topA//hflD//trpA//ftnB//potA//cynT//ibpA//rna//sodA//nhaR//astB//xapB//pdxA//treR//hcaF//rsmC//pdeF//mog//tisB//yfjV//yacG//recC//nagK//lacZ//lrhA//hflD//mcrB//prfB//rpsJ//fhlA//sspB//baeR//tsf//agaA//amiB//roxA//rplE//yahK//appC//ubiE//rapA//glpA//secD//pfkA//bglB//syd//yihV//yagU//pdeH//cspC//opgD//aqpZ//dhaM//ptsP//menA//cbeA//feaB//ade//gatY//chiP//mrcA//nhaB//plsC//yijE//miaA//ade//brnQ//sugE//dam//hfq//rplC//dgcE//torA//cynT//glpB//yiaJ//pheP//rstB//ychO//yahN//chbG//yedX//ppc//zitB//hybB//amiD//fdoI//qorA//paaH//yafE//rihC//yiaN//degS//cpxA//purD//cysD//yidR//dgoA//elyC//galF//argE//lysR//lolD//rplW//yfcP//copA//thiM//thiP//hybE//yigL//
GO_0048583_4	fdnI//dcuB//secY//
GO_0048585_5	murP//
GO_0048869_3	yafE//
GO_0048870_3	yebZ//appC//mrdA//lpd//recE//dadA//clpX//pheP//nrdI//yhjB//yccS//pppA//torI//bhsA//glmM//epmC//ycfS//cas2//fhuF//gcvR//pspA//znuA//ygaV//ahr//ycaN//cspE//lon//argK//nanE//cynT//argR//nrdA//pdxY//ubiB//yajQ//rpnA//
GO_0048872_5	mcbR//suhB//dmsC//ybjX//
GO_0048874_4	cas1//lamB//yqeF//acrD//
GO_0048878_5	cpxP//deoR//clpX//bdm//yjiA//mrdA//msrC//yagI//yiaL//ynbB//fsr//ulaE//arnT//yrbG//ribC//deoR//chpB//aqpZ//lrp//yeiG//gshA//yhdZ//fliG//flhE//yqaB//tcyN//wecE//phnO//ykfI//phnG//fkpB//yaaA//ilvM//radD//phnO//ugpB//ackA//sbmA//aroB//cbl//
GO_0050427_5	atpC//
GO_0050657_7	cpxP//hisA//
GO_0050667_6	metE//waaB//dmsB//
GO_0050779_5	argO//
GO_0050789_3	ribF//mdoG//ghoS//ftsZ//ynfF//gadE//paaC//prlF//atpC//tolB//kup//nudF//sohB//maeA//yphD//pyrD//ghoS//yhaJ//pgm//ybcF//rcsB//ypdA//fucK//prpR//iraD//idnK//ybdR//ubiE//ydiQ//rfaQ//djlC//argR//yohC//cusC//rcnB//rimM//waaY//flgH//ydjK//fhuC//tatB//hupB//ybhD//queG//yjbH//ribF//dgcM//phoR//selU//nrdR//dam//insK//gpmM//lolA//iaaA//paaK//orn//ybhS//allC//garK//rlmM//pheM//argE//queE//chbG//hha//yaiV//xylE//etp//ais//sufC//entH//norV//nudC//nuoB//yciA//fbaA//chbA//tdcF//bioP//idnK//ldhA//cysZ//napC//proV//ptrA//ettA//yeiL//fliK//treF//ygcR//djlC//narH//pyrF//pgpC//sgcC//fabI//uvrB//ybdO//ygeW//eamA//hofC//ispG//dkgA//eno//cheR//mrdB//yraI//flhA//evgS//mazF//hypT//aphA//uxaA//malY//nadB//ydcM//treA//speA//kdpA//holE//citX//cycA//bssR//lpxC//ydgA//bioD2//atpH//yjhH//pabA//coaE//sfmH//waaA//mnmA//lpxL//caiE//yaaJ//glvC//mngA//rplC//gyrB//pdxA//rimO//maoP//ygbN//ddlB//ilvC//hdeD//yqeF//nirB//ybjC//mepS//hflK//gph//sugE//tesB//yjjB//trmD//ftsB//yidP//hybB//hrsA//raiA//fecA//yhfK//yehC//nlpI//fiu//higB//ypdI//fepB//fadE//hcaB//relB//agaD//ptsP//fadD//dnaE//guaB//yegD//cytR//yiiD//kefC//ihfA//holB//ybaK//basS//lpxH//mocA//zapB//paaG//gsiC//sgbE//yciH//fryB//fhuB//ahpC//atpC//mdtK//ppk//prmB//glmU//yddG//recQ//ascF//rapZ//ompL//flgH//yiaL//torC//cysP//xisR//paaZ//mutH//phoB//fucP//yijO//gapC//yjiA//bssR//gabD//rpsP//dppC//kbaY//dgoK//ebgR//nuoI//nuoH//yfcG//wzzE//codB//gldA//malY//rpnB//uidR//pspG//argK//hsrA//hybC//yafS//adiA//malG//plsX//yieL//nrdB//aspA//tatB//xylA//pdxK//dcyD//yfcV//dkgB//cadB//radA//recQ//ykfM//cusS//bfr//tdk//avtA//kdsB//waaY//rhaB//paaE//dgoR//frwC//prpD//puuD//trpE//arcC//murG//surA//arnD//nrdA//torA//treA//pspG//betT//pdxA//serC//pgsA//srlE//cmoA//glnL//argA//ybiT//sgcC//codA//ycgB//ygbN//polA//waaQ//msbA//ugpE//ycaO//moaA//rsfS//mqsR//ibsA//gppA//gadC//rna//narL//tdcG//prpB//ydjJ//gspI//entC//ldtB//bcp//kefC//yihQ//ompL//mgtL//rnlA//kefF//garL//fhuD//nadK//cpsB//murC//tldD//yfgJ//glnE//yjjG//phnC//napC//sdaC//xanP//ydeP//ttdR//nanR//cspI//paoC//ynhG//tisB//yfdS//bsmA//gloA//tufB//potI//thrA//hdeA//recT//uidC//cobB//phoP//hcaD//fimI//fepB//rsgA//ygfX//ydhQ//sgcE//yhcF//dnaK//dtpB//hslJ//umpH//frmR//nupG//ytfT//djlC//aldA//frlR//malQ//tynA//erpA//ybcF//bioF//atpE//rplP//glnP//wzc//araD//epd//sanA//cysU//insI-2//glvC//rzoR//ydjJ//ybiS//yeeJ//infC//yiaJ//yedX//bglH//nuoI//cadA//lptA//menD//clcA//hdeB//yhaJ//csrD//preA//chaC//waaO//rsmB//rhlB//yagI//hemE//ilvI//lsrR//rlmF//xylB//mzrA//cheW//ubiF//afuB//yidZ//mntR//yadM//crl//fecC//fliS//clcA//gph//dinJ//tauC//potF//rpnD//marR//cdgI//ydiP//pepD//rffT//ydhC//emrK//serA//glsA//ligB//ftsW//rarD//ybjN//pheS//tusE//hrpA//glnP//arnE//adiY//epmA//flgC//gyrB//gadE//asnC//rplB//fliA//lysC//ygaH//gloA//nusG//dinB//rmf//allD//ybiS//ftsI//lepA//ais//paoC//xseA//yeiL//rlmD//fixC//rfaG//ompA//motA//asnC//fabA//alaA//sbp//mreC//yeeA//clsC//ydcR//ndh//yjiA//nirD//csgE//fabA//yidD//ycfS//ycaN//nikB//frwD//pgpA//secE//zapB//insA-2//valS//trg//tusE//yiaJ//gloA//yaiV//hdfR//appA//argR//pepN//selD//
GO_0050790_4	bioD2//gstA//livM//tar//soxS//yidQ//glpT//yciA//thiE//rseC//glcD//endA//astC//rclB//ybcL//baeS//yqhC//ybhF//glnB//tpiA//hflX//ompN//ybcM//rsmC//fliA//hycI//yhcN//guaD//lsrB//waaY//rimI//mqsR//csgB//tap//murD//nanT//ygcW//metG//ortT//mlaD//fur//yjjB//pstA//cusF//oxc//chbF//nirD//mgsA//ybhS//narP//torS//rep//ytfR//narJ//bioD//trpC//cusS//hemB//mdoD//zntA//plsX//yehY//chbA//
GO_0050793_4	melB//ybgQ//mtr//galE//gshB//ubiE//tktA//recE//xdhB//pntA//fimA//phnJ//hprR//xseA//tsr//yihV//
GO_0050794_4	ydbK//phnH//gatD//soxS//casD//arcA//intF//arnA//potD//dusB//srlA//moeB//yihS//accB//yihS//arfB//ddpX//aldA//cyoC//mutH//ilvM//ebgA//ybaO//rlmB//efeO//ibsB//mdtP//rpmJ//hemF//yegV//ygaV//gatY//queC//glpK//rfaQ//lsrA//ybjD//agaR//chiP//pepQ//lpxP//arfA//sohB//hemA//prmA//wcaC//fadL//acpH//nrfB//galT//fadB//bsmA//elfG//ccmG//yjhI//gyrA//hypE//rraA//pncB//rusA//pphB//aspA//pepT//rpsT//ypdC//osmY//acrD//ymjB//bioF//gpr//nrdH//sdhA//fabA//ygeV//dsdA//nth//folX//yihR//cptB//kefF//pth//cheA//ydeO//nrfD//manA//ytfP//sxy//yahD//tusC//lpxH//thiL//tas//fixB//ddpX//yabI//lepA//argI//clcA//ynhF//tbpA//yhcF//yibT//ymfK//rssA//aer//pckA//sufB//slyA//sufB//zraR//rtcB//yidC//glnD//paaC//selD//ydeP//nagB//pdxY//cydC//yjgX//flhA//ilvM//erfK//rlmL//trg//ydfK//ybcC//nrdF//gloB//ispF//ulaF//wzc//hldE//recX//gpmM//truC//pflC//alsC//setA//avtA//mdaB//purC//atpF//hemA//hldE//yjaZ//apt//ubiI//caiE//flgA//ydeT//murG//yphB//trmI//asmA//ruvC//dctA//yaiP//uof//waaH//bssS//fimB//garP//chaC//wzzE//guaA//curA//ycjD//ygeA//yjfP//rbsR//cca//yhjA//cas1//clpX//potE//srlR//fixC//puuB//kdsD//yidQ//osmY//ydeI//paoC//purB//arnA//yhbY//nei//mntS//trpA//murG//livK//pyrE//oxyR//osmE//waaQ//yhjB//arcA//rrrD//hybG//galR//yihU//ygbN//uup//rffG//citC//ldtE//ybhG//yhdH//rho//yahD//waaA//pgi//yfgJ//comR//amiC//potG//paaK//acrB//nudF//purL//nikB//amtB//envZ//srlB//psd//sfmD//ybiH//dsbD//cysN//kdpA//mngB//mdtP//ebgA//yhbY//appA//proC//metC//selD//ycaO//atpB//hiuH//gltD//gltK//paaF//thrL//kdgR//livH//pth//acpT//rtcB//alsK//aroE//asd//aldB//flgC//yciK//dnaA//paaZ//fadJ//fadK//frmB//ybiS//ymgF//purF//mutM//mcrA//folD//purA//fumC//yagE//grxD//tktB//moaA//rapA//mqsA//crl//hns//ygeX//ghrB//ydjL//accB//tar//fdnG//yjjG//ynaI//tpx//yebK//rclA//groS//mlaE//ratA//ybaK//serB//ilvL//ydcR//fetA//ibsA//ybaE//ybjN//entA//treA//ssuE//rpsL//fimF//deoD//gadW//alpA//iscR//mrdB//plsB//ydcO//zapB//yodD//ydaN//yjbE//purB//yodD//gnsB//ilvH//selD//pspA//narH//ygfA//galK//rarA//yfiC//ynfK//gor//clpA//yjbG//zapC//amiB//yghG//ddlB//lsrD//proB//yceD//lgoR//treC//tehB//ampG//thiP//queC//msrQ//argB//uvrA//yagG//qseC//tusE//purN//aas//ampE//ompF//fiu//bacA//argR//nuoB//ldtB//moaA//envY//fdhF//tsaE//ibsB//hcaF//lpxK//pheA//uidA//exuT//prlC//mngA//eutK//hcaR//rhlE//yneE//panE//citG//degP//rplC//rlmG//tyrS//rlmC//torI//tnaC//ydiK//pgaB//ygiV//nrfA//pepD//cysA//truA//rarD//speB//nlpE//xseA//clpA//bipA//nagC//cyoA//mntS//tusD//ynbC//yeiL//alaE//qseB//mutL//murJ//mreC//rpsK//mntR//aceF//adeQ//fadI//uidR//deoR//adiY//pck//torR//mcbR//leuS//mcrB//lsrR//comR//gspF//nac//cbrC//fau//ghrB//cheZ//thiL//appY//cof//fre//fucI//ubiC//atpB//rfbB//trkH//ebgR//galF//hofP//ftnA//fur//ilvH//dnaX//rpsR//mutH//chpS//zapC//yraK//ynfK//eutD//fieF//napC//nanE//oppB//aroK//yfeO//yiaN//tesB//baeR//dgoK//sdhE//nirD//lolB//
GO_0050801_6	yjiQ//rdgB//ndh//dgcF//rbsD//ytfR//yjbH//hprS//mmuP//motA//pinR//nuoH//glvC//ycfS//mrp//entB//sdaC//yhgF//yggX//ydcM//phnL//pinR//setC//mutY//yiaM//pdxK//cusS//helD//tsx//yedP//deoA//pntA//ydiQ//ligA//pgl//treC//
GO_0050821_5	tcyN//ydeP//mepS//nfuA//yghB//
GO_0050918_5	ydaN//dctR//pspA//nudC//
GO_0050919_5	deaD//
GO_0051027_8	gabD//murQ//
GO_0051049_5	ybiJ//yiiM//yejE//fhuB//arcB//galP//chbC//narW//argF//wrbA//speF//aroB//
GO_0051050_5	rapA//ypjD//pepT//
GO_0051051_5	lipB//insA-2//amyA//
GO_0051052_6	cadB//adeP//yaaY//patZ//fimH//argC//kbp//paoC//yihL//aroK//fadB//exbB//phoR//recN//
GO_0051053_7	wcaC//alsB//ybcF//prpD//yqgF//idnK//
GO_0051054_7	hdhA//mutY//
GO_0051055_7	tonB//
GO_0051083_5	ybiY//
GO_0051084_5	caiF//fhuD//yahB//hofN//degP//yjfF//blr//
GO_0051085_5	lysU//dinI//ygbI//ibsE//yfhM//mdlA//rplY//
GO_0051090_4	gabP//frc//ypdF//ccmG//etk//murI//aaeB//ydiR//
GO_0051091_5	arfA//chbA//
GO_0051098_4	glgB//rrrD//
GO_0051100_5	gadC//arnF//
GO_0051101_5	rhtB//
GO_0051103_7	sdhC//ybiX//
GO_0051128_5	dsdA//sapA//rplP//ybdH//ghoS//mobA//elaA//gnsB//cobB//sgbU//cspD//malZ//sdhA//yieE//yajQ//yddM//tesB//yebQ//guaB//mglC//murB//trpGD//dppB//speB//rhmR//wzzB//ihfB//rbfA//panB//waaZ//murJ//secF//cmtA//ycgR//thrL//ybbY//fkpA//rpsP//wza//ybdZ//yidP//prpD//yqiI//eutA//fdx//dnaC//abgA//rfaB//plaP//nanE//paaG//infB//ispG//yphD//flgD//deoC//srlB//yebG//radA//rhmD//rbsB//dppA//yidQ//fmt//rplO//tdcC//bioH//ycjU//metG//waaJ//yihL//apaH//guaD//yphC//thiL//ybiS//yefM//
GO_0051129_6	sdhD//xseA//crr//yahK//narG//ibsE//chbG//hflK//mdtC//nagE//yfjV//thrB//nuoH//yqcC//alaC//treB//
GO_0051130_6	glgX//sucA//rclR//ydcM//rplD//aaeB//potI//ybaO//fliT//fdhE//ychH//csgD//yidZ//ghxP//trmO//ybcQ//
GO_0051131_7	ybgQ//proC//
GO_0051143_8	kdgT//
GO_0051156_5	htpX//gpmA//topA//holB//upp//maeA//
GO_0051167_5	mscM//ubiA//ribC//
GO_0051171_5	lpxH//relA//cyaY//aceA//yjcO//gpsA//appC//yihT//asnB//leuA//ydiV//ybhD//tolQ//htrE//glvB//atoS//ybhG//pdxK//murF//groL//ibsD//ribA//gadW//yciH//tehB//rihA//feaR//gntR//tktA//hscB//frdD//rimP//yebC//sdaB//yjhP//rhaD//yibF//yaaY//arnB//dapB//degP//tolB//flgD//ghxQ//ydjH//dgcQ//mutY//rng//pyrL//idnK//mhpA//uxaB//dcd//yjhI//soxR//psuG//metR//etk//modC//recB//mocA//yihW//copA//hcaD//rcsC//ybaQ//pepD//yhdJ//cysA//ybaQ//yciH//ybdN//flgF//yfeX//ygeW//hlyE//hpf//clsA//dinJ//ybaM//osmC//dbpA//eutK//ycbB//nlpD//fdnI//tusD//marR//efp//ompN//ghrB//ybjL//lsrD//prpC//murR//metK//lysR//ndk//mak//pykF//rfaC//frlA//eno//yafC//bluF//pyrF//dapA//ycaO//ycdY//ygbM//hisC//ybiH//citT//cspI//yphB//blc//cobU//uraA//yegS//trpL//gltL//envZ//metB//mutH//dgcZ//yeaD//cysC//trpL//nuoL//ygfA//slyD//lptG//yciV//cpsB//sapA//pheA//tktB//aspC//ttdA//yeiL//cpxP//gshA//rzoR//paaH//bioB//cbrC//gltD//mtlA//yeeY//galP//casE//tcyP//argS//glgC//menB//trg//ubiJ//dnaE//rpsL//treC//yfeW//metI//ompF//mnmA//epmA//ubiD//cydA//caiE//sstT//adk//purR//rcsC//ycjD//lpxP//hpt//yneL//hypE//rsmI//adeD//rusA//hybG//rpsB//bamB//ibpA//yjcE//ribA//cydC//alsE//adeD//fimD//ycjP//hycA//yfbV//glcF//dgoA//glpT//ddlB//hypF//thiP//cheW//envY//gsiC//cbtA//murI//kdgK//hybA//yihR//sdhC//thiH//bglX//yphC//nikE//tdcF//glvB//pntA//sgcR//rfaG//yhgH//rplT//lldD//ilvB//bamC//pyrH//pckA//adiC//gpt//ytfR//xylE//exuT//ade//panZ//lolE//lptB//exbD//ompG//yfdO//pgaC//hprR//mipA//cutC//fryB//rfaF//rpmJ//ravA//cysU//kdpA//ugd//yoeE//yfaU//dcuC//metB//pdeD//tig//yjhC//glgX//rpsT//ycdY//cueO//pdeH//rpnB//cobS//plsX//glpX//adeQ//amiA//fliA//uxaB//cas2//rutF//rffH//dkgB//araA//dnaX//mntP//lhr//tolC//rhaM//nadB//ynfL//ycgB//rihA//glcC//ldrA//rplI//trkG//rihC//ibsD//bssS//yhdH//yjiA//dosP//gltS//cpdA//murJ//chiP//flgD//csdE//artP//iraD//tyrR//yjiQ//rpnB//pta//fadK//trkG//argO//paaE//zupT//ppsA//nfuA//glxK//hycI//fkpB//entA//ghxP//speF//srlR//rfaC//pinR//sfmC//entS//hyaA//lgoD//acpS//gntR//trkH//yfdG//proP//dld//tdh//bsmA//thiQ//kdgT//parE//rsmG//sgcB//ftsH//
GO_0051172_6	dcm//chbF//gutQ//tmk//adiC//allS//yidD//ynfF//matP//greA//dnaE//hsrA//ribA//sufD//dhaK//uidR//yagF//citE//yrfG//phnJ//waaS//kdsB//ligB//ynjD//ydiB//yihX//agaC//dgoD//ppx//acrF//hchA//ackA//prlC//qorA//waaS//truC//yjjB//rpsS//sfmA//bglX//ruvA//xseA//ftsX//yaaA//ftsP//amiA//xylA//fucP//fhlA//yneE//fimG//yigL//ybdR//araF//cpdA//frvR//rcsC//lysC//rpoH//alpA//acnB//topB//abgR//agaS//sad//ybdH//ybiW//fimA//yacG//ppsR//yjiY//tufA//tesB//tolQ//pflB//glgB//cytR//eptC//narG//nhaA//stpA//ygiV//uvrB//tap//murP//nusG//mngR//proA//torZ//msrP//yehA//narQ//ribA//ccmG//mrdA//ugpC//mepS//yeiG//argI//erpA//agaV//yegV//pgi//hisA//yoaB//ybaK//yagJ//insI4//ulaC//ldrA//dnaK//yehU//solA//yeaK//paaZ//nagD//cpxA//ribE//artI//glpC//fepB//mhpC//ribB//dacD//ymdB//phnH//apt//atoS//erpA//ftsY//phoR//yceO//
GO_0051173_6	ydiZ//ais//casB//cynS//lpxC//proV//paaF//ybcF//dapA//yraN//tdcB//glpD//ydeP//emrY//yfcV//xylE//yggX//ccmA//gmk//yiaB//eutD//csiD//yfbU//sdaB//dctR//pth//yfeR//yfdC//patD//nagK//kdsD//yqeF//yhjV//intF//nhaB//yigL//gntP//nrdF//yejB//gutM//yahD//aaeR//mltA//nuoI//mqsR//ychH//mrr//yefM//pspD//uof//yedA//allB//fliL//dapA//cutC//oppF//hisD//bioA//hyaA//araH//hybG//queG//ulaG//rppH//trxA//ilvH//serB//yafQ//bipA//yaaY//tehB//rpmB//rpiR//hflK//mgrB//mdtL//pntA//gltK//fadA//zitB//yfeD//mgsA//nrfE//fepA//ppsA//atpD//slmA//yiaB//fdhD//
GO_0051174_6	cheY//greA//flhA//arsR//ybiI//insA-2//queE//bioH//elfG//dacA//
GO_0051180_5	rsmF//xerC//tomB//kbaZ//ompN//fimI//nlpD//nuoF//yphB//grcA//zntR//setC//tdcF//yigL//tabA//modA//
GO_0051181_5	pgk//ampD//cyaA//cpdA//kdsD//feoA//yahF//yjbE//cpsB//znuC//potD//cspA//nanS//rzoR//hisP//metC//hns//gfcE//ptrA//adeD//hisG//glpC//melA//fdoH//rhlB//yihU//intE//xdhB//flhD//yqaE//gspE//nirD//fdnG//efp//fetB//rpe//flgD//fabR//mutM//ygcO//mrcB//
GO_0051182_6	ldrB//kilR//gdhA//rpmJ//xapR//
