#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	crl//yaiW//mtr//dnaG//
GO_0072344_7	paaB//yhdX//ygfZ//ynbD//
GO_0072348_5	ftsE//ycdY//sulA//osmY//yceK//flhC//mprA//rfaF//asd//gspJ//zapA//pphA//sapA//ybjG//uxuB//speG//sdhC//fdnG//ldrD//rpsQ//xylB//pgsA//dgcE//thiE//lldR//hemN//gsiA//yidQ//dam//gatC//rutG//pgaA//agaC//yjhI//borD//menA//ynfL//hemL//ybeF//waaA//
GO_0072350_7	sgrR//mlaE//rspB//ttdA//shiA//decR//leuB//yjtD//mdtD//zapD//ghxQ//dxr//frmA//hicA//hsdM//recQ//ygcR//nhaR//
GO_0072488_7	thiG//pgk//yaaA//ychF//torI//lolC//fdx//
GO_0072490_6	frmB//mdtM//
GO_0072491_6	flgA//yhaJ//
GO_0072501_7	alaC//
GO_0072502_7	yphD//
GO_0072503_7	aldA//atpA//
GO_0072505_8	opgD//
GO_0072506_8	yhjC//
GO_0072507_8	pdxK//fimD//evgS//
GO_0072511_7	nfsB//lacY//rho//nuoG//ftsH//adhE//gsiA//gatC//ycjY//gudX//yedF//ppiA//gadB//fhuB//ybjX//ydiQ//mltB//
GO_0072512_7	glrK//puuP//ahpC//dppC//glsA1//mcbA//proS//ygfZ//narU//sdhE//ascB//clpB//
GO_0072521_5	cyoA//cvrA//cobS//lolC//ybiX//yghU//ybjL//aas//kefC//yafQ//yiaO//rbsA//rsmE//yraN//fruB//truB//appC//holB//aroD//pgaD//nupG//rarD//yfeX//fdnI//rbsA//clcA//yeaK//cyaY//flgD//glcF//tabA//preT//lptG//yeeY//ypdA//lpxK//hflC//fdnG//ynfE//lysO//phoR//atpC//rlmC//xanP//yfaL//rluB//ubiI//tauA//emrK//nikC//marR//potG//ydjH//trkG//dppD//topAI//insI-2//rpsQ//yihW//malI//degP//osmE//pgaC//ppc//pepT//cusB//proC//bglH//
GO_0072522_6	pitA//dicA//npr//yagI//mglB//tesB//rnt//rutC//flgF//cmtA//ampG//malS//zwf//ycbX//yfdK//yobA//radA//pdeK//sgcC//fimD//kdgK//fliK//motA//flhC//nudG//rlmL//recB//wzyE//csgD//cysN//priC//envR//yehZ//yhbO//ynbC//frvB//metH//obgE//bssR//rzoR//cydD//asr//yfdR//
GO_0072523_6	recT//kdpE//ubiH//infC//yeeJ//copA//sbcB//ftsL//ugpA//fumA//yhaJ//ascB//
GO_0072524_5	bamE//hprS//minE//nhaA//gdhA//pdeD//yfgO//flhA//trpE//gmk//ftsW//trpL//plsC//casE//focA//nanE//yjjX//ydjM//xanQ//dacD//murD//yahD//norR//uidR//cmoB//baeR//csgG//yedX//aspS//zapD//rpmG//ybiX//rpmH//lsrA//pfkA//sfmA//lon//ycbX//allC//pheM//fumC//frmR//gldA//clpP//phnN//moaA//cca//
GO_0072525_6	msrB//sufE//atpH//relE//ibpA//gnd//dinQ//ydiV//ygdG//relB//yjhI//gltK//insF-1//yjjX//galS//fabI//grpE//yjjB//tdcA//glsB//mepM//ygiS//mdoG//gloC//htrE//yqhD//ribE//mhpD//hprS//uof//fadA//glgS//tktB//ubiB//obgE//sdhD//serB//
GO_0072526_6	dsbB//glcA//
GO_0072527_5	waaF//arsC//frdB//livH//ilvI//sfsA//ubiI//rpsJ//fdnG//cycA//focB//yjbH//emrE//sdaA//ygiS//dsbA//ybiT//menB//ftsW//fdhE//shiA//qseC//fecB//pyrF//yghU//aroG//argE//yghG//yebK//ygaH//yggE//malS//yhjA//yphC//dhaL//cyaY//bioB//yafN//kdsD//araG//rutD//frmB//yhjC//sufD//cbrA//ggt//hcaF//rne//xerC//trpS//yehD//tsx//hrsA//argH//rssB//tdk//holD//
GO_0072528_6	btuR//amiB//acrE//pstS//lepB//sapB//proS//yjeH//malP//ptsG//rpmJ//pal//rclB//acnB//accC//frdA//abgA//garD//ycgB//entS//ccmH//gspE//malS//syd//iscA//napA//ybaK//nac//hda//
GO_0072529_6	hscA//mdaB//lrp//yqeF//rlmF//tusD//kilR//hyaA//edd//cueR//yjjG//ygbN//deoA//ppiC//iap//abpB//alsA//cptB//ycgR//arcC//ygeW//allD//sodC//
GO_0072530_6	curA//qorA//recX//umuC//
GO_0072531_6	fimH//sfmF//recN//hisC//ynfE//trmA//
GO_0072581_9	dcyD//
GO_0072593_4	bolA//rhaB//yaiP//narV//deoD//yciK//fdhD//secM//lpxT//
GO_0072594_5	sbmC//
GO_0072599_6	minD//
GO_0072657_6	bcp//opgG//ecpR//treF//trkG//ruvB//mgtL//fpr//znuA//actP//yidL//purA//sugE//nrdA//gldA//artP//ttdA//
GO_0072714_5	lyxK//
GO_0075713_7	acrF//atpC//waaL//
GO_0080033_5	yfiF//menA//
GO_0080090_5	fis//ygaH//hscC//hyfC//sfmH//dcuD//dhaL//nrfG//mraZ//fdhF//waaC//yjhP//csgF//fmt//yahF//kdpD//metR//agaW//kup//ftsH//zitB//nadC//dtpA//accD//ruvA//rsmE//ybhP//gloC//ibsE//glvB//ygjK//brnQ//yjhB//phr//yhjA//aroL//miaA//rpsO//rcsD//atoC//tolQ//moaA//entE//dacD//yjhB//dnaA//yghO//ycdX//purT//aldA//tnaB//cadC//speB//polB//yjbH//sad//fabZ//leuE//mntR//arcB//yhjA//hdeA//fumC//infB//fabR//flgC//rplM//rpnA//katG//frwB//atpA//folE//ybiY//hscA//tyrB//pdhR//rclA//yiaA//kefB//alkB//dpiB//ybiW//creB//tdcA//fruK//rhtC//cof//pppA//dam//cdd//coaE//ebgA//arcA//nudF//yafQ//prfC//hyfC//cmtB//dinI//wzb//nagK//folE//gspJ//acnA//chbA//priA//cpxA//yraJ//aroB//ygeA//lysR//oxyR//tatB//relA//xerC//prlC//ygfI//tatC//sgrT//gltS//ychF//rhtA//yphB//yqcG//znuB//fepB//ycgR//cmoA//sgcX//yeaG//hslU//ycbV//yqiH//galF//cusR//feaR//dppD//rpmG//glnH//sodA//yidK//mcrA//umuD//ampD//ftsP//selU//pal//sgcA//adeP//ynhG//cheW//cydC//cmtA//relE//metB//hscC//rzpD//purU//waaZ//araH//yebC//mgtA//wcaB//tehA//ppx//mdaB//nsrR//mglB//cysM//gapC//ybjX//argO//rpsS//aslB//yiaA//yciE//cueO//yeaV//prpR//mutH//rpsJ//yhgF//oppF//yobA//bhsA//dacC//nuoF//secD//yagI//paaJ//rcnR//aaeA//rpsE//upp//iraM//tynA//ydeI//pgm//xapB//phoQ//atpH//waaA//yahB//yeeA//ycjP//prpD//puuA//wecA//wzc//nrdR//acpT//der//ptsG//iraD//lpxK//lptA//yaaJ//yiaF//truD//eco//aldB//mdtI//dgcN//orn//uxuA//perR//paaK//gyrA//ttdT//tonB//rplK//chbF//wza//srlD//yrfG//entB//yfiR//vsr//panD//ydiR//dacC//nrfG//rsuA//yagE//prfB//uxaA//yaaY//fabB//ulaA//sad//rimO//ilvC//afuB//cysQ//mhpA//ydiV//ycdY//tyrB//lolB//yijE//ampD//macA//uhpB//metF//rluD//cnu//orn//yraJ//hflC//treR//glk//ynfE//ycgR//narH//rsmA//cynT//ispG//pflA//mrdB//lacZ//metL//dacD//ybdR//comR//aroC//flgM//degQ//recB//ytfQ//zraS//topAI//ybjN//oppD//talB//torZ//betA//phnP//zitB//lpxD//bcsA//rutC//gltI//pyrG//htpX//gpp//tufA//yihQ//hflK//fabA//ybaK//appC//dinD//mgrB//ydeE//chbC//xerD//rlmF//rnd//ygjK//gatA//sdaA//relB//dapD//folA//basR//yiaN//dctR//cas3//afuB//yjhH//menD//gph//napF//deoC//yoeB//ybgP//ftsQ//fabH//murF//rpsK//rlmF//opgB//glnQ//abgR//ansB//
GO_0080111_4	dnaC//trg//
GO_0080134_5	trpD//
GO_0089705_7	hyfC//yebC//
GO_0089709_7	ydeM//ftp//
GO_0089718_7	ampD//ptrA//fliL//aaeB//opgB//sodB//tig//rplT//uup//yraJ//
GO_0090066_4	emrD//fimE//hokB//ftp//arcA//
GO_0090068_7	hexR//
GO_0090069_5	arfA//yajQ//gltI//
GO_0090071_6	hfq//malG//dapA//
GO_0090087_6	tdcB//ycbX//rpmG//
GO_0090116_7	torY//
GO_0090143_4	fiu//
GO_0090150_5	deoA//rhaS//galT//ygfX//trpS//ybiI//yqiG//asnB//fhuF//prmA//cyaA//alr//
GO_0090304_5	yodD//msrQ//msrC//agaC//uxuA//sfmC//ybdZ//tilS//yiaB//hisS//hycA//fumA//bepA//potI//gmk//dmlA//cusS//mdlB//mutL//znuC//amtB//truC//yjgX//yegT//speC//norV//fhlA//mzrA//rpoD//ybhA//nepI//aaeB//rimO//malK//intZ//yebC//der//asd//ugd//csgG//yjjU//rseP//napA//hslR//tauA//yohD//mltG//nrdD//upp//trpE//phoB//hcaB//xerD//trxA//malP//lptD//rihA//cadA//fliM//nmpC//mdtA//garL//asnC//sapC//rpsH//nadB//mdtQ//yiaB//carA//yebS//wbbK//nirC//selD//yhjA//yiaB//gstA//ycjQ//zapB//udp//kup//hchA//ftsH//acrF//nsrR//ade//ypdF//nrdG//rplL//dtpC//guaA//yjcS//nikE//yhjA//evgS//sad//nuoN//rpsR//ompN//map//aphA//cysE//rpiB//hslJ//rcdA//mpaA//accA//rnpA//priA//cspB//oppB//ykgA//hicA//cstA//fhlA//yggN//surA//hxpA//btuD//gshA//metB//hsrA//prfB//rsmA//aroD//pcm//lsrD//ompT//yjhP//cueO//glpB//ytfE//yfhH//wzzE//nadB//ftsB//nfi//ldtD//gdhA//malE//nrfC//phnN//argS//iscR//dmsA//ispF//arnA//glvB//selB//serC//napA//fabI//cysN//cedA//glcC//cysE//msrC//sbmA//ivbL//potH//lyxK//yqaE//yfiR//cynT//znuB//ybiJ//norR//vsr//degP//evgS//paaD//polB//fliM//yoeE//ydaV//kefF//phnG//prfB//ulaC//lysR//dkgA//yhfK//caiF//cysC//sgrT//yhaM//wecB//yidH//ycaO//cysU//norR//tsx//yagU//csrD//syd//mdtN//thrA//macB//pntB//yhaO//glpR//fdoH//ddlA//purD//hupA//fau//aceK//idi//rpmC//glpF//sulA//nikD//ldtA//manA//cheW//insH-6//hcaT//yraN//mcrA//fhuD//actP//hflD//yidQ//yghG//tonB//ytfR//yiiM//hmp//ydeM//opgB//cadA//recN//sgcR//relA//ttdT//ddlA//thiI//kup//ymdB//ybaT//dinG//ydcS//fruA//prpD//hyaC//mioC//ais//ydiZ//fdx//pepB//nrfG//tdcR//rpmH//rplK//trmB//yciH//purU//dgcM//yqgF//adiA//osmF//katE//kup//ilvE//ftsE//acpT//sgcC//pyrL//acrF//aldA//tusB//ymgA//chbG//caiF//oxyR//hypD//gsiB//abpB//glvC//rzoR//pflB//chiP//oxyR//mlaD//betB//agaW//glnQ//nikD//frc//murA//rpmH//cadC//yfcQ//mscM//gcvA//rhtB//tauA//envZ//argP//rsmA//ykfM//ftsA//dacB//arsC//mdlB//cynT//tus//sutR//frmA//speF//ldtD//aes//sfmA//rihC//truD//entH//nikE//murI//ybdO//lgt//dnaK//rpsT//thiL//yfeW//tabA//yjjG//arnD//yihW//prs//yneL//sucB//insI-2//uspF//ycjU//tpiA//mglC//ppiC//pepQ//rpsO//rluC//deoB//hofP//lipB//eno//add//yedF//dicA//yehT//arnT//glnS//yefM//bioD2//dmsA//bglJ//mppA//soxS//perR//dcyD//hypE//frdA//ymgA//dacD//ybiY//yfcV//ygeW//yqaB//tcdA//ycaO//sgcX//ariR//lpxK//ahpC//uhpC//fliS//yhcH//nuoE//comR//moeB//pyrD//uof//ygfZ//ccmD//rpmH//hyfA//rfbB//sufA//sdhA//xapA//zraS//yggE//era//diaA//elfD//ortT//opgB//atpA//atpD//nsrR//rpiB//hypA//ydbD//epd//uraA//fadK//hemN//fryB//adeQ//parE//feoC//treF//dnaT//queC//yccS//narV//hcaC//pntA//yihI//insE-1//yiaM//elaD//gstB//fhuF//yjhI//dhaK//selD//ftsE//waaG//yqaA//yiaL//yjaZ//rhtA//rstB//alsB//proW//yfaL//acpT//rlmL//yiaU//ettA//yajL//marR//acpP//argF//nrfD//dmsB//paaK//
GO_0090305_6	atpE//eutR//aroD//djlC//alaC//mdtP//agp//bepA//ccmC//gatD//cdgI//gcvA//yphD//leuS//polA//lipA//mqsA//livJ//sgcR//holD//arnB//ccmF//narJ//hypB//osmC//lolC//uup//xdhB//selA//fimF//putP//dgoK//ybdH//gpp//cobC//yedP//thiQ//cysC//yeaK//nrfG//ascB//adiY//yhhT//mgrB//allC//pdxY//pal//rplE//potF//cmoB//metI//ais//yfeD//alkA//lpxD//ogrK//insA-1//ydcS//ycjY//trxA//pykA//panE//rhtB//ghxP//queD//atpF//yeiE//ubiE//cspD//rnc//agaA//putA//agp//mntH//glgX//ralR//rsmI//gor//tnaC//glpC//phnO//
GO_0090313_8	pagP//shiA//
GO_0090329_8	yfeR//eutR//alkB//fadE//queA//yjaZ//creB//
GO_0090347_6	yfaL//
GO_0090352_6	uspB//
GO_0090357_7	ccmA//fliA//
GO_0090358_8	rtcR//
GO_0090407_5	rhaB//yceK//yoeE//rlmN//nikA//mgtA//priA//ygiW//phoE//rpsQ//yafN//cysC//sad//yjjQ//hcaB//lspA//ghxP//carB//fecD//tisB//ubiX//yqeF//srkA//rutR//yghO//dcuB//puuR//asr//glmU//setB//dhaL//pcm//thrC//mcbA//rcsD//mltA//ymfA//thyA//agaI//malF//rpsE//fliD//cysP//bamC//fliG//gatY//aaeB//acnB//asd//glmM//rplT//cyoD//yahB//hisI//plsC//dhaM//secA//astB//ispH//xseB//pntB//mnmG//dauA//mmuP//glrK//abpA//rssB//btuF//wza//xerD//mltG//eptB//atpE//dcd//cysH//rclC//hcaR//yqhC//sfmA//ygiB//bfr//rpnD//rpiR//map//nanR//pepD//cheB//citE//proW//hofQ//yadV//orn//yjjV//ygdG//malQ//cyoE//glgB//dtpC//ubiI//ivbL//fixC//nadD//holA//dkgA//serS//yadI//ybjX//pta//yqjH//glgX//yeeO//asnS//idnT//gltI//tyrR//proX//fliA//yjiY//fimG//infC//rplF//qseC//ygcR//dicB//rfaD//yadI//yjaZ//agaC//yadG//mglB//yggE//
GO_0090487_4	gudP//
GO_0090501_7	uxaA//yciF//yccS//opgE//pcnB//acrA//rluF//argS//ytfP//glmS//ispF//rsfS//lapB//gmk//yrbG//entA//csgF//cysN//adeD//puuC//fumA//sgcR//mdlB//yfcP//rpsO//tsaD//pdeK//yagI//thrA//gntT//lacZ//bioB//
GO_0090502_8	dctR//manA//gadC//mdtA//paaE//pheT//nadA//pmbA//cusB//idi//ssuE//epmB//cyoD//yiiD//citT//proV//rhaS//ynaE//rhaS//trpE//emrK//
GO_0090503_8	rpmJ//sad//mdtB//carA//yadM//cynT//ynhF//cptB//
GO_0090529_5	uvrD//umpH//yiaB//viaA//fliA//cynX//
GO_0090540_10	gldA//dgcZ//aldB//
GO_0090549_5	rhtC//gltP//
GO_0090605_5	apt//ompF//nudG//yihV//pagP//yjhI//mltG//recG//atoB//
GO_0090609_6	dsbC//yhjD//leuO//gyrB//ykgA//brnQ//pdeR//murI//rhoL//
GO_0090662_6	gsiD//
GO_0097035_4	dnaE//iscU//
GO_0097056_7	hdeA//
GO_0097164_4	sufD//kdsA//hscB//gadB//relA//rlmN//rihC//moaC//ptsI//preA//ygfA//htpX//hflC//pgk//chpB//mepM//fryA//cheR//dmsC//mglA//srlR//fliG//fadB//torR//ycjW//ravA//
GO_0097237_5	frvR//fimF//ybeQ//torY//cdsA//fabG//nikC//hdhA//yieH//malF//
GO_0097264_6	hisG//
GO_0097286_10	cdd//
GO_0097292_8	yiaU//
GO_0097293_9	phr//
GO_0097304_7	dmlA//
GO_0097305_5	mdtA//aroG//selB//pdxJ//yjcE//lrhA//
GO_0097339_7	mdoG//
GO_0097366_5	yegS//dppC//dacA//
GO_0097428_6	yedP//rof//nrdI//ybhI//ydjL//lit//viaA//
GO_0097435_4	insI-1//lpoB//
GO_0097501_4	feoA//
GO_0097502_4	cysZ//
GO_0097510_7	tilS//
GO_0097532_4	emrE//
GO_0097533_5	yadM//
GO_0097577_5	phnK//clpB//shiA//
GO_0097588_5	gloB//caiD//yddA//bisC//ruvB//pgaD//trmH//wecE//nadC//obgE//zapC//hflX//helD//ykgM//ubiF//wbbK//frwD//yoaA//dusC//narX//blr//yqaE//insI-1//atpG//nimT//prpB//kdpA//ubiB//yegT//tdcE//rpmG//
GO_0097638_8	paaF//fabD//yfiF//mngR//
GO_0097659_7	yjjI//bfr//cysU//ptsG//ymfA//nanE//rutR//mntR//gatA//eptC//ymfK//yciG//pabA//hisI//rlmL//appA//mdtM//ibsC//betB//pstC//bioA//ypjD//murD//rffG//feaR//ybdO//ibsE//ygfA//yahI//hupA//talB//rplW//sdaA//ybiT//ycbB//pstA//bcp//grcA//rhaT//thrB//trpD//sfsA//xthA//yfgJ//ygiN//cspG//glgP//ydfK//ygaV//gntU//argD//rutE//flgK//yajD//ssuA//fepD//ygeA//dnaX//cfa//dicA//emrE//codB//lpxD//elaB//ydfH//uhpC//relA//yjbH//waaY//zitB//trpC//hyfC//cydC//htpX//vsr//rpsE//cysD//dctA//intF//ycjD//ydiB//mepA//topA//rpsM//selA//pdeR//yebK//flgJ//pabB//thrC//argS//murJ//dinD//yehX//gmk//ilvH//pphA//yciA//dinD//yieF//arsR//frlR//fumA//yfdR//yqcC//panE//stpA//thiQ//dmlA//trpGD//narY//guaB//crl//crcB//yahD//yihS//insI-1//rpiB//cas2//
GO_0098002_8	yphB//
GO_0098542_4	frmR//yahF//hicA//fhuB//nlpE//ivy//secB//rfbB//sapB//idnD//
GO_0098586_5	murE//ascF//shiA//
GO_0098655_7	recG//glsA//uxuR//proA//trxC//paaH//fliD//ftsQ//csdA//ccmA//yjtD//cysD//waaG//agaV//ivbL//hldE//argA//uraA//feoB//entS//gltK//caiB//pdxB//hha//ybiH//mdtQ//ftnB//rutC//nanA//rnr//nrdR//clsA//rsmJ//phoB//gntR//essD//hsdR//fabZ//frwC//clsA//pabA//aspS//lpxH//mltG//uxuA//hemA//htpG//nudG//yraH//phnL//tsaD//prlF//argP//accB//phnJ//ycbX//holC//kch//tdcE//exoX//pphB//etp//ybcM//rsmC//talB//abgT//dgcM//tesB//phoE//rsmF//efp//tsr//aceB//entB//cspE//queD//crr//queA//recT//trkA//eutD//hldE//waaL//rapZ//setA//ydaN//crcB//setC//idnO//ycdY//yqiJ//entF//argR//pdxB//nfo//bglA//trpGD//ygiW//nudB//agaC//viaA//nepI//eutD//pgrR//yfaV//norR//
GO_0098656_7	yqcG//lplA//arcA//gluQ//znuA//plsX//mepA//appC//yehT//rimP//potG//queG//hemN//ugpB//cynS//alr//sdaB//ydfH//pgpB//basS//dnaC//ygbI//ynbC//casD//afuB//rtcR//rplO//nanS//tomB//galK//thiL//hemF//rlmB//ynfK//rpsG//topB//gsiB//mepH//fruA//speC//ytfT//ftsP//mpaA//mlaF//ldtE//yfbS//barA//chpS//uhpT//argA//hsdR//mltG//malS//yhdX//trkG//mdlB//menB//oxyR//rpiA//flgB//serC//kefB//nrfD//frvR//rmf//insB-4//argO//rsmG//ygeV//yhbS//ibsC//tatC//pmbA//frmB//mlaF//msrA//uxaB//ydjL//ypdB//glsA2//murI//ycfS//fepE//yahI//orn//fadL//ftsK//rzoD//csgE//uidC//rpmG//hscB//dacB//accA//yccX//mmuM//waaB//
GO_0098657_5	glsB//mhpT//secG//bioF//kilR//fes//msrA//narJ//fucA//nuoG//ybiA//mppA//araA//accD//yiaB//fetB//gnsB//glpK//pal//cusC//
GO_0098659_8	rbn//rsfS//
GO_0098660_7	tpiA//hyfR//fdrA//lacY//ulaG//frlR//frmA//trpA//zraS//hofP//ygfX//rtcR//pdeK//raiA//rbsR//yfgI//gpp//fepG//dapF//ycfL//rluB//hemE//paaZ//prpD//arfB//yihQ//ftsZ//ibsE//cycA//tufA//entB//ubiG//yieK//flgF//pncB//yhjD//yfhM//sodA//yjcO//fecD//cecR//matP//nlpD//frdD//frlB//uspG//glgX//hemD//yaiP//idnD//ccmD//nfsB//waaG//dgoT//qseB//priB//cspA//asd//envY//rutG//caiT//pmbA//yhjV//acrE//sdhB//mutS//kdsB//rarA//dnaA//ybaM//xapA//manA//trpD//yoeB//menH//wbbK//apaH//
GO_0098661_8	holD//osmY//metG//hybA//paaH//obgE//acrZ//truB//mtlA//murJ//nfo//hscC//ispU//ppsR//dcyD//yegS//pphA//nuoI//murD//
GO_0098662_8	torR//cspD//purD//uxuA//ascF//dinD//infC//ccmF//folC//dsbG//wcaJ//mdfA//speF//ccmF//narI//rbbA//fadJ//fadR//ptrA//proQ//napD//yqjA//kdsD//mqsR//rlmL//tdcR//emrB//mdtK//fic//aroF//aaeA//oxc//yedA//ybiO//lolB//sohB//flgD//fabB//dctA//gcl//paaB//ssuC//lldR//uhpT//ubiJ//yibA//yiiE//flgJ//uspB//proX//ttdA//ybgI//tus//crl//frsA//zntR//sfsB//mcbR//livK//mlaE//rsmD//
GO_0098670_7	clpA//
GO_0098704_7	acnA//intF//aqpZ//udp//
GO_0098707_10	nuoN//
GO_0098708_8	pbpG//gltB//tag//mfd//
GO_0098710_7	abpB//rpoE//
GO_0098711_9	potA//
GO_0098713_8	pflB//galE//metG//potC//
GO_0098719_9	xanQ//
GO_0098732_6	yahI//ldtB//msrQ//ubiJ//
GO_0098739_6	narX//ulaE//gsiB//msrP//nudF//gnsB//kdpD//rdgB//caiB//ribB//ansB//moaD//rpsJ//msrA//hldE//essD//prfB//tcdA//
GO_0098771_7	mazF//rutB//ydeO//yraJ//hemH//rpmB//kdsA//ycfL//rffC//acrA//fliA//ubiH//frwC//yeaD//ypjD//dtpC//ytfR//yhjX//kdsB//ygfZ//dppC//csgG//ftsW//rbsR//mrdA//ynjA//cysU//mgsA//ybdZ//puuE//secF//phnH//kduI//dxs//lpxB//tusE//
GO_0098776_7	hyfR//murJ//hdfR//citX//cysS//
GO_0098795_9	fdnG//
GO_0098869_4	rpoH//tolQ//yccX//torI//lsrD//rplK//zapE//yceO//cysE//rdgC//xylR//ydiB//sspA//frvA//yehZ//pdxA//glcF//wzzB//allD//srkA//yhjV//thrS//
GO_0099046_5	mrcA//hybB//
GO_0099116_10	mdoG//
GO_0099131_7	tktB//
GO_0099132_7	pgm//ydiV//nei//pntA//lysR//tesB//ssuA//dtpA//mqsR//gspE//cyaY//eptB//nadD//rlmD//moeB//lsrB//malQ//putA//nrdA//ftsB//hybF//gor//lysA//
GO_0099133_8	pncB//yegT//hns//ihfA//rnb//paaH//rimL//yahD//chbA//prfC//lysU//ycjD//alsE//yfaE//ymdB//mltD//pinQ//galS//recR//sdhB//
GO_0099587_7	dhaM//yfdK//
GO_0101030_8	ilvB//
GO_0104004_4	ycjD//napC//relE//yiaU//ydiK//ddlA//actP//hypT//waaZ//pitB//cas3//yaaU//chbC//gadA//eamA//pdxY//rplB//pncB//alkA//hybG//yfgO//tqsA//rplJ//evgS//
GO_0110017_7	barA//
GO_0110095_4	ynbC//mdtN//
GO_0140115_6	emrB//bepA//yhjV//glk//epmB//
GO_1900190_5	tatD//queG//iscR//yegT//sseA//bamA//pmbA//insK//atoC//gatY//msrA//rluE//agaV//
GO_1900191_6	insA-1//iscS//ybbY//cas1//
GO_1900192_6	rimJ//fixA//
GO_1900231_6	ompN//gcvA//polB//fadJ//entS//
GO_1900232_7	thiM//ybjL//yfgI//
GO_1900233_7	mipA//
GO_1900371_8	tnaA//
GO_1900372_9	rnd//
GO_1900376_6	yaaJ//sufB//hypE//
GO_1900377_7	tsr//
GO_1900378_7	ydcO//
GO_1900542_7	wzb//
GO_1900543_8	rapZ//
GO_1900704_7	xylF//
GO_1900705_8	malP//
GO_1900725_7	yghB//
GO_1900727_8	pspD//
GO_1900749_6	malG//
GO_1900751_9	ptsN//
GO_1900866_6	modC//
GO_1901068_8	glxR//mltG//yceD//ssuD//yneJ//aldB//ynbB//sgcX//dinD//nuoN//yfiE//
GO_1901069_9	lsrB//
GO_1901070_9	gstA//sgcE//yddM//chbR//
GO_1901071_6	bioC//fhuB//dnaE//mipA//artQ//
GO_1901072_7	tusA//ogt//cynS//dicA//
GO_1901135_4	leuA//rcdA//bssR//ybbW//yidP//ybdM//asnC//ybhF//atoB//leuC//gltL//gatB//dgoK//gabT//hcaT//ybgI//add//cysU//cysB//lapA//rhoL//tdcC//pagP//xdhB//cusB//gstA//wza//ygeW//fiu//yegD//ycjY//plsX//yfcS//cpoB//glnP//dsbC//hybB//lpxD//pgaB//rluF//araA//rbsA//gadA//msrQ//cutA//adeP//nagZ//rbn//tpx//cysI//potA//recC//yjjW//phoU//ibsD//glxR//agaI//ydhQ//marR//moaE//mgtL//cpsB//sodB//alsK//ugpC//pyrH//srkA//rpsD//btuR//fimE//pcnB//dhaR//gmhB//tcyN//ybdR//maoP//hxpB//fdnH//tdk//cysQ//ggt//sulA//deoB//iscX//cheY//aroH//mdtG//kbp//rho//glcC//yaaY//menI//curA//csgF//yfgJ//rarA//proV//rbsA//mdtD//rfaQ//hrsA//nmpC//proP//cysW//serA//ubiI//yjjU//yebZ//nirB//mdtP//mreB//nadE//mngB//ascB//cheR//yehP//ulaD//treA//yfhM//puuA//deoC//umpH//yiaN//bhsA//agaC//lon//exbD//ycbB//prfB//clsC//ypjD//ycbU//yafC//ybcL//pcnB//lnt//mrdB//bipA//araG//insI3//nadK//potC//mtlA//metB//thiD//rdgB//gyrA//yfbV//kduD//hokE//rlmC//afuC//hypB//opgB//fdrA//rdgB//xanP//tsr//trmA//cyoC//garL//wcaC//lsrB//mglA//dmsB//paaC//rlmA//fkpA//tyrR//envY//feoB//mntR//scpB//murP//aslB//opgB//yejB//murA//sodA//trpD//ydiP//mdtJ//parC//sixA//yqgB//yfdR//dnaG//mtlA//lepB//sucD//hflD//dgoA//yehD//tldD//yqaB//gudP//glpC//yqjH//yhaC//yehA//hcaF//rsgA//ydcM//thiI//gatD//yagI//hycI//groS//alsE//dhaK//yfdG//alkB//ygcR//ssb//psuT//hdeB//ydcR//ansA//puuB//trmA//rlmE//sxy//flgF//yhjG//cheR//acrR//ygbL//ybfA//plsX//infB//ulaG//aaeR//basR//fis//ybdM//mltD//araC//norV//garK//btuC//kdpF//ais//hyaD//paaK//actP//relA//trpB//aroH//uidA//cysC//codA//ygiB//tolB//rluD//trpR//rpoS//ilvN//holB//ydcO//recQ//purA//deoD//ymgF//pth//lptF//serS//allR//nupG//
GO_1901136_5	ybjD//lsrB//cspI//napF//ftsK//ybiV//murE//yhbQ//fre//glvB//wecA//pgpB//yagI//glnE//chbB//tdcD//mnmC//sfmC//nudG//yfiF//csrD//wzyE//glsA1//fsr//glpT//cheY//trxC//guaB//vsr//cobC//ynbC//pbpG//ilvL//ybaK//idi//ttdB//dnaN//gpmM//suhB//sucA//bdcR//kdsA//appC//yhcH//frvR//emrK//guaA//slyA//yafO//lpp//hdfR//hybA//
