# From /Users/Daniela/Documents/CCG/datasets/GOs/scripts/get_uniq_lowest_levels_v2.pl on Tue Oct  2 15:34:09 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/v2/all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0002252	3	10	abpA,abpB,cas1,cas3,casA,casB,casC,casD,casE,cobB,	immune effector process
GO:0051607	4	10	abpA,abpB,cas1,cas3,casA,casB,casC,casD,casE,cobB,	defense response to virus
GO:0006791	2	4	dcyD,tcyJ,tcyL,tcyP,	sulfur utilization
GO:0008152	2	1801	aaeR,aas,abgA,abgB,abgR,accA,accB,accC,accD,aceA,aceB,aceF,aceK,ackA,acnA,acnB,acpH,acpP,acpS,acpT,acrR,acs,ada,add,ade,adeD,adhE,adhP,adiA,adiY,adk,aes,agaA,agaI,agaS,agp,ahr,ais,alaA,alaC,alaS,aldA,alkA,alkB,allB,allC,allD,alr,alsE,alsK,amiD,ampD,ampG,ampH,amyA,ansA,ansB,apaH,aphA,appA,appB,appC,appY,apt,araA,araB,araC,araD,arcB,arcC,arfA,arfB,argA,argB,argC,argD,argE,argF,argG,argH,argI,argK,argR,argS,arnA,arnB,arnT,aroA,aroB,aroC,aroD,aroE,aroF,aroG,aroH,aroK,aroL,arsR,ascB,ascF,ascG,asd,aslB,asnA,asnB,asnS,aspA,aspC,aspS,astB,astC,atoB,atoS,atpA,atpB,atpC,atpE,avtA,bacA,baeR,baeS,bamB,barA,basS,bcsA,bcsQ,bdcA,betA,betB,bglA,bglB,bglF,bglX,bioA,bioB,bioC,bioD,bioD1,bioD2,bioF,bioH,bipA,birA,bisC,bolA,btuR,cadA,caiB,caiD,caiE,caiF,carA,carB,cas1,cas2,cas3,casD,casE,cbrA,cbrC,cca,ccmC,ccmE,ccmF,ccmG,ccmH,cdd,cdh,cdsA,cecR,cfa,chaC,chbF,chbG,chbR,cheA,cheR,cheY,cheZ,chiP,cho,chpB,citC,citE,citG,citX,clpA,clpP,clpX,clsA,clsB,clsC,cmk,cmoA,cmoB,cmoM,cnu,coaA,coaD,coaE,cobB,cobC,cobS,cobT,cobU,codA,codB,cof,cpdB,cpsB,cpsG,cptB,cpxA,cra,creC,crp,csdA,csdE,csgA,csgB,cspA,csrD,cueR,curA,cusC,cusS,cvpA,cyaA,cyaY,cydA,cydB,cynS,cynT,cynX,cyoA,cyoB,cyoC,cyoD,cyoE,cysB,cysC,cysD,cysE,cysG,cysH,cysI,cysK,cysM,cysN,cysP,cysQ,cysS,cysZ,dacA,dacB,dacC,dacD,dadA,dam,dapA,dapB,dapD,dapF,dbpA,dcd,dcm,dcp,dcuA,dcuB,dcuC,dcuR,dcuS,dcyD,ddlA,ddlB,ddpX,deaD,decR,def,degP,degQ,degS,deoB,deoC,deoD,dfp,dgcE,dgcM,dgkA,dgoA,dgoD,dgoK,dgt,dhaK,dhaL,dhaM,dhaR,diaA,dicA,dicC,dinB,dinG,dinJ,dkgA,dkgB,dld,dmlA,dmlR,dmsA,dmsB,dmsC,dnaA,dnaB,dnaC,dnaE,dnaG,dnaJ,dnaN,dnaQ,dnaT,dnaX,dosP,dpiB,dsbA,dsbB,dsbC,dsbD,dsbG,dsdA,dsdC,dtd,dusC,dut,dxr,dxs,ebgA,eda,edd,efp,elaA,elaD,elbB,elyC,emrE,endA,eno,entA,entB,entC,entD,entE,entF,entH,envY,envZ,epd,epmA,epmB,epmC,eptA,eptB,eptC,era,erfK,erpA,etk,etp,eutA,eutB,eutR,evgS,exoX,fabA,fabB,fabD,fabG,fabH,fabI,fabZ,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadK,fadM,fadR,fau,fbaA,fbp,fcl,fdhE,fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fdrA,fdx,feaB,feaR,feoC,fepE,fes,fhlA,fimB,fimE,fixA,fixB,fixC,fklB,fkpA,fkpB,flhC,flhD,fmt,fnr,folA,folC,folD,folE,folM,folP,folX,fpr,frdA,frdB,frdC,frdD,fre,frlA,frlB,frlC,frlR,frmA,frmB,frr,fruA,fruB,fruK,frvR,ftp,ftsH,ftsI,ftsW,fucA,fucI,fucK,fucO,fumA,fumB,fumC,gabD,gabT,gadA,gadB,gadW,gadX,galE,galK,galM,galR,galT,galU,gapA,gapC,garD,garK,garL,garR,gatD,gatY,gcd,gcl,gcvA,gcvH,gcvP,gcvR,gcvT,gdhA,ggt,ghoS,ghrB,glcB,glcD,glcE,glcF,gldA,glgA,glgB,glgC,glgP,glgX,glk,glmM,glmS,glmU,glnA,glnD,glnE,glnL,glnS,gloA,gloB,gloC,glpA,glpB,glpC,glpD,glpG,glpK,glpX,glrK,glrR,glsA,glsA1,glsA2,glsB,gltB,gltD,gltX,gluQ,glvB,glxK,glxR,glyA,glyS,gmd,gmhB,gmk,gnd,gnsB,gntK,gor,gph,gpmA,gpp,gppA,gpr,gpsA,gpt,grcA,greA,greB,grxD,gshA,gshB,gstB,guaA,guaB,guaC,guaD,gudD,gudX,gutQ,gyrA,gyrB,hcaB,hcaC,hcaD,hcaE,hcaF,hchA,hcp,hda,hdhA,helD,hemA,hemB,hemC,hemD,hemE,hemF,hemG,hemH,hemL,hemN,hexR,hflX,hicA,hicB,higB,hinT,hipA,hipB,hisA,hisB,hisC,hisD,hisF,hisG,hisH,hisI,hisS,hiuH,hldE,hmp,hofM,hofN,hofO,hofP,hofQ,holA,holB,holC,holD,holE,hprR,hprS,hpt,hrpA,hscA,hscB,hsdM,hsdR,hslU,hslV,htpX,hupA,hupB,hxpA,hxpB,hyaA,hyaB,hyaC,hyaD,hybA,hybB,hybC,hybD,hybE,hybF,hybG,hybO,hycB,hycH,hycI,hyfA,hyfR,hyi,hypA,hypB,hypC,hypD,hypE,hypF,hypT,iaaA,iap,icd,idi,idnD,idnK,idnO,ihfA,ihfB,ileS,ilvA,ilvB,ilvC,ilvD,ilvE,ilvH,ilvI,ilvL,ilvM,ilvN,infB,insA-1,insA-2,insB-2,insB-4,insE-1,insH-6,insI-1,intE,intQ,intS,intZ,iscA,iscS,iscU,iscX,ispA,ispB,ispF,ispG,ispH,ispU,ivbL,katE,katG,kdgK,kdpD,kdsA,kdsB,kdsC,kdsD,kduD,kduI,lacZ,lapA,lapB,lasT,ldcA,ldcC,ldhA,ldtA,ldtB,ldtC,ldtD,ldtE,lepA,lepB,leuA,leuB,leuC,leuD,leuS,lexA,lgoD,lgoR,lgt,lhr,ligA,ligB,lipA,lipB,lit,lldD,lnt,lolB,lon,lpcA,lpd,lplA,lplT,lpoA,lpoB,lpp,lpxB,lpxC,lpxD,lpxH,lpxK,lpxL,lpxM,lpxP,lrhA,lrp,lspA,lsrG,lsrR,ltaE,luxS,lysA,lysC,lysR,lysS,lysU,lyxK,maeA,mak,malP,malQ,malS,malZ,manA,map,mazF,mazG,mcbA,mcrA,mcrB,mdaB,mdh,mdoD,mdoG,melA,melR,menA,menB,menC,menD,menE,menF,menH,menI,mepA,mepH,mepM,mepS,metB,metC,metE,metF,metG,metH,metK,metL,mfd,mgsA,mhpA,mhpB,mhpC,mhpD,miaA,miaB,mioC,mipA,mlc,mltA,mltB,mltC,mltF,mltG,mmuM,mmuP,mnaT,mngB,mnmA,mnmC,mnmE,mnmG,moaA,moaB,moaC,moaD,moaE,mobA,mocA,moeA,moeB,mog,mpaA,mprA,mqsR,mraY,mrcA,mrcB,mrdA,mrdB,mrp,mrr,msrA,msrB,msrC,msrP,msrQ,mtfA,mtgA,mtlA,mtlD,mtn,mtnN,mug,murA,murB,murC,murD,murE,murF,murG,murI,murJ,murP,murQ,murR,mutH,mutL,mutM,mutS,mutT,mutY,nadA,nadB,nadC,nadD,nadE,nadK,nagA,nagB,nagD,nagE,nagK,nagZ,nanA,nanE,nanK,nanR,nanS,napA,napB,napC,napF,narG,narH,narI,narJ,narQ,narV,narW,narX,narY,narZ,ndh,ndk,nei,nemA,nfi,nfo,nfsB,nfuA,nhoA,nimR,nirB,nirD,norV,norW,npr,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,nrdI,nrfA,nrfB,nrfC,nrfD,nrfE,nrfF,nrfG,nth,nudB,nudC,nudG,nuoB,nuoE,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,nusG,ogt,ompT,opgB,opgC,opgE,opgG,opgH,orn,otsA,otsB,oxc,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,pabA,pabB,pabC,pagP,panB,panC,panD,panE,panZ,parC,parE,patA,patD,patZ,pbpC,pbpG,pck,pckA,pcm,pcnB,pdeK,pdxA,pdxB,pdxH,pdxJ,pdxK,pdxY,pepA,pepB,pepD,pepN,pepQ,pepT,perR,pfkA,pfkB,pflA,pflB,pflC,pgaB,pgi,pgk,pgl,pgm,pgpA,pgpB,pgpC,pgrR,pgsA,pheA,pheS,pheT,phnG,phnH,phnI,phnJ,phnK,phnL,phnM,phnN,phnO,phnP,phoA,phoQ,phoR,phr,pinE,pinQ,pinR,pldB,plsB,plsC,plsX,pmbA,pncB,pnp,pntA,pntB,polA,polB,poxB,ppc,pphA,pphB,ppiC,ppiD,ppk,pppA,ppsA,ppsR,ppx,prc,preA,preT,priA,priB,priC,prkB,prlC,prmA,prmB,prmC,proA,proB,proC,proS,prpB,prpC,prpD,prs,psd,psuG,pta,pth,ptrA,ptsG,ptsH,ptsI,ptsP,purA,purC,purD,purF,purL,purN,purT,purU,putA,puuA,puuB,puuC,puuD,puuE,puuP,puuR,pykA,pykF,pyrB,pyrC,pyrD,pyrE,pyrF,pyrG,pyrH,pyrL,qorA,qseB,qseC,queA,queC,queD,queE,queF,queG,radA,radD,ralR,rapZ,rarA,rayT,rbfA,rbn,rbsD,rbsK,rcdA,rclR,rcsA,rcsB,rcsC,rcsD,rcsF,rdgB,recA,recB,recC,recD,recE,recF,recG,recJ,recN,recQ,recR,recT,relA,relB,relE,rep,rfaB,rfaC,rfaD,rfaE,rfaF,rfaG,rfaH,rfaQ,rfbB,rfbC,rfbD,rfe,rffC,rffG,rffH,rffM,rffT,rhaA,rhaB,rhaD,rhaM,rhaR,rhaS,rhlB,rhlE,rhmD,rho,ribA,ribB,ribC,ribD,ribE,ribF,rihA,rihB,rihC,rimI,rimJ,rimK,rimL,rimM,rimO,rimP,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rmuC,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,roxA,rpe,rph,rpiA,rpiB,rpiR,rplA,rplB,rplC,rplE,rplF,rplI,rplJ,rplL,rplM,rplN,rplO,rplP,rplQ,rplR,rplS,rplT,rplW,rplX,rplY,rpmA,rpmB,rpmC,rpmE,rpmG,rpmH,rpmJ,rpnA,rpnB,rpnC,rpnD,rpoA,rpoH,rpoS,rppH,rpsA,rpsB,rpsD,rpsE,rpsG,rpsI,rpsK,rpsL,rpsM,rpsN,rpsO,rpsP,rpsQ,rpsR,rpsT,rraA,rraB,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rspB,rssA,rstB,rsuA,rtcB,rusA,rutA,rutB,rutC,rutD,rutE,rutF,rutG,ruvA,ruvB,ruvC,sad,sbcB,sbcC,sbcD,sbp,scpB,scpC,sdaA,sdaB,sdhA,sdhB,sdhC,sdhD,sdhE,selA,selB,selD,selU,serA,serB,serC,serS,sfsB,sgbE,sgbH,sgbU,sgcB,sgcE,sgcR,sgcX,sixA,skp,slt,slyD,smpB,smrA,sodA,sodB,sodC,sohB,speA,speB,speC,speD,speE,speG,spoT,sppA,srkA,srlD,srmB,ssb,ssuA,ssuB,ssuC,ssuD,ssuE,stpA,sucA,sucB,sucC,sucD,sufA,sufB,sufC,sufD,sufE,sufS,suhB,surA,surE,symE,tadA,tag,talB,tatD,tauA,tauD,tcdA,tdcB,tdcD,tdcE,tdcF,tdcG,tdh,tdk,tesB,tgt,thiC,thiD,thiE,thiG,thiH,thiI,thiL,thiM,thrA,thrB,thrC,thrS,thyA,tig,tilS,tktA,tktB,tldD,tmcA,tmk,tnaA,topA,topB,torA,torC,torD,torI,torS,torY,torZ,tpiA,treA,treB,treC,treF,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,trpA,trpB,trpC,trpD,trpE,trpGD,trpS,truA,truB,truC,truD,tsaB,tsaC,tsaD,tsaE,tsf,ttcA,ttdA,ttdR,tufA,tufB,tus,tusA,tusB,tusC,tusD,tusE,tynA,tyrA,tyrB,tyrS,ubiA,ubiB,ubiC,ubiD,ubiE,ubiF,ubiG,ubiH,ubiI,ubiJ,ubiX,udk,udp,ugd,uhpB,uidA,uidR,ulaD,ulaE,ulaF,ulaG,ulaR,umpG,umpH,umuC,umuD,ung,upp,ushA,uspG,uvrA,uvrB,uvrC,uvrD,uxaA,uxaB,uxaC,uxuA,uxuB,uxuR,valS,vsr,waaA,waaB,waaC,waaF,waaG,waaJ,waaL,waaO,waaP,waaQ,waaS,waaU,waaY,waaZ,wbbK,wcaB,wcaC,wcaJ,wecA,wecB,wecC,wecE,wrbA,wzb,wzc,wzyE,wzzB,wzzE,xapA,xapB,xdhB,xerC,xerD,xisE,xseA,xseB,xthA,xylA,xylB,xylF,xylG,xylH,yadI,yafC,yafE,yafO,yafQ,yafS,yagE,yagF,yagI,yahB,yahF,yahI,yahK,yaiV,yaiW,yajD,yajL,yajO,ybaQ,ybbN,ybcC,ybcF,ybcJ,ybcM,ybdH,ybdR,ybdZ,ybeF,ybeY,ybfF,ybhA,ybhD,ybhJ,ybhP,ybiA,ybiS,ybiV,ybiW,ybiY,ybjD,ybjI,ycaN,ycaO,ycbB,ycbX,ycdX,ycfH,ycfS,ycgM,yciA,yciH,yciK,yciT,yciV,ycjD,ycjQ,ycjR,ycjU,ycjW,ydaC,ydaV,ydcI,ydcM,ydcP,ydcR,ydcS,yddM,ydeM,ydeO,ydfG,ydfH,ydiB,ydiF,ydiO,ydiP,ydiQ,ydiR,ydiZ,ydjH,ydjJ,ydjL,yeaE,yeaG,yebG,yebK,yedL,yedP,yedX,yeeL,yeeY,yegS,yegV,yehU,yeiE,yeiG,yeiL,yfaE,yfaU,yfaX,yfbR,yfcF,yfdG,yfdR,yfeR,yfeW,yfhH,yfiC,yfiE,yfiF,ygbI,ygbL,ygbM,ygcR,ygcW,ygdG,ygeA,ygeV,ygeW,ygeX,ygfA,ygfI,ygfZ,yggF,yggP,yggW,yghO,ygjH,ygjR,yhaJ,yhaM,yhaO,yhaV,yhbO,yhbQ,yhbS,yhbX,yhbY,yhdH,yhdJ,yheT,yhfS,yhgH,yhhY,yhhZ,yhjB,yhjC,yhjR,yiaT,yiaU,yibF,yidA,yidK,yidL,yidP,yidR,yidZ,yieE,yieF,yieH,yieK,yieL,yifB,yigB,yigL,yihL,yihQ,yihR,yihS,yihT,yihU,yihV,yihW,yihX,yiiD,yiiM,yijO,yjbE,yjbF,yjbG,yjbH,yjcS,yjeI,yjfP,yjgX,yjhG,yjhH,yjhI,yjhP,yjiA,yjiQ,yjiR,yjjG,yjjI,yjjU,yjjV,yjjW,yjjX,yjtD,ykgA,ykgF,ykgM,ykgO,ymfK,ynbC,ynbD,yneJ,yneL,ynfE,ynfF,ynfH,ynfK,ynhG,ynjA,yoaA,yoeB,ypdA,ypdC,ypdF,ypdI,yphB,yphC,yqaB,yqeA,yqeF,yqgF,yqhC,yraN,yraR,yrfG,ytfE,ytfP,zraR,zraS,zur,zwf,	metabolic process
GO:0042445	3	14	entC,fadA,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,	hormone metabolic process
GO:0042446	4	1	entC,	hormone biosynthetic process
GO:0009697	5	1	entC,	salicylic acid biosynthetic process
GO:0042447	4	13	fadA,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,	hormone catabolic process
GO:0009852	5	13	fadA,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,	auxin catabolic process
GO:0010124	4	13	fadA,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,	phenylacetate catabolic process
GO:0009696	4	1	entC,	salicylic acid metabolic process
GO:0009850	4	13	fadA,paaA,paaB,paaC,paaD,paaE,paaF,paaG,paaH,paaJ,paaK,paaX,paaZ,	auxin metabolic process
GO:0042440	3	14	add,ade,adeD,apt,cyoE,cysG,hemB,hemC,hemE,hemF,hemG,hemH,hpt,yfdG,	pigment metabolic process
GO:0046148	4	14	add,ade,adeD,apt,cyoE,cysG,hemB,hemC,hemE,hemF,hemG,hemH,hpt,yfdG,	pigment biosynthetic process
GO:0009113	5	5	add,ade,adeD,apt,hpt,	purine nucleobase biosynthetic process
GO:0046101	6	3	add,ade,adeD,	hypoxanthine biosynthetic process
GO:0043103	7	1	add,	hypoxanthine salvage
GO:0046084	6	2	apt,hpt,	adenine biosynthetic process
GO:0006168	7	2	apt,hpt,	adenine salvage
GO:0043096	6	3	add,apt,hpt,	purine nucleobase salvage
GO:0006178	7	1	hpt,	guanine salvage
GO:0046099	6	1	hpt,	guanine biosynthetic process
GO:0006783	5	9	cyoE,cysG,hemB,hemC,hemE,hemF,hemG,hemH,yfdG,	heme biosynthetic process
GO:0019354	6	1	cysG,	siroheme biosynthetic process
GO:0048034	6	1	cyoE,	heme O biosynthetic process
GO:0042168	4	9	cyoE,cysG,hemB,hemC,hemE,hemF,hemG,hemH,yfdG,	heme metabolic process
GO:0046156	5	1	cysG,	siroheme metabolic process
GO:0048033	5	1	cyoE,	heme o metabolic process
GO:0055114	3	192	aceF,acnA,adhP,ahr,alkB,appB,appC,aslB,atoB,bamB,bdcA,bisC,caiD,cbrA,ccmC,ccmG,ccmH,curA,cyaY,cydA,cydB,cyoA,cyoB,cyoC,cyoD,cyoE,cysH,cysI,dadA,dcuA,dcuB,dcuC,dld,dmlA,dmsA,dmsB,dmsC,dnaJ,dsbA,dsbB,dsbC,dsbD,dsbG,erpA,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadK,fadM,fadR,fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fixA,fixB,fnr,frdA,frdB,frdC,frdD,frmA,gatD,gcvP,gldA,glgA,glgB,glgC,glgP,glgX,glpA,glpB,glpC,glpD,gnd,grxD,gstB,hcaC,hcp,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,icd,idnD,ldhA,leuB,lgoD,lipA,lldD,lpd,lsrG,malP,malQ,mdaB,mdh,mhpA,msrC,msrP,msrQ,napA,napB,napC,napF,narG,narH,narI,narV,narY,narZ,ndh,nirB,nirD,nrfA,nrfB,nrfC,nrfD,nuoB,nuoE,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,oxc,paaF,paaG,paaJ,pdxH,pflC,pgm,phoA,pntA,pntB,puuB,qorA,rspB,scpB,sdhA,sdhB,sdhC,sdhD,sodA,sodB,tdcD,tdh,torA,torC,torS,torY,torZ,tynA,wrbA,yahK,ybbN,ybdR,ybiY,ycjQ,ydeM,ydfG,ydiQ,ydiR,ydjJ,ydjL,yfcF,yfdG,ygcR,yggP,ygjR,yhdH,yjeI,yjjI,yjjW,ynfE,ynfF,ynfH,ynjA,yphC,yqeF,yraR,zwf,	oxidation-reduction process
GO:0034440	4	20	atoB,caiD,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadK,fadM,fadR,fixB,oxc,paaF,paaG,paaJ,scpB,ydiR,yqeF,	lipid oxidation
GO:0019395	5	20	atoB,caiD,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadK,fadM,fadR,fixB,oxc,paaF,paaG,paaJ,scpB,ydiR,yqeF,	fatty acid oxidation
GO:0006635	6	17	atoB,caiD,fadA,fadB,fadD,fadE,fadH,fadI,fadJ,fadM,fixB,paaF,paaG,paaJ,scpB,ydiR,yqeF,	fatty acid beta-oxidation
GO:0033539	7	3	fadE,fixB,ydiR,	fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:0033542	7	2	fadH,fadI,	fatty acid beta-oxidation, unsaturated, even number
GO:0033543	8	1	fadH,	fatty acid beta-oxidation, unsaturated, even number, reductase/isomerase pathway
GO:0001561	6	1	oxc,	fatty acid alpha-oxidation
GO:0070989	4	1	alkB,	oxidative demethylation
GO:0035513	5	1	alkB,	oxidative RNA demethylation
GO:0035553	6	1	alkB,	oxidative single-stranded RNA demethylation
GO:0035511	5	1	alkB,	oxidative DNA demethylation
GO:0035552	6	1	alkB,	oxidative single-stranded DNA demethylation
GO:0015944	4	7	fdhF,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,	formate oxidation
GO:0019419	4	2	cysH,cysI,	sulfate reduction
GO:0019379	5	1	cysH,	sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
GO:0019480	4	1	dadA,	L-alanine oxidation to pyruvate via D-alanine
GO:0019516	4	2	dld,lldD,	lactate oxidation
GO:0006740	4	2	pntA,pntB,	NADPH regeneration
GO:0015980	4	86	acnA,appB,appC,bisC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,cyoE,dcuA,dcuB,dcuC,dld,dmsA,dmsB,dmsC,erpA,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fnr,frdA,frdB,frdC,frdD,gldA,glgA,glgB,glgC,glgP,glgX,glpA,glpB,glpC,glpD,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,ldhA,lldD,malP,malQ,mdh,napA,napB,napC,narG,narH,narI,narV,narY,narZ,ndh,nirB,nirD,nuoB,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,pgm,sdhA,sdhB,sdhC,sdhD,tdcD,torA,torC,torS,torY,torZ,yjjI,ynfE,ynfF,ynfH,	energy derivation by oxidation of organic compounds
GO:0006112	5	8	glgA,glgB,glgC,glgP,glgX,malP,malQ,pgm,	energy reserve metabolic process
GO:0005977	6	8	glgA,glgB,glgC,glgP,glgX,malP,malQ,pgm,	glycogen metabolic process
GO:0005980	7	3	glgP,glgX,malP,	glycogen catabolic process
GO:0005978	7	4	glgA,glgB,glgC,pgm,	glycogen biosynthetic process
GO:0045333	5	74	acnA,appB,appC,bisC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,cyoE,dcuA,dcuB,dld,dmsA,dmsB,dmsC,erpA,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fnr,frdA,frdB,frdC,frdD,glpA,glpB,glpC,glpD,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,lldD,mdh,napA,napB,napC,narG,narH,narI,narV,narY,narZ,ndh,nirB,nirD,nuoB,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,sdhA,sdhB,sdhC,sdhD,torA,torC,torS,torY,torZ,yjjI,ynfE,ynfF,ynfH,	cellular respiration
GO:0009061	6	55	acnA,bisC,dcuA,dcuB,dld,dmsA,dmsB,dmsC,erpA,fdnG,fdnH,fdnI,fdoG,fdoH,fdoI,fnr,frdA,frdB,frdC,frdD,glpA,glpB,glpC,glpD,hyaA,hyaB,hyaC,hybA,hybB,hybC,hybO,lldD,mdh,napA,napB,napC,narG,narH,narI,narV,narY,narZ,ndh,nirB,nirD,sdhA,torA,torC,torS,torY,torZ,yjjI,ynfE,ynfF,ynfH,	anaerobic respiration
GO:0009060	6	26	appB,appC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,dld,erpA,glpD,lldD,ndh,nuoB,nuoF,nuoG,nuoH,nuoI,nuoM,nuoN,sdhA,sdhB,sdhC,sdhD,torA,torC,	aerobic respiration
GO:0019646	6	9	appB,appC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,ndh,	aerobic electron transport chain
GO:0006113	5	13	dcuC,frdA,frdB,frdC,frdD,gldA,hyaA,hyaB,hyaC,hybA,ldhA,mdh,tdcD,	fermentation
GO:0019666	4	3	dcuC,ldhA,tdcD,	nitrogenous compound fermentation
GO:0019660	5	2	dcuC,ldhA,	glycolytic fermentation
GO:0019664	6	2	dcuC,ldhA,	mixed acid fermentation
GO:0019665	5	1	tdcD,	anaerobic amino acid catabolic process
GO:0019662	6	2	gldA,hybA,	non-glycolytic fermentation
GO:0019588	7	2	gldA,hybA,	anaerobic glycerol catabolic process
GO:0022900	4	24	appB,appC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,dld,dsbB,fdoH,glpC,icd,narI,narV,narY,narZ,ndh,nrfA,nrfB,nrfC,nrfD,nuoE,sdhB,	electron transport chain
GO:0022904	5	21	appB,appC,cydA,cydB,cyoA,cyoB,cyoC,cyoD,dld,fdoH,narI,narV,narY,narZ,ndh,nrfA,nrfB,nrfC,nrfD,nuoE,sdhB,	respiratory electron transport chain
GO:0019645	6	8	narI,narV,narY,narZ,nrfA,nrfB,nrfC,nrfD,	anaerobic electron transport chain
GO:0042773	6	1	cyoA,	ATP synthesis coupled electron transport
GO:0070988	3	2	ada,alkB,	demethylation
GO:0080111	4	2	ada,alkB,	DNA demethylation
